Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79)
2.98715383842049e-07,0.5862223260607651,8.531479245309967e-18,1.406081650367888e-15,4.493352577913706e-17,1.9839232812272674e-23,0.0,0.0,1.863085413781835e-15,5.406182766951188e-24,1.2030959701429644e-19,4.1554149983663735e-28,1.6937664130033676e-19,8.331993216202586e-44,6.46596393404086e-32,7.0915918602618795e-28,9.795189723195885e-26,6.703094199497498e-27,2.5005741493705327e-25,1.9356471225873814e-26,3.047643685865118e-12,7.315543606984386e-20,8.303521418323941e-30,5.211687067655284e-42,5.226697639116493e-31,4.811414110577818e-26,2.1566045872317157e-27,6.506169651034542e-43,3.2095313973363034e-51,9.968054330923911e-53,1.896434238880267e-33,3.001950213606295e-31,1.6235463112795748e-24,6.599171584969669e-44,3.76,0.0,0.7724320898830456,0.9998637485293645,9.373938518920802e-22,5.444364992850825e-34,8.596824634077585e-05,8.596825252655487e-05,8.855870826960871e-14,1.6074120038359067e-17,0.00013625147063149544,5.675775068147342e-16,1.348854529232268e-15
4.913204133676033e-07,0.5862281988062151,2.23925492926602e-17,4.205801187560635e-15,1.221792598980943e-16,1.4381244230036533e-22,0.0,0.0,5.040575650329469e-15,4.034465061997578e-23,8.06092480231352e-19,6.490090801653401e-27,6.663256405665954e-19,4.635518721235126e-43,3.4093343192682983e-31,7.640471304099236e-27,1.1716685620631638e-24,7.849911099832192e-26,1.1717848529199892e-24,5.838296215008372e-26,8.244612349982748e-12,2.2120903734818575e-19,9.32340793174881e-29,3.849852957301357e-40,7.233220479524098e-30,5.756237449144254e-25,1.2138294730929745e-26,2.3266602333006737e-41,2.086891631127296e-48,6.033284729136753e-50,2.9939871367600414e-32,2.1680462346605388e-30,1.1512505724803661e-23,4.568895961647152e-42,3.76,0.0,0.7723766645424914,0.9998637485293587,7.036521099951346e-21,2.126774094845715e-32,0.00014139358163703765,0.00014139359827761055,1.4613510658088825e-13,2.68592187786115e-17,0.0001362514706314946,1.0264401393503761e-15,4.1579156817635746e-15
6.839254428931576e-07,0.586234071130518,4.2272455641649436e-17,8.562028313567016e-15,2.377974694292337e-16,4.944723756689996e-22,0.0,0.0,9.767909939986536e-15,1.4139331520591633e-22,2.5371847667623436e-18,3.202050249300987e-26,1.5491162946555599e-18,1.3359397695027713e-42,9.551934564002001e-31,3.292544147385582e-26,5.061208478341782e-24,3.3661873725277245e-25,3.1260780205892873e-24,1.1884685624453795e-25,1.5975357773663695e-11,4.508569000540295e-19,4.063797394128908e-28,3.1987301072620435e-39,3.2809075612789905e-29,2.4867565288743225e-24,3.5937273511195874e-26,1.591079451301378e-40,2.3135431436307063e-47,6.565061054176587e-49,1.417058443680862e-31,7.40093783585901e-30,3.9049742478334714e-23,3.8277276231544046e-41,3.76,0.0,0.7723212431789279,0.9998637485293496,2.47553124015712e-20,1.407230762218593e-31,0.00019681493740722822,0.00019681496957173926,2.0370737243780623e-13,3.7641579099420545e-17,0.0001362514706314933,1.4862565411945544e-15,8.55923696775346e-15
9.999999999999997e-07,0.5862458145159666,8.647652077568997e-17,1.9090859302709728e-14,5.123246991342784e-16,2.294806214438023e-21,0.0,0.0,2.088583290454582e-14,6.865050809027378e-22,9.836755856488914e-18,2.738786937560057e-25,3.891305566827822e-18,4.666592149251244e-42,3.232391872990215e-30,1.8928191851525772e-25,3.565804191011602e-23,2.3415735028738373e-24,1.0091693203182921e-23,2.6452808633699604e-25,3.415222558630074e-11,1.0045445052623647e-18,2.3768349520979327e-27,1.0823942324003388e-37,2.481839056571593e-28,1.7525617157678253e-23,1.2476643542943025e-25,2.7347296353598592e-39,4.7434160158660276e-45,1.1870115797773242e-46,1.1417595684838491e-30,3.333961876792365e-29,1.7463005646270799e-22,1.3485019531773777e-39,3.76,0.0,0.7722303025463952,0.9998637485293276,1.2135254255207098e-19,2.7528695586395305e-30,0.00028775555165718483,0.0002877556202813595,2.9817740375254656e-13,5.533505805666316e-17,0.00013625147063149026,2.23697924364976e-15,1.923806703063181e-14
1.069135501944266e-06,0.5862458145159666,9.806348031260604e-17,2.1953717493953413e-14,5.864174100218103e-16,2.891485665770955e-21,0.0,0.0,2.3874245659303776e-14,8.685631188594206e-22,1.217195159586231e-17,3.599023268985137e-25,4.551613233813625e-18,5.709664576654276e-42,3.940711810303997e-30,2.425078462026929e-25,4.6361324808283885e-23,3.04205802585493e-24,1.2237854591770721e-23,3.0408829937698068e-25,3.903749820300202e-11,1.1549425829963537e-18,3.049101467714837e-27,1.478492304616092e-37,3.240157369173669e-28,2.2786636014415324e-23,1.5244071487200821e-25,3.687800356637138e-39,6.552035862123708e-45,1.639121041257357e-46,1.495771114698036e-30,4.1887286206071634e-29,2.1925800046690093e-22,1.8429522525568963e-39,3.76,0.0,0.7722104123812968,0.9998637485293217,1.5366538314107235e-19,3.724433469026664e-30,0.0003076457118466055,0.00030764579026506644,3.1883950362843523e-13,5.920502950197095e-17,0.00013625147063148948,2.400546807414824e-15,2.2146322944010917e-14
1.4158245550902635e-06,0.5862563821229139,1.6527997662881224e-16,3.933673210673779e-14,1.0356363581095198e-15,8.137692153365578e-21,0.0,0.0,4.187443429266192e-14,2.5195987521056367e-21,3.031021384463955e-17,1.3612841811480391e-24,8.667259521193274e-18,1.4001035481670487e-41,9.46519818255773e-30,7.957770959743375e-25,1.5774002910102104e-22,1.0330876576028541e-23,2.884392412611204e-23,5.441021106348007e-25,6.845763350351505e-11,2.0675430705597736e-18,1.0051819569827126e-26,9.794620999767213e-37,1.1281820748812468e-27,7.75427990651707e-23,3.634796565871283e-25,1.9375997593189563e-38,8.026821542182899e-44,1.9889899482840285e-45,5.3130275143707226e-30,1.159717094758431e-28,6.054222272804817e-22,1.25202155416695e-38,3.76,0.0,0.7721106782619008,0.999863748529286,4.486180671413896e-19,1.9272243478147624e-29,0.00040737980170040477,0.0004073799390812838,4.2244428646189814e-13,7.860954411309042e-17,0.00013625147063148454,3.2221852180077914e-15,3.98237746479195e-14
1.762513608236261e-06,0.5862669483656883,2.4689395717761625e-16,6.177007732270477e-14,1.6156340684085422e-15,1.8372483179257995e-20,0.0,0.0,6.49022814133303e-14,5.849334870976381e-21,6.120766507165966e-17,3.958949536459725e-24,1.4126471513391722e-17,2.8864378902381825e-41,1.9233504170224602e-29,2.001013975465356e-24,4.176044332560055e-22,2.736072349332827e-23,5.793223694356766e-23,8.535645237376884e-25,1.0608513759917545e-10,3.2443452464545995e-18,2.537588975022864e-26,4.173527308012723e-36,3.0375744441648544e-27,2.0532711923601563e-22,7.096928859542042e-25,7.151083883522786e-38,4.40099196723089e-43,1.0412112208697283e-44,1.4515667563942596e-29,2.5673553846803013e-28,1.337807665488931e-21,5.412379873220972e-38,3.76,0.0,0.7720109570234694,0.99986374852924,1.0478124854739706e-18,6.969518083420558e-29,0.0005071010023768597,0.000507101215140056,5.260356798840036e-13,9.801156248969022e-17,0.00013625147063147823,4.043759544003679e-15,6.266198843882333e-14
2.1092026613822586e-06,0.5862775132448818,3.417008982807255e-16,8.925475606179442e-14,2.3284548258856266e-15,3.576406965416481e-20,0.0,0.0,9.295973395703152e-14,1.1696054948937925e-20,1.0820925968948637e-16,9.513166420916819e-24,2.0928309388666724e-17,5.332922702034617e-41,3.5185924196906277e-29,4.262282040288728e-24,9.26370835156204e-22,6.080182257538851e-23,1.0518630997604e-22,1.2325013010447786e-24,1.5191927982266204e-10,4.68533842148589e-18,5.419277399398383e-26,1.4925459388544853e-35,6.8192434910385e-27,4.55558363878045e-22,1.2199073356001036e-24,2.1660377523983203e-37,2.506081191510129e-42,5.897826016320675e-44,3.2926462359947876e-29,4.913259058857759e-28,2.5569900940815344e-21,1.956442446873105e-37,3.76,0.0,0.7719112486644186,0.9998637485291838,2.1076486515048754e-18,2.0830073107760225e-28,0.0006068093154610806,0.0006068096200250357,6.296136855439115e-13,1.174110732369798e-16,0.00013625147063147053,4.865440882445918e-15,9.066055411676748e-14
2.455891714528256e-06,0.5862880767604196,4.487009048743277e-16,1.217919627748077e-13,3.176136630572258e-15,6.28892731673853e-20,0.0,0.0,1.2604870921226245e-13,2.1099612111465687e-20,1.748011008288002e-16,2.0077805069708928e-23,2.9071475997858025e-17,9.130423725882316e-41,5.9858800376759e-29,8.068457482461813e-24,1.82290065384426e-21,1.1996062922922104e-22,1.7795203290110825e-22,1.680944712886453e-24,2.0595929869106099e-10,6.390514068240168e-18,1.0279333645505594e-25,4.490599602735877e-35,1.354208552368069e-26,8.966008093129398e-22,1.921093173755801e-24,5.6109988737191944e-37,1.1201313053200212e-41,2.588182636539889e-43,6.59076914776614e-29,8.499789006000149e-28,4.419327682706869e-21,5.92310655528774e-37,3.76,0.0,0.7718115531830972,0.9998637485291174,3.824362368959246e-18,5.350918592188209e-28,0.0007065047426048508,0.0007065051553864864,7.331783051586734e-13,1.3680807756986132e-16,0.00013625147063146145,5.68714820819632e-15,1.2381942213669327e-13
3.1492698208202513e-06,0.5863091997014461,6.967275649400652e-16,2.0202755295116701e-13,5.283121554738015e-15,1.5726190742572894e-19,0.0,0.0,2.0732764897443235e-13,5.532451472402382e-20,3.79259194771527e-16,6.824166110705611e-23,4.938052212040482e-17,2.274536913697582e-40,1.48222212529268e-28,2.2732912067863684e-23,5.485157567079648e-21,3.635940545900822e-22,4.371734838571951e-22,2.786518051232378e-24,3.3865423404278154e-10,1.0593373816785913e-17,2.904363385090317e-25,2.895763714565616e-34,4.1280993828569025e-26,2.698853461436626e-21,3.995884189264298e-24,2.7424153848161933e-36,1.4661461555737915e-40,3.1966678004512014e-42,2.0318642440024804e-28,2.0623634663883643e-27,1.070910797295414e-20,3.835090808471294e-36,3.76,0.0,0.7716122008477196,0.999863748528954,1.0142259475714047e-17,2.5974580844824456e-27,0.000905856944996746,0.0009058576234590558,9.402673924076156e-13,1.7559456756709987e-16,0.0001362514706314391,7.330672625772752e-15,2.0561829752728938e-13
3.8426479271122464e-06,0.5863303171896529,9.860286303515951e-16,3.024845101568867e-13,7.952136154663778e-15,3.273671134340334e-19,0.0,0.0,3.087530749671398e-13,1.2004249619364677e-19,7.024292611097457e-16,1.8115846955719572e-22,7.505216757841107e-17,4.861777743961121e-40,3.1648460240344243e-28,5.186204882345597e-23,1.321216045866758e-20,8.828532970495042e-22,9.28295589727549e-22,4.17069648312648e-24,5.041638578356308e-10,1.585282564212912e-17,6.637715203546421e-25,1.1860240304070345e-33,1.0030553120077484e-25,6.502915957132285e-21,7.136925617438095e-24,9.451018751931855e-36,8.955558311486268e-40,1.8984424662714216e-41,4.974526117723371e-28,4.170438211315588e-27,2.163669887543333e-20,1.570737254149949e-35,3.76,0.0,0.7714129000041455,0.9998637485287497,2.2237577470140922e-17,8.826454767584962e-27,0.0011051576227501024,0.0011051586325431788,1.1473029553398407e-12,2.1437103235372126e-16,0.00013625147063141117,8.974530819550547e-15,3.080596975357977e-13
4.5360260334042416e-06,0.5863514292271026,1.3133796623311793e-15,4.231704631715185e-13,1.1199277568987031e-14,6.044551535390612e-19,0.0,0.0,4.3033885720163864e-13,2.3010744139797114e-19,1.1737041273286148e-15,4.114472356924994e-22,1.0608610882828049e-16,9.323418773427152e-40,6.078599885139797e-28,1.0262126781426257e-22,2.7594577140058795e-20,1.8600798372414033e-21,1.7745487127429306e-21,5.833990668610059e-24,7.024817454394248e-10,2.2168761760630526e-17,1.3154255859316301e-24,3.89685973521472e-33,2.108599435253505e-25,1.3586354249418004e-20,1.152273743932623e-23,2.6786941276119914e-35,4.239235718224403e-39,8.751288136979662e-41,1.0516458632308755e-27,7.476561869759971e-27,3.876497318545805e-20,5.146948010202573e-35,3.76,0.0,0.7712136506384513,0.9998637485285042,4.3059799726007724e-17,2.4654908539265172e-26,0.0013044067897942802,0.0013044081965553989,1.3542850084256648e-12,2.531374762791045e-16,0.00013625147063137764,1.0618865976915965e-14,4.3114682679169625e-13
5.229404139696237e-06,0.586372535814978,1.6773274051350069e-15,5.640926148130741e-13,1.5040399771266943e-14,1.024258978713732e-18,0.0,0.0,5.720978593579619e-13,4.0349869683687397e-19,1.8219521158826403e-15,8.369724557431165e-22,1.4248184241321538e-16,1.6463546766458177e-39,1.0755884687359942e-27,1.8386784867574387e-22,5.206228931905938e-20,3.542707355193824e-21,3.1282591061559155e-21,7.777079127598467e-24,9.336015859327345e-10,2.9541076425601737e-17,2.3590333093184242e-24,1.1096059165417378e-32,3.9985186049744754e-25,2.5642114801261577e-20,1.735433083356762e-23,6.65135937374526e-35,1.684467926418357e-38,3.3530101792263647e-40,2.003059770186664e-27,1.229117224197245e-26,6.36980987228776e-20,1.4587470652185436e-34,3.76,0.0,0.7710144527369648,0.9998637485282179,7.62708122080234e-17,6.059594421524283e-26,0.0015036044598083812,0.0015036063291622313,1.5612135658747832e-12,2.9189389851633717e-16,0.00013625147063133845,1.2263921577699706e-14,5.748852775775038e-13
5.922782245988232e-06,0.5863936369546427,2.077297475243406e-15,7.252584276281358e-13,1.9491424214345104e-14,1.626613901295384e-18,0.0,0.0,7.340422034224683e-13,6.610543345152179e-19,2.6752232103729252e-15,1.5650710712377647e-21,1.8423886457807167e-16,2.7229533212928738e-39,1.783156611969511e-27,3.0583991340001313e-22,9.086223392881135e-20,6.245636222462321e-21,5.169758104546767e-21,1.000074047757073e-23,1.1975172463160353e-09,3.7969672086944074e-17,3.927557516664444e-24,2.818969522719151e-32,7.006758039436011e-25,4.476851681221046e-20,2.4820863482492578e-23,1.4914042157371783e-34,5.75917450279685e-38,1.0966231418804769e-39,3.522474890509527e-27,1.893045217694298e-26,9.807093943736258e-20,3.684428677724982e-34,3.76,0.0,0.770815306286402,0.9998637485278906,1.2622259311760999e-16,1.348355287301173e-25,0.00170275064608209,0.0017027530436411308,1.7680886414934127e-12,3.3064030738418203e-16,0.00013625147063129389,1.3909806208341771e-14,7.392831958486825e-13
6.616160352280227e-06,0.586414732647488,2.5128655635204627e-15,9.06675857444292e-13,2.4568888171913158e-14,2.4555591665019834e-18,0.0,0.0,9.161837810511301e-13,1.0264910222061054e-18,3.7612038576034585e-15,2.7385303828527333e-21,2.313565672887911e-16,4.2722829585685755e-39,2.803505764753946e-27,4.802504518450969e-22,1.4909114145472354e-19,1.0358166600888022e-20,8.107139796298808e-21,1.2505927893338515e-23,1.4942226721887126e-09,4.7454450904358566e-17,6.170963773913423e-24,6.55237523960744e-32,1.153467484838204e-24,7.348654450867297e-20,3.41156032330914e-23,3.0877780558979723e-34,1.7598197240983131e-37,3.162093610524674e-39,5.8154142395308495e-27,2.772211599294558e-26,1.435767467528256e-19,8.506515585669386e-34,3.76,0.0,0.7706162112736533,0.999863748527522,1.9800050729714254e-16,2.7737520024248827e-25,0.001901845361731174,0.0019018483530957937,1.9749102489054533e-12,3.6937669906756755e-16,0.00013625147063124352,1.5556759918789965e-14,9.243509779078775e-13
7.309538458572222e-06,0.5864358228949883,2.983569662375026e-15,1.1083536510316646e-12,3.0290078934676664e-14,3.558598029912784e-18,0.0,0.0,1.1185345529664907e-12,1.525975900121698e-18,5.1077243679764015e-15,4.53405717908189e-21,2.838343584379118e-16,6.418864881961496e-39,4.219961418942109e-27,7.206676723872344e-22,2.3258643378355354e-19,1.6336914887977634e-20,1.21776370205363e-20,1.529376295828497e-23,1.8237117770297249e-09,5.799531599935037e-17,9.265077074473015e-24,1.3985611868431966e-31,1.804231834152237e-24,1.146861594282376e-19,4.5422767294066406e-23,5.956313522032686e-34,4.747226107942835e-37,8.099958427448111e-39,9.117661203241652e-27,3.9007641452463535e-26,2.0198126230593509e-19,1.803168351691798e-33,3.76,0.0,0.7704171676855424,0.9998637485271125,2.9734145826331177e-16,5.311163142915058e-25,0.002100888619938278,0.0021008922706967333,2.1816784018059937e-12,4.081030820133943e-16,0.00013625147063118782,1.7204929482945068e-14,1.1301010673216788e-12
8.002916564864217e-06,0.5864569076985742,3.489019397994058e-15,1.3303011600592567e-12,3.6673017873284505e-14,4.986745203139308e-18,0.0,0.0,1.3411065781713539e-12,2.18814522058156e-18,6.742939926259104e-15,7.16704329669802e-21,3.416716739888825e-16,9.304774757052959e-39,6.1263797580763115e-27,1.0418137508769356e-21,3.479660089258766e-19,2.4711692891203306e-20,1.7647844302742937e-20,1.836548550719036e-23,2.1859784026858652e-09,6.959216610101223e-17,1.3398487917975994e-23,2.7768974474204343e-31,2.705156003050058e-24,1.7164662374996208e-19,5.893367586040843e-23,1.0820227358690985e-33,1.1610994566981614e-36,1.889997311696043e-38,1.369685446966025e-26,5.314354940731732e-26,2.75125921902273e-19,3.5550506713750806e-33,3.76,0.0,0.7702181755087397,0.9998637485266615,4.306693087811812e-16,9.558409226149371e-25,0.002299880434038663,0.0022998848097669352,2.388393114046234e-12,4.468194484405762e-16,0.00013625147063112575,1.885454648153662e-14,1.3565477894921303e-12
9.389672777448207e-06,0.5864990609794833,4.6037440354139005e-15,1.835046716982877e-12,5.149926852880627e-14,9.04537957817796e-18,0.0,0.0,1.8469618790247162e-12,4.129691814963591e-18,1.099163089269367e-14,1.6062942681877182e-20,4.734226576004231e-16,1.7933574377260918e-38,1.1835073938303842e-26,1.993162694512887e-21,7.05795058806751e-19,5.1245195033891636e-20,3.399699348640504e-20,2.5366456885739043e-23,3.008819677470174e-09,9.595342782223023e-17,2.565086831241843e-23,9.409585249713913e-31,5.505444434232713e-24,3.484378737854044e-19,9.336598115713289e-23,3.1242565029053754e-33,5.868795712655865e-36,8.486143488315317e-38,2.7958997387569477e-26,9.145379374968462e-26,4.733272843004999e-19,1.185439154562555e-32,3.76,0.0,0.7698203453359631,0.9998637485256361,8.29259069573186e-16,2.6943440131803185e-24,0.0026977097830399276,0.0026977158053868885,2.8016622717336965e-12,5.242221779741224e-16,0.00013625147063098616,2.2158712973619423e-14,1.871601304213271e-12
9.999999999999997e-06,0.5865369803281046,5.138124032046707e-15,2.0829212223518028e-12,5.892719416404375e-14,1.1440556750026704e-17,0.0,0.0,2.0952669489428592e-12,5.303142884223947e-18,1.3321003041041018e-14,2.206909634298281e-20,5.381997405455448e-16,2.3233764321197663e-38,1.53437695016459e-26,2.572793672189115e-21,9.316664465422535e-19,6.83005736517079e-20,4.403161371886763e-20,2.8812750086692016e-23,3.4124904510915982e-09,1.0889357554096364e-16,3.31185584978367e-23,1.5202395221804033e-30,7.275799308688226e-24,4.601091605079718e-19,1.1197808474610816e-22,4.7473295969859005e-33,1.103142107048847e-35,1.526355290219915e-37,3.698848564707176e-26,1.131943906541511e-25,5.857911594115732e-19,1.9014709495800345e-32,3.76,0.0,0.7696453208660892,0.9998637485251325,1.0743034122309484e-15,4.046811099857614e-24,0.0028727338488056075,0.0028727406789328235,2.9834790442162966e-12,5.582753263976964e-16,0.0001362514706309179,2.361532311496963e-14,2.124580489246543e-12
1.06377533687738e-05,0.5865369803281046,5.725093078368802e-15,2.3587499049948366e-12,6.729981128500533e-14,1.4410468614341314e-17,0.0,0.0,2.3715074756576546e-12,6.778092194306562e-18,1.6084688407944698e-14,3.012929857384582e-20,6.10322494509033e-16,2.996329166193256e-38,1.979845380794987e-26,3.3048156892028743e-21,1.2228875191450144e-18,9.054244209530262e-20,5.67618532523606e-20,3.265429537178633e-23,3.861414273685789e-09,1.232890326648032e-16,4.2549629164011496e-23,2.4191792112684874e-30,9.56025249124502e-24,6.041518657110905e-19,1.338933162062364e-22,7.140437861429763e-33,2.0017534889788093e-35,2.6722296357292557e-37,4.8649132962251316e-26,1.3952474821355553e-25,7.21987923364416e-19,3.004848177535068e-32,3.76,0.0,0.7694624738737192,0.9998637485245718,1.3856946404976381e-15,6.015149192760884e-24,0.0030555803917771784,0.003055588120227952,3.1734218852593336e-12,5.938504272286137e-16,0.00013625147063084096,2.5139221289681197e-14,2.4061254116262745e-12
1.1885833960099392e-05,0.586574882060261,6.9583548890096765e-15,2.9483089298096738e-12,8.555348873820372e-14,2.1817582882525673e-17,0.0,0.0,2.9617541656983382e-12,1.0525032655079445e-17,2.2549857948424778e-14,5.266351015854004e-20,7.645784248590602e-16,4.730433465965516e-38,3.127470992125301e-26,5.177340992935926e-21,1.9904230509431914e-18,1.502117276297074e-19,8.952484932596469e-20,4.088943461452e-23,4.820112480562643e-09,1.5404447800061014e-16,6.66804664888047e-23,5.585698388361044e-30,1.5587662735045344e-23,9.840492648237753e-19,1.8467523493439702e-22,1.4889802465069968e-32,5.907804350673734e-35,7.345723725665027e-37,7.944713577285488e-26,2.0298940771093473e-25,1.0502397465515612e-18,6.838731873011668e-32,3.76,0.0,0.769104768777435,0.9998637485233732,2.1905938620248944e-15,1.2244050580327506e-23,0.003413284528383182,0.0034132941752136113,3.545008565847807e-12,6.634462807571894e-16,0.00013625147063067684,2.812733954173903e-14,3.0080397293558063e-12
1.3133914551424984e-05,0.5866127661839386,8.303571668410148e-15,3.603809180013893e-12,1.0638754457077031e-13,3.171633134170197e-17,0.0,0.0,3.6177705729064585e-12,1.5634727184761285e-17,3.0550577014667496e-14,8.701588525289578e-20,9.361871491850231e-16,7.136053983707346e-38,4.718167225523732e-26,7.751929376093068e-21,3.0831910597061606e-18,2.370438485535035e-19,1.348855639416193e-19,5.008592507689851e-23,5.884878527003618e-09,1.882191838755373e-16,9.986811632696796e-23,1.1853113304055369e-29,2.4178840042818364e-23,1.5253954756401198e-18,2.469116853572205e-22,2.8867748165990847e-32,1.5583153670947352e-34,1.820510272157978e-36,1.2339385397410545e-25,2.8444154247396916e-25,1.4714912288466766e-18,1.4301062449819998e-31,3.76,0.0,0.7687472299698025,0.9998637485220397,3.3129712436528666e-15,2.3170748684514223e-23,0.003770822270201763,0.003770834047616485,3.91642239384742e-12,7.330097709191669e-16,0.0001362514706304956,3.1124171853957036e-14,3.6775152460641445e-12
1.4381995142750576e-05,0.5866506327075645,9.760759003145133e-15,4.325346470852961e-12,1.2993461969124879e-13,4.4599754213509247e-17,0.0,0.0,4.3396251865284556e-12,2.2398064513949345e-17,4.025018966948557e-14,1.3732886975309119e-19,1.1251453851021616e-15,1.0371460355110168e-37,6.85448832443732e-26,1.1185472584050539e-20,4.58790105718263e-18,3.5915608750425666e-19,1.9574925542549974e-19,6.026008387585927e-23,7.055676656827841e-09,2.258125669232791e-16,1.4413596538058278e-22,2.350351958762832e-29,3.6019364334419745e-23,2.2714619658244004e-18,3.2181395984688526e-22,5.275335128783262e-32,3.7583456571767134e-34,4.1456293209637364e-36,1.840174736644619e-25,3.86648068835807e-25,2.000041945950315e-18,2.793766833787152e-31,3.76,0.0,0.7683898573735786,0.9998637485205712,4.8322881416396464e-15,4.1340465360592977e-23,0.004128193694511085,0.004128207814643586,4.287663449533493e-12,8.025409003703224e-16,0.0001362514706302956,3.413097188936794e-14,4.414749189294731e-12
1.687815632540176e-05,0.5867263129870539,1.3011236343872601e-14,5.966973376424241e-12,1.8572015668790545e-13,8.150943028859021e-17,0.0,0.0,5.981122548357178e-12,4.217803199466268e-17,6.539981833518231e-14,3.0702715045930607e-19,1.555097154313896e-15,2.0055921130000684e-37,1.3228648685298918e-25,2.1337613824999703e-20,9.245405325606113e-18,7.493164773562283e-19,3.7713942370822356e-19,8.361920435176299e-23,9.715226043658989e-09,3.112530279614378e-16,2.7505357167771293e-22,7.975110116482233e-29,7.270885662935926e-23,4.583918556112569e-18,5.145589542752451e-22,1.5402116815927065e-31,1.8390355682957437e-33,1.7797914094640194e-35,3.720835277777638e-25,6.652863842377638e-25,3.4408673427424282e-18,9.175853705855107e-31,3.76,0.0,0.7676756105063377,0.9998637485172271,9.436960986253966e-15,1.1505640388182902e-22,0.0048424378997626895,0.004842457341446549,5.0296275651237204e-12,9.415061327978876e-16,0.0001362514706298393,4.0179497174191186e-14,6.093417942140157e-12
1.9374317508052945e-05,0.5868019229641195,1.6710276683605037e-14,7.874192454096521e-12,2.5405403207644614e-13,1.3735887409358322e-16,0.0,0.0,7.886791987673436e-12,7.270543037156919e-17,9.93057797065581e-14,6.139172594352954e-19,2.0544072629830486e-15,3.542240125383911e-37,2.328866364498859e-25,3.721112861768394e-20,1.692364401547121e-17,1.4170173079061939e-18,6.630822228608695e-19,1.1114976284797414e-22,1.2798474442717813e-08,4.10361183958156e-16,4.7979813814196945e-22,2.284944193613185e-28,1.3325516092753947e-22,8.402698881427534e-18,7.729695436384163e-22,3.8830393236098074e-31,7.07055232427039e-33,6.167792508823272e-35,6.8279140278041255e-25,1.0646660308605133e-24,5.5058677335979024e-18,2.54583949408026e-30,3.76,0.0,0.7669620275581095,0.9998637485133367,1.6874572788456894e-14,2.7753438495972063e-22,0.0055560177620250055,0.005556043372940561,5.770901554487936e-12,1.0803421108410126e-15,0.00013625147062930882,4.628319722346017e-14,8.046176126317194e-12
2.187047869070413e-05,0.5868774627039332,2.0858579579904534e-14,1.0048217572808801e-11,3.361252546624223e-13,2.176563824246781e-16,0.0,0.0,1.0057177397372858e-11,1.1721687119311473e-16,1.432750538940248e-13,1.1280723520020358e-18,2.623049175437308e-15,5.842762600818653e-37,3.824952599888808e-25,6.064291870599807e-20,2.882229304766822e-17,2.4880027755448588e-18,1.0879260230510838e-18,1.4308252286008986e-22,1.630513561695644e-08,5.231323429516436e-16,7.820849442906998e-22,5.7663119463963395e-28,2.271489116062786e-22,1.4330466973140194e-17,1.1073860238966364e-21,8.755709910589053e-31,2.2895344540770375e-32,1.8331700552323042e-34,1.1650623664715144e-24,1.6135841981013194e-24,8.343879642781304e-18,6.2228993173173754e-30,3.76,0.0,0.7662491079117334,0.9998637485088963,2.8224893821636954e-14,6.009685981566699e-22,0.006268933898741247,0.006268966526000282,6.511486059032015e-12,1.2190489533294886e-15,0.0001362514706287034,5.2452920342644976e-14,1.027561911664962e-11
2.4366639873355314e-05,0.5869529322720626,2.5456858168208903e-14,1.249049727162648e-11,4.3314603639307827e-13,3.2860837387139334e-16,0.0,0.0,1.2492820830454465e-11,1.793300981383911e-16,1.9861441514720434e-13,1.9403367211649192e-18,3.2609963056196903e-15,9.136789091376242e-37,5.950447427626869e-25,9.373236271384329e-20,4.6406884518600244e-17,4.122163788582085e-18,1.6910387845468495e-18,1.7970117074478886e-22,2.0234923343365476e-08,6.495618000316236e-16,1.2090195158787465e-21,1.320899745432987e-27,3.65984721866456e-22,2.3105458337017076e-17,1.5284344570400267e-21,1.810446014519309e-30,6.533179106194234e-32,4.851552843474306e-34,1.8786964644134253e-24,2.343888894348158e-24,1.2119504036021285e-17,1.3806206017547208e-29,3.76,0.0,0.7655368509506054,0.9998637485039007,4.480104702532755e-14,1.1972186456243087e-21,0.0069811869267979105,0.0069812274169441715,7.251381719583864e-12,1.3576267795093568e-15,0.00013625147062802233,5.870009451899471e-14,1.2784832711025432e-11
