Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924)
3.57898287682422e-06,0.6829162438395376,0.00019537919024197175,1.525628442053481e-05,9.838569300812625e-05,0.001011830585308601,0.0,0.0,5.799345414276862e-05,6.038898507670145e-08,1.618262069785179e-05,3.88042049312343e-07,5.11711520236077e-08,4.6250005963704114e-15,1.2130759077578985e-11,5.727142951471077e-09,3.2317288526692185e-05,5.11332659217909e-06,9.007028220893103e-10,1.9424881870067326e-11,1.505788292425e-06,1.5792245891456664e-12,6.833037717729525e-10,1.2922343075848856e-08,9.445773822549026e-10,4.840421879756472e-06,5.151916753426124e-10,7.084129285591448e-08,2.1114482300014603e-09,5.101883972066113e-11,8.01722841763097e-10,5.791028238501813e-12,4.582664061714205e-09,1.0726905782113008e-09,3.76,0.0,0.5259641277935432,0.9990339063355286,0.00033594794436899686,5.5478732860151404e-06,0.0350643258119077,0.03512168651777408,1.5301347597780843e-09,1.3969379041820427e-12,0.0006090662679808768,1.61445111122526e-06,1.2290933387307157e-05,6.015778663131221e-05,1.0506784314769644e-05,0.0008626553840629663,0.0005584235111378915,0.0010248633464191176,1.4320323783196534e-06,0.0001055996384624752,1.1435446388490792e-06,2.7310656592582215e-09,9.661992859780071e-07,2.3418610922621333e-06,2.1858468887468542e-07,7.139900753385576e-08,3.6182376880281603e-06,3.1637525021736205e-07,3.180641420659229e-05,1.0472209344486256e-08,4.0412839963168585e-07,4.0696596315951674e-08,1.820439618810815e-12,2.9791943075834304e-06,1.5100446343083827e-09,7.877341281737779e-10,1.0717296918498443e-14,6.458133873702874e-12,1.3017754708032103e-12,1.5306586516875509e-10,1.4211296350978891e-15,2.798803639473724e-10,3.934902190474326e-14,3.6667502091878462e-09,9.3990436924112e-15,7.854154731036643e-13,5.774475661803608e-10,1.6414951233402922e-08,6.411757772044782e-13,9.036401005267261e-08,8.408333314450675e-08,2.8883913846202883e-11,1.9077681668203216e-13,2.2993975187409413e-05,2.87956442935976e-15,8.869186242873118e-08,1.479138804464385e-11,2.398255502132829e-07,7.189173112815717e-08,1.8600457841505618e-11
3.609058288108865e-06,0.682958947115657,0.00020072702220525534,1.5698744919602698e-05,0.00010089440123274612,0.0010449196094617728,0.0,0.0,5.9646770426454e-05,6.258709817572763e-08,1.6817277171131863e-05,4.0611615795603753e-07,5.445869334893846e-08,5.079660421753017e-15,1.2966274939933024e-11,5.956725053586725e-09,3.336220692051111e-05,5.313061324146375e-06,9.651986400295313e-10,2.035131416053078e-11,1.5342022536851456e-06,1.6291700515704828e-12,7.206708470592344e-10,1.3745082096695191e-08,9.877322893617337e-10,5.055297525443325e-06,5.324497444621152e-10,7.417719584978024e-08,2.2631041546836867e-09,5.444211075570397e-11,8.465805812524935e-10,6.009670602016122e-12,4.739935776742141e-09,1.1152560674939763e-09,3.76,0.0,0.5256258804242486,0.999023898740376,0.0003461996262118742,5.76088769540444e-06,0.035347585335299476,0.03540713271225983,1.5425009948558609e-09,1.4084259736615323e-12,0.0006090601686633625,1.6704232162035518e-06,1.2757777904228368e-05,6.17518221553044e-05,1.078629724840933e-05,0.0008903296592821973,0.0005762636674935488,0.001032278600284954,1.482540287194352e-06,0.00010741430858703941,1.1838977581080394e-06,2.8399503395028936e-09,1.00059632429961e-06,2.4082749665108455e-06,2.3179675588238326e-07,7.568229544225523e-08,3.768003172000808e-06,3.3655885663843597e-07,3.28349652204376e-05,1.0749032900220778e-08,4.2108645685991757e-07,4.343267227676551e-08,1.9001150179069623e-12,3.092767803141402e-06,1.5675455931301826e-09,8.380432839146391e-10,1.1401162986312933e-14,7.059613808794528e-12,1.4152623638266072e-12,1.6082043803591533e-10,1.511763113949631e-15,2.9150646593985505e-10,4.093033821917511e-14,3.770520178371406e-09,9.775764398377508e-15,8.190052203962033e-13,5.958920339885726e-10,1.702682244261132e-08,6.803639410660671e-13,9.414574898419496e-08,8.979149889812701e-08,3.084455449859316e-11,1.9788435055837203e-13,2.3367767114279215e-05,3.0674059725823273e-15,9.157362846493679e-08,1.527117650274371e-11,2.4933783315107463e-07,7.385191053776104e-08,1.9918992405137762e-11
3.6391336993935103e-06,0.6830017810007144,0.00020619795189830926,1.61521813163323e-05,0.00010345948789582078,0.0010788920085455396,0.0,0.0,6.134206710999067e-05,6.48641900411716e-08,1.7473766955878398e-05,4.249401274829198e-07,5.7938557840174635e-08,5.576912776924527e-15,1.3855720293447021e-11,6.194607156088496e-09,3.443515870999785e-05,5.5194704048195815e-06,1.0339789219506814e-09,2.1317030108146228e-11,1.5630093801721163e-06,1.6809875337820856e-12,7.599598178015403e-10,1.4615779049334033e-08,1.0328472067400134e-09,5.278363269733549e-06,5.50250912267481e-10,7.765123789589252e-08,2.4246738013223037e-09,5.8075459123866526e-11,8.938063736997105e-10,6.235458020008212e-12,4.9018633596444405e-09,1.1592524342225082e-09,3.76,0.0,0.5252865351039545,0.9990136453508541,0.0003567139988898956,5.980688294869267e-06,0.035630611932326965,0.035692418362629985,1.5548570752826578e-09,1.4199172819608112e-12,0.0006090539195389647,1.7280570493878987e-06,1.3239491887239229e-05,6.33815494434413e-05,1.1072124504588685e-05,0.0009187345575506393,0.0005945713144445871,0.001039679635697279,1.5345649082714729e-06,0.00010924819920056718,1.2254590287206122e-06,2.9526960865456806e-09,1.036028044073125e-06,2.4764146283194587e-06,2.457379035479896e-07,8.020025196359224e-08,3.923042505547564e-06,3.5791068187433773e-07,3.389127375227936e-05,1.1032027771492401e-08,4.386705083685563e-07,4.633698604176453e-08,1.9828235028070324e-12,3.209968142985123e-06,1.626878290614955e-09,8.912654663137897e-10,1.2124596757440713e-14,7.713756524106118e-12,1.5381346738357781e-12,1.689515470442822e-10,1.6076381475058352e-15,3.0357678323872806e-10,4.256879224190265e-14,3.876976404099549e-09,1.016608029824774e-14,8.538493875348567e-13,6.148199532969984e-10,1.7660632015563334e-08,7.217641707768568e-13,9.808683793553398e-08,9.585366849028842e-08,3.292672480541444e-11,2.0521852829816327e-13,2.3744728087324465e-05,3.266526377257745e-15,9.45307730377463e-08,1.5763471578182003e-11,2.5916015611359975e-07,7.585739376341094e-08,2.132152997572825e-11
3.6692091106781555e-06,0.683044748855202,0.0002117945112395107,1.6616842604358802e-05,0.00010608214646076817,0.0011137673818349058,0.0,0.0,6.308026462969821e-05,6.722319862906284e-08,1.8152766442636847e-05,4.445426217123933e-07,6.162104495849278e-08,6.120582582606614e-15,1.480240075553765e-11,6.441074594685329e-09,3.5536783973438e-05,5.732749948928533e-06,1.1073086542298771e-09,2.2323556284920602e-11,1.5922168200367648e-06,1.7347640251669203e-12,8.012642987825997e-10,1.55370107872387e-08,1.0800124482309874e-09,5.509889998561567e-06,5.686116855942039e-10,8.126852495475453e-08,2.596747820320672e-09,6.193075890681007e-11,9.435188024867544e-10,6.468600328741978e-12,5.068569714642109e-09,1.2047210948064893e-09,3.76,0.0,0.52494606397778,0.99900314052076,0.0003674970465287763,6.207454841137573e-06,0.03591340349379545,0.03597754347267781,1.5672029096004458e-09,1.4314124208139213e-12,0.0006090475171635763,1.7873959489866616e-06,1.373647797235803e-05,6.504768680118381e-05,1.1364395996996651e-05,0.000947886318582263,0.0006133566639295563,0.0010470667018984874,1.5881459336732234e-06,0.00011110154044383621,1.2682596054806274e-06,3.0694241100344424e-09,1.0725211974054836e-06,2.546326955101303e-06,2.604451691598383e-07,8.496471200580238e-08,4.083514933462304e-06,3.8049245491490696e-07,3.4975993718695204e-05,1.132131723326725e-08,4.5690192193320473e-07,4.941903476465356e-08,2.0686666270408472e-12,3.330893904868197e-06,1.688092281737022e-09,9.475545289459236e-10,1.2889686726203861e-14,8.424913269087211e-12,1.6711323928021115e-12,1.7747720797309965e-10,1.7090312956581666e-15,3.161077638898799e-10,4.4266341276808066e-14,3.986191499854599e-09,1.0570457145086997e-14,8.89990781387276e-13,6.34241886689122e-10,1.831721687547487e-08,7.654918769142024e-13,1.0219439597043248e-07,1.0228995130777811e-07,3.5137320716572747e-11,2.1278569353991077e-13,2.412488270822717e-05,3.477550074225691e-15,9.756489452595212e-08,1.626853660385631e-11,2.6930079781454806e-07,7.790909927533538e-08,2.2812849290845563e-11
3.6992845219628007e-06,0.6830878541057818,0.00021751927976214694,1.7092983201828087e-05,0.00010876359403057495,0.0011495657099517677,0.0,0.0,6.486230003787683e-05,6.966717734800652e-08,1.8854971666812744e-05,4.649533684642309e-07,6.551696360901938e-08,6.714826121894924e-15,1.5809817177586836e-11,6.696422567733807e-09,3.666773573084855e-05,5.9531014422070646e-06,1.185468151019019e-09,2.3372476568727675e-11,1.6218319610768889e-06,1.7905908502142477e-12,8.446822416415069e-10,1.6511482964097426e-08,1.1293224657820094e-09,5.75015663367273e-06,5.875490892010456e-10,8.503433797781863e-08,2.7799490617990376e-09,6.602050909845228e-11,9.958421072074304e-10,6.70931325299278e-12,5.240180729004561e-09,1.2517045452512462e-09,3.76,0.0,0.5246044386448419,0.9989923784779532,0.00037855488377039575,6.441371204144352e-06,0.03619595785539931,0.03626250804679857,1.579538403973382e-09,1.4429120138915564e-12,0.0006090409580243538,1.8484842654918415e-06,1.4249148307346752e-05,6.675096574036478e-05,1.16632441637825e-05,0.0009778015032845442,0.0006326301208681961,0.001054440053895195,1.6433239799595527e-06,0.00011297456979846364,1.3123313462955642e-06,3.1902590070837434e-09,1.1101031417493023e-06,2.6180602636307646e-06,2.7595733941938367e-07,8.998806493473175e-08,4.249583957372177e-06,4.043689113513945e-07,3.608979394299733e-05,1.1617026794008312e-08,4.758028066776627e-07,5.268881129187514e-08,2.157749040957765e-12,3.455646021339315e-06,1.7512382950108936e-09,1.0070718077143065e-09,1.369862290401595e-14,9.197776115295466e-12,1.8150514064016613e-12,1.8641629339654295e-10,1.816232556493929e-15,3.2911647237991343e-10,4.602500993199449e-14,4.098240297409904e-09,1.0989376715563987e-14,9.274736753642904e-13,6.541685964084976e-10,1.8997449150648078e-08,8.116680369305999e-13,1.0647587467320166e-07,1.0912150936921177e-07,3.748359846688668e-11,2.2059233963127544e-13,2.4508256952978914e-05,3.7011338067092734e-15,1.0067761983412745e-07,1.678663954084339e-11,2.7976822931789946e-07,8.00079612909048e-08,2.439796984415016e-11
3.729359933247446e-06,0.6831311002464426,0.00022337488529230085,1.7580863059247476e-05,0.00011150507173882586,0.0011863073613392486,0.0,0.0,6.66891272068974e-05,7.219929983514236e-08,1.958109886628793e-05,4.862031995774451e-07,6.963765561819552e-08,7.364158895766941e-15,1.6881676886794303e-11,6.960956484862186e-09,3.7828680159573856e-05,6.180731887544373e-06,1.2687538870422862e-09,2.4465434343642707e-11,1.6518624385605619e-06,1.8485638872438836e-12,8.903161255404399e-10,1.7542036071447124e-08,1.1808760309915981e-09,5.999450357151622e-06,6.070806840050085e-10,8.895413879368063e-08,2.9749341900921058e-09,7.035786459982494e-11,1.0509064408744814e-09,6.95781857314586e-12,5.416825338535309e-09,1.30024638836356e-09,3.76,0.0,0.5242616301487886,0.9989813533217227,0.00038989375853243634,6.682625454273909e-06,0.03647827279650194,0.03654731209011127,1.5918634621357878e-09,1.454416718368068e-12,0.0006090342385233707,1.911367381695678e-06,1.4777924741882986e-05,6.849213115928524e-05,1.1968804008727467e-05,0.0010084969993992274,0.0006524022861209331,0.0010617999525836378,1.7001406062564843e-06,0.00011486753225907768,1.3577068251002483e-06,3.3153288482596703e-09,1.148801851071003e-06,2.691664358360249e-06,2.923150277716569e-07,9.528327882193706e-08,4.421417441608502e-06,4.2960792960422015e-07,3.723335851549861e-05,1.1919284224652868e-08,4.953960415866492e-07,5.615682831491695e-08,2.2501785800116414e-12,3.5843278283871354e-06,1.8163682562768802e-09,1.069986458912298e-09,1.4553701403800727e-14,1.0037403377351309e-11,1.9707475591554564e-12,1.957885727316826e-10,1.929545973620498e-15,3.4262061189565517e-10,4.78468924854015e-14,4.213199920841804e-09,1.1423337372947781e-14,9.663438649360611e-13,6.746110474232563e-10,1.97022377105558e-08,8.604194421104102e-13,1.109390736447883e-07,1.1637060849838753e-07,3.997319203822542e-11,2.286451405719416e-13,2.4894878226071384e-05,3.937967675324817e-15,1.0387060478916383e-07,1.7318053039759856e-11,2.905711188915238e-07,8.21549299099164e-08,2.608216252355462e-11
3.759435344532091e-06,0.6831744908396694,0.00022936400462596557,1.808074776898147e-05,0.00011430784514342329,0.0012240130987991155,0.0,0.0,6.856171703107753e-05,7.482286493294095e-08,2.033188505497162e-05,5.083240924554385e-07,7.399502021986539e-08,8.073485760532327e-15,1.8021905562158863e-11,7.234992327862844e-09,3.9020296811058196e-05,6.415853955182174e-06,1.357479372959693e-09,2.5604134789438277e-11,1.6823161433119402e-06,1.90878379844915e-12,9.382731556748313e-10,1.8631651742013715e-08,1.2347764239978393e-09,6.258066842030649e-06,6.272245860563713e-10,9.303357619705005e-08,3.182395372828382e-09,7.495666867428652e-11,1.1088481381962346e-09,7.21434429702139e-12,5.598635594219062e-09,1.3503913616906552e-09,3.76,0.0,0.523917608968233,0.998970059020081,0.00040152005482187235,6.931409951317904e-06,0.03676034603889371,0.03683195560858627,1.6041779853392125e-09,1.4659272265585224e-12,0.0006090273549794873,1.9760917329338577e-06,1.532323901994316e-05,7.027194152222888e-05,1.2281213142712877e-05,0.0010399900272068366,0.0006726839594599537,0.001069146664876625,1.7586383325806929e-06,0.00011678068050907627,1.4044193448663943e-06,3.4447652655365505e-09,1.1886459271041922e-06,2.7671905814108736e-06,3.0956075491759567e-07,1.0086392567390875e-07,4.5991877215888e-06,4.5628067289594964e-07,3.840738716314525e-05,1.2228219587409427e-08,5.157053052407419e-07,5.983414363135702e-08,2.3460663615508917e-12,3.7170451147438687e-06,1.883535312784882e-09,1.136475811474212e-09,1.5457329216690608e-14,1.0949246844987675e-11,2.1391409813069338e-12,2.05614754096952e-10,2.0492902688577824e-15,3.566385488424524e-10,4.9734155332946264e-14,4.3311498630848e-09,1.1872854650187848e-14,1.0066487255025815e-12,6.955804105027544e-10,2.043252976678678e-08,9.118789553966357e-13,1.1559215669825734e-07,1.2406067181963933e-07,4.261413141022844e-11,2.36950937945181e-13,2.5284775416901208e-05,4.188776833380271e-15,1.0714553453669306e-07,1.7863054501936604e-11,3.017183370419388e-07,8.43509712440431e-08,2.7870960661515934e-11
3.7895107558167363e-06,0.6832180295176228,0.0002354893642047451,1.859290867638961e-05,0.00011717320462279196,0.0012627040860905365,0.0,0.0,7.048105762604926e-05,7.754130187502081e-08,2.1108088612749312e-05,5.313492131955285e-07,7.860153958973069e-08,8.848133529734293e-15,1.9234659779484954e-11,7.518857024258772e-09,4.0243278828665446e-05,6.658686137068556e-06,1.4519760753310364e-09,2.679034726404704e-11,1.7132012300685933e-06,1.9713562718604498e-12,9.886654699170335e-10,1.978345932957434e-08,1.2911316299672098e-09,6.5263104891344935e-06,6.479994862876435e-10,9.727849224760798e-08,3.4030620477275627e-09,7.98314869282507e-11,1.1698099953627648e-09,7.479124836637985e-12,5.785746730038183e-09,1.4021853662176136e-09,3.76,0.0,0.5235723450070863,0.9989584894069994,0.00041344029560312786,7.187921435174154e-06,0.03704217524552722,0.03711643860917921,1.6164818722986223e-09,1.4774442676285796e-12,0.0006090203036408253,2.042704827548581e-06,1.5885532974334508e-05,7.209116903820082e-05,1.2600611825465374e-05,0.0010722981452938808,0.0006934861425500162,0.0010764804638319846,1.818860658353623e-06,0.00011871427510002525,1.452502950700471e-06,3.5787035422619313e-09,1.2296646106819329e-06,2.8446918642916955e-06,3.2773903262639826e-07,1.0674420767807963e-07,4.783071714764684e-06,4.844617371903532e-07,3.9612595628779635e-05,1.2543965264322407e-08,5.367551068294592e-07,6.373238656276706e-08,2.44552688031433e-12,3.85390617183799e-06,1.9527938575683827e-09,1.2067257339559963e-09,1.641202918860667e-14,1.193918094960437e-11,2.3212207419153654e-12,2.159165280597775e-10,2.1757994995674826e-15,3.7118933897891754e-10,5.168903952221381e-14,4.452172065109099e-09,1.2338461852932326e-14,1.0484372727256972e-12,7.170880653044708e-10,2.1189312541378437e-08,9.6618577938187e-13,1.2044366878379265e-07,1.3221633567290107e-07,4.54148616325059e-11,2.455167282835792e-13,2.567797895847753e-05,4.454323664502416e-15,1.1050412393708323e-07,1.8421926140326712e-11,3.1321896174024685e-07,8.659706753999365e-08,2.977017151254494e-11
3.8195861671013815e-06,0.6832617199833345,0.00024175374078945882,1.9117622992603398e-05,0.00012010246577434879,0.0013024018945882708,0.0,0.0,7.244815452531052e-05,8.035817568947793e-08,2.1910489892306102e-05,5.553129613653101e-07,8.34703054691444e-08,9.693886237303077e-15,2.0524340262108183e-11,7.812888833955024e-09,4.14983331664077e-05,6.9094529054820204e-06,1.552594383303409e-09,2.8025907782960585e-11,1.7445261261196922e-06,2.0363922758684173e-12,1.041610353891838e-09,2.100074277654412e-08,1.3500545434475853e-09,6.804494670319448e-06,6.694246710719305e-10,1.0169492878610463e-07,3.6377027703664506e-09,8.499764288528118e-11,1.2339415617964116e-09,7.752401190666392e-12,5.978297231965858e-09,1.4556754958495633e-09,3.76,0.0,0.5232258075847961,0.9989466381796259,0.00042566114572172,7.45236111831114e-06,0.037323758019230456,0.03740076109997168,1.6287750191376278e-09,1.4889686093800713e-12,0.0006090130806656298,2.111255267563848e-06,1.6465258723307063e-05,7.395059983868421e-05,1.2927143007558222e-05,0.0011054392563815975,0.0007148200419370493,0.0010838016287824674,1.8808520810977313e-06,0.00012066858463474839,1.5019924430220641e-06,3.71728270516553e-09,1.2718877931412933e-06,2.9242227814036534e-06,3.468964509696243e-07,1.1293898450197732e-07,4.973251034191194e-06,5.142293053256143e-07,4.084971606030484e-05,1.2866655985581186e-08,5.585708185010419e-07,6.786378557955181e-08,2.5486781032930263e-12,3.995021844385223e-06,2.02419955410338e-09,1.2809310168041898e-09,1.7420445203858425e-14,1.3013533996885353e-11,2.518049829663969e-12,2.2671661335423611e-10,2.3094237451616594e-15,3.8629275218925717e-10,5.371386337438632e-14,4.576350997807189e-09,1.2820710683331674e-14,1.0917602254348647e-12,7.391456034691224e-10,2.197361500514791e-08,1.0234857341871225e-12,1.2550255367452643e-07,1.4086350804988105e-07,4.838426275249395e-11,2.5434970241461074e-13,2.6074520888524203e-05,4.735408918301897e-15,1.1394811796068332e-07,1.8994955040109828e-11,3.250822838499259e-07,8.889421729590964e-08,3.178588817372664e-11
3.849661578386027e-06,0.6833055660119108,0.0002481599621309253,1.9655173908936762e-05,0.00012309696981500234,0.0013431285099982286,0.0,0.0,7.446403087363927e-05,8.327719282853925e-08,2.2739891843315053e-05,5.802510164838107e-07,8.861504692058225e-08,1.0617023273877041e-14,2.189560587593967e-11,8.117437749403127e-09,4.27861808084352e-05,7.1683848760419515e-06,1.6597046242377855e-09,2.931272159971281e-11,1.7762995402347326e-06,2.1040083269812566e-12,1.0972304647909384e-09,2.2286947780887393e-08,1.4116631808554067e-09,7.092941978270071e-06,6.915200436279274e-10,1.0628913417529379e-07,3.887127146281136e-09,9.047125522419034e-11,1.3013994443370124e-09,8.034421132286585e-12,6.176428908142675e-09,1.510910067706317e-09,3.76,0.0,0.522877965426489,0.9989344988954321,0.0004381894148841997,7.724934780022891e-06,0.037605091901396784,0.03768492309031843,1.641057319332751e-09,1.5005010601152277e-12,0.0006090056821201116,2.1817927695646296e-06,1.7062878869169972e-05,7.585103415419892e-05,1.3260952372646302e-05,0.0011394316132149196,0.0007366970720424546,0.0010911104454670412,1.944658115306785e-06,0.00012264388595416184,1.552923390814115e-06,3.860645618448228e-09,1.3153460277928753e-06,3.005839605385843e-06,3.670817691023945e-07,1.1946380168287795e-07,5.169912104774187e-06,5.456653075770983e-07,4.211949741003022e-05,1.319642885753726e-08,5.81178709110244e-07,7.224119718482688e-08,2.6556415755989885e-12,4.140505581605512e-06,2.097809361244966e-09,1.3592957704890457e-09,1.8485347583604e-14,1.417912160487145e-11,2.730770447315571e-12,2.3803880465312376e-10,2.4505298224901334e-15,4.0196929949334794e-10,5.5811025196978287e-14,4.7037737466764124e-09,1.3320171885970922e-14,1.1366700712241304e-12,7.617648317218629e-10,2.278650968871579e-08,1.083931547234947e-12,1.3077817244575344e-07,1.5002942965654998e-07,5.153167063437844e-11,2.6345723573971345e-13,2.647443491307178e-05,5.032873519507184e-15,1.1747929208197534e-07,1.9582433218935438e-11,3.37317812767843e-07,9.124343537050653e-08,3.39245019648061e-11
3.879736989670672e-06,0.683349571451749,0.0002547109076371638,2.0205850712920458e-05,0.00012615808398342508,0.001384906339128166,0.0,0.0,7.652972761703269e-05,8.630220703368127e-08,2.359712065449499e-05,6.062003862708565e-07,9.405015925852526e-08,1.1624360624732874e-14,2.3353388409513052e-11,8.432865909717715e-09,4.410755698913036e-05,7.4357189752243635e-06,1.7736981305856728e-09,3.065276589177577e-11,1.8085304718927581e-06,2.174326771528949e-12,1.1556540642422457e-09,2.3645689274360952e-08,1.4760809013728806e-09,7.391984483018882e-06,7.143061463106071e-10,1.1106757027355526e-07,4.152187850893341e-09,9.626927675466157e-11,1.3723476243481957e-09,8.325439402376819e-12,6.380286960242482e-09,1.5679386532584895e-09,3.76,0.0,0.5225287866530242,0.9989220649692894,0.0004510320606952009,8.005852862498864e-06,0.037886174370652476,0.03796892459100191,1.6533286636568304e-09,1.5120424705825832e-12,0.0006089981039977174,2.254368185771039e-06,1.7678866698829332e-05,7.779328648943224e-05,1.3602188379910584e-05,0.0011742938245102611,0.0007591288581609148,0.0010984072061635264,2.010325311481445e-06,0.00012464046432790428,1.6053321449356697e-06,4.0089390799881155e-09,1.3600705414473438e-06,3.089600364363164e-06,3.883460097207218e-07,1.2633492014632743e-07,5.373246282253191e-06,5.788555888925488e-07,4.3422705844485195e-05,1.3533423390363317e-08,6.046059794283247e-07,7.687813611154066e-08,2.7665425257442197e-12,4.290473489052141e-06,2.1736815584303377e-09,1.4420338400948766e-09,1.9609638707628667e-14,1.5443282496245998e-11,2.960609697316678e-12,2.4990802248315896e-10,2.599502028200148e-15,4.182402625621746e-10,5.798300609058145e-14,4.834530099381343e-09,1.3837435915908313e-14,1.1832211348633537e-12,7.849577749773076e-10,2.362911456900756e-08,1.1476831546549926e-12,1.36280322781379e-07,1.5974273771105663e-07,5.4866898705749484e-11,2.7284686314378365e-13,2.6877756472638064e-05,5.3476012381492165e-15,1.2109945267227688e-07,2.0184657686704305e-11,3.4993528229060245e-07,9.364575308444494e-08,3.619271528521126e-11
3.909812400955317e-06,0.6833937402257678,0.0002614095090362141,2.0769948905951038e-05,0.00012928720194382764,0.0014277582167111047,0.0,0.0,7.864630368882125e-05,8.943722544569498e-08,2.4483026414057227e-05,6.331994567349115e-07,9.979073420090167e-08,1.272329545561442e-14,2.4902908181784424e-11,8.759548029186676e-09,4.5463211413638774e-05,7.711698612504575e-06,1.8949883604257958e-09,3.204809255637922e-11,1.8412282208224086e-06,2.2474760820667043e-12,1.217015260558388e-09,2.5080759224514732e-08,1.5434366365376113e-09,7.701963995358002e-06,7.378041838285444e-10,1.1603691964931304e-07,4.433782740871967e-09,1.0240953520690033e-10,1.4469577882467595e-09,8.625717908872154e-12,6.590020056032604e-09,1.626812110335598e-09,3.76,0.0,0.5221782387709561,0.9989093296705313,0.00046419619175240177,8.295330568733036e-06,0.038167002841501235,0.03825276561439404,1.665588940121455e-09,1.523593736007723e-12,0.0006089903421980957,2.3290335252974932e-06,1.8313706386157303e-05,7.977818579670091e-05,1.3951002306686201e-05,0.0012100448609605476,0.0007821272394593747,0.0011056922098224933,2.0779012753205707e-06,0.00012665861364881393,1.659255851487469e-06,4.162313919699562e-09,1.4060932459907958e-06,3.1755649011557937e-06,4.1074255732770995e-07,1.3356934689290567e-07,5.583449974978105e-06,6.138900830502165e-07,4.4760125164997383e-05,1.3877781525326161e-08,6.28880798882442e-07,8.178880688922596e-08,2.881509967308003e-12,4.4450443810376936e-06,2.251875771140761e-09,1.5293692369798835e-09,2.0796358867323333e-14,1.6813916803502496e-11,3.20888567471914e-12,2.6235036537431494e-10,2.7567429135690917e-15,4.3512772136874517e-10,6.023237285266198e-14,4.9687126362889155e-09,1.4373113629365367e-14,1.2314696496524632e-12,8.087366794459621e-10,2.450259503410801e-08,1.2149080134553457e-12,1.4201925914278467e-07,1.7003353259021557e-07,5.840026067005753e-11,2.8252632670651784e-13,2.7284522811099336e-05,5.680519946222018e-15,1.248104373906207e-07,2.0801930504845315e-11,3.6294465671912774e-07,9.610221831339666e-08,3.8597554966261686e-11
3.939887812239962e-06,0.6834380763326424,0.0002682587510337216,2.1347770322542313e-05,0.0001324857441909433,0.0014717074122788754,0.0,0.0,8.081483619159114e-05,9.268641496952915e-08,2.53984837890756e-05,6.612880441637134e-07,1.0585259128768552e-07,1.3921854311454866e-14,2.6549690522597063e-11,9.097871840634427e-09,4.6853908478659386e-05,7.996573857251072e-06,2.0240120741736203e-09,3.3500831120968284e-11,1.8744023968634334e-06,2.3235911692722744e-12,1.2814542606976186e-09,2.6596134773303065e-08,1.613865128813175e-09,8.023232337315352e-06,7.620360474308188e-10,1.2120409304462725e-07,4.732857060666977e-09,1.08910775914903e-10,1.525409671973653e-09,8.935525932285524e-12,6.8057804031326994e-09,1.687582616038191e-09,3.76,0.0,0.5218262886624145,0.9988962861199521,0.0004776890708001987,8.593587962296348e-06,0.03844757466294563,0.038536446174625795,1.6778380339184203e-09,1.5351557982120738e-12,0.0006089823925183772,2.405841975586028e-06,1.8967893196094554e-05,8.180657564748925e-05,1.4307548291246268e-05,0.0012467040612957924,0.0008057042719747282,0.0011129657622023664,2.1474346870578504e-06,0.00012869863663130364,1.7147324652198453e-06,4.320925100081414e-09,1.4534467500000179e-06,3.2637949345123474e-06,4.343272604451039e-07,1.4118486689362473e-07,5.800724768539017e-06,6.508629939981706e-07,4.613255723933882e-05,1.4229647661638802e-08,6.540323438948157e-07,8.698813683902052e-08,3.000676814315621e-12,4.604339833639828e-06,2.3324529966136606e-09,1.6215365881362007e-09,2.204869235827041e-14,1.829952705492702e-11,3.477013937490468e-12,2.7539316433789497e-10,2.92267409230543e-15,4.526545837997762e-10,6.256178098110698e-14,5.106416824070904e-09,1.4927836998650354e-14,1.2814738318535995e-12,8.331140157395107e-10,2.5408165929432287e-08,1.2857814265381422e-12,1.48005713836677e-07,1.8093344744185583e-07,6.214259422429998e-11,2.925035735485694e-13,2.7694773047358467e-05,6.0326034805393265e-15,1.2861411557242038e-07,2.143455884503436e-11,3.763561372152168e-07,9.86138955722481e-08,4.1146386137757944e-11
