Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137)
2.6871964277722843e-10,0.9284491360184035,1.2124616957025326e-20,1.414714020885238e-12,1.906038845834251e-24,8.116046428379566e-30,0.0,0.0,3.431058279531855e-22,3.617497238491117e-47,1.634222003392725e-23,1.6277165354801015e-29,1.159274471285723e-20,6.915017044616581e-43,9.883260735880447e-31,9.774587221220373e-26,3.4690843836900755e-39,7.072664166174282e-30,3.683861463773643e-25,1.2453015994302518e-20,1.6930412382884377e-10,7.121115082525668e-18,1.9125853946663822e-29,1.736717169273874e-62,9.003266718481068e-46,1.3973980246951133e-38,3.557975392228526e-32,1.643597017496594e-52,1.8746560189254138e-82,9.626549528515984e-78,2.192635703871095e-50,3.278596993594322e-59,3.392094063257076e-36,1.2708660022602821e-63,3.76,0.0,0.7666853897155601,0.9999999999992928,2.298619933849576e-30,1.396730441754323e-55,0.0002765991165656606,0.0002765996043306468,1.491567242928148e-10
3.231196653550097e-10,0.9284585399023512,2.1080877046612932e-20,1.701110928391447e-12,3.984276796898603e-24,2.0374729041373e-29,0.0,0.0,5.988705306915371e-22,1.319884037204933e-46,3.66773562835432e-23,4.086427653040731e-29,2.422476077950594e-20,2.085056042929533e-42,2.4804618298953574e-30,2.0428931186475332e-25,1.25500891398583e-38,1.775532340799709e-29,7.700061664704947e-25,2.164648885821487e-20,2.447866755551621e-10,1.237765960485162e-17,4.798080025541803e-29,1.3556067349382893e-61,3.8940321325708825e-45,5.062923879318823e-38,8.935095659538532e-32,8.658729220452795e-52,3.340843488949043e-81,1.1660948127908903e-76,1.1351517279496943e-49,2.0904335513121723e-58,1.0215647202356246e-35,1.2135513863746454e-62,3.76,0.0,0.7666294066379647,0.9999999999991496,5.770492387756211e-30,8.954705812420103e-55,0.00033258205646185396,0.00033258275740861255,2.1137338261405907e-10
3.77519687932791e-10,0.928467943101962,3.362444626356167e-20,1.9875078358986436e-12,7.424241852305669e-24,4.4328030922183576e-29,0.0,0.0,9.595806477070626e-22,3.945527493312878e-46,7.303840903993505e-23,8.890950883524626e-29,4.512441512265459e-20,5.2964490832824855e-42,5.395151519894574e-30,3.80600364470031e-25,3.7198122198364715e-38,3.862899531730449e-29,1.4347013418514827e-24,3.451735881109895e-20,3.341430955666256e-10,1.9736323010420287e-17,1.0431632768061154e-28,7.392859362214122e-61,1.3418667137569304e-44,1.501899126723013e-37,1.9442551399518764e-31,3.4972819329484067e-51,3.2960218706716026e-80,8.590071011486917e-76,4.542489145468495e-49,9.817227886085582e-58,2.593487000717308e-35,7.71745347831551e-62,3.76,0.0,0.7665734276482326,0.9999999999990064,1.2554454651768452e-29,4.214331594641181e-54,0.00038856088534869733,0.00038856183649726473,2.828623365913487e-10
4.3191971051057226e-10,0.9284773456172867,5.0360744608144354e-20,2.2739047434072022e-12,1.272104012715004e-23,8.686201336628349e-29,0.0,0.0,1.4447538084134854e-21,1.0193608134811097e-45,1.3319348795757667e-22,1.7422781391459902e-28,7.72904262136539e-20,1.186692462816117e-41,1.0569134666252951e-29,6.520092251917419e-25,9.52417366516295e-38,7.569428501395884e-29,2.4580449092520663e-24,5.1683220262084947e-20,4.373726455069791e-10,2.954989005989072e-17,2.0426860256066477e-28,3.1674342090810636e-60,3.9117787234615157e-44,3.847432551827154e-37,3.810113268465992e-31,1.166703270272652e-50,2.3524264244047195e-79,4.726359887816045e-75,1.505197528391503e-48,3.72129759097333e-57,5.80936889079554e-35,3.779103124314488e-61,3.76,0.0,0.766517452746065,0.9999999999988631,2.46007124671944e-29,1.5975726796871643e-53,0.0004445356040991273,0.0004445368418943636,3.630498860328134e-10
4.863197330883535e-10,0.9284867474483743,7.189591620123123e-20,2.560301650917555e-12,2.0446844509180083e-23,1.571511360371503e-28,0.0,0.0,2.074766853347564e-21,2.3575579286722817e-45,2.270150054851112e-22,3.152266722087704e-28,1.241844371723943e-19,2.416038339944412e-41,1.9116629236545348e-29,1.0477679180652408e-24,2.1812469829760136e-37,1.3694587352064567e-28,3.9504351525400175e-24,7.376121282140099e-20,5.544745871717596e-10,4.2170812908002655e-17,3.6930655359205268e-28,1.144844247068923e-59,1.0043296010273422e-43,8.814566090883558e-37,6.893530402037049e-31,3.372309300995236e-50,1.3454912913991161e-78,2.1450118308687337e-74,4.3261230750047355e-48,1.2040694328751324e-56,1.1826588458034804e-34,1.5372243830222355e-60,3.76,0.0,0.7664614819311636,0.9999999999987199,4.450755110175921e-29,5.1732498750582405e-53,0.0005005062135506216,0.0005005077738976441,4.5139776352906347e-10
5.407197556661348e-10,0.9284961485952757,9.883695235604424e-20,2.846698558430192e-12,3.1250989258814334e-23,2.6698623932663682e-28,0.0,0.0,2.870978696543232e-21,4.9993598424708224e-45,3.667207475790963e-22,5.355649623577908e-28,1.89730294011003e-19,4.5616036250880156e-41,3.2468845488519974e-29,1.6010474131633067e-24,4.576173307672556e-37,2.3265828842540646e-28,6.037091917079258e-24,1.0136802626021225e-19,6.854481824960935e-10,5.79512140610218e-17,6.269833806887841e-28,3.623768155526568e-59,2.334187064284318e-43,1.8497438085982382e-36,1.1711709128395478e-30,8.71635568772892e-50,6.439269853568408e-78,8.35322625222414e-74,1.112729571799875e-47,3.44444009127762e-56,2.232929699238715e-34,5.408770250196227e-60,3.76,0.0,0.7664055152032302,0.9999999999985767,7.561421231304766e-29,1.4818625157072204e-52,0.0005564727145073869,0.0005564746328048162,5.474009479676387e-10
5.95119778243916e-10,0.9285055490580402,1.3179181947024553e-19,3.1330954659456643e-12,4.586011364091473e-23,4.3110337510002075e-28,0.0,0.0,3.8558535338778765e-21,9.886227957465744e-45,5.6711556074118195e-22,8.648136913003937e-28,2.783135305424136e-19,8.103430447638505e-41,5.241354059569541e-29,2.3489364893559792e-24,8.94426105660031e-37,3.7567240685542205e-28,8.858059706535911e-24,1.351199100646379e-19,8.302926935376577e-10,7.724289192961388e-17,1.0116869542146178e-27,1.0301420440760704e-58,5.006256925256734e-43,3.616117731299461e-36,1.891103703704207e-30,2.058640533058078e-49,2.6652389542592995e-77,2.870547418495742e-73,2.61736230575765e-47,8.92083109830486e-56,3.966844325949952e-34,1.6920091398817487e-59,3.76,0.0,0.766349552561966,0.9999999999984335,1.220940095117446e-28,3.844390775101751e-52,0.0006124351077424112,0.0006124374189135699,6.505856167783981e-10
6.495198008216972e-10,0.9285149488367183,1.7136957910391878e-19,3.419492373464579e-12,6.507830632204287e-23,6.675127578216658e-28,0.0,0.0,5.053083774453808e-21,1.8458132860387797e-44,8.458328552205361e-22,1.3391171242522365e-27,3.9478076790486583e-19,1.3689568486125512e-40,8.11345257238825e-29,3.332439775899538e-24,1.64892740905545e-36,5.816820563733138e-28,1.2568207676852734e-23,1.7563267508557475e-19,9.8900738246745e-10,1.0039732187400451e-16,1.5653874132863806e-27,2.678158245886085e-58,1.0048303334080453e-42,6.667652318188905e-36,2.928151122520792e-30,4.512948875870791e-49,9.775102959207896e-77,8.883717811390295e-73,5.718646790578781e-47,2.1278773266084328e-55,6.701793354572746e-34,4.800544849336766e-59,3.76,0.0,0.7662935940070728,0.9999999999982903,1.8904747494753655e-28,9.187387528797377e-52,0.0006683933939993897,0.0006683961325215754,7.605072192981547e-10
7.039198233994784e-10,0.9285243479313596,2.181805021892215e-19,3.705889280987603e-12,8.978724140494185e-23,9.978270696331974e-28,0.0,0.0,6.487712470083948e-21,3.2843666383162333e-44,1.2235753100387291e-21,2.0018527804836522e-27,5.444389729421078e-19,2.2171317266682064e-40,1.2125103105345347e-28,4.5964745575667526e-24,2.8942801880947038e-36,8.695200457419814e-28,1.7337224945397702e-23,2.235216896115543e-19,1.1615915115667572e-09,1.2776565408128295e-16,2.3383801059304024e-27,6.455652562099524e-58,1.907498758854545e-42,1.1705096190380739e-35,4.377112722497428e-30,9.29201912077082e-49,3.2364958047686474e-76,2.5149236885203804e-72,1.1742462971991447e-46,4.735557811051267e-55,1.0854719637784575e-33,1.2541173503418197e-58,3.76,0.0,0.766237639538252,0.999999999998147,2.825953218040928e-28,2.0486973148975777e-51,0.0007243475739945371,0.0007243507739264815,8.767486650017362e-10
7.583198459772597e-10,0.9285337463420144,2.728361845522302e-19,3.992286188515461e-12,1.2094632683167803e-22,1.4475891392959345e-27,0.0,0.0,8.186255453329624e-21,5.610204086262286e-44,1.724354908500654e-21,2.9042903361602112e-27,7.330547008555251e-19,3.4641868104670833e-40,1.7585693065837401e-28,6.189867486800621e-24,4.8721731216704355e-36,1.2614436428034536e-27,2.334961552308007e-23,2.7940187714450425e-19,1.3480443432232175e-09,1.596987124191817e-16,3.390023900120799e-27,1.4585505425685676e-57,3.452973937030829e-42,1.97066810761888e-35,6.35002421384293e-30,1.8135537282971007e-48,9.817641757191105e-76,6.595396007734754e-72,2.2866598906144432e-46,9.932954797901498e-55,1.6961028629416976e-33,3.0529983604089857e-58,3.76,0.0,0.7661816891552053,0.9999999999980038,4.099712268102425e-28,4.3058450885956916e-51,0.0007802976484182824,0.0007803013434259145,9.989186250209666e-10
8.127198685550409e-10,0.928543144068733,3.359496657644833e-19,4.278683096048938e-12,1.5959287854577135e-22,2.0465994005328174e-27,0.0,0.0,1.0176823388826385e-20,9.252730699535824e-44,2.375732675481544e-21,4.106250246121737e-27,9.66853403604419e-19,5.247833677962213e-40,2.4855987719679673e-28,8.165351893315507e-24,7.911447158927216e-36,1.7834198528831614e-27,3.080469547957696e-23,3.4388771774084124e-19,1.5483651399237995e-09,1.965469953188542e-16,4.789475858169979e-27,3.1158705515307165e-57,5.999459798270962e-42,3.200360593752409e-35,8.977593229444251e-30,3.379911047236094e-48,2.7609441492976684e-75,1.618898443842457e-71,4.25354657972561e-46,1.9796048405773897e-54,2.5695140915639004e-33,6.9921347714838e-58,3.76,0.0,0.7661257428576346,0.9999999999978606,5.796145482251349e-28,8.598735508246987e-51,0.0008362436179368621,0.0008362478413174783,1.1266499415457691e-09
8.671198911328221e-10,0.9285525411115644,4.0813554854971036e-19,4.565080003588881e-12,2.0684231567407843e-22,2.8292433150604826e-27,0.0,0.0,1.2489243726538032e-20,1.4802672089512114e-43,3.2090582259355937e-21,5.676762454502332e-27,1.2525187757244084e-18,7.738716466902146e-40,3.4352036964987196e-28,1.0579565402884929e-23,1.244982743144054e-35,2.4654106592229835e-27,3.991659126019192e-23,4.1759325001862766e-19,1.762553164247341e-09,2.386606770327559e-16,6.616422753110828e-27,6.338827824489521e-57,1.0057956506595334e-41,5.036815207330013e-35,1.2410634936447709e-29,6.05075844582224e-48,7.267654706733536e-75,3.750775745814188e-71,7.602252308946244e-46,3.773244347717109e-54,3.789267193737072e-33,1.5183125048702986e-57,3.76,0.0,0.7660698006452413,0.9999999999977174,8.012630316845754e-28,1.6422788215079557e-50,0.0008921854831938116,0.0008921902678987557,1.2595981361588347e-09
9.215199137106033e-10,0.9285619374705592,4.900101165570878e-19,4.851476911136189e-12,2.638883679408923e-22,3.834818645590224e-27,0.0,0.0,1.5155182453339338e-20,2.3058715225951633e-43,4.259708992499281e-21,7.694724963732167e-27,1.5971920844471912e-18,1.1145288907664592e-39,4.6549074029131275e-28,1.3493047394164985e-23,1.905900366645347e-35,3.341658125449683e-27,5.091423737700483e-23,5.0113207166318325e-19,1.9906076788588506e-09,2.8638960803610743e-16,8.961809172374866e-27,1.2352561180482322e-56,1.634038576532034e-41,7.711540992307807e-35,1.6821506655987465e-29,1.0455758840465422e-47,1.804852246232846e-74,8.25959103904752e-71,1.3117661039666926e-45,6.915476961842301e-54,5.457423546504707e-33,3.1459639895556427e-57,3.76,0.0,0.7660138625177273,0.9999999999975742,1.0860454714107748e-27,3.015978157660451e-50,0.0009481232448113653,0.0009481286234673074,1.3974400091443329e-09
9.759199362883846e-10,0.9285713331457677,5.821914509676721e-19,5.1378738186918285e-12,3.320032938744509e-22,5.107862433810802e-27,0.0,0.0,1.8208265603903944e-20,3.5084564386479176e-43,5.56732901914565e-21,1.0249561971440356e-26,2.0084714754260115e-18,1.5719030182490842e-39,6.198540431167829e-28,1.6970236238627921e-23,2.8473304720609326e-35,4.450969233673058e-27,6.404137326412154e-23,5.951173389705353e-19,2.2325279465051327e-09,3.4008331488181744e-16,1.1928561869070442e-26,2.31708412848087e-56,2.5818234082581427e-41,1.152196277061167e-34,2.2405540950879886e-29,1.7510345415949753e-47,4.2564604318958245e-74,1.7387496367613075e-70,2.1939379085050882e-45,1.2241629106686751e-53,7.697087363096478e-33,6.253075563960818e-57,3.76,0.0,0.7659579284747942,0.9999999999974309,1.4465742857046283e-27,5.349541135099086e-50,0.001004056903391773,0.0010040629083206737,1.5398723245081504e-09
9.999999999999999e-10,0.9285807281372394,6.264473234562703e-19,5.264646850284746e-12,3.66036813125338e-22,5.769589164054531e-27,0.0,0.0,1.969252381524207e-20,4.196106865437078e-43,6.2395013004803035e-21,1.1577609548347775e-26,2.2138677301690986e-18,1.8192365673597617e-39,7.000737680527456e-28,1.8707018649595804e-23,3.3769942926825503e-35,5.027585886633377e-27,7.059868246864565e-23,6.402145128725317e-19,2.3440405219877083e-09,3.658460335887409e-16,1.3469769306456887e-26,3.0275678605452773e-56,3.135852826111639e-41,1.366595296742088e-34,2.530809159762439e-29,2.1801012403010308e-47,6.134586027821465e-74,2.3866299781065143e-70,2.7300357848211765e-45,1.5604827045536287e-53,8.908198328004199e-33,8.374975995587048e-57,3.76,0.0,0.7659331706840686,0.9999999999973676,1.6339761606424208e-27,6.825297632714596e-50,0.001028814518166313,0.001028820810558886,1.604310793636526e-09
1.0303199588661658e-09,0.9285807281372394,6.852995472250885e-19,5.4242707262568225e-12,4.1253811353465393e-22,6.698477675132475e-27,0.0,0.0,2.1684200564723943e-20,5.227826553814607e-43,7.176067336053222e-21,1.3441881558665412e-26,2.4944112767899154e-18,2.176000127667683e-39,8.126628427713562e-28,2.1079466536369738e-23,4.1622213756574397e-35,5.83700045100098e-27,7.955654009833801e-23,7.001617667415859e-19,2.4883132300104516e-09,4.000910002562557e-16,1.56323103512043e-26,4.200907364067237e-56,3.9793130600454447e-41,1.6844619616439248e-34,2.9382477381375575e-29,2.8516550979401117e-47,9.585413386712275e-74,3.5160933189400724e-70,3.568620857330964e-45,2.100844334817533e-53,1.065511130602477e-32,1.1976196519629167e-56,3.76,0.0,0.7659019985161439,0.9999999999972877,1.8970380043768977e-27,9.198962770189604e-50,0.0010599864595185317,0.0010599931227563723,1.686610576490827e-09
1.084719981443947e-09,0.9285901224450241,7.999564321978483e-19,5.710667633832255e-12,5.069228580360967e-22,8.662659760575776e-27,0.0,0.0,2.56208972053298e-20,7.64559206950431e-43,9.134815979444023e-21,1.738413306991048e-26,3.0635213155177993e-18,2.962274259597447e-39,1.0506779127827505e-27,2.589296646441354e-23,5.966696828086596e-35,7.548542085777783e-27,9.773307802620188e-23,8.16877628806641e-19,2.7579627922718587e-09,4.667615433936344e-16,2.02021038944378e-26,7.387036290926678e-56,5.998086168000006e-41,2.4150027456529e-34,3.7997893289328033e-29,4.529048940730088e-47,2.0709140077655565e-73,6.858226077365793e-70,5.661326141609579e-45,3.506431112518307e-53,1.4504964227824296e-32,2.2185700497185736e-56,3.76,0.0,0.7658460726414781,0.9999999999971445,2.4532936880428554e-27,1.5384160809765574e-49,0.001115911913757543,0.0011159192670718984,1.8373878327976343e-09
1.1391200040217282e-09,0.9285995160691726,9.267862812550076e-19,5.997064541419268e-12,6.166668349456947e-22,1.1062622723172091e-26,0.0,0.0,3.0058588835361284e-20,1.0995221585140901e-42,1.1497447678289647e-20,2.2201264259359625e-26,3.72476624073607e-18,3.972251352205667e-39,1.3414068478867865e-27,3.14868551794888e-23,8.404148853412899e-35,9.639802466081806e-27,1.1885912357983978e-22,9.458767586379962e-19,3.0414758962546946e-09,5.404435005396559e-16,2.5781125086133268e-26,1.2636122026707982e-55,8.861040778146271e-41,3.4019306215014314e-34,4.852463366633535e-29,7.032144935649232e-47,4.309661192363846e-73,1.2948384682934977e-69,8.780771340431733e-45,5.707318022864924e-53,1.9449760553710346e-32,3.988064047310706e-56,3.76,0.0,0.7657901508504985,0.9999999999970013,3.132959289854434e-27,2.5089930688218553e-49,0.0011718332666581985,0.001171841341564727,1.99195364936244e-09
1.1935200265995095e-09,0.928608909009734,1.0664155348837454e-18,6.2834614490190676e-12,7.433589080001957e-22,1.396712527084999e-26,0.0,0.0,3.50399529705193e-20,1.5574052542797112e-42,1.4323053186441662e-20,2.803137816673613e-26,4.487564844647631e-18,5.254187514377729e-39,1.6931425883835157e-27,3.794114019228339e-23,1.1649787948875206e-34,1.2170691924733579e-26,1.4323760696852974e-22,1.0877705496823133e-18,3.338851804988604e-09,6.214851052552403e-16,3.2527399872641555e-26,2.1080738363689128e-55,1.2853967133891485e-40,4.716267295334833e-34,6.126423995299863e-29,1.0696813826207572e-46,8.668732496169028e-73,2.3734758841533874e-69,1.3342988057599736e-44,9.080483701125838e-53,2.5725451040181247e-32,6.975851569861943e-56,3.76,0.0,0.7657342331429068,0.9999999999968581,3.955505954551855e-27,3.999726083828215e-49,0.0012277505187543983,0.0012277593465323104,2.1500730519095646e-09
1.2479200491772907e-09,0.9286183012667585,1.2194730149531237e-18,6.5698583566329225e-12,8.886677909135716e-22,1.745179657885033e-26,0.0,0.0,4.0610231900843485e-20,2.1757573320016997e-42,1.767617823988932e-20,3.502638966847435e-26,5.361789379823586e-18,6.863761784022326e-39,2.1150018533328853e-27,4.533971470742669e-23,1.5915675380214332e-34,1.520710656727471e-26,1.7118624922382189e-22,1.2431699555305717e-18,3.650089781563967e-09,7.102342686278974e-16,4.061450405851351e-26,3.437565119961527e-55,1.8338964810999832e-40,6.443990357809078e-34,7.654837768225254e-29,1.5969822471882964e-46,1.69045473786568e-72,4.235049193980042e-69,1.9900701682501723e-44,1.4150637575288583e-52,3.3604174732183485e-32,1.1902263795969725e-55,3.76,0.0,0.765678319518405,0.9999999999967149,4.942350247184597e-27,6.245192398960265e-49,0.0012836636705655078,0.0012836732822720793,2.3115255802831654e-09
1.302320071755072e-09,0.9286276928402963,1.3865900408542873e-18,6.856255264262157e-12,1.0543423559254593e-21,2.1599461838857348e-26,0.0,0.0,4.681735306694262e-20,3.00163325856269e-42,2.1627060141058745e-20,4.335268169820227e-26,6.357764876957236e-18,8.864803542666404e-39,2.616963482373951e-27,5.37703549684718e-23,2.145626240197044e-34,1.882121182041808e-26,2.0303755934611755e-22,1.4126854901601153e-18,3.975189089128502e-09,8.070385795242501e-16,5.023226626494518e-26,5.48973460471999e-55,2.57698878211961e-40,8.688286625714904e-34,9.474026301229714e-29,2.3437796840831804e-46,3.204251347783904e-72,7.372771883807008e-69,2.9178798303518877e-44,2.1637199685868228e-52,4.339777186612918e-32,1.9850750646497573e-55,3.76,0.0,0.765622409976695,0.9999999999965716,6.116946310689697e-27,9.567838218513375e-49,0.0013395727225972494,0.0013395831490814432,2.476104391869263e-09
1.3567200943328531e-09,0.928637083730397,1.5684005455617442e-18,7.1426521719081605e-12,1.2422119574563515e-21,2.650046757782224e-26,0.0,0.0,5.3712049250082356e-20,4.093587743968773e-42,2.6251863981640663e-20,5.319176116210017e-26,7.486268465462191e-18,1.1330054750458878e-38,3.2099066879096547e-27,6.332471762723842e-23,2.8574461263239627e-34,2.3091725772231562e-26,2.3913883152599477e-22,1.5969272282881587e-18,4.3141489908839635e-09,9.122453049058452e-16,6.158746739375137e-26,8.600557107294978e-55,3.5710009588711536e-40,1.1572022998891158e-33,1.162360882175046e-28,3.3861939809195414e-46,5.917336334453826e-72,1.254801141888508e-68,4.2116772366017605e-44,3.251308331223439e-52,5.546145739278949e-32,3.2422412633510175e-55,3.76,0.0,0.7655665045174788,0.9999999999964284,7.504877955987725e-27,1.4404828118482693e-48,0.0013954776753425516,0.0013954889472577896,2.6436154204955894e-09
1.4111201169106344e-09,0.9286464739371112,1.7655411915192584e-18,7.429049079572385e-12,1.454186770673708e-21,3.2253006754416257e-26,0.0,0.0,6.134797857621694e-20,5.524017249436061e-42,3.1632918508668343e-20,6.474091456459805e-26,8.758528695881967e-18,1.4341967175307686e-38,3.905649218781231e-27,7.409833712590478e-23,3.76282729314835e-34,2.8104202310923747e-26,2.7985214239677853e-22,1.7965048057354862e-18,4.666968750083044e-09,1.0262013901504943e-15,7.49045366310415e-26,1.3238216067078587e-54,4.885210789078259e-40,1.5240445230308225e-33,1.414664461488814e-28,4.821932001922763e-46,1.066810876249678e-71,2.091517578390405e-68,5.991913060908485e-44,4.807753002452923e-52,7.019765480445377e-32,5.1945312001942605e-55,3.76,0.0,0.7655106031404579,0.9999999999962852,9.133950686828904e-27,2.1341417061324305e-48,0.0014513785292823308,0.0014513906770984835,2.813876587293817e-09
1.4655201394884156e-09,0.9286558634604878,1.978651486287732e-18,7.715445987256342e-12,1.6922581446762024e-21,3.8963443630613106e-26,0.0,0.0,6.978184433135439e-20,7.381900778216919e-42,3.7858951630667715e-20,7.821386333898916e-26,1.0186224862479836e-17,1.7993534811940307e-38,4.716985435264817e-27,8.619062307722361e-23,4.903799659877078e-34,3.3951314060000753e-26,3.255543482632658e-22,2.0120274197380458e-18,5.033647630026489e-09,1.149253459343767e-15,9.042624399907475e-26,2.0046526262190144e-54,6.604117799322558e-40,1.986411508947657e-33,1.7089775364055396e-28,6.7751621367469505e-46,1.8810295828582934e-71,3.419592797199458e-68,8.411481308650114e-44,7.004555138659776e-52,8.805998999287373e-32,8.175444244952841e-55,3.76,0.0,0.7654547058453345,0.999999999996142,1.1034283658664524e-26,3.115205753985898e-48,0.0015072752848862363,0.0015072883389008695,2.9867170602595845e-09
1.5199201620661968e-09,0.9286652523005777,2.2083738979774354e-18,8.001842894961614e-12,1.958498970242336e-21,4.674663841365854e-26,0.0,0.0,7.907351458729063e-20,9.775996450919213e-42,4.502532556048892e-20,9.384141887305204e-26,1.1781486325827741e-17,2.238916170517667e-38,5.657724294942849e-27,9.970485764253356e-23,6.329404617652901e-34,4.0733135105605346e-26,3.7663708230530644e-22,2.244103829231147e-18,5.414184894060443e-09,1.2817478155547966e-15,1.0841438945907746e-25,2.990003310225017e-54,8.82999903404928e-40,2.5642096484917273e-33,2.050336738527336e-28,9.402231912422378e-46,3.249011652232697e-71,5.491903416863058e-68,1.1662678065877622e-43,1.0065686200453349e-51,1.0955744487680624e-31,1.2656190384136871e-54,3.76,0.0,0.7653988126318106,0.9999999999959988,1.3238401570182552e-26,4.485061669613034e-48,0.0015631679426133423,0.0015631819329622702,3.161976559524851e-09
1.574320184643978e-09,0.9286746404574303,2.4553539705055856e-18,8.288239802689833e-12,2.2550640622399887e-21,5.572627166801778e-26,0.0,0.0,8.928614163879193e-20,1.2838557454047607e-41,5.3234271595308836e-20,1.1187213722843913e-25,1.3556891836130953e-17,2.764556540202234e-38,6.742727249537734e-27,1.147481929147527e-22,8.096539910378793e-34,4.8557423515624663e-26,4.335067517833635e-22,2.4933423551479648e-18,5.808579805573934e-09,1.4240304411201325e-15,1.2915048857834188e-25,4.397328990342615e-54,1.1685771726785168e-39,3.2805401185574175e-33,2.444165375653479e-28,1.289833281739027e-45,5.5053070007694664e-71,8.674658200653729e-68,1.5985301023147824e-43,1.4280754599630017e-51,1.3525867052248767e-31,1.9294114439638485e-54,3.76,0.0,0.765342923499588,0.9999999999958555,1.578132648737325e-26,6.375125450696433e-48,0.0016190565029128017,0.0016190714595799853,3.3395047055564523e-09
1.6287202072217593e-09,0.9286840279310957,2.720240438685556e-18,8.574636710442705e-12,2.5841905567383414e-21,6.603516850005059e-26,0.0,0.0,1.0048628125340477e-19,1.6729638251330865e-41,6.259512453617487e-20,1.3257297355890253e-25,1.5525468857692563e-17,3.3892716265863447e-38,7.987946053185665e-27,1.314316483095207e-22,1.0270870290330268e-33,5.753990365290301e-26,4.965845352580929e-22,2.7603508807374334e-18,6.216831627996498e-09,1.5764469979384936e-15,1.5293645478263183e-25,6.382722431360649e-54,1.531818612689935e-39,4.162070485175363e-33,2.8962876343966146e-28,1.750522513794752e-45,9.16326389463906e-71,1.349127012793159e-67,2.167602341979938e-43,2.0020808435702856e-51,1.6579645946912215e-31,2.899541806437748e-54,3.76,0.0,0.7652870384483687,0.9999999999957123,1.8700669600884407e-26,8.954170497880663e-48,0.0016749409662244563,0.0016749569190512945,3.519160407633412e-09
1.6831202297995405e-09,0.9286934147216243,3.003685343130006e-18,8.861033618222e-12,2.9481983227650485e-21,7.781562251738578e-26,0.0,0.0,1.127440117341204e-19,2.1642069904984865e-41,7.32245567483639e-20,1.5622993623086792e-25,1.770069289432116e-17,4.1274812898293067e-38,9.410460482532002e-27,1.4987010796218746e-22,1.2927806504415228e-33,6.780454828421786e-26,5.6630637981537425e-22,3.045736851882755e-18,6.638939624795953e-09,1.7393428277657056e-15,1.8009527821295473e-25,9.15159628315284e-54,1.9901372537138567e-39,5.239434416546551e-33,3.4129427725482214e-28,2.3520144162052782e-45,1.4999120236546437e-70,2.0680744374209386e-67,2.9099185899458543e-43,2.775717851848536e-51,2.0187237697599532e-31,4.299565747008684e-54,3.76,0.0,0.7652311574778546,0.9999999999955691,2.2036722917205132e-26,1.243709083920225e-47,0.0017308213329794114,0.0017308383116734541,3.7008112900975787e-09
1.791920274955103e-09,0.9287121862534689,3.628875839798874e-18,9.433827433867239e-12,3.790553420940406e-21,1.0640966063302746e-25,0.0,0.0,1.4073088375666497e-19,3.550351731722644e-41,9.879393717405775e-20,2.1365546198139877e-25,2.272722018423795e-17,6.009798173973993e-38,1.2861560911551902e-26,1.9249088459463991e-22,2.0046432438307537e-33,9.271915480350296e-26,7.274998664574973e-22,3.674068729371613e-18,7.524721195576193e-09,2.0979520744756384e-15,2.459328815601315e-25,1.819666597320863e-53,3.277852200166727e-39,8.126709702298513e-33,4.666969129932237e-28,4.1306712370110694e-45,3.848612696883444e-70,4.6753039594512174e-67,5.1019124643970915e-43,5.175304264934766e-51,2.9381803488686536e-31,9.118618076227953e-54,3.76,0.0,0.7651194077777508,0.9999999999952827,3.0134081773545e-26,2.327377229817426e-47,0.00184256977850307,0.001842588897559246,4.069609558070195e-09
1.8898403155951093e-09,0.9287290782963002,4.261630146244296e-18,9.94934186805736e-12,4.6929491969411716e-21,1.388098139977899e-25,0.0,0.0,1.703153758597736e-19,5.430026638285387e-41,1.2747386557823404e-19,2.787308386781432e-25,2.810216331580606e-17,8.269487366404418e-38,1.6769670917244887e-26,2.380832517465154e-22,2.909858923459143e-33,1.2094984267675895e-25,8.99972392869666e-22,4.3085032360653385e-18,8.369305337469527e-09,2.4599974341536167e-15,3.2041747502414676e-25,3.262085195557202e-53,5.007544964822678e-39,1.1799391747618406e-32,6.087887116693591e-28,6.664311445811515e-45,8.562922909159031e-70,9.346897863924965e-67,8.219163590020296e-43,8.784204283677072e-51,4.041286736891371e-31,1.7267589228569615e-53,3.76,0.0,0.7650188470006806,0.9999999999950249,3.9309189502205095e-26,3.9631636197629033e-47,0.001943129373414723,0.001943150519214007,4.407183651367147e-09
