Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49)
6.96212160529818e-08,0.8542208271981107,7.64027525355036e-06,2.8588670862300994e-07,1.4500253544838112e-06,3.2182485628574203e-06,0.0,0.0,7.568422953489024e-06,1.5293600988886115e-09,6.224466050448623e-09,8.073769133883002e-11,9.78593465328003e-12,8.629953247310649e-19,1.052909175714657e-13,8.26130159872954e-10,3.80875549332144e-07,3.1676006205054683e-10,1.275579216641372e-13,1.5114869252228047e-13,1.450389144940879e-06,6.235881314699487e-12,2.1505173044727473e-10,1.990190629716286e-14,1.1238940795017113e-11,1.504953621029514e-09,1.522640262980363e-10,8.604357164053487e-14,3.1417927483967526e-15,1.5072256292376352e-15,1.4932940968528655e-13,5.204852213080275e-16,1.301342154091759e-11,7.628355824536794e-20,3.76,0.0,0.5856761429687053,0.9974157116392083,1.7976396697543258e-07,9.342939830611134e-09,0.025180857658091717,0.02518390371499703,3.987230555107006e-08,1.6403760705415278e-10,0.002575263587877156,1.7295654737770267e-08,4.325801209130018e-09,1.416910653752028e-06,1.2372696250997525e-07,3.6315201613728542e-06,6.617497361452892e-06,0.0014486650601794589,1.3356816352106123e-08,9.809964158467744e-07,4.316981536570919e-08,3.4022301891267874e-10,8.401544002770254e-09,2.6111099153562017e-08,1.312067234903833e-11,7.958505467650783e-12,9.050754466151355e-09,4.833816308327114e-13,3.904401676749984e-07,2.9973941351177404e-11,1.6587041739073547e-08,3.100010536360931e-13
7.207511258577623e-08,0.8543622506898009,7.988427656521861e-06,3.0519982522788925e-07,1.5577305324687486e-06,3.4826534023097547e-06,0.0,0.0,7.827639340207801e-06,1.638412499267088e-09,6.91343986813145e-09,8.759841201072114e-11,1.1100222842933391e-11,9.893989633843728e-19,1.137321418339745e-13,8.686030317917403e-10,4.014968233255864e-07,3.456514407525687e-10,1.51265703324568e-13,1.7436575344895078e-13,1.553817197690666e-06,6.856644141138045e-12,2.1661273412464886e-10,2.3307336345087778e-14,1.1900089600651504e-11,1.7258778137114302e-09,1.6708125262444917e-10,9.672679885813419e-14,3.602367859474429e-15,1.699082169766567e-15,1.646605152486874e-13,5.973180067093751e-16,1.471988902714503e-11,9.659224895561415e-20,3.76,0.0,0.5847826789049844,0.9974153439108062,2.0018173742389394e-07,1.0166314075858362e-08,0.026048594676188756,0.026051857531516176,4.1263472948599704e-08,1.6989015476284376e-10,0.0025752626399462783,1.9441425645532225e-08,5.006711725635752e-09,1.4528666955818327e-06,1.2708642248940116e-07,3.843340980385757e-06,6.9796521994992e-06,0.001498551196753974,1.497795183525066e-08,1.0505991383700772e-06,4.4783492470704166e-08,3.6443015048032005e-10,8.789590288628237e-09,2.6793483389842698e-08,1.503103180091748e-11,9.014316916714429e-12,9.70228453199775e-09,5.699819703735368e-13,4.119046527421177e-07,3.0734302387344107e-11,1.8082981068198012e-08,3.4957381379161307e-13
7.452900911857066e-08,0.8545034620370826,8.340707510178653e-06,3.2500892138874596e-07,1.6692747606137423e-06,3.7585445998202644e-06,0.0,0.0,8.086360730139685e-06,1.7511684084220744e-09,7.652701033472194e-09,9.480823112317027e-11,1.2533295636169443e-11,1.1290823027962949e-18,1.22571617354882e-13,9.126422476897983e-10,4.2261708229281284e-07,3.761421544857986e-10,1.782895681162064e-13,2.0017434585445434e-13,1.6607639991801158e-06,7.513417250278258e-12,2.1820923164670722e-10,2.7155249396022603e-14,1.2578190431672839e-11,1.969417991293279e-09,1.8271285917654636e-10,1.0831860423873362e-13,4.113268216813899e-15,1.9081409364980083e-15,1.8113610738049402e-13,6.819826213946179e-16,1.6573880100482933e-11,1.2128994099410055e-19,3.76,0.0,0.5838905609246272,0.9974149725193014,2.221054420563329e-07,1.1032228468217149e-08,0.02691500398689147,0.02691849123878172,4.265251177670085e-08,1.7573374793386354e-10,0.0025752616825677147,2.176772114974039e-08,5.76609221549835e-09,1.4892579984088153e-06,1.304726144349793e-07,4.060843288648671e-06,7.35089627621016e-06,0.0015483585443123215,1.6733969968662507e-08,1.1225337732265505e-06,4.640275020164319e-08,3.8945596413040584e-10,9.184718115955406e-09,2.7484271216360825e-08,1.714689863626354e-11,1.0170426192463524e-11,1.0379993620219069e-08,6.684804700914027e-13,4.339116954592961e-07,3.150376102058829e-11,1.9660341247904043e-08,3.926867038728757e-13
7.698290565136509e-08,0.8546444615883213,8.697129744928117e-06,3.453085395177344e-07,1.7846479056560516e-06,4.046031174624811e-06,0.0,0.0,8.344588989502707e-06,1.8676222215079682e-09,8.444253603621621e-09,1.0238018735327077e-10,1.409079754028147e-11,1.2829996102587728e-18,1.3182377095171913e-13,9.583631889192303e-10,4.442418358125897e-07,4.0827610769341426e-10,2.0895143363034694e-13,2.2876288671201765e-13,1.7712253439796908e-06,8.206789031828152e-12,2.1984895813443608e-10,3.148658678480531e-14,1.3273449679387196e-11,2.2369508975290098e-09,1.9916879810756573e-10,1.2086554731530192e-13,4.678397154486995e-15,2.1354172941193756e-15,1.98823825741962e-13,7.749399984145178e-16,1.8581636518657304e-11,1.5111923610057669e-19,3.76,0.0,0.5829997868147175,0.9974145974413203,2.455895425166076e-07,1.1941597424083434e-08,0.027780087569072194,0.027783806835101725,4.4039425208353424e-08,1.815683999190922e-10,0.0025752607156812562,2.4283009279946566e-08,6.6099025265739014e-09,1.526082236270557e-06,1.338853909322881e-07,4.284073335426471e-06,7.731337642924498e-06,0.0015980872159916287,1.8631370637279e-08,1.1967951724042539e-06,4.802777427795984e-08,4.1529925300388946e-10,9.587041490254355e-09,2.8183427674858696e-08,1.9483515754618804e-11,1.1433137029539246e-11,1.1084303066626016e-08,7.800603594190464e-13,4.564677372105702e-07,3.228226370914595e-11,2.1321200076392698e-08,4.3953738718798975e-13
7.943680218415952e-08,0.854785249691247,9.057708436643365e-06,3.6609395228468365e-07,1.903839454888424e-06,4.345222168273164e-06,0.0,0.0,8.602325984510478e-06,1.9877682767595483e-09,9.290135470407098e-09,1.1032825232581408e-10,1.5778385405859474e-11,1.4521605365749046e-18,1.415042278388824e-13,1.0058825184708962e-09,4.663765528318639e-07,4.420980461731862e-10,2.4359177603287216e-13,2.603266960648102e-13,1.8851970323331014e-06,8.937322145897493e-12,2.21539131509974e-10,3.634471015461612e-14,1.3986073370459212e-11,2.529885144637058e-09,2.1645847550280644e-10,1.344154494204681e-13,5.301863739669254e-15,2.381965488305005e-15,2.1779417999634547e-13,8.766595980425851e-16,2.0749356995734698e-11,1.869155659464357e-19,3.76,0.0,0.5821103543665862,0.9974142186531697,2.7068847658284875e-07,1.2895342176045902e-08,0.028643847397804418,0.02864780631554564,4.54242164104449e-08,1.8739412404478422e-10,0.002575259739225868,2.6995852627525495e-08,7.5443370767089e-09,1.5633370837417894e-06,1.373246035139503e-07,4.513077115620516e-06,8.121083738003494e-06,0.0016477373247914596,2.067675815004295e-08,1.273378199973596e-06,4.965875008421203e-08,4.419588202558684e-10,9.996674319000427e-09,2.889091408555188e-08,2.2056833271982785e-11,1.2808991415936895e-11,1.1815643704798639e-08,9.059826555087209e-13,4.79579185039274e-07,3.3069756732543573e-11,2.3067661106712694e-08,4.903291373929385e-13
8.189069871695394e-08,0.8549258266929285,9.422456838058895e-06,3.873611126006865e-07,2.026838566308205e-06,4.656226615719034e-06,0.0,0.0,8.8595735812234e-06,2.111600856483864e-09,1.019241976321117e-08,1.186673399378645e-10,1.760172532612245e-11,1.6376345521810109e-18,1.5162985515898558e-13,1.0553180446513137e-09,4.890266618121004e-07,4.776535556368629e-10,2.8257007048025476e-13,2.950680164594089e-13,2.002674870261876e-06,9.705554592288469e-12,2.2328655951700807e-10,4.177547516222724e-14,1.4716266895424646e-11,2.8496612751354718e-09,2.3459078564528225e-10,1.4901742866520385e-13,5.98798996280464e-15,2.6488795691293435e-15,2.381205393268477e-13,9.876193377064208e-16,2.3083194088286332e-11,2.2961488891728557e-19,3.76,0.0,0.5812222613757891,0.997413836130837,2.974566524662008e-07,1.3894390632211984e-08,0.0295062854443724,0.029510491671950287,4.680688854378578e-08,1.9321093361162744e-10,0.00257525875313969,2.9914904465466875e-08,8.575825916756662e-09,1.6010202313710168e-06,1.407901041934402e-07,4.747900367075261e-06,8.520241387953933e-06,0.0016973089835752827,2.287683903001899e-08,1.3522777320710452e-06,5.129586262290475e-08,4.694334790364027e-10,1.0413730376868364e-08,2.960668975173358e-08,2.488352629296192e-11,1.4304774177356263e-11,1.2574456029504477e-08,1.0475890665840973e-12,5.032524116529647e-07,3.3866186623791987e-11,2.4901853549927872e-08,5.452708975118865e-13
8.434459524974837e-08,0.8550661929397856,9.79138741582318e-06,4.0910660708363224e-07,2.153634114738489e-06,4.979153517627036e-06,0.0,0.0,9.116333645413396e-06,2.239114188042543e-09,1.115321625682761e-08,1.2741331466121348e-10,1.956648998863338e-11,1.84055568248007e-18,1.622188057417836e-13,1.1067886151148406e-09,5.121975511221944e-07,5.149890599765027e-10,3.2626523798597806e-13,3.3319603093746463e-13,2.1236546696729997e-06,1.0512000735220222e-11,2.25097725236041e-10,4.782730579601943e-14,1.5464234837718424e-11,3.1977518763325874e-09,2.535741430798637e-10,1.6472193557472118e-13,6.741318061450169e-15,2.9372943050223647e-15,2.598791255702118e-13,1.1083055425390205e-15,2.5589251564219624e-11,2.802617142927309e-19,3.76,0.0,0.5803355056420839,0.9974134498499937,3.2594844375664235e-07,1.4939677236788636e-08,0.03036740367628064,0.030371864892925895,4.8187444763124814e-08,1.9901884189480092e-10,0.002575257757360043,3.304890499352189e-08,9.711035704510351e-09,1.639129393598442e-06,1.4428174627884886e-07,4.988588571076407e-06,8.928916812377472e-06,0.001746802305071928,2.5238419789046708e-08,1.4334886568886147e-06,5.293929647514129e-08,4.977220524824765e-10,1.0838323275305788e-08,3.0330712969848684e-08,2.7981012744329953e-11,1.5927517520934457e-11,1.3361190368099814e-08,1.2063049394725703e-12,5.27493755677211e-07,3.467150039678155e-11,2.6825932177742144e-08,6.045773380923581e-13
8.67984917825428e-08,0.8552063487775879,1.0164511890080145e-05,4.313276128451014e-07,2.284214734183129e-06,5.314111814068445e-06,0.0,0.0,9.37260804244011e-06,2.3703024448245426e-09,1.2174672784071894e-08,1.365829990247179e-10,2.1678356459048825e-11,2.0621275521200366e-18,1.7329056215237594e-13,1.1604140364298987e-09,5.358945695723207e-07,5.541518193584793e-10,3.7507609931509135e-13,3.7492687960033293e-13,2.248132248469492e-06,1.135715228474862e-11,2.2697885486159363e-10,5.4551269308182394e-14,1.623018087350515e-11,3.575661743768178e-09,2.7341651258801977e-10,1.81580789407745e-13,7.566617979843712e-15,3.248386088975593e-15,2.8314900973975994e-13,1.2392129147041118e-15,2.8273582212845436e-11,3.4001745814134175e-19,3.76,0.0,0.5794500849694114,0.997413059785995,3.562181849760449e-07,1.603214283238089e-08,0.031227204057263192,0.031231927963862104,4.956588821716399e-08,2.0481786214404137e-10,0.002575256751823434,3.6406677708764046e-08,1.0956870589504345e-08,1.6776623120050777e-06,1.4779938473787576e-07,5.235186954759707e-06,9.347215631093929e-06,0.0017962174018770509,2.7768404691985814e-08,1.51700587466868e-06,5.458923576728287e-08,5.268233737202465e-10,1.1270566435622198e-08,3.106294158337855e-08,3.1367471265216365e-11,1.7684505542589262e-11,1.4176307059155599e-08,1.3836422509825424e-12,5.52309522052908e-07,3.5485645646218425e-11,2.8842077225357727e-08,6.684689145172805e-13
8.925238831533723e-08,0.8553462945514593,1.0541841273285745e-05,4.5402185734019956e-07,2.418568856791139e-06,5.661210359747145e-06,0.0,0.0,9.628398637136018e-06,2.505159747209634e-09,1.325897665277478e-08,1.4619418051867037e-10,2.3943004364342466e-11,2.30362874234339e-18,1.8486598107704986e-13,1.2163150132832483e-09,5.601230269760447e-07,5.951899282810431e-10,4.2942183637755453e-13,4.2048367478613624e-13,2.376103430663691e-06,1.2241479237273481e-11,2.28935972297308e-10,6.200115174879572e-14,1.7014307708167488e-11,3.984928088430174e-09,2.9412543724449755e-10,1.9964721517076785e-13,8.46889496334417e-15,3.58337383885867e-15,3.0801211160236245e-13,1.3808445192909724e-15,3.11421860399449e-11,4.1016912859434735e-19,3.76,0.0,0.5785659971658756,0.9974126659138836,3.8832016768015157e-07,1.7172734524449633e-08,0.03208568854729292,0.032090682866934034,5.094222204857343e-08,2.1060800758371127e-10,0.00257525573646556,3.999712589836506e-08,1.2320473010714784e-08,1.7166167569538135e-06,1.5134287640530202e-07,5.487740494053874e-06,9.775242871680894e-06,0.001845554386454582,3.0473793516157535e-08,1.602824297703517e-06,5.62458641410574e-08,5.56736285876415e-10,1.1710573064371428e-08,3.180333334611168e-08,3.506185914707115e-11,1.9583278702807148e-11,1.502027663756814e-08,1.5812026417650205e-12,5.777059824646926e-07,3.630857060296478e-11,3.0952494295355416e-08,7.371719235105492e-13
9.170628484813165e-08,0.8554860306058786,1.0923385907233642e-05,4.771875810191414e-07,2.556684748751645e-06,6.020557900723235e-06,0.0,0.0,9.883707293699219e-06,2.643680163522851e-09,1.4408356066746901e-08,1.5626561810075301e-10,2.6366114445538378e-11,2.5664184665040387e-18,1.969673380824e-13,1.2746131029527775e-09,5.84888194702972e-07,6.38152313677541e-10,4.897424614953858e-13,4.700965149032628e-13,2.5075640464930623e-06,1.3165430777405093e-11,2.3097494383918266e-10,7.023353408985802e-14,1.781681703220146e-11,4.427120782989987e-09,3.157080647115108e-10,2.1897588133513797e-13,9.453397286699203e-15,3.943519893234156e-15,3.3455320194158616e-13,1.5337117848820916e-15,3.4201008799042076e-11,4.9213833788615e-19,3.76,0.0,0.5776832400437253,0.9974122682083879,4.2230863705737283e-07,1.836240554799913e-08,0.03294285910259064,0.032948131581108375,5.23164493940061e-08,2.163892914128608e-10,0.002575254711221308,4.382922925087659e-08,1.3809224409395907e-08,1.755990528691767e-06,1.5491208013503966e-07,5.7462939166770325e-06,1.0213102976849236e-05,0.001894813371138186,3.336167931071877e-08,1.690938850339014e-06,5.790936472640895e-08,5.874596420976487e-10,1.2158456130855855e-08,3.255184620352111e-08,3.908393031756316e-11,2.1631638274667952e-11,1.589358002573321e-08,1.800680491270075e-12,6.036893757626579e-07,3.7140224173878626e-11,3.315941426278262e-08,8.109185588648599e-13
9.416018138092608e-08,0.8556255572846853,1.1309155498830278e-05,5.008235025802791e-07,2.698550543332578e-06,6.392263052508467e-06,0.0,0.0,1.013853587559351e-05,2.7858577109800226e-09,1.56250815503381e-08,1.6681704840234347e-10,2.895336745905649e-11,2.851942572765515e-18,2.0961837278683666e-13,1.3354306826975637e-09,6.101953062368826e-07,6.830887330948369e-10,5.564992948767621e-13,5.240024969562708e-13,2.6425099325383438e-06,1.412943614275008e-11,2.3310151459855837e-10,7.930786893457716e-14,1.8637909494557696e-11,4.903842643636984e-09,3.3817117187925253e-10,2.396229382700784e-13,1.052562411643217e-14,4.330130903528114e-15,3.628599071977584e-13,1.6983345173282696e-15,3.745594082528741e-11,5.874906418171366e-19,3.76,0.0,0.576801811419337,0.9974118666439259,4.5823778898810525e-07,1.9602115136338313e-08,0.03379871767563412,0.03380427608214948,5.368857338411227e-08,2.2216172680528753e-10,0.002575253676024762,4.791204058345681e-08,1.5430745858529698e-08,1.7957814575719406e-06,1.585068568647283e-07,6.010891705346859e-06,1.066089981189543e-05,0.0019439944681327091,3.643924615959074e-08,1.7813444689821416e-06,5.957992011758834e-08,6.189923055772712e-10,1.261432834701224e-08,3.330843847771839e-08,4.3454253364609196e-11,2.3837650766578064e-11,1.679670873057304e-08,2.0438660329087498e-12,6.302659083920539e-07,3.798055595709686e-11,3.546509318124204e-08,8.899469664070812e-13
9.661407791372051e-08,0.8557648749310813,1.1699159154869042e-05,5.249287866656783e-07,2.8441542712370515e-06,6.7764342794483815e-06,0.0,0.0,1.0392886245455554e-05,2.9316863566244415e-09,1.691146737623695e-08,1.7786919170672425e-10,3.171044340983442e-11,3.161739884534174e-18,2.228443344873812e-13,1.3988909283914724e-09,6.360495577452303e-07,7.300497729676622e-10,6.301754506061586e-13,5.824457277910986e-13,2.78093693184394e-06,1.5133905452858954e-11,2.3532133780455977e-10,8.928655780994235e-14,1.9477784692483346e-11,5.416729744810554e-09,3.615211879406794e-10,2.6164605740703993e-13,1.1691333508174852e-14,4.744558723146899e-15,3.9302271624142765e-13,1.8752409254826207e-15,4.0912816144843346e-11,6.979452088265601e-19,3.76,0.0,0.5759217091131978,0.9974114611946056,4.961617675350234e-07,2.0892828391827994e-08,0.03465326621516701,0.034659118342625465,5.5058597143553904e-08,2.2792532690959625e-10,0.0025752526308092053,5.225468268290873e-08,1.7192898610108866e-08,1.8359874032873521e-06,1.6212706958295462e-07,6.281578101264707e-06,1.111873667232451e-05,0.001993097789515626,3.971376695104253e-08,1.874036102111877e-06,6.125771235213594e-08,6.513331495886128e-10,1.3078302149228198e-08,3.4073068950001315e-08,4.819422959740506e-11,2.6209652321410842e-11,1.773016504627435e-08,2.312648508754661e-12,6.574417548367131e-07,3.882951622983552e-11,3.78718121898682e-08,9.745012982108666e-13
9.906797444651494e-08,0.8559039838876336,1.2093405415312337e-05,5.495030138399603e-07,2.9934838884703818e-06,7.173179875362374e-06,0.0,0.0,1.064676026500838e-05,3.0811600182547757e-09,1.8269872996137632e-08,1.8944375777999015e-10,3.464302109793159e-11,3.497448888166808e-18,2.3667202828040923e-13,1.4651178024744235e-09,6.624561086413787e-07,7.790868470214445e-10,7.112763314203095e-13,6.456773340860253e-13,2.9228408940403993e-06,1.6179230503730637e-11,2.3763999834574757e-10,1.0023502903817778e-13,2.0336641171911894e-11,5.967451764083188e-09,3.8576421599533224e-10,2.8510447114790246e-13,1.295655053924901e-14,5.18820129408882e-15,4.251349890598146e-13,2.0649676577044042e-15,4.457741183112264e-11,8.253848198806586e-19,3.76,0.0,0.5750429309498891,0.9974110518342255,5.361346628325515e-07,2.223551615864637e-08,0.035506506666207756,0.0355126603319143,5.642652379101899e-08,2.336801048492616e-10,0.0025752515755071213,5.6866345257795135e-08,1.9103784561884498e-08,1.8766062536633383e-06,1.657725832510877e-07,6.558397107641e-06,1.1586716291352743e-05,0.002042123447238483,4.319260115698041e-08,1.9690087102932497e-06,6.294292289171104e-08,6.844810575243913e-10,1.3550489681449811e-08,3.484569688612518e-08,5.332611114090073e-11,2.8756253093613288e-11,1.869446226259865e-08,2.609019362960913e-12,6.852230580575253e-07,3.968705592338797e-11,4.038187742127814e-08,1.0648317660681985e-12
9.999999999999998e-08,0.8560428844962774,1.2244259271582983e-05,5.589595242552137e-07,3.051175253962352e-06,7.327187041958996e-06,0.0,0.0,1.0743060871433828e-05,3.138886142041831e-09,1.8805185628229353e-08,1.9398152752846356e-10,3.580402481763579e-11,3.632105036193306e-18,2.420875155361769e-13,1.4910225949020847e-09,6.726314891682929e-07,7.98266669781987e-10,7.441342238484233e-13,6.7100178245603e-13,2.9776483111604108e-06,1.6587044192303815e-11,2.3854771017784244e-10,1.0466168016926164e-13,2.0667862221674935e-11,6.186891157838491e-09,3.952072867288466e-10,2.9440301034218776e-13,1.3464473594058782e-14,5.364657343860394e-15,4.3786244032805605e-13,2.1405010641922788e-15,4.602489968320806e-11,8.78660634884027e-19,3.76,0.0,0.5747095047592051,0.997410895322864,5.518650745648509e-07,2.2759310508877713e-08,0.03583023742175818,0.03583650766965083,5.694553333173953e-08,2.3586354410815917e-10,0.0025752511720308425,5.869033649983648e-08,1.9870266817806103e-08,1.8921416450818683e-06,1.6716380434950253e-07,6.665153063035034e-06,1.1767140782627957e-05,0.002060723776800751,4.456899521681669e-08,2.005677340651476e-06,6.358497182229385e-08,6.9728236466169e-10,1.373200892288422e-08,3.514123945089452e-08,5.538274561266128e-11,2.9771079042755286e-11,1.9068906465454223e-08,2.729246891323362e-12,6.959347240283637e-07,4.0014999992862327e-11,4.136280091933565e-08,1.1007072333395958e-12
1.0152187097930936e-07,0.8560428844962774,1.2491902284629893e-05,5.745461526838079e-07,3.146527301919913e-06,7.5826079454048135e-06,0.0,0.0,1.0900159794980529e-05,3.234272565344362e-09,1.9702704473876364e-08,2.0156345163506045e-10,3.775677795901205e-11,3.860814776729187e-18,2.5112986171103255e-13,1.534236049277874e-09,6.89420082122126e-07,8.302521948354237e-10,8.003301324938809e-13,7.139554711233351e-13,3.068217675468845e-06,1.7265785529423143e-11,2.4006303192226295e-10,1.1222181618071594e-13,2.1214676432024593e-11,6.557712354371156e-09,4.109060532831299e-10,3.1005901352739677e-13,1.4327575576322297e-14,5.662503531622744e-15,4.59292967136121e-13,2.268059847977461e-15,4.845544757851144e-11,9.718661992280625e-19,3.76,0.0,0.5741654747580717,0.9974106385362764,5.782105093421545e-07,2.3631154897591134e-08,0.03635844097005826,0.03636490401621002,5.779235643923543e-08,2.394260737226887e-10,0.0025752505100501972,6.175628199835884e-08,2.1171746645627466e-08,1.9176359235216427e-06,1.6944326472884178e-07,6.841392493040711e-06,1.2064940847019115e-05,0.0020910715531283377,4.688319262495229e-08,2.0662572661941804e-06,6.463573260443107e-08,7.184349229414931e-10,1.4031002779607808e-08,3.5626282050561866e-08,5.887301906003738e-11,3.148634160602162e-11,1.9690124878586525e-08,2.9350754728887445e-12,7.136159299084675e-07,4.055312659935958e-11,4.299761991056896e-08,1.1611946942348875e-12
1.0397576751210379e-07,0.8561815770983195,1.2894657261268542e-05,6.00058533841702e-07,3.3032723928272077e-06,8.004826389072434e-06,0.0,0.0,1.1153086695030442e-05,3.3910178199520065e-09,2.1212415920635132e-08,2.1425197928887556e-10,4.1057390180581034e-11,4.253696859262492e-18,2.662478919868422e-13,1.606371196268412e-09,7.169465656805765e-07,8.835988805833005e-10,8.978883544253988e-13,7.875453303839666e-13,3.2170631393072132e-06,1.839392793223886e-11,2.4259594078660247e-10,1.2531863704905794e-13,2.2112086931642122e-11,7.189249540920363e-09,4.3695221014137095e-10,3.3657216164100387e-13,1.581099267803643e-14,6.168958207554447e-15,4.955957853136139e-13,2.4850711705669517e-15,5.255258546767668e-11,1.1396306761227971e-18,3.76,0.0,0.5732893383704691,0.9974102212739414,6.224432844431705e-07,2.5080726562850978e-08,0.03720907106431254,0.03721585135852879,5.915609819498504e-08,2.451632466032711e-10,0.0025752494343693286,6.693380774102042e-08,2.340536913901511e-08,1.9590743536607548e-06,1.7313898270817938e-07,7.1306077945374865e-06,1.2553511968909963e-05,0.0021399422188891955,5.079306738561867e-08,2.16577675460482e-06,6.63363217490757e-08,7.531936496105722e-10,1.4519952957624687e-08,3.6414784719068645e-08,6.485896151059933e-11,3.4409089088135117e-11,2.0717688821448013e-08,3.2930224169507897e-12,7.426264515301187e-07,4.1427680428547584e-11,4.572139550529989e-08,1.2638525714652698e-12
1.0642966404489822e-07,0.8563200620344393,1.3301677365561961e-05,6.260408258837469e-07,3.4637070383033897e-06,8.439942884273969e-06,0.0,0.0,1.140554282367585e-05,3.551389557624387e-09,2.2801510931821366e-08,2.2753405355229298e-10,4.455053307832728e-11,4.67807634608671e-18,2.820578737921364e-13,1.681649560252374e-09,7.450406116023673e-07,9.39180791957316e-10,1.0045263255928034e-12,8.667191460058318e-13,3.369373155698181e-06,1.9563998982776464e-11,2.452442066617648e-10,1.3960047327824413e-13,2.3029068097902314e-11,7.86383614091893e-09,4.639079277652524e-10,3.6470807785044644e-13,1.741367813272771e-14,6.709106832447039e-15,5.341454849648816e-13,2.7165639022708495e-15,5.687442990107796e-11,1.3311151782501502e-18,3.76,0.0,0.5724145196238546,0.9974098000200975,6.68886907333374e-07,2.6585218480649683e-08,0.03805839888286534,0.038065504318715075,6.051775215911731e-08,2.50891636539449e-10,0.002575248348394619,7.240829573444368e-08,2.5813477903143802e-08,2.000919509781225e-06,1.7685960763950637e-07,7.426086320763682e-06,1.3052530744623928e-05,0.0021887355561034387,5.492983147805492e-08,2.2675621724591246e-06,6.804486996113813e-08,7.887561515699881e-10,1.5017451394787928e-08,3.721116567833846e-08,7.130885191407373e-11,3.7533953797198274e-11,2.1777701670474735e-08,3.6851777782692e-12,7.722606737285368e-07,4.231067016783873e-11,4.8555584776342265e-08,1.3730741023485827e-12
1.0888356057769265e-07,0.8564583396446942,1.3712969166214857e-05,6.524940128573169e-07,3.627819131024935e-06,8.888064872398564e-06,0.0,0.0,1.1657530038227902e-05,3.7153815082901428e-09,2.447254402524201e-08,2.4143539988431975e-10,4.8241881718312865e-11,5.136064521098896e-18,2.985933077347237e-13,1.760198257766379e-09,7.73707237447738e-07,9.970526392804395e-10,1.120843734027537e-12,9.517562001404961e-13,3.5251436018786595e-06,2.0776324491047605e-11,2.480133012973676e-10,1.5514565045887407e-13,2.3965814337230326e-11,8.58328020384423e-09,4.917781948445957e-10,3.9453265277801975e-13,1.914280913135235e-14,7.284540537006774e-15,5.750470283149146e-13,2.9631089914551166e-15,6.142652768985441e-11,1.5489635578646077e-18,3.76,0.0,0.5715410163590358,0.9974093747473166,7.175952382159113e-07,2.8145623229702572e-08,0.038906426355920565,0.03891386485344778,6.187732142656303e-08,2.566112565547681e-10,0.0025752472520553823,7.818917500417088e-08,2.840514054764226e-08,2.04316938132904e-06,1.8060501164768905e-07,7.72787115487974e-06,1.3562097726016754e-05,0.0022374516762332553,5.930116879493019e-08,2.371608528858469e-06,6.976155624018404e-08,8.251213531836541e-10,1.5523608924063524e-08,3.801538621044129e-08,7.824852715405483e-11,4.087068532295456e-11,2.2870722885886968e-08,4.113974483292202e-12,8.025246173418925e-07,4.320204913430411e-11,5.1502592929534635e-08,1.4891342579568397e-12
1.1133745711048707e-07,0.8565964102685191,1.412853880531892e-05,6.794193734109938e-07,3.7955965972439857e-06,9.349299544335804e-06,0.0,0.0,1.1909050194729679e-05,3.882987357145762e-09,2.6228122080193404e-08,2.5598276234145846e-10,5.213711177110731e-11,5.629911312000185e-18,3.158894894528805e-13,1.842145218884059e-09,8.029514265161878e-07,1.05726995481331e-09,1.2474651689330236e-12,1.0429428272416092e-12,3.6843703623107485e-06,2.2031215449847914e-11,2.5090869513439735e-10,1.7203591882321546e-13,2.49225190473622e-11,9.349425470758778e-09,5.205677631473196e-10,4.261135491001233e-13,2.100587257558803e-14,7.896900952793944e-15,6.184083137845595e-13,3.225286133137261e-15,6.621436827421694e-11,1.7960382514813777e-18,3.76,0.0,0.5706688264208413,0.9974089454278655,7.686220777500142e-07,2.9762938523456005e-08,0.0397531554099997,0.039760934916246396,6.323480908634781e-08,2.6232211964793664e-10,0.002575246145280146,8.428592781272779e-08,3.118966652544231e-08,2.085821980380071e-06,1.8437506844973687e-07,8.036005157417823e-06,1.4082312935175565e-05,0.0022860906906220597,6.391483894943818e-08,2.477910845097061e-06,7.14865589382143e-08,8.622881892023966e-10,1.603853602128286e-08,3.882740807212779e-08,8.570476579171757e-11,4.4429328876781757e-11,2.3997324042549083e-08,4.5819641744886675e-12,8.33424273591545e-07,4.410177117986028e-11,5.456484971812904e-08,1.6123143258138016e-12
