Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136)
4.951393627804587e-07,0.8285165209810097,1.4574835259280135e-11,3.122927761750682e-11,2.1273292217441237e-12,1.2056608287394594e-17,0.0,0.0,2.6885857729957425e-11,2.301418435326004e-22,4.358566928329407e-11,2.81392978313481e-17,4.020155677700172e-11,4.256474417589992e-28,4.270838181112927e-20,5.58747512501121e-17,7.097041107480829e-18,4.2221698248311545e-17,3.375778832968958e-16,2.275883204686533e-15,5.410273443575523e-06,2.0453221745159883e-11,1.6998665087392739e-18,2.2661808665416193e-30,1.5118412925400819e-22,6.814900327831234e-18,1.3599018907923658e-16,3.0224103119334026e-28,3.430775106750744e-36,9.998466394738619e-37,1.8686592354523532e-24,1.8897695004496566e-19,8.514820180865623e-18,5.922593291688282e-29,3.76,0.0,0.8265356459837998,0.9999999999145421,2.9371653970060163e-18,6.270022503217329e-27,0.06855295076101434,0.06856379883277262,2.7336141549076988e-08,6.403026279925112e-11
5.203649219165737e-07,0.8290013340799143,1.7495625909985236e-11,3.328580668071022e-11,2.701308926235885e-12,1.5500364384925646e-17,0.0,0.0,3.248714938638057e-11,3.544379970050008e-22,5.268146240226753e-11,3.560711123217196e-17,4.590667048347584e-11,5.45017508709052e-28,5.261173832912832e-20,6.714119948503206e-17,9.928290752482078e-18,5.670856792102294e-17,4.1185912599216186e-16,2.5452015150137326e-15,5.969916994327452e-06,2.2825807403484198e-11,2.0499892571906094e-18,4.240264359224796e-30,2.127277098365551e-22,9.555276865767463e-18,1.7517926660046943e-16,4.965021771139832e-28,7.103306327621032e-36,2.0286253549396675e-36,2.683868121176957e-24,2.4893931752394946e-19,1.1194025674280088e-17,1.0019084427225544e-28,3.76,0.0,0.8231869612738889,0.9999999999002248,3.733489908255739e-18,1.0248026243984767e-26,0.07190107447645629,0.0719130431960077,2.8674138847096035e-08,6.717772512922851e-11
5.455904810526886e-07,0.8294841872037975,2.078663443847062e-11,3.5453239582727034e-11,3.386211965597113e-12,1.9722325973641937e-17,0.0,0.0,3.8852993153235605e-11,5.333321541007004e-22,6.302293766419273e-11,4.45524565757268e-17,5.2024938414920515e-11,6.901399672725122e-28,6.421565748857714e-20,8.007012314908666e-17,1.3627443371826432e-17,7.503496010729048e-17,4.983376807010443e-16,2.829883690506177e-15,6.556520242159698e-06,2.532935071900858e-11,2.4525199360331394e-18,7.671607917146841e-30,2.9350900833766275e-22,1.3148713948370149e-17,2.2242127922158405e-16,7.9375109614871935e-28,1.4126162778662925e-35,3.953498538254241e-36,3.773456268075761e-24,3.2259128583847984e-19,1.4479689509604347e-17,1.6460961785447674e-28,3.76,0.0,0.8198518436611295,0.999999999884203,4.6991769970584625e-18,1.6315874949642632e-26,0.07523560413953462,0.0752487474227489,3.0006703611892386e-08,7.031240941301048e-11
5.708160401888036e-07,0.8299650882977111,2.4468259472204092e-11,3.774507510302791e-11,4.195539601053704e-12,2.4860021154066143e-17,0.0,0.0,4.603590644893509e-11,7.85837314263751e-22,7.469651340403041e-11,5.518309393365711e-17,5.855749568050179e-11,8.650993590699387e-28,7.773739542845602e-20,9.485268964398146e-17,1.8386704578450553e-17,9.793648266064392e-17,5.985379594420237e-16,3.1299344651571722e-15,7.170003386759374e-06,2.7963643567954635e-11,2.9134758222621956e-18,1.3462567671780872e-29,3.978684622107011e-22,1.7790059271620678e-17,2.7874256669569926e-16,1.2381356643841837e-27,2.7086538564689475e-35,7.429491629627173e-36,5.204620823921951e-24,4.119062700224829e-19,1.8458421891542502e-17,2.6340292993460044e-28,3.76,0.0,0.8165302381788344,0.9999999998663665,5.862991855133126e-18,2.5366456231000877e-26,0.07855659479667093,0.07857096639992632,3.133385783925385e-08,7.343436528618322e-11
5.960415993249186e-07,0.830444045274475,2.8560319216991475e-11,4.017550903958927e-11,5.143490399734392e-12,3.1069917931343745e-17,0.0,0.0,5.408839017333797e-11,1.1360080731422853e-21,8.778870839478013e-11,6.772758691296321e-17,6.550509389319418e-11,1.0744264294572182e-27,9.341871564131103e-20,1.1170289732202602e-16,2.442541320353271e-17,1.262378701332811e-16,7.141581038510808e-16,3.445360599972009e-15,7.810286659299045e-06,3.0728473556753335e-11,3.4395885457365652e-18,2.297736410724145e-29,5.307695116571815e-22,2.3703740486875814e-17,3.452198981377216e-16,1.8886475109627902e-27,5.024595686987474e-35,1.350828724809919e-35,7.055206668589648e-24,5.189748233030372e-19,2.3221904565480256e-17,4.115179874589435e-28,3.76,0.0,0.8132220900830132,0.9999999998466047,7.257931720615243e-18,3.8594647053115e-26,0.08186410127155952,0.08187975479180537,3.265562343873509e-08,7.654364447601402e-11
6.212671584610335e-07,0.8309210660148099,3.3082047289198565e-11,4.275941192964868e-11,6.244937994286759e-12,3.8529435401313416e-17,0.0,0.0,6.306288266968419e-11,1.6138897355071141e-21,1.0238606939019675e-10,8.243729721642818e-17,7.286817193447351e-11,1.3231300474328664e-27,1.115290161559688e-19,1.308604209239465e-16,3.1991709315967385e-17,1.6085753893997766e-16,8.47091518902372e-16,3.776171350647266e-15,8.477290325408464e-06,3.362362544005591e-11,4.038395711419025e-18,3.8233342571765155e-29,6.978371138550633e-22,3.1146136728570126e-17,4.229776723331855e-16,2.8228459269804742e-27,9.043520555123863e-35,2.383341896105021e-35,9.414479365714253e-24,6.45998436122571e-19,2.88666202689205e-17,6.290551794797191e-28,3.76,0.0,0.8099273448514684,0.9999999998248073,8.921807739546191e-18,5.757478813806358e-26,0.08515817816606683,0.08517516704089231,3.397202223255363e-08,7.964030014522753e-11
6.717182767332635e-07,0.8318693301493494,4.3488539131647914e-11,4.845034740465853e-11,8.971060692594923e-12,5.802524761616741e-17,0.0,0.0,8.398713356329514e-11,3.109661878417097e-21,1.3644230168879446e-10,1.1948607974135959e-16,8.884127671888228e-11,1.9613036975605948e-27,1.5627393550042435e-19,1.7720298687990344e-16,5.285310536502533e-17,2.532199951245495e-16,1.1735948300618667e-15,4.483997873091311e-15,9.89114009050985e-06,3.9804020021141045e-11,5.488872029536415e-18,9.906996836740899e-29,1.1604969326314411e-21,5.1816928649981825e-17,6.170540650098474e-16,5.973876266431078e-27,2.713705277542209e-34,6.863462285509318e-35,1.60776635336559e-23,9.692342225219456e-19,4.3208063950150184e-17,1.3874817778002756e-27,3.76,0.0,0.8033778459960078,0.9999999997746596,1.3235771660213372e-17,1.2158640939421462e-25,0.09170626051762626,0.0917260797773144,3.6588806237198205e-08,8.579594093411865e-11
7.221693950054934e-07,0.8328099431100303,5.5830038231427027e-11,5.4949500881604835e-11,1.2505560096144563e-11,8.527188412585517e-17,0.0,0.0,1.0922565387128322e-10,5.676619339289287e-21,1.7755617066974646e-10,1.6888791076292733e-16,1.064760455768183e-10,2.8305988012468778e-27,2.1481825651145376e-19,2.364290338732756e-16,8.359184182346621e-17,3.844104631065572e-16,1.5980379156231232e-15,5.253549082867247e-15,1.1410915606062095e-05,4.6503057890336565e-11,7.345133485279678e-18,2.3705745793633814e-28,1.845449306309881e-21,8.258507487683572e-17,8.708172874462727e-16,1.1867772327166427e-26,7.404420545632685e-34,1.79889139678664e-34,2.6164563363298065e-23,1.4012093637821935e-18,6.234040744815438e-17,2.8606956130167195e-27,3.76,0.0,0.7968813098366939,0.9999999997150296,1.922985852091484e-17,2.4149148183385585e-25,0.09820127426366723,0.09822413574821864,3.918438265652744e-08,9.190169364282599e-11
7.726205132777234e-07,0.8337429668002639,7.023988965904028e-11,6.239788967100412e-11,1.6989495004660326e-11,1.2268268671785865e-16,0.0,0.0,1.3919264943025382e-10,9.893811833030437e-21,2.2641629604708135e-10,2.3373527750355544e-16,1.257695190333661e-10,3.9920411644122696e-27,2.9070044141212676e-19,3.1170427690744766e-16,1.2738737201515742e-16,5.655878176773612e-16,2.1452199438023867e-15,6.0850161901672964e-15,1.3035980529655418e-05,5.3718933708791073e-11,9.706988968308938e-18,5.2950986414662285e-28,2.825110377113641e-21,1.2690283744805983e-16,1.1947077058256895e-15,2.2332978724247186e-26,1.861218007054544e-33,4.350745460294709e-34,4.0873866574323014e-23,1.9629045860979335e-18,8.718116288218476e-17,5.5672527153822856e-27,3.76,0.0,0.7904373080893247,0.9999999996450193,2.7454021507072366e-17,4.55032202618125e-25,0.10464364832422181,0.10466976260180616,4.1758922898047265e-08,9.795796098910992e-11
8.230716315499533e-07,0.83466846262218,8.684290119527378e-11,7.094526718859322e-11,2.2572670820744016e-11,1.7325160327097848e-16,0.0,0.0,1.7429908442334072e-10,1.656739134636731e-20,2.8370826457220315e-10,3.1776510048420487e-16,1.4671724904071858e-10,5.518148185234492e-27,3.883051301793017e-19,4.069267133677207e-16,1.8802172240694504e-16,8.098119769293105e-16,2.845764658323112e-15,6.9786522945427844e-15,1.4765699339265856e-05,6.144980905416925e-11,1.269758317075883e-17,1.1145893360534748e-27,4.185703129391543e-21,1.8897576390265638e-16,1.599686596959627e-15,4.0105187126807717e-26,4.3617695452710654e-33,9.8259064730639e-34,6.165316370079517e-23,2.676505426489836e-18,1.1869988973559885e-16,1.0308752846160789e-26,3.76,0.0,0.7840454159330236,0.9999999995637271,3.861367447324182e-17,8.192095346459164e-25,0.11103380815517915,0.11106338452377015,4.4312596985043187e-08,1.0396514389560817e-10
8.735227498221832e-07,0.83558649148086,1.0575581440091541e-10,8.07494988277904e-11,2.941301780542206e-11,2.406556680691236e-16,0.0,0.0,2.1495238162376764e-10,2.6790795911383626e-20,3.5011417887063444e-10,4.2548874705500816e-16,1.6931376139381338e-10,7.494560958946274e-27,5.130365250410902e-19,5.268485735725293e-16,2.6992074899242353e-16,1.132169513713397e-15,3.737251986029277e-15,7.934777826468404e-15,1.6599437417156886e-05,6.969381743757082e-11,1.646738377047263e-17,2.2284518849265182e-27,6.028175644265594e-21,2.7385013156303315e-16,2.0971686377563245e-15,6.914659161914993e-26,9.623896307434133e-33,2.091901525798717e-33,9.02181852885756e-23,3.565237997814967e-18,1.5791107826472284e-16,1.8281848515236227e-26,3.76,0.0,0.7777052119822413,0.9999999994702493,5.3605003411233487e-17,1.41744685598605e-24,0.11737217577620031,0.11740542226537817,4.684557356730422e-08,1.0992363881838258e-10
9.239738680944132e-07,0.836497113788212,1.270877808510582e-10,9.19759766971737e-11,3.7676008527242365e-11,3.293681376730056e-16,0.0,0.0,2.615562028174617e-10,4.201368614510651e-20,4.2631233072718454e-10,5.62341905234061e-16,1.9355289811277093e-10,1.0021897198924428e-26,6.715101486284751e-19,6.772036659505768e-16,3.781931998434708e-16,1.5498979960013648e-15,4.865456929867344e-15,8.953785583332671e-15,1.8536561131101684e-05,7.844906686729763e-11,2.1198352600996237e-17,4.2591372642437304e-27,8.469061856169485e-21,3.8750460816049617e-16,2.698960785302313e-15,1.150344926236379e-25,2.0148392618152445e-32,4.229809620249072e-33,1.2857092821751505e-22,4.653220082152501e-18,2.058676982904313e-16,3.1219115933284804e-26,3.76,0.0,0.7714162782589786,0.9999999993636812,7.355510870403374e-17,2.3685070101191074e-24,0.12365916979841529,0.12369629317133202,4.9358019932623e-08,1.1583383898450818e-10
9.74424986366643e-07,0.8374003894670612,1.509408384893987e-10,1.0479707123022496e-10,4.753411252247812e-11,4.447824591447906e-16,0.0,0.0,3.145102971890831e-10,6.411995559007714e-20,5.129769795814631e-10,7.3485498459439335e-16,2.194280597693505e-10,1.3217848428341422e-26,8.717625129626701e-19,8.648394880415134e-16,5.186679844486451e-16,2.082510287113515e-15,6.2856920177015e-15,1.0036145174023664e-14,2.0576437912989922e-05,8.771363948573518e-11,2.710828002447785e-17,7.822454852662224e-27,1.164129441887047e-20,5.369465795673756e-16,3.417206964158057e-15,1.8542597454003747e-25,4.027584914359829e-32,8.172628627654334e-33,1.7901687145990973e-22,5.965325773256256e-18,2.636553390179104e-16,5.156283366512642e-26,3.76,0.0,0.765178200165226,0.9999999992431163,9.986710787598264e-17,3.837404482327944e-24,0.12989520545190336,0.12993641120740504,5.1850102017669806e-08,1.2169613492856262e-10
9.999999999999997e-07,0.8382963779550855,1.6402621725803817e-10,1.1196232944096626e-10,5.3197579414196435e-11,5.155008866163668e-16,0.0,0.0,3.439060992945868e-10,7.870020916593344e-20,5.611213267350299e-10,8.383658663320576e-16,2.331675541105057e-10,1.5136279937096278e-26,9.922532562045825e-19,9.767280802592145e-16,6.042490594982492e-16,2.403281838862864e-15,7.137875681326093e-15,1.060919171832819e-14,2.1649550717602508e-05,9.260401462311885e-11,3.063515354891837e-17,1.0500780775443622e-26,1.357593376756125e-20,6.289217714918061e-16,3.82974255149262e-15,2.33632712684645e-25,5.632003400822948e-32,1.1235545822294767e-32,2.1003318300801765e-22,6.724191192353303e-18,2.970586824355924e-16,6.573590776851804e-26,3.76,0.0,0.7620352454210819,0.9999999991763634,1.1617304841188356e-16,4.8487531631077555e-24,0.13303708578887732,0.13308043910018816,5.31056791437342e-08,1.2464971534242338e-10
1.024876104638873e-06,0.8382963779550855,1.7741038720423904e-10,1.1939161868582233e-10,5.91662872014422e-11,5.933474829386359e-16,0.0,0.0,3.742104143917025e-10,9.55152907636604e-20,6.107782310928184e-10,9.508450524550422e-16,2.4693234799542655e-10,1.7219555169820727e-26,1.1234786780177195e-18,1.0978536877136975e-15,6.97929899396074e-16,2.7519197596660977e-15,8.064252122851404e-15,1.1182407104914856e-14,2.271843633480664e-05,9.74855914042567e-11,3.4455269995675105e-17,1.38662856460592e-26,1.569497630997195e-20,7.303135863817875e-16,4.264338480827762e-15,2.906063572271759e-25,7.726878673688227e-32,1.5166434717237593e-32,2.4418140505248157e-22,7.527063376005449e-18,3.323869265332001e-16,8.267628047189448e-26,3.76,0.0,0.7589905664556286,0.9999999991076485,1.3427041713741555e-16,6.048592670282139e-24,0.1360806946129522,0.1361261869878536,5.432198441881829e-08,1.2751091385320473e-10
1.075327222911103e-06,0.8391851382087531,2.0658564999454104e-10,1.359444445949439e-10,7.275750506834746e-11,7.827141882707072e-16,0.0,0.0,4.4104825969637224e-10,1.3922460854723605e-19,7.203819796107611e-10,1.2196300791363695e-15,2.7605864208055613e-10,2.2186297432909173e-26,1.4382372817341254e-18,1.3857342047857168e-15,9.233541062601991e-16,3.582567509537864e-15,1.0279957997906688e-14,1.2393206812264386e-14,2.4961926182022498e-05,1.0776295417369606e-10,4.354235287585027e-17,2.3810855262098723e-26,2.0798118797375936e-20,9.769802542957609e-16,5.253029785631791e-15,4.441285444536578e-25,1.4289176703893364e-31,2.715002136687636e-32,3.2702560013863088e-22,9.364466778138337e-18,4.131980247370588e-16,1.2909718393198275e-25,3.76,0.0,0.7528529692103764,0.9999999989563716,1.7887636390869293e-16,9.30170976774691e-24,0.14221604583109554,0.14226602780260086,5.6773830402995256e-08,1.3327855975081908e-10
1.1257783411833328e-06,0.8400667287072291,2.385501055237838e-10,1.5464592216288348e-10,8.84983162693065e-11,1.021893955525604e-15,0.0,0.0,5.154114656274864e-10,1.9899949823790513e-19,8.424498737756465e-10,1.5522658493317903e-15,3.06799652591512e-10,2.8302534389445496e-26,1.8297720964854193e-18,1.7395022665497886e-15,1.203139734114295e-15,4.601552711773019e-15,1.3025791985544425e-14,1.3669268664410118e-14,2.7306278524495127e-05,1.1854373652081478e-10,5.472219730626856e-17,3.9733692251816246e-26,2.713735472204774e-20,1.2876710354028767e-15,6.396158803552137e-15,6.635492792177736e-25,2.5566227972027726e-31,4.7057938892585935e-32,4.30861489187715e-22,1.1503999245095115e-17,5.072426725622132e-16,1.9683782478340206e-25,3.76,0.0,0.746765003808313,0.9999999987883804,2.362391796657057e-16,1.399016136763232e-23,0.1483016643559325,0.1483563376441988,5.920580191839188e-08,1.3899945361115022e-10
1.1762294594555628e-06,0.8409412074562455,2.733818895356547e-10,1.7569156302040075e-10,1.0658444386531821e-10,1.3214283524877973e-15,0.0,0.0,5.976835710198652e-10,2.794357453283064e-19,9.776392910633887e-10,1.961805707078329e-15,3.391479681213746e-10,3.578133087641527e-26,2.3142491054684342e-18,2.1718575705498295e-15,1.5463429497210843e-15,5.838767059165277e-15,1.6410619169347073e-14,1.5011409800745353e-14,2.9750865784978982e-05,1.298259251310117e-10,6.840189861391053e-17,6.460926739873374e-26,3.491863567158569e-20,1.674579021455701e-15,7.706771290155919e-15,9.712678600744317e-25,4.439877652574849e-31,7.922418235581053e-32,5.593670287514197e-22,1.3972467636820844e-17,6.15689671921465e-16,2.9373636530639415e-25,3.76,0.0,0.7407262689002602,0.9999999986027703,3.0942238667900916e-16,2.0622825933447866e-23,0.1543379521637335,0.15439751723457057,6.161805960508974e-08,1.446739733310979e-10
1.2266805777277927e-06,0.8418086319919409,3.111541702200242e-10,1.9928163740877458e-10,1.2721640892003794e-10,1.6935704529053463e-15,0.0,0.0,6.882440106538075e-10,3.8610105312857436e-19,1.1266033266145886e-09,2.4635833247332383e-15,3.7309608904724266e-10,4.48682145678459e-26,2.910558305063869e-18,2.697325216989263e-15,1.962909744564151e-15,7.32703398372673e-15,2.0560988494313845e-14,1.64205437774732e-14,3.229506180530707e-05,1.4160748496958597e-10,8.504782905208486e-17,1.0261472534700772e-25,4.436791949587218e-20,2.1514910452864886e-15,9.198048996172971e-15,1.395472980882256e-24,7.504538199672444e-31,1.2991060404765011e-31,7.166008789332377e-22,1.679694565351756e-17,7.397192679230471e-16,4.298641892288087e-25,3.76,0.0,0.7347363663825613,0.9999999983986393,4.0207060802349543e-16,2.984918789435877e-23,0.1603253079838336,0.16038996405153663,6.401076280561251e-08,1.5030249372717298e-10
1.2771316960000227e-06,0.8426690593846676,3.5193550049594657e-10,2.2562082167070313e-10,1.505991832796003e-10,2.1524777289018167e-15,0.0,0.0,7.874681165038384e-10,5.256730748852526e-19,1.289990798232796e-09,3.0755187071438807e-15,4.086364450197734e-10,5.584550880103143e-26,3.640619522723403e-18,3.3324040257514503e-15,2.4637086303484393e-15,9.102253256693086e-15,2.5623008975658813e-14,1.78976841039912e-14,3.49382419102926e-05,1.5388636002082416e-10,1.0519053736047965e-16,1.595146274047269e-25,5.573185282243523e-20,2.7339192523050064e-15,1.0883281318760085e-14,1.971203321106024e-24,1.2375858967657572e-30,2.0798790304950193e-31,9.070170975914197e-22,2.000470567699583e-17,8.805202019345951e-16,6.179942479054093e-25,3.76,0.0,0.7287949013708328,0.9999999981750859,5.184868380142415e-16,4.248822011983475e-23,0.1662641273248139,0.16633407235512354,6.638406957538826e-08,1.5588538660600195e-10
1.3275828142722526e-06,0.8435225462427707,3.957901460360557e-10,2.5491787148016713e-10,1.7694186848147265e-10,2.714416514847324e-15,0.0,0.0,8.957271256732903e-10,7.06087806166322e-19,1.4684462598905408e-09,3.818447564737574e-15,4.457614039227396e-10,6.903718714269546e-26,4.529701443253923e-18,4.095715833805301e-15,3.0605634322320906e-15,1.1203551532643817e-14,3.176429570571637e-14,1.94439477230706e-14,3.767978296940717e-05,1.6666047439632407e-10,1.2942968394296805e-16,2.431391995573234e-25,6.927845304558639e-20,3.4392392957730403e-15,1.2775839929055358e-14,2.7415271206745635e-24,1.9954722058299266e-30,3.258011461679705e-31,1.1354798384066003e-21,2.3623158673959673e-17,1.0392871124095321e-15,8.741355402132903e-25,3.76,0.0,0.7229014821739334,0.9999999979312115,6.637151904504603e-16,5.956134915729123e-23,0.1721548025004726,0.17223023321365905,6.873813669312756e-08,1.6142302077281547e-10
1.3780339325444826e-06,0.8443691487163333,4.427783881369979e-10,2.8738531909810736e-10,2.0645739908126246e-10,3.3979779870719483e-15,0.0,0.0,1.0133881902918024e-09,9.366983291413522e-19,1.6626100164193947e-09,4.716474074397512e-15,4.844632804875e-10,8.481430057609255e-26,5.606752951161326e-18,5.008155364266703e-15,3.766286369071494e-15,1.3673439338115016e-14,3.91759799274963e-14,2.1060558411221213e-14,4.051906345630175e-05,1.7992773326851508e-10,1.5843899790175732e-16,3.6397223262797483e-25,8.529779448955058e-20,4.2868352776679806e-15,1.4889156001718222e-14,3.758845554108341e-24,3.1517097694193142e-30,5.002562745546642e-31,1.4072781471630195e-21,2.7679801002205046e-17,1.2172182335182384e-15,1.2181389520630891e-24,3.76,0.0,0.7170557202681412,0.9999999976661197,8.436291155179897e-16,8.23298470730649e-23,0.17799772265558725,0.1780788345296527,7.10731196711189e-08,1.6691576204670135e-10
1.4284850508167125e-06,0.8452089225008931,4.929568033521852e-10,3.232391926623769e-10,2.393622684071186e-10,4.2243055819602746e-15,0.0,0.0,1.1408143889082893e-09,1.2284438777747504e-18,1.873118138848247e-09,5.797346971939854e-15,5.247343452858726e-10,1.0360103164208806e-25,6.9047459144648295e-18,6.093040327256229e-15,4.594711581492495e-15,1.655797490905429e-14,4.807477755572361e-14,2.2748850070579325e-14,4.3455463506233804e-05,1.9368602350829377e-10,1.9297124428057614e-16,5.358665296966628e-25,1.0410270277564735e-19,5.298251521232128e-15,1.7236699905229885e-14,5.08632449989534e-24,4.884219525469984e-30,7.541689610864298e-31,1.7281409454644485e-21,3.2202167049630874e-17,1.4155133470188333e-15,1.674379798085727e-24,3.76,0.0,0.7112572302715419,0.9999999973789166,1.0650250621608687e-15,1.123370066858902e-22,0.18379327379147054,0.1838802610654671,7.338917276544161e-08,1.7236397329414346e-10
1.4789361690889424e-06,0.8460419228411273,5.46378522823866e-10,3.62698755627874e-10,2.7587627485855153e-10,5.217333771808867e-15,0.0,0.0,1.2783647408328782e-09,1.5940291811319493e-18,2.100602482902312e-09,7.09285889083247e-15,5.665668311109575e-10,1.2588142997852675e-25,8.461028589915172e-18,7.376261489041873e-15,5.560729233273256e-15,1.9906935209062052e-14,5.870511093794455e-14,2.451026992552306e-14,4.648836497145704e-05,2.079332143235991e-10,2.3386319241949826e-16,7.769066458104513e-25,1.260294603723598e-19,6.497351233402287e-15,1.9831963193650817e-14,6.799459153020379e-24,7.437570886731638e-30,1.1179225144874342e-30,2.1042522721986163e-21,3.7217787285473796e-17,1.6353719693333057e-15,2.2725225636940732e-24,3.76,0.0,0.7055056299186199,0.999999997068712,1.3357215594488504e-15,1.5145547220083304e-22,0.1895418387913215,0.18963489446877976,7.568644898609669e-08,1.7776801445176935e-10
1.5293872873611724e-06,0.84686820453451,6.030934730436366e-10,4.059862648239562e-10,3.162222872173247e-10,6.4040381093842114e-15,0.0,0.0,1.426394223458354e-09,2.0481140167535225e-18,2.345690710894878e-09,8.639268841141004e-15,6.099529362606483e-10,1.522068850685054e-25,1.0317688854212628e-17,8.886432478532038e-15,6.680320294694666e-15,2.3773994414479848e-14,7.134127892512301e-14,2.6346381650437804e-14,4.9617151474626254e-05,2.2266715805497044e-10,2.820405776366391e-16,1.1104406145334303e-24,1.5143852583641376e-19,7.9104820997664e-15,2.2688442589854825e-14,8.9877756963352e-24,1.1143562179326688e-29,1.6314873232704106e-30,2.542266837481675e-21,4.275415148701628e-17,1.8779917621919266e-15,3.0483735274603906e-24,3.76,0.0,0.6998005400350599,0.9999999967346179,1.6646636871474406e-15,2.0194011301739156e-22,0.19524379744537299,0.1953431132978372,7.796510010705639e-08,1.8312824254715022e-10
1.5798384056334023e-06,0.8476878219349353,6.631485987131203e-10,4.533267458151815e-10,3.6062602765632065e-10,7.814696435892929e-15,0.0,0.0,1.5852537911968631e-09,2.60751287415407e-18,2.609006315009806e-09,1.047774768794106e-14,6.548848269398729e-10,1.8320439592552112e-25,1.2521926468700273e-17,1.0655039104163047e-14,7.970592111125945e-15,2.8216910103441153e-14,8.62896703942046e-14,2.8258868433642175e-14,5.284120846027047e-05,2.378856909914271e-10,3.3852304861867805e-16,1.566304402629726e-24,1.807152692114485e-19,9.566648841216617e-15,2.5819625665237893e-14,1.175667398802585e-23,1.6446921864752934e-29,2.346860638544827e-30,3.0493259415068362e-21,4.8838676522354345e-17,2.144567139573671e-15,4.044827121761074e-24,3.76,0.0,0.6941415845127479,0.9999999963757498,2.062032897947736e-15,2.6648684402624364e-22,0.20089952647583684,0.20100529304650352,8.022527667623299e-08,1.8844501172388553e-10
1.6807406421778622e-06,0.8493072790760432,7.93453425814922e-10,5.610793702093227e-10,4.6252269919713767e-10,1.1447170977047987e-14,0.0,0.0,1.936847005601094e-09,4.121577030560784e-18,3.1927929115645328e-09,1.5223046617715504e-14,7.493544880287456e-10,2.6215804507393564e-25,1.8189800347305297e-17,1.5108753136276256e-14,1.1137461412711774e-14,3.90829516662339e-14,1.2452276986709746e-13,3.232031523938425e-14,5.957268505733683e-05,2.6976779339111374e-10,4.809808953581557e-16,3.0063114054665966e-24,2.525424270006953e-19,1.37384966112903e-14,3.2959933670272126e-14,1.9549640321311335e-23,3.4404643479266295e-29,4.670041702444313e-30,4.301675518679651e-21,6.2761351292752e-17,2.754339110533038e-15,6.913209699567756e-24,3.76,0.0,0.6829605873023821,0.9999999955801716,3.109670117739913e-15,4.511705249857123e-22,0.2120737873624993,0.21219302210454258,8.469080227963281e-08,1.9894957561530498e-10
1.7715526550678761e-06,0.8507425349439243,9.225680157043784e-10,6.742249819911433e-10,5.704232348439406e-10,1.5863553839436598e-14,0.0,0.0,2.293758913051177e-09,6.064841262712109e-18,3.7867088110441285e-09,2.1023354919352147e-14,8.395846268356613e-10,3.57374336998756e-25,2.5071385313871e-17,2.038085356592963e-14,1.4767365702042428e-14,5.150189326436991e-14,1.7065145091832834e-13,3.625625710770975e-14,6.595071283859482e-05,3.000969698213736e-10,6.499218589149146e-16,5.209695307541281e-24,3.3481753933361736e-19,1.867622536160325e-14,4.046039361048045e-14,3.000494863890382e-23,6.410306741860119e-29,8.334372885997175e-30,5.747115086396993e-21,7.743908380074995e-17,3.39693729931677e-15,1.0864097514430681e-23,3.76,0.0,0.6730517581183603,0.9999999947706253,4.418208395900316e-15,7.040166033971132e-22,0.22197623417967619,0.22210822968882457,8.864807789728559e-08,2.0825854815473634e-10
1.86236466795789e-06,0.8521570239185939,1.0631187824527747e-09,8.041078023218237e-10,6.950919849687833e-10,2.1657318646849145e-14,0.0,0.0,2.691036651717462e-09,8.732520137305092e-18,4.4491899195461985e-09,2.8686697252367796e-14,9.347001067970048e-10,4.820005296667382e-25,3.408779464490028e-17,2.712683802193244e-14,1.9271771508314013e-14,6.689288711256367e-14,2.3074487663310956e-13,4.0471602794203506e-14,7.26279477362296e-05,3.319619034521884e-10,8.664388009201431e-16,8.751580761987771e-24,4.36837781978259e-19,2.499364733722351e-14,4.905902835606869e-14,4.493248890110605e-23,1.1530676121047453e-28,1.4384531260758813e-29,7.55134047147225e-21,9.43132451010202e-17,4.135463422160388e-15,1.6643340378530275e-23,3.76,0.0,0.6632866925738419,0.9999999938672235,6.176038702331123e-15,1.072171325979559e-21,0.23173461816965868,0.2318799728790012,9.25477822875654e-08,2.174320920607773e-10
