Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158)
1.945337478291511e-06,0.8272390578801959,0.0011472450727876985,0.00012988908665414504,0.0005161326792944232,0.006104154349547532,0.0,0.0,0.00012971667018326055,3.2844571805853907e-07,0.00033061860614482875,1.1488959729922754e-05,2.4730826642305775e-06,7.584967167963829e-12,3.4456837073387613e-09,3.663088551687646e-07,0.00028400539280266744,8.751116962584326e-05,1.8795781898459438e-07,2.5930921188619266e-08,8.802512635273046e-05,7.343603520179537e-10,4.34990973058803e-08,1.5612910359013676e-07,1.0597246290205132e-08,0.00014357065726697377,7.290224557106227e-08,2.500866462778388e-06,4.138777883692072e-08,2.1494685964679466e-09,3.8071376759131744e-08,2.92924802000598e-10,7.852669970528752e-08,2.2972760311498824e-08,3.76,0.0,0.5292476272583945,0.9965951179207078,0.0016564041694256935,6.259582160712366e-05,0.19756278173290273,0.19902490037912746,7.920137238508155e-08,1.8131254206589644e-10,0.001477898109570384,9.133587712390651e-05,0.0003109766175787153,0.00017886650616126285,1.7807659894803458e-05,0.003439108191276586,0.004543652010164251,0.009000949735830932,7.761376169478823e-05,0.0003448476659223389,8.999914900020354e-06,8.044232104226369e-08,6.535497574791963e-06,4.93384394704715e-06,1.0491804698604463e-05,3.014296598222018e-06,7.697029421202791e-05,4.106137323755057e-06,0.000271733395492958,8.004867393925384e-09,4.641031171417579e-05,1.311604066059633e-06,4.1945346795897597e-10,4.161996261200159e-05,6.318571692896138e-09,2.5199609581266797e-09,6.80881930250728e-14,1.2082719360624583e-10,7.513524616812551e-11,2.530681711466516e-09,1.1528947678343456e-14,1.4935595669344495e-08,6.310779356094392e-13,1.6024419882342871e-09,3.062375230931757e-13,5.755249524805805e-10,3.35138423548017e-08,6.314416686446893e-08,6.82870186281467e-11,6.291591542475633e-07,2.8974749581902137e-06,2.0836877472772929e-10,1.9359843486687922e-11,0.00029839985848963997,7.166666757562196e-14,7.380488121973184e-07,3.1661421348005466e-11,8.318232320154929e-06,1.9476849058266065e-06,2.4771389890451822e-08,7.196883585221548e-08,3.8052536278187266e-06,5.7235200758381023e-08,8.423952310716207e-09,1.0056675750917236e-10,2.0366709644833103e-06,3.0619512883979885e-08,6.912917559369177e-10,6.438664045028453e-10,2.047684547328936e-09,2.3591298190110442e-08,4.720571245112024e-11,2.580873295852701e-09,9.486363498446723e-10,4.657929655664951e-12,1.1421070122498272e-13
1.9638722521308608e-06,0.8275147408300295,0.0011784230042748748,0.00013418558110913842,0.0005299744087815239,0.006300585578546384,0.0,0.0,0.00013280129698847655,3.388877662995439e-07,0.00034661094738069995,1.2077981298535048e-05,2.638270083609766e-06,8.361623728662929e-12,3.6958874439287025e-09,3.823458664215866e-07,0.0002934762922255072,9.126169861700292e-05,2.0278351152134367e-07,2.738554984793024e-08,9.033217447565273e-05,7.639107972328747e-10,4.589666046305353e-08,1.6672461542843097e-07,1.1047376286488285e-08,0.00015093685070343725,7.507620508921448e-08,2.6190280007674912e-06,4.4494606345078625e-08,2.29762502337421e-09,4.028714166358217e-08,3.05144397363295e-10,8.126376091114382e-08,2.38934487487148e-08,3.76,0.0,0.5273544247519835,0.9965281946080734,0.001714722109433784,6.501318811479689e-05,0.19909997814057423,0.20062346186229701,7.981806520439545e-08,1.8273797766871708e-10,0.0014777989270717547,9.462073954923076e-05,0.00032343358535240026,0.0001831860407226351,1.8240330201245607e-05,0.0035478319039274194,0.004686393666593331,0.00907224888439095,8.043792007062398e-05,0.0003533014380064464,9.307321904496998e-06,8.386005422651004e-08,6.76251557301915e-06,5.071569973072478e-06,1.1144558999085743e-05,3.1976190819556083e-06,8.073934344196206e-05,4.3734663878588066e-06,0.0002806478915047074,8.195035316150663e-09,4.856478809205613e-05,1.3828686108520965e-06,4.4071349362099834e-10,4.3230713036194295e-05,6.560708259014381e-09,2.6832819352344105e-09,7.249757840738097e-14,1.3181443282563157e-10,8.160535719438585e-11,2.6530811197123245e-09,1.2275156089465099e-14,1.5590647703651168e-08,6.586470341685723e-13,1.6465548132507733e-09,3.195376766380569e-13,6.026757217858751e-10,3.4566721858194884e-08,6.626940276911678e-08,7.219446875157732e-11,6.698601655121558e-07,3.107059983128265e-06,2.2335740695936095e-10,2.015023949625148e-11,0.0003038147206331556,7.631269353332127e-14,7.590123829003354e-07,3.254847093896572e-11,8.637794794481183e-06,2.0022698034746126e-06,2.6566972501281705e-08,7.415348999445076e-08,3.920238700225833e-06,6.07705966068611e-08,9.079486332991347e-09,1.0356755118624778e-10,2.1119272289405277e-06,3.1662458379411603e-08,7.146083887035012e-10,6.816216972390604e-10,2.167953385886411e-09,2.530618507787912e-08,4.849767860056279e-11,2.6844215033349443e-09,1.0216091061536142e-09,5.101690329871752e-12,1.2296331587957428e-13
1.9824070259702104e-06,0.8277905925194349,0.0012102309728646502,0.00013859519141562303,0.000544087511129442,0.006501734970767524,0.0,0.0,0.0001359582167767289,3.4966984376599137e-07,0.00036324061974524766,1.2692886174667213e-05,2.813077682905141e-06,9.211873023632214e-12,3.9624339855387806e-09,3.989755996078222e-07,0.00030319080426621325,9.514172204275739e-05,2.1867160168082467e-07,2.891193720842419e-08,9.269448429407453e-05,7.946827780914158e-10,4.841350144558653e-08,1.7795545956854083e-07,1.1515345054057254e-08,0.00015862120607485787,7.731145759537905e-08,2.7419161728252534e-06,4.7808634989392905e-08,2.4548391118369933e-09,4.261944927055112e-08,3.1778057397872667e-10,8.407432234630329e-08,2.484344720579933e-08,3.76,0.0,0.5254605600647002,0.9964593102380789,0.0017746657425572704,6.75034187204906e-05,0.2006298843570425,0.2022168867362331,8.043183606998558e-08,1.841574793728635e-10,0.0014776968378920924,9.799502980985566e-05,0.0003362696851599098,0.0001875763939327999,1.8680341688758234e-05,0.003659133292321277,0.0048324433302337245,0.009143450343755528,8.334010702592827e-05,0.00036193115497706223,9.622752459602661e-06,8.740685951658213e-08,6.9955141457169144e-06,5.212643144867562e-06,1.1832401214733541e-05,3.390572706438248e-06,8.46640044589772e-05,4.655840685820326e-06,0.00028979482263217425,8.388204954203153e-09,5.0805816242394136e-05,1.4577215332470472e-06,4.6289199086723235e-10,4.488890953952577e-05,6.8098472027304524e-09,2.855729825503342e-09,7.715317623901483e-14,1.4377113619675783e-10,8.860421715055743e-11,2.7809972777728907e-09,1.3063008323584696e-14,1.6270004069601237e-08,6.872278054085564e-13,1.6917168701166727e-09,3.333231146389847e-13,6.30930491484554e-10,3.5644018199898866e-08,6.954289464628289e-08,7.630474818951729e-11,7.130036576816604e-07,3.33027808245697e-06,2.3931405205853007e-10,2.096652392935524e-11,0.00030929328159524884,8.123584273603741e-14,7.803685519461014e-07,3.345159790260807e-11,8.966802339564686e-06,2.057948996967714e-06,2.8472830017295898e-08,7.63835311605343e-08,4.037529356800273e-06,6.453595649489738e-08,9.780361069945582e-09,1.0662674208933197e-10,2.1891718984548436e-06,3.273310368379562e-08,7.385396191764209e-10,7.212983420752341e-10,2.29435387890698e-09,2.7131773542760996e-08,4.9820349620978616e-11,2.7913437167928305e-09,1.0995970077256075e-09,5.5850462209423965e-12,1.3233115764313536e-13
2.00094179980956e-06,0.8280666297865817,0.0012426762023196472,0.00014312004908432365,0.000558474695692401,0.006707677180162573,0.0,0.0,0.0001391890231144111,3.608048321486409e-07,0.0003805278969854948,1.3334642126697829e-05,2.9979812176077926e-06,1.0142119037320979e-11,4.2462698994907666e-09,4.162160708976245e-07,0.00031315322651535453,9.915468118902288e-05,2.3569035246912085e-07,3.0513191481132834e-08,9.51135464645789e-05,8.267281441538983e-10,5.1054850788107355e-08,1.8985471121001363e-07,1.2001842222693496e-08,0.00016663497659649072,7.960960441430372e-08,2.869687933656678e-06,5.134197040730857e-08,2.6215950275225077e-09,4.507370046066926e-08,3.3084433826768245e-10,8.695967979163965e-08,2.5823469912783277e-08,3.76,0.0,0.5235659350526212,0.9963884181834161,0.0018362696061941528,7.006812062285722e-05,0.20215245291414224,0.2038051878513205,8.10426660081333e-08,1.8557103873145966e-10,0.0014775917729066086,0.00010146026686273953,0.0003494924450248548,0.00019203788637892375,1.9127742702982606e-05,0.0037730525793509954,0.004981847906292443,0.009214561126761674,8.632168652354467e-05,0.00037074064451130814,9.946335811852725e-06,9.108685499012679e-08,7.234590499492356e-06,5.357140645646897e-06,1.2556910386876197e-05,3.5935798807213435e-06,8.874953413869661e-05,4.953972716502151e-06,0.00029917911440415895,8.584385304556795e-09,5.3136477666781747e-05,1.5363322171510276e-06,4.860218734242324e-10,4.659547283286641e-05,7.066118057884413e-09,3.037731839642398e-09,8.206650041118718e-14,1.5677672664662338e-10,9.617195789233952e-11,2.9146714338953418e-09,1.389445055633948e-14,1.6974407572594482e-08,7.168505313971154e-13,1.7379516100154686e-09,3.4760825621141425e-13,6.603288600465422e-10,3.6746078093077296e-08,7.297147743582751e-08,8.062728397677955e-11,7.587215022639799e-07,3.567913519092905e-06,2.56293843021881e-10,2.1809316391248578e-11,0.00031483696342735084,8.645111939958907e-14,8.021198547026681e-07,3.4370883804745095e-11,9.305466113924276e-06,2.1147302200195828e-06,3.0494448288749474e-08,7.86594284480946e-08,4.15714354268603e-06,6.854830126903224e-08,1.0529334359373231e-08,1.0974470883179352e-10,2.2684359024417334e-06,3.383202591096619e-08,7.630981958113185e-10,7.629781428083211e-10,2.4271478722324886e-09,2.9074317921038194e-08,5.117441265227449e-11,2.9017200660056593e-09,1.182905783742598e-09,6.111267809180385e-12,1.4235337557484534e-13
2.0194765736489098e-06,0.8283428695169917,0.0012757657794802352,0.0001477622937179984,0.0005731385918107507,0.006918487066233904,0.0,0.0,0.00014249533374010312,3.7230616130744154e-07,0.0003984935384985527,1.4004247112146602e-05,3.1934752262664348e-06,1.1159269707185159e-11,4.548388630081001e-09,4.3408569373595986e-07,0.0003233678702668768,0.00010330407818616098,2.5391185577288123e-07,3.2192536522245344e-08,9.759089105032435e-05,8.601008041987942e-10,5.382612897052267e-08,2.0245688100746145e-07,1.2507583008386398e-08,0.00017498972035595153,8.197228250516862e-08,3.0025043877466138e-06,5.5107320808493075e-08,2.7983988179964737e-09,4.765550155650431e-08,3.4434687738049293e-10,8.992112820120664e-08,2.6834244490674357e-08,3.76,0.0,0.5216704517234872,0.9963154710716609,0.0018995686935177798,7.2708922436228e-05,0.20366763523208353,0.2053883781047125,8.165053560059135e-08,1.8697864749637988e-10,0.0014774836618910822,0.00010501796120352097,0.0003631094040702906,0.00019657080423492513,1.9582578769825902e-05,0.003889630061434525,0.005134654115554546,0.009285588308327892,8.938401683378348e-05,0.00037973380414946885,1.027820021488294e-05,9.490425598014734e-08,7.4798411343805646e-06,5.505141116101811e-06,1.3319719976856736e-05,3.8070770045182147e-06,9.300132489228014e-05,5.268601463326954e-06,0.00030880578302359447,8.78358371173292e-09,5.5559954716559296e-05,1.6188774384190814e-06,5.101369769003834e-10,4.835132492395283e-05,7.329650185222637e-09,3.2297307087707457e-09,8.724948249871735e-14,1.7091645630224566e-10,1.0435146708272564e-10,3.05435499147918e-09,1.4771499497452656e-14,1.7704617378564798e-08,7.475461368738132e-13,1.7852828951404642e-09,3.6240782096205617e-13,6.909117307659076e-10,3.787324691395262e-08,7.656228517572421e-08,8.517187759849094e-11,8.071517034636414e-07,3.82078928539897e-06,2.7435459338829755e-10,2.267924278676861e-11,0.0003204472494572907,9.197425233160266e-14,8.24268705801069e-07,3.5306404408568426e-11,9.654001971769259e-06,2.172620640219966e-06,3.2637518776392506e-08,8.098164534491432e-08,4.279098584521364e-06,7.282603872960985e-08,1.132930885878139e-08,1.1292181136605535e-10,2.3497502668222523e-06,3.4959812243612886e-08,7.882970882036539e-10,8.067455190958988e-10,2.566605646893792e-09,3.114037254813178e-08,5.256056680761489e-11,3.015631399342543e-09,1.2718575196291103e-09,6.683870916340449e-12,1.5307132261648972e-13
2.0380113474882594e-06,0.8286193286354576,0.0013095066412290063,0.00015252407124722775,0.0005880817426614233,0.007134239652279068,0.0,0.0,0.0001458787904985346,3.841878341360907e-07,0.00041715879606588107,1.4702729984328404e-05,3.400073497190629e-06,1.2270771607494443e-11,4.869832272257853e-09,4.5260327984916297e-07,0.00033383905754435996,0.00010759347595944845,2.7341220819723795e-07,3.3953315123814946e-08,0.00010012808813385937,8.948567937472573e-10,5.673295097344404e-08,2.1579796080277103e-07,1.303330900945073e-08,0.0001836973048650255,8.440116503997199e-08,3.140530860435739e-06,5.91180207568221e-08,2.985779168057009e-09,5.037066923362234e-08,3.5829955742691977e-10,9.29599604754368e-08,2.7876512229945846e-08,3.76,0.0,0.5197740122996009,0.9962404207888979,0.0019645984482738734,7.542747407565073e-05,0.20517538162291757,0.20696647044493952,8.225542498596473e-08,1.8838029763711065e-10,0.001477372433518502,0.00010866961285890766,0.0003771281052668369,0.00020117539747071525,2.0044892428438304e-05,0.004008906083591891,0.0052909084526161524,0.009356539022135669,9.252844880910984e-05,0.00038891460096066445,1.0618472746945071e-05,9.886337591465766e-08,7.731361708156122e-06,5.656724646221778e-06,1.4122518772862673e-05,4.031514665093143e-06,9.74249065987003e-05,5.6004929671623665e-06,0.0003186799366217102,8.985805788513669e-09,5.807953357628593e-05,1.7055416457125747e-06,5.352720737553748e-10,5.015738821763792e-05,7.600572627417855e-09,3.432184993527615e-09,9.271448003552742e-14,1.8628177209464507e-10,1.1318855137792098e-10,3.2003098802832357e-09,1.5696243771010917e-14,1.8461409049144174e-08,7.793461892357166e-13,1.8337349939471598e-09,3.777368285795195e-13,7.227213511885224e-10,3.9025868394174954e-08,8.032276262618335e-08,8.994871587413672e-11,8.584386219221211e-07,4.089768625793878e-06,2.93556899462442e-10,2.357693461444833e-11,0.00032612568591784474,9.782168132290994e-14,8.468173934116503e-07,3.6258229423871403e-11,1.0012630682769395e-05,2.231626827390937e-06,3.490794396437992e-08,8.335063932003205e-08,4.403411157055325e-06,7.738907623178366e-08,1.2183338337650003e-08,1.1615839007628692e-10,2.433146111380631e-06,3.611706006236869e-08,8.14149489819067e-10,8.526875388676608e-10,2.713006029402765e-09,3.3336803001517006e-08,5.397952291448351e-11,3.133159228271839e-09,1.3667914078163973e-09,7.30663283890449e-12,1.6452865955477372e-13
2.056546121327609e-06,0.8288960240975588,0.0013439055610033627,0.0001574075320629811,0.0006033065989216344,0.007355010081668009,0.0,0.0,0.00014934105924193695,3.964644525522272e-07,0.0004365454204611176,1.54311512030214e-05,3.61830952843947e-06,1.348464654861119e-11,5.2116933710084715e-09,4.717880397019993e-07,0.0003445711179824172,0.00011202649811145595,2.94271692204355e-07,3.5798992332326236e-08,0.00010272674841787095,9.310543437915844e-10,5.978113078860277e-08,2.2991546977019352e-07,1.357978901384921e-08,0.00019276991147977365,8.689796197694388e-08,3.2839369681197424e-06,6.338805550982576e-08,3.1842881663226915e-09,5.3225235342165326e-08,3.7271392140028907e-10,9.607746618086442e-08,2.895102838233719e-08,3.76,0.0,0.5178765192833841,0.9961632184842678,0.0020313947588922344,7.822544662131421e-05,0.20667564129522817,0.20853947787654792,8.285731386158592e-08,1.8977598135881504e-10,0.001477258015365096,0.00011241670929152692,0.0003915560877992825,0.00020585187802407552,2.0514723059968277e-05,0.004130921013377974,0.005450657142517748,0.009427420457066727,9.575632408064182e-05,0.0003982870711245966,1.0967279120682303e-05,1.0296862708690677e-07,7.989246894839845e-06,5.81197276388139e-06,1.4967051743866088e-05,4.267357817842762e-06,0.00010202594848706002,5.950440883990789e-06,0.0003288067764947118,9.19105533470139e-09,6.0698607306329676e-05,1.7965172491746166e-06,5.614628885528374e-10,5.20145845682873e-05,7.879013956933952e-09,3.6455693820259866e-09,9.847428448285034e-14,2.0297069905878873e-10,1.2273210737765087e-10,3.3528089360991684e-09,1.6670845262369157e-14,1.92455745385627e-08,8.122828975276422e-13,1.88333257532158e-09,3.9361059793189223e-13,7.558013534011293e-10,4.02042843013798e-08,8.426067723718549e-08,9.496838188766715e-11,9.127332026184479e-07,4.375756594093844e-06,3.139642446170316e-10,2.450302852373076e-11,0.0003318738836003427,1.0401063858028454e-13,8.697680734470249e-07,3.722642225368951e-11,1.0381578166321188e-05,2.2917547214167434e-06,3.731184292671671e-08,8.576686140982613e-08,4.530097249130081e-06,8.22589416714378e-08,1.3094634167013111e-08,1.1945476485615457e-10,2.5186546473349203e-06,3.7304377072879746e-08,8.406688206703914e-10,9.008939479911168e-10,2.8666364915670984e-09,3.567079756870237e-08,5.5432003387279096e-11,3.25438566785586e-09,1.4680645262315468e-09,7.983609336963043e-12,1.7677146260503921e-13
2.0750808951669588e-06,0.829172972880763,0.00137896913485525,0.00016241482904322347,0.0006188155122471947,0.0075808735721210755,0.0,0.0,0.00015288382969677041,4.0915124465500935e-07,0.0004566756679161055,1.6190603548273417e-05,3.84873697940813e-06,1.4809530150930633e-11,5.575116743066051e-09,4.916595823675483e-07,0.00035556838556130387,0.00011660682873253213,3.165749624969666e-07,3.773315879032059e-08,0.00010538852381211237,9.687539506652813e-10,6.297668587063858e-08,2.4484850089703096e-07,1.4147819816725963e-08,0.0002022200396731874,8.946442062755751e-08,3.4328966873972616e-06,6.793208590243075e-08,3.3945020821259096e-09,5.622545161927506e-08,3.876016867863319e-10,9.927493021590209e-08,3.005856246673255e-08,3.76,0.0,0.5159778755256268,0.996083814575488,0.0020999939518852686,8.11045321615628e-05,0.20816836236010366,0.21010741346476172,8.345618148588926e-08,1.9116569111945925e-10,0.001477140333929174,0.00011626072321642814,0.00040640087904468097,0.0002106004179365512,2.099210671217243e-05,0.004255715213653019,0.005613946095766735,0.00949823985338904,9.906897317557706e-05,0.0004078553194259125,1.1324743485117097e-05,1.0722452135121271e-07,8.253590237314794e-06,5.970968419970027e-06,1.5855120834496353e-05,4.515085948884597e-06,0.00010681026096314733,6.319267024798096e-06,0.00033919159831990195,9.39933425450091e-09,6.342067894307135e-05,1.8920049169474234e-06,5.887461132001224e-10,5.392383428338524e-05,8.1651021166077e-09,3.87037497504278e-09,1.0454212886079323e-13,2.210882413552255e-10,1.330342997209728e-10,3.5121362886932412e-09,1.769754040928495e-14,2.0057922148254464e-08,8.463891103721631e-13,1.9341007015919695e-09,4.1004474563935706e-13,7.901967951696025e-10,4.1408834107850366e-08,8.838413146197491e-08,1.0024186594077835e-10,9.701932066977152e-07,4.679701644517694e-06,3.35643105577207e-10,2.5458166260572126e-11,0.000337693519531922,1.105591772832426e-13,8.931227637005517e-07,3.821103973875304e-11,1.0761075741029318e-05,2.3530095995890152e-06,3.9855557055726546e-08,8.823075580009311e-08,4.659172129071101e-06,8.745891338810976e-08,1.4066572007681228e-08,1.228112341727936e-10,2.6063071751405357e-06,3.85223814305516e-08,8.678687299385315e-10,9.5145719563222e-10,3.0277932398452377e-09,3.814987893054785e-08,5.6918742080585577e-11,3.3793933731080416e-09,1.5760526451400663e-09,8.719152505206275e-12,1.8984833452103306e-13
2.0936156690063084e-06,0.829450191975109,0.001414703767057985,0.0001675481154709134,0.0006346107285673511,0.007811905367957939,0.0,0.0,0.00015650881529374362,4.222640930922694e-07,0.00047757230642904213,1.6982212836356006e-05,4.091930112218007e-06,1.6254712449335057e-11,5.961301317142388e-09,5.122379147708825e-07,0.0003668351951930312,0.00012133821213548216,3.4041123756882217e-07,3.9759534095866445e-08,0.00010811510800465439,1.0080184469834271e-09,6.63258415157378e-08,2.606377677158232e-07,1.4738227047044273e-08,0.00021206051114385708,9.210232621558347e-08,3.58758842298096e-06,7.276547375941209e-08,3.6170221516585387e-09,5.9377794271448594e-08,4.0297474284152363e-10,1.0255363142229818e-07,3.119989858990037e-08,3.76,0.0,0.5140779842964593,0.9960021587554084,0.002170432784505194,8.406644361369828e-05,0.20965349183844684,0.21167029034015747,8.40520066813205e-08,1.9254941964585373e-10,0.001477019314631928,0.0001202031103286078,0.00042166998615552254,0.000215421147454942,2.147707591996964e-05,0.004383329014173975,0.005780820861741124,0.009569004498685155,0.00010246771355481862,0.0004176235186577105,1.1690988219773556e-05,1.1163567073928847e-07,8.524483994072147e-06,6.1337959698332176e-06,1.6788585694371267e-05,4.7751932178935875e-06,0.00011178379737413796,6.707821874967132e-06,0.0003498397933479602,9.61064247262105e-09,6.624936465493733e-05,1.992213879539754e-06,6.171594208274661e-10,5.588605507747757e-05,8.458964252864036e-09,4.107109556753576e-09,1.1093169498278865e-13,2.4074680118764683e-10,1.441507465650878e-10,3.6785877577752206e-09,1.8778641401944468e-14,2.089927648214563e-08,8.816983127721006e-13,1.986064820311038e-09,4.270551840942952e-13,8.25954201910954e-10,4.263985464722175e-08,9.270157541844735e-08,1.0578057650568083e-10,1.0309834469640366e-06,5.002597255100269e-06,3.5866306057789196e-10,2.6442993872142316e-11,0.00034358633867484587,1.1748613805263592e-13,9.168833379300322e-07,3.921213190026037e-11,1.1151360390130953e-05,2.4153960435128813e-06,4.2545655960553397e-08,9.074275940522778e-08,4.790650309531627e-06,9.301415954156586e-08,1.510269869803631e-08,1.262280741184735e-10,2.6961350825469765e-06,3.977170186265567e-08,8.957630985249472e-10,1.004472455705485e-09,3.1967812924395065e-09,4.078191604882751e-08,5.844048389955806e-11,3.50826547109133e-09,1.6911510629575885e-09,9.517929551429633e-12,2.038105189574073e-13
2.112150442845658e-06,0.8297276983734603,0.0014511156552614415,0.0001728095428408348,0.0006506943811986856,0.008048180690289987,0.0,0.0,0.00016021775295897882,4.3581956467976443e-07,0.0004992586218979509,1.7807138636887236e-05,4.3484842210076294e-06,1.7830180579879134e-11,6.3715019884607825e-09,5.335434402663652e-07,0.00037837587915752713,0.00012622445251042773,3.6587449631967435e-07,4.188197017423582e-08,0.00011090823701550136,1.048913073572444e-09,6.983503515166674e-08,2.773256511968817e-07,1.53518660021013e-08,0.00022230447374331743,9.481350242650091e-08,3.7481950741748226e-06,7.790430781841464e-08,3.852475372209213e-09,6.268896840464629e-08,4.1884514752226326e-10,1.0591484114200825e-07,3.2375835782892286e-08,3.76,0.0,0.512176749359073,0.9959181999996343,0.002242748436631454,8.711291452175799e-05,0.21113097566967784,0.2132281217033452,8.464476783781006e-08,1.9392715994843763e-10,0.0014768948818243855,0.00012424530694112599,0.000437370887242184,0.0002203141531001719,2.1969659522044364e-05,0.004513802681991329,0.005951326580469321,0.009639721723516265,0.00010595384757023845,0.0004275959089307002,1.206613372091006e-05,1.1620678799179377e-07,8.802018980046465e-06,6.3005411507875285e-06,1.7769364335117087e-05,5.048188579354389e-06,0.00011695265570506746,7.116985090312179e-06,0.0003607568495678875,9.824977849183198e-09,6.918839695217877e-05,2.0973622420349076e-06,6.467414796939912e-10,5.790216097564953e-05,8.760726541476464e-09,4.356297849231715e-09,1.1765712024174557e-13,2.6206661618313636e-10,1.561407131853831e-10,3.852471256711671e-09,1.9916537326790118e-14,2.1770478363867744e-08,9.182446217175732e-13,2.0392507547375556e-09,4.446581188939819e-13,8.631216094801699e-10,4.38976797591899e-08,9.722181989969808e-08,1.1159635115067153e-10,1.095276026741244e-06,5.345483582060537e-06,3.830968992722943e-10,2.7458161034975697e-11,0.0003495541556461175,1.2481124343664442e-13,9.410515198971238e-07,4.022974168147009e-11,1.1552675043596662e-05,2.478917905623559e-06,4.538894354307129e-08,9.33033014457086e-08,4.924545511842672e-06,9.895188754343807e-08,1.620673934190828e-08,1.29705537451548e-10,2.7881698429283866e-06,4.105297778745619e-08,9.243660415270905e-10,1.0600376448384495e-09,3.373914542516496e-09,4.35751362454999e-08,5.999798454325218e-11,3.6410854886398262e-09,1.8137754716308468e-09,1.0384942506580846e-11,2.1871201833618335e-13
2.1306852166850078e-06,0.8300055090613272,0.0014882107751981258,0.00017820125855280393,0.0006670684837812378,0.008289774685131266,0.0,0.0,0.00016401240286411005,4.498349413152145e-07,0.0005217584240619435,1.8666574990052652e-05,4.619016047111386e-06,1.9546663595490204e-11,6.8070314829178165e-09,5.555969565073187e-07,0.0003901947633876616,0.00013126941349573623,3.930636796064458e-07,4.410445465570836e-08,0.00011376968973050755,1.0915055522982687e-09,7.351092052281239e-08,2.949562467027257e-07,1.5989622488563057e-08,0.00023296540520392406,9.759981194544647e-08,3.914904099709595e-06,8.336543014271977e-08,4.101515303219143e-09,6.616591227869668e-08,4.352251240532936e-10,1.0935982171932451e-07,3.358718835391115e-08,3.76,0.0,0.5102740750462129,0.9958318865752359,0.0023169785018596887,9.024569883045295e-05,0.2126007587218892,0.214780920829644,8.523444291681471e-08,1.9529890533463506e-10,0.0014767669588144903,0.00012838872753360306,0.0004535110221495572,0.0002252794757055142,2.246988247362476e-05,0.004647176390637584,0.0061255079327843,0.009710398896816077,0.00010952866034119992,0.00043777679688452177,1.2450298179864332e-05,1.2094268699970677e-07,9.086284401475613e-06,6.471291055464397e-06,1.879943370801542e-05,5.334595880325947e-06,0.00012232308020040136,7.547665966738807e-06,0.00037194835284090416,1.0042336093534094e-08,7.224162794799627e-05,2.2076773041113597e-06,6.775319672753705e-10,5.9973061165815275e-05,9.070514005775446e-09,4.6184817488409455e-09,1.247330039160541e-13,2.851762152352536e-10,1.690673129856799e-10,4.034107203662531e-09,2.1113695238317314e-14,2.2672384695709826e-08,9.560627805274901e-13,2.0936846929403547e-09,4.628700456490742e-13,9.01748607749231e-10,4.518263992220979e-08,1.0195404973427183e-07,1.177014674093784e-10,1.1632505817694292e-06,5.709449143462278e-06,4.090207342528044e-10,2.8504321028472256e-11,0.0003555988564554244,1.3255514453856797e-13,9.65628877373813e-07,4.126390468858894e-11,1.1965268877644321e-05,2.5435782753671292e-06,4.839246425778059e-08,9.591280302519625e-08,5.0608706299245595e-06,1.0530150415016665e-07,1.7382604596584168e-08,1.332438526282081e-10,2.8824430139089064e-06,4.2366859429990025e-08,9.536919106343062e-10,1.1182534349811132e-09,3.5595158076784372e-09,4.653813745963105e-08,6.159201029022079e-11,3.77793727559064e-09,1.9443628521698695e-09,1.1325548888748987e-11,2.346097152452005e-13
