Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43)
6.388893718064398e-07,0.4630435099152173,4.4138184565703066e-13,5.429565105942365e-15,5.269161750184172e-11,1.2676562853812678e-13,0.0,0.0,2.576895480138621e-10,2.219942249324256e-15,2.3705450839846287e-15,3.006886602554789e-19,8.271638235235265e-26,1.642496455216049e-40,3.883932624962744e-30,1.1497180824387428e-19,1.7838860271471886e-14,2.566291215315227e-18,1.8978090794158678e-31,7.594195644152213e-32,1.7654331563502785e-17,3.439064066461697e-27,9.464808137402064e-21,6.870696757307511e-24,2.787551742956972e-20,1.2440531708629154e-21,1.7077938570630285e-26,3.8974160324741463e-28,1.1716914743755883e-27,6.525021812565315e-30,2.6070349773644016e-23,7.542175508167307e-29,3.6719263527990995e-21,9.007673984989477e-35,3.76,0.0,0.7671340234834504,0.999987090259995,2.7582449679063566e-11,6.863849092502853e-17,3.021625136221533e-07,3.0216251614118676e-07,8.648412476583146e-19,1.2187109450950953e-23,1.290940204354833e-05,6.20553455217471e-19,2.297055595923228e-18,2.3446357430454634e-10,7.657089744121392e-12,1.1812773457149042e-11,1.0066849388711402e-11,7.721540366789559e-10,1.2028337903145395e-18,8.02573379541077e-11,1.0514392472388101e-16,1.0960169957122216e-20,8.245773150019015e-18,8.805932853906449e-14,4.417720634891029e-23,1.3529457348889006e-22,5.777876997885665e-18,5.799607719802579e-23,1.7909956386613095e-14
6.939268378308441e-07,0.46304351209899813,5.130093554909024e-13,6.600206839059021e-15,5.98404983870908e-11,1.6092371204028716e-13,0.0,0.0,2.824293961717179e-10,2.6340187462847183e-15,3.0246952900749083e-15,3.3121071303186097e-19,1.0809451196860423e-25,1.7914270826754411e-40,4.220055302551144e-30,1.150398591881253e-19,2.108989288748734e-14,3.268220422451882e-18,2.8850458045337106e-31,1.0321081826592204e-31,2.0827028760004482e-17,4.095001194328146e-27,9.46434043751374e-21,1.0066947820988451e-23,3.4406568000077123e-20,1.8021966595051763e-21,2.1262545676759466e-26,5.545643613911271e-28,1.7749722714626788e-27,9.864790743160212e-30,3.262875095638094e-23,1.0201618310334492e-28,4.939322046534952e-21,1.508091836225433e-34,3.76,0.0,0.7671339973896366,0.9999870902213336,3.4334809590393696e-11,8.800830844977886e-17,3.2819245909157565e-07,3.28192462284508e-07,9.400758412957878e-19,1.3336837960897165e-23,1.290940206506087e-05,7.766764595913184e-19,3.153864932245918e-18,2.562079111796421e-10,8.566794114490804e-12,1.4460065836529485e-11,1.1904293803337667e-11,8.316885780036688e-10,1.5535015999315522e-18,9.41537628778701e-11,1.173981113222897e-16,1.2931477842820065e-20,9.252852608377989e-18,9.844423673715889e-14,6.337731937953033e-23,1.9108451248206573e-22,7.124600188636482e-18,9.128176418387772e-23,2.1181053413787525e-14
7.489643038552485e-07,0.46304351428277973,5.886080387197931e-13,7.87764589027519e-15,6.714504056594515e-11,2.0035641281045884e-13,0.0,0.0,3.076237115428911e-10,3.0863802158998756e-15,3.787034156901171e-15,3.617577654143386e-19,1.38577547472101e-25,1.9519868846814882e-40,4.579409646629917e-30,1.1506290945876937e-19,2.4630245124886528e-14,4.090776611894385e-18,4.235671622300921e-31,1.3657481223071841e-31,2.4261753362082162e-17,4.808363635120111e-27,9.464000752708674e-21,1.4302552648587603e-23,4.173503062120299e-20,2.5304518772809428e-21,2.6008227161970075e-26,7.6587343529284585e-28,2.6070616335756445e-27,1.446038075973875e-29,4.0050835613306136e-23,1.3449482509223477e-28,6.481189873144637e-21,2.4177571639610394e-34,3.76,0.0,0.7671339712949504,0.9999870901812756,4.195494832513096e-11,1.1076094435899846e-16,3.5422240367537895e-07,3.542224076511625e-07,1.0153053170823854e-18,1.4486766231397826e-23,1.2909402005183638e-05,9.524487412702812e-19,4.2143009129704524e-18,2.7834228056592494e-10,9.495207210145295e-12,1.7407183542911003e-11,1.3906072522765962e-11,8.902003931734075e-10,1.9712886037486354e-18,1.0907280303048981e-10,1.2978059970700577e-16,1.5066193971571603e-20,1.028048817026233e-17,1.0903845495937656e-13,8.803774558074323e-23,2.6329544622448944e-22,8.672253763642246e-18,1.3819921344073298e-22,2.4744974290246017e-14
8.040017698796528e-07,0.463043516466562,6.679710493155518e-13,9.257459043556961e-15,7.457112175640314e-11,2.4534033046504617e-13,0.0,0.0,3.3328146827381726e-10,3.577730064819629e-15,4.665174516500701e-15,3.9231114291863e-19,1.747867200089148e-25,2.1249917705977607e-40,4.963852339428035e-30,1.150856825397429e-19,2.846488389406895e-14,5.0443682509625355e-18,6.036196942367403e-31,1.766605402340137e-31,2.7958505363772705e-17,5.579159856370576e-27,9.464581251317896e-21,1.9791683106979633e-23,4.9881128815255275e-20,3.459460538597946e-21,3.1335253228472594e-26,1.0311721144350812e-27,3.7292236488784026e-27,2.0643516823161345e-29,4.8360877392779895e-23,1.734713442220201e-28,8.325435200312016e-21,3.7350107512341074e-34,3.76,0.0,0.7671339451993745,0.9999870901395294,5.0459465290409084e-11,1.3718716814090707e-16,3.802523473735539e-07,3.8025235224874863e-07,1.090540856959897e-18,1.5636308959665546e-23,1.2909402164905844e-05,1.147927728900563e-18,5.502395675659451e-18,3.008748979224963e-10,1.0441948610111886e-11,2.0660237969472885e-11,1.6075140322319133e-11,9.477070526714016e-10,2.462667321300036e-18,1.249968802993335e-10,1.4227147696130217e-16,1.736446539867297e-20,1.1327781982888621e-17,1.1983849262965814e-13,1.189884122930308e-22,3.550425022816724e-22,1.0435728116964e-17,2.024114376939353e-22,2.86069871321681e-14
8.590392359040572e-07,0.46304351865034515,7.509146257176039e-13,1.0735289160464602e-14,8.20887049521676e-11,2.9613824181972884e-13,0.0,0.0,3.594116252117792e-10,4.10878540917174e-15,5.666599030602181e-15,4.228638258854875e-19,2.173907081479513e-25,2.3109036692988764e-40,5.373443815775812e-30,1.1512784575464942e-19,3.25988459985372e-14,6.139591584829336e-18,8.38376537378955e-31,2.2408080577453703e-31,3.191728475920316e-17,6.40737826769072e-27,9.465117340743281e-21,2.6770205129479176e-23,5.886423249547456e-20,4.621924601584034e-21,3.7262637656711083e-26,1.3583662422767262e-27,5.213543223883305e-27,2.8803114887284e-29,5.758203013416246e-23,2.1954771741723534e-28,1.0499399427320654e-20,5.587843128222886e-34,3.76,0.0,0.7671339191028964,0.9999870900965355,5.98611727702347e-11,1.67582813003073e-16,4.0628229018608515e-07,4.062822960847333e-07,1.1657728097363817e-18,1.6785656023005567e-23,1.2909402111357857e-05,1.3630660483837961e-18,7.042129236491038e-18,3.238100510889232e-10,1.1406769156376844e-11,2.422529094097022e-11,1.8414494448415725e-11,1.0042258266053105e-09,3.034035533936323e-18,1.4190871707764145e-10,1.5485546943661656e-16,1.9826448642431912e-20,1.2394198061880677e-17,1.308421661510822e-13,1.570808072972054e-22,4.697298570941203e-22,1.2429986609423442e-17,2.8811089723122607e-22,3.2772435194101143e-14
9.140767019284615e-07,0.46304352083412903,8.372723246842918e-13,1.2306855074324453e-14,8.967147123039292e-11,3.5300073618109245e-13,0.0,0.0,3.8602298273206053e-10,4.680277359771764e-15,6.798660577631539e-15,4.534249597497835e-19,2.6710748737535003e-25,2.5089774485636325e-40,5.806110123861549e-30,1.1517113809056939e-19,3.703720019471018e-14,7.387228395314228e-18,1.1386088572630416e-30,2.79432360210059e-31,3.613809154259695e-17,7.293012010606322e-27,9.465311403800675e-21,3.549537804320731e-23,6.870279109859202e-20,6.0524284085005875e-21,4.3808137682380675e-26,1.75575035643868e-27,7.143926377161217e-27,3.939028171615913e-29,6.773617346118795e-23,2.733128016110182e-28,1.3029800237396063e-20,8.128926301713567e-34,3.76,0.0,0.767133893005506,0.9999870900521857,7.016946248045402e-11,2.0224865694242449e-16,4.323122321129509e-07,4.3231223916645246e-07,1.2410009159837614e-18,1.7935264780426223e-23,1.2909401960913838e-05,1.5977344079197004e-18,8.857351149454816e-18,3.471485303789894e-10,1.2389635270780375e-11,2.8108228690077893e-11,2.0927153467087037e-11,1.059773685589762e-09,3.691701464569761e-18,1.5979133538162363e-10,1.6752260842145243e-16,2.2452308788594913e-20,1.3479587901794556e-17,1.4204970961233679e-13,2.031804846797059e-22,6.110440465614238e-22,1.4670042092212784e-17,4.0002309510974824e-22,3.724669880549102e-14
9.69114167952866e-07,0.46304352301791374,9.268944657556602e-13,1.396799594963361e-14,9.729640324053418e-11,4.161670893142317e-13,0.0,0.0,4.131242634270537e-10,5.292950595949087e-15,8.068584809808941e-15,4.840011988762747e-19,3.247057272420181e-25,2.718809435108854e-40,6.26098587600477e-30,1.1520242314668412e-19,4.178500590681537e-14,8.798238409464374e-18,1.5161485610148389e-30,3.4329362764237336e-31,4.062092570827809e-17,8.236068809228038e-27,9.465632779598965e-21,4.6245761973024335e-23,7.941457175833959e-20,7.787306520504567e-21,5.098844608496509e-26,2.2320002365263e-27,9.617222209403775e-27,5.292391892134327e-29,7.884420360322944e-23,3.353405761129883e-28,1.5942655179147942e-20,1.1537484996926832e-33,3.76,0.0,0.767133866907197,0.9999870900061043,8.139071623511266e-11,2.414904438657365e-16,4.58342173154125e-07,4.583421815011141e-07,1.3162331896833906e-18,1.90850812560448e-23,1.2909402097640106e-05,1.851737254826886e-18,1.0971700102187592e-17,3.7088811002053683e-10,1.3390579850769616e-11,3.23148664408609e-11,2.3616133753659044e-11,1.1143673066830839e-09,4.441865964122485e-18,1.7862805091116473e-10,1.8026617080076276e-16,2.5242218811314086e-20,1.45840540673876e-17,1.5346197109326748e-13,2.5816341416661834e-22,7.829502580105273e-22,1.7170938525845862e-17,5.434124680049636e-22,4.203515410781602e-14
9.999999999999997e-07,0.4630435252016993,9.785679440741419e-13,1.4937941520514948e-14,1.015861794633657e-10,4.5446208390213497e-13,0.0,0.0,4.285507909184127e-10,5.655091868051022e-15,8.844290324046434e-15,5.011654388865775e-19,3.6078586621462505e-25,2.841994237958264e-40,6.526377128522126e-30,1.1521831136351518e-19,4.458680259466803e-14,9.665789606837185e-18,1.766661418117751e-30,3.8306869614323757e-31,4.325137601358488e-17,8.790449349011996e-27,9.465881248288561e-21,5.327705270751521e-23,8.581481335986053e-20,8.908359999429688e-21,5.530192916805534e-26,2.5371761036100736e-27,1.1283904990107958e-26,6.202787929731119e-29,8.550327035518429e-23,3.739776808887338e-28,1.7754286052590293e-20,1.3906697738817745e-33,3.76,0.0,0.7671338522609877,0.9999870899796433,8.808927845253504e-11,2.6563258964897703e-16,4.729496110307921e-07,4.7294962016705105e-07,1.3584530181796864e-18,1.9730277025702346e-23,1.2909402145391505e-05,2.00265530547839e-18,1.2298001411231931e-17,3.843842647073202e-10,1.3960190481943049e-11,3.4819525520510586e-11,2.5203488541179373e-11,1.1445922003860356e-09,4.9056371931393006e-18,1.8961060496732496e-10,1.874489438424799e-16,2.6879784993676133e-20,1.5212286964770112e-17,1.5995587209977956e-13,2.9324055701791284e-22,8.943959934488909e-22,1.8694279469373678e-17,6.398191265365382e-22,4.4861959075871864e-14
1.0241516339772703e-06,0.4630435252016993,1.0196477510180842e-12,1.5714760318604693e-14,1.0494334976534549e-10,4.85866210911221e-13,0.0,0.0,4.407242102986101e-10,5.9475629827918965e-15,9.483473527677e-15,5.14587625551241e-19,3.9100625149383693e-25,2.941385199828672e-40,6.739458780195557e-30,1.1523607097690127e-19,4.6847270361228196e-14,1.0383757646821847e-17,1.9838991175536e-30,4.162234519886886e-31,4.536578725067447e-17,9.236556566519956e-27,9.465939791306518e-21,5.932121446609181e-23,9.101695797599656e-20,9.86456309835723e-21,5.881946735685797e-26,2.796160348758916e-27,1.2744446432058197e-26,6.999680808442017e-29,9.092650791151888e-23,4.061878184605829e-28,1.926318012095755e-20,1.6021074635177076e-33,3.76,0.0,0.7671338408079648,0.9999870899589226,9.352873363987939e-11,2.8561895585939225e-16,4.843721133095801e-07,4.84372123095801e-07,1.3914646203375584e-18,2.0234682201031824e-23,1.2909401897378617e-05,2.124822289218934e-18,1.3408511640372052e-17,3.950240494213953e-10,1.4409532852152197e-11,3.685107165571305e-11,2.6484425076562936e-11,1.1680230811916268e-09,5.290599476134767e-18,1.9840246524213727e-10,1.9308043587384291e-16,2.8196359189183365e-20,1.5707792535555702e-17,1.650784015356758e-13,3.229145042487183e-22,9.896897537231187e-22,1.994773254186948e-17,7.24091882794507e-22,4.714313026396824e-14
1.0791891000016746e-06,0.4630435273854856,1.1154119655118164e-12,1.754348108491559e-14,1.1259466322885294e-10,5.623179015766493e-13,0.0,0.0,4.688315439077259e-10,6.644885662200205e-15,1.1050307458735973e-14,5.451816019727711e-19,4.66883451140715e-25,3.1769842466435117e-40,7.241535712851036e-30,1.1528105093614757e-19,5.222891395018163e-14,1.2155103863751068e-17,2.555843648531816e-30,4.987609506185936e-31,5.0372676164320805e-17,1.0294468349069124e-26,9.46633640023553e-21,7.50427787994879e-23,1.0352704376138366e-19,1.232383359973121e-20,6.731647078564591e-26,3.457625782751836e-27,1.6652087935914664e-26,9.128202807072553e-29,1.0400318593612833e-22,4.8639203226969945e-28,2.301569839511102e-20,2.1817077074419244e-33,3.76,0.0,0.767133814707808,0.9999870899100908,1.0658508832115982e-10,3.349499996941987e-16,5.104020525792879e-07,5.104020639574747e-07,1.4666962905378578e-18,2.138416119171203e-23,1.2909401917770439e-05,2.416688297320549e-18,1.6190733640792415e-17,4.1954950799744697e-10,1.544630884052848e-11,4.172273871013506e-11,2.9534971127380225e-11,1.2207571210537864e-09,6.243820933411241e-18,2.190984594396267e-10,2.0596033853319185e-16,3.13149177073613e-20,1.6851044959587474e-17,1.7689701436892672e-13,3.9832590027207032e-22,1.2357756015942732e-21,2.3015469685860385e-17,9.484320724262965e-22,5.2575874807719565e-14
1.1287228194236386e-06,0.4630435293508941,1.2040820446630273e-12,1.9256577317211496e-14,1.194718073571004e-10,6.370729783093815e-13,0.0,0.0,4.945690540919309e-10,7.309641505768294e-15,1.2596044099701639e-14,5.727262573820101e-19,5.441275477308168e-25,3.399733320849084e-40,7.712447913133405e-30,1.15325361109762e-19,5.734944088496739e-14,1.3917695241280043e-17,3.1720991733818864e-30,5.8168864981387794e-31,5.510290958459327e-17,1.1295680983460753e-26,9.466797348690182e-21,9.173675479244699e-23,1.1557600787034991e-19,1.4897789311722933e-20,7.554525262864986e-26,4.144181685252982e-27,2.0954194722775055e-26,1.1466595686832212e-28,1.1663861306209991e-22,5.670042757989956e-28,2.6781684127668917e-20,2.837689574965804e-33,3.76,0.0,0.7671337912168762,0.9999870898647568,1.1912069424408226e-10,3.840610369677723e-16,5.338289971646869e-07,5.338290101119114e-07,1.5344060816174799e-18,2.241886025017336e-23,1.2909402104753767e-05,2.69514806961676e-18,1.9008679437023708e-17,4.419483454138991e-10,1.63944669680095e-11,4.6398864854427954e-11,3.24386760802088e-11,1.2674427673590539e-09,7.195821596554443e-18,2.384997057654298e-10,2.1760529858612443e-16,3.426235859850587e-20,1.789692381314055e-17,1.8770468478243666e-13,4.760502636291702e-22,1.49483724735524e-21,2.6037594584896198e-17,1.1933838595686371e-21,5.774727485504577e-14
1.1782565388456026e-06,0.4630435313163031,1.2950244928829853e-12,2.103093783497732e-14,1.2633016979555027e-10,7.176182248698215e-13,0.0,0.0,5.207306127559084e-10,8.010209020789657e-15,1.4275334486844852e-14,6.0028408181102595e-19,6.305954939844243e-25,3.6326200870997733e-40,8.200991719743652e-30,1.1536746509648171e-19,6.273598199371347e-14,1.584861315055594e-17,3.8966371330070096e-30,6.7318330324926686e-31,6.004538516741474e-17,1.2343406282868243e-26,9.4672110145443e-21,1.1111415113926039e-22,1.2838556331641761e-19,1.7845482461318264e-20,8.43354194148709e-26,4.9247710987338676e-27,2.6120922724495765e-26,1.4269286374685975e-28,1.3010924344215597e-22,6.559788086449717e-28,3.093298650399844e-20,3.643506825398649e-33,3.76,0.0,0.767133767725197,0.9999870898183502,1.323983431609235e-10,4.378828120430596e-16,5.572559410325839e-07,5.572559556830545e-07,1.6021149049494419e-18,2.3453679846740116e-23,1.2909402217859867e-05,2.988285986666656e-18,2.2140756762832965e-17,4.646483178968759e-10,1.735672961076659e-11,5.135556752222831e-11,3.549440048946571e-11,1.3134059928926118e-09,8.241213527208764e-18,2.586232369893022e-10,2.292987901380631e-16,3.7343281939315954e-20,1.89591757562334e-17,1.986725041268411e-13,5.637858895367074e-22,1.7932965688574266e-21,2.9318437828924576e-17,1.4847428862463832e-21,6.318956888502626e-14
1.2277902582675666e-06,0.46304353328171305,1.3881676035321327e-12,2.2864327617278414e-14,1.3316111902668546e-10,8.040978013505871e-13,0.0,0.0,5.473222284506294e-10,8.747177566194693e-15,1.60930215274815e-14,6.278537416420684e-19,7.2703830902940615e-25,3.876402099470104e-40,8.70829126057653e-30,1.1541276087334842e-19,6.839186089754088e-14,1.7956460778803042e-17,4.7418523325778834e-30,7.73595659654375e-31,6.520010290903628e-17,1.3437649137212986e-26,9.467648162935105e-21,1.3345161988037706e-22,1.4196727099367714e-19,2.1198772842225917e-20,9.369670091417901e-26,5.8069454287940505e-27,3.228155561887238e-26,1.7604415870497e-28,1.4442862478286903e-22,7.536659708728017e-28,3.5485427690281925e-20,4.623162021220248e-33,3.76,0.0,0.7671337442327729,0.9999870897710841,1.4641551345328591e-10,4.966553317935185e-16,5.806828841829567e-07,5.806829006757324e-07,1.6698235763298013e-18,2.448836324941295e-23,1.2909402048199591e-05,3.2958252880233073e-18,2.5602760924769555e-17,4.876411707318644e-10,1.833289419242785e-11,5.659693583290141e-11,3.870414807973359e-11,1.3586579755372533e-09,9.383976834937676e-18,2.794578703744955e-10,2.410394898193205e-16,4.055783786326911e-20,2.003812670985199e-17,2.0979818597130728e-13,6.621837335697262e-22,2.1349786949509018e-21,3.286884069998138e-17,1.8283089755979288e-21,6.890632913993677e-14
1.2773239776895306e-06,0.46304353524712344,1.483443982410527e-12,2.4754657282789456e-14,1.3995706077030094e-10,8.966512659922717e-13,0.0,0.0,5.743498216840598e-10,9.52114461161685e-15,1.8053873543374658e-14,6.5543290230583555e-19,8.342430709683301e-25,4.131696357886198e-40,9.235177336201668e-30,1.1546907981087997e-19,7.432029403316628e-14,2.0249947355743668e-17,5.7208307129005874e-30,8.832633332933528e-31,7.056706280578521e-17,1.457840596643479e-26,9.468126089331657e-21,1.5903892825352488e-22,1.5633249229471043e-19,2.4990389566001958e-20,1.0363854381791862e-25,6.798464706766265e-27,3.957877907813649e-26,2.15469622322936e-28,1.5961013280493928e-22,8.604022741317812e-28,4.0454195839912706e-20,5.802891371440885e-33,3.76,0.0,0.7671337207396065,0.9999870897224646,1.6116881749754964e-10,5.606215621346955e-16,6.041098266157827e-07,6.041098450946979e-07,1.7375313791099003e-18,2.552290296274686e-23,1.290940209554235e-05,3.617475818769696e-18,2.9410153479152377e-17,5.109179508931802e-10,1.9322675134158573e-11,6.212702883864972e-11,4.206986395918286e-11,1.403209721079828e-09,1.062797712803637e-17,3.0099259535495953e-10,2.528258737002109e-16,4.390618039269568e-20,2.1134084141790485e-17,2.2107844466210593e-13,7.718946483156666e-22,2.5238698992819523e-21,3.6699574258391247e-17,2.2302475781859355e-21,7.49010237429485e-14
1.3268576971114947e-06,0.4630435372125348,1.5807886602176774e-12,2.669998256102456e-14,1.4671132370782956e-10,9.954140159561611e-13,0.0,0.0,6.018191664847647e-10,1.0332715752470798e-14,2.0162585377872052e-14,6.830244556991233e-19,9.530332072135801e-25,4.397978239590746e-40,9.78032155154982e-30,1.1553218841445038e-19,8.052438213876789e-14,2.2737887385426285e-17,6.847347453096072e-30,1.0025108260804252e-30,7.614626485406605e-17,1.576567304239157e-26,9.468698298098713e-21,1.8817874090031907e-22,1.7149233721528132e-19,2.925391626972077e-20,1.141700317463681e-25,7.907291054052183e-27,4.816951217347958e-26,2.617913427605719e-28,1.7566687982408686e-22,9.765100858525677e-28,4.5853831984063886e-20,7.211206787401156e-33,3.76,0.0,0.7671336972457022,0.9999870896727703,1.7665411346736226e-10,6.300273297360603e-16,6.275367683310392e-07,6.275367889446302e-07,1.8052400537919482e-18,2.65575185946192e-23,1.2909402085727748e-05,3.952938954298062e-18,3.357804140325486e-17,5.344691329883528e-10,2.0325749454934962e-11,6.794982039996241e-11,4.559342989581373e-11,1.4470720657537384e-09,1.1976961536540176e-17,3.2321657099175623e-10,2.64656659533638e-16,4.738846733197968e-20,2.2247356483006853e-17,2.32509585703138e-13,8.935669531578705e-22,2.964113050173669e-21,4.082132522150072e-17,2.6970909429107454e-21,8.117700808205996e-14
1.3763914165334587e-06,0.46304353917794683,1.6801380923470993e-12,2.869845486669444e-14,1.5341807505199384e-10,1.100517417031435e-12,0.0,0.0,6.297358504655191e-10,1.1182504509659027e-14,2.2423779054970553e-14,7.106319905876317e-19,1.0842683640576294e-24,4.6750098677767456e-40,1.0342942605521223e-29,1.1559640558888878e-19,8.700710550779726e-14,2.5429193262289745e-17,8.135852565752229e-30,1.1316499646274657e-30,8.193770905036159e-17,1.6999452567413042e-26,9.469311843539146e-21,2.211863161445502e-22,1.874575844869856e-19,3.402372180638519e-20,1.2529981209536873e-25,9.141588411819496e-27,5.822573810582585e-26,3.1590762096504467e-28,1.926115815193445e-22,1.1022980149827239e-27,5.16982487955554e-20,8.87893818695088e-33,3.76,0.0,0.7671336737510647,0.9999870896220175,1.9286658830382284e-10,7.051211689421294e-16,6.509637093287042e-07,6.509637322301365e-07,1.8729490801874262e-18,2.759223827870353e-23,1.2909402008068198e-05,4.301912524849018e-18,3.81211792991689e-17,5.582847101161588e-10,2.1341789498884514e-11,7.406916106189734e-11,4.9276661644484825e-11,1.4902556777687704e-09,1.3434561388359243e-17,3.4611912444257376e-10,2.7653105570077476e-16,5.100485994540373e-20,2.3378273812128485e-17,2.440878810717813e-13,1.0278442115779995e-21,3.460001911003558e-21,4.524468112420741e-17,3.2357337594742433e-21,8.773751990542529e-14
1.4259251359554227e-06,0.4630435411433593,1.7814304275036787e-12,3.074830554012844e-14,1.6007225879211766e-10,1.2120887590845414e-12,0.0,0.0,6.581052884075385e-10,1.2071132052521255e-14,2.484200464270717e-14,7.3825683245002165e-19,1.2288440932536742e-24,4.963173155734835e-40,1.0923363390073024e-29,1.1566131868230487e-19,9.377132081799063e-14,2.8332870966610666e-17,9.601463305791993e-30,1.2709802073867275e-30,8.794139539123321e-17,1.8279746970654004e-26,9.469937445809549e-21,2.583893158957614e-22,2.0423869014886511e-19,3.933492615688258e-20,1.3703614144626011e-25,1.05097196567685e-26,6.993513214590229e-26,3.787958958000492e-28,2.1045659136314102e-22,1.238061091106772e-27,5.800073916322865e-20,1.0839252435208711e-32,3.76,0.0,0.767133650255699,0.9999870895700479,2.0980081748064838e-10,7.8615423793748095e-16,6.743906496087551e-07,6.743906749557508e-07,1.940657863458016e-18,2.862695778519301e-23,1.2909402025717507e-05,4.664090794416366e-18,4.3053971732459174e-17,5.823542592052915e-10,2.237044377777578e-11,8.048879373245674e-11,5.312130707278187e-11,1.532771059309431e-09,1.50042932466435e-17,3.6968974896253505e-10,2.884484708167419e-16,5.475552283643704e-20,2.452717251465883e-17,2.558093196202496e-13,1.1753654653054044e-21,4.0159774888747905e-21,4.998012059225099e-17,3.853430085381307e-21,9.458567606358057e-14
1.4754588553773867e-06,0.46304354310877277,1.8846054705312175e-12,3.284783966061229e-14,1.6666949252972661e-10,1.330251313599089e-12,0.0,0.0,6.869327299663624e-10,1.2999226846471069e-14,2.7421741776282077e-14,7.658982339282559e-19,1.3876914696211043e-24,5.263098697750354e-40,1.1522429100863134e-29,1.1573131179074586e-19,1.008197555523052e-13,3.1458015688535317e-17,1.1259955115679557e-29,1.4207888702298793e-30,9.415732387332113e-17,1.9606555361047482e-26,9.470598067193146e-21,3.001275127986482e-22,2.218458018953326e-19,4.5223364360980025e-20,1.4938694554942278e-25,1.2020238741178605e-26,8.35021011467253e-26,4.515175677216558e-28,2.2921394033477457e-22,1.3840808759463776e-27,6.477398131861722e-20,1.3127678031635325e-32,3.76,0.0,0.7671336267596115,0.9999870895170409,2.2745086466918569e-10,8.733801949133271e-16,6.97817589171169e-07,6.978176171259373e-07,2.0083663240326484e-18,2.96616161196301e-23,1.2909401964056334e-05,5.039165280181772e-18,4.839046985022425e-17,6.066670503702432e-10,2.341131983284919e-11,8.721236465614878e-11,5.71290429175408e-11,1.5746285500495036e-09,1.668955876555643e-17,3.939181003881287e-10,3.00408230258423e-16,5.864062381999641e-20,2.5694376579812384e-17,2.6766939775500906e-13,1.3367653037756075e-21,4.6366223150554044e-21,5.503799777820353e-17,4.557790308145488e-21,1.0172446680210074e-13
1.5249925747993507e-06,0.463043545074187,1.9896040847576958e-12,3.4995435892439684e-14,1.732059740237281e-10,1.455124494668319e-12,0.0,0.0,7.162232447982335e-10,1.3967424400817703e-14,3.0167401088856964e-14,7.935562247704849e-19,1.5617768309286778e-24,5.575068512647946e-40,1.2140330412609935e-29,1.1580901640501044e-19,1.0815500328756653e-13,3.481380851264085e-17,1.31277534204472e-29,1.581351198077492e-30,1.0058549449334427e-16,2.0979876023510436e-26,9.471322922720705e-21,3.4675248374602656e-22,2.4028875039213035e-19,5.1725560483276155e-20,1.6235981134519266e-25,1.3681882083857623e-26,9.914882072004064e-26,5.352227674580859e-28,2.4889532135780936e-22,1.5406254885106132e-27,7.203004053908969e-20,1.5782122005929124e-32,3.76,0.0,0.7671336032628077,0.9999870894626609,2.458103719222995e-10,9.670550709224514e-16,7.212445280159249e-07,7.212445587450908e-07,2.0760748234733515e-18,3.069625804412182e-23,1.290940216426586e-05,5.4268263650723214e-18,5.4144364667147876e-17,6.312121451712262e-10,2.4463991531686852e-11,9.424341081553889e-11,6.130147208532844e-11,1.6158383304482619e-09,1.8493643824293043e-17,4.1879399383957786e-10,3.124095926743718e-16,6.266033374549916e-20,2.6880194369107013e-17,2.796632226894627e-13,1.512672818872208e-21,5.326654563928354e-21,6.042852789181726e-17,5.3567789870304884e-21,1.0915675091848578e-13
