Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43)
4.546549459539155e-06,0.46304366496591376,9.77842958043144e-12,2.0694919539617737e-13,4.416693940814165e-10,2.4288325493867926e-11,0.0,0.0,3.4581126069186356e-09,1.7638514178654635e-13,6.501497944605432e-13,2.567065058824835e-18,9.689728133621674e-23,5.20943178221306e-39,8.173345438463527e-29,1.3101547750067306e-19,1.1254127793705143e-12,1.0620268299987743e-15,1.4478410340676043e-27,3.7641203866532714e-29,8.94053697044954e-16,1.9270894209400227e-25,9.629565099059684e-21,3.13900278314067e-20,3.108652222289926e-18,3.2499099800536555e-18,2.200916953729473e-24,8.202070689388293e-25,3.186034071267132e-23,1.5556095830740118e-25,3.402053698218117e-21,3.5394471690526064e-26,1.623162213109472e-18,3.690396983181145e-30,3.76,0.0,0.7671321689054929,0.9999870842966926,2.402891178622254e-09,2.96414022586718e-14,2.150286439711755e-06,2.15028709363948e-06,6.2062959686704865e-18,9.381073624138035e-23,1.290940214676327e-05,4.3424202603955856e-17,1.5511194659304288e-15,2.2026399670303023e-09,9.443159683411688e-11,1.1631412224461011e-09,6.488692058360863e-10,3.225076982506586e-09,4.2639255124094954e-16,2.8403241977534263e-09,1.1019558514035216e-15,5.700173019057938e-19,1.3957225895508962e-16,1.0758281133452188e-12,5.793608476556038e-20,4.1018877568820916e-19,1.2931786376567893e-15,7.277387906484556e-19,1.1561180464787796e-12
4.596083178961119e-06,0.4630436669313748,9.90256383531396e-12,2.0979735141685513e-13,4.443246542394401e-10,2.4922732815756053e-11,0.0,0.0,3.5184445499769803e-09,1.8119936673431343e-13,6.695152139516847e-13,2.598423936063057e-18,1.009582028931193e-22,5.334823055737468e-39,8.333130990475422e-29,1.3142720191445092e-19,1.1509555953954253e-12,1.0986040945364951e-15,1.5099822320852602e-27,3.87069435771005e-29,9.136408763876515e-16,1.969660826823166e-25,9.634071735296866e-21,3.2713961015880907e-20,3.1838454027279535e-18,3.3748500337895505e-18,2.253130192649269e-24,8.524444755296182e-25,3.3717087054387566e-23,1.6435110618646772e-25,3.485546405096988e-21,3.635152487605233e-26,1.6668619916220168e-18,3.8709701393904544e-30,3.76,0.0,0.7671321453786806,0.9999870841860066,2.4507500253041908e-09,3.066201961350494e-14,2.1737133340265358e-06,2.1737140073977503e-06,6.274004447257328e-18,9.48453983645079e-23,1.2909402028353697e-05,4.417410136071083e-17,1.5979836276853495e-15,2.2256120836828743e-09,9.547746655558072e-11,1.191031713862183e-09,6.637957331125165e-10,3.2407473835700097e-09,4.3847870123229985e-16,2.8907226938747083e-09,1.1154858990667608e-15,5.827544745412371e-19,1.4206306757597648e-16,1.0877196406148988e-12,5.978603467497434e-20,4.2667750886215654e-19,1.330473346071324e-15,7.607563950648304e-19,1.1827181138888229e-12
4.645616898383083e-06,0.46304366889683646,1.0026032000298275e-11,2.126322491198034e-13,4.469390200354843e-10,2.556512155678311e-11,0.0,0.0,3.57922897982675e-09,1.8609717726193992e-13,6.892220774280857e-13,2.629881996773506e-18,1.0513873681021741e-22,5.461769079432046e-39,8.494131142124848e-29,1.3184314636046162e-19,1.176749662713586e-12,1.136006992696088e-15,1.5738963350987933e-27,3.9788327734455183e-29,9.334402977708635e-16,2.0126973650345265e-25,9.638633167392471e-21,3.407580392560921e-20,3.2598645598186413e-18,3.502896927064535e-18,2.3058431244173104e-24,8.855421309164664e-25,3.565852120456273e-23,1.7352320646566996e-25,3.5699760860412085e-21,3.7320299348702323e-26,1.711092588288867e-18,4.057812552910163e-30,3.76,0.0,0.7671321218515761,0.9999870840743882,2.498893507946313e-09,3.1705654754319423e-14,2.1971402276225963e-06,2.1971409207795993e-06,6.341712923766927e-18,9.588006046063379e-23,1.290940214705484e-05,4.492577398892288e-17,1.6456279078075982e-15,2.248423751127604e-09,9.651644486201789e-11,1.2192283851862183e-09,6.788765864692443e-10,3.2561753010750142e-09,4.507403712458646e-16,2.94136332959563e-09,1.129024720576839e-15,5.956377117945931e-19,1.4457192591530609e-16,1.099532641514327e-12,6.166780875572659e-20,4.435978048008895e-19,1.3683290329287093e-15,7.94820338821483e-19,1.2095932766838382e-12
4.695150617805047e-06,0.46304367086229875,1.0148820929079356e-11,2.154535220220874e-13,4.495131155409619e-10,2.6215448212972706e-11,0.0,0.0,3.6404628309276864e-09,1.910791954478038e-13,7.092720054318444e-13,2.6614402453378867e-18,1.094407714093683e-22,5.590261678980048e-39,8.656332419981114e-29,1.3226324652463692e-19,1.2027928118366272e-12,1.1742435784137377e-15,1.6396045719537044e-27,4.0885340829286866e-29,9.534519611938053e-16,2.0561990355786824e-25,9.643248824121313e-21,3.5476078831295104e-20,3.336703758730974e-18,3.634080616998033e-18,2.359049701239087e-24,9.19511860360914e-25,3.768739240219549e-23,1.8308855704521188e-25,3.65533611004265e-21,3.830069963834444e-26,1.7558495909816513e-18,4.2510481691390576e-30,3.76,0.0,0.767132098324183,0.9999870839623198,2.5473172528664085e-09,3.2772531712469907e-14,2.2205671204999215e-06,2.2205678337866366e-06,6.409421398199241e-18,9.691472252978795e-23,1.2909402026571858e-05,4.5679150130878387e-17,1.6940533261173262e-15,2.271073747450415e-09,9.754846198650302e-11,1.2477291986133057e-09,6.941106787501811e-10,3.2713644782245216e-09,4.631771364423613e-16,2.992242360096823e-09,1.1425719475996424e-15,6.086671474448674e-19,1.4709865880523247e-16,1.1112663286045371e-12,6.358135758027655e-20,4.609539627373839e-19,1.4067438239924396e-15,8.29948433547152e-19,1.2367415974531632e-12
4.744684337227011e-06,0.46304367282776177,1.0270917909667213e-11,2.182608145155058e-13,4.5204755850731913e-10,2.6873668709711506e-11,0.0,0.0,3.702143018777681e-09,1.961460404365929e-13,7.296666011625452e-13,2.693099675533732e-18,1.1386619195905155e-22,5.7202919483689355e-39,8.819721321554379e-29,1.3268743786478186e-19,1.2290828649127583e-12,1.2133218573122764e-15,1.707127931229132e-27,4.1997966903924665e-29,9.736758666556917e-16,2.1001658384590343e-25,9.647918135446767e-21,3.691530539545253e-20,3.414357025357772e-18,3.768430735757042e-18,2.4127438697980878e-24,9.54365494823557e-25,3.980648316941236e-23,1.9305855713939676e-25,3.741619797685602e-21,3.929262960817852e-26,1.8011285587317413e-18,4.4508011274147284e-30,3.76,0.0,0.7671320747965064,0.9999870838493281,2.596016932610311e-09,3.3862873170720526e-14,2.243994012658499e-06,2.243994746420451e-06,6.4771298705542356e-18,9.794938457199919e-23,1.2909402147451728e-05,4.643416103345286e-17,1.7432608481856261e-15,2.2935609124023345e-09,9.857345121559521e-11,1.2765321026616203e-09,7.094969173305333e-10,3.286318618213415e-09,4.75788558964751e-16,3.0433560805843655e-09,1.1561272169588113e-15,6.218429135456587e-19,1.4964309062421837e-16,1.1229199490651126e-12,6.552662745309895e-20,4.787502209408294e-19,1.4457157774388778e-15,8.661584699361033e-19,1.2641611290257848e-12
4.794218056648975e-06,0.4630436747932254,1.0392311037948924e-11,2.210537912516522e-13,4.5454295480359454e-10,2.7539737928687893e-11,0.0,0.0,3.764266424669266e-09,2.0129832578297957e-13,7.504074353340809e-13,2.7248612609944092e-18,1.1841687759128662e-22,5.851851029278197e-39,8.984284331421734e-29,1.3311565587253576e-19,1.2556176292384758e-12,1.2532497431654535e-15,1.7764869425327588e-27,4.3126188391941763e-29,9.941120141557304e-16,2.1445977736801923e-25,9.65264051798504e-21,3.839399824470977e-20,3.492818314604133e-18,3.905976304234266e-18,2.4669196033496277e-24,9.901148784099049e-25,4.2018638902638544e-23,2.0344479540694373e-25,3.828820380765142e-21,4.0295991958882224e-26,1.8469249978880425e-18,4.657195913132629e-30,3.76,0.0,0.7671320512685498,0.9999870837359046,2.644988306365207e-09,3.497689924814097e-14,2.2674209040983123e-06,2.2674216586826023e-06,6.544838340831862e-18,9.898404658729427e-23,1.290940202471228e-05,4.7190739843705785e-17,1.7932513391736227e-15,2.315884200040297e-09,9.959135149941837e-11,1.3056350211300077e-09,7.250341997766296e-10,3.301041349294445e-09,4.885741767093222e-16,3.0947008612390845e-09,1.1696901758180691e-15,6.351651393433745e-19,1.5220504563830756e-16,1.1344928142842457e-12,6.750355632100884e-20,4.969907014862387e-19,1.4852428266383122e-15,9.034681958016073e-19,1.2918499067233874e-12
4.843751776070939e-06,0.4630436767586896,1.0512988822468138e-11,2.238321272591585e-13,4.5699990410947184e-10,2.82136102353765e-11,0.0,0.0,3.826829913437654e-09,2.0653666205857668e-13,7.714960618465235e-13,2.7567259647219194e-18,1.2309470390376703e-22,5.984929355331197e-39,9.150007909297998e-29,1.3354783587454014e-19,1.2823949051960856e-12,1.2940351009287497e-15,1.847701890999614e-27,4.426998736334293e-29,1.014760403693129e-15,2.189494841245505e-25,9.657415390398516e-21,3.99126692784375e-20,3.5720815471122025e-18,4.046746018615187e-18,2.5215708744823722e-24,1.026771862843615e-24,4.432673804613524e-23,2.1425895822360385e-25,3.9169310486270315e-21,4.131068881537919e-26,1.8932343900723667e-18,4.870357178297646e-30,3.76,0.0,0.7671320277403183,0.999987083621567,2.694227178204827e-09,3.6114828701299584e-14,2.29084779481935e-06,2.290848570574632e-06,6.612546809032088e-18,1.0001870857569896e-22,1.2909402147842184e-05,4.7948821255250527e-17,1.8440256127598655e-15,2.338042622438676e-09,1.006021046659062e-10,1.3350358658772948e-09,7.407214189906798e-10,3.315536260932205e-09,5.015335154240507e-16,3.14627311104684e-09,1.1832604764159303e-15,6.486339523567718e-19,1.5478434783459553e-16,1.1459842682748445e-12,6.951207812611746e-20,5.156794647629797e-19,1.5253228419443335e-15,9.418953332022863e-19,1.3198059575421237e-12
4.893285495492903e-06,0.4630436787241546,1.0632940538772812e-11,2.2659551688258166e-13,4.594189944777774e-10,2.8895239053139078e-11,0.0,0.0,3.889830320371514e-09,2.1186165415693772e-13,7.929340031125111e-13,2.7886947295458716e-18,1.2790153946599187e-22,6.119517418648929e-39,9.316878510201802e-29,1.3398391333158682e-19,1.3094124810086713e-12,1.3356857028297255e-15,1.9207925954184437e-27,4.5429344382733125e-29,1.035621035267087e-15,2.2348570411596005e-25,9.66224215907038e-21,4.147182514329e-20,3.652140581872716e-18,4.190767964710956e-18,2.5766916897741897e-24,1.064348316675026e-24,4.67337214367852e-23,2.255129144733189e-25,4.005944912889372e-21,4.233662130868452e-26,1.940052171877156e-18,5.090409870316983e-30,3.76,0.0,0.7671320042118153,0.9999870835068152,2.7437294363021627e-09,3.7276877698878243e-14,2.314274684821596e-06,2.3142754820980523e-06,6.6802552751548634e-18,1.0105337053723697e-22,1.290940202286068e-05,4.870834176698524e-17,1.89558438739175e-15,2.3600352991488504e-09,1.0160565787739998e-10,1.3647325272745751e-09,7.565574595617894e-10,3.3298068699524843e-09,5.14666078238536e-16,3.198069311663899e-09,1.1968377811368156e-15,6.622494773129646e-19,1.5738082138231754e-16,1.1573937155227717e-12,7.155211894857107e-20,5.348204537435914e-19,1.5659535774777759e-15,9.814575523840606e-19,1.3480272936382742e-12
4.942819214914867e-06,0.4630436806896201,1.0752155853791131e-11,2.293436643481032e-13,4.6180080791255046e-10,2.958457734107984e-11,0.0,0.0,3.953264466671497e-09,2.1727390394664142e-13,8.147227652496404e-13,2.820768487666106e-18,1.328392488615768e-22,6.25560502818323e-39,9.484882568625692e-29,1.3442382359718854e-19,1.3366681393518764e-12,1.3782092718764687e-15,1.9957786269442913e-27,4.660423972936166e-29,1.0566939088768004e-15,2.280684373425774e-25,9.66712023322113e-21,4.3071969651709317e-20,3.732989248355296e-18,4.338069904648869e-18,2.6322760595355567e-24,1.1028561181165242e-24,4.9242562671125244e-23,2.3721862696305424e-25,4.095855048357039e-21,4.3373690079920413e-26,1.9873737590496205e-18,5.3174790773489036e-30,3.76,0.0,0.7671319806830456,0.9999870833911579,2.7934910123877844e-09,3.846326103603002e-14,2.337701574105039e-06,2.337702393254356e-06,6.747963739200159e-18,1.0208803247193095e-22,1.2909402148271929e-05,4.9469239367054834e-17,1.9479283327041114e-15,2.381861404232949e-09,1.026019610047902e-10,1.3947228853969218e-09,7.725412021749456e-10,3.343856655589915e-09,5.279713569686008e-16,3.250085982354043e-09,1.2104217573418657e-15,6.760118372126772e-19,1.5999429032939235e-16,1.168720591217773e-12,7.362360111734818e-20,5.544175491892506e-19,1.6071327287990508e-15,1.0221724933087304e-18,1.3765119201979135e-12
4.992352934336831e-06,0.4630436826550862,1.0870625161641476e-11,2.3207629226702317e-13,4.641459150604025e-10,3.028157721262125e-11,0.0,0.0,4.0171291483773565e-09,2.227740075429208e-13,8.368638238572157e-13,2.8529481511303633e-18,1.3790968881061456e-22,6.393182062281495e-39,9.654006522800385e-29,1.3486750225069049e-19,1.3641596532699133e-12,1.4216134376434303e-15,2.072679084857995e-27,4.7794652274126936e-29,1.0779790245214565e-15,2.326976838048669e-25,9.672049010808248e-21,4.471360116846079e-20,3.8146213231648095e-18,4.48867899239407e-18,2.688318034794745e-24,1.1423071661176793e-24,5.185629717367288e-23,2.493882337663876e-25,4.186654462527829e-21,4.4421794934664754e-26,2.0351945294953584e-18,5.5516901352293204e-30,3.76,0.0,0.7671319571540127,0.9999870832751048,2.843507919801933e-09,3.96741909006395e-14,2.361128462669664e-06,2.3611293040450064e-06,6.815672201167931e-18,1.031226943798017e-22,1.2909402020987035e-05,5.023145375725489e-17,2.0010580280593905e-15,2.4035202127114996e-09,1.0359096893853004e-10,1.4250048018751806e-09,7.886715206082306e-10,3.3576890266764634e-09,5.414488223644421e-16,3.302319712814344e-09,1.2240120823239982e-15,6.899211522869406e-19,1.6262457917220364e-16,1.1799643874496796e-12,7.572643957588956e-20,5.744745135608874e-19,1.6488578835431292e-15,1.0640577357455912e-18,1.4052578300749562e-12
5.041886653758795e-06,0.46304368462055295,1.0988339227252472e-11,2.3479313264801106e-13,4.664548806640885e-10,3.098619036602256e-11,0.0,0.0,4.081421149662736e-09,2.283625580001169e-13,8.593586387391212e-13,2.885234621381023e-18,1.431147116252663e-22,6.532237741568393e-39,9.824236794831819e-29,1.3531488481798874e-19,1.3918847915382142e-12,1.465905780163786e-15,2.151512818556134e-27,4.900056067611399e-29,1.0994763822002385e-15,2.373734435031511e-25,9.677027893359179e-21,4.6397215128009633e-20,3.897030557829723e-18,4.6426220598668085e-18,2.7448116743947253e-24,1.1827133714488228e-24,5.457799280434833e-23,2.6203396295677963e-25,4.2783361313782306e-21,4.548083526891199e-26,2.0835098439030612e-18,5.79316849625918e-30,3.76,0.0,0.7671319336247209,0.9999870831581543,2.893776214152848e-09,4.090987809823966e-14,2.3845553505154573e-06,2.384556214471454e-06,6.88338066105814e-18,1.0415735626086879e-22,1.290940214872658e-05,5.099492607356014e-17,2.0549740065467815e-15,2.4250110507868655e-09,1.0457263911665148e-10,1.455576129586521e-09,8.049472854474882e-10,3.371307355605728e-09,5.55097934653605e-16,3.3547671291960915e-09,1.237608438249168e-15,7.039775410443989e-19,1.6527151243138458e-16,1.1911246251856103e-12,7.786054576234289e-20,5.94995046744001e-19,1.6911265750786127e-15,1.1071308249345577e-18,1.4342630104226317e-12
5.091420373180759e-06,0.4630436865860204,1.1105289504219861e-11,2.374939349747777e-13,4.68728258385911e-10,3.169836774507128e-11,0.0,0.0,4.146137233657226e-09,2.3404014255527964e-13,8.822086401168616e-13,2.917628779771729e-18,1.4845616097368587e-22,6.672761366752753e-39,9.99555981892513e-29,1.3576590713455369e-19,1.4198413156676709e-12,1.5110937854825288e-15,2.232298201745835e-27,5.02219422779912e-29,1.1211859819123187e-15,2.420957164378958e-25,9.682056272104658e-21,4.812330134260306e-20,3.980210659258675e-18,4.79992533419365e-18,2.8017510839891533e-24,1.2240866697332264e-24,5.741077861560378e-23,2.7516821038353643e-25,4.370892973371301e-21,4.6550709791306555e-26,2.1323150318458254e-18,6.042039815574889e-30,3.76,0.0,0.7671319100951739,0.9999870830408258,2.944292030237147e-09,4.217053081191111e-14,2.4079822376424054e-06,2.4079831245351146e-06,6.951089118870743e-18,1.0519201811515008e-22,1.2909402019104114e-05,5.1759599078972957e-17,2.109676715707116e-15,2.446333339421993e-09,1.0554693369687766e-10,1.48643470582208e-09,8.213673616900562e-10,3.3847149465280975e-09,5.689181344725809e-16,3.4074249259234662e-09,1.2512105169899852e-15,7.181811192516139e-19,1.67934915319469e-16,1.2022008788901032e-12,8.002582419307361e-20,6.159827297460737e-19,1.7339362368600812e-15,1.1514092380721e-18,1.463525438413169e-12
5.140954092602723e-06,0.46304368855148825,1.122146779701372e-11,2.4017845765458187e-13,4.709665961327256e-10,3.241805992491298e-11,0.0,0.0,4.211274153713712e-09,2.398073453546583e-13,9.054152429015176e-13,2.9501314970977005e-18,1.5393587572213933e-22,6.814741606547469e-39,1.0167962017523104e-28,1.3622050503170005e-19,1.4480269840994463e-12,1.557184889862712e-15,2.3150533568865897e-27,5.145877427954975e-29,1.1431078236568621e-15,2.46864502609416e-25,9.687133542521532e-21,4.989234660875283e-20,4.064155313462062e-18,4.960614722695187e-18,2.8591303807500757e-24,1.2664390106685547e-24,6.035781573124162e-23,2.888034578373302e-25,4.464317880429345e-21,4.7631316876247953e-26,2.181605409081447e-18,6.298429841933097e-30,3.76,0.0,0.7671318865653757,0.9999870829226086,2.9950515438597316e-09,4.3456355835814214e-14,2.431409124050495e-06,2.4314100342373936e-06,7.018797574605707e-18,1.062266799426622e-22,1.2909402149214043e-05,5.252541691779348e-17,2.1651665592368105e-15,2.4674865475872356e-09,1.0651381723076031e-10,1.5175783605703683e-09,8.379306118095775e-10,3.397915068274634e-09,5.8290885268887455e-16,3.460289832755337e-09,1.2648180151815548e-15,7.325320009594226e-19,1.706146132060481e-16,1.21319275016045e-12,8.22221761183992e-20,6.374410807964143e-19,1.7772842522225604e-15,1.1969104138526637e-18,1.4930430867103586e-12
5.190487812024687e-06,0.4630436905169569,1.1336866561470903e-11,2.4284647568049737e-13,4.731704310133777e-10,3.314521681260975e-11,0.0,0.0,4.276828646010877e-09,2.4566474467441e-13,9.289798333302755e-13,2.9827436241699204e-18,1.5955568536512966e-22,6.958167220219841e-39,1.034142983337441e-28,1.366786147257821e-19,1.476439550228735e-12,1.6041864351750046e-15,2.3997959285709163e-27,5.271103265109842e-29,1.1652419074330236e-15,2.5167980201817778e-25,9.692259090701538e-21,5.1704831946079583e-20,4.148858169578397e-18,5.124715532362029e-18,2.9169437340819288e-24,1.3097823730880997e-24,6.342232575817056e-23,3.029523471476719e-25,4.5586036961766725e-21,4.872255434972598e-26,2.2313762665578664e-18,6.562464484773734e-30,3.76,0.0,0.7671318630353302,0.9999870828040309,3.046051007649642e-09,4.476755733064974e-14,2.4548360097397133e-06,2.4548369435796658e-06,7.086506028262994e-18,1.0726134174342014e-22,1.2909402017208578e-05,5.329232527925117e-17,2.2214438598025427e-15,2.4884702331049934e-09,1.0747325870321896e-10,1.5490049109218346e-09,8.546358939288353e-10,3.41091092352935e-09,5.970695019839684e-16,3.513358645626384e-09,1.2784306389286889e-15,7.470302975095579e-19,1.733104323725483e-16,1.2240998908426649e-12,8.444949631758599e-20,6.59373498967792e-19,1.8211679123191473e-15,1.2436517155879406e-18,1.5228139202041582e-12
5.240021531446651e-06,0.46304369248242605,1.1451478585048252e-11,2.454977725077118e-13,4.753402945313761e-10,3.3879787990576627e-11,0.0,0.0,4.3427974389121645e-09,2.516129156755762e-13,9.529037828000285e-13,3.0154660013079952e-18,1.6531741422871617e-22,7.10302636105822e-39,1.0515949701830278e-28,1.3714017247431645e-19,1.5050767655034123e-12,1.6521057133425124e-15,2.4865433095980063e-27,5.397869328457714e-29,1.1875882332399507e-15,2.565416146644882e-25,9.697432307605832e-21,5.356123528316297e-20,4.234312859768834e-18,5.292252753152953e-18,2.975185328284697e-24,1.3541287522302135e-24,6.660756197393376e-23,3.1762760191050894e-25,4.653743242376322e-21,4.9824319774069025e-26,2.2816228845925098e-18,6.834269725707969e-30,3.76,0.0,0.767131839505041,0.9999870826845729,3.0972867140166768e-09,4.610433806371397e-14,2.4782628947100473e-06,2.47826385256329e-06,7.154214479842565e-18,1.0829600351743772e-22,1.2909402149733901e-05,5.406027118290739e-17,2.278508898548023e-15,2.5092839987829165e-09,1.0842522934641391e-10,1.5807121680271471e-09,8.714820642736881e-10,3.4237056807416722e-09,6.113994859877003e-16,3.5666281947207633e-09,1.2920480989832156e-15,7.61676118537021e-19,1.7602219937853533e-16,1.2349219782523606e-12,8.670767653526394e-20,6.817833205022111e-19,1.8655844621778417e-15,1.291650464380968e-18,1.5528359003938508e-12
5.289555250868615e-06,0.4630436944478958,1.1565297270579877e-11,2.481321473124454e-13,4.774767076769019e-10,3.4621722454797e-11,0.0,0.0,4.409177247238014e-09,2.576524276066341e-13,9.77188434914171e-13,3.048299448988511e-18,1.7122287659075377e-22,7.249307283181359e-39,1.0691508086639724e-28,1.376051149880193e-19,1.5339363784011162e-12,1.7009499216300625e-15,2.575312414231574e-27,5.526173092450687e-29,1.210146801076776e-15,2.614499405488137e-25,9.702652575671302e-21,5.546202863585723e-20,4.320512986590564e-18,5.463250780136586e-18,3.0338494047285744e-24,1.399490176886931e-24,6.99168373620806e-23,3.328420978140042e-25,4.7497293011491276e-21,5.0936510293256285e-26,2.332340524595348e-18,7.113971667481588e-30,3.76,0.0,0.7671318159745116,0.9999870825647719,3.148755029892359e-09,4.746689816167805e-14,2.501689778961483e-06,2.5016907611896007e-06,7.221922929344378e-18,1.09330665264727e-22,1.2909402015303135e-05,5.4829203115222855e-17,2.3363618799045912e-15,2.5299275306578077e-09,1.0936970455301177e-10,1.6126979326623365e-09,8.884679758789052e-10,3.4363024442453113e-09,6.25898191481082e-16,3.6200953743662193e-09,1.3056701153217669e-15,7.764695710054691e-19,1.7874974189406923e-16,1.245658736858116e-12,8.8996602481245e-20,7.046737624839476e-19,1.9105310620875694e-15,1.3409238991103528e-18,1.5831069830731943e-12
5.339088970290579e-06,0.4630436964133661,1.1678316333967703e-11,2.5074940728519935e-13,4.795801859853011e-10,3.537096891816036e-11,0.0,0.0,4.475964779833051e-09,2.6378384658186223e-13,1.0018351188914173e-12,3.0812447772819924e-18,1.7727388122058093e-22,7.396997660861011e-39,1.0868091448481256e-28,1.3807337906029393e-19,1.5630161365015976e-12,1.750726207259228e-15,2.6661199051550758e-27,5.656012029741521e-29,1.2329176109426256e-15,2.6640477967145195e-25,9.70791928277749e-21,5.740768086329968e-20,4.407452139299061e-18,5.637733694606431e-18,3.0929302227459433e-24,1.4458786946471488e-24,7.335349614177006e-23,3.4860878803680126e-25,4.8465546371466065e-21,5.205902285366877e-26,2.3835244403246517e-18,7.401696464899906e-30,3.76,0.0,0.7671317924437463,0.9999870824440984,3.200452360794167e-09,4.885543635526667e-14,2.5251166624940073e-06,2.5251176694599145e-06,7.2896313767684e-18,1.1036532698529897e-22,1.2909402150288865e-05,5.559907084394197e-17,2.395002968998831e-15,2.5504005568766614e-09,1.1030666182328472e-10,1.6449600009423284e-09,9.055924804693035e-10,3.448704285190627e-09,6.405649968760037e-16,3.6737571120882763e-09,1.3192964124489213e-15,7.914107601828917e-19,1.814928879775308e-16,1.2563099150139332e-12,9.131615705436603e-20,7.28047979254193e-19,1.9560048300527225e-15,1.3914892129965005e-18,1.6136251216920693e-12
5.388622689712543e-06,0.463043698378837,1.1790530071835177e-11,2.53349374499009e-13,4.816512347633439e-10,3.612747558421975e-11,0.0,0.0,4.543156735403185e-09,2.7000773277019694e-13,1.0268451370102921e-12,3.114302776590565e-18,1.8347222621242344e-22,7.546085279241784e-39,1.1045686284356355e-28,1.3854490199897612e-19,1.5923137863544674e-12,1.801441622656903e-15,2.7589819672494665e-27,5.787383505984614e-29,1.25590066283661e-15,2.7140613203286953e-25,9.713231809090455e-21,5.939865479399293e-20,4.4951238843577136e-18,5.815724989288305e-18,3.1524221030241157e-24,1.4933063911770455e-24,7.692094139728735e-23,3.649407697204231e-25,4.944211983501071e-21,5.319175410499131e-26,2.4351698721517012e-18,7.697570356841817e-30,3.76,0.0,0.7671317689127478,0.9999870823230996,3.2523751845205755e-09,5.027014873101049e-14,2.5485435453076073e-06,2.5485445773755232e-06,7.357339822114587e-18,1.1139998867916305e-22,1.2909402013388217e-05,5.636982552954577e-17,2.454432258370358e-15,2.57070288346698e-09,1.1123608255813114e-10,1.677496160974329e-09,9.228544276644058e-10,3.4609142125811043e-09,6.553992650080587e-16,3.727610397586348e-09,1.3329267238433583e-15,8.064997887080244e-19,1.8425146697658055e-16,1.2668753052784696e-12,9.3666217540381e-20,7.519090062549483e-19,2.0020028064914513e-15,1.4433635106744073e-18,1.6443882659312298e-12
5.438156409134507e-06,0.4630437003443085,1.1901933076029195e-11,2.5593187860770833e-13,4.83690354012906e-10,3.689119041264275e-11,0.0,0.0,4.610749808401968e-09,2.7632464319220964e-13,1.0522197776063001e-12,3.147474227012173e-18,1.8981970383746963e-22,7.696557369779494e-39,1.1224279092473822e-28,1.3901962123253797e-19,1.6218270745916186e-12,1.8531031701766e-15,2.8539145347307754e-27,5.920284890680397e-29,1.2790959567578303e-15,2.7645399763335437e-25,9.718589540744786e-21,6.143541004320636e-20,4.583521778371022e-18,5.997247846824687e-18,3.2123193869877245e-24,1.5417853733770922e-24,8.062260698116863e-23,3.8185121313366976e-25,5.04269405999393e-21,5.433460056109706e-26,2.4872720555801207e-18,8.001719615410791e-30,3.76,0.0,0.7671317453815205,0.9999870822012358,3.304520016293598e-09,5.1711229978772795e-14,2.5719704274022713e-06,2.571971484937704e-06,7.425048265382913e-18,1.1243465034632751e-22,1.2909402150880492e-05,5.71414195665691e-17,2.5146498033740658e-15,2.590834355832333e-09,1.1215795013310737e-10,1.7103041974031189e-09,9.402526663229676e-10,3.4729352032559023e-09,6.704003509931277e-16,3.781652252738151e-09,1.346560787389991e-15,8.217367575368313e-19,1.8702530872712918e-16,1.277354722587579e-12,9.604665862979438e-20,7.76259816404123e-19,2.0485219932243684e-15,1.496563847919672e-18,1.6753943641069737e-12
