Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141)
5.323848471049951e-09,0.8388649036006395,1.2045346341992419e-19,8.740532935397577e-13,2.4143536022047132e-21,1.9818424314759044e-26,0.0,0.0,8.25864915168759e-20,2.1802411467026424e-41,1.300926975753571e-19,4.0348550054929056e-26,1.3843394756368114e-17,2.2189610827158717e-35,2.5544907582601755e-26,1.1249580666255278e-23,7.054466704809522e-31,1.727245974264554e-26,2.2270558176371628e-21,7.314586715313893e-20,1.8321917471838413e-09,3.905997761697716e-16,3.3841462913777066e-26,3.722609691032012e-51,1.702086107830717e-36,6.549585968120653e-31,7.395827022292852e-28,8.421475403017625e-46,3.3620131217696006e-64,1.967037480787676e-64,6.629110650626895e-40,3.4531709135407203e-35,5.723329061357974e-29,1.6559087527232358e-50,3.76,0.0,0.8500251796703477,0.9981850999597702,5.613007013323891e-27,3.055276132273069e-45,0.0011939483314002757,0.0011939526512822797,6.542058341648866e-10,1.2918794093352042e-12,0.0018149000397931013
5.447168812013426e-09,0.8388690343355605,1.3159897564713118e-19,8.942968751031318e-13,2.5958270536306397e-21,2.2217561071696088e-26,0.0,0.0,9.225372535602573e-20,2.7799735787558064e-41,1.4576073046681103e-19,4.5241717643024724e-26,1.516159020055344e-17,2.4859286296388574e-35,2.799343124402656e-26,1.232543565063856e-23,8.11561920133352e-31,1.936345757660319e-26,2.3867605526733108e-21,7.831343239897742e-20,1.9180411693311006e-09,4.1815594731861634e-16,3.787567795617554e-26,4.684861991869689e-51,1.9995147029853792e-36,7.534801338103596e-31,8.42495956871546e-28,1.0341854673301196e-45,4.551398139251078e-64,2.66245880190291e-64,7.965193222126257e-40,3.941417095205557e-35,6.437927756507354e-29,2.1345189199513605e-50,3.76,0.0,0.849997543136038,0.9981850991122645,6.2924925920397686e-27,3.7642547196948656e-45,0.001221584761433607,0.0012215892714414185,6.725865249612424e-10,1.3380956311504169e-12,0.0018149008872886561
5.693809493940376e-09,0.8388772954033864,1.5638364569077282e-19,9.347840381949485e-13,2.987755838412165e-21,2.771152585792988e-26,0.0,0.0,1.1431444559422947e-19,4.451589269137274e-41,1.816094612058422e-19,5.645080909390749e-26,1.8076586788139016e-17,3.0959706529511314e-35,3.3410306566170036e-26,1.4706249560487475e-23,1.0643640830011606e-30,2.4151827813876728e-26,2.7287958188203126e-21,8.936238342402951e-20,2.09563445286278e-09,4.770638107416565e-16,4.7086346869431807e-26,7.307306807615592e-51,2.730033123356758e-36,9.881923789182513e-31,1.0853221454404578e-27,1.5385142578374744e-45,8.17961372106125e-64,4.7832231688952355e-64,1.135893747978652e-39,5.089389776607094e-35,8.085482969001259e-29,3.4881068257997546e-50,3.76,0.0,0.8499422727629967,0.9981850980357725,7.848497036993708e-27,5.636196258343118e-45,0.0012768549200054301,0.0012768598220760452,7.093692189456805e-10,1.4315173222634773e-12,0.0018149019637603877
5.940450175867326e-09,0.8388855559352197,1.8480615236754987e-19,9.752712012626208e-13,3.420583722556706e-21,3.4241029156689757e-26,0.0,0.0,1.4042363586170848e-19,6.994369637431566e-41,2.2416842161817783e-19,6.977866721621122e-26,2.139073198428672e-17,3.818886864332507e-35,3.957215006205162e-26,1.741564695267354e-23,1.3803307143818675e-30,2.9842800669625733e-26,3.1021683951109375e-21,1.0139730500639223e-19,2.2810866904761185e-09,5.412126537511639e-16,5.799027706162967e-26,1.1183996542219317e-50,3.6785167854860824e-36,1.2815507079098276e-30,1.3854947588049964e-27,2.2504422224925408e-45,1.4345715052610514e-63,8.386106808881716e-64,1.5954195626772545e-39,6.50014934133301e-35,1.0061741848588085e-28,5.583441366388027e-50,3.76,0.0,0.8498870059838648,0.9981850974603458,9.697785797376367e-27,8.29716883740853e-45,0.00133212147678518,0.0013321267866602592,7.461744309315436e-10,1.5261623729280913e-12,0.0018149025391669574
6.187090857794276e-09,0.8388938159310954,2.172676817839965e-19,1.015758364323185e-12,3.897154424789615e-21,4.194569210130836e-26,0.0,0.0,1.7111518174813918e-19,1.0798123849086979e-40,2.7433322365766115e-19,8.551229495722693e-26,2.5138417099360684e-17,4.6693405568246707e-35,4.654344910174031e-26,2.0482398711755284e-23,1.7717954937604912e-30,3.6558091099608373e-26,3.508285413960313e-21,1.1445912266907777e-19,2.474397524289372e-09,6.108180091523695e-16,7.080645312737968e-26,1.6822536141383296e-50,4.8969128511571916e-36,1.645007111861685e-30,1.75391890718457e-27,3.241086395171874e-45,2.460050564365159e-63,1.4375848027973386e-63,2.2098381398513387e-39,8.219333989296215e-35,1.241625547778776e-28,8.769257619462418e-50,3.76,0.0,0.8498317427984086,0.9981850971490901,1.187990180656109e-26,1.2025985774049635e-44,0.0013873844320126782,0.001387390165427394,7.82996494481014e-10,1.621924667221104e-12,0.0018149028504023275
6.433731539721226e-09,0.8389020753910481,2.541997373271671e-19,1.0562455273866317e-12,4.420477536625492e-21,5.0977090461861047e-26,0.0,0.0,2.0696762605061893e-19,1.6400780427859306e-40,3.330747605990858e-19,1.0396349555257374e-25,2.935537629007897e-17,5.663153785623088e-35,5.439125100540874e-26,2.3936458294113833e-23,2.25291801299647e-30,4.4429839827079395e-26,3.9485581441106625e-21,1.2858861805633675e-19,2.675566596420312e-09,6.860944888359508e-16,8.577108394634549e-26,2.490236895772821e-50,6.446775086099737e-36,2.0917091346093683e-30,2.2031243438718643e-27,4.601452942080379e-45,4.1321055094433594e-63,2.413866589393164e-63,3.0219087619051106e-39,1.0298352320689828e-34,1.5204091542750632e-28,1.3533913453642325e-49,3.76,0.0,0.8497764832063943,0.9981850969741837,1.4437773640886526e-26,1.7182964422665455e-44,0.0014426437859264354,0.0014426499586107674,8.198310292237943e-10,1.7187072150947784e-12,0.001814903025288628
6.680372221648176e-09,0.8389103343151132,2.9606529063708073e-19,1.0967326904587544e-12,4.993740808646177e-21,6.149923525097881e-26,0.0,0.0,2.4860587139635583e-19,2.4535750076678497e-40,4.014420724233372e-19,1.2546989728799693e-25,3.407867757592885e-17,6.817342824633892e-35,6.318514991460238e-26,2.7808958874167444e-23,2.8398851228869572e-30,5.36010333405161e-26,4.424401981127806e-21,1.4382642943791187e-19,2.8845935489860633e-09,7.672557876959352e-16,1.0313812122962763e-25,3.6322979421200115e-50,8.400600525503583e-36,2.6366868808670106e-30,2.7474459499325815e-27,6.446876443615506e-45,6.809578533587365e-63,3.976635177615569e-63,4.0838479986670124e-39,1.2794909546270495e-34,1.8486309096558886e-28,2.0552822413435128e-49,3.76,0.0,0.8497212272075884,0.9981850968739023,1.7417851612020122e-26,2.422942067169482e-44,0.0014978995387639378,0.0014979061664436818,8.566746548334059e-10,1.8164213762020702e-12,0.0018149031255496606
6.927012903575126e-09,0.8389185927033248,3.433599245739912e-19,1.1372198535434156e-12,5.6203228811184054e-21,7.368905219028938e-26,0.0,0.0,2.9670287166527365e-19,3.6191524946068546e-40,4.805651924414597e-19,1.5039597790786262e-25,3.9346713899705216e-17,8.150152800821991e-35,7.299727376028858e-26,3.2132210508302724e-23,3.551129221161544e-30,6.422592302585846e-26,4.937236439798698e-21,1.6021305221155963e-19,3.1014780241029835e-09,8.5451468753137e-16,1.2317976564784488e-25,5.226288275532176e-50,1.0843299985884485e-35,3.29705576461239e-30,3.403217104986038e-27,8.922199661894098e-45,1.1026370486503847e-62,6.436991358162308e-63,5.458958894983311e-39,1.5773573565810549e-34,2.2330470377399356e-28,3.0749156779961445e-49,3.76,0.0,0.8496659748017573,0.9981850968185306,2.0870243533990806e-26,3.3750833886285317e-44,0.0015531516907618783,0.0015531587891594255,8.93524763212486e-10,1.9149861460593967e-12,0.0018149031809011572
7.1736535855020756e-09,0.8389268505557183,3.966129681980934e-19,1.1777070166439488e-12,6.303806458078228e-21,8.773686004176506e-26,0.0,0.0,3.5198131223588794e-19,5.268603612124171e-40,5.716579751968005e-19,1.7913408867040185e-25,4.519919423207665e-17,9.681091518655026e-35,8.39022713313344e-26,3.6939697316289584e-23,4.407564805110525e-30,7.647044344596754e-26,5.4884851493780635e-21,1.7778883940383694e-19,3.326219663886566e-09,9.480830609317836e-16,1.4618696075811924e-25,7.425131346266592e-50,1.3873813014603692e-35,4.0922362276330536e-30,4.1889763895463576e-27,1.2207782472879276e-44,1.7566109317718035e-62,1.0251368321749399e-62,7.223468200286331e-39,1.9306384158277947e-34,2.6811192327109775e-28,4.537088364476607e-49,3.76,0.0,0.8496107259886673,0.9981850967893631,2.484885016592103e-26,4.648423053068652e-44,0.0016084002421563341,0.0016084078269912707,9.303793387784626e-10,2.014327500151843e-12,0.0018149032100484368
7.4202942674290255e-09,0.8389351078723283,4.563886235659833e-19,1.2181941797635357e-12,7.047991932807827e-21,1.038468477778836e-25,0.0,0.0,4.152152787803647e-19,7.575885648500892e-40,6.760209051855436e-19,2.121054780406712e-25,5.1677134721335545e-17,1.1430962463970075e-34,9.597729944605649e-26,4.2266074680437764e-23,5.432845053515486e-30,9.051262975648487e-26,6.079575849562694e-21,1.965940021691145e-19,3.5588181104513684e-09,1.0481718751460092e-15,1.7246987459460611e-25,1.0425495786960668e-49,1.7606881439240184e-35,5.044192068324336e-30,5.1256883603124035e-27,1.6526448426772077e-44,2.7564645223237377e-62,1.608109382687905e-62,9.46859495381312e-39,2.3473509493114006e-34,3.2010741314828558e-28,6.60879510775325e-49,3.76,0.0,0.8495554807680845,0.9981850967731815,2.941150032282521e-26,6.335046174418003e-44,0.0016636451931829046,0.001663653280172475,9.672368219633911e-10,2.1143777939759123e-12,0.0018149032262097338
7.666934949355975e-09,0.8389433646531901,5.232870842932355e-19,1.2586813429051663e-12,7.8569114659839e-21,1.2223755058521204e-25,0.0,0.0,4.872319145367869e-19,1.0768474486659174e-39,7.950438862749292e-19,2.4976131501803893e-25,5.882284988863135e-17,1.342189699289217e-34,1.0930201022811446e-25,4.8147166462405156e-23,6.653640155600963e-30,1.0654303426459595e-25,6.7119403865767674e-21,2.1666861028680706e-19,3.799273005910956e-09,1.1549911959342502e-15,2.0235836904026825e-25,1.447823481965375e-49,2.2174995434151568e-35,6.1776889771726486e-30,6.236978956535134e-27,2.2151479237320444e-44,4.264949504919653e-62,2.487338893767491e-62,1.230287407158222e-38,2.8363954036559354e-34,3.8019674303795213e-28,9.511409368664426e-49,3.76,0.0,0.8495002391397757,0.9981850967630734,3.4620085652726857e-26,8.549210670738399e-44,0.0017188865440768155,0.00171889514893628,1.0040960068807212e-09,2.2150752153532722e-12,0.0018149032362976228
7.913575631282926e-09,0.8389516208983377,5.979456460078496e-19,1.2991685060717518e-12,8.734843510183036e-21,1.431423247209652e-25,0.0,0.0,5.689130662312256e-19,1.514124245615024e-39,9.302090121085953e-19,2.9258371210220313e-25,6.667994386796335e-17,1.5677385730441024e-34,1.239585384878469e-25,5.461996223716467e-23,8.09993896454181e-30,1.2476514215741964e-25,7.387014710947412e-21,2.380525926568411e-19,4.047583992377866e-09,1.2687501914036584e-15,2.3620245738785876e-25,1.9900876862668147e-49,2.773052508092317e-35,7.520574745111864e-30,7.549385853084713e-27,2.941576564100477e-44,6.5127856036132296e-62,3.797053167028614e-62,1.5854757893355188e-38,3.407632153801421e-34,4.493752921622563e-28,1.3535841328803715e-48,3.76,0.0,0.8494450011035071,0.9981850967569597,4.0540695085446053e-26,1.1431777465662408e-43,0.0017741242950729964,0.0017741334335159126,1.040955962365861e-09,2.3163632837079253e-12,0.0018149032423910036
8.406856995136826e-09,0.8389681317816324,7.732843510584408e-19,1.3801428324925037e-12,1.0716181744316844e-20,1.9350445568413978e-25,0.0,0.0,7.650795900305886e-19,2.905659687915601e-39,1.2553714641871991e-18,3.958174884542652e-25,8.470908072658148e-17,2.1082965758513818e-34,1.576079254329609e-25,6.94944361945709e-23,1.1807654670058655e-29,1.686655599594378e-25,8.871057039109558e-21,2.84907694312342e-19,4.567772806778466e-09,1.5179194134066478e-15,3.172608625956749e-25,3.655800507625776e-49,4.2527486767990835e-35,1.0963226491753462e-29,1.0899907298689307e-26,5.055909875199013e-44,1.4666861698393717e-61,8.545397969649298e-62,2.5743375606478647e-38,4.841439757718151e-34,6.194771162407131e-28,2.658836820507932e-48,3.76,0.0,0.8493345358061567,0.9981850967516867,5.480413198167908e-26,1.993236585149194e-43,0.0018845889983107426,0.0018845992510554935,1.114675504720645e-09,2.5205094839886214e-12,0.001814903247623615
8.900138358990726e-09,0.8389846405224902,9.882868278265058e-19,1.4611171590535874e-12,1.3031740088129322e-20,2.5711448427230066e-25,0.0,0.0,1.011925520095086e-18,5.3768415686163177e-39,1.665312877575341e-18,5.263214267904671e-25,1.0613884058532228e-16,2.786395727723198e-34,1.9763171984681704e-25,8.720862337324269e-23,1.6875437384854064e-29,2.2411616886843957e-25,1.0543272456571726e-20,3.3747593946141317e-19,5.119381690531796e-09,1.7973350776563446e-15,4.188648862788648e-25,6.491375746764829e-49,6.370892353383306e-35,1.5668797579020554e-29,1.5458301082203676e-26,8.424656411316958e-44,3.1628656259087085e-61,1.8415894173424574e-61,4.0680084767757755e-38,6.750152797010943e-34,8.404692584190535e-28,5.032131242210582e-48,3.76,0.0,0.8492240848741647,0.9981850967538741,7.281955638615112e-26,3.3714983660946486e-43,0.001995039304771755,0.001995050734656728,1.188391433589736e-09,2.7264547286307605e-12,0.00181490324539564
9.393419722844626e-09,0.8390011471211908,1.2494985497258608e-18,1.542091485787951e-12,1.5726194112314465e-20,3.3642099642989607e-25,0.0,0.0,1.3186402775783778e-18,9.628982736324109e-39,2.175487122453779e-18,6.891706534700489e-25,1.3136359918402473e-16,3.6260248469615922e-34,2.4477511416732016e-25,1.081001276949325e-22,2.3699661810293843e-29,2.9325265735053185e-25,1.2415296120663173e-20,3.960717377814413e-19,5.702407780498604e-09,2.10863860099536e-15,5.445841833203539e-25,1.118224221756409e-48,9.34768080369579e-35,2.2005389981961986e-29,2.1570831917488326e-26,1.365440926992912e-43,6.559485171101797e-61,3.816835246823206e-61,6.275158804187055e-38,9.256450184175486e-34,1.124379183328206e-27,9.212241438279487e-48,3.76,0.0,0.8491136483056629,0.9981850967553076,9.528042168728351e-26,5.550775196283754e-43,0.002105475216329768,0.0021054878861848864,1.2621013076662049e-09,2.933896986394674e-12,0.0018149032439216096
9.886701086698526e-09,0.8390176515780121,1.5641625063814215e-18,1.6230658127336013e-12,1.884970268147402e-20,4.341549184740332e-25,0.0,0.0,1.6954427406233202e-18,1.6741779192986762e-38,2.8030826863235307e-18,8.900334730846534e-25,1.6079754015903645e-16,4.653623524795466e-34,2.99821848397244e-25,1.3252494452538302e-22,3.276853287783059e-29,3.784572841779458e-25,1.4498828672422503e-20,4.610072918506138e-19,6.316848213521546e-09,2.4534574004816555e-15,6.983509759021e-25,1.8747468349923898e-48,1.3463449560448625e-34,3.0426400625233304e-29,2.965986135090261e-26,2.158678919717468e-43,1.313837471968652e-60,7.640171475156755e-61,9.4734879313291e-38,1.2507970632112433e-33,1.4855316908350687e-27,1.6369858059062274e-47,3.76,0.0,0.8490032260987835,0.9981850967526436,1.2296013500787493e-25,8.920568191660086e-43,0.002215896734857241,0.0022159107075049923,1.3358036675435996e-09,3.1425840908812236e-12,0.0018149032465452715
9.999999999999999e-09,0.8390341538932339,1.6448060620464163e-18,1.6416643326401628e-12,1.96334840001355e-20,4.595167916133325e-25,0.0,0.0,1.7930494274656785e-18,1.8936919890316387e-38,2.9657707306661768e-18,9.421842852905376e-25,1.681975998794509e-16,4.919180316040911e-34,3.1366681620559734e-25,1.38672827694172e-22,3.522876593761783e-29,4.0056844531314253e-25,1.5008485885137164e-20,4.768498390663745e-19,6.462411462037866e-09,2.5375594580888127e-15,7.380739338252439e-25,2.103590750538095e-48,1.4605081465270573e-34,3.2710907440930305e-29,3.184854492844922e-26,2.3903772753634647e-43,1.5344117909455e-60,8.921571163645342e-61,1.0384369190178455e-37,1.3377947103058302e-33,1.5811157953436797e-27,1.8609175182478567e-47,3.76,0.0,0.8489778658954331,0.9981850967516879,1.3014298370809464e-25,9.916422693287279e-43,0.0022412567756692524,0.0022412710564188687,1.3527307749217235e-09,3.19066918447805e-12,0.0018149032474915907
1.0379982450552425e-08,0.8390341538932339,1.9402528284860802e-18,1.7040401399340126e-12,2.2458476490044907e-20,5.533444441520544e-25,0.0,0.0,2.153631239954211e-18,2.8341737816306397e-38,3.567106847588971e-18,1.1352040166760958e-24,1.9487438530235754e-16,5.898165082009379e-34,3.635938313789863e-25,1.6085737600608365e-22,4.4679464624145944e-29,4.823720003251622e-25,1.6805636159116496e-20,5.325926125859565e-19,6.962700126425075e-09,2.8334050122230042e-15,8.844721057787681e-25,3.0674745426231066e-48,1.9071768374149086e-34,4.148666753033881e-29,4.023587699181665e-26,3.336993871890969e-43,2.5512666851636036e-60,1.4826932889166603e-60,1.4027930947069985e-37,1.668153352530906e-33,1.9409219574885597e-27,2.8321949330026036e-47,3.76,0.0,0.8488928182516591,0.9981850967498238,1.567162824959437e-25,1.4028525902837922e-42,0.0023263038622257258,0.002326319200481828,1.409497676311613e-09,3.3523056059070023e-12,0.0018149032493243748
1.0873263814406325e-08,0.839050654067134,2.3865079343532106e-18,1.7850144674392639e-12,2.661537231580968e-20,6.973298949475223e-25,0.0,0.0,2.7056328843797584e-18,4.6830197283616973e-38,4.488468726551521e-18,1.4316348675702523e-24,2.340471274775904e-16,7.391235451427087e-34,4.369507682307062e-25,1.9348994729414792e-22,6.015920808284505e-29,6.07911530011002e-25,1.9347549976772207e-20,6.11135534576026e-19,7.639960656015402e-09,3.2500812092294138e-15,1.1076404921075892e-24,4.9099940228467166e-48,2.6614835065831065e-34,5.586117067351261e-29,5.391067229825374e-26,5.054604096980741e-43,4.8186195890984704e-60,2.7987082762633133e-60,2.0412639641417348e-37,2.1987968733966305e-33,2.5106385348988934e-27,4.78350680263048e-47,3.76,0.0,0.8487824247624219,0.9981850967498701,1.9749483536056022e-25,2.163395895046784e-42,0.0024366966003061398,0.0024367133669799344,1.4831828545982204e-09,3.562885937519212e-12,0.0018149032492375534
1.1366545178260225e-08,0.8390671520999915,2.9124632016359035e-18,1.8659887953069124e-12,3.139051268396163e-20,8.697785142702234e-25,0.0,0.0,3.365052220954458e-18,7.568737550636796e-38,5.5900612217396906e-18,1.786969664669942e-24,2.7878776617693693e-16,9.167108121707254e-34,5.207897938877332e-25,2.308333236857932e-22,8.008708549187875e-29,7.582764130323719e-25,2.2136466818323302e-20,6.969417313087032e-19,8.348626939080503e-09,3.705072118288608e-15,1.3729460169759925e-24,7.704325840386794e-48,3.6641507996387904e-34,7.436661970252145e-29,7.1411722541507e-26,7.515738311326528e-43,8.876113703404752e-60,5.152312713862509e-60,2.923737371233901e-37,2.8677619540380526e-33,3.218340901819916e-27,7.904860710657329e-47,3.76,0.0,0.8486720456292051,0.9981850967510222,2.4633433679985657e-25,3.2776319178580844e-42,0.002547074950968947,0.0025470932088636077,1.5568589063583903e-09,3.774178520195109e-12,0.0018149032480449308
1.1859826542114125e-08,0.8390836479920849,3.528483154560604e-18,1.946963123602364e-12,3.686193134420912e-20,1.0746991943099257e-24,0.0,0.0,4.146719216177296e-18,1.1987292378647372e-37,6.896841808727858e-18,2.2095756824350175e-24,3.295870457763152e-16,1.126281515152166e-33,6.160451128352858e-25,2.733162286265636e-22,1.0552176767076323e-28,9.369660093107777e-25,2.5184348606559344e-20,7.90314730291686e-19,9.08869611239019e-09,4.199950335842791e-15,1.6858858417939394e-24,1.1871733272536885e-47,4.982839650973075e-34,9.798633460925208e-29,9.359782768175636e-26,1.0987398009010801e-42,1.598304124594681e-59,9.272300693376031e-60,4.12790886567537e-37,3.704659726072418e-33,4.091797296861731e-27,1.2805904898200177e-46,3.76,0.0,0.8485616808501415,0.998185096750936,3.0437006943474144e-25,4.8862304733396615e-42,0.002657438916084236,0.002657458727996901,1.6305256396966263e-09,3.9860609883467545e-12,0.0018149032480905586
1.2353107905968025e-08,0.8391001417436926,4.245796116729499e-18,2.027937452399368e-12,4.31163084397273e-20,1.3164585064584429e-24,0.0,0.0,5.066740961719795e-18,1.8639617075928808e-37,8.4359196174599e-18,2.7085794368160218e-24,3.869541723321937e-16,1.371822049772029e-33,7.236876120222778e-25,3.213853550253402e-22,1.3773511872557063e-28,1.1477926814753734e-24,2.8503222415807046e-20,8.91555929467531e-19,9.860165312696193e-09,4.736275053587019e-15,2.0523750646154854e-24,1.7996485451098533e-47,6.700693704034919e-34,1.279016934629779e-28,1.2147766551066269e-25,1.5816024755590833e-42,2.8218125189378516e-59,1.6360831546538152e-59,5.752342499851744e-37,4.744456402601119e-33,5.1635459181332166e-27,2.037939603393354e-46,3.76,0.0,0.8484513304233645,0.9981850967502575,3.728385911039625e-25,7.178660895915128e-42,0.002767788497521761,0.002767809926243626,1.7041829371735886e-09,4.198430845701466e-12,0.0018149032487285897
1.3339670633675826e-08,0.8391331228265655,6.033751685049574e-18,2.1898861118409182e-12,5.836894270504061e-20,1.9298505494445675e-24,0.0,0.0,7.392988977524035e-18,4.300796363189118e-37,1.2330711245466803e-17,3.976312316940339e-24,5.235192999136774e-16,1.988217273919933e-33,9.8019867995121e-25,4.36158327676352e-22,2.289269096185381e-28,1.6827630234816956e-24,3.6002379785535703e-20,1.1188379771877158e-18,1.1497292341214452e-08,5.939434532851975e-15,2.9718145597424608e-24,3.9686086783864593e-47,1.1766588585506892e-33,2.125912623200122e-28,1.992370882524092e-25,3.1465451842334137e-42,8.436844318779238e-59,4.885207087854032e-59,1.0796720737108666e-36,7.605527072282427e-33,8.061006252537495e-27,4.941678018650444e-46,3.76,0.0,0.848230672619205,0.9981850967480828,5.465557020892358e-25,1.4927640991083984e-41,0.002988444516841024,0.0029884693675314026,1.8514689777578461e-09,4.624301373594844e-12,0.0018149032508221782
1.4326233361383628e-08,0.8391660953508383,8.384532160244152e-18,2.3518347744182784e-12,7.804055522521873e-20,2.7525602340732726e-24,0.0,0.0,1.0499839318493774e-17,9.342012039775283e-37,1.7537110965709737e-17,5.679527483152251e-24,6.92916958245176e-16,2.8036665356486902e-33,1.29881150183246e-24,5.790823320516027e-22,3.695526646045104e-28,2.40040785879209e-24,4.4731456543872344e-20,1.3811569958908906e-18,1.3259985118291282e-08,7.326760031798297e-15,4.1872572068559344e-24,8.305508419420417e-47,1.995680812383254e-33,3.4319616930749397e-28,3.1645778692813036e-25,5.957764982536514e-42,2.3504135448528777e-58,1.359215764293494e-58,1.945546463335821e-36,1.1869972765386503e-32,1.2293196638526415e-26,1.1301330470565857e-45,3.76,0.0,0.8480100722017981,0.9981850967486803,7.795505736351222e-25,2.9635127004735576e-41,0.0032090430238788854,0.0032090715476325703,1.998716814162335e-09,5.0512662584468005e-12,0.0018149032501437838
1.531279608909143e-08,0.8391990593187382,1.1422014251831913e-17,2.5137834411001903e-12,1.0320655549145732e-19,3.833798197833342e-24,0.0,0.0,1.4566541709558728e-17,1.923306753225818e-36,2.4356890478050607e-17,7.921710823265187e-24,8.99860998073657e-16,3.860823497996539e-33,1.6885808916296e-24,7.543701609338732e-22,5.81645221539305e-28,3.343740707094781e-24,5.478900912727384e-20,1.680848931006115e-18,1.5148220737299718e-08,8.91025338657984e-15,5.7618965477785546e-24,1.6594111644075724e-46,3.2843137387354805e-33,5.401845143423118e-28,4.885702861825815e-25,1.0800990083248648e-41,6.1478887772158394e-58,3.551042875086804e-58,3.3835027183147617e-36,1.810221245262978e-32,1.8368485492846872e-26,2.4529802516758502e-45,3.76,0.0,0.8477895291562192,0.998185096750127,1.085758031657684e-24,5.647129433593881e-41,0.003429584033583306,0.003429616481448881,2.1459263863287397e-09,5.4789647202227955e-12,0.0018149032486158452
1.629935881679923e-08,0.8392320147324918,1.528673463143959e-17,2.6757321130637264e-12,1.3515232161132493e-19,5.2298616412578995e-24,0.0,0.0,1.9797030067758343e-17,3.780023287890316e-36,3.3133407559347644e-17,1.082156443236949e-23,1.149337054419698e-15,5.207394462062019e-33,2.1591170583685328e-24,9.66514717278886e-22,8.954151622254653e-28,4.561999353116742e-24,6.627463076335143e-20,2.0202170384223513e-18,1.7161976291333505e-08,1.0701712487643042e-14,7.766374336461001e-24,3.1855612756183426e-46,5.2651133239295124e-33,8.316230199092502e-28,7.354894626318949e-25,1.885329026506638e-41,1.5274235812329852e-57,8.812984515358984e-58,5.705247234876973e-36,2.7054869309824173e-32,2.6956016265174644e-26,5.091781525630785e-45,3.76,0.0,0.8475690434675475,0.9981850967503668,1.4811189623729571e-24,1.0385455054921536e-40,0.003650067560898244,0.003650104183878203,2.293097641279074e-09,5.907143637717955e-12,0.001814903248294951
1.728592154450703e-08,0.8392649615943253,2.0136818822514993e-17,2.8376807917218557e-12,1.7540094339952663e-19,7.004599714806242e-24,0.0,0.0,2.6421318282840167e-17,7.135230304844088e-36,4.425395801089901e-17,1.4514067963096376e-23,1.4465946731803322e-15,6.896281880381056e-33,2.7205753520248453e-24,1.220286536417364e-21,1.351804257351053e-27,6.111065284049321e-24,7.928894942097566e-20,2.4015323517398612e-18,1.930122887321083e-08,1.2712734815777748e-14,1.027899177859231e-23,5.907732451639336e-46,8.248915872128892e-33,1.2555501634739878e-27,1.0825258905241383e-24,3.1834698525120627e-41,3.6345130184799617e-57,2.0949717371819567e-57,9.364236242052614e-36,3.972052370284404e-32,3.892699929909484e-26,1.0171244426952361e-44,3.76,0.0,0.8473486151208658,0.9981850967498733,1.9837118363512017e-24,1.851898938571297e-40,0.003870493620763692,0.003870534669814525,2.440230540972905e-09,6.335623305933269e-12,0.001814903248707407
1.925904699992263e-08,0.8393308296711344,3.352048623014501e-17,3.161578176191656e-12,2.883252473765154e-19,1.1986877781035937e-23,0.0,0.0,4.491224645178301e-17,2.327275294886083e-35,7.531372432025742e-17,2.4906684080660247e-23,2.206712284748914e-15,1.153951091932732e-32,4.1595288622974e-24,1.8731632614465274e-21,2.9386107242785773e-27,1.0461665216314407e-23,1.1031134761015807e-19,3.2989312215178977e-18,2.3956133490420697e-08,1.743888415596871e-14,1.718151123702789e-23,1.8960566487806143e-45,1.9183094358063572e-32,2.7295960440333406e-27,2.2135267673711777e-24,8.385791473847567e-41,1.9737999516541784e-56,1.1341625726665891e-56,2.3733559002644761e-35,8.190333894144057e-32,7.793123003863144e-26,3.782980699828341e-44,3.76,0.0,0.8469079303938254,0.9981850967485586,3.394618109475061e-24,5.5186074603278294e-40,0.004311173397886304,0.004311224051764728,2.7343812855850984e-09,7.192989186215193e-12,0.001814903249859711
