Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72)
1.9530393834821852e-08,0.8282062123758336,7.985623077842692e-07,9.34591726056647e-09,6.623607105077647e-08,7.769451002061663e-08,0.0,0.0,1.3832936862430393e-06,6.351460659409403e-11,7.558864235085415e-11,3.472780343874527e-15,1.9192521064606154e-14,1.4488532214411568e-25,1.9273342369575188e-19,2.752307122814881e-13,4.714464999478685e-15,1.5731378665425556e-14,2.9906073793233836e-17,1.0853814079032732e-16,4.2268646269634475e-08,4.197647812616579e-14,3.5373015735940927e-15,2.1462403676532325e-24,4.6568646376100475e-20,1.0844348586787532e-12,9.748712980832396e-13,3.157248524345832e-16,2.701290097053492e-31,1.420945921879417e-23,2.3692940864056847e-21,2.6173611219004907e-19,3.765517048908297e-14,1.2345738323931688e-24,3.76,0.0,0.636365844176454,0.9978827079600393,2.2285070204695075e-09,1.1739302848480756e-17,0.004741409903236915,0.0047415058826766,4.430604642477752e-09,1.3826059199421929e-11,0.002115841526097474,7.485514842379056e-11,6.659298351616429e-12,5.877706274080209e-07,4.858209260688466e-08,2.854017865280185e-07,5.704760312843728e-07,0.00025641196318910563,7.677452642764732e-11,5.6409399357440324e-08,5.77847674398229e-09,1.0016704935917177e-11,9.707447081343493e-10,1.0063939761004455e-08,9.023580375927112e-15,2.1297242609290133e-14
2.01590840431106e-08,0.8282301405973385,8.380927299018012e-07,1.0118529702133287e-08,7.078937441371162e-08,8.448234437630518e-08,0.0,0.0,1.4276077409501535e-06,6.76637878321689e-11,8.31220378456458e-11,4.098593128389391e-15,2.1750078338330058e-14,1.737237516537434e-25,2.3563406134608495e-19,3.1529000235804834e-13,5.5395488636293456e-15,1.7927374934641976e-14,3.56481886344552e-17,1.2466251467685903e-16,4.503088811580917e-08,4.6040370124422633e-14,4.1242477661722666e-15,2.779799439733174e-24,5.589397338135551e-20,1.254368138273917e-12,1.0716538595403403e-12,3.557773691247282e-16,3.4801846963115013e-31,1.6529092895548107e-23,2.8240128128864014e-21,3.0430237460228664e-19,4.267742460413838e-14,1.5669380121113944e-24,3.76,0.0,0.6362096490321805,0.9978826591216994,2.4579923945323796e-09,1.421776161743808e-17,0.004893436256754468,0.004893538183347145,4.579586583422331e-09,1.4336235200014502e-11,0.0021158414227391642,8.360450424300067e-11,7.583122425556316e-12,5.955870751099518e-07,4.941029478471914e-08,3.0180805506157036e-07,5.991094497041733e-07,0.00026463161917779067,8.458224637671408e-11,6.00916943125324e-08,5.988553606331666e-09,1.067118796348149e-11,1.0075776700221946e-09,1.032036805134896e-08,1.0383793541200794e-14,2.4018260489244534e-14
2.078777425139935e-08,0.8282540630732513,8.779810416927769e-07,1.092341369591103e-08,7.550171903433256e-08,9.159802959489711e-08,0.0,0.0,1.4719085325159753e-06,7.194387334647338e-11,9.114001967210802e-11,4.813928546110558e-15,2.4551460817378343e-14,2.0796137856953492e-25,2.867001610635791e-19,3.596830020975818e-13,6.477521530576648e-15,2.0350024190874522e-14,4.224979937817878e-17,1.4256387310179384e-16,4.7880369249597665e-08,5.035071931759253e-14,4.785847752563151e-15,3.572579249802973e-24,6.671054648212168e-20,1.4438726932734583e-12,1.1745072674021214e-12,3.9926201701553605e-16,4.460483800708549e-31,1.9128132736872324e-23,3.350862786539466e-21,3.5198002877354116e-19,4.817860230101091e-14,1.9736742819210383e-24,3.76,0.0,0.6360534917920201,0.9978826101351042,2.703026074436064e-09,1.7121905186147548e-17,0.005045425208240827,0.00504553325877411,4.72853187243804e-09,1.4846330530165694e-11,0.0021158413190671445,9.30613390339895e-11,8.607134375342623e-12,6.031983531054736e-07,5.0215924306075945e-08,3.1849566719054446e-07,6.281160737720943e-07,0.00027284913884639817,9.294685806945948e-11,6.388990454643551e-08,6.198847956775435e-09,1.1346310305940915e-11,1.044611300548286e-09,1.0568832015889047e-08,1.189768086279207e-14,2.6984616550021617e-14
2.14164644596881e-08,0.8282779798023812,9.182070356307093e-07,1.1760439702737616e-08,8.037345573856053e-08,9.904430455921811e-08,0.0,0.0,1.5161960638973075e-06,7.635482907346089e-11,9.965771451161956e-11,5.628297022056968e-15,2.7611060711491e-14,2.485850349746396e-25,3.471689267809673e-19,4.0871439501635353e-13,7.539667279955936e-15,2.301503367389915e-14,4.9804532072610015e-17,1.6237161481031935e-16,5.0817073137450536e-08,5.491388535696144e-14,5.5287325533698455e-15,4.557986181660692e-24,7.919868031760508e-20,1.6544143640228754e-12,1.283595232155003e-12,4.463363514048666e-16,5.689983429141853e-31,2.202875390527339e-23,3.9591543630978175e-21,4.0517092811921033e-19,5.418689584952851e-14,2.4682324134861067e-24,3.76,0.0,0.635897372442978,0.9978825609998808,2.964145083485738e-09,2.0508851345594226e-17,0.005197376766739933,0.005197491118048026,4.877440518197474e-09,1.5356335341075424e-11,0.0021158412150824616,1.0325780444598503e-10,9.738954707771361e-12,6.106228740103016e-07,5.100093586143148e-08,3.3545708073331227e-07,6.574864265663983e-07,0.0002810645226690812,1.018912257129035e-10,6.780398478974531e-08,6.409357115747711e-09,1.2042066465915065e-11,1.0818464887079404e-09,1.0809666729534525e-08,1.3577009037045203e-14,3.020922331311479e-14
2.204515466797685e-08,0.8283018907837641,9.587521653554538e-07,1.2629458924704862e-08,8.540490925820381e-08,1.0682374580533611e-07,0.0,0.0,1.5604703385715936e-06,8.089662087635145e-11,1.0869025483593789e-10,6.551864231076051e-15,3.0943600400767985e-14,2.967504440573803e-25,4.184137664757598e-19,4.626980121393369e-13,8.737987552049978e-15,2.5938701318744693e-14,5.84124759463934e-17,1.8421975686054872e-16,5.384098324873242e-08,5.973615734907605e-14,6.359858034273571e-15,5.775115618269058e-24,9.355352677601963e-20,1.887509256873596e-12,1.3990793318284028e-12,4.97158889265487e-16,7.227107871257378e-31,2.52539957830529e-23,4.659151884237505e-21,4.6429159058073005e-19,6.073112680459794e-14,3.065945339995845e-24,3.76,0.0,0.6357412909722272,0.997882511715682,3.2418877552340614e-09,2.4441305839212703e-17,0.005349290941290527,0.005349411770255447,5.026312529401711e-09,1.5866241951197198e-11,0.0021158411107826728,1.1422637290959151e-10,1.0986517812637924e-11,6.178775598106338e-07,5.176712803740626e-08,3.5268537654126017e-07,6.872118855455222e-07,0.00028927777111987076,1.1143841827585337e-10,7.183388979668317e-08,6.620078727204662e-09,1.2758450974615093e-11,1.1192840641203833e-09,1.1043212096561893e-08,1.5434028069207446e-14,3.370517080451335e-14
2.2673844876265598e-08,0.8283257960166432,9.995994144540263e-07,1.3530305424225532e-08,9.059637983597976e-08,1.1493878087477271e-07,0.0,0.0,1.604731360514497e-06,8.556921454709759e-11,1.1825277936725174e-10,7.595470197304316e-15,3.456412537063967e-14,3.5380627112782696e-25,5.019534442863172e-19,5.219566166178226e-13,1.0085219271971671e-14,2.9137920058605157e-14,6.818036586798309e-17,2.0824692156729664e-16,5.6952083055699235e-08,6.482375462937102e-14,7.286505205277512e-15,7.269505015261075e-24,1.0998569712263238e-19,2.1447230558943638e-12,1.5211190256182258e-12,5.518890670078628e-16,9.14311604586614e-31,2.882775878385515e-23,5.462146847283516e-21,5.2977299177296495e-19,6.784073065839884e-14,3.784218945840185e-24,3.76,0.0,0.6355852473670963,0.9978824622821783,3.5367936491815756e-09,2.898790789267088e-17,0.0055011677409263285,0.0055012952244790836,5.175147914781679e-09,1.6376044373551976e-11,0.002115841006165638,1.2599982979933503e-10,1.235807299145161e-11,6.249779622141224e-07,5.2516155371377094e-08,3.701742115358482e-07,7.172846134012521e-07,0.00029748888467267805,1.2161170496141254e-10,7.597957434493422e-08,6.8310107129472015e-09,1.3495458391475386e-11,1.1569248040741748e-09,1.126980953602617e-08,1.7481474572352708e-14,3.748572187431264e-14
2.3302535084554347e-08,0.8283496955004546,1.0407331754233498e-06,1.4462798064882944e-08,9.594814471509041e-08,1.2339170060443844e-07,0.0,0.0,1.648979134177599e-06,9.037257580824451e-11,1.2836043353898613e-10,8.77064793432568e-15,3.848799722887296e-14,4.213206027429411e-25,5.994614139139114e-19,5.868216882870599e-13,1.1594852693639667e-14,3.2630181955964586e-14,7.922176061206558e-17,2.345963239143492e-16,6.015035603347566e-08,7.018282752728801e-14,8.316280062852638e-15,9.093958763756423e-24,1.2872187848378468e-19,2.427670325541869e-12,1.6498716698727067e-12,6.106872046546423e-16,1.1524717631279508e-30,3.2774801127271347e-23,6.380534559496904e-21,6.020603534096361e-19,7.554574168147633e-14,4.642733671078719e-24,3.76,0.0,0.6354292416150574,0.9978824126990576,3.849403471627522e-09,3.422358403976558e-17,0.005653007174676165,0.005653141489797898,5.323946683097571e-09,1.6885737948786868e-11,0.0021158409012313846,1.38611266437193e-10,1.386218541325028e-11,6.319383732659115e-07,5.324953959090317e-08,3.879177751293064e-07,7.476974945149583e-07,0.00030569786380129716,1.3243455136251397e-10,8.024099323548401e-08,7.042151238108716e-09,1.4253083303780715e-11,1.194769440519598e-09,1.1489799205904461e-08,1.973257511160705e-14,4.156430831613253e-14
2.3931225292843096e-08,0.8283735892348087,1.0821391380235323e-06,1.5426742289345333e-08,1.0146045952276325e-07,1.3218467044396952e-07,0.0,0.0,1.6932136644664451e-06,9.530667031468903e-11,1.390283699572561e-10,1.008964162623618e-14,4.273088680856767e-14,5.011099821663522e-25,7.127753201715264e-19,6.576332089126684e-13,1.328114876647578e-14,3.643358216666719e-14,9.165721702423127e-17,2.634157595198925e-16,6.343578566003269e-08,7.581945812299198e-14,9.457113004515145e-15,1.1309449061380553e-23,1.5000544389709612e-19,2.7380138077815563e-12,1.7854925360850265e-12,6.737144756620753e-16,1.4477162838450347e-30,3.7120735628940804e-23,7.427894300546744e-21,6.81612928287944e-19,8.387677796336357e-14,5.663658196567504e-24,3.76,0.0,0.6352732737037149,0.9978823629660224,4.180259001268498e-09,4.0229909982223944e-17,0.005804809251564117,0.0058049505752871934,5.472708843129001e-09,1.739531905418913e-11,0.0021158407959802634,1.520940738308932e-10,1.5507737009603252e-11,6.387719270898049e-07,5.396868003427232e-08,4.0591074882967595e-07,7.784440765218802e-07,0.000313904708979407,1.4393061621302993e-10,8.461810129245347e-08,7.253498683227204e-09,1.503132032629049e-11,1.2328186666285783e-09,1.1703517690232678e-08,2.2201049604687165e-14,4.595452771257677e-14
2.4559915501131845e-08,0.8283974772194801,1.1238041862662691e-06,1.642193174800208e-08,1.071335595562519e-07,1.4131974088091255e-07,0.0,0.0,1.737434956719057e-06,1.0037146365534392e-10,1.502717488628932e-10,1.1565424353068813e-14,4.730876735980971e-14,5.952711288202419e-25,8.43906656013823e-19,7.347394487390966e-13,1.5159156030340486e-14,4.0566822741905666e-14,1.0561446017202494e-16,2.948575932488999e-16,6.680835541616573e-08,8.17396609958031e-14,1.0717257845066051e-14,1.398609697474537e-23,1.740970552776635e-19,3.077463716596259e-12,1.928134830585657e-12,7.411328817613734e-16,1.81278769333192e-30,4.18920265489617e-23,8.61907300877776e-21,7.689037828808651e-19,9.28650266605951e-14,6.871875444738012e-24,3.76,0.0,0.6351173436207952,0.9978823130827921,4.529903019186629e-09,4.709548021401642e-17,0.005956573980609605,0.005956722490018711,5.621434403664309e-09,1.7904784872359414e-11,0.0021158406904114467,1.6648193705446936e-10,1.730392731876188e-11,6.454906935069376e-07,5.4674863304613884e-08,4.241482687984155e-07,8.095185165497545e-07,0.00032210942068057355,1.5612374865800402e-10,8.911085336293361e-08,7.465051621431405e-09,1.5830164100861702e-11,1.2710731428729163e-09,1.1911296087393683e-08,2.4901114788241856e-14,5.0670140942263264e-14
2.5188605709420594e-08,0.8284213594543915,1.1657163034416731e-06,1.744814978882917e-08,1.1296766097784177e-07,1.5079885703568998e-07,0.0,0.0,1.781643016684961e-06,1.0556692135471197e-10,1.6210573859399812e-10,1.3211715362875261e-14,5.2237907832220675e-14,7.06215473763766e-25,9.9505056477041e-19,8.184967548205201e-13,1.724472704232771e-14,4.504921627182303e-14,1.21228549564586e-16,3.2907874851047116e-16,7.026804878547274e-08,8.794938396440295e-14,1.21052904587868e-14,1.7204238159457262e-23,2.0127525874092705e-19,3.447777032185704e-12,2.0779497157001884e-12,8.131052323092764e-16,2.263071908206337e-30,4.711598653094223e-23,9.97027252005964e-21,8.644195783591559e-19,1.0254222945878688e-13,8.295221176738926e-24,3.76,0.0,0.634961451354137,0.9978822630490998,4.898879242954452e-09,5.4916285207771594e-17,0.006108301370827523,0.006108457243060707,5.770123373496367e-09,1.8414133211429984e-11,0.002115840584523706,1.8180883020089286e-10,1.9260274286375295e-11,6.521057641046491e-07,5.5369272216456475e-08,4.4262589116445855e-07,8.409155318014366e-07,0.00033031199937825156,1.6903798598477616e-10,9.371920431681995e-08,7.676808800525781e-09,1.6649609296072e-11,1.3095335026886112e-09,1.2113458454116443e-08,2.7847487755342733e-14,5.572507029172924e-14
2.5817295917709344e-08,0.8284452359396043,1.207864484602842e-06,1.8505170818934952e-08,1.189629619253701e-07,1.6062386748790566e-07,0.0,0.0,1.8258378505048048e-06,1.1089300887437505e-10,1.7454551604897664e-10,1.5042996894596995e-14,5.753486625016702e-14,8.367066397937128e-25,1.1685957771341397e-18,9.092693415519727e-13,1.9554534340759528e-14,4.9900689374893e-14,1.3864204153144898e-16,3.6624069727882533e-16,7.381484925433272e-08,9.445450881889554e-14,1.363010707261897e-14,2.1055577676437302e-23,2.3183707177389633e-19,3.850756796906443e-12,2.235086332155459e-12,8.897951276810381e-16,2.817095360632104e-30,5.282077366214615e-23,1.1499140376796148e-20,9.686603508448264e-19,1.1294066825402629e-13,9.96473543672916e-24,3.76,0.0,0.6348055968916834,0.9978822128646904,5.287732264582378e-09,6.379609593947493e-17,0.006259991431228301,0.006260154843478027,5.918775761423078e-09,1.8923362367461093e-11,0.002115840478316468,1.9810901184135772e-10,2.1386615029651078e-11,6.58627331328717e-07,5.605299407647795e-08,4.6133955991335146e-07,8.726303541512105e-07,0.0003385124455457867,1.8269755176077627e-10,9.84431090466476e-08,7.888769129034881e-09,1.748965060684367e-11,1.348200357720886e-09,1.2310320561248643e-08,3.1055389569234197e-14,6.113339811847771e-14
2.6445986125998093e-08,0.8284691066753063,1.250238655943251e-06,1.9592761548114655e-08,1.2511964354469033e-07,1.7079653239479559e-07,0.0,0.0,1.8700194646906302e-06,1.1634969161440235e-10,1.8760626715001906e-10,1.70745305567947e-14,6.321648318214688e-14,9.899009920618904e-25,1.3671346724700361e-18,1.0074290837854186e-12,2.210608595258499e-14,5.514178603747745e-14,1.5800514786326117e-16,4.06509450860303e-16,7.744874031188455e-08,1.0126085204481405e-13,1.530092223554687e-14,2.5644438386236292e-23,2.660985617803578e-19,4.288251414865541e-12,2.3996918225271634e-12,9.71366946251268e-16,3.497103112751081e-30,5.903538868353722e-23,1.322486421740377e-20,1.0821392916566156e-18,1.2409315105803406e-13,1.1914927079218122e-23,3.76,0.0,0.6346497802214732,0.9978821625293204,5.697007492036203e-09,7.384685551708717e-17,0.0064116441708180014,0.00641181530033218,6.067391576247211e-09,1.9432471018408913e-11,0.00211584037178958,2.154170209287584e-10,2.3693106571541204e-11,6.650647611678984e-07,5.6727028328181696e-08,4.8028557718182e-07,9.046586884271233e-07,0.00034671075965641673,1.971268543262583e-10,1.0328252246742716e-07,8.100931664753836e-09,1.8350282754069583e-11,1.3870743025817694e-09,1.2502188918491248e-08,3.454054895747754e-14,6.690936601167119e-14
2.7074676334286842e-08,0.8284929716618011,1.292829600516375e-06,2.071068212436604e-08,1.3143787095029608e-07,1.8131853096046823e-07,0.0,0.0,1.914187866106865e-06,1.2193693491468293e-10,2.013031873069901e-10,1.932237326845793e-14,6.929987530549105e-14,1.1693913831506104e-24,1.5934734541697797e-18,1.113355312869223e-12,2.491774045139741e-14,6.079367080815115e-14,1.7947589082165514e-16,4.500555514253226e-16,8.116970545000615e-08,1.0837416553917252e-13,1.7127266489307412e-14,3.1089107432363266e-23,3.0439541557723888e-19,4.762153956890913e-12,2.5719113555374952e-12,1.057985834545907e-15,4.329728711599073e-30,6.578967237591165e-23,1.5168269750008222e-20,1.205382528221681e-18,1.3603299813055328e-13,1.418405159881047e-23,3.76,0.0,0.6344940013316339,0.9978821120427558,6.127251094061283e-09,8.518907767034033e-17,0.006563259598598388,0.006563438622681393,6.2159708267739155e-09,1.9941458140755527e-11,0.0021158402649426233,2.3376767308724197e-10,2.6190226550980495e-11,6.714266599767096e-07,5.739229359576069e-08,4.994605757871375e-07,9.369966740648973e-07,0.0003549069421832735,2.1235048559382082e-10,1.0823739951648172e-07,8.313295604707893e-09,1.923150048424187e-11,1.426155919082153e-09,1.2689360028475674e-08,3.8319206090069714e-14,7.306737439996531e-14
2.770336654257559e-08,0.8285168308995017,1.3356288897944113e-06,2.1858687170254248e-08,1.3791779411967667e-07,1.9219146830838117e-07,0.0,0.0,1.9583430619520576e-06,1.2765470405618704e-10,2.1565148188170688e-10,2.1803392768591466e-14,7.580242906714575e-14,1.3792542160492549e-24,1.8506424295047403e-18,1.2274346158941062e-12,2.800872157348519e-14,6.687813185118578e-14,2.032202546257368e-16,4.970540643110581e-16,8.497772816329378e-08,1.1580013731865537e-13,1.9118983764147898e-14,3.752328541025865e-23,3.4708349948074587e-19,5.274401472354568e-12,2.751888151036615e-12,1.1498177001966138e-15,5.346767616854278e-30,7.311430314380782e-23,1.735192231303232e-20,1.3389289062116453e-18,1.4879402834154393e-13,1.681440248093273e-23,3.76,0.0,0.6343382602103746,0.9978820614047728,6.5790099480784855e-09,9.795225187047482e-17,0.006714837723567,0.006715024819580673,6.364513521807975e-09,2.045032294343549e-11,0.0021158401577749046,2.531960572372165e-10,2.88887739142549e-11,6.777209359197392e-07,5.804963417155218e-08,5.18861493825903e-07,9.696408498549034e-07,0.00036310099359938483,2.2839322011266225e-10,1.1330769515328569e-07,8.525860276147701e-09,2.013329856908453e-11,1.4654457799665742e-09,1.2872119836905978e-08,4.240811644381749e-14,7.962198256014186e-14
2.833205675086434e-08,0.8285406843889175,1.3786288206136694e-06,2.303652672801141e-08,1.4455954872636182e-07,2.034168818036264e-07,0.0,0.0,2.0024850597413554e-06,1.3350296426216014e-10,2.3066636665259176e-10,2.453528270168992e-14,8.274179444096566e-14,1.6240999477207108e-24,2.1419063851556188e-18,1.3500606383736275e-12,3.1399132399500136e-14,7.341758386339375e-14,2.294123335211479e-16,5.476845710916689e-16,8.887279194904175e-08,1.2354439222002968e-13,2.128622852192326e-14,4.509764289091891e-23,3.9453940967927275e-19,5.826974309077877e-12,2.9397635055265928e-12,1.2470292073752732e-15,6.586067179735422e-30,8.104079481485778e-23,1.9800232024078253e-20,1.4833297733710724e-18,1.6241054576490476e-13,1.9852616290042382e-23,3.76,0.0,0.6341825568459797,0.9978820106151567,7.052831590943314e-09,1.122752548597492e-16,0.006866378554717204,0.006866573900081864,6.513019670152707e-09,2.0959064816061254e-11,0.002115840050285856,2.7373753251256213e-10,3.179986959167865e-11,6.839548554637135e-07,5.869982599287585e-08,5.384855511883828e-07,1.0025881215365616e-06,0.0003712929143776749,2.452800143615324e-10,1.1849336435930556e-07,8.73862512856707e-09,2.1055671805190392e-11,1.5049444522105206e-09,1.3050743351118417e-08,4.682455475428257e-14,8.658790898478673e-14
2.896074695915309e-08,0.8285645321306505,1.421822357095459e-06,2.4243947120556722e-08,1.5136325691617842e-07,2.1499624686747195e-07,0.0,0.0,2.0466138672897353e-06,1.3948168069925414e-10,2.4636306827969536e-10,2.75365772865721e-14,9.013587878170106e-14,1.909127154468233e-24,2.4707750501327706e-18,1.4816338905462419e-12,3.510996910952487e-14,8.043507085843124e-14,2.5823447653842543e-16,6.021311634042917e-16,9.285488030722252e-08,1.316124925928623e-13,2.363946266773267e-14,5.398148902618585e-23,4.471610126361066e-19,6.421895442363291e-12,3.1356768181044104e-12,1.3497877744180062e-15,8.092547367068108e-30,8.960149466934516e-23,2.253956251608874e-20,1.6391487654498157e-18,1.7691732650477668e-13,2.334999170702508e-23,3.76,0.0,0.6340268912268037,0.9978819596736992,7.549264172377427e-09,1.283067683769596e-16,0.007017882101038263,0.007018085873233688,6.661489280610028e-09,2.1467683288977345e-11,0.002115839942475128,2.9542772543213e-10,3.493495716313564e-11,6.9013509530558e-07,5.9343582147933885e-08,5.583302278491043e-07,1.0358357320164658e-06,0.0003794827049909664,2.6303600623873227e-10,1.2379436213784238e-07,8.951589726654126e-09,2.1998615013662982e-11,1.5446524999267496e-09,1.3225494403026864e-08,5.158631905585243e-14,9.39800320705802e-14
2.958943716744184e-08,0.8285883741253862,1.4652030771587319e-06,2.5480691735188684e-08,1.583290280309734e-07,2.2693098232404007e-07,0.0,0.0,2.090729492695992e-06,1.455908184785997e-10,2.627568247700854e-10,3.0826665576461357e-14,9.800284077566207e-14,2.2401802783703335e-24,2.8410136381613405e-18,1.6225615574538224e-12,3.91631343196405e-14,8.795426882265506e-14,2.898774290484727e-16,6.605824375145439e-16,9.692397674046698e-08,1.400099389846263e-13,2.6189452250550233e-14,6.436455700306726e-23,5.053679753032521e-19,7.061229814054481e-12,3.3397656167133263e-12,1.4582615733748042e-15,9.919367712237391e-30,9.882958171275393e-23,2.5598343256135687e-20,1.8069615946067595e-18,1.9234960575489142e-13,2.736282271894545e-23,3.76,0.0,0.6338712633412656,0.9978819085802003,8.068856410892354e-09,1.462057028663738e-16,0.007169348371515381,0.007169560748081801,6.809922361980374e-09,2.1976178002490562e-11,0.002115839834342365,3.1830252729134117e-10,3.83058035156238e-11,6.962677901019584e-07,5.998155794436387e-08,5.783932438054242e-07,1.0693812339998401e-06,0.0003876703659119818,2.816865147206031e-10,1.2921064351387706e-07,9.164753743927333e-09,2.29621230397636e-11,1.5845704869057398e-09,1.3396625534602797e-08,5.6711734810061614e-14,1.0181339109155523e-13
3.021812737573059e-08,0.8286122103738864,1.508765123264253e-06,2.6746501736280955e-08,1.6545695928379525e-07,2.392224553165361e-07,0.0,0.0,2.1348319443274554e-06,1.518303426568225e-10,2.7986288594360394e-10,3.442580531854708e-14,1.063610844878637e-13,2.6238111721876123e-24,3.2566534619621966e-18,1.7732573129233023e-12,4.358145000835951e-14,9.599948824661179e-14,3.245404712232446e-16,7.232314896018406e-16,1.010800647540451e-07,1.4874217081828116e-13,2.894726397253425e-14,7.645891115467256e-23,5.696022849643278e-19,7.747083682401407e-12,3.552165584603208e-12,1.5726195312472837e-15,1.2129257339209146e-29,1.0875906520221934e-22,2.9007185438920365e-20,1.9873558406040638e-18,2.0874306509091616e-13,3.195274615646819e-23,3.76,0.0,0.6337156731778439,0.997881857334466,8.612157552035798e-09,1.6614162695923302e-16,0.007320777375129753,0.0073209985336688274,6.958318923062069e-09,2.2484548682865647e-11,0.0021158397258871074,3.423980917430189e-10,4.192449949556236e-11,7.023585763422739e-07,6.06143555718584e-08,5.986725405432208e-07,1.1032224648382124e-06,0.0003958558976133444,3.012570396626944e-10,1.3474216353391805e-07,9.378116956817869e-09,2.394619075256423e-11,1.6246989788115073e-09,1.3564377986175767e-08,6.221965912190036e-14,1.1010318742437702e-13
3.084681758401934e-08,0.8286360408769845,1.5525031570556489e-06,2.8041116712819578e-08,1.7274713638922993e-07,2.518719858275497e-07,0.0,0.0,2.1789212308054734e-06,1.5820021823700835e-10,2.976965138989955e-10,3.835513642151523e-14,1.152292535052778e-13,3.0673445585115132e-24,3.72200261228299e-18,1.934141137550081e-12,4.8388670041444085e-14,1.0459567653616772e-13,3.6243155350858186e-16,7.902759117422188e-16,1.0532312785584676e-07,1.5781456706241185e-13,3.1924261525768966e-14,9.050098057861575e-23,6.40328758561726e-19,8.481603983380767e-12,3.773010586912448e-12,1.6930313327035693e-15,1.4796026348304963e-29,1.1942478343579754e-22,3.279900144463143e-20,2.180930745059259e-18,2.2613381999526228e-13,3.7187103768216275e-23,3.76,0.0,0.6335601207250718,0.9978818059363079,9.17971732880361e-09,1.8829520252117653e-16,0.007472169120858609,0.0074723992390343975,7.106678972650625e-09,2.2992795123396585e-11,0.002115839617108887,3.6775083254012145e-10,4.580346055820786e-11,7.084126326801216e-07,6.124252839028521e-08,6.191662639153082e-07,1.1373575234121921e-06,0.000404039300567579,3.217732617207152e-10,1.4038887726585143e-07,9.591679239093318e-09,2.4950813044606644e-11,1.6650385450633197e-09,1.372898177035365e-08,6.812948504347905e-14,1.1886478599562824e-13
3.147550779230809e-08,0.8286598656355781,1.5964123175904247e-06,2.9364275266100316e-08,1.8019963415226188e-07,2.648808508349055e-07,0.0,0.0,2.222997360991589e-06,1.647004101696189e-10,3.162729834804154e-10,4.26366940396942e-14,1.2462622517565972e-13,3.5789475173569685e-24,4.241656694986122e-18,2.1056391407560016e-12,5.3609492303693805e-14,1.137684203071898e-13,4.037674292144689e-16,8.619177885636055e-16,1.096531495563632e-07,1.6723244689400822e-13,3.513210177417491e-14,1.0675372415786801e-22,7.180355413988542e-19,9.266977704003917e-12,4.002432697295781e-12,1.8196674240823097e-15,1.8006278373810702e-29,1.308624028115154e-22,3.700912784891823e-20,2.3882970089765647e-18,2.445584076134053e-13,4.313931901656846e-23,3.76,0.0,0.6334046059715339,0.997881754385543,9.772085924073962e-09,2.1285862506471516e-16,0.00762352361767526,0.007623762873215189,7.255002519538464e-09,2.3500917169530675e-11,0.002115839508007324,3.943974214165231e-10,4.995542741612053e-11,7.144347170085561e-07,6.186658487378781e-08,6.398727483259153e-07,1.171784748884847e-06,0.00041222057524711414,3.4326104237122913e-10,1.4615073979879403e-07,9.805440556616624e-09,2.597598483156789e-11,1.7055897604399437e-09,1.3890655816876628e-08,7.446114596406404e-14,1.2811371692391978e-13
3.210419800059684e-08,0.8286836846506263,1.6404881828800356e-06,3.071571554244743e-08,1.8781451701875255e-07,2.782502881318495e-07,0.0,0.0,2.2670603439744353e-06,1.7133088335336198e-10,3.356075827443299e-10,4.7293421282571436e-14,1.345711049412851e-13,4.167703114729896e-24,4.8205096199200755e-18,2.2881833869724522e-12,5.926957044631896e-14,1.2354394756759314e-13,4.487737843263826e-16,9.38363694546241e-16,1.1407011336866831e-07,1.7700107035396706e-13,3.8582730797352197e-14,1.2550893191884993e-22,8.032345951401456e-19,1.0105431268041433e-11,4.240562224532542e-12,1.952699018517225e-15,2.1861345724568466e-29,1.4310841716148788e-22,4.1675451970864646e-20,2.610076593742263e-18,2.6405377474040047e-13,4.988928877451231e-23,3.76,0.0,0.6332491289058618,0.9978817026819932,1.0389813934932017e-08,2.4003606933124585e-16,0.007774840874549131,0.0077750894452449535,7.403289572514916e-09,2.400891470731447e-11,0.0021158393985820693,4.2237478608501666e-10,5.4393466688277894e-11,7.204292005400545e-07,6.248699223868299e-08,6.607905021231234e-07,1.2065027011755895e-06,0.000420399722124282,3.6574642401455534e-10,1.5202770624294936e-07,1.0019400962438055e-08,2.7021701051932393e-11,1.7463532064397771e-09,1.4049608175787652e-08,8.12351200852198e-14,1.3786567733219628e-13
