Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975)
1.7948070338943975e-06,0.7120983109817675,3.3719573286345154e-05,1.7709249707329192e-06,1.7985303550607957e-05,0.00014427847124910405,0.0,0.0,1.2343579006368005e-05,1.1547957833367776e-08,1.4509356793422455e-06,1.663796580455154e-08,5.510668088081168e-10,1.0272821718385598e-17,1.5976448214721173e-13,4.482298459469918e-10,4.362661791869306e-06,4.2477993389774305e-07,8.135479680682916e-12,1.4357821218142756e-13,5.443434788047284e-07,4.0728819974720004e-13,2.5859725869716668e-11,1.999857817440901e-10,7.839785106389548e-11,2.2543583047334975e-07,6.047088055207514e-11,2.161243352887781e-09,2.1645508387373475e-11,7.853263195911996e-13,1.69940169671389e-11,8.498373342428255e-15,5.492393281081648e-10,1.0487180044126188e-10,3.76,0.0,0.7638461858606534,0.9993115134175837,5.2988072316532084e-05,6.035591368272988e-07,0.026127096146747863,0.02613266014807802,1.185583806356678e-09,1.1074401071570426e-12,0.0006189467912932323,2.0692423655357705e-07,1.045243167231759e-06,1.3694087294889998e-05,2.3602347432606094e-06,0.00011990894565409796,7.917027891863456e-05,0.0008236623637328612,1.6862075973999894e-07,3.818660762368894e-05,1.4680834784024492e-07,2.5267102643181106e-10,1.1720719147315635e-07,4.984969966510093e-07,4.473175843497786e-09,1.5439840313122236e-09,3.434966885858267e-07,4.572260637651083e-09,4.4556795406415e-06,2.236388723132092e-09,2.7832378468570615e-08,2.391491310583827e-10,1.0740447288181769e-13,2.4393735146719185e-07,1.1602128731315357e-10,1.0512238828154681e-11,1.4583658905886712e-16,1.8669101720580304e-14,3.919991590303522e-15,7.792000345085912e-12,1.9491786238380855e-17,1.991948297053372e-11,2.8248038028925172e-15,7.286448648191557e-10,6.929765430706595e-16,5.0854281499555664e-14,8.50990857869082e-11,1.8817281368097847e-09,1.8374580240763075e-14
1.8197139833016675e-06,0.712145685225982,3.4885133097408314e-05,1.8358521739176697e-06,1.8482096215056142e-05,0.0001509202776476913,0.0,0.0,1.267904423386369e-05,1.1961731357094628e-08,1.5252357299283444e-06,1.7708397619536107e-08,6.009327770639088e-10,1.1572498002645607e-17,1.7386005402307882e-13,4.71443630501666e-10,4.553403739638121e-06,4.475299751902641e-07,8.8789080324919e-12,1.5259952695496128e-13,5.596049174210195e-07,4.1968368219087805e-13,2.74390036880731e-11,2.1656332670747046e-10,8.216982341699231e-11,2.399428599315098e-07,6.33360924502773e-11,2.316431765726185e-09,2.384880203835869e-11,8.576729036453717e-13,1.8228378590319808e-11,9.058863863877716e-15,5.732466810377155e-10,1.1079092433668541e-10,3.76,0.0,0.7634744404737329,0.9993092405546573,5.5073329987468136e-05,6.370689997066375e-07,0.026483229442302407,0.026489060150370267,1.2017573264425738e-09,1.122581532972339e-12,0.0006189453840376873,2.1623071397977714e-07,1.1018769233596771e-06,1.4143565924597525e-05,2.437867667746769e-06,0.0001252175675974176,8.266244080895622e-05,0.0008343474860506031,1.765729067549457e-07,3.923170866581235e-05,1.535827341171532e-07,2.6365021214045724e-10,1.2286244612914582e-07,5.152696029209746e-07,4.831623659565506e-09,1.6659641217789463e-09,3.637484065804088e-07,4.981266600260312e-09,4.652553424226508e-06,2.309721901873659e-09,2.9420561892811023e-08,2.6154043609766224e-10,1.1347397179039095e-13,2.574596496486793e-07,1.22458472505157e-10,1.145729643137709e-11,1.5891798789270272e-16,2.1022343025958364e-14,4.3691324088804995e-15,8.25047615739366e-12,2.1237811979852495e-17,2.095911800900901e-11,2.9730814857329002e-15,7.531667634384769e-10,7.290228161406324e-16,5.390135858802743e-14,8.883555921949573e-11,1.9665684083260622e-09,1.9698010200317497e-14
1.8446209327089376e-06,0.7121930739359299,3.6078715269764915e-05,1.9024672235892976e-06,1.8988459866667328e-05,0.0001577872436306073,0.0,0.0,1.3022561570307132e-05,1.2387154764417322e-08,1.602503583205482e-06,1.8834389740314098e-08,6.546953071974377e-10,1.302082468547272e-17,1.8903735862045604e-13,4.95592260193075e-10,4.750269730202423e-06,4.7121084057601557e-07,9.682218855385382e-12,1.6207420028362295e-13,5.750824606003982e-07,4.3231266502749603e-13,2.910394638696716e-11,2.343215947858869e-10,8.608933692522098e-11,2.551959176410209e-07,6.630464093655428e-11,2.4808943072070334e-09,2.6247630809682365e-11,9.357605434976614e-13,1.9539372495362826e-11,9.649765850181663e-15,5.980268124640771e-10,1.1696388910752967e-10,3.76,0.0,0.7631025634372152,0.9993069146170456,5.721599524062621e-05,6.720184643345297e-07,0.026839182719950276,0.02684529019854918,1.2179226723974051e-09,1.1377157035504321e-12,0.0006189439439181079,2.258503646976622e-07,1.160819774560246e-06,1.46033308110222e-05,2.5172806129147697e-06,0.00013069998000803947,8.626853559316118e-05,0.0008450128457511364,1.8480556875546613e-07,4.02905543656962e-05,1.605998342943378e-07,2.7503781924173115e-10,1.2872478991695116e-07,5.324402615962739e-07,5.214514141157834e-09,1.7961566636296875e-09,3.849466773735515e-07,5.421510348638419e-09,4.855872652731e-06,2.3847277541603235e-09,3.1080028230581135e-08,2.857726215272887e-10,1.198317970615711e-13,2.715451469335418e-07,1.2916370101436346e-10,1.2474843245224033e-11,1.7300068960914582e-16,2.364165730745077e-14,4.865091789994459e-15,8.731030174006916e-12,2.311731760243973e-17,2.204132829609203e-11,3.127390610429875e-15,7.782691613519985e-10,7.665244514568203e-16,5.709176076204539e-14,9.269401955598942e-11,2.0543345487063235e-09,2.1105579101984552e-14
1.8695278821162076e-06,0.7122404779465903,3.73007968936869e-05,1.9708020325726324e-06,1.9504563371126746e-05,0.000164884619821714,0.0,0.0,1.337432302780471e-05,1.2824542286384245e-08,1.682831054340031e-06,2.001820753235428e-08,7.12613384874622e-10,1.463314874053668e-17,2.053683027215653e-13,5.207048046293275e-10,4.9533961706383835e-06,4.958507698740426e-07,1.0549669140486348e-11,1.7202007073977882e-13,5.907765578970972e-07,4.4517930111261076e-13,3.0858624284388777e-11,2.5333236266162196e-10,9.016147716111588e-11,2.712246472843123e-07,6.937931422094828e-11,2.6550790969657287e-09,2.8856944392260967e-11,1.0199771980070063e-12,2.093107242466979e-11,1.0272429998546429e-14,6.235984609498167e-10,1.2339864866090428e-10,3.76,0.0,0.7627305478602473,0.9993045346382871,5.941717604530455e-05,7.084526321586456e-07,0.0271949557003104,0.027201350310902987,1.2340798315740102e-09,1.1528426306953044e-12,0.0006189424703360412,2.3579110147446775e-07,1.2221394283488543e-06,1.507355125352504e-05,2.598502991151069e-06,0.00013636014900104385,8.999115295578553e-05,0.0008556584771216041,1.933260513362431e-07,4.136314402771596e-05,1.6786611334481233e-07,2.868475125652333e-10,1.347997629389092e-07,5.500161342474913e-07,5.6232565926156735e-09,1.9350300018478674e-09,4.0712521541278766e-07,5.895005191708161e-09,5.0657852284859505e-06,2.4614336089233512e-09,3.2813203808260265e-08,3.119772716838729e-10,1.2648909720755607e-13,2.8621059777490234e-07,1.3614492651456835e-10,1.3569566635503749e-11,1.881493222410872e-16,2.6553940375237693e-14,5.4123046525840574e-15,9.234543775114233e-12,2.5138908828753836e-17,2.3167489296200482e-11,3.287919316439107e-15,8.039624308919384e-10,8.055266642044576e-16,6.043056177771581e-14,9.667724070387815e-11,2.1451049105703867e-09,2.2602045071903214e-14
1.8944348315234776e-06,0.7122878981064065,3.855186320687543e-05,2.040889107690685e-06,2.0030578546075217e-05,0.00017221774198206602,0.0,0.0,1.373452381030447e-05,1.3274217279736093e-08,1.7663122732440394e-06,2.12621893862951e-08,7.749604834934969e-10,1.6426249931392742e-17,2.2292896341327242e-13,5.468110981531367e-10,5.162921734221888e-06,5.214786607412482e-07,1.1485784301906333e-11,1.824555323741543e-13,6.066876781448781e-07,4.582879413318144e-13,3.27072823392554e-11,2.736711374522934e-10,9.439151528566049e-11,2.8805958526801555e-07,7.256296137096094e-11,2.8394512339856114e-09,3.169266629088438e-11,1.1107330096992969e-12,2.240774078204872e-11,1.0928257854349229e-14,6.499807665807223e-10,1.3010334255892896e-10,3.76,0.0,0.7623583867409935,0.999302099633643,6.167800005620938e-05,7.464175730918898e-07,0.027550548095152626,0.02755724050408443,1.2502287909247192e-09,1.1679623270601292e-12,0.0006189409626818132,2.460610042957339e-07,1.2859050500126123e-06,1.555439938488088e-05,2.6815647136674646e-06,0.00014220210572933318,9.38329246583606e-05,0.0008662844150908031,2.0214181362005008e-07,4.244947792678898e-05,1.7538816852094952e-07,2.9909334986240955e-10,1.4109301887442172e-07,5.680045304952393e-07,6.059329329281882e-09,2.0830752093615516e-09,4.303186262991013e-07,6.403873278493008e-09,5.28244165105593e-06,2.539867249605892e-09,3.462257747414653e-08,3.402940727093923e-10,1.3345735888585268e-13,3.014731176600489e-07,1.4341027295599487e-10,1.474640782713803e-11,2.0443200873892053e-16,2.978851591848128e-14,6.015587525560403e-15,9.761930000343693e-12,2.7311656340539838e-17,2.4339015496994963e-11,3.4548606663453117e-15,8.302571579623355e-10,8.460758533043328e-16,6.39229682755461e-14,1.0078804164238472e-10,2.238959865565821e-09,2.4192407389822796e-14
1.9193417809307477e-06,0.7123353352775074,3.9832407725044286e-05,2.1127615605947465e-06,2.0566680209430834e-05,0.0001797920324073939,0.0,0.0,1.4103362364315864e-05,1.3736512463456837e-08,1.8530437373836962e-06,2.256874879099443e-08,8.420252489844633e-10,1.841846256017816e-17,2.417998044403282e-13,5.739417604155243e-10,5.378987402406522e-06,5.481240826519606e-07,1.2495373305557615e-11,1.9339954985070928e-13,6.228163100165602e-07,4.716431428083279e-13,3.4654347108879154e-11,2.954173253983476e-10,9.878491558567229e-11,3.057321822491893e-07,7.585849364115017e-11,3.0344932975946905e-09,3.4771747548795776e-11,1.208461386761272e-12,2.3973836516992206e-11,1.1618703619210257e-14,6.77193279077326e-10,1.3708629984332297e-10,3.76,0.0,0.7619860729647994,0.9992996085997661,6.399961496314326e-05,7.859603409928101e-07,0.0279059596072249,0.027912960793095243,1.2663695369935627e-09,1.1830748061960677e-12,0.0006189394203341128,2.566683236999977e-07,1.3521872912730804e-06,1.6046050215463073e-05,2.7664961985498007e-06,0.00014822994746357165,9.779652521900895e-05,0.0008768906952438915,2.112604713169174e-07,4.354955732796201e-05,1.8317273193595214e-07,3.117897906818477e-10,1.4761032720038966e-07,5.864129114745976e-07,6.524282617506126e-09,2.2408070479307255e-09,4.5456242541885025e-07,6.950350579327078e-09,5.5059949620025805e-06,2.620056921161858e-09,3.65107020456656e-08,3.708712401190206e-10,1.407484151615913e-13,3.1735019028383965e-07,1.5096803792327134e-10,1.6010573520580786e-11,2.2192052673575976e-16,3.3377331741948426e-14,6.680168422066832e-15,1.0314134731826388e-11,2.964511701471153e-17,2.555736158168427e-11,3.6284127776668575e-15,8.571641470133534e-10,8.882196330923457e-16,6.757432277965946e-14,1.0502928715055387e-10,2.335981873229467e-09,2.5881917434012717e-14
1.9442487303380177e-06,0.712382790335937,4.114293237424121e-05,2.1864531187784933e-06,2.1113046228580472e-05,0.0001876130013464036,0.0,0.0,1.4481040430284608e-05,1.4211770162841005e-08,1.9431243657205627e-06,2.3940376468107837e-08,9.141122128425306e-10,2.0629806744776952e-17,2.620659030075884e-13,6.021282175211388e-10,5.601736507460596e-06,5.758172911742081e-07,1.3583544567350104e-11,2.0487167400578547e-13,6.391629625977326e-07,4.852496774312336e-13,3.670443396836977e-11,3.1865440742920866e-10,1.0334734330505355e-10,3.2427482515140154e-07,7.926888583260343e-11,3.240705861049819e-09,3.81122230022448e-11,1.3136201316260589e-12,2.5634023317870806e-11,1.234527602636656e-14,7.052559660640812e-10,1.4435604293455758e-10,3.76,0.0,0.7616135993023291,0.999297060514362,6.638318884664937e-05,8.271289894383045e-07,0.028261189930077174,0.02826851119127047,1.2825020559083196e-09,1.1981800826032876e-12,0.0006189378426598912,2.67621484174443e-07,1.421058319493037e-06,1.6548681678017885e-05,2.853328378924679e-06,0.00015444783868862915,0.0001018846726016369,0.0008874773538373807,2.206897998389111e-07,4.466338450639404e-05,1.9122667318955232e-07,3.2495170543512833e-10,1.5435757544979054e-07,6.052488933912686e-07,7.019741728340993e-09,2.4087649658978123e-09,4.798930569549264e-07,7.536792067090833e-09,5.7366007904748915e-06,2.7020313371453284e-09,3.848019579853998e-08,4.038659658399758e-10,1.4837445395982163e-13,3.3385967486297033e-07,1.5882669605867165e-10,1.7367547973707932e-11,2.406904747039425e-16,3.7355170320096856e-14,7.411718856313056e-15,1.089213792438884e-11,3.214935601374254e-17,2.6824023610831417e-11,3.808778958274142e-15,8.846944261466188e-10,9.320068659342542e-16,7.139010678219351e-14,1.0940388854562612e-10,2.4362555524919894e-09,2.7676090094215746e-14
1.9691556797452878e-06,0.7124302641718832,4.248394762493192e-05,2.261998136779784e-06,2.16698575704353e-05,0.00019568624844012284,0.0,0.0,1.4867763094625192e-05,1.4700342561334012e-08,2.0366555538108125e-06,2.5379642570051137e-08,9.915425344620258e-10,2.3082129922390994e-17,2.8381718751793745e-13,6.3140272376184e-10,5.831314775772175e-06,6.045892425490904e-07,1.475572265655545e-11,2.1689205784418181e-13,6.557281659750112e-07,4.99112540716831e-13,3.886235460143551e-11,3.4347012187078856e-10,1.0808467278070847e-10,3.437208596815071e-07,8.279717768306561e-11,3.4586080180305448e-09,4.173327016996637e-11,1.4266926180221497e-12,2.739317812560907e-11,1.3109540286778355e-14,7.341892214984547e-10,1.5192129160699863e-10,3.76,0.0,0.7612409584076741,0.9992944543358453,6.882991053972466e-05,8.699725877933247e-07,0.02861623874788198,0.028623891710262805,1.2986263333724274e-09,1.2132781717842849e-12,0.0006189362290142941,2.789290876123384e-07,1.4925918474351755e-06,1.7062474673034535e-05,2.9420927112457942e-06,0.0001608600122167377,0.00010610012891481364,0.000898044427814416,2.3043773747128925e-07,4.579096276774187e-05,1.99557002038545e-07,3.385943846570612e-10,1.6134077150892146e-07,6.245202511722027e-07,7.547410109057588e-09,2.587514134126324e-09,5.063479132844946e-07,8.165677105894184e-09,5.974417399642637e-06,2.785819686891382e-09,4.053374399933225e-08,4.394448855072996e-10,1.5634802669812166e-13,3.5101981359321067e-07,1.6699490255156084e-10,1.882310556639103e-11,2.608214447493571e-16,4.1759874624399853e-14,8.216388130603309e-15,1.1496954884685973e-11,3.483496976640763e-17,2.8140540241395654e-11,3.99616784555929e-15,9.128592523555046e-10,9.774876957209929e-16,7.53759439157184e-14,1.1391480443179367e-10,2.539867755926149e-09,2.958071567199745e-14
1.994062629152558e-06,0.712477757689913,4.385597262787076e-05,2.3394316075738174e-06,2.2237298352346196e-05,0.00020401746418252572,0.0,0.0,1.5263738842413312e-05,1.520259196041098e-08,2.1337412300882725e-06,2.688919894326134e-08,1.074654773882517e-09,2.5799259326102163e-17,3.0714868675486335e-13,6.617983839556719e-10,6.067870371831081e-06,6.344716085797578e-07,1.6017665841671456e-11,2.2948147298522763e-13,6.725124718392149e-07,5.132369610161e-13,4.113312477237135e-11,3.699566545666244e-10,1.1300299589430125e-10,3.641046133581969e-07,8.64464752885222e-11,3.688737922373139e-09,4.56552708865579e-11,1.548189018430227e-12,2.9256399979827534e-11,1.3913120108905404e-14,7.640138742622552e-10,1.5979096704148993e-10,3.76,0.0,0.760868142816436,0.9992917890029893,7.134098999571627e-05,9.145412375823545e-07,0.028971105735251683,0.028979102360026838,1.3147423546567387e-09,1.2283690902996094e-12,0.0006189345787401828,2.905999168331072e-07,1.5668631635806797e-06,1.758761311471622e-05,3.032821183701467e-06,0.00016747077031756865,0.00011044570112042442,0.0009085919548203528,2.4051238860080985e-07,4.693229646895604e-05,2.081708711127598e-07,3.527335484642046e-10,1.6856604595382417e-07,6.442349222135074e-07,8.109072676750461e-09,2.777646521497317e-09,5.33965354770798e-07,8.839615054888509e-09,6.219605733989608e-06,2.871451642788966e-09,4.267410048282619e-08,4.777845668317712e-10,1.6468205713637553e-13,3.6884923925173863e-07,1.7548149669499985e-10,2.03833238655669e-11,2.823972022899857e-16,4.6632590238856524e-14,9.10084005587818e-15,1.2129637601152e-11,3.771310985009264e-17,2.95084940125747e-11,4.1907935494750625e-15,9.416701169043684e-10,1.0247135822470782e-15,7.953760321661085e-14,1.185650414594335e-10,2.6469076468431e-09,3.1601872220809093e-14
2.018969578559828e-06,0.7125252718092091,4.5259535351779835e-05,2.4187891741612077e-06,2.2815555893877195e-05,0.00021261243140266778,0.0,0.0,1.5669179610740454e-05,1.571889104776861e-08,2.234487913357597e-06,2.8471781458815657e-08,1.1638056960942221e-09,2.880716623290583e-17,3.321607910418524e-13,6.933491764088409e-10,6.311553942896917e-06,6.654967918366475e-07,1.7375484517733996e-11,2.426613265723554e-13,6.89516454103837e-07,5.276284090817364e-13,4.3521972389361595e-11,3.9821083669478173e-10,1.1810863085141733e-10,3.8546141906364063e-07,9.021995255706195e-11,3.9316533413838034e-09,4.989987579289426e-11,1.6786475839675193e-12,3.12290192098645e-11,1.4757699794195173e-14,7.947511969175987e-10,1.6797419595684915e-10,3.76,0.0,0.7604951449437765,0.9992890634345698,7.391765866251363e-05,9.608860891675122e-07,0.029325790557052128,0.029334143148803275,1.3308501045911171e-09,1.2434528558260917e-12,0.0006189328911679844,3.0264293916588286e-07,1.6439491630156294e-06,1.812428397755753e-05,3.1255463247449323e-06,0.00017428448586544117,0.00011492424175218594,0.0009191199732186334,2.5092202700197133e-07,4.8087391039494265e-05,2.1707557867707053e-07,3.67385356215641e-10,1.7603965442641443e-07,6.644010102285385e-07,8.706599238447624e-09,2.9797820113794034e-09,5.627847299566537e-07,9.561351095157423e-09,6.472329467483776e-06,2.9589573676465446e-09,4.4904089275764e-08,5.19072019885476e-10,1.7338985043550077e-13,3.873669829467202e-07,1.8429550551046405e-10,2.2054597209234798e-11,3.0550587285966364e-16,5.2018024842571476e-14,1.0072292268932225e-14,1.2791276126717049e-11,4.079550782294378e-17,3.092951264275397e-11,4.392875799515053e-15,9.711387508508725e-10,1.073737336596715e-15,8.388100248242828e-14,1.2335765509491008e-10,2.7574667793446774e-09,3.3745938389964484e-14
2.043876527967098e-06,0.7125728074638114,4.6695172722857554e-05,2.500107141354583e-06,2.3404820769436335e-05,0.0002214770267685673,0.0,0.0,1.6084300842732315e-05,1.6249623174114096e-08,2.3390047715244536e-06,3.013021241245636e-08,1.25937110809201e-09,3.213414283710375e-17,3.5895952593506204e-13,7.260899765188378e-10,6.562518664362196e-06,6.976979411857703e-07,1.8835660555703446e-11,2.5645367866012086e-13,7.067407095392066e-07,5.422926080087746e-13,4.6034345869571935e-11,4.283343505728911e-10,1.2340813130008562e-10,4.078276391297917e-07,9.412085269586757e-11,4.187932223078761e-09,5.449007180103588e-11,1.8186359787975112e-12,3.3316606983536243e-11,1.5645026411707807e-14,8.264229146299613e-10,1.76480314821774e-10,3.76,0.0,0.7601219570824417,0.9992862765290017,7.656116986315122e-05,1.0090593587382078e-06,0.02968029286821291,0.029689014083103087,1.3469495675558775e-09,1.2585294872176652e-12,0.0006189311656157115,3.1506731009742193e-07,1.7239283788932508e-06,1.8672677343533292e-05,3.220301211748895e-06,0.0001813056035038722,0.0001195386496441105,0.0009296285221069713,2.616750991819759e-07,4.9256253002960525e-05,2.262785714400402e-07,3.8256641638006044e-10,1.8376798005083449e-07,6.850267891991433e-07,9.341948042292218e-09,3.1945695605357163e-09,5.928463961674125e-07,1.0333772287913242e-08,6.732755052641813e-06,3.048367522151226e-09,4.722660626851218e-08,5.635052301819312e-10,1.8248510240427604e-13,4.065924820163011e-07,1.934461474416412e-10,2.384365082845173e-11,3.3024013630729644e-16,5.796472620462207e-14,1.1138558296681412e-14,1.3483000016310858e-11,4.409450105221852e-17,3.2405270357549115e-11,4.602640095768617e-15,1.0012771307156036e-09,1.1246131575185266e-15,8.84122117264367e-14,1.2829575040104304e-10,2.8716391814434664e-09,3.601960682264366e-14
2.068783477374368e-06,0.7126203656028617,4.816343076613532e-05,2.5834224877672078e-06,2.400528686176507e-05,0.0002306172223130678,0.0,0.0,1.650932154223297e-05,1.6795182638844634e-08,2.4474036815901784e-06,3.1867402996103976e-08,1.3617467299093037e-09,3.581099266206949e-17,3.8765683903112876e-13,7.600565810373655e-10,6.8209202858196695e-06,7.311089676469772e-07,2.0405067616300612e-11,2.7088126009308024e-13,7.241858584227388e-07,5.572355435633346e-13,4.867592281686374e-11,4.604339437542553e-10,1.2890829580103356e-10,4.3124068997117955e-07,9.815248973220871e-11,4.458173277707935e-09,5.94502526555574e-11,1.9687526712438516e-12,3.5524985226954655e-11,1.657691205555599e-14,8.590512142608405e-10,1.853188741486789e-10,3.76,0.0,0.7597485714007567,0.9992834271639713,7.927279918293602e-05,1.059114345617356e-06,0.03003461231353397,0.030043715167691654,1.3630407274730726e-09,1.2735990045688937e-12,0.0006189294013884221,3.278823769852467e-07,1.8068810144800269e-06,1.9232986449903534e-05,3.3171194797858873e-06,0.00018853864082768175,0.00012429187066900378,0.000940117641333845,2.72780227785214e-07,5.043888999917732e-05,2.3578744740979637e-07,3.9829379661326583e-10,1.9175753589054413e-07,7.06120707433113e-07,1.0017169464517844e-08,3.4226884019802135e-09,6.241917405312966e-07,1.1159913872511984e-08,7.001051770505855e-06,3.1397132724219613e-09,4.964462093628702e-08,6.112937154601589e-10,1.9198190897655744e-13,4.265455880791988e-07,2.029428361182834e-10,2.5757555527056252e-11,3.566974286692002e-16,6.452537990627943e-14,1.2308092559431355e-14,1.4205979821247368e-11,4.762305954663004e-17,3.3937489299228715e-11,4.820317864194772e-15,1.0320974843033403e-09,1.1773966687522443e-15,9.313745673256058e-14,1.333824828283295e-10,2.989521441366539e-09,3.8429898053599457e-14
2.093690426781638e-06,0.7126679471908525,4.966486474870131e-05,2.6687728780071696e-06,2.4617151416288218e-05,0.000240039086981918,0.0,0.0,1.6944464329155833e-05,1.7355974984921274e-08,2.5597992909389286e-06,3.3686355843123485e-08,1.471349100906738e-09,3.9871235486463835e-17,4.1837090049845435e-13,7.952857330122779e-10,7.086917177843054e-06,7.657645605892887e-07,2.2090992472485962e-11,2.8596749089141194e-13,7.418525452056846e-07,5.724634749146091e-13,5.145261902333515e-11,4.946216517289073e-10,1.3461617766246877e-10,4.557390672762691e-07,1.0231825006933755e-10,4.742996573928023e-09,6.480629271785676e-11,2.129628383871351e-12,3.7860236929197314e-11,1.7555236187646762e-14,8.926587536326062e-10,1.9449964287101008e-10,3.76,0.0,0.7593749799405893,0.9992805141960606,8.205384486321529e-05,1.1111054498892334e-06,0.03038874852748865,0.03039824640557284,1.37912356779761e-09,1.288661429281313e-12,0.0006189275977779911,3.410976828369093e-07,1.8928889757937364e-06,1.9805407737639182e-05,3.4160353305358945e-06,0.00019598818958286663,0.00012918689848708117,0.000950587371515311,2.8424621505807263e-07,5.163531080669905e-05,2.4560995879773155e-07,4.1458503405029974e-10,2.0001496744666244e-07,7.276913917309905e-07,1.0734409837100151e-08,3.6648492933463233e-09,6.568632014251892e-07,1.2042965813095304e-08,7.2773917815507854e-06,3.2330262976573286e-09,5.216117811162955e-08,6.626591071156986e-10,2.0189477591958436e-13,4.4724657523910417e-07,2.127951841910944e-10,2.780374293953234e-11,3.849801519807055e-16,7.175712808083641e-14,1.3590038513959624e-14,1.49614286426622e-11,5.139481384279675e-17,3.552794095228651e-11,5.046146616198486e-15,1.0636122966804435e-09,1.2321449574306777e-15,9.806312271414165e-14,1.386210590170125e-10,3.1112127971627454e-09,4.098417494871924e-14
2.118597376188908e-06,0.7127155532078774,5.120003932480781e-05,2.756196675080657e-06,2.5240615096327593e-05,0.00024974878820430786,0.0,0.0,1.7389955495502756e-05,1.793241730325106e-08,2.676309079945952e-06,3.559016764960818e-08,1.588616522635466e-09,4.435132782823549e-17,4.512264179680639e-13,8.318151474283149e-10,7.360670379490249e-06,8.017002042705181e-07,2.39011573866686e-11,3.017364991586697e-13,7.597414391968019e-07,5.879829457857907e-13,5.4370597806276464e-11,5.310150295548052e-10,1.4053909515261758e-10,4.813623717697349e-07,1.066215940782157e-10,5.0430441500003136e-09,7.058562410480251e-11,2.3019276048841545e-12,4.0328716846117135e-11,1.858194806910736e-14,9.27268670968182e-10,2.0403261280561193e-10,3.76,0.0,0.7590011746152856,0.9992775364603643,8.490562820190072e-05,1.1650881903541383e-06,0.030742701134022943,0.030752607797973085,1.3951980715082021e-09,1.3037167841327024e-12,0.0006189257540632348,3.547229701562718e-07,1.9820359048415065e-06,2.0390140900472824e-05,3.51708354132273e-06,0.00020365891688445628,0.00013422677530478498,0.0009610377540521419,2.9608204637487936e-07,5.284552536577453e-05,2.557540149706198e-07,4.314581458164687e-10,2.0854705519807533e-07,7.497476516654563e-07,1.149591542113271e-08,3.921795812383068e-09,6.909042903540879e-07,1.2986279602972268e-08,7.56195017754072e-06,3.3283387978784626e-09,5.477939980988188e-08,7.178357572563555e-10,2.1223862873938136e-13,4.687161484451186e-07,2.2301300723863504e-10,2.999002138812694e-11,4.151958923216395e-16,7.9721910540477e-14,1.4994280114717094e-14,1.5750603746257368e-11,5.5424084005779435e-17,3.717844759008665e-11,5.280370112635125e-15,1.0958343163129443e-09,1.288916613584899e-15,1.031957580800173e-13,1.440147376100843e-10,3.2368152297376374e-09,4.369015776553917e-14
