Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68)
5.912317982990158e-06,0.7927947298073894,0.008477263478869292,0.0020363354129338024,0.00423915738586418,0.07731204250321091,0.0,0.0,0.0022583016221635146,5.97811756199277e-05,0.022271143386726734,0.0013557793528103114,0.0005000300884421848,1.593486941759256e-08,9.110949352908125e-07,1.1442943144130075e-05,0.003982586294166358,0.0035095052095526855,0.00010209805969304238,1.786492190543552e-06,0.0010541573835363392,4.699864817295762e-08,4.689120771000813e-06,7.446606634715129e-05,1.2741627764193417e-06,0.009370698277251231,1.405847440655286e-06,0.00014131837026693506,2.8276974378442516e-05,7.737648272343112e-07,5.730498023618892e-06,7.635603072310507e-09,1.1091378164320692e-06,1.236304020070812e-06,3.76,0.0,0.19640472695916056,0.9479785946502077,0.04129975535097929,0.0014924767896898996,0.1854423947581301,0.23558483687591333,4.472447520208761e-08,1.0032561635742536e-10,0.0011464230913003075,0.0006587643343430146,0.004003168480540893,0.0008548648360064898,0.00011598068401651546,0.048531856193017905,0.045863505418244035,0.012296567711492037,0.0005905251762336155,0.0047279114188541116,8.429602250880693e-05,2.318845829625875e-06,6.515851163762317e-05,0.00010633606352898258,0.0011787909988333753,0.0002920924235938408,0.003912053637881399,0.000916412230883764,0.007492287632951434,4.959048699420803e-08,0.0034207334962083067,0.0005024737640589891,1.678873914385021e-08,0.0005842413871928408,1.1118011528157305e-07,7.460808039574221e-07,1.7300801464941528e-11,3.788483111238317e-07,1.4270719732176766e-07,6.359191242199391e-07,2.7499273948084156e-12,5.132068474955246e-07,2.6851426532004822e-11,4.724933263831641e-08,1.0681987821391738e-11,2.9800923859087922e-08,2.1604328224469995e-07,1.8206829185604596e-05,8.15481385950601e-09,0.0002296866620190721,0.0015070115076241957,1.4901604387302213e-07,2.7631160435536865e-10,0.0023845006418668872,3.543662852020198e-11,7.313238801178751e-06,4.0621693376724086e-10,0.00045794718682151854,7.605292595424892e-06,5.214009027500808e-06,1.3721929181987951e-06
5.944813481486793e-06,0.7931451041051197,0.008474848493983186,0.0020461664832646634,0.004231212823110889,0.07833493795268963,0.0,0.0,0.002290398965127861,6.215977204883265e-05,0.022862683584748234,0.0013954287596641436,0.0005086512251982548,1.616422406556958e-08,9.230340592428731e-07,1.1578821411115209e-05,0.004025901862656437,0.00357583594598609,0.00010480766180035226,1.8326990756868437e-06,0.0010765062181064225,4.805436772856094e-08,4.75527957721187e-06,7.64221878906707e-05,1.3043749860232244e-06,0.009571316800511187,1.4339558479351856e-06,0.00014477971085654799,2.9218208949496418e-05,7.948978445874248e-07,5.8145171813611235e-06,7.749795420461668e-09,1.117965963275568e-06,1.2780839708478744e-06,3.76,0.0,0.1943684825818635,0.9470229480553333,0.042048665193378534,0.001524165877924311,0.18541311626249346,0.23656261236056,4.471746788708311e-08,1.0030760433014571e-10,0.0011452674322666241,0.0006588811360103301,0.004016784478725088,0.0008497732461383694,0.00011565425351093417,0.04911607414676278,0.046274644779227325,0.012359739468018185,0.0005908438863035709,0.004814918520096222,8.422132628725274e-05,2.3693519283982213e-06,6.51030709253906e-05,0.00010716670911015978,0.0011926078851213307,0.0002949751958806226,0.004007415539233863,0.0009300492045518549,0.007672941522019794,4.922506972582985e-08,0.0035273259069459437,0.0005221267730309005,1.7140747304743803e-08,0.0005857625854424665,1.1131153477092181e-07,7.561764406504593e-07,1.753409242237922e-11,3.8571063790525546e-07,1.4536747742006197e-07,6.559712419948915e-07,2.7869221667566775e-12,5.188014499986539e-07,2.714280841339684e-11,4.755564083978406e-08,1.0794337423912406e-11,3.076166825250567e-08,2.179835725909364e-07,1.887422458713477e-05,8.324806563683694e-09,0.00023606981737050607,0.0015546110350120569,1.5351079089951427e-07,2.7756099634511376e-10,0.002445588811121986,3.662579392025033e-11,7.438874291564559e-06,4.1260575981066013e-10,0.00047363274826227856,7.562287726166181e-06,5.3819295014230805e-06,1.4153404346780147e-06
5.977308979983427e-06,0.7934934005212724,0.008469173893560654,0.002055133856404092,0.004221639611651972,0.07935021909526986,0.0,0.0,0.002322218096652779,6.458819554373208e-05,0.023460851154010347,0.0014355520964384086,0.0005170781202156643,1.637505043698301e-08,9.342483423770404e-07,1.170932062089037e-05,0.0040684924650327275,0.003642028736082195,0.00010751178727449704,1.878927117820691e-06,0.0010989000527530334,4.9087304463445937e-08,4.8187769919316655e-06,7.838486964839526e-05,1.3345261923583657e-06,0.009771912127037905,1.461666981388448e-06,0.00014826010526166407,3.0174939482648933e-05,8.160754434517386e-07,5.895679957760328e-06,7.861283774598674e-09,1.1263936792035642e-06,1.3206305166769833e-06,3.76,0.0,0.19235256143524487,0.9460657695435982,0.042797853407610206,0.001556094316775218,0.18537723880195486,0.23753578767158126,4.4708853088957646e-08,1.0027297295972548e-10,0.0011441099149114915,0.0006587304969582392,0.004028815443004057,0.0008443792804350717,0.00011528338723514669,0.04969352594975359,0.046676602038238806,0.012421871891560386,0.0005909209272126315,0.004902235371807708,8.41116958118255e-05,2.420058000001281e-06,6.502050860990136e-05,0.00010794424364474629,0.0012058064563723778,0.00029769225129922455,0.0041034101863936705,0.0009432500704584212,0.00785508500546846,4.884308392950508e-08,0.0036352380630285805,0.0005422406095174293,1.7492289917634025e-08,0.000587026331084936,1.1139345281485206e-07,7.658883450007022e-07,1.7758478497461867e-11,3.922584534683703e-07,1.4791595636306033e-07,6.762377771591914e-07,2.822500841911538e-12,5.241399842882256e-07,2.742081325339111e-11,4.7837541621422615e-08,1.0901343275360425e-11,3.173570660141498e-08,2.1988061576697178e-07,1.955610439603538e-05,8.493247512725962e-09,0.00024246825609934884,0.0016027139559206176,1.5804239545460352e-07,2.786835683418666e-10,0.00250734566124953,3.7830927313982534e-11,7.564204785739221e-06,4.18958938885507e-10,0.0004895231071046315,7.517131529927167e-06,5.551210900027456e-06,1.4585587951581595e-06
6.009804478480062e-06,0.793839546754702,0.008460318321144923,0.0020632418564261253,0.004210488189838396,0.08035757095204102,0.0,0.0,0.002353743261498406,6.706518369703836e-05,0.024065405574957052,0.0014761296820355785,0.0005253020558718342,1.6566955398177246e-08,9.447239221436504e-07,1.1834324615952622e-05,0.004110345100881222,0.0037080498658513747,0.00011020764191057162,1.9251290556455353e-06,0.0011213259816807287,5.009558990810465e-08,4.8795388531700485e-06,8.035276747566994e-05,1.3645899368821102e-06,0.009972365939590307,1.488944904892994e-06,0.00015175779942881094,3.114690397406751e-05,8.372783526484181e-07,5.973908921805002e-06,7.969947848760414e-09,1.1344166345426193e-06,1.363925317649803e-06,3.76,0.0,0.19035729382641464,0.9451074508935503,0.04354699590620333,0.0015882535666361538,0.18533510027411654,0.2385042600391005,4.469871268338418e-08,1.0022223671395832e-10,0.001142951013118614,0.0006583191582273271,0.004039280950041375,0.0008386974196885201,0.00011486955905953262,0.0502640452288364,0.047069343497014395,0.012482963751406843,0.0005907620061524592,0.004989824485293583,8.396813797524168e-05,2.4709409617985778e-06,6.491160253919092e-05,0.0001086684717746486,0.0012183787473122596,0.0003002426594928719,0.0041999926191751275,0.0009560017454563275,0.008038627615112265,4.8445462854966155e-08,0.003744408220481926,0.0005628127330458978,1.7843158294249883e-08,0.0005880360530770159,1.1142678265824369e-07,7.75207684342667e-07,1.7973756874142516e-11,3.984797819992105e-07,1.5034803120820498e-07,6.967041750214748e-07,2.8566313950530384e-12,5.29218255319587e-07,2.7685211213936883e-11,4.809506675404203e-08,1.1002922607200982e-11,3.272249552365372e-08,2.2173424893321272e-07,2.0252381230707222e-05,8.659994633701708e-09,0.00024887601458088384,0.0016512889860355489,1.626076658881965e-07,2.7968040992899996e-10,0.0025697411671029547,3.905127332526702e-11,7.689073644115261e-06,4.252681267605153e-10,0.0005056054478644458,7.46994268350003e-06,5.721673910855185e-06,1.5017795784586141e-06
6.042299976976696e-06,0.7941834742947057,0.008448364669055955,0.0020704965131233782,0.00419781087117207,0.08135669665313384,0.0,0.0,0.002384959281926834,6.958937930710748e-05,0.024676101407700775,0.0015171414258114758,0.0005333149268579782,1.6739638790425732e-08,9.544497333733825e-07,1.195373246934248e-05,0.004151447943482944,0.003773866693712621,0.00011289248848608118,1.9712578646826396e-06,0.0011437713241626252,5.1077463665405333e-08,4.937499840120659e-06,8.232455699226806e-05,1.3945401956551965e-06,0.010172562737953039,1.5157552261210596e-06,0.00015527106237912073,3.213383120317136e-05,8.584874464191426e-07,6.0491358568249015e-06,8.07567522927088e-09,1.1420313353251214e-06,1.4079489775788234e-06,3.76,0.0,0.1883829790602271,0.9441483768777815,0.04429577550707007,0.0016206350978795337,0.18528703271547423,0.2394679289473404,4.468712716879245e-08,1.0015593913713404e-10,0.0011417911923083787,0.000657654198163854,0.004048202929423197,0.0008327422959610741,0.00011441429107860716,0.05082747991641837,0.04745285029080169,0.012543015117750937,0.0005903731476095067,0.005077648367092173,8.379170125598314e-05,2.5219779786989277e-06,6.477716314677236e-05,0.00010933933430736867,0.0012303185580994885,0.00030262594791950184,0.004297118048003498,0.0009682924821794147,0.008223477895919548,4.8033142274523083e-08,0.0038547735888003216,0.0005838401650345504,1.8193149876461175e-08,0.0005887956160280676,1.1141251473416422e-07,7.841267759253718e-07,1.817975137382927e-11,4.0436404595497624e-07,1.526595934865539e-07,7.173556103834654e-07,2.8892860319366678e-12,5.340327825502581e-07,2.793580995133854e-11,4.832830836200429e-08,1.1099007455603954e-11,3.372147812789181e-08,2.2354437927957628e-07,2.096295577278674e-05,8.82491223024322e-09,0.0002552871812075334,0.0017003045015567123,1.6720340173880365e-07,2.805528609849646e-10,0.0026327448711699676,4.02860558882175e-11,7.813324627158835e-06,4.315250562267209e-10,0.0005218667251464762,7.420839478968838e-06,5.893136257436419e-06,1.5449347885921707e-06
6.074795475473331e-06,0.794525118433613,0.008433399651763353,0.0020769054898813802,0.004183661591925731,0.08234731742107579,0.0,0.0,0.0024158515687020894,7.215933430661517e-05,0.025292688934374762,0.0015585668855299351,0.0005411092527938534,1.6892892677791393e-08,9.634174821923568e-07,1.2067458490651547e-05,0.00419179032385126,0.0038394476951681806,0.00011556365436506442,2.017266904950456e-06,0.0011662236528965167,5.203128113218345e-08,4.9926035242913174e-06,8.429893669439151e-05,1.424351437499795e-06,0.010372390057969296,1.54206521466164e-06,0.0001587981900747432,3.313544138884256e-05,8.796837977411531e-07,6.121301755249841e-06,8.178361633349224e-09,1.1492351195252764e-06,1.4526811136110166e-06,3.76,0.0,0.18642988584251655,0.9431889246566285,0.04504388246431894,0.0016532304048446859,0.18523336185003594,0.24042669641409037,4.467417555388741e-08,1.0007464935782899e-10,0.0011406309087039605,0.0006567429950063617,0.004055605508901459,0.0008265286352690361,0.00011391914657928559,0.05138369207485925,0.04782711780874481,0.012602027281721549,0.0005897606606734411,0.005165669593958474,8.358347037781168e-05,2.573146506977658e-06,6.461802930130125e-05,0.00010995690399731294,0.001241621416494261,0.0003048420869254151,0.004394741948781332,0.000980111875150045,0.008409543642470926,4.7607057053188116e-08,0.003966270538378764,0.0006053195040395832,1.854206859038603e-08,0.0005893092930799208,1.1135171066375922e-07,7.926390818386549e-07,1.8376312328309652e-11,4.099020852649037e-07,1.548470378886012e-07,7.381770315356033e-07,2.9204411681008616e-12,5.385807941274129e-07,2.8172454407901727e-11,4.853741650280351e-08,1.1189544536417165e-11,3.473208593355962e-08,2.2531098130260502e-07,2.168771716287088e-05,8.987871186761252e-09,0.0002616959139387236,0.001749728633070509,1.71826402947211e-07,2.813024984377364e-10,0.0026963259685758474,4.153448051882922e-11,7.936802718593739e-06,4.377215813512101e-10,0.0005382937168433717,7.369939438297046e-06,6.065413370233453e-06,1.5879571951458624e-06
6.1072909739699655e-06,0.7948644182665345,0.008415513380601477,0.002082478006564676,0.004168095662356775,0.08332917249462109,0.0,0.0,0.0024464061300742235,7.477351399802547e-05,0.025914914800643566,0.0016003853251888391,0.0005486781873485843,1.7026599805802724e-08,9.716216015500361e-07,1.217543214765152e-05,0.004231362712193673,0.003904762500976876,0.00011821853851215495,2.0631100640261545e-06,0.0011886708201687037,5.2955520148368555e-08,5.044802365628059e-06,8.62746308409991e-05,1.4539986782631802e-06,0.010571738668982027,1.5678439067819925e-06,0.0001623375089881208,3.415144683555965e-05,9.008487292711657e-07,6.19035676163685e-06,8.277911118338779e-09,1.1560261495992848e-06,1.4981004283030468e-06,3.76,0.0,0.1844982527742854,0.9422294632193368,0.04579101495331101,0.0016860310191257875,0.1851744066783172,0.24138046725169768,4.465993525488143e-08,9.997895859361587e-11,0.0011394706086548137,0.0006555931898873528,0.0040615148578929386,0.0008200712026878752,0.00011338572313433168,0.05193255767637936,0.04819215508699434,0.012660002675491215,0.0005889311066019255,0.005253850886441898,8.334456105719383e-05,2.6244243355289023e-06,6.443506422265744e-05,0.00011052138077971346,0.001252284532301949,0.00030689147300661613,0.00449282015273532,0.000991450859673335,0.008596732132159057,4.716813790252595e-08,0.004078834804719613,0.0006272469420968231,1.8889725156889468e-08,0.0005895817380661056,1.1124549718991245e-07,8.007391980670507e-07,1.8563316317165746e-11,4.150861653654509e-07,1.5690726697463825e-07,7.591532041144262e-07,2.950077386206389e-12,5.428602172943661e-07,2.8395026406434694e-11,4.8722596528799965e-08,1.1274495042166579e-11,3.5753740785606125e-08,2.2703409395278304e-07,2.2426543416408207e-05,9.148749131559499e-09,0.0002680964569488964,0.0017995293572656383,1.7647347873836562e-07,2.819311224076564e-10,0.002760453390421937,4.2795736601478687e-11,8.0593549220808e-06,4.4384971983272275e-10,0.0005548730765370902,7.317359014246089e-06,6.23831905980636e-06,1.6307806589037247e-06
6.1397864724666e-06,0.79520131667897,0.008394798942730266,0.002087224758143758,0.004151169523027041,0.08430201899629089,0.0,0.0,0.0024766095788389913,7.74303015656366e-05,0.02654252265305543,0.0016425757724055966,0.0005560155239604002,1.7140731329439086e-08,9.790591892822432e-07,1.2277597915631868e-05,0.004270156696985178,0.003969781928974018,0.00012085461789905268,2.108741895331682e-06,0.0012111009817734578,5.38487865416439e-08,5.094057655841031e-06,8.825039210853568e-05,1.4834575311769868e-06,0.010770502749629374,1.5930621965324694e-06,0.00016588737936830032,3.518155256766771e-05,9.219638617205109e-07,6.256260066889044e-06,8.374236241833048e-09,1.162403401469834e-06,1.5441847836324447e-06,3.76,0.0,0.1825882889296109,0.9412703528731644,0.04653687950938128,0.0017190285221336387,0.1851104791065986,0.2423291493089565,4.464448200244721e-08,9.986947668278527e-11,0.0011383107280181393,0.0006542126504651716,0.004065959030249047,0.0008133847499879736,0.00011281564584906982,0.052473966342013754,0.04854798417951526,0.012716944793030567,0.00058789126682418,0.0053421551807282435,8.30761148694121e-05,2.675789624457748e-06,6.42291514885796e-05,0.00011103308651490717,0.0012623067448622348,0.0003087749104839296,0.004591308931045718,0.001002301703861641,0.008784950353994254,4.6717308320685515e-08,0.004192401688252394,0.0006496182820269192,1.9235937358867638e-08,0.0005896179571568607,1.1109506008598672e-07,8.084228380323679e-07,1.8740665778101057e-11,4.1990997458611024e-07,1.5883769205824262e-07,7.802687545780664e-07,2.9781793732510084e-12,5.468696657553716e-07,2.8603444063305898e-11,4.888410625986486e-08,1.1353834374109237e-11,3.6785856751989236e-08,2.2871381767553124e-07,2.3179301857069494e-05,9.307430560189255e-09,0.0002744831563037058,0.0018496745860515549,1.8114145613344584e-07,2.8244074186170066e-10,0.0028250958850854504,4.406899967774768e-11,8.180831024180202e-06,4.4990169308645183e-10,0.0005715913847453162,7.263213192096374e-06,6.411666190108764e-06,1.6733404400621333e-06
6.172281970963235e-06,0.7955357603229873,0.008371351986223229,0.002091157829781325,0.004132940507521399,0.08526563174782352,0.0,0.0,0.002506449137567048,8.012800283299521e-05,0.027175253769100495,0.00168511707505139,0.0005631156982727858,1.7235343867704332e-08,9.857299308256662e-07,1.2373915042521504e-05,0.004308164961882825,0.004034478009721853,0.00012346945329059434,2.154117749808009e-06,0.001233502618658604,5.470981855625245e-08,5.140339412111521e-06,9.022500401090242e-05,1.512704253092022e-06,0.01096858004211045,1.6176929127869848e-06,0.00016944619820197045,3.622545695019329e-05,9.430111594960271e-07,6.318979756779627e-06,8.467258173562161e-09,1.1683666501311362e-06,1.5909112764316657e-06,3.76,0.0,0.18070017450947107,0.9403119447805943,0.04728119142008245,0.0017522145569206949,0.18504188361604543,0.24327265369291182,4.4627889758322044e-08,9.974682867178921e-11,0.001137151691598525,0.0006526094353823352,0.004068967807242492,0.0008064839662461261,0.00011221056081991079,0.053007821043286794,0.048894639511414185,0.012772858112014512,0.0005866481115811354,0.005430545698435669,8.277929425844522e-05,2.7272209409435516e-06,6.400119115146339e-05,0.00011149245931745969,0.0012716884643038443,0.00031049359182124507,0.004690165074118294,0.001012657994172904,0.008974105231963365,4.625548174582646e-08,0.004306906248713741,0.0006724289555721382,1.9580530266191755e-08,0.0005894232801893832,1.1090163807887526e-07,8.156868110138048e-07,1.8908288499221478e-11,4.243686113027174e-07,1.6063623042201264e-07,8.015082130697712e-07,3.004735839099174e-12,5.506084232241723e-07,2.8797661022590927e-11,4.902225300285805e-08,1.1427551797701557e-11,3.7827841992506983e-08,2.303503113686195e-07,2.3945849564963326e-05,9.463806920646034e-09,0.000280850474606319,0.00190013225267457,1.8582718805829427e-07,2.828335599006142e-10,0.002890222097146587,4.535343372550238e-11,8.301084317438798e-06,4.5586996375121137e-10,0.000588435198684998,7.2076153627110755e-06,6.58526734240996e-06,1.7155734869740401e-06
6.204777469459869e-06,0.7958676995827412,0.008345270314611136,0.002094290609098274,0.004113466612883447,0.08621980303620133,0.0,0.0,0.0025359126420995484,8.2864851233758e-05,0.027812847677012663,0.0017279879568735342,0.0005699737874218963,1.7310575962986704e-08,9.916360067435472e-07,1.2464357267217915e-05,0.004345381260621795,0.00409882400621546,0.0001260606944069112,2.199193902679889e-06,0.0012558645562845484,5.5537490158333434e-08,5.183626223600152e-06,9.219728308231632e-05,1.5417157868875352e-06,0.011165871985202474,1.6417108825172563e-06,0.00017301240186838658,3.728285229493448e-05,9.639729734612682e-07,6.37849261838432e-06,8.55690675998686e-09,1.1739164520533068e-06,1.6382563147407635e-06,3.76,0.0,0.17883406156454565,0.9393545805444569,0.048023675070989744,0.0017855808392456794,0.18496891697112558,0.2442108949708775,4.461023064146221e-08,9.96116514828526e-11,0.0011359939126455343,0.0006507917597247969,0.004070572541653512,0.000799383431087966,0.00011157212879014646,0.053534037770165,0.04923216721937423,0.012827748017339843,0.0005852087693166405,0.005518986014076165,8.245527771813973e-05,2.7786972923274935e-06,6.375209598705344e-05,0.00011190004751271533,0.0012804316074294716,0.0003120490768087201,0.004789345965396052,0.0010225146148845207,0.009164103841974159,4.578355889300466e-08,0.004422283493119165,0.0006956740422326336,1.992333641917511e-08,0.0005890033318706966,1.106665168224776e-07,8.225289958593633e-07,1.9066137002900368e-11,4.284585617616678e-07,1.62301299110774e-07,8.228560554542553e-07,3.029739417861544e-12,5.540764254478918e-07,2.897766554377738e-11,4.913739043873328e-08,1.1495650060237624e-11,3.8879100588462984e-08,2.3194378927771844e-07,2.4726033837130655e-05,9.617776662232904e-09,0.00028719300456770574,0.001950870394489808,1.9052756102137188e-07,2.831119587933428e-10,0.0029558006436384283,4.6648193417026175e-11,8.419972277696578e-06,4.617472703223706e-10,0.0006053911002594623,7.1506767214110225e-06,6.7589354756244825e-06,1.75741870320141e-06
6.237272967956504e-06,0.7961970885300464,0.008316653490628068,0.0020966376962941228,0.004092806278599687,0.08716434233632613,0.0,0.0,0.002564988543405395,8.563901296435512e-05,0.028455042762596604,0.0017711670718019998,0.0005765855063343142,1.73666439995493e-08,9.967819893052505e-07,1.2548912430287754e-05,0.004381800390207628,0.004162794427885167,0.00012862608445713308,2.243927670082063e-06,0.001278175981708806,5.633081324572756e-08,5.223905055748103e-06,9.416608082516224e-05,1.5704697993850896e-06,0.011362283826444297,1.6650929796357846e-06,0.00017658446849236665,3.835342545057631e-05,9.848320807183117e-07,6.434783907733025e-06,8.643120543540574e-09,1.179054124626614e-06,1.6861956946046889e-06,3.76,0.0,0.17699007477825113,0.9383985918405746,0.04876406424574005,0.0018191191678983878,0.1848918679664041,0.24514379135090783,4.4591574863535984e-08,9.94645906865685e-11,0.0011348377924087691,0.0006487679616392172,0.004070806003753592,0.0007920975717080319,0.00011090201912520117,0.05405254516914694,0.04956062448362918,0.012881620726631371,0.0005835804970558433,0.005607440119918893,8.210525515739929e-05,2.830198156398201e-06,6.348278788477284e-05,0.00011225650332753584,0.0012885395288143124,0.0003134432708388151,0.004888809649678971,0.0010318677219452964,0.009354853621513396,4.5302425353604575e-08,0.004538468556505147,0.0007193482886727439,2.0264195972294196e-08,0.0005883640030350204,1.1039102295611022e-07,8.28948310413854e-07,1.9214187831074666e-11,4.321776687483908e-07,1.6383180546642104e-07,8.442967443281005e-07,3.05318655368692e-12,5.572742368660413e-07,2.914347941729204e-11,4.9229915427127746e-08,1.1558144908601036e-11,3.9939034323408524e-08,2.334945178509259e-07,2.5519692657840058e-05,9.769245250095365e-09,0.0002935054814661606,0.002001857232056905,1.952395023356246e-07,2.83278484873717e-10,0.003021800187367782,4.795242634526717e-11,8.537357191715123e-06,4.675266587445345e-10,0.0006224457420055935,7.092506713840695e-06,6.9324845585763765e-06,1.7988171920587133e-06
6.269768466453138e-06,0.7965238848709114,0.008285602455612079,0.0020982148128304593,0.004071018175526411,0.08809907598956809,0.0,0.0,0.002593665907900294,8.844859228593222e-05,0.029101576860509435,0.0018146330567895897,0.000582947201195852,1.740383768941935e-08,1.0011747244871029e-06,1.2627582117952663e-05,0.004417418162351461,0.004226365039188893,0.00013116346405919011,2.288277524704944e-06,0.0013004264584129974,5.708893875894517e-08,5.261171012885864e-06,9.613028542143013e-05,1.5989447161830219e-06,0.011557724714055946,1.6878181611625629e-06,0.00018016091999664756,3.9436858376183344e-05,1.0055717212977714e-06,6.487847083128389e-06,8.725846737483341e-09,1.1837817228164258e-06,1.7347046768387527e-06,3.76,0.0,0.17516831230512012,0.9374443000970655,0.04950210238061022,0.0018528214342298918,0.1848110172109141,0.24607126484373262,4.457199067361443e-08,9.930629739607687e-11,0.0011336837197493755,0.0006465464702384627,0.004069702229935527,0.0007846406216356468,0.00011020190393515771,0.05456328415468431,0.04988007885550344,0.012934483218109917,0.0005817706516942633,0.005695872488015994,8.173042348390276e-05,2.881703508869041e-06,6.319419440741546e-05,0.00011256257628696975,0.0012960169482646151,0.0003146784024741359,0.0049885148959105665,0.00104071471168353,0.009546262571230023,4.481294930502729e-08,0.0046553968746492575,0.0007434461285682497,2.0602956798893413e-08,0.0005875114221145767,1.1007651827701878e-07,8.34944677109499e-07,1.935244074237426e-11,4.3552509296058816e-07,1.6522713481169562e-07,8.658147688221512e-07,3.0750773726281007e-12,5.602030306042668e-07,2.929515680438793e-11,4.930026471555504e-08,1.1615064651956522e-11,4.100704440641826e-08,2.3500281257152215e-07,2.6326655176297992e-05,9.918125147585844e-09,0.0002997827944729026,0.002053061244348931,1.9995998687156331e-07,2.8333583339703237e-10,0.0030881895070591645,4.926527520895275e-11,8.653106729664188e-06,4.732015106795263e-10,0.000639585890780313,7.0332113868757705e-06,7.105730212257367e-06,1.8397124759987058e-06
6.29901441510011e-06,0.7968157528144967,0.00825565951808178,0.0020989897173325656,0.00405049315879856,0.0889318222345557,0.0,0.0,0.002619126245509159,9.100588324733428e-05,0.029686950734388734,0.0018539800873521998,0.0005884564377751125,1.7421469078680607e-08,1.0044915546925487e-06,1.2693364694371909e-05,0.004448786329343539,0.004283217735170301,0.00013342145318047884,2.3278308340855014e-06,0.0013203914639488487,5.774056820792385e-08,5.2921366703205655e-06,9.789325424493798e-05,1.6243163175207648e-06,0.011732719460088067,1.7076934657838713e-06,0.00018338229049726093,4.0422676750883286e-05,1.024121801487337e-06,6.532844874600854e-06,8.797281724001598e-09,1.1876882202252313e-06,1.7788289529205753e-06,3.76,0.0,0.17354778830855033,0.93658714561174,0.050164122460593805,0.0018832870204542698,0.18473522621739843,0.2469012931349331,4.455362589954214e-08,9.915476993502429e-11,0.0011326471161790875,0.0006443851158456649,0.004067594530957069,0.0007777946635075696,0.00010954752549029025,0.05501626797628974,0.0501599539739274,0.012981202049531121,0.0005799926850775141,0.005775414103078139,8.137285473950688e-05,2.9280460345025308e-06,6.291873988868982e-05,0.00011279565726532395,0.0013022124878419737,0.00031565610691226733,0.00507842270463906,0.0010482430916241327,0.009719018785612009,4.436599000049453e-08,0.0047612148539519245,0.0007654915200110787,2.0905927675912875e-08,0.0005865670031014844,1.0976125917987879e-07,8.399805027148327e-07,1.9468508968117855e-11,4.3822031666854235e-07,1.6636721984159806e-07,8.852343448971366e-07,3.0934514208206044e-12,5.626103696296876e-07,2.94196495503025e-11,4.934500939221656e-08,1.166155872281634e-11,4.1974664708194575e-08,2.363242946316157e-07,2.706414815764988e-05,1.0049836976309628e-08,0.0003053982190714389,0.0020993047522481455,2.042132704657472e-07,2.8329643601022347e-10,0.003148247495201501,5.0453494979583895e-11,8.755778447204046e-06,4.782143193943222e-10,0.000655074320813375,6.978969974970196e-06,7.261241264344354e-06,1.8760434184876056e-06
