Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529)
8.252299344657458e-10,0.5041805900536845,7.343797765408549e-17,4.422016349985375e-21,3.4571157835380578e-15,2.614999512459841e-19,0.0,0.0,3.3660041957961514e-12,9.584548530340802e-20,6.592972303533152e-22,9.361500693962194e-23,5.17265433406203e-29,1.4820775051841472e-41,2.2762803617607023e-30,8.719844302358716e-21,3.0427526155539036e-18,5.950026757722436e-24,3.265564144232049e-38,6.001148304001578e-39,1.1746651481697811e-20,1.6081372905952457e-31,1.5975269082414456e-19,3.3162703811609347e-31,3.651941517997871e-26,3.067761145238684e-31,2.5580466894088754e-26,4.478379769525246e-25,3.228855320947101e-38,5.252598812830212e-38,6.319687588613369e-31,9.155784975675661e-36,2.6433366124056303e-29,4.7561403112854695e-32,3.76,0.0,0.6972472606226322,0.9999669015320957,2.242688606905608e-18,2.810980549796949e-23,6.355227776366253e-09,6.355227778696546e-09,2.376244009244966e-20,1.7750478371557677e-25,3.3098464534788634e-05,1.3209397401012089e-23,2.117824843016841e-25,3.3638720009325963e-12,1.2566033509280936e-15,1.5354059987444993e-18,2.16147239042212e-16,3.91306357261036e-11,1.4539429157165765e-22,3.459037911529396e-15,4.94142905099674e-17,5.095875565767474e-24,1.2539105834603313e-20,2.204678330850251e-17,1.309394022878425e-29,1.3025722859691223e-29,1.6921096790859407e-19,3.658870958932318e-32,3.0427808313603873e-18,5.157549418493945e-16,3.0806238494013844e-27,5.508160346082139e-25,8.559581415054323e-31,4.274528911618093e-25,2.338528081260494e-29,3.103955679983932e-36,1.0722221990026936e-40,3.420210001144606e-35,1.279474185055643e-37,3.266487518149124e-32,6.897017800104988e-41,1.9050804503622838e-22,3.22856016116746e-28,1.1168566464128178e-20,1.6186615603239662e-27,1.6541851235055572e-39,2.063076069400918e-19,3.153627210990244e-19,1.780387037596789e-29,4.686533912190634e-22,5.588071410588415e-26,2.7058600575732326e-29,3.7222194267124257e-37,2.2676768764314613e-17,6.048237131079769e-35,1.4764205641654787e-25,1.1698924405363852e-29,1.1971487406663677e-29,4.714416815329825e-17,1.1894038228164398e-44,1.9820712862645324e-30,8.249266775252285e-28,9.178515779708746e-33,4.1467461966314536e-44,1.4315487164331738e-32,7.730870012301805e-28,6.926276441865787e-27,7.167106268191196e-27,1.4886200972341305e-36
8.595325712764906e-10,0.5041805900781656,7.931442753203072e-17,4.935502419445235e-21,3.750383691909868e-15,2.7561884892418133e-19,0.0,0.0,3.505925267223076e-12,1.0397926755453839e-19,7.449520593679437e-22,1.0839899595634274e-22,5.849508403904632e-29,1.6710279350494422e-41,2.4650442986939173e-30,9.432231830070882e-21,3.3009167476456702e-18,6.71125144999588e-24,3.8234163274218296e-38,6.822195549757294e-39,1.2743502669176036e-20,1.816740593117471e-31,1.6601756164988655e-19,3.9027490457294895e-31,4.126155538373997e-26,3.6554335311829633e-31,2.7750053036372146e-26,4.858409031191073e-25,3.957983789387779e-38,5.938845991825654e-38,7.436000478969646e-31,1.1030610477233757e-35,3.040057131383428e-29,5.59787397213141e-32,3.76,0.0,0.6972472603575088,0.9999665609569129,2.5340856806445093e-18,3.176250873116696e-23,6.619397870208568e-09,6.6193978727330895e-09,2.5709675662257537e-20,1.9249028864897847e-25,3.3439039577177415e-05,1.432798596912136e-23,2.338222603201257e-25,3.503612061637001e-12,1.3631487025328396e-15,1.7348517325509437e-18,2.3448636110843803e-16,4.0757042543919315e-11,1.5771383055034584e-22,3.752569812107125e-15,5.146750822625376e-17,5.553196101668476e-24,1.36023717455639e-20,2.391576671157998e-17,1.417724132164969e-29,1.4682532951752053e-29,1.7626377734490973e-19,4.135859742330419e-32,3.3009486301820853e-18,5.592991826362877e-16,3.480853306249008e-27,6.2240282162206e-25,9.713603068449552e-31,4.829427743654045e-25,2.7517315513931506e-29,3.654061081296412e-36,1.2583232679735766e-40,4.192355978513395e-35,1.4724829737681637e-37,3.8663152315227647e-32,7.969020812605655e-41,2.119462068558378e-22,3.7531093785387415e-28,1.261820013733166e-20,1.812877269084152e-27,1.9467957430481235e-39,2.1425891491698647e-19,3.4212150271940845e-19,1.9780718657685275e-29,5.295309512643917e-22,6.062182005243119e-26,2.956664439931637e-29,4.404908977209891e-37,2.460111728250969e-17,6.616894960718518e-35,1.6682592680937995e-25,1.376511056614272e-29,1.4089345411912726e-29,4.9008221271415996e-17,1.4002373210827967e-44,2.332659866011441e-30,9.708352199310693e-28,1.0802217510115888e-32,5.084853568684458e-44,1.754458390830505e-32,8.735626568658624e-28,7.985629833151708e-27,7.927512741063524e-27,1.900334522653318e-36
8.938352080872355e-10,0.5041805901026467,8.54168786676722e-17,5.488054443642733e-21,4.055580228887763e-15,2.9012313656888546e-19,0.0,0.0,3.6458468295908904e-12,1.1244427818679246e-19,8.37719656365323e-22,1.247638915490108e-22,6.58336820646041e-29,1.8750812825353808e-41,2.660968105447968e-30,1.0170357245036385e-20,3.569587343240682e-18,7.533764987668265e-24,4.44825446348896e-38,7.718372926792705e-39,1.3780946669001202e-20,2.0426125223359303e-31,1.7225364631032574e-19,4.56375531575904e-31,4.6397080802453547e-26,4.323542421742204e-31,3.0007828196090725e-26,5.253911331333215e-25,4.813247774475102e-38,6.682883860480372e-38,8.693892108094974e-31,1.3202091990726084e-35,3.478570754397081e-29,6.546702380439772e-32,3.76,0.0,0.6972472600923855,0.9999662511996028,2.8496851776680808e-18,3.5718648735663066e-23,6.883567963950979e-09,6.883567966677218e-09,2.7728048517475895e-20,2.080765323036161e-25,3.374879674718847e-05,1.549186195931048e-23,2.5721029420977536e-25,3.643345264069502e-12,1.474021340670548e-15,1.950854164290543e-18,2.535718300253921e-16,4.2383437331063395e-11,1.7053273029804835e-22,4.058053403131876e-15,5.352066186710923e-17,6.030582216388988e-24,1.4708833083939292e-20,2.586061809011236e-17,1.5301397401484728e-29,1.647412559091157e-29,1.833181267824238e-19,4.6527534018051747e-32,3.56962319714828e-18,6.045894006067984e-16,3.9143175197078185e-27,6.999378930656935e-25,1.0957968962010895e-30,5.430338846227861e-25,3.2173702311915844e-29,4.274335957834844e-36,1.4673560965064923e-40,5.09802991198689e-35,1.6892723221019794e-37,4.5452269657090027e-32,9.151850168207656e-41,2.3469869059386885e-22,4.336816913390722e-28,1.4187983392290806e-20,2.0207634962074246e-27,2.2766050589443465e-39,2.2216293329558424e-19,3.6996949180034095e-19,2.1876920075462495e-29,5.954622242258667e-22,6.555586311648223e-26,3.2202623160093807e-29,5.179771721690233e-37,2.660381985889722e-17,7.21545192895303e-35,1.87603216822406e-25,1.6093278581246067e-29,1.647648461838228e-29,5.08649247199744e-17,1.6379647059920121e-44,2.7278131089958038e-30,1.1352898872117612e-27,1.263236537021749e-32,6.185690560117866e-44,2.133137606579136e-32,9.823879976229927e-28,9.152682196068961e-27,8.729957661061669e-27,2.402828446129488e-36
9.281378448979803e-10,0.5041805901271278,9.174540146080968e-17,6.081141544465565e-21,4.3727043445165595e-15,3.0502735832459277e-19,0.0,0.0,3.7857688875526396e-12,1.212405183565795e-19,9.378833965219017e-22,1.4280130886326708e-22,7.376600122676375e-29,2.0947709081452798e-41,2.86401228106083e-30,1.0933979578532164e-20,3.848763921212467e-18,8.419785836112415e-24,5.144953251322358e-38,8.693521475310323e-39,1.485898348116255e-20,2.286434617255356e-31,1.7846107810046145e-19,5.305346015494666e-31,5.19416154105815e-26,5.078948131483379e-31,3.235377880446238e-26,5.664886502585792e-25,5.810345596825059e-38,7.487144513685014e-38,1.0104823363115624e-30,1.5704267590297968e-35,3.961601358399287e-29,7.611350246570261e-32,3.76,0.0,0.6972472598272621,0.999965969471551,3.190451863404745e-18,3.9990327879244453e-23,7.147738057593488e-09,7.1477380605289e-09,2.981696655064956e-20,2.2426277824318182e-25,3.4030524658520226e-05,1.670100942400292e-23,2.8197791605157968e-25,3.783071615666885e-12,1.5892203814686755e-15,2.18407227298472e-18,2.734036122134832e-16,4.4009820087623285e-11,1.8385081265864666e-22,4.375488597478975e-15,5.557375144645262e-17,6.528011177183175e-24,1.585848189162781e-20,2.788131884477213e-17,1.6466176012143588e-29,1.840576772134597e-29,1.9037401750209579e-19,5.211181966990684e-32,3.8488040632870774e-18,6.516234921991758e-16,4.3823404975033504e-27,7.836585968720525e-25,1.229442569751392e-30,6.079088371304676e-25,3.739694293159134e-29,4.970529618761335e-36,1.7010742435772635e-40,6.153840049889794e-35,1.9324846622729457e-37,5.30982686403295e-32,1.0451498328080307e-40,2.5877614230856597e-22,4.983569097887246e-28,1.5882675621451485e-20,2.242609756161613e-27,2.6466385985750393e-39,2.3001994333647024e-19,3.98906655524204e-19,2.4093589095322048e-29,6.6664835780291815e-22,7.068283431220215e-26,3.4968548145203517e-29,6.055055535285587e-37,2.86848759138861e-17,7.844433617470158e-35,2.1003745307633566e-25,1.8704625368190105e-29,1.915481404574705e-29,5.2714309952083995e-17,1.904787833214823e-44,3.1711549089196515e-30,1.3197986723170577e-27,1.4685756230880546e-32,7.46960146210972e-44,2.574508201364832e-32,1.0998964166841405e-27,1.0433123511974184e-26,9.574621667917681e-27,3.011444972998677e-36
9.62440481708725e-10,0.5041805901516089,9.830006629567395e-17,6.716232990980829e-21,4.70175498910544e-15,3.203460628454027e-19,0.0,0.0,3.925691445389102e-12,1.3036798923087469e-19,1.0457266201209201e-21,1.6260347806771343e-22,8.23157748831305e-29,2.330625150299162e-41,3.0741375130681194e-30,1.172285949293399e-20,4.138446000970004e-18,9.371516057103392e-24,5.918524759846348e-38,9.751549455813607e-39,1.5977613105649327e-20,2.5488878359253794e-31,1.8463998969354497e-19,6.133813928300962e-31,5.791077742914874e-26,5.928759226116938e-31,3.478789117149928e-26,6.091334377653732e-25,6.966226739193058e-38,8.35407483247395e-38,1.1680696343210618e-30,1.8573683767930193e-35,4.491953787348032e-29,8.800884656284739e-32,3.76,0.0,0.6972472595621387,0.9999657132364496,3.557350418365928e-18,4.458964797577404e-23,7.411908151136096e-09,7.411908154288104e-09,3.197584258269666e-20,2.410482907224023e-25,3.428675961978404e-05,1.7955412930217067e-23,3.0815637167734304e-25,3.922791123490978e-12,1.7087449414167036e-15,2.4351649028955618e-18,2.9398167413737103e-16,4.563619081368622e-11,1.9766789968047396e-22,4.704875308202481e-15,5.762677697819712e-17,7.04545766096409e-24,1.7051310212124315e-20,2.997785038536088e-17,1.7671347177490043e-29,2.0482726139369545e-29,1.9743145078489652e-19,5.812779080601763e-32,4.138490760161729e-18,7.0039935640008e-16,4.8862460711224876e-27,8.738022720719034e-25,1.3724568765312023e-30,6.777501791988812e-25,4.3231182687961887e-29,5.74862154567929e-36,1.9612878836182026e-40,7.377716728404442e-35,2.205032802111661e-37,6.166969959021347e-32,1.1873990136330238e-40,2.8418763442309425e-22,5.697324139024109e-28,1.770703350188684e-20,2.478691180337904e-27,3.060040039333325e-39,2.3783022462745235e-19,4.289329611214222e-19,2.6431739562008933e-29,7.432904586946351e-22,7.600272474287186e-26,3.786642970058409e-29,7.039388402920753e-37,3.084428486788938e-17,8.504365400178831e-35,2.3419215734342225e-25,2.1621162637025794e-29,2.2147099132221527e-29,5.455640828615967e-17,2.2029961665930601e-44,3.666450589532327e-30,1.5259284055762138e-27,1.6979843630600113e-32,8.958566622254866e-44,3.086040670892248e-32,1.2264213226903875e-27,1.1832665012512988e-26,1.0461662302812525e-26,3.743392776441721e-36
9.967431185194698e-10,0.5041805901760901,1.050809435402697e-16,7.394798200029148e-21,5.0427311131829145e-15,3.3609380329412326e-19,0.0,0.0,4.065614507042443e-12,1.398266919863791e-19,1.1615326327784118e-21,1.8426314386104998e-22,9.15068058732871e-29,2.5831673576378596e-41,3.29130467659157e-30,1.2536759271913486e-20,4.438633102430863e-18,1.0391141421283365e-23,6.774116614437653e-38,1.0896432647104602e-38,1.7136835542450788e-20,2.8306525559355864e-31,1.9079051314405105e-19,7.055687719566304e-31,6.432017932800219e-26,6.880330978286163e-31,3.7310151487092435e-26,6.533254789312731e-25,8.299139763014912e-38,9.286137052606899e-38,1.3433853820643732e-30,2.1849481855743572e-35,5.072513840696926e-29,1.0124715145984147e-31,3.76,0.0,0.6972472592970154,0.9999654801874782,3.951345438165578e-18,4.9528710285791764e-23,7.676078244578802e-09,7.676078247954799e-09,3.420409432188849e-20,2.5843233468822364e-25,3.4519808450666e-05,1.9255057558973282e-23,3.3577684151188204e-25,4.062503794262338e-12,1.8325941373549775e-15,2.704790763566898e-18,3.1530598230208094e-16,4.72625495093393e-11,2.119838136144037e-22,5.046213448490159e-15,5.967973847625123e-17,7.582894409044643e-24,1.828731009052006e-20,3.2150194130611944e-17,1.891668339194814e-29,2.2710267496989182e-29,2.044904279118082e-19,6.459182077597629e-32,4.4386828198437436e-18,7.509148947302711e-16,5.427357896054628e-27,9.706062486003084e-25,1.5249853935738296e-30,7.527403905991352e-25,4.972220911843935e-29,6.614821890903784e-36,2.249863075425403e-40,8.788962821657628e-35,2.5101191866424833e-37,7.123761157612253e-32,1.3425380471498789e-40,3.10940772706422e-22,6.482108193541342e-28,1.9665810996630995e-20,2.729268983018973e-27,3.520071191461164e-39,2.4559405509351003e-19,4.6004837586360185e-19,2.889229374748298e-29,8.2558959261145235e-22,8.151552560037722e-26,4.0898277231787196e-29,8.141779895602204e-37,3.308204614132436e-17,9.195772443392612e-35,2.601308465522366e-25,2.4865715804773336e-29,2.547696167324268e-29,5.639125090649597e-17,2.5349668770719543e-44,4.217606877416855e-30,1.7553047422471107e-27,1.9532737736733902e-32,1.0676266784287826e-43,3.6757748363335994e-32,1.3622961399975584e-27,1.3357036431791035e-26,1.1391216955941385e-26,4.617891146070619e-36
9.999999999999999e-10,0.504180590200571,1.0573651850848014e-16,7.461538034037135e-21,5.075725115831034e-15,3.3761181031110214e-19,0.0,0.0,4.0788996003619805e-12,1.4074197088384164e-19,1.1729520831893144e-21,1.8641956357555534e-22,9.241365159980455e-29,2.6080314064599804e-41,3.312288349790657e-30,1.2615327355889834e-20,4.4676805555285555e-18,1.0491558355790645e-23,6.859805267644651e-38,1.1009795128993868e-38,1.7249008530174106e-20,2.8584333458887235e-31,1.9137300691196623e-19,7.14831434939756e-31,6.495217353780061e-26,6.976241866502613e-31,3.7554210221958365e-26,6.576017407562667e-25,8.43559598907574e-38,9.378107560421341e-38,1.3609983909054445e-30,2.2183123580906006e-35,5.130352233306577e-29,1.0257738804927363e-31,3.76,0.0,0.6972472592718431,0.9999654591879749,3.9901969852411394e-18,5.0015751165101465e-23,7.701160009855689e-09,7.701160013253333e-09,3.441924198337873e-20,2.6011395673049545e-25,3.454080794061654e-05,1.9380804096311435e-23,3.384753675667121e-25,4.075768530433233e-12,1.8445778257977092e-15,2.7313777947042973e-18,3.1736941842581946e-16,4.741696434616468e-11,2.1336896803753304e-22,5.0792432067811275e-15,5.987465463275362e-17,7.634959681860145e-24,1.8406906506594134e-20,3.236038847430793e-17,1.9037002072444098e-29,2.2929781037026817e-29,2.0516072641845726e-19,6.52294369412829e-32,4.467730761874068e-18,7.558014707811865e-16,5.4807160621053415e-27,9.80152169368038e-25,1.5399667585462806e-30,7.601346352587861e-25,5.0374350893246295e-29,6.70187551996181e-36,2.2788055193064303e-40,8.933434158123356e-35,2.540901942257429e-37,7.220048801755318e-32,1.3579598760856825e-40,3.1355083923555175e-22,6.560459977324345e-28,1.985894776055558e-20,2.75382284542295e-27,3.5662946180227234e-39,2.463287914911147e-19,4.630592557028559e-19,2.9132305979047685e-29,8.337048764464396e-22,8.204896849349989e-26,4.119317402815951e-29,8.25292150251355e-37,3.3298584274414456e-17,9.263073583976129e-35,2.6268864584542415e-25,2.5191673222444633e-29,2.5811545972355327e-29,5.656508495762312e-17,2.568329731157505e-44,4.272986112351098e-30,1.778352017422717e-27,1.9789252185870633e-32,1.085215318710072e-43,3.73614067811596e-32,1.3756949567575978e-27,1.3508465774242431e-26,1.1481688362544782e-26,4.7090881932601135e-36
1.0310457553302145e-09,0.504180590200571,1.120881035457768e-16,8.118306736715054e-21,5.3956316674585215e-15,3.5228513734133543e-19,0.0,0.0,4.205538076146812e-12,1.496166278087557e-19,1.2855847056668863e-21,2.0787347185707678e-22,1.0136296645290855e-28,2.8529159211434504e-41,3.5154748334363954e-30,1.3375442810698833e-20,4.749324745996745e-18,1.148083151994704e-23,7.717010362115564e-38,1.2132214646773596e-38,1.83366507915562e-20,3.1324085749101764e-31,1.969127798906273e-19,8.077731859638635e-31,7.118542782801268e-26,7.94126439978169e-31,3.9920545822087354e-26,6.990647570409239e-25,9.828680217723897e-38,1.0285809333060018e-37,1.5377078702335575e-30,2.557348406295144e-35,5.706248261892905e-29,1.159259377792893e-31,3.76,0.0,0.697247259031892,0.9999652682265624,4.3734014335362695e-18,5.481961551708586e-23,7.94024833792161e-09,7.940248341528955e-09,3.6501144323171015e-20,2.7641417578097844e-25,3.4731769226188026e-05,2.0599928904727458e-23,3.64870456644143e-25,4.2022096343908804e-12,1.9607670864645552e-15,2.9936084298631443e-18,3.3737650324958585e-16,4.888889617466955e-11,2.2679837691222343e-22,5.399502931625213e-15,6.17326359545196e-17,8.140292783715556e-24,1.9566473573502593e-20,3.439833150801058e-17,2.0201959611112723e-29,2.509365830542907e-29,2.1155095016382463e-19,7.152032064037375e-32,4.749379774888439e-18,8.031680112317453e-16,6.0069994520264445e-27,1.0743078471279107e-24,1.6871608253295316e-30,8.330618838676259e-25,5.69174506188045e-29,7.575571986849117e-36,2.568721047560416e-40,1.0408304170676343e-34,2.8512555893976917e-37,8.187554384904143e-32,1.5111752257842937e-40,3.390417963372413e-22,7.342011572067192e-28,2.1763759355995128e-20,2.9945909132248373e-27,4.0301119809073454e-39,2.533117110066837e-19,4.9225286705753825e-19,3.1476090582402723e-29,9.13746784286114e-22,8.722122816474299e-26,4.406609920484451e-29,9.371622575227269e-37,3.5398159154612507e-17,9.919179706022912e-35,2.8791703279212665e-25,2.8461922911236646e-29,2.916887976017111e-29,5.821886886384022e-17,2.9031649405357876e-44,4.82867187478686e-30,2.0096121500692946e-27,2.236320530677547e-32,1.2648147542735052e-43,4.352340483409219e-32,1.5078543089315938e-27,1.5011983611829777e-26,1.2363405435112967e-26,5.6563204045982603e-36
1.0653483921409592e-09,0.5041805902250522,1.193216166460042e-16,8.88822831480837e-21,5.760455602790358e-15,3.6893462716442027e-19,0.0,0.0,4.345462156056187e-12,1.5973779789193405e-19,1.4181660757368655e-21,2.335279613649913e-22,1.1190819822815765e-28,3.140384306077934e-41,3.7466092311968385e-30,1.4238675606397385e-20,5.070520452531221e-18,1.2642739876154313e-23,8.752620003493155e-38,1.3463007174158434e-38,1.9577058852954823e-20,3.45483511100222e-31,2.0300692075902145e-19,9.206946546791752e-31,7.85221239032331e-26,9.11940583216462e-31,4.261906012935074e-26,7.463512553860418e-25,1.1575838542856202e-37,1.1355586324426613e-37,1.7523593491973225e-30,2.9790279129627036e-35,6.396204726881377e-29,1.3214615215442254e-31,3.76,0.0,0.6972472587667686,0.9999650754454927,4.824482830342513e-18,6.047446382523737e-23,8.204418431164517e-09,8.204418435010541e-09,3.8866419947824456e-20,2.9499308033553374e-25,3.492455015543958e-05,2.1990013074827113e-23,3.9546831251193197e-25,4.341908650003751e-12,2.0932629062579538e-15,3.3022763420063586e-18,3.601932035557988e-16,5.051523080976392e-11,2.4211141222525314e-22,5.7647436709538314e-15,6.378546942690377e-17,8.71762324028726e-24,2.0888792709355634e-20,3.672224395363021e-17,2.152695324241931e-29,2.763816493863202e-29,2.1861301882195094e-19,7.892973995630154e-32,5.0705811583126615e-18,8.571566124561347e-16,6.626494043231317e-27,1.1851443789135176e-24,1.8591040564736195e-30,9.18897004574452e-25,6.486597508228694e-29,8.637544866478964e-36,2.91983749992637e-40,1.2257939991233347e-34,3.2322832182146055e-37,9.365951879414798e-32,1.6939214781059796e-40,3.684956715338578e-22,8.2811850682411e-28,2.4005627118869625e-20,3.274891692894701e-27,4.593660432206314e-39,2.609834669959054e-19,5.255464020399768e-19,3.418389315148551e-29,1.007963017484083e-21,9.311982380370655e-26,4.7371903147181896e-29,1.0738693333669545e-36,3.779262332817947e-17,1.0675111939782837e-34,3.1761422331740563e-25,3.243423353619246e-29,3.3248187719008466e-29,6.003929307596305e-17,3.3101432345581714e-44,5.503835032293419e-30,2.290593896820701e-27,2.5490669649664e-32,1.4901483912411788e-43,5.124977973156226e-32,1.6634292860431464e-27,1.680326641027851e-26,1.3378332210122182e-26,6.882377681494561e-36
1.099651028951704e-09,0.5041805902495333,1.2678155315689178e-16,9.70603279706909e-21,6.1372018701576295e-15,3.86056839446552e-19,0.0,0.0,4.485386749869736e-12,1.7019020343747723e-19,1.5595599459364284e-21,2.613203641268235e-22,1.2316651209037178e-28,3.446081083742301e-41,3.984669302369294e-30,1.5126224748378678e-20,5.402219743339441e-18,1.3879004055177832e-23,9.886490675471297e-38,1.4892990375746522e-38,2.085805972663593e-20,3.7986108033875253e-31,2.090730659649896e-19,1.0450567630221474e-30,8.63458627830247e-26,1.0422847066623404e-30,4.540568024482831e-26,7.951849572654143e-25,1.3563047962971313e-37,1.2497979737227846e-37,1.9887059752654617e-30,3.4547307600126153e-35,7.145511832619036e-29,1.5001216798095785e-31,3.76,0.0,0.6972472585016453,0.9999649001087363,5.305553969591684e-18,6.650535481414043e-23,8.468588524307527e-09,8.468588528399527e-09,4.1299353323457544e-20,3.1416831538242112e-25,3.509988677175253e-05,2.342529668898722e-23,4.276014805213121e-25,4.481600846970699e-12,2.230080714570721e-15,3.6314528056120066e-18,3.837560498279256e-16,5.214155341470932e-11,2.5792274240317697e-22,6.141935579857756e-15,6.583823890730276e-17,9.314855725969399e-24,2.225425954795896e-20,3.9121912911982875e-17,2.289144413587296e-29,3.034905363674336e-29,2.25676635167204e-19,8.683656755983388e-32,5.402286503574492e-18,9.128786074542145e-16,7.287164798554393e-27,1.3033531456752642e-24,2.040925151179614e-30,1.0104280315606101e-24,7.361848854144852e-29,9.807645794745443e-36,3.3052419211831428e-40,1.4361593260645671e-34,3.657393220524172e-37,1.0666803623683653e-31,1.8913902265900298e-40,3.9930617918863333e-22,9.303836408606425e-28,2.639616011401629e-20,3.570393441858828e-27,5.214332651377354e-39,2.6860959605677113e-19,5.599289481730392e-19,3.701639552218384e-29,1.1084392350135491e-21,9.921130397232814e-26,5.081769564857601e-29,1.225315466804394e-36,4.0265438082455124e-17,1.1464093689399583e-34,3.492859205513018e-25,3.6807907717949424e-29,3.7741076049131454e-29,6.185255432822696e-17,3.758542634080716e-44,6.24742712184136e-30,2.6000520378779314e-27,2.8935210587129083e-32,1.7465445012454157e-43,6.00355882449637e-32,1.8293545443614662e-27,1.8736656870383322e-26,1.443608837580592e-26,8.322238022131276e-36
1.1339536657624487e-09,0.5041805902740145,1.3446798337605623e-16,1.0573190195504967e-20,6.525869420637651e-15,4.0366634537565987e-19,0.0,0.0,4.6253118604548715e-12,1.8097384565400578e-19,1.7100494854288553e-21,2.9134460867488086e-22,1.351619881510449e-28,3.7705099630566663e-41,4.229616663472579e-30,1.603785890871681e-20,5.744422140149657e-18,1.5191745774287928e-23,1.1124297473273633e-37,1.642641313300868e-38,2.21796534125888e-20,4.164413712758104e-31,2.1511134511718492e-19,1.1816066533071545e-30,9.467223395415885e-26,1.1859925965627339e-30,4.8280391888593803e-26,8.455658459848973e-25,1.5814232375368364e-37,1.371551891013317e-37,2.2481577570068684e-30,3.989494671651672e-35,7.957379085594471e-29,1.6963178616877745e-31,3.76,0.0,0.6972472582365219,0.9999647406377997,5.817579107442929e-18,7.29243875365003e-23,8.732758617350636e-09,8.732758621695886e-09,4.379938130433457e-20,3.3393914864894792e-25,3.5259357567736774e-05,2.490576687878335e-23,4.613010178444118e-25,4.62128623092717e-12,2.3712196295537603e-15,3.981795991723671e-18,4.0806500870214055e-16,5.376786398959266e-11,2.7423219049306045e-22,6.5310785717312885e-15,6.789094440961345e-17,9.931960014223261e-24,2.3662866140788346e-20,4.1597319835882945e-17,2.4295214574835823e-29,3.3231590509580924e-29,2.3274180048061203e-19,9.525733234549937e-32,5.744495344554763e-18,9.703319077664e-16,7.990334671793907e-27,1.4291714394784099e-24,2.2327242970661288e-30,1.1078371771477197e-24,8.322733381265234e-29,1.1093012811014621e-35,3.727016921789673e-40,1.6744561083458158e-34,4.13114757709255e-37,1.2098206898937206e-31,2.1041972685969e-40,4.314759968442351e-22,1.0414226820214617e-27,2.894010146135274e-20,3.881306089929033e-27,5.895862808843917e-39,2.761903695612548e-19,5.954004728402428e-19,3.997422895906535e-29,1.2153763387351335e-21,1.0549566021263437e-25,5.440548236214921e-29,1.3925555892874312e-36,4.2816602837873446e-17,1.2286649292834015e-34,3.829956220896959e-25,4.160901487328088e-29,4.2674591362043304e-29,6.365868327415219e-17,4.2510921060263163e-44,7.063920209414756e-30,2.9398474037800086e-27,3.2717564415069457e-32,2.0371158865286905e-43,6.998606268536929e-32,2.0059635736476302e-27,2.0817937624866915e-26,1.553675336418947e-26,1.000472084449717e-35
