Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529)
3.353014477839513e-05,0.504204538590959,4.2569960012714734e-09,1.4133077999272715e-10,2.066449503205962e-08,2.1450374867444957e-07,0.0,0.0,1.5880159493181543e-06,1.6040506260622486e-09,1.3745372363441598e-08,8.141240826639219e-13,1.0231897354692857e-15,2.4476379557026647e-31,2.554708997287646e-23,1.5846710822290254e-16,2.522289732532863e-09,6.586144182627076e-11,1.4118388526029437e-19,1.5769653707811725e-22,1.9391046919808495e-11,3.8928903518077124e-20,1.1079986988716052e-17,4.303265076604977e-14,2.1351369346457093e-14,6.400931187208201e-12,1.2162564204753268e-18,5.084782823710201e-15,1.4955830149851832e-15,3.0460436242315126e-18,5.858045042170732e-17,5.016319024714054e-19,3.122980208193526e-14,2.0088472834003597e-14,3.76,0.0,0.6969865294143106,0.9999601635284577,1.3847174677920808e-06,1.356849605647869e-09,0.0002581726416242177,0.0002581867382856258,1.0254352791272175e-14,4.772824205472486e-19,3.6862123867493764e-05,4.091356330298037e-13,7.251216722214762e-11,5.9022217893211705e-08,1.1835919026176519e-08,1.4392070815477774e-06,2.540335653583288e-07,2.1970238636510433e-07,2.3002943035253206e-13,1.347746940543426e-06,7.12079138142707e-12,2.0294088012820473e-14,5.181491564532801e-12,2.3646576565643313e-10,7.319168489525767e-15,1.7434937216370794e-14,3.8847602271408647e-11,3.3709741275438153e-13,3.6298417311356135e-09,6.571465966935406e-10,2.470338896759931e-13,3.5580441892002625e-11,9.34323856777169e-21,3.360924157010201e-11,6.66640111148798e-13,5.931449369829726e-14,5.604468925686235e-20,9.241521889482528e-16,6.0306013340044025e-18,2.33494188782239e-15,3.902846377402282e-21,3.3488765828921287e-17,5.530721076542005e-20,4.618743909193711e-11,1.9351585504040263e-21,1.4985227379216714e-21,5.24390256218297e-16,3.7569112816003003e-10,9.968498495448254e-20,4.38286645118865e-10,2.051653436639201e-14,5.181977166118657e-16,9.441408164817016e-22,8.923677316898804e-09,2.3154965456522e-21,1.125856530146902e-12,1.1879267993822854e-14,6.212828726294424e-12,6.486270831112039e-14,5.390670287940915e-24,4.5866978587942816e-14,2.2590040324370228e-11,2.1844661667601285e-14,3.6940442885393894e-20,7.074375440474411e-14,3.150022767601358e-11,3.4052612982944003e-13,1.1582976212636956e-16,2.742653652496705e-15
3.406781724859873e-05,0.5042049226631641,4.258761012052042e-09,1.4142750525194644e-10,2.0666612466551056e-08,2.187958366268001e-07,0.0,0.0,1.6187076040550914e-06,1.6654653242764949e-09,1.4247719935223324e-08,8.498257952971501e-13,1.0454295024927157e-15,2.485802012309399e-31,2.5934841841399535e-23,1.6105859187986245e-16,2.5552329801237372e-09,6.791972023118118e-11,1.462318619839893e-19,1.628493197276192e-22,2.0017892225895096e-11,4.0188899462944254e-20,1.1211047445976111e-17,4.4602261674410956e-14,2.1821695052144968e-14,6.623537470517894e-12,1.2431882357335033e-18,5.265649086087522e-15,1.5688013662515642e-15,3.1357020957090878e-18,5.977651028482372e-17,5.100505764409327e-19,3.177737399845195e-14,2.081931651960629e-14,3.76,0.0,0.6969823441299833,0.999960107008027,1.410911927001897e-06,1.4026836450928983e-09,0.0002623117746143845,0.0002623263845295588,1.041877504132356e-14,4.84940560799174e-19,3.6862121783946616e-05,4.1578084288418515e-13,7.429202307038813e-11,5.9034830224055214e-08,1.1838551633586595e-08,1.4675334673090352e-06,2.5899313280166935e-07,2.1971915297909127e-07,2.3382713221491985e-13,1.3725638511917122e-06,7.2484470430983275e-12,2.0976865533074277e-14,5.2836469091206076e-12,2.3652133861267935e-10,7.466251378976625e-15,1.7800162448217456e-14,3.966027504454466e-11,3.461080334959095e-13,3.7000650331326095e-09,6.572869633842662e-10,2.560474760637663e-13,3.6955579360271874e-11,9.652856471615946e-21,3.4678325261680654e-11,6.878996892848311e-13,6.093175928680838e-14,5.756731509765722e-20,9.487218634367775e-16,6.1909439142918735e-18,2.4246636630873136e-15,4.008574039856431e-21,3.4296356998426866e-17,5.622556078273696e-20,4.619839841417379e-11,1.9672555444152637e-21,1.5582126790695109e-21,5.346000515858265e-16,3.8303852803011334e-10,1.0269941160913757e-19,4.469142146730852e-10,2.0994698846579763e-14,5.303186998321652e-16,9.599337465258985e-22,9.089573312324073e-09,2.3884025331110277e-21,1.1496811347614884e-12,1.21309041686138e-14,6.468698309839448e-12,6.488204514478417e-14,5.5930895253040374e-24,4.7045043327468085e-14,2.3186405128358522e-11,2.3023870413550806e-14,3.9112973557616735e-20,7.26136932165915e-14,3.2987507244721555e-11,3.493021652920952e-13,1.187185556049238e-16,2.7970097200428163e-15
3.5143162189005924e-05,0.5042056908037392,4.2621218910159016e-09,1.4161519026121746e-10,2.0670269294593343e-08,2.2738512751743644e-07,0.0,0.0,1.6801025247179435e-06,1.7919357042428546e-09,1.527996718619771e-08,9.237789000929604e-13,1.0899923904466932e-15,2.5615328681201096e-31,2.6704188724892237e-23,1.662397717953576e-16,2.6197595451095257e-09,7.2107687489356e-11,1.5659360141496125e-19,1.7340257107783283e-22,2.130149373795917e-11,4.2769090621961586e-20,1.1468684562901442e-17,4.781595535018251e-14,2.2765307855799407e-14,7.079850581293123e-12,1.2977322319218007e-18,5.637246305220011e-15,1.7209326591607156e-15,3.31525072693261e-18,6.21710448287764e-17,5.269018630146501e-19,3.287134818632327e-14,2.2318951041689276e-14,3.76,0.0,0.6969739736175721,0.9999599939455545,1.4633080502711075e-06,1.4961152373648339e-09,0.00027058996540751544,0.00027060562981829185,1.074761655470224e-14,5.002567021894236e-19,3.686211761605892e-05,4.290662302079993e-13,7.786754800524569e-11,5.905794131183553e-08,1.1843372134955634e-08,1.5242040454902626e-06,2.6891526445511125e-07,2.1974718126712993e-07,2.4142511245558253e-13,1.4221760284268176e-06,7.504859591127136e-12,2.2375795871890382e-14,5.489556033412405e-12,2.3662358851397284e-10,7.76043325023045e-15,1.8530686571059663e-14,4.128636716317299e-11,3.6418809871917625e-13,3.840476313424609e-09,6.575440140890375e-10,2.7456609438503765e-13,3.9787430594744245e-11,1.0287076090713054e-20,3.6858202201575474e-11,7.312504690149503e-13,6.417750035097629e-14,6.06230092408664e-20,9.980823707337191e-16,6.513071163115851e-18,2.609299678927717e-15,4.2207482483112e-21,3.5915881791105717e-17,5.806144484434433e-20,4.621853946131332e-11,2.0314214590885976e-21,1.6811852684949646e-21,5.550258154134058e-16,3.977399562622527e-10,1.088527138817112e-19,4.6417498692546873e-10,2.1952294175421556e-14,5.545934912500821e-16,9.915410426896002e-22,9.421397465386235e-09,2.5369681906566694e-21,1.1973594960289902e-12,1.2634484315032984e-14,6.996720919762558e-12,6.49184131283895e-14,6.009435725397955e-24,4.9410520342783927e-14,2.438440278337247e-11,2.5508096668159843e-14,4.371365769947724e-20,7.6370138913179e-14,3.6078509498180844e-11,3.6691659858034246e-13,1.2451446151009016e-16,2.905707239112276e-15
3.61109726353724e-05,0.5042063821258576,4.264986070309112e-09,1.4177863283376684e-10,2.0673013105826546e-08,2.3512103823844428e-07,0.0,0.0,1.735369386181676e-06,1.9099180313590045e-09,1.6240385902776962e-08,9.932513965232842e-13,1.1301882603274974e-15,2.628492868616902e-31,2.73899139283392e-23,1.7090169059871692e-16,2.6763243189921267e-09,7.595666417277822e-11,1.6622337188272514e-19,1.8318343518274284e-22,2.2490833265090846e-11,4.515988958034302e-20,1.1695613373511198e-17,5.079224292936668e-14,2.3617736551269217e-14,7.503196893821798e-12,1.3476002621853936e-18,5.982985994754287e-15,1.8643272969261776e-15,3.476934739502304e-18,6.432860346494386e-17,5.420863527411864e-19,3.3854774888549814e-14,2.3711836121850133e-14,3.76,0.0,0.6969664402220909,0.9999598921675573,1.5104715643682266e-06,1.5821699323777677e-09,0.00027804025140849793,0.00027805689675661324,1.1043570511900273e-14,5.140410708587324e-19,3.6862113864156616e-05,4.410187328344574e-13,8.110237951646237e-11,5.90767311915631e-08,1.1847287693204878e-08,1.575226102782664e-06,2.778483051169637e-07,2.1976718779097313e-07,2.482670101217363e-13,1.4668012801549169e-06,7.736905117532275e-12,2.3672898282869678e-14,5.6767156430299306e-12,2.3670718000866586e-10,8.02522790794448e-15,1.9188279101859925e-14,4.2750619429605095e-11,3.8052023543476216e-13,3.966801870585759e-09,6.57752836770623e-10,2.917932755991208e-13,4.242918503728063e-11,1.0874962042744819e-20,3.886714775154558e-11,7.71204382293905e-13,6.711010520778252e-14,6.338379041765856e-20,1.0427356593352812e-15,6.804477796469877e-18,2.781389343577525e-15,4.4124387401158466e-21,3.737792573676613e-17,5.971314864422573e-20,4.623498135617474e-11,2.089150550693382e-21,1.795957407450281e-21,5.734154339241035e-16,4.1097843927841906e-10,1.145324871806768e-19,4.797155684352329e-10,2.2815433745345065e-14,5.764746244117512e-16,1.020016610224825e-21,9.720068986987682e-09,2.6738053262337845e-21,1.240299798774239e-12,1.3088020654033798e-14,7.49052025738734e-12,6.49489515609692e-14,6.397312825155418e-24,5.154911974777272e-14,2.5468051982599264e-11,2.7891227708953513e-14,4.815470016305871e-20,7.976808341806788e-14,3.899374574989135e-11,3.8283287602530717e-13,1.297493312123163e-16,3.0035229851256488e-15
3.707878308173888e-05,0.5042070734437822,4.267727550414998e-09,1.4193789473527784e-10,2.067534043026795e-08,2.4286194752876425e-07,0.0,0.0,1.7906454196672622e-06,2.0318494571182635e-09,1.723053306662079e-08,1.0654932643996013e-12,1.1704631287328239e-15,4.496197649082094e-31,2.8069612793845914e-23,1.7556339755826122e-16,2.7315043624655565e-09,7.9879528310767e-11,1.7614269489634206e-19,1.932329758464214e-22,2.3712476031320602e-11,4.761570322991083e-20,1.1918035130990471e-17,5.3847070866420576e-14,2.447297414550317e-14,7.938553874378673e-12,1.3982084880331358e-18,6.339496470251816e-15,2.0138354942490514e-15,3.638529222792718e-18,6.648823870954514e-17,5.572905287830693e-19,3.4837289240907495e-14,2.5145617333431435e-14,3.76,0.0,0.6969589068902835,0.9999597903715605,1.557640608595633e-06,1.670039960015427e-09,0.00028549045620848565,0.0002855081126895064,1.1339521243482915e-14,5.278252892999656e-19,3.6862110111587824e-05,4.5296844558046355e-13,8.43519975549467e-11,5.909398208638481e-08,1.1850879524332584e-08,1.6262641052135513e-06,2.8678403388522476e-07,2.1978321586749828e-07,2.5511317020257477e-13,1.511401236163454e-06,7.970175761033548e-12,2.5006084547443556e-14,5.8656380390773625e-12,2.3678434428589694e-10,8.290064720097258e-15,1.9846024139531566e-14,4.4215525741559967e-11,3.969025138056574e-13,4.093081200795655e-09,6.579444155783894e-10,3.0955159056920513e-13,4.5159224855612536e-11,1.1479045299658716e-20,4.092014202423564e-11,8.120365239117924e-13,7.005224386436687e-14,6.61534558221393e-20,1.087582458778657e-15,7.097146223297368e-18,2.959082279936081e-15,4.604741018318392e-21,3.8843741494649726e-17,6.136462232399737e-20,4.625013917494091e-11,2.146871976184502e-21,1.9146120355432558e-21,5.918105890528072e-16,4.2422342622310303e-10,1.2034654094981868e-19,4.952612360153032e-10,2.3679677407374323e-14,5.98384425862745e-16,1.0485239097559431e-21,1.001876243584991e-08,2.8135950869295343e-21,1.2832650435551402e-12,1.3541819972839589e-14,8.00193648775377e-12,6.497781126110401e-14,6.797713750574033e-24,5.369589592321126e-14,2.6556311641089325e-11,3.041824401212743e-14,5.289033189675609e-20,8.318052577843813e-14,4.203588747258664e-11,3.9880132871075993e-13,1.3499945816710503e-16,3.1013320286860168e-15
3.8046593528105354e-05,0.5042077647574948,4.2703692771034965e-09,1.4209375912433605e-10,2.0677330685703624e-08,2.506076539718499e-07,0.0,0.0,1.8459293231322766e-06,2.157738552175708e-09,1.8250393274403914e-08,1.1405114946730663e-12,1.2108123538917057e-15,3.266347636347244e-31,2.874362559810019e-23,1.802256178729933e-16,2.7853423158889345e-09,8.387467763619956e-11,1.863528970564683e-19,2.0355173731643542e-22,2.4966421760123323e-11,5.013653132447132e-20,1.2136112927210372e-17,5.697950218217464e-14,2.533084520537492e-14,8.385935425100113e-12,1.449559180833352e-18,6.7068398935555365e-15,2.1694310593385548e-15,3.79988263505375e-18,6.86497223807948e-17,5.725162698690374e-19,3.5819037691685e-14,2.6620259446686358e-14,3.76,0.0,0.6969513736232776,0.9999596885596164,1.6048143254527273e-06,1.7596810102054558e-09,0.00029294057980809357,0.0002929592776004789,1.163546874947528e-14,5.416093575192985e-19,3.686210635843772e-05,4.649164457299885e-13,8.761536239568565e-11,5.9109978599760694e-08,1.1854207541538168e-08,1.6773167898267624e-06,2.957222399182256e-07,2.1979601709143453e-07,2.6196419693324255e-13,1.555975168125486e-06,8.204686116517673e-12,2.637537891783004e-14,6.056338129680842e-12,2.3685629843013787e-10,8.554954731373307e-15,2.0503955180342434e-14,4.568102775604627e-11,4.133292955516092e-13,4.219311181390788e-09,6.581219396697579e-10,3.278412463918094e-13,4.797763883905131e-11,1.2099334841108195e-20,4.301668636661383e-11,8.537369363577283e-13,7.30028322354558e-14,6.89309969792284e-20,1.1326027389851963e-15,7.390945848726878e-18,3.1423758959886403e-15,4.797585735733774e-21,4.0312942318633497e-17,6.301614353284659e-20,4.6264256187494365e-11,2.204595385832753e-21,2.037150476579812e-21,6.102108462319475e-16,4.3747468627653906e-10,1.2629483525781863e-19,5.108116065155071e-10,2.454492023110761e-14,6.2032019551934525e-16,1.0770665452811403e-21,1.0317472918037576e-08,2.9563284064543817e-21,1.326252581017013e-12,1.3995854152801246e-14,8.530983116269259e-12,6.500530279356823e-14,7.210687276744566e-24,5.5850002933842486e-14,2.7648705150739797e-11,3.309329874453531e-14,5.793018093577339e-20,8.660596608450449e-14,4.520544179917635e-11,4.1481528051941004e-13,1.4026285259010585e-16,3.1991383696903146e-15
3.901440397447183e-05,0.5042084560669774,4.272929874174041e-09,1.422468618385044e-10,2.0679048272034797e-08,2.583579938983611e-07,0.0,0.0,1.9012200304533273e-06,2.287593793373667e-09,1.929995061201976e-08,1.2183124092603785e-12,1.2512319066656211e-15,1.7211463993202518e-32,2.941224145900414e-23,1.8488899659765121e-16,2.83788000119936e-09,8.794056157451129e-11,1.9685531707346702e-19,2.1414023701620014e-22,2.6252670175036206e-11,5.2722373592444023e-20,1.2350003817717824e-17,6.018862928148022e-14,2.6191190532451324e-14,8.84535680605583e-12,1.5016543148433365e-18,7.085079229926256e-15,2.331083537924115e-15,3.960858883708762e-18,7.081285550211577e-17,5.877651987239041e-19,3.6800145915571074e-14,2.8135732804276423e-14,3.76,0.0,0.6969438404219929,0.999959586733397,1.6519920216416094e-06,1.8510501453242464e-09,0.0003003906222079338,0.00030041039147265896,1.1931413029901191e-14,5.553932755221986e-19,3.6862102604759e-05,4.768636512806646e-13,9.089152430681228e-11,5.912495177959339e-08,1.1857320381415051e-08,1.7283831277325598e-06,3.046627514023845e-07,2.1980620084273115e-07,2.6882060329890736e-13,1.6005224893849086e-06,8.440448534275002e-12,2.7780808012644922e-14,6.24882854787775e-12,2.36924030444567e-10,8.819907807989088e-15,2.116210252435593e-14,4.714707806301345e-11,4.2979569774798123e-13,4.345489255488957e-09,6.58287998057106e-10,3.4666245814878826e-13,5.0884512310526106e-11,1.2735840357152945e-20,4.51562939105336e-11,8.962958986679218e-13,7.596093125061509e-14,7.171554034915919e-20,1.1777785830358017e-15,7.685759867671818e-18,3.3312674911153064e-15,4.990912825877178e-21,4.178519428259312e-17,6.466795505722591e-20,4.6277529870324895e-11,2.2623292303459866e-21,2.163574118947304e-21,6.286158513366228e-16,4.5073204628617514e-10,1.3237734418350314e-19,5.263663680188199e-10,2.54110746673325e-14,6.422796805611476e-16,1.1056474878733435e-21,1.061619646580969e-08,3.1019973446565223e-21,1.3692601700856861e-12,1.4450099409978793e-14,9.077672242421932e-12,6.503167833581466e-14,7.636281599571293e-24,5.801068496549345e-14,2.8744806227459186e-11,3.5920540626249975e-14,6.328388531535518e-20,9.004306277439384e-14,4.850286310641817e-11,4.3086877655354123e-13,1.455377405969164e-16,3.2969456104604077e-15
3.998221442083831e-05,0.5042091473722177,4.275424465439773e-09,1.4239771937944633e-10,2.0680545428072964e-08,2.661128342384526e-07,0.0,0.0,1.9565166667939785e-06,2.421423578854348e-09,2.037918874602749e-08,1.29890175196538e-12,1.2917182819366213e-15,1.9557572870189243e-31,3.007568754050662e-23,1.8955409460478682e-16,2.8891583379593244e-09,9.207567973494037e-11,2.076513009133374e-19,2.249989918682008e-22,2.757122099964862e-11,5.537322976086727e-20,1.255985808838842e-17,6.347357322060194e-14,2.705386573839416e-14,9.316834423755184e-12,1.5544956048219408e-18,7.474278117552185e-15,2.4987586997170583e-15,4.121336118505957e-18,7.2977465245299e-17,6.030386706916677e-19,3.778072142303936e-14,2.9692012520748e-14,3.76,0.0,0.6969363072871804,0.9999594848942657,1.6991731368399242e-06,1.9441057723417353e-09,0.0003078405834086136,0.0003078614542888698,1.222735408478431e-14,5.691770433134682e-19,3.686209885059787e-05,4.888108376826349e-13,9.417961440469181e-11,5.913908929866404e-08,1.1860257547589642e-08,1.779462279821353e-06,3.1360542816965964e-07,2.1981426134163526e-07,2.7568282248712366e-13,1.6450427279953798e-06,8.677473430865658e-12,2.922240044921955e-14,6.443119962951053e-12,2.36988342798579e-10,9.084932637896458e-15,2.1820493247938826e-14,4.861363811329045e-11,4.4629749283625006e-13,4.471613324985053e-09,6.584446936921543e-10,3.6601544790050356e-13,5.3879927648714685e-11,1.3388572129901347e-20,4.733848855644596e-11,9.397039059356136e-13,7.8925727751425e-14,7.45063295376957e-20,1.2230939736484693e-15,7.981483869610157e-18,3.5257542775791012e-15,5.184670278570785e-21,4.3260208444552354e-17,6.632026942799156e-20,4.629012061191776e-11,2.3200809057918854e-21,2.293884412853822e-21,6.470253154680473e-16,4.639953798614471e-10,1.3859405622505763e-19,5.419252663631002e-10,2.6278067606207468e-14,6.642609997727982e-16,1.1342691224186197e-21,1.0914929861404298e-08,3.2505949597447806e-21,1.412285910462629e-12,1.490453557824658e-14,9.642014753903683e-12,6.505714274031806e-14,8.074544240397315e-24,6.017726704024017e-14,2.984423381747787e-11,3.8904114089948755e-14,6.896109347471382e-20,9.34906166115972e-14,5.1928558610712096e-11,4.46956508127845e-13,1.5082254155037862e-16,3.394756912893443e-15
4.0950024867204784e-05,0.5042098386732035,4.277865341389833e-09,1.4254675162868785e-10,2.0681864549098114e-08,2.7387206672281957e-07,0.0,0.0,2.0118185123906298e-06,2.559236240362287e-09,2.148809099837032e-08,1.382284767422892e-12,1.3322684247584081e-15,2.8318411218508096e-31,3.073425127483792e-23,1.942213971492273e-16,2.9392172828848825e-09,9.62785804248765e-11,2.187421999727157e-19,2.3612846627739535e-22,2.892207395759365e-11,5.808909958177296e-20,1.2765819130029606e-17,6.683348297337903e-14,2.7918739940625717e-14,9.800385652896382e-12,1.6080845452367631e-18,7.874500757839996e-15,2.672418984124637e-15,4.281205601452467e-18,7.51434020103014e-17,6.183378176867313e-19,3.8760855961784934e-14,3.1289077786568817e-14,3.76,0.0,0.6969287742194537,0.9999593830433369,1.7463572183682424e-06,2.038807612646626e-09,0.00031529046341073543,0.0003153124660316911,1.2523291914149593e-14,5.829606608972554e-19,3.686209509601031e-05,5.007586549999859e-13,9.747883660791475e-11,5.91525437132827e-08,1.1863051149716564e-08,1.8305535608306814e-06,3.2255015570744416e-07,2.1982059959694636e-07,2.825512199539932e-13,1.6895355048486803e-06,8.915769596529498e-12,3.0700186533790894e-14,6.639221391172552e-12,2.3704988775533425e-10,9.35003682406348e-15,2.2479151347898982e-14,5.0080676536616264e-11,4.628310215055832e-13,4.597681663729982e-09,6.585937360148125e-10,3.85900443788996e-13,5.696396472480285e-11,1.405754097159779e-20,4.956280410415674e-11,9.839516517666423e-13,8.189651778577132e-14,7.730270974850609e-20,1.268534599471348e-15,8.278024573156527e-18,3.725833397865528e-15,5.378813070417153e-21,4.4737734509386605e-17,6.797327344309087e-20,4.63021587748965e-11,2.3778569008658924e-21,2.4280828663636434e-21,6.654390026070883e-16,4.772645985255845e-10,1.449449670251738e-19,5.574880942051316e-10,2.7145837937275067e-14,6.862625807480978e-16,1.1629336947466594e-21,1.1213670494087686e-08,3.4021150197744924e-21,1.4553281867762848e-12,1.5359145516212836e-14,1.0224020491941394e-11,6.508186252841428e-14,8.52552209561526e-24,6.234914663010628e-14,3.0946647478073795e-11,4.204815941439422e-14,7.497146458967852e-20,9.694755615372947e-14,5.5482893389667017e-11,4.63073745000605e-13,1.5611584763469215e-16,3.4925750043139448e-15
4.191783531357126e-05,0.5042105299699263,4.2802624986005546e-09,1.426943002093301e-10,2.068304006210652e-08,2.816356031900031e-07,0.0,0.0,2.0671249732431213e-06,2.70104005324541e-09,2.262664040734044e-08,1.4684662696253905e-12,1.3728796676813355e-15,-3.2094915240010265e-32,3.138819235387803e-23,1.9889134651479481e-16,2.9880957884010877e-09,1.0054785919006575e-10,2.3012936916424833e-19,2.4752909638025885e-22,3.030522877254076e-11,6.086998279825948e-20,1.2968025549407102e-17,7.026753470165173e-14,2.878569458202504e-14,1.0296028684554201e-11,1.6624224480155916e-18,8.285811822534624e-15,2.852023909503898e-15,4.440370654282879e-18,7.731053803945318e-17,6.336636395313608e-19,3.9740627672600034e-14,3.292691126367955e-14,3.76,0.0,0.6969212412193158,0.9999592811815213,1.7935439006924059e-06,2.1351166701707667e-09,0.0003227402622148955,0.0003227634266835076,1.2819226518020326e-14,5.967441282772878e-19,3.686209134102067e-05,5.127076572545203e-13,1.0078846049989057e-10,5.9165439145790045e-08,1.1865727310579365e-08,1.8816564102638372e-06,3.3149684031059533e-07,2.1982554116542495e-07,2.89426105336625e-13,1.7340005159775975e-06,9.155344451228474e-12,3.2214197997669204e-14,6.837140453046366e-12,2.3710919595690265e-10,9.615227024127781e-15,2.3138097955908918e-14,5.154816778003574e-11,4.793931165319809e-13,4.723692847264427e-09,6.587365158352843e-10,4.0631767922261203e-13,6.013670126811112e-11,1.474275811681126e-20,5.1828783501662674e-11,1.029030013169475e-12,8.487269201472173e-14,8.010411419975604e-20,1.3140876793124522e-15,8.575298678158654e-18,3.931501938602424e-15,5.573302230293424e-21,4.621755718907291e-17,6.96271317331223e-20,4.631375041023947e-11,2.4356629495898057e-21,2.5661710406671853e-21,6.838567196216075e-16,4.905396445546985e-10,1.514300796236831e-19,5.730546821699323e-10,2.8014334520783744e-14,7.082831076443461e-16,1.1916430448657655e-21,1.1512416244488769e-08,3.556551932669681e-21,1.4983856223803317e-12,1.5813914616594986e-14,1.0823698392371334e-11,6.510597322993806e-14,8.989261462443585e-24,6.452578607776155e-14,3.205174318755693e-11,4.535681283736071e-14,8.132466885994044e-20,1.0041292457064316e-13,5.916619489298955e-11,4.792162741230259e-13,1.6141640542798186e-16,3.590402312412585e-15
4.288564575993774e-05,0.5042112212623777,4.282624069448647e-09,1.4284064313041886e-10,2.0684099919705572e-08,2.8940337184735793e-07,0.0,0.0,2.122435557758532e-06,2.84684324446251e-09,2.3794819776654896e-08,1.5574507010648658e-12,1.4135496764151377e-15,2.3486688183709515e-31,3.203768344666331e-23,2.0356433164242924e-16,3.035831777454064e-09,1.0488215738348043e-10,2.41814165401653e-19,2.592013395111489e-22,3.1720685168189745e-11,6.371587912795585e-20,1.3166610381959717e-17,7.377493103430978e-14,2.965462243915848e-14,1.080378239916338e-11,1.7175104678503676e-18,8.708276376749337e-15,3.037530447418604e-15,4.5987456821837046e-18,7.947876544354148e-17,6.490169657757822e-19,4.0720103007944166e-14,3.4605498567669684e-14,3.76,0.0,0.696913708287179,0.999959179309566,1.8407328890944363e-06,2.2329951982461953e-09,0.00033018997982168493,0.00033021433622654856,1.311515789641917e-14,6.105274454569191e-19,3.686208758564764e-05,5.24658313945307e-13,1.0410781506402903e-10,5.917787660815605e-08,1.1868307287048353e-08,1.9327703692157926e-06,3.4044540521817924e-07,2.1982935029962353e-07,2.9630774001545456e-13,1.7784375184580618e-06,9.396204245869214e-12,3.3764467776511714e-14,7.036883576302604e-12,2.3716669919631065e-10,9.88050902370338e-15,2.379735159860531e-14,5.3016091022387844e-11,4.959810369473528e-13,4.84964569682574e-09,6.58874164991133e-10,4.2726739216551844e-13,6.339821316915442e-11,1.5444235138758577e-20,5.413597820858419e-11,1.0749300377095123e-12,8.785372308430924e-14,8.291005237207654e-20,1.3597418035236529e-15,8.873231829860795e-18,4.142756941567142e-15,5.768104030973319e-21,4.7699490638429417e-17,7.128198992027353e-20,4.632498180950224e-11,2.4935041256764687e-21,2.708150544953512e-21,7.02278308303725e-16,5.038204852715391e-10,1.5804940794946875e-19,5.886248917979424e-10,2.888351452385567e-14,7.303214783810973e-16,1.2203985055560285e-21,1.181116539245787e-08,3.713900747703023e-21,1.5414570415598395e-12,1.6268830404907253e-14,1.1441056605157e-11,6.512958515095732e-14,9.465808059383971e-24,6.670670578348231e-14,3.31592495655829e-11,4.883420664927851e-14,8.803038774622108e-20,1.0388586775270499e-13,6.297875697329928e-11,4.953803445920948e-13,1.6672309937075697e-16,3.688240959003022e-15
