Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043)
4.645338151365759e-05,0.4646080410133685,4.58264322114409e-11,1.1688263240559964e-12,1.019611820879509e-09,2.3821164690040905e-09,0.0,0.0,1.3036943507148544e-07,8.281300223596326e-11,3.4169281948631545e-10,2.2056188189270683e-15,1.1648898664806358e-18,9.260530278373314e-37,4.919240083994193e-27,1.4655775651784608e-19,5.7879611460579587e-11,1.00864796307067e-12,8.488305013562639e-24,2.532622789225406e-26,2.100355381450719e-13,6.298442377525908e-23,2.829229458463042e-20,2.0540752852312993e-16,2.2822396001262667e-16,9.286103033134758e-15,6.980959185456014e-22,2.394281756421547e-18,1.525223319822508e-18,2.0641928667506102e-21,2.8661209467438585e-19,5.749894133745559e-22,1.5839318329760024e-16,8.008205737001623e-17,3.76,0.0,0.7106114709658347,0.9999847413341395,9.074585676890584e-08,2.5108964171355137e-11,3.10400501784041e-05,3.104039438717445e-05,1.3129750368340763e-16,2.3566661560216427e-21,1.5036391609842503e-05,1.5713380918169884e-15,5.506776832231207e-13,5.93438214417266e-09,3.3309405665034946e-10,7.675408132745561e-08,3.327910406918153e-08,7.02406449821836e-09,8.108740822746855e-16,9.094856272554905e-08,3.5873728033088784e-14,1.4677353865572742e-16,1.2194151158908871e-14,3.987453939590837e-12,1.3018013641409459e-17,2.039791160202101e-16,1.755486094990437e-13,6.731695070705609e-16,8.169692841822494e-11,2.555992066737546e-10,1.5448331722676727e-15,3.1080278560205467e-15,1.3745606074994514e-23,2.094927315490051e-13,1.3660895869428355e-14,4.504341940975475e-16,1.6721364265273812e-22,4.771489078260038e-17,1.2279882964402972e-19,1.8830389717736182e-17,9.824530172778108e-24,6.673616723411353e-20,1.7475975347501783e-22,3.713882418287415e-12,3.427753629281437e-24,1.2317191123368576e-24,9.437236191286108e-18,5.529653594029691e-11,6.995544468512826e-22,1.1343537747887133e-11,1.838744748597348e-17,1.600076464337594e-18,4.66554931420278e-25,2.2098581603802985e-10,2.9239394731007184e-24,1.859879900479962e-14,7.543206706936117e-16,2.1229478001779455e-13,7.003486556941106e-16,8.99315858147663e-29,5.38060673600835e-16,6.340909749677181e-13,7.497354962552625e-17,1.8263309732026615e-23,6.366079816225772e-15
4.8497826387501764e-05,0.4646081572275078,4.587208803468633e-11,1.1704388441101907e-12,1.0196185887307163e-09,2.5038127285174605e-09,0.0,0.0,1.3675355636783762e-07,9.104310452479559e-11,3.746156854242078e-10,2.468709996476813e-15,1.2266807171358245e-18,-1.123047728564093e-33,5.085522259564519e-27,1.5218548386658495e-19,5.982469504184992e-11,1.0977076924335734e-12,9.293471118440378e-24,2.7610645255986585e-26,2.289298554912922e-13,6.86550822683598e-23,2.865659020038463e-20,2.248048116695149e-16,2.3799596532837125e-16,1.0156130187703697e-14,7.4356328098153235e-22,2.6265024590073825e-18,1.7238420992802066e-18,2.225847494168872e-21,2.987887049184302e-19,6.011675460159959e-22,1.6594038504488687e-16,8.789153218168233e-17,3.76,0.0,0.7106100972168871,0.9999847306018861,9.509624007695894e-08,2.73611593334043e-11,3.240611245745571e-05,3.2406489802774885e-05,1.3707658849583178e-16,2.4604935022861086e-21,1.5036391448465674e-05,1.6408341272846358e-15,5.916966740365251e-13,5.935058367360548e-09,3.3313296899296164e-10,8.060265542886295e-08,3.494043599615401e-08,7.024057598697267e-09,8.471860372617936e-16,9.524183047769586e-08,3.767567617662221e-14,1.6004706872030268e-16,1.305688891843306e-14,3.987931702667177e-12,1.3696975689929662e-17,2.1545438919744755e-16,1.8453958631106702e-13,7.178955554747815e-16,8.577544878201092e-11,2.5562827602778617e-10,1.6970957169427395e-15,3.537292960029202e-15,1.4982415152566606e-23,2.2830598004790004e-13,1.4893503597999153e-14,4.817552236381406e-16,1.7877445470170944e-22,5.2603036616275966e-17,1.3537797410916367e-19,2.074324069756909e-17,1.0500123509225122e-23,7.103042325850492e-20,1.8165930025553814e-22,3.714327586952188e-12,3.562962746083562e-24,1.3749722206138189e-24,9.906912086178359e-18,5.8057544824509435e-11,7.424182791231433e-22,1.1912309670934225e-11,1.9370439193060032e-17,1.6860437998396303e-18,4.87759863863029e-25,2.3145777711940202e-10,3.157487500664115e-24,1.9574926331317616e-14,7.939717045068162e-16,2.3498994737797894e-13,7.004667669203881e-16,9.908928310623993e-29,5.891435490253207e-16,6.982300196268316e-13,8.605015777262536e-17,2.1141710718802142e-23,7.0110196065498515e-15
5.054227126134594e-05,0.4646082734415632,4.5917697773573496e-11,1.1720501498970693e-12,1.0196252359396074e-09,2.6256298655841478e-09,0.0,0.0,1.4313778890531055e-07,9.966786006228529e-11,4.090575065888611e-10,2.7482124293724865e-15,1.2886527381104977e-18,-1.665699756916704e-32,5.246380546326579e-27,1.5781430497777205e-19,6.170311543503813e-11,1.1896172255100578e-12,1.0135951214158869e-23,2.999410057509809e-26,2.4863780415881687e-13,7.457012847572134e-23,2.900985830803174e-20,2.4495216208011677e-16,2.4763256971616166e-16,1.1065008109586364e-14,7.902735168602783e-22,2.870576123327545e-18,1.935569038064037e-18,2.387840351441661e-21,3.1079231167519514e-19,6.2741735541426165e-22,1.734874548832593e-16,9.606185543251911e-17,3.76,0.0,0.7106087234699514,0.9999847198691092,9.944664694465123e-08,2.968649911450293e-11,3.377217208612404e-05,3.377258409488436e-05,1.4285566209589033e-16,2.5643206471194308e-21,1.503639128708098e-05,1.7103530497980354e-15,6.335372649325092e-13,5.935728683686972e-09,3.3317153861895283e-10,8.4451672710628e-08,3.660195472494439e-08,7.024049601634861e-09,8.835455024485868e-16,9.953358585001452e-08,3.949520477659568e-14,1.738949478845477e-16,1.3947033956165318e-14,3.988406151644902e-12,1.437622622302091e-17,2.2693663301099817e-16,1.93531802775259e-13,7.6278795131208285e-16,8.985443301174596e-11,2.5565708772296103e-10,1.856580881043099e-15,4.000796846199797e-15,1.6272493248395922e-23,2.4789432565253336e-13,1.6177126163048108e-14,5.132114744339576e-16,1.9038432409715141e-22,5.772925069610451e-17,1.4856966908540947e-19,2.2749401077539663e-17,1.1178536443621339e-23,7.534101206682436e-20,1.8855966231555974e-22,3.7147694451900486e-12,3.698188160199811e-24,1.5265717299730094e-24,1.0376640793903687e-17,6.08189284804118e-11,7.860415468420944e-22,1.2481148675491588e-11,2.03537862586481e-17,1.772044975441504e-18,5.090208889140096e-25,2.4192971139137353e-10,3.398926403807504e-24,2.0551815243573656e-14,8.336536579243428e-16,2.5888223298094523e-13,7.005841896086463e-16,1.0871735095443756e-28,6.425089073435403e-16,7.654536154796754e-13,9.81663113080617e-17,2.4309037057107646e-23,7.687022969180805e-15
5.258671613519011e-05,0.4646083896555346,4.596327787368761e-11,1.173660695854285e-12,1.019631867001869e-09,2.7475677731186132e-09,0.0,0.0,1.4952212716488014e-07,1.0868738806571355e-10,4.4501779949373553e-10,3.0441849295194843e-15,1.3507983477785514e-18,-5.1013806720084284e-34,5.402006947240457e-27,1.6344474443978148e-19,6.351746604250686e-11,1.2842810345907493e-12,1.1015941274470879e-23,3.2476513264389546e-26,2.6915938283853744e-13,8.072956232379775e-23,2.935253243105238e-20,2.658350940161866e-16,2.5713745254335376e-16,1.2012832899668044e-14,8.382270003704213e-22,3.1266457070715442e-18,2.1603540214814126e-18,2.5497817767167707e-21,3.2262773965414556e-19,6.53739006995062e-22,1.8103449164701657e-16,1.0459302205938413e-16,3.76,0.0,0.7106073497250308,0.999984709135815,1.0379707701301497e-07,3.2082482202916444e-11,3.513822906441069e-05,3.5138677262973305e-05,1.4863472448359005e-16,2.6681475905217646e-21,1.5036391125688501e-05,1.7798949853830568e-15,6.761549176418313e-13,5.93639491801619e-09,3.332098734034926e-10,8.830112965950378e-08,3.826365878272191e-08,7.024041105916444e-09,9.199525420222728e-16,1.0382382882915897e-07,4.133231492372385e-14,1.8831740142548122e-16,1.4864587582020913e-14,3.988878643301927e-12,1.5055763002314688e-17,2.384257370728818e-16,2.0252525968332845e-13,8.078188438499007e-16,9.393387754977838e-11,2.5568572191128345e-10,2.0232914097486874e-15,4.499459883227895e-15,1.7615847831088953e-23,2.6825494639930236e-13,1.7511577748882075e-14,5.44779917942474e-16,2.020349113773457e-22,6.309316112484229e-17,1.6237295620191764e-19,2.4848856812392577e-17,1.1859290512649629e-23,7.966521021005808e-20,1.9546153686206402e-22,3.715209377084465e-12,3.833443501485532e-24,1.6865308499623218e-24,1.0846421897462757e-17,6.358068740923619e-11,8.304243876998693e-22,1.3050054264633266e-11,2.1337466188173075e-17,1.8580779865393795e-18,5.303381109009396e-25,2.524016174478054e-10,3.648255928794267e-24,2.1529463357840777e-14,8.733664333381113e-16,2.8397601528376865e-13,7.007011374791513e-16,1.1881899550638336e-28,6.981531806536488e-16,8.357569463091212e-13,1.1136853021979518e-16,2.77792512910567e-23,8.394041377400267e-15
5.4631161009034284e-05,0.46460850586942176,4.60088356818653e-11,1.1752706891003686e-12,1.0196385254052477e-09,2.869626385465769e-09,0.0,0.0,1.5590656726139438e-07,1.1810180737326303e-10,4.824960781501556e-10,3.3566766482708155e-15,1.4131107337833967e-18,-3.438290200307948e-33,5.552596160139094e-27,1.690773038793181e-19,6.527023989868424e-11,1.3816073143416307e-12,1.193363863787834e-23,3.5058090230468214e-26,2.9049459022133933e-13,8.713338348355611e-23,2.968502911901248e-20,2.8743960064281585e-16,2.665142380437466e-16,1.2999700867694679e-14,8.874240975106823e-22,3.394853965138681e-18,2.3981237297131887e-18,2.711326213292201e-21,3.34299732523431e-19,6.801326448714687e-22,1.88581551058181e-16,1.1348503099046107e-16,3.76,0.0,0.7106059759821273,0.9999846984020072,1.0814753034629429e-07,3.454670513889874e-11,3.6504283392317325e-05,3.650476930651219e-05,1.5441377565893802e-16,2.771974332493266e-21,1.5036390964288302e-05,1.8494600384452217e-15,7.195075913963764e-13,5.9370578953122425e-09,3.332480219446226e-10,9.215102394644609e-08,3.992554718186677e-08,7.024032357092139e-09,9.564072064863918e-16,1.0811255975177361e-07,4.318700736380234e-14,2.0331465512676195e-16,1.5809550784215717e-14,3.989349787045453e-12,1.5735584842452815e-17,2.499216425762682e-16,2.1151996111865833e-13,8.52965810835019e-16,9.801378002814609e-11,2.55714214778759e-10,2.197230046922432e-15,5.034192771627324e-15,1.9012486379865168e-23,2.8938503645984633e-13,1.8896673606249198e-14,5.764420099237786e-16,2.137195011720733e-22,6.869439638798164e-17,1.767868783789598e-19,2.7041593780050856e-17,1.2542000441940422e-23,8.400082972341625e-20,2.0236556101228158e-22,3.7156480009318774e-12,3.968741241808554e-24,1.8548605020432237e-24,1.1316255117367236e-17,6.634282291923062e-11,8.755669465158674e-22,1.3619026116228577e-11,2.2321461175237018e-17,1.944141247247793e-18,5.517116217454784e-25,2.6287349473303547e-10,3.905476158339739e-24,2.250786886023589e-14,9.131099567107279e-16,3.10275664584825e-13,7.008177071596278e-16,1.2939742677523685e-28,7.560728073464438e-16,9.09135201125527e-13,1.2570334150371861e-16,3.156633505779395e-23,9.132026356867996e-15
5.667560588287846e-05,0.464608622083225,4.6054374935949884e-11,1.1768802382777308e-12,1.0196452307879918e-09,2.9918056545738874e-09,0.0,0.0,1.6229110601135654e-07,1.2791123654440209e-10,5.214918543441608e-10,3.685729175789036e-15,1.4755837074049627e-18,1.765340077644657e-32,5.6983369018002256e-27,1.7471244318199077e-19,6.696383334665162e-11,1.4815078225772932e-12,1.2889241657431042e-23,3.773874361206326e-26,3.126434249981022e-13,9.378159189828469e-23,3.000774817799141e-20,3.097521386492514e-16,2.7576649506112906e-16,1.402570839565278e-14,9.37865153830049e-22,3.675343468881152e-18,2.6487847402227003e-18,2.8721677044775607e-21,3.458129519176465e-19,7.065982995004891e-22,1.9612866579033392e-16,1.2273788326137035e-16,3.76,0.0,0.7106046022412436,0.9999846876676883,1.1249800717509312e-07,3.707685810980892e-11,3.7870335069845596e-05,3.7870860224971653e-05,1.6019281562194112e-16,2.8758008730340714e-21,1.5036390802880418e-05,1.919048234202476e-15,7.635555848473848e-13,5.937718043693409e-09,3.332860093167057e-10,9.600135375035158e-08,4.158761914371515e-08,7.024023462764815e-09,9.929095102714424e-16,1.1239977908965107e-07,4.505928235450412e-14,2.188869349854749e-16,1.6781924077276536e-14,3.9898198957080175e-12,1.641569070546275e-17,2.614243161233438e-16,2.2051591252304278e-13,8.982106933371452e-16,1.020941385902613e-10,2.5574258506292376e-10,2.378399535030624e-15,5.6058986593498335e-15,2.046241636714524e-23,3.1128180520838477e-13,2.0332229990492414e-14,6.081827302274229e-16,2.254326543518066e-22,7.453258544275733e-17,1.9181047999117493e-19,2.9327597809306193e-17,1.322635418170837e-23,8.834610189247674e-20,2.0927233178164105e-22,3.716085631180511e-12,4.104093060422459e-24,2.031569895636704e-24,1.1786140233336518e-17,6.910533666647226e-11,9.21469374653915e-22,1.4188063983092346e-11,2.330575687093386e-17,2.0302334805849864e-18,5.7314141936466795e-25,2.7334534302191294e-10,4.170587462477672e-24,2.3487030173806723e-14,9.528841637976443e-16,3.377855436795875e-13,7.009339487563935e-16,1.4045584371212087e-28,8.162642314098886e-16,9.855835751533093e-13,1.4121727924443763e-16,3.568428913765301e-23,9.900929495739166e-15
5.872005075672263e-05,0.46460873829694405,4.6099898774097893e-11,1.1784894354769475e-12,1.0196519992335724e-09,3.1141055369067553e-09,0.0,0.0,1.686757404206948e-07,1.3811579391737515e-10,5.620046378455922e-10,4.031378221294799e-15,1.5382116022117203e-18,-8.759978720305399e-33,5.839434232778924e-27,1.8035062210324202e-19,6.860054977772067e-11,1.5838977301020587e-12,1.3882949894659524e-23,4.0518717937804437e-26,3.3560588585969864e-13,1.006741871208301e-22,3.032107431860622e-20,3.327596136397021e-16,2.8489773268189576e-16,1.509095187000117e-14,9.895505250189973e-22,3.968256625307601e-18,2.912226302328936e-18,3.032035964491713e-21,3.571719748164451e-19,7.331360829577875e-22,2.0367585851423775e-16,1.3235158084854756e-16,3.76,0.0,0.7106032285023809,0.999984676932862,1.1684850775608288e-07,3.9670720983461e-11,3.92363840969972e-05,3.9236950017822556e-05,1.659718443726067e-16,2.97962721214433e-21,1.5036390641464907e-05,1.9886596482118976e-15,8.08261391464902e-13,5.938375725061015e-09,3.3332385667426107e-10,9.985211738648331e-08,4.324987394675214e-08,7.024014510214984e-09,1.0294594871818854e-15,1.1668548733246482e-07,4.6949140296300133e-14,2.35034467068976e-16,1.7781708103235632e-14,3.990289232742552e-12,1.709608002272224e-17,2.729337343815906e-16,2.2951311963698705e-13,9.435386622503251e-16,1.061749515181681e-10,2.5577084859129017e-10,2.566802615116912e-15,6.215474833127227e-15,2.1965645270784197e-23,3.33942476663555e-13,2.1818064121281704e-14,6.399898128136885e-16,2.3716992911721786e-22,8.060735776842863e-17,2.0744280694428332e-19,3.170685469582623e-17,1.3912096900609498e-23,9.269958764522106e-20,2.161824197166708e-22,3.716522531766897e-12,4.239510133937837e-24,2.2166669727222263e-24,1.22560770412689e-17,7.186823040253357e-11,9.681318202499504e-22,1.4757167638127248e-11,2.429034150164223e-17,2.1163536384351616e-18,5.946275761996378e-25,2.838171621359291e-10,4.443590356295814e-24,2.4466945775589157e-14,9.926889925760187e-16,3.6651000823393547e-13,7.010499046628966e-16,1.519974506945912e-28,8.787239020625988e-16,1.065097270391973e-12,1.5795688464344843e-16,4.014713347692034e-23,1.0700702450414128e-14
6.0764495630566803e-05,0.464608854510579,4.614540983915707e-11,1.1800983590069173e-12,1.0196588437966136e-09,3.2365259929523903e-09,0.0,0.0,1.7506046766521302e-07,1.4871559761615362e-10,6.040339365278128e-10,4.393654695643567e-15,1.600989195647313e-18,1.1577545386653333e-32,5.976061235489832e-27,1.8599225799331158e-19,7.018260315468463e-11,1.6886954916969556e-12,1.4914963915775665e-23,4.339780523479332e-26,3.5938197149699457e-13,1.0781116919225546e-22,3.06253767212673e-20,3.564493673326818e-16,2.939114008700442e-16,1.6195527674006724e-14,1.0424805516417148e-21,4.27373569480303e-18,3.1883225272202376e-18,3.1906933213526342e-21,3.6838129250741185e-19,7.5974598597324415e-22,2.1122314550264413e-16,1.4232612637179896e-16,3.76,0.0,0.7106018547655419,0.9999846661975301,1.2119903236836058e-07,4.232615989908233e-11,4.060243047377379e-05,4.0603038684535946e-05,1.7175086191094146e-16,3.083453349824175e-21,1.5036390480041787e-05,2.0582942831038263e-15,8.535895806455744e-13,5.9390312463259775e-09,3.333615819204639e-10,1.0370331329231635e-07,4.4912310920794626e-08,7.024005569414465e-09,1.0660571426333488e-15,1.209696849848797e-07,4.8856581333220416e-14,2.517574774983745e-16,1.880890324646386e-14,3.990758020700138e-12,1.7776752049648238e-17,2.84449880786164e-16,2.385115884641114e-13,9.889376157789744e-16,1.102562172182669e-10,2.557990187760896e-10,2.762442026890042e-15,6.863813806862518e-15,2.3522180555742454e-23,3.5736428940098384e-13,2.3353994177373614e-14,6.718532473788403e-16,2.489277005274e-22,8.691834337086379e-17,2.2368290665281997e-19,3.417935020413219e-17,1.45990206318411e-23,9.70601152363508e-20,2.2309637081109456e-22,3.716958924884353e-12,4.375003141102252e-24,2.410158672119119e-24,1.272606535159322e-17,7.463150596481154e-11,1.0155544362348597e-21,1.5326336872243876e-11,2.5275205412348373e-17,2.2025008617564346e-18,6.161700581087658e-25,2.942889519361159e-10,4.724485552267072e-24,2.544761418949147e-14,1.0325243829500628e-15,3.9645340682404905e-13,7.011656107762821e-16,1.6402544536669932e-28,9.434482737658795e-16,1.1476714956746327e-12,1.759687060057835e-16,4.4968907189921736e-23,1.1531296946131504e-14
6.485338537825516e-05,0.4646090869375963,4.623639940098669e-11,1.1833155658883056e-12,1.019672781804801e-09,3.4817284979465825e-09,0.0,0.0,1.878301905877022e-07,1.7110141541650835e-10,6.926401022648555e-10,5.1681957352103646e-15,1.7269744255038028e-18,-7.1321163665781695e-34,6.236614206064065e-27,1.9728754967376247e-19,7.319115673134735e-11,1.9052038313269815e-12,1.7094716470421368e-23,4.945402699653873e-26,4.0937501186211623e-13,1.2281829251560306e-22,3.1208318340780783e-20,4.0582715994539086e-16,3.1159955353594615e-16,1.852306176319328e-14,1.1520759493078823e-21,4.922960004954954e-18,3.777915329671445e-18,3.503567629245589e-21,3.903683868260766e-19,8.131823851147854e-22,2.263180402579515e-16,1.6335777440828977e-16,3.76,0.0,0.7105991072979406,0.9999846447253601,1.2990015502952376e-07,4.7813635748343985e-11,4.333451527620872e-05,4.3335212637435326e-05,1.8330886335064819e-16,3.291105020893184e-21,1.5036390157172906e-05,2.197633356828397e-15,9.45980882234705e-13,5.940336503246437e-09,3.3343670614862066e-10,1.1140699654661114e-07,4.82377290687829e-08,7.0239878203459076e-09,1.1393955466706833e-15,1.2953355070889191e-07,5.272421315087752e-14,2.8693083806795003e-16,2.094552826771234e-14,3.99169444249612e-12,1.913894244007058e-17,3.0750232109513758e-16,2.565123373993353e-13,1.079910264117465e-15,1.1842010145493296e-10,2.558551093444932e-10,3.175440796742712e-15,8.280332538301176e-15,2.6795200142244713e-23,4.064803647316315e-13,2.6575419509035884e-14,7.357175650584176e-16,2.724932875414694e-22,1.0024747704955516e-16,2.5798262131061936e-19,3.940399998862439e-17,1.5975754474346626e-23,1.0579861706506513e-19,2.369379183864804e-22,3.717830671656351e-12,4.6462572243923874e-24,2.8223500723974924e-24,1.3666195825242441e-17,8.015921053115347e-11,1.1126807814572796e-21,1.6464871371713872e-11,2.7245740567718624e-17,2.374873791313032e-18,6.594241254819751e-25,3.15232443470132e-10,5.309956132263594e-24,2.741120392002512e-14,1.11228662338318e-15,4.60014364924735e-13,7.01396354947601e-16,1.8955338373057022e-28,1.0796769649061374e-15,1.3219824057889033e-12,2.1599522524456885e-16,5.574549505462414e-23,1.328475780492405e-14
6.89422751259435e-05,0.4646093193642766,4.632735196386298e-11,1.1865321326819759e-12,1.0196870667976776e-09,3.7274129442058084e-09,0.0,0.0,2.0060025596690916e-07,1.9506963079213293e-10,7.873063805930562e-10,6.009531654538548e-15,1.853504716013735e-18,-1.2427864570772714e-33,6.481309454655367e-27,2.086014118523262e-19,7.600554315912486e-11,2.13044157505225e-12,1.9430124810176827e-23,5.590774811113773e-26,4.626225356202627e-13,1.3880296026407466e-22,3.175925062515548e-20,4.57792509134539e-16,3.288573343691077e-16,2.1009081579300124e-14,1.2666540878000684e-21,5.624152119244041e-18,4.416323701791933e-18,3.809442165469027e-21,4.1180845740030567e-19,8.669077345993235e-22,2.4141339507708575e-16,1.8583285741815312e-16,3.76,0.0,0.7105963598384523,0.999984623251194,1.3860137799041114e-07,5.3523819100605927e-11,4.606658947716396e-05,4.6067382079442166e-05,1.9486681994111847e-16,3.498755886242206e-21,1.5036389834274013e-05,2.3370656246908276e-15,1.0404834764888231e-12,5.9416348511875755e-09,3.335114413301033e-10,1.1911239373728956e-07,5.156386936545666e-08,7.02397030175148e-09,1.2129248034053006e-15,1.3809138073009792e-07,5.666217865439487e-14,3.244088264638957e-16,2.3191801743041646e-14,3.992629886001974e-12,2.050225894254117e-17,3.3058160052585724e-16,2.7451821355828223e-13,1.1710707054287867e-15,1.2658578131533657e-10,2.5591090174798796e-10,3.617417734486313e-15,9.862527730928648e-15,3.0281534827320355e-23,4.586082264110908e-13,2.999507029720013e-14,7.997277629130975e-16,2.961120624158705e-22,1.145170371225313e-16,2.947020327387691e-19,4.500143269686041e-17,1.735556014929096e-23,1.1455606742614034e-19,2.5080088162488156e-22,3.7187015715197575e-12,4.917931807149092e-24,3.268185929769292e-24,1.4606530460268335e-17,8.568846696826868e-11,1.2128496235202758e-21,1.7603666210561244e-11,2.921731580320736e-17,2.5473481312888405e-18,7.029036737931329e-25,3.361758176167345e-10,5.927006854337675e-24,2.937778864483871e-14,1.1921704491200784e-15,5.285030655118634e-13,7.016263025221984e-16,2.1706525573583656e-28,1.2249220467562986e-15,1.508478113811085e-12,2.6166936492364604e-16,6.812674907720837e-23,1.5160927260559547e-14
7.303116487363185e-05,0.46460955179061997,4.641827228461301e-11,1.1897482322856833e-12,1.0197016993267757e-09,3.973579148128982e-09,0.0,0.0,2.1337064679599082e-07,2.2062118154001712e-10,8.88028776733483e-10,6.917806610931488e-15,1.980549741879617e-18,9.175765983908858e-34,6.711369584793726e-27,2.199367047687705e-19,7.864058166251828e-11,2.3638626416330878e-12,2.1922830969963318e-23,6.275930073850154e-26,5.191245322981237e-13,1.5576517062139045e-22,3.2280645938191274e-20,5.1225862950174255e-16,3.457101014657541e-16,2.365435788375328e-14,1.3862177076775431e-21,6.378446297966808e-18,5.102173682404312e-18,4.1073289346468454e-21,4.327343107242281e-19,9.209222639573507e-22,2.5650923204664454e-16,2.097514089945161e-16,3.76,0.0,0.7105936123870886,0.9999846017750472,1.4730270425365849e-07,5.94424294203104e-11,4.879865307665318e-05,4.879954700633207e-05,2.0642473168241023e-16,3.706405945872356e-21,1.5036389511345337e-05,2.476591250250352e-15,1.1368780761984336e-12,5.942926923787536e-09,3.3358582305454125e-10,1.2681949638366793e-07,5.4890728137334856e-08,7.0239529787604615e-09,1.2866449911867214e-15,1.4664317960768395e-07,6.067047865057496e-14,3.6419325297431387e-16,2.5547726089174305e-14,3.993564778608507e-12,2.1866699622659474e-17,3.53687713654013e-16,2.9252927369683576e-13,1.2623814341954758e-15,1.3475324813538275e-10,2.559664232868685e-10,4.088394710918747e-15,1.1617437751817169e-14,3.398124427166432e-23,5.137262959530307e-13,3.361152575436448e-14,8.638528178045991e-16,3.1977279100105825e-22,1.2972408290257386e-16,3.3383357316789577e-19,5.097153347507257e-17,1.8737793140167212e-23,1.2332893406627997e-19,2.646888646488126e-22,3.7195720228002065e-12,5.190097458842202e-24,3.747701425255624e-24,1.554706821792602e-17,9.121929279894392e-11,1.3160621742558075e-21,1.874272030887601e-11,3.118990068001016e-17,2.7199211767670798e-18,7.466087666739625e-25,3.571190746343019e-10,6.575646444297674e-24,3.1347358093796883e-14,1.2721754426408775e-15,6.019540448663096e-13,7.018555275666379e-16,2.4658668699871145e-28,1.3791553461486087e-15,1.7071205404839093e-12,3.1336376578507076e-16,8.222567240476848e-23,1.7159421634182415e-14
7.71200546213202e-05,0.4646097842166258,4.65091650084607e-11,1.192964031042811e-12,1.0197166817095883e-09,4.220226950776129e-09,0.0,0.0,2.2614134719077956e-07,2.4775700261840296e-10,9.948032752212974e-10,7.893143701181657e-15,2.108082507094128e-18,1.8725691110874188e-33,6.92792036909254e-27,2.3129606540716585e-19,8.110996072754783e-11,2.604962498079385e-12,2.4574491856173335e-23,7.000912833063477e-26,5.788809914222837e-13,1.737049219568567e-22,3.2774787858300836e-20,5.691445719645666e-16,3.6218223890710184e-16,2.6459661257054172e-14,1.5107695386938768e-21,7.186975727503293e-18,5.834002893910534e-18,4.3965306269535395e-21,4.531774111524939e-19,9.752261553430537e-22,2.7160557059063944e-16,2.3511346441168125e-16,3.76,0.0,0.7105908649438597,0.9999845802969332,1.5600413683160397e-07,6.555627620648983e-11,5.153070607469003e-05,5.15317074138839e-05,2.179825985745812e-16,3.914055199784738e-21,1.5036389188387075e-05,2.6162103561702108e-15,1.2349690425275268e-12,5.944213333751855e-09,3.336598858187599e-10,1.3452829680639748e-07,5.821830205638658e-08,7.023935829640973e-09,1.3605561681181649e-15,1.5518895186074412e-07,6.474911366803e-14,4.0628592827124494e-16,2.8013303311613585e-14,3.9944995356140804e-12,2.3232262701615122e-17,3.76820660028684e-16,3.105455757755125e-13,1.353817458749281e-15,1.4292249407280685e-10,2.5602170038323845e-10,4.588393579848537e-15,1.3552080728791223e-14,3.789438809177305e-23,5.718132180260066e-13,3.7423379788652164e-14,9.280720605906331e-16,3.4346798843703387e-22,1.4586568251136046e-16,3.7536969819777337e-19,5.731418714324246e-17,2.0122024025090536e-23,1.3211490980663924e-19,2.786051989267645e-22,3.720442414396761e-12,5.4628194051171505e-24,4.260928076096415e-24,1.648780815714006e-17,9.675170612801545e-11,1.4223196435501945e-21,1.9882032704967918e-11,3.316347455639333e-17,2.892591095305055e-18,7.905394438950827e-25,3.780622147270413e-10,7.255884268600456e-24,3.331990222043313e-14,1.352301195510468e-15,6.804017292854543e-13,7.020841016905263e-16,2.7814330545308532e-28,1.5423487751325656e-15,1.9178717207016375e-12,3.714511809506789e-16,9.815557509176408e-23,1.92798583971276e-14
