Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66)
9.999999999999999e-11,0.5340418480105842,7.467082885253367e-18,5.028611211532902e-22,9.117432237204806e-23,1.1411261510669112e-31,0.0,0.0,1.2742528210597025e-12,7.358036187006006e-21,1.6820175654318225e-39,8.420209927756849e-51,1.1014891941286652e-35,9.959551748365012e-59,4.821928795994626e-51,9.555945663981599e-47,7.975278835476211e-43,4.9336735796174085e-37,2.6054656142995754e-40,6.37285099044827e-40,2.4325742533834817e-21,9.998555185833178e-33,2.1816332473551945e-51,1.5332006971169655e-67,1.1573980979185698e-51,3.2501257066488698e-43,2.993766229297961e-33,1.4787503513113863e-49,3.2034213527677467e-86,1.3275418118552161e-69,9.094989866453874e-51,5.110898883367922e-47,1.7834030323178117e-37,1.124465051610912e-63,3.76,0.0,0.7699527337722821,0.999986160123441,8.407272932821769e-27,6.638525651225018e-49,2.828348049300196e-09,2.828348049309914e-09,4.850483746622873e-21,6.240409282010914e-26,1.3839875284999669e-05,2.219541850431705e-24,2.4048523709785185e-26,1.2742603029476075e-12
1.1426630332709163e-10,0.5340418480105842,8.534193042811448e-18,5.894171239946387e-22,1.1906435678294067e-22,1.7027785888453354e-31,0.0,0.0,1.4560402362037006e-12,9.607225523673203e-21,3.275271192397332e-39,1.6716288365101354e-50,1.8776434769504653e-35,1.6977339563895826e-58,9.011512249118396e-51,1.6638339802611815e-46,1.5531205257011244e-42,8.410665369036503e-37,4.272367328480081e-40,9.507096725568889e-40,3.176160649860171e-21,1.49160899017649e-32,4.324510738971043e-51,3.995807462968946e-67,2.5181475042783493e-51,6.3289604481913734e-43,4.466411143430112e-33,2.8797240496157516e-49,1.0586121066735885e-85,3.3704940374153865e-69,1.7710403598185203e-50,9.949238962301765e-47,3.0403021598985354e-37,2.853906191793698e-63,3.76,0.0,0.7699527333685996,0.9999844790069111,1.2544818117763075e-26,1.4757505037957902e-48,3.231848760310841e-09,3.231848760323521e-09,6.324525471291773e-21,8.146129602763481e-26,1.5520991632921983e-05,2.8977408163265123e-24,3.197974847469748e-26,1.456048789727354e-12
1.3081955019033532e-10,0.5340418480557979,9.772938850187445e-18,6.9448985199483245e-22,1.5609005493994462e-22,2.555658366199551e-31,0.0,0.0,1.6669685003795067e-12,1.259234474374106e-20,6.4401646090054e-39,3.3600493005189873e-50,3.225413672369494e-35,2.9163414717068796e-58,1.7017024725987547e-50,2.927742852762555e-46,3.054221845490535e-42,1.444887559912028e-36,7.059910977328713e-40,1.4264761044474816e-39,4.163047907268189e-21,2.2380806401792686e-32,8.677594616148861e-51,1.0589990669726515e-66,5.555411023747447e-51,1.2445253168010929e-42,6.7020274414127e-33,5.662911378224444e-49,3.551806270015081e-85,8.67413352923793e-69,3.482454918654026e-50,1.9556525555394643e-46,5.223107016665377e-37,7.341808515074233e-63,3.76,0.0,0.7699527329002053,0.9999826095959068,1.8827437985367078e-26,3.319962389318067e-48,3.70003219381333e-09,3.7000321938299378e-09,8.27653980063403e-21,1.0674472559275264e-25,1.7390402426457376e-05,3.7977110206684824e-24,4.278390163493222e-26,1.6669782986553336e-12
1.47372797053579e-10,0.5340418481010114,1.1012300995317405e-17,8.045502692019867e-22,1.981294617793154e-22,3.6544161620555567e-31,0.0,0.0,1.877896377940223e-12,1.5980693899348098e-20,1.1682609669439631e-38,6.227928878004864e-50,5.194202379567876e-35,4.6964343559261436e-58,2.980944664894467e-50,4.8270256003470566e-46,5.540979098172809e-42,2.3270135783050716e-36,1.0988647647287489e-39,2.0391619453233573e-39,5.2832450896130946e-21,3.199389194699678e-32,1.6057540623793906e-50,2.5050801656471166e-66,1.1173937339159098e-50,2.2577245898859827e-42,9.58129711605268e-33,1.027348614948357e-48,1.0317649080068398e-84,1.994310683876524e-68,6.317322496978776e-50,3.546369722282567e-46,8.412058183409522e-37,1.6873449508662914e-62,3.76,0.0,0.769952732431811,0.9999808236864456,2.6920843409655306e-26,6.78161612264342e-48,4.168215627030613e-09,4.168215627051671e-09,1.0486984355117814e-20,1.3543220234278885e-25,1.9176311676590868e-05,4.819086429299655e-24,5.53777571135586e-26,1.877907422395915e-12
1.6392604391682269e-10,0.5340418481462252,1.2252279470334239e-17,9.196002725513332e-22,2.451854883656013e-22,5.03026730803644e-31,0.0,0.0,2.0888238861026522e-12,1.9772272250439563e-20,1.9889836415630159e-38,1.0829272151844245e-49,7.950535126757049e-35,7.188564607532447e-58,4.920464030161644e-50,7.560339148811554e-46,9.434502800927802e-42,3.562114195495002e-36,1.631242851643168e-39,2.8060592092918235e-39,6.536752196835922e-21,4.4026715837723044e-32,2.7876601355881564e-50,5.419857585648539e-66,2.089160627010106e-50,3.844045401585204e-42,1.3185611799814376e-32,1.749209506573455e-48,2.679340814354559e-84,4.196891901518268e-68,1.0755414424278182e-49,6.0356331199427786e-46,1.287714732803582e-36,3.549556639790117e-62,3.76,0.0,0.7699527319634166,0.9999791175487318,3.705475502403826e-26,1.2839255806477598e-47,4.636399059962689e-09,4.636399059988723e-09,1.2954626459752201e-20,1.675210455558111e-25,2.0882449179377732e-05,5.96182812197432e-24,6.983168477733665e-26,2.0888361781658965e-12
1.8047929078006637e-10,0.534041848191439,1.3492874267418422e-17,1.039641759473842e-21,2.972610446038728e-22,6.714450365534002e-31,0.0,0.0,2.299751041314491e-12,2.396707908913668e-20,3.2171790731672073e-38,1.7882373527486787e-49,1.168070700158551e-34,1.056115394702714e-57,7.739459600936569e-50,1.1359997365141421e-45,1.5261697572660177e-41,5.2337387016389266e-36,2.3302495846871703e-39,3.744452496584242e-39,7.92356922887772e-21,5.875054066591617e-32,4.596137161812254e-50,1.091067501389051e-65,3.681553617431725e-50,6.218134211723179e-42,1.7596351190593873e-32,2.829546036401771e-48,6.357205478962514e-84,8.22351265286008e-68,1.739692744861031e-49,9.759170621367501e-46,1.8920488087811888e-36,6.952472759171533e-62,3.76,0.0,0.7699527314950223,0.9999774876195868,4.9459026772978834e-26,2.2861311867299397e-47,5.10458249260956e-09,5.104582492641092e-09,1.567823931921013e-20,2.0300857612785197e-25,2.2512378113600255e-05,7.225897216208248e-24,8.621379655544557e-26,2.2997645824129646e-12
1.9703253764331005e-10,0.5340418482366527,1.4734085378795912e-17,1.1646766278450047e-21,3.5435903931604593e-22,8.738227125768465e-31,0.0,0.0,2.5106778592887826e-12,2.85651137382951e-20,4.988612811079802e-38,2.8296691164077038e-49,1.6590772474357349e-34,1.5000483871213592e-57,1.1697108696851298e-49,1.649411534683071e-45,2.3667162107221823e-41,7.434314725625559e-36,3.224571825026477e-39,4.8716190027475906e-39,9.44369618567953e-21,7.643652235933684e-32,7.2619228812415995e-50,2.0694713576288777e-65,6.177778921670199e-50,9.642579460179767e-42,2.2894883054052667e-32,4.3878420931922254e-48,1.3999436362988342e-83,1.519198840903036e-67,2.6975994183202874e-49,1.5127336427746736e-45,2.687631431242171e-36,1.2839030436674868e-61,3.76,0.0,0.769952731026628,0.999975930494984,6.436364586156689e-26,3.8698078616210543e-47,5.5727659249712264e-09,5.5727659250087804e-09,1.8656601989714856e-20,2.4189211657437614e-25,2.406950250560279e-05,8.61125486570069e-24,1.0459008499473766e-25,2.5106926508501607e-12
2.1358578450655373e-10,0.5340418482818663,1.5975912796736176e-17,1.2947067759367759e-21,4.164823803126711e-22,1.1132882610239494e-30,0.0,0.0,2.721604355036756e-12,3.356637555013126e-20,7.466316101433808e-38,4.320141490688005e-49,2.290653554592813e-34,2.0710686005258224e-57,1.7094680809318283e-49,2.326875205746807e-45,3.542507259539396e-41,1.0265147026404984e-35,4.344297125752471e-39,6.204828527263204e-39,1.10971330671824e-20,9.735571022456753e-32,1.1070874329188706e-49,3.7336187207666618e-65,9.948517603818879e-50,1.443275187865445e-41,2.916256322591685e-32,6.567594012641794e-48,2.8953131193276906e-83,2.6712167672826993e-67,4.037416751594211e-49,2.263253662117517e-45,3.711097880363378e-36,2.256640764211719e-61,3.76,0.0,0.7699527305582337,0.9999744429229362,8.199873271104566e-26,6.278347521969461e-47,6.040949357047692e-09,6.0409493570917855e-09,2.1888499351188944e-20,2.8416899103174886e-25,2.555707434224928e-05,1.0117862258850065e-23,1.2502455360894872e-25,2.721620398488708e-12
2.301390313697974e-10,0.5340418483270801,1.7218356513550277e-17,1.4297341023724634e-21,4.836339744604296e-22,1.3929725070780935e-30,0.0,0.0,2.932530542899131e-12,3.897086390491263e-20,1.084307717986553e-37,6.397575186865466e-49,3.087353979518643e-34,2.791373236770805e-57,2.4277418635744704e-49,3.2030051959952936e-45,5.145105532081037e-41,1.383641623487896e-35,5.720765330762293e-39,7.761343481617131e-39,1.2883879873327375e-20,1.2177904698848197e-31,1.6371410793369874e-49,6.454526158021997e-65,1.5468330460747368e-49,2.0961640388867738e-41,3.648073561371443e-32,9.53850900599554e-48,5.6758087524073955e-83,4.503321673459816e-67,5.8633885446294455e-49,3.285662761371875e-45,5.002295187084546e-36,3.8029617891394565e-61,3.76,0.0,0.7699527300898393,0.9999730217967142,1.0259454091507548e-25,9.824669156307243e-47,6.509132788838955e-09,6.509132788890108e-09,2.5372722079535166e-20,3.2983652525870093e-25,2.6978200353437394e-05,1.1745680617357887e-23,1.4757933951098996e-25,2.9325478396693196e-12
2.466922782330411e-10,0.5340418483722937,1.8461416521589078e-17,1.5697605060842971e-21,5.558167277457547e-22,1.7160085989233814e-30,0.0,0.0,3.1434564365760453e-12,4.477857820970573e-20,1.5343931978057594e-37,9.228093383504377e-49,4.075705823201507e-34,3.684942546359848e-57,3.3636213884195533e-49,4.316638801427677e-45,7.281406193639906e-41,1.8267177507887484e-35,7.386432272249013e-39,9.558418896965601e-39,1.4803936604055493e-20,1.499773688396247e-31,2.3582359163201358e-49,1.0754817672832974e-64,2.3333480052379028e-49,2.966468908931712e-41,4.4930732198287607e-32,1.349870375015158e-47,1.0624358456417291e-82,7.321784718298479e-67,8.297193180458366e-49,4.647829633206119e-45,6.604281956737731e-36,6.180756781381372e-61,3.76,0.0,0.769952729621445,0.9999716641483617,1.2638145719666346e-25,1.490336684692468e-46,6.977316220345019e-09,6.97731622040375e-09,2.910806661898498e-20,3.788920466377728e-25,2.83358484951215e-05,1.3494671194912317e-23,1.723148290624856e-25,3.143474988092126e-12
2.632455250962848e-10,0.5340418484175073,1.9705092813241492e-17,1.7147878862734957e-21,6.330335453348707e-22,2.0855320077142595e-30,0.0,0.0,3.354382049155677e-12,5.0989517897178624e-20,2.1228654888223173e-37,1.3009393701379275e-48,5.284208312997326e-34,4.777538836435869e-57,4.560909927181258e-49,5.711050675127925e-45,1.0074825042518975e-40,2.368535917312894e-35,9.374744482350296e-39,1.161330243147651e-38,1.685730325930781e-20,1.82221405470276e-31,3.320119867987249e-49,1.7353859984275387e-64,3.428115897411185e-49,4.10446365547403e-41,5.459387303548883e-32,1.8676903750853553e-47,1.9103277490256588e-82,1.153456575687384e-66,1.147928963413879e-48,6.4280424275111e-45,8.563328189361955e-36,9.733335053844823e-61,3.76,0.0,0.7699527291530507,0.9999703671424954,1.5359000136816699e-25,2.200383383466957e-46,7.445499651565884e-09,7.445499651632708e-09,3.3093335154552387e-20,4.313328841767381e-25,2.9632854150383334e-05,1.5364795275945566e-23,1.9928976703626812e-25,3.3544018568453035e-12
2.7979877195952853e-10,0.5340418484627212,2.0949385380932815e-17,1.8648181423727204e-21,7.152873316303915e-22,2.5046805275639153e-30,0.0,0.0,3.5653073931415963e-12,5.760368242445667e-20,2.8794248448586436e-37,1.7974290885091708e-48,6.743331595902491e-34,6.096705488436589e-57,6.068256954579737e-49,7.434167455435288e-45,1.366648663455691e-40,3.0227761417425416e-35,1.172002428104884e-38,1.3943234377339424e-38,1.9043979839025366e-20,2.1878178011880275e-31,4.5812702918665904e-49,2.7222095786687895e-64,4.921012305134503e-49,5.567635524928524e-41,6.555146625806272e-32,2.533464249570332e-47,3.3156245590292653e-82,1.7674781704296253e-66,1.5570262803578494e-48,8.71574320400068e-45,1.092891511552505e-35,1.4909058992802283e-60,3.76,0.0,0.7699527286846564,0.9999691280703802,1.8445082629524174e-25,3.1724362013901665e-46,7.913683082501552e-09,7.913683082576984e-09,3.7327335584640573e-20,4.871563685100129e-25,3.087192605481518e-05,1.735601417446235e-23,2.2856135953855757e-25,3.5653284584324145e-12
2.9635201882277224e-10,0.5340418485079348,2.2194294217123162e-17,2.0198531740108262e-21,8.025809903246022e-22,2.976594275538145e-30,0.0,0.0,3.776232480478885e-12,6.462107127203002e-20,3.837743116575297e-37,2.4394430507653016e-48,8.48551573809105e-34,7.671765982077434e-57,7.93927426216267e-49,9.538782443632398e-45,1.8216412065657791e-40,3.8040055000580435e-35,1.4457364672654348e-38,1.6565447667428795e-38,2.1363966343149208e-20,2.5992900961174057e-31,6.209797887478012e-49,4.164572454262886e-64,6.920273386449415e-49,7.421168954490848e-41,7.788480807751095e-32,3.376845968663629e-47,5.577454419661107e-82,2.642753772441869e-66,2.07521677376884e-48,1.1612260191978093e-44,1.375373504114928e-35,2.2283769436496515e-60,3.76,0.0,0.769952728216262,0.99996794434427,2.191947178637191e-25,4.478722018485394e-46,8.381866513152022e-09,8.381866513236578e-09,4.180888149380143e-20,5.463598319000524e-25,3.205565195385087e-05,1.946828923293668e-23,2.6018537093109743e-25,3.776254804798535e-12
3.1290526568601594e-10,0.5340418485531485,2.3439819314305948e-17,2.179894880979765e-21,8.949174244496128e-22,3.504415691640907e-30,0.0,0.0,3.987157322579065e-12,7.204168394271025e-20,5.035712372342313e-37,3.258417414586971e-48,1.0545169723044908e-33,9.533822918747696e-57,1.0232637439132748e-48,1.2082770345129916e-44,2.3904706530874586e-40,4.7276779960803626e-35,1.7622533345481202e-38,1.9497167881644252e-38,2.3817262771620386e-20,3.0593350440557533e-31,8.284390343811074e-49,6.230294659558242e-64,9.554841254287359e-49,9.738429282826907e-41,9.167518278585249e-32,4.431209875113336e-47,9.124240846855802e-82,3.8660349630130437e-66,2.7229872896588466e-48,1.5231537935584635e-44,1.709369118908712e-35,3.2586187114690107e-60,3.76,0.0,0.7699527277478677,0.9999668134920078,2.5805259494838587e-25,6.205471259738661e-46,8.850049943517298e-09,8.850049943611492e-09,4.65367921256238e-20,6.089406082387363e-25,3.3186504005317194e-05,2.1701581821273232e-23,2.9421621509513404e-25,3.987180907355184e-12
3.2945851254925965e-10,0.5340418485983622,2.4685960665006403e-17,2.344945163203515e-21,9.922995364245831e-22,4.091289538792534e-30,0.0,0.0,4.198081930343934e-12,7.986551996063367e-20,6.5156934077775194e-37,4.290465611454622e-48,1.295867044687485e-33,1.1715757043093406e-56,1.3012174153204688e-48,1.5129302115902152e-44,3.093274689606251e-40,5.810134430606697e-35,2.125188502796071e-38,2.275561325297056e-38,2.640386912437994e-20,3.570655686284957e-31,1.089529567129676e-48,9.135304733036365e-64,1.2976850294659699e-48,1.2601446465786257e-40,1.0700386275734605e-31,5.733870407405823e-47,1.4557869122522486e-81,5.545738258678406e-66,3.523240271457668e-48,1.9700865483864603e-44,2.100789753549069e-35,4.672647191630497e-60,3.76,0.0,0.7699527272794734,0.9999657331518607,3.012555093835904e-25,8.454621665426569e-46,9.31823337359738e-09,9.318233373701722e-09,5.1509892355739146e-20,6.748960330487382e-25,3.426684394151929e-05,2.405585333582889e-23,3.307070414043755e-25,4.1981067770041576e-12
3.4601175941250336e-10,0.5340418486435758,2.5932718261780223e-17,2.515005920708893e-21,1.0947302281001982e-21,4.740362902807989e-30,0.0,0.0,4.4090063141883406e-12,8.80925788703084e-20,8.324764152476962e-37,5.576801164278109e-48,1.576436171404135e-33,1.425222626574389e-56,1.6346940465836862e-48,1.87470599246906e-44,3.952436932131914e-40,7.06860227058686e-35,2.538228155424965e-38,2.635799467328633e-38,2.9123785401368925e-20,4.135954001222432e-31,1.4145345111346358e-48,1.3153966116530175e-63,1.7364254209740916e-48,1.6101398813151295e-40,1.2395210845024597e-31,7.32630180362028e-47,2.2709463217979165e-81,7.815772972988648e-66,4.501427951210741e-48,2.516160265877979e-44,2.555867864623497e-35,6.582811995032079e-60,3.76,0.0,0.7699527268110791,0.9999647010675892,3.490346459360117e-25,1.1345619849571412e-45,9.786416803392267e-09,9.78641680350727e-09,5.672701266495165e-20,7.44223443484881e-25,3.5298928002164784e-05,2.653106519849104e-23,3.697098157144549e-25,4.409032424160289e-12
3.6256500627574706e-10,0.5340418486887895,2.7180092097212214e-17,2.690079053598183e-21,1.2022124008005342e-21,5.454785192377824e-30,0.0,0.0,4.6199304840619215e-12,9.672286023570467e-20,1.0514967952535679e-36,7.164177647264463e-48,1.9002553235476612e-33,1.717966468903735e-56,2.031128619623082e-48,2.3010452214396525e-44,4.992705683433177e-40,8.521195519209108e-35,3.005101910052335e-38,3.032151569893412e-38,3.1977011602528386e-20,4.757930904839857e-31,1.815101553683774e-48,1.8630962233792643e-63,2.2923593754083823e-48,2.0339096704958332e-40,1.426011684085891e-31,9.254357767406558e-47,3.4709039740508624e-81,1.083979553731498e-65,5.685686464107364e-48,3.176990434093536e-44,3.081156951652064e-35,9.126337871777309e-60,3.76,0.0,0.7699527263426847,0.999963715083733,4.0162132227963697e-25,1.5017320647215653e-45,1.0254600232901964e-08,1.0254600233028135e-08,6.218698911250066e-20,8.169201783354767e-25,3.6284911647106425e-05,2.9127178855809703e-23,4.1127539662167267e-25,4.61995785877322e-12
3.7911825313899077e-10,0.5340418487340033,2.8428082163915044e-17,2.8701664620234464e-21,1.3147489553624453e-21,6.2377081390493426e-30,0.0,0.0,4.830854449469899e-12,1.0575636363938514e-19,1.3143561715793883e-36,9.10534579994775e-48,2.2715519628290528e-33,2.053628163503582e-56,2.498491026804751e-48,2.7999828850387955e-44,6.241312679164018e-40,1.018691458651254e-34,3.529576209122425e-38,3.4663372556062687e-38,3.496354772779937e-20,5.439286251081172e-31,2.304353129084658e-48,2.5994887755960925e-63,2.989290521751335e-48,2.5425466262170486e-40,1.630322792639754e-31,1.156849108399943e-46,5.207162046200213e-81,1.481591287781946e-65,7.106969879276905e-48,3.969744273718941e-44,3.683531541226674e-35,1.2469236126075443e-59,3.76,0.0,0.7699527258742904,0.9999627731411114,4.592469889726617e-25,1.9629984309634224e-45,1.072278366212647e-08,1.0722783662264318e-08,6.788866330945471e-20,8.92983578023654e-25,3.7226854057925285e-05,3.1844155778180724e-23,4.554536072349663e-25,4.830883090348161e-12
3.956715000022345e-10,0.5340418487792169,2.9676688454528013e-17,3.055270046162453e-21,1.4323427921726153e-21,7.092285797205569e-30,0.0,0.0,5.0417782194929224e-12,1.1519308868167475e-19,1.627326392522508e-36,1.1459527807990822e-47,2.6947499415669063e-33,2.4362060674596267e-56,3.0452906967309707e-48,3.380169635886493e-44,7.728091825323034e-40,1.208564615991023e-34,4.115448327611816e-38,3.9400754145758544e-38,3.808339377712292e-20,6.182718832279827e-31,2.8970005414391574e-48,3.5773700192810897e-63,3.854476965049293e-48,3.1482032982083297e-40,1.8532666573732844e-31,1.432397319053696e-46,7.680272923314662e-81,1.9981857445067765e-65,8.799184149794481e-48,4.913212765134724e-44,4.370187171108413e-35,1.6810603959974948e-59,3.76,0.0,0.7699527254058961,0.9999618732725202,5.221432294360531e-25,2.536737156513605e-45,1.1190967091065788e-08,1.1190967091215822e-08,7.383088239223175e-20,9.72410984608671e-25,3.8126722438087394e-05,3.468195745907717e-23,5.0229330271341945e-25,5.041808127965759e-12
4.122247468654782e-10,0.5340418488244305,3.09259109617159e-17,3.2453917061961075e-21,1.554996811202406e-21,8.0216745440424e-30,0.0,0.0,5.252701802806026e-12,1.2503303497986724e-19,1.997250252939449e-36,1.4292908756809353e-47,3.1744694026753094e-33,2.8698758657333647e-56,3.68058039997783e-48,4.050893326274059e-44,9.485597931229137e-40,1.4238163074539485e-34,4.766540949769224e-38,4.4550842048986386e-38,4.1336549750440083e-20,6.99092637957582e-31,3.609462019880658e-48,4.8612192448028477e-63,4.9189502761948155e-48,3.864140535552977e-40,2.0956554064064906e-31,1.7581113708575842e-46,1.1152657528201904e-80,2.662065641647576e-65,1.0799320986744223e-47,6.027882479063197e-44,5.148640374254928e-35,2.238732965770711e-59,3.76,0.0,0.7699527249375018,0.9999610135986262,5.9054175993369e-25,3.2438936517234395e-45,1.1659150519719915e-08,1.1659150519882641e-08,8.00124989962437e-20,1.0551997417872167e-24,3.898639612120943e-05,3.7640545414326066e-23,5.5184243381452705e-25,5.252732980301043e-12
4.287779937287219e-10,0.5340418488696443,3.217574967816786e-17,3.440533342287304e-21,1.6827139120406305e-21,9.029033079545259e-30,0.0,0.0,5.463625207696759e-12,1.352762021674672e-19,2.4315662711098113e-36,1.7679145261174007e-47,3.715526679707257e-33,3.3589904743024097e-56,4.413959314831989e-48,4.822100551656342e-44,1.1549225438494808e-39,1.6666124183698154e-34,5.486697271035238e-38,5.013081053135409e-38,4.4723015647691937e-20,7.866605563332717e-31,4.4599846990861976e-48,6.529165352653911e-63,6.217848542252275e-48,4.704775846787017e-40,2.3583010487877454e-31,2.1405479940003338e-46,1.596406359101747e-80,3.5066817552066933e-65,1.3147591657961277e-47,7.336007211675757e-44,6.026728662872539e-35,2.9479221434484494e-59,3.76,0.0,0.7699527244691075,0.9999601923240404,6.646744295540652e-25,4.108211735463925e-45,1.2127333948088857e-08,1.2127333948264778e-08,8.643237122966593e-20,1.1413471948946953e-24,3.980767049607619e-05,4.071988118142796e-23,6.041481066771099e-25,5.463657655641562e-12
4.453312405919656e-10,0.534041848914858,3.3426204596596354e-17,3.6406968545611156e-21,1.815496993924361e-21,1.0117522426465748e-29,0.0,0.0,5.6745484420824875e-12,1.4592258989346588e-19,2.9383334530263326e-36,2.1699891276052808e-47,4.3229341969853144e-33,3.90807994347582e-56,5.255575424595181e-48,5.70441820373438e-44,1.3957327144110073e-39,1.93920742295038e-34,6.279776585398584e-38,5.615782654771474e-38,4.824279146881949e-20,8.812451993554529e-31,5.468770518342193e-48,8.675189124350803e-63,7.790763474059786e-48,5.685731757610456e-40,2.6420154745114233e-31,2.586811632291122e-46,2.255007995234202e-80,4.571305420430578e-65,1.588756070935345e-47,8.861679423469197e-44,7.012610512542882e-35,3.8414577736855103e-59,3.76,0.0,0.7699527240007131,0.9999594077335693,7.447732201934865e-25,5.156472487171083e-45,1.2595517376172613e-08,1.2595517376362233e-08,9.308936264733283e-20,1.2308506909064984e-24,4.059226075635117e-05,4.391992631891702e-23,6.592566390442584e-25,5.674582161904674e-12
4.618844874552093e-10,0.5340418489600716,3.467727570973611e-17,3.845884143086255e-21,1.953348955767887e-21,1.129030593029782e-29,0.0,0.0,5.885471513526931e-12,1.5697219782164963e-19,3.5262560439010735e-36,2.644534109621002e-47,5.001900369801122e-33,4.521851361369672e-56,6.216127312569011e-48,6.709175032916962e-44,1.6751332916619106e-39,2.2439443713690815e-34,7.149650321154244e-38,6.264904974661703e-38,5.1895877213763815e-20,9.831160220302285e-31,6.658106033006587e-48,1.1411579748095009e-62,9.682101569055777e-48,6.823884165798248e-40,2.9476104545355163e-31,3.1045763845411088e-46,3.146417166332726e-80,5.90175720110427e-65,1.9066279607688201e-47,1.0630901481759666e-43,8.114765346393819e-35,4.957621675175422e-59,3.76,0.0,0.7699527235323188,0.9999586581886322,8.310702465406544e-25,6.418742880628529e-45,1.3063700803971183e-08,1.3063700804175005e-08,9.998234222475836e-20,1.323707578439265e-24,4.134180548267202e-05,4.724064240575927e-23,7.172136131222282e-25,5.885506506654091e-12
4.78437734318453e-10,0.5340418490052853,3.592896301034317e-17,4.056097107857721e-21,2.0962726961899176e-21,1.2550549259253105e-29,0.0,0.0,6.096394429255958e-12,1.6842502562993888e-19,4.204708267005164e-36,3.2014789551922725e-47,5.757829504657577e-33,5.2051887575208315e-56,7.306865416923672e-48,7.848423220226329e-44,1.997586840592063e-39,2.5832548768429623e-34,8.1001984899867e-38,6.962163247461604e-38,5.568227288246597e-20,1.0925423734110296e-30,8.052496132214671e-48,1.4871664319602235e-62,1.1941459326030103e-47,8.137410693529347e-40,3.2758976407992093e-31,3.702107941829011e-46,4.340375343423703e-80,7.55119397988214e-65,2.2734420305504886e-47,1.2671656707655743e-43,9.341993519273589e-35,6.3407982825913605e-59,3.76,0.0,0.7699527230639245,0.9999579421238391,9.237977560625087e-25,7.92863419928802e-45,1.3531884231484568e-08,1.3531884231703094e-08,1.0711018433228055e-19,1.419915207752125e-24,4.20578700646848e-05,5.0681991040786965e-23,7.780639252646504e-25,6.09643069711568e-12
4.949909811816967e-10,0.534041849050499,3.7181266491194026e-17,4.271337648780561e-21,2.244271113539141e-21,1.390142040423546e-29,0.0,0.0,6.307317196172675e-12,1.8028107300975685e-19,4.98375905000416e-36,3.851720940700826e-47,6.596321699549623e-33,5.963153006636855e-56,8.539592803247488e-48,9.134959958778157e-44,2.3678873747431743e-39,2.959659102715213e-34,9.135306516459015e-38,7.709271978045603e-38,5.960197847486697e-20,1.2097934966402253e-30,9.678801656413652e-48,1.9212829701534598e-62,1.4624012507391554e-47,9.645839037436956e-40,3.627688566240439e-31,4.388285520792149e-46,5.924087617829241e-80,9.580956720334164e-65,2.6946408729055363e-47,1.5013980228520943e-43,1.07034163019233e-34,8.042174742616697e-59,3.76,0.0,0.7699527225955302,0.9999572580437227,1.0231881289912748e-24,9.723570232157492e-45,1.4000067658712772e-08,1.4000067658946505e-08,1.1447176870932876e-19,1.5194709307479322e-24,4.274194997026423e-05,5.424393384216697e-23,8.418518326620535e-25,6.307354740192545e-12
5.115442280449403e-10,0.5340418490957128,3.843418614508461e-17,4.491607665654709e-21,2.3973471059182177e-21,1.5346089678815052e-29,0.0,0.0,6.518239820871848e-12,1.925403396654264e-19,5.874196738804821e-36,4.607184596498122e-47,7.523172744293112e-33,6.800981732491987e-56,9.926665507549054e-48,1.0582349044854038e-43,2.7911722260663728e-39,3.3757657495425657e-34,1.0258862417438697e-37,8.507944941913559e-38,6.36549939909079e-20,1.3351385289907153e-30,1.1566380908220994e-47,2.461985678997775e-62,1.7790919444734186e-47,1.137009531640151e-39,4.003794644813456e-31,5.172623792959203e-46,8.005816329004317e-80,1.2061481150162386e-64,3.1760558189386025e-47,1.7690029636486994e-43,1.2208475865163627e-34,1.012049222073844e-58,3.76,0.0,0.7699527221271358,0.9999566045196131,1.129473878312641e-24,1.1845065249429355e-44,1.4468251085655795e-08,1.4468251085905231e-08,1.2206598043881395e-19,1.6223721009744825e-24,4.339547386875307e-05,5.79264324469013e-23,9.08620997205344e-25,6.5182786424794455e-12
