Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38)
5.305358440796107e-10,0.875703315023769,1.0440299833110837e-20,1.0554720639709264e-12,3.36840025630814e-24,3.7095725171642537e-29,0.0,0.0,4.430327663256926e-22,1.3767587513391225e-46,7.530288320229883e-23,7.442797335023561e-29,4.429414155468862e-20,7.412881196560605e-43,2.6690996140721388e-30,1.8047165552495276e-25,2.0957386794369252e-38,3.2327031046886304e-29,6.806443072519535e-25,1.0810898077908119e-20,1.946094430728297e-10,1.1613374946310346e-17,8.091652225441237e-29,5.820517788813256e-61,1.2694443030699702e-44,6.90169960636636e-38,4.962560999749356e-32,3.6624669059815255e-51,1.5931004776195257e-80,4.582053535223649e-76,8.70463869228929e-49,2.3327256130252478e-58,1.2085789966435274e-35,8.701246954664163e-62,3.76,0.0,0.6344412244818919,0.9999999999994724,1.050631843738621e-29,1.9160439674638644e-54,0.0002878183028927403,0.00028781869211164974
6.22286124880893e-10,0.8757113922207717,1.669307809292237e-20,1.23800423277487e-12,6.178857577555418e-24,7.794013489889149e-29,0.0,0.0,7.218890257570406e-22,4.097193323643026e-46,1.5131873067783339e-22,1.5638911128825754e-28,8.117540171696063e-20,1.8393633493458764e-42,5.60563514983127e-30,3.3446731116770967e-25,5.79168865407304e-38,6.792072133919527e-29,1.2616376340082182e-24,1.7268900356741907e-20,2.6773561628387794e-10,1.8549285887224116e-17,1.6981834128151983e-28,2.718853095663214e-60,3.840221626573821e-44,1.9464190755785052e-37,1.0673641291666904e-31,1.3992073603865767e-50,1.5483909361018686e-79,3.331261695506752e-75,2.869976028621267e-48,1.0358613876603749e-57,2.9136154742581473e-35,5.2304592616693856e-61,3.76,0.0,0.6343914627085034,0.9999999999993812,2.2074312772853844e-29,8.184069431094545e-54,0.0003375800031550108,0.00033758053862628044
8.057866864834574e-10,0.8757275447199505,3.571885372795603e-20,1.6030685703861804e-12,1.6551555607457963e-23,2.6158545672446958e-28,0.0,0.0,1.6125341017312372e-21,2.6005363964230505e-45,4.749120950930286e-22,5.2495861447785485e-28,2.1700562846295265e-19,8.221016737108848e-42,1.8798457736535446e-29,9.099510010214565e-25,3.1520346417679616e-37,2.2795703815012786e-28,3.4334989834479e-24,3.68705046855958e-20,4.4889964147727966e-10,3.9598115634164794e-17,5.686626477062954e-28,4.21095103701737e-59,2.4725784796799054e-43,1.1004099039973208e-36,3.7169716040091775e-31,1.376165130643907e-49,8.812034141107804e-78,1.224399528040121e-73,2.1685813220090522e-47,1.3530711154989013e-56,1.235263578316606e-34,1.223221035405826e-59,3.76,0.0,0.6342919508705958,0.9999999999991986,7.408635588183141e-29,1.0552425836846622e-52,0.00043709165989866573,0.00043709255769802815
9.892872480860219e-10,0.875743694692858,6.55828483531552e-20,1.9681329080043445e-12,3.6415459446511015e-23,6.866732309802258e-28,0.0,0.0,3.1067711882826625e-21,1.0758165689648988e-44,1.1899265475299602e-21,1.3782288337846027e-27,4.764246635108804e-19,2.6505708810629685e-41,4.931022527014479e-29,2.022980989220992e-24,1.1670533427734552e-36,5.983949930460245e-28,7.635582312074956e-24,6.753049832521558e-20,6.766078405616334e-10,7.251522604709024e-17,1.4897118019484832e-27,2.7097189067897657e-58,1.0314525493877969e-42,4.1518821219621174e-36,1.0005224160151816e-30,7.184662387311188e-49,1.0438856918309804e-76,1.0815946395125457e-72,1.0087836986171693e-46,8.157933745594632e-56,3.8614408988597675e-34,9.710523664023969e-59,3.76,0.0,0.6341924546424488,0.9999999999990161,1.9447934063775378e-28,6.176972530596172e-52,0.0005365876603374151,0.0005365890135532418
9.999999999999999e-10,0.8757598421400746,6.771837287878206e-20,1.9894453424047742e-12,3.797087133402395e-23,7.230476208004935e-28,0.0,0.0,3.2178015680692028e-21,1.1661537340194397e-44,1.249920750400439e-21,1.4512489009451514e-27,4.967058910251623e-19,2.8238204741453834e-41,5.191984469677667e-29,2.1103569946512438e-24,1.254356257081866e-36,6.3009297126641015e-28,7.965523625741956e-24,6.97183720051323e-20,6.913392466213065e-10,7.486391830090435e-17,1.568421502431557e-27,3.042867089186353e-58,1.1175269985766837e-42,4.467136518752857e-36,1.0547895620824813e-30,7.915076655160668e-49,1.271046279336146e-76,1.2613080760774863e-72,1.1016814202813625e-46,9.102293632054631e-56,4.1072967292647496e-34,1.1153271446019055e-58,3.76,0.0,0.6341866465407395,0.9999999999990055,2.0478124362964516e-28,6.870013772326731e-52,0.0005423957473152419,0.0005423971299938855
1.1727878096885864e-09,0.8757598421400746,1.0898491649771532e-19,2.33319724563289e-12,7.060781405472652e-23,1.5465610083679674e-27,0.0,0.0,5.447532158954523e-21,3.6336477700123536e-44,2.586923702124275e-21,3.1045435254721443e-27,9.216196839885606e-19,7.07189975666038e-41,1.1097723150580683e-28,3.9467239623334e-24,3.519408679023194e-36,1.3477313181447682e-27,1.490113950503797e-23,1.1190518391608066e-19,9.508543400500392e-10,1.2014691529083073e-16,3.348390784497486e-27,1.354500348382265e-57,3.453323995202471e-42,1.269006130821112e-35,2.291133170854508e-30,2.9362178111122175e-48,9.68624420319765e-76,7.492978087145182e-72,3.725983793574616e-46,3.823104321627571e-55,1.0083698667294708e-33,5.95387445596539e-58,3.76,0.0,0.6340929740214993,0.9999999999988336,4.380151537858057e-28,2.798998607053633e-51,0.0006360680070403452,0.0006360699087492667
1.3562883712911508e-09,0.8757759870619332,1.6863691155659487e-19,2.6982615832762207e-12,1.2513530191984502e-22,3.12994418063957e-27,0.0,0.0,8.94460536795416e-21,1.0779334204740986e-43,5.091028849743906e-21,6.2839041726156064e-27,1.6290971216628261e-18,1.6585146586029483e-40,2.2442435406267733e-28,7.01527981692481e-24,9.275251408693605e-36,2.7275407054570672e-27,2.649503936404314e-23,1.725961548604839e-19,1.271633370507881e-09,1.852786789247417e-16,6.762180483677755e-27,5.84873238446425e-57,1.0066986937730915e-41,3.377850476854527e-35,4.685574200583804e-30,1.0224898208255824e-47,7.531494720782991e-75,4.5092738785307634e-71,1.1940469050542646e-45,1.519199599118754e-54,2.3306163819230223e-33,3.079894195940143e-57,3.76,0.0,0.63399350900523,0.9999999999986511,8.864563632759428e-28,1.0956548301959278e-50,0.0007355327025307079,0.0007355352457978213
1.5397889328937153e-09,0.8757921294588179,2.472474093670308e-19,3.0633259209395656e-12,2.071033263787153e-22,5.837422744232389e-27,0.0,0.0,1.3985836882280722e-20,2.8912431241726054e-43,9.284041105155885e-21,1.172140726485515e-26,2.6883425723355354e-18,3.5225429296366055e-40,4.182203258726789e-28,1.1619228993672369e-23,2.2016969608193358e-35,5.086910934434677e-27,4.389734933252528e-23,2.5212405128959854e-19,1.6389393253066221e-09,2.706071917700387e-16,1.2583739618094356e-26,2.2205525341508045e-56,2.6378406099732086e-41,8.072284993225768e-35,8.79374402104766e-30,3.119091149456228e-47,4.840870229860228e-74,2.3120285224984292e-70,3.433326799417983e-45,5.238242260528068e-54,4.9056393332665276e-33,1.3585326986654923e-56,3.76,0.0,0.6338940595911944,0.9999999999984686,1.653257784880562e-27,3.7750506044010935e-50,0.0008349817492602269,0.0008349850271394221
1.7232894944962798e-09,0.8758082693311207,3.4757660519189496e-19,3.428390258629008e-12,3.247494231854608e-22,1.0205703227031184e-26,0.0,0.0,2.105617049637967e-20,7.213684936251221e-43,1.5936817991609052e-20,2.0496114054966994e-26,4.2016371758794205e-18,6.921299832772504e-40,7.305616966600784e-28,1.8206489084373764e-23,4.81963730535803e-35,8.8935306353989e-27,6.880707916096435e-23,3.5297014308388357e-19,2.0527666698558824e-09,3.78785028875339e-16,2.1949008256687253e-26,7.941651010730792e-56,6.388552479629146e-41,1.7738306964696325e-34,1.5427613739011678e-29,8.622632575246402e-47,2.883231949829732e-73,1.1223285654971892e-69,9.170840306625281e-45,1.6360709454196564e-53,9.596105800925136e-33,5.460948800012601e-56,3.76,0.0,0.6337946257769782,0.999999999998286,2.8904202395175188e-27,1.2030857637238427e-49,0.0009344151496488149,0.000934419255182917
1.9067900560988442e-09,0.8758244066792567,4.724758920325916e-19,3.793454596351384e-12,4.873033290878757e-22,1.6899752758801734e-26,0.0,0.0,3.073345239697864e-20,1.6667238581923315e-42,2.599725568846931e-20,3.3945401522100026e-26,6.2821092632006154e-18,1.272116928304224e-39,1.2086916155495582e-27,2.7273953078199684e-23,9.780868524708744e-35,1.4726850786199764e-26,1.0311050396422167e-22,4.776236159571809e-19,2.5131098403478397e-09,5.124717612235542e-16,3.6258775552513085e-26,2.429399373310213e-55,1.4233947436432494e-40,3.6069861846965987e-34,2.5593976256471065e-29,2.1415552820796676e-46,1.300494858538395e-72,4.248190793061521e-69,2.2378376637272426e-44,4.500051018709344e-53,1.7596794482691838e-32,1.8381360584801248e-55,3.76,0.0,0.6336952075601547,0.9999999999981035,4.786268096105061e-27,3.352996468556948e-49,0.0010338329061289249,0.0010338379323496373
2.0902906177014087e-09,0.8758405415036282,6.249122001507636e-19,4.15851893411434e-12,7.050436066626423e-22,2.6727047267429764e-26,0.0,0.0,4.369894146897538e-20,3.6109701876569205e-42,4.060878599879431e-20,5.369382222936976e-26,9.053975671883849e-18,2.210577140107647e-39,1.909874918736548e-27,3.936813071352049e-23,1.8594475160101403e-34,2.3290498146948642e-26,1.4888387935626059e-22,6.285979789149718e-19,3.0199632076135707e-09,6.743515574543199e-16,5.720571838835196e-26,6.60159720979703e-55,2.946607791251989e-40,6.865351913927835e-34,4.051966625574492e-29,4.871439432401516e-46,5.038986658849442e-72,1.3876828861773742e-68,5.040939949920883e-44,1.1193310359613323e-52,3.0519201428632063e-32,5.466506537859721e-55,3.76,0.0,0.6335958049382686,0.999999999997921,7.569483837583907e-27,8.392175031349915e-49,0.0011332350211613663,0.0011332410610891404
2.4572917409065376e-09,0.8758728035826239,1.0248092758607335e-18,4.8886476097977354e-12,1.3538165708657162e-21,5.99701917662687e-26,0.0,0.0,8.290533369821678e-20,1.5203599821375992e-41,8.936927315937689e-20,1.2051988338556083e-25,1.7235628321272638e-17,5.875651174255839e-39,4.2776678141068055e-27,7.511989711161815e-23,5.82976019774817e-34,5.225882580316238e-26,2.842857919113144e-22,1.0194902005426922e-18,4.173178102128767e-09,1.09333901751934e-15,1.2772801508050536e-25,4.254683402163918e-54,1.0894732480023873e-39,2.1554418890144076e-33,9.1013511971132e-29,2.144424481592183e-45,7.004008813652525e-71,1.3482496424924193e-67,2.225535484870316e-43,5.875876644401425e-52,8.075115379831424e-32,4.210881853287677e-54,3.76,0.0,0.6333970464695277,0.999999999997556,1.6984308282718267e-26,4.4925474735313636e-48,0.001331992336687219,0.0013320006830456295
2.7875927517911537e-09,0.8759018308263883,1.5109689140660825e-18,5.54576341814882e-12,2.2558338619510645e-21,1.1257541615837117e-25,0.0,0.0,1.390423882528095e-19,4.731894341494242e-41,1.6557311115192654e-19,2.2630887924933135e-25,2.8472072570541964e-17,1.258820090206723e-38,8.017039873553214e-27,1.2429941003985232e-22,1.415481874528189e-33,9.809898637233244e-26,4.706904244211726e-22,1.4863480336083617e-18,5.370080008465306e-09,1.5935476209997586e-15,2.387166276897338e-25,1.7012315697743822e-53,2.987577186246357e-39,5.240035696014731e-33,1.7093440709548386e-28,6.662992123760409e-45,4.504997615264515e-70,6.914217992328923e-67,6.934540735553781e-43,2.0642408478326954e-51,1.7209885526768686e-31,1.896111345117549e-53,3.76,0.0,0.6332182171577656,0.9999999999972274,3.188257509449414e-26,1.5933375202165272e-47,0.0015108204515466572,0.001510831191709893
3.1178937626757697e-09,0.8759308498993047,2.1378685907922125e-18,6.202879226796955e-12,3.555822402123892e-21,1.96877014016068e-25,0.0,0.0,2.228592114438018e-19,1.3244967452273855e-40,2.865514652105093e-19,3.9590176083486596e-25,4.445840094497975e-17,2.477702134583971e-38,1.3998044847767987e-26,1.9436670042303904e-22,3.107896960335771e-33,1.7155867644713268e-25,7.364664365847725e-22,2.077190756573079e-18,6.717587610441674e-09,2.2263518286510006e-15,4.15656565436942e-25,5.729997915066415e-53,7.288555965388796e-39,1.1523382975815777e-32,2.9903716838251124e-28,1.814269529435476e-44,2.3210421043942327e-69,2.879678003066225e-66,1.8906924175326258e-42,6.259962219261822e-51,3.3658733180163966e-31,7.133734997029303e-53,3.76,0.0,0.6330394383355197,0.9999999999968989,5.575736117081597e-26,4.853103241842092e-47,0.0016895979262844692,0.0016896113614641916
3.4481947735603858e-09,0.8759598608036236,2.927502126928656e-18,6.859995035825654e-12,5.362523369859196e-21,3.254008226100827e-25,0.0,0.0,3.4391332422180303e-19,3.4030933088303307e-40,4.695805955824582e-19,6.54553123718013e-25,6.636733115637674e-17,4.559568207517009e-38,2.309916190916868e-26,2.905211263052422e-22,6.30121028845616e-33,2.8355218079387014e-25,1.1014692435277616e-21,2.806387579452439e-18,8.215668214851504e-09,3.0070321367273615e-15,6.840242828286617e-25,1.7051834636538497e-52,1.62061663395084e-38,2.341025944545683e-32,4.9437848458219e-28,4.456903967501354e-44,1.0301642699135282e-68,1.047721748068687e-65,4.6340968843926503e-42,1.6975765039768205e-50,6.148029515459753e-31,2.352584488398075e-52,3.76,0.0,0.6328607099885403,0.9999999999965704,9.215590495373465e-26,1.3195650129061221e-46,0.0018683247751824646,0.0018683412065249809
3.778495784445002e-09,0.8759888635417203,3.9036405131212136e-18,7.517110845332039e-12,7.80111837952057e-21,5.13619108970536e-25,0.0,0.0,5.138569438218384e-19,8.143682297006027e-40,7.358946247292694e-19,1.033477187088629e-24,9.549696444931877e-17,7.945678680692674e-38,3.640205784713204e-26,4.1853344486424234e-22,1.1979849272531988e-32,4.4756089761004795e-25,1.5877690751878983e-21,3.688236523005512e-18,9.864289143601356e-09,3.950775136521287e-15,1.0750194301972184e-24,4.592002518038315e-52,3.345996874040504e-38,4.461125490479805e-32,7.805012227244903e-28,1.0080701739282233e-43,4.0043841407214115e-68,3.407903933957949e-65,1.0439778226542061e-41,4.2071901950131097e-50,1.0623858603368997e-30,6.966877137985473e-52,3.76,0.0,0.6326820321025878,0.9999999999962419,1.4545979255406444e-25,3.276021677963463e-46,0.0020470010125129574,0.0020470207410992506
4.439097806214234e-09,0.8760468445283814,6.5208651151104815e-18,8.831342466245426e-12,1.5167844437191636e-20,1.14813302287675e-24,0.0,0.0,1.0591296155576812e-18,4.090858224529193e-39,1.626135985885319e-18,2.3116502157492633e-24,1.812255638019518e-16,2.1297540754015628e-37,8.110989660755902e-26,7.960405159616181e-22,3.754039792613171e-32,1.000451612548043e-24,3.023544419410243e-21,5.966803104639896e-18,1.3613021179155417e-08,6.3878097797100755e-15,2.3822009317819147e-24,2.83997349490987e-51,1.222095486556228e-37,1.4054589625181807e-31,1.745357953366985e-27,4.358701319029849e-43,5.26848058404796e-67,3.160962709431176e-64,4.5166567227493504e-41,2.1757309999467276e-49,2.790963049046214e-30,5.181228540404165e-51,3.76,0.0,0.6323248276567838,0.9999999999955846,3.2515335568034002e-25,1.713672240622478e-45,0.0024042017095825285,0.0024042289356378567
5.099699827983466e-09,0.8761047928777288,1.0222114930943567e-17,1.014557409064127e-11,2.7040980827166302e-20,2.294522200499111e-24,0.0,0.0,2.0016192889690015e-18,1.6500851197234454e-38,3.220850170716496e-18,4.622645302706693e-24,3.1448618500138455e-16,4.999974024575611e-37,1.6157638041725504e-25,1.3843646112313842e-21,1.0035698307643182e-31,1.9993497811855633e-24,5.264435573173144e-21,9.026052947712426e-18,1.796352218512441e-08,9.657295302340357e-15,4.719798740159898e-24,1.299416723655935e-50,3.705901575838979e-37,3.778999592607317e-31,3.489279170387345e-27,1.5147327690141594e-42,4.1634994950446926e-66,1.9327060429736363e-63,1.5717079536250243e-40,8.759855730410728e-49,6.404693163465857e-30,2.7332213386847484e-50,3.76,0.0,0.6319678248842006,0.9999999999949275,6.4980381199710695e-25,6.927027541742751e-45,0.002761200131661291,0.0027612360587253118
5.760301849752698e-09,0.8761627086081489,1.527942180960924e-17,1.1459805719937908e-11,4.516482208147205e-20,4.21272877424329e-24,0.0,0.0,3.530570983737855e-18,5.657658840997226e-38,5.870710066533319e-18,8.492341425899245e-24,5.100529131534175e-16,1.0620019148102349e-36,2.957088350190208e-25,2.2499707883849356e-21,2.379399037090291e-31,3.67072923475305e-24,8.566312449411427e-21,1.2978145795335204e-17,2.291553061685871e-08,1.387772673614891e-14,8.591796414244058e-24,4.838006832409322e-50,9.768847238751745e-37,9.016048613854251e-31,6.4086561510286834e-27,4.485170231915703e-42,2.4935213142462877e-65,9.244042183525806e-63,4.651667079193498e-40,2.9561944538088335e-48,1.3264901495122193e-29,1.1546050192565865e-49,3.76,0.0,0.6316110236709721,0.9999999999942704,1.1930184079818385e-24,2.331227762342325e-44,0.0031179963928771003,0.0031180422239666314
6.42090387152193e-09,0.8762205917381464,2.201000424613433e-17,1.2774037355929975e-11,7.170511166272406e-20,7.238526447672997e-24,0.0,0.0,5.8882739698634905e-18,1.7163837619612024e-37,1.0026030511761912e-17,1.460082909135059e-23,7.845959767825046e-16,2.0876773734232798e-36,5.0649376709451195e-25,3.468247502515989e-21,5.144434099451969e-31,6.307118503969296e-24,1.3220220597343544e-20,1.7934225775389173e-17,2.846878496486483e-08,1.9166246318424805e-14,1.4638453048754538e-23,1.5617488401648997e-49,2.3147953603473954e-36,1.962624214786082e-30,1.1016225224127151e-26,1.178148978147986e-41,1.2548526832791684e-64,3.7811155845611075e-62,1.2192754746959696e-39,8.780971106102612e-48,2.536542726906685e-29,4.18818393042352e-49,3.76,0.0,0.6312544239032927,0.999999999993613,2.049873696962506e-24,6.883337259988391e-44,0.0034745906072966982,0.0034746475449057915
7.742107915060395e-09,0.8763362602704011,4.20300263162371e-17,1.5402500657658378e-11,1.614032092312002e-19,1.8413715102177065e-23,0.0,0.0,1.4376326108309104e-17,1.3008694050750103e-36,2.5249334295507343e-17,3.718812479046632e-23,1.6464845072939255e-15,6.844663779566486e-36,1.280127427017472e-24,7.30845943318676e-21,1.994147301370659e-30,1.6043689185945364e-23,2.792369690215448e-20,3.129786884546366e-17,4.137798565929111e-08,3.340942454130626e-14,3.6604763206093693e-23,1.3589505000216103e-48,1.0662650376827061e-35,7.72792212249252e-30,2.805345207542784e-26,6.520473992948351e-41,2.795778455054977e-63,5.596953985502335e-61,6.888171113161569e-39,6.240493091178445e-47,7.791512612033346e-29,4.5672952022087224e-48,3.76,0.0,0.6305418282497135,0.9999999999922984,5.214384708693868e-24,4.935520454864904e-43,0.0041871733516604445,0.004187256107700317
9.06331195859886e-09,0.8764517986217029,7.392802079658596e-17,1.803096402061657e-11,3.247972827659765e-19,4.0387781580951745e-23,0.0,0.0,3.0705306621085875e-17,6.832597348392267e-36,5.493349261601822e-17,8.166527694441902e-23,3.0700966225699776e-15,1.8826746864607303e-35,2.7898888290068462e-24,1.3684132601344614e-20,6.243902782678223e-30,3.5187864551641457e-23,5.2404360021055e-20,4.998604803977464e-17,5.668903316371647e-08,5.329736118858951e-14,7.894972690480408e-23,7.640753535986673e-48,3.806196561839865e-35,2.458215225340245e-29,6.161514358008084e-26,2.667384757845476e-40,2.9490918493438174e-62,4.4535630314141074e-60,2.8627490253971244e-38,3.1312188950105563e-46,1.9991956255624163e-28,3.0287392974752005e-47,3.76,0.0,0.6298300370143555,0.9999999999909832,1.1436534765029788e-23,2.4464323652775626e-42,0.004898949275950232,0.004899062654126381
9.999999999999999e-09,0.8765672069391468,1.0626391112383051e-16,1.9894453831845773e-11,5.069450060781405e-19,6.591945003236339e-23,0.0,0.0,4.9428226424911665e-17,1.943174416050208e-35,8.921358692104964e-17,1.3340353303941328e-22,4.5269467791671346e-15,3.568509020138984e-35,4.533140081297223e-24,2.0236888462335117e-20,1.2783827639845025e-29,5.743028235271098e-23,7.762401781322794e-20,6.692832915799788e-17,6.899792936691903e-08,7.130435182182872e-14,1.2735544541753334e-22,2.242862261472611e-47,8.42448231491955e-35,5.091985986736269e-29,1.0068578699284834e-25,6.416464679577825e-40,1.3525128863508666e-61,1.6682183982539215e-59,6.946786984803996e-38,8.676670380850025e-46,3.5968945295760033e-28,9.984584198178508e-47,3.76,0.0,0.6293258884277216,0.9999999999900507,1.8665706145643228e-23,6.655995323539861e-42,0.005403085553669101,0.005403223549675193
1.0384516002137323e-08,0.8765672069391468,1.2239880468514808e-16,2.06594274806941e-11,6.023712166627288e-19,7.952969655464742e-23,0.0,0.0,5.934700121530865e-17,2.8401821108723116e-35,1.0742963462381888e-16,1.6100136587284914e-22,5.253563262039596e-15,4.5588707218545354e-35,5.459230029040394e-24,2.3513245452779508e-20,1.6783141434704854e-29,6.928674633796405e-23,9.025057214710786e-20,7.485207060143805e-17,7.439983709074772e-08,7.971980308089647e-14,1.5292948529470566e-22,3.3062272274573654e-47,1.1360147732116088e-34,6.714192789028246e-29,1.2153769924431774e-25,8.89627689114135e-40,2.220703997936507e-61,2.6224723285180792e-59,9.658050622162735e-38,1.2587830642994047e-45,4.501363155554189e-28,1.5202152322726927e-46,3.76,0.0,0.6291190492891505,0.9999999999896679,2.251927577309692e-23,9.596458399678839e-42,0.005609919290323766,0.005610068090162898
1.3026924089214252e-08,0.8767976340597223,2.9437302345503996e-16,2.591635491962559e-11,1.7494663400701473e-18,2.462422065047793e-22,0.0,0.0,1.7914061393593641e-16,3.598676565949177e-34,3.286441358886219e-16,4.996965649947525e-22,1.2824788002193087e-14,2.1013106447072676e-34,1.6684652911048733e-23,5.788210797463299e-20,9.301061667258779e-29,2.1449987054748386e-22,2.23170466440951e-19,1.4645448453512326e-16,1.170123560699052e-07,1.5562719064372204e-13,4.579497739569399e-22,4.982205593023295e-46,7.688234525796289e-34,3.857656131561231e-28,3.7825469596701144e-25,7.156118226051124e-39,1.1580714931572088e-59,8.006973220586128e-58,8.464139632886426e-37,1.4939258479568656e-44,1.7583664813810225e-27,3.0431998202854203e-45,3.76,0.0,0.6276994807420201,0.9999999999870354,6.971673670159551e-23,1.1532345612700885e-40,0.0070294452248553345,0.007029679249892173
1.566933217629118e-08,0.8770275428052859,6.225067481280561e-16,3.1173283625003656e-11,4.3044415919728474e-18,6.170553067531376e-22,0.0,0.0,4.4128790018579494e-16,2.531267320172637e-33,8.15127519699601e-16,1.2550402145245715e-21,2.6468017209183868e-14,7.410085249869608e-34,4.128614702827179e-23,1.2046170283761509e-19,3.743112092391603e-28,5.374279228473377e-22,4.664874198889484e-19,2.5262752279232555e-16,1.6919883339554086e-07,2.678521082501933e-13,1.1114899231002123e-21,3.7445054496361494e-45,3.5252094946308075e-33,1.600836468220023e-27,9.546027912077284e-25,3.665382628379894e-38,1.8419491669498962e-58,9.131977060206028e-57,4.5719158432222246e-36,1.0429338646975856e-43,5.302830176545576e-27,2.7907006093270143e-44,3.76,0.0,0.626283115364253,0.9999999999843997,1.74677127623048e-22,7.69509565452714e-40,0.008445758416025573,0.008446096814255856
1.831174026336811e-08,0.8772569343462379,1.197440598446122e-15,3.6430214673416e-11,9.406643777536045e-18,1.3375612503563391e-21,0.0,0.0,9.440535696605113e-16,1.293273861277352e-32,1.7506007921470123e-15,2.726393850301232e-21,4.8678093948552956e-14,2.176559169552125e-33,8.840010046709871e-23,2.234045160505288e-19,1.2227234288563988e-27,1.164734397091892e-21,8.688194352306028e-19,3.996588138854166e-16,2.30942571055931e-07,4.2281097021101745e-13,2.3363556566035478e-21,2.0072722855426312e-44,1.2691382103863833e-32,5.372967219074561e-27,2.088610891171313e-24,1.4320530231043544e-37,1.981662955790171e-57,7.215660488893663e-56,1.8648768151250178e-35,5.414887837374474e-43,1.3424079853708057e-26,1.797282813629229e-43,3.76,0.0,0.6248699459281037,0.9999999999817591,3.785721277938145e-22,3.7741268718650904e-39,0.009858866108270482,0.009859327994309445
2.3596556437521965e-08,0.8777141704832768,3.614232267937342e-15,4.694409165116903e-11,3.5413360319352346e-17,4.7193100566391905e-21,0.0,0.0,3.2582659165935656e-15,2.2679428813732487e-31,6.065806178493226e-15,9.660931640585767e-21,1.3046938831041024e-13,1.362368418813977e-32,3.04005672662581e-22,6.090767620501051e-19,9.565882859350808e-27,4.107180934818146e-21,2.388538232770799e-18,8.403402140213805e-16,3.830350925314468e-07,8.851850131523166e-13,7.746601424605027e-21,4.865125416431728e-43,1.2116232367450052e-31,4.425437686273029e-26,7.594031733115271e-24,1.4703315245792281e-36,2.402782610832332e-55,4.0175346421375537e-54,2.3774914959123327e-34,9.92923385161575e-42,6.243518156124095e-26,6.115019460851515e-42,3.76,0.0,0.6220531660510877,0.9999999999764568,1.3349943185096271e-21,7.2847362797525e-38,0.012675493892259191,0.012676259964352845
2.8881372611675822e-08,0.8781693517817694,8.945029956535114e-15,5.745801004066056e-11,1.0469052455051263e-16,1.284580871695405e-20,0.0,0.0,8.70645384656968e-15,1.8726580188675927e-30,1.6237799666810303e-14,2.6396668507325643e-20,2.847674251125893e-13,5.830826711896343e-32,8.075171029086092e-22,1.3521776755451343e-18,4.8163631400352234e-26,1.1171135753260761e-20,5.345033603433506e-18,1.514419456579275e-15,5.7315656578625e-07,1.5885079227743545e-12,1.9901370541694733e-20,4.519033540723408e-42,6.817310364544246e-31,2.3005587608668013e-25,2.1532489169002826e-23,8.573468124211373e-36,5.259514981704421e-54,5.950204901706011e-53,1.567062315675033e-33,8.99166435461016e-41,2.1209289938691297e-25,7.097260938537877e-41,3.76,0.0,0.6192490836143698,0.9999999999711121,3.6311830110909956e-21,6.133648102950225e-37,0.015479386206717818,0.015480532523330459
3.416618878582968e-08,0.8786224875107385,1.9235701916705587e-14,6.797201319833937e-11,2.615124815241568e-16,2.9474704035977224e-20,0.0,0.0,1.9639854651771865e-14,1.0644006929349306e-29,3.6664783910240555e-14,6.076971720028654e-20,5.426052989781998e-13,1.9589492063762603e-31,1.809475698609767e-21,2.620500776973203e-18,1.859995876934602e-25,2.5606878244359308e-20,1.0438029080619932e-17,2.464551333018153e-15,8.011738237124487e-07,2.5744590775297144e-12,4.32342372033064e-20,2.84828729818423e-41,2.8519324086322282e-30,9.088729396078324e-25,5.2065565523272916e-23,3.6526370817786814e-35,7.794281824024907e-53,5.9334547211685775e-52,7.378902119689679e-33,5.709586422480478e-40,5.900478937716386e-25,5.5082024325471945e-40,3.76,0.0,0.6164576413806181,0.9999999999657049,8.323863393089594e-21,3.59043489196005e-36,0.018270600422085486,0.01827220277546606
3.9451004959983535e-08,0.8790735868973879,3.7271372502282715e-14,7.848617170464259e-11,5.775622180383771e-16,5.9948078654858e-20,0.0,0.0,3.9291252121509593e-14,4.7461345973139817e-29,7.33961001632111e-14,1.2395881263136903e-19,9.386949718727164e-13,5.5631232137764e-31,3.59533314965142e-21,4.610843987368628e-18,6.018572874391854e-25,5.201553126912947e-20,1.850219118709279e-17,3.730360652752922e-15,1.0669538907389887e-06,3.881008055638889e-12,8.34345207421195e-20,1.437510268069309e-40,9.832315254074408e-30,2.9919926170472155e-24,1.1295671145015127e-22,1.2654641110125414e-34,9.041030231080374e-52,4.718756651689384e-51,2.8057592096167647e-32,2.9183466577591476e-39,1.433498882735096e-24,3.366223273211616e-39,3.76,0.0,0.6136787823705626,0.9999999999602117,1.6909171160366392e-20,1.6957611210756273e-35,0.021049193650549837,0.021051327567112928
