Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42)
1.98893428045318e-05,0.6754954336781533,0.003175096598047864,0.0003347794104192434,0.0016888970574135756,0.10891307340431645,0.0,0.0,0.005451134411886728,0.0004759900897512422,0.008379342208314974,0.000852833712457527,0.00013452498802635373,1.6520517914161297e-10,2.4315743791581173e-08,6.856332276299292e-07,0.0012193112600649386,0.0016502678845703004,5.066964227683733e-06,3.2453497318199686e-09,3.9148652785823096e-05,2.0292180820448387e-09,3.2965700500052923e-07,9.206618972859169e-05,2.233856356520636e-06,0.0015297809292840108,1.7014677614132528e-07,8.554564290699501e-05,3.203257542237672e-05,4.080483415419298e-07,8.867325192869969e-07,7.72637763815712e-10,3.6944557512343134e-07,8.293530764355744e-07,3.76,0.0,0.48918505271363993,0.9583222934757505,0.04807249034781669,0.0014545904885709695,0.05774560119340477,0.06552543548810147,6.802608299306052e-10,2.8771262193433166e-12,0.0003452962569194236,3.3105170073874054e-05,0.000595874248850138,0.0016730753093442449,0.0005445813658214162,0.10840733712134448,0.03301084516749839,0.0011606778054319242,2.9311684924565646e-05,0.002473770212752423,6.411041423756159e-05,7.4357681171548e-07,5.967177478135082e-05,0.0006718184093660756,0.00029182474501487774,8.570630934349899e-05,0.0012463582055494333,0.0015530975633595186,0.006460418576229718,5.727150503133739e-07,0.0005582015463832203,0.0016026669803399212,2.0619752856844634e-10,0.00021187166636929425,1.9319495886834145e-07,7.955912685903885e-06,6.811903584273693e-11,2.5142455443659145e-06,2.0748507290738005e-07,1.4662528612248625e-06,7.870020179722468e-12,1.0827265959641099e-07,9.423113671693754e-12,2.3561826077552613e-06,1.5014687403924393e-12,4.0536798836899097e-10,1.0656951984963589e-08,8.966033175071227e-05,1.1330379857022342e-09,0.0006500618755662635,0.0006115214705837531,4.533136877054885e-07,3.812400210910731e-12,0.0012353297337032718,3.0992834430761124e-11,5.46705948632002e-06,1.7907152287009501e-09,0.00024792558188487245,3.5646937632479423e-07,4.713854386224689e-08,8.134680126355968e-07,5.121960552345501e-05,0.0003587509092078039
1.9926194792197782e-05,0.6755832385026891,0.0031699099711320245,0.00033492413164339677,0.0016872784908178176,0.10935517104117454,0.0,0.0,0.005463082102875351,0.0004804301049115476,0.008464521035934792,0.0008614649358947565,0.00013525423431404111,1.6493681726212875e-10,2.4308732593813907e-08,6.868669409230941e-07,0.0012209698664729805,0.0016630209579708516,5.105397592269773e-06,3.272737133491801e-09,3.947673542013209e-05,2.0411108339619486e-09,3.297594829133706e-07,9.274517789577574e-05,2.2416228528101596e-06,0.0015411038998399968,1.7135600302949226e-07,8.624502295705391e-05,3.229280943280988e-05,4.10686758408338e-07,8.899742150635834e-07,7.767414351610454e-10,3.709258087116537e-07,8.386206077810065e-07,3.76,0.0,0.4883967621739733,0.9580700798034901,0.04836464498372581,0.0014637263643168575,0.05781995955129939,0.06565304924831653,6.811330430611783e-10,2.874376279886485e-12,0.0003452053815763451,3.312197899290659e-05,0.0005965305035256266,0.0016695194044956303,0.0005440714384721108,0.1088716538647865,0.03310473074285399,0.0011630824157907386,2.932484613280848e-05,0.002489934921329655,6.408246213932052e-05,7.490407855835665e-07,5.964505025870122e-05,0.00067331571828176,0.000292735242170272,8.587765594958856e-05,0.00125575641435138,0.0015606332163558177,0.0065119650981520045,5.712755849074554e-07,0.0005649577940478915,0.001623309265028274,2.0761092206197563e-10,0.00021222287046776352,1.9344061150897742e-07,7.991722447856936e-06,6.842457941766817e-11,2.523877895207559e-06,2.0835079217066708e-07,1.4815694031930716e-06,7.905247472944189e-12,1.0866711359969597e-07,9.437077481949667e-12,2.360560047420704e-06,1.5036426886959755e-12,4.1047225033617233e-10,1.0687289580863168e-08,9.057710426499797e-05,1.138478697990727e-09,0.0006568097458247424,0.0006159736740318212,4.564440725122309e-07,3.818652852497548e-12,0.0012447359315661973,3.1262104566783144e-11,5.4986727554361296e-06,1.8003765419360847e-09,0.00025033729695854846,3.554893286326205e-07,4.762214958483513e-08,8.184301389751437e-07,5.144900736130215e-05,0.00036368448287765
1.9963046779863764e-05,0.6756708462797875,0.003164643974363601,0.00033505618125607756,0.0016856041653505048,0.1097957588646616,0.0,0.0,0.005474914008892314,0.00048488359232885065,0.008550061877544585,0.0008701287633291825,0.00013597806688047957,1.646514377420749e-10,2.429982997850074e-08,6.880653289871165e-07,0.0012225973155256089,0.0016757858073043251,5.143711191247678e-06,3.3000897228421003e-09,3.980539452347512e-05,2.0528454612245268e-09,3.298423844232034e-07,9.342325888555881e-05,2.2492974363050973e-06,0.0015524333480276633,1.7255929418824255e-07,8.69451267975977e-05,3.2553306861475905e-05,4.133124044207721e-07,8.931708340248465e-07,7.80812920518984e-10,3.723929644262108e-07,8.479308125085009e-07,3.76,0.0,0.48761061522910604,0.957817772142031,0.04865671732987938,0.0014728675742468505,0.05789418681758938,0.06578060246447191,6.820036229274153e-10,2.871471173088656e-12,0.00034511447233447783,3.3137612719085767e-05,0.0005971631521560086,0.0016659200739557293,0.0005435436829840502,0.10933447128979039,0.033197921045053036,0.001165478811383841,2.9336988207730735e-05,0.002506127155815488,6.405252446423632e-05,7.545133331244003e-07,5.961646439739289e-05,0.0006747793028068898,0.00029363003222783224,8.604409961104679e-05,0.0012651756011526653,0.0015680978845835527,0.00656359018511703,5.698223404316634e-07,0.0005717473257580231,0.0016441074942024222,2.0902300123640086e-10,0.00021256603203668564,1.9367872973044725e-07,8.02714059593039e-06,6.872677084334498e-11,2.5332917625663545e-06,2.091990604014399e-07,1.4969387046779226e-06,7.94008761620746e-12,1.090561463104768e-07,9.450538171472973e-12,2.36481570549174e-06,1.5057370083693055e-12,4.1560441530592925e-10,1.071740259946902e-08,9.149824104296003e-05,1.1438824177200952e-09,0.0006635785455396643,0.000620420889947413,4.5956836470641905e-07,3.824754093190097e-12,0.0012541465889295855,3.153152688589135e-11,5.530124379392663e-06,1.8099774294185267e-09,0.0002527501639744381,3.545040887934173e-07,4.8105953847300724e-08,8.233693486467763e-07,5.167773501158569e-05,0.000368650256362126
1.9999898767529746e-05,0.675758255490199,0.0031593006722907997,0.00033517571907791424,0.001683875216336078,0.11023483052879514,0.0,0.0,0.005486630193459202,0.000489350290100401,0.008635960660577787,0.0008788247703426883,0.00013669644719672231,1.6434941789915466e-10,2.4289068088007258e-08,6.892287045844959e-07,0.0012241938539936748,0.001688561767304237,5.181901618045376e-06,3.327405017359515e-09,4.013461254542942e-05,2.0644212574694006e-09,3.2990597471933985e-07,9.410039143736384e-05,2.256880049157831e-06,0.001563768679600609,1.737565558761e-07,8.764591799803354e-05,3.281405465056177e-05,4.15925101786465e-07,8.963225017115296e-07,7.848519938221566e-10,3.7384700769053876e-07,8.572831220043813e-07,3.76,0.0,0.48682662500941626,0.9575653795299196,0.048948696222471236,0.0014820138260888101,0.05796828278961499,0.06590809320040758,6.828725691201094e-10,2.868414184649967e-12,0.0003450235324515243,3.3152087557845716e-05,0.0005977724110610859,0.0016622785580360693,0.0005429984463887985,0.10979578011182706,0.033290417858070555,0.001167866896107044,2.9348125379112716e-05,0.0025223461941096875,6.40206376272589e-05,7.599942412596315e-07,5.958605140431771e-05,0.0006762093927551168,0.0002945091852095248,8.620567969368409e-05,0.0012746154127888526,0.0015754912351205186,0.0066152905237175765,5.683557641038152e-07,0.000578569703767612,0.001665061409484603,2.1043370008617116e-10,0.00021290119967630743,1.939093687083518e-07,8.06216589252018e-06,6.902559981801254e-11,2.542487437648608e-06,2.1002988063601951e-07,1.5123597746402814e-06,7.974539275552174e-12,1.0943977187502213e-07,9.46350061208092e-12,2.3689505476990537e-06,1.507752484048015e-12,4.2076415311533386e-10,1.0747291615326105e-08,9.242371351058924e-05,1.1492489196384496e-09,0.0006703678001932931,0.0006248628602138986,4.62686383970869e-07,3.830707294799074e-12,0.001263561197285966,3.1801249796694645e-11,5.561411241134933e-06,1.8195169584803162e-09,0.0002551639542096475,3.53513904018173e-07,4.858989955940767e-08,8.282851285551377e-07,5.190577029590447e-05,0.00037364796809453705
2.003675075519573e-05,0.6758454646669677,0.0031538821148574727,0.0003352829061525145,0.001682092775324743,0.11067238003547646,0.0,0.0,0.00549823073286236,0.0004938299352788756,0.008722213304989715,0.0008875525326704637,0.00013740933889320298,1.6403113649497421e-10,2.4276479280304218e-08,6.903573871283e-07,0.0012257597309828115,0.0017013481790085763,5.219965548360215e-06,3.354680581025331e-09,4.046437210074896e-05,2.0758376045492343e-09,3.299505212264915e-07,9.477653508737549e-05,2.264370654126123e-06,0.0015751093070933552,1.7494769808721078e-07,8.834736058080327e-05,3.307503986775435e-05,4.185246790535026e-07,8.994293571055333e-07,7.888584430562641e-10,3.752879083696565e-07,8.666769658663151e-07,3.76,0.0,0.4860448041035848,0.9573129108891185,0.04924057067876902,0.0014911648309306532,0.05804224726871848,0.06603551954141916,6.837398812696349e-10,2.8652085987642742e-12,0.0003449325651418941,3.316541987746909e-05,0.0005983584997238217,0.0016585960869647865,0.0005424360749576776,0.11025557143428465,0.033382223059865955,0.0011702465752881047,2.9358271928924493e-05,0.002538591318049756,6.398683796697602e-05,7.654832988161193e-07,5.955384541601368e-05,0.0006776062253809386,0.0002953727753441469,8.636243656890468e-05,0.0012840754974967302,0.0015828129599683258,0.0066670628175613455,5.66876298859985e-07,0.0005854244892028861,0.0016861707401701475,2.1184294435738737e-10,0.00021322842323628354,1.941325846542649e-07,8.096797231077251e-06,6.932105709368447e-11,2.5514653002147423e-06,2.1084326382838465e-07,1.5278316227466072e-06,8.008601599681106e-12,1.0981798335443977e-07,9.475969764675972e-12,2.372965564372143e-06,1.5096899136593447e-12,4.2595113176963146e-10,1.077695723339351e-08,9.335349290232038e-05,1.1545779929880366e-09,0.0006771770363139944,0.0006292993311844344,4.657979536467271e-07,3.83651122452873e-12,0.0012729792547107356,3.2071035010293e-11,5.592530325605108e-06,1.8289942312963663e-09,0.00025757844180389236,3.5251902130083114e-07,4.907393025553321e-08,8.331769811220891e-07,5.213309537006472e-05,0.00037867735387330897
2.0069917544095112e-05,0.6759237807798585,0.003148942751296886,0.0003353689487010182,0.0016804437742959323,0.11106486848769877,0.0,0.0,0.005508572415812228,0.0004978724678052855,0.008800139859092592,0.0008954343191091237,0.00013804622043206763,1.6373109337500186e-10,2.4263614222985054e-08,6.913438081235315e-07,0.0012271430125170787,0.0017128643467054544,5.254112254904175e-06,3.3791926462422357e-09,4.076160448930743e-05,2.085975549068129e-09,3.299745530395431e-07,9.538418611101502e-05,2.2710335185317556e-06,0.0015853199202917744,1.7601442266565135e-07,8.897918649946994e-05,3.331011898614476e-05,4.208529445265223e-07,9.021873379752657e-07,7.924361904576802e-10,3.765734609233921e-07,8.751664644454352e-07,3.76,0.0,0.4853430299907068,0.9570856313797642,0.04950315947683963,0.0014994045632487065,0.05810870271297957,0.06615014662720448,6.84519064837135e-10,2.8621992302889993e-12,0.00034485067373455974,3.317645568086007e-05,0.0005988663529793073,0.0016552478542536996,0.0005419155755990499,0.11066807914301494,0.0334642580454972,0.0011723810228277671,2.9366568682561677e-05,0.0025532336428261584,6.395481273943477e-05,7.704302455253021e-07,5.9523355132858775e-05,0.0006788351417383686,0.0002961367650582742,8.649942809623675e-05,0.0012926066177629263,0.0015893410392224772,0.006713716694899749,5.655341225879847e-07,0.0005916211409157477,0.0017053017836788505,2.131099694422773e-10,0.000213516174504468,1.943271796212368e-07,8.127627797584464e-06,6.958407918442893e-11,2.5593595296509716e-06,2.1156041440558705e-07,1.541798883753662e-06,8.038923875094688e-12,1.1015376128826075e-07,9.486774412720674e-12,2.3764774664645106e-06,1.5113675415677819e-12,4.3064242764170605e-10,1.0803465810284385e-08,9.419395284081327e-05,1.1593419889876718e-09,0.0006833220427054047,0.0006332872474170536,4.685927090018179e-07,3.841610522769887e-12,0.0012814580462781624,3.231407916453846e-11,5.620391647015096e-06,1.8374698345892581e-09,0.00025975189274907504,3.516198090140457e-07,4.95095843739369e-08,8.375587917842311e-07,5.2337066254357195e-05,0.00038323066184491755
2.0103084332994496e-05,0.6760019326450007,0.0031439455512047216,0.0003354452374100289,0.0016787531764360767,0.11145611552299182,0.0,0.0,0.005518820571793237,0.0005019250809233652,0.00887834674932886,0.0009033411750474303,0.00013867860496555385,1.6341846352678378e-10,2.4249319568110487e-08,6.923026331142692e-07,0.0012285018465017054,0.0017243879804902003,5.288151567336454e-06,3.4036688847486004e-09,4.105924914240848e-05,2.0959835802096095e-09,3.299835756796516e-07,9.599097562868065e-05,2.2776218439059735e-06,0.001595533934463082,1.7707606017807062e-07,8.961148569177354e-05,3.3545370802284485e-05,4.2317033284407276e-07,9.049092635997757e-07,7.959872178881456e-10,3.7784833132519373e-07,8.836887247001357e-07,3.76,0.0,0.48464303120634045,0.9568583037556262,0.049765647183918287,0.001507647708389248,0.05817505135181257,0.06626471865551259,6.852969243748701e-10,2.8590745446621882e-12,0.0003447687649652936,3.3186591346519865e-05,0.0005993557827382591,0.0016518683177118535,0.0005413817278836726,0.11107934483714034,0.03354573591815607,0.0011745085194264594,2.9374085105654773e-05,0.002567896000993807,6.392129384766049e-05,7.753834726217438e-07,5.949146487331619e-05,0.0006800375004996734,0.00029688827207416635,8.663257706229558e-05,0.0013011536211823954,0.0015958106824294843,0.006760423823462806,5.641821779158668e-07,0.0005978433652630804,0.0017245582701217977,2.1437571458102343e-10,0.0002137975704591363,1.9451585066687312e-07,8.158137843224132e-06,6.984435850105256e-11,2.5670781094110283e-06,2.1226347300735843e-07,1.5558057534622593e-06,8.068929420230085e-12,1.1048516856068449e-07,9.497187315505124e-12,2.379893885671181e-06,1.5129832089506158e-12,4.3535527404742654e-10,1.0829794431427524e-08,9.503785671260262e-05,1.1640753608949505e-09,0.000689482508209026,0.0006372703288501103,4.713819765462211e-07,3.84659157196063e-12,0.0012899388739662703,3.2557185638860285e-11,5.648112656060124e-06,1.8458937075263078e-09,0.00026192556750843893,3.5071715982625467e-07,4.994522190005781e-08,8.41920490488338e-07,5.2540435174756875e-05,0.0003878092136935455
2.013625112189388e-05,0.6760799194025213,0.00313889197637276,0.00033551189178359226,0.0016770217970007697,0.11184611746355379,0.0,0.0,0.005528975282236819,0.00050598758106106,0.008956830991748762,0.0009112727919457731,0.00013930647034321645,1.6309352465065117e-10,2.4233619239743644e-08,6.932341078430347e-07,0.0012298364188865058,0.0017359186132934058,5.322081232716611e-06,3.4281076190728056e-09,4.135729373875468e-05,2.105861424452155e-09,3.299777876323891e-07,9.65968757794001e-05,2.284135644808407e-06,0.0016057509356096112,1.7813255264627096e-07,9.024423287790134e-05,3.378078615126432e-05,4.254767319986461e-07,9.07595261901572e-07,7.99511399938458e-10,3.791125065333498e-07,8.922433280428457e-07,3.76,0.0,0.4839448158408207,0.9566309342782993,0.05002802616665212,0.0015158940626779703,0.058241293049546713,0.06637923427631412,6.860734597136774e-10,2.8558369229275805e-12,0.0003446868410908152,3.3195838903193084e-05,0.000599826954910705,0.0016484583518992422,0.0005408347820918007,0.11148936280931297,0.03362665822939058,0.0011766289990745974,2.9380831687837682e-05,0.002582577877762066,6.388630756274702e-05,7.803428302081071e-07,5.94581993180507e-05,0.0006812134889200222,0.000297627358661344,8.676191479658753e-05,0.0013097162544687237,0.0016022217151114636,0.0068071818387046455,5.628207785777118e-07,0.0006040908407411555,0.001743939977608034,2.1564013444687174e-10,0.00021407264985203028,1.9469864071391942e-07,8.188326823378199e-06,7.01018905362866e-11,2.5746214893144815e-06,2.1295246213571468e-07,1.5698515126534614e-06,8.098617643022155e-12,1.1081221658256834e-07,9.507212255319194e-12,2.3832155905120898e-06,1.5145375231673366e-12,4.4008942583309614e-10,1.0855943596935223e-08,9.588518318402179e-05,1.1687779756547297e-09,0.0006956580904352629,0.0006412483997742819,4.7416563491859776e-07,3.851456381233313e-12,0.0012984213855924706,3.280044006025127e-11,5.67569136567076e-06,1.8542652662000566e-09,0.000264099307529712,3.49811245998362e-07,5.038080304494708e-08,8.462617467421774e-07,5.2743189842251816e-05,0.0003924128119281465
2.0169417910793264e-05,0.6761577401043278,0.0031337834773542484,0.0003355690319053641,0.001675250447534501,0.11223487085454766,0.0,0.0,0.005539036636964056,0.0005100597741085241,0.0090355896009016,0.0009192288616654482,0.00013992979582029777,1.6275655446018488e-10,2.4216537236860623e-08,6.941384813870586e-07,0.0012311469169222482,0.0017474557825426318,5.3558990543693055e-06,3.4525072050005848e-09,4.1655726076796716e-05,2.115608863416433e-09,3.2995738872254073e-07,9.72018592405609e-05,2.290574949013108e-06,0.0016159705145269178,1.7918384453793137e-07,9.087740309437696e-05,3.40163559561375e-05,4.277720341516253e-07,9.102454687158315e-07,8.03008620600593e-10,3.803659763617584e-07,9.00829855244587e-07,3.76,0.0,0.48324839163432964,0.9564035291287484,0.050290288914656193,0.0015241434247358055,0.05830742767376284,0.06649369215511709,6.86848670722391e-10,2.8524887422309874e-12,0.00034460490433824837,3.320421039833097e-05,0.000600280037178423,0.0016450188237345602,0.0005402749875507761,0.11189812760308858,0.03370702658782434,0.001178742396770284,2.938681893491318e-05,0.0025972787614038776,6.384988006372956e-05,7.853081697573113e-07,5.9423583062791384e-05,0.0006823632984982875,0.00029835408959976844,8.688747319458783e-05,0.0013182942654528045,0.0016085739789162411,0.0068539883897748705,5.614502349416743e-07,0.0006103632455579317,0.0017634466763978853,2.169031807403147e-10,0.00021434145218380754,1.9487559331345908e-07,8.21819427647569e-06,7.035667152755462e-11,2.581990174177477e-06,2.1362740818363805e-07,1.583935443384634e-06,8.127988203489383e-12,1.1113490900561207e-07,9.51685306382965e-12,2.386443363369193e-06,1.5160310991863745e-12,4.4484463699887275e-10,1.0881913825431317e-08,9.673591081072846e-05,1.1734497050498061e-09,0.0007018484480864833,0.0006452212875134326,4.769435652274531e-07,3.856204978862461e-12,0.0013069052335436474,3.304372448400185e-11,5.703125857355998e-06,1.8625839516329189e-09,0.00026627295632935865,3.4890223644444774e-07,5.08162884940224e-08,8.505822402639543e-07,5.2945318211587894e-05,0.00039704125759997536
2.020258469969265e-05,0.6762353938482523,0.0031286214931885567,0.0003356167783604728,0.0016734399357127882,0.11262237245484394,0.0,0.0,0.005549004733886865,0.000514141465471828,0.009114619590751391,0.0009272090765155685,0.00014054856200779154,1.6240783059471074e-10,2.4198097620138222e-08,6.950160062900679e-07,0.0012324335290593855,0.001758999030084634,5.389602890516281e-06,3.4768660299006694e-09,4.1954534073294485e-05,2.1252257322883355e-09,3.299225796064509e-07,9.78058992126609e-05,2.2969397967018984e-06,0.001626192266716065,1.8022988270177504e-07,9.151097168769501e-05,3.425207122615502e-05,4.300561355292147e-07,9.128600275993473e-07,8.06478772613713e-10,3.816087333740349e-07,9.094478865886035e-07,3.76,0.0,0.4825537659906637,0.9561760944091151,0.050552428037211494,0.0015323955954211317,0.05837345509532139,0.06660809097278267,6.876225573020328e-10,2.849032372520168e-12,0.00034452295690684396,3.321171789360765e-05,0.0006007151988565389,0.0016415505924606336,0.0005397025926846224,0.11230563400290593,0.033786842655952144,0.0011808486485028937,2.9392057364250437e-05,0.002611998143270172,6.381203744192951e-05,7.902793440940526e-07,5.938764062190253e-05,0.0006834871247748617,0.00029906853204185067,8.700928467988953e-05,0.0013268874030906831,0.001614867330986847,0.006900841139671718,5.600708542642275e-07,0.0006166602577500198,0.001783078129238809,2.18164809812707e-10,0.00021460401765945438,1.9504675258853897e-07,8.247739822229428e-06,7.060869838606508e-11,2.5891847214112045e-06,2.142883424479758e-07,1.5980568291442666e-06,8.157040677768823e-12,1.1145325876198345e-07,9.526113617176277e-12,2.3895779997139453e-06,1.517464558605255e-12,4.496206608198724e-10,1.0907705652972027e-08,9.759001804519429e-05,1.1780904281203361e-09,0.0007080532410188298,0.0006491888223409853,4.797156510091946e-07,3.8608393401691385e-12,0.001315390074675448,3.328712460603825e-11,5.7304142797944305e-06,1.870849227260436e-09,0.00026844635946499324,3.479902983916947e-07,5.125163940850969e-08,8.548816612138271e-07,5.3146808479655655e-05,0.0004016943504232279
2.0235751488592032e-05,0.6763128797695619,0.00312340745119088,0.0003356552521702693,0.0016715910651208912,0.1130086192319148,0.0,0.0,0.005558879678867268,0.0005182324601167043,0.009193917975519215,0.0009352131293355841,0.00014116275084691398,1.62047630417759e-10,2.4178324496619332e-08,6.958669383993847e-07,0.0012336964448723692,0.0017705479021884745,5.423190653877159e-06,3.501182512823594e-09,4.225370576390499e-05,2.1347119187100567e-09,3.298735617911047e-07,9.840896941360428e-05,2.3032302403644713e-06,0.0016364157923800045,1.8127061633849651e-07,9.214491431341453e-05,3.4487923056566265e-05,4.3232893637684825e-07,9.154390896571783e-07,8.09921757661688e-10,3.8284077282506727e-07,9.180970020069398e-07,3.76,0.0,0.4818609459845272,0.9559486361431244,0.05081443626213668,0.001540650377812412,0.05843937518846305,0.06672242942560477,6.883951193898014e-10,2.845470175764452e-12,0.00034444100096713026,3.321837346045089e-05,0.0006011326107911301,0.00163805450949858,0.0005391178449337271,0.11271187702885789,0.033866108148066634,0.0011829476912530495,2.9396557500590402e-05,0.0026267355178528095,6.377280568997066e-05,7.952562073996742e-07,5.935039641753877e-05,0.0006845851671587666,0.000299770755419191,8.712738217542425e-05,0.0013354954174907819,0.0016211016436237786,0.0069477377656121135,5.586829405644785e-07,0.0006229815552915543,0.0018028340915566337,2.194249756820919e-10,0.000214860387158326,1.9521216320090282e-07,8.276963159619018e-06,7.085796871193208e-11,2.596205739276577e-06,2.1493530001242437e-07,1.612214955021408e-06,8.185774867096956e-12,1.1176727236077736e-07,9.534997833027008e-12,2.392620307380594e-06,1.5188385295718426e-12,4.5441724994622165e-10,1.0933319632400172e-08,9.844748324207732e-05,1.1827000294717738e-09,0.0007142721303193334,0.0006531508374501689,4.82481778164353e-07,3.865359723481535e-12,0.001323875570291855,3.353053600841571e-11,5.757554848314961e-06,1.8790605793746697e-09,0.0002706193645430184,3.470755958380554e-07,5.1686817438341446e-08,8.591597101018498e-07,5.334764908755582e-05,0.0004063718888656988
2.0268918277491416e-05,0.6763901970362621,0.0031181427666746504,0.00033568457473654443,0.0016697046350118469,0.1133936083589227,0.0,0.0,0.005568661585656289,0.0005223325626070142,0.009273481770465459,0.0009432407135481401,0.000141772345595696,1.6167623081205242e-10,2.4157242004536262e-08,6.966915367027699e-07,0.0012349358549987727,0.0017821019495894881,5.4566603117210795e-06,3.5254551049972686e-09,4.255322930474412e-05,2.144067361842637e-09,3.298105374148376e-07,9.901104407779937e-05,2.3094463447974636e-06,0.0016466406964617678,1.823059969837609e-07,9.277920693786578e-05,3.4723902629205164e-05,4.3459034093638057e-07,9.179828133279163e-07,8.133374861308403e-10,3.84062092625358e-07,9.267767812056394e-07,3.76,0.0,0.48116993836543737,0.9557211602757882,0.051076306435749834,0.0015489075772112996,0.05850518783092321,0.06683670622551058,6.891663569571353e-10,2.8418045046374884e-12,0.0003443590386616787,3.3224189175346956e-05,0.0006015324452768639,0.0016345314182699708,0.0005385209906511308,0.11311685193392655,0.03394482482879834,0.0011850394630011146,2.940032987198428e-05,0.0026414903828690514,6.373221069089673e-05,8.002386152284012e-07,5.931187476936238e-05,0.0006856576287679878,0.00030046083136905173,8.724179907905104e-05,0.001344118059950038,0.0016272768040986076,0.006994675959495853,5.57286794633122e-07,0.0006293268161972186,0.001822714311569874,2.2068363604419012e-10,0.00021511060221220756,1.953718703245217e-07,8.30586406526697e-06,7.110448075364252e-11,2.6030538849710446e-06,2.1556832047285846e-07,1.626409107878713e-06,8.214190519675546e-12,1.120769633524108e-07,9.54350966870234e-12,2.395571105953912e-06,1.5201536462168513e-12,4.592341564904697e-10,1.0958756332854124e-08,9.930828466245071e-05,1.1872784007403022e-09,0.0007205047783884187,0.0006571071689521877,4.85241834929742e-07,3.869767895604924e-12,0.00133236138616439,3.3774027605907396e-11,5.784545844736772e-06,1.8872175165019865e-09,0.0002727918212429479,3.4615829129518195e-07,5.212178472965954e-08,8.63416097674805e-07,5.354782872399781e-05,0.0004110736702219917
2.03020850663908e-05,0.6764673448478783,0.003112828842687849,0.0003357048677890017,0.0016677814400731853,0.1137773372120997,0.0,0.0,0.005578350575841995,0.0005264415771421436,0.009353307992647757,0.0009512915232352357,0.00014237733081656163,1.6129390799777333e-10,2.4134874298668622e-08,6.974900631192932e-07,0.0012361519510813645,0.0017936607275362687,5.490009885942689e-06,3.5496822902453725e-09,4.285309297398573e-05,2.153292051413041e-09,3.2973370918309335e-07,9.961209795568484e-05,2.3155881869709327e-06,0.0016568665886854868,1.833359784912323e-07,9.341382584002508e-05,3.4960001213141896e-05,4.368402574228273e-07,9.204913641611811e-07,8.167258770902747e-10,3.852726933072341e-07,9.354868037858437e-07,3.76,0.0,0.48048074956119696,0.955493672673055,0.051338031522928686,0.0015571670011476878,0.05857089290403739,0.06695092010026867,6.899362700123755e-10,2.838037701650416e-12,0.00034427707210421207,3.3229177115159964e-05,0.0006019148759786275,0.0016309821540268432,0.0005379122750161447,0.11352055420151326,0.03402299451175746,0.001187123902736609,2.9403385005924958e-05,0.002656262239345646,6.369027821014762e-05,8.052264245242051e-07,5.927209988706152e-05,0.0006867047162718006,0.00030113883366407896,8.735256923999822e-05,0.001352755082990026,0.0016333927144846906,0.007041653428367603,5.558827139469502e-07,0.0006356957186220522,0.0018427185303945565,2.2194074709482174e-10,0.00021535470498468924,1.9552591962721442e-07,8.334442392237327e-06,7.134823342044833e-11,2.6097298634959494e-06,2.161874471015215e-07,1.6406385765214769e-06,8.24228757571739e-12,1.1238234069816562e-07,9.551653118907878e-12,2.3984312262067605e-06,1.5214105484206224e-12,4.640711321118066e-10,1.0984016339340845e-08,0.00010017240047782655,1.1918254392677451e-09,0.0007267508490206752,0.0006610576558770981,4.87995711876115e-07,3.8740642879020875e-12,0.001340847192554204,3.40175058394218e-11,5.811385617195667e-06,1.8953195695779344e-09,0.0002749635813421849,3.452385440500596e-07,5.2556503934868566e-08,8.676505448616702e-07,5.374733632854602e-05,0.0004157994906832466
