Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517)
8.639239118198472e-09,0.8689750533800531,6.046396764461329e-07,3.547442592312214e-09,2.1689209709733294e-08,3.351927236314233e-08,0.0,0.0,1.130829646232033e-06,3.250898637459546e-11,1.4272194172807487e-11,8.800806179119586e-12,2.7123159922196583e-12,2.2154158943226806e-22,9.95176210721417e-16,3.882468667553073e-11,2.1176107138596267e-08,7.431207225054929e-12,7.653798212297218e-17,6.461174027101017e-16,2.7604673218721344e-08,2.105220440119346e-14,1.211104920132834e-10,5.522092777107067e-16,2.4976063185473744e-13,4.4200544894770307e-13,3.413893330475424e-10,1.648685578641482e-10,1.0232233629578072e-18,1.2762255732438027e-17,1.3478738462077861e-15,8.328153569474311e-17,1.9410799833576496e-12,6.043199879956339e-15,3.76,0.0,0.7163705797134207,0.9974053112695487,3.7764149452310286e-10,6.81094241416461e-11,0.00381299546500651,0.0038129832293079717,5.611037917045061e-09,1.869143475462993e-11,0.0025935360207744516,4.6151229193013505e-11,2.065022724773486e-12,7.056614988714434e-07,4.76339068887052e-08,1.3620145978000396e-07,3.6896269174436653e-07,0.0002198917323572709,1.8380397463473496e-10,1.799051489796658e-08,3.1907174289741925e-08,6.355126291398181e-12,1.7436556696140056e-09,8.066956071755573e-09,1.1217790937592313e-14,9.135855835662801e-15,3.140420463971883e-10,6.438213742706662e-17,2.1245618693449374e-08,1.3297152632058536e-11,1.0216248601299105e-10,3.551831654454392e-13,1.0789465377984112e-14,1.3224145486759866e-12,6.587760750549623e-17,7.247471764306121e-21,3.9092744027996327e-25,1.6447318428791977e-17,8.134618835835041e-18,2.0669861584415678e-15,1.0131831950104121e-25,1.4242909196092887e-12,4.9204868102168475e-18,7.878985767409611e-13,1.6908310313145553e-17,3.0077543864977277e-16,2.62906587773719e-10,8.353491277399388e-13,3.2860355799190374e-16,3.108310959133145e-12,4.7917816100034325e-12,9.355120228193348e-17,1.93410026786874e-17,6.071397693227541e-08,6.876270766542063e-20,2.3366697989440263e-11,3.331998079536001e-16,2.528197783490676e-12,1.0792579862912241e-07,1.1846371903697555e-18,3.181816610951672e-13,6.897720093716639e-12,4.328212219389729e-16,1.2620525933525438e-20,5.815758889361715e-17,4.317419002845981e-14,8.553170726476092e-14,2.233844505668038e-14,1.4761015381022425e-14,3.0847026939803786e-14,1.528718783925447e-18,2.393744282955342e-13
8.844123389066615e-09,0.8689897585171049,6.286715547588301e-07,3.774894483467634e-09,2.279871790600963e-08,3.56523218947372e-08,0.0,0.0,1.157549409811185e-06,3.4068203219124456e-11,1.531298165210839e-11,9.399737802243041e-12,2.906141289417412e-12,2.4704022333116493e-22,1.05930526259774e-15,4.024426563516273e-11,2.2056500598057922e-08,7.915776076896577e-12,8.283693502905516e-17,7.064160677635314e-16,2.8929102454171122e-08,2.253595667262971e-14,1.230887695551346e-10,6.005418878503641e-16,2.647254271943956e-13,4.891060151680463e-13,3.5729136746847346e-10,1.7020323750830377e-10,1.1382333621731027e-18,1.3519419575167523e-17,1.4678108690827602e-15,9.159306361175389e-17,2.0765174552457285e-12,6.6222669662063245e-15,3.76,0.0,0.7162777676236791,0.9974052835031401,4.062250071335738e-10,7.270807921202031e-11,0.003903170118817041,0.0039031591464102427,5.758012479515273e-09,1.926999049760942e-11,0.002593535949701545,4.977684181032146e-11,2.2402218882725473e-12,7.162104626019736e-07,4.858756491177115e-08,1.4297226192741734e-07,3.84192187693405e-07,0.00022509010174442224,1.9616605263804685e-10,1.885267872671523e-08,3.2093945030749925e-08,6.660399497950334e-12,1.773356476847574e-09,8.301234334514882e-09,1.2266977150194159e-14,9.982075037244898e-15,3.2536922425422093e-10,7.171591513758992e-17,2.213071259296433e-08,1.3540991271277646e-11,1.0907979462757377e-10,3.793377271549583e-13,1.133552546217116e-14,1.4420663034575546e-12,7.24594300868239e-17,8.170562737284854e-21,4.389446422442476e-25,1.7871190711410144e-17,8.880814962523975e-18,2.2278716910683127e-15,1.1337520637381575e-25,1.4804580538490717e-12,5.241787585180308e-18,8.184868545330158e-13,1.7662499236400054e-17,3.285973559131033e-16,2.6324996188563433e-10,8.70019847463344e-13,3.491449561972277e-16,3.261848014942802e-12,5.018702431518105e-12,9.885791596672479e-17,2.1151377024948494e-17,6.361949893731402e-08,7.29740309104891e-20,2.4832415951176215e-11,3.5694348232965584e-16,2.7567903831825064e-12,1.097335676078252e-07,1.3247877789140495e-18,3.4322370993959373e-13,7.445669287197362e-12,4.728156458753457e-16,1.4371564240491413e-20,6.34530033690862e-17,4.731533748766636e-14,9.164231420007647e-14,2.341959393329465e-14,1.5128486806009652e-14,3.1738137686491707e-14,1.6818834357934695e-18,2.444551235296992e-13
9.049007659934759e-09,0.8690044618190504,6.530006091856249e-07,4.010673261442679e-09,2.3938290524900873e-08,3.7867012039297705e-08,0.0,0.0,1.1842647819299067e-06,3.566390052446087e-11,1.6403286348890995e-11,1.002184399523364e-11,3.108749736788819e-12,2.7480666309412034e-22,1.125860878379749e-15,4.167217804548e-11,2.2949998604546247e-08,8.419680667718764e-12,8.95050702049514e-17,7.707180908980759e-16,3.0284542763975116e-08,2.408643021469066e-14,1.2503565438978601e-10,6.517315029771771e-16,2.8015150610456594e-13,5.400072619398e-13,3.7352735100151305e-10,1.7557498462025852e-10,1.2628707437961044e-18,1.4303004050442552e-17,1.5954028520813396e-15,1.004873050102083e-16,2.2177962124743283e-12,7.241134894578812e-15,3.76,0.0,0.7161849673466734,0.9974052557114556,4.3625586973755307e-10,7.749476943240421e-11,0.003993333064046538,0.00399332344475857,5.904968922018848e-09,1.9849428339864503e-11,0.0025935358782006417,5.359996350580016e-11,2.4273940471249194e-12,7.266037565882523e-07,4.9527174204224196e-08,1.4987927222868216e-07,3.996450970900795e-07,0.00023028770904874916,2.090395975303952e-10,1.973496215223575e-08,3.227938760771274e-08,6.972802560566515e-12,1.8029919966256606e-09,8.534150260646757e-09,1.3388305189449725e-14,1.0885665043166195e-14,3.3688774528312443e-10,7.971466341254663e-17,2.3029103659264183e-08,1.3780768616005296e-11,1.162815139005133e-10,4.044936593011025e-13,1.1895115861965959e-14,1.5694950740798895e-12,7.951989886584102e-17,9.18924503925831e-21,4.917180562604256e-25,1.9374929313224818e-17,9.671667252374086e-18,2.396627438267239e-15,1.2658205999307448e-25,1.5370361243542125e-12,5.5742267243846175e-18,8.491025005374689e-13,1.8425194728633572e-17,3.58229880597103e-16,2.635954697818655e-10,9.052102589777049e-13,3.7039726219691906e-16,3.418398499639776e-12,5.249871272201791e-12,1.0429887414613929e-16,2.3079214670536532e-17,6.659253322709988e-08,7.73225662957237e-20,2.6348844909384765e-11,3.816563996730088e-16,2.9996820008484433e-12,1.1151368556701382e-07,1.4776029898713014e-18,3.694928271220259e-13,8.021476899364673e-12,5.154185858288974e-16,1.63151264447772e-20,6.90667989948782e-17,5.175148943516123e-14,9.801729423480306e-14,2.4524205254781132e-14,1.5490463681036463e-14,3.2616930686944684e-14,1.8467960537520774e-18,2.494589823064536e-13
9.253891930802902e-09,0.8690191632852425,6.776203733117958e-07,4.254843912371869e-09,2.510805915561794e-08,4.016431928647061e-08,0.0,0.0,1.2109757641350906e-06,3.729607546535202e-11,1.754427234585857e-11,1.0667286242681205e-11,3.3203139699226813e-12,3.0498417566832577e-22,1.1948688436313496e-15,4.310775721965263e-11,2.385640719573608e-08,8.943269487707215e-12,9.655680214845274e-17,8.39185054500987e-16,3.167099265583191e-08,2.5704997136532104e-14,1.2695169720193413e-10,7.058650200796592e-16,2.9603781521334387e-13,5.94920220207265e-13,3.9009545364467056e-10,1.8098368059890933e-10,1.3976719476595162e-18,1.5113446579756923e-17,1.7309583496230025e-15,1.0998770792369631e-16,2.3650118535011495e-12,7.901489611354666e-15,3.76,0.0,0.7160921788803374,0.9974052278942855,4.677730190375414e-10,8.247220881974826e-11,0.004083484301928966,0.004083476125359151,6.0519070406607375e-09,2.0429661502770466e-11,0.002593535806362801,5.762672021208805e-11,2.6271536341392353e-12,7.36846977182756e-07,5.045316145700216e-08,1.5692058458057097e-07,4.153181461305303e-07,0.00023548455437992605,2.2243257822987983e-10,2.0637361233050062e-08,3.2463676889960545e-08,7.292334352413556e-12,1.8325763848857165e-09,8.765636256532617e-09,1.4584882924759214e-14,1.1849099938794112e-14,3.485981930549968e-10,8.842277048232633e-17,2.3940600713313974e-08,1.401662177007576e-11,1.2377184227751674e-10,4.3066621279106696e-13,1.2468237819519426e-14,1.7050111978266864e-12,8.708087653861394e-17,1.0311071898849786e-20,5.496020817464093e-25,2.0960542509413055e-17,1.0508396737379196e-17,2.5734080290439867e-15,1.4102055658246806e-25,1.593995695979962e-12,5.917777563240498e-18,8.797233434722938e-13,1.919592470161594e-17,3.897421502964451e-16,2.639436741418676e-10,9.409132097517628e-13,3.923642589610432e-16,3.577916988158891e-12,5.485226574412057e-12,1.0987226784267e-16,2.512876388476121e-17,6.963305306164504e-08,8.180872415233363e-20,2.7916201452094068e-11,4.073459729862288e-16,3.2573707368840286e-12,1.1326658168643789e-07,1.643887063445812e-18,3.97010724838331e-13,8.625758693399509e-12,5.607313229012911e-16,1.846702231850328e-20,7.500801235317759e-17,5.6496411257050757e-14,1.046605851016905e-13,2.565219380852492e-14,1.5847050791514773e-14,3.3483437135583486e-14,2.0241050608175425e-18,2.543882388171238e-13
9.458776201671046e-09,0.8690338629150653,7.025245999121128e-07,4.507468447595216e-09,2.6308153014289005e-08,4.2545198268953917e-08,0.0,0.0,1.2376823579958726e-06,3.89647252107733e-11,1.873710494489854e-11,1.1336214183485932e-11,3.5410052386522337e-12,3.377213145864211e-22,1.2663542147744534e-15,4.455035931695196e-11,2.4775539148840658e-08,9.486893683588773e-12,1.0400693420466856e-16,9.11980961670016e-16,3.3088450631350006e-08,2.739302509682705e-14,1.2883743904691928e-10,7.630291534447975e-16,3.1238313353326564e-13,6.540623179348775e-13,4.069938551073825e-10,1.8642923362112797e-10,1.5431883742479399e-18,1.595119506953489e-17,1.8747914544089085e-15,1.2011790148809405e-16,2.5182583932955898e-12,8.605043646082782e-15,3.76,0.0,0.7159994022226194,0.9974052000514098,5.008155677977868e-10,8.764306971991036e-11,0.004173623833723399,0.004173617189225392,6.198826675942055e-09,2.1010611063638282e-11,0.002593535734291478,6.186328162623948e-11,2.8401341294745276e-12,7.46945524509027e-07,5.1365948175146596e-08,1.6409434687015705e-07,4.3120817871210146e-07,0.00024068063784761393,2.3635285050525897e-10,2.155987203234818e-08,3.264696597640217e-08,7.618993748216031e-12,1.862122235991356e-09,8.995632088412748e-09,1.58598706082828e-14,1.2874897214827535e-14,3.6050114160758117e-10,9.788648009068707e-17,2.486501927091858e-08,1.4248684309090678e-11,1.315549180029867e-10,4.578704376466801e-13,1.3054892638711459e-14,1.848929446405151e-12,9.516461079557637e-17,1.1543995778280067e-20,6.129683132123027e-25,2.2630017826736866e-17,1.1392212083732937e-17,2.7583658877722894e-15,1.5677608233758796e-25,1.6513083242497896e-12,6.2724050062921515e-18,9.103286426859166e-13,1.997423054473609e-17,4.2320403518738505e-16,2.642950342969593e-10,9.7712181115352e-13,4.150495221132396e-16,3.74035941784292e-12,5.724708710320163e-12,1.155763023176773e-16,2.7304295057882562e-17,7.274103170935298e-08,8.643290334158425e-20,2.9534682414382973e-11,4.3401908486284817e-16,3.530357200480572e-12,1.1499267977122812e-07,1.8244744980106403e-18,4.2579851670303486e-13,9.259124123685587e-12,6.088564222095383e-16,2.0843930520867752e-20,8.128559942072305e-17,6.156415881900866e-14,1.1157604939060613e-13,2.6803479475812886e-14,1.6198359905266345e-14,3.4337730933653195e-14,2.2144819118710023e-18,2.592451149698195e-13
9.66366047253919e-09,0.8690485607079352,7.277072526645188e-07,4.76860601060933e-09,2.7538699014935007e-08,4.501058250035234e-08,0.0,0.0,1.2643845651029087e-06,4.0669846923996786e-11,1.99829506907435e-11,1.2028766011280641e-11,3.77099341561292e-12,3.731719582496211e-22,1.3403413419537442e-15,4.599936273486282e-11,2.5707213755232418e-08,1.005090710005953e-11,1.11870667383791e-16,9.892722152084e-16,3.453691518608693e-08,2.91518773396005e-14,1.3069341152687554e-10,8.233104057731821e-16,3.2918608497374113e-13,7.176573969348137e-13,4.2422074480399275e-10,1.919115752803241e-10,1.6999863680626002e-18,1.681670787818095e-17,2.0272217607479927e-15,1.309016837982564e-16,2.677628281466614e-12,9.35353564215721e-15,3.76,0.0,0.7159066373714814,0.997405172182624,5.354228018887341e-10,9.30099842395761e-11,0.004263751660711066,0.004263746637377802,6.345727703122119e-09,2.1592205244855145e-11,0.002593535662077078,6.631585999840451e-11,3.06698817238345e-12,7.569046095474434e-07,5.226594956779302e-08,1.7139876050321514e-07,4.4731215229568393e-07,0.00024587595956146,2.5080815975389454e-10,2.2502490618004138e-08,3.2829388903925523e-08,7.952779624258709e-12,1.891640751511936e-09,9.224084415939278e-09,1.7216480502179617e-14,1.3965617163228268e-14,3.7259715604436787e-10,1.0815392052999009e-16,2.580218131872531e-08,1.4477086201491642e-11,1.3963482126442728e-10,4.861211901883928e-13,1.3655081685363083e-14,2.0015689467779705e-12,1.0379372731110728e-16,1.2896377907743493e-20,6.822058893540377e-25,2.4385322241840876e-17,1.2324309652980316e-17,2.9516512968251093e-15,1.7393780059374948e-25,1.708946529050136e-12,6.6380659245720135e-18,9.408990372683343e-13,2.07596669783519e-17,4.586861166996973e-16,2.6464992329575543e-10,1.0138294292115026e-12,4.3845643291960624e-16,3.905683072063655e-12,5.96825995158673e-12,1.2140920158675617e-16,2.961009896301579e-17,7.591644244706466e-08,9.119549382007066e-20,3.120446579702528e-11,4.616821104562115e-16,3.819144316923588e-12,1.1669239826738558e-07,2.0202304460700635e-18,4.558767290508194e-13,9.922176429316697e-12,6.598977132824012e-16,2.3463422879801973e-20,8.790843476151444e-17,6.696907570693167e-14,1.1876747704510906e-13,2.7977987062579194e-14,1.654450830389124e-14,3.5179922771391665e-14,2.4186214659246677e-18,2.6403181206483294e-13
9.868544743407333e-09,0.8690632566632968,7.531624982440458e-07,5.038312980015962e-09,2.8799821837760814e-08,4.756138508519507e-08,0.0,0.0,1.291082387067705e-06,4.2411437762657346e-11,2.1282977394229442e-11,1.2745068864209421e-11,4.010447004774185e-12,4.1149534545650577e-22,1.4168538911093629e-15,4.745416751645816e-11,2.6651256602390834e-08,1.0635666315553245e-11,1.2016360913538883e-16,1.0712275982945191e-15,3.6016384809587506e-08,3.098291272732309e-14,1.3252013696352464e-10,8.867950415852064e-16,3.464451502097775e-13,7.859357276930153e-13,4.4177432184134093e-10,1.9743065764205575e-10,1.8686472014888937e-18,1.7710453769401427e-17,2.1885743281789955e-15,1.4236301029090667e-16,2.8432124202256966e-12,1.0148729892931481e-14,3.76,0.0,0.7158138843248979,0.9974051442877739,5.71634177419847e-10,9.857554563003646e-11,0.0043538677841927845,0.004353864470843917,6.492610024752045e-09,2.2174378767372827e-11,0.002593535589762576,7.099070896879829e-11,3.308387668464677e-12,7.667292609518377e-07,5.3153573650827466e-08,1.7883207977897437e-07,4.636271339194475e-07,0.00025107051963109693,2.6580614374550556e-10,2.3465213062591146e-08,3.301106301769517e-08,8.293690858394763e-12,1.9211418923599763e-09,9.450946350614544e-09,1.865797654043634e-14,1.512386228845393e-14,3.848867931041314e-10,1.1927513333990745e-16,2.6751915097507835e-08,1.470195376551007e-11,1.4801557626440076e-10,5.154331399794773e-13,1.4268806387747128e-14,2.16325310383317e-12,1.1299122287337634e-16,1.4376997698634325e-20,7.577218375052316e-25,2.6228402403279238e-17,1.3305873586162378e-17,3.1534124585691693e-15,1.9259871813507836e-25,1.7668837689898709e-12,7.014709542314312e-18,9.714164941983306e-13,2.1551801883475207e-17,4.962596669187567e-16,2.6500864218865134e-10,1.0510296757093137e-12,4.625881906652801e-16,4.073846560316619e-12,6.215824435211313e-12,1.273692123110776e-16,3.2050485097511913e-17,7.91592585601029e-08,9.609687893152616e-20,3.292571164876435e-11,4.903409396649315e-16,4.124237143412466e-12,1.1836615028002703e-07,2.2320511096956035e-18,4.872653127015276e-13,1.061551272966457e-11,7.139602714298397e-16,2.634398866908869e-20,9.488531099565104e-17,7.272579048533838e-14,1.262385877759446e-13,2.9175646135216246e-14,1.6885617503275207e-14,3.60101548162259e-14,2.637242354009654e-18,2.6875050393865843e-13
9.999999999999999e-09,0.8690779507806248,7.696357054927161e-07,5.215896910757477e-09,2.9625127209475185e-08,4.924339806180876e-08,0.0,0.0,1.3082095975878652e-06,4.3548059816214186e-11,2.2146159696126635e-11,1.3217216575970035e-11,4.1691445595439145e-12,4.3767291442674105e-22,1.46728557209705e-15,4.839036686826029e-11,2.7263396672423287e-08,1.102194408864568e-11,1.2571786980196787e-16,1.126346329276705e-15,3.698195102286771e-08,3.2196360881878394e-14,1.3367701333368791e-10,9.292541534001973e-16,3.5775813781907747e-13,8.323194655684523e-13,4.5320803963514406e-10,2.0099107581311069e-10,1.9833844484876333e-18,1.8298977950542907e-17,2.296951116287348e-15,1.5008467002018169e-16,2.95276656326978e-12,1.0684356145901998e-14,3.76,0.0,0.7157543795030832,0.9974051263764522,5.957308248334204e-10,1.0225225158901105e-10,0.004411680789623774,0.00441167862005773,6.586840916757392e-09,2.2548182928019532e-11,0.002593535543315855,7.411009864251776e-11,3.4712512379687372e-12,7.729642898281024e-07,5.371674737681645e-08,1.8366845072550288e-07,4.7420475486806174e-07,0.0002544029865586212,2.7571824890193605e-10,2.40934884208857e-08,3.3127280297908415e-08,8.51617394997269e-12,1.9400650403202696e-09,9.595645900557884e-09,1.9629090159730993e-14,1.590378634991549e-14,3.928741377677305e-10,1.268842347401084e-16,2.7367814889135118e-08,1.484442618347278e-11,1.5355301228472403e-10,5.348054913383057e-13,1.4669705696313632e-14,2.271905815904785e-12,1.1920254939429357e-16,1.539875990293321e-20,8.096762599414353e-25,2.745805608091446e-17,1.396224687671087e-17,3.2873953924592287e-15,2.054060064079537e-25,1.804202289397447e-12,7.262124093255102e-18,9.909610182921432e-13,2.2063374210817283e-17,5.215019052921906e-16,2.652409297223621e-10,1.0751542005131122e-12,4.784544442782322e-16,4.183218402035727e-12,6.376752007284885e-12,1.3125933805149903e-16,3.3689136027246123e-17,8.127535880921542e-08,9.931491343126836e-20,3.405724450016762e-11,5.092556139987223e-16,4.3288091193068805e-12,1.194265563873956e-07,2.376845877118528e-18,5.081035581137728e-13,1.107658532671954e-11,7.502875522684157e-16,2.833864162404014e-20,9.95522186177955e-17,7.661151248706724e-14,1.311810941214771e-13,2.9956234651864634e-14,1.7101879565997795e-14,3.653661673055337e-14,2.7854809054245322e-18,2.7174323180609595e-13
1.0073429014275476e-08,0.8690779507806248,7.788846987737487e-07,5.316643068646671e-09,3.0091643994891e-08,5.01984994023937e-08,0.0,0.0,1.3177758255219995e-06,4.418949487881642e-11,2.2638354155162693e-11,1.3485239204332274e-11,4.259533149941193e-12,4.528561082782437e-22,1.495914865289088e-15,4.8914194772620387e-11,2.7607499362979886e-08,1.1241530673201605e-11,1.289017820791365e-16,1.1580182567776116e-15,3.7526857985421726e-08,3.2887485771597376e-14,1.3431812856768083e-10,9.53569062798428e-16,3.641586779358465e-13,8.591340222893578e-13,4.596527950014539e-10,2.0298645066408623e-10,2.0497670594215543e-18,1.8632911854116433e-17,2.359179645457531e-15,1.5452598263405713e-16,3.015100182183853e-12,1.0992415883317431e-14,3.76,0.0,0.7157211430808555,0.9974051163667453,6.094893179574417e-10,1.0434230962441006e-10,0.00444397220548669,0.004443970690658207,6.639473564824321e-09,2.2757072262675518e-11,0.0025935355173527237,7.589412245099464e-11,3.5650238926135145e-12,7.764243316087347e-07,5.402922053073416e-08,1.8639261113936078e-07,4.801502963578348e-07,0.00025626431816614233,2.8135433533099326e-10,2.4448035443396125e-08,3.319209104644701e-08,8.641726330054734e-12,1.950634515514649e-09,9.676177037924656e-09,2.0187674023553786e-14,1.635227673437863e-14,3.973706017022964e-10,1.3130210169075485e-16,2.7714054892535296e-08,1.4923409655110306e-11,1.567011532223524e-10,5.458207765382251e-13,1.4896068237101993e-14,2.3343095248688144e-12,1.2278045865492815e-16,1.5995062037937124e-20,8.399414136247012e-25,2.816118487293239e-17,1.433807590718026e-17,3.3637955565523043e-15,2.1285575068612916e-25,1.8250944164075354e-12,7.402277812969966e-18,1.0018642559709562e-12,2.235021611216574e-17,5.359966286928462e-16,2.653714320008906e-10,1.0887163996008615e-12,4.874478244446102e-16,4.2448097954703095e-12,6.467348126359234e-12,1.3345460712557172e-16,3.462978010022994e-17,8.246945334231518e-08,1.0113743751403463e-19,3.469856291361459e-11,5.200009985448144e-16,4.446142693087625e-12,1.200143435942059e-07,2.4608641358399524e-18,5.199836551061377e-13,1.1339724121393536e-11,7.71150400042503e-16,2.9505058881080737e-20,1.0222493851118598e-16,7.884921397587733e-14,1.3399303339406055e-13,3.0396390861430853e-14,1.7221812141660773e-14,3.682859595963559e-14,2.871087342714811e-18,2.734033313625555e-13
1.027831328514362e-08,0.8690926430594202,8.04868404611144e-07,5.603647419031932e-09,3.141428589367113e-08,5.292279976334354e-08,0.0,0.0,1.344464882117192e-06,4.600401541902348e-11,2.4050251384806263e-11,1.4249383186919851e-11,4.51841764322319e-12,4.974243023801202e-22,1.5775466252303322e-15,5.0378886118708814e-11,2.8575779590856296e-08,1.186886230771671e-11,1.3810163269180395e-16,1.2498176830517984e-15,3.9068333191221704e-08,3.4866946661728556e-14,1.3608789060553248e-10,1.0237181863614934e-15,3.8232489553262166e-13,9.374954455035803e-13,4.778543827201212e-10,2.0857893993496287e-10,2.2439570248760256e-18,1.958457152298423e-17,2.539373594964326e-15,1.674148381037339e-16,3.193379427982306e-12,1.1886407836815183e-14,3.76,0.0,0.715628413637353,0.9974050884194323,6.49028011824335e-10,1.1031279572985407e-10,0.004534064925926233,0.004534065297861992,6.786318264144021e-09,2.334023173788495e-11,0.00259353544484609,8.103243355966379e-11,3.837607587852201e-12,7.859945049502864e-07,5.4893281842623453e-08,1.940787123167241e-07,4.968789144200105e-07,0.00026145735527619826,2.9746016511569045e-10,2.545095384243377e-08,3.337256292031407e-08,8.996884920251948e-12,1.98012649659586e-09,9.899741262024063e-09,2.1808939344448944e-14,1.765354572720985e-14,4.100491234454647e-10,1.4428877847168215e-16,2.8688440830829227e-08,1.5141572869269932e-11,1.6569547030857568e-10,5.772984158257567e-13,1.553686878777658e-14,2.5150699458690557e-12,1.3318515362408886e-16,1.7760214466378898e-20,9.293084379975162e-25,3.0185576383082744e-17,1.5422076642109783e-17,3.582944815741211e-15,2.348097876263564e-25,1.883553733008483e-12,7.800705784519452e-18,1.0322267880857096e-12,2.3154503282361327e-17,5.779695964215504e-16,2.6573848378146817e-10,1.1268836787341262e-12,5.130382043894859e-16,4.418533968750555e-12,6.722778778848269e-12,1.396636874604367e-16,3.7352326241394427e-17,8.58470000961146e-08,1.0631754570522638e-19,3.652314624453192e-11,5.506672699603471e-16,4.785369766961209e-12,1.2163738069813876e-07,2.707629011910632e-18,5.540505927992867e-13,1.2095395776402591e-11,8.315756137800246e-16,3.2967030495596505e-20,1.0993594538913752e-16,8.535453655796103e-14,1.420344000657252e-13,3.164015985607448e-14,1.755321901583799e-14,3.763543757622074e-14,3.120923693415249e-18,2.7799239751181687e-13
1.0483197556011763e-08,0.8691073334992118,8.311083474504349e-07,5.899374695371863e-09,3.276786589764676e-08,5.573514204578798e-08,0.0,0.0,1.3711495585238093e-06,4.7854996524375514e-11,2.5519840827996436e-11,1.5037597019893684e-11,4.787264933466026e-12,5.453754348875313e-22,1.6617709092408454e-15,5.184770312529222e-11,2.9555940523810082e-08,1.2518026168805926e-11,1.477800399502123e-16,1.3468017014619111e-15,4.0640808898718545e-08,3.692264129142984e-14,1.3782991856176417e-10,1.097327823836025e-15,4.009419191730065e-13,1.0212696241939405e-12,4.963773130619176e-10,2.1420812469187664e-10,2.4518430657881323e-18,2.0565932371262775e-17,2.7294974175779883e-15,1.8105393942936172e-16,3.37813652375674e-12,1.2832544267921557e-14,3.76,0.0,0.7155356959923997,0.9974050604457215,6.902902094782805e-10,1.164894884762557e-10,0.004624145946858424,0.004624148293503352,6.933144076676891e-09,2.3923808089202777e-11,0.0025935353722515665,8.641201358096932e-11,4.126869060213084e-12,7.95444301031238e-07,5.5746140319865065e-08,2.0188879139993944e-07,5.138103613823124e-07,0.00026664963107085084,3.1413096409647174e-10,2.6473964346460055e-08,3.355255736315581e-08,9.359165511584647e-12,2.0096248395756344e-09,1.0121609071880515e-08,2.352518974403316e-14,1.9030395034633137e-14,4.2292289312036937e-10,1.58291114102959e-16,2.9674918685111435e-08,1.5356558780146043e-11,1.7500239551252546e-10,6.098802065167901e-13,1.6191209657060207e-14,2.7058701595477825e-12,1.4422937809691366e-16,1.9682544243184375e-20,1.026285626826231e-24,3.230346410602312e-17,1.6559023951704906e-17,3.8110025617030475e-15,2.585657559665049e-25,1.942237846113951e-12,8.20992195413084e-18,1.0624897267126533e-12,2.396426956023222e-17,6.222517975020608e-16,2.6610994703433433e-10,1.1655258118719599e-12,5.393620523596759e-16,4.594981522940982e-12,6.982065893858228e-12,1.459947859078544e-16,4.022247998195119e-17,8.929187213251958e-08,1.1163757852616454e-19,3.8399572784731774e-11,5.823443134917116e-16,5.142428793459456e-12,1.232356588086783e-07,2.973337461961398e-18,5.89484424092186e-13,1.2883107040268598e-11,8.953446226089039e-16,3.6751290745995196e-20,1.1802687751510653e-16,9.225722549319771e-14,1.5036621049227213e-13,3.290689603183798e-14,1.78799662482441e-14,3.843088974970401e-14,3.3875435172409486e-18,2.8251976435194754e-13
