Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944),S(1828),CHF(40),S(1121),S(1122),CFO2(161),CF2CF2(61)
2.0433795676916128e-05,0.8356340168833187,0.002181176752458957,0.0003751564733855148,0.0006123967774598781,0.30608875677819464,0.0,0.0,0.002770409851672618,0.00039953652030935087,0.1501738400724275,0.012020029620814991,0.0003273656931494341,3.163802403842839e-10,5.5587790733926574e-08,2.622058532289728e-06,0.0031374577639022047,0.009129630478258627,9.307756947703091e-05,5.846987921995525e-07,0.0026100536973018415,3.2959806430386066e-08,6.506934190152086e-07,0.00027625838174985995,1.4587351868434126e-06,0.017920594067303296,1.8993053574356128e-06,0.001242823509569694,0.0003463402261686381,1.7587112110408682e-06,1.9025387423009528e-06,3.7383934879490065e-09,7.684960776846624e-07,1.3915046218110337e-05,3.76,0.0,0.1166527311692333,0.792246359293812,0.1653783555207806,0.013741799101376457,0.19907476172524155,0.3444660238861756,1.652973397039378e-08,2.1268722427070662e-11,0.0006249631792198677,0.00011522476245270203,0.0008174101062678735,0.0002351231278821485,7.908171100287754e-05,0.20171413030378874,0.0649834339438908,0.007545160203855966,0.00010993240573113453,0.014164447635210405,4.084672192346884e-05,2.483611639831125e-06,3.362693575749937e-05,0.00018981700604339512,0.00042821151144043434,6.612510071231401e-05,0.01997818822115421,0.0006496023061101559,0.04361733042725289,1.8930046117518922e-08,0.019553833799655956,0.01983263626737061,1.2061634659694885e-08,0.0001890560809131234,4.640717662744984e-08,7.544331143954768e-07,1.2554716110152228e-11,1.4453612732043352e-07,3.733080836132574e-08,4.280914154926676e-06,1.771168274792235e-12,1.0893057893059791e-07,3.0203548308074806e-13,1.3080711717582415e-07,3.324687933776953e-13,7.541670021074224e-08,1.1921150439740348e-07,0.00028320618384176563,1.6163088663949423e-09,0.001265400980021072,0.006326441897172177,9.64226960856076e-07,3.2367836942440145e-11,0.012789061742296604,1.534518138376351e-10,1.2422143964593875e-05,9.582953605752362e-10,0.002112753241759433,2.7662713633652077e-06,2.2338678738983968e-06,2.453253093650474e-06,0.00010800725955355844,0.007027449526109587,0.00013395609675818313,4.535819211138643e-09,0.0008969898886339992,3.929340709038692e-06,4.160478507710036e-08,7.972039564213523e-08,3.3749136561405163e-07,3.736214338262692e-05,9.117192276617602e-10,5.4106168909512305e-09,7.764131194870505e-05,4.84638685297938e-08,2.7068752275302214e-10,0.0016965631757835786,0.00034036198191981723,9.363055154798012e-08,0.00025037913374159225,3.907133861523153e-08,6.681876105077354e-08,9.664711884953941e-08,2.4520914083497266e-11,3.6454455879210206e-08,1.7354932031258947e-07,9.420276017283976e-05,6.770637001441988e-12,9.043392860969496e-13,1.2739104289113557e-05,0.0009187692157573274
2.047821222714351e-05,0.8357204490728334,0.0021775736420696556,0.0003746557194587508,0.0006110687942414421,0.3062482462037271,0.0,0.0,0.002765950864124606,0.0003985845106931931,0.1505071388496537,0.012043120620610862,0.00032698698020196243,3.1523745494774573e-10,5.545669770647714e-08,2.6192894686394963e-06,0.003135376728998113,0.0091337118801888,9.306551785332121e-05,5.848708542745079e-07,0.0026141933854957372,3.297011410309452e-08,6.492540731195866e-07,0.0002762855939179296,1.4553580190188917e-06,0.01793468113652679,1.8992409466679584e-06,0.0012447501167457756,0.0003467437954350341,1.757761726369425e-06,1.8997890425300748e-06,3.734676070035217e-09,7.678993371058949e-07,1.3935621898847857e-05,3.76,0.0,0.11627821053232171,0.7919244379759978,0.16557871647419511,0.013767641227258804,0.1991289503129431,0.3448184870761628,1.653423040000146e-08,2.1269642807144826e-11,0.0006247092287734085,0.00011509243532445639,0.0008163813568040858,0.0002342525691054073,7.889511094057393e-05,0.20177132264515585,0.06491653841739979,0.00754246071619433,0.00010980864371707687,0.014165251916528968,4.078551401069566e-05,2.479487528189311e-06,3.3577159481311485e-05,0.000189530663305247,0.0004275653562026911,6.598228561873384e-05,0.020011723357657073,0.0006483181164224123,0.04367284828009709,1.8850355592074195e-08,0.01958839010265159,0.019896653833612984,1.2069862176574482e-08,0.00018874891665042774,4.630813825203666e-08,7.52556779399105e-07,1.252349869833425e-11,1.439930959291346e-07,3.720303146400955e-08,4.278335310153322e-06,1.7667648814826943e-12,1.0873850378947547e-07,3.0156258594479817e-13,1.3054393253666575e-07,3.3194842116047454e-13,7.555111962488807e-08,1.190891133884765e-07,0.00028328309027499284,1.6121008385477869e-09,0.0012641655947461517,0.006324925987205881,9.63504958683357e-07,3.232889969557734e-11,0.012807714669436249,1.5336061472691516e-10,1.2420581950833744e-05,9.576864212741528e-10,0.002115483814399939,2.76315015504971e-06,2.233980764834218e-06,2.4536093466752423e-06,0.00010804603724377698,0.00702761507413436,0.0001345171095340097,4.535134969192375e-09,0.0008972928760519923,3.932455516905967e-06,4.163756529435289e-08,7.956108852897642e-08,3.368129384074345e-07,3.7402142599363556e-05,9.098815184798326e-10,5.40435458146776e-09,7.787192242872322e-05,4.8500485974555435e-08,2.7060009314363004e-10,0.001696115885916649,0.00033948198130711335,9.334081544959817e-08,0.00025000073786136517,3.9186160748929084e-08,6.676915085388474e-08,9.64553968614509e-08,2.4471375445615265e-11,3.652519228062708e-08,1.73451368934199e-07,9.40506550369368e-05,6.756205305299215e-12,9.024190141143406e-13,1.272651520972086e-05,0.000921097910909337
2.052262877737089e-05,0.8358066470842576,0.0021739932097307054,0.0003741577826541456,0.0006097488985138997,0.30640704684270403,0.0,0.0,0.0027615072365708643,0.0003976347011756806,0.15084001692970667,0.0120661789552264,0.00032660991672771544,3.1410506617097756e-10,5.5326619853070284e-08,2.6165393979671206e-06,0.00313330995393962,0.009137760112464527,9.305356056539596e-05,5.85043111974427e-07,0.0026183256300200985,3.298056142834286e-08,6.478250710298511e-07,0.00027631213903457104,1.451999178859419e-06,0.017948708921295055,1.8991795881953258e-06,0.0012466725478407288,0.00034714579759909103,1.756817133774568e-06,1.8970547790042565e-06,3.730981925650511e-09,7.673056967482491e-07,1.3956136792084806e-05,3.76,0.0,0.1159052070499827,0.7916030637892978,0.16577861483554926,0.01379343431172739,0.19918271122887848,0.3451702244635654,1.6538691344600923e-08,2.127055341765531e-11,0.0006244557099493391,0.00011496083858138665,0.0008153576641447863,0.00023338753640794253,7.870962501599645e-05,0.20182803763840493,0.06484966152097286,0.0075397618866499885,0.00010968554382686524,0.014165983832487338,4.072463160416762e-05,2.475385489112504e-06,3.3527649622262456e-05,0.00018924584582698654,0.00042692249947942813,6.584022530380176e-05,0.020045168297277923,0.0006470405189418221,0.0437282050471259,1.877120106834652e-08,0.01962287509374509,0.01996063233857484,1.2078056495769832e-08,0.00018844335332038705,4.620961939174597e-08,7.506904353734584e-07,1.2492447460677362e-11,1.434539696784571e-07,3.7076135557111735e-08,4.2757444296363035e-06,1.7623849237429432e-12,1.0854751963874098e-07,3.01092526474359e-13,1.3028212975227343e-07,3.3143115461888757e-13,7.568525963345295e-08,1.1896675587403942e-07,0.00028335667483577056,1.6079076907346926e-09,0.0012629280501585782,0.006323408261806461,9.62783947598666e-07,3.2290152503906166e-11,0.012826317371666058,1.5326935076507696e-10,1.2419035981676728e-05,9.570798719657798e-10,0.0021182095434181987,2.760042783125228e-06,2.234095088062415e-06,2.4539661849128845e-06,0.00010808470712538901,0.007027721498865673,0.0001350783485158712,4.534449426703527e-09,0.0008975921410932287,3.935554323008324e-06,4.1670177181044884e-08,7.940260241987033e-08,3.3613798670772037e-07,3.7441963446894384e-05,9.080533528844905e-10,5.398119877598564e-09,7.810193028620418e-05,4.8537147766188705e-08,2.705136493769802e-10,0.001695665335005209,0.0003386068188532338,9.305275668074644e-08,0.00024962331399984574,3.9300858273140197e-08,6.671960840186567e-08,9.626472979637803e-08,2.4421996053055772e-11,3.6595778656183515e-08,1.7335340526409825e-07,9.389934364560896e-05,6.741849717202701e-12,9.005088113223247e-13,1.2713988181881741e-05,0.0009234212301866801
2.056704532759827e-05,0.8358926121535522,0.002170435230193424,0.0003736626351090227,0.0006084370124254826,0.306565163458761,0.0,0.0,0.0027570788857282902,0.00039668711105242697,0.15117247612656196,0.012089204806078816,0.00032623448789875385,3.129829373652561e-10,5.5197545163403084e-08,2.6138081074527155e-06,0.0031312572949709744,0.009141775419780646,9.304169667199567e-05,5.852155602724291e-07,0.002622450470746127,3.299114668394759e-08,6.464062992774739e-07,0.00027633802391630654,1.4486585032728375e-06,0.017962677733744926,1.8991212484709134e-06,0.0012485908254290124,0.00034754624589991264,1.755877397422693e-06,1.8943358029277877e-06,3.7273108147743075e-09,7.667151260646951e-07,1.3976591262056662e-05,3.76,0.0,0.11553371193661448,0.7912822338921813,0.1659780532728108,0.013819178619661426,0.19923604617669033,0.34552123872139345,1.654311694534116e-08,2.127145405307446e-11,0.0006242026205059298,0.00011482996472280538,0.0008143389748270355,0.0002325279761508646,7.852524252255483e-05,0.20188427866201572,0.06478280384217437,0.007537063738106553,0.00010956309913513239,0.014166643958992527,4.066407141647061e-05,2.4713053711417315e-06,3.3478403465898034e-05,0.00018896253936418988,0.00042628291145414284,6.569891295760648e-05,0.020078523444541026,0.0006457694533528483,0.043783401481735894,1.8692577222257605e-08,0.019657289148356957,0.02002457181421168,1.2086217762768738e-08,0.00018813937414590906,4.611161481796349e-08,7.488339913235887e-07,1.2461560882347745e-11,1.429187053041783e-07,3.695011097027705e-08,4.273141743139642e-06,1.758028187466489e-12,1.0835762002237594e-07,3.00625272235183e-13,1.3002169614210424e-07,3.309169884229572e-13,7.581912172133865e-08,1.188444329342126e-07,0.00028342696075666534,1.603729350016182e-09,0.0012616883948348937,0.006321888782064738,9.620639310146172e-07,3.2251593255469466e-11,0.01284487010002536,1.5317802466582648e-10,1.2417505894799606e-05,9.564756922855567e-10,0.002120930455805284,2.7569491076844833e-06,2.234210821078984e-06,2.4543235909344452e-06,0.00010812326974446497,0.0070277693572103365,0.00013563981050675316,4.533762592288733e-09,0.0008978877083077935,3.938637216341816e-06,4.170262166734013e-08,7.924493014979729e-08,3.3546648047960214e-07,3.748160677714414e-05,9.06234647778775e-10,5.391912484323085e-09,7.833133728297234e-05,4.8573853040664826e-08,2.704281815692634e-10,0.0016952115560988665,0.0003377364479881933,9.276635908521922e-08,0.0002492468558301207,3.9415431396224425e-08,6.667013393682698e-08,9.607510779383063e-08,2.4372774757343767e-11,3.6666215552676205e-08,1.732554323233075e-07,9.374881802535704e-05,6.7275694933090304e-12,8.986085795117185e-13,1.2701522539386092e-05,0.0009257391867274668
2.0611461877825652e-05,0.8359783455057391,0.0021668994814448513,0.00037317024936590735,0.0006071330592006282,0.3067226007674347,0.0,0.0,0.0027526657289761117,0.00039574175896737356,0.15150451823676725,0.012112198352725338,0.00032586067910379064,3.118709342351935e-10,5.5069461821840705e-08,2.611095387545892e-06,0.003129218610128726,0.00914575804423166,9.302992524656272e-05,5.85388194245417e-07,0.0026265679471356635,3.300186817587954e-08,6.449976460988772e-07,0.00027636325529289415,1.445335831159347e-06,0.01797658788273641,1.899065894527445e-06,0.0012505049718678173,0.0003479451534171723,1.7549424818644987e-06,1.891631967609215e-06,3.7236625009589082e-09,7.66127594965784e-07,1.3996985669373301e-05,3.76,0.0,0.11516371648383725,0.7909619454700338,0.16617703442900983,0.01384487441344483,0.19928895685282474,0.34587153250483904,1.654750734278396e-08,2.1272344513248775e-11,0.0006239499582227069,0.00011469980636119244,0.0008133252362361516,0.00023167383542986407,7.834195290165054e-05,0.20194004906075258,0.06471596596053518,0.007534366292912083,0.0001094413028227101,0.014167232866830349,4.0603830209150915e-05,2.4672470232661046e-06,3.342941833826296e-05,0.00018868072987337942,0.0004256465627220904,6.555834186243816e-05,0.020111789200734396,0.0006445048601835361,0.04383843833000821,1.8614478803579867e-08,0.019691632638380287,0.020088472292487308,1.2094346130276015e-08,0.00018783696261281748,4.601411938313653e-08,7.46987357501671e-07,1.2430837472816118e-11,1.4238726026374735e-07,3.6824948420438406e-08,4.270527477334116e-06,1.7536944629868535e-12,1.081687897307371e-07,3.001607947055157e-13,1.2976261920143835e-07,3.3040586381952906e-13,7.595270735935155e-08,1.1872214563436813e-07,0.0002834939711333112,1.5995657458465425e-09,0.0012604466767363559,0.006320367607748853,9.613449121783755e-07,3.2213220028980785e-11,0.012863373103121203,1.530866380570256e-10,1.2415991529945948e-05,9.558738621321814e-10,0.0021236465782501664,2.7538689909741476e-06,2.234327941832314e-06,2.45468154764371e-06,0.0001081617256430312,0.007027759201322755,0.00013620149232673935,4.533074474520723e-09,0.0008981796020172478,3.9417042850188195e-06,4.173489967771879e-08,7.908806467911763e-08,3.347983900485112e-07,3.7521073435037025e-05,9.04425319864604e-10,5.385732111301478e-09,7.85601451842009e-05,4.861060095013671e-08,2.703436798846237e-10,0.001694754581828346,0.0003368708228179522,9.248160674347668e-08,0.0002488713571183002,3.9529880312420776e-08,6.66207276874586e-08,9.588652113145864e-08,2.4323710657628826e-11,3.6736503511901493e-08,1.731574530604101e-07,9.359907032430715e-05,6.713363900783188e-12,8.96718222382142e-13,1.2689117626407607e-05,0.0009280517935944264
2.0655878428053033e-05,0.8360638483551538,0.0021633857446331046,0.0003726805983652928,0.0006058369631213238,0.30687936343679073,0.0,0.0,0.0027482676843519874,0.0003947986629260479,0.15183614503969103,0.012135159772872616,0.0003254884759443228,3.1076892482943647e-10,5.4942358203809995e-08,2.6084010319088248e-06,0.003127193759220804,0.009149708225346016,9.301824537701556e-05,5.855610090720899e-07,0.0026306780982468963,3.301272423771331e-08,6.435990014055568e-07,0.0002763878398086166,1.4420310033888036e-06,0.017990439673901844,1.8990134939679281e-06,0.0012524150092998935,0.0003483425330732394,1.7540123520332649e-06,1.8889431284263515e-06,3.7200367511897377e-09,7.655430738115864e-07,1.4017320371066662e-05,3.76,0.0,0.114795212059575,0.7906421957348024,0.1663755609225552,0.013870521952994867,0.19934144494654546,0.3462211084514669,1.6551862676895233e-08,2.1273224603081928e-11,0.0006236977209001337,0.0001145703562201939,0.0008123163965895055,0.00023082506206281532,7.815974574046157e-05,0.20199535214609338,0.06464914844766165,0.007531669572894419,0.00010932014817469687,0.01416775112172241,4.05439047919989e-05,2.463210294943036e-06,3.338069160548052e-05,0.0001884004035086391,0.00042501342428320516,6.54185053912026e-05,0.020144965963945438,0.0006432466807906405,0.04389331633081807,1.8536900633641823e-08,0.019725905932226322,0.020152333805374442,1.2102441742083333e-08,0.0001875361024648709,4.5917128016847354e-08,7.451504453859116e-07,1.2400275758951714e-11,1.4185959262828034e-07,3.670063855681293e-08,4.2679018558381636e-06,1.7493835421391835e-12,1.0798102161296183e-07,2.996990627263032e-13,1.2950488659664935e-07,3.2989777096852906e-13,7.608601800438644e-08,1.1859989502532126e-07,0.00028355772892509144,1.595416806485917e-09,0.0012592029432173663,0.006318844797336855,9.6062689417727e-07,3.217503079200903e-11,0.012881826627160484,1.5299519350671003e-10,1.2414492728901087e-05,9.552743616364364e-10,0.002126357937143922,2.7508022972898383e-06,2.2344464287105133e-06,2.45504003827072e-06,0.00010820007535907158,0.007027691578648397,0.00013676339081291616,4.532385081938965e-09,0.0008984678463176399,3.944755616286851e-06,4.1767012124527253e-08,7.893199903375952e-08,3.3413368615811815e-07,3.7560364258581366e-05,9.026252881267943e-10,5.37957847278426e-09,7.87883557581721e-05,4.8647390662702e-08,2.7026013472270175e-10,0.0016942944444122098,0.00033600989811214695,9.219848395874056e-08,0.00024849681172183375,3.964420522365323e-08,6.657138987294438e-08,9.569896022266147e-08,2.4274802654755615e-11,3.680664307072674e-08,1.7305947035335054e-07,9.345009280996016e-05,6.699232217667361e-12,8.948376446461343e-13,1.2676772797308358e-05,0.0009303590637759716
2.0700294978280414e-05,0.8361491219055133,0.0021598938040235027,0.00037219365543819915,0.0006045486495080901,0.3070354560880855,0.0,0.0,0.002743884670547364,0.00039385784030920997,0.15216735829778152,0.012158089242419073,0.0003251178642304925,3.096767794937976e-10,5.4816222872126395e-08,2.6057248373561567e-06,0.003125182603804015,0.009153626200122337,9.300665616550021e-05,5.857340000299933e-07,0.0026347809627403533,3.3023713230076565e-08,6.422102567538754e-07,0.00027641178402363096,1.4387438627747962e-06,0.01800423340969718,1.8989640149536183e-06,0.0012543209596565434,0.00034873839763542575,1.7530869732393165e-06,1.8862691427877096e-06,3.7164333358810712e-09,7.649615334030825e-07,1.4037595720641067e-05,3.76,0.0,0.11442819010707982,0.7903229819246179,0.1665736353475685,0.01389612149579278,0.199393512139956,0.34656996918142063,1.6556183087054706e-08,2.127409413255014e-11,0.0006234459063593477,0.00011444160713248915,0.000811312404919861,0.00022998160457773415,7.797861076919294e-05,0.20205019119668327,0.06458235186734994,0.00752897359937659,0.0001091996285784378,0.014168199284386996,4.048429202198852e-05,2.4591950361174363e-06,3.3332220672762505e-05,0.00018812154661778874,0.0004243834675346792,6.527939700581011e-05,0.02017805412909913,0.000641994857344277,0.043948036215948484,1.8459837604897017e-08,0.01976010939487249,0.020216156384855268,1.211050474741407e-08,0.00018723677769863771,4.5820635725920256e-08,7.433231676584849e-07,1.2369874290101374e-11,1.413356611391644e-07,3.6577172351518685e-08,4.265265099261011e-06,1.7450952208140155e-12,1.0779430171178387e-07,2.992400483503799e-13,1.2924848616309393e-07,3.293926572159418e-13,7.621905509962029e-08,1.1847768214354697e-07,0.00028361825695593854,1.5912824621103722e-09,0.001257957241034331,0.006317320408049657,9.59909879943166e-07,3.2137023669449663e-11,0.012900230915983931,1.529036926414857e-10,1.2413009335455528e-05,9.546771711773765e-10,0.002129064558584182,2.7477488929837562e-06,2.234566260527464e-06,2.455399046361943e-06,0.00010823831942653164,0.007027567031971027,0.00013732550281926465,4.531694423039325e-09,0.0008987524650826765,3.947791296537099e-06,4.179895991397474e-08,7.877672635538322e-08,3.3347233991225263e-07,3.7599480078959615e-05,9.008344715518719e-10,5.373451287521227e-09,7.901597077603926e-05,4.86842213617644e-08,2.701775365726312e-10,0.001693831175663849,0.0003351536292914248,9.191697525945516e-08,0.00024812321358774444,3.9758406320810905e-08,6.652212070039016e-08,9.551241561413867e-08,2.4226049851872714e-11,3.6876634761176764e-08,1.729614870112741e-07,9.330187786687207e-05,6.685173732618998e-12,8.929667527833624e-13,1.2664487416439327e-05,0.0009326610101873086
2.0744711528507795e-05,0.8362341673500615,0.0021564234469272662,0.0003717093942987816,0.0006032680447011766,0.3071908832964246,0.0,0.0,0.0027395166069026367,0.0003929193078863621,0.1524981597568253,0.012180986935469127,0.00032474882997699254,3.085943708217459e-10,5.469104457317191e-08,2.603066603795913e-06,0.0031231850071614183,0.009157512203065491,9.299515672814176e-05,5.859071624931311e-07,0.0026388765788848603,3.303483354010532e-08,6.408313053137148e-07,0.0002764350944153082,1.4354742540474047e-06,0.018017969389452906,1.8989174261923858e-06,0.0012562228446605962,0.00034913275971822896,1.7521663111649465e-06,1.8836098700951242e-06,3.712852028772851e-09,7.643829449736795e-07,1.4057812068123283e-05,3.76,0.0,0.11406264214395907,0.7900043013034245,0.1667712602742167,0.013921673296914407,0.19944516010802246,0.34691811729762745,1.6560468712051227e-08,2.127495291650649e-11,0.0006231945124418374,0.0001143135520376755,0.0008103132110589343,0.00022914341219998005,7.779853785863278e-05,0.2021045694587868,0.06451557677570023,0.007526278393191856,0.00010907973752153179,0.014168577910599871,4.042498880244943e-05,2.4552010972401163e-06,3.3284002983791174e-05,0.00018784414573875955,0.0004237566642636189,6.514101025556063e-05,0.020211054087996155,0.0006407493328127459,0.044002598710203636,1.8383284679091246e-08,0.01979424338791027,0.020279940062922032,1.2118535288232098e-08,0.0001869389725584415,4.572463759182268e-08,7.415054381832575e-07,1.2339631633194871e-11,1.408154251452982e-07,3.645454075420844e-08,4.26261742524567e-06,1.740829296554936e-12,1.0760862239437458e-07,2.9878372158842987e-13,1.2899340590133761e-07,3.2889050926883797e-13,7.635182007470517e-08,1.1835550801138463e-07,0.0002836755779151545,1.5871626421064482e-09,0.0012567096163544705,0.006315794495883379,9.591938722575038e-07,3.209919670259142e-11,0.012918586211099906,1.5281213789697855e-10,1.241154119537065e-05,9.540822713637907e-10,0.002131766468379531,2.7447086463950324e-06,2.234687416513576e-06,2.4557585557751092e-06,0.00010827645837532282,0.007027386099460148,0.00013788782521654964,4.5310025062780785e-09,0.0008990334819668762,3.950811411322435e-06,4.183074394106657e-08,7.862223985371544e-08,3.328143228092106e-07,3.7638421720617914e-05,8.990527911540227e-10,5.3673502786725005e-09,7.9242992011594e-05,4.8721092245991e-08,2.700958761168017e-10,0.0016933648069984034,0.00033430197241494616,9.163706539047773e-08,0.0002477505567508822,3.9872483800010376e-08,6.647292036751054e-08,9.532687798341172e-08,2.417745119374776e-11,3.694647911050831e-08,1.728635057763468e-07,9.315441799436396e-05,6.67118774475591e-12,8.911054543115861e-13,1.2652260857943807e-05,0.0009349576456715388
2.0789128078735176e-05,0.836318985871669,0.002152974463657168,0.00037122778903714775,0.0006019950760422775,0.3073456495914046,0.0,0.0,0.0027351634134022505,0.0003919830818289212,0.1528285511461975,0.012203853024371415,0.00032438135939908715,3.075215736060391e-10,5.4566812233186444e-08,2.600426134171294e-06,0.0031212008342800988,0.00916136646622179,9.298374619480034e-05,5.860804919299391e-07,0.0026429649845633478,3.304608358090881e-08,6.394620418385733e-07,0.0002764577773795394,1.4322220238263062e-06,0.018031647909423566,1.8988736969270587e-06,0.0012581206858293095,0.0003495256317855233,1.7512503318593164e-06,1.8809651717080813e-06,3.7092926069015146e-09,7.638072801808959e-07,1.4077969760111358e-05,3.76,0.0,0.11369855976122735,0.7896861511606141,0.16696843824903632,0.013947177609060191,0.19949639051859663,0.3472655553859984,1.6564719690089898e-08,2.1275800774620295e-11,0.0006229435370091801,0.00011418618398021379,0.0008093187656214135,0.00022831043483987604,7.7619517017535e-05,0.20215849014672863,0.06444882372122816,0.0075235839746982365,0.00010896046858988777,0.014168887551253595,4.036599208213314e-05,2.4512283292854604e-06,3.323603601989906e-05,0.00018756818759604988,0.0004231329866399082,6.500333877557697e-05,0.020243966229350187,0.0006395100509477771,0.04405700453151856,1.8307236886422443e-08,0.019828308269591814,0.020343684871577648,1.2126533510554231e-08,0.00018664267153144698,4.5629128769903813e-08,7.39697171984171e-07,1.230954637615479e-11,1.402988446267734e-07,3.63327349888165e-08,4.259959048510895e-06,1.7365855706304374e-12,1.074239707211956e-07,2.983300551067649e-13,1.2873963397447177e-07,3.283912794238477e-13,7.64843143459562e-08,1.1823337363724644e-07,0.0002837297143582116,1.583057277418454e-09,0.0012554601147644034,0.006314267115640643,9.584788737557547e-07,3.206154806356202e-11,0.012936892751717345,1.527205308906054e-10,1.2410088156343626e-05,9.534896430406978e-10,0.0021344636920538063,2.7416814278317525e-06,2.2348098763070855e-06,2.456118550671387e-06,0.00010831449273132734,0.007027149314717343,0.00013845035489221238,4.530309340066286e-09,0.0008993109204086384,3.953816045366517e-06,4.18623650943788e-08,7.846853284583695e-08,3.321596067013816e-07,3.767719000135353e-05,8.972801681030375e-10,5.3612751737218956e-09,7.946942124103987e-05,4.875800252886873e-08,2.700151441479749e-10,0.0016928953694394936,0.00033345488416823327,9.13587393120775e-08,0.0002473788353322206,3.9986437848596916e-08,6.64237890610315e-08,9.514233813637624e-08,2.4129005791179298e-11,3.7016176641285443e-08,1.7276552932551956e-07,9.300770580429579e-05,6.6572735634085186e-12,8.892536583913992e-13,1.2640092505565763e-05,0.00093724898300073
2.0833544628962557e-05,0.8364035786429972,0.0021495466474625857,0.00037074881411235946,0.0006007296718566881,0.30749975945773916,0.0,0.0,0.002730825010669802,0.0003910491777230678,0.15315853417910716,0.012226687679734468,0.00032401543890877454,3.064582647908176e-10,5.444351495463256e-08,2.5978032344041927e-06,0.0031192299518293205,0.009165189219213339,9.297242370883382e-05,5.862539839014267e-07,0.002647046217278507,3.3057461791048286e-08,6.381023626362506e-07,0.0002764798392320105,1.4289870205946725e-06,0.01804526926283605,1.89883279692479e-06,0.0012600145044771994,0.00034991702615270445,1.7503390017343322e-06,1.8783349109092698e-06,3.705754850519413e-09,7.632345110983649e-07,1.4098069139822268e-05,3.76,0.0,0.11333593462238142,0.7893685288106739,0.16716517179524942,0.01397263468258448,0.1995472050324382,0.347612286015623,1.6568936158789495e-08,2.1276637531237594e-11,0.0006226929779427413,0.00011405949610744235,0.0008083290199894207,0.00022748262308036618,7.744153839019216e-05,0.20221195644332324,0.06438209324497349,0.007520890363792572,0.0001088418154658424,0.014169128752415404,4.0307298854402704e-05,2.447276583768406e-06,3.318831729942455e-05,0.00018729365909737235,0.0004225124072092816,6.486637628526869e-05,0.02027679093882429,0.0006382769562701686,0.044111254391066695,1.823168932403404e-08,0.019862304394875435,0.020407390842836264,1.2134499554436616e-08,0.000186347859342884,4.553410448749191e-08,7.378982852242792e-07,1.2279617124412511e-11,1.3978588015672248e-07,3.621174628907891e-08,4.257290180892176e-06,1.7323638460690712e-12,1.0724033873105458e-07,2.978790199994777e-13,1.2848715870501715e-07,3.2789495172096013e-13,7.661653931653491e-08,1.1811128001581412e-07,0.00028378068870753823,1.5789662985022785e-09,0.0012542087812785184,0.006312738320960881,9.577648869319453e-07,3.2024075862498326e-11,0.012955150774777935,1.5262887393656595e-10,1.2408650067976563e-05,9.528992672781315e-10,0.0021371562548502736,2.738667109520759e-06,2.234933619946097e-06,2.4564790155101924e-06,0.00010835242301640438,0.007026857206821592,0.00013901308875026474,4.529614932770848e-09,0.0008995848036332327,3.956805282580161e-06,4.189382425206134e-08,7.831559871844864e-08,3.315081638167837e-07,3.7715785732399846e-05,8.955165253856306e-10,5.355225704392488e-09,7.969526024277246e-05,4.8794951438596475e-08,2.6993533162652105e-10,0.0016924228936257687,0.0003326123218513579,9.108198219381953e-08,0.00024700804353720363,4.0100268657349614e-08,6.637472695855347e-08,9.495878700493102e-08,2.4080712628566023e-11,3.708572787145276e-08,1.726675602722325e-07,9.286173401890193e-05,6.643430507966314e-12,8.87411275233558e-13,1.2627981752463423e-05,0.0009395350348769584
