Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787)
0.0,0.8003217531619824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9487423358333056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2653984868459595e-22,0.8003217531619824,8.564446806990353e-26,2.5677534444978632e-27,2.0757519606141714e-36,1.4530097989724661e-40,0.0,0.0,3.0503535831316723e-21,1.3010563487103542e-39,2.65960300237037e-53,8.262682109939995e-55,4.1529811599851696e-61,4.094689941159973e-67,4.9620852204458104e-46,1.9139217365942328e-39,4.774995423486729e-55,3.592467753508741e-55,6.327305419329249e-64,8.32454394715864e-62,2.4192287058736996e-37,1.664628453172638e-57,1.7169315978464981e-25,2.007718337454985e-92,1.3154206308265928e-73,2.047905261240049e-59,1.9606162262159115e-56,5.836926434353495e-77,1.8544226114158392e-115,3.1460715062931874e-98,4.103485807798646e-76,1.7933662719339076e-79,5.1340498767338225e-71,-7.335183355356661e-115,3.76,0.0,0.9487423358333056,0.9999999999999997,1.6624763054189116e-51,3.896254959290238e-71,1.1545668686100604e-17,1.1545668686100604e-17,3.0830906162378425e-37,1.8674452140916096e-40,3.869536633438061e-16,5.359875680704859e-41,3.014770562240079e-42,3.050439227599707e-21,1.0923538372712414e-35,3.1942218928780774e-49,1.2014839291215347e-35,5.074202235087764e-19,2.4942324140976285e-40,2.075709737332025e-36,3.4785450890435675e-37,3.333358695810076e-41,5.840625714981986e-38,6.6748702939658576e-37,8.437403491146886e-72,5.774756268930625e-58,1.7169315978465383e-25,9.575507300370454e-87
3.543115763168687e-22,0.8003217531619824,2.398045106346476e-25,7.18970964459419e-27,1.253754184210959e-35,8.776179186982193e-40,0.0,0.0,8.54099003276868e-21,7.858380346210538e-39,3.157480684414169e-52,9.809456200920645e-54,4.93041923333132e-60,4.861215898145013e-66,2.997099473149223e-45,1.1560087289029018e-38,5.668874576970218e-54,4.2649777169655245e-54,7.511776993865097e-63,9.882898574066722e-61,1.4612141383477147e-36,1.9762468996065522e-56,4.807408473970132e-25,1.2213930417317252e-90,2.9425581643624967e-72,3.094794430786032e-58,2.956651758912762e-55,1.8352230619276956e-75,2.10927201924328e-113,1.8119761089034703e-96,9.179333612613279e-75,5.057579825577516e-78,1.5974175293001557e-69,1.416634660323854e-113,3.76,0.0,0.9487423358333056,0.999999999999999,1.9736918698151723e-50,8.7157665087259e-70,3.232787232108169e-17,3.232787232108169e-17,1.862186732207453e-36,1.1279369093112946e-39,1.0834702573622519e-15,3.2373649111457426e-40,1.8209214195936548e-41,8.541229837279104e-21,6.597817177118055e-35,3.792180231224726e-48,7.256962931894017e-35,1.4207766258245742e-18,1.5065163781149668e-39,1.2537286813485424e-35,2.101041233782249e-36,2.0133486522699824e-40,3.5277379318490075e-37,4.0316216575553234e-36,1.8874134113555404e-70,6.855790642474372e-57,4.807408473970376e-25,5.0508829597081343e-85
8.0985503158141415e-22,0.8003217531619824,5.481245959198067e-25,1.643362204478753e-26,6.036286701466001e-35,4.225352497194677e-39,0.0,0.0,1.9522262932042684e-20,3.783471862049707e-38,3.100033259562992e-51,9.630982267345692e-53,4.840714840681546e-59,4.77277059541573e-65,1.4429743821055725e-44,5.565684410015811e-38,5.565734680109639e-53,4.1873804134896275e-53,7.375107196882135e-62,9.703088424808058e-60,7.035117076680718e-36,1.940290925018015e-55,1.0988362226217152e-24,5.51395202850156e-89,5.814012181969179e-71,3.329238625092954e-57,3.17848588198918e-54,4.094281696935022e-74,1.90951594635656e-111,8.125661408610092e-95,1.8136816368513803e-73,1.1001340834802139e-76,3.555531575649259e-68,1.4958107563633791e-111,3.76,0.0,0.9487423358333056,0.9999999999999976,1.9377823816272954e-49,1.7220885903424832e-68,7.389227959104387e-17,7.389227959104387e-17,8.965627512016588e-36,5.430530682577837e-39,2.476503445397521e-15,1.558651847948983e-39,8.766952795003684e-41,1.9522811056637578e-20,3.1765649587844024e-34,3.7231850383382906e-47,3.4939152658853407e-34,3.2474894304561696e-18,7.253227860195883e-39,6.036163916161519e-35,1.0115609118937699e-35,9.693407087425946e-40,1.6984539579165935e-36,1.9410522814851884e-35,3.72921084447631e-69,6.731055907065326e-56,1.0988362226218329e-24,2.1890021591212983e-83
1.720941942110505e-21,0.8003217531619824,1.1647647671128086e-24,3.492144684517695e-26,2.6362049899799887e-34,1.845322446537202e-38,0.0,0.0,4.148480873059062e-20,1.6523415628621458e-37,2.741944311323837e-50,8.518494748062966e-52,4.281557457956619e-58,4.2214615417375805e-64,6.301848229965465e-44,2.4306806054744505e-37,4.92282929639323e-52,3.703690555157036e-52,6.523198795343524e-61,8.582271827762557e-59,3.072420456459599e-35,1.7161653500828377e-54,2.3350269730710196e-24,2.081963370380813e-87,1.0345734751290027e-69,3.0601438737662795e-56,2.92079859504297e-53,7.66813650007171e-73,1.4472431606141526e-109,3.057076908346705e-93,3.2273495681390106e-72,2.0394631827272534e-75,6.65300874619843e-67,1.1823212747556872e-109,3.76,0.0,0.9487423358333055,0.9999999999999948,1.7139465718659085e-48,3.064364636846967e-67,1.570210941309682e-16,1.570210941309682e-16,3.9155250826188985e-35,2.3716554218957607e-38,5.26256982146157e-15,6.807042114495274e-39,3.828758614054672e-40,4.148597349535326e-20,1.387289373334096e-33,3.2931150026807503e-46,1.5258845899842628e-33,6.9009150397193596e-18,3.167675165903967e-38,2.6361513664116605e-34,4.417752263084303e-35,4.23336554368929e-39,7.417594658025386e-36,8.477085273335779e-35,6.635931446773829e-68,5.953542723016269e-55,2.3350269730715335e-24,8.131622478363246e-82
3.543115763168687e-21,0.8003217531619825,2.3980451119895477e-24,7.18970964459668e-26,1.1005636895176257e-33,7.703857970731544e-38,0.0,0.0,8.540990032768624e-20,6.898200760862255e-37,2.3047694082061795e-49,7.16030811355884e-51,3.5989070278207544e-57,3.548392787968893e-63,2.630897583879725e-43,1.0147613047420598e-36,4.137934647038939e-51,3.11317507570601e-51,5.483141639922036e-60,7.213916591904317e-58,1.2826750598542357e-34,1.4425403834641111e-53,4.807408473969232e-24,7.223298101238596e-86,1.7449602542805612e-68,2.6180175111070614e-55,2.4985080423937852e-52,1.3244798888997003e-71,1.0063231649352988e-107,1.0585686751434687e-91,5.443396765996216e-71,3.5053161267109783e-74,1.148637468255385e-65,8.379901369226767e-108,3.76,0.0,0.9487423358333053,0.9999999999999892,1.4406753666828925e-47,5.168498857931587e-66,3.232787232108168e-16,3.232787232108168e-16,1.6346546447264584e-34,9.901194525108458e-38,1.0834702573563716e-14,2.8418060859098063e-38,1.5984313521084493e-39,8.541229837277955e-20,5.791660045208693e-33,2.768061584816343e-45,6.370267792201598e-33,1.4207766258245737e-17,1.322442025954543e-37,1.1005413027334292e-33,1.8443246062099737e-34,1.7673467805279056e-38,3.096699754081885e-35,3.5390162298599202e-34,1.1192468313111969e-66,5.0043113865541596e-54,4.8074084739713786e-24,2.800330473087906e-80
7.18746340528505e-21,0.8003217531619825,4.864605811705967e-24,1.4584839564759052e-25,4.496161776768654e-33,3.1472773590036557e-37,0.0,0.0,1.7326008352187646e-19,2.8181400935605364e-36,1.889589209149875e-48,5.870453199088996e-50,2.950601420209254e-56,2.9091867924380815e-62,1.0748075070889e-42,4.1456310383308575e-36,3.3925288274032646e-50,2.552369017178929e-50,4.495410794238331e-59,5.914404668525509e-57,5.2401461460706675e-34,1.1826817609828346e-52,9.752171475764066e-24,2.405659852574483e-84,2.866103162678329e-67,2.164627505678837e-54,2.0656987816422724e-51,2.2006431499902594e-70,6.71019602473509e-106,3.52192466761495e-90,8.940795533646169e-70,5.809804414616026e-73,1.9080623185767056e-64,5.639298697569851e-106,3.76,0.0,0.9487423358333049,0.9999999999999781,1.1811527075466561e-46,8.489274894931184e-65,6.557939813705139e-16,6.557939813705139e-16,6.678097598371723e-34,4.044961031526539e-37,2.1978968077664196e-14,1.1609705119434706e-37,6.530113628708522e-39,1.7326494812761187e-19,2.3660821056800952e-32,2.2694241264679073e-44,2.6024622498337474e-32,2.8821468695298486e-17,5.402607178231858e-37,4.496070319450573e-33,7.5346678046640875e-34,7.220188269551905e-38,1.2651028923666346e-34,1.4458036051535219e-33,1.838366281315515e-65,4.1028368224553983e-53,9.752171475772834e-24,9.293059516595255e-79
1.447615868951778e-20,0.8003217531619826,9.797727250990563e-24,2.9375099405101397e-25,1.8174204776117622e-32,1.2721798350175858e-36,0.0,0.0,3.489604499102529e-19,1.1391372840006213e-35,1.5302383324781163e-47,4.754045202397606e-49,2.3894735328286475e-55,2.3559348902756092e-61,4.34454379058641e-42,1.6757303486301972e-35,2.7473578017914372e-49,2.066974604746157e-49,3.640500213162248e-58,4.789638241867792e-56,2.1181508549703046e-33,9.57766353139158e-52,1.964169747934738e-23,7.852474429314683e-83,4.646077303060852e-66,1.7602391383954968e-53,1.6797460645482057e-50,3.587603765450635e-69,4.383038411933956e-104,1.1490297890835164e-88,1.4493414845075812e-68,9.459760403235984e-72,3.1102841296136724e-63,3.700153391787054e-104,3.76,0.0,0.9487423358333043,0.9999999999999558,9.565280860234454e-46,1.376148043296673e-63,1.3208244976899076e-15,1.3208244976899076e-15,2.6993938228459923e-33,1.6350379223038192e-36,4.426749908544989e-14,4.692828432490396e-37,2.6395763362890065e-38,3.4897024763719544e-19,9.564082175127712e-32,1.8378384964054017e-43,1.0519568511739565e-31,5.804887356940396e-17,2.1838202016982112e-36,1.8173835091015087e-32,3.0456331956154696e-33,2.918515539464405e-37,5.113748163490164e-34,5.8441693361357975e-33,2.9800709625903326e-64,3.3225836320511934e-52,1.964169747938282e-23,3.028110750700768e-77
2.9053549257983234e-20,0.8003217531619827,1.9663970288966803e-23,5.895561908585651e-25,7.307767807420172e-32,5.115379211332236e-36,0.0,0.0,7.003611826869894e-19,4.580420917888491e-35,1.2316689377044865e-46,3.82646917147158e-48,1.9232561839278423e-54,1.8962613613940834e-60,1.7469219501951977e-41,6.738038030538026e-35,2.2113125736515247e-48,1.663680984624839e-48,2.9301912888673855e-57,3.855117546164375e-55,8.516991428176585e-33,7.708936847958498e-51,3.9420749486488576e-23,2.5377840467778336e-81,7.482364721495333e-65,1.4196966341601245e-52,1.3547578037517313e-49,5.7939897200999435e-68,2.8338247105290873e-102,3.7125170158864393e-87,2.3341197800911662e-67,1.5268091454028038e-70,5.022843245659694e-62,2.3976456499166028e-102,3.76,0.0,0.9487423358333029,0.9999999999999112,7.698970196945004e-45,2.2162439994949655e-62,2.6508855303286935e-15,2.6508855303286935e-15,1.0854143837929227e-32,6.574415573988377e-36,8.884456109936028e-14,1.88696567289537e-36,1.0613620355681857e-37,7.003808466560385e-19,3.845675378247513e-31,1.479252310239223e-42,4.2298722318251075e-31,1.1650368331761478e-16,8.781044983126134e-36,7.307619158666306e-32,1.2246357127729144e-32,1.173522262347647e-36,2.0562156454534414e-33,2.3499147864674582e-32,4.799312414772722e-63,2.6743043653160405e-51,3.9420749486631087e-23,9.777863311140989e-76
5.820833039491414e-20,0.8003217531619832,3.9396457002547465e-23,1.1811665844764836e-24,2.9307417386790273e-31,2.0514958925528218e-35,0.0,0.0,1.4031626482403972e-18,1.8369536524058464e-34,9.88336754707442e-46,3.0705005274897624e-47,1.5432919735168163e-53,1.521630320144855e-59,7.005938350206862e-41,2.702254616357767e-34,1.7744390767688602e-47,1.33499921519052e-47,2.3512939738452405e-56,3.09348904397351e-54,3.4156944944508325e-32,6.185936328600283e-50,7.897885350066925e-23,8.16113317203992e-80,1.201085283678126e-63,1.1403775429758288e-51,1.0882078627696584e-48,9.313669434870054e-67,1.822882773296208e-100,1.1937370909034e-85,3.746779176602244e-66,2.4535413161823896e-69,8.073853542030507e-61,1.5440174429099145e-100,3.76,0.0,0.9487423358333003,0.999999999999822,6.177938718841453e-44,3.55756244322962e-61,5.311007595606256e-15,5.311007595606256e-15,4.352997142393028e-32,2.6366346930807367e-35,1.77998685120537e-13,7.567576314337142e-36,4.256536468600555e-37,1.4032020446924282e-18,1.5422878287046289e-30,1.1870068189049385e-41,1.6963679506195585e-30,2.33413302814036e-16,3.521591780069046e-35,2.930682123880194e-31,4.9113369399079527e-32,4.70634914288829e-36,8.246344403157678e-33,9.424209318793204e-32,7.703959313047294e-62,2.145960831357063e-50,7.897885350124078e-23,3.1430603048402863e-74
