Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133)
5.103548864315714e-06,0.7586829746371604,0.002951095229154971,0.00023977123762056939,0.0011116656277585775,0.026682492642164664,0.0,0.0,0.0007035442557819281,3.2220554378127366e-06,0.0010052363503088352,4.142627488162993e-05,2.225818071265286e-05,9.124741583341767e-11,1.5872248060820725e-08,5.468521967405858e-07,0.0008217249760926266,0.00025575152068627326,8.942413425625711e-07,9.538393560552554e-10,3.3004746986876506e-05,5.500936371530415e-10,1.893403575540614e-07,3.326847832683314e-06,1.149740971840022e-07,0.00039496303761380884,4.883441378789968e-08,8.468689010220134e-06,1.2766008608238367e-06,3.026066702959443e-08,2.2137206251959028e-07,8.148481399541885e-11,1.617761275334933e-07,7.315261489370991e-08,3.76,0.0,0.6530787358698862,0.9928471988734151,0.006638843570834065,0.0002852563658338838,0.12789751761466894,0.1308936725642368,1.057571587566053e-08,1.4473141884527015e-11,0.0007819305528387493,8.787479136305247e-05,0.0005721444847825992,0.0008603488965386366,0.0001325424872480674,0.01887227680359452,0.014517769723364231,0.004280922728306069,7.892719515395896e-05,0.0007655891620500594,3.8893659921471854e-05,1.3812544452590896e-07,3.2075028789755235e-05,5.2470034517505354e-05,7.679564186976104e-05,2.3160153889263076e-05,0.00029816750937916776,9.188288612031974e-05,0.000983023793677738,9.555306045831975e-08,6.955539933030932e-05,9.076243218348233e-06,2.6555368656037624e-10,0.0001220506963965158,4.129636449200742e-08,1.4533572537438981e-07,2.4300354542522466e-12,2.1361482771456757e-08,4.4677599090395905e-09,2.5544805374129062e-08,3.4396406463168256e-13,2.7854506071888614e-08,2.419156781282027e-12,4.927744388397534e-08,6.992446975287176e-13,2.344744184467531e-10,2.6468198694134378e-08,1.1935543942275063e-06,3.0541487982845355e-10,9.029399431124328e-06,2.9204822696503824e-05,6.105544697502191e-09,1.346220304494802e-11,0.00029314960828342773,9.679987905728532e-13
5.125767516526558e-06,0.7588367787315647,0.0029994211672654805,0.0002444146740570504,0.0011300805716029107,0.027184324514519773,0.0,0.0,0.0007158725057055108,3.328947132032191e-06,0.0010322757871073114,4.276461801225881e-05,2.3097917324112913e-05,9.691522321887865e-11,1.6582591302576447e-08,5.624921175025985e-07,0.0008370289377944591,0.0002620589000213004,9.339978559405846e-07,9.876980186290762e-10,3.367172813261062e-05,5.731462098864791e-10,1.9595729591904652e-07,3.455207115218695e-06,1.1890461498370989e-07,0.0004060273981859484,5.021386001459863e-08,8.73715482968011e-06,1.3286335985839337e-06,3.148252794080064e-08,2.2954771425581889e-07,8.495334716557465e-11,1.6522660776327002e-07,7.504538386300806e-08,3.76,0.0,0.6518983484335169,0.9927169169643509,0.006773842597613779,0.0002915299579101253,0.12833974935314332,0.1314082986640302,1.0612347344862294e-08,1.4580204109982352e-11,0.0007818279827365595,8.963894807590179e-05,0.000584094913460779,0.0008737570162933496,0.00013471860397122447,0.01922948307374762,0.014780133922327167,0.004299007576371741,8.052137231440246e-05,0.0007765462472441066,3.965675662807354e-05,1.4167240389168152e-07,3.2706546264321234e-05,5.376284907777856e-05,7.955966255616148e-05,2.3977310168194915e-05,0.00030575552585218065,9.530956949328114e-05,0.001004504831751158,9.701082775919708e-08,7.187736407518569e-05,9.453382777500315e-06,2.7303953904143037e-10,0.00012463536545599162,4.215752062743997e-08,1.5071548058852006e-07,2.51992141877157e-12,2.2556333976833977e-08,4.713708187357686e-09,2.6524093304640475e-08,3.5668145943853285e-13,2.868650338123864e-08,2.4877812187712226e-12,5.047547469186875e-08,7.190296088852716e-13,2.4230316936531123e-10,2.694670366515954e-08,1.2360939792386695e-06,3.164047457764074e-10,9.3867551892462e-06,3.0443217769374334e-05,6.362470296229898e-09,1.376792783382566e-11,0.00029730691698889145,1.0074897779957086e-12
5.147986168737401e-06,0.7589917677339115,0.003048283742804157,0.00024913073655689894,0.0011487119653991245,0.027693494092498275,0.0,0.0,0.0007283608218864096,3.439454849809431e-06,0.0010599786955963228,4.414334986012321e-05,2.3965485137007808e-05,1.0290863007359617e-10,1.7321659551258828e-08,5.785332109002814e-07,0.0008525442518037193,0.000268502903752288,9.753516605111234e-07,1.0227291394981604e-09,3.435454906957918e-05,5.971673313875247e-10,2.0277513486875794e-07,3.5879944017211805e-06,1.2295433456291628e-07,0.00041736587607827714,5.163403865812498e-08,9.01333759075437e-06,1.3825568302187763e-06,3.2749022640752093e-08,2.3798995688696235e-07,8.856440257131882e-11,1.6873770152411073e-07,7.698632952809912e-08,3.76,0.0,0.6507089361153802,0.992584275544008,0.0069112325300637045,0.0002979190021449024,0.1287800215236296,0.13192246327071894,1.0648818477801849e-08,1.4689021868425945e-11,0.000781723552892449,9.142869047210539e-05,0.0005962270891908258,0.0008872980990008415,0.00013692042189325035,0.019592035955529958,0.015045954938566032,0.004317140508847006,8.213888321096842e-05,0.0007876643618576329,4.0430315130643725e-05,1.4529900210856222e-07,3.334676078733301e-05,5.508617194562176e-05,8.241021839350717e-05,2.4819245903709288e-05,0.00031351211317388856,9.884853777747372e-05,0.0010264279926529023,9.848202492102355e-08,7.427662113410504e-05,9.844895181375493e-06,2.807128008931153e-10,0.00012726101448314788,4.303181809090192e-08,1.5626928321738082e-07,2.612712473860025e-12,2.3812572454439055e-08,4.972146850372824e-09,2.753889635230183e-08,3.698096215487434e-13,2.954077335993677e-08,2.558142422633068e-12,5.1701187186321895e-08,7.393128928589093e-13,2.5039291643927887e-10,2.7431518923319678e-08,1.2800613589441339e-06,3.2773701967973175e-10,9.75742496462111e-06,3.1729895234274496e-05,6.6292985729705444e-09,1.40792774898437e-11,0.0003015484191840431,1.0484783620046344e-12
5.170204820948244e-06,0.7591479517832179,0.003097681164860972,0.00025391999696707716,0.0011675594644947654,0.028210057311831852,0.0,0.0,0.0007410097724588611,3.553698719181369e-06,0.0010883597776593964,4.556357142870859e-05,2.4861630764076985e-05,1.0924430339819698e-10,1.8090429485926602e-08,5.94983608194284e-07,0.0008682717833287195,0.00027508593651776866,1.0183579872389146e-06,1.0589706159917816e-09,3.5053595580889976e-05,6.221967900321641e-10,2.097985307326506e-07,3.725338177555119e-06,1.2712609969875963e-07,0.00042898408593425893,5.309620527915616e-08,9.297428889597015e-06,1.4384286066441242e-06,3.406155288031003e-08,2.4670577816774715e-07,9.232338737126282e-11,1.72310114884479e-07,7.89767815376009e-08,3.76,0.0,0.649510427794769,0.9924492405898419,0.007051046876738087,0.00030442509538212563,0.1292183125054943,0.13243616854231086,1.068512752212834e-08,1.479963598640661e-11,0.0007816172321164789,9.324407544456305e-05,0.0006085417029880803,0.0009009711058784211,0.00013914793228437134,0.019959980401133157,0.015315244839652256,0.0043353217826231395,8.377978884205748e-05,0.0007989457398797199,4.1214336511522575e-05,1.4900667722995647e-07,3.399567444168036e-05,5.6440590768587595e-05,8.53494240524895e-05,2.5686526559483425e-05,0.00032144033582546676,0.00010250276664321823,0.0010488020072285688,9.99665012967307e-08,7.675569053593214e-05,1.0251271527310956e-05,2.8857740068199583e-10,0.00012992787081024157,4.391930860709841e-08,1.620016259305628e-07,2.7084834696939605e-12,2.51329922225022e-08,5.243640335697764e-09,2.8590387955258748e-08,3.833591218679885e-13,3.041778799472384e-08,2.630274610234693e-12,5.295509026428437e-08,7.60104249432905e-13,2.587522461268148e-10,2.7922666698423638e-08,1.3254989918235618e-06,3.394199856425131e-10,1.0141855061485995e-05,3.3066536752549835e-05,6.906368024974492e-09,1.439615852736186e-11,0.0003058763996985936,1.0910131515904963e-12
5.1924234731590876e-06,0.7593053408462929,0.0031476113313116945,0.00025878300895968543,0.0011866226034782856,0.028734068959747963,0.0,0.0,0.0007538198829600061,3.6718025027091844e-06,0.001117434009023559,4.7026407880704553e-05,2.578711252984348e-05,1.1593960729437774e-10,1.8889899676530516e-08,6.118514961956013e-07,0.0008842123304950005,0.0002818104239189502,1.0630735000768232e-06,1.0964613305396184e-09,3.576926054713328e-05,6.482758963615375e-10,2.1703217715320903e-07,3.8673694952365064e-06,1.3142278509140482e-07,0.0004408877100579962,5.460165136040976e-08,9.589623674926718e-06,1.4963082630952406e-06,3.542155273486577e-08,2.5570226364133756e-07,9.623587924023172e-11,1.759445506291139e-07,8.10181108643326e-08,3.76,0.0,0.6483027539160297,0.9923117778774754,0.00719331931045914,0.0003110498410686615,0.12965460062231912,0.1329494167198762,1.0721272720869843e-08,1.4912087331555722e-11,0.0007815090078943184,9.508514757468464e-05,0.0006210393708595268,0.0009147749012078157,0.00014140111350688017,0.02033336063767029,0.015588014628997036,0.0043535516098781694,8.54441393873205e-05,0.0008103926239572978,4.200881615053028e-05,1.5279688130749764e-07,3.465328460002253e-05,5.7826696138581e-05,8.837941730705172e-05,2.657972158218952e-05,0.0003295432906854348,0.00010627527719024382,0.0010716357585522842,1.0146409500413933e-07,7.931716701533268e-05,1.0673017149998758e-05,2.966371864478991e-10,0.0001326361471206857,4.482003836995836e-08,1.6791706326373194e-07,2.80731027827669e-12,2.6520490557648144e-08,5.528773909452889e-09,2.9679774022881694e-08,3.9734066631160836e-13,3.131802206634265e-08,2.704212181575218e-12,5.423769405713699e-08,7.814134234601173e-13,2.6739000623979316e-10,2.8420167283829646e-08,1.3724503179612325e-06,3.5146202002745267e-10,1.0540504034231884e-05,3.4454872562266424e-05,7.194026571147141e-09,1.4718747399326884e-11,0.00031029319588483977,1.135113609021407e-12
5.212420260148847e-06,0.7594480293808249,0.0031930019830226407,0.0002632232194784326,0.0012039633158451959,0.02921209215873846,0.0,0.0,0.0007654871733123509,3.781501418714907e-06,0.0011442060601688342,4.838034601271179e-05,2.664576452447547e-05,1.2228779200567018e-10,1.963651434871049e-08,6.273963565259554e-07,0.000898741555069362,0.00028798542730519165,1.1048268121641898e-06,1.131304008663055e-09,3.642789822447159e-05,6.726799474591631e-10,2.237261296986352e-07,3.9993159080334905e-06,1.3539900846052963e-07,0.0004518497507930044,5.599465361343411e-08,9.859691278784754e-06,1.5501667704976926e-06,3.668735053141321e-08,2.640450008937277e-07,9.98931201484221e-11,1.792691497569079e-07,8.28999747535257e-08,3.76,0.0,0.647207954709787,0.9921859572991811,0.007323494118653351,0.00031711489015053137,0.13004552952466555,0.1334109511840472,1.0753661856467906e-08,1.5014898139269002e-11,0.0007814099472229597,9.676410159606963e-05,0.0006324442296743971,0.0009273091226073535,0.00014345089655073262,0.020674086386544516,0.01583649095295923,0.004370000105844742,8.696213273123622e-05,0.0008208381870851992,4.273278108511571e-05,1.5627983836877158e-07,3.525256317202352e-05,5.91017730926836e-05,9.118581912052826e-05,2.740622738235183e-05,0.00033698793126726466,0.00010977420026361394,0.0010925866751550497,1.0282300167278077e-07,8.169515992048985e-05,1.106615830661852e-05,3.040612025855429e-10,0.00013510917336035966,4.564204827900305e-08,1.7340131542703588e-07,2.898930633523094e-12,2.7829070767439316e-08,5.797557299819152e-09,3.069364454141351e-08,4.103024305657264e-13,3.2148476665553925e-08,2.7723281568577e-12,5.541699883467078e-08,8.010424979490386e-13,2.754095765147274e-10,2.887336462496197e-08,1.4160374210500975e-06,3.626138483662225e-10,1.0911834266685405e-05,3.5750043293519114e-05,7.462268205857101e-09,1.501403437143319e-11,0.0003143462243419121,1.176219969400339e-12
5.2324170471386065e-06,0.7595917089057755,0.0032388202090297058,0.0002677239774854643,0.00122147770199508,0.029696230184048992,0.0,0.0,0.0007772857143653337,3.8945256380840364e-06,0.001171563225180224,4.977058807383641e-05,2.7529371135668798e-05,1.28955597626444e-10,2.0409580907038555e-08,6.43292090322483e-07,0.0009134443951104957,0.0002942787860812239,1.1480549810053686e-06,1.167220617259243e-09,3.710061720872079e-05,6.980013014844767e-10,2.305976811035025e-07,4.135266593613075e-06,1.3948090571861317e-07,0.000463051868066857,5.742478125701996e-08,1.0136630128100529e-05,1.6057458391185495e-06,3.799387778796561e-08,2.7262618821947324e-07,1.0368367263870654e-10,1.82645059901193e-07,8.482525445678248e-08,3.76,0.0,0.6461056280587368,0.9920581172288578,0.007455712129122245,0.0003232785284155148,0.1304348026494335,0.1338721190373534,1.078591556498648e-08,1.5119259930919893e-11,0.0007813092890869973,9.846390227237205e-05,0.0006439981359601446,0.0009399473134315277,0.00014552140982461445,0.021019281456351638,0.016087800459137595,0.004386488153411896,8.849916857576645e-05,0.000831421278027592,4.346519694463491e-05,1.5983190865891416e-07,3.5858871000404635e-05,6.0403430225664546e-05,9.406909646834819e-05,2.825460769811093e-05,0.00034457894102217425,0.00011337367873584907,0.0011139239907275989,1.0419225884259064e-07,8.414406622176204e-05,1.1472558719863011e-05,3.116495509402822e-10,0.00013761604277156945,4.64748402380138e-08,1.790410152440012e-07,2.99314514031507e-12,2.9196678943808294e-08,6.078337452116445e-09,3.174013909987134e-08,4.236309558081399e-13,3.2998473005144955e-08,2.841959762826955e-12,5.6620337676705856e-08,8.211060789102873e-13,2.8366888964030065e-10,2.9331734494126413e-08,1.4609196748448822e-06,3.7406960533262936e-10,1.1295415226800274e-05,3.708985952935539e-05,7.739643791676749e-09,1.5313944741990224e-11,0.0003184749084180499,1.2187114568690887e-12
5.252413834128366e-06,0.7597363862895938,0.0032850637984471894,0.00027228564453135286,0.0012391651573930038,0.03018652035161599,0.0,0.0,0.0007892157964016747,4.010973266588669e-06,0.001199517000856487,5.119800536965826e-05,2.843850849624618e-05,1.3595719899893964e-10,2.1209871741920067e-08,6.595447576167213e-07,0.0009283212837905652,0.0003006923086757179,1.1928023321979182e-06,1.2042415767989545e-09,3.778771859730419e-05,7.242734233657051e-10,2.3765031576133719e-07,4.275322387002613e-06,1.4367063064547545e-07,0.0004744983387997006,5.889305278826913e-08,1.0420589238727916e-05,1.6630914071943448e-06,3.9342247472717426e-08,2.814511804161672e-07,1.0761196862755115e-10,1.8607278457789361e-07,8.679504026969393e-08,3.76,0.0,0.6449957268313109,0.9919282323752253,0.007589998180842757,0.00032954193615545777,0.13082240411646964,0.13433292208873815,1.0818032558918462e-08,1.522520236078217e-11,0.0007812070328274807,0.00010018455480712474,0.0006557013718926795,0.0009526884356698894,0.00014761260906062757,0.021368976405151178,0.016341948818391135,0.004403015808748959,9.005525949195854e-05,0.0008421435458047596,4.4206047815679066e-05,1.6345417839415954e-07,3.6472195802051845e-05,6.173210223792106e-05,9.703085047881301e-05,2.9125284028613732e-05,0.00035231864216934316,0.0001170760049815212,0.0011356545019061935,1.0557172441656706e-07,8.66659390993688e-05,1.189261753252813e-05,3.194050942557872e-10,0.0001401568774064545,4.731843561723442e-08,1.8483960327864742e-07,3.09001109713006e-12,3.0625650339157584e-08,6.371586067796105e-09,3.2820206467893064e-08,4.373343175598767e-13,3.3868365715148173e-08,2.9131323471526544e-12,5.784808309933311e-08,8.416113318987414e-13,2.9217496310164833e-10,2.9795287406951433e-08,1.5071308232300576e-06,3.8583557113862616e-10,1.1691607398948938e-05,3.847568701209609e-05,8.02642712967222e-09,1.5618572632323663e-11,0.0003226810627783744,1.2625705692856272e-12
5.2724106211181255e-06,0.7598820682642238,0.0033317303164466837,0.00027690856749124716,0.0012570249893112352,0.030682999073576807,0.0,0.0,0.0008012776790767147,4.130945002431716e-06,0.0012280790700408743,5.26634855788563e-05,2.937375973015569e-05,1.433072695405386e-10,2.2038172838793613e-08,6.761604395429296e-07,0.0009433726044598186,0.00030722781504168153,1.239114153576409e-06,1.2423979694291966e-09,3.848950808969214e-05,7.515308943689403e-10,2.4488753286391396e-07,4.419585777711381e-06,1.47970353283458e-07,0.0004861934802435891,6.040051170893682e-08,1.0711719774737213e-05,1.7222502619565707e-06,4.0733593914784425e-08,2.9052538725855304e-07,1.1168255888153342e-10,1.8955282387159333e-07,8.881045276920506e-08,3.76,0.0,0.6438782051269378,0.9917962773849095,0.007726377188247076,0.00033590629648221315,0.13120831803331942,0.13479336220309318,1.0850011549611075e-08,1.5332754965226853e-11,0.000781103150401505,0.00010192605525323782,0.0006675541635094643,0.0009655313823595439,0.00014972444047151877,0.02172320120301061,0.016598940915979386,0.004419583095210253,9.163040999379353e-05,0.0008530066426312546,4.495531360926877e-05,1.6714774204405199e-07,3.7092521841593785e-05,6.308822448416429e-05,0.00010007269392437959,3.0018679240371647e-05,0.0003602093763770189,0.00012088349819927773,0.001157785107911921,1.0696124838184658e-07,8.926288474344857e-05,1.232674396325063e-05,3.27330838924505e-10,0.00014273178809292856,4.8172851618451464e-08,1.9080055513105687e-07,3.189586379692937e-12,3.211839320669488e-08,6.677789653270395e-09,3.393481807845465e-08,4.5142069725442373e-13,3.475850350344845e-08,2.985871306205293e-12,5.910060715000913e-08,8.625654304105094e-13,3.009350011713221e-10,3.0264032448996954e-08,1.5547052759218917e-06,3.979180747036871e-10,1.2100779760592825e-05,3.990892549964311e-05,8.322898562487699e-09,1.592806980293017e-11,0.0003269665374715254,1.3078858576771358e-12
5.292407408107885e-06,0.7600287614169877,0.0033788170997005075,0.000281593077896673,0.0012750564147416114,0.03118570182185931,0.0,0.0,0.0008134715908103348,4.254544185346692e-06,0.0012572613029765809,5.416793284469877e-05,3.0335714752725603e-05,1.510209900392927e-10,2.289528350269438e-08,6.931452341237694e-07,0.00095859868927916,0.0003138871360592941,1.2870366982061027e-06,1.2817215405461105e-09,3.920629596256334e-05,7.798094401352358e-10,2.523128437536069e-07,4.56816089782664e-06,1.5238225884390727e-07,0.000498141648846427,6.194822682255718e-08,1.1010175030028524e-05,1.7832700393406913e-06,4.2169072779091516e-08,2.9985427084884317e-07,1.1590011457193038e-10,1.9308567411239984e-07,9.087264358567327e-08,3.76,0.0,0.642753018325581,0.9916622268361863,0.007864874132835863,0.00034237279493934755,0.13159252850135725,0.13525344130146963,1.0881851247730196e-08,1.5441947123924923e-11,0.0007809976005784544,0.00010368839025881256,0.0006795566790752194,0.0009784749763779193,0.00015185684050127873,0.02208198520456717,0.01685878083095638,0.004436190002539231,9.322461631169328e-05,0.0008640122232823103,4.5712969959281255e-05,1.7091370207975323e-07,3.771982984617741e-05,6.447223263200795e-05,0.00010319625026452111,3.093521723559023e-05,0.00036825350426404976,0.00012479850355824512,0.0011803228110769345,1.0836067281899281e-07,9.193706328332645e-05,1.2775357480340741e-05,3.3542993459346975e-10,0.00014534087404761872,4.903810118695339e-08,1.9692737993406076e-07,3.291929418500989e-12,3.367738994711331e-08,6.997449705385607e-09,3.50849683299756e-08,4.658983558672053e-13,3.566923928515637e-08,3.060202065981538e-12,6.037828109888423e-08,8.839755512445305e-13,3.0995639853555476e-10,3.0737977238124536e-08,1.6036781128697273e-06,4.103234905560533e-10,1.252330988204201e-05,4.13910092509494e-05,8.629345057666145e-09,1.6242244536275664e-11,0.0003313332180893233,1.3547396702838743e-12
5.310404516398669e-06,0.7601616551363577,0.0034215521425322148,0.00028586205561964974,0.001291430688535891,0.03164348436859003,0.0,0.0,0.00082455915936388,4.368972494888243e-06,0.0012840655153880992,5.5556012827831646e-05,3.122479887444049e-05,1.582872217601223e-10,2.3691986400971663e-08,7.087521909032255e-07,0.0009724518211714827,0.0003199879080239743,1.3315831640302636e-06,1.3181374647730369e-09,3.9864488770095404e-05,8.061636219576539e-10,2.591593535038165e-07,4.70565241156563e-06,1.5645070763354787e-07,0.0005091149700150951,6.337649344551776e-08,1.1285175790916498e-05,1.839818981713378e-06,4.349970928645248e-08,3.08472569074188e-07,1.1982552891406683e-10,1.963107996157116e-07,9.276958824849217e-08,3.76,0.0,0.6417337607395351,0.9915397685311719,0.0079913529135358,0.0003482809531422099,0.13193684833369548,0.13566720545445193,1.0910386815094743e-08,1.5541646009719853e-11,0.0007809011846235145,0.00010529228650086785,0.0006904870482858377,0.0009902092341082672,0.0001537935261011556,0.02240881266873056,0.017095074343770836,0.004451170058799951,9.467568475223831e-05,0.0008740404387509719,4.640201093414419e-05,1.7436588244968348e-07,3.829035778323424e-05,6.574204245959909e-05,0.0001060786650814563,3.1780239422248924e-05,0.00037562633685383817,0.0001284158897216143,0.00120096068287169,1.096284826353764e-07,9.441168763520411e-05,1.3191851191567576e-05,3.4286973674961876e-10,0.00014771834359809824,4.982609563361283e-08,2.0258626956029105e-07,3.386453298149847e-12,3.513924636789281e-08,7.297075733967472e-09,3.615132970875488e-08,4.792696530768193e-13,3.650680909809903e-08,3.128481761846939e-12,6.154999673949066e-08,9.036404885166849e-13,3.1830538636808914e-10,3.116897841594019e-08,1.6489788214314112e-06,4.2176975763461133e-10,1.2915326936752923e-05,4.276786091666696e-05,8.913918154968524e-09,1.652912053050686e-11,0.0003353342488920431,1.3981951619748563e-12
5.328401624689452e-06,0.7602953777127512,0.0034646229816977154,0.00029018139333830266,0.0013079425417894415,0.03210636077604936,0.0,0.0,0.0008357539519942454,4.486504077578253e-06,0.0013113907480668168,5.697708438239704e-05,3.213643536277562e-05,1.6587252277512284e-10,2.4513283841235705e-08,7.246675391461005e-07,0.0009864469057575059,0.00032619180996456437,1.3775076446294195e-06,1.3555491327837061e-09,4.053531784020679e-05,8.334024758772096e-10,2.661636422333048e-07,4.846800285140314e-06,1.6061341793694869e-07,0.0005203000310875503,6.48390693965984e-08,1.1566350153285115e-05,1.8979504613725984e-06,4.486791879320941e-08,3.1730566956972525e-07,1.2387744496334412e-10,1.9957945654285085e-07,9.470626686265323e-08,3.76,0.0,0.6407082287399766,0.9914155734913128,0.008119585793126697,0.00035427367200176196,0.13227976390916232,0.13608068026590756,1.093880757110707e-08,1.5642717685828537e-11,0.0007808034064760441,0.00010691301660751248,0.0007015388199988361,0.001002023045591391,0.00015574675208860218,0.022739376818916864,0.017333679018926546,0.004466182115385879,9.61421635808397e-05,0.0008841866165879472,4.709780098168578e-05,1.7787841756749778e-07,3.886650336095082e-05,6.703511001911819e-05,0.00010902978655932362,3.2644660924964295e-05,0.0003831270917896375,0.0001321240247780435,0.001221939309977528,1.1090405064656096e-07,9.695231737632164e-05,1.3620748241232266e-05,3.5045453356300866e-10,0.00015012362092696195,5.062287528509876e-08,2.0838498612447864e-07,3.4833101218147978e-12,3.6658756301464405e-08,7.608407142698962e-09,3.724805957664435e-08,4.929707291190732e-13,3.736161111408718e-08,3.198089954247715e-12,6.274265236123102e-08,9.236858383983516e-13,3.26877888476713e-10,3.16041997492126e-08,1.6954677072690606e-06,4.3348748579729497e-10,1.3318764189362328e-05,4.4186562457254986e-05,9.207027597281039e-09,1.682000522418905e-11,0.0003394040376112674,1.4429254422706371e-12
5.346398732980236e-06,0.7604299336259666,0.0035080271833655514,0.00029455129804931406,0.0013245912079079668,0.03257435480236909,0.0,0.0,0.0008470560679838975,4.607219950994523e-06,0.0013392460485698934,5.843184116861597e-05,3.307106744892573e-05,1.737890457765854e-10,2.535978489010971e-08,7.408957420403754e-07,0.0010005840734372126,0.0003325001966644127,1.4248458677538663e-06,1.393981065680412e-09,4.1219018731513864e-05,8.615545353866909e-10,2.733282837476273e-07,4.991683778138485e-06,1.648720095629444e-07,0.0005317000841852209,6.633678746229633e-08,1.1853814197604186e-05,1.95770096034984e-06,4.6274587834827454e-08,3.263576512928746e-07,1.2805952315490315e-10,2.0289199756507088e-07,9.668358663150072e-08,3.76,0.0,0.6396763926603131,0.9912896230463077,0.008249591086469641,0.0003603518191784249,0.13262126365055027,0.13649386725330798,1.0967112576423382e-08,1.5745183081389986e-11,0.0007807042386868376,0.00010855055031543593,0.0007127119903646781,0.0010139154023534355,0.00015771645085226862,0.023073697663958316,0.01757459607367245,0.004481226091926679,9.762403194789013e-05,0.0008944519657622518,4.7800313056899756e-05,1.8145212665337084e-07,3.9448244849233376e-05,6.835175210320308e-05,0.00011205081615666178,3.352879147876632e-05,0.0003907575271038842,0.0001359246683527829,0.0012432640129727745,1.12187244670518e-07,9.956064294397629e-05,1.4062376404625075e-05,3.5818665586833033e-10,0.00015255675267959121,5.1428440159369094e-08,2.143261502838049e-07,3.582543512814903e-12,3.823788745483493e-08,7.931841513761056e-09,3.8375931740333133e-08,5.070077487592535e-13,3.8233903914513384e-08,3.26904515843509e-12,6.395651551708583e-08,9.441168149656331e-13,3.356797055624872e-10,3.204364359336415e-08,1.7431717508272495e-06,4.4548140313043347e-10,1.3733915105605517e-05,4.564823297022076e-05,9.508896632264694e-09,1.711479245324486e-11,0.0003435440331083852,1.4889853641143828e-12
5.3643958412710195e-06,0.7605653272463146,0.0035517621529638525,0.00029897196492105005,0.0013413758559820133,0.033047489496149135,0.0,0.0,0.000858465584683079,4.731202987095156e-06,0.0013676405902668617,5.992098783440629e-05,3.402914221180133e-05,1.8204929499390409e-10,2.6232106461084738e-08,7.574412624615385e-07,0.0010148634176706558,0.0003389144283777198,1.4736341949080756e-06,1.43345821834073e-09,4.191582990655026e-05,8.906491544084619e-10,2.8065585253968504e-07,5.14038318298328e-06,1.6922810921562106e-07,0.0005433184037785319,6.787049765032764e-08,1.2147685336774011e-05,2.0191075111070613e-06,4.7720616724231796e-08,3.356326198869778e-07,1.3237550596721758e-10,2.0624877202849488e-07,9.870247711097822e-08,3.76,0.0,0.638638223800391,0.9911618984742784,0.008381387129365857,0.00036651626287203154,0.13296133599294443,0.13690676797107149,1.0995300892516089e-08,1.5849062918065228e-11,0.0007806036737427786,0.00011020485057262365,0.0007240065135948093,0.001025885247082687,0.00015970254775800227,0.023411794738317657,0.017817826145643367,0.004496301884116098,9.912126301368093e-05,0.0009048376952131698,4.850951706353524e-05,1.8508783346080837e-07,4.003555799197443e-05,6.969228476943757e-05,0.00011514295959259564,3.443294057036282e-05,0.0003985194118123374,0.0001398195945165327,0.0012649401810153743,1.1347792702308269e-07,0.00010223839241542822,1.4517070610688998e-05,3.66068340441405e-10,0.00015501777690765575,5.224278714791672e-08,2.2041240007758144e-07,3.684197378839712e-12,3.987865859731686e-08,8.267786753931754e-09,3.9535735786717255e-08,5.213869018322088e-13,3.91239488859614e-08,3.341365856573028e-12,6.519185231671427e-08,9.649386188879083e-13,3.4471677220334617e-10,3.2487311248305764e-08,1.7921183808080543e-06,4.577562587816131e-10,1.4161079008638326e-05,4.7154015317267545e-05,9.819753028944714e-09,1.741347874283903e-11,0.0003477557077751526,1.5363707325572807e-12
