Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132)
0.019661356970703998,0.48890128726306786,1.0717795031411257e-08,1.5459908177741478e-09,8.686485580826569e-08,0.00013604724411823995,0.0,0.0,0.0002140275765801362,0.00015289252311557566,0.00020997841342067857,9.880897214207052e-07,1.0002036023249779e-12,1.5856714304666336e-26,6.613402377141941e-19,2.613815627905959e-12,8.97766302570473e-09,3.8043241029770744e-07,3.6776852950018617e-13,6.6048264902812975e-18,4.227515290276752e-07,3.093780526140023e-16,1.7159138554927662e-14,1.405401382889754e-09,7.077846544641116e-12,3.0390706406622917e-06,4.756148799686713e-15,4.2910390873742314e-10,8.682963932646608e-12,4.588235016701402e-16,6.754238655209789e-14,4.050546989356813e-15,2.3718620885963467e-11,7.886039057297674e-12,3.76,0.0,0.6974495919573613,0.9988053921241701,0.001349842709324321,1.714574265329721e-06,0.041393999869376384,0.041611562973463245,4.903643370136272e-13,1.3654448707915635e-17,2.2681388952688835e-05,2.356158772898842e-10,1.194221526845018e-07,3.4031134784070606e-07,3.717963854985906e-08,0.001283659938479105,0.000333893207438872,6.139128329339731e-08,1.5510840252728992e-10,4.147534568393184e-05,1.2497158179024027e-08,6.5254273851945294e-09,1.798682658348076e-08,6.5944558684238756e-09,2.3092075195962674e-11,1.5546406724987777e-10,1.4683987906127688e-08,1.5594679868361762e-09,1.9289372227085618e-07,7.741594729151801e-09,3.321931929604441e-08,2.7392012983515413e-06,6.3481863036711e-16,3.1170411709202804e-07,1.1649236511416404e-08,5.768585382840721e-10,3.2855890284843933e-16,1.914852365238424e-14,1.954800304603703e-16,1.9285997561636966e-10,2.073442538834434e-17,1.2377784741778214e-13,1.2518311889345905e-15
0.01974311037990676,0.48891694075546455,1.0788771787946817e-08,1.5637376030889988e-09,8.765577613381173e-08,0.00013736986346886285,0.0,0.0,0.00021501447962274305,0.00015430182638371512,0.00021165732997539472,1.009940893204255e-06,1.0210204860901376e-12,1.631851470716473e-26,6.761354779209533e-19,2.6546396031554184e-12,9.04922305433032e-09,3.8661350541389656e-07,3.7719684494770774e-13,6.718366669399818e-18,4.2624379070706474e-07,3.1195029733867066e-16,1.7427405145677143e-14,1.4274980971454383e-09,7.1667415980369565e-12,3.095557705691097e-06,4.813984134748554e-15,4.36329292137003e-10,8.844314437992463e-12,4.69710031251994e-16,6.909882807973651e-14,4.1439520455433755e-15,2.4032491213747238e-11,8.051749782935105e-12,3.76,0.0,0.6972639755493079,0.9987940346901487,0.0013657430821666843,1.7330687869021903e-06,0.0415604255882448,0.04177979639632057,4.923358608898958e-13,1.370937985203638e-17,2.2681131042217207e-05,2.3863172758266556e-10,1.2096018985969777e-07,3.432062950942469e-07,3.750340094490165e-08,0.0012980865169837327,0.00033760883521558705,6.172260560033926e-08,1.5695955378503722e-10,4.1662935446393986e-05,1.2607955863496652e-08,6.6447171069626e-09,1.8145574269975955e-08,6.6955150399928485e-09,2.3556633188380945e-11,1.5853318331186317e-10,1.4906419417381708e-08,1.5908485920432902e-09,1.938780464363644e-07,7.80711385379912e-09,3.370392653227693e-08,2.7820870720880894e-06,6.460893816539097e-16,3.1543384806634306e-07,1.1788115876484555e-08,5.8844121102809e-10,3.351559729306089e-16,1.971000824432779e-14,2.0020215542171953e-16,1.9643229532142646e-10,2.1150746517038988e-17,1.2626314986952832e-13,1.2752144379610516e-15
0.019824863789109522,0.4889325978157835,1.086005402523936e-08,1.581651351226804e-09,8.845221458512102e-08,0.00013870084003911776,0.0,0.0,0.00021600350197146617,0.00015572029272245913,0.00021334849305878047,1.0322175616582536e-06,1.0422294655228077e-12,1.6792597175438708e-26,6.912235590003005e-19,2.6959929667750736e-12,9.12120092371475e-09,3.9288338333125007e-07,3.868411192381773e-13,6.833503339687887e-18,4.2975013631167955e-07,3.1453318825102203e-16,1.7699156218052886e-14,1.4498781500205465e-09,7.256551027552918e-12,3.152916156317731e-06,4.8723489456085216e-15,4.436625246609985e-10,9.008226007053388e-12,4.808326753687599e-16,7.068927833838641e-14,4.239229386005286e-15,2.434964437310825e-11,8.220404526975506e-12,3.76,0.0,0.6970782500517089,0.9987825863596018,0.0013817859394255792,1.7517095413317833e-06,0.041726798640698275,0.041947991266877975,4.943067608658906e-13,1.3764294315683665e-17,2.268087106762037e-05,2.416779351864218e-10,1.2251383602296155e-07,3.4612007846548536e-07,3.7829379578767785e-08,0.0013126353050220035,0.0003413552666295881,6.205730574801804e-08,1.588280051274663e-10,4.185253483432212e-05,1.2719375901747085e-08,6.765833777806154e-09,1.8305201599605917e-08,6.797880891774339e-09,2.402939054958395e-11,1.6165527554622785e-10,1.5132102928071172e-08,1.6227831360095527e-09,1.948678387959069e-07,7.873055009674544e-09,3.419401291221642e-08,2.8255894378687443e-06,6.575291514435444e-16,3.1919833900885447e-07,1.1928280977240975e-08,6.002277164112683e-10,3.418691383555496e-16,2.0286645996067793e-14,2.0503074538912414e-16,2.0006745085244434e-10,2.157439405306364e-17,1.2879218865501656e-13,1.2989613601124127e-15
0.019906617198312285,0.4889482584922942,1.0931642265060531e-08,1.59973345914151e-09,8.925420800101763e-08,0.0001400402057930101,0.0,0.0,0.00021699465789571336,0.00015714797930889784,0.00021505202846222265,1.054927052283998e-06,1.0638374512180234e-12,1.7279247097742198e-26,7.066099142324723e-19,2.737881699694891e-12,9.193599116032439e-09,3.9924324511433795e-07,3.9670581055265163e-13,6.950255077674984e-18,4.3327056190598325e-07,3.171267262633975e-16,1.797443124008406e-14,1.4725445687516755e-09,7.347283579849143e-12,3.211157068159045e-06,4.93124752673631e-15,4.5110512120956505e-10,9.174733648997421e-12,4.921962209604277e-16,7.231444201043439e-14,4.3364117162554535e-15,2.4670109209693738e-11,8.392047436662834e-12,3.76,0.0,0.6968924145028427,0.9987710464860309,0.0013979722510994814,1.7704973770772485e-06,0.04189311891675057,0.042116147624020536,4.962770356386881e-13,1.3819192073521894e-17,2.2680609014217305e-05,2.447547563102641e-10,1.2408322393803576e-07,3.490528157705934e-07,3.815758945027101e-08,0.0013273070922413478,0.0003451326909102804,6.239541192087267e-08,1.6071389572435902e-10,4.204416190306764e-05,1.2831421138362902e-08,6.888800696912862e-09,1.8465712382144822e-08,6.901567992738825e-09,2.4510476487516583e-11,1.64831157709413e-10,1.5361087926979532e-08,1.6552803461566625e-09,1.958631605058069e-07,7.93942079415076e-09,3.468962484403094e-08,2.869717227429077e-06,6.691400652740372e-16,3.229978654180816e-07,1.2069741890050943e-08,6.122212519976339e-10,3.487002203356771e-16,2.0878817090534344e-14,2.0996809193363826e-16,2.0376651546134194e-10,2.2005482927399134e-17,1.3136564987910353e-13,1.323076645484121e-15
0.019988370607515047,0.48896392283351625,1.1003539554642172e-08,1.6179854019864355e-09,9.006179374580869e-08,0.00014138799287461294,0.0,0.0,0.00021798796169109636,0.0001585849437884305,0.00021676806306605926,1.0780768042079284e-06,1.0858514597304572e-12,1.7778788325205036e-26,7.222996344064458e-19,2.780311661120236e-12,9.266420189677305e-09,4.05694308470832e-07,4.067954584369584e-13,7.068640513541913e-18,4.3680506354285674e-07,3.19730912312063e-16,1.8253268876948222e-14,1.4955004105600919e-09,7.438947693165725e-12,3.2702916358467014e-06,4.990683323119739e-15,4.586586176560325e-10,9.34387280523755e-12,5.038054357070566e-16,7.397503677605594e-14,4.4355322560858955e-15,2.4993914725552033e-11,8.56672323497757e-12,3.76,0.0,0.6967064679349111,0.9987594144184165,0.0014143029935377476,1.7894331477862819e-06,0.04205938630545585,0.04228426550700835,4.982466838939975e-13,1.3874073098399554e-17,2.268034486722433e-05,2.478624479019239e-10,1.2566848717698555e-07,3.520046335364004e-07,3.848804645047286e-08,0.0013421026733386222,0.0003489412984043711,6.273695250707764e-08,1.6261736472322984e-10,4.223783482716373e-05,1.294409385641883e-08,7.013641417356908e-09,1.8627109860352345e-08,7.006591035915107e-09,2.500002182676013e-11,1.6806165217923407e-10,1.5593424696533853e-08,1.6883490648879085e-09,1.9686407343596842e-07,8.006214006343323e-09,3.519080904369833e-08,2.914479401429266e-06,6.809242715336713e-16,3.2683270503946855e-07,1.2212508771771284e-08,6.244250571693243e-10,3.556510638822937e-16,2.1486910150965204e-14,2.1501653239643548e-16,2.0753058027493525e-10,2.2444129571836527e-17,1.3398422860201812e-13,1.3475650359387015e-15
0.020061948675797536,0.4889780239143714,1.106851219743854e-08,1.6345585465529948e-09,9.079343336917671e-08,0.00014260822820000727,0.0,0.0,0.00021888378338908373,0.0001598861924793428,0.00021832328686235825,1.0992942545977915e-06,1.1060171242203588e-12,1.8239650868860496e-26,7.366843395631531e-19,2.818966399490184e-12,9.332322850174325e-09,4.115792642313915e-07,4.1607230371977046e-13,7.176599866031126e-18,4.399981467597776e-07,3.220837846200233e-16,1.8507301935618945e-14,1.5164106787248701e-09,7.522249341926809e-12,3.3242861812537756e-06,5.044638340044936e-15,4.6555287203498975e-10,9.498377673627133e-12,5.14467862303921e-16,7.550047112014097e-14,4.526425788948229e-15,2.5288220210393137e-11,8.726562051365793e-12,3.76,0.0,0.6965390202971844,0.9987488661895432,0.0014291249626485918,1.8066025360024044e-06,0.04220898164405477,0.04243553873907793,5.000188305549048e-13,1.392345169263959e-17,2.268010533260069e-05,2.5068597977218016e-10,1.271089088930612e-07,3.546776841298331e-07,3.878739185091108e-08,0.0013555252014092996,0.00035239586511293065,6.304729911503203e-08,1.6434563317056075e-10,4.2413904793168253e-05,1.3046038101042885e-08,7.127619859485056e-09,1.8773128824247092e-08,7.1022662952941846e-09,2.5447955281128368e-11,1.7101648165677918e-10,1.5805435823579493e-08,1.7186069706591536e-09,1.9776972733886717e-07,8.066695572091117e-09,3.56466779972366e-08,2.9553152782258847e-06,6.916800182384622e-16,3.303144850728119e-07,1.2342124036829236e-08,6.355909800270876e-10,3.6201076712193994e-16,2.204813599784165e-14,2.1965708627537468e-16,2.1097473165055653e-10,2.2845471129112372e-17,1.3638010805954186e-13,1.369927557626667e-15
0.020135526744080024,0.4889921280389409,1.1133737211376018e-08,1.6512714873275286e-09,9.152966074843732e-08,0.00014383533463973198,0.0,0.0,0.0002197813669490021,0.00016119504604616614,0.00021988883275984882,1.1208800263753753e-06,1.1265227415005575e-12,1.8711430526647767e-26,7.5132327115722715e-19,2.858068886051326e-12,9.3985720006125e-09,4.1754000567678767e-07,4.2553854071659126e-13,7.28591175568687e-18,4.4320262547000163e-07,3.244452833311235e-16,1.8764282440837097e-14,1.5375601538414752e-09,7.606319285772497e-12,3.37902208876851e-06,5.099034824007844e-15,4.725393671099296e-10,9.655069614781439e-12,5.253369341732972e-16,7.705574098434071e-14,4.6189414956570026e-15,2.5585276932789484e-11,8.888927653964196e-12,3.76,0.0,0.6963714812307745,0.9987382422712401,0.0014440654377539058,1.8238930771726816e-06,0.04235853397096494,0.04258678086835873,5.017904676879857e-13,1.397281669277158e-17,2.2679864079182416e-05,2.5353491842634327e-10,1.2856239784089852e-07,3.573663789418422e-07,3.908858140678844e-08,0.001369049237051858,0.000355875985707011,6.33604718145456e-08,1.66088358097811e-10,4.2591660146219115e-05,1.3148494784102964e-08,7.243152909981992e-09,1.8919871694436744e-08,7.199046646840899e-09,2.590294671105814e-11,1.7401684155844986e-10,1.602024109554364e-08,1.7493417017972465e-09,1.986800069650645e-07,8.127527525892192e-09,3.6107133084268264e-08,2.9966790929007484e-06,7.025794904217961e-16,3.3382530145338e-07,1.2472812956181783e-08,6.469323141463024e-10,3.684703779569711e-16,2.262287696267955e-14,2.243913311701399e-16,2.1447325363080144e-10,2.3253117536078083e-17,1.3881362548313955e-13,1.3925997106663725e-15
0.020209104812362513,0.48900623524383147,1.119921600688047e-08,1.6681253095040675e-09,9.227050372371042e-08,0.00014506933595985312,0.0,0.0,0.0002206807228622517,0.000162511547497412,0.00022146479554498153,1.1428397847829615e-06,1.1473737156870402e-12,1.9194395089035475e-26,7.662204928253822e-19,2.897623609499273e-12,9.465169544711764e-09,4.2357745609850503e-07,4.3519767742395163e-13,7.396590236197517e-18,4.464184967715086e-07,3.2681540918232293e-16,1.9024240015786143e-14,1.5589511285955864e-09,7.691164022212397e-12,3.4345077714107985e-06,5.153875658087614e-15,4.796192671073526e-10,9.813975392100007e-12,5.364163657687879e-16,7.864140219083196e-14,4.71310481979721e-15,2.5885106682633227e-11,9.05385386721493e-12,3.76,0.0,0.6962038500174204,0.9987275421793723,0.0014591251439824789,1.8413054045571458e-06,0.042508043203281644,0.04273799192426156,5.035615943111307e-13,1.4022168079223334e-17,2.2679621095975538e-05,2.564094570197047e-10,1.3002905406668642e-07,3.600708100222405e-07,3.939162676576613e-08,0.0013826753702028333,0.0003593818012904649,6.367649183970566e-08,1.678456442174016e-10,4.277111438999346e-05,1.3251465808039845e-08,7.3602582771229204e-09,1.9067341090676784e-08,7.296943152039713e-09,2.636509575424077e-11,1.7706335755993376e-10,1.623787886484527e-08,1.7805599888438201e-09,1.995949588826856e-07,8.188711900516141e-09,3.6572209007703846e-08,3.038577652460074e-06,7.136243026588587e-16,3.373653616097936e-07,1.2604583112178288e-08,6.584515241444958e-10,3.7503130013748043e-16,2.3211438215902116e-14,2.292210871092809e-16,2.180269799640786e-10,2.3667157378786846e-17,1.4128530970557984e-13,1.4155850616253368e-15
0.020282682880645,0.48902034556455737,1.1264950136115247e-08,1.6851211025423597e-09,9.301599030001217e-08,0.00014631025604833997,0.0,0.0,0.0002215818616440652,0.00016383574014067458,0.0002230512706997573,1.1651792694343466e-06,1.1685754648180711e-12,1.968875444370736e-26,7.81380076844317e-19,2.9376350460366376e-12,9.532117413658788e-09,4.2969254971011104e-07,4.4505324219456164e-13,7.508649431489222e-18,4.496457577548237e-07,3.291941629185614e-16,1.9287204206864132e-14,1.580585915167218e-09,7.776790151672732e-12,3.490751718753501e-06,5.209163689810178e-15,4.867937499386604e-10,9.975122052279974e-12,5.477098995861853e-16,8.025801421373017e-14,4.808941200927625e-15,2.6187731249478233e-11,9.221374889275434e-12,3.76,0.0,0.6960361259349641,0.9987167654269018,0.0014743048105288795,1.8588401547634055e-06,0.042657509257485966,0.04288917193643711,5.053322094349547e-13,1.40715058321866e-17,2.2679376371920122e-05,2.59309788390885e-10,1.3150897792103013e-07,3.6279107024550165e-07,3.969653966913178e-08,0.0013964041940386402,0.0003629134536833179,6.399538051509143e-08,1.696175960755625e-10,4.295228110643937e-05,1.3354953051071204e-08,7.478953832633827e-09,1.9215539611573336e-08,7.39596692664699e-09,2.68345030003768e-11,1.8015666161724089e-10,1.645838800648101e-08,1.8122686307471022e-09,2.0051463015828465e-07,8.2502507469996e-09,3.7041940666314606e-08,3.0810178482475405e-06,7.248160841733449e-16,3.4093487430798507e-07,1.2737442136876589e-08,6.701511006923979e-10,3.8169495224336426e-16,2.3814126102046315e-14,2.341481817733709e-16,2.2163675617509026e-10,2.408768017864733e-17,1.4379569514128214e-13,1.438887210425195e-15
0.02035626094892749,0.48903445903817744,1.1330940439132869e-08,1.7022599549565463e-09,9.376614868335548e-08,0.00014755811889632532,0.0,0.0,0.00022248479383244184,0.0001651676676186733,0.00022464835448474959,1.1879043036942173e-06,1.1901335709624124e-12,2.0194806278821584e-26,7.968062835896478e-19,2.978107787728042e-12,9.599417529849244e-09,4.3588623303945814e-07,4.55108866628065e-13,7.622103685013113e-18,4.5288440550205814e-07,3.315815453107678e-16,1.9553205323699533e-14,1.6024668476875744e-09,7.8632043680963e-12,3.547762506472796e-06,5.264902052134796e-15,4.940640088862235e-10,1.0138536961657303e-11,5.592214076984885e-16,8.19061533275106e-14,4.906476834597358e-15,2.6493172776652498e-11,9.39152533730918e-12,3.76,0.0,0.6958683082569278,0.9987059115235416,0.0014896051711374226,1.8764979681392935e-06,0.04280693204936964,0.04304032093480486,5.071023120619064e-13,1.4120829932214104e-17,2.2679129895882493e-05,2.6223610895291586e-10,1.3300227084959947e-07,3.655272511267347e-07,4.0003331757746636e-08,0.001410236305334035,0.0003664710854984786,6.431715936441007e-08,1.7140432023160782e-10,4.313517396553311e-05,1.3458958573951785e-08,7.599257632122502e-09,1.9364470046610597e-08,7.496129251673106e-09,2.7311270788913677e-11,1.8329739606153908e-10,1.6681807984689775e-08,1.8444745346673189e-09,2.0143906833541755e-07,8.312146083521783e-09,3.7516363178313925e-08,3.124006666608773e-06,7.36156480756765e-16,3.445340500301921e-07,1.287139772242504e-08,6.820335725462792e-10,3.8846277457103435e-16,2.4431258797945428e-14,2.391745041147405e-16,2.25303441106625e-10,2.45147768288853e-17,1.4634532439958815e-13,1.4625097945148287e-15
0.020429839017209978,0.48904857570146654,1.1397188769411892e-08,1.7195429857699734e-09,9.452100734871833e-08,0.0001488129486113302,0.0,0.0,0.000223389529983843,0.00016650737387225483,0.00022625614385372378,1.211020785972667e-06,1.2120536557431053e-12,2.0712749416884846e-26,8.125033244295984e-19,3.0190464490031057e-12,9.667071848144603e-09,4.4215946364475443e-07,4.653682200660972e-13,7.73696740986721e-18,4.561344370878718e-07,3.339775571413844e-16,1.982227382092522e-14,1.6245962798312077e-09,7.950413353530625e-12,3.6055487873047287e-06,5.321093535237856e-15,5.014312510199297e-10,1.0304247771217094e-11,5.709547664543629e-16,8.358640196788231e-14,5.0057380299479355e-15,2.680145353462253e-11,9.564340205330674e-12,3.76,0.0,0.6957003962529565,0.9986949799761126,0.0015050269636048867,1.8942794883625358e-06,0.04295631149411087,0.043191438949523854,5.088719011871667e-13,1.4170140359155018e-17,2.2678881656663284e-05,2.65188615591545e-10,1.345090351856693e-07,3.682794476359167e-07,4.0312015028051374e-08,0.0014241723040841665,0.00037005484005960833,6.464185010631247e-08,1.7320592334319612e-10,4.331980671664943e-05,1.3563484214362773e-08,7.721187895787327e-09,1.951413496158183e-08,7.597441472812818e-09,2.7795502590077444e-11,1.864862100576467e-10,1.6908178792859207e-08,1.877184693859379e-09,2.0236832142074265e-07,8.37440000762854e-09,3.79955118571663e-08,3.167551178997323e-06,7.476471529675699e-16,3.4816310082714677e-07,1.3006457618417492e-08,6.941015005020196e-10,3.953362256421703e-16,2.506315905178011e-14,2.443019685353202e-16,2.290279055866499e-10,2.494853937157219e-17,1.489347469430027e-13,1.486456484938099e-15
0.020503417085492467,0.48906269559088056,1.1463696363718092e-08,1.7369713059713352e-09,9.528059493789828e-08,0.00015007476944849641,0.0,0.0,0.00022429608068741565,0.0001678549031948135,0.00022787473658240895,1.234534704092032e-06,1.2343414225682588e-12,2.124288460726866e-26,8.284754857138096e-19,3.0604556324524857e-12,9.735082354400907e-09,4.485132122073443e-07,4.758350275851532e-13,7.853255149713546e-18,4.593958495780851e-07,3.3638219920802364e-16,2.0094440083341323e-14,1.6469765884818514e-09,8.038423880046497e-12,3.664119304908919e-06,5.3777411829485896e-15,5.08896699821198e-10,1.0472282470241416e-11,5.829139321179652e-16,8.529935190846609e-14,5.106751451435226e-15,2.7112595875722973e-11,9.73985493383589e-12,3.76,0.0,0.6955323891880849,0.9986839702879936,0.001520570930538496,1.9121853630949084e-06,0.0431056475061608,0.04334252601103682,5.106409757973027e-13,1.4219437093031487e-17,2.2678631642984965e-05,2.6816750615057506e-10,1.3602937370988083e-07,3.710477539965059e-07,4.062260143284998e-08,0.0014382127941194496,0.00037366486153737254,6.496947457327825e-08,1.7502251269790775e-10,4.350619320347327e-05,1.3668531971044433e-08,7.844763038092756e-09,1.9664537089890702e-08,7.699915042110291e-09,2.82873031094004e-11,1.89723760585493e-10,1.7137541055317565e-08,1.910406184174617e-09,2.0330243800222603e-07,8.437014598799926e-09,3.8479422247283406e-08,3.211658558249445e-06,7.592897788038353e-16,3.518222403725083e-07,1.3142629633245696e-08,7.063574757385171e-10,4.0231678128192745e-16,2.5710154602258886e-14,2.495325159725984e-16,2.3281103465216678e-10,2.5389060940661672e-17,1.515645187519481e-13,1.5107309924038385e-15
0.020576995153774955,0.4890768187438491,1.1530464090648353e-08,1.7545460290331636e-09,9.604494029263255e-08,0.00015134360575126245,0.0,0.0,0.0002252044565532275,0.00016921030021621806,0.0002295042312313113,1.2584521318288611e-06,1.257002693109257e-12,2.1785457904208555e-26,8.447272164196279e-19,3.1023400767107863e-12,9.803451006011537e-09,4.549484620731135e-07,4.865130946708299e-13,7.970981640443487e-18,4.626686400299494e-07,3.3879547232878334e-16,2.0369735391318806e-14,1.6696101729026476e-09,8.12724287798779e-12,3.7234828904320118e-06,5.4348481895244375e-15,5.164615944942338e-10,1.0642669375405298e-11,5.951029686549758e-16,8.704560814773487e-14,5.2095442562578946e-15,2.742662245040528e-11,9.918105390657101e-12,3.76,0.0,0.695364286323008,0.9986728819592875,0.0015362378191342407,1.9302162437706453e-06,0.04325493999927515,0.04349358215005801,5.124095348706447e-13,1.4268720114055107e-17,2.2678379843495614e-05,2.711729812379862e-10,1.3756339020945194e-07,3.7383226357646093e-07,4.0935102861926984e-08,0.0014523583828830293,0.00037730129489643737,6.530005478521247e-08,1.768541971161813e-10,4.369434736020999e-05,1.3774103938079172e-08,7.970001660456828e-09,1.9815679267413262e-08,7.803561544659411e-09,2.8786778696296796e-11,1.9301071461590147e-10,1.7369936003993756e-08,1.944146184881321e-09,2.0424146715489054e-07,8.499991914988742e-09,3.896813011367897e-08,3.2563360746605746e-06,7.710860530643366e-16,3.5551168403832465e-07,1.3279921635979111e-08,7.188041264439773e-10,4.0940593841781873e-16,2.637258253648449e-14,2.5486813623817204e-16,2.3665372709905756e-10,2.5836436003101296e-17,1.5423520376957993e-13,1.5353370657967209e-15
0.020650573222057444,0.4890909451977086,1.1597493890288478e-08,1.7722683047070853e-09,9.681407255894776e-08,0.00015261948199037916,0.0,0.0,0.00022611466821537273,0.00017057360988512264,0.00023114472710737563,1.2827792252385054e-06,1.2800433687750317e-12,2.2340734966212556e-26,8.61262983579376e-19,3.1447045126504603e-12,9.872179811961655e-09,4.614662086585086e-07,4.974062870152596e-13,8.09016169738093e-18,4.659528054926461e-07,3.4121737733809476e-16,2.0648190967417365e-14,1.692499453430411e-09,8.216877102606257e-12,3.783648458193818e-06,5.492417391536658e-15,5.241271893153155e-10,1.0815437111550253e-11,6.075259481011345e-16,8.882578531121895e-14,5.3141439406870995e-15,2.7743556075104303e-11,1.0099127853987033e-11,3.76,0.0,0.6951960869142394,0.9986617144869743,0.0015520283809592745,1.9483727854325904e-06,0.04340418888654898,0.04364460739755986,5.141775773776957e-13,1.4317989401655467e-17,2.2678126246772383e-05,2.7420524244231737e-10,1.391111893014995e-07,3.7663307369090554e-07,4.124953161513095e-08,0.0014666096812909727,0.0003809642858672577,6.5633612942147e-08,1.7870108576741644e-10,4.388428320768042e-05,1.3880201976844817e-08,8.096922542085312e-09,1.996756409600579e-08,7.908392655778536e-09,2.929403697537011e-11,1.963477464148433e-10,1.7605405453414733e-08,1.9784119678414473e-09,2.0518545846684138e-07,8.563334105587636e-09,3.946167143089394e-08,3.301591091808763e-06,7.830376865122093e-16,3.592316487549123e-07,1.341834155157745e-08,7.314441145245399e-10,4.166052131633028e-16,2.7050787238631916e-14,2.6031085815213684e-16,2.405568948649266e-10,2.6290760235574395e-17,1.5694737315689453e-13,1.5602784903152182e-15
0.020724151290339932,0.48910507499008765,1.1664786460116893e-08,1.790139259192499e-09,9.758802099074434e-08,0.00015390242272626976,0.0,0.0,0.00022702672633275188,0.00017194487746991362,0.00023279632426500361,1.3075222232513039e-06,1.303469438674875e-12,2.2909034990003197e-26,8.780873031974773e-19,3.1875537290337077e-12,9.941270772057318e-09,4.680674595895263e-07,5.085185295410268e-13,8.210810317067399e-18,4.6924834300718175e-07,3.4364791508636045e-16,2.0929838431978834e-14,1.7156468718632492e-09,8.307333676353012e-12,3.844625006173765e-06,5.550452109034027e-15,5.318947537025674e-10,1.0990614618059623e-11,6.201870703790247e-16,9.064050822777381e-14,5.420578341676014e-15,2.8063419718794853e-11,1.0282959012556806e-11,3.76,0.0,0.6950277902141523,0.9986504673649057,0.001567943371953454,1.9666556467181014e-06,0.04355339408041415,0.04379560178477366,5.159451022811024e-13,1.4367244935899292e-17,2.2677870841321417e-05,2.772644929083604e-10,1.4067287646863589e-07,3.794502789621289e-07,4.156589976299123e-08,0.0014809673037066856,0.000384653980937583,6.597017142660245e-08,1.8056328887915307e-10,4.4076014854225105e-05,1.398682825585775e-08,8.225544641044721e-09,2.0120194494869235e-08,8.014420167842515e-09,2.980918697999055e-11,1.9973553955120229e-10,1.7843991806210027e-08,2.013210899515351e-09,2.0613446199805417e-07,8.62704325546803e-09,3.9960082383198216e-08,3.3474310672254514e-06,7.951464059559736e-16,3.6298235312211886e-07,1.3557897365604882e-08,7.442801368284387e-10,4.239161415360793e-16,2.774511865806067e-14,2.658627397777939e-16,2.4452146319514465e-10,2.6752130570999582e-17,1.597016055747893e-13,1.585559087696691e-15
0.02079772935862242,0.48911920815884014,1.1732343328907948e-08,1.8081600498993293e-09,9.836681512557654e-08,0.00015519245261268536,0.0,0.0,0.00022794064158175025,0.00017332414856605598,0.00023445912352257735,1.3326874499885923e-06,1.3272869930497831e-12,2.3490596375123938e-26,8.952047746658893e-19,3.230892566800533e-12,1.0010725897407955e-08,4.747532350391355e-07,5.198538204586788e-13,8.33294261096332e-18,4.7255524960620085e-07,3.4608708644325243e-16,2.1214709740288215e-14,1.7390548919070837e-09,8.398619594729859e-12,3.906421618058265e-06,5.608955373051058e-15,5.397655726221534e-10,1.1168231156305651e-11,6.330905751415043e-16,9.249041360527675e-14,5.528875729864111e-15,2.838623655797025e-11,1.0469635976694981e-11,3.76,0.0,0.6948593954708873,0.9986391400837442,0.0015839835525257367,1.9850654899241353e-06,0.04370255549262546,0.043946565343195354,5.177121085354913e-13,1.4416486696247342e-17,2.2677613615576404e-05,2.803509375168284e-10,1.4224855796287278e-07,3.8228397656714386e-07,4.188421963819069e-08,0.0014954318680125672,0.00038837052736789027,6.630975278187879e-08,1.8244091746055429e-10,4.426955649831928e-05,1.409398475780481e-08,8.355887098677964e-09,2.027357319857345e-08,8.121655984269406e-09,3.033233922539564e-11,2.031747860751284e-10,1.8085738070020597e-08,2.048550443692642e-09,2.0708852828991912e-07,8.691121508394095e-09,4.046339936900237e-08,3.39386355501107e-06,8.074139546585579e-16,3.667640174306211e-07,1.3698597124237154e-08,7.573149251570983e-10,4.3134027946631176e-16,2.845593529309271e-14,2.7152588453618193e-16,2.4854837105216067e-10,2.7220645199154548e-17,1.6249848718831952e-13,1.6111827171263519e-15
