Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62)
9.356880572332861e-10,0.8706644684262531,9.26415349035439e-09,8.047756051154546e-12,2.4013153846128567e-10,4.4636671013214434e-11,0.0,0.0,1.497931250595232e-07,4.739681551769268e-13,2.296085238583249e-14,1.8360749385416518e-20,1.143901965840963e-18,8.63678796429937e-30,5.171663399160357e-22,2.4053208246653213e-17,2.167429614890452e-20,8.110851656891378e-19,5.792415784917614e-22,5.33759231209602e-20,5.685720667855699e-10,5.669407477179405e-17,1.981913033781365e-20,1.371670683030367e-33,2.537477240297306e-26,6.120670017435528e-21,1.2659365270574927e-15,5.9500884604900246e-21,1.2293923960986541e-39,2.6372394426848777e-29,1.3194272847002295e-26,3.9716774407817245e-25,1.3199829208913281e-18,2.5007258815794847e-33,3.76,0.0,0.6059443931717162,0.9973394798274423,4.1808213100203104e-13,3.983956158080496e-24,0.00048130685763362837,0.000481308724382873,4.571349931223413e-10,1.0016204582458347e-12,0.0026603701375635426,9.66808391489213e-14,1.4418859227053373e-14,1.3798785061920323e-07,2.969985703525901e-09,7.721081102572432e-10,8.461433451103183e-09,2.8919520190110858e-05,2.956957282223069e-13,2.3415568834498254e-10,2.7103606701261286e-10
9.637963296995042e-10,0.8706668835575897,9.833496303086127e-09,8.68125457066998e-12,2.5495807221909087e-10,4.88030614706467e-11,0.0,0.0,1.5428644618826134e-07,5.02858590546203e-13,2.509201564391486e-14,2.066982756074479e-20,1.2876582068053636e-18,9.688460745457893e-30,5.512175135707762e-22,2.629130586897095e-17,2.4591108333038532e-20,9.131303729112577e-19,6.406975144865874e-22,5.840175041449828e-20,6.032413192412589e-10,6.19508207756954e-17,2.2301876745771313e-20,1.700527845177309e-33,2.9588162909048913e-26,7.097339803931889e-21,1.3837311621861488e-15,6.86414161260854e-21,1.5533663729528533e-39,3.135093143813081e-29,1.5296521034505036e-26,4.590069769887545e-25,1.4859979329592686e-18,3.128286357365441e-33,3.76,0.0,0.6059295019473566,0.9973188247031665,4.571501078902322e-13,4.6509700006580795e-24,0.0004957592954316602,0.000495761269634026,4.803603849926717e-10,1.0587120338921072e-12,0.0026810207536034,1.0288040997580058e-13,1.5373680219354032e-14,1.4178461367723563e-07,3.124602026644195e-09,8.384485403098689e-10,8.962636453565228e-09,2.9787895632138882e-05,3.139220224619184e-13,2.484255955857414e-10,2.858404390121672e-10
9.919046021657223e-10,0.8706692986325477,1.0419839665279202e-08,9.349566410004803e-12,2.702400749181798e-10,5.322152301254079e-11,0.0,0.0,1.5877953093646762e-07,5.326031957307429e-13,2.7351102702738857e-14,2.3190410191348047e-20,1.4445574603710046e-18,1.0840484510024052e-29,5.864672822778215e-22,2.866463189650457e-17,2.780409809122353e-20,1.0245226747489968e-18,7.065370477329435e-22,6.374025654729102e-20,6.389362868117916e-10,6.752239332754569e-17,2.5010540140754918e-20,2.0956170782237394e-33,3.43535310176795e-26,8.19492621587142e-21,1.5086305530298977e-15,7.88502099562664e-21,1.94939860942888e-39,3.707963060953423e-29,1.765846260411735e-26,5.282278527091097e-25,1.667210851614683e-18,3.888975408124067e-33,3.76,0.0,0.6059146110881933,0.9972995124593147,4.985949701456453e-13,5.4063799203123915e-24,0.0005102113763775424,0.0005102134607394657,5.039361975177952e-10,1.117159894059741e-12,0.0027003284889972608,1.0929848159288824e-13,1.6360625680298527e-14,1.455625215535613e-07,3.281756068585486e-09,9.081830293934833e-10,9.47740902710968e-09,3.065624931073811e-05,3.3271170130513573e-13,2.6311728527498603e-10,3.00947083321808e-10
9.999999999999999e-10,0.870671713651127,1.0591862117775887e-08,9.548645082507894e-12,2.7472602789350897e-10,5.4541875049784165e-11,0.0,0.0,1.6007353077154365e-07,5.413282964075355e-13,2.802599125627982e-14,2.3957358096488678e-20,1.4922928622445604e-18,1.1191901957058681e-29,5.968429090444572e-22,2.93738219092553e-17,2.8787351846869195e-20,1.0584163373804866e-18,7.263370439375063e-22,6.533725357665363e-20,6.494069557873456e-10,6.918673004164008e-17,2.5834426076005112e-20,2.2232065928294314e-33,3.583596111810843e-26,8.534993254088301e-21,1.5459499834493067e-15,8.200080338222022e-21,2.078649309219844e-39,3.888065866486981e-29,1.8390153843879543e-26,5.496209459394163e-25,1.7223473573262831e-18,4.1359810767683545e-33,3.76,0.0,0.605910322474394,0.9972941869612908,5.109824558000677e-13,5.6415751652840466e-24,0.0005143736202365926,0.0005143757368246973,5.107894731776364e-10,1.1342425014095003e-12,0.0027056526885087997,1.1118787605714016e-13,1.665083816043564e-14,1.4664710660065316e-07,3.327476174512571e-09,9.289043500668783e-10,9.628174791769182e-09,3.090633778688634e-05,3.3822806906610624e-13,2.674268341956828e-10,3.053531188766024e-10
1.0200128746319404e-09,0.870671713651127,1.1023168050674182e-08,1.0053699573574984e-11,2.8597853359885713e-10,5.7899460098802866e-11,0.0,0.0,1.6327238520984987e-07,5.632019478872038e-13,2.9741839842647504e-14,2.5935085485986515e-20,1.6153776116276521e-18,1.2100083088473988e-29,6.229234587166822e-22,3.117723168854329e-17,3.133430661886404e-20,1.1458173753772418e-18,7.769350174343042e-22,6.940186252546654e-20,6.75656949673402e-10,7.341789480194281e-17,2.795838915236332e-20,2.5679035096688395e-33,3.9725165195543674e-26,9.424331844526722e-21,1.640844487751065e-15,9.021455068346977e-21,2.4307208391279755e-39,4.3644383030519415e-29,2.0303428399999386e-26,6.0545691639794945e-25,1.864523550981607e-18,4.806180456943641e-33,3.76,0.0,0.6058997205942038,0.9972814557710147,5.424887654646159e-13,6.2590311333726855e-24,0.000524663100498315,0.0005246652977079528,5.278502464251915e-10,1.1769472106282861e-12,0.0027183806686108397,1.1593799123410085e-13,1.737973928283112e-14,1.4932168613947966e-07,3.441362291846551e-09,9.81365893451225e-10,1.0005683816103372e-08,3.1524581226421246e-05,3.5206690231831984e-13,2.782307457610756e-10,3.163499518772623e-10
1.0481211470981584e-09,0.8706741286133286,1.164346438040035e-08,1.0794660244735273e-11,3.0217443532689124e-10,6.28442696102542e-11,0.0,0.0,1.677650145319256e-07,5.946548252476102e-13,3.226795324655806e-14,2.891681302454566e-20,1.8009189388291756e-18,1.3474840660699648e-29,6.605936558276681e-22,3.383315925333977e-17,3.5203686521003665e-20,1.2775859450013354e-18,8.520697218362668e-22,7.539710303209786e-20,7.134032880039163e-10,7.964642310586469e-17,3.115906871015852e-20,3.12980706241682e-33,4.5761050513374644e-26,1.0797096824067973e-20,1.7805828955141777e-15,1.0282585364679825e-20,3.012519232959041e-39,5.113793151236804e-29,2.3256103916206243e-26,6.913531469779235e-25,2.078864075143091e-18,5.906611970733296e-33,3.76,0.0,0.6058848304653662,0.9972645729915401,5.88903700686308e-13,7.21838875083778e-24,0.0005391144678204724,0.0005391167805482467,5.520907703268161e-10,1.238057342301606e-12,0.0027352589391635013,1.2280195272933446e-13,1.8431062609309207e-14,1.5306221827442186e-07,3.6033372639510256e-09,1.0580496085500088e-09,1.0547393863933765e-08,3.2392891379700606e-05,3.7198982486832057e-13,2.937659657162514e-10,3.3204311813542666e-10
1.0762294195643765e-09,0.8706765435191516,1.2280710069016854e-08,1.1573452688103163e-11,3.188287670591821e-10,6.806334015944834e-11,0.0,0.0,1.722574240689102e-07,6.269618070489095e-13,3.4933169003128275e-14,3.2148924569287976e-20,2.002004116092938e-18,1.497271122964923e-29,6.994852925353168e-22,3.6636477414772696e-17,3.943511938816067e-20,1.4204160319272903e-18,9.321232539879873e-22,8.173662967397037e-20,7.521752819827134e-10,8.621707168063542e-17,3.46266000529847e-20,3.795338798673753e-33,5.252301608212785e-26,1.2325417188220012e-20,1.9280558455663477e-15,1.1677971506679384e-20,3.712135605273238e-39,5.966018475933476e-29,2.6542567558054403e-26,7.866085898902645e-25,2.311186652871894e-18,7.220638444410978e-33,3.76,0.0,0.6058699407016587,0.997248787781876,6.37912141817991e-13,8.294563859889925e-24,0.0005535654783699817,0.0005535679092691072,5.766464155892115e-10,1.3004738333131868e-12,0.0027510396396644913,1.2989345635928277e-13,1.951463549529853e-14,1.5678422777790647e-07,3.767599606885272e-09,1.1382848574055634e-09,1.1102472609260217e-08,3.326117977108821e-05,3.924827299740613e-13,3.0972293410322133e-10,3.480207745684385e-10
1.1043376920305946e-09,0.8706789583685953,1.2934885066801043e-08,1.239107916589013e-11,3.359425154842495e-10,7.356405146806495e-11,0.0,0.0,1.7674961865271e-07,6.601228734680065e-13,3.774121310811891e-14,3.5645124871993765e-20,2.21947821396893e-18,1.6602027728900799e-29,7.3960559898661625e-22,3.9591257957721584e-17,4.405243318793877e-20,1.5749114729071424e-18,1.0172816974306742e-21,8.843121411767303e-20,7.919729117906884e-10,9.31389295041791e-17,3.837538076202347e-20,4.5802696301091515e-33,6.007688848696978e-26,1.402216300611539e-20,2.083473546243598e-15,1.321759524988199e-20,4.549321993906376e-39,6.93185322925886e-29,3.0190328301517034e-26,8.919489443736987e-25,2.562471710347911e-18,8.782706254689839e-33,3.76,0.0,0.6058550513030603,0.9972340287686715,6.89586613986422e-13,9.498340980138621e-24,0.000568016132172298,0.0005680186838792925,6.015062227026336e-10,1.3641804121152505e-12,0.002765794143458473,1.3721566867532142e-13,2.0630496747211494e-14,1.6048782347919544e-07,3.934069950500742e-09,1.2221205722187116e-09,1.1670853882460294e-08,3.4129446401095855e-05,4.1354794009277553e-13,3.2610164010243733e-10,3.6427723033879185e-10
1.1324459644968127e-09,0.8706813731616596,1.360596790400544e-08,1.3248539844558804e-11,3.535166669072982e-10,7.935377371202168e-11,0.0,0.0,1.8124160280275042e-07,6.941380055599434e-13,4.0695811467151857e-14,3.941949251401175e-20,2.4542087020931917e-18,1.8371511418928166e-29,7.809616219906437e-22,4.2701581782362537e-17,4.9080419903110265e-20,1.741692305162955e-18,1.1077354923697545e-21,9.549175131499156e-20,8.32796157610217e-10,1.004210810929703e-16,4.242018479990295e-20,5.502286272454922e-33,6.849264360948031e-26,1.5900896781712698e-20,2.2470463439791733e-15,1.4911865028931306e-20,5.546473443173541e-39,8.022816484974582e-29,3.4228363974493375e-26,1.0081341746627567e-24,2.833725885690899e-18,1.0631727530586487e-32,3.76,0.0,0.6058401622695501,0.9972202292193358,7.439998014271082e-13,1.0841205064673888e-23,0.0005824664292523813,0.0005824691043875606,6.266596120702348e-10,1.4291609900377652e-12,0.00277958918313045,1.4477183234111514e-13,2.1778684339090342e-14,1.6417311324583504e-07,4.102670884001189e-09,1.3096039793340405e-09,1.2252471902086324e-08,3.499769127023505e-05,4.3518783897455637e-13,3.4290207309410795e-10,3.808069088791734e-10
1.1605542369630307e-09,0.8706837878983433,1.4293935730934503e-08,1.4146832717467106e-11,3.715522071011536e-10,8.54398669401677e-11,0.0,0.0,1.857333807461271e-07,7.290071852009745e-13,4.3800689895973344e-14,4.348648073511583e-20,2.7070854492819493e-18,2.029028085069617e-29,8.235602299330007e-22,4.597153903522918e-17,5.454485293733756e-20,1.9213947763353093e-18,1.2036796298656782e-21,1.0292926259729736e-19,8.746449996251222e-10,1.0807260650433164e-16,4.6776162571517775e-20,6.581185071357328e-33,7.784456507593542e-26,1.797589158162738e-20,2.418984722237794e-15,1.6771619410195857e-20,6.728923388304807e-39,9.251239381257992e-29,3.8687158809746333e-26,1.1359590704112411e-24,3.1259820411475665e-18,1.28115674719312e-32,3.76,0.0,0.605825273601107,0.9972073267423148,8.012245473848411e-13,1.2335370043181967e-23,0.0005969163696347119,0.0005969191708026694,6.520963714105049e-10,1.495399659940313e-12,0.002792487150229912,1.5256526593498883e-13,2.2959236088259875e-14,1.6784020401010132e-07,4.273326911815243e-09,1.4007806398121638e-09,1.2847261271517068e-08,3.586591437901721e-05,4.574048714378509e-13,3.6012422258986075e-10,3.976043456744368e-10
1.1886625094292488e-09,0.8706862025786457,1.4998764360550352e-08,1.5086953515458256e-11,3.9005012120943083e-10,9.182968045105008e-11,0.0,0.0,1.9022495643676872e-07,7.647303950342537e-13,4.7059574123085075e-14,4.7860918300724196e-20,2.979020726186452e-18,2.2367861185301249e-29,8.674081179581653e-22,4.9405229252136714e-17,6.047250481759886e-20,2.1146713564951404e-18,1.3053140490789417e-21,1.107548988799595e-19,9.175194180206387e-10,1.1610258133836096e-16,5.1458840990278905e-20,7.839049071488358e-33,8.82114003474208e-26,2.0262149481898612e-20,2.5994993004582594e-15,1.8808131219923636e-20,8.125210318502851e-39,1.0630297716418627e-28,4.3598741759504496e-26,1.2762538380425505e-24,3.440299277429003e-18,1.5371489580941852e-32,3.76,0.0,0.6058103852977115,0.9971952630018435,8.613338540741546e-13,1.3993806722724906e-23,0.0006113659533433046,0.0006113688831333755,6.77806642379989e-10,1.5628806948306922e-12,0.0028045463805168387,1.6059936377965146e-13,2.4172189713763515e-14,1.71489201794561e-07,4.445964406968026e-09,1.4956944923705577e-09,1.3455156975594457e-08,3.673411572795352e-05,4.802015432272478e-13,3.7776807822927675e-10,4.146641859207022e-10
1.2167707818954669e-09,0.8706886172025652,1.5720428306353773e-08,1.6069895635849685e-11,4.090113936057312e-10,9.853055225235836e-11,0.0,0.0,1.94716333573001e-07,8.013076184202361e-13,5.04761897888547e-14,5.2558010350140096e-20,3.27094920487158e-18,2.461419300233124e-29,9.125118125708421e-22,5.300676147526056e-17,6.68911646077656e-20,2.3221907476583524e-18,1.4128438264732223e-21,1.1897994371172462e-19,9.614193929833827e-10,1.2452007674027652e-16,5.648412356446946e-20,9.300469555417096e-33,9.96765242577975e-26,2.2775419682894578e-20,2.7888008329200816e-15,2.103311041160368e-20,9.767418115745076e-39,1.2174044256143737e-28,4.899672392978729e-26,1.4298846345117577e-24,3.77776294533076e-18,1.836671773513915e-32,3.76,0.0,0.6057954973593429,0.9971839834567607,9.244008825291438e-13,1.5830272445478698e-23,0.0006258151804017243,0.0006258182413884355,7.03780908972161e-10,1.6315885464851677e-12,0.0028158214151469655,1.6887759572732982e-13,2.541758349144228e-14,1.7512021173558204e-07,4.620511569387892e-09,1.5943878917204805e-09,1.4076094377466695e-08,3.760229531755515e-05,5.035804207763994e-13,3.958336297136867e-10,4.319811824135896e-10
1.244879054361685e-09,0.8706910317701002,1.645890082344387e-08,1.7096650056571153e-11,4.2843700781461993e-10,1.0554980846731275e-10,0.0,0.0,1.992075156143036e-07,8.387388393891385e-13,5.405426244828469e-14,5.75933392902483e-20,3.583827961528393e-18,2.703964154540655e-29,9.5887767658079e-22,5.678025438541539e-17,7.382965568008944e-20,2.544637895827509e-18,1.526479607259021e-21,1.2761581645908477e-19,1.0063449047013197e-09,1.3333415940231128e-16,6.186829048888623e-20,1.0992745839287982e-32,1.123280993143302e-25,2.5532217010104083e-20,2.9871002076244416e-15,2.3458707817341036e-20,1.1691478921952234e-38,1.3897441845701003e-28,5.491633694550816e-26,1.597754140157211e-24,4.139484659883185e-18,2.185894351160141e-32,3.76,0.0,0.6057806097859812,0.9971734371110508,9.904989525413705e-13,1.7859339880467494e-23,0.0006402640508330998,0.0006402672455766051,7.300099849106754e-10,1.7015078440305221e-12,0.0028263632501320498,1.7740350697871574e-13,2.6695456173217737e-14,1.7873333810620223e-07,4.796898381034409e-09,1.6969016499047778e-09,1.4710009215388134e-08,3.847045314833314e-05,5.275441310700456e-13,4.143208668173118e-10,4.4955019328145055e-10
1.272987326827903e-09,0.8706934462812492,1.721415394422114e-08,1.8168205271559626e-11,4.483279463763981e-10,1.1289476283421155e-10,0.0,0.0,2.036985057966032e-07,8.770240425977766e-13,5.779751756890682e-14,6.298286566013988e-20,3.9186364754775385e-18,2.965500536224111e-29,1.0065119134035168e-21,6.072983640554358e-17,8.131785312782922e-20,2.7827140000201525e-18,1.6464377845648284e-21,1.3667407530677162e-19,1.052295933363733e-09,1.4255389156611277e-16,6.762799875403374e-20,1.2946137326051705e-32,1.2625924438321265e-25,2.8549840008808416e-20,3.194608445098484e-15,2.609751743724828e-20,1.3937562877705192e-38,1.5816395979533955e-28,6.139447024886465e-26,1.7808020660268567e-24,4.5266023113582625e-18,2.591697084314789e-32,3.76,0.0,0.6057657225776075,0.9971635762864929,1.0597015424591524e-12,2.0096427821955298e-23,0.0006547125646601355,0.0006547158957066396,7.564850030016105e-10,1.7726233925392908e-12,0.0028362195636888183,1.8618071785114574e-13,2.8005847648095652e-14,1.823286843370466e-07,4.975056566596383e-09,1.8032750724332895e-09,1.5356837599736448e-08,3.933858922079846e-05,5.520953613920489e-13,4.332297793204112e-10,4.673661799791569e-10
1.3010955992941211e-09,0.87069586073601,1.79861585180406e-08,1.9285547207982212e-11,4.68685190785339e-10,1.2057271613973616e-10,0.0,0.0,2.081893071469734e-07,9.161632132878108e-13,6.170968053403894e-14,6.874292905012172e-20,4.276376632001745e-18,3.2471525479784013e-29,1.0554205717932699e-21,6.485964582331824e-17,8.938670160987982e-20,3.0371365243870637e-18,1.77294096741311e-21,1.4616642042335834e-19,1.0992724591611961e-09,1.521883310245944e-16,7.37802822608356e-20,1.5194087555654292e-32,1.415681990666277e-25,3.184638950537639e-20,3.411536697220073e-15,2.8962579867319026e-20,1.6550419276988842e-38,1.7947788381283544e-28,6.846970953333429e-26,1.980005710019817e-24,4.9402800792374745e-18,3.0617289966136133e-32,3.76,0.0,0.605750835734202,0.9971543564037884,1.1320822891112219e-12,2.255783084723849e-23,0.000669160721905128,0.0006691641917872933,7.831974032150788e-10,1.844920171580133e-12,0.002845434935111333,1.9521292358817095e-13,2.934879872318972e-14,1.8590635303689097e-07,5.154919550206079e-09,1.913545998170065e-09,1.6016516009952854e-08,4.020670353546211e-05,5.772368591927347e-13,4.525603570349375e-10,4.854242050886224e-10
1.3573121442265573e-09,0.8707006894763589,1.9580299708279686e-08,2.166152176706026e-11,5.108025171489905e-10,1.3695675519260278e-10,0.0,0.0,2.1717035449351667e-07,9.970034007840875e-13,7.005563109278057e-14,8.14419258272605e-20,5.0647714357019015e-18,3.875526200260223e-29,1.157084599002261e-21,7.367654986482623e-17,1.0739558282607917e-19,3.5979720682493715e-18,2.046505014083436e-21,1.6650089778691275e-19,1.1963019229298489e-09,1.727375407680592e-16,8.733259595872899e-20,2.072509474073691e-32,1.767391459370604e-25,3.935279137558596e-20,3.874498502100339e-15,3.5425868956751854e-20,2.3081038231297043e-38,2.292049330824062e-28,8.457455350865786e-26,2.4309801660236582e-24,5.8521041912616224e-18,4.229367370078269e-32,3.76,0.0,0.6057210631422191,0.997137675488627,1.2866735908691443e-12,2.822333177149763e-23,0.0006980559667361915,0.0006980597218354755,8.37301587526379e-10,1.992998203423459e-12,0.0028621068268519434,2.1405747377760705e-13,3.2132551118978746e-14,1.9300906427878808e-07,5.519501883751123e-09,2.145924585200507e-09,1.7374170654237854e-08,4.194286689342819e-05,6.293019463061275e-13,4.924864671389943e-10,5.222471150948553e-10
1.4060043574298633e-09,0.8707048717292173,2.1014929906547908e-08,2.387672646899489e-11,5.487992941966422e-10,1.5229280498374573e-10,0.0,0.0,2.2494874351867655e-07,1.0697840324973068e-12,7.786560508159404e-14,9.380008528804366e-20,5.831630375613936e-18,4.496273442422178e-29,1.2493153511587324e-21,8.193511393962381e-17,1.2518331428794696e-19,4.14364798065178e-18,2.3068341244996674e-21,1.856298941019313e-19,1.2836594251843876e-09,1.919621261198465e-16,1.0050757134949032e-19,2.685262179844832e-32,2.1268447119332224e-25,4.69424181589074e-20,4.307936924996939e-15,4.1886790256425673e-20,3.044583964392017e-38,2.809293990050258e-28,1.0085079501466549e-25,2.8837504170717208e-24,6.739203544372505e-18,5.537358421195733e-32,3.76,0.0,0.6056952766574584,0.9971249325607762,1.4315436719881933e-12,3.4026754084695777e-23,0.0007230825604503048,0.0007230865706591358,8.848565477389574e-10,2.124937228088929e-12,0.002874841938084645,2.3124029459142166e-13,3.4649381822267713e-14,1.9910491287020907e-07,5.840202402826304e-09,2.3601292562578194e-09,1.8591059559811685e-08,4.34465822607284e-05,6.763335394290959e-13,5.284316913202469e-10,5.548792996093912e-10
1.4546965706331693e-09,0.870709053812826,2.249937001428981e-08,2.6243221712346443e-11,5.882092919286646e-10,1.6873124997238546e-10,0.0,0.0,2.327266014592778e-07,1.1451271416109228e-12,8.623535490115962e-14,1.0751793185390321e-19,6.682455883470651e-18,5.195253882745604e-29,1.3454504254333355e-21,9.079370540852797e-17,1.4519869593115849e-19,4.7492376954823164e-18,2.5902491880327515e-21,2.0623382731706e-19,1.3740940548349276e-09,2.1255965236315222e-16,1.1511806749075474e-19,3.449675461811484e-32,2.5438687352003543e-25,5.566090509184039e-20,4.772647712842737e-15,4.9230466171928774e-20,3.9776480389590733e-38,3.4185987327093957e-28,1.195402870006188e-25,3.400476621361297e-24,7.72362398325146e-18,7.185243518420698e-32,3.76,0.0,0.6056694912676617,0.9971135898295882,1.5870033055801066e-12,4.077379660304842e-23,0.0007481080844002546,0.0007481123571422779,9.330140070594206e-10,2.260214746748248e-12,0.002886176851762579,2.492438700507541e-13,3.726456546569183e-14,2.0514913806207778e-07,6.1651398041156545e-09,2.586510165330012e-09,1.98456229109279e-08,4.495023234241855e-05,7.251779384495319e-13,5.65642142254173e-10,5.881716802543171e-10
1.5033887838364753e-09,0.8707132357271709,2.4033434905653232e-08,2.8766044135186152e-11,6.290375690516014e-10,1.8630957855745659e-10,0.0,0.0,2.4050393880716306e-07,1.2230326660484403e-12,9.518424412939565e-14,1.2269252760823094e-19,7.623166576596466e-18,5.979812225942685e-29,1.445516827763596e-21,1.0027416040089856e-16,1.6763850782400872e-19,5.418987704612904e-18,2.8981397806556618e-21,2.2837836375624504e-19,1.4676057089404406e-09,2.3457706543412563e-16,1.3126460013259113e-19,4.396560754470488e-32,3.0253926575544305e-25,6.562986687438221e-20,5.269732552975119e-15,5.753907841858276e-20,5.150228530114381e-38,4.132214261871317e-28,1.4090168038834024e-25,3.987486902235005e-24,8.812252212906527e-18,9.245782029167222e-32,3.76,0.0,0.6056437069727338,0.9971034933178535,1.753440292229636e-12,4.85805773362765e-23,0.0007731325386903238,0.0007731370813303946,9.817380760860066e-10,2.3987580422994043e-12,0.002896265545079957,2.680897583467674e-13,3.9978370732294177e-14,2.1114224918932417e-07,6.494017572785608e-09,2.825221476047235e-09,2.113754188031224e-08,4.6453817141155546e-05,7.758513089034097e-13,6.041177653940836e-10,6.221015745399631e-10
1.5520809970397813e-09,0.8707174174722331,2.561693103510389e-08,3.145020314717484e-11,6.71289169264235e-10,2.0506513212075232e-10,0.0,0.0,2.4828076490528967e-07,1.3035005469278885e-12,1.0473163554126346e-13,1.3942441056751815e-19,8.659882846050451e-18,6.857749069161168e-29,1.5495404350569321e-21,1.1039840962886308e-16,1.9271034930641121e-19,6.157291629486801e-18,3.231973286260211e-21,2.521306485655878e-19,1.5641942845697907e-09,2.580612713533234e-16,1.4905108979676974e-19,5.561746641093899e-32,3.578926526128396e-25,7.697937519718192e-20,5.800294227522978e-15,6.68989487918279e-20,6.612709793542802e-38,4.9634958151102935e-28,1.6521143389323694e-25,4.6514800102129746e-24,1.0012212434107782e-17,1.180425175886104e-31,3.76,0.0,0.6056179237725812,0.997094506070767,1.931243844924986e-12,5.757330779748449e-23,0.0007981559234218696,0.0007981607432689739,1.0309949996728175e-09,2.5404958702994512e-12,0.0029052449728264183,2.8780017604391147e-13,4.2791087264171954e-14,2.1708474926270052e-07,6.826552047207295e-09,3.0764063996383486e-09,2.2466500782923662e-08,4.795733665959709e-05,8.283703435887369e-13,6.438585053179816e-10,6.566470837737229e-10
1.6007732102430874e-09,0.8707215990479957,2.7249656927870918e-08,3.430068001702954e-11,7.149691204493801e-10,2.2503509851125514e-10,0.0,0.0,2.5605708808053134e-07,1.386530728184568e-12,1.1489689111767334e-13,1.5781760976888511e-19,9.798926865289021e-18,7.837334041488997e-29,1.657546052583273e-21,1.2118847952992122e-16,2.206329170604829e-19,6.9686903793273e-18,3.5933014401996466e-21,2.775593516999404e-19,1.6638596788013689e-09,2.830591362576073e-16,1.6858486464459245e-19,6.986680209029406e-32,4.212590257808617e-25,8.984824707390682e-20,6.365436591896314e-15,7.740056116576997e-20,8.423856852083367e-38,5.926956103334902e-28,1.927644052766418e-25,5.399532451714907e-24,1.1330866516328891e-17,1.4960031780221178e-31,3.76,0.0,0.6055921416671111,0.9970865061801031,2.120804585512541e-12,6.788883062406082e-23,0.0008231782386934859,0.0008231833430034991,1.0807530228281061e-09,2.6853584356274797e-12,0.002913237043214819,3.0839799416489467e-13,4.570302427162336e-14,2.2297713517704237e-07,7.162471881421293e-09,3.340197689655173e-09,2.3832187036432496e-08,4.946079090040122e-05,8.827522595019675e-13,6.848643059144075e-10,6.917870649701664e-10
1.6494654234463934e-09,0.870725780454439,2.8931403638983903e-08,3.7322427060600116e-11,7.6008243376228e-10,2.4625650608910066e-10,0.0,0.0,2.6383291576053504e-07,1.4721231562395393e-12,1.2569937204432926e-13,1.7797966041297187e-19,1.104682258585311e-17,8.927318618321689e-29,1.76955746752511e-21,1.326664932356861e-16,2.5163628250889247e-19,7.857872298412334e-18,3.983766345235747e-21,3.0473471295550273e-19,1.7666017887227548e-09,3.0961748643344906e-16,1.899766635330714e-19,8.719093151383181e-32,4.935143341116772e-25,1.0438433228357895e-19,6.9662645527380886e-15,8.913857602711495e-20,1.0651844800029339e-37,7.038318173788493e-28,2.238744393623368e-25,6.23910523806616e-24,1.2775814157066544e-17,1.8828361516638203e-31,3.76,0.0,0.605566360656232,0.9970793850466511,2.3225145406109966e-12,7.9675174582995e-23,0.0008481994846011537,0.0008482048805794477,1.1309822685805872e-09,2.833277369113628e-12,0.0029203503554429146,3.2990673404630273e-13,4.8714511075979905e-14,2.28819897900234e-07,7.5015175407765e-09,3.6167181058380883e-09,2.5234291123314537e-08,5.0964179866226434e-05,9.390147943941774e-13,7.27135110364753e-10,7.275011042886504e-10
1.6981576366496994e-09,0.8707299616915428,3.066195516770943e-08,4.0520366976673395e-11,8.066341025943385e-10,2.6876621856297894e-10,0.0,0.0,2.7160825456746147e-07,1.5602777797344335e-12,1.3715843868640742e-13,2.0002161906971076e-19,1.2410295714517119e-17,1.013694846257228e-28,1.8855974970909115e-21,1.4485467128467039e-16,2.8596216809274275e-19,8.829673297644112e-18,4.405105577405458e-21,3.3372858560983716e-19,1.872420511430422e-09,3.377831083522559e-16,2.1334063932862174e-19,1.081375686544782e-31,5.756015594123519e-25,1.2074479938374641e-19,7.603884044980748e-15,1.02211833964539e-19,1.3375426687441259e-37,8.314568067306631e-28,2.5887495105743053e-25,7.17805009275338e-24,1.4354893020730232e-17,2.3542341529679586e-31,3.76,0.0,0.6055405807398534,0.9970730459880228,2.53676713659266e-12,9.309213413140343e-23,0.0008732196612383677,0.0008732253560422929,1.1816546327321049e-09,2.9841857041527443e-12,0.0029266815918871595,3.5235056284422086e-13,5.18259002355418e-14,2.3461352263423103e-07,7.843440844730962e-09,3.906080834128118e-09,2.6672506555284355e-08,5.246750355973204e-05,9.971762027835569e-13,7.706708608535787e-10,7.637694926459118e-10
