Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944),S(1828),CHF(40),S(1121)
1.167597863229045e-06,1.0000373940659362,0.0017388056019481098,0.0006735363119107559,0.000822428330850121,0.00898743147749297,0.0,0.0,0.00019739472057453544,1.041341409572933e-06,0.0028017496908431297,0.00016972968035623928,2.0504850734248546e-05,3.8561317849268013e-10,1.0515489420497963e-07,6.882394381558831e-06,0.0006213164519188999,0.0003200905409482379,1.1428157689311183e-05,1.1054339995680836e-05,0.0026861404165383776,9.527005760894553e-08,6.560652938955688e-07,2.354717486267484e-07,2.86965158021368e-08,0.0017359761331537822,2.3452023705496087e-06,1.5055900642223287e-05,6.675312572863196e-08,6.366478697379824e-09,1.5949676954727796e-07,3.3301582164606947e-09,2.513351876269444e-07,7.393363880842872e-08,3.76,0.0,0.12856871877063972,0.9892470220580021,0.0042900634167125674,0.00011615993887669107,0.49378714099634013,0.5104889975416546,1.8261189730305005e-06,1.0000452654663467e-08,0.0035729894797547255,0.0008418310686043864,0.0020766621891988917,5.238003306240424e-05,3.2551913563308762e-06,0.0031820881133344187,0.006578130197626305,0.03133029318973118,0.0007472414410691801,0.0007108743407203495,8.136793780860544e-06,2.1443355103443955e-07,5.09131748847438e-06,9.941068137188152e-07,4.224285077401567e-05,9.982596041792522e-06,0.0007348457783029436,4.5481482343498254e-06,0.0005232355525077659,6.245459900323716e-10,0.0013151524318846064,4.511052868606908e-06,3.8626317240447226e-08,0.00010970322728741757,5.13858275524968e-09,7.016237270541303e-10,3.277457224397893e-14,1.0884975898277274e-10,2.0652214272952448e-10,1.4422964301342163e-08,7.436622196530164e-15,2.476040116661651e-07,3.0440602893370886e-12,6.948380705642076e-11,3.0022623361431717e-12,1.0683147151573139e-07,3.424994015408084e-07,7.717080472051674e-08,1.028356885441892e-10,1.3110258821777027e-06,5.4916615965832425e-05,7.746535595222025e-10,5.954393928609036e-10,0.0024475155691111652,6.298017573068921e-13,4.852451626251617e-07,5.54788061927592e-12,3.4832255343844547e-05,3.749279187514605e-05,7.495967248064091e-06,4.814586094122557e-08,2.046257944324711e-06,6.609453658890873e-07,2.5904150590186857e-07,1.7175475157428285e-11,9.213080187589262e-07,7.426434821559346e-08,4.444056020874292e-09,3.5538833726604777e-10,7.309823352686666e-10,1.511302344143979e-07,2.540495376810803e-11,2.839405375150462e-08,7.1370097575634304e-09,9.136474609824906e-11,2.2777267479238946e-12,2.0545474390589864e-05,5.07060620197049e-06,2.503976768486974e-10,1.2687645436447241e-05,3.974473008298631e-11,1.6593051278601207e-09,5.105251520773369e-13,7.56259081210095e-13,1.2934720621115287e-10,8.308699610340295e-10,0.0011453912200133428,3.8963733132892094e-11
1.177572154578772e-06,1.000375081522253,0.0017483106028089517,0.0006824391188551126,0.000826403411026447,0.009106693295128504,0.0,0.0,0.0001992178568417725,1.0566522024302743e-06,0.0028882373616833097,0.00017473703026096385,2.109901182536795e-05,3.9990331334858945e-10,1.0826112421172803e-07,7.002358591586022e-06,0.000630139243185053,0.00032706608309641884,1.1906014905010937e-05,1.1400561776855186e-05,0.0027340608165729633,9.70750395469764e-08,6.677367570203247e-07,2.429931817814377e-07,2.915632209354696e-08,0.0017897543864742029,2.357920754033604e-06,1.5370684549132884e-05,6.93520706318749e-08,6.560017921681069e-09,1.626653538760498e-07,3.3834729123883587e-09,2.5316533548834e-07,7.490180705259035e-08,3.76,0.0,0.12670977687195195,0.9890907978455754,0.004374713721661379,0.0001182596244611144,0.49520634406948627,0.5122805040301323,1.8313760382012547e-06,1.0029317806990686e-08,0.0035724254357181167,0.0008515098037950915,0.0021137812836592804,5.2054286616095204e-05,3.2350367882815114e-06,0.0032169910201209286,0.006638063549810896,0.0314497732423208,0.0007562047823920097,0.000724513753582441,8.194907100644683e-06,2.1745028838850105e-07,5.131380582351597e-06,9.908433101121746e-07,4.3121261468697546e-05,1.0171576663903315e-05,0.0007579339063095452,4.651114270066331e-06,0.0005298562911393818,6.203673842178325e-10,0.0013467507563665688,4.659088382393762e-06,3.979203029808561e-08,0.00011119630707850435,5.20609045128091e-09,7.172120559171071e-10,3.350179060317823e-14,1.1295460757061511e-10,2.1331090918434815e-10,1.4724811203203231e-08,7.601474054067066e-15,2.518273580992984e-07,3.0967607549280212e-12,6.922905887889609e-11,3.0532465718086295e-12,1.094714777633605e-07,3.456240017461737e-07,7.884910739469095e-08,1.0473110105175199e-10,1.3565716931482456e-06,5.692787510644643e-05,8.026229673102979e-10,6.050656066147651e-10,0.002469177360325371,6.502064694394588e-13,4.834705280401099e-07,5.5249529234767375e-12,3.533823661924881e-05,3.785157981324284e-05,7.78070694829068e-06,4.810517421879197e-08,2.0436103224008666e-06,6.965697527446786e-07,2.689474417048824e-07,1.7145134186080802e-11,9.245040062905469e-07,7.528008245149437e-08,4.503764630571311e-09,3.608971644039957e-10,7.424055788467562e-10,1.566896139921898e-07,2.5269734611887638e-11,2.879584924631976e-08,7.373742645945293e-09,9.513359479078462e-11,2.352017466140513e-12,2.14914264221154e-05,5.190757386683814e-06,2.5621799532597516e-10,1.3079509103874822e-05,4.1202078700800406e-11,1.7192495029764342e-09,5.275429994693884e-13,7.79242027360461e-13,1.3421727326476154e-10,8.432673966847654e-10,0.001148842418822672,3.9465462868038344e-11
1.1875464459284992e-06,1.000708759922671,0.001757567874601222,0.0006912630941258528,0.0008302348147675154,0.009225883022695565,0.0,0.0,0.00020105706700343967,1.0721185323591824e-06,0.0029762664239509334,0.0001798300654462267,2.1700613402301787e-05,4.1446029753181617e-10,1.114093482845027e-07,7.12210359356812e-06,0.0006389571291383788,0.0003340934601727208,1.2397271869359612e-05,1.1752398393208304e-05,0.0027823386217439936,9.889388412610253e-08,6.794533617040682e-07,2.5064677984208215e-07,2.961784337507006e-08,0.0018444775688400117,2.3704605371125744e-06,1.5688325883921488e-05,7.20191869349408e-08,6.756744723403314e-09,1.6584510827306768e-07,3.436461422138353e-09,2.549555345980248e-07,7.58688197631988e-08,3.76,0.0,0.12487672877687854,0.9889330507753744,0.004459853029690479,0.00012037194661919391,0.4965986637260277,0.5140490268760438,1.8365335586625605e-06,1.0057636755983223e-08,0.0035718558878529718,0.0008610570063620595,0.0021508035056424808,5.1720440376497265e-05,3.2144165033869144e-06,0.0032516808332218755,0.006697187152327813,0.031568256760699104,0.0007650560369064538,0.0007382523055825575,8.251723901780553e-06,2.2046699415007927e-07,5.170597992593312e-06,9.874332153002871e-07,4.399861037228407e-05,1.0359817153090983e-05,0.0007814403545540726,4.754195649917785e-06,0.0005364674360276389,6.160975743588603e-10,0.0013787201656826956,4.8106279485617255e-06,4.0977724701243604e-08,0.00011267441570938326,5.272844472635615e-09,7.328061250729682e-10,3.422925074384439e-14,1.1713258467822734e-10,2.201900665502203e-10,1.5029200744302365e-08,7.766376466565576e-15,2.5604025464329095e-07,3.1493437521046933e-12,6.896454464334496e-11,3.1040953167534784e-12,1.1214406201480655e-07,3.487065813160772e-07,8.054459939788074e-08,1.0663447670445566e-10,1.4029412329635864e-06,5.899165685490014e-05,8.313068543102081e-10,6.146392903383963e-10,0.00249091664939785,6.710867928957088e-13,4.816160638928405e-07,5.5011460950680935e-12,3.58440859835889e-05,3.820540856588072e-05,8.071661521721078e-06,4.805640169086163e-08,2.040593692202599e-06,7.338093408326429e-07,2.790908659334338e-07,1.711175860936016e-11,9.275047567243963e-07,7.62947007789365e-08,4.563397314810392e-09,3.663544854557262e-10,7.537261938533056e-10,1.6237212859235066e-07,2.5131113584153143e-11,2.9195146011895666e-08,7.615089748435076e-09,9.900387458958917e-11,2.4276256572302643e-12,2.246633557613688e-05,5.3113213515215355e-06,2.6205395410613294e-10,1.3477426139532685e-05,4.269356765983963e-11,1.7807258526903235e-09,5.448933461825972e-13,8.02565083240415e-13,1.3920238720543003e-10,8.556788719603852e-10,0.001152245538475413,3.9968424356773913e-11
1.1975207372782263e-06,1.0010384829037915,0.0017665769985300845,0.0007000048416290481,0.0008339233322412333,0.009344985224280374,0.0,0.0,0.00020291243451103948,1.0877427666397383e-06,0.003065834848624247,0.0001850086026327001,2.230946176529074e-05,4.2927875286576626e-10,1.1459863910285593e-07,7.241580273062506e-06,0.0006477685567767877,0.00034117130739903594,1.2902040470144347e-05,1.2109778072780522e-05,0.0028309684280093503,1.0072636668897758e-07,6.912118248430751e-07,2.584318007709839e-07,3.008102870020331e-08,0.0019001423592705483,2.3828215544391306e-06,1.600878362976895e-05,7.4755136665564e-08,6.95663856771915e-09,1.690349466010625e-07,3.489099784424193e-09,2.5670566877940195e-07,7.683460648824722e-08,3.76,0.0,0.12306924445086885,0.9887738028981022,0.0045454656970424666,0.0001224967334286154,0.4979644740728739,0.5157948925170109,1.84159291919488e-06,1.0085417089981267e-08,0.003571280915743133,0.0008704698226563841,0.0021877127962266953,5.137880030591308e-05,3.193348525128263e-06,0.0032861525644593075,0.006755491311052354,0.03168576210837312,0.0007737923722405973,0.0007520875607944075,8.307235024049593e-06,2.2348254968433258e-07,5.208963013993873e-06,9.838806412860487e-07,4.487440137264275e-05,1.054721259142377e-05,0.0008053641940436006,4.857332759664757e-06,0.000543068225572554,6.117402864768106e-10,0.001411057214587471,4.9657171371167e-06,4.2183323540525904e-08,0.00011413699416938803,5.338819964944168e-09,7.483967862319799e-10,3.4956526006340174e-14,1.2138120179021845e-10,2.2715548130179865e-10,1.5336081660196546e-08,7.931232736357218e-15,2.602409639202028e-07,3.2017872834396526e-12,6.869056032888829e-11,3.1547875217212963e-12,1.1484895173847438e-07,3.517466318542131e-07,8.225713189924631e-08,1.085453276461334e-10,1.4501203328913406e-06,6.110849543021962e-05,8.607118806170793e-10,6.241562334988263e-10,0.002512734109809847,6.92803583952962e-13,4.796845718775017e-07,5.476493082663844e-12,3.6349746030725945e-05,3.8554200009396114e-05,8.368803048388167e-06,4.7999770705345815e-08,2.037218342739541e-06,7.727152360571847e-07,2.8947276640093117e-07,1.7075438341337764e-11,9.303126770343124e-07,7.730806209522765e-08,4.622946009203658e-09,3.7175782724362556e-10,7.649390523196087e-10,1.6817772662121018e-07,2.4989215188544e-11,2.9591766644060083e-08,7.861060742768869e-09,1.0297597882947367e-10,2.5045369016665754e-12,2.3470433611212912e-05,5.432233316407435e-06,2.679023597935013e-10,1.3881299839727906e-05,4.42193814949505e-11,1.8437484497063801e-09,5.625753797413607e-13,8.262221295871587e-13,1.4430300350860158e-10,8.681037506519065e-10,0.0011556013866836643,4.0472596466045056e-11
1.2074950286279534e-06,1.0013643033690909,0.0017753376998080113,0.0007086610569383269,0.0008374698376722315,0.00946398474891026,0.0,0.0,0.00020478403121115493,1.103527246648554e-06,0.0031569400082179294,0.00019027242391383403,2.292535741841836e-05,4.4435293753833623e-10,1.178280353342715e-07,7.36074014610203e-06,0.0006565720064409222,0.00034829825586500397,1.3420424652450048e-05,1.2472624487043901e-05,0.0028799447463561203,1.0257225971910982e-07,7.030088560990078e-07,2.6634743758489416e-07,3.0545827919796574e-08,0.001956744990880109,2.3950037018803613e-06,1.6332016137691954e-05,7.756056006054816e-08,7.159677462897785e-09,1.7223378260810074e-07,3.5413645508781424e-09,2.584156535136971e-07,7.779910122059183e-08,3.76,0.0,0.12128699754736504,0.9886130766524476,0.004631536120346916,0.000124633816571326,0.4993041456913259,0.5175184227273794,1.8465554915343025e-06,1.0112666325986162e-08,0.003570700600378173,0.0008797455393060636,0.0022244932994209075,5.1029671748939875e-05,3.171850829589854e-06,0.0033204014133887023,0.006812966901054139,0.03180230708068895,0.0007824110804675416,0.0007660170506644384,8.361432295253632e-06,2.2649583373829043e-07,5.246469604913236e-06,9.801897109752395e-07,4.574814285268044e-05,1.0733659643790813e-05,0.0008297043099719982,4.960466173865483e-06,0.0005496579188221488,6.072992323384134e-10,0.0014437583520596176,5.124401217065756e-06,4.340874056296078e-08,0.00011558350181631888,5.403992968168918e-09,7.639749347698924e-10,3.5683191804702254e-14,1.2569782975498098e-10,2.3420286135821826e-10,1.564540159489817e-08,8.095946639837323e-15,2.644277732506756e-07,3.254069647150878e-12,6.840740209760258e-11,3.2053024454871424e-12,1.1758586462318993e-07,3.5474367460078427e-07,8.398655143960431e-08,1.1046316290878847e-10,1.4980938071132083e-06,6.327890462136896e-05,8.908444189699529e-10,6.336123125049656e-10,0.002534630357940889,7.146772360958363e-13,4.776788354288151e-07,5.451026562375472e-12,3.6855160981099706e-05,3.8897880548724895e-05,8.672098515881504e-06,4.793550840202936e-08,2.0334945632489374e-06,8.133388692861674e-07,3.0009401877742574e-07,1.7036263116571088e-11,9.329302413785078e-07,7.83200286616463e-08,4.6824028478793334e-09,3.7710480585186546e-10,7.760392050322486e-10,1.7410627750366592e-07,2.484416375841832e-11,2.9985537256432676e-08,8.111664878984071e-09,1.0705021681804292e-10,2.5827356547634652e-12,2.450392981637885e-05,5.553428347442693e-06,2.737600168663666e-10,1.4291028509717076e-05,4.577969113103543e-11,1.9083309374006046e-09,5.80588107098202e-13,8.502067638952525e-13,1.495195236005168e-10,8.805414618590437e-10,0.0011589107539843031,4.097795844320118e-11
1.2174693199776806e-06,1.0016862734989653,0.0017838498460992864,0.0007172285297173362,0.0008408752866001333,0.00958286673246822,0.0,0.0,0.00020667191736556303,1.1194742848950327e-06,0.003249578683189636,0.00019562127722051747,2.354809533915578e-05,4.59676755187271e-10,1.210965429291599e-07,7.479535407137871e-06,0.0006653659923473603,0.00035547293356959263,1.3952520255309446e-05,1.2840856833791736e-05,0.0029292620072257896,1.044313330340032e-07,7.148411606362794e-07,2.7439282004360676e-07,3.101219168663735e-08,0.0020142812569775336,2.4070069364904826e-06,1.6657981162209147e-05,8.043607530167395e-08,7.365838001906603e-09,1.7544053120825426e-07,3.5932328070620632e-09,2.6008543528112516e-07,7.876224228894113e-08,3.76,0.0,0.11952966536069755,0.9884508948444101,0.004718048747466446,0.00012678303138310217,0.5006180456485589,0.5192199346769844,1.8514226344152805e-06,1.0139391909902315e-08,0.0035701150240776674,0.0008888815835061696,0.0022611293763153653,5.0673359143169333e-05,3.149941329180762e-06,0.003354422766649303,0.006869605362342228,0.03191790891341352,0.0007909095787952459,0.0007800382760426425,8.414308523377693e-06,2.2950572381358633e-07,5.283112382255412e-06,9.763645542558398e-07,4.661934833192649e-05,1.0919056681447752e-05,0.0008544594038177931,5.063536739246196e-06,0.0005562357954243202,6.027781061172216e-10,0.0014768199247256952,5.286725130004189e-06,4.465388030584646e-08,0.00011701341667346975,5.46834042835944e-09,7.795315224096783e-10,3.640882621621849e-14,1.3007970400951192e-10,2.4132776433168625e-10,1.5957107134689365e-08,8.260422563552147e-15,2.685989963135131e-07,3.3061694586460503e-12,6.811536602658683e-11,3.2556196749396316e-12,1.2035450886018068e-07,3.576972602139526e-07,8.573269991356986e-08,1.1238748882525492e-10,1.5468454710511077e-06,6.550337734588494e-05,9.217105385251652e-10,6.430034942930846e-10,0.002556605953686478,7.369480204310517e-13,4.75601617465269e-07,5.4247789133792005e-12,3.736027663030744e-05,3.923638110352412e-05,8.981509853950928e-06,4.7863841483165047e-08,2.0294326324671287e-06,8.55731933253731e-07,3.1095538692117874e-07,1.6994322402572314e-11,9.353599860004877e-07,7.933046610990601e-08,4.741760163681665e-09,3.823931282215779e-10,7.870218849063324e-10,1.8015757213442818e-07,2.4696083200985495e-11,3.0376287648173986e-08,8.366911065232733e-09,1.1122681327215363e-10,2.6622052695993276e-12,2.5567010571269874e-05,5.674841446825611e-06,2.796237320801888e-10,1.4706505602958277e-05,4.737465386653877e-11,1.974486318124651e-09,5.989303577195235e-13,8.745123098373798e-13,1.5485229502591702e-10,8.929914989211747e-10,0.0011621744140945488,4.1484489908104333e-11
1.2274436113274077e-06,1.002004444760652,0.001792113445812131,0.0007257041459722359,0.0008441407131000474,0.009701616599399773,0.0,0.0,0.00020857614168244033,1.1355861620932102e-06,0.0033437470688615456,0.0002010548768187385,2.4177465254156225e-05,4.752437648120095e-10,1.2440313645908174e-07,7.5979189751576155e-06,0.0006741490630639442,0.00036269396644127426,1.4498414861420134e-05,1.3214389926963113e-05,0.002978914564979221,1.0630335397902926e-07,7.267054418250685e-07,2.825670164025793e-07,3.1480071458268496e-08,0.0020727465176128596,2.4188312764010824e-06,1.6986635897102654e-05,8.33822782839008e-08,7.575095405229276e-09,1.7865410974485452e-07,3.6446821922726654e-09,2.617149908750239e-07,7.972397224645653e-08,3.76,0.0,0.11779692878030883,0.9882872806266009,0.004804988088039581,0.00012894421689729603,0.5019065375083015,0.5208997409895456,1.8561956936103417e-06,1.0165601216762125e-08,0.0035695242704149536,0.0008978755231117971,0.002297605618724245,5.0310165737174694e-05,3.127637856745405e-06,0.0033882121971533495,0.006925398695128698,0.03203258429152339,0.0007992854100689627,0.0007941487092197789,8.465857487594947e-06,2.3251109752688572e-07,5.318886615603499e-06,9.724093041413961e-07,4.748753708839308e-05,1.1103303900302508e-05,0.0008796279956032846,5.166485656400422e-06,0.0005628011555654454,5.98180581131685e-10,0.001510238180329595,5.452733466284912e-06,4.591863824030665e-08,0.0001184262356954357,5.53184020797482e-09,7.950575696172278e-10,3.713301056017641e-14,1.3452393018878298e-10,2.485256055818042e-10,1.627114384313291e-08,8.424565636323028e-15,2.7275297473419386e-07,3.3580656712271565e-12,6.781474784499327e-11,3.305719144324259e-12,1.2315458343006972e-07,3.6060696852615337e-07,8.749541455269909e-08,1.1431780944157029e-10,1.5963581617281123e-06,6.778238524041445e-05,9.533160028776988e-10,6.523258401833342e-10,0.0025786614011241056,7.602240173734515e-13,4.734556582355877e-07,5.39778219459107e-12,3.786504029775062e-05,3.956963708872467e-05,9.296993976339337e-06,4.7784995992584425e-08,2.0250428082834913e-06,8.999463176485509e-07,3.220575233709016e-07,1.6949705315630917e-11,9.376045042841249e-07,8.03392434461179e-08,4.801010488231973e-09,3.876205939280942e-10,7.978825096934986e-10,1.8633132344924643e-07,2.4545096983588335e-11,3.076385146309186e-08,8.626807953538886e-09,1.1550590793719799e-10,2.74292802191459e-12,2.6659838949930973e-05,5.796407641682526e-06,2.8549031880643327e-10,1.5127619867678333e-05,4.9004413368757395e-11,2.04222694250893e-09,6.176007869258022e-13,8.99131826250433e-13,1.6030161169281312e-10,9.054534183063629e-10,0.0011653931242673026,4.199217084540913e-11
1.2374179026771348e-06,1.002318867918018,0.0018001286462442274,0.0007340848901329629,0.0008472672269692051,0.009820220064212723,0.0,0.0,0.00021049674135857404,1.1518651242724459e-06,0.0034394407828407065,0.0002065729038389398,2.4813251920665905e-05,4.910471914774749e-10,1.2774676049512402e-07,7.715844537926166e-06,0.0006829198019280382,0.0003699599793361786,1.5058187660188027e-05,1.3593134293189142e-05,0.003028896702393908,1.0818808762169644e-07,7.385984039092923e-07,2.908690352245982e-07,3.1949419498130966e-08,0.0021321357065542533,2.430476800630688e-06,1.7317937011230007e-05,8.639974241555052e-08,7.787423564781015e-09,1.8187343923531225e-07,3.695690918114495e-09,2.633043266917947e-07,8.068423775729884e-08,3.76,0.0,0.11608847224626907,0.9881222574775411,0.00489233872371347,0.00013111721588289694,0.5031699813407817,0.5225581498006984,1.8608760019670759e-06,1.019130155093536e-08,0.003568928424144749,0.0009067250665382779,0.0023339068623063506,4.994039331564417e-05,3.104958150109571e-06,0.003421765463118679,0.006980339454626861,0.03214634935819058,0.0008075362430894962,0.0008083457959680872,8.516073928274714e-06,2.3551083395558112e-07,5.353788220280873e-06,9.683280929849589e-07,4.835223475965408e-05,1.1286303433796339e-05,0.0009052084263090975,5.269254559653166e-06,0.0005693533198961078,5.935103066847254e-10,0.001544009271242796,5.622470442627137e-06,4.7202900923565084e-08,0.00011982147500279727,5.594471094703014e-09,8.105441776865168e-10,3.785532996099597e-14,1.3902749009703588e-10,2.5579166714128836e-10,1.658745629722401e-08,8.588281852892028e-15,2.76888079619752e-07,3.4097375959313678e-12,6.750584267647284e-11,3.355581153627917e-12,1.2598577839444584e-07,3.634724082761161e-07,8.927452790988946e-08,1.1625362692372312e-10,1.6466137600991742e-06,7.0116378283563e-05,9.856662757026304e-10,6.615755091015864e-10,0.0026007971492252265,7.836248055504914e-13,4.712436732679363e-07,5.370068122572389e-12,3.8369400775529196e-05,3.989758838969362e-05,9.618502829705353e-06,4.769919710335022e-08,2.0203353177782463e-06,9.4603404253266e-07,3.3340096999477744e-07,1.6902500539941825e-11,9.396664419628976e-07,8.134623305230712e-08,4.86014655184579e-09,3.927850960377032e-10,8.08616684691393e-10,1.9262716711315541e-07,2.4391328114771682e-11,3.114806633996045e-08,8.891364025237832e-09,1.1988755541891298e-10,2.8248851369106885e-12,2.7782554369013635e-05,5.918062071628997e-06,2.9135660129797523e-10,1.555425550033904e-05,5.066909967894232e-11,2.1115644997475886e-09,6.365978794757608e-13,9.240581163056243e-13,1.6586771419246927e-10,9.179268384619357e-10,0.00116856762564596,4.250098159701171e-11
1.247392194026862e-06,1.0026295930412068,0.001807895731586832,0.0007423678469623779,0.0008502560108800299,0.009938663132770979,0.0,0.0,0.0002124337421324275,1.1683133799301727e-06,0.003536654872921427,0.00021217500683577434,2.5455235412912243e-05,5.070799377723448e-10,1.3112633102327203e-07,7.833266594301647e-06,0.0006916768274085432,0.0003772695970135306,1.5631909324310098e-05,1.3976996274849858e-05,0.0030792026351860852,1.1008529694598811e-07,7.505167546375023e-07,2.9929782724520793e-07,3.242018887507976e-08,0.002192443338677904,2.441943648815347e-06,1.7651840684337883e-05,8.948901845008769e-08,8.002795088801324e-09,1.8509744559350882e-07,3.746237785861607e-09,2.648534779978475e-07,8.164298948144026e-08,3.76,0.0,0.11440398370604712,0.9879558491809949,0.004980085318059808,0.00013330187487705072,0.5044087337320128,0.524195464815649,1.8654648794426765e-06,1.0216500146324453e-08,0.003568327571128121,0.0009154280624726299,0.002370018199151058,4.956434193243644e-05,3.081919837050664e-06,0.0034550785069494654,0.007034420745401023,0.032259219723954694,0.0008156598727505902,0.0008226269575825197,8.56495353587555e-06,2.3850381496640206e-07,5.387813750070128e-06,9.64125048768684e-07,4.921297392214176e-05,1.1467959460215318e-05,0.0009311988604382681,5.371785594934709e-06,0.0005758916294442868,5.88770905011463e-10,0.0015781292580102513,5.795979875633256e-06,4.8506546159415214e-08,0.00012119867008584812,5.6562128088092265e-09,8.259825404913301e-10,3.857537389384058e-14,1.435872480163541e-10,2.6312110718272825e-10,1.6905988124623976e-08,8.751478199529875e-15,2.810027130126994e-07,3.4611649204868244e-12,6.7188944787238e-11,3.4051863860852076e-12,1.2884777519157087e-07,3.6629321681746943e-07,9.106986784528801e-08,1.1819444196772256e-10,1.6975932152808784e-06,7.250578445136267e-05,1.0187665029361445e-09,6.707487604168666e-10,0.0026230135926108896,8.072837508208199e-13,4.6896835142117585e-07,5.341668050704689e-12,3.887330827775484e-05,4.022017933216607e-05,9.945983449499253e-06,4.760666891395206e-08,2.015320347644936e-06,9.94047190242267e-07,3.4498615879207544e-07,1.685279625010915e-11,9.415484924829992e-07,8.235131068553238e-08,4.919161283310125e-09,3.978846219041265e-10,8.192202049525568e-10,1.9904466232252866e-07,2.423489886526685e-11,3.1528774053928124e-08,9.160587675840901e-09,1.2437172519721693e-10,2.9080568178142616e-12,2.893527228091443e-05,6.039740074887817e-06,2.9721941887328926e-10,1.5986292305571118e-05,5.236882924568129e-11,2.182510008870254e-09,6.55919953378013e-13,9.492837381468069e-13,1.715507901926046e-10,9.30411438630003e-10,0.0011716986436183761,4.301090285466562e-11
1.2563690562416163e-06,1.0029061246641937,0.0018146743135259136,0.0007497365727346687,0.000852829191236839,0.010045113425194516,0.0,0.0,0.00021419107785601373,1.1832633488073831e-06,0.0036254429299452883,0.00021728846823449276,2.6038133528573632e-05,5.216993614186253e-10,1.3419776091591938e-07,7.938479025833668e-06,0.0006995453121214731,0.00038388439905199677,1.6160236561669584e-05,1.4326766925119792e-05,0.0031247499885792606,1.1180325462615344e-07,7.612622614141682e-07,3.06991218838214e-07,3.2845058416625436e-08,0.0022475006115995626,2.452111208151286e-06,1.7954542594726105e-05,9.233120288792218e-08,8.199207899173749e-09,1.8800216719823836e-07,3.791318045066244e-09,2.662134082348563e-07,8.250453409412425e-08,3.76,0.0,0.11290818153621242,0.9878049172999732,0.005059383195707893,0.00013527791350069826,0.5055027916194126,0.5256512606207729,1.8695177763501663e-06,1.0238755817694783e-08,0.00356778259443984,0.0009231337953289108,0.0024023439268723284,4.922077357874675e-05,3.0608932163284905e-06,0.0034848516503110834,0.007082353800198531,0.03236005056413136,0.000822860659649358,0.0008355497376318322,8.607799384473974e-06,2.411908011402882e-07,5.4176853427476415e-06,9.602415471628035e-07,4.998387435140589e-05,1.1630223717320838e-05,0.0009549391469530614,5.463812805510631e-06,0.0005817637339027025,5.844493094241482e-10,0.0016091322249204166,5.95539968913648e-06,4.969629103767541e-08,0.00012242234968031136,5.711004104141025e-09,8.398286227058869e-10,3.922113253777051e-14,1.4773639822907294e-10,2.6976769726089344e-10,1.719451700680848e-08,8.897834443763295e-15,2.8468708524288114e-07,3.5072239092554054e-12,6.689714523992416e-11,3.4495959077879214e-12,1.3144963787178e-07,3.687935079078228e-07,9.269940144640127e-08,1.1994503488387087e-10,1.744077146421264e-06,7.470396396594199e-05,1.0492019135079999e-09,6.789363413770179e-10,0.002643077669107629,8.295610715215436e-13,4.6686860813517484e-07,5.31554706157032e-12,3.932639769388775e-05,4.0505885610252924e-05,1.0245774183344293e-05,4.7517824188679354e-08,2.01055235891137e-06,1.0389483012254881e-06,3.5561978751198544e-07,1.680599771140068e-11,9.430907954532164e-07,8.325414584919514e-08,4.972165117956926e-09,4.02417054022489e-10,8.286483419830286e-10,2.0492399484478807e-07,2.4091938350499753e-11,3.1868285037514467e-08,9.406886677506888e-09,1.28495040899909e-10,2.9839326228318765e-12,2.9998446431439352e-05,6.149217216982293e-06,3.0249039526997884e-10,1.6379640682603226e-05,5.3928633170596935e-11,2.2477443268836814e-09,6.735861575933867e-13,9.722363863449978e-13,1.7676568375383223e-10,9.416569206180114e-10,0.0011744799685965833,4.3470765787171975e-11
