Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064)
6.02571931338568e-05,0.595997584084398,3.6654129609738593e-06,1.3647701773702438e-07,1.8815423305554013e-06,0.0006664710721354999,0.0,0.0,0.0003109012818128176,5.818130019111943e-06,2.3521420963088285e-05,1.2427945970648876e-07,4.3958896282415255e-10,6.709262640748771e-21,8.455891201376344e-16,1.3799225468590938e-11,2.206583015383321e-06,7.118213992281716e-07,2.4619765579856796e-12,1.4703807122282784e-15,9.379685853822853e-08,2.8380060045457724e-15,8.627205260022849e-13,4.016875712558996e-09,5.686113579516218e-10,6.571045349445752e-07,5.649437319853394e-13,7.793232659952455e-09,1.5100942011346395e-09,1.1549424680364028e-12,4.338648560275613e-12,2.726369223109492e-14,1.1765216585752501e-10,4.232066526407904e-10,3.76,0.0,0.8776286720266311,0.9992957269793976,0.0003206583793851716,7.585776673325213e-06,0.01630275188281112,0.016329128693411965,1.4040885481196149e-11,2.4244465164343168e-15,0.00012632387647375318,5.396656127687439e-09,3.8147373666057187e-07,6.009441845885519e-06,2.371242168223873e-06,0.0008869648465861996,0.00016469115235301308,3.067979999326786e-05,4.367913264567514e-09,0.0001727373977674968,9.966182481302028e-08,7.331676087722025e-10,1.031185141898081e-07,2.1267097806789351e-07,1.1635426290782718e-09,7.192758392319189e-10,9.570880081342433e-07,3.5770131959755305e-08,7.429461234301825e-06,1.0142647087286911e-08,1.6654717851005024e-08,6.838410650387441e-07,6.6652337742377645e-15,2.5860670748546336e-07,9.690326420537926e-10,9.424826614817556e-10,3.0405775731465688e-15,2.8989050976555264e-12,7.417882994880057e-14,9.199857390526414e-11,2.747106047345561e-16,2.735442220709293e-12,8.528438088740024e-16,4.720490105487568e-09,6.668046677870731e-17,1.4818298799324931e-15,5.207153762800986e-12,1.5123149820804248e-07,4.78342795091284e-14,3.5183659784812165e-07,8.683161288321721e-09,3.4593867187584636e-11,1.592427697427309e-16,7.418665722095735e-06,1.0375148826839794e-15,7.345376385079479e-09,1.1833512006612945e-11,7.676712937612826e-08,1.143295673851639e-10,1.4268193826480008e-15,5.800766834887175e-10,1.187140066952527e-07,5.520333621062683e-09,9.927480018078307e-13,7.25853246265883e-11,8.7610659288842e-07,8.436619860711182e-10,1.1253424717205842e-12,1.5086185588730674e-11,9.78819418612021e-11,9.470813710759848e-11
6.140814965600274e-05,0.5960322922245213,3.683028414328432e-06,1.373810148158312e-07,1.8903036290711602e-06,0.0006833207785976526,0.0,0.0,0.00031816249939073534,6.162377942361607e-06,2.4528835193794105e-05,1.307940251079251e-07,4.542156328720953e-10,6.94393890150409e-21,8.709762647663613e-16,1.4147039732387426e-11,2.2297489773029372e-06,7.407338923847659e-07,2.5893282865972815e-12,1.536432994361526e-15,9.74080675968551e-08,2.9489349396062845e-15,8.779603221104725e-13,4.190765959505484e-09,5.875853509512412e-10,6.864682690229505e-07,5.841258706793573e-13,8.1475548375511e-09,1.5776541478731949e-09,1.184384621493213e-12,4.477884708743284e-12,2.802139243943058e-14,1.204754029322583e-10,4.414202893351942e-10,3.76,0.0,0.8772912654695459,0.9992818804634969,0.0003285118908459568,7.840464477538294e-06,0.016610868920879814,0.016638368490933145,1.4306265367769196e-11,2.470299038163161e-15,0.00012632212609651897,5.526458434874262e-09,3.911361361889635e-07,6.036918778811167e-06,2.3823172213179467e-06,0.0009093548774932139,0.00016882187376772418,3.0693822719285316e-05,4.476393537687754e-09,0.00017620390760268224,1.0210186045410068e-07,7.6570343774712e-10,1.0567152432336486e-07,2.144221631659467e-07,1.1989848111264294e-09,7.411279481720674e-10,9.835345723283263e-07,3.694173462341242e-08,7.6001249608654205e-06,1.0188284652148447e-08,1.742468181852953e-08,7.23394788466397e-07,6.961989926932936e-15,2.6586436959644613e-07,9.961646998305225e-10,9.73325690680984e-10,3.140042701215496e-15,2.985893521421802e-12,7.643798346593478e-14,9.631527967930509e-11,2.8369482244605365e-16,2.819735271186916e-12,8.743051400521199e-16,4.7593305616897455e-09,6.835797595453872e-17,1.5511760216296734e-15,5.337754357413184e-12,1.592291391701269e-07,5.017675290466999e-14,3.6272466448523244e-07,8.994074940055794e-09,3.583117563154746e-11,1.6331869271616507e-16,7.5830036091031025e-06,1.0827916669296677e-15,7.531737953190609e-09,1.21329241244501e-11,8.045373710299071e-08,1.1499174632697114e-10,1.5014412736457141e-15,5.954742647393198e-10,1.2188294113618342e-07,5.87547335856845e-09,1.0655717765330921e-12,7.451796001688386e-11,9.193058167520114e-07,8.637198659252574e-10,1.1519597912469165e-12,1.5538976995925318e-11,1.0082056039758724e-10,9.969713645784246e-11
6.255910617814868e-05,0.5960669997098269,3.7009026346450876e-06,1.382969494517148e-07,1.8992305430955486e-06,0.0007002456571743598,0.0,0.0,0.0003254216113815466,6.519096124230547e-06,2.5557133807423986e-05,1.375080034491937e-07,4.690749916123022e-10,7.186399292642389e-21,8.969146408276793e-16,1.4499407105682728e-11,2.252951088021352e-06,7.702866545804863e-07,2.7211647012058e-12,1.6043962652061243e-15,1.0108721113278939e-07,3.0620267051447303e-15,8.933998518091266e-13,4.368572763850463e-09,6.068334912724963e-10,7.165780220120875e-07,6.036869517308249e-13,8.51091024763863e-09,1.6466257563798563e-09,1.2143042340326511e-12,4.619661254143541e-12,2.879153013340913e-14,1.233297723858504e-10,4.600590483405089e-10,3.76,0.0,0.876953853807565,0.9992679992489826,0.0003364018919527676,8.097815771941964e-06,0.016918861770592552,0.016947507754318733,1.4571538292191535e-11,2.5161343422328835e-15,0.00012632037130817198,5.657714133474834e-09,4.008997456273222e-07,6.064820150247239e-06,2.3935622800786494e-06,0.00093184645262276,0.00017297038756904746,3.070775832824813e-05,4.586145166319325e-09,0.00017965765310384298,1.0456809487800705e-07,7.990583106514127e-10,1.0825306240077213e-07,2.1620386047410987e-07,1.2349572590946912e-09,7.632995826992839e-10,1.01014883009841e-06,3.812980028390549e-08,7.77060672348936e-06,1.0234631329591373e-08,1.821380234862532e-08,7.643812142713354e-07,7.266254418817495e-15,2.7319491631192964e-07,1.023565867792764e-09,1.0045980631923181e-09,3.2408928495910722e-15,3.073862015295644e-12,7.872405215649008e-14,1.0073795239089949e-10,2.9280416810182867e-16,2.905185917104949e-12,8.96045218733225e-16,4.798851132158644e-09,7.005724851361458e-17,1.622266524391506e-15,5.468917482368165e-12,1.6754533240731043e-07,5.2580493298059697e-14,3.737643592138158e-07,9.30952204121192e-09,3.708639687507086e-11,1.6745108263630037e-16,7.747411678175467e-06,1.1289888334234337e-15,7.718774401155345e-09,1.2433379839842185e-11,8.423296756293215e-08,1.1566330890239482e-10,1.5785925927600811e-15,6.10937137471986e-10,1.2506551499862808e-07,6.245362591855202e-09,1.142118778610349e-12,7.64586535358951e-11,9.636211438848836e-07,8.837543452650288e-10,1.178545883772576e-12,1.5998427503700337e-11,1.0380253124288084e-10,1.0484434863937233e-10
6.371006270029462e-05,0.5961017066962264,3.7190459725145604e-06,1.3922526336625684e-07,1.9083284036858568e-06,0.000717246857700146,0.0,0.0,0.00033267844704620397,6.88843692421578e-06,2.6606295041934022e-05,1.4442419040442578e-07,4.841734754976078e-10,7.434330020995306e-21,9.234146734066675e-16,1.4856468392165625e-11,2.276216431618087e-06,8.004882033730113e-07,2.8576094438167034e-12,1.674310084272426e-15,1.0483427592817827e-07,3.1772845463744116e-15,9.090517571573665e-13,4.5503503771020444e-09,6.26363383704444e-10,7.474434267351805e-07,6.23632354961579e-13,8.883414121082831e-09,1.7170265611082984e-09,1.2447331278759762e-12,4.764056844599681e-12,2.957446745456901e-14,1.26216229924248e-10,4.79127329615006e-10,3.76,0.0,0.876616435101781,0.9992540829408674,0.0003443290817997611,8.357836311593704e-06,0.017226730356702198,0.017256546430753656,1.4836704189697047e-11,2.5619524590953056e-15,0.00012631861213364945,5.790463961034339e-09,4.107678118686253e-07,6.093163279874435e-06,2.404984314093812e-06,0.0009544411651704036,0.00017713697256917742,3.072165177337062e-05,4.697198944345711e-09,0.00018309871471124703,1.070611466555759e-07,8.332425565687368e-10,1.1086378595745912e-07,2.1801689322810536e-07,1.271475145943389e-09,7.85799692302144e-10,1.0369330014396058e-06,3.93348118066756e-08,7.940903016538888e-06,1.0281716186820043e-08,1.9022201471169863e-08,8.068230959590044e-07,7.578122648753347e-15,2.8060054571055294e-07,1.0512443227574312e-09,1.0363124119885013e-09,3.343168771168802e-15,3.16284056406899e-12,8.103783903430276e-14,1.052672839391723e-10,3.020423242471503e-16,2.9918302121796754e-12,9.180714483474972e-16,4.839070003870738e-09,7.177894596797109e-17,1.6951124079983197e-15,5.6006519526150195e-12,1.7618820052640567e-07,5.504580426783571e-14,3.849580287995024e-07,9.6296072541441e-09,3.83599428330651e-11,1.716302141878389e-16,7.911890144393848e-06,1.1761055848906602e-15,7.906497036358412e-09,1.2734897097513896e-11,8.810513456529915e-08,1.1634463346342305e-10,1.6583319388488704e-15,6.264662130916353e-10,1.2826191253769536e-07,6.630284050007739e-09,1.2225042766745053e-12,7.840751576522938e-11,1.0090564040334316e-06,9.037648651470376e-10,1.2051000324671831e-12,1.6464777033517386e-11,1.0682910555343735e-10,1.1015244637399776e-10
6.486101922244056e-05,0.5961364133450202,3.737467735878265e-06,1.401663624281169e-07,1.917602126487191e-06,0.0007343255735845142,0.0,0.0,0.00033993286158582995,7.270549616751712e-06,2.7676298809286797e-05,1.5154546152360017e-07,4.995176598898035e-10,7.690016697129446e-21,9.504978527349075e-16,1.521833618191474e-11,2.2995701153142667e-06,8.31347373473419e-07,2.9987898348996005e-12,1.7462148400145939e-15,1.0864924891589729e-07,3.294711803382913e-15,9.249298714746193e-13,4.736155763562903e-09,6.461827425957297e-10,7.790743531304845e-07,6.439675173652437e-13,9.265184962788526e-09,1.7888758254739007e-09,1.2757025534246737e-12,4.911150957135546e-12,3.037046136585832e-14,1.2913572761914503e-10,4.986296711918055e-10,3.76,0.0,0.8762790073425004,0.9992401311067038,0.0003522941807269989,8.62053484443241e-06,0.01753447460138251,0.017565484467480397,1.5101762993250857e-11,2.607753419223519e-15,0.00012631684844925106,5.924748439415174e-09,4.207435485134251e-07,6.121963808542966e-06,2.4165896258256765e-06,0.000977140669982494,0.00018132191860958238,3.07355429818109e-05,4.809585455074855e-09,0.00018652717908189338,1.0958162569244631e-07,8.682667561531903e-10,1.1350434316713446e-07,2.1986203460465752e-07,1.308553881870436e-09,8.086373541523911e-10,1.0638894222508186e-06,4.0557262442029095e-08,8.111011012596265e-06,1.0329565478272319e-08,1.9850003726093477e-08,8.507431960425863e-07,7.897693922798151e-15,2.880834542714962e-07,1.0792082331962877e-09,1.0684816413491914e-09,3.4469120814227338e-15,3.2528601045029988e-12,8.338019604728185e-14,1.0990400283409049e-10,3.1141304910195804e-16,3.079700266551832e-12,9.403913970496336e-16,4.880004246154368e-09,7.352359712591405e-17,1.7697249197315836e-15,5.732966930941536e-12,1.8516592177728331e-07,5.757321292719058e-14,3.963080918294013e-07,9.954439933987806e-09,3.9652244004376e-11,1.7586705379893957e-16,8.076439482799589e-06,1.2241449203551411e-15,8.094917743457471e-09,1.3037494763037093e-11,9.207055705005192e-08,1.1703604376128194e-10,1.7407194705301521e-15,6.420624629639532e-10,1.3147233063677569e-07,7.030519653056768e-09,1.306845358581822e-12,8.036466497171354e-11,1.055615489927428e-06,9.237509594215051e-10,1.2316216443351201e-12,1.6938190952606484e-11,1.0990162965230786e-10,1.1562417226960848e-10
6.60119757445865e-05,0.5961711198223791,3.7561763137249917e-06,1.4112062095057516e-07,1.9270562618752355e-06,0.0007514830372589513,0.0,0.0,0.0003471847338697667,7.665580471863729e-06,2.8767126716652383e-05,1.5887477343361038e-07,5.151142554720257e-10,7.955033827700299e-21,9.781899055065357e-16,1.5585117908475894e-11,2.3230354359399274e-06,8.628733120395122e-07,3.1448369468209482e-12,1.820151752520805e-15,1.1253211717867703e-07,3.414311910911745e-15,9.410475624858964e-13,4.9260485385240985e-09,6.662993812024288e-10,8.114809070328678e-07,6.646979363548897e-13,9.656344533042798e-09,1.8621944881400396e-09,1.307243255293563e-12,5.061023805854739e-12,3.1179792404655244e-14,1.320892149582863e-10,5.18570748401415e-10,3.76,0.0,0.8759415684561025,0.9992261432796952,0.00036029792869609863,8.885922894264168e-06,0.017842094424197274,0.017874321811794068,1.5366714633594397e-11,2.6535372527768754e-15,0.0001263150801722535,6.060607938339164e-09,4.3083014034544193e-07,6.151235897925906e-06,2.4283839300895096e-06,0.0009999466775949466,0.000185525525462071,3.074946752769548e-05,4.923335093068755e-09,0.00018994313841323276,1.1213013427864566e-07,9.041417403944925e-10,1.161753739576913e-07,2.2174001422375794e-07,1.346209114825654e-09,8.31821773651933e-10,1.0910205347087516e-06,4.179765538309665e-08,8.280928507973401e-06,1.0378202955928565e-08,2.0697336195866216e-08,8.961642911636355e-07,8.22506953377467e-15,2.9564583533622635e-07,1.1074657533868166e-09,1.1011189149600902e-09,3.5521652343144854e-15,3.343952539709814e-12,8.575199374942238e-14,1.1464887458655682e-10,3.2092017729553274e-16,3.168829513791875e-12,9.630125717241785e-16,4.921669955956646e-09,7.529174839858144e-17,1.8461155374816315e-15,5.865871894374944e-12,1.944867312871345e-07,6.016318852412249e-14,4.078170377196029e-07,1.0284133795354543e-08,4.0963748136253965e-11,1.8016686554663436e-16,8.241060401886952e-06,1.2731087058077996e-15,8.284048923071075e-09,1.334119252631753e-11,9.612955936188592e-08,1.1773783070411976e-10,1.8258169148866217e-15,6.577269121864276e-10,1.3469697748628003e-07,7.446350544161154e-09,1.3952609639102171e-12,8.233022629951687e-11,1.1033023613629124e-06,9.437122467831394e-10,1.2581102361666843e-12,1.741886023606202e-11,1.1302145063772871e-10,1.2126233989086658e-10
6.716293226673244e-05,0.5962058262988845,3.7751792847615297e-06,1.4208838557292137e-07,1.936695038595281e-06,0.0007687205161627853,0.0,0.0,0.00035443396442089273,8.073672834875513e-06,2.9878762085575283e-05,1.6641516499510758e-07,5.309701069611256e-10,8.226057170204468e-21,1.0065022335729028e-15,1.5956957314315934e-11,2.3466340346029703e-06,8.950754744056395e-07,3.2958856807665785e-12,1.8961629423489638e-15,1.1648286794849194e-07,3.5360883980694417e-15,9.574157125203228e-13,5.120090913037803e-09,6.867212006233747e-10,8.446734292499296e-07,6.858291724046608e-13,1.0057017834028727e-08,1.9370051141551847e-09,1.3393855392250806e-12,5.213756008932224e-12,3.200284929944099e-14,1.3507763978350672e-10,5.389553732463501e-10,3.76,0.0,0.8756041163110913,0.9992121189615162,0.0003683410838604775,9.154014562154626e-06,0.018149589742071637,0.018183058411038077,1.5631559039231254e-11,2.6993039903707725e-15,0.0001263133073474312,6.198082709171689e-09,4.4103074754011674e-07,6.180992405106438e-06,2.440372423661931e-06,0.0010228609489748952,0.00018974810185879394,3.076345721533418e-05,5.0384781535017736e-09,0.0001933466898567265,1.1470726783151606e-07,9.40878589692615e-10,1.188775108299558e-07,2.2365152383383981e-07,1.3844567369707855e-09,8.553622853929934e-10,1.118328878859602e-06,4.305650342714178e-08,8.450653874402408e-06,1.042765011779483e-08,2.1564328536278035e-08,9.431091771000589e-07,8.560351654821725e-15,3.0328987807787276e-07,1.1360250193719166e-09,1.1342376466062923e-09,3.658971500429195e-15,3.4361507654090105e-12,8.815410643896871e-14,1.1950270209539907e-10,3.305676191164147e-16,3.2592565421908924e-12,9.859421493838754e-16,4.9640823876407665e-09,7.708407533610325e-17,1.9242959726627306e-15,5.99937660436328e-12,2.0415892235501348e-07,6.28160243032108e-14,4.1948742595038826e-07,1.0618806624917896e-08,4.2294919074485694e-11,1.8451518533880927e-16,8.405753820597228e-06,1.3229959964926814e-15,8.473903437763943e-09,1.3646010818787416e-11,1.0028247149432708e-07,1.1845029770865612e-10,1.9136876079284455e-15,6.734606341060313e-10,1.3793607142124242e-07,7.878057121956179e-09,1.4878719173202784e-12,8.430433105370117e-11,1.1521210488419311e-06,9.63648423739679e-10,1.2845654233296003e-12,1.7907052139638573e-11,1.1618986547500522e-10,1.270698348499908e-10
6.831388878887839e-05,0.596240532949125,3.7944835132205264e-06,1.4306997855075599e-07,1.9465224020373974e-06,0.0007860393092028984,0.0,0.0,0.00036168047362764553,8.494967205213752e-06,3.101118996947875e-05,1.7416975855045045e-07,5.470921919031667e-10,8.505228629291375e-21,1.0354550586371909e-15,1.633396746974335e-11,2.3703860400747066e-06,9.279636202434834e-07,3.4520748477394125e-12,1.974291395705441e-15,1.2050148860619726e-07,3.660044888464451e-15,9.740468339825014e-13,5.318347645010636e-09,7.074561812566318e-10,8.786624949029567e-07,7.073668522131489e-13,1.0467333101216381e-08,2.0133318508672433e-09,1.372159339482669e-12,5.369429041004127e-12,3.283989178147814e-14,1.3810194913876025e-10,5.597884939137789e-10,3.76,0.0,0.8752666487234395,0.9991980576251882,0.0003764244213066589,9.424826344900958e-06,0.018456960469265163,0.018491694212600336,1.5896296136306465e-11,2.745053662884303e-15,0.00012631152983123243,6.3372129077501885e-09,4.5134850960169967e-07,6.2112450348698355e-06,2.452559845964047e-06,0.001045885290881812,0.00019398996463581493,3.077754058414123e-05,5.155044835504279e-09,0.00019673793500985323,1.1731361561656111e-07,9.784886332075896e-10,1.216113796513317e-07,2.2559722233776274e-07,1.4233128848040385e-09,8.792683549314879e-10,1.145817085283655e-06,4.4334328726987074e-08,8.62018601616859e-06,1.0477926544467997e-08,2.2451113005734823e-08,9.916006736863315e-07,8.903646741940566e-15,3.1101776689273555e-07,1.1648941468417049e-09,1.1678514932835527e-09,3.767374919944667e-15,3.529488605720278e-12,9.058746324270195e-14,1.2446632602379263e-10,3.4035935152410036e-16,3.3510149349823747e-12,1.009187546948763e-15,5.007256061813272e-09,7.890109435627579e-17,2.0042781729637128e-15,6.133491077442228e-12,2.1419084779998404e-07,6.553229792453825e-14,4.3132188548713456e-07,1.0958580034833466e-08,4.364623576632808e-11,1.8892391385649475e-16,8.570520848377212e-06,1.3738107002813806e-15,8.664494564473292e-09,1.3951970728768131e-11,1.0452962930719381e-07,1.191737007149146e-10,2.004396523068338e-15,6.892647454572833e-10,1.4118983989861168e-07,8.325919073132094e-09,1.5848009627216275e-12,8.628711606934714e-11,1.2020756568200262e-06,9.835592583820886e-10,1.310986918395354e-12,1.8402938187927757e-11,1.1940828729608615e-10,1.3304961591825075e-10
6.946484531102433e-05,0.5962752399513337,3.8140952317665434e-06,1.440657005871324e-07,1.956542047685471e-06,0.0008034407436294923,0.0,0.0,0.00036892420015455365,8.929601314353206e-06,3.216439716982843e-05,1.8214176107177132e-07,5.634876189931778e-10,8.795560056321216e-21,1.0650756567011664e-15,1.6716244795189168e-11,2.3943102014114117e-06,9.615478101426749e-07,3.6135472520463335e-12,2.0545809223267486e-15,1.2458796668132145e-07,3.786185100402149e-15,9.909537158115112e-13,5.520885996323546e-09,7.2851237945416e-10,9.134589129674555e-07,7.293166715114533e-13,1.0887421799311844e-08,2.091200388512717e-09,1.4055942856188292e-12,5.5281253005218996e-12,3.369117878306957e-14,1.4116309006508577e-10,5.810751944127778e-10,3.76,0.0,0.8749291634613076,0.9991839587171284,0.0003845487319452393,9.698376969326225e-06,0.01876420651734606,0.018800229163909978,1.6160925848666716e-11,2.7907863008369743e-15,0.00012630974749748295,6.478038648295158e-09,4.617865489713297e-07,6.24200447368371e-06,2.4649505322907875e-06,0.001069021551771251,0.000198251437976215,3.07917433457405e-05,5.273065211008346e-09,0.0002001169794762003,1.1994976156671032e-07,1.016983448414594e-09,1.2437760051874204e-07,2.2757774019783244e-07,1.4627939384034042e-09,9.035495807732226e-10,1.1734878687000178e-06,4.563166261103754e-08,8.789524332009675e-06,1.0529050108044372e-08,2.335782449282887e-08,1.0416616296686742e-06,9.255063526354665e-15,3.1883168104050995e-07,1.1940812297798105e-09,1.2019743503499841e-09,3.8774203018434454e-15,3.624000830456014e-12,9.305301576921899e-14,1.295406251652494e-10,3.50299421278292e-16,3.4441384994433885e-12,1.0327562288589308e-15,5.051204862774134e-09,8.074331080681728e-17,2.086074324959906e-15,6.2682255624348895e-12,2.24590921358629e-07,6.831256390382041e-14,4.433231143780779e-07,1.1303579250905376e-08,4.5018191410002804e-11,1.9340315377036572e-16,8.735362767902833e-06,1.4255560694908614e-15,8.855835952549483e-09,1.4259093935319282e-11,1.0887137472053697e-07,1.1990825831737756e-10,2.0980102711962128e-15,7.05140402116223e-10,1.444585185967101e-07,8.790215405306472e-09,1.6861727970033285e-12,8.82787231632949e-11,1.253170366607977e-06,1.0034445848730671e-09,1.3373745200124543e-12,1.8906701274157968e-11,1.226781454930835e-10,1.3920471615034556e-10
7.061580183317027e-05,0.5963099474870718,3.8340201142233244e-06,1.4507583347770257e-07,1.9667574501485323e-06,0.0008209261722748029,0.0,0.0,0.0003761650995260571,9.37771020294134e-06,3.3338372251242416e-05,1.9033446525622586e-07,5.801636287118673e-10,9.092622440097018e-21,1.0953776029528581e-15,1.7103937565509195e-11,2.418424010310508e-06,9.958384026180419e-07,3.780449777559462e-12,2.137076284791356e-15,1.2874228985207252e-07,3.9145128469162205e-15,1.0081458855198992e-12,5.727775695702892e-09,7.498979228770492e-10,9.490737260405637e-07,7.516843969583554e-13,1.1317418622475658e-08,2.170637925354209e-09,1.4397197677545719e-12,5.689927636286021e-12,3.455713222702488e-14,1.4426201031037586e-10,6.028206943246065e-10,3.76,0.0,0.8745916582492179,0.9991698216589574,0.0003927148215322087,9.974687241197196e-06,0.019071327795167018,0.01910866321243444,1.6425448097877808e-11,2.8365019353310884e-15,0.00012630796042243064,6.620600032743945e-09,4.7234797436859854e-07,6.273280507170194e-06,2.477548460648311e-06,0.0010922716181723732,0.00020253285274011485,3.080608876265804e-05,5.392569343131197e-09,0.0002034839324842974,1.226162847978361e-07,1.05637486089778e-09,1.2717678832619136e-07,2.295936832721968e-07,1.5029165320756382e-09,9.282156961599149e-10,1.2013440223923565e-06,4.69490454653928e-08,8.958668681178787e-06,1.0581037094355067e-08,2.428460054289435e-08,1.0933149275155943e-06,9.614710820231075e-15,3.2673379457032037e-07,1.2235943399414257e-09,1.2366203481701736e-09,3.98915322920943e-15,3.7197232154028305e-12,9.555170745771201e-14,1.3472651681809353e-10,3.603919480954873e-16,3.5386684815670416e-12,1.0566552292356614e-15,5.095942128328209e-09,8.261142665846671e-17,2.16969685660645e-15,6.403590520881001e-12,2.353676191261912e-07,7.115709309382638e-14,4.554938795242918e-07,1.1653932933570109e-08,4.6411292740461124e-11,1.9793251177880932e-16,8.900281020108091e-06,1.4782307248381374e-15,9.047941586693105e-09,1.4567402655697988e-11,1.1330805588788618e-07,1.206542243936026e-10,2.1945971475297976e-15,7.21088795371291e-10,1.4774235062120764e-07,9.271224480250702e-09,1.792114104713955e-12,9.027929864421623e-11,1.3054094389698152e-06,1.023304298552985e-09,1.3637281023111554e-12,1.9418640778902122e-11,1.2600078072270322e-10,1.455382440343722e-10
7.176675835531621e-05,0.5963446557409491,3.8542633401691915e-06,1.461006423705241e-07,1.977171888749861e-06,0.0008384969711082045,0.0,0.0,0.0003834031428618083,9.839426297147893e-06,3.4533105555789176e-05,1.9875125078055855e-07,5.971275947069845e-10,9.397928865764104e-21,1.1263807262330293e-15,1.7497163984032996e-11,2.4427438137651964e-06,1.0308460515327518e-06,3.9529334772638005e-12,2.221823172728013e-15,1.3296444594558547e-07,4.045032036209636e-15,1.0256347827798565e-12,5.939088907085049e-09,7.716210062381435e-10,9.855182103357877e-07,7.744758689430741e-13,1.1757461498511805e-08,2.2516731372127027e-09,1.4745650003645118e-12,5.854919802134286e-12,3.5438023632136345e-14,1.4739965895639837e-10,6.250303486547473e-10,3.76,0.0,0.8742541307717538,0.9991556458496911,0.000400923509803877,1.025377990762315e-05,0.019378324208841793,0.01941699630567722,1.6689862803066925e-11,2.8822005980345204e-15,0.00012630616845200784,6.7649371571905375e-09,4.830358838911126e-07,6.305082122587928e-06,2.4903572927213883e-06,0.0011156374114801378,0.00020683454587069997,3.0820597976667355e-05,5.51358730609153e-09,0.00020683890655717518,1.2531376016319046e-07,1.0966749443802166e-09,1.300095533847388e-07,2.3164563623499297e-07,1.5436975577640872e-09,9.5327657138288e-10,1.2293884133526804e-06,4.82870266718109e-08,9.12761935314912e-06,1.0633902471228e-08,2.5231581383887117e-08,1.1465834882014515e-06,9.982702115478858e-15,3.3472627651268503e-07,1.2534415277472588e-09,1.2718038501527493e-09,4.102620019352502e-15,3.816692485783363e-12,9.808454380379156e-14,1.4002495715814805e-10,3.70641114504818e-16,3.634640191529302e-12,1.0808918749299716e-15,5.141480722859851e-09,8.450596064547061e-17,2.2551584396331028e-15,6.539596605290634e-12,2.4652948103636254e-07,7.406650493277254e-14,4.6783701657374736e-07,1.200977302879452e-08,4.782605942137816e-11,2.0252378281212785e-16,9.065277191211728e-06,1.5318393009456145e-15,9.240825754183274e-09,1.487691958311166e-11,1.1784002735124489e-07,1.2141181309296334e-10,2.2942271729379297e-15,7.371111485830889e-10,1.5104158580399763e-07,9.769224047522376e-09,1.9027535944613236e-12,9.228899287762904e-11,1.3587972164537035e-06,1.043138351573165e-09,1.3900476183174097e-12,1.9938938694038046e-11,1.2937767142916868e-10,1.5205338467299587e-10
