Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47)
2.6142132393414626e-08,0.7529919598698006,9.507643600471255e-08,8.709738598392812e-10,2.32358988879156e-08,8.730517971162824e-09,0.0,0.0,3.093444086445474e-07,9.021589177547571e-12,1.4753979897916524e-11,2.594887166215974e-18,2.2407950615077113e-16,1.7974898501477317e-29,4.769892253542111e-23,1.1531160378952188e-16,9.077072455997124e-17,1.668653407418361e-16,9.201562072243677e-20,1.5175847915552222e-19,1.2605838035295941e-09,3.416373174008628e-16,1.2245149905483674e-18,3.927431388192562e-26,5.178031033119578e-22,7.153777733704471e-17,7.0752173864016065e-15,2.1583041529966716e-23,6.215501265400063e-35,1.8094557983942044e-31,1.1209218101501936e-23,1.7722271938459276e-21,2.3547395863218297e-15,9.298510052687452e-27,3.76,0.0,0.7883610535667617,0.9990440488046297,1.0330663891190668e-09,1.805140621586966e-19,0.0011417722840640586,0.001141774971638477,1.462450328385483e-10,1.9417713850593715e-13,0.0009556177037317124,2.2987410082158908e-12,2.0795584339034176e-13,1.9244093798504644e-07,2.126593975739128e-08,4.2901964989907266e-08,6.22748487526188e-08,4.5739494102827796e-05,2.686637004493403e-12,2.312151278745613e-08
2.6815938747031996e-08,0.7529960297452784,9.947639440390714e-08,9.337605764603279e-10,2.4450890891575637e-08,9.394061841539718e-09,0.0,0.0,3.173223933219126e-07,9.492352460422138e-12,1.5924108043128155e-11,2.8944048478305225e-18,2.4789875459789543e-16,2.0209062791089703e-29,5.1711165089197743e-23,1.2545510813384213e-16,1.0293133893132167e-16,1.8502020021165386e-16,1.0652391176055196e-19,1.7098530206198003e-19,1.3263915032201619e-09,3.676699567465277e-16,1.3543780106346464e-18,4.807929008482593e-26,5.983340207184256e-22,8.114084349525674e-17,7.647146117024218e-15,2.4714821691964444e-23,8.199963588761923e-35,2.1262027612505494e-31,1.316571261493952e-23,1.9724707227196437e-21,2.60300834602001e-15,1.1254759821185723e-26,3.76,0.0,0.7883310489131733,0.9990440395513249,1.1151233219817087e-09,2.1000067047988454e-19,0.0011711788386620707,0.0011711816634214515,1.5019483384591198e-10,2.0002987524488788e-13,0.0009556176948980849,2.5194383793130262e-12,2.3140991974835e-13,1.9551576668553326e-07,2.1746144312559487e-08,4.5268905772713634e-08,6.506895672846787e-08,4.6916912001178335e-05,2.8844901604990695e-12,2.4327848967708675e-08
2.7489745100649366e-08,0.7530000994790988,1.039383588688802e-07,9.990679535387042e-10,2.5696753073613713e-08,1.008780786171893e-08,0.0,0.0,3.253006217635311e-07,9.975074025709175e-12,1.7154508534642794e-11,3.2198503384250907e-18,2.735523311508894e-16,2.2657535901336355e-29,5.607540256342627e-23,1.3620420042541388e-16,1.1635385748892622e-16,2.0462529638763753e-16,1.2285081375114762e-19,1.9205957216699372e-19,1.3938728696657446e-09,3.949393995096564e-16,1.4940723768218802e-18,5.85618288730819e-26,6.888058985107635e-22,9.174270950837705e-17,8.249235268706353e-15,2.820644152074486e-23,1.0743301995569413e-34,2.4886350227743614e-31,1.5407239415921575e-23,2.18916747622779e-21,2.8701836745741916e-15,1.3557939663107822e-26,3.76,0.0,0.7883010453661945,0.9990440302636385,1.2014156862828321e-09,2.433820447747837e-19,0.0012005842723828077,0.0012005872377627818,1.5414448431053185e-10,2.0588329638855316e-13,0.0009556176860328975,2.755421862570443e-12,2.5699098464658384e-13,1.9853806753443976e-07,2.2217628839194066e-08,4.768821390082803e-08,6.790697330266929e-08,4.8094254287705866e-05,3.0929973818599905e-12,2.556481194233695e-08
2.8163551454266737e-08,0.7530041690710394,1.0846018032513431e-07,1.0669063885995634e-09,2.697346225521148e-08,1.0812169409250657e-08,0.0,0.0,3.3327909220117966e-07,1.0469752830958377e-11,1.8446693824713358e-11,3.572745757685225e-18,3.0112963392067015e-16,2.533567347501931e-29,6.082376803377697e-23,1.475780106392782e-16,1.3113282515775427e-16,2.2575629415673444e-16,1.4116665624663908e-19,2.1510271305544649e-19,1.4630278568732267e-09,4.23469471203931e-16,1.6440438339411115e-18,7.098788774652936e-26,7.901386946805374e-22,1.034184312007583e-16,8.882246191172005e-15,3.208881429977567e-23,1.3982962771302149e-34,2.9020058255448017e-31,1.7967368992304273e-23,2.4231813037706835e-21,3.1571728306021733e-15,1.6258601803835687e-26,3.76,0.0,0.7882710429252279,0.9990440209415262,1.292049739693191e-09,2.8105671320825323e-19,0.001229988585267099,0.0012299916947058872,1.5809398423644306e-10,2.1173725445989913e-13,0.0009556176771357139,3.0073337174046523e-12,2.84841620654651e-13,2.0150987123411717e-07,2.2680608334809906e-08,5.0158941456056313e-08,7.078815657894604e-08,4.9271520964385126e-05,3.3125395482702027e-12,2.683239821101361e-08
2.8837357807884107e-08,0.7530082385208836,1.1303977849416312e-07,1.1372844928913918e-09,2.8280993818475064e-08,1.1567545393094733e-08,0.0,0.0,3.412578028905312e-07,1.0976387831153038e-11,1.9802176330175547e-11,3.954660403887673e-18,3.3072189477204585e-16,2.825971824292351e-29,6.599062696557076e-23,1.5959567373445565e-16,1.4736724231569573e-16,2.4849075358498142e-16,1.6165232632184206e-19,2.4024035540371377e-19,1.5338564188530933e-09,4.532837008075966e-16,1.804743449949118e-18,8.565748178175303e-26,9.033097471916135e-22,1.1624661873732195e-16,9.54693661788024e-15,3.639463663973955e-23,1.8085533437662992e-34,3.372026079134507e-31,2.0882708063321242e-23,2.6753962820654326e-21,3.464901403147444e-15,1.941312311107585e-26,3.76,0.0,0.7882410415896902,0.9990440115849479,1.3871316593039822e-09,3.2345264144818173e-19,0.001259391777355733,0.0012593950342941658,1.6204333362786025e-10,2.1759162595204459e-13,0.0009556176682049485,3.2758244347709e-12,3.1511026501223876e-13,2.044331360326433e-07,2.3135303123148296e-08,5.2680164490499977e-08,7.371179338614891e-08,5.044871203319046e-05,3.5435029620758043e-12,2.8130604273629767e-08
2.9511164161501477e-08,0.7530123078284228,1.1767514083666919e-07,1.2102091708712006e-09,2.961932173887546e-08,1.2354320721392458e-08,0.0,0.0,3.4923675211663606e-07,1.149497797876487e-11,2.1222468437908284e-11,4.36721076129374e-18,3.6242215431030176e-16,3.1446859143164834e-29,7.161265008699413e-23,1.7227632209616798e-16,1.6516065223950125e-16,2.7290812131392764e-16,1.844995706975181e-19,2.6760233384768274e-19,1.606358509619416e-09,4.844053244498324e-16,1.9766272932551934e-18,1.0290805112340506e-25,1.0293556055859674e-21,1.3030950742198625e-16,1.0244060524717415e-14,4.115844063767503e-23,2.3251979738407605e-34,3.9048919789769183e-31,2.4193091287105982e-23,2.946716551220466e-21,3.7943131006698756e-15,2.3084203073568874e-26,3.76,0.0,0.7882110413590118,0.9990440021938624,1.486767536727486e-09,3.7102859873544544e-19,0.0012887938486894571,0.001288797256570993,1.6599253248898754e-10,2.2344630742579646e-13,0.0009556176592405508,3.561552495410641e-12,3.4795127929247585e-13,2.073097503284099e-07,2.35819372168837e-08,5.52509835212746e-08,7.667719825348121e-08,5.162582749609578e-05,3.7862792203932565e-12,2.9459426630294954e-08
3.018497051511885e-08,0.7530163769934548,1.2236432137383703e-07,1.2856856976424951e-09,3.098841861787115e-08,1.3172866761536342e-08,0.0,0.0,3.5721593819854945e-07,1.202552222381577e-11,2.270908251035515e-11,4.812060489963973e-18,3.9632523674787437e-16,3.491529463661107e-29,7.772888518592443e-23,1.8563907843993782e-16,1.8462122748857996e-16,2.990897216129419e-16,2.0991129312407987e-19,2.9732268212296826e-19,1.6805340831898295e-09,5.168572890512766e-16,2.1601561172848386e-18,1.2311806660513885e-25,1.1693738569099973e-21,1.456930276850062e-16,1.0974367999004075e-14,4.6416645861775686e-23,2.972366204896019e-34,4.507313567489222e-31,2.7941779628316345e-23,3.2380661500519664e-21,4.1463695401263444e-15,2.734138961504954e-26,3.76,0.0,0.7881810422326372,0.9990439927682293,1.5910633733095364e-09,4.242755501533132e-19,0.0013181947993089781,0.0013181983615797234,1.6994158082419802e-10,2.2930121224588004e-13,0.0009556176502434076,3.865184137249225e-12,3.8352501680333527e-13,2.1014153517951694e-07,2.4020736900467722e-08,5.787052385701551e-08,7.96837124225574e-08,5.280286735507463e-05,4.041265093168794e-12,3.081886178133716e-08
3.085877686873622e-08,0.7530204460157853,1.2710543940864755e-07,1.3637177942912695e-09,3.2388255715595705e-08,1.40235417917919e-08,0.0,0.0,3.6519535949320326e-07,1.2568019513945348e-11,2.4263530891104905e-11,5.290920399080164e-18,4.3252772467536837e-16,3.868430029865539e-29,8.438082776854517e-23,1.9970304915738696e-16,2.0586185522791626e-16,3.2711874711239305e-16,2.38101846881719e-19,3.2953962663433406e-19,1.7563830935855107e-09,5.506622559192688e-16,2.3557950526044086e-18,1.4671088374323175e-25,1.3245249451166224e-21,1.6248687425969686e-16,1.1738605118365636e-14,5.2207611146477613e-23,3.7789224086940937e-34,5.186544244071958e-31,3.2175665390719853e-23,3.55038885071085e-21,4.522050036210111e-15,3.22616334347768e-26,3.76,0.0,0.7881510442100232,0.9990439833080111,1.7001250754542552e-09,4.837180747700298e-19,0.0013475946292549632,0.0013475983493636916,1.7389047863816794e-10,2.3515626785288895e-13,0.0009556176412136373,4.187393131586109e-12,4.21997887811733e-13,2.129302467216072e-07,2.445192950744388e-08,6.053793577876442e-08,8.273070289496099e-08,5.397983161210014e-05,4.3088624069395365e-12,3.220890622730286e-08
3.153258322235359e-08,0.7530245148952248,1.3189667816706288e-07,1.444307701079098e-09,3.381880298350577e-08,1.4906691443839123e-08,0.0,0.0,3.7317501439862104e-07,1.312246879448315e-11,2.5887325910529125e-11,5.805548404824359e-18,4.7112793376017e-16,4.2774300757490194e-29,9.161249052445383e-23,2.1448731808381276e-16,2.290002214918976e-16,3.570802492418442e-16,2.692973222718139e-19,3.6439557860278675e-19,1.8339054948311607e-09,5.858426042983802e-16,2.5640133068820544e-18,1.7415885547416813e-25,1.4960339831410538e-21,1.807845745494315e-16,1.2537513839021354e-14,5.857168618392767e-23,4.779245519700318e-34,5.950411230265773e-31,3.694548391345478e-23,3.8846479926892994e-21,4.922351390815787e-15,3.792987155202479e-26,3.76,0.0,0.7881210472906408,0.9990439738131713,1.8140584500611305e-09,5.49915809321359e-19,0.0013769933385680412,0.0013769972199662098,1.7783922593579712e-10,2.410114134792518e-13,0.0009556176321506722,4.5288605677234635e-12,4.6354242267273e-13,2.1567757849766983e-07,2.48757423688231e-08,6.325239459575753e-08,8.581756151399704e-08,5.515672026914511e-05,4.589477934058271e-12,3.362955646895703e-08
3.220638957597096e-08,0.753028583631593,1.3673628337633005e-07,1.5274562484680105e-09,3.5280029096899644e-08,1.5822649135732384e-08,0.0,0.0,3.8115490135655496e-07,1.368886900852469e-11,2.7581979891475092e-11,6.357749473817571e-18,5.122258873947296e-16,4.7206946039284807e-29,9.947047154945388e-23,2.3001094066807643e-16,2.5415889439116965e-16,3.890611283963197e-16,3.0373582899277307e-19,4.0203712492901397e-19,1.9131012409549784e-09,6.224204348767931e-16,2.7852838729096446e-18,2.0598771414441057e-25,1.6851925568967618e-21,2.0068355618607948e-16,1.3371831893055448e-14,6.555126289942524e-23,6.01412364070448e-34,6.807346996184048e-31,4.23060319248836e-23,4.241826316275235e-21,5.348287682794394e-15,4.443964072027921e-26,3.76,0.0,0.7880910514739716,0.9990439642836754,1.93296920007418e-09,6.234649170998443e-19,0.0014063909272888026,0.0014063949734305723,1.8178782272205896e-10,2.46866598233878e-13,0.0009556176230543006,4.8902746456865106e-12,5.083373329429886e-13,2.183851637031926e-07,2.529240191183446e-08,6.60131005941439e-08,8.894370407938455e-08,5.6333533328182044e-05,4.883523287147779e-12,3.5080809007283177e-08
3.288019592958833e-08,0.7530326522247138,1.4162256179508436e-07,1.6131629259666569e-09,3.6771901487231336e-08,1.6771736494904627e-08,0.0,0.0,3.8913501885461954e-07,1.4267219097010424e-11,2.93490051550121e-11,6.949375553068583e-18,5.559232913153201e-16,5.200519237132763e-29,1.0800402128373613e-22,2.462929385260021e-16,2.8146540626481807e-16,4.2315012385250465e-16,3.4166777331106294e-19,4.426150179019008e-19,1.9939702859886453e-09,6.604175732490857e-16,3.020083244861312e-18,2.4278123340100687e-25,1.8933605204882736e-21,2.222852137812075e-16,1.4242292694248603e-14,7.319082659992699e-23,7.531768991654514e-34,7.766421654305989e-31,4.831639254401387e-23,4.6229257955224e-21,5.80089005806034e-15,5.189372136662604e-26,3.76,0.0,0.7880610567595105,0.9990439547194889,2.056962920142622e-09,7.049995817220412e-19,0.001435787395457802,0.0014357916098000534,1.8573626900194326e-10,2.527217794961786e-13,0.0009556176139247802,5.272330476699987e-12,5.565675705538485e-13,2.2105457734986676e-07,2.5702132891105464e-08,6.881927889416576e-08,9.210856949369135e-08,5.751027079118312e-05,5.191414818557017e-12,3.6562660343483294e-08
3.35540022832057e-08,0.7530367206744187,1.465538797078445e-07,1.701425948798893e-09,3.829438637415672e-08,1.7754263770942974e-08,0.0,0.0,3.971153654279818e-07,1.4857517998807095e-11,3.118991402622951e-11,7.582325487334623e-18,6.023235082108859e-16,5.719338748516425e-29,1.1726510812941533e-22,2.633522943591611e-16,3.1105233478037873e-16,4.594378034556223e-16,3.8335612995442403e-19,4.862841638719217e-19,2.0765125839672966e-09,6.998555733359531e-16,3.268891142920596e-18,2.85186180763948e-25,2.1219677819829895e-21,2.456949748715479e-16,1.514962525206254e-14,8.153700688610698e-23,9.388966169449503e-34,8.837376326683818e-31,5.504016691540687e-23,5.028967470803132e-21,6.281206520109631e-15,6.040481270093513e-26,3.76,0.0,0.7880310631467636,0.9990439451205796,2.1861450923922136e-09,7.951935254482645e-19,0.0014651827431155545,0.0014651871291179084,1.8968456478049168e-10,2.585769215712309e-13,0.0009556176047622319,5.6757298910967025e-12,6.084243851158925e-13,2.2368733835089694e-07,2.6105157736563077e-08,7.167017922929734e-08,9.531161893936501e-08,5.868693266012027e-05,5.5135735245986376e-12,3.807510697897796e-08
3.422780863682307e-08,0.753040788980545,1.515286613949075e-07,1.7922423224044627e-09,3.984744879725751e-08,1.877053023793871e-08,0.0,0.0,4.05095939660667e-07,1.545976465079078e-11,3.3106218840084834e-11,8.258544924753166e-18,6.515315323405394e-16,6.279736045302631e-29,1.2730848271720596e-22,2.812079472215302e-16,3.4305738298445144e-16,4.980165530967443e-16,4.290767086691344e-19,5.332036110013256e-19,2.160728088929501e-09,7.407557207614072e-16,3.532190246370451e-18,3.3391757178317897e-25,2.372516079124284e-21,2.710223650604634e-16,1.609455409338368e-14,9.063862831973389e-23,1.1652367745232283e-33,1.0030657491558372e-30,6.254571245910748e-23,5.460991281010266e-21,6.790301721006175e-15,7.009623962752876e-26,3.76,0.0,0.7880010706352476,0.999043935486916,2.3206210823062383e-09,8.947615517300049e-19,0.001494576970302542,0.0014945815314273741,1.9363271006283218e-10,2.6443199456453976e-13,0.0009556175955664751,6.101181253344437e-12,6.641053794239096e-13,2.2628491153084475e-07,2.650169600405276e-08,7.456507565929058e-08,9.855233508525628e-08,5.9863518936965156e-05,5.850424954353751e-12,3.96181454154063e-08
3.557542134405781e-08,0.7530489251614421,1.616025939013927e-07,1.981517461401146e-09,4.304516069662561e-08,2.0905425277036403e-08,0.0,0.0,4.210577656891958e-07,1.670009694337812e-11,3.717106572042381e-11,9.748808251602641e-18,7.587989852109323e-16,7.536394486266727e-29,1.499753813343133e-22,3.193836567256275e-16,4.148987478954293e-16,5.8242583140745155e-16,5.337834942909652e-19,6.374502293512693e-19,2.334178535975881e-09,8.270262785061582e-16,4.104206061871289e-18,4.535955088557059e-25,2.9458124304627853e-21,3.2788900870240464e-16,1.8100075921058584e-14,1.1131476929386977e-22,1.772308568480458e-33,1.2829727425340921e-30,8.02008199806071e-23,6.407238545414412e-21,7.899168941426879e-15,9.357107964123589e-26,3.76,0.0,0.7879410889140315,0.9990439161152062,2.6058753701613324e-09,1.1250939532642102e-18,0.0015533620634259667,0.0015533669851939943,2.0152854915965163e-10,2.7614183760894623e-13,0.0009556175770751942,7.021104904250125e-12,7.87762401161924e-13,2.313800946607794e-07,2.727617417694878e-08,8.048407246074822e-08,1.0514480109075867e-07,6.22164647222637e-05,6.569930439090227e-12,4.279598369871341e-08
3.678827278056908e-08,0.7530562472317014,1.7080310438519864e-07,2.1605448921301776e-09,4.602730279464053e-08,2.294501005971251e-08,0.0,0.0,4.3542417453319206e-07,1.785724660932047e-11,4.1102454192431854e-11,1.1258500018461794e-17,8.660282059413505e-16,8.838871763877056e-29,1.7365942939200605e-22,3.566540853650948e-16,4.893150917510312e-16,6.671932975756495e-16,6.448486259206116e-19,7.440681103954606e-19,2.4960058451858e-09,9.098784855435425e-16,4.673474099338405e-18,5.9171669819158865e-25,3.553415744646347e-21,3.86812202810298e-16,2.0040799180440352e-14,1.330434302945936e-22,2.550237555861996e-33,1.5887759452081478e-30,9.955602241778241e-23,7.358533640748569e-21,9.006586826693854e-15,1.2021682704121323e-25,3.76,0.0,0.7878871091265189,0.9990438985615164,2.8817635845743803e-09,1.3725204161370812e-18,0.0016062648156324178,0.0016062700738486483,2.0863428970223611e-10,2.866802487777851e-13,0.0009556175603187948,7.931687791748722e-12,9.14246708785637e-13,2.358590717708145e-07,2.795314959493667e-08,8.595483861620477e-08,1.1120206421917696e-07,6.433385742385224e-05,7.272093836050667e-12,4.5760627021802203e-08
3.8001124217080354e-08,0.753063568834505,1.8012241912805655e-07,2.347749679389046e-09,4.9107921738190686e-08,2.509810276772354e-08,0.0,0.0,4.4979130127922744e-07,1.905309037013974e-11,4.5301646431302875e-11,1.2940770708414687e-17,9.840594895859685e-16,1.032404830921618e-28,2.0086323343740266e-22,3.967966289722319e-16,5.739502008745456e-16,7.609025608924988e-16,7.738812115875189e-19,8.638783350146887e-19,2.663253630384763e-09,9.977871695337867e-16,5.297309120781914e-18,7.651992424903893e-25,4.258931438723826e-21,4.538458787253681e-16,2.2114390598778425e-14,1.5808466483826014e-22,3.6260206162672175e-33,1.9540674928712726e-30,1.2275124054244975e-22,8.411029961139846e-21,1.0224544248229651e-14,1.5317225373770119e-25,3.76,0.0,0.7878331328999579,0.9990438808947855,3.1764366683932373e-09,1.6634813221267865e-18,0.001659163938141562,0.0016591695440677356,2.1573954271877513e-10,2.9721815129465586e-13,0.0009556175434542977,8.9250159669817e-12,1.0564903637716804e-12,2.4024454662834435e-07,2.861235086535766e-08,9.155793360905058e-08,1.1737422595580376e-07,6.645100523771612e-05,8.028679137964259e-12,4.8824333383398966e-08
3.9213975653591624e-08,0.7530708899691089,1.8955324210202685e-07,2.543078343963445e-09,5.2286774998223085e-08,2.7366101067260674e-08,0.0,0.0,4.641591395048428e-07,2.0287621964905508e-11,4.977746351909967e-11,1.4808643624212192e-17,1.1135608296454117e-15,1.2013695225892478e-28,2.3201465967685655e-22,4.3991965115720257e-16,6.698026548715539e-16,8.641567054500905e-16,9.229870216001718e-19,9.979563652960538e-19,2.8359216236467987e-09,1.0908671970798584e-15,5.978601047624986e-18,9.814933927904915e-25,5.073944787768547e-21,5.297852629380631e-16,2.4324905739611853e-14,1.8680916755997112e-22,5.0981152352463556e-33,2.387979273275423e-30,1.5039091226372028e-22,9.571453581029948e-21,1.1559824910346338e-14,1.9364613484838777e-25,3.76,0.0,0.7877791602318894,0.9990438631148673,3.490504391562666e-09,2.003842728511857e-18,0.0017120594311882563,0.0017120653961027951,2.2284430824017402e-10,3.077554863147968e-13,0.0009556175264818595,1.0005434845428747e-11,1.2158822189597189e-12,2.445433459739637e-07,2.9254910069855354e-08,9.728994942281216e-08,1.2365895145456139e-07,6.856790817534783e-05,8.842322244889552e-12,5.1987082388967986e-08
4.0426827090102895e-08,0.7530782106348217,1.990887641195281e-07,2.746469127960127e-09,5.556361003664395e-08,2.9750315830123314e-08,0.0,0.0,4.785276833166005e-07,2.1560835118547113e-11,5.453872712377596e-11,1.687562263100858e-17,1.255215343094867e-15,1.393201458465292e-28,2.6757541923496437e-22,4.861307828485614e-16,7.779308627644323e-16,9.775770075294777e-16,1.094425945605706e-18,1.1474199486567735e-18,3.0140095570800898e-09,1.1892308735346171e-15,6.7202525286572995e-18,1.24930265356633e-24,6.010932687237292e-21,6.154735216677215e-16,2.6676349162523024e-14,2.1961462607730197e-22,7.092757459004266e-33,2.900692425122048e-30,1.8315068234403668e-22,1.0846715525773728e-20,1.3019370832231046e-14,2.4302693574381476e-25,3.76,0.0,0.787725191119945,0.9990438452216266,3.824575007533615e-09,2.400033081569762e-18,0.001764951295007024,0.0017649576302052002,2.299485862974914e-10,3.182922113395418e-13,0.0009556175094010681,1.1177345832567527e-11,1.3938816917068405e-12,2.487618657988828e-07,2.988190933327306e-08,1.0314769729167737e-07,1.3005407725553472e-07,7.068456624823891e-05,9.715700942412012e-12,5.5248853646269036e-08
4.1639678526614165e-08,0.7530855308310029,2.0872263554064123e-07,2.957852872557328e-09,5.893816482529194e-08,3.2251976967573924e-08,0.0,0.0,4.928969273410772e-07,2.2872723543400186e-11,5.959425961691298e-11,1.9155689002861117e-17,1.4097208051322888e-15,1.610588640325196e-28,3.08042043089074e-22,5.355368786581161e-16,8.994544009978505e-16,1.101802715416683e-15,1.2906161135682649e-18,1.313428804467064e-18,3.197517162826525e-09,1.2929880000505387e-15,7.525175319411014e-18,1.5787438629310973e-24,7.08329508233027e-21,7.118028576957167e-16,2.917267396215736e-14,2.5692663322074547e-22,9.770510565013688e-33,3.503519356787333e-30,2.2178299649597317e-22,1.2243908594935357e-20,1.4610278519592324e-14,3.0290206245682656e-25,3.76,0.0,0.7876712255618405,0.9990438272149362,4.179255192734584e-09,2.8590761917033495e-18,0.0018178395298320614,0.001817846246626166,2.370523769219396e-10,3.288282956272241e-13,0.000955617492211617,1.244520379777692e-11,1.5920195585028473e-12,2.529060987135853e-07,3.049437982212609e-08,1.0912819772731456e-07,1.3655760045791218e-07,7.280097946788025e-05,1.0651533789454583e-11,5.860962676535778e-08
4.2852529963125435e-08,0.7530928505570584,2.1844893995465665e-07,3.1771538343378756e-09,6.241016834629125e-08,3.487223892814653e-08,0.0,0.0,5.072668667131272e-07,2.422328094071248e-11,6.495288419269847e-11,2.1663298097855763e-17,1.5777891890166708e-15,1.8565130948245847e-28,3.5394680874107425e-22,5.882439802524271e-16,1.0355553166859143e-15,1.2374908273349147e-15,1.5141378353821195e-18,1.4971843056161024e-18,3.386444173061234e-09,1.4022459293406186e-15,8.396286934031719e-18,1.9815217704261995e-24,8.305385896193836e-21,8.19715580460736e-16,3.181778146170766e-14,2.9919958981511096e-22,1.3334090660714348e-32,4.2089893675540926e-30,2.671229089987137e-22,1.3770304194542585e-20,1.633979516831471e-14,3.750784109073887e-25,3.76,0.0,0.7876172635553714,0.9990438090946772,4.555149989244401e-09,3.388624930222438e-18,0.001870724135897248,0.0018707312456167525,2.44155680144784e-10,3.393637168446334e-13,0.0009556174749135975,1.3813514703347839e-11,1.8118987069242976e-12,2.569816595525265e-07,3.1093301599884065e-08,1.152286704472351e-07,1.4316766858845424e-07,7.49171478457625e-05,1.1652579101496765e-11,6.206938135858594e-08
4.4065381399636706e-08,0.7531001698124393,2.2826216887311874e-07,3.4042904446458445e-09,6.597934107430463e-08,3.761218588034731e-08,0.0,0.0,5.216374970621182e-07,2.5612501002106295e-11,7.062342498805655e-11,2.4413375892034973e-17,1.760146211369951e-15,2.1342785883298025e-28,4.0585862063911288e-22,6.443572858556151e-16,1.1874793972012785e-15,1.385315868133443e-15,1.767737365512176e-18,1.6999291582544738e-18,3.5807903199921234e-09,1.5171096202069442e-15,9.336507553436858e-18,2.4711185931792403e-24,9.692543453337066e-21,9.402051502500352e-16,3.4615521041109864e-14,3.4691759840019977e-22,1.8037648652957157e-32,5.030937854129117e-30,3.200940962927974e-22,1.5433349180465962e-20,1.8215314901598148e-14,4.616042194543941e-25,3.76,0.0,0.7875633050984074,0.9990437908607374,4.952862750480585e-09,3.9969956129200686e-18,0.0019236051134361516,0.0019236126274278717,2.5125849599726837e-10,3.4989845869615656e-13,0.0009556174575069861,1.528683337212467e-11,2.055194848238389e-12,2.609938093612212e-07,3.167960415015443e-08,1.2144652432322627e-07,1.498825701082481e-07,7.703307139337628e-05,1.272163401777063e-11,6.562809704060155e-08
4.5278232836147976e-08,0.7531074885966381,2.381571975040662e-07,3.6391760133322364e-09,6.964539544039734e-08,4.047283658484308e-08,0.0,0.0,5.360088144966392e-07,2.7040377410993446e-11,7.661470720389953e-11,2.7421315391234116e-17,1.957530883466367e-15,2.4475398263005753e-28,4.643838444762799e-22,7.039811255503228e-16,1.3565374056538154e-15,1.5459696652089284e-15,2.054330493165107e-18,1.922947081364349e-18,3.78055533585942e-09,1.6376816908338395e-15,1.0348757186473888e-17,3.0629995050970264e-24,1.126112037484709e-20,1.0743171961273964e-15,3.756969009213913e-14,4.005953478082503e-22,2.419773089308479e-32,5.9845992202180426e-30,3.8171507710957825e-22,1.7240662716311314e-20,2.0244375042760062e-14,5.647922772957373e-25,3.76,0.0,0.7875093501888883,0.9990437725130119,5.3729950898710845e-09,4.693203069137104e-18,0.001976482462682037,0.001976490392310292,2.583608245106177e-10,3.6043250932004307e-13,0.0009556174399915274,1.6869761388119625e-11,2.323657191790251e-12,2.649474778208338e-07,3.2254167441072e-08,1.2777934744651515e-07,1.5670072553639873e-07,7.914875012221259e-05,1.3861533648381233e-11,6.928575342834921e-08
4.649108427265925e-08,0.7531148069091886,2.481292616581909e-07,3.8817193809028865e-09,7.340803627787426e-08,4.345514897458936e-08,0.0,0.0,5.50380815588399e-07,2.8506903843939243e-11,8.293555722741837e-11,3.0702972949899016e-17,2.1706950689161545e-15,2.80033308349996e-28,5.301670974386107e-22,7.672189416437586e-16,1.5441062831193148e-15,1.7201611242884507e-15,2.3770059644399614e-18,2.1675624887454857e-18,3.9857389529352045e-09,1.7640624708935633e-15,1.1435953069295364e-17,3.774834666906992e-24,1.30285129379231e-20,1.2231505082467971e-15,4.068403408373322e-14,4.607789889513551e-22,3.22061502271807e-32,7.086703498049673e-30,4.5310563181317745e-22,1.920003314886092e-20,2.24346524251521e-14,6.872445015641229e-25,3.76,0.0,0.7874553988248189,0.9990437540514029,5.816146832344427e-09,5.486996365800409e-18,0.0020293561838678723,0.0020293645405146422,2.654626657160649e-10,3.7096586012905436e-13,0.0009556174223670947,1.8566945116234842e-11,2.619109084198785e-12,2.688472842460379e-07,3.281782333953252e-08,1.3422489743470612e-07,1.636206791376112e-07,8.126418404376299e-05,1.507515029189823e-11,7.304233014107043e-08
