Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76)
2.888494223504102e-09,0.6591198156664829,6.077323933160196e-11,5.095009793602453e-14,4.752802119794096e-11,2.949694309991084e-13,0.0,0.0,5.323290459693979e-09,6.1092168070862106e-15,1.4951933515019737e-15,3.900512064942826e-17,1.9943041149009044e-22,8.063933785479158e-31,4.948574413281821e-22,9.877554011717093e-15,2.8859376333749537e-12,3.634084693289532e-17,6.834310137862899e-27,1.7897803409399774e-26,3.51861153687548e-13,3.470372442238556e-21,6.219433714851408e-14,7.535089467554289e-25,2.467052156605216e-18,1.8082750774589714e-20,3.3160167628134454e-20,3.649014132681767e-25,2.6011626034008314e-26,3.2976113280840194e-27,5.853657595392749e-22,8.20178100693417e-28,6.6659221611820656e-21,2.2518442763023128e-36,3.76,0.0,0.526951398225016,0.9994822298751747,1.409484481030134e-13,5.277567394813316e-16,1.8177218121804217e-05,1.8177219627179862e-05,2.9249737865762764e-13,9.304620172652813e-17,0.0005177647534835246,1.2527306989194913e-16,8.452123157445876e-18,5.157569169802283e-09,9.664659084230154e-11,6.15590669961428e-12,5.539738353254172e-11,5.513349241004881e-07,7.480008793537874e-16,4.7616594662891736e-11,4.4358313978231713e-13,9.84561362653076e-17,6.606950461669026e-14,4.7785200727361656e-12,1.5561085670458271e-22,3.8979603040732144e-21,7.522103044006523e-14,5.700954442283678e-25,2.886481042985207e-12,3.7642367554146577e-13,1.7455293726181323e-17,6.73725371269746e-23,7.84773298383521e-21,4.2764950041647854e-18,3.629361185596598e-22,6.082515127240862e-29,3.880393403018775e-33,5.095534317698462e-34,3.156515583872787e-30
2.9437038703026953e-09,0.6591198596368164,6.319904204573611e-11,5.39351599477606e-14,4.936043171124281e-11,3.1251511354515444e-13,0.0,0.0,5.42504253810794e-09,6.344973007832406e-15,1.5825188301031534e-15,4.122020191333939e-17,2.1502084814807653e-22,8.521216979358838e-31,5.135143076374947e-22,1.0237463996298084e-14,2.996312981420806e-12,3.84336449478587e-17,7.269995457458592e-27,1.9015939515599232e-26,3.654403300816902e-13,3.672165003651485e-21,6.32083550309088e-14,8.280692585942036e-25,2.6084560589417477e-18,1.9517915813161613e-20,3.5102006392365167e-20,4.0096716861664184e-25,2.8578431034395465e-26,3.622653006179553e-27,6.3065136532673105e-22,8.987030533297501e-28,7.18965620741168e-21,2.5716241726017824e-36,3.76,0.0,0.5269510454271922,0.9994821969254786,1.4918172522911723e-13,5.584602311293562e-16,1.8524644755806312e-05,1.852464631588548e-05,3.0112953781265113e-13,9.634015255898117e-17,0.0005177975995740591,1.302540206926561e-16,8.820234867970332e-18,5.2530112473523e-09,1.0021037442200088e-10,6.507652239028428e-12,5.751227982668334e-11,5.618718272634343e-07,7.768194203983458e-16,4.9454117244884965e-11,4.600138687084757e-13,1.0230575529711558e-16,6.854465787613691e-14,4.959901229301089e-12,1.6776625963652898e-22,4.124637810388447e-21,7.672126325885271e-14,6.244261354208139e-25,2.9968880137688654e-12,3.889740746897587e-13,1.8471813185905567e-17,7.265378423425063e-23,8.206824635530446e-21,4.522753196910048e-18,3.9030567773878866e-22,6.784162259162363e-29,4.323359677654277e-33,5.692440015996356e-34,3.4369885133375076e-30
2.9989135171012885e-09,0.659119903607127,6.567513131390174e-11,5.703686245073272e-14,5.122743559542941e-11,3.307545844324287e-13,0.0,0.0,5.526795122126219e-09,6.585192318911536e-15,1.6731778070838766e-15,4.351517888745349e-17,2.315066743298613e-22,8.994991335809341e-31,5.325024713144202e-22,1.0603043564353912e-14,3.1087218753867344e-12,4.060412836132346e-17,7.72519460262713e-27,2.0183907650841087e-26,3.7927659326947514e-13,3.8815924231678686e-21,6.421650647661884e-14,9.08408154595958e-25,2.75505664214669e-18,2.1039251068264828e-20,3.7118376845777556e-20,4.398255787419677e-25,3.1343347875476937e-26,3.972739832251644e-27,6.784851727465782e-22,9.830255100592197e-28,7.743635050676548e-21,2.929596857196997e-36,3.76,0.0,0.5269506926296031,0.9994821684567756,1.5772938508989556e-13,5.903266322974803e-16,1.887207115658031e-05,1.887207277224815e-05,3.098146305990344e-13,9.96809793121375e-17,0.0005178259646361597,1.3534054053463965e-16,9.197600967282509e-18,5.348339216030064e-09,1.0383256498952988e-10,6.872243260221986e-12,5.966593093321765e-11,5.724086885801592e-07,8.061820217203076e-16,5.1326423672110345e-11,4.767182668696589e-13,1.0622834637463284e-16,7.106254573101268e-14,5.144546186973063e-12,1.8061811113085328e-22,4.35990802746398e-21,7.82239558930844e-14,6.82804309095401e-25,3.1093297288358266e-12,4.0166494553851777e-13,1.952690973433298e-17,7.823885301940794e-23,8.574170579560933e-21,4.778264760950753e-18,4.191613331683403e-22,7.55161620308516e-29,4.807277143160889e-33,6.346528355727211e-34,3.736111879345681e-30
3.0541231638998818e-09,0.6591199475774149,6.820164996334707e-11,6.02575633980545e-14,5.312902935282506e-11,3.4970209771012563e-13,0.0,0.0,5.6285482162782265e-09,6.82987474015079e-15,1.7672325752520255e-15,4.589129611626787e-17,2.4892141526199434e-22,9.485518088013174e-31,5.518213400315501e-22,1.097425474024454e-14,3.223162269369721e-12,4.2853630593653277e-17,8.200474972704381e-27,2.14031914882334e-26,3.93369943111071e-13,4.098793539800319e-21,6.521882640965294e-14,9.948540488666623e-25,2.906940046487689e-18,2.265049733018891e-20,3.921069572302814e-20,4.816352110238895e-25,3.431755799781587e-26,4.3492813373611725e-27,7.289582840658818e-22,1.0734500937358556e-27,8.328998724371431e-21,3.3294955205228384e-36,3.76,0.0,0.5269503398322489,0.9994821438577434,1.665973069623727e-13,6.233771607748904e-16,1.9219497324129713e-05,1.9219498996268107e-05,3.185507670563849e-13,1.0306820285664166e-16,0.0005178504599917569,1.4053326736868399e-16,9.584313780599589e-18,5.4435532560162365e-09,1.0751285164587624e-10,7.249888286880432e-12,6.185829053169273e-11,5.829455080507768e-07,8.360887152236662e-16,5.3233513750730266e-11,4.936950640211815e-13,1.1022390028988189e-16,7.36230231280222e-14,5.332448761385007e-12,1.941923915322669e-22,4.603929486167056e-21,7.972911474916157e-14,7.454508738177718e-25,3.223804164181667e-12,4.1449365853568787e-13,2.0621291341902423e-17,8.413910843254922e-23,8.949777653825163e-21,5.043199885379056e-18,4.495531644017408e-22,8.389687816969802e-29,5.335076781087582e-33,7.062111429912667e-34,4.054718732336551e-30
3.109332810698475e-09,0.6591199915476803,7.077873975880329e-11,6.359962606406932e-14,5.5065209494105854e-11,3.693719476742915e-13,0.0,0.0,5.730301825016951e-09,7.07902027157358e-15,1.8647454199200894e-15,4.834978980457238e-17,2.6729920403875154e-22,9.993057224445368e-31,5.714703329533947e-22,1.1351059777180337e-14,3.3396321194477484e-12,4.5183480944230984e-17,8.696415743463745e-27,2.267530613243028e-26,4.077203794666479e-13,4.323907035564612e-21,6.62153495456372e-14,1.087747463636031e-24,3.0641920224313722e-18,2.4355509360357986e-20,4.138038055370123e-20,5.265604633098202e-25,3.751264930602653e-26,4.7537379921057286e-27,7.821632071774358e-22,1.1702910728740418e-27,8.946908168422316e-21,3.7753404483752785e-36,3.76,0.0,0.5269499870351295,0.9994821226004571,1.757913695286376e-13,6.576330129565977e-16,1.956692325845792e-05,1.95669249879456e-05,3.27336124695642e-13,1.0650134878604712e-16,0.0005178716135657218,1.458328511225437e-16,9.98046631420045e-18,5.538653547117252e-09,1.1125092482532648e-10,7.640794742329729e-12,6.408931237467893e-11,5.934822856754022e-07,8.665395377875369e-16,5.517538728623844e-11,5.109429960508613e-13,1.1429240888651668e-16,7.622594546446254e-14,5.523602775513514e-12,2.0851555552640733e-22,4.8568607218095304e-21,8.123674623291036e-14,8.125945821015639e-25,3.3403092977620115e-12,4.2745762639676855e-13,2.175566540696244e-17,9.03661190369955e-23,9.333652487871005e-21,5.317728766162537e-18,4.815319058878111e-22,9.303444080110316e-29,5.909840309733775e-33,7.843742597299036e-34,4.3936614615260546e-30
3.1645424574970682e-09,0.6591200355179225,7.340654140734325e-11,6.706541898957242e-14,5.7035972538324786e-11,3.897784685676815e-13,0.0,0.0,5.832055952726939e-09,7.332628913396368e-15,1.9657786189473164e-15,5.0891887867745315e-17,2.8667478120473026e-22,1.0517867515191781e-30,5.914488806911145e-22,1.1733421155862034e-14,3.4581293836795367e-12,4.7595004612814654e-17,9.213608173285907e-27,2.4001798741113175e-26,4.2232790219637867e-13,4.55707143565717e-21,6.720611039305172e-14,1.1874412408585555e-24,3.2268979320413055e-18,2.6158258144981703e-20,4.3628849666927486e-20,5.747716638109462e-25,4.0940622957393794e-26,5.18762204096741e-27,8.381938459823108e-22,1.273872463602895e-27,9.59854521945141e-21,4.2714553527315527e-36,3.76,0.0,0.5269496342382446,0.9994821042290138,1.8531745087727265e-13,6.931153638641787e-16,1.9914348959568303e-05,1.9914350747280876e-05,3.361689460903597e-13,1.0997994737655521e-16,0.0005178898812612002,1.5123995369829153e-16,1.0386152259156298e-17,5.633640268774443e-09,1.1504647629005113e-10,8.045168954238435e-12,6.635895028762148e-11,6.04019021454151e-07,8.975345312726097e-16,5.715204408353427e-11,5.284608049495981e-13,1.1843386494322277e-16,7.887116858781873e-14,5.718002059679503e-12,2.236145327383939e-22,5.118860279532143e-21,8.274685674953079e-14,8.84472166425303e-25,3.458843109492286e-12,4.40554303435031e-13,2.2930738755753212e-17,9.693165674064214e-23,9.725801488947568e-21,5.6020216071850775e-18,5.151489396824081e-22,1.0298216826482456e-28,6.534804985387775e-33,8.696225511666444e-34,4.7538118387918735e-30
3.2749617510942542e-09,0.6591201234583394,7.88148378326617e-11,7.43776957884806e-14,6.108123345376045e-11,4.328590580588963e-13,0.0,0.0,6.035565782294786e-09,7.85323553005693e-15,2.1786551545016954e-15,5.623176763207748e-17,3.2856129764802794e-22,1.1620330704586387e-30,6.323924200217188e-22,1.2514663990628083e-14,3.701197996742775e-12,5.2668352331845456e-17,1.0314175355078194e-26,2.682427048345175e-26,4.52314206219004e-13,5.048106266578857e-21,6.917048222772093e-14,1.4087041149579584e-24,3.5690110668418855e-18,3.007344460853157e-20,4.836781808250599e-20,6.817634701096002e-25,4.8545328686101823e-26,6.1499851407162694e-27,9.591148090270101e-22,1.5026018792489112e-27,1.1007833913525206e-20,5.433410937528457e-36,3.76,0.0,0.5269489286451792,0.9994820746258494,2.0538917931705208e-13,7.6784415520053e-16,2.0609199662148613e-05,2.060920156892574e-05,3.539702621075445e-13,1.1707164681841722e-16,0.0005179192768235773,1.6237942277829735e-16,1.1226502600651759e-17,5.823273719742051e-09,1.2280878773119242e-10,8.895140507852901e-12,7.101388998867416e-11,6.250923674744835e-07,9.61157223393916e-16,6.1209706680494e-11,5.643010516580431e-13,1.2693559463054636e-16,8.428794283365321e-14,6.116511796135269e-12,2.562500240219607e-22,5.670698623160272e-21,8.57745404987532e-14,1.0434166106270124e-24,3.701988696863196e-12,4.671358063662244e-13,2.540580774886742e-17,1.1112641619149323e-22,1.0534946444520034e-20,6.2005800318264974e-18,5.875066075739961e-22,1.2553517074657507e-28,7.949093871979115e-33,1.0634268561497288e-33,5.541319809369528e-30
3.3853810446914403e-09,0.6591202113986656,8.44276439262301e-11,8.221344538659156e-14,6.526478441960011e-11,4.79059327742865e-13,0.0,0.0,6.2390777389288075e-09,8.391694595623752e-15,2.406360257317206e-15,6.192059483598874e-17,3.748710222155685e-22,1.2794954440075022e-30,6.746476301338262e-22,1.3317687588749815e-14,3.9523518126429205e-12,5.808419415969038e-17,1.15071603005906e-26,2.9883648698850336e-26,4.83328854060375e-13,5.573003104480471e-21,7.11122138851571e-14,1.66171981674312e-24,3.933954632153066e-18,3.4430235022919235e-20,5.343896376587085e-20,8.04095635891778e-25,5.723620592300548e-26,7.249535547003755e-27,1.0924999619112169e-21,1.7624291960026538e-27,1.2566737060582755e-20,6.856681214725169e-36,3.76,0.0,0.5269482230530524,0.9994820525003155,2.268595051747121e-13,8.477325082759706e-16,2.130404943189608e-05,2.1304051461204663e-05,3.7194187082447224e-13,1.2433963552221557e-16,0.0005179411946128381,1.7395720920325976e-16,1.2106128219484225e-17,6.0124550374300135e-09,1.3079734642030012e-10,9.801431833379968e-12,7.582274169049446e-11,6.461655461127081e-07,1.0269572263374142e-15,6.540649997127646e-11,6.012058610263009e-13,1.357290465750194e-16,8.98722016332641e-14,6.527928760244546e-12,2.9232382673280324e-22,6.260713278873091e-21,8.881221722399058e-14,1.2243428456408196e-24,3.9532248048132415e-12,4.942186090122539e-13,2.8052141488516104e-17,1.2682161875409788e-22,1.1377258972952175e-20,6.84023699186132e-18,6.670499054394511e-22,1.520388096800054e-28,9.60713856238229e-33,1.2920030465063917e-33,6.424606193345974e-30
3.4958003382886263e-09,0.6591202993389009,9.024604776051125e-11,9.059180017914329e-14,6.958659789081729e-11,5.284953593434387e-13,0.0,0.0,6.442591855838418e-09,8.94800611852008e-15,2.6493918862176915e-15,6.796789944498858e-17,4.259037053333544e-22,1.4043767672304623e-30,7.182103634088259e-22,1.4142199848459118e-14,4.211574567159795e-12,6.385298625712313e-17,1.2797760830356362e-26,3.319352810889046e-26,5.153718446019561e-13,6.1328645234922315e-21,7.303157410058077e-14,1.9497760846672318e-24,4.322397683469163e-18,3.926481225531343e-20,5.885366259283096e-20,9.433543867432372e-25,6.712482796909397e-26,8.500319364641841e-27,1.2391498211444839e-21,2.0563075012324666e-27,1.428546063440759e-20,8.5885894220937e-36,3.76,0.0,0.5269475174618641,0.9994820359486175,2.497754319389626e-13,9.329490559349468e-16,2.1998898268835127e-05,2.199890042411958e-05,3.900718284608007e-13,1.317803201932035e-16,0.0005179575384240752,1.8597903896773218e-16,1.3025803847256083e-17,6.2011856449360615e-09,1.3900973371233285e-10,1.0765654583752511e-11,8.078513860575591e-11,6.672385573697648e-07,1.0949350549396331e-15,6.974242237962504e-11,6.391653857235771e-13,1.4481418732614294e-16,9.562280793014778e-14,6.952203859081926e-12,3.3206854676282106e-22,6.890173509090897e-21,9.185993813918017e-14,1.4294459263643874e-24,4.212535343223451e-12,5.217837774710547e-13,3.087537398760431e-17,1.4411873277609326e-22,1.2252781559400836e-20,7.522354522228412e-18,7.542124805826088e-22,1.8302420054749467e-28,1.1540939966058683e-32,1.560191372033083e-33,7.411347614334606e-30
3.6062196318858123e-09,0.6591203872790461,9.627112094585842e-11,9.953197166068873e-14,7.404664645662503e-11,5.81283845385777e-13,0.0,0.0,6.6461081656094285e-09,9.522170110042369e-15,2.908247884769908e-15,7.438308352024779e-17,4.8196877720247105e-22,1.536878233609209e-30,7.630766510746453e-22,1.4987912179801704e-14,4.478850027780631e-12,6.998512119792957e-17,1.419139979087128e-26,3.676807617950004e-26,5.484431767252471e-13,6.728790605602913e-21,7.492882841133419e-14,2.2763779517884365e-24,4.735003194413436e-18,4.4615436676395366e-20,6.462330365753692e-20,1.1012303002030987e-24,7.833002371217266e-26,9.917289967826356e-27,1.3998863309179815e-21,2.387355111193322e-27,1.6174544016077853e-20,1.068309955012696e-35,3.76,0.0,0.5269468118716141,0.9994820235502437,2.7418395374013905e-13,1.023662091038183e-15,2.2693746172989266e-05,2.2693748457672465e-05,4.0834902869937916e-13,1.3939017863624162e-16,0.0005179697287684843,1.9845082936133858e-16,1.398631576759343e-17,6.389466960092565e-09,1.4744355169746504e-10,1.1789403326310213e-11,8.590071509989478e-11,6.883114012465982e-07,1.165091304298999e-15,7.421747232463096e-11,6.781698732916194e-13,1.5419099076227002e-16,1.0153863182917277e-13,7.389288117352521e-12,3.7572446133319413e-22,7.560349247779653e-21,9.491775444346452e-14,1.6610617113493618e-24,4.479904253348555e-12,5.498129826262166e-13,3.388113010465599e-17,1.6312245444983274e-22,1.3161552692062236e-20,8.248294902215106e-18,8.494376725870936e-22,2.190736853087074e-28,1.3785468927286014e-32,1.8733254628440687e-33,8.509535340917509e-30
3.7166389254829984e-09,0.6591204752191008,1.0250391878167925e-10,1.0905324873844124e-13,7.864490283994568e-11,6.375420799204828e-13,0.0,0.0,6.849626700289442e-09,1.0114186584310332e-14,3.1834259825923532e-15,8.117542275647682e-17,5.433853348886582e-22,1.6771994158918717e-30,8.092427017911671e-22,1.5854539462911787e-14,4.754161993714871e-12,7.649092862205886e-17,1.5693736494419928e-26,4.062205316684911e-26,5.825428493117833e-13,7.361878946290368e-21,7.680423919483949e-14,2.6452544220764204e-24,5.172428100330773e-18,5.0522519434562075e-20,7.075928940782355e-20,1.2795214136042755e-24,9.097808911519746e-26,1.151633384756271e-26,1.5755525657616602e-21,2.7588584781376918e-27,1.8244859682267225e-20,1.3201497613415538e-35,3.76,0.0,0.5269461062823022,0.9994820142483375,3.001320553959759e-13,1.1200395671268158e-15,2.3388593144381112e-05,2.3388595561865253e-05,4.267631441501097e-13,1.4716575850056244e-16,0.0005179788225031034,2.1137868885711285e-16,1.498846207987927e-17,6.5773003955848115e-09,1.560964230338673e-10,1.2874255688721401e-11,9.116910668694647e-11,7.093840777441564e-07,1.2374266499417573e-15,7.883164822172788e-11,7.182096652367601e-13,1.6385943652805768e-16,1.0761855058168432e-13,7.839132677444215e-12,4.235395485180604e-22,8.27251127088325e-21,9.798571731964307e-14,1.9216712676759156e-24,4.755315507832237e-12,5.782884811441322e-13,3.707502554401002e-17,1.8394069930155997e-22,1.4103606972655952e-20,9.019420699613215e-18,9.531783012228058e-22,2.608239555825891e-28,1.6378834156589595e-32,2.237265655962575e-33,9.727476933283377e-30
3.827058219080184e-09,0.6591205631590653,1.0894548040644822e-10,1.1917499606212338e-13,8.338133989671027e-11,6.973879493307206e-13,0.0,0.0,7.0531474914546405e-09,1.072405555822272e-14,3.4754237966516504e-15,8.835406800194836e-17,6.104821295220142e-22,1.825538346106107e-30,8.567049002454419e-22,1.6741800006752196e-14,5.0374942959112655e-12,8.338067588126429e-17,1.7310678576414433e-26,4.4770832198492754e-26,6.176708612431341e-13,8.03322466013963e-21,7.865806570613574e-14,3.0603651225163657e-24,5.6353233415956144e-18,5.702869606106381e-20,7.727303577744236e-20,1.4801363080313376e-24,1.052029972441707e-25,1.3314296242947852e-26,1.7670124358292713e-21,3.1742750162445943e-27,2.0507612894299375e-20,1.621311754607008e-35,3.76,0.0,0.5269454006939285,0.9994820072568371,3.2766671245715183e-13,1.2222490990868734e-15,2.408343918303244e-05,2.4083441736699922e-05,4.4530457175854474e-13,1.5510367603556167e-16,0.0005179856056892274,2.2476891699378337e-16,1.6033052982025824e-17,6.764687359049891e-09,1.649659907818841e-10,1.4021772503761959e-11,9.658995002545803e-11,7.304565868633908e-07,1.3119418479804232e-15,8.358494848350401e-11,7.592751961303931e-13,1.7381950875884421e-16,1.1386144857013525e-13,8.301688799481707e-12,4.757695193401653e-22,9.027931366261806e-21,1.0106387793264535e-13,2.2139052932024076e-24,5.038753110724681e-12,6.071930970483911e-13,4.0462666856218204e-17,2.0668459370265183e-22,1.507897527134674e-20,9.837094816345455e-18,1.0658964595682588e-21,3.089692599111218e-28,1.9362453736275504e-32,2.6584334890863766e-33,1.1073797968952595e-29
3.937477512677371e-09,0.65912065109894,1.1559682894656484e-10,1.2991665237015945e-13,8.825593061500309e-11,7.609399232218377e-13,0.0,0.0,7.256670570261471e-09,1.1351777051417811e-14,3.78473883254612e-15,9.592804676080459e-17,6.835975536049044e-22,1.9820915947452664e-30,9.054598057566567e-22,1.764941550831741e-14,5.328830797076734e-12,9.066456867728252e-17,1.9048394278823006e-26,4.923041938773849e-26,6.538272114009032e-13,8.743920386448648e-21,8.049056411499612e-14,3.525906931058609e-24,6.1243339066347845e-18,6.417890040763082e-20,8.417597231521449e-20,1.705097168004837e-24,1.2114660684044212e-25,1.5329006557118116e-26,1.9751503947965526e-21,3.637235849647676e-27,2.2974341387949115e-20,1.9796113279053759e-35,3.76,0.0,0.5269446951064924,0.9994820019893698,3.5683489125256276e-13,1.3304579638141264e-15,2.4778284288964293e-05,2.4778286982178414e-05,4.639643819131525e-13,1.6320061485832143e-16,0.0005179906646999497,2.38628004252168e-16,1.7120911070615034e-17,6.9516292531596844e-09,1.7404991823958165e-10,1.5233497952958214e-11,1.0216288291446553e-10,7.515289286052544e-07,1.3886377352650924e-15,8.847737152034712e-11,8.013569927178195e-13,1.8407119506711782e-16,1.2026621729225297e-13,8.776907861381465e-12,5.326778524059711e-22,9.827882503125328e-21,1.0415228742802462e-13,2.5405485579680016e-24,5.330201097501879e-12,6.365102038556204e-13,4.404965143864555e-17,2.3146846640296788e-22,1.6087684942078073e-20,1.0702680535435441e-17,1.188063312264425e-21,3.642646951651512e-28,2.2781230176517842e-32,3.143847374967278e-33,1.2557443850863206e-29
4.047896806274557e-09,0.6591207390387248,1.2245897166402807e-10,1.4129772885253783e-13,9.326864811406815e-11,8.283170453952523e-13,0.0,0.0,7.460195967484825e-09,1.1997351086238186e-14,4.1118684857759675e-15,1.0390626467733406e-16,7.630796284296225e-22,2.1470543491147403e-30,9.555041508910997e-22,1.857711101230991e-14,5.628155391696743e-12,9.8352751692425e-17,2.0913325170552592e-26,5.401747398036205e-26,6.910118986667266e-13,9.495056294821387e-21,8.23019875426163e-14,4.046320579816522e-24,6.640098874659675e-18,7.202043892410525e-20,9.147954231104934e-20,1.956542815924111e-24,1.389588694031466e-25,1.75793035528748e-26,2.200871150428875e-21,4.151548483243021e-27,2.5656915064003192e-20,2.4038279616935052e-35,3.76,0.0,0.5269439895199942,0.9994819980075682,3.876835489342845e-13,1.4448331008793364e-15,2.5473128462196946e-05,2.5473131298302696e-05,4.827342711514667e-13,1.714533247337117e-16,0.0005179944379022924,2.5296263192568095e-16,1.8252871656705133e-17,7.138127475689614e-09,1.8334588877968403e-10,1.651095970906992e-11,1.0788754428953327e-10,7.726011029707022e-07,1.4675152295278142e-15,9.350891574093916e-11,8.444456730356371e-13,1.946144857657464e-16,1.268317553447385e-13,9.264741358907106e-12,5.945358311192167e-22,1.0673639000943203e-20,1.0725099693047304e-13,2.90454436646573e-24,5.629643535086474e-12,6.66223707274304e-13,4.784156753627704e-17,2.5840984008692087e-22,1.7129760084390843e-20,1.16175415691987e-17,1.3201588989610652e-21,4.275295844156776e-28,2.6683729098938694e-32,3.701159499841772e-33,1.418768170206659e-29
4.158316099871744e-09,0.6591208269784202,1.295329001029129e-10,1.533378075303815e-13,9.841946564321278e-11,8.996389249069167e-13,0.0,0.0,7.663723713545921e-09,1.2660777687698712e-14,4.457310042999724e-15,1.1229750700224058e-16,8.492859916054547e-22,2.3206204908412152e-30,1.0068348400873302e-21,1.9524614871293305e-14,5.935452006056706e-12,1.0645530921260717e-16,2.2912199304533006e-26,5.914932853200871e-26,7.292249219222732e-13,1.0287720090748094e-20,8.409258609787011e-14,4.626297233321467e-24,7.18325145810827e-18,8.060306527746009e-20,9.919520291882818e-20,2.236731720664935e-24,1.5879803477224504e-25,2.00850603266796e-26,2.44509937782877e-21,4.7211993987513094e-27,2.856753567958031e-20,2.903792396969423e-35,3.76,0.0,0.5269432839344333,0.9994819949841891,4.2025963352218407e-13,1.56554111319393e-15,2.6167971702750027e-05,2.6167974685074718e-05,5.016065182666088e-13,1.7985862036782304e-16,0.000517997252539729,2.6777967198510673e-16,1.9429783093559127e-17,7.32418341957638e-09,1.92851605687886e-10,1.7855669077409447e-11,1.1376357421884527e-10,7.93673109960691e-07,1.5485753295206124e-15,9.867957955263564e-11,8.885319455376845e-13,2.0544937327198466e-16,1.3355696840650382e-13,9.765140905724425e-12,6.616225834657911e-22,1.1566476697819554e-20,1.1036005754235792e-13,3.308999042288683e-24,5.937064521869623e-12,6.963180284564316e-13,5.184399424273271e-17,2.876294229525098e-22,1.8205221818705364e-20,1.258304210838403e-17,1.4626719429191828e-21,4.996509422136435e-28,3.1122361562439085e-32,4.338693970836533e-33,1.597410235059857e-29
4.26873539346893e-09,0.6591209149180257,1.3681959023466156e-10,1.660565396518828e-13,1.037083565806419e-10,9.75025727208862e-13,0.0,0.0,7.867253838533683e-09,1.3342056883456734e-14,4.821560683276761e-15,1.2111044004130432e-16,9.42583884692016e-22,2.5029826725660266e-30,1.0594489482914782e-21,2.0491658706314908e-14,6.250704598263884e-12,1.1498226574298996e-16,2.505204480769757e-26,6.464400911370261e-26,7.684662800492432e-13,1.112299702117292e-20,8.586260691313898e-14,5.27078504216067e-24,7.754419044802379e-18,8.997905530396959e-20,1.0733442527622146e-19,2.54804498021222e-24,1.8083085523399975e-25,2.2867209064367157e-26,2.7087794353164997e-21,5.3503565805018804e-27,3.1718736540193663e-20,3.490479020099102e-35,3.76,0.0,0.5269425783498097,0.9994819926756041,4.546100839481405e-13,1.6927482676761267e-15,2.6862814010642516e-05,2.686281714249644e-05,5.205739435148533e-13,1.8841338021528344e-16,0.0005179993522403604,2.8308618693792105e-16,2.0652507112813113e-17,7.50979847296852e-09,2.0256479200249658e-10,1.926912113601841e-11,1.19790613899339e-10,8.147449495761782e-07,1.6318191151478202e-15,1.0398936136176294e-10,9.336066082293795e-13,2.1657585164021852e-16,1.404407692214624e-13,1.0278058233455117e-11,7.342251243053344e-22,1.2507673118331916e-20,1.1347952034227877e-13,3.757186436674552e-24,6.2524481877333476e-12,7.267780877780779e-13,5.606250150148839e-17,3.19251100313106e-22,1.9314088564171835e-20,1.3600546872009085e-17,1.6160996646123194e-21,5.815870264665318e-28,3.6153569969565743e-32,5.065486213545548e-33,1.792662240648257e-29
4.379154687066117e-09,0.6591210028575417,1.443200026022039e-10,1.7947364410426764e-13,1.0913529443224207e-10,1.054598165372284e-12,0.0,0.0,8.070786372221819e-09,1.4041188703783691e-14,5.205117479295932e-15,1.3035361258683436e-16,1.0433501409357626e-21,2.6943323938438833e-30,1.113343719602484e-21,2.1477977367989086e-14,6.573897158269396e-12,1.2394358661640377e-16,2.7340203900733563e-26,7.052025554293421e-26,8.087359719293679e-13,1.2001969880049086e-20,8.761229417972282e-14,5.984995672338174e-24,8.354223239825151e-18,1.0020328228297196e-19,1.1590869462150843e-19,2.89298927824997e-24,2.0523278817155317e-25,2.594776558203903e-26,2.9928750828958943e-21,6.0433719751657644e-27,3.512338219253924e-20,4.1761035809050943e-35,3.76,0.0,0.5269418727661235,0.9994819909004206,4.907818300998545e-13,1.8266204959175218e-15,2.7557655385892784e-05,2.755765867056983e-05,5.396298706521969e-13,1.9711454530088753e-16,0.0005180009183967788,2.9888942968239623e-16,2.1921919167008746e-17,7.694974019272073e-09,2.12483190355378e-10,2.0752794874723073e-11,1.259683056528737e-10,8.358166218181216e-07,1.7172477475931598e-15,1.0943825957385369e-10,9.796605478102776e-13,2.2799391619250305e-16,1.474820775808909e-13,1.0803445191728746e-11,8.126384001043619e-22,1.3498507640831076e-20,1.1660943638364491e-13,4.252552462369256e-24,6.575778694073022e-12,7.575892891257234e-13,6.050265010729827e-17,3.5340192622175958e-22,2.0456376316127315e-20,1.467142115773633e-17,1.7809476001672602e-21,6.743709760918624e-28,4.183801749439647e-32,5.8913236205205344e-33,2.005548643178268e-29
