Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464)
0.001313863963049691,0.5751535080903937,5.1585805453820365e-06,4.976446067459609e-07,8.143164727519104e-06,0.00681143605841612,0.0,0.0,0.001884380962967866,0.0010539966858174848,0.0020415606931215935,5.811081246344797e-06,4.9430774462568546e-08,3.212611729370048e-18,2.879541328102514e-13,3.130688247832587e-09,2.0812364496202916e-06,2.4652189016849367e-05,1.8254833204313092e-09,2.851346879936655e-14,4.363836236310469e-06,5.6177624888347504e-14,3.6326009104045804e-11,9.416919893352294e-08,4.386671354927188e-09,0.00015699429811062512,7.78938548493414e-12,9.511724782513987e-08,1.5186595815391438e-08,6.489869853965079e-12,1.9922157720114312e-10,1.3198432066681184e-12,4.814318533421101e-09,1.9815751075463647e-10,3.76,0.0,0.7013087896186477,0.9906048507903705,0.009520866746312556,6.685057333482982e-05,0.10833370252853194,0.11064827274220863,3.545122205414979e-11,4.150474922866767e-15,8.497854259175459e-05,1.115919839314979e-07,1.2649432019468324e-05,1.5713089799885295e-05,6.423539332545587e-06,0.014577540321193311,0.0021446137421045793,2.3951978514541616e-05,7.59708879902916e-08,0.0008185104999006325,1.5195202413884833e-06,2.024457170670582e-07,1.7258883207613287e-06,1.5536237367989892e-06,5.4161265351526475e-08,3.848597564670181e-08,1.4458170729635276e-05,1.2306441211341173e-05,3.948033013262761e-05,4.659980198265009e-08,1.450686460566971e-06,0.00012424131019513683,6.340538535465254e-13,1.0889721716466894e-05,6.702065768945287e-08
0.0013189004991041393,0.575206733913726,5.2078118207056424e-06,5.048039743598142e-07,8.246659938196232e-06,0.006881325896150673,0.0,0.0,0.001896206047095682,0.001067030067511265,0.00206763099115368,5.934610087551223e-06,5.06283017262792e-08,3.3329987595280563e-18,2.9589020609373176e-13,3.1868878436009975e-09,2.102105075337882e-06,2.5051241210634485e-05,1.881498142345041e-09,2.907358429813821e-14,4.396872921764341e-06,5.663333073184965e-14,3.698555664322587e-11,9.631069524702595e-08,4.45785673223895e-09,0.00015995990751744177,7.919292672347623e-12,9.745991494402937e-08,1.5487554935073244e-08,6.683105227124234e-12,2.0484680340813352e-10,1.3524096830030044e-12,4.893852499632335e-09,2.0434432495307585e-10,3.76,0.0,0.7007255084256061,0.99049653712139,0.009647213685032152,6.758282638415938e-05,0.10869936045313572,0.1110444915125291,3.5570881400097696e-11,4.1665763920142654e-15,8.496925096589954e-05,1.1336920532500845e-07,1.2849816635139331e-05,1.5884553027411743e-05,6.496857285121627e-06,0.014747791546016893,0.0021686766965689835,2.42299979197983e-05,7.713831045983473e-08,0.0008262509195752235,1.5383300410518774e-06,2.0626910690534526e-07,1.7471493881309256e-06,1.5809389499232578e-06,5.5477786150771706e-08,3.938581575013167e-08,1.4772253437185307e-05,1.2603829013475299e-05,4.002086343138724e-05,4.70988185260141e-08,1.4738841061009224e-06,0.00012661535609880697,6.459734812225041e-13,1.1055464639005932e-05,6.802699130216466e-08
0.0013239370351585877,0.5752600818937612,5.25750182684345e-06,5.120715640572532e-07,8.351486750879039e-06,0.006951815731752123,0.0,0.0,0.0019080996706781418,0.0010802137376244624,0.0020940654920908416,6.060745052642621e-06,5.1854307427712553e-08,3.4579636350899734e-18,3.0404275849727677e-13,3.2440804144908097e-09,2.1232022277655933e-06,2.545638291571662e-05,1.939200448805292e-09,2.964397570928576e-14,4.430036873356294e-06,5.709155640914369e-14,3.7656950287010695e-11,9.850036698276834e-08,4.5302240175829086e-09,0.00016297766953393846,8.05140937600809e-12,9.98567743105835e-08,1.5794390702883012e-08,6.8821679973470815e-12,2.106331167809898e-10,1.3857479274470655e-12,4.974649467309472e-09,2.1071951963657849e-10,3.76,0.0,0.7001404160662074,0.9903869026194831,0.009775162993447998,6.832255329072479e-05,0.10906442058834638,0.11144054031826482,3.569034514713407e-11,4.1827151742566496e-15,8.495984603315995e-05,1.1517328820221872e-07,1.3053187303211005e-05,1.6057919073563706e-05,6.571049606818407e-06,0.014919864880819832,0.002192976860402147,2.4512064991054884e-05,7.83228281671359e-08,0.0008341040710888053,1.5573459398363696e-06,2.1016004925053526e-07,1.7686421469270213e-06,1.6087378494073914e-06,5.6825866203558586e-08,4.030620363082886e-08,1.5093851185955154e-05,1.2908266131565564e-05,4.057028449703547e-05,4.7603199751188364e-08,1.497436875408692e-06,0.00012903682401760322,6.58102208801693e-13,1.1223586486845465e-05,6.904744418855571e-08
0.001328973571213036,0.575313553639433,5.307654991324765e-06,5.194491721430526e-07,8.457663114784446e-06,0.007022910185650226,0.0,0.0,0.0019200623086856898,0.001093549479891992,0.002120870005709113,6.189543903988681e-06,5.310946789310115e-08,3.5874518870474635e-18,3.124175813401381e-13,3.3022845610963327e-09,2.144531091030075e-06,2.5867708749634477e-05,1.9986409413791033e-09,3.0224827224644556e-14,4.463328389078206e-06,5.75523247769122e-14,3.8340416515698025e-11,1.0073931407182399e-07,4.603794501044123e-09,0.00016604847758746238,8.185779075387937e-12,1.0230902250378971e-07,1.610722188420506e-08,7.087236822541154e-12,2.165852143520229e-10,1.4198759160349031e-12,5.056729667906761e-09,2.1728878969267944e-10,3.76,0.0,0.6995534903898438,0.9902759297294198,0.00990473540098313,6.906983917002017e-05,0.10942887770837102,0.1118364204873504,3.5809611585681793e-11,4.198892465565731e-15,8.495032628757026e-05,1.1700463214083888e-07,1.3259587355694661e-05,1.6233210151435755e-05,6.6461275687977795e-06,0.01509377977689348,0.0022175163932169426,2.479823484666391e-05,7.952469052727005e-08,0.0008420716108430297,1.5765700298515016e-06,2.1411971351428956e-07,1.79036893845462e-06,1.6370292101528158e-06,5.8206263815344935e-08,4.1247604053645064e-08,1.542315591075e-05,1.3219919160814733e-05,4.1128749630313786e-05,4.811300424300944e-08,1.5213506680851102e-06,0.0001315067438021709,6.704436165086664e-13,1.1394120886599048e-05,7.00822081657583e-08
0.0013340101072674844,0.5753671507789689,5.358275740310719e-06,5.269386047184281e-07,8.565207232513873e-06,0.007094613906787452,0.0,0.0,0.0019320944372751834,0.0011070390981683276,0.002148050437086996,6.321065789344776e-06,5.439447558822665e-08,3.721785923035662e-18,3.210211735122582e-13,3.3615183940510565e-09,2.166094902978679e-06,2.6285314942442276e-05,2.059871808248286e-09,3.0816325404575154e-14,4.496747778965402e-06,5.801565980494569e-14,3.903617590822212e-11,1.0302866252319529e-07,4.6785901101076145e-09,0.00016917324065854347,8.322446430700684e-12,1.0481788157800092e-07,1.6426169856047147e-08,7.298495879433876e-12,2.2270794365779443e-10,1.454812048831236e-12,5.1401136720678105e-09,2.240580036052847e-10,3.76,0.0,0.6989647089963176,0.9901636006501804,0.01003595192031733,6.982477036386768e-05,0.10979272651173105,0.11223213337258595,3.592867898144549e-11,4.21510961134515e-15,8.494069020208128e-05,1.1886364605960389e-07,1.3469060724301241e-05,1.641044883313689e-05,6.722102703902733e-06,0.015269555895826755,0.002242297471429177,2.50885632781199e-05,8.074415011109397e-08,0.0008501552167660299,1.5960043986172517e-06,2.1814928982332113e-07,1.8123321040981417e-06,1.6658219243513252e-06,5.961975402629179e-08,4.2210491928263e-08,1.576036458714804e-05,1.3538958650136527e-05,4.169641792977652e-05,4.86282919716084e-08,1.5456315038695065e-06,0.00013402616893810242,6.830013468463176e-13,1.1567101925209497e-05,7.11314774874214e-08
0.0013390466433219328,0.5754208749595866,5.409368575935724e-06,5.34541714808425e-07,8.674137545404528e-06,0.007166931572418272,0.0,0.0,0.0019441965336456646,0.0011206844165884517,0.002175612788202417,6.455371277070268e-06,5.571003963071958e-08,3.861259508574757e-18,3.2985947350354164e-13,3.421800504074353e-09,2.1878969569612704e-06,2.67092993678778e-05,2.1229467859179815e-09,3.141866084826035e-14,4.5302953654656365e-06,5.848158611047295e-14,3.974445674330034e-11,1.0536956507595088e-07,4.754633093466265e-09,0.00017235288355456078,8.461457795579736e-12,1.0738459956317554e-07,1.675135867157659e-08,7.516135066251687e-12,2.2900629751006014e-10,1.490575157828805e-12,5.224822385583796e-09,2.3103320884369403e-10,3.76,0.0,0.6983740492334014,0.9900498973315304,0.010168833851293016,7.05874344610045e-05,0.11015596162002966,0.1126276803520695,3.604754557496637e-11,4.23136797073337e-15,8.493093622826385e-05,1.207507448914916e-07,1.3681651943186194e-05,1.6589657856398323e-05,6.798986719300618e-06,0.01544721311145777,0.002267322288282507,2.538310675669222e-05,8.198146555471656e-08,0.0008583565885770617,1.615651204159565e-06,2.222499893954162e-07,1.8345340694635466e-06,1.695125092217571e-06,6.106713391084302e-08,4.319535243994023e-08,1.610567936404142e-05,1.386555919198868e-05,4.227345134310154e-05,4.9149123910270655e-08,1.5702855256863403e-06,0.00013659617710170445,6.957791058331218e-13,1.1742564152517145e-05,7.21954488102762e-08
0.0013435795257709362,0.5754693367193972,5.455759521068818e-06,5.414832742017376e-07,8.773375462163434e-06,0.007232546282863539,0.0,0.0,0.0019551486384412147,0.0011330998509012662,0.002200750485568895,6.578677429074891e-06,5.692077265869608e-08,3.991075435582091e-18,3.380200310317218e-13,3.4769671561599724e-09,2.2077252719315456e-06,2.7096420981649798e-05,2.1813367524773625e-09,3.1970189265986365e-14,4.56059807822732e-06,5.890315562299457e-14,4.039281559445737e-11,1.075214309308651e-07,4.824156945914791e-09,0.00017526226173983803,8.588610837795847e-12,1.0974516796887838e-07,1.7049469264997007e-08,7.717627152095314e-12,2.3482921005094135e-10,1.5234849309458448e-12,5.3022104012883364e-09,2.374921629873255e-10,3.76,0.0,0.6978408305132224,0.9899463742474506,0.01028986935507016,7.128051719530401e-05,0.11048234400027558,0.11298353194391876,3.615435234848707e-11,4.246036786591681e-15,8.492205556002372e-05,1.2247349076448055e-07,1.3875687110007572e-05,1.6752649581589234e-05,6.868969112068467e-06,0.015608729542042683,0.0022900548463456755,2.5651846973500265e-05,8.31105313049892e-08,0.0008658399356205761,1.6335167430766236e-06,2.2600244777150103e-07,1.8547220047248874e-06,1.7219420475847625e-06,6.239942440301934e-08,4.410092354760853e-08,1.642356473148247e-05,1.416611201430331e-05,4.2800924777272524e-05,4.9622662637862706e-08,1.592798398256421e-06,0.00013895334357934402,7.074703284224944e-13,1.1902630509063432e-05,7.316575775154257e-08
0.0013481124082199397,0.5755179039612185,5.502539834175564e-06,5.485198353280764e-07,8.873765137395892e-06,0.0072986655499755115,0.0,0.0,0.001966158154650103,0.0011456442551144497,0.0022262069945796787,6.704334770770957e-06,5.815738545449222e-08,4.125292108048128e-18,3.463808949271291e-13,3.5330128782104998e-09,2.2277517614211913e-06,2.7488863329081745e-05,2.241306866178229e-09,3.253079682377815e-14,4.5910051551327825e-06,5.932686286668862e-14,4.105168254441374e-11,1.0971689088742361e-07,4.894726418527978e-09,0.00017821755178577226,8.717735555864531e-12,1.1215458197256211e-07,1.7352831986063905e-08,7.924592804815747e-12,2.408023870589804e-10,1.5570945091242335e-12,5.38070435956734e-09,2.4412769027781053e-10,3.76,0.0,0.6973060548841665,0.9898417096859481,0.010412287271479748,7.198000121101607e-05,0.11080822083677576,0.11333925133040051,3.626099370765361e-11,4.260741092533501e-15,8.491307697080707e-05,1.2421963486801875e-07,1.40723176484302e-05,1.6917272833049726e-05,6.939705928251236e-06,0.015771800724397583,0.002312988245639005,2.5924089798474417e-05,8.425446372131114e-08,0.0008734213379817565,1.6515576617515025e-06,2.2981442796018502e-07,1.875107073371753e-06,1.7491868309437825e-06,6.376043226262296e-08,4.502506402901453e-08,1.674833901723928e-05,1.4473067233514117e-05,4.333623966881391e-05,5.0100786040503327e-08,1.6156232878376763e-06,0.00014135319616166413,7.193456216925322e-13,1.2064760848920905e-05,7.414828347844261e-08
0.001352645290668943,0.5755665779266731,5.549712877214696e-06,5.556528199289345e-07,8.975320542404844e-06,0.007365292842275104,0.0,0.0,0.001977225432675084,0.0011583190017774778,0.0022519868984786128,6.8323905560827035e-06,5.94204309501721e-08,4.264005661238789e-18,3.5494695702838935e-13,3.589952189607764e-09,2.247978947401604e-06,2.788670130251507e-05,2.302899787435803e-09,3.3100629868110584e-14,4.621516858581076e-06,5.975272690529443e-14,4.172123521706938e-11,1.1195684351429219e-07,4.966358665511107e-09,0.0001812194618914564,8.848867943019799e-12,1.1461380748690645e-07,1.7661543095687105e-08,8.137183170526482e-12,2.46929782540735e-10,1.591418548313795e-12,5.460320225639155e-09,2.509445937138359e-10,3.76,0.0,0.6967697052979713,0.9897358899556962,0.01053610374081208,7.268595303999214e-05,0.11113358804478282,0.11369483957048657,3.636746831620443e-11,4.275481918070231e-15,8.490399928611139e-05,1.2598949137857832e-07,1.4271577315593647e-05,1.708354472925183e-05,7.011206002328329e-06,0.01593644159580824,0.0023361241201273197,2.6199877822311556e-05,8.541345839118793e-08,0.0008811020810541941,1.669775556798251e-06,2.3368685831471473e-07,1.895691067013131e-06,1.7768664227205233e-06,6.515077872355435e-08,4.596815074006832e-08,1.7080160886287375e-05,1.4786560914653164e-05,4.387952020960787e-05,5.05835393298653e-08,1.638764941281803e-06,0.00014379657303084515,7.314078236409156e-13,1.2228981345626907e-05,7.514317451415258e-08
0.0013571781731179465,0.5756153598709661,5.597282028792758e-06,5.628836722755831e-07,9.078055821287068e-06,0.007432431646576273,0.0,0.0,0.001988350823671523,0.0011711254771305162,0.002278094848205361,6.962893065858871e-06,6.071047396812819e-08,4.407359853071691e-18,3.637233325612811e-13,3.6477999587174358e-09,2.268409391838112e-06,2.8290010953811197e-05,2.3661593537067115e-09,3.367983709718999e-14,4.6521334601031234e-06,6.018076724253393e-14,4.2401655461544554e-11,1.1424220663818737e-07,5.039071164134672e-09,0.00018426871136418787,8.982044731650166e-12,1.1712382882383979e-07,1.7975700781062516e-08,8.355553692851335e-12,2.5321545706805436e-10,1.6264720119746062e-12,5.541074197913222e-09,2.579478081845285e-10,3.76,0.0,0.6962317645343327,0.9896289011925722,0.010661335101906035,7.339844008797294e-05,0.11145844148639157,0.11405029774088173,3.6473774820496275e-11,4.2902603271339575e-15,8.489482131661097e-05,1.2778337861529524e-07,1.4473500286922038e-05,1.725148254354588e-05,7.083478245541204e-06,0.016102667237747465,0.002359464114846012,2.6479254092856315e-05,8.658771316710618e-08,0.0008888834651766943,1.6881720342194006e-06,2.376206820224523e-07,1.9164757868233294e-06,1.8049879281302865e-06,6.657109828344257e-08,4.693056815979903e-08,1.7419192749181085e-05,1.5106732023221642e-05,4.443089259417946e-05,5.10709680780809e-08,1.6622281944203023e-06,0.00014628432970515762,7.436598167791371e-13,1.2395318492245946e-05,7.615058104570064e-08
0.00136171105556695,0.5756642510624431,5.645250678384535e-06,5.70213857098576e-07,9.181985286579927e-06,0.007500085467972225,0.0,0.0,0.001999534679561108,0.0011840650811946378,0.0023045355634110204,7.0958916318070665e-06,6.202809146372861e-08,4.555516828007926e-18,3.7271519317114427e-13,3.7065711345263764e-09,2.28904569759937e-06,2.869886951464902e-05,2.4311305970998384e-09,3.4268569569384814e-14,4.682855240611306e-06,6.061100386276469e-14,4.3093126467224844e-11,1.165739177768296e-07,5.112881726395296e-09,0.00018736603079298796,9.117303466252596e-12,1.1968564901530573e-07,1.8295405198741e-08,8.579864181841631e-12,2.5966358155304094e-10,1.6622701769649421e-12,5.622982709868036e-09,2.6514240415386686e-10,3.76,0.0,0.6956922151992025,0.9895207293573925,0.010787997894633168,7.411753064854282e-05,0.11178277696988538,0.11440562693629813,3.6579911849286535e-11,4.305077411397153e-15,8.488554185796274e-05,1.296016194184375e-07,1.4678121158594444e-05,1.7421103716465746e-05,7.1565316833356705e-06,0.016270492877092847,0.0023830098859188515,2.6762262117326995e-05,8.777742842124358e-08,0.000896766805788439,1.7067487015695427e-06,2.416168573444546e-07,1.9374630364359804e-06,1.8335585560352746e-06,6.802203918495027e-08,4.791270852569278e-08,1.7765600850368585e-05,1.543372248552813e-05,4.499048505325324e-05,5.156311825122492e-08,1.6860179741291848e-06,0.00014881733940549536,7.561045288343127e-13,1.2563799103751108e-05,7.71706549295637e-08
0.0013662439380159534,0.5757132527829526,5.6936222438137135e-06,5.776448640065353e-07,9.287123424548567e-06,0.007568257829692613,0.0,0.0,0.0020107773529290736,0.0011971392278618508,0.002331313833488336,7.231436660832731e-06,6.337387280318144e-08,4.708633512433286e-18,3.819278859561414e-13,3.766280994632945e-09,2.3098905085672685e-06,2.9113355417164775e-05,2.4978597671056784e-09,3.4866980876892117e-14,4.7136824906567e-06,6.104345719398037e-14,4.3795835407034014e-11,1.1895293458149192e-07,5.187808482577496e-09,0.00019051216222742162,9.254682585299583e-12,1.2230029015062906e-07,1.8620758518831864e-08,8.8102789427122e-12,2.6627843838161324e-10,1.6988286400651791e-12,5.70606243782952e-09,2.725335914471239e-10,3.76,0.0,0.695151039723271,0.989411360233748,0.010916108862368996,7.484329391738593e-05,0.11210659024902812,0.11476082826973663,3.668587801350145e-11,4.31993428630862e-15,8.487615969062031e-05,1.3144454070009343e-07,1.4885474949477749e-05,1.7592425857001356e-05,7.230375450224213e-06,0.01643993388719908,0.002406763100547337,2.704894586420705e-05,8.898280717893539e-08,0.0009047534335843439,1.7255071831936666e-06,2.4567635786259133e-07,1.958654638351127e-06,1.8625856384419265e-06,6.950426387808258e-08,4.891497189067525e-08,1.81195553585551e-05,1.5767677250120686e-05,4.555842788661269e-05,5.2060036185296824e-08,1.7101393004494062e-06,0.00015139649342976234,7.687449334678669e-13,1.2734450318972414e-05,7.820354969574084e-08
0.0013707768204649568,0.575762366327942,5.742400171961313e-06,5.851782070515832e-07,9.393484900775653e-06,0.007636952272946358,0.0,0.0,0.002022079196985589,0.0012103493449829494,0.0023584345186180543,7.369579660212607e-06,6.474842002310668e-08,4.866878984239889e-18,3.913668873651446e-13,3.826945090026555e-09,2.3309465102197504e-06,2.9533548314979206e-05,2.5663943764998443e-09,3.5475227158248084e-14,4.7446155106915905e-06,6.14781481315816e-14,4.450997293550831e-11,1.213802352914195e-07,5.263869895483851e-09,0.00019370785936304434,9.394221398183539e-12,1.249687937278565e-07,1.895186497027982e-08,9.046966924314724e-12,2.730644256783886e-10,1.7361633247057808e-12,5.790330306972222e-09,2.80126723146583e-10,3.76,0.0,0.6946082203604329,0.9893007794257355,0.011045684954509086,7.557580000657643e-05,0.11242987702237961,0.11511590287277639,3.679167190601224e-11,4.3348320931911205e-15,8.486667357963961e-05,1.333124737723275e-07,1.5095597106841926e-05,1.77654667530663e-05,7.305018786932976e-06,0.016611005788981625,0.0024307254369934604,2.7339349765648153e-05,9.020405509912157e-08,0.0009128446946711292,1.744449115225811e-06,2.498001727359025e-07,1.9800524283631435e-06,1.8920766326368949e-06,7.101844928320377e-08,4.9937766342444884e-08,1.8481230458978362e-05,1.6108744352307282e-05,4.613485349633634e-05,5.256176862184075e-08,1.7345972887691148e-06,0.00015402270153509187,7.815840510174548e-13,1.2907299604237656e-05,7.924942056281191e-08
0.0013753097029139602,0.5758115930066673,5.79158793083544e-06,5.928154243958312e-07,9.501084557512008e-06,0.007706172356800571,0.0,0.0,0.0020334405655726665,0.0012236968744542495,0.00238590255083222,7.510373263338954e-06,6.615234810360241e-08,5.030424571358731e-18,4.0103779054893767e-13,3.888579217049004e-09,2.352216430721605e-06,2.9959529104599654e-05,2.6367832344735427e-09,3.609346711413594e-14,4.77565461133829e-06,6.191509804678905e-14,4.523573287457549e-11,1.2385681919913594e-07,5.341084767575935e-09,0.00019695388772786727,9.535960106950892e-12,1.2769222099756826e-07,1.928883088726507e-08,9.290101839647602e-12,2.800260599231455e-10,1.7742904878258936e-12,5.875803491584967e-09,2.8792729959843424e-10,3.76,0.0,0.6940637391861795,0.989188972355611,0.01117674332903375,7.631511995901665e-05,0.11275263293259916,0.11547085189586734,3.689729210140753e-11,4.349771999534772e-15,8.48570822744774e-05,1.3520575429003502e-07,1.530852351226065e-05,1.7940244364735062e-05,7.380471044532065e-06,0.016783724252074306,0.002454898584572605,2.7633518720638913e-05,9.144138047462662e-08,0.0009210419507239302,1.7635761429447477e-06,2.5398930695876e-07,2.0016582526076093e-06,1.9220391159648397e-06,7.25652870563399e-08,5.0981508158363736e-08,1.885080444795301e-05,1.6457074980158247e-05,4.6719896421083906e-05,5.306836268449738e-08,1.7593971520669873e-06,0.0001566968923281001,7.946249492450097e-13,1.3082374757384477e-05,8.030842445489585e-08
0.0013798425853629637,0.575860934142255,5.841189010700557e-06,6.005580791108804e-07,9.609937415164304e-06,0.007775921658058438,0.0,0.0,0.002044861813141023,0.0012371832723037414,0.002413722935094058,7.653871256022617e-06,6.758628524997928e-08,5.19944863315879e-18,4.10946349433949e-13,3.951199461529042e-09,2.373703041799717e-06,3.0391379947257536e-05,2.7090764769036057e-09,3.6721862069475036e-14,4.806800113665159e-06,6.235432880096016e-14,4.597331266763135e-11,1.2638370712596846e-07,5.4194722464952444e-09,0.0002002510248709387,9.679939847953108e-12,1.304716533148869e-07,1.9631764756785396e-08,9.5398623009598e-12,2.8716797918316587e-10,1.813226726812942e-12,5.962499416700751e-09,2.959409725315668e-10,3.76,0.0,0.6935175780959861,0.9890759242614495,0.011309301355088768,7.7061325763228e-05,0.11307485356573443,0.11582567650862582,3.7002737155760744e-11,4.364755199390967e-15,8.484738450879058e-05,1.3712472226417304e-07,1.5524290484630852e-05,1.8116776818050773e-05,7.456741681862787e-06,0.016958105095976672,0.0024792842436445637,2.7931498098237553e-05,9.269499427204745e-08,0.0009293465791435331,1.7828899232677995e-06,2.5824478162224157e-07,2.0234739704039886e-06,1.9524807913786155e-06,7.414548392885204e-08,5.204662192378658e-08,1.9228459829552188e-05,1.681282354071271e-05,4.7313693370998156e-05,5.357986585804058e-08,1.7845442032116868e-06,0.00015942001366342284,8.078707440927228e-13,1.3259703910805788e-05,8.138072001250448e-08
0.001384375467811967,0.5759103910718514,5.891206926219991e-06,6.084077597723839e-07,9.720058677047525e-06,0.007846203771113882,0.0,0.0,0.002056343294705447,0.0012508100087760604,0.0024419007503935575,7.800128603476174e-06,6.9050873174793e-08,5.3741357172519175e-18,4.210984574988404e-13,4.014822190302247e-09,2.395409159375422e-06,3.0829184291190075e-05,2.783325607361787e-09,3.736057603457998e-14,4.838052349469871e-06,6.279586275470298e-14,4.6722913340399313e-11,1.2896194190896155e-07,5.499051832191983e-09,0.00020360006055411146,9.826202711381663e-12,1.3330819250128109e-07,1.9980777267427936e-08,9.79643197219932e-12,2.944949468030378e-10,1.852988986640735e-12,6.050435764707301e-09,3.041735492939205e-10,3.76,0.0,0.6929697188037206,0.988961620194798,0.011443376615587747,7.78144903684963e-05,0.11339653445050817,0.11618037790013525,3.710800560639703e-11,4.379782914373715e-15,8.483757900023491e-05,1.3906972220520388e-07,1.5742934783512037e-05,1.829508241384496e-05,7.533840268330954e-06,0.01713416429116187,0.0025038841255959022,2.8233333739897333e-05,9.396511019107679e-08,0.0009377599732141034,1.8023921245331263e-06,2.625676341802612e-07,2.0455014540057066e-06,1.9834094908757442e-06,7.575976208350525e-08,5.3133540728771613e-08,1.961438341439996e-05,1.7176147727606125e-05,4.7916383262952726e-05,5.409632601092511e-08,1.8100438573242446e-06,0.00016219303305072447,8.213246004515857e-13,1.3439315534300214e-05,8.246646760188834e-08
0.0013889083502609705,0.5759599651467789,5.941645217333384e-06,6.163660807708627e-07,9.83146373052629e-06,0.007917022307801582,0.0,0.0,0.0020678853658139124,0.001264578568416282,0.0024704411508590027,7.949201477968853e-06,7.054676738637979e-08,5.554675755726684e-18,4.3150015221462454e-13,4.07946405245738e-09,2.4173376443239917e-06,3.127302689435032e-05,2.859583534738951e-09,3.800977573313597e-14,4.869411661569676e-06,6.323972277927394e-14,4.748473951482303e-11,1.3159258889956018e-07,5.579843384203856e-09,0.00020700179694706317,9.974791761883182e-12,1.3620296120938274e-07,2.033598135937276e-08,1.0059999708119095e-11,3.020118545356354e-10,1.8935945671390628e-12,6.139630479990937e-09,3.126309972105827e-10,3.76,0.0,0.6924201428400344,0.9888460450182862,0.011578986909850455,7.857468770026874e-05,0.11371767105759602,0.11653495727925171,3.7213095971657054e-11,4.3948563938132736e-15,8.482766445025992e-05,1.4104110312803766e-07,1.5964493614045866e-05,1.847517963203284e-05,7.611776487431086e-06,0.01731191796019759,0.0025286999528210813,2.853907196127247e-05,9.525194467665719e-08,0.000946283542261014,1.8220844258978147e-06,2.669589187205242e-07,2.06774258789692e-06,2.0148331752875375e-06,7.740885944690187e-08,5.4242706330346175e-08,2.0008766420782994e-05,1.754720859052018e-05,4.8528107256333494e-05,5.4617791405842095e-08,1.835901634206686e-06,0.000165016938070339,8.349897329430123e-13,1.362123843834975e-05,8.356582932688281e-08
0.0013979741151589776,0.5760594702096952,6.043797202326985e-06,6.326152327534626e-07,1.0058187689519375e-05,0.00806028318567038,0.0,0.0,0.00209115270139101,0.0012925471673756576,0.00252863070632642,8.256024704846801e-06,7.36351674841081e-08,5.9341100015408815e-18,4.530772351098364e-13,4.211873244403816e-09,2.461873390100526e-06,3.2179172599277045e-05,3.018344664406428e-09,3.9340313105785105e-14,4.93245294283149e-06,6.41345151615212e-14,4.904590553464281e-11,1.3701549658738467e-07,5.7451436674988005e-09,0.00021396664377971238,1.0279125741182373e-11,1.4217178420122847e-07,2.106542761829259e-08,1.060891164214406e-11,3.176357209666853e-10,1.977406708499634e-12,6.3218681109964245e-09,3.3024520303065663e-10,3.76,0.0,0.6913157660951768,0.9886110198269179,0.011854884895096032,8.01164812206122e-05,0.1143582930267609,0.11724375493647074,3.742273642304368e-11,4.425145786523424e-15,8.480750294955877e-05,1.4506442678170997e-07,1.641650594482075e-05,1.88408237251075e-05,7.770201121498001e-06,0.017672573977352952,0.0025789863875796595,2.9162443791776138e-05,9.78766490167321e-08,0.0009636669237390702,1.8620461007002824e-06,2.7595108493731045e-07,2.112873406987243e-06,2.0791980029745365e-06,8.081454429085571e-08,5.652958918537129e-08,2.0823698238249897e-05,1.831320175187115e-05,4.977923361772067e-05,5.567593285120689e-08,1.8887141740961297e-06,0.0001708214582600302,8.629669382703322e-13,1.399213505359538e-05,8.580605236003678e-08
