Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57)
2.872509306631857e-07,0.6648453724634319,1.2581085731108394e-07,4.148677197693853e-09,1.1958421970372972e-08,8.913006608223282e-08,0.0,0.0,3.607511707309775e-07,4.1317555116757484e-11,1.6615460304842483e-15,1.184445314682109e-19,1.4859582196330027e-15,2.944399796196501e-30,1.0513826348901613e-23,6.106179099875033e-19,9.08969158491317e-16,1.7276777975838024e-15,3.1597906337734873e-18,2.0130364533295296e-19,9.005462963366843e-10,1.7590379979205838e-16,1.0177088844757886e-20,3.849843047242026e-24,8.141538829641585e-21,6.023011149735677e-16,5.090377999352105e-15,3.028685815427461e-22,1.2570246923783485e-31,5.089449695441187e-30,1.2108679664079585e-22,3.2075786692336405e-21,6.9995945478628896e-15,1.1402882614303546e-24,3.76,0.0,0.7938719144374883,0.999622253703001,3.865311188077713e-09,8.306372873081647e-18,0.00121445829390137,0.001214460123178684,1.594251620159303e-11,8.678467293145713e-15,0.00037737551519481633,5.9922324676577765e-12,6.209757749300961e-12,1.7509679899858133e-07,3.953503959315249e-08,2.3497490653873085e-07
2.941328676240316e-07,0.6648488524634257,1.2985013640046384e-07,4.3261999451784314e-09,1.2665348293382767e-08,9.462738744367341e-08,0.0,0.0,3.696460744608258e-07,4.33337670038164e-11,1.872567891101766e-15,1.3581325713379644e-19,1.6096985930456128e-15,3.401863313004922e-30,1.1948563991801172e-23,6.802922276633051e-19,1.0345522886986584e-15,1.8933476973647718e-15,3.5448689182534875e-18,2.2090108431500022e-19,9.442054194319497e-10,1.8581058049906233e-16,1.1385980436493701e-20,4.772105026302982e-24,9.344482973538222e-21,6.857393027616622e-16,5.4330016941307015e-15,3.412915985659699e-22,1.6725739417376587e-31,5.9634845080722815e-30,1.4198295799293005e-22,3.5607094546819695e-21,7.754060086285555e-15,1.378796265695499e-24,3.76,0.0,0.7938428266048947,0.9996222441930038,4.213508415355192e-09,9.706433587864521e-18,0.0012435314002838588,0.0012435333184090801,1.6326450303992015e-11,8.890931231619989e-15,0.0003773755116136564,6.465758136063175e-12,6.878737560045551e-12,1.7834134647365334e-07,4.031750207944376e-08,2.456289203304114e-07
3.010148045848775e-07,0.6648523323596406,1.338932898473597e-07,4.504810073208177e-09,1.3389941194826978e-08,1.0029828094294958e-07,0.0,0.0,3.785524461303637e-07,4.5398585841499074e-11,2.1040128228036033e-15,1.5513434923099573e-19,1.7399062603408786e-15,3.9185614632476875e-30,1.3528947735045508e-23,7.555129678248972e-19,1.1734231799143789e-15,2.070083785669182e-15,3.964097538955599e-18,2.4179367586560457e-19,9.88897560037793e-10,1.9599896537356875e-16,1.2695497720510634e-20,5.880800296210423e-24,1.0684653471283651e-20,7.780437677949283e-16,5.788502491899531e-15,3.834229737359303e-22,2.2089213477481587e-31,6.960461730605354e-30,1.6578331945915092e-22,3.941111498703308e-21,8.56511339617197e-15,1.6586246624352616e-24,3.76,0.0,0.793813739625689,0.9996222346519852,4.581946977136952e-09,1.1297029283417281e-17,0.0012726034403007704,0.0012726054494152175,1.6710370324198235e-11,9.103387377333732e-15,0.0003773755080137535,6.962312181505879e-12,7.599777845161615e-12,1.8158896552277445e-07,4.109997417048805e-08,2.564917225489877e-07
3.078967415457234e-07,0.6648558121520841,1.3794017413288218e-07,4.684421547053817e-09,1.4131831580541163e-08,1.0614289637434188e-07,0.0,0.0,3.874702911914306e-07,4.751205019712091e-11,2.3572370826972596e-15,1.7656092410837353e-19,1.8767024218906277e-15,4.5004149715586106e-30,1.5264657641605806e-23,8.36526206012018e-19,1.3265562408663336e-15,2.258302779163057e-15,4.4193774804772156e-18,2.640275027659208e-19,1.0346226912158265e-09,2.0646904691150087e-16,1.4110356416291967e-20,7.206806392537458e-24,1.2173063483612215e-20,8.798699642307772e-16,6.156955164260108e-15,4.295106325472449e-22,2.8965333576409607e-31,8.09397596708173e-30,1.9279011660026717e-22,4.349957768383405e-21,9.435052070055542e-15,1.985484049376852e-24,3.76,0.0,0.7937846534990922,0.9996222250799234,4.971120823537512e-09,1.3098006158913878e-17,0.001301674413980493,0.0013016765162283167,1.7094276262586627e-11,9.315835730498907e-15,0.00037737550439068514,7.482280308401031e-12,8.375370025208407e-12,1.8484017133689498e-07,4.1882658227545954e-08,2.675633431838663e-07
3.147786785065693e-07,0.6648592918407681,1.4199070085626713e-07,4.864956325228159e-09,1.489065173354547e-08,1.1216137855643858e-07,0.0,0.0,3.96399616571201e-07,4.967419866591922e-11,2.6336434185757133e-15,2.0025279548921294e-19,2.020204240237052e-15,5.1537400510858716e-30,1.716566383636429e-23,9.235794354299899e-19,1.4949639673463216e-15,2.458424247790122e-15,4.912651276951026e-18,2.876489337894634e-19,1.0813807860284288e-09,2.1722090519490965e-16,1.5635304217644692e-20,8.784999498053211e-24,1.3821218284425048e-20,9.9189956385787e-16,6.538430382180843e-15,4.798118416575367e-22,3.7724219801149945e-31,9.378732259184776e-30,2.233256526331381e-22,4.7884238085993315e-21,1.036616971560935e-14,2.3656764387271238e-24,3.76,0.0,0.7937555682243496,0.9996222154767629,5.381513463663749e-09,1.513064069449543e-17,0.0013307443213513574,0.001330746518879571,1.7478168119531453e-11,9.528276291327116e-15,0.00037737550077251183,8.026037248713235e-12,9.208046279908133e-12,1.8809542567557294e-07,4.266573502600869e-08,2.7884386328685667e-07
3.216606154674152e-07,0.6648627714257107,1.4604482895779976e-07,5.046343804362657e-09,1.5666036307349112e-08,1.1835386953301206e-07,0.0,0.0,4.0534043056873654e-07,5.188506987904171e-11,2.9346807683877163e-15,2.263765140666407e-19,2.1705249272957623e-15,5.885260615954387e-30,1.9242222981849785e-23,1.0169214691874496e-18,1.679696797561082e-15,2.670870492567344e-15,5.445902406252027e-18,3.1270462314468937e-19,1.1291718175386819e-09,2.282546095077129e-16,1.7275118427883395e-20,1.0654626208048367e-23,1.56411158105037e-20,1.11484041308635e-15,6.932995061517152e-15,5.345932965202322e-22,4.881311575830412e-31,1.0830607305654336e-29,2.577327218976372e-22,5.257686623115876e-21,1.1360753667826051e-14,2.806135763411801e-24,3.76,0.0,0.7937264838007273,0.9996222058424937,5.813598019389895e-09,1.7417694241297614e-17,0.0013598131624416383,0.0013598154574001448,1.786204589540641e-11,9.74070906002961e-15,0.0003773754971415877,8.593947030062186e-12,1.0100378384185384e-11,1.913551429485603e-07,4.344936616294187e-08,2.9033340953910186e-07
3.285425524282611e-07,0.6648662509069347,1.5010255788855462e-07,5.228520285448342e-09,1.6457623201133145e-08,1.2472051045951216e-07,0.0,0.0,4.142927427608889e-07,5.414470251098073e-11,3.261843925927887e-15,2.5510540468464806e-19,2.3277738374822874e-15,6.702120457419209e-30,2.1504874948486318e-23,1.1168023593945684e-18,1.8818429297013543e-15,2.8960664332179632e-15,6.021154734138275e-18,3.3924151007085967e-19,1.177995758810311e-09,2.395702197407942e-16,1.9034603960372774e-20,1.2859695473085363e-23,1.7645246625057497e-20,1.249426465290645e-15,7.340712683269031e-15,5.941312091003514e-22,6.27697128302919e-31,1.246671290485626e-29,2.9637499853782914e-22,5.758923628423881e-21,1.2421082861298974e-14,3.3144696359384354e-24,3.76,0.0,0.7936974002275097,0.999622196177102,6.267837305540943e-09,1.99834673642409e-17,0.001388880937279555,0.0013888833318211784,1.8245909590584348e-11,9.953134036817282e-15,0.0003773754934819323,9.186363248541897e-12,1.1054976573258943e-11,1.946196956068216e-07,4.423369620407068e-08,3.0203214942460425e-07
3.3542448938910703e-07,0.6648697302844669,1.5416392162040622e-07,5.4114284633587664e-09,1.726505432659122e-08,1.3126144321323005e-07,0.0,0.0,4.232565639166886e-07,5.6453135286502435e-11,3.616673175776486e-15,2.8661960153445606e-19,2.4920565656735878e-15,7.61189540178801e-30,2.3964439691729282e-23,1.2234733316621944e-18,2.1025281044921576e-15,3.1344395049176684e-15,6.640472006113497e-18,3.6730681853126914e-19,1.2278525829076354e-09,2.511677876136298e-16,2.0918591675999266e-20,1.5449390863909291e-23,1.9846593330688186e-20,1.3964176902753942e-15,7.761643590036574e-15,6.58711395812327e-22,8.023730488563579e-31,1.4305461725698927e-29,3.3963739084467487e-22,6.29331167868688e-21,1.3549425857932372e-14,3.899002335702851e-24,3.76,0.0,0.793668317503997,0.9996221864805256,6.7446839333022215e-09,2.2853853885373724e-17,0.0014179476458932743,0.0014179501421737839,1.862975920543729e-11,1.0165551221900696e-14,0.00037737548982510376,9.803629345633043e-12,1.2074488437257982e-11,1.9788941891946857e-07,4.501885459603381e-08,3.139402869452451e-07
3.4230642634995294e-07,0.6648732095583377,1.5822898339940152e-07,5.5950169410791435e-09,1.808797627568198e-08,1.379768117616512e-07,0.0,0.0,4.3223190591942475e-07,5.881040698711678e-11,4.000753900401371e-15,3.2110608176062183e-19,2.6634750490092106e-15,8.62260546755724e-30,2.66320143448512e-23,1.3371867335750185e-18,2.342915355416015e-15,3.3864195634686e-15,7.30595738462077e-18,3.9694805695918426e-19,1.2787422628955166e-09,2.630473577368908e-16,2.2931937029377196e-20,1.8478503269665486e-23,2.225862946700143e-20,1.5565999625907232e-15,8.195845260110277e-15,7.2862936580205085e-22,1.0198195902811374e-30,1.6366635517945203e-29,3.879263618994883e-22,6.862026159863122e-21,1.4748039025038622e-14,4.56881900014201e-24,3.76,0.0,0.7936392356295027,0.9996221767527402,7.244580433902541e-09,2.6056394579079993e-17,0.0014470132883109112,0.00144701588848905,1.9013594740336718e-11,1.0377960615490086e-14,0.0003773754861630256,1.0446078888550274e-11,1.3161597845771893e-11,2.0116461520639265e-07,4.5804957367450954e-08,3.2605805881797595e-07
3.4918836331079884e-07,0.6648766887285814,1.622978311554068e-07,5.7792397694880166e-09,1.8926040897996365e-08,1.448667633195951e-07,0.0,0.0,4.4121878169567467e-07,6.121655645712929e-11,4.415716162195835e-15,3.5875869783428515e-19,2.8421276716359566e-15,9.74272703863418e-30,2.9518970532526086e-23,1.45819599575267e-18,2.604204729209965e-15,3.6524387982579546e-15,8.019753029014778e-18,4.2821301802538668e-19,1.330664771839318e-09,2.752089685371828e-16,2.5079518996016625e-20,2.2007884110239756e-23,2.4895317927478647e-20,1.7307849303663502e-15,8.643372560603177e-15,8.041904096792806e-22,1.289118996724095e-30,1.8671455879089086e-29,4.41670217334531e-22,7.466240150767184e-21,1.601916485847484e-14,5.333810995083203e-24,3.76,0.0,0.7936101546033527,0.9996221669937401,7.767959399868398e-09,2.962033047426738e-17,0.00147607786456053,0.0014760805707980395,1.9397416195653496e-11,1.0590362217795377e-14,0.00037737548246835514,1.1114035853357674e-11,1.4319023902669187e-11,2.0444555758865988e-07,4.6592108641021167e-08,3.3838573110037444e-07
3.5607030027164475e-07,0.6648801677952346,1.663705734910853e-07,5.964056012984575e-09,1.9778905795853414e-08,1.5193144932177736e-07,0.0,0.0,4.5021720515059684e-07,6.367162260931228e-11,4.863234263074674e-15,3.9977820901339783e-19,3.0281093715992817e-15,1.0981205069725684e-29,3.263695190701608e-23,1.5867556041766908e-18,2.8876329791317905e-15,3.932931652401962e-15,8.784039715685118e-18,4.6114977840753955e-19,1.3836200828048609e-09,2.8765265306183755e-16,2.7366239253493565e-20,2.610491911620624e-23,2.777110892933876e-20,1.9198098662677846e-15,9.104277980988615e-15,8.857096887904506e-22,1.6209931512766502e-30,2.1242657701097917e-29,5.013193611829967e-22,8.107123648747016e-21,1.7365030445241796e-14,6.2047224398830616e-24,3.76,0.0,0.7935810744248829,0.9996221572034593,8.315243641403684e-09,3.357665572255026e-17,0.0015051413746701452,0.0015051441891317913,1.978122357175767e-11,1.0802756029026178e-14,0.0003773754787714627,1.1807814910182847e-11,1.554951993144378e-11,2.0773249331097064e-07,4.7380401977240324e-08,3.5092359619655065e-07
3.6295223723249066e-07,0.6648836467583372,1.7044733618254904e-07,6.1494293408488626e-09,2.0646234744651397e-08,1.5917102623404254e-07,0.0,0.0,4.5922719110887623e-07,6.617564443022858e-11,5.345026284104563e-15,4.443723121743495e-19,3.22151174917459e-15,1.2347465338923553e-29,3.5997871906021986e-23,1.7231210825402331e-18,3.1944732333841796e-15,4.228334749518435e-15,9.60103649570659e-18,4.9580669854902225e-19,1.4376081688583901e-09,3.0037843967906806e-16,2.979702159083015e-20,3.0844022704146506e-23,3.0900937569121556e-20,2.1245375021107102e-15,9.578611848353741e-15,9.735123251072612e-22,2.0280480792573052e-30,2.4104565426144653e-29,5.673465209197841e-22,8.785842857620969e-21,1.8787846059810725e-14,7.193197863278144e-24,3.76,0.0,0.7935519950934371,0.9996221473818564,8.886846355683924e-09,3.795816999511252e-17,0.0015342038186677237,0.00153420674352132,2.0165016869018686e-11,1.1015142049391797e-14,0.00037737547507736004,1.252772170985419e-11,1.6855872491274746e-11,2.1102564668396903e-07,4.816992156812447e-08,3.6367197020098427e-07
3.6983417419333656e-07,0.6648871256179316,1.7452825913177694e-07,6.335327643963995e-09,2.1527698045452753e-08,1.6658565622381795e-07,0.0,0.0,4.6824875526077393e-07,6.87286609852379e-11,5.862853607509144e-15,4.927556722672743e-19,3.42242317600927e-15,1.3851426761379196e-29,3.961391172917044e-23,1.867548983458187e-18,3.5260346409825387e-15,4.5390868266095405e-15,1.0473000387434623e-17,5.322324223994522e-19,1.4926290030665398e-09,3.133863526869423e-16,3.2376811521682974e-20,3.630715295070564e-23,3.4300220995669875e-20,2.345855848604599e-15,1.0066422525620282e-14,1.067933491794242e-21,2.5250472232896303e-30,2.72831722459194e-29,6.40246942898253e-22,9.503559535412242e-21,2.028980388835387e-14,8.311830966201978e-24,3.76,0.0,0.7935229166083676,0.9996221375289297,9.483171307058029e-09,4.27995303742928e-17,0.0015632651965811842,0.001563268233997616,2.054879608780546e-11,1.1227520279101247e-14,0.00037737547134954804,1.3274053171283109e-11,1.824090042391427e-11,2.1432522168905928e-07,4.896074329710021e-08,3.7663119054269124e-07
3.7671611115418247e-07,0.6648906043740621,1.7861349371733238e-07,6.52172267634566e-09,2.24229728162755e-08,1.7417550770808261e-07,0.0,0.0,4.772819141127919e-07,7.133071142321306e-11,6.418520423259691e-15,5.45149952617872e-19,3.630928904515885e-15,1.5503513776915539e-29,4.349751852846258e-23,2.0202968874504705e-18,3.8836619972510865e-15,4.865628672571941e-15,1.1402226101508807e-17,5.704758771330858e-19,1.548682558496302e-09,3.266764128431085e-16,3.511057607837234e-20,4.2584347145961677e-23,3.798485523110194e-20,2.584678001632697e-15,1.0567756593924557e-14,1.1693185045087102e-21,3.129215947743637e-30,3.08062223843469e-29,7.205385594714182e-22,1.0261430399328946e-20,2.1873076875015927e-14,9.574214468192878e-24,3.76,0.0,0.7934938389690317,0.9996221276446162,1.0104613016333028e-08,4.8137302709081337e-17,0.0015923255084383996,0.0015923286605916465,2.0932561228486208e-11,1.1439890718363251e-14,0.00037737546761168987,1.4047097768921536e-11,1.9707453931446854e-11,2.176314042840243e-07,4.975293567945496e-08,3.898016138961017e-07
3.835980481150284e-07,0.6648940830267749,1.8270320049567566e-07,6.7085897207606566e-09,2.3331743228087948e-08,1.819407557950488e-07,0.0,0.0,4.863266849425075e-07,7.398183498099067e-11,7.013873222334349e-15,6.017838452709895e-19,3.847111177022605e-15,1.7314668823465884e-29,4.7661403806593116e-23,2.18162340868373e-18,4.268735351029404e-15,5.2084030718860515e-15,1.2391045795779418e-17,6.105862728451531e-19,1.6057688082149992e-09,3.4024863782567625e-16,3.800330376518369e-20,4.977427788592036e-23,4.1971211669264695e-20,2.8419419364106145e-15,1.1082659020288865e-14,1.2780229134782134e-21,3.860579854366879e-30,3.4703296608649185e-29,8.087621291519665e-22,1.1060606585439907e-20,2.3539817684366482e-14,1.0994991014480015e-23,3.76,0.0,0.7934647621747929,0.9996221177288546,1.0751556957489584e-08,5.401001240676126e-17,0.0016213847542671958,0.0016213880233343562,2.1316312291428523e-11,1.1652253367386257e-14,0.00037737546388392286,1.484713581964222e-11,2.125841368489301e-11,2.20944364443617e-07,5.054656069639385e-08,4.031836143285087e-07
3.904799850758743e-07,0.6648975615761185,1.8679754721077669e-07,6.8959072775686845e-09,2.425370069104315e-08,1.8988158263377483e-07,0.0,0.0,4.953830857571694e-07,7.668207098757849e-11,7.650800278601323e-15,6.628931015450311e-19,4.071049334248882e-15,1.9296364907298412e-29,5.21185420158526e-23,2.3517882065325416e-18,4.682669595567415e-15,5.567854753069292e-15,1.3441828857748611e-17,6.526131022295361e-19,1.6638877252902598e-09,3.541030426342232e-16,4.106000465076906e-20,5.798482964523288e-23,4.627613327998633e-20,3.1186102907997712e-15,1.1611173311655275e-14,1.3944125963930645e-21,4.742339616010248e-30,3.900590111866322e-29,9.05481351215619e-22,1.1902233160520872e-20,2.529215777421277e-14,1.2589905121399956e-23,3.76,0.0,0.7934356862250183,0.9996221077816428,1.1424379760340753e-08,6.045819463588168e-17,0.0016504429340953553,0.0016504463222566657,2.170004927699945e-11,1.1864608226378417e-14,0.00037737546012486925,1.5674439768414014e-11,2.2896689963561113e-11,2.2426425796537275e-07,5.1341674534534355e-08,4.167775816572004e-07
3.973619220367202e-07,0.6649010400221425,1.9089670707472478e-07,7.08365677581057e-09,2.518854399604707e-08,1.9799817768414526e-07,0.0,0.0,5.044511352556951e-07,7.943145886814011e-11,8.331231121157078e-15,7.287205629418359e-19,4.302819922730766e-15,2.146061828004676e-29,5.68821693494083e-23,2.5310520021002003e-18,5.126914044983148e-15,5.944430341509188e-15,1.4556981712223915e-17,6.966061402434046e-19,1.7230392827899925e-09,3.6823963993870498e-16,4.4285710580931497e-20,6.73336957543617e-23,5.0916930546199684e-20,3.415670138986077e-15,1.2153341656291554e-14,1.5188638521447368e-21,5.801285161043141e-30,4.3747559969081057e-29,1.0112829561870621e-21,1.2787448683542638e-20,2.7132206573023138e-14,1.4375856138430086e-23,3.76,0.0,0.7934066111190785,0.9996220978029255,1.2123449417799929e-08,6.75244439185653e-17,0.0016795000479506153,0.0016795035573894718,2.208377218556544e-11,1.2076955295547626e-14,0.00037737545634590095,1.6529274472173694e-11,2.4625221824983424e-11,2.275912280673668e-07,5.213832824142465e-08,4.305839199924334e-07
4.1112579595841206e-07,0.6649079966044381,1.9911017827529029e-07,7.460390420217183e-09,2.7095720685151197e-08,2.147594678162622e-07,0.0,0.0,5.22622258358418e-07,8.507784845463739e-11,9.830525323398982e-15,8.755371085240654e-19,4.790151239116977e-15,2.638765532166316e-29,6.73831393362366e-23,2.9179249193543697e-18,6.1123002640301644e-15,6.750748980126171e-15,1.6990206756468968e-17,7.906913515309888e-19,1.8444402113358018e-09,3.9735945275150465e-16,5.1264376069834973e-20,8.996996356340912e-23,6.127770496903102e-20,4.075033360650129e-15,1.3278803407101655e-14,1.7935089543449044e-21,8.578733346348485e-30,5.469281580654975e-29,1.2525957321429645e-21,1.4693166081395342e-20,3.10837538455568e-14,1.859456769630225e-23,3.76,0.0,0.7933484634361995,0.9996220777507457,1.3601759355645872e-08,8.369210999142401e-17,0.0017376110778531684,0.0017376148364100516,2.2851175773145453e-11,1.2501626065247398e-14,0.0003773754487725898,1.832255931217967e-11,2.8364947724882442e-11,2.3426691590062747e-07,5.373643701163206e-08,4.588353903416012e-07
4.235132824879347e-07,0.6649142571756792,2.065205649544894e-07,7.800792573107035e-09,2.8853381508681014e-08,2.30447812454456e-07,0.0,0.0,5.390163082228636e-07,9.032809610302378e-11,1.1348855709964343e-14,1.026390738726849e-18,5.256250754085915e-15,3.157845944132132e-29,7.802031721157308e-23,3.29986722075266e-18,7.118037375752713e-15,7.539517455114564e-15,1.9425148056664912e-17,8.82597585336599e-19,1.95723240710106e-09,4.2453247193384253e-16,5.817411067802842e-20,1.156394525408137e-22,7.193417073490227e-20,4.748593359430545e-15,1.4338816435594e-14,2.07225188900213e-21,1.2043846976294937e-29,6.642622541729216e-29,1.507198564777794e-21,1.6568661861355472e-20,3.496079737082615e-14,2.3239863007204485e-23,3.76,0.0,0.793296133401258,0.9996220595955125,1.5025524902410825e-08,1.0082798756069457e-16,0.001789907359415525,0.0017899113496779712,2.35417908622749e-11,1.2883803118862768e-14,0.0003773754419353274,2.003318242014026e-11,3.20694213675331e-11,2.403004625942382e-07,5.518042728543733e-08,4.849923265597684e-07
4.3590076901745736e-07,0.6649205174129988,2.1394935384466341e-07,8.142413033891605e-09,3.0648452602073947e-08,2.4670894228738493e-07,0.0,0.0,5.554484188271567e-07,9.57382137385431e-11,1.3039974823810765e-14,1.1966354747002503e-18,5.748801104573079e-15,3.757382160597337e-29,8.986824184907769e-23,3.7153960604340846e-18,8.246045331194766e-15,8.390795818840157e-15,2.210774927360317e-17,9.816613012331252e-19,2.073369939004585e-09,4.526199136068944e-16,6.571071412896886e-20,1.4734321219399122e-22,8.396897767651888e-20,5.504664109286868e-15,1.5443677059414623e-14,2.3834529275811897e-21,1.671714462818237e-29,8.020635415139768e-29,1.801410835758681e-21,1.860275849400114e-20,3.9153749215282706e-14,2.8825528287371883e-23,3.76,0.0,0.7932438060906466,0.9996220413374409,1.653968098260349e-08,1.207280623904216e-16,0.0018422001876550963,0.0018422044167473795,2.4232360347581173e-11,1.3265954936672772e-14,0.0003773754350367869,2.183680683052539e-11,3.6113265310215286e-11,2.463587230957421e-07,5.663002059946257e-08,5.118441606281076e-07
4.4828825554698e-07,0.6649267773167316,2.2139760018013782e-07,8.485218524733719e-09,3.247945021433388e-08,2.635442413363825e-07,0.0,0.0,5.719187202137781e-07,1.0130843522332981e-10,1.4916555744005977e-14,1.3879482306716293e-18,6.268161211928207e-15,4.446518058448778e-29,1.0301347398955439e-22,4.166073734702653e-18,9.505961475404328e-15,9.307252481240105e-15,2.505336598367975e-17,1.0881829498141026e-18,2.192852649986248e-09,4.816217994415032e-16,7.390437816836473e-20,1.8620835953462773e-22,9.749937313952609e-20,6.349853387230391e-15,1.6593598422922194e-14,2.729696141110485e-21,2.295633191080254e-29,9.631529282786381e-29,2.1394914929514937e-21,2.0801818975505687e-20,4.3674040096862006e-14,3.549921236371663e-23,3.76,0.0,0.7931914815007441,0.9996220229761877,1.8146089517386678e-08,1.4372150722223766e-16,0.001894489562732117,0.0018944940377976483,2.4922884231181094e-11,1.3648081519880434e-14,0.00037737542810736656,2.37347391124722e-11,4.051456224246363e-11,2.5244223050072707e-07,5.808539173125018e-08,5.39393625865631e-07
4.6067574207650267e-07,0.6649330368872175,2.2886634307482965e-07,8.829190002801583e-09,3.434496840460599e-08,2.8095517425959015e-07,0.0,0.0,5.884273475259311e-07,1.0703899568663664e-10,1.6991660932648135e-14,1.6020830442998875e-18,6.814668583728635e-15,5.235073504260918e-29,1.1754528207636044e-22,4.6534759733037615e-18,1.0907747487840438e-14,1.0291573175198868e-14,2.82777337460824e-17,1.2024659209749837e-18,2.3156803829876416e-09,5.115381425178244e-16,8.27855652641577e-20,2.3351958558738085e-22,1.1264712192826542e-19,7.291005257448502e-15,1.7788787670029776e-14,3.1136827914880547e-21,3.120712128548496e-29,1.1506510597327041e-28,2.5259417126763176e-21,2.3172117545023927e-20,4.853283417447942e-14,4.342524391715453e-23,3.76,0.0,0.7931391596279285,0.9996220045114212,1.9846538776050654e-08,1.7016283975738222e-16,0.0019467754848063962,0.0019467802130079125,2.5613362515185845e-11,1.4030182869686172e-14,0.00037737542115334337,2.572822762469417e-11,4.529164101725795e-11,2.5855146315078474e-07,5.954669339456202e-08,5.676435342877326e-07
4.730632286060253e-07,0.6649392961248067,2.3635659792985604e-07,9.174320057735003e-09,3.624367737064274e-08,2.9894328481952317e-07,0.0,0.0,6.049744406492479e-07,1.129301315745367e-10,1.9278731873532526e-14,1.8408717873126828e-18,7.388640977035447e-15,6.133570743606358e-29,1.3355564404630528e-22,5.179192579896612e-18,1.246168023736985e-14,1.1346460558983007e-14,3.1796967173434257e-17,1.3248165421103613e-18,2.4418529809518945e-09,5.423689492708713e-16,9.238502144380147e-20,2.907337878853558e-22,1.2953840370309917e-19,8.33519500748228e-15,1.902944716386896e-14,3.538233258622804e-21,4.202056136983749e-29,1.3680032279542482e-28,2.96550375876499e-21,2.5719837790286277e-20,5.374102670646117e-14,5.2785788157802974e-23,3.76,0.0,0.7930868404685708,0.9996219859428437,2.1642747300119403e-08,2.0043274487028966e-16,0.0019990579540373203,0.001999062942557068,2.6303795201701002e-11,1.4412258987287853e-14,0.0003773754141319644,2.7818467169045943e-11,5.04630658323345e-11,2.646868548685782e-07,6.101406047679707e-08,5.965967669536365e-07
4.85450715135548e-07,0.6649455550298548,2.4386935116772216e-07,9.520610706801813e-09,3.817432137055942e-08,3.1751019386380743e-07,0.0,0.0,6.215601438964145e-07,1.1898208069619038e-10,2.1791578825813066e-14,2.1062249067343604e-18,7.990377968926628e-15,7.153261307709513e-29,1.5113925244993018e-22,5.744828058850563e-18,1.417834262129773e-14,1.2474633881017081e-14,3.562755925840875e-17,1.4555440770582056e-18,2.571370286823521e-09,5.741142210060305e-16,1.0273378929766103e-19,3.5949535967000573e-22,1.4830370845190906e-19,9.489724064967373e-15,2.0315775517227456e-14,4.006288999965466e-21,5.607298792251896e-29,1.6190061197875686e-28,3.463159503900832e-21,2.8451071661249234e-20,5.930924358128426e-14,6.378203231839457e-23,3.76,0.0,0.793034524019032,0.9996219672700691,2.3536367728041485e-08,2.3493887237624418e-16,0.0020513369705838624,0.0020513422266237712,2.6994182292826702e-11,1.4794309873880815e-14,0.0003773754070761977,3.0006603443527555e-11,5.6047626305423836e-11,2.7084880316477974e-07,6.248761343815252e-08,6.262562661418404e-07
4.978382016650707e-07,0.6649518136027242,2.514055568085475e-07,9.86807152981928e-09,4.013571633832685e-08,3.3665759695554116e-07,0.0,0.0,6.381846057282293e-07,1.2519508226710263e-10,2.454437073044447e-14,2.4001321952606226e-18,8.620162436587502e-15,8.306153535810646e-29,1.703935224780617e-22,6.352002230546618e-18,1.6068614437257514e-14,1.367882869768053e-14,3.9786380943534404e-17,1.5949607274534154e-18,2.704232143548298e-09,6.067739550693203e-16,1.1386322091006156e-19,4.416521086755045e-22,1.6907773085154522e-19,1.0762114927250696e-14,2.164796846554877e-14,4.5209145421068245e-21,7.418882500831494e-29,1.9078365078791897e-28,4.024128675149713e-21,3.13718192749011e-20,6.524784242684796e-14,7.663539855901477e-23,3.76,0.0,0.7929822102756598,0.9996219484927085,2.552899050848904e-08,2.74116611012494e-16,0.002103612534604581,0.0021036180653864417,2.768452379065761e-11,1.5176335530657923e-14,0.00037737540000827905,3.2293737285392076e-11,6.206432838189806e-11,2.7703767579747933e-07,6.396746102890254e-08,6.566250290142846e-07
