Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57)
8.346702473065175e-10,0.6647004505607388,6.609458309238033e-14,6.289102022812531e-17,1.3663053097264128e-17,1.1167288185204064e-16,0.0,0.0,1.0201783774592822e-09,3.4537649945928396e-16,2.7769352211657633e-28,2.5203099519256768e-37,1.9790140829862577e-25,4.904014046746137e-44,2.828430074390174e-37,3.9369129011035e-34,2.2626610379578636e-29,1.1588966603885533e-25,9.892289632881789e-30,2.4071459167467318e-29,7.606251962417071e-15,1.1651180345701199e-23,1.2583696913151185e-37,7.670286155453271e-49,2.1674814003795103e-36,1.4812142911641336e-29,1.226976666339548e-22,2.9668503111920333e-35,1.6059756696868346e-58,8.10621110860023e-46,4.994722022726786e-36,1.391262373056526e-33,5.413742617818297e-26,2.642723106687272e-46,3.76,0.0,0.7950832906795275,0.9996627861337015,1.2449422791107595e-20,6.609511356567473e-34,3.5315671061424143e-06,3.531567131108254e-06,9.748709946386217e-15,1.6075625913758044e-18,0.00033721284612008717,2.8901519340557074e-18,1.2919062987342836e-19,1.0158495977165326e-09,4.302621812297704e-12,4.658864051921991e-14
8.598889215665003e-10,0.6647004633283209,7.100109344032638e-14,6.563236537406042e-17,1.49477878408112e-17,1.224897494142972e-16,0.0,0.0,1.050998457226821e-09,3.6656075379084214e-16,3.2222506781685394e-28,2.9441995436494746e-37,2.229005294677968e-25,5.7297806337096e-44,3.2251750599539677e-37,4.472993227949595e-34,2.6256806456446325e-29,1.3053729370370743e-25,1.0929279920807753e-29,2.631700893757457e-29,8.072824948744853e-15,1.2737872478357964e-23,1.4687022836808735e-37,9.699168763330937e-49,2.5822400483201814e-36,1.7188595355829105e-29,1.3415157537958696e-22,3.4432676251642855e-35,2.0383986724230443e-58,9.691766725174318e-46,5.7953234320285905e-36,1.6122056714537638e-33,6.098073012833735e-26,3.263169844778802e-46,3.76,0.0,0.7950831839464045,0.9996601575186086,1.3932184869496778e-20,7.901685293950572e-34,3.638269407468523e-06,3.638269433919015e-06,1.0299934097852576e-14,1.7040568219133149e-18,0.0003398414303927731,3.0670814801093093e-18,1.379968089637127e-19,1.0464040855574529e-09,4.564515915068359e-12,5.092335972702253e-14
8.851075958264832e-10,0.6647004760959014,7.616315688080248e-14,6.846287344612316e-17,1.6323946047413575e-17,1.3410117637639394e-16,0.0,0.0,1.0818184566575787e-09,3.883754491002359e-16,3.7229292652503857e-28,3.4252605088478813e-37,2.5019497394889717e-25,6.669439968162465e-44,3.662722689257969e-37,5.066066631847309e-34,3.033864293959754e-29,1.4653108823012473e-25,1.2036961633103897e-29,2.8697880583662654e-29,8.553285125062303e-15,1.3890016219237828e-23,1.7071775007320164e-37,1.2195015748724175e-48,3.061069643277217e-36,1.9860708510266705e-29,1.4629658114163105e-22,3.979032405680564e-35,2.5695300059143984e-58,1.1527783953454827e-45,6.695385785760073e-36,1.8602200560250048e-33,6.845313034371573e-26,4.00548107105358e-46,3.76,0.0,0.795083077213296,0.9996577009398069,1.5552880620307698e-20,9.397842449223524e-34,3.7449716944442867e-06,3.7449717224197923e-06,1.0863736451738429e-14,1.803238014164181e-18,0.0003422979783744805,3.249246140221179e-18,1.471218989746555e-19,1.0769506165971642e-09,4.834025340666e-12,5.5517894354945996e-14
9.10326270086466e-10,0.6647004888634801,8.158792984774978e-14,7.138708835390352e-17,1.779613181879404e-17,1.4654806616587515e-16,0.0,0.0,1.1126383811197368e-09,4.108205825621711e-16,4.283976770594767e-28,3.969529792869143e-37,2.7992090033227696e-25,7.735420409833179e-44,4.143795903705308e-37,5.720822948308288e-34,3.491300586797541e-29,1.6395105693647426e-25,1.321760449778085e-29,3.1218016986063005e-29,9.047632490032593e-15,1.510951397864107e-23,1.976738009245898e-37,1.5250898886959478e-48,3.6116452347696357e-36,2.285524817193352e-29,1.591528812943299e-22,4.5795280854291575e-35,3.218110414412449e-58,1.3644968791363123e-45,7.703890559385153e-36,2.1376946576439993e-33,7.65920480210613e-26,4.889262499712883e-46,3.76,0.0,0.7950829704802016,0.9996554051377405,1.7321228663096047e-20,1.112296712772882e-33,3.851673967069892e-06,3.851673996610589e-06,1.1439932578173013e-14,1.905095887324458e-18,0.00034459374962099595,3.436644165269131e-18,1.5656775817414612e-19,1.1074891987842774e-09,5.111139868351408e-12,6.037968598709138e-14
9.355449443464488e-10,0.664700501631057,8.728255781670414e-14,7.440967853000716e-17,1.936907679285632e-17,1.5987245095936289e-16,0.0,0.0,1.1434582356455142e-09,4.338961514577095e-16,4.910691591934073e-28,4.583538597478239e-37,3.1221836620525064e-25,8.941160633526083e-44,4.67120241769952e-37,6.442266712562325e-34,4.002317754856479e-29,1.8287951154621043e-25,1.4473466281583262e-29,3.3881360008062465e-29,9.555867042318907e-15,1.6398267195790963e-23,2.28056508714457e-37,1.8975858256036285e-48,4.2423102547670895e-36,2.6200548880902766e-29,1.727406694306229e-22,5.250454789671878e-35,4.0057613602301634e-58,1.6076769015638747e-45,8.830342833297246e-36,2.4471516477169966e-33,8.543598655148762e-26,5.936632485437609e-46,3.76,0.0,0.7950828637471218,0.9996532595898289,1.9247431703720346e-20,1.3104271252540404e-33,3.9583762253455265e-06,3.958376256491406e-06,1.2028340751417406e-14,2.0096201956840657e-18,0.00034673926671261487,3.629273808538009e-18,1.6633621990581207e-19,1.1380198397298752e-09,5.395849290353822e-12,6.55161662203815e-14
9.607636186064315e-10,0.6647005143986325,9.325417531894238e-14,7.753543669075943e-17,2.1047639988916872e-17,1.7411748995546487e-16,0.0,0.0,1.1742780249531932e-09,4.576021531676055e-16,5.608672993008798e-28,5.274345666439948e-37,3.4723132614628426e-25,1.0301164068338527e-43,5.247834157715699e-37,7.235736793168303e-34,4.5714904803569554e-29,2.0340106776497364e-25,1.5806792979620425e-29,3.669185054476779e-29,1.0077988780584472e-14,1.7758176339328863e-23,2.6220946747634186e-37,2.349726906455789e-48,4.962114210028717e-36,2.9926558603406206e-29,1.8708013538376186e-22,5.997838444193148e-35,4.957334183959103e-58,1.8859533525555425e-45,1.0084785943795408e-35,2.7912494588721226e-33,9.502453174981873e-26,7.172472873400047e-46,3.76,0.0,0.7950827570140564,0.9996512544621116,2.134218973679916e-20,1.5371323481206673e-33,4.0650784692713665e-06,4.065078502062245e-06,1.2628781910331576e-14,2.1168007285714696e-18,0.0003487443636103732,3.827133325681817e-18,1.7642909688024608e-19,1.16854254672962e-09,5.688143411772492e-12,7.093475667717665e-14
9.859822928664143e-10,0.6647005271662062,9.950990595555067e-14,8.076927959677423e-17,2.283680765194048e-17,1.8932746764560684e-16,0.0,0.0,1.2050977534675476e-09,4.819385851661269e-16,6.383829373307046e-28,6.04957185612243e-37,3.8510762972143513e-25,1.1831054407798627e-43,5.876666812315282e-37,8.106926717471044e-34,5.203646735748183e-29,2.2560264486084625e-25,1.7219819678560956e-29,3.9653428572582457e-29,1.0613997703492524e-14,1.919114090780602e-23,3.0050340513504677e-37,2.896345874513574e-48,5.780851165780125e-36,3.4064883506675347e-29,2.021914652488997e-22,6.828039904474026e-35,6.101283785523575e-58,2.2032675163288288e-45,1.1477816152867779e-35,3.172785991820808e-33,1.0539835209622644e-25,8.624693348306254e-46,3.76,0.0,0.7950826502810052,0.999649380564395,2.3616713262335612e-20,1.7956181127348818e-33,4.1717806988475925e-06,4.17178073332311e-06,1.3241079619202878e-14,2.2266273102974715e-18,0.0003506182305070475,4.030220974707399e-18,1.8684818448624686e-19,1.1990573267842627e-09,5.988012050484466e-12,7.664286901776733e-14
9.999999999999999e-10,0.6647005399337781,1.0311260358659022e-13,8.261538754277347e-17,2.38810143950739e-17,1.9821580454577284e-16,0.0,0.0,1.2222287612157184e-09,4.957385019515198e-16,6.850348371339443e-28,6.519984441186269e-37,4.0745490049684176e-25,1.2761037885089017e-43,6.249896580717116e-37,8.627000971175007e-34,5.584126449154943e-29,2.3870253451731796e-25,1.8040527984589987e-29,4.136639305112052e-29,1.091794118518353e-14,2.0019937999018874e-23,3.2372552781706394e-37,3.247273892772637e-48,6.282585965091689e-36,3.6555643282235565e-29,2.1093223571343472e-22,7.32777088348536e-35,6.832114168217053e-58,2.3980828333066517e-45,1.2316141682288478e-35,3.402127715046735e-33,1.1151949575607042e-25,9.53682782090138e-46,3.76,0.0,0.7950825909538384,0.9996483925224926,2.4963031327527396e-20,1.9543050768862014e-33,4.231090733657668e-06,4.231090769086662e-06,1.3586485735426521e-14,2.2888144404326307e-18,0.00035160625527839935,4.145366529018744e-18,1.927813080337606e-19,1.2160154296346155e-09,6.157964445814212e-12,7.994362024562416e-14
1.011200967126397e-09,0.6647005399337781,1.0605686241140035e-13,8.411624781414236e-17,2.4741693097251423e-17,2.0554779209118527e-16,0.0,0.0,1.2359174253391352e-09,5.06905445015218e-16,7.242386517752481e-28,6.917437482242405e-37,4.259990194828419e-25,1.3547632787505214e-43,6.560759309335764e-37,9.061906359718899e-34,5.903874611903274e-29,2.49573465245105e-25,1.8714770830654145e-29,4.2770033200526553e-29,1.1163893809706335e-14,2.069905943017848e-23,3.433379872133099e-37,3.554668139798787e-48,6.709099437884845e-36,3.864883266530306e-29,2.1809484140462037e-22,7.747764075004258e-35,7.470080371297622e-58,2.5638838939253364e-45,1.3020597273687697e-35,3.594701783066624e-33,1.1659919899589464e-25,1.032451945704361e-45,3.76,0.0,0.7950825435479685,0.9996476293079042,2.6082736457314836e-20,2.089352642781675e-33,4.278482914074378e-06,4.278482950274001e-06,1.386506002934752e-14,2.339089800097913e-18,0.0003523694561781343,4.238535015953974e-18,1.9759526426433455e-19,1.2295641866190044e-09,6.295445037056827e-12,8.26479049528082e-14
1.0364196413863798e-09,0.6647005527013483,1.1290214646905338e-13,8.758150547552485e-17,2.6767536554392403e-17,2.2282499319902974e-16,0.0,0.0,1.2667370444621666e-09,5.32502730359094e-16,8.19089585811015e-28,7.886801197962857e-37,4.700611289694827e-25,1.5468936058984662e-43,7.303253417921068e-37,1.0107144407878235e-33,6.677529159326117e-29,2.7540505405602205e-25,2.0293861134664586e-29,4.6045602722230947e-29,1.1727677097889189e-14,2.2283829466299072e-23,3.911436951791394e-37,4.3446407328947823e-48,7.7582621020687e-36,4.3713462852995297e-29,2.3481044253443974e-22,8.764069048431221e-35,9.100650296786666e-58,2.9724073861801024e-45,1.472487531192145e-35,4.060083157868355e-33,1.2866990705130228e-25,1.2306796574781043e-45,3.76,0.0,0.7950824368149462,0.9996459926660463,2.8752530358499266e-20,2.4220805715904388e-33,4.3851851149519e-06,4.3851851529149196e-06,1.4500551841083664e-14,2.454178092075504e-18,0.00035400606721632807,4.452073712091286e-18,2.0867210653268908e-19,1.2600631327014372e-09,6.6104322146644915e-12,8.895725625564108e-14
1.0616383156463626e-09,0.6647005654689171,1.2005284902258198e-13,9.117034004183793e-17,2.8919705011425234e-17,2.412067210027385e-16,0.0,0.0,1.297556614491339e-09,5.587304389191472e-16,9.236242716095611e-28,8.9672018248966e-37,5.1745348071021745e-25,1.7614296701088588e-43,8.107373265137639e-37,1.1249532218003326e-33,7.530239220360485e-29,3.031912387434326e-25,2.195929587485981e-29,4.948407466972514e-29,1.2305347566704406e-14,2.3947347607412056e-23,4.44383849495384e-37,5.289303188256336e-48,8.940608695868574e-36,4.9295623275747074e-29,2.523584436482483e-22,9.884375236583066e-35,1.1034858034628587e-57,3.4338010111287806e-45,1.660299306602903e-35,4.5721653457920014e-33,1.416543943523905e-25,1.4610319233822915e-45,3.76,0.0,0.7950823300819383,0.9996444631374579,3.163891600320865e-20,2.797837289066052e-33,4.491887301480324e-06,4.491887341245868e-06,1.514738626644293e-14,2.571882115140614e-18,0.0003555355649851602,4.670835328114123e-18,2.200804731542315e-19,1.2905541712584395e-09,6.932963439012042e-12,9.557830477456379e-14
1.0868569899063453e-09,0.664700578236484,1.2751605009132582e-13,9.488816206388023e-17,3.120369205851219e-17,2.6074174394268766e-16,0.0,0.0,1.3283761388574227e-09,5.855885684892309e-16,1.0385654556716465e-27,1.016890197462884e-36,5.683394842290934e-25,2.0004403848903957e-43,8.97642498943271e-37,1.249640853159364e-33,8.467914273491082e-29,3.3302814865623674e-25,2.371327180551366e-29,5.308938586795544e-29,1.2896905214815317e-14,2.5691509476645125e-23,5.035567200362836e-37,6.415197346233543e-48,1.0269317760454645e-35,5.543400038439742e-29,2.7075901610372433e-22,1.1116474519995392e-34,1.3320021995436467e-57,3.953403993375366e-45,1.866790474053837e-35,5.134335580729701e-33,1.5559766277962693e-25,1.7278178975163936e-45,3.76,0.0,0.7950822233489445,0.9996430337117838,3.475527757849057e-20,3.220963588350834e-33,4.598589473659825e-06,4.59858951526685e-06,1.5805396992261135e-14,2.6921918329512044e-18,0.0003569649598397499,4.894818131352749e-18,2.31822119578546e-19,1.321037308291821e-09,7.263028578260451e-12,1.025184224449997e-13
1.112075664166328e-09,0.6647005910040493,1.3529881883357186e-13,9.87405049445287e-17,3.3625117731928115e-17,2.8147994715152967e-16,0.0,0.0,1.3591956207819483e-09,6.130771169312143e-16,1.1646709224752612e-27,1.1502934807489568e-36,6.228864340531239e-25,2.2661365918557103e-43,9.913796301154955e-37,1.3855585604409731e-33,9.496751269884516e-29,3.6501421463087693e-25,2.555797752618064e-29,5.686547249104492e-29,1.3502350040885284e-14,2.751820972950375e-23,5.691977902094606e-37,7.752826302476135e-48,1.1758520551841132e-35,6.216916263670303e-29,2.900323276276894e-22,1.246853939063931e-34,1.6009474863942746e-57,4.5369503786195767e-45,2.0933190521063995e-35,5.75013616532199e-33,1.7054579832467415e-25,2.0358139418776254e-45,3.76,0.0,0.7950821166159654,0.9996416978374302,3.8115575530807944e-20,3.696120734547174e-33,4.7052916314905645e-06,4.705291674977867e-06,1.647442014396976e-14,2.8150972438517914e-18,0.00035830080337389473,5.124020391479697e-18,2.4389879702590325e-19,1.3515125495930691e-09,7.600617512957307e-12,1.0978497130162055e-13
1.1372943384263108e-09,0.664700603771613,1.4340821356017955e-13,1.0273302470091272e-16,3.618972835747929e-17,3.034723307386987e-16,0.0,0.0,1.3900150632908312e-09,6.4119608217086e-16,1.3027343190067697e-27,1.2981152845482674e-36,6.812655077223428e-25,2.5608774357540408e-43,1.0922956188720044e-36,1.5335376275899448e-33,1.062324148113957e-28,3.99250168582642e-25,2.7495594341224117e-29,6.081627011932749e-29,1.4121682043577688e-14,2.942934205436324e-23,6.4188212136953845e-37,9.337160681663615e-48,1.3423345605338323e-35,6.954360533302085e-29,3.1019854233743305e-22,1.3949132111823353e-34,1.9163162699355095e-57,5.190588027532096e-45,2.341307115967551e-35,6.423267519364722e-33,1.8654597142410297e-25,2.3903032529646935e-45,3.76,0.0,0.7950820098830005,0.9996404493916591,4.173435968155082e-20,4.228305838971e-33,4.811993774972705e-06,4.8119938203789175e-06,1.71542942497678e-14,2.9405883808115853e-18,0.0003595492183253505,5.358440380529926e-18,2.5631225406173885e-19,1.3819799007570198e-09,7.945720135971217e-12,1.173853034903818e-13
1.1625130126862936e-09,0.6647006165391748,1.5185128174813685e-13,1.0687149972713587e-16,3.890339639433807e-17,3.2677100808005504e-16,0.0,0.0,1.420834469227205e-09,6.699454621939386e-16,1.4535859777388073e-27,1.4616280116795868e-36,7.43651763802531e-25,2.8871768952311893e-43,1.2007454524877733e-36,1.694462247600884e-33,1.18541773404329e-28,4.358390430981573e-25,2.952829664357797e-29,6.49457137980744e-29,1.4754901221555935e-14,3.142679917296269e-23,7.222268803974064e-37,1.1208202406301696e-47,1.5279964448342666e-35,7.760179540906623e-29,3.312778207619823e-22,1.5567213872528839e-34,2.2848292297748475e-57,5.920898126477113e-45,2.6122422524552775e-35,7.157591194300212e-33,2.0364643731046083e-25,2.7971184163446864e-45,3.76,0.0,0.7950819031500501,0.9996392826524078,4.5626782305407263e-20,4.822867648715167e-33,4.91869590410641e-06,4.918695951470009e-06,1.7844860205459576e-14,3.068655311361694e-18,0.0003607159267571457,5.598076372917506e-18,2.6906423830817032e-19,1.4124393671947442e-09,8.298326352429264e-12,1.2532676128051748e-13
1.1877316869462763e-09,0.6647006293067352,1.6063506005406614e-13,1.111618305570074e-16,4.177212027838518e-17,3.514292041068273e-16,0.0,0.0,1.4516538412633269e-09,6.993252550426263e-16,1.6180937403714766e-27,1.6421966628485506e-36,8.102241399002554e-25,3.2477104272906504e-43,1.3170921822949699e-36,1.8692724748766113e-33,1.3196659294157063e-28,4.748861710306263e-25,3.1658252734475776e-29,6.9257738097035e-29,1.540200757348345e-14,3.3512472840897053e-23,8.108939809663964e-37,1.3411605322585485e-47,1.7345638181825415e-35,8.639021629759468e-29,3.532903198633383e-22,1.7332153957821988e-34,2.7140022448224886e-57,6.734915085801211e-45,2.9076790157720217e-35,7.957132871230445e-33,2.2189653637657605e-25,3.262686364189872e-45,3.76,0.0,0.795081796417114,0.9996381922721559,4.980861121233516e-20,5.485522648243367e-33,5.025398018891838e-06,5.025398068251139e-06,1.8545961239674956e-14,3.1992881375315557e-18,0.0003618062761896582,5.8429266454636345e-18,2.8215649763649144e-19,1.4428909541454957e-09,8.65842607965816e-12,1.3361667707645612e-13
1.212950361206259e-09,0.6647006420742937,1.6976657432766762e-13,1.1561003962730243e-16,4.4802024265948905e-17,3.775012535993751e-16,0.0,0.0,1.482473181911783e-09,7.293354588121108e-16,1.7971637801431155e-27,1.8412846378549303e-36,8.811654506807595e-25,3.645321764301232e-43,1.4417068887604203e-36,2.058967324276668e-33,1.465810264804321e-28,5.164991850964522e-25,3.388762520336408e-29,7.375627717162522e-29,1.606300109802368e-14,3.5688253848110743e-23,9.085928980590413e-37,1.5999362913123657e-47,1.9638765194057858e-35,9.595741275428414e-29,3.76256193057659e-22,1.925373891486712e-34,3.21222075788646e-57,7.640146948798538e-45,3.229240379939483e-35,8.826085326496719e-33,2.4134669455703172e-25,3.7940764901031443e-45,3.76,0.0,0.7950816896841921,0.9996371732533216,5.429624279452596e-20,6.222371571287825e-33,5.132100119329146e-06,5.132100170722311e-06,1.925744287972501e-14,3.3324769957844724e-18,0.0003628252642047022,6.092989477421429e-18,2.955907814865677e-19,1.4733346666879614e-09,9.026009247128049e-12,1.4226237342970055e-13
1.2381690354662418e-09,0.6647006548418508,1.792528396251177e-13,1.2022227104106015e-16,4.799935827714028e-17,4.0504259948051557e-16,0.0,0.0,1.5132924935358832e-09,7.599760716474462e-16,1.9917414247955475e-27,2.0604597979656155e-36,9.566623858881994e-25,4.083029825626792e-43,1.5749686617980652e-36,2.2646079792081335e-33,1.624624442314155e-28,5.607880174745424e-25,3.621857170106611e-29,7.844526482496548e-29,1.6737881793840094e-14,3.795603201938942e-23,1.0160836099955812e-36,1.903056363296015e-47,2.2178929756760585e-35,1.0635403574839401e-28,4.0019559023640805e-22,2.1342181734019115e-34,3.7888190658231304e-57,8.644596195673474e-45,3.5786191918352477e-35,9.768811380414923e-33,2.620484237230418e-25,4.399051466274491e-45,3.76,0.0,0.7950815829512848,0.9996362209254436,5.910671507495506e-20,7.039916230660428e-33,5.238802205418485e-06,5.238802258883526e-06,1.997915291784057e-14,3.468212056952396e-18,0.0003637775612634232,6.348263150510349e-18,3.093688417461951e-19,1.50377050975069e-09,9.401065796399574e-12,1.5127116305063684e-13
1.2633877097262246e-09,0.6647006676094059,1.8910086022241015e-13,1.250047903313939e-16,5.13704977395705e-17,4.341097911133866e-16,0.0,0.0,1.5441117783594438e-09,7.912470917405884e-16,2.20281197821745e-27,2.3014009041161127e-36,1.0369055083688851e-24,4.56403577860617e-43,1.7172645701875226e-36,2.4873211494924663e-33,1.7969150207261949e-28,6.078648994071607e-25,3.8653245305259695e-29,8.332863457152369e-29,1.7426649659596184e-14,4.031769621485341e-23,1.1341797243093324e-36,2.2572224264753786e-47,2.498695173752393e-35,1.1763288732400595e-28,4.251286577874508e-22,2.36081310265328e-34,4.4541652987749564e-57,9.756781052077937e-45,3.9575796210975195e-35,1.0789846814983908e-32,2.840543220943021e-25,5.0861214687917134e-45,3.76,0.0,0.7950814762183918,0.9996353309236992,6.42577207228165e-20,7.945076753427974e-33,5.345504277160009e-06,5.345504332734788e-06,2.0710941378017036e-14,3.606483526169871e-18,0.00036466753218835084,6.6087459489475215e-18,3.234924337503983e-19,1.5341984881219185e-09,9.78358568107327e-12,1.60650348820311e-13
1.2886063839862073e-09,0.6647006803769595,1.993176296286573e-13,1.299639842253655e-16,5.492194343174189e-17,4.647604825991126e-16,0.0,0.0,1.5749310384758715e-09,8.231485173276465e-16,2.4314015426433975e-27,2.5659043454139445e-36,1.1220892520969112e-24,5.091730214699472e-43,1.86898964627408e-36,2.7283025453354133e-33,1.9835221015707947e-28,6.578443608034042e-25,4.119379524004776e-29,8.841031970163759e-29,1.812930469395546e-14,4.277513433044924e-23,1.2637517453080601e-36,2.670020300640384e-47,2.8084937205613523e-35,1.2984896552235288e-28,4.510755386161154e-22,2.606268021643399e-34,5.219751886075003e-57,1.0985757198833954e-44,4.367958610445507e-35,1.1893903274500888e-32,3.0741807466437363e-25,5.864601420833144e-45,3.76,0.0,0.795081369485513,0.9996344991689707,6.976762006873176e-20,8.945209138899895e-33,5.4522063345538685e-06,5.4522063922760976e-06,2.145266048324051e-14,3.7472816428072584e-18,0.00036549925609744466,6.8744361594872004e-18,3.3796331690957227e-19,1.5646186064586848e-09,1.017355886674173e-11,1.7040722380214268e-13
1.31382505824619e-09,0.6647006931445116,2.099101305993388e-13,1.3510636040835592e-16,5.866032132680618e-17,4.970534310787516e-16,0.0,0.0,1.6057502758567052e-09,8.556803466862927e-16,2.678577839629657e-27,2.8558912664914965e-36,1.2124119202029247e-24,5.669700471991418e-43,2.0305468595329864e-36,2.9888205043228433e-33,2.1853200148370674e-28,7.108432298443768e-25,4.384236721856369e-29,9.369425334760205e-29,1.8845846895581448e-14,4.533023329844255e-23,1.4057305365955323e-36,3.150020296361014e-47,3.149633013964538e-35,1.4305950928061616e-28,4.780563721662019e-22,2.871737672993082e-34,6.098292200037815e-57,1.2341139980800555e-44,4.811667323055639e-35,1.3085871136456239e-32,3.3219445364285864e-25,6.744671917503451e-45,3.76,0.0,0.7950812627526488,0.9996337218490816,7.565545408855895e-20,1.004812321759708e-32,5.558908377600211e-06,5.558908437507456e-06,2.2204164623293006e-14,3.890596680403155e-18,0.00036627654516731436,7.145332071457335e-18,3.5278325544956376e-19,1.5950308692954048e-09,1.057097533094389e-11,1.8054907125360913e-13
1.3642624067661558e-09,0.6647007186796104,2.3225020456691017e-13,1.4596729376218914e-16,6.672500265272314e-17,5.668066326023332e-16,0.0,0.0,1.667388689734485e-09,9.226352100229085e-16,3.2331745414466684e-27,3.520669720843619e-36,1.4092865760500174e-24,6.991846552744673e-43,2.3848091934742272e-36,3.5739255181819523e-33,2.638160921068216e-28,8.2637799259778e-25,4.9472146397181224e-29,1.0488459833173048e-28,2.0320592795287805e-14,5.074095670522787e-23,1.7309559454592784e-36,4.3515178274657677e-47,3.936012251461058e-35,1.7270442348850176e-28,5.352004380239147e-22,3.4675726674069302e-34,8.251827532272641e-57,1.547252219453045e-44,5.807098354426421e-35,1.575401329549607e-32,3.8620961852400242e-25,8.855031892996402e-45,3.76,0.0,0.7950810492869632,0.9996323164987048,8.864457111850664e-20,1.2595915735778504e-32,5.772312420650919e-06,5.7723124850403315e-06,2.373595621150789e-14,4.184738783054281e-18,0.0003676818339057101,7.702734170133693e-18,3.8347738199321364e-19,1.6558318460395004e-09,1.1388098064582714e-11,2.0201676763529684e-13
1.4096560204341248e-09,0.6647007416611938,2.53711104383112e-13,1.5643637053764144e-16,7.469155349855463e-17,6.358130086376566e-16,0.0,0.0,1.7228632020219898e-09,9.850505514155466e-16,3.807470741691262e-27,4.228223454989287e-36,1.6061174138023452e-24,8.394003819448695e-43,2.7414758022961928e-36,4.1816819617515264e-33,3.1071667473727994e-28,9.41904715449177e-25,5.49298563381471e-29,1.1568705508835792e-28,2.169535820366864e-14,5.596351787761981e-23,2.076796592629028e-36,5.772944307967893e-47,4.777385557904865e-35,2.0340761020884596e-28,5.903681843712025e-22,4.084821012953731e-34,1.073263117984706e-56,1.8831807012548283e-44,6.837717487753373e-35,1.8508818293279272e-32,4.402262006078788e-25,1.1224011139451093e-44,3.76,0.0,0.7950808571678952,0.9996312044797677,1.0183272643726222e-19,1.532873758820724e-32,5.964376010329483e-06,5.964376078879908e-06,2.5146615948389554e-14,4.457977666401552e-18,0.00036879379736813166,8.222182450593348e-18,4.1231367776218093e-19,1.7105259025485832e-09,1.2148864235216832e-11,2.2272716550363044e-13
1.4550496341020938e-09,0.6647007646427717,2.764974801727822e-13,1.676056690572067e-16,8.337251738386513e-17,7.111043242411775e-16,0.0,0.0,1.7783376665281536e-09,1.0495083759026932e-15,4.460582185439803e-27,5.054752001857547e-36,1.8228590110812623e-24,1.0024637594559094e-42,3.136626741590641e-36,4.876193142717913e-33,3.6406254867427453e-28,1.0691362335747214e-24,6.077082184107779e-29,1.272059651060573e-28,2.3115118013209778e-14,6.153180178875291e-23,2.480473458186575e-36,7.603082536588806e-47,5.76344472522438e-35,2.383302207844992e-28,6.491989901676462e-22,4.787048026652083e-34,1.3844477233232648e-56,2.277820580227956e-44,8.009592498616015e-35,2.163297968907864e-32,4.997212513125855e-25,1.4127235242751123e-44,3.76,0.0,0.7950806650488738,0.9996302200079503,1.165739951124933e-19,1.8538744972298835e-32,6.156439553524289e-06,6.156439626355275e-06,2.6586810388986243e-14,4.7392216621148446e-18,0.0003697782137110837,8.758470721516134e-18,4.423086150291431e-19,1.7651945729457894e-09,1.2933591300607042e-11,2.4479769643348635e-13
1.5004432477700628e-09,0.664700787624344,3.0064966826368106e-13,1.795174848342875e-16,9.281104322818534e-17,7.930629120035353e-16,0.0,0.0,1.8338120912804788e-09,1.1160086746590149e-15,5.200348856146937e-27,6.0170454602646396e-36,2.0608075154452225e-24,1.1912794225807279e-42,3.572897309035494e-36,5.6680104751925384e-33,4.244964409389509e-28,1.2088369395515516e-24,6.700749397844314e-29,1.3946426982617998e-28,2.457987221611763e-14,6.745677824723635e-23,2.950120369024531e-36,9.944546763003853e-47,6.913416930588745e-35,2.7789302781063014e-28,7.118101862401308e-22,5.582751152045822e-34,1.772079112292038e-56,2.7391119461047626e-44,9.336743402016626e-35,2.516185143671377e-32,5.650535778161567e-25,1.766477282220992e-44,3.76,0.0,0.7950804729298988,0.9996293484480674,1.3300574170563877e-19,2.2290390676435834e-32,6.348503050236123e-06,6.348503127466445e-06,2.8055764599914142e-14,5.028415271778181e-18,0.00037064971811921174,9.311589105142554e-18,4.734727058565977e-19,1.8198378801815035e-09,1.3742221236439003e-11,2.682704833397623e-13
