Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495)
5.562294707574786e-07,0.7309135463028644,7.910651358134078e-06,5.076375734792337e-07,6.729329769111392e-06,1.2887705702659037e-05,0.0,0.0,5.608550704589858e-06,2.653667375878545e-09,1.346281429087056e-07,3.7883142869097907e-10,1.5550678371821628e-11,6.502766734257515e-19,4.779286696301311e-14,7.077694404084425e-10,5.836752741056552e-07,1.4791096844113227e-09,4.868654568131929e-13,5.542200685302662e-14,4.908731379833328e-07,7.923592949917025e-13,2.4152220006212877e-11,2.521655887622077e-12,1.195223294835402e-11,8.242860246898024e-09,2.8730166029765845e-11,4.004738489509058e-13,1.1127794000620119e-13,9.22156910274424e-15,8.665057390888976e-13,5.987771297258174e-16,1.0247399857567622e-10,1.1302580847660034e-17,3.76,0.0,0.5671108035901236,0.9990008126433773,5.360454490258288e-06,3.6307441239579855e-08,0.019043776178374116,0.01904514382193101,2.738924119556388e-09,4.164973555200354e-12,0.000982986616843986,5.875049578085339e-08,1.044978281810497e-07,2.0976362241694715e-06,2.726057944085566e-07,1.1509670852434721e-05,1.1021827472830299e-05,0.0007638909134816996,5.395385730761675e-08,8.331369192320108e-06,2.0968527547463925e-08,1.3224379733111297e-10,1.0740277803592877e-08,6.073538173289198e-08,1.3748039194754772e-10,5.2552950317904314e-11,1.8771749145281437e-08,4.669437632153055e-11,6.211007906209421e-07,1.8069678289461594e-10
5.714399479813606e-07,0.7309848909559238,8.319585325327054e-06,5.373600526773712e-07,7.057429416723587e-06,1.3837314202409125e-05,0.0,0.0,5.772020602509898e-06,2.8010188552966426e-09,1.4687877080782968e-07,4.2048428287419814e-10,1.7415851792129524e-11,7.860022487462144e-19,5.481052988206062e-14,7.728464565968397e-10,6.217005315060467e-07,1.6138445956495303e-09,5.563895338691092e-13,6.191882828126526e-14,5.179823304136863e-07,8.403521050622602e-13,2.6030000505285267e-11,2.8832135173192437e-12,1.2756128367905256e-11,9.187629796029325e-09,3.086996816847565e-11,4.5411393942646964e-13,1.2878318198404376e-13,1.0519159414318135e-14,9.652348258147019e-13,6.65487743766702e-16,1.1126479919825518e-10,1.3506074536305125e-17,3.76,0.0,0.5665869586510174,0.9990000219338203,5.778939313213338e-06,3.9471965455725275e-08,0.019555537632292265,0.019556996477194586,2.812688718860352e-09,4.277675561015006e-12,0.000982985839352705,6.393603857018171e-08,1.1641239717821471e-07,2.195542162296552e-06,2.852526104976012e-07,1.2276045034524579e-05,1.1753897356311343e-05,0.0007841783505586735,5.9191205713626714e-08,8.785429749391507e-06,2.215656044323443e-08,1.3990211947632414e-10,1.152080611085411e-08,6.363523259491079e-08,1.5659786634099443e-10,5.940637282099518e-11,2.049014173433451e-08,5.4258763374819846e-11,6.623856762886554e-07,1.8913232485551907e-10
5.866504252052426e-07,0.7310561797577132,8.741950545740958e-06,5.68231554815506e-07,7.3926959124436055e-06,1.483472186356977e-05,0.0,0.0,5.936420252161751e-06,2.952466814236355e-09,1.5992480094900914e-07,4.65925375068916e-10,1.9478776140589615e-11,9.4711605377388e-19,6.27217518895275e-14,8.425246372970691e-10,6.614309648544735e-07,1.757843856597889e-09,6.339082481320943e-13,6.898659218791785e-14,5.45815819908079e-07,8.897718667870221e-13,2.8042584096242487e-11,3.286572249262284e-12,1.3597806719643274e-11,1.0216074329992746e-08,3.311347441701157e-11,5.138927802345822e-13,1.486174393094309e-13,1.1968797855750427e-14,1.0729616669641474e-12,7.379137187527771e-16,1.2052909132780805e-10,1.60670370909755e-17,3.76,0.0,0.5660635214186791,0.9989992093004888,6.217633605865153e-06,4.283736450855831e-08,0.020066823909141617,0.020068377976327892,2.8863848286568336e-09,4.390272970250354e-12,0.0009829850402974293,6.942351540334126e-08,1.2930026609916777e-07,2.2963530821651126e-06,2.982703613741899e-07,1.30777325972639e-05,1.2519850697824858e-05,0.0008044341642787688,6.477672357403427e-08,9.25111621930382e-06,2.33976184758501e-08,1.478067588522324e-10,1.2343396256459208e-08,6.662306196335246e-08,1.7784431656972518e-10,6.697688490571202e-11,2.2330962126391663e-08,6.281907506716595e-11,7.055825282870444e-07,1.978175430319013e-10
6.018609024291246e-07,0.7311274130423581,9.177986215595317e-06,6.002784428320117e-07,7.735195443007376e-06,1.5881430561070913e-05,0.0,0.0,6.101786502388124e-06,3.1080301641879343e-09,1.7380083811213772e-07,5.154193022906146e-10,2.1758633433541082e-11,1.1378095923477036e-18,7.162164305977718e-14,9.170252280065288e-10,7.02913997466342e-07,1.911569221205417e-09,7.201439572399382e-13,7.666037094246185e-14,5.743734402553321e-07,9.406192678545058e-13,3.019664791953311e-11,3.735531698399621e-12,1.4478421455998478e-11,1.1333712805458022e-08,3.546367965042799e-11,5.804136916779143e-13,1.7103933884106843e-13,1.3585058265857329e-14,1.1903246609039257e-12,8.164225841270903e-16,1.3027919995726807e-10,1.9032897787592155e-17,3.76,0.0,0.5655404893751207,0.9989983744088268,6.676981256183793e-06,4.641230635746072e-08,0.020577635286199613,0.02057928871249173,2.9600124889701665e-09,4.502765847991338e-12,0.0009829842193490993,7.522262452738985e-08,1.4321139406388296e-07,2.40011259476911e-06,3.116646298509668e-07,1.391576356346838e-05,1.3320685164380238e-05,0.000824658392301995,7.072370440271172e-08,9.728396972455471e-06,2.4693636565960333e-08,1.559614904100071e-10,1.3209584375568213e-08,6.970021949210483e-08,2.0140457703119484e-10,7.532328085796167e-11,2.4300806084324692e-08,7.247890050369292e-11,7.507477078187061e-07,2.067561392703648e-10
6.170713796530066e-07,0.7311985911479761,9.627932994941021e-06,6.335272573556517e-07,8.085000042596313e-06,1.6978966277320686e-05,0.0,0.0,6.268156823532863e-06,3.2677289952756923e-09,1.8854252294404345e-07,5.692432271480883e-10,2.4276226439715063e-11,1.3628751024202982e-18,8.161343372108163e-14,9.965754843292441e-10,7.46197666924901e-07,2.0754981170675012e-09,8.158690465170412e-13,8.497661214010364e-14,6.036550482382486e-07,9.928950868125163e-13,3.2499065809581564e-11,4.234156750986178e-12,1.5399146282859927e-11,1.254632006036451e-08,3.7923642130886674e-11,6.543307000636117e-13,1.9633104333577427e-13,1.5383627757522544e-14,1.317997074752906e-12,9.013992358720036e-16,1.4052764879588748e-10,2.2456158649075737e-17,3.76,0.0,0.5650178599725691,0.9989975169171128,7.157430572185075e-06,5.020568315297932e-08,0.021087972035640813,0.0210897290767705,3.033571739090426e-09,4.6151542584758194e-12,0.0009829833761716047,8.134323242771541e-08,1.5819695410395632e-07,2.5068648510830877e-06,3.2544106719689687e-07,1.4791183410780286e-05,1.4157413339268567e-05,0.0008448510730316971,7.70456536562919e-08,1.021724047581714e-05,2.6046586229349766e-08,1.643702562737635e-10,1.412093592680054e-08,7.286807197714483e-08,2.2747570297299685e-10,8.450806132524651e-11,2.640652337968621e-08,8.335006431784149e-11,7.979384250769507e-07,2.159518604950407e-10
6.322818568768886e-07,0.7312697144167298,1.0092033259273385e-05,6.680047462587707e-07,8.44218729678103e-06,1.8128879199866878e-05,0.0,0.0,6.435569312181841e-06,3.431584598452404e-09,2.0418655814288176e-07,6.276872155065453e-10,2.705408336579526e-11,1.6277790664511618e-18,9.280900811615785e-14,1.0814087502386159e-09,7.913306332616363e-07,2.25012397097121e-09,9.219085825852095e-13,9.397317330829866e-14,6.336605244827734e-07,1.0466001978492388e-12,3.495691158814096e-11,4.786791709552343e-12,1.6361175600645794e-11,1.3859934277388742e-08,4.049648434010009e-11,7.363521009257232e-13,2.2479996206717223e-13,1.738137215034874e-14,1.4566885743306315e-12,9.932465085190962e-16,1.512871732730469e-10,2.6394831812523225e-17,3.76,0.0,0.5644956306330738,0.9989966364763903,7.659434631348185e-06,5.4226613565243646e-08,0.021597834424450672,0.021599699458150535,3.107062617561058e-09,4.727438265090442e-12,0.000982982510421859,8.77953801439413e-08,1.7430934670476425e-07,2.6166545672943142e-06,3.3960539645015215e-07,1.5705053262522457e-05,1.5031062907445902e-05,0.0008650122456319414,8.375629551388024e-08,1.0717615294157598e-05,2.745847620381652e-08,1.7303716970087959e-10,1.5079046176764206e-08,7.612800426764096e-08,2.56267585965394e-10,9.459761360591706e-11,2.865522417265785e-08,9.555311306480825e-11,8.472127502095859e-07,2.2540850088526421e-10
6.474923341007706e-07,0.7313407831948824,1.0570531335610044e-05,7.037378927949023e-07,8.806840074877102e-06,1.9332743846783116e-05,0.0,0.0,6.6040626964717205e-06,3.599619487998879e-09,2.2077073495877197e-07,6.910545787194098e-10,3.0116567383436966e-11,1.9387433067198232e-18,1.0532946483777436e-13,1.1717645429876604e-09,8.383621875789798e-07,2.4359565407933165e-09,1.0391430899044883e-12,1.0368935755484751e-13,6.643897743242431e-07,1.1017355756287742e-12,3.7577462589407665e-11,5.398075039518395e-12,1.7365724966523084e-11,1.5280864604284507e-08,4.318539387423617e-11,8.272442255123347e-13,2.5678055759916224e-13,1.9596404281982143e-14,1.6071468133827728e-12,1.0923857623485237e-15,1.6257073275420772e-10,3.091290845188935e-17,3.76,0.0,0.5639737987480968,0.9989957327303871,8.18345161324379e-06,5.848444514374111e-08,0.02210722271433752,0.022109200243498352,3.1804851621661974e-09,4.8396179303667764e-12,0.000982981621749456,9.458928944924341e-08,1.9160221441178423e-07,2.729527049028468e-06,3.541634155975405e-07,1.665845008744036e-05,1.594267684919939e-05,0.0008851419500450315,9.086957978770516e-08,1.1229490091294374e-05,2.893135310392714e-08,1.8196651911373837e-10,1.608554070716685e-08,7.948142014506883e-08,2.8800359438710097e-10,1.0566239911233888e-10,3.105428552530921e-08,1.09217823186835e-10,8.986296247799454e-07,2.3512990396342687e-10
6.627028113246526e-07,0.731411797832852,1.1063673724564202e-05,7.407539423921965e-07,9.179046288360451e-06,2.059215921786495e-05,0.0,0.0,6.7736763419323e-06,3.771857424350608e-09,2.3833396003358304e-07,7.596622208065284e-10,3.3489991188577754e-11,2.302834329418024e-18,1.1930570528047525e-13,1.2678886447152415e-09,8.87342261093981e-07,2.6335222541106295e-09,1.1685114567536513e-12,1.1416595018105788e-13,6.958427286913661e-07,1.1583023002139604e-12,4.036820342098227e-11,6.07295473996051e-12,1.8414031577737515e-11,1.681569893750013e-08,4.599362440015899e-11,9.278354199493842e-13,2.9263625281041733e-13,2.204815530068723e-14,1.7701590843606762e-12,1.199257486853882e-15,1.7439152205746035e-10,3.6080861328229886e-17,3.76,0.0,0.5634523616780861,0.9989948053154354,8.729945117047552e-06,6.298875671053451e-08,0.022616137161642607,0.022618231817538713,3.2538394099177485e-09,4.951693315977712e-12,0.0009829807097966616,1.0173536891306429e-07,2.101304574545925e-07,2.8455282146639563e-06,3.6912100063278294e-07,1.7652466907966503e-05,1.6893313641754653e-05,0.0009052402270091806,9.839968894772624e-08,1.175283363137031e-05,3.0467302103836784e-08,1.9116277220706816e-10,1.714207594765452e-08,8.292974317343514e-08,3.229212398366253e-10,1.1777714827154312e-10,3.3611358051495054e-08,1.244837313478649e-10,9.522488737069863e-07,2.45119964601351e-10
6.779132885485346e-07,0.7314827586852714,1.1571709309717964e-05,7.790804282094449e-07,9.558898673229051e-06,2.1908748969987037e-05,0.0,0.0,6.944450257832965e-06,3.9483234372725075e-09,2.569162826016103e-07,8.338409909651636e-10,3.72027367901533e-11,2.7280616218346434e-18,1.3487905140591546e-13,1.370033200699946e-09,9.38321434584065e-07,2.8433645538861104e-09,1.3110139774772813e-12,1.2544525628543914e-13,7.280193450085656e-07,1.216301562093593e-12,4.333682996212947e-11,6.816704362022599e-12,1.9507354776059804e-11,1.8471311875152264e-08,4.892449667123863e-11,1.0390202469537803e-12,3.3276144243171635e-13,2.475744904678867e-14,1.946554033102989e-12,1.3143219207507196e-15,1.8676298235128917e-10,4.1976183178210434e-17,3.76,0.0,0.5629313167520361,0.9989938538603782,9.299384465427424e-06,6.774936078885665e-08,0.023124578017248442,0.02312679456283237,3.327125397042219e-09,5.063664482734191e-12,0.0009829797741985654,1.0924421986533886e-07,2.2995025034837255e-07,2.9647046178271407e-06,3.84484108506112e-07,1.8688213016683873e-05,1.7884047468523585e-05,0.0009253071180763506,1.0636104524729958e-07,1.2287614780156876e-05,3.206844764963012e-08,2.0063058013469885e-10,1.8250339733605597e-08,8.647441752377051e-08,3.6127287042452186e-10,1.310210631395525e-10,3.6334372706738787e-08,1.4150068796832086e-10,1.0081312176686372e-06,2.553826309533263e-10
6.931237657724167e-07,0.7315536661110486,1.2094889555485938e-05,8.18745195552155e-07,9.946494594397214e-06,2.3284161615139758e-05,0.0,0.0,7.116425104006791e-06,4.12904384940225e-09,2.7655892207208816e-07,9.139360417951905e-10,4.128538073163438e-11,3.2234856611159644e-18,1.5220189415880373e-13,1.4784568241731247e-09,9.913509482181153e-07,3.066044251592899e-09,1.4677155381295846e-12,1.3757113938450486e-13,7.609196081173338e-07,1.2757346673310372e-12,4.6491253599408235e-11,7.63493969935609e-12,2.0646976573431082e-11,2.0254872845209676e-08,5.1981399600861145e-11,1.1617639203761207e-12,3.7758361351486833e-13,2.7746579633261638e-14,2.1372034397676532e-12,1.4380596893468656e-15,1.996988115077278e-10,4.868396329578939e-17,3.76,0.0,0.5624106612670315,0.9989928779864775,9.892244996157833e-06,7.277630606890487e-08,0.02363254552648518,0.0236348888597537,3.400343158967267e-09,5.175531490582231e-12,0.0009829788145826889,1.171266422792425e-07,2.511190594372579e-07,3.0871034691524382e-06,4.002587799764163e-07,1.9766814200703413e-05,1.8915968435726852e-05,0.0009453426656302758,1.1476831793973952e-07,1.283380250638523e-05,3.3736954198194994e-08,2.1037478177928345e-10,1.941205188433352e-08,9.011690877588154e-08,4.033263919397236e-10,1.4547802801416753e-10,3.9231547721461704e-08,1.604294348230751e-10,1.066338285954608e-06,2.6592190632322636e-10
7.083342429962987e-07,0.7316245204734297,1.2633468694591932e-05,8.597764252268306e-07,1.0341935870349519e-05,2.472007073976233e-05,0.0,0.0,7.289642198127648e-06,4.314046300182347e-09,2.9730429601392614e-07,1.0003071936099197e-09,4.5770824954630415e-11,3.79933645666647e-18,1.714383739178473e-13,1.5934247076027038e-09,1.0464827117576203e-06,3.302139888135236e-09,1.6397489529501277e-12,1.5058906107777407e-13,7.945435312172354e-07,1.336603042855299e-12,4.9839605699273504e-11,8.533636175768754e-12,2.1834202198954014e-11,2.2173854414641216e-08,5.516779139187184e-11,1.2971069832406546e-12,4.2756557939644914e-13,3.1039392338362815e-14,2.343024068420748e-12,1.5709724604842215e-15,2.1321297398011642e-10,5.629750481108214e-17,3.76,0.0,0.5618903924877781,0.9989918773073115,1.0509008342725688e-05,7.80798799125754e-08,0.024140039929035188,0.024142515086468037,3.473492730307958e-09,5.287294398600336e-12,0.0009829778305688781,1.2539364058872727e-07,2.73695661346987e-07,3.2127726573833004e-06,4.164511423758e-07,2.088941297369757e-05,1.9990182796150104e-05,0.0009653469129046862,1.2363643057740545e-07,1.339136588310572e-05,3.54750269795604e-08,2.2040040810840694e-10,2.0628964801178416e-08,9.385870470008184e-08,4.4936601791605046e-10,1.6123682833887928e-10,4.2311395680910686e-08,1.8144220759473935e-10,1.126932629756323e-06,2.7674185097238156e-10
7.235447202201807e-07,0.731695322140063,1.318770390619934e-05,9.022026559077143e-07,1.0745328616402337e-05,2.6218175244092402e-05,0.0,0.0,7.4641435234176345e-06,4.50335977020096e-09,3.191960485625492e-07,1.0933293051964875e-09,5.069443352011228e-11,4.467143510973949e-18,1.9276509443187212e-13,1.7152087403598917e-09,1.1037693151138915e-06,3.552248102923721e-09,1.8283184594364695e-12,1.645461217847368e-13,8.288911568272048e-07,1.3989082419147689e-12,5.3390242317093154e-11,9.519146956110186e-12,2.3070360667412812e-11,2.4236040785222133e-08,5.84872007202375e-11,1.4461702403923778e-12,4.83207831872241e-13,3.466136792718119e-14,2.5649795878065932e-12,1.7135836195462705e-15,2.2731971026945716e-10,6.491898533001302e-17,3.76,0.0,0.5613705076461192,0.9989908514286707,1.1150162705110083e-05,8.36706108987995e-08,0.024647061458835717,0.024649673618908775,3.5465741448528e-09,5.39895326499728e-12,0.0009829768217695493,1.3405642945602736e-07,2.97740162317531e-07,3.341760769884787e-06,4.330674122958446e-07,2.20571688153546e-05,2.110781317981338e-05,0.0009853199040017462,1.329805683865918e-07,1.3960274089076858e-05,3.7284912782953156e-08,2.3071268662040672e-10,2.1902864086730206e-08,9.770131602140732e-08,4.996930496590345e-10,1.7839137820030755e-10,4.558273075514366e-08,2.0472336430483813e-10,1.1899777358828549e-06,2.8784658387441613e-10
7.387551974440627e-07,0.7317660714830669,1.375785548563708e-05,9.460528055983222e-07,1.1156783105048762e-05,2.7780199600377715e-05,0.0,0.0,7.63997173676424e-06,4.697014605960995e-09,3.422790792681686e-07,1.1933926513859154e-09,5.6094175409721224e-11,5.239878145623547e-18,2.1637187176331127e-13,1.844087632667642e-09,1.163264039248686e-06,3.8169840114627896e-09,2.0347033801303714e-12,1.7949110258269893e-13,8.639625577677853e-07,1.4626519497087657e-12,5.715174914181289e-11,1.0598221807360423e-11,2.4356805369537408e-11,2.6449536481617762e-08,6.19432279711859e-11,1.610159957331206e-12,5.450510164640626e-13,3.8639710523924963e-14,2.8040825659495695e-12,1.8664389640983393e-15,2.420335460377851e-10,7.466016376990675e-17,3.76,0.0,0.5608510039405389,0.9989897999484456,1.1816203111823406e-05,8.955927141106474e-08,0.025153610343979702,0.025156364830754226,3.6195874355494925e-09,5.5105081471103195e-12,0.0009829757877892788,1.431264395030256e-07,3.233140183898849e-07,3.4741171126348077e-06,4.501138982045938e-07,2.327125841804187e-05,2.226999883135538e-05,0.001005261683910721,1.4281618571329574e-07,1.4540496410184422e-05,3.916890076677666e-08,2.4131704588310156e-10,2.32355691833892e-08,1.0164627716870838e-07,5.546266873315183e-10,1.9704095673323436e-10,4.905467608245244e-08,2.3047004057841114e-10,1.2555380408930482e-06,2.9924028442297227e-10
7.539656746679447e-07,0.7318367688790953,1.4344187006563508e-05,9.913561922750632e-07,1.1576413641997113e-05,2.9407894128923063e-05,0.0,0.0,7.817170177229169e-06,4.895042545096808e-09,3.6659957240429316e-07,1.3009033077891865e-09,6.201077363710556e-11,6.132109206729774e-18,2.4246251983001444e-13,1.980347045712899e-09,1.2250208674069793e-06,4.096981591809171e-09,2.26026195959898e-12,1.9547450817579198e-13,8.997578381649584e-07,1.5278359892079042e-12,6.113294667511274e-11,1.1778026737890843e-11,2.5694914684274037e-11,2.882277523727365e-08,6.553954652609201e-11,1.7903733372850295e-12,6.13678535837087e-13,4.300343916160512e-14,3.0613965413315187e-12,2.0301074193511992e-15,2.5736930092139917e-10,8.564313640967534e-17,3.76,0.0,0.5603318785356508,0.9989887224565132,1.2507631674204875e-05,9.575688026862589e-08,0.025659686806614523,0.025662589093404128,3.6925326344903506e-09,5.621959101403834e-12,0.0009829747282245566,1.5261532301915885e-07,3.504800564246754e-07,3.6098917297571165e-06,4.67597003002673e-07,2.45328759404909e-05,2.3477895853957242e-05,0.0010251722985268863,1.5315901353665704e-07,1.5132002240891588e-05,4.1129323290751164e-08,2.522191201684876e-10,2.462893402940479e-08,1.056951470109206e-07,6.145048732380204e-10,2.1729045375931678e-10,5.273667130963386e-08,2.5889283273298863e-10,1.3236789456353483e-06,3.1092719409788173e-10
7.691761518918267e-07,0.7319074147094121,1.4946965476328114e-05,1.038142553795809e-06,1.2004338456639286e-05,3.1103035291052893e-05,0.0,0.0,7.99578287493251e-06,5.097476742057637e-09,3.9220502675485713e-07,1.4162835430496853e-09,6.848786090700231e-11,7.160173239720387e-18,2.7125567420178487e-13,2.1242797277989984e-09,1.28909449667196e-06,4.392894080260427e-09,2.5064353854673266e-12,2.1254861102662575e-13,9.362771344762213e-07,1.5944623271735013e-12,6.534289564360529e-11,1.3066164443888113e-11,2.7086092613375986e-11,3.1364529083578477e-08,6.927990409847815e-11,1.9882042890698006e-12,6.897192866065343e-13,4.7783483140195455e-14,3.338038173465628e-12,2.2051817752308386e-15,2.733420970918151e-10,9.800114536783321e-17,3.76,0.0,0.5598131285616783,0.9989876185346157,1.3224957833871485e-05,1.022747054028421e-07,0.02616529106283899,0.026168346775956006,3.7654097728975026e-09,5.733306183468439e-12,0.000982973642664136,1.6253495965757823e-07,3.793024959332585e-07,3.7491354226543382e-06,4.855232265262117e-07,2.5843233268341227e-05,2.473267745965241e-05,0.0010450517946706914,1.6402506704825977e-07,1.573476108572083e-05,4.31685567690059e-08,2.6342475418635123e-10,2.6084847732925915e-08,1.0984950958268519e-07,6.796851684903208e-10,2.3925062499710303e-10,5.66384802925548e-08,2.902165097193735e-10,1.3944668301881903e-06,3.2291161809488947e-10
7.843866291157087e-07,0.7319780093599592,1.5566461485230146e-05,1.0864420671475753e-06,1.2440679605793898e-05,3.2867425998154973e-05,0.0,0.0,8.175854560297756e-06,5.304351794276725e-09,4.1914428589801344e-07,1.5399722189549727e-09,7.557214206780942e-11,8.342360304788307e-18,3.0298565587595676e-13,2.2761856564223168e-09,1.35554034983346e-06,4.7053943766327406e-09,2.7747520027492156e-12,2.3076749668303993e-13,9.73520616539569e-07,1.6625330803871748e-12,6.979090264271655e-11,1.4470695592964429e-11,2.8531769438673002e-11,3.408391764775254e-08,7.316812411764545e-11,2.2051494988154033e-12,7.738505349566372e-13,5.301278132873009e-14,3.635179475777942e-12,2.3922794455335757e-15,2.8996736760796867e-10,1.1187944292764942e-16,3.76,0.0,0.5592947511139152,0.9989864877562376,1.3968698604160077e-05,1.091242665800202e-07,0.02667042332259819,0.026673638245181156,3.8382188811078115e-09,5.844549448020644e-12,0.0009829725306886433,1.7289746213049074e-07,4.0984697170453877e-07,3.891899768794265e-06,5.03899168003648e-07,2.7203560281400722e-05,2.6035534225888303e-05,0.0010649002201071922,1.754306532965415e-07,1.6348742560768357e-05,4.5289022544408685e-08,2.7494000791967605e-10,2.7605235264135644e-08,1.1411097480132155e-07,7.505456642792205e-10,2.630383571924057e-10,6.077019896049257e-08,3.2468075497885635e-10,1.467969069194919e-06,3.351979269236265e-10
7.995971063395907e-07,0.7320485532214328,1.6202949350321427e-05,1.1362853671010167e-06,1.2885562889663228e-05,3.4702895936045874e-05,0.0,0.0,8.357430673644284e-06,5.515703768845129e-09,4.4746756900437163e-07,1.6724251987440438e-09,8.331356361173469e-11,9.699116689234946e-18,3.3790337682957744e-13,2.4363721861703068e-09,1.4244145875620514e-06,5.035175459488083e-09,3.066831731134107e-12,2.5018711033338236e-13,1.0114884886460491e-06,1.7320505221022096e-12,7.44865260113132e-11,1.6000160976038496e-11,3.0033402402414487e-11,3.699041766493747e-08,7.720810715860486e-11,2.4428148191752467e-12,8.668009366839963e-13,5.872638555154748e-14,3.954050133819192e-12,2.592043250222777e-15,3.0726086459928973e-10,1.2743621534746458e-16,3.76,0.0,0.5587767432521794,0.998985329686476,1.4739378806331852e-05,1.1631733817209336e-07,0.027175083789576407,0.027178463865500307,3.910959988557455e-09,5.955688948903006e-12,0.000982971391870158,1.8371518191386975e-07,4.421805572130725e-07,4.038237140198093e-06,5.227315284729718e-07,2.8615105127498154e-05,2.738767435822215e-05,0.0010847176235657622,1.8739237889642617e-07,1.697391639525184e-05,4.749318778400507e-08,2.8677116156467306e-10,2.919205816415179e-08,1.1848117917699816e-07,8.274859290207602e-10,2.8877694353012574e-10,6.514226334777284e-08,3.6254093931965937e-10,1.5442540475882138e-06,3.4779055797813293e-10
8.148075835634727e-07,0.7321190466893579,1.6856707254346393e-05,1.1877035643364638e-06,1.3339117779029658e-05,3.6611301903972314e-05,0.0,0.0,8.540557375115559e-06,5.731570229709143e-09,4.772265021672306e-07,1.8141157639409755e-09,9.176549048534368e-11,1.125326586247257e-17,3.7627728922320375e-13,2.605154202348645e-09,1.4957741208819503e-06,5.3829508116726105e-09,3.384390695317909e-12,2.7086530462483224e-13,1.0501809906365586e-06,1.8030170887276516e-12,7.943958193658135e-11,1.7663604559678093e-11,3.1592476411118754e-11,4.009387270999508e-08,8.140383241710466e-11,2.7029219901842426e-12,9.693537074742423e-13,6.496156820402458e-14,4.295939911948404e-12,2.8051422219038638e-15,3.252386673155924e-10,1.4484357002681713e-16,3.76,0.0,0.5582591020002537,0.9989841438819076,1.5537531301251675e-05,1.238659519764208e-07,0.02767927266108795,0.02768282399895905,3.9836331237662175e-09,6.066724739084854e-12,0.000982970225772649,1.9500071497098225e-07,4.7637178879624257e-07,4.188200721675829e-06,5.420271131654268e-07,3.0079134502820422e-05,2.8790323959048197e-05,0.0011045040547600976,1.9992715780509595e-07,1.7610252433092227e-05,4.978356639461682e-08,2.9892472057825097e-10,3.084731527026671e-08,1.2296178651782523e-07,9.109279926902732e-10,3.165963697014455e-10,6.976545779627199e-08,4.0406892595503006e-10,1.623391176699915e-06,3.606940170838773e-10
8.300180607873547e-07,0.7321894901641662,1.7528017380357687e-05,1.2407282631039184e-06,1.3801477352800488e-05,3.85945281676339e-05,0.0,0.0,8.72528155493236e-06,5.9519902654102825e-09,5.084741502821524e-07,1.965535040041687e-09,1.0098489048247265e-10,1.303024911580441e-17,4.1839438021114163e-13,2.7828542802529127e-09,1.5696766239367295e-06,5.749454856530993e-09,3.7292460789135464e-12,2.928618887804725e-13,1.089598399023564e-06,1.8754353867553776e-12,8.466015078895471e-11,1.9470597472248153e-11,3.3210504763400646e-11,4.34045031545548e-08,8.575935922867462e-11,2.9873157065102303e-12,1.0823499494256857e-12,7.17579342484579e-14,4.662201151743635e-12,3.0322724370494273e-15,3.4391719007625533e-10,1.6428859014638955e-16,3.76,0.0,0.5577418243453106,0.9989829298904523,1.63636972171977e-05,1.317824000859505e-07,0.02818299012796594,0.028186719005202934,4.0562383143215685e-09,6.1776568706636595e-12,0.00098296903195167,2.0676690750347558e-07,5.124906905904071e-07,4.341844528850973e-06,5.617928338612425e-07,3.1596933938642636e-05,3.024472730226837e-05,0.001124259564408524,2.130522191655382e-07,1.825772063453041e-05,5.2162719958226114e-08,3.114074208356966e-10,3.257304345797145e-08,1.2755448863149504e-07,1.0013173697048087e-09,3.4663361101364447e-10,7.465092333240098e-08,4.495539088866684e-10,1.7054509107530284e-06,3.739128800249697e-10
