Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67)
1.7975695145053875e-05,0.47200210575731405,3.2407184721868524e-10,1.1080010427296873e-11,4.011007450236867e-09,5.185834856031469e-09,0.0,0.0,1.2907994559699083e-07,3.49386205078474e-11,2.661009182986054e-10,3.0224693451994147e-15,7.3194224478663e-18,6.24794213708628e-35,7.541902470056552e-26,1.4531345836738539e-18,1.2713871812783374e-10,1.0504005570618357e-12,1.073217208768386e-22,2.245640627921817e-25,2.905814703103677e-13,2.057626333935497e-22,2.0813626750914125e-19,2.686957771002418e-16,5.534095532081894e-16,3.006951059486436e-14,2.9996489432618307e-21,2.0493028236588337e-18,1.921116280131681e-18,6.89354415312612e-21,9.594786211179494e-19,2.5619277229127422e-23,6.352821925711401e-16,1.0880966874064845e-16,3.76,0.0,0.5900169178644898,0.9999769938033185,1.0451554431511019e-07,1.9119708781069055e-11,3.130950888920188e-05,3.1309780090960024e-05,3.7328287208130073e-16,1.0403406788872764e-20,2.2768783760770958e-05,7.544485457164019e-15,1.0909638132051622e-12,1.384960146378063e-08,1.4301859660046767e-09,9.019128201246614e-08,2.4821954181092783e-08,2.829987074433623e-08,3.9876887191182824e-15,1.0705905507865625e-07,1.0002519239011257e-13,2.2016016509153336e-16,4.7260384862096365e-14,2.0905537333592413e-11,6.735241784465636e-17,3.9053946176723305e-16,4.98581659793452e-13,2.1996987560222285e-15,1.4385494603308921e-10,3.2541520697836104e-10,2.0549165879154142e-15,2.4921002657907786e-15,4.372677598092456e-23,3.6176134155852884e-13,1.3757631098121924e-14,7.531855848767056e-16,4.375335001618265e-22,9.47065149492129e-22,1.5125840602485846e-22,2.1241747186183022e-17,2.803348747720088e-23,2.5897388522587986e-19,9.7211604933484e-22,9.636895285543498e-12,2.4953874249050347e-23,3.0424612436297523e-24,1.7727213381409543e-17,4.140260868229922e-11,1.5154485592012254e-21,1.9189821219831717e-11,1.2031260918340573e-16,6.030466313259388e-18,6.2546526063470905e-24,3.420067416677179e-10,1.1033825558079575e-23,1.2644326614893085e-13
1.8458503034838852e-05,0.4720021801291295,3.2489094429378615e-10,1.1110993947907044e-11,4.01593199260374e-09,5.391708504257217e-09,0.0,0.0,1.3379200245910694e-07,3.7335658923640714e-11,2.833353281709992e-10,3.2691228540495177e-15,7.62120631530492e-18,6.469333560715339e-35,7.791756186772895e-26,1.4930082125731113e-18,1.3141187312905853e-10,1.1170351593182228e-12,1.144567764349441e-22,2.371566476456709e-25,3.0640038587031617e-13,2.16988223004588e-22,2.1127793508309254e-19,2.8806197919256387e-16,5.745763982405368e-16,3.201302813334381e-14,3.110392653223616e-21,2.177476401995177e-18,2.1257146861676377e-18,7.468913675515475e-21,9.960565360068431e-19,2.659027317578471e-23,6.578349154131667e-16,1.1653259628280904e-16,3.76,0.0,0.5900160706811762,0.9999769854519556,1.0816977043762933e-07,2.0425022141762914e-11,3.2150425484962024e-05,3.215071421532967e-05,3.8331133464394212e-16,1.068340461760313e-20,2.2768783570616387e-05,7.757617211366917e-15,1.1492130356275723e-12,1.3876894880617124e-08,1.4331618202816501e-09,9.365418863757783e-08,2.5760830894232042e-08,2.832910292096092e-08,4.101121396877093e-15,1.1065304135648644e-07,1.0288011619619817e-13,2.3275457311707274e-16,4.891341958511226e-14,2.0950173742007805e-11,7.016374868183768e-17,4.096105507036599e-16,5.194426228015088e-13,2.3386796384175435e-15,1.492971267111498e-10,3.26064314129296e-10,2.1918930447568057e-15,2.752199065584255e-15,4.614978072564499e-23,3.832071279590862e-13,1.458013117921216e-14,8.042606471506791e-16,4.668765686293208e-22,1.0106632197897829e-21,1.6078173845722067e-22,2.277374969832009e-17,2.9895686336044815e-23,2.7259936180037606e-19,1.0005377709961531e-21,9.658523423501752e-12,2.5681285774884956e-23,3.294568438848766e-24,1.8392123365349837e-17,4.29688117741298e-11,1.5808537061961993e-21,1.9926533809261465e-11,1.2608439412438704e-16,6.322897981740983e-18,6.4406035312935316e-24,3.5351407068848325e-10,1.16589576862029e-23,1.354240928774724e-13
1.894131092462383e-05,0.47200225450093664,3.2562181339007055e-10,1.1138770721422901e-11,4.020266769695612e-09,5.59807295677762e-09,0.0,0.0,1.3851202449510748e-07,3.981904478881442e-11,3.011394724424394e-10,3.5284457257967436e-15,7.92437389105031e-18,6.688459345352557e-35,8.039772392374067e-26,1.5326625002427821e-18,1.3565556249820632e-10,1.1856565850131603e-12,1.2180204128792065e-22,2.500701336343735e-25,3.22638540362348e-13,2.2851194362656727e-22,2.1439319300082873e-19,3.0811631648345455e-16,5.957712990360917e-16,3.401366361752138e-14,3.2220684601066297e-21,2.309464220437001e-18,2.3440128204556118e-18,8.066050672236772e-21,1.0326575484061786e-18,2.7562989873579416e-23,6.80311652462248e-16,1.24524439080957e-16,3.76,0.0,0.5900152234941743,0.999976977089056,1.1182820322973698e-07,2.1773333256940113e-11,3.299134086487281e-05,3.2991647701231655e-05,3.9333978270680964e-16,1.0963402041030774e-20,2.2768783380199153e-05,7.97008627731085e-15,1.208501710351534e-12,1.3900995815769504e-08,1.4357894685460255e-09,9.71238650986196e-08,2.670144526055583e-08,2.835482092600973e-08,4.214233829104857e-15,1.1424996363673844e-07,1.0573804663734295e-13,2.4569339931074036e-16,5.057623450874195e-14,2.09895870476992e-11,7.297849853333603e-17,4.2875819604267475e-16,5.403626294803718e-13,2.480395056983387e-15,1.5474938638998353e-10,3.266374733405462e-10,2.333494216196164e-15,3.0294032990052307e-15,4.863743529173304e-23,4.0522390458660466e-13,1.5424721591743877e-14,8.564847191946256e-16,4.96867160883786e-22,1.0755293768300922e-21,1.7049081731821881e-22,2.4363457139675338e-17,3.179828412935716e-23,2.8645057114403754e-19,1.0287821629958614e-21,9.677618662663508e-12,2.640418319210915e-23,3.558387088400922e-24,1.9058266258299836e-17,4.453792352368197e-11,1.646969058889915e-21,2.0664685414664946e-11,1.318915398506209e-16,6.6171769042178965e-18,6.625586148433314e-24,3.6503254070430725e-10,1.2296063043990747e-23,1.4473721008964992e-13
1.9424118814408808e-05,0.4720023288727305,3.262749452093717e-10,1.1163721549204003e-11,4.0240825905082415e-09,5.804875632460106e-09,0.0,0.0,1.4323906498919763e-07,4.238893751967759e-11,3.195138044100748e-10,3.800639139683774e-15,8.228829342115857e-18,6.905611349123003e-35,8.28607806398674e-26,1.5721141890298729e-18,1.3986890728868355e-10,1.2562497518739935e-12,1.2935652851283712e-22,2.6330366308911963e-25,3.3929593327434396e-13,2.4033379587417996e-22,2.174819298973444e-19,3.288556763666241e-16,6.169884228600079e-16,3.60711365228383e-14,3.334704889751758e-21,2.445265987388531e-18,2.576353731752052e-18,8.684417784516441e-21,1.0692720384263543e-18,2.853750968194928e-23,7.027136884419922e-16,1.3278429570984697e-16,3.76,0.0,0.5900143763040486,0.9999769687159842,1.1549033863288991e-07,2.3164340029989807e-11,3.3832255028942386e-05,3.383258054908439e-05,4.033682162699998e-16,1.1243399059196257e-20,2.2768783189550285e-05,8.181947740154434e-15,1.268801432266926e-12,1.3922284583468584e-08,1.4381103696812607e-09,1.0059952003289112e-07,2.764359420368709e-08,2.837744681585981e-08,4.327055018897572e-15,1.1784940078958277e-07,1.0859963688488454e-13,2.5897607223179354e-16,5.2249275293841375e-14,2.1024399018254844e-11,7.579593605936296e-17,4.479706382856134e-16,5.613347848924814e-13,2.62470027266408e-15,1.6021054707992562e-10,3.2714373114081285e-10,2.4797217812431234e-15,3.3241452050723806e-15,5.118969468541473e-23,4.2780849579587227e-13,1.6291277883797305e-14,9.097989501459557e-16,5.274719610328931e-22,1.1415906522427638e-21,1.8037577503375649e-22,2.601096536930913e-17,3.373919382712184e-23,3.0051615355138915e-19,1.056861665812957e-21,9.694482357106286e-12,2.712288430812565e-23,3.833999183457984e-24,1.9725497967290647e-17,4.6109605473402975e-11,1.7137834334543064e-21,2.1404107746706254e-11,1.3773047488884505e-16,6.9131168270439144e-18,6.809686887759245e-24,3.765608108807102e-10,1.2944894633681609e-23,1.5438309070972246e-13
1.9906926704193785e-05,0.47200240324450643,3.268595956948776e-10,1.1186182512449783e-11,4.027441764732853e-09,6.012070207313859e-09,0.0,0.0,1.479722900177446e-07,4.504548028272277e-11,3.384587142680701e-10,4.085894117300146e-15,8.534485835972212e-18,7.120585962012439e-35,8.530460359617635e-26,1.611379202722472e-18,1.440511787961285e-10,1.3287994116235335e-12,1.3711940137329156e-22,2.7685771608621413e-25,3.563725640942471e-13,2.52453779988734e-22,2.2054413484588387e-19,3.5027684254857206e-16,6.382225655813271e-16,3.8185191403546643e-14,3.4483289146797596e-21,2.584882791479219e-18,2.8230683905559802e-18,9.323462936916308e-21,1.1058915035990829e-18,2.95139375641949e-23,7.250429000386257e-16,1.4131128375070097e-16,3.76,0.0,0.5900135291112959,0.9999769603339411,1.191557331219697e-07,2.4597732262083883e-11,3.46731679771789e-05,3.467351275924531e-05,4.133966353336111e-16,1.1523395672138468e-20,2.276878299869707e-05,8.393253331185479e-15,1.3300849565899264e-12,1.3941096542827294e-08,1.440161087574102e-09,1.0408045636560219e-07,2.858709885522807e-08,2.8397351948892668e-08,4.439612205006825e-15,1.214509822843044e-07,1.1146549110816223e-13,2.7260207230987605e-16,5.3932963006691055e-14,2.1055158061836484e-11,7.861545181710216e-17,4.6723765387856e-16,5.823530044473166e-13,2.7714564608874706e-15,1.6567957120237202e-10,3.2759106496986647e-10,2.630577123204215e-15,3.636845078794202e-15,5.380651831517145e-23,4.509578897381825e-13,1.717968203677966e-14,9.641465760402568e-16,5.586588597233323e-22,1.2087779750119354e-21,1.9042715400659667e-22,2.7716357909900258e-17,3.571640538691213e-23,3.147851614192526e-19,1.084788311510775e-21,9.709380347695375e-12,2.783769627340706e-23,4.121479567898414e-24,2.0393691575868056e-17,4.768355955258759e-11,1.781286874667436e-21,2.2144652567765257e-11,1.4359798546598243e-16,7.210550087876794e-18,6.992987413530869e-24,3.880977014501132e-10,1.3605228615896592e-23,1.6436213946075116e-13
2.0389734593978763e-05,0.4720024776162605,3.273839280996043e-10,1.1206450095002021e-11,4.0303991231183856e-09,6.219615876688736e-09,0.0,0.0,1.5271096510828139e-07,4.778880192587822e-11,3.579745366499778e-10,4.384391901295396e-15,8.841264598217015e-18,7.333279557295063e-35,8.772930211103406e-26,1.650472555251886e-18,1.4820178035810627e-10,1.403290190386374e-12,1.4508995985195602e-22,2.907339420113656e-25,3.738684323100588e-13,2.648718941801412e-22,2.235798753710829e-19,3.723765166480407e-16,6.594690832004472e-16,4.0355596478228586e-14,3.562965896006071e-21,2.7283170024634802e-18,3.084475931295896e-18,9.982623378703546e-21,1.1425084292526687e-18,3.049239601956086e-23,7.473016228863875e-16,1.501045460596819e-16,3.76,0.0,0.5900126819163529,0.9999769519439847,1.228239964318843e-07,2.607319307684022e-11,3.5514079709590456e-05,3.551444433201827e-05,4.234250398977396e-16,1.1803391879894373e-20,2.2768782807663722e-05,8.604051382438937e-15,1.3923261386016079e-12,1.3957727320276517e-08,1.4419738583189762e-09,1.075660601589612e-07,2.953180168861442e-08,2.841486308142578e-08,4.551930848635996e-15,1.250543821052827e-07,1.1433616665053577e-13,2.8657092880900544e-16,5.562769350165932e-14,2.1082347714366238e-11,8.143654109590156e-17,4.86550391238755e-16,6.034119206006304e-13,2.9205307695123956e-15,1.7115554496583316e-10,3.2798650730846775e-10,2.786061384939237e-15,3.967911755871468e-15,5.648786966700624e-23,4.746692281056521e-13,1.808982206802847e-14,1.0194730023238375e-15,5.903969961922202e-22,1.2770260722112665e-21,2.006359094589684e-22,2.9479707436918637e-17,3.772798812751838e-23,3.292470667257667e-19,1.112573638768743e-21,9.722547059914097e-12,2.8548913431446505e-23,4.420896527740847e-24,2.1062735310520638e-17,4.925952329567082e-11,1.8494705322097484e-21,2.2886189320493935e-11,1.4949118342193723e-16,7.509325961422697e-18,7.17556421592044e-24,3.9964217434508176e-10,1.4276862610685172e-23,1.7467470100938223e-13
2.087254248376374e-05,0.4720025519879893,3.2785513958925194e-10,1.1224785753830566e-11,4.0330029156945665e-09,6.427476702444639e-09,0.0,0.0,1.5745444344567326e-07,5.0619018682204115e-11,3.780615572669577e-10,4.696304341239106e-15,9.149094072214732e-18,7.54409814571998e-35,9.013602088813252e-26,1.6894083726437166e-18,1.523202312678213e-10,1.4797066240388664e-12,1.5326762767037747e-22,3.0493167472093135e-25,3.917835374098361e-13,2.7758813873995873e-22,2.2658928014788846e-19,3.951513365724924e-16,6.807238308999937e-16,4.2582142188906135e-14,3.678639571557987e-21,2.875572174461442e-18,3.360883908894805e-18,1.0661329243382232e-20,1.179116173657537e-18,3.1473020756708605e-23,7.694925380848254e-16,1.5916325556689235e-16,3.76,0.0,0.5900118347196049,0.9999769435470464,1.2649478515635282e-07,2.759040017222503e-11,3.635499022618498e-05,3.635537526765997e-05,4.3345342996247886e-16,1.2083387682498898e-20,2.2768782616471387e-05,8.814386868647856e-15,1.4554998751221723e-12,1.3972437450401711e-08,1.4435770946282653e-09,1.110557907540732e-07,3.047756398607468e-08,2.8430267731573016e-08,4.664034658277979e-15,1.2865931339860583e-07,1.1721217631864174e-13,3.0088221675902933e-16,5.733383721825781e-14,2.1106394190547104e-11,8.425878870447481e-17,5.0590121886882205e-16,6.245067998303904e-13,3.0717963174236665e-15,1.766376636739685e-10,3.283362560015391e-10,2.9461755151939195e-15,4.317743105379028e-15,5.923371604419673e-23,4.989397960199024e-13,1.902159163959504e-14,1.0757258543165435e-15,6.226567828007565e-22,1.346273345009113e-21,2.1099340831721568e-22,3.130107708983033e-17,3.977209204019596e-23,3.4389176923714007e-19,1.1402286354175601e-21,9.734189152486278e-12,2.9256815931751494e-23,4.7323123391283566e-24,2.1732530743432894e-17,5.0837265616255883e-11,1.9183265422940235e-21,2.3628603031319373e-11,1.5540747618877037e-16,7.809309108883336e-18,7.357488890649786e-24,4.111933161573387e-10,1.4959613938160043e-23,1.8532106714669393e-13
2.1355350373548718e-05,0.47200262635968976,3.282795738521495e-10,1.124141998889681e-11,4.035295601392217e-09,6.6356210361989355e-09,0.0,0.0,1.6220215546177866e-07,5.353623567073018e-11,3.9872001874241946e-10,5.021794282999011e-15,9.457909172997565e-18,7.752944554159713e-35,9.25240422754938e-26,1.7281999105991276e-18,1.564061525779015e-10,1.5580331890701253e-12,1.61651939995295e-22,3.1945048455871185e-25,4.1011787888168655e-13,2.9060251484563285e-22,2.29572531931842e-19,4.185978920898105e-16,7.019831085199352e-16,4.4864639758233837e-14,3.7953720901392806e-21,3.026652952330895e-18,3.6525885658016795e-18,1.135900666479401e-20,1.2157088689398668e-18,3.2455957012809623e-23,7.916185760734679e-16,1.6848661881463258e-16,3.76,0.0,0.5900109875213904,0.9999769351439451,1.3016779712196198e-07,2.914902691851848e-11,3.7195899526970196e-05,3.719630556638559e-05,4.4348180552792276e-16,1.2363383079984913e-20,2.2768782425138635e-05,9.024301589420701e-15,1.5195820479541752e-12,1.3985456492809722e-08,1.4449958336078044e-09,1.1454917206894548e-07,3.142426360334095e-08,2.8443818892546993e-08,4.775945662516159e-15,1.322655237679672e-07,1.20093990871789e-13,3.155355539022843e-16,5.905173944231938e-14,2.112767308996137e-11,8.70818559834198e-17,5.252835855368736e-16,6.456334688968036e-13,3.2251321429795103e-15,1.8212521876056397e-10,3.286457721398135e-10,3.110920307192691e-15,4.6867265251164944e-15,6.204402829656174e-23,5.237670121463286e-13,1.997488967419568e-14,1.1328550004684997e-15,6.554099147048048e-22,1.4164617278321399e-21,2.21491424834356e-22,3.318052162489906e-17,4.184694819897672e-23,3.587095992438718e-19,1.1677637034337632e-21,9.744488760097289e-12,2.9961668888708093e-23,5.0557837766779494e-24,2.2402991206483892e-17,5.241658307789458e-11,1.9878479065296722e-21,2.437179245981951e-11,1.6134453884799139e-16,8.110378132237949e-18,7.538828296515124e-24,4.227503231635867e-10,1.5653317705252953e-23,1.9630148311021856e-13
2.1838158263333696e-05,0.472002700731359,3.2866282100897985e-10,1.1256555957547487e-11,4.037314542311564e-09,6.844021010271323e-09,0.0,0.0,1.669535996531916e-07,5.654054821834105e-11,4.199501257418182e-10,5.3610159582475514e-15,9.767650623713636e-18,7.959525946313191e-35,9.489271072845438e-26,1.7668595019083727e-18,1.6045925458077106e-10,1.6382543294995967e-12,1.7024253201289969e-22,3.3429287015963327e-25,4.288714562137661e-13,3.039150207501307e-22,2.3252985334274696e-19,4.4271273799306005e-16,7.232436119217212e-16,4.720291976725287e-14,3.9131840484358695e-21,3.1815649819412777e-18,3.959875105862879e-18,1.2075080486824446e-20,1.2522813314577281e-18,3.344135645469118e-23,8.136828357916156e-16,1.7807387843276796e-16,3.76,0.0,0.5900101403220073,0.9999769267354037,1.3384276644248902e-07,3.0748743320590004e-11,3.803680761195355e-05,3.8037235228373884e-05,4.535101665941594e-16,1.264337807238321e-20,2.2768782233682077e-05,9.233834263134458e-15,1.5845494697845825e-12,1.3996986677245926e-08,1.4462521334356004e-09,1.1804578492283437e-07,3.237179299846612e-08,2.8455739175417774e-08,4.887684270699057e-15,1.3587279113998667e-07,1.2298204166378127e-13,3.3053059769916786e-16,6.078172096907199e-14,2.1146515339881435e-11,8.990546946158497e-17,5.446918925400362e-16,6.66788249428313e-13,3.3804231120081926e-15,1.8761758635632975e-10,3.289198667350794e-10,3.2802964307827054e-15,5.07523943469745e-15,6.491878051002843e-23,5.491484191745102e-13,2.094961998227901e-14,1.1908125528804201e-15,6.886293671512396e-22,1.4875365363475327e-21,2.3212213352500583e-22,3.511808842849481e-17,4.3950868423630235e-23,3.7369131174160965e-19,1.1951886415104425e-21,9.753606368627306e-12,3.066372191459058e-23,5.391362583998811e-24,2.3074040392626273e-17,5.399729660548969e-11,2.0580284083448057e-21,2.511566846637204e-11,1.673002882819355e-16,8.4124242349577e-18,7.719644252469024e-24,4.343124881639411e-10,1.6357825404722878e-23,2.0761615314895583e-13
2.2320966153118673e-05,0.4720027751029947,3.2900980610123e-10,1.1270372677790196e-11,4.039092614904714e-09,7.0526520883891316e-09,0.0,0.0,1.7170833448054242e-07,5.963204302500283e-11,4.41752049488839e-10,5.714115370814162e-15,1.007826436357099e-17,8.164353660027985e-35,9.72434473837997e-26,1.8053986184330274e-18,1.6447932576463247e-10,1.7203544803618429e-12,1.7903912834452662e-22,3.494586934200531e-25,4.4804426889427503e-13,3.1752565582485937e-22,2.3546149390586947e-19,4.67492405215072e-16,7.445023898344233e-16,4.959683077241012e-14,4.032094533739551e-21,3.340314824964145e-18,4.283017971929491e-18,1.2808976603974024e-20,1.288828981138923e-18,3.442937459240686e-23,8.356885171494713e-16,1.8792431473102372e-16,3.76,0.0,0.5900092931217179,0.9999769183220565,1.3751945916563343e-07,3.23892168614772e-11,3.88777144811422e-05,3.8878164253771415e-05,4.635385131612731e-16,1.2923372659722483e-20,2.2768782042116117e-05,9.443020607279982e-15,1.6503798326398213e-12,1.4007206127631985e-08,1.4473654243432359e-09,1.2154526026456792e-07,3.3320057493070086e-08,2.8466224455264774e-08,4.999269328795811e-15,1.3948092012516598e-07,1.258767232529384e-13,3.458670424287617e-16,6.252407896605465e-14,2.1163212454631955e-11,9.272941072240339e-17,5.641213778292562e-16,6.879678999368811e-13,3.5375597938942685e-15,1.9311421720380235e-10,3.29162777388576e-10,3.4543044591483838e-15,5.483649762121283e-15,6.785794978282498e-23,5.75081674711886e-13,2.194569090565141e-14,1.249552849142051e-15,7.222893826496631e-22,1.559446308391943e-21,2.4287809998701864e-22,3.7113818408513285e-17,4.608224433360104e-23,3.888280840060664e-19,1.2225126397306932e-21,9.761683360666363e-12,3.136320903876175e-23,5.739095908303373e-24,2.374561112217563e-17,5.557924858447012e-11,2.128862533226453e-21,2.586015257205107e-11,1.732728594023599e-16,8.715349988951982e-18,7.899994032632967e-24,4.458791888980799e-10,1.7073003514003906e-23,2.1926524542621483e-13
2.280377404290365e-05,0.4720028494745949,3.293248674113793e-10,1.128302786464293e-11,4.0406587483213106e-09,7.2614926691197665e-09,0.0,0.0,1.764659712209756e-07,6.28107991913018e-11,4.641259317438695e-10,6.0812306775263e-15,1.0389701020715889e-17,8.367469563348753e-35,9.957602734524779e-26,1.8438279425743816e-18,1.6846622306989476e-10,1.8043180881902114e-12,1.880415332460582e-22,3.6494654575495643e-25,4.676363164114542e-13,3.314344217528858e-22,2.3836773007855734e-19,4.929334101962893e-16,7.657568054467124e-16,5.204623797463089e-14,4.152121194077853e-21,3.502909878523943e-18,4.622281124710201e-18,1.356012396851069e-20,1.3253477732733384e-18,3.5420168621181064e-23,8.576388651051658e-16,1.9803724656030264e-16,3.76,0.0,0.5900084459207532,0.9999769099044631,1.411976694389254e-07,3.4070113241703176e-11,3.971862013454297e-05,3.9719092642696524e-05,4.73566845229347e-16,1.3203366842029405e-20,2.276878185045333e-05,9.65189355808973e-15,1.7170516588454532e-12,1.4016271712566675e-08,1.448352819021415e-09,1.250472731975781e-07,3.426897373835234e-08,2.8475447082218575e-08,5.110718208075711e-15,1.430897388131023e-07,1.2877839592428843e-13,3.6154461640877464e-16,6.427908794797049e-14,2.117802118774986e-11,9.555350773097146e-17,5.835680114986257e-16,7.09169564456946e-13,3.696438312318754e-15,1.986146277599139e-10,3.2937823608062896e-10,3.632944890879095e-15,5.9123164205888386e-15,7.086151600584557e-23,6.015645425953916e-13,2.296301497878108e-14,1.3090324190102457e-15,7.563654499454417e-22,1.6321426419599279e-21,2.537522701418511e-22,3.916774677887531e-17,4.823954590980347e-23,4.041115109582716e-19,1.249744284335147e-21,9.768844267808437e-12,3.2060348882355807e-23,6.099026701151549e-24,2.4417644254384798e-17,5.716230030158839e-11,2.200345372688767e-21,2.6605175687958886e-11,1.7926058338612245e-16,9.019068204438949e-18,8.079930783272206e-24,4.574498778437428e-10,1.7798731801238482e-23,2.3124889634085324e-13
2.328658193268863e-05,0.4720029238461575,3.2961182576780903e-10,1.129466044134661e-11,4.042038398399988e-09,7.470523735957025e-09,0.0,0.0,1.8122616766380594e-07,6.60768891242188e-11,4.870718883073762e-10,6.462492561789889e-15,1.070191544331619e-17,8.568346370685735e-35,1.0188945711137113e-25,1.8821573204298244e-18,1.7241986329645475e-10,1.890129628857031e-12,1.9724962158920406e-22,3.807587328070844e-25,4.876475982535833e-13,3.456413173651669e-22,2.4124885662164165e-19,5.190322627560082e-16,7.870045020927094e-16,5.455102194788121e-14,4.273280314930961e-21,3.669358299804182e-18,4.977918320991131e-18,1.4327956298394856e-20,1.3618341374975717e-18,3.641389564905504e-23,8.795371238563499e-16,2.084120315700234e-16,3.76,0.0,0.5900075987193163,0.9999769014831157,1.4487721613431536e-07,3.579109702643267e-11,4.055952457216236e-05,4.05600203952427e-05,4.835951627984587e-16,1.3483360619328736e-20,2.2768781658705145e-05,9.860483438614441e-15,1.7845442547099666e-12,1.4024321564905778e-08,1.4492293870713033e-09,1.285515377097088e-07,3.5218468362226376e-08,2.8483558708116748e-08,5.222046895947294e-15,1.4669909595133527e-07,1.3168738816791063e-13,3.775630793483313e-16,6.604700088071512e-14,2.1191167646033094e-11,9.837762749663875e-17,6.030284019358373e-16,7.303907270931412e-13,3.856960176362017e-15,2.0411839234908722e-10,3.2956952909419143e-10,3.816218168157768e-15,6.361589773227776e-15,7.392946157725388e-23,6.285948846754734e-13,2.4001508606339086e-14,1.369209938869392e-15,7.908342764106112e-22,1.705580033385428e-21,2.647379581963442e-22,4.1279903749650523e-17,5.04213196628245e-23,4.1953359114381497e-19,1.2768915714786964e-21,9.775198763032667e-12,3.275534495949794e-23,6.471194087411747e-24,2.509008772752695e-17,5.874632968789213e-11,2.272472569330419e-21,2.7350676994440998e-11,1.8526196780964525e-16,9.32350089740513e-18,8.259503140182402e-24,4.690240732364257e-10,1.8534902259791116e-23,2.4356721433443244e-13
2.3769389822473606e-05,0.47200299821768116,3.2987404583440055e-10,1.1305392761502202e-11,4.043253964694686e-09,7.679728548780667e-09,0.0,0.0,1.8598862255368028e-07,6.943037933500752e-11,5.105900121027464e-10,6.858024598168406e-15,1.1014866281055018e-17,8.767532538234261e-35,1.041850542039734e-25,1.9203958305635997e-18,1.7634021553161674e-10,1.977773623077441e-12,2.066633306619314e-22,3.968965137933288e-25,5.080781139089752e-13,3.601463410766524e-22,2.441051748393389e-19,5.457854726804794e-16,8.082433727105441e-16,5.711107743168508e-14,4.3955868865428e-21,3.839668935621952e-18,5.350173389740648e-18,1.5111913517871687e-20,1.3982849211257001e-18,3.741071127141825e-23,9.013864998206445e-16,2.1904806597089306e-16,3.76,0.0,0.5900067515175859,0.9999768930584472,1.4855793987874045e-07,3.75518322110089e-11,4.140042779400654e-05,4.1400947511481544e-05,4.936234658686795e-16,1.3763353991643326e-20,2.2768781466881422e-05,1.0068818044298077e-14,1.8528376669513294e-12,1.4031477307418061e-08,1.4500083975128507e-09,1.320578020278386e-07,3.6168476777007525e-08,2.8490692772964976e-08,5.333270067067794e-15,1.5030885846372398e-07,1.3460399909491523e-13,3.9392221984122083e-16,6.782805038211248e-14,2.120285092543299e-11,1.0120166959787148e-16,6.224997118939089e-16,7.516291718343854e-13,4.019032097194113e-15,2.0962513624756113e-10,3.2973954995129855e-10,4.004124691704004e-15,6.831812083979825e-15,7.70617712215648e-23,6.561706531034348e-13,2.5061091758892438e-14,1.4300461764688156e-15,8.256737552359277e-22,1.779715717823329e-21,2.758288336543094e-22,4.3450315133711444e-17,5.2626186492526335e-23,4.350867178238092e-19,1.3039619262336382e-21,9.780843422067033e-12,3.344838619565603e-23,6.855633704483289e-24,2.5762895712895164e-17,6.033122932955427e-11,2.345240268031851e-21,2.8096602953179292e-11,1.9127567856475859e-16,9.628578348892717e-18,8.438755793772141e-24,4.806013511698776e-10,1.9281418117327797e-23,2.5622028324306796e-13
