Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923)
3.6368906777342945e-05,0.9105321334535396,0.0013236030604276794,0.00037334364915152793,0.0005043917876202134,0.16404920575157203,0.0,0.0,0.0011632501914598799,3.8551510937253055e-05,0.30268155501273725,0.016109822090819903,0.00015310304988072794,5.638079893016708e-10,1.4465516859161254e-07,4.515091865667485e-06,0.00462786171895626,0.007009330489770386,0.0002766285061762493,6.879192067510617e-06,0.01040275036393814,1.966338052017155e-07,1.2466251066508483e-06,0.00017776410514985731,6.110175555214654e-07,0.03652187775640568,1.89561859132803e-06,0.001498360762961232,0.00035920934321019733,1.3452037301194003e-06,1.8201892094198366e-06,3.3740831167664114e-09,3.6433132902875315e-07,1.4672671443832059e-05,3.76,0.0,0.00020411753807218777,0.7035385457832819,0.17966395330938345,0.02280095929183783,0.18996455812436344,0.6060138885564371,7.85852820949309e-08,1.8250380076050165e-10,0.001056331809071004,0.00015762625912768078,0.0006828976108283705,8.24684489115797e-06,4.678561946721821e-06,0.061332074152592994,0.01864575329925062,0.015058920531475948,0.0001341280144209353,0.006953024080899274,8.61554125744362e-06,2.8265092960868063e-05,6.4660602400138655e-06,1.0793995867002772e-05,0.0002177932786609221,3.416092662485514e-05,0.024674725029751977,9.366883583976398e-05,0.03266562559269112,2.346596239322295e-10,0.05093955801793612,0.02044078012792253,1.03803779094981e-07,6.647758127468585e-05,6.408530232481694e-09,3.681950117155858e-08,9.976589631725284e-13,3.7615552327332116e-09,3.041248609025537e-09,4.885104391372935e-07,1.688622034935859e-13,1.2486354538320556e-07,5.147722605585495e-12,2.294402454026701e-09,2.4298011530481758e-12,7.334488474216238e-07,1.4217666802146985e-07,0.0004219470246822834,3.649627877141415e-09,5.97380292615401e-05,0.004887470103243705,2.2294175052952866e-07,7.21773539839039e-11,0.02369209026016836,7.453692963282719e-11,4.84652533113767e-06,1.3170426347987403e-10,0.0037932339095940733,1.6840579996850331e-06,1.950543492075556e-05,1.2283570317475193e-06,4.482675922157345e-05,0.0006211703753097535,0.00032070261693341903,7.520619545730621e-10,2.5397081243396848e-05,3.058952944794653e-06,6.689368210619946e-08,1.0138311357492397e-08,3.2589151605945804e-08,5.304292679778652e-05,9.123955724533074e-11,7.0296457651377745e-09,4.0935554439463965e-05
3.6709267110501364e-05,0.9108062950825069,0.0013276655674517384,0.0003730311001445035,0.0005054664098762896,0.1642514053158768,0.0,0.0,0.001157878983395724,3.827842327043632e-05,0.304793263378588,0.016229154532432944,0.00015288517909604885,5.694365042825761e-10,1.453401511877931e-07,4.5244115120902265e-06,0.004640486891516936,0.006994321303027942,0.00027748447626214803,6.901888177736225e-06,0.01044276046099434,1.9814937453191455e-07,1.2526598318707293e-06,0.00017811159134981732,6.099268619878292e-07,0.03640171640722131,1.9091071126162898e-06,0.0015077627418512076,0.0003608341805878025,1.3518712087795957e-06,1.824404181419863e-06,3.3835152186413977e-09,3.649173746120932e-07,1.4782658557648173e-05,3.76,0.0,0.00019321173084685934,0.7018804754053314,0.18060768933223992,0.022957049199861263,0.18883554743648936,0.6071101309599638,7.811823565679565e-08,1.814216945151728e-10,0.001053842287171806,0.00015735494649455568,0.0006794520841935718,8.160828490217352e-06,4.67041270201781e-06,0.061224835317249586,0.018377827995001372,0.015040607373313454,0.00013382287372560195,0.006926463745787793,8.587965822909897e-06,2.8368442014802174e-05,6.445387681451765e-06,1.0804274032784056e-05,0.00021737795877332242,3.400530395099377e-05,0.024660258554446292,9.325833510498645e-05,0.032724139910453774,2.3158766402231947e-10,0.05119161752386587,0.020642069932873288,1.0347073942904485e-07,6.614108242499402e-05,6.359149246976287e-09,3.656072879851153e-08,9.906473788748564e-13,3.731128780938244e-09,3.0233667302174552e-09,4.86957818935762e-07,1.6767544483826135e-13,1.2475115782084538e-07,5.1446349565077826e-12,2.2900900938243443e-09,2.428346006499786e-12,7.370856806752773e-07,1.4014318071417665e-07,0.0004232515398455844,3.6164429343711437e-09,5.961400668355854e-05,0.00489388772863506,2.226405216443175e-07,7.182852809576159e-11,0.02372208575746493,7.437611325673138e-11,4.862898454587272e-06,1.3179808613974394e-10,0.0038148066649320847,1.6855482253931621e-06,1.956883194510212e-05,1.2331186272827676e-06,4.4941108493675614e-05,0.0006199808735829928,0.00032278883718371803,7.519770947174989e-10,2.5347894430924663e-05,3.05633786980802e-06,6.683632690106573e-08,1.0139173156812566e-08,3.2592843612659386e-08,5.2839551317099754e-05,9.120202578886902e-11,6.984046669127508e-09,4.119259260288071e-05
3.7049627443659783e-05,0.911079313741058,0.001331760405204235,0.000372725185765538,0.0005065487335695727,0.16445223132856407,0.0,0.0,0.0011525618245079366,3.8008810309490614e-05,0.3068995298104579,0.016348553822925358,0.00015266980567273496,5.751265213802105e-10,1.4602745470809413e-07,4.533799765834948e-06,0.004653082910897055,0.006979388385756032,0.00027833153968432435,6.924450884786513e-06,0.010482426925488283,1.9966719943293968e-07,1.2587065856233328e-06,0.00017846238490310798,6.088452945040766e-07,0.03627970575266817,1.9226624336362744e-06,0.0015171529349794707,0.0003624633859280777,1.3585572717054187e-06,1.828602906892377e-06,3.3930183485917075e-09,3.655012574184978e-07,1.4892801548545672e-05,3.76,0.0,0.00018305095097341726,0.7002261936501009,0.18155039109902033,0.023112309911417956,0.1877120602456655,0.6082015137208875,7.765347414423112e-08,1.803448923829594e-10,0.001051358453799793,0.00015708492235445363,0.0006760283749904385,8.076139262219282e-06,4.662315816583947e-06,0.061116592631809165,0.018113674770816476,0.01502254053072939,0.00013351940882983044,0.006900465157964437,8.56056661086834e-06,2.8470605080934522e-05,6.424845506558738e-06,1.0814545304806715e-05,0.00021696718863798873,3.385160800333749e-05,0.02464479832202481,9.285124343347959e-05,0.032781660323359045,2.2856836728713767e-10,0.051441549592843,0.02084319916088238,1.0313249120382443e-07,6.580690022066415e-05,6.310215023910992e-09,3.630444766435777e-08,9.837032921595284e-13,3.701085529118829e-09,3.0056992958304194e-09,4.854097717114182e-07,1.6650011015091345e-13,1.2464058832101543e-07,5.141611465628564e-12,2.2857875021539045e-09,2.426921058278605e-12,7.40691806075459e-07,1.38138292185026e-07,0.00042453105543338647,3.58392962651749e-09,5.9491839921454494e-05,0.0049002871666666255,2.2233875531987837e-07,7.148206851481615e-11,0.023750533536284497,7.421530202244476e-11,4.8792661133552365e-06,1.3189048286050806e-10,0.003836219663731069,1.6870615767649293e-06,1.9631646860981834e-05,1.2378769623356719e-06,4.505505505820042e-05,0.0006188065750522412,0.00032485428324618737,7.518815411026383e-10,2.530296194242578e-05,3.0536255133894573e-06,6.677684732373458e-08,1.0139961502440511e-08,3.2596308422787716e-08,5.263245585955707e-05,9.116422502137275e-11,6.938842304019497e-09,4.144830236763293e-05
3.73899877768182e-05,0.9113512058606856,0.0013358866071714296,0.0003724256627766378,0.0005076383957698649,0.1646517047171501,0.0,0.0,0.001147297326095737,3.774257317817429e-05,0.30900037682792036,0.016468021162736157,0.00015245681435687052,5.808779153036081e-10,1.467169919092356e-07,4.5432543004216945e-06,0.004665646281029868,0.0069645286045281,0.000279169662112288,6.9468797235594896e-06,0.010521752898712763,2.0118729003017802e-07,1.264764220276426e-06,0.00017881643316167836,6.077719924162028e-07,0.03615589562624461,1.9362838576816284e-06,0.0015265313986065042,0.00036409657316650753,1.3652601659961928e-06,1.8327843756099063e-06,3.402589296056256e-09,3.660828334977743e-07,1.5003097097677373e-05,3.76,0.0,0.00017358384611662297,0.6985756736438888,0.18249206397624546,0.02326673271315963,0.18659409366439952,0.6092881424646424,7.719099636430948e-08,1.7927339106302296e-10,0.0010488802686026274,0.0001568160878265155,0.0006726260742336751,7.992736799679053e-06,4.654266070786931e-06,0.06100735990674721,0.017853248014995927,0.015004702185083364,0.00013321753294954334,0.0068750102759711764,8.53333531213005e-06,2.8571592896737146e-05,6.404427607415853e-06,1.0824800509100268e-05,0.0002165608132366519,3.3699798220110714e-05,0.024628366642725427,9.244747031016412e-05,0.03283819956125178,2.2560021440410423e-10,0.051689377472134465,0.02104416654043505,1.0278917381803713e-07,6.547497391516434e-05,6.261718714276035e-09,3.6050605160954054e-08,9.768252776397035e-13,3.671415715844249e-09,2.988239639270011e-09,4.838659586213852e-07,1.6533595817810282e-13,1.245317491634819e-07,5.138648667728227e-12,2.2814926232145598e-09,2.4255246767757886e-12,7.442675596595643e-07,1.3616165661368847e-07,0.00042578607752504145,3.5520728986666314e-09,5.9371392039754086e-05,0.004906665267820042,2.2203630652225642e-07,7.113793163921846e-11,0.023777454472119066,7.405446316480859e-11,4.8956249644469764e-06,1.3198136603084313e-10,0.003857472333212455,1.6885969011424143e-06,1.969388393448936e-05,1.2426313740343864e-06,4.5168583537443936e-05,0.0006176463615424892,0.00032689904335910885,7.517750828876995e-10,2.5262105548804624e-05,3.0508177241375615e-06,6.671528373332572e-08,1.0140669338624908e-08,3.2599522880570364e-08,5.242176086647766e-05,9.112608290949749e-11,6.894025301762521e-09,4.1702665812939574e-05
3.773034810997662e-05,0.9116219870963292,0.0013400432765083377,0.0003721323048601086,0.0005087350605565932,0.16484984560413596,0.0,0.0,0.0011420841639420845,3.747961782565323e-05,0.31109582533709834,0.0165875576878057,0.00015224609636690773,5.866905963236994e-10,1.4740868509445475e-07,4.552772955646003e-06,0.004678173713947005,0.0069497388657108515,0.000279998819503292,6.969174377926497e-06,0.010560741442089237,2.027096545954498e-07,1.2708316742906533e-06,0.000179173681521153,6.067061529718407e-07,0.03603033517227843,1.9499707278193305e-06,0.0015358981644151373,0.0003657333513696496,1.3719781973051436e-06,1.8369476806420132e-06,3.4122250232838144e-09,3.6666197305650746e-07,1.5113541757981318e-05,3.76,0.0,0.00016476259786267448,0.696928889726867,0.1834327126344242,0.023420308869194995,0.18548164300249134,0.6103701181911855,7.673080037825564e-08,1.7820718556387384e-10,0.0010464076930506573,0.0001565483515464945,0.0006692447995506447,7.910583087394864e-06,4.646258658254572e-06,0.060897150701661684,0.017596502452920965,0.014987075396809393,0.0001329171656709229,0.00685008152113212,8.506264191594396e-06,2.867141602402104e-05,6.384128298537815e-06,1.0835031098309675e-05,0.00021615868743504017,3.3549836102474304e-05,0.02461098523075781,9.204693056691517e-05,0.032893770027722605,2.2268177186437179e-10,0.05193512394683526,0.021244970764257933,1.0244092477580221e-07,6.514524673248831e-05,6.213651949774561e-09,3.579915135173674e-08,9.700119825855372e-13,3.642110102927244e-09,2.9709814848393565e-09,4.82326068677314e-07,1.6418276000319517e-13,1.2442456072391263e-07,5.135743412827219e-12,2.2772035613822458e-09,2.424155385733111e-12,7.478132707669392e-07,1.3421293073531573e-07,0.0004270171009600427,3.520858144931249e-09,5.925253548667083e-05,0.00491301907011862,2.2173304075523364e-07,7.079607703648148e-11,0.02380286898802745,7.38935665986838e-11,4.911971835320357e-06,1.3207065372575433e-10,0.0038785640917569503,1.6901531292880652e-06,1.975554777170889e-05,1.2473812318327398e-06,4.528167950763451e-05,0.0006164991912684214,0.00032892320365412607,7.516575292298669e-10,2.5225152929471407e-05,3.0479163097971866e-06,6.665167559744478e-08,1.0141290182817e-08,3.260246569715703e-08,5.220758490976627e-05,9.10875328925275e-11,6.849588661314123e-09,4.19556658742298e-05
3.807070844313504e-05,0.9118916723744654,0.0013442295823170732,0.00037184490156262097,0.0005098384174133329,0.1650466733521356,0.0,0.0,0.0011369210743914235,3.721985472240772e-05,0.31318589473675673,0.016707164475337218,0.00015203754902026786,5.925645190474459e-10,1.4810246181629596e-07,4.562353648733332e-06,0.0046906621198896156,0.006935016119524084,0.0002808189975453406,6.9913346721259935e-06,0.010599395541063532,2.0423429962571113e-07,1.2769079650053556e-06,0.0001795340735800596,6.056470278940859e-07,0.03590307285357651,1.9637224254355552e-06,0.0015452532405130488,0.0003673733256341994,1.3787097281033515e-06,1.841092013570232e-06,3.421922654960557e-09,3.672385596041506e-07,1.522413196201636e-05,3.76,0.0,0.00015654267847836666,0.695285817366051,0.18437234110373654,0.023573029634926454,0.18437470189919314,0.6114475375379779,7.627288355613322e-08,1.771462693282391e-10,0.001043940690306415,0.00015628162917085485,0.0006658841931604209,7.829642362267588e-06,4.638289160429208e-06,0.060785978339160836,0.017343393152661233,0.014969644068432845,0.00013261823252876524,0.00682566177674049,8.479346056894816e-06,2.8770084856920055e-05,6.363942293314209e-06,1.0845229119202091e-05,0.000215760675301421,3.340168507335062e-05,0.024592675225188917,9.164954401350767e-05,0.0329483838187564,2.1981167528361772e-10,0.05217881135647987,0.021445610494313108,1.0208787970532225e-07,6.481766559503765e-05,6.1660068169594625e-09,3.555003883435671e-08,9.632621231441743e-13,3.613159929035625e-09,2.9539189239996997e-09,4.807898168638429e-07,1.6304029839030522e-13,1.243189492661464e-07,5.1328928074972455e-12,2.272918568550812e-09,2.422811824107532e-12,7.513292622802954e-07,1.322917738832073e-07,0.0004282246096582905,3.490271196513736e-09,5.9135151440698546e-05,0.004919345790907546,2.214288333913e-07,7.045646723410372e-11,0.023826797072796054,7.37325847387528e-11,4.928303716960756e-06,1.3215826957887153e-10,0.0038994943500382886,1.691729270677497e-06,1.9816643295882005e-05,1.2521259357772791e-06,4.539432946626178e-05,0.0006153640941212898,0.0003309268484183155,7.515287081150092e-10,2.519193752731134e-05,3.0449230390903853e-06,6.658606153118133e-08,1.0141818097198778e-08,3.2605117358683375e-08,5.19900447009275e-05,9.104851357708074e-11,6.805525725718398e-09,4.22072863408288e-05
3.841106877629346e-05,0.9121602759380256,0.0013484447555156317,0.0003715632573110431,0.0005109481797372246,0.1652422066060992,0.0,0.0,0.001131806850702635,3.696319857826546e-05,0.3152706030189041,0.01682684254887628,0.00015183107538558482,5.984997138301898e-10,1.4879825966805933e-07,4.571994620749722e-06,0.004703108597862899,0.006920357363687167,0.00028163019112857314,7.013360563128471e-06,0.010637718108782737,2.0576122991217753e-07,1.2829921887991467e-06,0.00017989755129123002,6.045939194422958e-07,0.03577415645858207,1.9775383676856987e-06,0.00155459661240812,0.0003690160979328696,1.3854531757367012e-06,1.845216658155267e-06,3.431679470298301e-09,3.6781248917877794e-07,1.53348640293393e-05,3.76,0.0,0.00014888262445830923,0.6936464330741077,0.1853109528260681,0.02372488626999646,0.1832732624462074,0.6125204930268636,7.581724262771592e-08,1.7609063434734296e-10,0.0010414792251025172,0.00015601584292845196,0.0006625439199880301,7.749880930624705e-06,4.6303535229386035e-06,0.0606738559178406,0.017093875530078174,0.014952392908764493,0.00013232066462063523,0.006801734386233869,8.452574211257076e-06,2.8867609629350812e-05,6.343864668701561e-06,1.0855387176055448e-05,0.00021536664948023764,3.325531035065467e-05,0.024573457209798633,9.125523509533794e-05,0.03300205274006616,2.1698863566501928e-10,0.05242046161077067,0.021646084366484544,1.0173017237819124e-07,6.44921808676065e-05,6.118775806773357e-09,3.530322248748136e-08,9.565744766467692e-13,3.5845568757287367e-09,2.9370463620639284e-09,4.792569423846076e-07,1.6190836637826513e-13,1.2421484509172514e-07,5.130094137053643e-12,2.2686360315551562e-09,2.4214927084536146e-12,7.548158508542866e-07,1.3039784802742193e-07,0.000429409076926333,3.460298272772742e-09,5.9019129205775844e-05,0.00492564281885471,2.2112356929428898e-07,7.011906733144854e-11,0.02384925829821569,7.357149253295174e-11,4.944617755239042e-06,1.3224414251385685e-10,0.003920262512103191,1.6933244094461404e-06,1.9877175726074133e-05,1.256864915823659e-06,4.550652079565388e-05,0.0006142401672364811,0.00033291006033665777,7.513884655614392e-10,2.5162298403413247e-05,3.041839643411959e-06,6.651847933971968e-08,1.014224764608882e-08,3.260745998913754e-08,5.176925510010514e-05,9.100896837907063e-11,6.761830157153683e-09,4.2457511850657545e-05
3.875142910945188e-05,0.9124278113884984,0.0013526880854031085,0.0003712871904744364,0.000512064083424716,0.16543646333277195,0.0,0.0,0.0011267403396581096,3.67095680809066e-05,0.31734996686418543,0.016946592883289154,0.00015162658395020213,6.044962696027241e-10,1.4949602934792638e-07,4.581694402380235e-06,0.0047155104266103295,0.006905759646697649,0.0002824324038425445,7.035252132825051e-06,0.010675711989568716,2.0729044859949986e-07,1.2890835198199987e-06,0.00018026405510593446,6.035461778403352e-07,0.03564363310813279,1.9914180054519722e-06,0.0015639282439649173,0.00037066126790970386,1.392207010865888e-06,1.8493209847165508e-06,3.441492895017443e-09,3.683836695080521e-07,1.544573417345776e-05,3.76,0.0,0.0001417438256916448,0.6920107143330695,0.18624855070364396,0.02387587005039016,0.18217731530207765,0.6135890732959006,7.536387372982581e-08,1.7504027126947679e-10,0.0010390232636270818,0.0001557509211978345,0.0006592236659317507,7.671267020572948e-06,4.622448029324806e-06,0.060560796324386705,0.01684790535340676,0.014935307398249557,0.0001320243982443729,0.006778283150459342,8.425942428061368e-06,2.8964000421989035e-05,6.3238908479575285e-06,1.0865498395732357e-05,0.0002149764906311228,3.311067881776162e-05,0.024553351231971266,9.086393257389156e-05,0.03305478832320287,2.1421143737912146e-10,0.052660096204482795,0.021846390994974683,1.0136793472661747e-07,6.41687461217504e-05,6.0719517957367195e-09,3.505865933468411e-08,9.499478788291647e-13,3.5562930468781998e-09,2.9203585229901426e-09,4.777272070275528e-07,1.6078676693609414e-13,1.2411218625739934e-07,5.1273449611083295e-12,2.2643544706953353e-09,2.4201969021501356e-12,7.582733471320557e-07,1.2853081780969385e-07,0.0004305709657504038,3.4309259810654576e-09,5.890436565121882e-05,0.004931907706173081,2.20817142360798e-07,6.978384500617786e-11,0.023870271835529117,7.341026717305106e-11,4.960911244613635e-06,1.3232820628606535e-10,0.00394086797640031,1.6949377000582081e-06,1.99371505540871e-05,1.261597630639703e-06,4.5618241722732375e-05,0.0006131265708250244,0.0003348729207163674,7.512366649068646e-10,2.5136080091956628e-05,3.0386678184140023e-06,6.644896604817097e-08,1.0142573866360654e-08,3.2609477250642615e-08,5.1545329125304025e-05,9.09688452570932e-11,6.718495916380041e-09,4.2706327882230895e-05
3.90917894426103e-05,0.912694291725766,0.0013569589173538545,0.00037101653249038805,0.0005131858855384977,0.16562946085762809,0.0,0.0,0.001121720438409279,3.645888565328766e-05,0.3194240017323562,0.017066416409939125,0.00015142398831259287,6.105542749678306e-10,1.5019572236920088e-07,4.591451368753325e-06,0.004727865055999881,0.006891220070758232,0.00028322564748974125,7.0570095804146455e-06,0.010713379962197659,2.0882195725708495e-07,1.2951811974568976e-06,0.00018063352411046822,6.025031986937209e-07,0.03551154926186097,2.0053608233267254e-06,0.0015732480782904763,0.00037230843362553854,1.3989697563087099e-06,1.8534044471784167e-06,3.4513604924063497e-09,3.689520192623483e-07,1.555673850830918e-05,3.76,0.0,0.0001350903291758693,0.6903786395223485,0.18718513714448573,0.02402597227972093,0.18108684979865616,0.6146533633170849,7.491277245039473e-08,1.7399516950111841e-10,0.0010365727734158935,0.00015548679808401864,0.000655923136268576,7.593770665888663e-06,4.614569278882332e-06,0.0604468122447282,0.016605438747509048,0.0149183737555153,0.00013172937454214767,0.0067552923241204245,8.399444923123318e-06,2.905926716879523e-05,6.30401657965432e-06,1.0875556403063943e-05,0.0002145900868786291,3.2967758900308106e-05,0.024532376820655354,9.04755692305356e-05,0.03310660184052401,2.1147891527353672e-10,0.052897736231587056,0.022046528976427095,1.0100129685885719e-07,6.384731791642921e-05,6.025528033073893e-09,3.4816308475100566e-08,9.433812221083917e-13,3.528360929882944e-09,2.903850438504797e-09,4.762003936405902e-07,1.5967531267793943e-13,1.240109176357837e-07,5.1246431429149905e-12,2.260072528282079e-09,2.4189234053135533e-12,7.61702055950449e-07,1.2669035057585567e-07,0.00043171072907714146,3.4021413185574906e-09,5.8790764692723386e-05,0.00493813816109574,2.205094548506958e-07,6.945077040142369e-11,0.023889856471051435,7.32488878857849e-11,4.977181624476704e-06,1.324103994232058e-10,0.003961310136741993,1.6965683630049023e-06,1.9996573525592215e-05,1.266323566295212e-06,4.572948128955456e-05,0.0006120225242527884,0.0003368155096905635,7.510731856194891e-10,2.5113132455561593e-05,3.0354092254759094e-06,6.637755793105847e-08,1.0142792249036293e-08,3.2611154284626995e-08,5.131837796184233e-05,9.092809648084999e-11,6.6755172453735355e-09,4.2953720744747976e-05
3.943214977576872e-05,0.9129597293848691,0.0013612566492745318,0.00037075112705579975,0.0005143133630754429,0.16582121589950774,0.0,0.0,0.0011167460915425301,3.621107722837277e-05,0.32149272194806167,0.017186314020914903,0.00015122320690240146,6.16673841334225e-10,1.5089729205781628e-07,4.601264043427281e-06,0.004740170098798164,0.006876735794347838,0.0002840099416203838,7.078633216150008e-06,0.010750724742994114,2.1035575595330003e-07,1.3012845251391578e-06,0.00018100589615562194,6.014644194282215e-07,0.035377950724249485,2.0193663380072372e-06,0.0015825560385732218,0.00037395719225633874,1.4057399853521758e-06,1.8574665783037747e-06,3.461279956883507e-09,3.6951746745973334e-07,1.566787305432172e-05,3.76,0.0,0.00012888865626353304,0.688750187851972,0.18812071410487388,0.024175184299753096,0.1800018540402221,0.6157134446008697,7.446393386944953e-08,1.7295531729822676e-10,0.001034127723251943,0.00015522341303237486,0.000652642054156158,7.517363562217771e-06,4.60671416920951e-06,0.06033191617440573,0.016366432197763854,0.014901578905090567,0.0001314355391706202,0.0067327466114859135,8.373076315766712e-06,2.9153419663115802e-05,6.284237908244591e-06,1.0885555291939961e-05,0.00021420733328073675,3.282652046542321e-05,0.024510553003452826,9.009008159268004e-05,0.03315750431910681,2.0878996437153835e-10,0.05313340239863015,0.02224649689379076,1.0063038707588585e-07,6.352785558917568e-05,5.979498090651309e-09,3.457613084859637e-08,9.368734479189406e-13,3.500753369622139e-09,2.887517386680697e-09,4.746763047086473e-07,1.5857382439946436e-13,1.2391098455157835e-07,5.121986620347934e-12,2.2557889551156933e-09,2.4176712277657535e-12,7.65102276534476e-07,1.2487611640516798e-07,0.00043282881008281995,3.373931617630669e-09,5.8678236811281525e-05,0.004944332040598896,2.2020041707695586e-07,6.911981567974252e-11,0.023908030621009945,7.308733606095463e-11,4.993426471665048e-06,1.324906650990635e-10,0.0039815883832122175,1.698215681508362e-06,2.005545062272789e-05,1.271042235751794e-06,4.584022932656744e-05,0.0006109273023513272,0.00033873790640353315,7.508979225672782e-10,2.5093310541489034e-05,3.03206549306242e-06,6.630429054991632e-08,1.0142898699889764e-08,3.2612477586782674e-08,5.108851097196397e-05,9.088667830295897e-11,6.632888646057492e-09,4.31996775663479e-05
3.9772510108927136e-05,0.913224136269886,0.0013655807273305121,0.0003704908293594971,0.0005154463118054814,0.16601174460305088,0.0,0.0,0.0011118162883407415,3.5966072039753626e-05,0.3235561407821421,0.017306286572524844,0.00015102416271091287,6.228552305660741e-10,1.5160071444359698e-07,4.611131682944706e-06,0.004752423322808852,0.006862304034481797,0.00028478531310213105,7.100123454659177e-06,0.010787748988754819,2.118918432982393e-07,1.307392881680264e-06,0.0001813811079805037,6.004293171536795e-07,0.03524288265040793,2.0334340937712063e-06,0.0015918520289613554,0.0003756071407493781,1.412516319655149e-06,1.8615069829213436e-06,3.4712491071017386e-09,3.7007995277008437e-07,1.5779133744211794e-05,3.76,0.0,0.0001231076324805368,0.6871253393005368,0.18905528312902412,0.024323497500234666,0.1789223149955877,0.6167693953883495,7.401735259722933e-08,1.7192070185371152e-10,0.0010316880830721455,0.00015496071052127487,0.0006493801592485182,7.442018970844966e-06,4.598879875229662e-06,0.06021612042835101,0.016130842553329385,0.014884910446193778,0.00013114284203063776,0.0067106311614410635,8.346831616743889e-06,2.9246467563389614e-05,6.2645511669169456e-06,1.0895489591361537e-05,0.00021382813139554635,3.268693473757437e-05,0.024487898322919744,8.97074096768584e-05,0.033207506553682764,2.0614354599066117e-10,0.05336711503742978,0.02244629331994131,1.0025533188558216e-07,6.321032106335713e-05,5.933855847477019e-09,3.4338089110209864e-08,9.304235444103242e-13,3.4734635531681253e-09,2.8713549038538997e-09,4.7315476102572093e-07,1.5748213084696212e-13,1.2381233736677837e-07,5.11937344622215e-12,2.2515026138841583e-09,2.4164394660246584e-12,7.684743026816986e-07,1.2308778813522113e-07,0.0004339256424316929,3.3462845457643947e-09,5.8566698607091353e-05,0.004950487343327178,2.1988994706571757e-07,6.879095507427718e-11,0.023924812345715328,7.292559497170871e-11,5.009643489995263e-06,1.3256895057474307e-10,0.004001702103052383,1.69987899837327e-06,2.01137880416759e-05,1.2757531768025871e-06,4.595047640809702e-05,0.0006098402319486362,0.00034064018918493553,7.50710785569794e-10,2.5076474438982294e-05,3.028638218000731e-06,6.622919877620608e-08,1.0142889512504092e-08,3.2613434914092316e-08,5.085583570464979e-05,9.084455073910368e-11,6.590604862945489e-09,4.344418627992263e-05
