Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923)
1.0260577467738933e-07,0.7816981291031865,3.135843700981668e-06,1.1853382407436166e-07,8.973842346420778e-07,1.3868843828441284e-06,0.0,0.0,2.9725489132903174e-06,4.5970624203576894e-10,3.5225815621666656e-09,1.912239058710961e-10,5.3975349060795404e-11,1.8255680592521495e-20,4.259710862560503e-15,3.715483623645666e-11,1.4299373794813931e-07,7.023558706852565e-10,1.1177794908851463e-14,2.5708917505733786e-14,1.756885322362196e-07,3.451270277720652e-13,2.682590133110375e-11,6.709835459041381e-14,3.160615370007711e-12,3.870741843556227e-10,5.235930264424131e-10,2.1759773776293162e-10,1.0391655511918973e-15,3.2034344898926084e-16,4.03710021953337e-13,1.3406904944902395e-14,2.8714532515184754e-11,6.404009030247513e-13,3.76,0.0,0.6071556167731325,0.9984968739302666,1.4166855332166372e-07,2.976269458034834e-09,0.010462700464240676,0.01046306417640028,4.285218767297076e-09,9.744574096525748e-12,0.0014991958467887733,3.782125430004925e-09,1.380507877116025e-09,9.600459484328242e-07,9.788328067854192e-08,1.873484030496461e-06,2.5632566594260242e-06,0.0004999546902318027,3.5742925288833723e-09,7.497657679558763e-07,1.368135083147739e-08,4.7133267289668506e-11,2.449668902685664e-09,2.1803456182215372e-08,2.052062797626259e-12,1.488117037623173e-12,2.057542909326129e-09,1.4221877060109235e-13,1.4558433139765486e-07,4.42686941068585e-11,1.3664105725426472e-09,2.8491974405329818e-11,3.0592852713783463e-14,3.412070376486567e-10,5.078995676435049e-14,7.505286256453338e-17,2.2073886504967187e-21,1.689376559896026e-15,5.437070498414411e-16,9.613389171147531e-14,3.95124484781344e-22,1.5776638683030864e-12,5.714623355208651e-17,7.2020505505191264e-12,3.1648154819072237e-17,7.26649662534294e-15,3.7559631276130587e-11,1.3903281091602234e-11,1.1756388225314187e-15,6.378353345204743e-11,4.660002834207583e-11,3.348002893359348e-15,9.89922313873841e-16,8.06926037499967e-07,1.0603039944920842e-18,3.0060661092416687e-10,1.3045604250974562e-14,1.9271883361431362e-10,2.2755115133438154e-08,1.9819658320616934e-16,1.0927507420955102e-11,4.1504816114009167e-10,1.0727957113677554e-13,1.7721194000017713e-17,1.0896945734359602e-14,1.5026813338969165e-11,4.582604949341463e-12,1.631812314088805e-13,3.646202854050596e-14,1.0178078251558394e-13,1.1062869705423435e-15,2.5176064434449724e-13,3.3399249077770917e-12,5.0243372472574265e-17
1.0506631963211307e-07,0.781735097507995,3.2420276053761725e-06,1.2417420704810448e-07,9.413922167134465e-07,1.4682086445164248e-06,0.0,0.0,3.0434940139170584e-06,4.819180667697416e-10,3.786157110620751e-09,1.9932125558012895e-10,5.718548173962157e-11,2.0014012359546436e-20,4.484617073393841e-15,3.824221543244104e-11,1.489544097635181e-07,7.64577382272259e-10,1.2506335686040237e-14,2.8458166471345636e-14,1.8420133870838763e-07,3.674291958204367e-13,2.69845561190319e-11,7.233560259899163e-14,3.3024727708700626e-12,4.2576722250679824e-10,5.434013734782762e-10,2.271480538964122e-10,1.1517278320240519e-15,3.506135080951906e-16,4.3796812423980954e-13,1.4396211468867337e-14,3.034834739089556e-11,6.945791887837953e-13,3.76,0.0,0.606900772914042,0.9984967546431284,1.5226002427809764e-07,3.1687346349533794e-09,0.010711356576745542,0.010711738815210151,4.388099096186483e-09,9.983078031234699e-12,0.0014991956679816971,4.0924421920711776e-09,1.52644021208699e-09,9.81062829305447e-07,1.0006679557130886e-07,1.954715299466672e-06,2.6704570870224328e-06,0.0005117982970165905,3.833832456650257e-09,7.859488458600446e-07,1.39679040359082e-08,4.9455578994122775e-11,2.538585957814295e-09,2.2306483478543956e-08,2.2713199498126408e-12,1.6309539083958267e-12,2.1692041006403478e-09,1.6049348305322834e-13,1.516958020002272e-07,4.5243214840326074e-11,1.4559166785414996e-09,3.0374348270493046e-11,3.213888981430398e-14,3.7321718752729056e-10,5.563469002526954e-14,8.505998093927137e-17,2.4973429551609383e-21,1.805247945320189e-15,5.812153214500627e-16,1.0259238058670872e-13,4.46499844888389e-22,1.6236954462078802e-12,5.865211127033756e-17,7.370330304570573e-12,3.255212739690945e-17,7.862834198722282e-15,3.835686246777574e-11,1.4489407852763264e-11,1.2445062888545013e-15,6.652243529724871e-11,4.863615233445012e-11,3.4975981190104827e-15,1.0619659676187517e-15,8.457060949195798e-07,1.1175683107053993e-18,3.1582401986639464e-10,1.3716161420690603e-14,2.0776634922911587e-10,2.29162253965166e-08,2.2406271166848217e-16,1.1602480989725598e-11,4.431202428039231e-10,1.1700409267895297e-13,2.0217611115609527e-17,1.1648535183996375e-14,1.6426682698423477e-11,4.864618072147485e-12,1.716837964074307e-13,3.7324243730351835e-14,1.0421344254828263e-13,1.2360948639464761e-15,2.5737407381365596e-13,3.4409311198256494e-12,5.4891908044925433e-17
1.075268645868368e-07,0.7817720510916726,3.349437208831473e-06,1.2992480274365537e-07,9.86425750051624e-07,1.552223739818406e-06,0.0,0.0,3.114428800791418e-06,5.046494765219205e-10,4.0628903190600896e-09,2.0765686176672601e-10,6.049058477713685e-11,2.1896343551675257e-20,4.716614950846412e-15,3.937964938389081e-11,1.5504382318706324e-07,8.308949366041482e-10,1.3956368059035683e-14,3.1430578525322673e-14,1.929148297837379e-07,3.905519529337032e-13,2.7148305232158884e-11,7.786804198888391e-14,3.4475703548021884e-12,4.672136619774198e-10,5.633840827348134e-10,2.369387062270096e-10,1.2737660577677866e-15,3.830408565983505e-16,4.741835451985989e-13,1.543033014868182e-14,3.202748612812553e-11,7.517713647919094e-13,3.76,0.0,0.6066460313638286,0.9984966341035599,1.6336602554446285e-07,3.369054629939995e-09,0.010959908116849474,0.010960309354199681,4.490936159285499e-09,1.022148166699461e-11,0.0014991954872953807,4.420035890478894e-09,1.6837884693751102e-09,1.0022975508326962e-06,1.0227138813330649e-07,2.037750879079452e-06,2.779987343574043e-06,0.0005236351304506509,4.1063317454982e-09,8.229753221775058e-07,1.425696489475783e-08,5.183439951801504e-11,2.6294069679663515e-09,2.2814714872805673e-08,2.5086419638183854e-12,1.7839974078294608e-12,2.2847306678547395e-09,1.8063628691348793e-13,1.579406263768185e-07,4.622781520996018e-11,1.549176199880336e-09,3.233671285558466e-11,3.372676743763262e-14,4.074311226898294e-10,6.081823268158524e-14,9.612797667711718e-17,2.8175868474515148e-21,1.926012378945525e-15,6.203178332672459e-16,1.0932542691549818e-13,5.031884680840691e-22,1.6718518913061087e-12,6.022107784190614e-17,7.540334228137592e-12,3.349784880956826e-17,8.49205250780249e-15,3.917170638080229e-11,1.5088579957343085e-11,1.3160385875614568e-15,6.932106847040786e-11,5.071905193501395e-11,3.650672096329403e-15,1.1372249231284639e-15,8.853779842400923e-07,1.1767901541274126e-18,3.314332139153291e-10,1.4404142568324684e-14,2.2358407792529474e-10,2.3079032181350655e-08,2.526283408056878e-16,1.2302009204853008e-11,4.723640342732596e-10,1.2736814576505562e-13,2.300286957100281e-17,1.243204915649403e-14,1.791898266220015e-11,5.156976709760605e-12,1.8044863556263933e-13,3.819824589077824e-14,1.066804562351166e-13,1.3775670359151173e-15,2.6304134331638634e-13,3.542303365700286e-12,5.98595946340778e-17
1.0998740954156054e-07,0.7818089898666944,3.4580796798463334e-06,1.3578513377433698e-07,1.032482142835461e-06,1.6389589471081713e-06,0.0,0.0,3.185353694532468e-06,5.279001996257713e-10,4.3531407855089376e-09,2.162415942031495e-10,6.389013680047002e-11,2.3909000877288936e-20,4.955891674614497e-15,4.056825092446911e-11,1.612633516404419e-07,9.014861607999386e-10,1.553582546233896e-14,3.4638615312013125e-14,2.0182895848949132e-07,4.145018017713576e-13,2.7317221922993163e-11,8.37077960466557e-14,3.595944756270873e-12,5.115338859112141e-10,5.835347266153159e-10,2.4697266012836435e-10,1.405878670070003e-15,4.1773621568508645e-16,5.124142765024675e-13,1.651011390991392e-14,3.3751818597882556e-11,8.120577073881682e-13,3.76,0.0,0.6063913920353522,0.9984965123063615,1.7499850737597638e-07,3.5773928996814774e-09,0.01120835512522301,0.011208775836460497,4.593729973430286e-09,1.0459785042891133e-11,0.0014991953047220283,4.76543079060692e-09,1.8531449252736001e-09,1.0237507468870134e-06,1.044971292610187e-07,2.1226082100357797e-06,2.8918714199656036e-06,0.0005354651936320409,4.392169988301279e-09,8.608446153783076e-07,1.4548572642586384e-08,5.426976642136223e-11,2.722160331969468e-09,2.3328198657891055e-08,2.7651124769143386e-12,1.9477557532256103e-12,2.4041995841724973e-09,2.0279246554414723e-13,1.6432018171155246e-07,4.722252546899426e-11,1.6462732383868422e-09,3.438089263512983e-11,3.53568187641617e-14,4.4394944871442963e-10,6.635627364628442e-14,1.0834230628554423e-16,3.170525675101931e-21,2.0517605045708324e-15,6.610444551255964e-16,1.1633894857249047e-13,5.65608208584469e-22,1.7221805424159717e-12,6.18567658941262e-17,7.712082150090823e-12,3.448642224310099e-17,9.155146963344684e-15,4.00043448299663e-11,1.5700943251527665e-11,1.3902984026697138e-15,7.217999192441607e-11,5.284926271601171e-11,3.807264657486005e-15,1.215759359617877e-15,9.259404736004905e-07,1.2380103494436667e-18,3.4743739890664894e-10,1.5109685810926514e-14,2.4019270369261383e-10,2.324358217274902e-08,2.841094732951903e-16,1.3026474794261253e-11,5.028012119071345e-10,1.3839949064109739e-13,2.6103734437111765e-17,1.3248082895150296e-14,1.9507452929333552e-11,5.459839637036495e-12,1.8947940322143356e-13,3.908425195756761e-14,1.0918249989103561e-13,1.5314566076583954e-15,2.6876263217466616e-13,3.644044570774416e-12,6.5161853796958e-17
1.1244795449628427e-07,0.7818459138455494,3.5679621421426036e-06,1.4175479611300925e-07,1.079558717779406e-06,1.7284436928527376e-06,0.0,0.0,3.256269117883226e-06,5.516699676019695e-10,4.6572718708095876e-09,2.250865593688537e-10,6.738358275858549e-11,2.605858976618649e-20,5.202642379377996e-15,4.180910995005956e-11,1.6761437453280367e-07,9.765323171756926e-10,1.7252966696045874e-14,3.8095120605215284e-14,2.109436781281409e-07,4.392849789625269e-13,2.749137364873511e-11,8.986740127656178e-14,3.747632904058852e-12,5.588505242823507e-10,6.038471593855075e-10,2.572529111934044e-10,1.5486916342745434e-15,4.548142989252105e-16,5.527183512150685e-13,1.7636418776881783e-14,3.5521220420268145e-11,8.755181510496744e-13,3.76,0.0,0.6061368548414334,0.9984963892462838,1.8716939408189543e-07,3.793914490369913e-09,0.011456697642467956,0.011457138305063197,4.696480555428566e-09,1.0697988197944852e-11,0.001499195120253772,5.129153926974212e-09,2.03511755466406e-09,1.045423004339079e-06,1.067440835150473e-07,2.2093047950211046e-06,3.006133373038929e-06,0.0005472884896554026,4.691730356605113e-09,8.995561482513518e-07,1.484276674619929e-08,5.6761718199376425e-11,2.816874623906183e-09,2.3846976381747877e-08,3.0418584230740558e-12,2.1227533901493932e-12,2.5276889032328928e-09,2.2711533803940355e-13,1.7083584926886593e-07,4.8227373268761915e-11,1.747292882207484e-09,3.650873271837954e-11,3.7029383445111874e-14,4.828751854521458e-10,7.226488306204523e-14,1.2179330955390875e-16,3.558700400968065e-21,2.182583207655214e-15,7.034251497791588e-16,1.2363891724506685e-13,6.34200264656684e-22,1.7747277041912948e-12,6.356262670387009e-17,7.885590981092872e-12,3.551891805819012e-17,9.853123179987607e-15,4.085496015669501e-11,1.6326644277450667e-11,1.467349186281004e-15,7.509976682411712e-11,5.502732528808217e-11,3.967416019335508e-15,1.2976296795084708e-15,9.673923327485884e-07,1.3012702063054816e-18,3.638398790262099e-10,1.5832933930176936e-14,2.576131072747895e-10,2.34099154154556e-08,3.1873462441950774e-16,1.377626361637781e-11,5.344535170451441e-10,1.5012657202217153e-13,2.954889105494902e-17,1.4097233253457248e-14,2.1195897615448773e-11,5.773366427911677e-12,1.9877977051768465e-13,3.99824811794977e-14,1.1172025724889036e-13,1.69854877721515e-15,2.7453810288815334e-13,3.7461583081562994e-12,7.081462935023807e-17
1.1490849945100801e-07,0.7818828230407403,3.6790916660999936e-06,1.4783345520642974e-07,1.127652815610631e-06,1.8207075501229291e-06,0.0,0.0,3.3271754956652633e-06,5.759585151822876e-10,4.975650799299323e-09,2.342030957784654e-10,7.097033709721556e-11,2.8352007037089293e-20,5.457070129170296e-15,4.3103298122874626e-11,1.7409827694264213e-07,1.0562182878857832e-09,1.9116382748857118e-14,4.181332300666916e-14,2.2025894228999606e-07,4.649074668538781e-13,2.7670823128348304e-11,9.635981730580022e-14,3.902671994451061e-12,6.092884660353806e-10,6.243155052589932e-10,2.6778248603498026e-10,1.7028593472567395e-15,4.943939127576308e-16,5.951538387592474e-13,1.8810104426361915e-14,3.733557394757645e-11,9.422323003569527e-13,3.76,0.0,0.6058824196948522,0.9984962649180289,1.9989058419205e-07,4.018786042350695e-09,0.011704935709117329,0.011705396803056099,4.799187922059622e-09,1.0936091171111162e-11,0.0014991949338826677,5.511735002695631e-09,2.2303300494463164e-09,1.0673148726190005e-06,1.0901231038825095e-07,2.2978581929941325e-06,3.1227973209706896e-06,0.0005591050216120741,5.005399523800748e-09,9.391093478876351e-07,1.513958689549015e-08,5.931029432809585e-11,2.9135785876348684e-09,2.437108401166467e-08,3.340051021030712e-12,2.309531284951122e-12,2.655277763779243e-09,2.537665416360672e-13,1.7748901409795492e-07,4.9242384182941645e-11,1.85232121125881e-09,3.872209894358185e-11,3.874480764559843e-14,5.243137702711599e-10,7.856051282291184e-14,1.3657638601485923e-16,3.984792444550954e-21,2.318571629063094e-15,7.474899780589051e-16,1.3123135859706399e-13,7.094300051470189e-22,1.8295388548445307e-12,6.534194630246656e-17,8.060875211899963e-12,3.659637890629674e-17,1.0586997160995039e-14,4.1723735188789645e-11,1.6965830252122516e-11,1.5472551596855146e-15,7.808095640854311e-11,5.7253785282091844e-11,4.1311667790165936e-15,1.3828965464839774e-15,1.0097323330414783e-06,1.3666115300327313e-18,3.806440485027587e-10,1.65740339761263e-14,2.7586637071189527e-10,2.3578066461372857e-08,3.5674531433703344e-16,1.4551764530204274e-11,5.673427589764524e-10,1.625785268227643e-13,3.33690463832452e-17,1.4980098787191165e-14,2.298818532658958e-11,6.097717451981328e-12,2.0835342513894617e-13,4.089315571768441e-14,1.1429442132319153e-13,1.879661680948274e-15,2.803679045022305e-13,3.848648722178267e-12,7.683440240184427e-17
1.1736904440573174e-07,0.7819197174647821,3.7914752624394643e-06,1.540208422641606e-07,1.1767617982719596e-06,1.9157802369065254e-06,0.0,0.0,3.3980732547374433e-06,6.007655803331986e-10,5.308648759735132e-09,2.436027702776913e-10,7.464978677682915e-11,3.079645390347149e-20,5.719385909758124e-15,4.4451872884331116e-11,1.807164493596263e-07,1.1407325598227024e-09,2.1135003731886868e-14,4.580683872589584e-14,2.2977470486533795e-07,4.913750047530247e-13,2.7855629220466948e-11,1.0319843688138874e-13,4.061099469362018e-12,6.629748726144266e-10,6.449341469876667e-10,2.7856444306243314e-10,1.869065565580846e-15,5.365980582598501e-16,6.397788410573357e-13,2.003203469535173e-14,3.919476913564748e-11,1.0122794436255748e-12,3.76,0.0,0.605628086508346,0.998496139316249,2.1317395066200702e-07,4.252175794384798e-09,0.011953069365635392,0.011953551373464225,4.901852090074291e-09,1.1174094001280274e-11,0.0014991947456006974,5.913706292798657e-09,2.4394218344114852e-09,1.0894268714519137e-06,1.113018653326283e-07,2.3882860145801815e-06,3.241887439589378e-06,0.000570914792590201,5.3335675905294415e-09,9.79503645664005e-07,1.5439072995378883e-08,6.191553530541264e-11,3.0123011318e-09,2.4900552904313817e-08,3.660906771115735e-12,2.5086472184806085e-12,2.7870463947160156e-09,2.829163190933484e-13,1.8428106479634237e-07,5.026758213186926e-11,1.9614453025284494e-09,4.1022877969467864e-11,4.0503444091293146e-14,5.683730605798031e-10,8.525999697763461e-14,1.527921745739863e-16,4.451628609471529e-21,2.459817177116271e-15,7.932691034804659e-16,1.3912235241554342e-13,7.917878105570245e-22,1.8866588233275572e-12,6.719786073697167e-17,8.23794732942827e-12,3.771982419398321e-17,1.1357795478097592e-14,4.2610853208250555e-11,1.7618649051394863e-11,1.630081314917339e-15,8.112412588551318e-11,5.952919335568287e-11,4.2985579119487205e-15,1.4716209203299841e-15,1.0529592474460592e-06,1.434076600320196e-18,3.9785338398939334e-10,1.7333136903479477e-14,2.9497378151746594e-10,2.374806532138584e-08,3.983965736112769e-16,1.535336927335291e-11,6.014908175367788e-10,1.7578519188296443e-13,3.75970339262891e-17,1.5897279835111966e-14,2.48882492420436e-11,6.43305387047553e-12,2.182040711161392e-13,4.1816501142074244e-14,1.169056959547697e-13,2.075647273700266e-15,2.8625217533670574e-13,3.9515204620006826e-12,8.323820679201344e-17
1.1982958936045548e-07,0.7819565971301994,3.90511987768286e-06,1.6031675072058322e-07,1.2268830518713789e-06,2.0136916142943323e-06,0.0,0.0,3.4689628239582044e-06,6.260909042792172e-10,5.6566410064334025e-09,2.5329737515909866e-10,7.842129414124212e-11,3.339944933925565e-20,5.989808637839935e-15,4.58558808856081e-11,1.8747028747441146e-07,1.2302672097849129e-09,2.331810592514527e-14,5.008967444236985e-14,2.394909200562025e-07,5.186930996896423e-13,2.8045847655229754e-11,1.1039709596560108e-13,4.222952998460539e-12,7.200391927681811e-10,6.656977149353077e-10,2.8960187323562333e-10,2.0480243542795788e-15,5.815540342394536e-16,6.866514897468482e-13,2.1303078046388318e-14,4.1098704312414705e-11,1.085738567999229e-12,3.76,0.0,0.605373855194609,0.998496012435548,2.2703134111378615e-07,4.494253587601444e-09,0.012201098652417594,0.012201602059288448,5.004473076194956e-09,1.1411996727277245e-11,0.0014991945553997717,6.33560255135656e-09,2.6630480806281915e-09,1.1117594971357182e-06,1.1361280059355868e-07,2.4806059183508945e-06,3.363427959439355e-06,0.0005827178056748467,5.676628012197889e-09,1.0207384772274245e-06,1.5741265158660504e-08,6.457748268814919e-11,3.1130713252836157e-09,2.54354106140503e-08,4.005688460858342e-12,2.7206760811101055e-12,2.9230761205071373e-09,3.1474381104834953e-13,1.9121339332065804e-07,5.130298972706937e-11,2.0747532352572926e-09,4.341297736463048e-11,4.230565211829772e-14,6.151633356550678e-10,9.238055201911728e-14,1.7054673631147117e-16,4.9621860969913445e-21,2.6064115381355286e-15,8.407927963663038e-16,1.4731803274423728e-13,8.817899286850687e-22,1.9461319407684396e-12,6.91333704227363e-17,8.416818164088245e-12,3.889025398469487e-17,1.2166555446562536e-14,4.351649792556624e-11,1.828524919793338e-11,1.7158934166806466e-15,8.422984235207458e-11,6.185410521990439e-11,4.46963077177027e-15,1.5638640884601453e-15,1.0970718505396398e-06,1.5037081808746792e-18,4.154714375839793e-10,1.8110397238147795e-14,3.149568365209023e-10,2.3919938256554403e-08,4.4395746226957465e-16,1.6181472347873003e-11,6.369196453730052e-10,1.8977711169221537e-13,4.2267922309087377e-17,1.6849378589495248e-14,2.6900087204907667e-11,6.779537631784235e-12,2.283354286321304e-13,4.2752746846041935e-14,1.1955479710123299e-13,2.2873922277296136e-15,2.9219104520203083e-13,4.054778623978662e-12,9.004364495219222e-17
1.2229013431517921e-07,0.7819934620495286,4.020032391066736e-06,1.6672103286602918e-07,1.2780139893957655e-06,2.114471684575447e-06,0.0,0.0,3.5398446341509352e-06,6.519342315260011e-10,6.020006960594661e-09,2.632989259819533e-10,8.228419964391307e-11,3.616884382632506e-20,6.268565185899067e-15,4.7316360922562463e-11,1.9436119200822494e-07,1.325017889921628e-09,2.5675318938368163e-14,5.467623025027709e-14,2.4940754238780613e-07,5.468670367148828e-13,2.82415316431279e-11,1.1797008393531064e-13,4.388270464603984e-12,7.806131785290273e-10,6.86601076614125e-10,3.0089790079770963e-10,2.240481056563018e-15,6.293935416826207e-16,7.358299443845426e-13,2.262410799412005e-14,4.304728685170922e-11,1.1626883758221115e-12,3.76,0.0,0.6051197256662918,0.9984958842704809,2.414745781093922e-07,4.7451908691929445e-09,0.012449023609790595,0.012449548903504772,5.107050897115538e-09,1.1649799387862017e-11,0.0014991943632717277,6.77796092238111e-09,2.9018797164140665e-09,1.1343132276087288e-06,1.1594516588410582e-07,2.574835607839098e-06,3.4874431634623278e-06,0.0005945140639480997,6.034977528501452e-09,1.0628132824797323e-06,1.604620369965054e-08,6.729617912571006e-11,3.2159183930690566e-09,2.59756815655423e-08,4.375706179337709e-12,2.9462101691681694e-12,3.063449366878102e-09,3.494373533560054e-13,1.9828739483648236e-07,5.234862854956246e-11,2.1923340960240514e-09,4.589432569525944e-11,4.415179772574273e-14,6.64797297801312e-10,9.993977706406714e-14,1.899517404607587e-16,5.51959760570605e-21,2.7584466856243076e-15,8.9009143753265e-16,1.5582458800617133e-13,9.799793448793329e-22,2.0080021699929893e-12,7.115135357375142e-17,8.597497179420395e-12,4.010865241199939e-17,1.3014325295647323e-14,4.4440853459347746e-11,1.896577985250527e-11,1.8047580045932425e-15,8.739867473638871e-11,6.42290816828085e-11,4.644427091909498e-15,1.6596876949973709e-15,1.1420689185106e-06,1.5755495392480814e-18,4.3350183043985307e-10,1.890597277180398e-14,3.358372454030541e-10,2.4093708434370496e-08,4.937116026665321e-16,1.703647091351416e-11,6.736512699086235e-10,2.045855461119265e-13,4.741912756848777e-17,1.7836999157519695e-14,2.902776181932836e-11,7.137331466632438e-12,2.3875123384638133e-13,4.3702126392983683e-14,1.222424539167089e-13,2.5158188505595408e-15,2.981846371900469e-13,4.1584287016866335e-12,9.726890419009471e-17
1.2475067926990295e-07,0.7820303122353154,4.1362196126482325e-06,1.73233596642329e-07,1.3301520532048374e-06,2.2181505892707422e-06,0.0,0.0,3.61071911807207e-06,6.782953098832318e-10,6.399130311785332e-09,2.736196599997237e-10,8.623782443859245e-11,3.911283350535004e-20,6.5558904216422996e-15,4.8834346446444e-11,2.0139056857553168e-07,1.4251838134625709e-09,2.8216632987749775e-14,5.958130268578717e-14,2.595245267196288e-07,5.759018887585969e-13,2.8442732380011873e-11,1.2593215388978488e-13,4.5570899520293975e-12,8.448309022736446e-10,7.076393266650629e-10,3.1245568398785e-10,2.447213284763235e-15,6.802527895900177e-16,7.873723915587745e-13,2.3996003496235848e-14,4.504043375976256e-11,1.2432073021247372e-12,3.76,0.0,0.6048656978359993,0.9984957548155542,2.56515459454641e-07,5.005160695893922e-09,0.01269684427801224,0.012697391949063734,5.209585569501491e-09,1.1887502021729404e-11,0.0014991941692083276,7.241320854408356e-09,3.156603435966569e-09,1.15708852650968e-06,1.1829900892610704e-07,2.6709928291653744e-06,3.6139573851904638e-06,0.0006063035704891844,6.409016094868648e-09,1.1057275055629082e-06,1.6353929128534284e-08,7.00716683907617e-11,3.3208717124684425e-09,2.6521387612037653e-08,4.7723183402858e-12,3.1858594828702536e-12,3.2082496667923296e-09,3.8719477942293203e-13,2.0550446760061022e-07,5.340451937301064e-11,2.3142779837494196e-09,4.846887261160937e-11,4.604225363108528e-14,7.173900728627461e-10,1.0795565392676329e-13,2.111246535697529e-16,6.127156517559426e-21,2.916014888229325e-15,9.411955215858727e-16,1.6464826111749775e-13,1.0869266669110513e-21,2.072313216304685e-12,7.325457871903571e-17,8.779992713047304e-12,4.1375990666492396e-17,1.3902164334595154e-14,4.538410432039491e-11,1.9660390808016326e-11,1.8967423957057253e-15,9.063119375747497e-11,6.665468870746883e-11,4.822988988537216e-15,1.7591537676105564e-15,1.1879492291591165e-06,1.649644420024089e-18,4.519482469214423e-10,1.9720024282320465e-14,3.576369339504371e-10,2.4269396471248574e-08,5.479577264304437e-16,1.7918764688048745e-11,7.117077950394722e-10,2.2024247809800263e-13,5.3090529229509564e-17,1.886074761441445e-14,3.127540055347398e-11,7.506598882987596e-12,2.4945523873332645e-13,4.466487780625203e-14,1.2496940965613938e-13,2.7618860218737682e-15,3.0423306911216335e-13,4.2624765426470646e-12,1.0493277340917725e-16
1.2721122422462668e-07,0.7820671477001139,4.253688282356767e-06,1.7985440259812892e-07,1.383294717320576e-06,2.3247586071316544e-06,0.0,0.0,3.681586710381559e-06,7.051738904872878e-10,6.794399119549562e-09,2.842720351090563e-10,9.028147284079325e-11,4.223997475114523e-20,6.8520272610330764e-15,5.0410867713011025e-11,2.0855982757348664e-07,1.5309677407397573e-09,3.095240629000523e-14,6.482008783637376e-14,2.698418282561674e-07,6.058025260633155e-13,2.8649499466333928e-11,1.3429853307114402e-13,4.729449736806531e-12,9.128287747782425e-10,7.288077772631993e-10,3.2427841573495195e-10,2.6690319328186595e-15,7.342726022284307e-16,8.413370448347774e-13,2.541964931123696e-14,4.70780721814545e-11,1.32737353306815e-12,3.76,0.0,0.6046117716162918,0.9984956240652262,2.721657585308715e-07,5.2743377372844745e-09,0.012944560697271562,0.012945131238889945,5.312077109989817e-09,1.2125104667509091e-11,0.0014991939732012633,7.726224018705815e-09,3.4279217057293784e-09,1.1800858464224876e-06,1.2067437588346735e-07,2.7690953691610696e-06,3.7429950073508984e-06,0.0006180863283745663,6.7991468157448915e-09,1.1494805948448163e-06,1.6664482146325144e-08,7.290399540735011e-11,3.4279608096619953e-09,2.7072548497629043e-08,5.1969327139417186e-12,3.4402520258262403e-12,3.3575616666736085e-09,4.2822372754343594e-13,2.1286601286948285e-07,5.44706823422282e-11,2.4406760146360803e-09,5.1138588933555163e-11,4.797739932800623e-14,7.730592101128042e-10,1.164465470907791e-13,2.341889318492124e-16,6.788322170304594e-21,3.079208716603599e-15,9.941356598711506e-16,1.737953495944371e-13,1.2032310244758172e-21,2.1391086222892114e-12,7.544571631823906e-17,8.964312176636347e-12,4.269322961109642e-17,1.4831143114327608e-14,4.634643539932933e-11,2.0369232485761294e-11,1.9919146872570044e-15,9.39279718994093e-11,6.913149748201272e-11,5.005358964662455e-15,1.8623247417718047e-15,1.2347115618979385e-06,1.7260370524404862e-18,4.708144292627899e-10,2.055271527813196e-14,3.803780470517241e-10,2.4447020880490468e-08,6.070102357694727e-16,1.8828755854308702e-11,7.511114025871265e-10,2.3678062142429217e-13,5.932459023580551e-17,1.99212320492068e-14,3.364719584736545e-11,7.887504160776071e-12,2.60451210932303e-13,4.56412438134964e-14,1.2773642243789204e-13,3.0265901495915007e-15,3.1033645465123814e-13,4.3669283108958024e-12,1.1305466027071607e-16
