Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925)
2.525820558856756e-06,1.009362117445484,0.0018867725423486923,0.000976662375094925,0.0008052940481930072,0.020132580627760344,0.0,0.0,0.0003824623959861073,3.0341747273536418e-06,0.01416755785501443,0.0007677319895684102,4.6149122808051524e-05,9.0573774664389e-10,2.437600945979189e-07,1.1717887853698735e-05,0.0015575897432977609,0.0012613747586809924,6.462700713138622e-05,6.61801778553459e-07,0.004245119506582857,1.0657304883782881e-07,1.088853509085402e-06,1.7877131733406113e-06,8.314950699107252e-08,0.009615939381045943,9.152058461657362e-07,2.279671256545248e-05,1.0608950277748263e-06,4.643269149000243e-08,4.185135401133868e-07,6.353287748498743e-10,2.7517033231658045e-07,2.2298761912087612e-08,3.76,0.0,0.06924822832197636,0.9729734978730535,0.012399238889027917,0.000401794745772169,0.6052539758102263,0.6543078778821229,1.4275623560781245e-06,7.043966803591118e-09,0.0029324685035709685,0.0011159285674868199,0.004060292471496787,3.6329938836480445e-05,2.534689685804516e-06,0.006336737683983128,0.011737798423793203,0.04316013236517887,0.000924038526844928,0.0022666334101606226,1.3331138955656934e-05,1.8117302357862376e-06,8.872327603190134e-06,1.0371804847343233e-06,9.863879489683594e-05,2.2537260743216377e-05,0.0049790929682787585,1.6883102790681363e-05,0.001091278412389438,5.294830132066314e-10,0.002693594256888172,6.039980957355406e-06,1.3710201549208983e-07,0.0001894792822228805,1.0542495212336181e-08,3.241267713538613e-09,1.3706192633575184e-13,8.997376481119467e-10,8.556943457340605e-10,4.148500469770045e-08,2.909823976788871e-14,4.0813331335271155e-07,6.487094775202953e-12,9.346417583416611e-11,5.4735076846049e-12,1.562945623854068e-07
2.545398393503375e-06,1.0096385961470882,0.0018803897285365589,0.0009780093208205632,0.0008009379125908427,0.02032141308198289,0.0,0.0,0.0003863713942101852,3.0829947032164672e-06,0.01445909355373337,0.0007841166418040423,4.665565295846783e-05,9.133885467117625e-10,2.46415624178073e-07,1.1776895998649546e-05,0.0015749465633568222,0.0012800057691682905,6.627656684569752e-05,6.688026843258062e-07,0.004302918689776619,1.0810797788513833e-07,1.098624895127492e-06,1.8274079080127228e-06,8.439308326991776e-08,0.009815206961909885,9.165824352008001e-07,2.323688924229315e-05,1.0959779100145439e-06,4.758382092832142e-08,4.230372800604118e-07,6.3908451983819e-10,2.7444912360015436e-07,2.300992035347252e-08,3.76,0.0,0.06791956996001648,0.9726014970650652,0.012555311731821056,0.000407669489823162,0.6058488568390072,0.6557097339393635,1.4289676221780983e-06,7.050914203801226e-09,0.0029313472768101693,0.0011150622071608837,0.004072768371075217,3.562854873152584e-05,2.488316357392047e-06,0.006374128397375458,0.011781167990282353,0.0433260249796083,0.0009235131210896847,0.002294703114683118,1.3293200520620304e-05,1.8421741123768503e-06,8.84842549540248e-06,1.0255524057521452e-06,9.902955231995152e-05,2.2599829039161277e-05,0.005090278388200185,1.696919169161095e-05,0.001102394843743765,5.189311394060887e-10,0.0027431205093645405,6.197948291408744e-06,1.3990441955932838e-07,0.00018951174384102524,1.0537545293446111e-08,3.2558157541135666e-09,1.3767476318280908e-13,9.063791456478669e-10,8.617145440375007e-10,4.210799291419858e-08,2.9227976227646246e-14,4.099485549390537e-07,6.516910031220707e-12,9.238941115486214e-11,5.497637259010657e-12,1.5922833613813766e-07
2.564976228149994e-06,1.0099110997687832,0.0018736644351480924,0.0009790827483315092,0.0007964752222780539,0.020508637706329113,0.0,0.0,0.0003902642511419288,3.132035815775378e-06,0.014751757551295262,0.0008005774095294966,4.7146198669854635e-05,9.205090095370304e-10,2.489908864755085e-07,1.1832500686056035e-05,0.0015922048631311907,0.001298585887937287,6.793127114376595e-05,6.756331478303495e-07,0.004360797475374788,1.0964469079408399e-07,1.108070407744399e-06,1.867258136141201e-06,8.563679799736346e-08,0.010015043930875553,9.177945505999722e-07,2.3678923105234195e-05,1.1317470621287636e-06,4.87441635363317e-08,4.274357524006742e-07,6.426641437390326e-10,2.7367736332499263e-07,2.3731754322842483e-08,3.76,0.0,0.06661658389393765,0.9722299929862732,0.012710521467207645,0.00041355326152801993,0.6064218713616638,0.6570898630700708,1.4303212560166443e-06,7.057605976896878e-09,0.002930227541656242,0.0011139172707529696,0.004083955794845932,3.493372362823578e-05,2.442356075151803e-06,0.006410717658153772,0.011822634494452458,0.043490445957583626,0.0009227501597396682,0.002322611097641543,1.3252421307545242e-05,1.8726668962331779e-06,8.822589837528881e-06,1.0139089668029898e-06,9.93806191084765e-05,2.2653553146769377e-05,0.005202072708283887,1.7048188317904717e-05,0.001113436141778621,5.084902270831884e-10,0.002792827788733073,6.357409602147901e-06,1.4271452003125525e-07,0.00018949060354656554,1.0529661014620929e-08,3.268995745258547e-09,1.382297836144779e-13,9.123791553874517e-10,8.671379500666702e-10,4.272729453265751e-08,2.934544364703802e-14,4.116442810605099e-07,6.544811936503346e-12,9.131494075278402e-11,5.520166903248911e-12,1.621738230698707e-07
2.584554062796613e-06,1.0101796898024813,0.0018666096890776842,0.0009798879447513553,0.000791912485750125,0.02069424457160763,0.0,0.0,0.0003941395080541869,3.1812789177163603e-06,0.015045464849923853,0.0008171095406268351,4.762060469326579e-05,9.271000249644469e-10,2.514853893169091e-07,1.1884735466030205e-05,0.0016093627139662807,0.0013171114176394037,6.959008033572856e-05,6.822913507602163e-07,0.0044187473709670485,1.1118298514542406e-07,1.1171870921430533e-06,1.9072507734359037e-06,8.688031490924398e-08,0.01021538440929161,9.188459190116967e-07,2.4122722854829732e-05,1.1682028975099038e-06,4.991335308124011e-08,4.3170801619239903e-07,6.460687714488846e-10,2.728571301335008e-07,2.4464076737553586e-08,3.76,0.0,0.065338797058594,0.9718590690077552,0.012864845864663726,0.0004194454486413282,0.6069735868043336,0.658448644503381,1.4316245971510073e-06,7.064048758605522e-09,0.0029291095495660668,0.0011125016957181713,0.00409387118668573,3.4245808193481304e-05,2.396831385478718e-06,0.006446512671308656,0.011862224488641916,0.043653383676124105,0.000921756189606938,0.002350351036677949,1.320890372031269e-05,1.9032008858947357e-06,8.794889529654492e-06,1.0022588188396803e-06,9.969251954977357e-05,2.2698581814430962e-05,0.005314440211575731,1.7120157976602982e-05,0.0011244009850955533,4.981649752293175e-10,0.002842705551989098,6.518319860020466e-06,1.4553140350022922e-07,0.00018941715631684683,1.0518920165784527e-08,3.280822926960217e-09,1.3872763496631588e-13,9.177392693806961e-10,8.719666584795885e-10,4.334265777251261e-08,2.945077967237219e-14,4.1322189412071334e-07,6.570822017819428e-12,9.024151533867534e-11,5.541115665391104e-12,1.6513038247231667e-07
2.604131897443232e-06,1.0104444268066635,0.0018592384653342996,0.0009804303768134854,0.0007872560854342441,0.02087822505293859,0.0,0.0,0.0003979957348144439,3.230704597961278e-06,0.01534013142907219,0.0008337083348859611,4.807874434484399e-05,9.331636139848953e-10,2.5389877638914e-07,1.1933637251277235e-05,0.0016264182789379141,0.0013355788023522097,7.125196114418324e-05,6.88775741374875e-07,0.00447676005820098,1.1272266508128377e-07,1.1259724794801986e-06,1.9473729520526256e-06,8.81232990963341e-08,0.01041616347764078,9.197403162338143e-07,2.4568198898513903e-05,1.2053455958286115e-06,5.109102186087484e-08,4.358533437849667e-07,6.492997026963122e-10,2.719904820203306e-07,2.5206695276403226e-08,3.76,0.0,0.0640857434064452,0.9714888059392904,0.013018264054621108,0.0004253454559835408,0.6075045587419632,0.6597864504812525,1.432878957177853e-06,7.070249046775802e-09,0.002927993544259205,0.001110823489413451,0.004102532157284286,3.356512262737463e-05,2.3517632799320026e-06,0.0064815210165958086,0.011899965188017095,0.043814826956678585,0.0009205378304116803,0.0023779168556546854,1.3162750015475702e-05,1.93376852685795e-06,8.765393391189875e-06,9.906102863029309e-07,9.996582586021025e-05,2.2735073068406758e-05,0.005427345338522554,1.7185175747476768e-05,0.0011352881239635757,4.879597177747588e-10,0.002892743417775369,6.6806340490742e-06,1.4835417013412713e-07,0.00018929272382720908,1.0505401740327076e-08,3.2913143476985966e-09,1.3916904093821292e-13,9.224626341794917e-10,8.762040995854155e-10,4.3953838028760096e-08,2.954413857134788e-14,4.1468290918392497e-07,6.594963629502585e-12,8.916985463515198e-11,5.560504077336503e-12,1.6809738257867886e-07
2.6237097320898513e-06,1.0107053704237428,0.0018515636676937931,0.000980715674257384,0.0007825122719407949,0.021060571790293484,0.0,0.0,0.0004018315314302627,3.2802932151838314e-06,0.015635674323214305,0.0008503691485457415,4.852051886713989e-05,9.387028777781408e-10,2.5623082274729585e-07,1.197924613022714e-05,0.0016433698108391805,0.0013539846268823404,7.291588850312631e-05,6.950850295430151e-07,0.004534827397123412,1.1426354125488481e-07,1.1344245812249343e-06,1.987612031821425e-06,8.936541734318662e-08,0.01061731723471613,9.204815595983449e-07,2.5015263408398148e-05,1.2431751063706982e-06,5.227680115234673e-08,4.398712148935679e-07,6.523584047743713e-10,2.71079453631745e-07,2.5959412793038984e-08,3.76,0.0,0.06285696387836148,0.9711192820164337,0.013170756502039912,0.0004312527053156912,0.6080153309813753,0.6611036464099209,1.4340856199275064e-06,7.07621320227939e-09,0.0029268797616821486,0.0011088907117762145,0.004109957413353082,3.289196325123717e-05,2.307171230353953e-06,0.006515750623657436,0.011935884405931452,0.043974765094328155,0.0009191017596960474,0.002405302724498431,1.3114062127290038e-05,1.96436241686952e-06,8.734170037481074e-06,9.789713674651292e-07,0.00010020115500803296,2.2763193479493344e-05,0.005540752728186174,1.7243325947594294e-05,0.0011460963798743651,4.778784318518428e-10,0.002942931173251652,6.84430723273811e-06,1.5118193446264117e-07,0.00018911865090941486,1.0489185739566525e-08,3.3004887562956978e-09,1.395547968829206e-13,9.265538846974823e-10,8.798550998977581e-10,4.456059807562635e-08,2.9625689693753767e-14,4.1602894692202203e-07,6.617261844212222e-12,8.810064757617452e-11,5.578354062344036e-12,1.7107420102584713e-07
2.6432875667364703e-06,1.0109625793968884,0.0018435981104236972,0.000980749613547145,0.0007776871589444432,0.02124127864880387,0.0,0.0,0.0004056455294845897,3.33002493139137e-06,0.015932011695137947,0.000867087398572316,4.894585673153149e-05,9.437219446905515e-10,2.584814301326142e-07,1.2021605180165076e-05,0.0016602156501906301,0.0013723256158505006,7.458084728375608e-05,7.012181812795381e-07,0.0045929414300457175,1.1580543076907384e-07,1.1425418823724437e-06,2.027955610486879e-06,9.060633846312566e-08,0.010818782852669207,9.210735006230072e-07,2.54638303732315e-05,1.2816911514556293e-06,5.347032165055695e-08,4.437613103023181e-07,6.552465035005775e-10,2.701260537704654e-07,2.672202772687787e-08,3.76,0.0,0.06165200637243887,0.9707505728926494,0.013322304978699174,0.00043716663519968106,0.6085064356524039,0.6624005910076306,1.4352458416788586e-06,7.08194745001021e-09,0.0029257684300349725,0.0011067114587189272,0.0041161666869725146,3.222660312537863e-05,2.263073226837563e-06,0.006549209747672586,0.011970010491282481,0.04413318788422941,0.0009174546983250121,0.0024325030586190796,1.3062941500336164e-05,1.9949753107263413e-06,8.701287772890705e-06,9.673497355712061e-07,0.00010039916553823538,2.2783117437384153e-05,0.005654627257908024,1.729470158937038e-05,0.0011568246450111561,4.679247455539385e-10,0.002993258780362236,7.0092946166847795e-06,1.5401382614026688e-07,0.0001888963021144451,1.0470352982587852e-08,3.308366493033842e-09,1.3988576522398896e-13,9.300190738600517e-10,8.829258044286498e-10,4.5162708248476194e-08,2.9695616177624026e-14,4.172617244510116e-07,6.637743343909581e-12,8.703455246472068e-11,5.594688844655944e-12,1.7406022528002248e-07
2.6628654013830894e-06,1.0112161115863687,0.0018353545010805447,0.0009805381019496074,0.000772786718674733,0.021420340678942586,0.0,0.0,0.0004094363934611668,3.3798797454650848e-06,0.016229062904738356,0.0008838585666683162,4.9354712887255035e-05,9.482259155223807e-10,2.6065062212807813e-07,1.2060760280963604e-05,0.0016769542232757987,0.0013905986325712496,7.62458339441117e-05,7.071744128162338e-07,0.0046510943849436825,1.1734815710458039e-07,1.1503233335531374e-06,2.0683915329830535e-06,9.184573362843632e-08,0.011020498627966184,9.215200179326858e-07,2.5913815644637657e-05,1.3208932299299185e-06,5.4671213895963406e-08,4.475235052401286e-07,6.579657757490936e-10,2.691322631011158e-07,2.749433451039425e-08,3.76,0.0,0.0604704257107543,0.9703827516364275,0.013472892534346637,0.0004430867008450577,0.608978393306736,0.663677636448679,1.436360851391952e-06,7.087457879976317e-09,0.002924659769712293,0.0011042938462533488,0.004121180665296149,3.156929269693825e-05,2.219485819071302e-06,0.006581906945566689,0.012002372267921032,0.04429008564537175,0.0009156033965891695,0.0024595125179242452,1.3009488932380833e-05,2.02560012459197e-06,8.666814483801778e-06,9.557527406302254e-07,0.00010056055441240463,2.2795026435200604e-05,0.00576893408138058,1.7339403834700734e-05,0.001167471881633706,4.581019524754979e-10,0.003043716381513045,7.175551608721554e-06,1.5684899064811117e-07,0.00018862705838582818,1.044898491659279e-08,3.3149693805500415e-09,1.4016287097827293e-13,9.328655984399468e-10,8.854234766680299e-10,4.5759946604205704e-08,2.975411492424105e-14,4.1838305086463224e-07,6.656436311642867e-12,8.597219729326775e-11,5.609532858684276e-12,1.7705485302631076e-07
2.6824432360297085e-06,1.0114660239854385,0.0018268454243834482,0.0009800871620056963,0.0007678167779945874,0.021597754076669324,0.0,0.0,0.0004132028219606975,3.4298375265542778e-06,0.01652674857332773,0.0009006782030206565,4.9747067962613025e-05,9.522208075258744e-10,2.6273853918224785e-07,1.209675992998646e-05,0.001693584040204039,0.0014088006777401134,7.790985810003018e-05,7.129531842509492e-07,0.004709278678403591,1.1889155003896795e-07,1.1577683421108623e-06,2.108907899768212e-06,9.308327669491248e-08,0.011222404028300267,9.218250104576031e-07,2.636513697789904e-05,1.3607806207292333e-06,5.587910869113943e-08,4.5115786247239435e-07,6.605181425157813e-10,2.681000320513796e-07,2.8276123971709534e-08,3.76,0.0,0.05931178360401547,0.9700158887330121,0.013622503466844335,0.000449012373943158,0.609431713024067,0.6649351285038193,1.4374318509565616e-06,7.09275044847997e-09,0.0029235539932948675,0.0011016459953546427,0.004125020920817719,3.0920260469473215e-05,2.17642415715085e-06,0.006613851052811756,0.012032998976157687,0.04444544924172727,0.0009135546209214083,0.002486326005450381,1.2953804428252201e-05,2.0562299398407723e-06,8.630817533476682e-06,9.441874118944906e-07,0.00010068605387568511,2.2799108366566063e-05,0.0058836386650882345,1.7377541447651874e-05,0.0011780371213817075,4.4841302238245115e-10,0.0030942943046715662,7.343033875673627e-06,1.5968658990576948e-07,0.00018831231384878983,1.0425163441244363e-08,3.320320614966848e-09,1.4038709701170685e-13,9.351021226632645e-10,8.873565591153378e-10,4.635209906045014e-08,2.980139511523411e-14,4.193948211675446e-07,6.673370324433826e-12,8.491418015878651e-11,5.622911658451679e-12,1.8005749252292973e-07
2.7020210706763276e-06,1.0117123727357475,0.001818083327142799,0.0009794029164247474,0.0007627830150443441,0.02177351614362964,0.0,0.0,0.0004169435488087304,3.4798780472241063e-06,0.01682499064348887,0.0009175419297911934,5.0122927423782016e-05,9.557134975157345e-10,2.6474543352926953e-07,1.2129655058696798e-05,0.0017101036930020934,0.0014269288879405222,7.957194401535062e-05,7.18554192817566e-07,0.004767486918127205,1.2043544555722333e-07,1.1648767622210079e-06,2.149493074246303e-06,9.43186445198852e-08,0.011424439735519933,9.219923909125059e-07,2.6817714067403423e-05,1.4013523865035517e-06,5.70936375057655e-08,4.546646251504461e-07,6.629056599000799e-10,2.6703127890325117e-07,2.9067183731489617e-08,3.76,0.0,0.05817564861407154,0.9696500520904626,0.013771123291441612,0.00045494314248947245,0.6098668925251554,0.6661734066770657,1.4384600154587664e-06,7.097830979381617e-09,0.0029224513056375773,0.0010987760175718282,0.004127709842393052,3.0279713689744207e-05,2.1339020337228512e-06,0.006645051160839817,0.012061920216400745,0.044599270100876366,0.0009113151412359018,0.002512938665631588,1.2895987061310135e-05,2.0868580064421116e-06,8.593363673613822e-06,9.32660461009498e-07,0.00010077642836211523,2.2795556837343397e-05,0.005998706823086694,1.7409230248034816e-05,0.0011885194644999603,4.388606085624594e-10,0.0031449830679042313,7.511697397236488e-06,1.625258028630981e-07,0.0001879534727196756,1.0398970742171267e-08,3.3244446576875354e-09,1.4055947943655046e-13,9.367384994954318e-10,8.887346330571683e-10,4.6938959514104614e-08,2.983767659161779e-14,4.202990064739091e-07,6.688576247314513e-12,8.38610695978849e-11,5.6348518300611694e-12,1.8306756292076805e-07
2.7215989053229466e-06,1.0119552131423033,0.0018090805042278704,0.0009784915734283805,0.0007576909564281318,0.021947625247494378,0.0,0.0,0.00042065734405658873,3.5299810162604205e-06,0.017123712434513973,0.0009344454443439761,5.048232069648423e-05,9.587116644171513e-10,2.6667166402902426e-07,1.2159498851461138e-05,0.0017265118537351826,0.001444980533983053,8.123113200971082e-05,7.239773658147993e-07,0.004825711905009109,1.2197968575482513e-07,1.1716488840997322e-06,2.1901356893041265e-06,9.555151727290442e-08,0.011626547684643052,9.220260795560561e-07,2.7271468576855296e-05,1.4426073773001363e-06,5.83144328696015e-08,4.58044209459567e-07,6.651305111403644e-10,2.6592788806808897e-07,2.986729859322514e-08,3.76,0.0,0.05706159611426169,0.9692853070500118,0.013918738709302023,0.00046087851059506266,0.6102844182913973,0.6673928043389621,1.439446493462975e-06,7.102705165442973e-09,0.0029213519038523645,0.001095692001387018,0.00412927056719604,2.964783905297454e-05,2.0919319289923745e-06,0.0066755165950885325,0.012089165894950243,0.04475154023019623,0.0009088917188943494,0.002539345882227207,1.283613484413269e-05,2.1174777458976005e-06,8.554518958061127e-06,9.211782856821947e-07,0.0001008324714486857,2.278457049387991e-05,0.006114104750097009,1.7434592568049594e-05,0.0011989180789884891,4.294470625441256e-10,0.0031957733833670025,7.681498516788584e-06,1.6536582604599876e-07,0.00018755194633934222,1.0370489123649835e-08,3.3273671282810923e-09,1.4068110327007515e-13,9.37785689690332e-10,8.895681628278407e-10,4.752032993960217e-08,2.986319008157831e-14,4.210976496170145e-07,6.7020861289964205e-12,8.281340502709984e-11,5.645380905083391e-12,1.8608449454912228e-07
2.7411767399695657e-06,1.0121945996880262,0.0017998490855678931,0.0009773594125669605,0.0007525459749183971,0.022120080782516063,0.0,0.0,0.00042434301487701215,3.5801261110396566e-06,0.01742283869348091,0.0009513845222182544,5.082530025576176e-05,9.612237315812138e-10,2.685176909533364e-07,1.2186346567004722e-05,0.0017428072726584105,0.0014629530190891635,8.288647978274442e-05,7.292228532359114e-07,0.004883946634800706,1.2352411873413623e-07,1.1780854223797713e-06,2.2308246529944484e-06,9.678157873838388e-08,0.011828671099036403,9.21929998232618e-07,2.7726324164549836e-05,1.4845442342993955e-06,5.954112875306828e-08,4.6129719710462686e-07,6.67195000086885e-10,2.6479170853935806e-07,3.0676250926046235e-08,3.76,0.0,0.05596920824759818,0.9689217164003594,0.01406533757540536,0.000466817998287846,0.6106847656905099,0.6685936488563671,1.4403924073065201e-06,7.1073785697444e-09,0.002920255977313559,0.001092401999323139,0.004129726913773987,2.9024803420112382e-05,2.050525055085491e-06,0.006705256893699914,0.012114766171964525,0.044902252230701906,0.0009062910953018842,0.002565543275929232,1.2774344610301595e-05,2.148082753745232e-06,8.514348655859895e-06,9.097469738779502e-07,0.00010085500286759335,2.2766352369494066e-05,0.006229799052896583,1.745375671404079e-05,0.0012092321996804328,4.2017444698938225e-10,0.0032466561607660876,7.852393989168014e-06,1.6820587400301402e-07,0.00018710915033344198,1.033980085401598e-08,3.329114698834626e-09,1.4075309784322748e-13,9.382556804641776e-10,8.898685461742615e-10,4.809602046742649e-08,2.987817592255683e-14,4.217928605448236e-07,6.713933099517167e-12,8.17716973210921e-11,5.654527274197918e-12,1.891077291685139e-07
2.7607545746161848e-06,1.012430586047881,0.0017904010241597012,0.0009760127710281072,0.0007473532876540982,0.022290883130373366,0.0,0.0,0.0004279994063564223,3.6302930093763424e-06,0.017722295642031392,0.0009683550198568485,5.115194068890648e-05,9.632588092104637e-10,2.7028407074283816e-07,1.221025536294232e-05,0.0017589887763990513,0.0014808438769314091,8.453706365389457e-05,7.342910201404262e-07,0.004942184299375699,1.2506859849497124e-07,1.18418750373375e-06,2.2715491533965585e-06,9.800851660946738e-08,0.012030754521848394,9.217080646982772e-07,2.8182206503889718e-05,1.527161393599154e-06,6.077336093521135e-08,4.6442432767075925e-07,6.69101542616658e-10,2.636245525165734e-07,3.1493821039297084e-08,3.76,0.0,0.05489807388279306,0.9685593403955531,0.01421090886594028,0.00047276114130452476,0.6110683991079126,0.6697762617188225,1.4412988534092895e-06,7.111856627172034e-09,0.0029191637078011122,0.0010889140157970079,0.004129103316354153,2.8410754541503416e-05,2.0096914004876396e-06,0.006734281786886314,0.012138751411607378,0.04505139930863347,0.0009035199811323755,0.0025915267016704056,1.2710711903787962e-05,2.1786668016451293e-06,8.472917180212825e-06,8.983723085610997e-07,0.00010084486558528048,2.2741109250734745e-05,0.0063457567799950956,1.7466856435249134e-05,0.001219461127251556,4.1104454256679476e-10,0.003297622510306573,8.024341025428852e-06,1.7104517973179602e-07,0.000186626501901773,1.0306988023994942e-08,3.3297149900969627e-09,1.4077663231449575e-13,9.381614036539196e-10,8.896481351205747e-10,4.866584944353347e-08,2.9882882045405874e-14,4.223868060854667e-07,6.7241512698015924e-12,8.073642930265245e-11,5.6623201042822394e-12,1.9213672019155508e-07
2.780332409262804e-06,1.012663225102595,0.0017807480850526279,0.0009744580304537952,0.0007421179548078963,0.022460033621374567,0.0,0.0,0.00043162540218599955,3.6804614207658935e-06,0.01802201101892491,0.0009853528770833312,5.146233773635581e-05,9.648266371627682e-10,2.7197145075435885e-07,1.2231284123764431e-05,0.0017750552661696276,0.0014986507695420033,8.618197971741084e-05,7.391824388029676e-07,0.005000418287612486,1.266129848200744e-07,1.189956653800726e-06,2.3122986626868513e-06,9.923202277244003e-08,0.012232743843790698,9.213641872273948e-07,2.863904329923299e-05,1.5704570900431619e-06,6.201076735873306e-08,4.6742649089498647e-07,6.708526583095446e-10,2.624281941933268e-07,3.231978754816381e-08,3.76,0.0,0.05384778856814325,0.9681982367764769,0.014355442645297745,0.0004787074908739178,0.6114357720834066,0.670940958661571,1.4421669025966652e-06,7.1161446459699194e-09,0.0029180752695273844,0.0010852359957112465,0.004127424760540143,2.7805821788803723e-05,1.9694397766742476e-06,0.006762601176972944,0.012161152134375165,0.04519897528488373,0.0009005850461798861,0.0026172922456536313,1.2645330876280576e-05,2.2092238390620106e-06,8.430288021938699e-06,8.870597728333039e-07,0.00010080292295595487,2.2709051064660955e-05,0.00646194544958958,1.7474030401295436e-05,0.0012296042271652465,4.020588617370906e-10,0.003348663745147544,8.197297334603634e-06,1.7388299508005822e-07,0.0001861054172382345,1.027213240353234e-08,3.329196469747629e-09,1.4075291160093838e-13,9.375166529326428e-10,8.889199291608965e-10,4.922964347028431e-08,2.9877564445043425e-14,4.2288170535900425e-07,6.732775633462328e-12,7.970805626442305e-11,5.668789257761269e-12,1.9517093287289383e-07
2.799910243909423e-06,1.0128925689520172,0.0017709018352972164,0.000972701604279605,0.0007368448786971545,0.022627534496081642,0.0,0.0,0.00043521992525403304,3.7306111169455386e-06,0.018321914118451306,0.0010023741193370527,5.17566073152663e-05,9.659375283834559e-10,2.73580564019553e-07,1.2249493292621304e-05,0.0017910057160117514,0.001516371485101229,8.782034491248786e-05,7.438978806767602e-07,0.005058642185909336,1.2815714315621566e-07,1.1953947834873106e-06,2.3530629404527224e-06,1.0045179358116817e-07,0.012434586327371338,9.209022594978234e-07,2.9096764297367488e-05,1.614429361089909e-06,6.325298847180937e-08,4.7030471888266554e-07,6.724509642970158e-10,2.612043687025379e-07,3.315392772972213e-08,3.76,0.0,0.05281795448330403,0.9678384607956232,0.014498930032769447,0.00048465661349243446,0.6117873274527662,0.6720880497852911,1.4429976004317244e-06,7.120247809352383e-09,0.002916990829142123,0.0010813758137762806,0.004124716720523714,2.7210116890921793e-05,1.92977786413446e-06,0.006790225119128358,0.012181998971597234,0.04534497460236302,0.0008974929098309672,0.0026428362221230595,1.257829419513622e-05,2.239747994559854e-06,8.386523680119526e-06,8.75814555450389e-07,0.00010073005595643438,2.2670390288272666e-05,0.00657833307579855,1.7475421689983934e-05,0.0012396609285560865,3.9321866353685177e-10,0.003399771383382904,8.371221162508693e-06,1.7671859104047887e-07,0.00018554730908228203,1.0235315308500803e-08,3.327588353090072e-09,1.4068317209677043e-13,9.363360021904595e-10,8.876975975992666e-10,4.9787237429457543e-08,2.9862486289741876e-14,4.232798270583063e-07,6.7398419712346294e-12,7.868700665541371e-11,5.673965212287957e-12,1.9820984446931493e-07
2.819488078556042e-06,1.0131186689280947,0.001760873634829044,0.0009707499256063996,0.000731538803313576,0.022793388867409642,0.0,0.0,0.00043878193814218087,3.7807219617013043e-06,0.01862193582479391,0.0010194148596812387,5.203488453028093e-05,9.666023132398788e-10,2.7511222403558703e-07,1.2264944707223292e-05,0.001806839171070714,0.0015340039356168793,8.945129800886491e-05,7.484383082101143e-07,0.0051168497783484375,1.2970094449164321e-07,1.2005041747291737e-06,2.3938320362835392e-06,1.01667530120974e-07,0.012636230627687286,9.203261557546471e-07,2.9555301294848077e-05,1.659076050718092e-06,6.449966755657966e-08,4.7306017830068265e-07,6.738991674618897e-10,2.599547712120548e-07,3.3996017868842766e-08,3.76,0.0,0.05180818038899327,0.9674800652447195,0.014641363169050011,0.0004906080906923933,0.6121234974938206,0.6732178396726276,1.4437919675592264e-06,7.124171177171967e-09,0.0029159105459222187,0.0010773412645517892,0.004121005097924277,2.6623734667587493e-05,1.8907122575306713e-06,0.006817163802789811,0.012201322622096094,0.0454893923313987,0.0008942501321506127,0.0026681551698968372,1.2509692958921908e-05,2.2702335767249142e-06,8.341685607018963e-06,8.646415567584527e-07,0.00010062716050833317,2.262534138107787e-05,0.006694888193179879,1.7471177286855456e-05,0.0012496307230561324,3.845249602125539e-10,0.0034509371495676493,8.546071327638285e-06,1.7955125802056964e-07,0.00018495358440212689,1.0196617483614036e-08,3.3249205063903705e-09,1.4056867740932557e-13,9.34634725059219e-10,8.859955850608903e-10,5.033847448813635e-08,2.9837915441058145e-14,4.2358347909575613e-07,6.745386757925597e-12,7.76736827013901e-11,5.677878983785755e-12,2.0125294437111983e-07
