Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476)
2.0919961457494085e-05,0.7490079806310748,0.002296650524546254,0.0005235493665639043,0.000993918037416761,0.20879733475632006,0.0,0.0,0.0035430306727763893,0.0007263506939981829,0.1074581415439206,0.006918210314980589,0.0003763019591670944,3.6752184666027943e-10,6.275512916029269e-08,2.094352256851362e-06,0.0025724103741467043,0.009128175842386099,7.852366781251845e-05,2.708195034043628e-07,0.0009959072577275857,1.5125504112169906e-08,6.804844996932988e-07,0.00034573398556484206,1.927950800135904e-06,0.011886050597538897,1.1794040348091023e-06,0.0006555519596862909,0.00023453974781692007,1.5910284869498796e-06,2.2674099557970282e-06,3.5028264103706736e-09,7.406447402946662e-07,1.1174638018428618e-05,3.76,0.0,0.10254973116061332,0.8247820710154918,0.1564922366093236,0.006986899679935907,0.09797687755458268,0.18807225255346896,5.159666380050549e-09,6.4353877837965545e-12,0.0005420573912247083,6.53823214277839e-05,0.00065148870075798,0.0002795016380793192,9.729258897117263e-05,0.15049019247327716,0.04758368921465992,0.004106094025600098,6.030171684141567e-05,0.014043603641207618,3.054989958230315e-05,1.2188754217184648e-05,2.5928275337984915e-05,0.0002275353632431973,0.0004605712135816631,9.018610327908942e-05,0.009849797838248069,0.00115359044689991,0.039244248030859435,3.3264618621945493e-08,0.013069088769817558,0.019701094499142445,5.417560219966362e-09,0.00016532848706278422,5.815401640587869e-08,2.0010038450603704e-06,2.869041904793319e-11,3.378489808864094e-07,7.028151153569036e-08,6.220436322252012e-06,3.856159582864415e-12,1.2653191449459208e-07,1.028859785528477e-11,2.4156601986058735e-07,2.527640751222935e-12,3.467501586972536e-08,5.824916817379979e-08,0.0003930269593645198,3.3569816997054247e-09,0.0017663345059187982,0.004160642824817872,9.73879111048211e-07,2.1414343482943045e-11,0.007167090774357539,1.4973213995232224e-10,1.1024677665383549e-05,1.2572747539415832e-09,0.0015309408097974797,4.693255053826195e-07,2.2479098430458735e-06,2.1516739551246275e-06,9.809935637026497e-05,0.005043895034588501,0.00015781213652029855,5.875688263638964e-09,0.0008579262410553157,4.069482833060716e-06,3.50225348997618e-08,1.2658888677912225e-07,5.694579838903577e-07,3.829647050336716e-05,1.5160784930187267e-09,3.64489613922692e-09,5.216637654911398e-05,6.045702331026883e-08,1.428983532811421e-10,0.001728310632200377
2.0990012609378596e-05,0.7491082550235286,0.0022889308682879266,0.0005221025274177879,0.0009898597281223758,0.2090153168037908,0.0,0.0,0.003533866655963092,0.0007243974790079718,0.10789333259176162,0.006941553846693728,0.0003753920191269013,3.6458879197994796e-10,6.242843504377624e-08,2.088423491042282e-06,0.002569128510832015,0.00913815879475872,7.847468790030673e-05,2.708491692466281e-07,0.0009982864714276128,1.5103071226285973e-08,6.772859773278147e-07,0.00034589775758124905,1.9204276495525277e-06,0.011902071691098843,1.178765266557507e-06,0.0006573938602733755,0.0002351528523148558,1.5897540309789879e-06,2.260885493213248e-06,3.494805550047343e-09,7.393895612188272e-07,1.1205527460261612e-05,3.76,0.0,0.1020848820553728,0.824295136174577,0.15684998842350928,0.007009883192209836,0.09800342448559723,0.18840441032433575,5.161058047370574e-09,6.4283243667454826e-12,0.0005417373665404236,6.519807227412228e-05,0.0006496218639357752,0.0002777386532356605,9.685505142717625e-05,0.15055486763391404,0.04751808962331913,0.0041041199522102775,6.0137186507597124e-05,0.014063891567738688,3.045129537442388e-05,1.2227918542528061e-05,2.584487965072551e-05,0.00022683085906280998,0.00045907430654418567,8.979813459943106e-05,0.009881195713559103,0.0011492439955501006,0.03932413550750605,3.30308692151986e-08,0.013106779348448252,0.019821210349420238,5.4228552516154285e-09,0.00016474898366602894,5.790811772646784e-08,1.9920130674208384e-06,2.8561552546248396e-11,3.353125054658952e-07,6.979743728265174e-08,6.2196956810924145e-06,3.838842859667234e-12,1.2604282498004294e-07,1.0251917184472725e-11,2.406459664792811e-07,2.5186491475747096e-12,3.477632433334681e-08,5.8169039279300815e-08,0.00039473609274270004,3.344451462047442e-09,0.0017657444522649474,0.004163109369329377,9.737500769919265e-07,2.1353543419701506e-11,0.007183907594434465,1.4966283324336634e-10,1.1015693999305769e-05,1.2553400356290882e-09,0.0015326586505350038,4.677627639171663e-07,2.2472675620654684e-06,2.1503585155363414e-06,9.811663477133527e-05,0.0050549216660876,0.00015932020143168967,5.872467406926952e-09,0.0008586187624680937,4.075128507413962e-06,3.5070670904133785e-08,1.261123116602228e-07,5.673239753360166e-07,3.837825422191299e-05,1.510365341933466e-09,3.6355866870132628e-09,5.256865696321671e-05,6.055294174540171e-08,1.428836154601258e-10,0.0017308807358045895
2.1060063761263107e-05,0.7492080620614782,0.0022813001782574353,0.0005206709436839476,0.000985845836320989,0.2092317153312462,0.0,0.0,0.003524751998868829,0.0007224334417064637,0.10832747566659269,0.006964819596902611,0.000374489491976548,3.617051893910142e-10,6.210629922977986e-08,2.0825638655644084e-06,0.0025658792523234426,0.009148015827071558,7.842594500583679e-05,2.7087916624189894e-07,0.0010006556512170768,1.5081106126690412e-08,6.741272860898175e-07,0.0003460579909070353,1.9129694705060875e-06,0.011917961271721454,1.1781365828189986e-06,0.00065922897734411,0.00023576187633815061,1.5884863909289939e-06,2.25442441704622e-06,3.4868693271896937e-09,7.381463440012294e-07,1.1236236503997734e-05,3.76,0.0,0.10162314373371854,0.8238098218301033,0.1572061905751356,0.007032782831035014,0.09802959513854935,0.18873558068600338,5.162429992756072e-09,6.421360917139548e-12,0.0005414184069244001,6.50157537675526e-05,0.0006477735954234027,0.0002759961060123168,9.642231237202211e-05,0.1506184224891907,0.04745247156634128,0.004102144263756652,5.9974410260762014e-05,0.014083919806394472,3.0353742407966425e-05,1.226697820986856e-05,2.5762378049073195e-05,0.00022613330154804657,0.00045759136240839217,8.941399562315351e-05,0.009912458549554063,0.0011449388258864114,0.03940349140866442,3.279994403905651e-08,0.013144291105624132,0.019941196293212393,5.428111163451658e-09,0.00016417585994326007,5.766491802808159e-08,1.983110417736354e-06,2.84339484337768e-11,3.3281086131256995e-07,6.93197820193596e-08,6.218827599126438e-06,3.8216955781673885e-12,1.255588422079028e-07,1.0215649300731564e-11,2.3973498084184794e-07,2.50975847952328e-12,3.487714734920319e-08,5.8088887104625727e-08,0.0003964373394170013,3.331994382317716e-09,0.0017651289459490018,0.004165540625748185,9.736146555160345e-07,2.129335763824313e-11,0.0072006240954625485,1.4959231649587812e-10,1.1006789947399309e-05,1.2534193619812678e-09,0.0015343649778757264,4.662186757784748e-07,2.246628005115826e-06,2.1490563193757213e-06,9.813371759132137e-05,0.005065805009740846,0.0001608314551848285,5.869249697989543e-09,0.0008593000048038481,4.080714371820651e-06,3.511829810482453e-08,1.2564015034515536e-07,5.652095659038034e-07,3.8459427295357224e-05,1.504705499139942e-09,3.626366879786324e-09,5.2970608043022646e-05,6.064877283301885e-08,1.4286967230095117e-10,0.0017334348373632632
2.1130114913147617e-05,0.7493074065964819,0.002273756780409469,0.0005192543335929786,0.0009818755635316383,0.20944655007187882,0.0,0.0,0.003515686405386131,0.0007204591317689756,0.10876058013655382,0.006988008376791181,0.0003735942534161335,3.58869838946333e-10,6.178862185093638e-08,2.0767720444984903e-06,0.002562662106609803,0.009157748557959325,7.837743637863846e-05,2.7090948367619314e-07,0.0010030149099793388,1.505959872110684e-08,6.710076499571144e-07,0.00034621474493961175,1.9055754253662436e-06,0.01193372082827526,1.1775177778768171e-06,0.0006610573783715333,0.00023636687248490662,1.5872255105494049e-06,2.248025624206136e-06,3.4790161953757513e-09,7.369148696860984e-07,1.1266767207825407e-05,3.76,0.0,0.10116448195430623,0.8233261120910229,0.15756085928261127,0.007055599383841916,0.09805539129877833,0.1890657711319799,5.1637823081798435e-09,6.414494912463967e-12,0.0005411005019297672,6.483532938935691e-05,0.0006459435421442165,0.00027427362165809567,9.599428448930016e-05,0.1506808720741126,0.047386837459411205,0.004100167128409346,5.98133544568591e-05,0.014103690974148991,3.025722046433556e-05,1.2305934207397552e-05,2.5680753267427456e-05,0.0002254425670554812,0.00045612214570934004,8.903362106278684e-05,0.009943587462841415,0.001140674233590735,0.03948232208707695,3.2571790711969945e-08,0.013181625907173162,0.02006105231451647,5.4333283181318124e-09,0.0001636089887291031,5.7424364437482315e-08,1.974294398976304e-06,2.8307585257908196e-11,3.3034332142517116e-07,6.884841241995966e-08,6.217834408167869e-06,3.8047149879677374e-12,1.2507987922317372e-07,1.0179786200472281e-11,2.388329041055396e-07,2.500966879167359e-12,3.497749004906969e-08,5.800871461149473e-08,0.0003981307425985793,3.3196099789405167e-09,0.0017644884323104665,0.004167937152607523,9.73472972755946e-07,2.123377497702043e-11,0.007217241352793382,1.4952061406005664e-10,1.0997964225326185e-05,1.2515125220197974e-09,0.0015360599789268634,4.646928822130233e-07,2.2459911140707716e-06,2.1477671310990735e-06,9.815060777592905e-05,0.005076546411225138,0.00016234585640402055,5.866035179244494e-09,0.0008599701182715481,4.0862412386771485e-06,3.5165423377792805e-08,1.2517233080595093e-07,5.631144315564279e-07,3.853999541589566e-05,1.4990980696725885e-09,3.6172349804820765e-09,5.337222089465639e-05,6.074451301752547e-08,1.428565070456747e-10,0.0017359731549606468
2.1193160949843678e-05,0.74939642518158,0.0022670410083382034,0.0005179919598981208,0.0009783389684573523,0.20963858030890034,0.0,0.0,0.003507569072011587,0.0007186739124684782,0.10914949375699244,0.007008813127642485,0.0003727946701129133,3.563583397233644e-10,6.150644459227498e-08,2.0716162876811857e-06,0.0025597937308223712,0.009166403052517048,7.833397665025646e-05,2.7093703468408255e-07,0.0010051298519101973,1.5040625269310977e-08,6.682327439203936e-07,0.00034635289683779367,1.8989749348194109e-06,0.011947794465275417,1.1769691338800785e-06,0.000662697251856867,0.00023690796790716643,1.5860964508941042e-06,2.2423190722480242e-06,3.472018203210163e-09,7.35816406363689e-07,1.1294094031556657e-05,3.76,0.0,0.10075428897641533,0.82289213235749,0.15787876320149738,0.007076063884031589,0.09807828912889219,0.18936211080483661,5.164982684672709e-09,6.408396794631706e-12,0.0005408152806514183,6.467453750620327e-05,0.000644311783718918,0.00027274023745615255,9.561301705910549e-05,0.15073614389156284,0.04732775499055916,0.004098386602252023,5.966984811216514e-05,0.014121267361534746,3.0171215957330645e-05,1.234090676895939e-05,2.560802674164848e-05,0.0002248266399814887,0.00045481139759980123,8.869444985540683e-05,0.0099714898903358,0.0011368702255265832,0.039552825782700064,3.236878033836686e-08,0.013215077446930533,0.02016881164308717,5.4379909263912694e-09,0.00016310404816377347,5.721008607080199e-08,1.9664328429485645e-06,2.8194902375905774e-11,3.28151111033254e-07,6.842944906521148e-08,6.2168354617142064e-06,3.7895727365466396e-12,1.2465303161828691e-07,1.0147849141073519e-11,2.3802852404066363e-07,2.4931375124713017e-12,3.506739197587236e-08,5.793654438672385e-08,0.0003996481348016213,3.3085257361077893e-09,0.0017638909498182748,0.004170064784055263,9.733402065480075e-07,2.1180657279487788e-11,0.007232112904401288,1.4945509165444047e-10,1.0990087008067238e-05,1.2498080253472368e-09,0.0015375759470166945,4.633350209091218e-07,2.2454201442526525e-06,2.1466177931933513e-06,9.816564662702526e-05,0.00508609341123223,0.0001637114747090012,5.863144876922913e-09,0.0008605638269618195,4.091165633934678e-06,3.520741254419625e-08,1.2475494822764516e-07,5.612450323808207e-07,3.861199412171467e-05,1.4940954901335409e-09,3.6090900337373235e-09,5.37333760643714e-05,6.083059862305079e-08,1.428453088819332e-10,0.0017382443220383954
2.125620698653974e-05,0.7494850764178325,0.002260393461745602,0.0005167412970983355,0.0009748365200606769,0.20982937342257488,0.0,0.0,0.0034994910139399915,0.0007168811865987295,0.10953758014660468,0.007029556748416942,0.0003720008058193476,3.538841559443299e-10,6.122773272652077e-08,2.0665134470453084e-06,0.0025569506245028614,0.009174959290068846,7.829070247625392e-05,2.70964829296014e-07,0.0010072369266742242,1.502200763615409e-08,6.65488321132251e-07,0.00034648831910679475,1.8924251251458886e-06,0.01196176500877903,1.176428186435468e-06,0.0006643317864788334,0.00023744587964667264,1.5849727791762122e-06,2.236661329840021e-06,3.465085253504925e-09,7.347271297150479e-07,1.1321279484789843e-05,3.76,0.0,0.10034653661674416,0.8224594285226234,0.1581954493670752,0.007096462270056713,0.09810088637174519,0.1896576680208881,5.166167302867315e-09,6.402373885511838e-12,0.0005405308979516263,6.451522574706055e-05,0.000642694256284317,0.00027122254848790586,9.523543616132218e-05,0.15079054295083463,0.04726866311174084,0.004096605145871202,5.952768548325145e-05,0.014138639464292821,3.0086016635491595e-05,1.2375796836984307e-05,2.553598487193184e-05,0.00022421605605869228,0.0004535114188576341,8.835823085541687e-05,0.009999285522081989,0.0011330980380785975,0.03962291355072638,3.2167937380886335e-08,0.013248388451027335,0.020276465727170172,5.442622639696779e-09,0.00016260398390794445,5.699787280524074e-08,1.9586392326903147e-06,2.8083192959530486e-11,3.25985452358949e-07,6.801538304769573e-08,6.21573867338529e-06,3.774561261463774e-12,1.2423011240745784e-07,1.011622822054749e-11,2.372311244291214e-07,2.4853854581724604e-12,3.515691254089957e-08,5.7864362106611435e-08,0.0004011592397583372,3.297499596682627e-09,0.0017632738775144984,0.004172165115189605,9.732025557816135e-07,2.11280108349163e-11,0.007246905681355253,1.4938865446736726e-10,1.0982271322083652e-05,1.2481144221241527e-09,0.001539083019127293,4.619914467159871e-07,2.244851246587994e-06,2.1454786413565136e-06,9.818053384952777e-05,0.005095527473478826,0.00016507957966639789,5.860257225297097e-09,0.0008611487458783288,4.096043454606118e-06,3.524900541735963e-08,1.2434097535879937e-07,5.593907700816375e-07,3.868351137720446e-05,1.4891340586038774e-09,3.60101372042025e-09,5.409424396322102e-05,6.091660537752437e-08,1.428347145337864e-10,0.001740503029554123
2.13192530232358e-05,0.7495733636691088,0.0022538130079834524,0.0005155021544425993,0.0009713676769141642,0.21001894303544774,0.0,0.0,0.0034914520059946843,0.0007150813255448961,0.10992484578487516,0.007050239800369118,0.00037121257599036803,3.514464626821718e-10,6.095241974983297e-08,2.0614626122966817e-06,0.0025541324433138663,0.009183418391413806,7.824761188515463e-05,2.7099286022556913e-07,0.0010093362120700263,1.5003739035047794e-08,6.627738557673341e-07,0.0003466210524464877,1.8859254059792007e-06,0.011975633483792514,1.1758947962694617e-06,0.0006659610289198063,0.00023798064414404157,1.583854453968432e-06,2.2310516462944696e-06,3.4582163002078553e-09,7.336468911431191e-07,1.1348324991398844e-05,3.76,0.0,0.09994120113089215,0.8220279895793245,0.15851092902576516,0.007116795091502022,0.09812318433228101,0.18995244800452032,5.1673362301189924e-09,6.396424498834469e-12,0.0005402473465957625,6.435736941379317e-05,0.000641090720937379,0.00026972030090220635,9.486148262904794e-05,0.15084407963183866,0.04720956346650388,0.004094822866227396,5.938684382964113e-05,0.014155809111736653,3.0001608841340316e-05,1.2410605093225844e-05,2.5464615997048782e-05,0.0002236107314399326,0.0004522220494041746,8.80249197030768e-05,0.01002697513797021,0.0011293571918817179,0.039692589769062245,3.196922634327992e-08,0.013281560212037734,0.020384014571038136,5.4472236760485545e-09,0.00016210871016006208,5.678768896571125e-08,1.9509125493548783e-06,2.7972442393781346e-11,3.2384585669492646e-07,6.76061254437415e-08,6.214545657619773e-06,3.759678601005262e-12,1.2381105855383535e-07,1.0084918043997777e-11,2.3644059750407607e-07,2.4777094141644336e-12,3.5246055296931785e-08,5.77921697863681e-08,0.0004026640884804024,3.2865312027594396e-09,0.001762637522250339,0.0041742385264976105,9.730601059600518e-07,2.1075827622879814e-11,0.007261620428509077,1.4932132332383798e-10,1.0974516287812302e-05,1.2464315683673218e-09,0.0015405813227633025,4.606619170481264e-07,2.244284381210919e-06,2.1443495152642032e-06,9.819527147323683e-05,0.005104849545936211,0.00016645014193315857,5.85737225367276e-09,0.0008617249784625017,4.100875258894338e-06,3.5290206721340815e-08,1.2393036267600624e-07,5.575514259306272e-07,3.8754551148058794e-05,1.4842131732401678e-09,3.5930048677556314e-09,5.4454818461599544e-05,6.100253094640697e-08,1.428247123358763e-10,0.001742749427088126
2.138229905993186e-05,0.7496612902451898,0.002247298540493915,0.0005142743455543707,0.0009679319096488563,0.21020730254086903,0.0,0.0,0.0034834518206963865,0.0007132746918316744,0.11031129704609802,0.0070708628356965595,0.0003704298979198958,3.4904447658794953e-10,6.068044075875584e-08,2.0564628928920047e-06,0.002551338847455232,0.009191781459455683,7.820470292188065e-05,2.710211203740011e-07,0.0010114277845477203,1.498581284981188e-08,6.60088834100636e-07,0.000346751136775948,1.879475193642591e-06,0.011989400897237401,1.175368827455839e-06,0.0006675850251083382,0.0002385122972591166,1.582741433980691e-06,2.2254892870101266e-06,3.4514103248875492e-09,7.325755453996917e-07,1.1375231952165391e-05,3.76,0.0,0.09953825914107343,0.8215978046940717,0.15882521325033633,0.007137062890485428,0.09814518431592435,0.19024645590818762,5.168489533857246e-09,6.390546992659469e-12,0.0005399646194631081,6.420094438268516e-05,0.0006395009442957557,0.0002682332465546989,9.449109862914454e-05,0.15089676413998346,0.047150457663237264,0.004093039865738604,5.9247300943575904e-05,0.01417277810943004,2.9917979238875962e-05,1.2445332207849093e-05,2.539390873077088e-05,0.00022301058416337273,0.00045094313262999226,8.769447300177181e-05,0.010054559507536625,0.0011256472177914576,0.039761858739615706,3.1772612513280954e-08,0.013314594002184337,0.02049145818362653,5.451794256717874e-09,0.00016161814317238203,5.6579499727363104e-08,1.9432517957290055e-06,2.7862636427075613e-11,3.2173184749735306e-07,6.720158973284491e-08,6.2132580029714165e-06,3.744922843149184e-12,1.2339580855237532e-07,1.0053913353884736e-11,2.356568378933065e-07,2.4701080908990584e-12,3.5334823740108125e-08,5.7719969398192984e-08,0.0004041627118212933,3.2756201926564944e-09,0.001761982185527613,0.0041762853905444805,9.729129406832163e-07,2.102409987273878e-11,0.007276257878920429,1.4925311846754381e-10,1.0966821043217138e-05,1.2447593232599008e-09,0.00154207098277647,4.5934619492336296e-07,2.2437195093864937e-06,2.14323025811794e-06,9.820986149306548e-05,0.005114060566510752,0.00016782313241775324,5.85448999104445e-09,0.0008622926263407962,4.105661594812641e-06,3.533102109454175e-08,1.235230619387909e-07,5.557267862663038e-07,3.8825117344488817e-05,1.4793322469692402e-09,3.5850623308900177e-09,5.4815093537785634e-05,6.108837309241287e-08,1.4281529076147935e-10,0.0017449836614094427
2.1445345096627922e-05,0.749748859405064,0.002240848978011584,0.0005130576883032314,0.0009645287006051172,0.21039446510873006,0.0,0.0,0.0034754902285657613,0.0007114616393213458,0.1106969402019705,0.007091426397760171,0.0003696526906904343,3.4667743729920325e-10,6.0411732583619e-08,2.0515134168375285e-06,0.002548569501659032,0.009200049579595955,7.816197364933887e-05,2.7104960281915764e-07,0.0010135117192434035,1.4968222629304137e-08,6.574327539745892e-07,0.0003468786112532788,1.873073911127108e-06,0.012003068238432299,1.1748501472809048e-06,0.0006692038202375762,0.0002390408742811735,1.5816336780201242e-06,2.219973532962771e-06,3.444666328192379e-09,7.315129504926731e-07,1.1402001745309333e-05,3.76,0.0,0.09913768762737252,0.8211688632026326,0.15913831294403666,0.0071572662017854215,0.09816688762829465,0.1905396968140459,5.1696272815466225e-09,6.384739769241998e-12,0.0005396827095444368,6.40459270862011e-05,0.0006379246983417061,0.0002667611428595576,9.412422762011749e-05,0.15094860651050193,0.04709134727610902,0.00409125624246989,5.910903513378812e-05,0.014189548239687,2.9835114803693327e-05,1.2479978839729518e-05,2.5323851953368504e-05,0.0002224155340907621,0.00044967451529359496,8.736684829062006e-05,0.010082039390171965,0.0011219676566177476,0.039830724690232876,3.1578061965118806e-08,0.013347491073827924,0.02059879657835586,5.4563345936480306e-09,0.00016113220119002243,5.637327109218145e-08,1.935655995726156e-06,2.775376106968429e-11,3.1964295994661486e-07,6.680169137218704e-08,6.211877272647533e-06,3.730292106107664e-12,1.2298430187829986e-07,1.0023209015928418e-11,2.3487974255144385e-07,2.462580234553858e-12,3.542322131129759e-08,5.764776287231623e-08,0.00040565514047464433,3.264766206067185e-09,0.0017613081636317519,0.004178306072217379,9.727611417017285e-07,2.0972819923250867e-11,0.007290818754119111,1.4918405974938763e-10,1.095918474324792e-05,1.2430975485752135e-09,0.0015435521214428255,4.5804404879860835e-07,2.2431565933339037e-06,2.142120716466687e-06,9.8224305869998e-05,0.0051231614632215655,0.00016919852227671308,5.851610465577269e-09,0.0008628517893731265,4.11040300045271e-06,3.537145309161674e-08,1.2311902575505167e-07,5.539166419959705e-07,3.88952138225074e-05,1.4744907044605656e-09,3.5771849920379434e-09,5.517506327599975e-05,6.117412965459754e-08,1.4280643860726508e-10,0.001747205876553207
2.1508391133323983e-05,0.7498360743573615,0.00223446326386504,0.0005118520046891293,0.0009611575435300952,0.21058044369052323,0.0,0.0,0.003467566998376009,0.0007096425133918204,0.11108178142388853,0.007111931021275609,0.00036888087512646715,3.4434459902832323e-10,6.01462336885811e-08,2.0466133323559386e-06,0.0025458240751772797,0.009208223820084275,7.811942214940631e-05,2.710783008072255e-07,0.0010155880900095708,1.495096208240475e-08,6.548051245613289e-07,0.0003470035142931685,1.866720988119452e-06,0.01201663647951824,1.174338626138432e-06,0.0006708174587815079,0.00023956640993822895,1.5805311449700764e-06,2.214503680309908e-06,3.437983331511465e-09,7.304589675951315e-07,1.1428635726960252e-05,3.76,0.0,0.09873946392002081,0.820741154606286,0.15945023884424184,0.007177405552956618,0.09818829557495896,0.19083217573539638,5.170749540683258e-09,6.379001273630727e-12,0.0005394016099392082,6.389229449735935e-05,0.0006363617602829696,0.000265303752645857,9.376081432103261e-05,0.1509996166122657,0.047032233845897976,0.004089472090298199,5.897202521108568e-05,0.01420612126201481,2.975300281426303e-05,1.2514545636716532e-05,2.5254434804138734e-05,0.00022182550285715027,0.00044841604743166015,8.70420040202117e-05,0.010109415535308188,0.001118318058886831,0.0398991917764068,3.138554153470314e-08,0.013380252659900362,0.020706029772978314,5.4608448991468015e-09,0.00016065080439718818,5.6168969864522164e-08,1.928124193858685e-06,2.7645802636207282e-11,3.1757874053792394e-07,6.640634788482145e-08,6.210405004987322e-06,3.715784553089796e-12,1.2257647953514905e-07,9.992800008949947e-12,2.3410921069018597e-07,2.4551246205142545e-12,3.551125139731185e-08,5.757555209805674e-08,0.00040714140497300535,3.253968882276479e-09,0.0017606157477491123,0.004180300928937941,9.726047889746806e-07,2.092198032562407e-11,0.007305303764345725,1.491141663974054e-10,1.0951606559345959e-05,1.2414461086724865e-09,0.0015450248585305137,4.5675525242670815e-07,2.242595596165814e-06,2.1410207401252603e-06,9.823860653173632e-05,0.005132153154358945,0.0001705762829115668,5.8487337046087214e-09,0.0008634025656954516,4.115100004218885e-06,3.5411507185748566e-08,1.2271820778384687e-07,5.521207882655959e-07,3.896484438506862e-05,1.469687982432104e-09,3.56937175973777e-09,5.5534721864668966e-05,6.125979854893189e-08,1.4279814495833804e-10,0.0017494162138887216
2.1634483206716105e-05,0.7500094542345543,0.0022218792716495136,0.0005094728661351608,0.0009545094150018038,0.21094889964859867,0.0,0.0,0.0034518346919823356,0.0007059873817521129,0.11184908226753579,0.0071527655497893245,0.00036735311064592906,3.3977864700748334e-10,5.962462508424252e-08,2.0369580275784765e-06,0.002540403679611057,0.00922429485205982,7.803484489515725e-05,2.7113631718215593e-07,0.0010197184289780763,1.491740560828618e-08,6.496333093341496e-07,0.00034724575613742707,1.854157973318973e-06,0.012043479467290704,1.1733365573490244e-06,0.0006740294405379375,0.00024060849333677376,1.5783415835324792e-06,2.203698936911418e-06,3.424796527764692e-09,7.283762976513565e-07,1.148150157349025e-05,3.76,0.0,0.09794997093683172,0.819889394902632,0.16007061141230308,0.007217494449920698,0.09823023059132446,0.1914148673445872,5.172947863334292e-09,6.367724448934638e-12,0.0005388418145919023,6.358909392222519e-05,0.0006332749417365172,0.0002624321899219026,9.304414576935308e-05,0.15109917868245545,0.046914003858773506,0.004085902555050917,5.8701690671575385e-05,0.014238682910288807,2.9590986734761996e-05,1.2583442264291e-05,2.511747718600031e-05,0.00022066019194372008,0.0004459289759943179,8.640049497607304e-05,0.010163859562464678,0.0011111070025941246,0.0400349456287188,3.1006462004687634e-08,0.013445374213234296,0.020920180653415096,5.469776252018257e-09,0.00015970133640053432,5.576602069532695e-08,1.9132488616260715e-06,2.7432583235417416e-11,3.1352254665089817e-07,6.562900551816791e-08,6.2071918903559026e-06,3.6871318397407e-12,1.2177165819007106e-07,9.932848458495775e-12,2.3258744508287465e-07,2.440425349979644e-12,3.568622240008117e-08,5.743112516494693e-08,0.0004100955628215201,3.23254277920716e-09,0.001759176874171721,0.004184214561486289,9.72278733545275e-07,2.082159322868833e-11,0.007334048976241199,1.4897195045793735e-10,1.093662130459106e-05,1.2381737035125772e-09,0.0015479455950193589,4.542168293287188e-07,2.241479215138808e-06,2.138848898347934e-06,9.826678425818038e-05,0.005149812545654681,0.00017333880331644734,5.842988582110993e-09,0.0008644793424590229,4.124362873094559e-06,3.549049916483363e-08,1.2192604593947075e-07,5.485711543953914e-07,3.910272271908918e-05,1.4601968061001338e-09,3.553933374755653e-09,5.62530828547021e-05,6.143086537209292e-08,1.4278319069292898e-10,0.0017538018078023323
