Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944),S(1828),CHF(40),S(1121),S(1122)
3.956263018584229e-06,1.1326361066576416,0.0013151913982047967,0.0005755189762867292,0.0004882276742348436,0.05244126559120026,0.0,0.0,0.0008365640047351906,1.2109323469621867e-05,0.06025841036799557,0.00408719930635147,0.0001178126465458165,2.239329541946214e-09,7.014691677379659e-07,1.6872960905083093e-05,0.002602154464881043,0.002375079445953746,0.0003311840963534731,8.395651860218196e-05,0.025259315168597286,1.0022239090937618e-06,2.983090025944195e-06,5.121435999125443e-06,1.7816884904052867e-07,0.03260220108482809,4.036567881751358e-06,0.0002172476348829991,5.837410032617304e-06,1.4384538362932072e-07,6.469864000908188e-07,4.824512307386312e-09,2.887016308418397e-07,5.824890523832978e-07,3.76,0.0,0.004931717897417823,0.9221238970124775,0.03429555057134099,0.002251155067558336,0.7712946239457257,0.9646872064476304,2.592362026305463e-06,1.370059010171499e-08,0.003205059547280993,0.001058029479004008,0.003026084686110713,2.6322672665783243e-06,5.237934161695063e-07,0.01247168493904705,0.01121537273698069,0.05384866484285504,0.0009488220067032421,0.004166361888771862,8.56219998963204e-06,3.6473446734049387e-07,5.6104509409655865e-06,4.212925731402224e-07,8.96250617368435e-05,1.7633494335316203e-05,0.01676168484796387,9.87157844100779e-06,0.003356828460466518,2.7364540007741364e-11,0.023446873804702235,0.00037383048928025874,6.391322727395895e-07,0.00013351491802864176,5.373218974621523e-09,1.3248081399766449e-09,6.055585511423979e-14,2.9189868851539345e-10,5.682998373124943e-10,1.1904392702723782e-07,1.3531668711766284e-14,5.040971466137011e-07,6.581845847918495e-12,2.9455898160276633e-11,6.194448305475818e-12,1.8548159871022937e-06,5.392085510953137e-07,9.55260215310919e-07,4.963048774113099e-10,6.282017195109694e-06,0.002966901101607298,3.674668002821628e-08,8.819088837221019e-10,0.016590533812830988,2.4962164663779286e-11,3.024740114018743e-07,2.9887670545714592e-12,0.0003299355769112026,3.447654423396284e-05,7.492495653507259e-05,6.44242208219235e-08,2.1805050715814864e-06,0.00011150092079866305,2.2111159969075125e-05,1.5678883305098198e-11,9.771830248613164e-07,4.2797330738578276e-07,2.4166911345743935e-08,7.589062896125334e-10,1.6079220814857145e-09,4.3543146707113205e-06,7.826744283153381e-12,3.476641945501532e-08,1.0075808322222958e-06,2.702007243514241e-09,6.822078283381377e-10,0.0005820932834351621,1.2371518179071379e-05,5.266726038946726e-10,0.00010056781661250868,3.971534153046852e-09,7.196532906947225e-08,1.994922522440057e-11,5.001014814238422e-12,1.0156631172538659e-08,1.6331127768360504e-08,0.001502117702009401,3.727627684346602e-11,2.5109661044791212e-11
3.9811305001992425e-06,1.1327719537199452,0.0013133367521390583,0.0005740257473002253,0.0004880003223358386,0.052563746987291216,0.0,0.0,0.0008380474850563031,1.2147111788674215e-05,0.06069211827708787,0.004118019170246211,0.00011799309432665724,2.242276771190479e-09,7.03212421316216e-07,1.6884055808472653e-05,0.002606366364488318,0.0023821429328136734,0.00033271117562082964,8.423768272018894e-05,0.025414927697307105,1.0088567625003606e-06,2.9924678495708188e-06,5.151431474948361e-06,1.7858752302951733e-07,0.03277242891260707,4.036926033734946e-06,0.00021854184551697088,5.886823432037683e-06,1.444920083429977e-07,6.490841423211305e-07,4.815786794412636e-09,2.885464160620346e-07,5.856154887275754e-07,3.76,0.0,0.004772892633728677,0.9217057357933912,0.0344616546231864,0.0022710448847383384,0.7707406372711628,0.965294809594816,2.590500427771691e-06,1.369075346868318e-08,0.0032036060292403574,0.0010563203131772158,0.0030157063996193692,2.571062053913567e-06,5.22590718724797e-07,0.01247478871016408,0.011128135405280728,0.053815328783722506,0.0009471156527412427,0.004170379874460378,8.542220887296407e-06,3.63516622033844e-07,5.59782541726876e-06,4.1986897622988416e-07,8.9252257971855e-05,1.753879876328415e-05,0.016837654318210254,9.82477347837333e-06,0.003370983014119103,2.6717303036890297e-11,0.02358744225058344,0.00037887411416366693,6.42467187716688e-07,0.00013315415393558115,5.3556081538802845e-09,1.317760316359106e-09,6.023386860906206e-14,2.894511232420173e-10,5.645202059580154e-10,1.1909747255673287e-07,1.3459744995316745e-14,5.041462927668381e-07,6.582202899091565e-12,2.9362087667134036e-11,6.194941180680514e-12,1.8660601653773763e-06,5.350403391932787e-07,9.513819393771581e-07,4.931344799641135e-10,6.23124757849078e-06,0.002988679296271872,3.699531303975925e-08,8.808137579281041e-10,0.016687634591943633,2.5127861698360352e-11,3.016862820724135e-07,2.979292315567413e-12,0.00033102941912771413,3.44331240617268e-05,7.507056841457768e-05,6.44487059374095e-08,2.1795644742365784e-06,0.00011196226619375085,2.2384282714884985e-05,1.566306363192945e-11,9.632823573591693e-07,4.2955961632266156e-07,2.425625487536955e-08,7.586792351425036e-10,1.6073986831987074e-09,4.374644096845878e-06,7.830359730675395e-12,3.4656465225277235e-08,1.0213214470660462e-06,2.7211114786258167e-09,6.826629234148933e-10,0.0005814646310192941,1.2294128212165898e-05,5.230756381616845e-10,0.00010044751786196334,4.011719641493046e-09,7.245233010454724e-08,2.0088534188358582e-11,4.992168401232985e-12,1.0280880672209361e-08,1.6489588080267008e-08,0.0015035537225098607,3.729022775412816e-11,2.511924216856123e-11
4.030865463429269e-06,1.1330405000480788,0.0013100413390250368,0.0005712099032789313,0.0004876817472142692,0.0528070777236657,0.0,0.0,0.0008409624659459407,1.2221176860765596e-05,0.06155818627224917,0.00417968928177322,0.00011837186520256111,2.249300161639186e-09,7.068449899588121e-07,1.6909271854342352e-05,0.0026148461877473885,0.002396112110743851,0.00033578493962193966,8.481240794554022e-05,0.025725240875064784,1.0221113421575102e-06,3.0117097368572063e-06,5.211352112811537e-06,1.7942428187539862e-07,0.033110085285571196,4.037859379043307e-06,0.000221126837837136,5.985099508656685e-06,1.4578993561270598e-07,6.534199420595244e-07,4.799744532145317e-09,2.882884316448111e-07,5.919004010926551e-07,3.76,0.0,0.004470543262328755,0.9208712460074534,0.0347934353919531,0.0023109528765053564,0.7696229911757271,0.966493419829956,2.586744691315827e-06,1.3670908259553978e-08,0.003200705369873803,0.0010531875542517696,0.0029960202657369206,2.4548609468372976e-06,5.206070629278966e-07,0.012480596309212147,0.010955298255681443,0.05374741818833313,0.0009439559490372484,0.004178030108868751,8.504998265132939e-06,3.611694406084179e-07,5.574325637988101e-06,4.1722941832964605e-07,8.853764467341044e-05,1.7356073556226236e-05,0.016987743794947968,9.734840063081786e-06,0.0033992867159323044,2.5488993656604568e-11,0.02386648841059243,0.0003890400566283465,6.490830990469673e-07,0.00013247241979130164,5.322064491100524e-09,1.3041864973107098e-09,5.961373369351733e-14,2.847956724375177e-10,5.573049391665257e-10,1.1919280520634144e-07,1.332122205236243e-14,5.043360893496481e-07,6.584128702045702e-12,2.918714296335197e-11,6.197056047081104e-12,1.8883800755975043e-06,5.267820350216347e-07,9.434170191713082e-07,4.868141801239279e-10,6.134333917154956e-06,0.003031868775152106,3.7487310061422816e-08,8.788048965938606e-10,0.01688123182777274,2.5456116686712477e-11,3.0023685155893074e-07,2.961627784551943e-12,0.00033321092734532923,3.435353139195781e-05,7.536897085886294e-05,6.451137847072917e-08,2.1782520331568484e-06,0.00011288395363449191,2.2936381780903453e-05,1.563561792667489e-11,9.363616071989124e-07,4.3272599720479395e-07,2.4434602823870384e-08,7.584142692550519e-10,1.6067601785827976e-09,4.414845051835425e-06,7.840762744289166e-12,3.4445547274820674e-08,1.0488994961134087e-06,2.7597355892206087e-09,6.836409437041628e-10,0.0005801460464537094,1.2143969564195772e-05,5.160923116697229e-10,0.00010020857883178879,4.092310218972234e-09,7.341601099140272e-08,2.036769275302065e-11,4.974604163288961e-12,1.0532023096676263e-08,1.6807005649058532e-08,0.0015065606846727168,3.7321551492598524e-11,2.5140703571612114e-11
4.075626930336293e-06,1.133278787729569,0.0013075259710936577,0.0005688613052530958,0.0004875434659326126,0.05302432337314204,0.0,0.0,0.0008435313824939401,1.228622324980066e-05,0.06233629235057515,0.004235236335638578,0.00011873258216591412,2.2568756017148898e-09,7.102790086823676e-07,1.693529467222104e-05,0.0026225512771413414,0.0024085131329485564,0.00033857596054813444,8.534352487997557e-05,0.026003517091948543,1.0340291283551359e-06,3.029571276572353e-06,5.26522168652764e-06,1.8017783675570146e-07,0.03341090000479737,4.038940227655093e-06,0.00022344993397466507,6.072939981063578e-06,1.46964402014718e-07,6.574791583555741e-07,4.786845539428186e-09,2.8811352991851336e-07,5.975953781919072e-07,3.76,0.0,0.004214971076166967,0.920122106135248,0.03509163309004792,0.0023470179051241075,0.7686066059445235,0.9675541638119599,2.583329193854292e-06,1.3652860858558245e-08,0.003198101391123845,0.00105067924197083,0.002979472986187571,2.356922573823336e-06,5.19273421943325e-07,0.012485388591463155,0.010801622189879094,0.053685004985536626,0.0009413878930784017,0.004184498281272068,8.474466845693202e-06,3.5915376094068315e-07,5.5550766451087805e-06,4.1507807889555904e-07,8.792831173213623e-05,1.7198884290734774e-05,0.017120791040272157,9.657907875866225e-06,0.003424760221220761,2.4454239266541308e-11,0.02411529251273081,0.00039827872687592133,6.549781606637516e-07,0.0001319021559394156,5.29369761260912e-09,1.292538166602302e-09,5.908156434222804e-14,2.80864179470058e-10,5.511835102851667e-10,1.1926596992729548e-07,1.3202348056819774e-14,5.046071606769043e-07,6.587189497550375e-12,2.904336497661229e-11,6.200196372543142e-12,1.9082796778853763e-06,5.194391326344131e-07,9.360297337567202e-07,4.811531935595022e-10,6.052212983831443e-06,0.0030703253421027815,3.7924161429558285e-08,8.771939065113604e-10,0.017054792587309603,2.5748024895940254e-11,2.9906828283569955e-07,2.947112964440298e-12,0.00033516805931386946,3.4289824443763594e-05,7.564548184136624e-05,6.458268055106265e-08,2.1776872552988904e-06,0.00011371342909641675,2.3439999255248032e-05,1.561544911305771e-11,9.13108248564876e-07,4.355693971842919e-07,2.4594772112411525e-08,7.583822653275648e-10,1.606631151694986e-09,4.4505191084169675e-06,7.85352913649674e-12,3.42654923111725e-08,1.0738243782299147e-06,2.7949673169147375e-09,6.845973358705948e-10,0.0005788956392532848,1.2013882022593677e-05,5.100374572456225e-10,9.999571168965845e-05,4.165099153179063e-09,7.427167619859043e-08,2.0619589113682748e-11,4.95895489316788e-12,1.0761090454392059e-08,1.7093203135351903e-08,0.0015094191491378302,3.735358068996952e-11,2.5162597174773787e-11
4.120388397243317e-06,1.133514044140286,0.0013054148786438068,0.0005666792071412464,0.000487538676922043,0.0532400226069167,0.0,0.0,0.0008460535064660179,1.2349860034837409e-05,0.06311330737998214,0.004290834942812043,0.000119111456038981,2.265604873224801e-09,7.138669472506505e-07,1.696434002543542e-05,0.0026303355152499696,0.0024207610568795462,0.00034139260690474357,8.588745895795257e-05,0.026280876243204777,1.0459376077982845e-06,3.0479364586113494e-06,5.31905806660263e-06,1.8093303619737386e-07,0.033708921944449216,4.0402421098277325e-06,0.00022577035809852216,6.160227536068965e-06,1.481459239799953e-07,6.616838554209808e-07,4.7753331863188e-09,2.879902374098692e-07,6.033290675236586e-07,3.76,0.0,0.003974128298690643,0.9193745686971393,0.03538953367691833,0.002383224740983977,0.7675808159098146,0.9685988090748217,2.579882058841293e-06,1.363464628164017e-08,0.0031955029887918316,0.0010484504287036824,0.002963980472020805,2.26482937582523e-06,5.183376553522284e-07,0.012489791534423091,0.010649733802221069,0.05362149041489172,0.0009390674436354952,0.004190595226040552,8.446590128059587e-06,3.5722532467779556e-07,5.53752741433591e-06,4.131262388406039e-07,8.734941140676242e-05,1.7048221408183562e-05,0.017251991317368987,9.58457806257882e-06,0.0034502406507696867,2.3481660045661777e-11,0.02436193186092504,0.00040760158929970956,6.608194091714777e-07,0.0001313707111286424,5.266961262900751e-09,1.2813996839405993e-09,5.857268563142657e-14,2.7716203545666234e-10,5.453939989748857e-10,1.1932796843443024e-07,1.3088676242655318e-14,5.049688550522242e-07,6.591450337277987e-12,2.8911729622689383e-11,6.2044546793734176e-12,1.9280048835304667e-06,5.121815316811343e-07,9.284548735518099e-07,4.755220090461141e-10,5.9747352650326845e-06,0.0031083945603831687,3.835544732365892e-08,8.757591146808862e-10,0.017227724961425942,2.6036659889042383e-11,2.980204425788129e-07,2.93382410850917e-12,0.0003371201439681262,3.423326827839818e-05,7.592924318167979e-05,6.466734101081288e-08,2.1776731459804824e-06,0.00011454394814474524,2.3950048785088405e-05,1.559931538112533e-11,8.907479458057442e-07,4.384076035191129e-07,2.475466102240617e-08,7.585361329886736e-10,1.6069032445456344e-09,4.4857289939299225e-06,7.869300252050228e-12,3.409418621676389e-08,1.0988422924730201e-06,2.8306395343917122e-09,6.856245826224419e-10,0.0005775913242528996,1.1888357217515237e-05,5.041900767622391e-10,9.978519291311923e-05,4.238139817046366e-09,7.511643874247594e-08,2.087214437518073e-11,4.943467482779302e-12,1.099306393236415e-08,1.7379846863093732e-08,0.0015124199089900873,3.738917407232782e-11,2.5186884998958193e-11
4.1651498641503405e-06,1.133746445198747,0.001303687435133835,0.0005646549558681001,0.00048766084388877386,0.05345427806164748,0.0,0.0,0.000848533269306909,1.2412195387344893e-05,0.06388940902544617,0.004346494259180836,0.00011950787949063306,2.275456224533507e-09,7.176066428937163e-07,1.6996285991223147e-05,0.0026382076725832977,0.002432864236862649,0.0003442368451637652,8.64438853858629e-05,0.026557350825495353,1.0578380999054281e-06,3.066794168221425e-06,5.372882434831467e-06,1.8169096534386596e-07,0.034004261912009955,4.0417583283324295e-06,0.00022808861642721785,6.246985592970119e-06,1.4933547124462012e-07,6.660309291151688e-07,4.765141406004055e-09,2.879161010208204e-07,6.091035148560753e-07,3.76,0.0,0.0037471611901948414,0.9186284523568821,0.03568721623927411,0.002419575161296054,0.7665461150622892,0.9696282273630276,2.5764049482838752e-06,1.3616273311831621e-08,0.003192909532273918,0.0010464870037246376,0.002949492391623353,2.178183447398862e-06,5.177730252337122e-07,0.01249382539732484,0.010499639309768903,0.053556987600958686,0.0009369820836007635,0.004196342682473867,8.421223476168234e-06,3.553799659480704e-07,5.5215854471739865e-06,4.113622041618245e-07,8.679946618767154e-05,1.6903760017808847e-05,0.017381417209090307,9.514671593361236e-06,0.003475734266746305,2.2566972139641422e-11,0.024606453102470977,0.00041700823032448845,6.666089687091134e-07,0.00013087605725017667,5.2417671519952615e-09,1.2707450157162665e-09,5.808590823891058e-14,2.7367527319925394e-10,5.399175237836111e-10,1.1937952667853096e-07,1.2979940952894433e-14,5.054171191956872e-07,6.5968575649899865e-12,2.8791507061548928e-11,6.209780861487568e-12,1.947559458292273e-06,5.05009537014758e-07,9.207105530792667e-07,4.69924059231172e-10,5.901719070033452e-06,0.0031460811422219888,3.8781233259630494e-08,8.744909131782789e-10,0.01740004050627675,2.632208150551645e-11,2.970861216033414e-07,2.9216854936168965e-12,0.00033906794980957704,3.418353083471581e-05,7.621996678541835e-05,6.476467901823433e-08,2.178179645249646e-06,0.00011537642219732537,2.446658281899225e-05,1.5586983452113285e-11,8.692515716135564e-07,4.4124136809762985e-07,2.491431140483517e-08,7.588669072204181e-10,1.6075570586346237e-09,4.520489231448426e-06,7.887879275166224e-12,3.393116067056931e-08,1.123947612961252e-06,2.866747045080308e-09,6.867213868380809e-10,0.0005762388785445706,1.1767186505354325e-05,4.9854046970271e-10,9.957726537114411e-05,4.311439829470276e-09,7.595042659737017e-08,2.112539508760944e-11,4.928151661001569e-12,1.1227967927545524e-08,1.766689229588479e-08,0.0015155610309797807,3.742826081048662e-11,2.5213519213756742e-11
4.209911331057364e-06,1.1339761572973948,0.001302324026430924,0.0005627802793322516,0.0004879037460035923,0.05366718625319964,0.0,0.0,0.0008509748262774808,1.2473332339027748e-05,0.06466476718529618,0.004402223060777877,0.00011992124238866691,2.2863993494549e-09,7.214958308388264e-07,1.7031014684322253e-05,0.002646175927406106,0.002444830613641827,0.0003471104219706752,8.701246469204941e-05,0.02683297159753287,1.069731866902485e-06,3.0861333809716768e-06,5.4267153136405086e-06,1.8245264403549992e-07,0.034297024926983964,4.043482365829674e-06,0.00023040519630356277,6.333238606402712e-06,1.5053396717994006e-07,6.705173149568863e-07,4.7562068063633965e-09,2.878887729649983e-07,6.149207080729568e-07,3.76,0.0,0.0035332660820058055,0.917883585108097,0.035984755802657996,0.002456071024477413,0.7655029677543851,0.9706432419344161,2.5728994244636057e-06,1.3597750205109195e-08,0.003190320423408754,0.0010447754604547407,0.00293596004412431,2.0966170477427772e-06,5.175547501491572e-07,0.012497509279697306,0.010351342650474996,0.053491603503229485,0.0009351198276784642,0.004201761215018547,8.398229431446477e-06,3.536136445731312e-07,5.507162813365414e-06,4.0977500868086044e-07,8.627706656355938e-05,1.6765191401847154e-05,0.017509137655412288,9.448017619822652e-06,0.0035012470887445823,2.1706220495436223e-11,0.02484890169898071,0.0004264982363110955,6.723488520294301e-07,0.00013041625398895124,5.2180310083740795e-09,1.2605493694477333e-09,5.762009955790167e-14,2.703907883068256e-10,5.347362863108653e-10,1.1942132570763322e-07,1.2875889201520862e-14,5.059480427380076e-07,6.603359424248052e-12,2.8682013782630607e-11,6.216126602791775e-12,1.9669470725411505e-06,4.979233440820095e-07,9.128139874996458e-07,4.6436243306989215e-10,5.832984709782628e-06,0.003183389847658905,3.9201585070725755e-08,8.733801125442405e-10,0.017571750090620418,2.660434891248068e-11,2.962586007481822e-07,2.9106266005889148e-12,0.00034101219849943967,3.414029306360239e-05,7.651735082921786e-05,6.48740563262415e-08,2.1791785725488685e-06,0.00011621164061641658,2.4989650660505527e-05,1.5578234792077724e-11,8.485906899962503e-07,4.440714104987516e-07,2.5073763306265234e-08,7.593660134093738e-10,1.6085740451915902e-09,4.55481354875956e-06,7.909082969510438e-12,3.377596791820788e-08,1.1491349553626379e-06,2.9032841783596747e-09,6.878864240071951e-10,0.0005748436995188179,1.1650170577964355e-05,4.930793890772175e-10,9.937214390174586e-05,4.385006827716299e-09,7.677376837267928e-08,2.1379376214512415e-11,4.913015835969284e-12,1.1465825386695355e-08,1.795429658384055e-08,0.0015188404886496425,3.747076865643092e-11,2.524245105429973e-11
4.254672797964388e-06,1.1342033374629528,0.0013013060073347339,0.0005610472760949541,0.00048826146287062045,0.05387883794484755,0.0,0.0,0.000853382067276451,1.253336885677619e-05,0.06543954420456752,0.00445802975606113,0.00012035093494071404,2.298405323927545e-09,7.25532157741282e-07,1.706841229471487e-05,0.002654247891412109,0.002456667734271052,0.00035001487753550314,8.759284584942811e-05,0.02710776766553998,1.0816201163976698e-06,3.10594319812916e-06,5.480576594716598e-06,1.8321902916550682e-07,0.034587310457663195,4.045407890537184e-06,0.00023272056713260605,6.419011974873157e-06,1.5174229051353382e-07,6.751399945049551e-07,4.748468626960327e-09,2.8790600714934446e-07,6.207825792275674e-07,3.76,0.0,0.0033316863703351384,0.9171398038677633,0.03628222352723347,0.002492714266050319,0.7644518106272825,0.9716446303089821,2.569366956420951e-06,1.3579084724667246e-08,0.003187735095064128,0.0010433028797854904,0.0029233363907859317,2.019790084545491e-06,5.17659847460541e-07,0.012500861206907271,0.010204845687753908,0.05342543920531441,0.0009334692085141274,0.004206870270687019,8.377477408940481e-06,3.5192245153996925e-07,5.494175960025895e-06,4.083543658132477e-07,8.578086923189123e-05,1.6632222453317376e-05,0.017635218089008583,9.384453275848202e-06,0.0035267849000509372,2.0895751054155447e-11,0.0250893219516728,0.00043607119370209674,6.780409650947737e-07,0.0001299894465689411,5.1956724560528e-09,1.2507891572709438e-09,5.71741820269019e-14,2.67296290107927e-10,5.298335172850559e-10,1.194540041207103e-07,1.2776280300071181e-14,5.065578582011792e-07,6.610906057823011e-12,2.8582609422741703e-11,6.2234453738971524e-12,1.9861713031843672e-06,4.909230487373048e-07,9.047815125916548e-07,4.5883990037564247e-10,5.768355206407406e-06,0.0032203254776847646,3.9616568845090924e-08,8.724179320526885e-10,0.017742863924947994,2.688352057407978e-11,2.9553161799834775e-07,2.900581756148173e-12,0.00034295356794833236,3.41032486578607e-05,7.682108310425281e-05,6.499487469528095e-08,2.1806435121472717e-06,0.00011705027907303116,2.551929857707204e-05,1.5572864685854834e-11,8.287375663271152e-07,4.4689841899502653e-07,2.523305502426005e-08,7.600252544538278e-10,1.6099364768560618e-09,4.588714921984045e-06,7.932740645167844e-12,3.3628180290568213e-08,1.1743991705651227e-06,2.9402448581328953e-09,6.891183471214272e-10,0.0005734108274570042,1.1537119308304047e-05,4.877980310495963e-10,9.917001804663476e-05,4.458848451991339e-09,7.758659319055102e-08,2.1634121185414497e-11,4.898067232024805e-12,1.1706657856577649e-08,1.8242018567158383e-08,0.0015222561733041606,3.7516624184814224e-11,2.5273630982470107e-11
4.299434264871412e-06,1.1344281341424607,0.001300615658862197,0.0005594484042892459,0.0004887283600998888,0.05408931849226591,0.0,0.0,0.0008557586276024573,1.259239793377778e-05,0.06621389509670024,0.004513922398246632,0.00012079635038302519,2.3114465425859848e-09,7.297131939763762e-07,1.7108369091102045e-05,0.0026624306345212367,0.002468382771100503,0.00035295155861461556,8.818466904092669e-05,0.027381766565493692,1.0935040038704242e-06,3.126212874639467e-06,5.53448556647575e-06,1.8399101703949125e-07,0.034875212654696564,4.047528759827663e-06,0.00023503518127697686,6.5043319534727535e-06,1.5296127702791309e-07,6.798960003294771e-07,4.7418686831851005e-09,2.879656555076791e-07,6.266910065429029e-07,3.76,0.0,0.003141709699678451,0.9163969540823711,0.03657968689420025,0.0025295068945050624,0.7633930544031013,0.972633126858045,2.5658089259859876e-06,1.3560284172792958e-08,0.003185153009767618,0.0010420569123843367,0.0029115760713856213,1.9473878540769466e-06,5.180669909255052e-07,0.012503898208443085,0.01006014839653301,0.05335859019306484,0.0009320192617853404,0.0042116882341583055,8.358843396905054e-06,3.5030261272158526e-07,5.4825455224887535e-06,4.0709062399305853e-07,8.530959512825843e-05,1.6504575093345334e-05,0.017759720571440412,9.323823453423437e-06,0.0035523532536407116,2.0132185784424532e-11,0.025327757028135302,0.0004457266891937364,6.836871116038418e-07,0.00012959386331034588,5.174614886260354e-09,1.241441956708685e-09,5.6747131334849426e-14,2.643802544555953e-10,5.251934238594178e-10,1.194781604232617e-07,1.268088545629166e-14,5.07242939992138e-07,6.619449494681904e-12,2.849269383895784e-11,6.2316924170542956e-12,2.005235635729661e-06,4.840086561680963e-07,8.966286067486019e-07,4.533589348960439e-10,5.707656880912771e-06,0.0032568928679054436,4.0026250866945875e-08,8.715959886969439e-10,0.017913391590380183,2.7159654225900257e-11,2.9489933788406973e-07,2.8914898011264634e-12,0.00034489269520364033,3.407210374970802e-05,7.713084396523539e-05,6.512657345277607e-08,2.1825497048612938e-06,0.0001178929077322166,2.6055569908288165e-05,1.5570681367525707e-11,8.096651736914613e-07,4.4972305148765284e-07,2.5392223159066943e-08,7.608367973893109e-10,1.6116274184354878e-09,4.622205617308527e-06,7.958693220908724e-12,3.3487389663873496e-08,1.1997353383393758e-06,2.9776226637576794e-09,6.904157910945063e-10,0.0005719449668418814,1.142785154900989e-05,4.826880227766949e-10,9.897105450273539e-05,4.5329723314390285e-09,7.838903057036845e-08,2.188966194902741e-11,4.883312011368923e-12,1.1950485533845624e-08,1.8530018774806236e-08,0.0015258059041215067,3.7565753013816104e-11,2.530700883397457e-11
4.344195731778436e-06,1.1346506875248978,0.0013002361465887027,0.0005579764699644407,0.0004892990754895072,0.05429870816733818,0.0,0.0,0.000858107898615743,1.2650507694056318e-05,0.06698796777105451,0.004569908697609862,0.00012125688726408574,2.3254966558677526e-09,7.340364448638372e-07,1.7150779396940206e-05,0.0026707307088398116,0.002479982539904157,0.0003559216310530063,8.878756808747519e-05,0.027654994342224598,1.1053846350761289e-06,3.1469318418161612e-06,5.588460940381655e-06,1.8476944570000177e-07,0.0351608205806667,4.049839022163376e-06,0.0002373494749113506,6.589225570607545e-06,1.541917212194899e-07,6.847824200274955e-07,4.736351303362405e-09,2.880656643533472e-07,6.326478163578312e-07,3.76,0.0,0.002962665319651179,0.9156548893467714,0.0368772098834311,0.0025664509871420943,0.7623270855547915,0.973609425245943,2.562226633397489e-06,1.3541355420563518e-08,0.003182573658381319,0.0010410257602758294,0.002900635407934768,1.8791189314253286e-06,5.187563777978352e-07,0.012506636389810467,0.00991724903306193,0.05329114662201894,0.0009307595105251267,0.00421623248063602,8.342209662576777e-06,3.4875049111407467e-07,5.472196138734757e-06,4.0597472464791785e-07,8.486202732319946e-05,1.6381985675481734e-05,0.01788270392907575,9.265980559480533e-06,0.0035779574779717833,1.9412399558640882e-11,0.025564248990185136,0.0004554643099273405,6.892889974377495e-07,0.00012922781304661852,5.1547853240439326e-09,1.2324864690102366e-09,5.6337974513603924e-14,2.6163187532683765e-10,5.208011352047215e-10,1.1949435528630006e-07,1.2589487347347393e-14,5.079998025116185e-07,6.628943625305053e-12,2.841170437069936e-11,6.240824720429166e-12,2.0241434664538243e-06,4.771800890415681e-07,8.883699146023146e-07,4.479217364009499e-10,5.6507198354962495e-06,0.0032930968826441424,4.043069756229496e-08,8.709062852727225e-10,0.018083342067190093,2.743280685279653e-11,2.9435632259798413e-07,2.883293778599521e-12,0.0003468301791517205,3.4046576580536156e-05,7.744630891050457e-05,6.526862718347027e-08,2.184873945793583e-06,0.00011873999921262135,2.6598505173047835e-05,1.5571505201219187e-11,7.913471960706946e-07,4.525459363848617e-07,2.55513026623105e-08,7.617931600021859e-10,1.613630697485166e-09,4.65529723088568e-06,7.986792350736445e-12,3.335320687662494e-08,1.2251387610114837e-06,3.0154108875644263e-09,6.91777376811784e-10,0.0005704505064795648,1.1322194894173643e-05,4.77741408661596e-10,9.87753993227976e-05,4.6073860709210654e-09,7.918121032215238e-08,2.2146029025536204e-11,4.8687553821771535e-12,1.2197327314397633e-08,1.8818259418886714e-08,0.0015294874374824842,3.7618080007142076e-11,2.5342533952361572e-11
