Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948)
1.5403688228012406e-05,0.4648872810059016,3.0979812844988674e-10,1.2428156592621562e-11,4.08231404669925e-09,3.4652158712493204e-09,0.0,0.0,9.284139862977297e-08,1.8438693996606597e-11,1.678393255161488e-10,1.86280324439913e-15,5.345135807680571e-18,4.703237880068366e-35,5.889496499596114e-26,1.233666938601617e-18,9.492623113068781e-11,6.766153705025873e-13,7.645413662388058e-23,1.5765880747187002e-25,1.956793415528539e-13,1.401065765182465e-22,1.744870129796368e-19,1.5708192479381397e-16,4.074416679532545e-16,2.1145792653594418e-14,4.103726679687453e-21,5.235692913504997e-18,8.767273171437682e-19,3.542275588821542e-21,7.221709008550529e-19,4.496197170061274e-21,4.757033379881893e-16,6.593869100589045e-17,3.76,0.0,0.5032171981508842,0.9999767719644461,7.57001916498018e-08,1.0236464646160082e-11,2.368355361370092e-05,2.368372462646434e-05,2.9131664185096216e-16,8.223909886965577e-21,2.305554347259224e-05,5.836513343011385e-15,7.386902391257128e-13,1.1970535756139426e-08,1.2388838455429713e-09,6.39614071477376e-08,1.7677054208976188e-08,2.4743627541150887e-08,3.0867786186376825e-15,7.867906883329743e-08,7.831944509111251e-14,1.514344620979833e-16,3.284924691485388e-14,1.819604883533974e-11,4.849872893421483e-17,2.6951431545810886e-16,3.057967533275911e-13,1.408902536554053e-15,1.0356896512316409e-10,2.8049144515774526e-10,1.3033833275511822e-15,1.251977727740032e-15,3.082903478375322e-23,2.3811127541637675e-13,9.026168226742586e-15,4.685432752488128e-16,2.769917875439591e-22,1.49437045485628e-17,5.984942363228764e-20,1.3093898715027176e-17,1.7856334319645165e-23,1.8554609179350781e-19,8.146968851289128e-22,8.334925678705058e-12,2.1095414467900962e-23,1.8174055293796483e-24,1.3004192214115586e-17,2.951679537263336e-11,1.0746019094359026e-21,1.3766168454187332e-11,8.45800689396444e-17,4.221932754860716e-18,5.446981783499042e-24,2.1734338756268454e-10,7.230802881507708e-24,1.7321000497518182e-14,3.8222917575580635e-16,4.4082256610796985e-14,5.505746259430978e-15,1.646011211944474e-27,3.805643365655416e-16,2.668836934944423e-13,2.3374781183758265e-17,9.141313506345328e-24
1.574574518816647e-05,0.46488732757278733,3.108811045214157e-10,1.2475803429476682e-11,4.089490498711422e-09,3.58680493841869e-09,0.0,0.0,9.577996559177714e-08,1.950702769708236e-11,1.7696334709136712e-10,1.9879496095881558e-15,5.538424466253385e-18,4.859719259114102e-35,6.066958040714747e-26,1.263350114731561e-18,9.782261881438669e-11,7.133303121795944e-13,8.089826463871792e-23,1.650941203520333e-25,2.044663538067435e-13,1.4641362998912472e-22,1.767079698018023e-19,1.6690749730919034e-16,4.211392037908235e-16,2.2327547338230883e-14,4.218027882728854e-21,5.502491332008149e-18,9.582901731295982e-19,3.8116706250674605e-21,7.458861226878346e-19,4.6138928132790796e-21,4.907496522149026e-16,6.989788928727666e-17,3.76,0.0,0.5032166683119979,0.9999767667433151,7.79895778620781e-08,1.0839177453195248e-11,2.420946193701161e-05,2.4209642224833255e-05,2.9778758215070225e-16,8.406966568433e-21,2.3055543352213695e-05,5.977303290357854e-15,7.72742798325089e-13,1.2003881965016702e-08,1.2425306821826153e-09,6.611240245270477e-08,1.8261157532945432e-08,2.477911683466737e-08,3.161680434183457e-15,8.093340721993571e-08,8.024966293205047e-14,1.586981735904816e-16,3.3813055952732334e-14,1.8251024481523637e-11,5.031649322900378e-17,2.815718237912742e-16,3.171424787101317e-13,1.4890072406808035e-15,1.069919005564137e-10,2.812825620040874e-10,1.377031125361422e-15,1.3645669922414873e-15,3.22486465188329e-23,2.500938871929707e-13,9.48491206280573e-15,4.973620238750739e-16,2.938150964460454e-22,1.5885424390179535e-17,6.362074763200736e-20,1.3900308955397438e-17,1.8929230011864735e-23,1.938558400344569e-19,8.359169897214442e-22,8.361419391049724e-12,2.1642810935683393e-23,1.946599692884757e-24,1.3429462341613712e-17,3.049221352674516e-11,1.1138128033113517e-21,1.4229069642297158e-11,8.823391426739525e-17,4.406611703889481e-18,5.589284364086939e-24,2.235825486759938e-10,7.585590583342342e-24,1.7995853175509158e-14,3.9718165820797217e-16,4.7119877692484376e-14,5.5211204239354164e-15,1.7490044236078017e-27,4.022983643996976e-16,2.8331171899762146e-13,2.5315471846633153e-17,1.0036532720179846e-23
1.6087802148320532e-05,0.4648873741396865,3.1187522066090766e-10,1.2519617590447275e-11,4.09603962678602e-09,3.70880050696368e-09,0.0,0.0,9.872573271949734e-08,2.060880229756243e-11,1.8634547399893544e-10,2.118582463707777e-15,5.732714565238787e-18,5.015315484269601e-35,6.243789128038176e-26,1.2928645771965345e-18,1.0071162536219987e-10,7.510290211634476e-13,8.545805930237217e-23,1.726853281077043e-25,2.1344634519814137e-13,1.5285953428365942e-22,1.7891942709758063e-19,1.7704988416534634e-16,4.348738602982966e-16,2.3539857370513064e-14,4.3328474760100635e-21,5.7760224926769454e-18,1.0448224342674207e-18,4.091678037537844e-21,7.696480944976e-19,4.7309080433671924e-21,5.05764544576527e-16,7.39774096727649e-17,3.76,0.0,0.5032161384692994,0.9999767615118617,8.028280542247685e-08,1.1459981024903302e-11,2.473536970363376e-05,2.473555952778845e-05,3.042585156007795e-16,8.590023055813371e-21,2.3055543231597125e-05,6.1176132630780885e-15,8.073591002074373e-13,1.2034365384451442e-08,1.2458645465078714e-09,6.826944648402381e-08,1.8846814837697612e-08,2.4811496080720412e-08,3.2363406671294092e-15,8.31905901748224e-08,8.217953869102711e-14,1.6613034215377377e-16,3.477923512630669e-14,1.8301283364876058e-11,5.213915325635803e-17,2.9371143372675777e-16,3.285340992021568e-13,1.57080988656873e-15,1.1042394905268045e-10,2.82005759153965e-10,1.4528321650001055e-15,1.4837253694403322e-15,3.369991976885322e-23,2.623513530036073e-13,9.954290786628265e-15,5.26882352778974e-16,3.110397350859384e-22,1.6859110843344127e-17,6.752003228601411e-20,1.473342293152323e-17,2.0027267495798722e-23,2.023042141614868e-19,8.570077992623613e-22,8.38564036665579e-12,2.2186882336130617e-23,2.08113193137962e-24,1.3855866061583268e-17,3.1470230243612845e-11,1.1533646898785447e-21,1.4693272354600937e-11,9.191757802917565e-17,4.592844561410974e-18,5.730759798134839e-24,2.2983025114473946e-10,7.946363871196898e-24,1.8674381938074865e-14,4.122164291330128e-16,5.027555739288699e-14,5.535185819705494e-15,1.855099565343959e-27,4.246640983146209e-16,3.002826754708878e-13,2.7363345139342237e-17,1.099160453393075e-23
1.6429859108474595e-05,0.46488742070659633,3.127880647154775e-10,1.2559925358700394e-11,4.102016314947158e-09,3.831169270002858e-09,0.0,0.0,1.0167807737040487e-07,2.1744102550279938e-11,1.9598602426415154e-10,2.254790099880793e-15,5.927948548239074e-18,5.170001453916386e-35,6.419959702560584e-26,1.3222176031663686e-18,1.0359251071753555e-10,7.897078760893574e-13,9.013269452336159e-23,1.804322674984232e-25,2.2261931554604946e-13,1.594442893899446e-22,1.8112097867780162e-19,1.875085488982249e-16,4.48641997883419e-16,2.478255269412499e-14,4.448196197315517e-21,6.0562854643436974e-18,1.1364571356295354e-18,4.382214059091817e-21,7.934509940101077e-19,4.847276213640346e-21,5.207461718271109e-16,7.81769818710135e-17,3.76,0.0,0.5032156086231635,0.9999767562709785,8.257953844478671e-08,1.2098826844350279e-11,2.5261276913530176e-05,2.5261476535589496e-05,3.107294422007356e-16,8.773079349106806e-21,2.305554311076313e-05,6.2574673818034086e-15,8.425270907170276e-13,1.2062231883617864e-08,1.2489122806612308e-09,7.043202004561705e-08,1.943389269666812e-08,2.4841037677139277e-08,3.310771994589789e-15,8.545034574572415e-08,8.410930356724232e-14,1.7373061933654032e-16,3.5747954632526093e-14,1.8347229702964435e-11,5.396608997000836e-17,3.059251448356202e-16,3.3996772518779803e-13,1.6542522143617593e-15,1.1386432817717857e-10,2.8266686816109983e-10,1.5307880438693433e-15,1.609613853389029e-15,3.5182824842202706e-23,2.7488221933964735e-13,1.0434247499672266e-14,5.57081741898134e-16,3.286526984553633e-22,1.7864846694981456e-17,7.154760487911624e-20,1.559330883524021e-17,2.1149625175279246e-23,2.1088676779559434e-19,8.77973671445776e-22,8.407783097607383e-12,2.2727742079058505e-23,2.221048039108842e-24,1.428330604243864e-17,3.245062277690339e-11,1.193250360693767e-21,1.515866490820586e-11,9.562892594878002e-17,4.780520468803018e-18,5.871448712677356e-24,2.360857460588868e-10,8.31297957853802e-24,1.935631028417345e-14,4.2732729621171424e-16,5.355003323831038e-14,5.548054823691999e-15,1.964288748501033e-27,4.47661551142844e-16,3.1779783770331213e-13,2.952134346499473e-17,1.2008635967407805e-23
1.6771916068628657e-05,0.46488746727351354,3.136265949726964e-10,1.2597026115261661e-11,4.107470651423198e-09,3.953880768604752e-09,0.0,0.0,1.0463643036496237e-07,2.291300646251996e-11,2.0588528606004037e-10,2.396657959457393e-15,6.124073042715163e-18,5.323758665972642e-35,6.595443955983578e-26,1.3514165240939753e-18,1.0646460715780146e-10,8.293631197907243e-13,9.492140696614517e-23,1.8833471275382603e-25,2.3198526466959246e-13,1.6616789527689658e-22,1.833122866139725e-19,1.9828288178351249e-16,4.62440265547518e-16,2.6055471613453486e-14,4.564084767294261e-21,6.343280287880789e-18,1.2333248361549005e-18,4.683184187583862e-21,8.172894914386825e-19,4.9630305912324135e-21,5.356931352376082e-16,8.249632514475382e-17,3.76,0.0,0.5032150787739322,0.9999767510214813,8.48794704310037e-08,1.2755661995939234e-11,2.578718356666733e-05,2.578739324847059e-05,3.172003619501573e-16,8.95613544831505e-21,2.3055542989730512e-05,6.396889286583309e-15,8.782350802958994e-13,1.2087706666980523e-08,1.2516984776398914e-09,7.259964851845727e-08,2.0022269154182468e-08,2.4867990164095327e-08,3.384986850591949e-15,8.77124258019453e-08,8.603918385572604e-14,1.8149867420988836e-16,3.6719384601438993e-14,1.838923390634286e-11,5.579674933624662e-17,3.1820559330485935e-16,3.514397916122268e-13,1.739276877043661e-15,1.1731232275903692e-10,2.832712307639585e-10,1.6109001516668142e-15,1.742390003570594e-15,3.669733373169019e-23,2.876850853987108e-13,1.0924727352650415e-14,5.879378390063927e-16,3.466410940943499e-22,1.8902706404747555e-17,7.570375944549062e-20,1.6480028673433776e-17,2.2295489432584474e-23,2.195991089974138e-19,8.988192229301347e-22,8.428025860603176e-12,2.3265509994493934e-23,2.3663910239644103e-24,1.4711693319991748e-17,3.343318753860637e-11,1.2334631832696092e-21,1.562514520926171e-11,9.936596365141091e-17,4.9695357802138575e-18,6.0113916003015934e-24,2.4234835010158883e-10,8.685303148773263e-24,2.004138356408204e-14,4.425085559322221e-16,5.694399846469208e-14,5.5598303709917135e-15,2.076565081636902e-27,4.712907004350146e-16,3.3585835035680555e-13,3.179240509696294e-17,1.308973539764838e-23
1.711397302878272e-05,0.4648875138404354,3.1439718900728324e-10,1.2631194395423637e-11,4.1124483466653435e-09,4.07690715476812e-09,0.0,0.0,1.0760027149470552e-07,2.4115585874242715e-11,2.160435203117847e-10,2.5442686703576822e-15,6.3210385362096356e-18,5.47657431215042e-35,6.770219853305834e-26,1.3804686573118394e-18,1.093273131622644e-10,8.699908741268914e-13,9.982349408538129e-23,1.9639261464143994e-25,2.415441923880166e-13,1.7303035175835703e-22,1.854930732741186e-19,2.0937220865077696e-16,4.762655782138386e-16,2.735846075867512e-14,4.680523805419209e-21,6.637007959751113e-18,1.3355536112355581e-18,4.994484287185809e-21,8.411587085524571e-19,5.078204099257207e-21,5.506044291781608e-16,8.693515137487958e-17,3.76,0.0,0.5032145489219177,0.9999767457641152,8.718232170311198e-08,1.3430429598340118e-11,2.6313089663015006e-05,2.6313309666642755e-05,3.236712748486725e-16,9.139191353441187e-21,2.3055542868516442e-05,6.535902035554522e-15,9.144717343536744e-13,1.2110995928105629e-08,1.2542456600113286e-09,7.4771898116283e-08,2.0611832759157268e-08,2.489258031357601e-08,3.458997371067826e-15,8.99766039480311e-08,8.796939988349947e-14,1.8943419324059202e-16,3.76936937047429e-14,1.842763525301335e-11,5.763063657057873e-17,3.3054601716678855e-16,3.6294703229533616e-13,1.82582756182486e-15,1.2076727922525353e-10,2.838237380274615e-10,1.6931696956396878e-15,1.8822079905824e-15,3.8243420071671647e-23,3.007586019011744e-13,1.1425677503180789e-14,6.19428529580117e-16,3.6499218050040286e-22,1.9972756816959778e-17,7.998875962480779e-20,1.7393638806267663e-17,2.3464056947280414e-23,2.284369093842663e-19,9.195492482239873e-22,8.446531990144374e-12,2.3800310278290124e-23,2.5172012575590103e-24,1.5140946592653404e-17,3.4417738485149554e-11,1.2739970562935644e-21,1.6092619947502097e-11,1.0312682993656218e-16,5.15979372414977e-18,6.1506285096647805e-24,2.4861743980452857e-10,9.063208317804575e-24,2.072936742954761e-14,4.577549590133478e-16,6.04581055255643e-14,5.570606710039969e-15,2.1919226494203503e-27,4.955514933198728e-16,3.544652391173427e-13,3.417946425824695e-17,1.4237012137861904e-23
1.7456029988936783e-05,0.4648875604073595,3.1510568937719e-10,1.2662681818683739e-11,4.116991115110117e-09,4.20022297293728e-09,0.0,0.0,1.1056912538966359e-07,2.535190698722547e-11,2.2646096307338253e-10,2.6977020908368067e-15,6.5187990772885594e-18,5.628440476226509e-35,6.944268705750116e-26,1.4093812497283881e-18,1.1218008777307007e-10,9.115871534888757e-13,1.0483831183829508e-22,2.0460591995133917e-25,2.5129609852068736e-13,1.8003165878946047e-22,1.876631141503542e-19,2.2077579880082279e-16,4.901150957513325e-16,2.869137498919701e-14,4.797523761849543e-21,6.937470410276497e-18,1.4432690523296873e-18,5.316001626778617e-21,8.650541809781282e-19,5.1928291074535855e-21,5.654793940339311e-16,9.14931677542537e-17,3.76,0.0,0.5032140190674046,0.9999767404995611,8.94878370587929e-08,1.4123069200621733e-11,2.6838995202546037e-05,2.6839225790295964e-05,3.3014218089594604e-16,9.322247064489404e-21,2.3055542747136634e-05,6.674528025145416e-15,9.51226063178036e-13,1.2132288386556949e-08,1.256574446246501e-09,7.694837244064714e-08,2.1202481676572425e-08,2.4915015035854015e-08,3.53281535037298e-15,9.224267362019631e-08,8.990016519472645e-14,1.9753688004314595e-16,3.867104802385133e-14,1.8462744379920395e-11,5.946731077363058e-17,3.429402212284046e-16,3.744864560317017e-13,1.913849092039303e-15,1.242286003906349e-10,2.8432886672906623e-10,1.7775977230499453e-15,2.029218650680143e-15,3.9821059089256747e-23,3.1410146971427064e-13,1.1937047065337333e-14,6.515319972679404e-16,3.836934002685719e-22,2.1075057813285876e-17,8.44028412800626e-20,1.8334190439608644e-17,2.4654536690928042e-23,2.373959121077056e-19,9.40168650868879e-22,8.463451066525898e-12,2.4332269750653153e-23,2.673516619711345e-24,1.5570991573347336e-17,3.540410563340449e-11,1.3148463681459438e-21,1.656100385518127e-11,1.0690978998938654e-16,5.3512040602425325e-18,6.289198794538315e-24,2.548924463063888e-10,9.44657677576401e-24,2.1420046364310383e-14,4.730616776041385e-16,6.40929693491125e-14,5.580470104489925e-15,2.3103564806568986e-27,5.204438506778093e-16,3.736194209135277e-13,3.6685451220049445e-17,1.5452576082880232e-23
1.7798086949090846e-05,0.46488760697428355,3.15757446234739e-10,1.2691718893259291e-11,4.121137023813322e-09,4.323804958837517e-09,0.0,0.0,1.1354255771986018e-07,2.6622030849614933e-11,2.371378276965566e-10,2.8570353579774837e-15,6.717311999436714e-18,5.779353419428521e-35,7.117574789248614e-26,1.4381614320012732e-18,1.1502244541403341e-10,9.541478771003308e-13,1.0996527216926028e-22,2.129744857025922e-25,2.612409828870865e-13,1.8717181629946596e-22,1.8982223141421305e-19,2.324928721076405e-16,5.039862035845956e-16,3.0054077247212656e-14,4.915094862535744e-21,7.244670477759562e-18,1.5565942726741922e-18,5.647615854792999e-21,8.88971823514087e-19,5.3069372646186885e-21,5.803176732211941e-16,9.617007914373443e-17,3.76,0.0,0.5032134892106531,0.9999767352284401,9.179578363153991e-08,1.4833517144565438e-11,2.7364900185235934e-05,2.7365141619600917e-05,3.3661308009167653e-16,9.505302581464743e-21,2.305554262560541e-05,6.812788928695238e-15,9.884874114504737e-13,1.2151756712947427e-08,1.2587037051493355e-09,7.912870931429905e-08,2.179412287115156e-08,2.4935483119057495e-08,3.606452207782183e-15,9.451044634939734e-08,9.183168595330976e-14,2.058064550344257e-16,3.965161014921784e-14,1.8494845597997694e-11,6.130637995556746e-17,3.553825421485595e-16,3.860553243999824e-13,2.0032875114191082e-15,1.276957406711109e-10,2.847907131060859e-10,1.8641851411390786e-15,2.1835695477922597e-15,4.143022755109287e-23,3.277124383269852e-13,1.2458787052847941e-14,6.842267757651695e-16,4.027324084184351e-22,2.2209662910841034e-17,8.894621489583365e-20,1.9301730075362234e-17,2.5866151626092682e-23,2.464719387577929e-19,9.606823855084388e-22,8.478920021208487e-12,2.486151639147935e-23,2.8353726372200974e-24,1.600176039408273e-17,3.639213369729133e-11,1.3560059585068893e-21,1.70302190258879e-11,1.1071322860952982e-16,5.543682735507892e-18,6.427140913263457e-24,2.611728505701731e-10,9.8352978149682e-24,2.2113222296323006e-14,4.884242742931107e-16,6.784917035763049e-14,5.5894994840748025e-15,2.431862509704228e-27,5.459676707261678e-16,3.933217132766139e-13,3.9313292415454366e-17,1.673853741322698e-23
1.814014390924491e-05,0.46488765354120565,3.1635735696817477e-10,1.2718516698801482e-11,4.124920810800403e-09,4.4476318544217225e-09,0.0,0.0,1.1652017170636883e-07,2.7926013799507026e-11,2.480743068100368e-10,3.022342940257468e-15,6.916537666098828e-18,5.9293129464102e-35,7.290125003339023e-26,1.4668161815638791e-18,1.1785395113311422e-10,9.976688802203596e-13,1.1520384033981177e-22,2.2149843005491246e-25,2.713788453068094e-13,1.9445082411069401e-22,1.9197028813807948e-19,2.445226053803336e-16,5.1787649478544e-16,3.144643837150628e-14,5.033247065559209e-21,7.55861187945357e-18,1.6756499182672304e-18,5.989199910757941e-21,9.129078982488315e-19,5.420559366110436e-21,5.951191740607886e-16,1.0096559012102828e-16,3.76,0.0,0.5032129593519001,0.99997672995132,9.410594893746742e-08,1.5561706895922713e-11,2.7890804611062695e-05,2.7891057154710775e-05,3.4308397243559263e-16,9.688357904372933e-21,2.3055542503935843e-05,6.9507056509201176e-15,1.0262454475049805e-12,1.2169558848103791e-08,1.260650698975951e-09,8.131257787249583e-08,2.238667135788098e-08,2.4954156816414972e-08,3.67991896249266e-15,9.677975017649684e-08,9.376416051608105e-14,2.1424265501140816e-16,4.063553846534445e-14,1.8524199039181777e-11,6.314749643487542e-17,3.6786781402438397e-16,3.9765113119592334e-13,2.094090152494605e-15,1.3116820168894698e-10,2.852130241029453e-10,1.952932734851523e-15,2.34540504175499e-15,4.307090370688818e-23,3.415903042124109e-13,1.2990850317411053e-14,7.1749179285864e-16,4.2209709634260593e-22,2.3376619810040348e-17,9.361906777447989e-20,2.0296299923174028e-17,2.709814013668814e-23,2.556608952516357e-19,9.810954095353767e-22,8.493064163197317e-12,2.5388178118927982e-23,3.0028026168678546e-24,1.643319105927114e-17,3.738168083601501e-11,1.3974710828488295e-21,1.7500194288845825e-11,1.1453564352160798e-16,5.737151543621547e-18,6.564492270496561e-24,2.674581790193121e-10,1.0229267970051775e-23,2.280871329147899e-14,5.038386729261855e-16,7.172725726297683e-14,5.597767047159133e-15,2.5564375333784094e-27,5.721228320998587e-16,4.1357284291101853e-13,4.2065910564718043e-17,1.8097006350696565e-23
1.848220086939897e-05,0.4648877001081239,3.169099030046362e-10,1.2743268451864695e-11,4.128374175731219e-09,4.5716842377766915e-09,0.0,0.0,1.1950160491881658e-07,2.926390787089476e-11,2.592705741257355e-10,3.193696693570668e-15,7.116439235525867e-18,6.078321847245381e-35,7.461908566638418e-26,1.4953522931968522e-18,1.2067421623657281e-10,1.042145924344911e-12,1.2055353216096507e-22,2.301778561831818e-25,2.817096855995609e-13,2.018686821645734e-22,1.9410718312519283e-19,2.5686413805466737e-16,5.317837535429989e-16,3.2868336879874526e-14,5.1519900272505194e-21,7.879299180192073e-18,1.8005541833844974e-18,6.3406208745369436e-21,9.368589852784057e-19,5.533725251048033e-21,6.098840322658746e-16,1.0587940675097604e-16,3.76,0.0,0.5032124294913627,0.9999767246687192,9.641813909265066e-08,1.630756934716432e-11,2.8416708480006534e-05,2.8416972395762706e-05,3.4955485792745073e-16,9.87141303322022e-21,2.3055542382139915e-05,7.0882982959896914e-15,1.0644901524462367e-12,1.2185839222394156e-08,1.2624312158572595e-09,8.349967589301303e-08,2.2980049514321126e-08,2.497119329445825e-08,3.753226215888989e-15,9.905042820625845e-08,9.569777914252768e-14,2.228452326687877e-16,4.1622986587551525e-14,1.8551042644205046e-11,6.499035259455908e-17,3.8039133477672866e-16,4.092715833996557e-13,2.1862056907531465e-15,1.346455282402718e-10,2.8559922625973257e-10,2.0438411825504385e-15,2.5148663616492988e-15,4.4743067230663896e-23,3.557339091088301e-13,1.3533191483423156e-14,7.513064073616189e-16,4.417756117848767e-22,2.457597089623605e-17,9.842156604650345e-20,2.1317938276682676e-17,2.834975721502448e-23,2.649587767737624e-19,1.0014126430470868e-21,8.505998130319275e-12,2.591238177888134e-23,3.1758377726468578e-24,1.6865226944109158e-17,3.83726175055053e-11,1.4392373796179906e-21,1.79708646345644e-11,1.183756388181855e-16,5.931537790004598e-18,6.701289094754207e-24,2.7374799955603867e-10,1.0628390655124075e-23,2.3506352327627877e-14,5.193011312086554e-16,7.572774965152511e-14,5.605338817730093e-15,2.6840791637386734e-27,5.989091964986483e-16,4.343734535392146e-13,4.494622480922933e-17,1.9530092959107326e-23
1.8824257829553034e-05,0.4648877466750364,3.1741918390697803e-10,1.2766150958892816e-11,4.131526045265507e-09,4.695944366908848e-09,0.0,0.0,1.2248652633777422e-07,3.0635761165068666e-11,2.7072678608695777e-10,3.3711659201194835e-15,7.316982444193744e-18,6.226385406675827e-35,7.632916745473885e-26,1.523776356159927e-18,1.23482894284988e-10,1.0875747064948641e-12,1.2601391117702927e-22,2.3901269659653527e-25,2.922335035851523e-13,2.0942539043818457e-22,1.9623284629453086e-19,2.6951657727838004e-16,5.45705939913579e-16,3.431965872718121e-14,5.2713330766807074e-21,8.206737759337413e-18,1.9314228299735415e-18,6.701740754750934e-21,9.608219558253918e-19,5.64646372521226e-21,6.246125798056605e-16,1.1091123810391515e-16,3.76,0.0,0.5032118996292382,0.9999767193811105,9.873217718616813e-08,1.7071033094072137e-11,2.8942611792049687e-05,2.8942887342879267e-05,3.560257365670317e-16,1.0054467968013221e-20,2.3055542260228506e-05,7.225586147158487e-15,1.103211809226677e-12,1.2200729881073728e-08,1.2640596921236462e-09,8.568972734691027e-08,2.3574186450008934e-08,2.4986735954359197e-08,3.826384140030302e-15,1.0132233728801345e-07,9.763272382497528e-14,2.3161395607055397e-16,4.26141029348142e-14,1.8575593999812564e-11,6.683467697785232e-17,3.9294883356452003e-16,4.209145835880429e-13,2.279584186072714e-15,1.3812730459735702e-10,2.859524523790706e-10,2.136911069936997e-15,2.6920916832382287e-15,4.644669916060213e-23,3.7014213824639913e-13,1.4085766880238118e-14,7.856504396139278e-16,4.617563752303765e-22,2.580775369887002e-17,1.0335385651010358e-19,2.2366679857262516e-17,2.962027542929717e-23,2.7436167184639817e-19,1.0216389359634241e-21,8.517826769256806e-12,2.6434252316240623e-23,3.354507347237952e-24,1.7297816334599244e-17,3.9364825405208324e-11,1.4813008399178385e-21,1.8442170687977695e-11,1.2223191857541704e-16,6.126773964934461e-18,6.837566346922553e-24,2.800419179285563e-10,1.1032575801896496e-23,2.4205986146981004e-14,5.348082150510181e-16,7.985114037174542e-14,5.612275159492814e-15,2.8147857775776597e-27,6.263266109627091e-16,4.557241130800636e-13,4.7957150851630126e-17,2.1039906984557776e-23
1.9166314789707097e-05,0.4648877932419417,3.1788894890309476e-10,1.278732596189292e-11,4.1344028153198525e-09,4.820396036385779e-09,0.0,0.0,1.2547463366176106e-07,3.204161819032382e-11,2.824430833725034e-10,3.554817429646399e-15,7.518135407430315e-18,6.373510973485045e-35,7.803142612194599e-26,1.552094737013657e-18,1.2627967742317435e-10,1.133950867671361e-12,1.3158458584473154e-22,2.4800308939612984e-25,3.029502990834964e-13,2.1712094882604405e-22,1.983472345698371e-19,2.8247900244909445e-16,5.596411757587378e-16,3.5800297045179566e-14,5.3912851972549515e-21,8.540933776616901e-18,2.0683692103391776e-18,7.072417218264516e-21,9.847939475771056e-19,5.758802506134012e-21,6.393053159116997e-16,1.160607975468961e-16,3.76,0.0,0.5032113697657069,0.9999767140889266,1.0104790179526224e-07,1.785202468834681e-11,2.946851454717617e-05,2.9468801996169697e-05,3.624966083541386e-16,1.0237522708758813e-20,2.3055542138211604e-05,7.362587656132381e-15,1.1424009917661657e-12,1.2214351521452078e-08,1.2655493251316659e-09,8.788248015317365e-08,2.416901742853925e-08,2.500091563754123e-08,3.899402471401215e-15,1.0359534681187663e-07,9.956916822415711e-14,2.4054860808780485e-16,4.360903042416653e-14,1.859805203412803e-11,6.868023070481922e-17,4.0553643940505277e-16,4.325782137036443e-13,2.3741771128274345e-15,1.4161315111978406e-10,2.862755661074209e-10,2.2321429023640823e-15,2.8772162096090683e-15,4.818178183827226e-23,3.848139185424128e-13,1.4648534472896186e-14,8.205041961824645e-16,4.8202809306652e-22,2.707200131160268e-17,1.0841606831386127e-19,2.3442556127974426e-17,3.0908985693737383e-23,2.8386576560584255e-19,1.0417790413503495e-21,8.528645948286313e-12,2.6953912103784225e-23,3.5388387278082816e-24,1.7730912005992128e-17,4.0358196512861424e-11,1.5236577795180289e-21,1.8914058225441603e-11,1.2610328067298184e-16,6.3227974264503844e-18,6.973357655482202e-24,2.8633957441637474e-10,1.1441739502069076e-23,2.490747418448047e-14,5.503567746062894e-16,8.409789773716575e-14,5.618631249711728e-15,2.9485564644092792e-27,6.543749098296967e-16,4.776253202153171e-13,5.110160109993928e-17,2.2628557730072218e-23
