Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51)
2.702953021695866e-07,0.7705180314462716,5.211335887808038e-06,2.0161915629605785e-07,2.6142849336688286e-06,6.077814366227496e-06,0.0,0.0,3.9237196308336215e-06,1.3209333055113308e-09,2.179960675693859e-08,3.2560475488241155e-10,4.404489954329214e-11,2.781363957737301e-20,3.2233098541315576e-15,3.775396053433601e-11,3.1699074266299304e-07,5.733202667265303e-09,4.335862009842197e-14,4.218892158644028e-14,1.87657165919112e-07,2.6918971813713124e-13,1.0119004317025847e-11,4.874765192660444e-13,5.857534456405933e-12,2.314496581527106e-09,1.8280042398745197e-10,2.470170954925354e-10,1.5670452367079937e-14,2.2110048527122988e-15,1.640321089051512e-12,3.2299339665041825e-14,3.793046318396354e-11,2.0065826937160846e-12,3.76,0.0,0.8552009044971814,0.9989946687351074,1.3880157896517657e-06,1.4276617717747564e-08,0.014359709600875523,0.014360173156632822,2.1388718854033268e-09,3.2325630918576124e-12,0.000997825071377459,1.4554880737985863e-08,1.275197104212244e-08,2.0354892134386724e-06,2.598840083242728e-07,5.847777261314011e-06,5.792440021655701e-06,0.0005809082328696878,1.0528548402991794e-08,2.910553292015733e-06,1.7024896120712642e-08,5.2305140011890415e-11,5.883902495807322e-09,5.5945689104368614e-08,1.657854270116864e-11,7.787577414185351e-12,7.302858260331412e-09,2.892346937307857e-12,3.2591726963746063e-07,1.6230742551508628e-10,1.8174845887076883e-09,1.260486993103079e-10,1.7525383048277445e-14,2.5586123808994303e-09,6.299370996270076e-13,2.8939328294004195e-15,6.128483610755047e-20,8.273653541699018e-15,1.7291315544841373e-15,2.357859946342664e-13,9.551117036196401e-21,1.5694741105753195e-12,1.0030537650213946e-16,3.534681742809399e-11,3.9983306758251305e-17,5.641062338015449e-15,2.1893818346343077e-11,5.802025417647278e-11,4.4261131014638317e-16,2.7053524159657177e-10,1.408900291050045e-10,1.9722306334532722e-14,1.4850747029613074e-15,2.2245745128800483e-06,3.139882995780493e-18,7.646960787750009e-10,5.800566282015472e-14,5.920933333059021e-10,7.141703328654422e-09,5.155861127482622e-16,3.3982325233787426e-11,1.6872066819870294e-09,7.750958850294117e-13,2.2986238076480086e-16,7.227887478736315e-14,1.491722893991895e-10,1.3694651959777695e-11,2.604152069437624e-13,9.864098209630451e-14,3.230467852473882e-13,6.856578662395388e-15,3.7667560410567306e-13,1.060632709878074e-12,7.897681536960576e-16,3.3626660837127185e-18,7.331600133130949e-19,9.584315852263994e-10,2.8498369871774854e-12,7.732659330242657e-16,2.9816300305970015e-11
2.78116083632673e-07,0.770575511754466,5.468464330354339e-06,2.1313221542874973e-07,2.7534535577006364e-06,6.540883871144092e-06,0.0,0.0,4.0405984176714926e-06,1.3984577123369774e-09,2.383156915260319e-08,3.522192429376646e-10,4.679334607599222e-11,3.206279322008435e-20,3.5308154447781846e-15,4.052171071402082e-11,3.37386928674693e-07,6.377565250919988e-09,4.976297861209679e-14,4.775084505702301e-14,1.9866213937749875e-07,2.880137312084302e-13,1.0358416423543199e-11,5.472807621541978e-13,6.250820130085811e-12,2.588215083764763e-09,1.9029804439737042e-10,2.6466607377634434e-10,1.816105885405113e-14,2.527995186781479e-15,1.7938788364475986e-12,3.5145146238781264e-14,4.087669896204403e-11,2.2243784534307192e-12,3.76,0.0,0.8547797514404492,0.9989943304545305,1.506059414973201e-06,1.555899873528272e-08,0.014771565447886242,0.014772059515759743,2.2004918198008525e-09,3.3265666828583084e-12,0.000997824733866588,1.595996152062163e-08,1.4360499710631709e-08,2.12033101378627e-06,2.707457282703039e-07,6.230170574553908e-06,6.165778150419004e-06,0.0005974153956791934,1.1554272908811626e-08,3.0800940267540123e-06,1.7760335177494367e-08,5.548177034967397e-11,6.266835701727482e-09,5.839079987101199e-08,1.897330297198245e-11,8.807050856633184e-12,7.938858970461076e-09,3.387231787718299e-12,3.4696987366962153e-07,1.6909496982311507e-10,1.9850142844060743e-09,1.3761592839844503e-10,1.8711394188540695e-14,2.8757810441971395e-09,7.087698080205778e-13,3.4008092562598297e-15,7.191570237704497e-20,9.025928369164105e-15,1.886949821482519e-15,2.5741027025265216e-13,1.119780025863164e-20,1.6844950935065784e-12,1.0787289374639604e-16,3.690417495066656e-11,4.2935699896262146e-17,6.243329127893259e-15,2.303599616463099e-11,6.1765770988722e-11,4.827917618150085e-16,2.881418160570582e-10,1.5031764144774574e-10,2.1055333220790248e-14,1.6149707975376055e-15,2.353625050429565e-06,3.3815547570778036e-18,8.204337342992651e-10,6.225829994935115e-14,6.532564936473383e-10,7.33819599889712e-09,6.06315873217066e-16,3.6879285588827634e-11,1.8394848500086523e-09,8.702818599070817e-13,2.7535862839215726e-16,7.885638194674777e-14,1.6700885978589605e-10,1.4837217138940212e-11,2.802059995408393e-13,1.0343539521267747e-13,3.3907192468967407e-13,7.912251358916991e-15,3.924072382890546e-13,1.1067230140887977e-12,8.893044802753928e-16,3.7879791818977566e-18,7.879483568635067e-19,1.020165767763438e-09,3.295208693090362e-12,8.951367119017549e-16,3.344275602964856e-11
2.8593686509575934e-07,0.7706329683123504,5.732310597937788e-06,2.2500401051620994e-07,2.8956526811009577e-06,7.02631394418277e-06,0.0,0.0,4.157771328398814e-06,1.478210919152845e-09,2.599401108575351e-08,3.8077134043201285e-10,4.962063929800527e-11,3.688298562630527e-20,3.864068804637552e-15,4.345356142789002e-11,3.586248463851726e-07,7.073541244396961e-09,5.691191168958738e-14,5.3862878609405686e-14,2.0998033217588842e-07,3.0751490476588286e-13,1.0608516128273732e-11,6.13014012452097e-13,6.661192112596678e-12,2.885637674759789e-09,1.9785687011894999e-10,2.832192275427313e-10,2.0978438314793414e-14,2.881787491940756e-15,1.9567234248737513e-12,3.8159597512913027e-14,4.396275534470369e-11,2.458722840597245e-12,3.76,0.0,0.8543587706604145,0.9989939845306722,1.6303011243640384e-06,1.692224075644477e-08,0.015183218013234513,0.015183743824193763,2.262081340859334e-09,3.420523884585038e-12,0.0009978243887251948,1.7453441102084324e-08,1.611593492967683e-08,2.207104672297304e-06,2.818518249896612e-07,6.628432971256588e-06,6.554525247705023e-06,0.000613905754467474,1.2647631621528747e-08,3.254365632743347e-06,1.8518848413992018e-08,5.87602209859082e-11,6.667502830304646e-09,6.08939324750162e-08,2.1639364597609413e-11,9.930137320160022e-12,8.615517611340229e-09,3.950320060937347e-12,3.688932535790327e-07,1.7603700099410625e-10,2.1635937509312858e-09,1.4993738728498262e-10,1.9949245277293046e-14,3.2217411031523618e-09,7.948245551456285e-13,3.9791456720821904e-15,8.40312855489225e-20,9.824655072364288e-15,2.054578640702751e-15,2.804232802174551e-13,1.3073091131621853e-20,1.8063335413113993e-12,1.1592304064389535e-16,3.8498623856641105e-11,4.606634275538205e-17,6.8919084849724166e-15,2.4225564567278394e-11,6.566679175582852e-11,5.256620347913225e-16,3.064764551391511e-10,1.6016672481136295e-10,2.244829455127821e-14,1.7525022194555331e-15,2.486226006007311e-06,3.636583376609338e-18,8.787566040618763e-10,6.67088670128649e-14,7.189164116571075e-10,7.539534714711214e-09,7.102116362905948e-16,3.994246895051327e-11,2.001112429507165e-09,9.743868411388118e-13,3.2836879757186594e-16,8.584041734764123e-14,1.8641994608640475e-10,1.6043380580508055e-11,3.0100302296689477e-13,1.0840802984145613e-13,3.5571973476512387e-13,9.09877970538633e-15,4.084919392519326e-13,1.1540735148478905e-12,9.986564371536759e-16,4.2548984501037685e-18,8.4611931135772255e-19,1.084445197529685e-09,3.796190887399897e-12,1.0323428578788278e-15,3.739622930445967e-11
2.937576465588457e-07,0.7706904012302703,6.002943776380853e-06,2.3724005866476186e-07,3.0408652207203177e-06,7.5346684203979745e-06,0.0,0.0,4.275248055507775e-06,1.5601962855919612e-09,2.8292127205524842e-08,4.1137456883822125e-10,5.2527661906755044e-11,4.2342781061406314e-20,4.225030174276367e-15,4.6555321492463276e-11,3.807235670130699e-07,7.823670893973593e-09,6.48711860618444e-14,6.056286631841657e-14,2.2161175233396658e-07,3.2769489992335437e-13,1.0869582483646447e-11,6.851404320099213e-13,7.089074291193341e-12,3.2081580954682757e-09,2.0547631854887345e-10,3.0271143452018036e-10,2.4157320640359075e-14,3.275754900020256e-15,2.1291443551579247e-12,4.1348657853738856e-14,4.719165969984485e-11,2.710378254529393e-12,3.76,0.0,0.8539379613253376,0.9989936308853483,1.7608748362272692e-06,1.8369589320751558e-08,0.015594667365936545,0.015595226178692589,2.323640458923488e-09,3.5144347133465017e-12,0.0009978240358752089,1.9038039003342148e-08,1.8026778244663533e-08,2.2958237112801102e-06,2.932040200741487e-07,7.042919715583134e-06,6.959028994989235e-06,0.0006303793191151454,1.3811025107263149e-08,3.433363190455912e-06,1.930111165957482e-08,6.214146047414287e-11,7.0864304871589065e-09,6.345551007442559e-08,2.4599703604332986e-11,1.116463503283665e-11,9.334630052070366e-09,4.588899691740197e-12,3.91707112060946e-07,1.831345758856249e-10,2.3537062456353287e-09,1.6304519383229228e-10,2.124051712469044e-14,3.5981778735508513e-09,8.885277188993147e-13,4.6367455708837635e-15,9.779225024574849e-20,1.0671511594137158e-14,2.232379434446432e-15,3.048815960670746e-13,1.5201585056039963e-20,1.935230275080436e-12,1.244738236820174e-16,4.0130429711000365e-11,4.938161867062777e-17,7.58914955481499e-15,2.5463595541295114e-11,6.972692028864575e-11,5.713473003858479e-16,3.255557225972835e-10,1.7045008485000854e-10,2.3903006846236525e-14,1.8979359309935137e-15,2.6223703577776165e-06,3.905494225330349e-18,9.397292193524823e-10,7.136229866120107e-14,7.892865911616818e-10,7.745764489563022e-09,8.288186659494708e-16,4.3177443082201394e-11,2.172426113167545e-09,1.0880123435957909e-12,3.8990346450875053e-16,9.324566923552945e-14,2.0749966765988424e-10,1.7315154941460573e-11,3.228356130391607e-13,1.1356561285757119e-13,3.7301498458111776e-13,1.042892957706163e-14,4.24932183317155e-13,1.202730359157025e-12,1.1185630701423133e-15,4.766460838221893e-18,9.078087036321755e-19,1.1513272966682715e-09,4.358127909538701e-12,1.186368159495397e-15,4.169665698426666e-11
3.0157842802193206e-07,0.7707478106192197,6.280432078012045e-06,2.4984585383130203e-07,3.1890762035213283e-06,8.066516267407024e-06,0.0,0.0,4.393038380754114e-06,1.6444173879855325e-09,3.0731241344080116e-08,4.441464246038959e-10,5.5515546137642945e-11,4.8518067725219524e-20,4.615785125911456e-15,4.9832900269956414e-11,4.0370228407262627e-07,8.630546013908543e-09,7.371080927846705e-14,6.789024078597429e-14,2.3355641236895867e-07,3.485553410235165e-13,1.114190271480697e-11,7.641515783282343e-13,7.534894597776783e-12,3.5572202156238204e-09,2.1315598743973442e-10,3.2317872330865343e-10,2.7735350308425455e-14,3.713505680125092e-15,2.311435813222223e-12,4.471838810551642e-14,5.056646361202002e-11,2.980122574246184e-12,3.76,0.0,0.8535173225987541,0.998993269439295,1.8979137963541548e-06,1.9904359529013083e-08,0.016005913574164074,0.01600650667575526,2.38516918421184e-09,3.608299185288388e-12,0.000997823675237596,2.0716478932814447e-08,2.010174491570873e-08,2.3865016304499512e-06,3.0480403167650763e-07,7.473988560254675e-06,7.379639478365595e-06,0.0006468360995117151,1.5046867565025738e-08,3.617081847549235e-06,2.010780708872722e-08,6.562649341242402e-11,7.524150427835475e-09,6.607595445985055e-08,2.7878649815816473e-11,1.2518748679937854e-11,1.009804083115436e-08,5.310828586568445e-12,4.154312900365178e-07,1.903887490788332e-10,2.555847492646812e-09,1.769722555788329e-10,2.258684782239571e-14,4.006820547378127e-09,9.9031683895005e-13,5.382035098153911e-15,1.1337197026798935e-19,1.156820084816664e-14,2.4207197093939837e-15,3.3084304222894407e-13,1.7609812313108863e-20,2.0714302773874694e-12,1.3354358494858588e-16,4.179985698434965e-11,5.288802298667208e-17,8.33747057439147e-15,2.675116850198277e-11,7.394979197220197e-11,6.199765139400636e-16,3.453963425576444e-10,1.8118091394721053e-10,2.5421340897282042e-14,2.051543082226021e-15,2.7620511012378436e-06,4.188828440942581e-18,1.0034166312976029e-09,7.62235685841541e-14,8.645861343122133e-10,7.956930359552553e-09,9.638254468592603e-16,4.658985179036746e-11,2.3537675624763804e-09,1.2117864471971332e-12,4.61080155569508e-16,1.010870411630031e-13,2.3034539172634085e-10,1.8654577067895593e-11,3.4573342589325453e-13,1.189151366397513e-13,3.909834343552456e-13,1.1916420960881227e-14,4.417304434973192e-13,1.2527404610048733e-12,1.2498057207957412e-15,5.3258651707673106e-18,9.731563303078339e-19,1.2208699054436722e-09,4.986738571825395e-12,1.3588009248308995e-15,4.636466572560325e-11
3.093992094850184e-07,0.7708051965908403,6.564842924932571e-06,2.6282686525979293e-07,3.340272661898975e-06,8.622431502967431e-06,0.0,0.0,4.511152174288425e-06,1.7308780215834747e-09,3.331680986988577e-08,4.792084469378377e-10,5.858568268060204e-11,5.549273131875271e-20,5.038550405519571e-15,5.329230670465298e-11,4.2758031285933477e-07,9.496809995459074e-09,8.350522232221677e-14,7.58860526553333e-14,2.45814329371704e-07,3.7009782627119254e-13,1.1425772328222092e-11,8.50567529417028e-13,7.999085026799689e-12,3.934318936285383e-09,2.208956381881163e-10,3.446582962300977e-10,3.175327217811504e-14,4.198894940520342e-15,2.503897000487956e-12,4.827494468871139e-14,5.409024322746854e-11,3.2687492558713843e-12,3.76,0.0,0.8530968536394782,0.9989929001121773,2.041550668293727e-06,2.1529936366850947e-08,0.016416956705239006,0.01641758541162045,2.4466675268159305e-09,3.702117316393285e-12,0.000997823306732135,2.2491489795587703e-08,2.234976224492314e-08,2.479151913637211e-06,3.166535753775525e-07,7.921999741690008e-06,7.816709184664459e-06,0.0006632761055581273,1.6357586796262613e-08,3.805516818943744e-06,2.0939623184902693e-08,6.921636101521518e-11,7.981199520064974e-09,6.875568641644065e-08,3.150193677094577e-11,1.4001102853957538e-11,1.0907643706595619e-08,6.124564304425349e-12,4.4008576646898807e-07,1.9780057342283428e-10,2.7705258132109725e-09,1.9175227842087587e-10,2.398993377488962e-14,4.449441686898959e-09,1.1006404822093869e-12,6.2240960145465086e-15,1.3095719616868425e-19,1.251645061621977e-14,2.619973091552651e-15,3.583667065163447e-13,2.0326339184710784e-20,2.2151826515712192e-12,1.4315099976164796e-16,4.3507169309259865e-11,5.659216196498678e-17,9.139359782637576e-15,2.8089370280190163e-11,7.833907399163042e-11,6.716824932142621e-16,3.6601520231631397e-10,1.9237280940931168e-10,2.700522432769467e-14,2.2135989754305123e-15,2.9052612492970704e-06,4.487143055041164e-18,1.0698843980954338e-09,8.129768847325423e-14,9.450397928064807e-10,8.173077401782427e-09,1.1170738153691289e-15,5.018541426937115e-11,2.5454833764867108e-09,1.3463644331477794e-12,5.431318134924908e-16,1.0937965054552078e-13,2.550577753474137e-10,2.006370778839943e-11,3.697264355305971e-13,1.2446386672425648e-13,4.0965186381658597e-13,1.3575980290872176e-14,4.588891908349551e-13,1.3041514907778503e-12,1.393209961454987e-15,5.9364787851630934e-18,1.0423060670346641e-18,1.2931312840037289e-09,5.688133755992575e-12,1.5513389054586533e-15,5.142158169315075e-11
3.172199909481048e-07,0.7708625592574223,6.856243026800556e-06,2.761885369867813e-07,3.4944435339131297e-06,9.202993119713344e-06,0.0,0.0,4.629599393878047e-06,1.8195822027655207e-09,3.6054425013555716e-08,5.166862849958724e-10,6.173972949195588e-11,6.335937915782549e-20,5.495679937505378e-15,5.693964852473568e-11,4.523770900510336e-07,1.0425157855019055e-08,9.433349845380993e-14,8.459300000649152e-14,2.5838552508251757e-07,3.923239370644854e-13,1.1721495227878471e-11,9.44938039071415e-13,8.482081656457645e-12,4.3410010893211894e-09,2.2869518080339424e-10,3.6718855220903065e-10,3.6255125722916313e-14,4.736036701332354e-15,2.706832455717859e-12,5.202457879331153e-14,5.7766099586094786e-11,3.5770674316690116e-12,3.76,0.0,0.8526765536016038,0.9989925228225952,2.191917619259181e-06,2.324977502543495e-08,0.01682779682562797,0.01682846248226486,2.5081354966994987e-09,3.7958891224805615e-12,0.0009978229302775097,2.4365806698184545e-08,2.4779968018452054e-08,2.5737880353019043e-06,3.2875436502718534e-07,8.387315976470074e-06,8.27059299877163e-06,0.0006796993471692353,1.7745624230607583e-08,3.998663386943129e-06,2.1797254711880676e-08,7.291214167875217e-11,8.458119712698192e-09,7.149512602387185e-08,3.549675270096906e-11,1.5620755778867775e-11,1.1765382210690692e-08,7.03919461077501e-12,4.656906582501794e-07,2.0537110056298952e-10,2.998262256489357e-09,2.0741977538711086e-10,2.5451530728041936e-14,4.9278567292135255e-09,1.219958110895839e-12,7.172699634867711e-15,1.5074874247385752e-19,1.3518013447282199e-14,2.830519364031035e-15,3.875129507427983e-13,2.3381872047295388e-20,2.3667405888395875e-12,1.533150739732669e-16,4.5252629687766117e-11,6.050075182240596e-17,9.997376322171427e-15,2.947929511330023e-11,8.289846557552247e-11,7.266019985355961e-16,3.874293553039288e-10,2.0403979240832588e-10,2.8656644258752795e-14,2.38438301285762e-15,3.0519938323558273e-06,4.8010118181913216e-18,1.1391985738160873e-09,8.658970711072035e-14,1.0308780181487844e-09,8.394250752106012e-09,1.2905696062448691e-15,5.396992446829353e-11,2.7479250599239283e-09,1.492429424519368e-12,6.374157277330545e-16,1.1813882718619367e-13,2.817408069576139e-10,2.1544631713672506e-11,3.948449314602963e-13,1.30219349596267e-13,4.2904810116417284e-13,1.5423394707613782e-14,4.764108956887553e-13,1.3570118659882131e-12,1.5496476069687547e-15,6.601844413667453e-18,1.1154059871015264e-18,1.3681701144692516e-09,6.468834497450846e-12,1.7657943562918306e-15,5.688944046697736e-11
3.2504077241119114e-07,0.7709198987319018,7.154698453510828e-06,2.8993628817503035e-07,3.6515795683737185e-06,9.808785016582233e-06,0.0,0.0,4.748390084213286e-06,1.910534171244854e-09,3.894981816779231e-08,5.567097645717049e-10,6.497962057607311e-11,7.222011761406035e-20,5.989670994716739e-15,6.078113160710835e-11,4.781121734173231e-07,1.1418336318689979e-08,1.0627954848440852e-13,9.40554576606612e-14,2.712700259669798e-07,4.1523524620261156e-13,1.2029383839764943e-11,1.047843723175666e-12,8.984324672966062e-12,4.778866334971219e-09,2.365546603878433e-10,3.908091096991571e-10,4.128844794584475e-14,5.329316344102222e-15,2.920552369039034e-12,5.5973635725386546e-14,6.15971589486298e-11,3.905902010636053e-12,3.76,0.0,0.8522564216345024,0.9989921374880898,2.349146401781065e-06,2.5067401219897523e-08,0.017238434000936654,0.01723913798340164,2.569573103697646e-09,3.889614619206248e-12,0.000997822545791498,2.6342171943771065e-08,2.740170906205964e-08,2.670423466907645e-06,3.4110811357079734e-07,8.87030245903639e-06,8.741648202095086e-06,0.0006961058342762,1.921343500204051e-08,4.196516901394663e-06,2.2681402692449794e-08,7.671495154075399e-11,8.955458011250025e-09,7.429469292245418e-08,3.989179258441058e-11,1.738721331281093e-11,1.2673250209719798e-08,8.064468916967502e-12,4.922662201536779e-07,2.1310138145844827e-10,3.23959073090439e-09,2.2401007551123327e-10,2.697345479412017e-14,5.443923502878311e-09,1.3487399536161959e-12,8.238341755964565e-15,1.7296219483484288e-19,1.4574666559697602e-14,3.05274450799072e-15,4.183434214623074e-13,2.6809364475744645e-20,2.5263613417690724e-12,1.6405514124748505e-16,4.703650067216414e-11,6.462061790999496e-17,1.09141511333261e-14,3.092204463977602e-11,8.763169825629078e-11,7.848758146723886e-16,4.0965602421633176e-10,2.161963276908264e-10,3.037765008439337e-14,2.5641786667715477e-15,3.202241898386933e-06,5.131025766150366e-18,1.2114256985541415e-09,9.210470956754971e-14,1.1223370110538564e-09,8.62049562259362e-09,1.4864938320047596e-15,5.7949250477703425e-11,2.9614489907907042e-09,1.650693031192504e-12,7.454229446977833e-16,1.2738011177691343e-13,3.1050184744128343e-10,2.3099457042541456e-11,4.2111951643573474e-13,1.361894206214268e-13,4.4920105260301127e-13,1.7475568283973115e-14,4.942980289934868e-13,1.4113707433095694e-12,1.7200388055397288e-15,7.325687317087871e-18,1.1926084891067319e-18,1.4460455033461466e-09,7.335790564877606e-12,2.004099233421396e-15,6.279099715581627e-11
3.328615538742775e-07,0.7709772151278629,7.460274703191754e-06,3.040755140643011e-07,3.811673234685475e-06,1.0440395936469476e-05,0.0,0.0,4.867534376292199e-06,2.0037383922661436e-09,4.200886316301614e-08,5.99412954406705e-10,6.830757480538424e-11,8.218738586838454e-20,6.523170536518292e-15,6.482305949469873e-11,5.048052416314356e-07,1.247914394067712e-08,1.1943233268138784e-13,1.0431950642731409e-13,2.8446786329178277e-07,4.3883332513376825e-13,1.2349759244861722e-11,1.1598972776336784e-12,9.506258397799817e-12,5.249568058645581e-09,2.4447424496880404e-10,4.1556082967134045e-10,4.6904485219968286e-14,5.9834034442419066e-15,3.145372888886061e-12,6.012855443791387e-14,6.558657312566115e-11,4.256093780600926e-12,3.76,0.0,0.8518364568828201,0.9989917440251477,2.5133684313211435e-06,2.6986411505864755e-08,0.017648868295904025,0.017649612010478852,2.6309803575159744e-09,3.983293822062901e-12,0.0009978221531907344,2.8423336013380805e-08,3.0224539908533776e-08,2.769071683155316e-06,3.53716533862363e-07,9.371326860564763e-06,9.23023447214217e-06,0.0007124955768288274,2.076348806989053e-08,4.399072779886737e-06,2.35927743941737e-08,8.062594503545104e-11,9.473766459550546e-09,7.715480656527513e-08,4.471731129758497e-11,1.931044323339296e-11,1.3633292468723442e-08,9.210830617245681e-12,5.198328448521892e-07,2.2099246688912612e-10,3.4950581361100203e-09,2.4155933280748973e-10,2.8557583478722e-14,5.9995417580019636e-09,1.4874668798420654e-12,9.432278586506915e-15,1.9782863735348123e-19,1.5688211747352613e-14,3.2870407477228537e-15,4.509210608433735e-13,3.064412738227117e-20,2.6943062037303857e-12,1.753908605562885e-16,4.88590445350981e-11,6.895869403476279e-17,1.1892387841626164e-14,3.2418727897151056e-11,9.254253614729418e-11,8.466488349924337e-16,4.327126043118771e-10,2.288573440699853e-10,3.2170356356585617e-14,2.7532734687588765e-15,3.3559985130174473e-06,5.477793238855477e-18,1.2866327897401718e-09,9.784781649499514e-14,1.2196587700922904e-09,8.851857318789488e-09,1.7072144118514772e-15,6.21293339343927e-11,3.1864163876146916e-09,1.821895999178323e-12,8.687881737069397e-16,1.3711925438247546e-13,3.414516707522389e-10,2.4730315374456106e-11,4.485811042858878e-13,1.4238221214455092e-13,4.701407324363042e-13,1.975058025967556e-14,5.125530635256755e-13,1.4672780118722608e-12,1.9053542111542373e-15,8.111922679799119e-18,1.2740704334142476e-18,1.5268169842577758e-09,8.296399542480683e-12,2.2683105319764593e-15,6.914973672056816e-11
3.4068233533736386e-07,0.7710345085595369,7.773036765947598e-06,3.186115873870811e-07,3.974718637314776e-06,1.1098419409692309e-05,0.0,0.0,4.987042486879193e-06,2.0991995587997027e-09,4.5237579520268646e-08,6.449342322233922e-10,7.172610483692983e-11,9.338484913981523e-20,7.09898171860851e-15,6.907183305279707e-11,5.324760941802421e-07,1.3610431253152463e-08,1.338860795238793e-13,1.154329623276662e-13,2.979790732007473e-07,4.631197503763485e-13,1.268295132012671e-11,1.2817447285466436e-12,1.0048331317858328e-11,5.7548142679879254e-09,2.524542145452576e-10,4.414858386769601e-10,5.31584143050097e-14,6.703264992924227e-15,3.3816164225899566e-12,6.449586717514302e-14,6.973751981254761e-11,4.628499511832178e-12,3.76,0.0,0.8514166584864696,0.9989913423492064,2.6847148600543977e-06,2.9010473594503238e-08,0.018059099774396375,0.018059884658678083,2.692357267729696e-09,4.07692674637944e-12,0.000997821752390713,3.0612058529844276e-08,3.325822157464886e-08,2.869746168028217e-06,3.6658133945567787e-07,9.890759328996456e-06,9.736713883185069e-06,0.0007288685847978396,2.2398266379673832e-08,4.606326507981058e-06,2.4532083321594694e-08,8.464631544481786e-11,1.0013602126827213e-08,8.007588645954143e-08,5.0005177879158495e-11,2.1400889810063594e-11,1.4647605221557645e-08,1.0489450336105002e-11,5.484110629978108e-07,2.2904540794770563e-10,3.765224495663452e-09,2.601045353540689e-10,3.0205856710266504e-14,6.596652710976556e-09,1.6366302780955694e-12,1.0766563692494958e-14,2.2559540036236543e-19,1.686047529090044e-14,3.533806599621138e-15,4.853101176843535e-13,3.4923942250903137e-20,2.8708404950841434e-12,1.8734221398088203e-16,5.072052343177985e-11,7.352202193084147e-17,1.293486363975233e-14,3.397046132340104e-11,9.763477623663018e-11,9.120701477133632e-16,4.5661666687731024e-10,2.420382557191389e-10,3.4036945784021907e-14,2.951958977796607e-15,3.513256759611786e-06,5.8419408083800475e-18,1.364887334458674e-09,1.0382418349709976e-13,1.3230911396568906e-09,9.08838125655889e-09,1.9552984677558303e-15,6.651618944256756e-11,3.423193276456739e-09,2.0068088643435664e-12,1.009300205039277e-15,1.4737221291312012e-13,3.7470450407462386e-10,2.6439361528545167e-11,4.772609178421423e-13,1.4880616173943283e-13,4.918982937276608e-13,2.226774532910414e-14,5.311784751256233e-13,1.5247842877263031e-12,2.106617240137502e-15,8.964663275608374e-18,1.3599532876017896e-18,1.6105445209978075e-09,9.358526422652641e-12,2.5606157660983355e-15,7.59898845122418e-11
