Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51)
2.552399333098175e-06,0.7870207489156896,0.0007671742003173771,5.5175265336567035e-05,0.0002925423480273645,0.0051549420102654136,0.0,0.0,0.00012397043251390365,2.598526585874807e-07,0.0001318907140976205,3.7496940390369314e-06,8.291071783111407e-07,9.532331754363961e-13,6.394631788833063e-10,9.025797354010866e-08,0.00017814758136435943,3.904418174550801e-05,3.160860062801018e-08,1.6946521591887675e-09,2.0332329232590908e-05,9.161334935671995e-11,1.327678849301841e-08,9.722719671550487e-08,6.543702768447679e-09,4.738181615018922e-05,1.5466907819075274e-08,1.1751502070864148e-06,2.928338285974375e-08,1.0965284900406237e-09,1.3154201943827987e-08,8.17777694649791e-11,3.4362267445479756e-08,1.1654314271440579e-08,3.76,0.0,0.7341236646858132,0.9977961293761796,0.0011780909557064444,4.584009456354551e-05,0.12577111626949497,0.12628089934154604,1.8807988483408296e-08,2.8747243642199155e-11,0.000996628563746826,2.6241024912753103e-05,0.00011790440452295223,0.00020052930513562861,2.5556913343374626e-05,0.0033149598650458866,0.0032141537860306954,0.004756563311305027,2.303189311905278e-05,0.0002664890335245158,7.022081187871539e-06,3.4029163153969674e-08,5.443748142577411e-06,6.66397839065784e-06,3.4179444394465425e-06,9.157742966147797e-07,4.030452207354535e-05,2.334453085552453e-06,0.00018647588047704446,1.5777652348281186e-08,1.0318169578791895e-05,8.493056579897758e-07,5.6399222318122255e-11,2.1847242573185374e-05,5.451291392715074e-09,2.5714104933497893e-09,5.193995243633215e-14,9.687560259327508e-11,3.223325448841874e-11,1.2618173141599299e-09,7.854858169036173e-15,3.820982255820618e-09,2.7889051946147204e-13,4.187322864181292e-09,9.795011445958095e-14,5.599894782817446e-11,9.907551834544923e-09,5.389065702305177e-08,7.219985382834439e-12,4.862431676471111e-07,2.4071468845825783e-06,3.367555149363966e-10,3.50264745864123e-12,0.00017013794832897034,5.4254331249593456e-14,5.423768460054128e-07,4.090253601221416e-11,3.5461447137636736e-06,5.947016386219535e-07,1.8661811205218028e-09,5.0424603074269145e-08,3.059894217920122e-06,3.5286248289130013e-08,1.9371321226951867e-09,1.3153365901212053e-10,1.9274313913344624e-06,1.8957559607241227e-08,2.7586974814930045e-10,5.271209542642435e-10,1.9657661641092833e-09,6.210940167426357e-09,4.098356673493121e-11,6.148788664429529e-10,3.251885795459817e-10,2.350326747110363e-12,2.592039774086002e-14,1.0090317546200849e-06,1.3815955412985455e-06,3.818898982096037e-10,8.628196585610848e-07
2.56647673973173e-06,0.7871282579825181,0.0007803621364256507,5.6254532427207913e-05,0.0002974198293472527,0.005259578300942326,0.0,0.0,0.00012602106713597994,2.6542599766250523e-07,0.00013559965491493056,3.864533809534478e-06,8.62998321588091e-07,1.012986198022518e-12,6.679364906794525e-10,9.267182526256466e-08,0.00018176122976933386,4.004738907140493e-05,3.310231491020288e-08,1.7505488207957453e-09,2.063386525898034e-05,9.407178050102e-11,1.3739621905665302e-08,1.0118014316588632e-07,6.72971570633146e-09,4.880369179990468e-05,1.579259129169117e-08,1.210345861665283e-06,3.0598038630500025e-08,1.1423632144357738e-09,1.362661202981579e-08,8.383136592503576e-11,3.511781637095623e-08,1.1948100508272821e-08,3.76,0.0,0.7333336128482913,0.9977723205455555,0.0012022301015865004,4.693317847017789e-05,0.12639840816163997,0.1269210783331022,1.8901848251297524e-08,2.8893821713665107e-11,0.0009966047949712751,2.6826026908596208e-05,0.00012076690433861256,0.00020377996750561747,2.597412241676148e-05,0.0033813526385629614,0.0032780956332409163,0.004779166599766647,2.355111723163941e-05,0.0002698917885102094,7.175378662368903e-06,3.4929484691673853e-08,5.564031734253904e-06,6.787014242066567e-06,3.5487507574293138e-06,9.502705609975959e-07,4.1415162914343585e-05,2.428037044039165e-06,0.00019028392707953819,1.603097212402003e-08,1.0608209766487721e-05,8.766629828992008e-07,5.808444220784981e-11,2.23723728593323e-05,5.58153598996994e-09,2.674273355844917e-09,5.401603322193884e-14,1.0201967890687809e-10,3.3899886830190406e-11,1.3011715752847878e-09,8.168662582219743e-15,3.924487944853046e-09,2.863410537436386e-13,4.263988579914545e-09,1.0055728268673145e-13,5.759729752846951e-11,1.0104654936072135e-08,5.5412941419445394e-08,7.487038425555732e-12,5.037424319952003e-07,2.5101246825897864e-06,3.5111842065238625e-10,3.5885428994351306e-12,0.00017195434476361012,5.6467369026551107e-14,5.528231760645355e-07,4.168419098318368e-11,3.6328513218552855e-06,6.050520226346302e-07,1.948620683164876e-09,5.1451913932826054e-08,3.1222174296212266e-06,3.6664366153954135e-08,2.0288347878935696e-09,1.341937036744429e-10,1.9752677142654156e-06,1.936028687967207e-08,2.8167345138389646e-10,5.463995942241697e-10,2.0377911374532436e-09,6.480962128385336e-09,4.174402324512307e-11,6.29837229642978e-10,3.4014974071981835e-10,2.4835804681511954e-12,2.713267895628295e-14,1.0419622779248717e-06,1.4368757826885264e-06,3.9711735805102273e-10,8.926082163619473e-07
2.5805541463652853e-06,0.7872359774261809,0.0007937345718628907,5.735172144343932e-05,0.000302364899955098,0.005365904766045382,0.0,0.0,0.00012810277663002188,2.71119793072924e-07,0.00013939805167609973,3.982498632094984e-06,8.981361574967992e-07,1.0762879395559902e-12,6.975879304808443e-10,9.5143449996692e-08,0.00018543431110007962,4.107238574127674e-05,3.4661349365058e-08,1.808125021398753e-09,2.0939633535388e-05,9.660196339586594e-11,1.4217384756102747e-08,1.0527882788960086e-07,6.920884461114376e-09,5.0262504488562864e-05,1.6124811170494282e-08,1.2464663043879887e-06,3.196604616210682e-08,1.1899372228961613e-09,1.4114786806626551e-08,8.592953846412184e-11,3.588726963388425e-08,1.2248073153658141e-08,3.76,0.0,0.7325420080631823,0.9977481000077391,0.0012267798577547304,4.804746722215717e-05,0.12702481149360526,0.12756064947730766,1.8995575265756548e-08,2.9040319448030288e-11,0.0009965806172852218,2.7421756674551203e-05,0.00012368551267267247,0.00020707273446731388,2.6396857643689414e-05,0.0034488117645545377,0.003343046136144976,0.004801749214233615,2.4079944952511694e-05,0.0002733289709077038,7.331432123258717e-06,3.585096132281919e-08,5.686493184707827e-06,6.9121849813005e-06,3.684051541793588e-06,9.859344273264274e-07,4.255194554468721e-05,2.5249782549083247e-06,0.0001941561677728269,1.6287514485495327e-08,1.090552234790312e-05,9.048573377868742e-07,5.981394114903425e-11,2.290776985866263e-05,5.714299940836247e-09,2.7808126575080707e-09,5.616626046493683e-14,1.0743545312477978e-10,3.5650623448992614e-11,1.3417011428142754e-09,8.493669037479144e-15,4.0305194829336035e-09,2.9396901726964513e-13,4.341968646388153e-09,1.032263751275332e-13,5.923608796969014e-11,1.0304868540792225e-08,5.6978081432863474e-08,7.763166986907827e-12,5.218549283830216e-07,2.61711769347469e-06,3.6603901769794693e-10,3.676223905022328e-12,0.00017378223669785715,5.87665900911569e-14,5.63422489705995e-07,4.247711536049815e-11,3.721264953692044e-06,6.155481607049013e-07,2.0342606706831997e-09,5.24952266401706e-08,3.1854954012771593e-06,3.809924364416431e-08,2.1244828191995045e-09,1.3689390679321316e-10,2.024039490225975e-06,1.9769955050710916e-08,2.87576476865165e-10,5.66318591974551e-10,2.112211840983405e-09,6.7616314035083124e-09,4.251792619737995e-11,6.451055204339046e-10,3.5574318627734913e-10,2.624030406343105e-12,2.8398234959876568e-14,1.0760072024605524e-06,1.4941437775023595e-06,4.1288967762698656e-10,9.233440130052939e-07
2.5946315529988405e-06,0.7873439109927953,0.000807293565200305,5.846708760785671e-05,0.00030737831871505096,0.005473942676719521,0.0,0.0,0.00013021596202241639,2.7693683992772344e-07,0.00014328775589575883,4.103665593367091e-06,9.34561750296824e-07,1.1433382277004148e-12,7.284629127147899e-10,9.767411488274719e-08,0.00018916760346648014,4.211957373378516e-05,3.6288339695495675e-08,1.867427973305522e-09,2.1249710404497994e-05,9.92061221102671e-11,1.4710519682893426e-08,1.0952811341319818e-07,7.117350791207999e-09,5.1759085373816845e-05,1.6463696465151515e-08,1.2835330447470103e-06,3.338935445708903e-08,1.2393104485745772e-09,1.4619212788358535e-08,8.807313762066906e-11,3.667083881045756e-08,1.2554341454771305e-08,3.76,0.0,0.731748823328316,0.9977234613915262,0.0012517461657174486,4.9183289820338545e-05,0.12765032107871505,0.128199612809241,1.9089168755544376e-08,2.918673963096794e-11,0.000996556015187657,2.8028370650214714e-05,0.0001266610771489261,0.00021040802110008528,2.682517770651734e-05,0.0035173507655731785,0.0034090174080309427,0.0048243116827836885,2.461851717291727e-05,0.00027680100999088797,7.490280676302411e-06,3.6794026827398294e-08,5.811163568583478e-06,7.0395295586141505e-06,3.823984749200723e-06,1.022801197449937e-06,4.371539302361302e-05,2.6253840189109015e-06,0.00019809353151870567,1.654730987408385e-08,1.1210277518275368e-05,9.339137271747945e-07,6.1588741340005e-11,2.345359226274523e-05,5.84962136615231e-09,2.8911451889797192e-09,5.839298788970159e-14,1.1313671486736832e-10,3.7489535217719295e-11,1.38344075865245e-09,8.830232975819832e-15,4.1391337102947345e-09,3.017782654408181e-13,4.421286704756805e-09,1.0595873432481036e-13,6.091626629410714e-11,1.0508230024890051e-08,5.858730915232121e-08,8.048652467503812e-12,5.406011451941592e-07,2.7282675063598076e-06,3.81536854127677e-10,3.7657216588943855e-12,0.00017562173895668796,6.114862286638676e-14,5.741763359119725e-07,4.328141862269515e-11,3.811412371695036e-06,6.261915697135449e-07,2.12320790909856e-09,5.355471999143489e-08,3.249738013261885e-06,3.9593471174367996e-08,2.2242301957318485e-09,1.396346677124707e-10,2.073760502218246e-06,2.0186663804918826e-08,2.9358024674443425e-10,5.868971462705989e-10,2.1891002110052595e-09,7.053327804828479e-09,4.3305528451595294e-11,6.606891165993956e-10,3.719934595963237e-10,2.7720451343261105e-12,2.971926449351935e-14,1.1112048024245726e-06,1.5534635737126615e-06,4.292242876103166e-10,9.550550027368829e-07
2.6087089596323958e-06,0.7874520624623208,0.0008210411870350385,5.9600888955851197e-05,0.00031246084873334465,0.005583713493684708,0.0,0.0,0.00013236102776208265,2.8288000320434576e-07,0.00014727065249322847,4.2281135532304766e-06,9.723173621716043e-07,1.2143475445864775e-12,7.606084781557035e-10,1.0026511268557575e-07,0.00019296189197893688,4.318936138480673e-05,3.798601910557752e-08,1.9285061645935708e-09,2.1564173812819154e-05,1.0188654985563583e-10,1.521948115275524e-08,1.139330080310821e-07,7.319260200833948e-09,5.329428187563404e-05,1.6809378836342326e-08,1.3215680454806512e-06,3.486997614993214e-08,1.2905446949399102e-09,1.5140390140269616e-08,9.026302850600233e-11,3.7468737899980926e-08,1.2867016351181199e-08,3.76,0.0,0.7309540314103667,0.9976983982190094,0.001277135040883102,5.0340979294832125e-05,0.1282749316494606,0.12883796836382638,1.9182627937441685e-08,2.9333085143036066e-11,0.000996530992961618,2.8646026749462085e-05,0.0001296944534425033,0.0002137862436958363,2.7259141608025776e-05,0.00358698328841749,0.003476021651000713,0.00484685453956013,2.516697612491245e-05,0.00028030834182080544,7.651963773562146e-06,3.7759122517283147e-08,5.938074239043101e-06,7.1690876708079424e-06,3.968692056874633e-06,1.06090710824106e-06,4.4906037255980575e-05,2.7293646564996797e-06,0.00020209695987160518,1.6810388777766902e-08,1.1522649454520239e-05,9.638578899445802e-07,6.340989216818701e-11,2.4010000467561007e-05,5.987538770730358e-09,3.005390994588632e-09,6.069863472341694e-14,1.191379111567442e-10,3.942087938285948e-11,1.4264261835709298e-09,9.178719701707515e-15,4.250388637137001e-09,3.097727304919191e-13,4.5019668405304344e-09,1.087557294519337e-13,6.263880169157664e-11,1.0714777039169716e-08,6.024189173349323e-08,8.343784084784396e-12,5.6000220528702e-07,2.8437201799574323e-06,3.976320893938611e-10,3.857067778782904e-12,0.00017747296988645386,6.361860400899956e-14,5.850862691076342e-07,4.409721049394994e-11,3.9033207100627435e-06,6.369837698934825e-07,2.2155722028520517e-09,5.4630573919373334e-08,3.314955180519442e-06,4.1149766733154826e-08,2.3282363356600402e-09,1.4241638668978287e-10,2.124444685662897e-06,2.0610514131331313e-08,2.996862015763545e-10,6.081549659317822e-10,2.268530100419376e-09,7.356443331130036e-09,4.410708577024646e-11,6.765934682291157e-10,3.889259801503381e-10,2.9280110074457345e-12,3.109805146117662e-14,1.1475946133513114e-06,1.6149010524431238e-06,4.4613911198937867e-10,9.877698997020402e-07
2.622786366265951e-06,0.7875604356485683,0.0008349795196847399,6.075338633882236e-05,0.00031761325723394444,0.0056952388671561455,0.0,0.0,0.00013453838170866177,2.889522196171251e-07,0.0001513486603270436,4.355923183252817e-06,1.011446483069816e-06,1.289537562813598e-12,7.94073347233133e-10,1.029177622298814e-07,0.00019681796872220283,4.428216346873995e-05,3.975722155641022e-08,1.991409392255931e-09,2.1883103341434274e-05,1.0464561110069646e-10,1.5744735729438875e-08,1.184986696318305e-07,7.526762027758365e-09,5.486895794675202e-05,1.716199265589329e-08,1.3605937314078228e-06,3.640998932913544e-08,1.3437036877837403e-09,1.5678833010601726e-08,9.250009095324479e-11,3.828118333167918e-08,1.3186210501403058e-08,3.76,0.0,0.7301576048451787,0.997672903934424,0.0013029525732029133,5.152087273902338e-05,0.12889863785675928,0.12947571617598833,1.9275952016142656e-08,2.9479358962183897e-11,0.0009965055449656095,2.9274884350092174e-05,0.00013278650522477713,0.0002172078196592409,2.7698808662516173e-05,0.0036577231041739584,0.003544071155170215,0.00486937832478193,2.572546537242483e-05,0.0002838514093106267,7.816521210317184e-06,3.874669733797724e-08,6.067256825437804e-06,7.3008997741159115e-06,4.118318945713024e-06,1.1002893518634962e-06,4.612441911268047e-05,2.8370335796303272e-06,0.00020616740714318561,1.707678171956957e-08,1.1842816412285322e-05,9.94716320101094e-07,6.527846681282317e-11,2.457715657155845e-05,6.128091041161122e-09,3.123673448119592e-09,6.308568722042162e-14,1.2545417535805692e-10,4.1449107549469144e-11,1.4706942260990365e-09,9.539504652416505e-15,4.364343469736629e-09,3.17956422782138e-13,4.584033590521228e-09,1.1161875673885604e-13,6.440468593578652e-11,1.0924547506607606e-08,6.194313232587898e-08,8.64885905516138e-12,5.800798836279102e-07,2.963626366017612e-06,4.143455109562326e-10,3.950294236298141e-12,0.00017933605143503087,6.618498104247788e-14,5.961538489063824e-07,4.492460091456032e-11,3.997017482008553e-06,6.479262844098302e-07,2.311466403007274e-09,5.5722969483449536e-08,3.38115685092268e-06,4.2770982224454904e-08,2.4366662689839134e-09,1.4523946479589187e-10,2.176106130095948e-06,2.1041608339596947e-08,3.058958006675938e-10,6.301122815706453e-10,2.3505773201766994e-09,7.671382513372724e-09,4.4922862946786667e-11,6.928240981011346e-10,4.0656707229801817e-10,3.0923329628614696e-12,3.2536968009849164e-14,1.1852174697916438e-06,1.6785239730763299e-06,4.6365257992263857e-10,1.0215181961296672e-06
2.636863772899506e-06,0.787669034399198,0.0008491106568649311,6.192484342943735e-05,0.00032283631542969073,0.005808540636698169,0.0,0.0,0.00013674843511946787,2.9515649953753114e-07,0.00015552373273654355,4.487177005896364e-06,1.0519938610929512e-06,1.3691417053873865e-12,8.28907974455454e-10,1.0563340883578661e-07,0.0002007366327256083,4.5398401280263075e-05,4.160488511631396e-08,2.0561887961583393e-09,2.22065802372691e-05,1.0748574374600462e-10,1.6286762345981965e-08,1.2323040960507282e-07,7.740009533299987e-09,5.648399434641836e-05,1.7521675068155145e-08,1.400632998413922e-06,3.801153940241073e-08,1.3988531284395753e-09,1.6235069867572786e-08,9.478521977345421e-11,3.9108393971030985e-08,1.3512038310010997e-08,3.76,0.0,0.7293595159381828,0.9976469719073953,0.0013292049278073816,5.272331134344205e-05,0.1295214342692191,0.13011285628081073,1.9369140184147283e-08,2.962556416626598e-11,0.0009964796515271382,2.9915104281690617e-05,0.00013593810410336127,0.00022067316740355226,2.814423848642654e-05,0.003729584108217561,0.003613178297811924,0.0048918835847512315,2.62941298011599e-05,0.00028743066229068934,7.983993121518444e-06,3.9757207968890376e-08,6.198743230572061e-06,7.435007097186629e-06,4.2730147845543965e-06,1.1409860962871782e-06,4.737108855169681e-05,2.9485073648145753e-06,0.00021030584056861004,1.734651926306422e-08,1.2170960825377072e-05,1.026516288092446e-06,6.719555149647415e-11,2.5155224373073258e-05,6.271317448262483e-09,3.246119330713838e-09,6.555670027139453e-14,1.3210135730708283e-10,4.357887391975442e-11,1.5162827702853033e-09,9.91297363595007e-15,4.481058654636301e-09,3.263334320996604e-13,4.667511952305832e-09,1.1454924001472715e-13,6.621493393377075e-11,1.113757961972782e-08,6.369237102012218e-08,8.964182748652027e-12,6.008566253381502e-07,3.088141435571631e-06,4.3169855149094603e-10,4.0454334966039555e-12,0.00018121110923365822,6.88428153922021e-14,6.073806398454749e-07,4.5763700057258265e-11,4.0925305872536875e-06,6.590206389264698e-07,2.4110064769519684e-09,5.6832088858228933e-08,3.44835300356685e-06,4.446011011074601e-08,2.5496908151420597e-09,1.481043039303801e-10,2.2287590809024555e-06,2.1480050076344427e-08,3.1221052263849847e-10,6.527898566675725e-10,2.4353196835781336e-09,7.998562768327142e-09,4.575312882122281e-11,7.093866017490842e-10,4.24943994939468e-10,3.265435351586439e-12,3.403847770580485e-14,1.2241155439422657e-06,1.7444020192210404e-06,4.8178363816276e-10,1.056330180847432e-06
2.6509411795330614e-06,0.7877778625957068,0.0008634367033533417,6.311552672186932e-05,0.0003281307983840395,0.0059236408310094505,0.0,0.0,0.00013899160263440552,3.014959289675778e-07,0.00015979785809053644,4.621959434505796e-06,1.0940055334530666e-06,1.4534057303972181e-12,8.65164604621585e-10,1.0841342478819698e-07,0.00020471868992955075,4.65385027164617e-05,4.35320554076237e-08,2.122896893897907e-09,2.253468744487085e-05,1.1040946136731568e-10,1.6846052582449786e-08,1.2813369682963633e-07,7.959159992929786e-09,5.81402889172511e-05,1.788856605312428e-08,1.441709222587379e-06,3.9676841005690166e-08,1.4560607482340793e-09,1.6809643843515413e-08,9.711932503125107e-11,3.99505911252567e-08,1.3844615955327852e-08,3.76,0.0,0.72855973676491,0.9976205953945924,0.0013558983456381946,5.394864042946108e-05,0.13014331537240773,0.13074938871370004,1.9462191621654276e-08,2.9771703935592763e-11,0.0009964533164309602,3.056684881340344e-05,0.00013915012955512652,0.00022418270624239046,2.859549098855878e-05,0.003802580320169598,0.0036833555424380373,0.004914370871858665,2.6873115607807495e-05,0.00029104655757281603,8.154419977980512e-06,4.079111892684895e-08,6.332565627766359e-06,7.571451654201219e-06,4.432932915656049e-06,1.1830365060790633e-06,4.8646604739991924e-05,3.0639058273515446e-06,0.00021451324047449237,1.7619631993455605e-08,1.2507269407616178e-05,1.0592858626424426e-06,6.916226036702341e-11,2.5744369366582645e-05,6.417257642427738e-09,3.3728589087436696e-09,6.811429892889922e-14,1.3909605460284628e-10,4.581504387243534e-11,1.5632308066030261e-09,1.0299523017640058e-14,4.600595872684732e-09,3.349079289775303e-13,4.752427390414274e-09,1.1754863109283438e-13,6.807058428899393e-11,1.1353911837794991e-08,6.549098581755825e-08,9.290068909530357e-12,6.223555641601815e-07,3.2174256079921353e-06,4.4971330607820344e-10,4.142518495437277e-12,0.00018309827268049497,7.159658553223585e-14,6.187682111122419e-07,4.6614618277288426e-11,4.189888319785759e-06,6.702683611577258e-07,2.514311579619455e-09,5.795811532114831e-08,3.5165536469970786e-06,4.622029037141967e-08,2.66748676556257e-09,1.5101130666936515e-10,2.2824179410884558e-06,2.1925944342029865e-08,3.186318652189601e-10,6.762089990636014e-10,2.5228370507154337e-09,8.33841476051802e-09,4.659815395888722e-11,7.262866480434981e-10,4.4408497206404e-10,3.4477628046205625e-12,3.560513882485227e-14,1.2643323852365185e-06,1.8126068455072999e-06,5.005517631646919e-10,1.0922369581258343e-06
2.6650185861666167e-06,0.7878869241534028,0.0008779597746375496,6.43257055305155e-05,0.0003334974848671369,0.00604056166763719,0.0,0.0,0.0001412683022592324,3.079736715677479e-07,0.0001641730603430766,4.760356814037845e-06,1.1375288579785398e-06,1.5425883452269086e-12,9.028973308247552e-10,1.1125920978759712e-07,0.00020876495314810602,4.7702902359263454e-05,4.554188915189704e-08,2.191587616361385e-09,2.2867509638713843e-05,1.1341935552682582e-10,1.7423110947563743e-08,1.3321416174363875e-07,8.184374788350456e-09,5.983875686490864e-05,1.8262808491118915e-08,1.4838462695116076e-06,4.140817995659692e-08,1.5153963641871888e-09,1.740311308472137e-08,9.950333218202948e-11,4.080799854783212e-08,1.418406141771308e-08,3.76,0.0,0.7277582391715964,0.9975937675673707,0.0013830391440750737,5.519720948280709e-05,0.13076427556812834,0.13138531351055283,1.9555105496455476e-08,2.991778155555752e-11,0.0009964265384277836,3.123028164048277e-05,0.00014242346885288786,0.00022773685627812783,2.905262635984613e-05,0.003876725883811388,0.003754615437822771,0.004936840744586041,2.746257028819926e-05,0.00029469955901421214,8.327842582482044e-06,4.184890266996738e-08,6.468756457893017e-06,7.710276258104626e-06,4.598230741318432e-06,1.226480763440962e-06,4.995153617619408e-05,3.1833520967734844e-06,0.000218790600448503,1.7896150499547036e-08,1.2851933257190845e-05,1.0930539331737782e-06,7.1179736043996e-11,2.63447587380309e-05,6.565951649118482e-09,3.5040260129229707e-09,7.076117998209288e-14,1.4645564510796448e-10,4.816270291118574e-11,1.611578463603667e-09,1.0699560002208618e-14,4.7230180574321346e-09,3.4368416601486136e-13,4.838805842651746e-09,1.2061841016857987e-13,6.997269987831422e-11,1.1573582883819837e-08,6.734039362130435e-08,9.626839859309748e-12,6.446005413495396e-07,3.3516440828900684e-06,4.684125498320696e-10,4.241582506604218e-12,0.00018499767502592806,7.445819320350121e-14,6.303181362605274e-07,4.7477466065597256e-11,4.289119375894013e-06,6.816709804035081e-07,2.621504126229013e-09,5.9101233239617586e-08,3.5857688173682653e-06,4.805481779010876e-08,2.790237071273344e-09,1.5396087611799004e-10,2.3370972730925445e-06,2.2379397507546962e-08,3.251613454885287e-10,7.003915732061045e-10,2.61321137141497e-09,8.691382772500706e-09,4.74582187809076e-11,7.435299796053142e-10,4.640192242143201e-10,3.6397811339108455e-12,3.723960775073776e-14,1.3059129609139736e-06,1.8832121252263148e-06,5.199769734504074e-10,1.129270466843881e-06
2.679095992800172e-06,0.7879962230213658,0.000892681996543067,6.555565199225312e-05,0.0003389371572080924,0.006159325552618384,0.0,0.0,0.0001435789553476262,3.145929707409412e-07,0.00016865139959641208,4.902457462561944e-06,1.18261254516278e-06,1.6369618482455105e-12,9.421621535036224e-10,1.141721913890679e-07,0.0002128762420276925,4.8892041558246155e-05,4.763765781561359e-08,2.2623163441040268e-09,2.320513325604228e-05,1.1651809814779006e-10,1.801845516300574e-08,1.3847760049757014e-07,8.415819502250832e-09,6.158033104095903e-05,1.8644548228689338e-08,1.5270685037128358e-06,4.320791525302502e-08,1.576931935978802e-09,1.8016051105888267e-08,1.0193818231885805e-10,4.168084244249842e-08,1.4530494508467135e-08,3.76,0.0,0.7269549947758934,0.9975664815284336,0.0014106337175571308,5.6469372186862016e-05,0.13138430917370125,0.13202063070792805,1.9647880963830906e-08,3.006380041926488e-11,0.0009963992937178695,3.190556786851136e-05,0.00014575901698704935,0.00023133603828555694,2.9515705062576226e-05,0.003952035066952471,0.0038269706169622246,0.004959293767505842,2.806264262409175e-05,0.000298390137581475,8.50430206535522e-06,4.2931039698915715e-08,6.607348425961208e-06,7.851524533903511e-06,4.769069811595161e-06,1.2713600894702996e-06,5.1286460814062564e-05,3.3069726935563713e-06,0.00022313892751063107,1.817610538264768e-08,1.3205147963545138e-05,1.1278502328382925e-06,7.324913282845794e-11,2.6956561359542988e-05,6.717439871941243e-09,3.639758120129815e-09,7.350011366585188e-14,1.5419832076999238e-10,5.062716590068273e-11,1.6613670374618642e-09,1.1113502903901916e-14,4.848389451982865e-09,3.5266647920989754e-13,4.926673730315881e-09,1.237600864047562e-13,7.192236844313829e-11,1.1796631741372416e-08,6.924205124804001e-08,9.974826646917733e-12,6.676161250004247e-07,3.4909671749165395e-06,4.878197563151928e-10,4.342659292353538e-12,0.00018690945345964545,7.74210180475056e-14,6.420319929169539e-07,4.835235407521568e-11,4.390252862492665e-06,6.932300270703184e-07,2.7327098666752615e-09,6.026162805737952e-08,3.6560085765360626e-06,4.9967149585346503e-08,2.918131035677877e-09,1.5695341594840029e-10,2.392811800638509e-06,2.2840517330941087e-08,3.318005006348037e-10,7.253600119235965e-10,2.7065267310883896e-09,9.05792508372175e-09,4.833360920204774e-11,7.611224127049353e-10,4.847770008896422e-10,3.841978269832604e-12,3.8944642473420944e-14,1.3489036975878966e-06,1.9562935988492993e-06,5.40079842795018e-10,1.167463499987179e-06
