Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159)
1.7697385089243563e-07,0.7388740741740514,1.4797774728139265e-06,6.25517901874767e-08,9.145146091588884e-07,9.775932968554876e-07,0.0,0.0,1.9100922169163307e-06,3.2863293004847775e-10,4.3138279223451795e-09,1.5432009592187792e-11,3.149352171285156e-13,1.9751783111677408e-21,8.52357406049883e-16,5.017369431282308e-11,6.896413995646349e-08,6.429346944280703e-10,2.3270171024245686e-15,6.257707512321333e-16,5.4839233090747706e-08,6.115279337916499e-14,5.818121151296983e-12,1.3926575570452416e-14,1.2740343421937902e-12,2.3528459742314814e-10,1.7148660348683908e-12,5.865405985781982e-15,6.161965300754765e-16,8.962367940108458e-17,2.0695841294286407e-14,1.700191980381878e-17,2.821056052908181e-12,7.717968666467374e-21,3.76,0.0,0.6544289311540591,0.9990188794208094,2.45024258861862e-07,1.821878801570378e-09,0.006827074363889976,0.006827199284958205,9.65259041235622e-10,1.4454041043392338e-12,0.000978121573060284,1.709295962506491e-09,1.05169679442517e-09,5.555053569593522e-07,7.246716986322615e-08,1.2812390235282027e-06,1.2616181373338565e-06,0.00027537238225444036,1.040083116086211e-09,9.485134318199577e-07,4.383021441099925e-09,1.3996472741721836e-11,1.1985142634586127e-09,1.5317671933981792e-08,9.021278668148617e-13,5.352414852033466e-13,1.0278046718539887e-09,1.174659285898407e-13,7.083704307827455e-08,4.739315247936268e-11,2.702103644628035e-10,3.856066208307817e-14,5.983535131879004e-15,1.782957323964189e-10,4.5712881668884837e-14,1.1797875641254257e-16,2.5274347782548135e-21,1.0923784798010701e-20,7.068060016735172e-20,3.776292909669201e-14,3.9829968231069146e-22,1.8482571556462943e-17
1.821123156631171e-07,0.7389014711906859,1.53764775008405e-06,6.575983629634153e-08,9.646534610083046e-07,1.0451707413377752e-06,0.0,0.0,1.9658974764078627e-06,3.479279276970914e-10,4.704022659264551e-09,1.63949858105072e-11,3.4865399869404925e-13,2.2157805514872937e-21,9.163483108063832e-16,5.2250949192241064e-11,7.244267952681557e-08,7.162055735838947e-10,2.6693266092457178e-15,7.033706225108338e-16,5.806550527660773e-08,6.563650735427124e-14,5.8770620421320684e-12,1.5865521378147617e-14,1.342052454888983e-12,2.6259445303507703e-10,1.8523897973508085e-12,6.494864562564001e-15,6.970538041595614e-16,1.0013688183829775e-16,2.2475473549821407e-14,1.8974957600939105e-17,3.12009519867685e-12,9.380820593401887e-21,3.76,0.0,0.6542276388137612,0.999018758269555,2.6633171475441307e-07,1.96423738011673e-09,0.007024219417829558,0.007024351944670064,9.933243270567078e-10,1.488058684478191e-12,0.000978121454588715,1.880549487196605e-09,1.1885701752595186e-09,5.7115110672012e-07,7.453489109709637e-08,1.3487627002801582e-06,1.325964255424487e-06,0.0002832955943937573,1.1446858086883168e-09,1.0040928688359366e-06,4.5439128244774435e-09,1.4824566431452043e-11,1.2583600557700379e-09,1.5770311147608105e-08,1.0240137985048213e-12,5.992215933031411e-13,1.099628366259314e-09,1.3682846635938435e-13,7.446198425580235e-08,4.8732569612547134e-11,2.917052061818221e-10,4.290622806457773e-14,6.350633066126793e-15,2.013159271746854e-10,5.170644545192438e-14,1.3815952915948108e-16,2.9531749107504816e-21,1.3038895331477007e-20,8.143136791677998e-20,4.083022177953983e-14,4.647502525854115e-22,2.080320782787266e-17
1.8725078043379856e-07,0.7389288603329947,1.596362041210388e-06,6.902729635628862e-08,1.0158948424849586e-06,1.1153390749008805e-06,0.0,0.0,2.0217301561301053e-06,3.6777014379801805e-10,5.1174771052473694e-09,1.7397872261256517e-11,3.848268657650434e-13,2.47980571332855e-21,9.840420268200734e-16,5.4420619572344806e-11,7.601566568858913e-08,7.954508451980023e-10,3.049568505562395e-15,7.879408634269418e-16,6.138373080381064e-08,7.029373418493508e-14,5.938585830376886e-12,1.801089279916899e-14,1.4120013213000334e-12,2.921032443504243e-10,1.9962976586047065e-12,7.17299054096472e-15,7.861721290328159e-16,1.1157748844798834e-16,2.436926967364938e-14,2.1106016716432196e-17,3.439980263247592e-12,1.1336420256019471e-20,3.76,0.0,0.6540264042044386,0.9990186351300364,2.8878998692684387e-07,2.1136459004956673e-09,0.007221303716797688,0.00722144410218942,1.0213809639785048e-09,1.5307001201710985e-12,0.0009781213341709246,2.063032795446453e-09,1.3384059892495713e-09,5.870606805056528e-07,7.663627377805133e-08,1.4182050403849442e-06,1.3921121538943689e-06,0.0002912147368999716,1.2564293962776634e-09,1.061237261851744e-06,4.706978672028177e-09,1.567676533674281e-11,1.319952539131279e-09,1.623061520800912e-08,1.158391974353411e-12,6.68890832094845e-13,1.1747780335300192e-09,1.5870925166192115e-13,7.818862143487949e-08,5.0094588381403084e-11,3.143061679208163e-10,4.7613431388479904e-14,6.729703066560599e-15,2.2653115438431344e-10,5.828035260139828e-14,1.6106314506844956e-16,3.435494427661916e-21,1.5494189830645684e-20,9.347427282051117e-20,4.4055962856420365e-14,5.399483928023413e-22,2.3348391663268703e-17
1.9238924520448003e-07,0.7389562416119471,1.6559388279338282e-06,7.235465134187297e-08,1.0682235275324334e-06,1.1881350055071607e-06,0.0,0.0,2.077591121636194e-06,3.8815939660440523e-10,5.5549262765285975e-09,1.8442450843412877e-11,4.235563059482463e-13,2.769282259898362e-21,1.0556734912326117e-15,5.668744620665384e-11,7.968461214521596e-08,8.809694486150399e-10,3.4706871714155783e-15,8.798864531018494e-16,6.479388900560139e-08,7.51249911614698e-14,6.002832983651445e-12,2.037848558688433e-14,1.4839138314392088e-12,3.2391688254173175e-10,2.1466807276670128e-12,7.90236902127173e-15,8.841924449338863e-16,1.2400539243969926e-16,2.6382807993685925e-14,2.340251928527654e-17,3.781397517299982e-12,1.362539674630104e-20,3.76,0.0,0.6538252272426114,0.9990185099959675,3.124240269253889e-07,2.270291254528524e-09,0.007418327276752191,0.007418475776243934,1.0494289542745173e-09,1.5733284148914765e-12,0.0009781212118007674,2.2570991022940292e-09,1.5019892240291845e-09,6.032361455740623e-07,7.87715906169899e-08,1.4895972245101432e-06,1.4600920668839708e-06,0.0002991298104645266,1.3755771974477012e-09,1.1199451909671643e-06,4.872268528502388e-09,1.65531025956861e-11,1.3833299537518683e-09,1.6698695672865667e-08,1.3061710055915794e-12,7.446016954493722e-13,1.2533512743482801e-09,1.8335448126076477e-13,8.201865999455117e-08,5.147938607764862e-11,3.380455990675335e-10,5.270327261777814e-14,7.120853906430046e-15,2.540790920876698e-10,6.547157440524508e-14,1.869655110211595e-16,3.980042862287144e-21,1.833427396069548e-20,1.069272309460959e-19,4.7444547012317936e-14,6.247595123646314e-22,2.6134573909379856e-17
1.975277099751615e-07,0.7389836150385798,1.7163961729656204e-06,7.574247630355318e-08,1.121624779173804e-06,1.263596026810234e-06,0.0,0.0,2.1334812533926087e-06,4.090955144622103e-10,6.017112303507079e-09,1.9530592415142887e-11,4.649470652852769e-13,3.086416947479074e-21,1.1314927299145952e-15,5.905615287820879e-11,8.345104317329297e-08,9.730658576017985e-10,3.935772122535357e-15,9.796242460382297e-16,6.829595927833185e-08,8.013074624796227e-14,6.069943243200602e-12,2.298488528837722e-14,1.5578231717958997e-12,3.5814374282879306e-10,2.3036293718558614e-12,8.685686361087963e-15,9.917930645820551e-16,1.3748335349615635e-16,2.8521840903254835e-14,2.5872039986435935e-17,4.145026073364501e-12,1.6292585064085912e-20,3.76,0.0,0.6536241078443569,0.9990183828609026,3.3725845026891896e-07,2.434363202158285e-09,0.007615290113593137,0.007615446985545478,1.077468300210026e-09,1.6159435721010053e-12,0.0009781210874719446,2.4630997033999685e-09,1.680125787248336e-09,6.196795425648239e-07,8.094110940970279e-08,1.5629706926759017e-06,1.529934462465858e-06,0.0003070408157787036,1.502393649543386e-09,1.1802152371764753e-06,5.039832766481122e-09,1.7453612296911844e-11,1.4485312389544564e-09,1.7174653803136145e-08,1.4683017452509018e-12,8.267206686587282e-13,1.3354478154368238e-09,2.11027126507458e-13,8.595381880601742e-08,5.288713736772769e-11,3.6295643507275725e-10,5.819758085046077e-14,7.524197009147889e-15,2.8410156880493804e-10,7.33182159685663e-14,2.161619740819339e-16,4.592862341495398e-21,2.1608419567362468e-20,1.2191592337849713e-19,5.1000438514646374e-14,7.201086360262753e-22,2.917913878644238e-17
2.0266617474584297e-07,0.7390109806239922,1.7777517339447669e-06,7.919142907930194e-08,1.1760843445612008e-06,1.3417603987667034e-06,0.0,0.0,2.1894014464189435e-06,4.3057833597291345e-10,6.504784634954521e-09,2.066425653546467e-11,5.091063075138141e-13,3.433608836570284e-21,1.2117653092313186e-15,6.153145293698067e-11,8.731649340635798e-08,1.0720499891462408e-09,4.448062580068871e-15,1.0875830403025379e-15,7.188992108341107e-08,8.531142266577356e-14,6.1400558251992496e-12,2.5847489837311646e-14,1.633762815638468e-12,3.948947350903333e-10,2.467233357990971e-12,9.52573395587039e-15,1.1096913245367547e-15,1.5207710086671137e-16,3.079229640526701e-14,2.8522310409591474e-17,4.531537743014735e-12,1.9387321968570883e-20,3.76,0.0,0.6534230459253074,0.9990182537182406,3.6331754742005645e-07,2.6060543885641824e-09,0.007812192243162836,0.00781235774878993,1.105499004042095e-09,1.6585455952495487e-12,0.0009781209611780064,2.6813839557949032e-09,1.873642249495478e-09,6.363928912468776e-07,8.314509418089677e-08,1.6383571384416292e-06,1.6016700400119243e-06,0.00031494775353388914,1.6371442094033603e-09,1.2420459823741009e-06,5.2097225607010834e-09,1.8378329505955055e-11,1.5155960119131823e-09,1.7658582617811077e-08,1.6457783658946615e-12,9.156285577021218e-13,1.421169531760521e-09,2.420076335113028e-13,8.999583003503175e-08,5.4318014873094064e-11,3.890722014657029e-10,6.411903893457032e-14,7.939846524344604e-15,3.1674453062534374e-10,8.185950729482265e-14,2.4896815558023645e-16,5.2804042324616635e-21,2.537094449450846e-20,1.385741476444885e-19,5.472817178316624e-14,8.26982912875351e-22,3.250044567730821e-17
2.0780463951652444e-07,0.7390383383793471,1.8400227784621022e-06,8.270224014905385e-08,1.231588449172754e-06,1.4226671289223968e-06,0.0,0.0,2.245352609954683e-06,4.5260771015289414e-10,7.018700240054177e-09,2.1845491326627677e-11,5.561437799602938e-13,3.813464157301176e-21,1.2967728178411209e-15,6.411805554126325e-11,9.128250766124766e-08,1.1782371170424673e-09,5.010952182143539e-15,1.2042036471521317e-15,7.557575394926067e-08,9.066740305325675e-14,6.213309614768171e-12,2.898453253285899e-14,1.7117665157285504e-12,4.3428337472409056e-10,2.637581981997745e-12,1.042541211289287e-14,1.2386452901607694e-15,1.6785543873995545e-16,3.3200279916467746e-14,3.136122348527223e-17,4.9415969371985146e-12,2.2963753698547387e-20,3.76,0.0,0.6532220414006527,0.9990181225612272,3.9062529463790573e-07,2.7855603608516896e-09,0.00800903368124583,0.008009208084656966,1.1335210680195628e-09,1.7011344877751672e-12,0.00097812083291235,2.9122992710287495e-09,2.0833855880360943e-09,6.533781945863362e-07,8.538380600217988e-08,1.7157885043904398e-06,1.6753297281251715e-06,0.0003228506244218354,1.7800952614254591e-09,1.3054360093603264e-06,5.381989865016448e-09,1.9327290291674394e-11,1.5845645482634556e-09,1.8150568533494374e-08,1.8396394534764157e-12,1.0117208236136058e-12,1.5106204690229203e-09,2.7659463753849594e-13,9.41464389864239e-08,5.5772189582289484e-11,4.1642701780785256e-10,7.049120931717669e-14,8.36791940421858e-15,3.521580065821051e-10,9.113579386650433e-14,2.8572080226580627e-16,6.049546128152043e-21,2.968161574424494e-20,1.5704418058951435e-19,5.863235194891453e-14,9.464341761519603e-22,3.611787190190286e-17
2.129431042872059e-07,0.7390656883158682,1.9032261994092314e-06,8.62757035248879e-08,1.2881237903035956e-06,1.5063559544363528e-06,0.0,0.0,2.301335667148888e-06,4.751834965897629e-10,7.5596238082495e-09,2.3076433451431553e-11,6.061719856997668e-13,4.2288120809956754e-21,1.3868133784981729e-15,6.682067159416894e-11,9.535064079151139e-08,1.2919477901185604e-09,5.627993833805934e-15,1.3299389620847263e-15,7.935343747327399e-08,9.61990332448254e-14,6.289843352231983e-12,3.2415105410778263e-14,1.7918682986171575e-12,4.76425853481912e-10,2.8147641879122583e-12,1.1387734021781688e-14,1.379455515338878e-15,1.8489035394015782e-16,3.5752076296729567e-14,3.4396837956695365e-17,5.3758606054855064e-12,2.708115576968217e-20,3.76,0.0,0.6530210941851382,0.999017989382958,4.1920536469217936e-07,2.9730795844214702e-09,0.008205814443568849,0.008205998011809873,1.1615344943830416e-09,1.7437102531041364e-12,0.0009781207026682245,3.1561911194545324e-09,2.3102229321309003e-09,6.706374417714209e-07,8.765750360466559e-08,1.7952969784672446e-06,1.7509446829052539e-06,0.0003307494291349125,1.931514032741805e-09,1.3703839018470397e-06,5.556687391313266e-09,2.030053175261183e-11,1.6554777641346649e-09,1.865069268179441e-08,2.050969117626781e-12,1.1154079220488888e-12,1.6039068663942029e-09,3.1510569179449616e-13,9.840740397532814e-08,5.724983115804109e-11,4.4505560160037803e-10,7.733856053635323e-14,8.808535479867244e-15,3.904960724871034e-10,1.0118852678010601e-13,3.267786547124818e-16,6.907609175304232e-21,3.4606077439039635e-20,1.7747715300193285e-19,6.271765540577153e-14,1.0795815545920723e-21,4.00518564719826e-17
2.1808156905788737e-07,0.7390930304448413,1.967378530375358e-06,8.99126685753019e-08,1.3456775299674948e-06,1.592867324837215e-06,0.0,0.0,2.3573515547700087e-06,4.983055655958686e-10,8.12832794689834e-09,2.4359308199273333e-11,6.593063616816817e-13,4.682721455907699e-21,1.4822021897204057e-15,6.964401937384008e-11,9.952245756138174e-08,1.4135077549459814e-09,6.302904692829283e-15,1.4652540373615568e-15,8.322295132377862e-08,1.0190662570620234e-13,6.36979581100356e-12,3.615918301231124e-14,1.8741024601453267e-12,5.21441110074693e-10,2.9988686771968735e-12,1.2415829824688832e-14,1.5329668580715569e-15,2.0325712600297506e-16,3.8454152075271915e-14,3.763738287433667e-17,5.83497821039233e-12,3.1804265049902804e-20,3.76,0.0,0.6528202041930684,0.999017854176381,4.4908113742415333e-07,3.168813459058494e-09,0.008402534545800778,0.008402727548895358,1.1895392853649114e-09,1.7862728946509595e-12,0.0009781205704387386,3.4134030445041135e-09,2.555041310578599e-09,6.881726104540338e-07,8.996644383610019e-08,1.8769149909703808e-06,1.8285462864621189e-06,0.0003386441683663554,2.0916685152616304e-09,1.4368882444634893e-06,5.7338685901656635e-09,2.1298092043211392e-11,1.7283771995293232e-09,1.9159031970436452e-08,2.2808981186951626e-12,1.2271156481737383e-12,1.701137179400697e-09,3.5787801072011654e-13,1.0278049621866016e-07,5.875110816534558e-11,4.749932721519596e-10,8.468649436487217e-14,9.261817537358563e-15,4.319168134117827e-10,1.1206025248751639e-13,3.725233331152932e-16,7.862375747914098e-21,4.021630443060234e-20,2.000334363157235e-19,6.698883035625391e-14,1.227614135678447e-21,4.432394481923663e-17
2.2322003382856884e-07,0.7391203647776131,2.032495961024559e-06,9.361403270305573e-08,1.4042372872948396e-06,1.6822423854860869e-06,0.0,0.0,2.4134012229341677e-06,5.219737983591313e-10,8.725593376724224e-09,2.569642967563463e-11,7.156654626236948e-13,5.178518566437697e-21,1.5832720971093776e-15,7.259282985844534e-11,1.0379953253812228e-07,1.5432478829095736e-09,7.0395712893864475e-15,1.6106261560137022e-15,8.71842752420013e-08,1.0779046265355377e-13,6.4533059667982625e-12,4.023764655814966e-14,1.9585035620053394e-12,5.694509004002531e-10,3.1899840090305674e-12,1.3512950789282807e-14,1.7000703532917223e-15,2.2303443968073886e-16,4.131315785380419e-14,4.1091262099928847e-17,6.319591733779053e-12,3.7203624382506916e-20,3.76,0.0,0.6526193713383069,0.9990177169342993,4.80275710143504e-07,3.3729663347532467e-09,0.008599194003552559,0.008599396714543356,1.217535443189309e-09,1.8288224158183773e-12,0.0009781204362168574,3.684276686041321e-09,2.8187474020143027e-09,7.059856682926223e-07,9.231088197941622e-08,1.9606752121193092e-06,1.908166145656649e-06,0.0003465348428105023,2.2608273943618976e-09,1.5049476227620355e-06,5.913587633119231e-09,2.2320010399837785e-11,1.803305002979038e-09,1.9675659928857042e-08,2.5306050119067203e-12,1.3472854869677604e-12,1.8024221029614446e-09,4.0526922801617704e-13,1.0726749974467794e-07,6.02761882290896e-11,5.062759544098357e-10,9.256137361692742e-14,9.727891393416873e-15,4.765822849714423e-10,1.2379460218771786e-13,4.233602407308559e-16,8.9221074710574e-21,4.6591082424763767e-20,2.2488304183897686e-19,7.145069735211258e-14,1.3917936814460357e-21,4.895683449721381e-17
2.283584985992503e-07,0.7391476913255906,2.0985943523035977e-06,9.738073480016016e-08,1.463791130510754e-06,1.7745229617323746e-06,0.0,0.0,2.469485634850159e-06,5.461880870913622e-10,9.352209125066023e-09,2.7090201089462327e-11,7.753711504753388e-13,5.719805974521645e-21,1.690374194058976e-15,7.567185175011009e-11,1.0818344999897094e-07,1.6815041015016067e-09,7.84205477774688e-15,1.7665449073491763e-15,9.123738904403488e-08,1.138507988839453e-13,6.540513158279665e-12,4.467230853394468e-14,2.045106429149541e-12,6.205798672778462e-10,3.3881986922565043e-12,1.4682473587628436e-14,1.8817051441738663e-15,2.4430449992507835e-16,4.4335930868549947e-14,4.476705880982918e-17,6.830335712296192e-12,4.3355940012672455e-20,3.76,0.0,0.6524185955342776,0.9990175776493736,5.128119078512977e-07,3.5857455272793816e-09,0.00879579283237715,0.008796005527366875,1.245522970072118e-09,1.871358819997372e-12,0.0009781202999954023,3.969151811888915e-09,3.1022672884691158e-09,7.240785739525385e-07,9.469107196287041e-08,2.0466105500815e-06,1.9898360910180953e-06,0.0003544214531630271,2.4392599839907317e-09,1.5745606232238896e-06,6.095899396439527e-09,2.336632716654844e-11,1.8803039173376045e-09,2.0200647375628996e-08,2.8013173089701038e-12,1.4763749690348172e-12,1.9078745945365752e-09,4.576581695855205e-13,1.1187021131686971e-07,6.18252381367571e-11,5.38940182758722e-10,1.0099055062858974e-13,1.0206885970594312e-14,5.246584735711143e-10,1.364362809131553e-13,4.797194851803526e-16,1.0095563599461996e-20,5.3816515918259506e-20,2.5220603281324193e-19,7.610814983067481e-14,1.5734573976629331e-21,5.3974421860171724e-17
2.3349696336993178e-07,0.7391750101002412,2.1656892512701048e-06,1.0121374940694884e-07,1.5243275685756146e-06,1.8697515437587708e-06,0.0,0.0,2.5256057665793735e-06,5.709483351742312e-10,1.0008972716933233e-08,2.854311513284154e-11,8.385487892563793e-13,6.3104825021122235e-21,1.803878451550789e-15,7.88858562031278e-11,1.1267580384774012e-07,1.8286173296993032e-09,8.714596317938229e-15,1.9335122639641062e-15,9.53822726228065e-08,1.200878643441874e-13,6.631557239321836e-12,4.948593769343203e-14,2.1339461477777385e-12,6.749556095855241e-10,3.5936012696625213e-12,1.5927904683945728e-14,2.0788604731681564e-15,2.671531493884512e-16,4.7529497694084237e-14,4.867353998798117e-17,7.367837298904984e-12,5.0344452071288926e-20,3.76,0.0,0.6522178766939671,0.9990174363141244,5.467122932801409e-07,3.807361333561184e-09,0.008992331047769406,0.008992554005961802,1.2735018682209575e-09,1.9138821105671725e-12,0.0009781201617670616,4.268366356641872e-09,3.406546212672451e-09,7.424532777703746e-07,9.710726650123398e-08,2.1347541493124305e-06,2.0735881757678543e-06,0.00036230400012116673,2.6272361679361726e-09,1.645725833264828e-06,6.280859446096006e-09,2.44370838205775e-11,1.9594172665449955e-09,2.0734062944376963e-08,3.0943126574435757e-12,1.6148580319971926e-12,2.017609897356061e-09,5.154456415732098e-13,1.1659044036726619e-07,6.339842390678229e-11,5.73023104793469e-10,1.1000239642225894e-13,1.06989333717874e-14,5.763152557701902e-10,1.500310563549529e-13,5.420568178256002e-16,1.1392019755180605e-20,6.198656531436577e-20,2.821929497026449e-19,8.096615464813413e-14,1.7740207570167885e-21,5.940184972017483e-17
2.3863542814061325e-07,0.7392023211130921,2.2337959053884616e-06,1.051140815049516e-07,1.5858355425635919e-06,1.9679712721033296e-06,0.0,0.0,2.5817626068089966e-06,5.962544573030398e-10,1.0696690363881286e-08,3.00577544473104e-11,9.053274450887727e-13,6.954764416004561e-21,1.9241743767076696e-15,8.223964126380524e-11,1.17278197537254e-07,1.9849334172792686e-09,9.661622585484344e-15,2.1120426602717095e-15,9.961890595004691e-08,1.2650186646373545e-13,6.72657872298695e-12,5.470228448493748e-14,2.225058063688075e-12,7.32708750716202e-10,3.8062803952467125e-12,1.725288483419121e-14,2.2925777339684656e-15,2.9166998848565795e-16,5.090107707346554e-14,5.2819660899432655e-17,7.932716347601462e-12,5.825931836909427e-20,3.76,0.0,0.6520172147299255,0.9990172929209347,5.819991767440329e-07,4.038027046857024e-09,0.00918880866516598,0.00918904216890675,1.3014721398351639e-09,1.9563922908952525e-12,0.0009781200215243906,4.582256466916488e-09,3.7325483395381805e-09,7.611117222414902e-07,9.955971719862204e-08,2.225139389093358e-06,2.159454674896827e-06,0.0003701824843839391,2.825026347001337e-09,1.7184418412408735e-06,6.468524023816065e-09,2.553232299749826e-11,2.0406889432741456e-09,2.127597350077771e-08,3.4109200381579335e-12,1.7632253875509947e-12,2.1317455636965137e-09,5.790552336760503e-13,1.214300089353861e-07,6.499591083846621e-11,6.085624850703396e-10,1.1962633056511563e-13,1.1204168954025861e-14,6.317263569198126e-10,1.6462574747026497e-13,6.108545914162907e-16,1.2821287028260947e-20,7.120361437734219e-20,3.1504524924022456e-19,8.6029752610746e-14,1.994980376745298e-21,6.526555598101241e-17
2.4377389291129474e-07,0.7392296243757305,2.3029292762512663e-06,1.0908276188003119e-07,1.6483044168422018e-06,2.0692259238328813e-06,0.0,0.0,2.637957156637294e-06,6.221063796284299e-10,1.141617715072561e-08,3.163679217140152e-11,9.758400912772587e-13,7.65720787897335e-21,2.0516716997682936e-15,8.573803603066031e-11,1.2199224399601178e-07,2.1508030879289324e-09,1.0687751407606007e-14,2.30266307255997e-15,1.0394726907826012e-07,1.3309299227398932e-13,6.8257189172803195e-12,6.034610690720556e-14,2.3184777808880444e-12,7.939730062899097e-10,4.026324905039875e-12,1.8661193700397907e-14,2.523952585661924e-15,3.1794849805555667e-16,5.445808286197527e-14,5.721456953755885e-17,8.52558551877223e-12,6.719801177041399e-20,3.76,0.0,0.6518166095542682,0.9990171474620513,6.186946257924606e-07,4.277958971770093e-09,0.009385225699945206,0.009385470034762899,1.329433787105779e-09,1.9988893643373315e-12,0.000978119879259805,4.911156552270795e-09,4.081256522213543e-09,7.800558423976982e-07,1.0204867462621519e-07,2.3177998822123315e-06,2.2474680842783235e-06,0.0003780569066523588,3.0329013918257315e-09,1.7927072364539336e-06,6.6589500341161496e-09,2.6652088516039378e-11,2.124163397409268e-09,2.182644447466004e-08,3.752520980996386e-12,1.9219848942546247e-12,2.2504014781891556e-09,6.489341379055712e-13,1.2639075161121588e-07,6.661786355020684e-11,6.455967088397342e-10,1.2989285173195292e-13,1.1722731401479965e-14,6.910693092164721e-10,1.802682129120992e-13,6.866227362223644e-16,1.4393731444618955e-20,8.157906918152875e-20,3.509757575669743e-19,9.130405900438932e-14,2.2379169514899033e-21,7.159332325301098e-17
2.4891235768197624e-07,0.7392569198998024,2.3731040527442227e-06,1.1312084299957697e-07,1.7117239701050092e-06,2.1735598993360706e-06,0.0,0.0,2.6941904293700953e-06,6.485040398961388e-10,1.2168257220116933e-08,3.328299256425819e-11,1.0502238183259602e-12,8.422732733137438e-21,2.186801089142617e-15,8.938590454487044e-11,1.2681956555869582e-07,2.3265818860213196e-09,1.1797797524618894e-14,2.505913100581332e-15,1.0836734214269353e-07,1.3986141033335092e-13,6.9291200528353836e-12,6.644319680060308e-14,2.4142411604287853e-12,8.588852510814766e-10,4.253823881985855e-12,2.0156754582678315e-14,2.7741371303395323e-15,3.4608616466193254e-16,5.8208127074462e-14,6.186761104022943e-17,9.147050402883983e-12,7.726573143119864e-20,3.76,0.0,0.6516160610786783,0.9990169999295874,6.568204746649851e-07,4.52737643908984e-09,0.00958158216742698,0.009581837622073828,1.3573868122155293e-09,2.0413733342373696e-12,0.0009781197349655925,5.255399341112825e-09,4.453672073012922e-09,7.992875660917955e-07,1.0457438837861523e-07,2.4127694737690586e-06,2.3376611198167686e-06,0.00038592726762964386,3.251132601094478e-09,1.8685206091573985e-06,6.852195032232019e-09,2.779642540253873e-11,2.209885625282961e-09,2.238554012377916e-08,4.120550799330361e-12,2.091661936115078e-12,2.373699881152436e-09,7.255539829999872e-13,1.314745154818478e-07,6.82644460077756e-11,6.841647857620811e-10,1.4083356898318623e-13,1.2254762797617377e-14,7.54525409304701e-10,1.9700733931906919e-13,7.698997548798456e-16,1.612029380577139e-20,9.323398990208049e-20,3.902091378020571e-19,9.679426412267365e-14,2.5044982421288367e-21,7.841432945525231e-17
2.5405082245265773e-07,0.7392842076970132,2.44433466366841e-06,1.1722939535372353e-07,1.7760843863030764e-06,2.2810182097072985e-06,0.0,0.0,2.750463450327689e-06,6.754473875849064e-10,1.2953763955004022e-08,3.499921170040313e-11,1.1286200487992917e-12,9.256647682799674e-21,2.330014894217801e-15,9.318814942147588e-11,1.317617939001245e-07,2.5126301269240278e-09,1.2996778475466611e-14,2.7223450506672717e-15,1.1287910536330795e-07,1.4680727247544275e-13,7.036925402790826e-12,7.302040657974647e-14,2.5123843194296166e-12,9.275855851375376e-10,4.488866715335279e-12,2.174363927175954e-14,3.0443421554625096e-15,3.7618460857024063e-16,6.215902302811768e-14,6.678833207101664e-17,9.797709660405081e-12,8.857582819730555e-20,3.76,0.0,0.6514155692144069,0.999016850315525,6.963983335436815e-07,4.786501820468229e-09,0.009777878082872598,0.009778144949365377,1.3853312173388068e-09,2.0838442039275595e-12,0.0009781195886339159,5.615315940973334e-09,4.8508145395155514e-09,8.18808814207878e-07,1.0713710711289777e-07,2.5100822400857793e-06,2.4300667166305125e-06,0.00039379356802141845,3.4799916648802776e-09,1.9458805505616886e-06,7.048317212855766e-09,2.896537991502505e-11,2.2979011595862346e-09,2.2953323741947804e-08,4.516499843401823e-12,2.272799807029625e-12,2.50176539194809e-09,8.094116846870966e-13,1.3668316008138185e-07,6.993582154460285e-11,7.243063536086883e-10,1.5248123376908665e-13,1.2800408696481843e-14,8.222796755533837e-10,2.148930295002495e-13,8.612537361870931e-16,1.801250990518312e-20,1.0629975687674495e-19,4.32982372624754e-19,1.0250563379377592e-13,2.796482121110345e-21,8.575919940932267e-17
