Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682)
3.689150025651559e-09,0.6474740842163955,8.254678743363375e-12,5.5640273275535004e-15,2.186444290981753e-11,5.821495788494023e-14,0.0,0.0,2.0413017216371693e-09,2.3031902800594503e-15,3.3385486291814697e-16,7.05837909298903e-18,5.638380283820362e-24,1.0716325422681435e-32,1.681434396244419e-23,1.4065299544748439e-15,3.969019586904095e-13,5.064243069609939e-18,7.475751018681611e-29,7.74847607211337e-29,2.10472677212557e-14,6.662743506179231e-23,6.788224936580294e-15,8.933901584054693e-26,1.8689090035700005e-19,5.807681887112025e-22,7.071452522284599e-22,1.0666797142213717e-26,9.311096998943622e-28,5.811815534027773e-29,3.8063062072721136e-23,6.00579694619078e-29,9.412326225349718e-22,1.2919887380457993e-37,3.76,0.0,0.906833293751708,0.9997399605230267,1.141773604885652e-13,8.557733433278506e-17,6.802766031067601e-06,6.802766166102098e-06,1.9493099075800996e-14,2.6470556659126664e-18,0.00026003741338604774,9.738148214708226e-18,5.161557349415872e-19,2.0049245837078357e-09,2.6061470822525783e-11,7.101057654218736e-13,7.893242933445842e-12,1.4423148852339506e-07,6.891616191669179e-17,2.197261353129598e-11,6.489729580313396e-14,6.201586525482056e-18,8.54897164014069e-15,9.76637362249344e-13,3.8953038125645766e-24,1.5190694562867976e-22,8.628147730616675e-15,1.819686418743775e-26,3.9698858354222774e-13,3.0392347085820425e-13,2.9351641682771777e-19,4.427573376565318e-24,1.34413142902303e-22,5.569730665382134e-19,7.30492284842224e-23,2.82602332857908e-30,1.4814516373613718e-34
3.763309196522041e-09,0.6474741000064932,8.599362432658897e-12,5.907953675382744e-15,2.2750008140206898e-11,6.184611106779267e-14,0.0,0.0,2.0823421262212097e-09,2.3967194923064835e-15,3.5438154550678887e-16,7.477063853520263e-18,6.101240504563658e-24,1.1335658001002797e-32,1.7449001569742398e-23,1.459605829443988e-15,4.1293695686032203e-13,5.368866577184936e-18,8.006178561294539e-29,8.298334101365977e-29,2.1901954864541212e-14,7.070010920356137e-23,6.899199642320372e-15,9.866197812853612e-26,1.9822232686386153e-19,6.322268663970418e-22,7.506925148247593e-22,1.1783696093683795e-26,1.0281911829654213e-27,6.417398225786703e-29,4.117189719192623e-23,6.612324184093569e-29,1.0191053513434432e-21,1.485077824142574e-37,3.76,0.0,0.9068331555123339,0.9997399583238156,1.2119300184820997e-13,9.08289152998439e-17,6.93951447609178e-06,6.939514616375184e-06,2.0099549666288023e-14,2.7467507773630488e-18,0.0002600395706531258,1.015187872052027e-17,5.413752136070338e-19,2.044501558103201e-09,2.709729587557396e-11,7.533297972623108e-13,8.211818201142337e-12,1.471303633460705e-07,7.170796667857147e-17,2.286481855908167e-11,6.74799149036138e-14,6.455297043860684e-18,8.892965766806984e-15,1.0159684363745041e-12,4.218298674722855e-24,1.6123901176075528e-22,8.810560312997284e-15,2.0077098705460235e-26,4.130288999010369e-13,3.1497260703529183e-13,3.1154185670523897e-19,4.793722459994094e-24,1.4065700130047227e-22,5.910702567871396e-19,7.895999340000864e-23,3.179161707261301e-30,1.663508855393034e-34
3.837468367392523e-09,0.6474741157965894,8.951478061404194e-12,6.265940991659843e-15,2.365306106333931e-11,6.562739641253727e-14,0.0,0.0,2.123382857440248e-09,2.492110282035647e-15,3.757322859375699e-16,7.911377645188716e-18,6.591967148399662e-24,1.1976880611378717e-32,1.809365021656415e-23,1.5135131927197106e-15,4.292862167142144e-13,5.6851985356790705e-18,8.563758288057669e-29,8.877748792350723e-29,2.2773651887506812e-14,7.493437300333967e-23,7.009304469484602e-15,1.0874645990457819e-25,2.0999603337370706e-19,6.872460450026234e-22,7.959937536809779e-22,1.299238087101302e-26,1.1331921911014022e-27,7.072335105807501e-29,4.446552853462356e-23,7.266047583293686e-29,1.1017079779834914e-21,1.7023905297908904e-37,3.76,0.0,0.9068330172729802,0.9997399565172692,1.2848992226774302e-13,9.629051205712026e-17,7.076262900194284e-06,7.07626304582006e-06,2.07099555440711e-14,2.8479977439810064e-18,0.0002600413352372103,1.0575346819193798e-17,5.673591253980887e-19,2.0840505673022347e-09,2.815241957576395e-11,7.982543526795046e-13,8.536618573419861e-12,1.5002921997206475e-07,7.455506794004818e-17,2.3774776922894418e-11,7.011085401508356e-14,6.714057587733082e-18,9.243617114785474e-15,1.0560628511639539e-12,4.561035694738085e-24,1.7094572361888135e-22,8.993344130086712e-15,2.2109741728769548e-26,4.29383690802563e-13,3.2617257388429283e-13,3.302892199063583e-19,5.1820946376468535e-24,1.4704573040102004e-22,6.265295403369375e-19,8.521742640174871e-23,3.5682938043792154e-30,1.8637015529055695e-34
3.911627538263005e-09,0.6474741315866841,9.311046997360395e-12,6.638282207692005e-15,2.4573596392406702e-11,6.956202102758451e-14,0.0,0.0,2.164423917519358e-09,2.5893626593659383e-15,3.979232631629128e-16,8.361562298228708e-18,7.111650907534323e-24,1.2640266426825674e-32,1.8748204100584527e-23,1.5682444679657218e-15,4.4594955187574107e-13,6.013440042593881e-18,9.149405454673598e-29,9.487897747182759e-29,2.3662358788346153e-14,7.933328671068803e-23,7.118546400810768e-15,1.196380646662036e-25,2.222199742006301e-19,7.460101657765464e-22,8.430837624822547e-22,1.429840946496772e-26,1.2465859596695779e-27,7.779570667681595e-29,4.795095822877419e-23,7.969576067311185e-29,1.189227758969285e-21,1.946407947795714e-37,3.76,0.0,0.9068328790336473,0.9997399550318893,1.3607362113684573e-13,1.0196619938577276e-16,7.213011303375384e-06,7.213011454436746e-06,2.1324169853089602e-14,2.950782160587549e-18,0.0002600427786364948,1.1008642996289717e-17,5.941191286197551e-19,2.123571645567397e-09,2.922679248392951e-11,8.449107956987475e-13,8.867639656963906e-12,1.5292805840148565e-07,7.745746591645659e-17,2.4702488495517836e-11,7.278999823441615e-14,6.977868050617761e-18,9.600918311533989e-15,1.0969198602910435e-12,4.9243123093157416e-24,1.810344982027936e-22,9.176500214026033e-15,2.430390257976197e-26,4.4605277401027647e-13,3.375212451978934e-13,3.4977257601456013e-19,5.593568459742301e-24,1.5357940221981228e-22,6.633775139146292e-19,9.183436414538604e-23,3.996293792132169e-30,2.083430027496747e-34
4.0599458800039705e-09,0.647474163166869,1.0052629863170205e-11,7.427200885520944e-15,2.646709313521379e-11,7.790416240596546e-14,0.0,0.0,2.2465070331197246e-09,2.7894522178088237e-15,4.448906337808713e-16,9.310500503744529e-18,8.242355015760991e-24,1.403459680852561e-32,2.008668885200579e-23,1.6801487564485884e-15,4.802177035189845e-13,6.706451137588149e-18,1.0408655388397579e-28,1.0805283963757006e-28,2.5490802216420822e-14,8.863728152512888e-23,7.334469226496723e-15,1.4403395672319787e-25,2.4805023676205083e-19,8.755444260297614e-22,9.42769319218043e-22,1.722583991660959e-26,1.500536667383686e-27,9.363286044166324e-29,5.552580427445945e-23,9.536916164969763e-29,1.379785792708174e-21,2.5254904802565703e-37,3.76,0.0,0.906832602555043,0.9997399528026567,1.5212334346712866e-13,1.139761327927679e-16,7.4865080469744606e-06,7.486508209185643e-06,2.2563463420845146e-14,3.1609063673595498e-18,0.0002600449238528293,1.1905090491762737e-17,6.500146043520354e-19,2.2025301460706298e-09,3.1433088700906866e-11,9.435444017412075e-13,9.548326411231606e-12,1.587256806710396e-07,8.342815590364912e-17,2.661117075812758e-11,7.829244384629134e-14,7.520638391526474e-18,1.0335440766235637e-14,1.1809186793586166e-12,5.7157582509833396e-24,2.0238793453886867e-22,9.543933312715893e-15,2.921502251334066e-26,4.80333089290188e-13,3.606563326582157e-13,3.910035155102354e-19,6.4894192518458074e-24,1.6708183155012348e-22,7.413459156544075e-19,1.0619910271910533e-22,4.981244702243591e-30,2.5874876407438183e-34
4.208264221744936e-09,0.6474741947470478,1.0824280379737718e-11,8.277064389785888e-15,2.8430456130611225e-11,8.689837520425137e-14,0.0,0.0,2.328591490676804e-09,2.9969882505939832e-15,4.954130490911127e-16,1.0325769340703259e-17,9.502487942579448e-24,1.5520741266670985e-32,2.1463787241006314e-23,1.7952593069544084e-15,5.157399243865972e-13,7.449488934671371e-18,1.1791623395508767e-28,1.226062336676045e-28,2.738728513431516e-14,9.863648245813769e-23,7.547022865998908e-15,1.7225054164503729e-25,2.7577619303786035e-19,1.0224407970627682e-21,1.0500277542174404e-21,2.0614952029254303e-26,1.7942016805031067e-27,1.1194410089609017e-28,6.39547748250647e-23,1.133695699875834e-28,1.5923494051288206e-21,3.2463749235001647e-37,3.76,0.0,0.9068323260765208,0.9997399512848891,1.6938613070753755e-13,1.26891265446606e-16,7.76000470689111e-06,7.760004880622052e-06,2.3816360987541648e-14,3.377010719748772e-18,0.00026004635753150294,1.2841980911848245e-17,7.091571827805165e-19,2.28137733262377e-09,3.371579114362968e-11,1.0494799343854768e-12,1.0253843423872263e-11,1.6452323015559692e-07,8.962005047348024e-17,2.8590864328465123e-11,8.398633835249021e-14,8.083607510606493e-18,1.1096474171762257e-14,1.2679589353851346e-12,6.599353976477139e-24,2.2535878449345136e-22,9.912867872941424e-15,3.489066700441718e-26,5.158683914133253e-13,3.8436139994845307e-13,4.353471128204034e-19,7.488639116417842e-24,1.8116474868237513e-22,8.251882302185596e-19,1.221608894669865e-22,6.160500915106362e-30,3.188490424456422e-34
4.356582563485901e-09,0.6474742263272206,1.162616662917638e-11,9.190236255308401e-15,3.0463643185799616e-11,9.657064478104638e-14,0.0,0.0,2.410677307741232e-09,3.2119708422752092e-15,5.49619869423985e-16,1.1409225258212556e-17,1.0901511686355634e-23,1.7100719584413174e-32,2.2878844742518414e-23,1.9135176932750787e-15,5.525147299532032e-13,8.244126998466685e-18,1.3306312734526895e-28,1.3864636874028052e-28,2.9351807527579665e-14,1.0935520401127234e-22,7.756261188722764e-15,2.0471865815059027e-25,3.054604795114267e-19,1.1884235293488639e-21,1.16513781593614e-21,2.451845799371622e-26,2.1320486122707368e-27,1.3300725361595456e-28,7.32980437647474e-23,1.3393732792808766e-28,1.8285459966665476e-21,4.1368883288604545e-37,3.76,0.0,0.9068320495980808,0.9997399502420112,1.879059181573129e-13,1.4074410869282935e-16,8.033501283127356e-06,8.033501468746156e-06,2.5081871085251958e-14,3.598984557692147e-18,0.0002600473162473465,1.382010253462654e-17,7.716442956786719e-19,2.3601134773915825e-09,3.607450812622443e-11,1.1629654438200523e-12,1.0984155739709557e-11,1.7032070685602232e-07,9.60331731419738e-17,3.0641568187692074e-11,8.987077301236385e-14,8.666775016027445e-18,1.1883959588138917e-14,1.3580346800989017e-12,7.582090475557595e-24,2.500066229724269e-22,1.0283312163870931e-14,4.141716354951302e-26,5.526572288962921e-13,4.086203982615128e-13,4.829157104948933e-19,8.598860613674537e-24,1.9582853311842736e-22,9.15117231052043e-19,1.3982954276615734e-22,7.56356791065977e-30,3.900624907044002e-34
4.504900905226866e-09,0.6474742579073876,1.245845543215223e-11,1.0169088747404079e-14,3.256661215320196e-11,1.0694710076269047e-13,0.0,0.0,2.4927645017676223e-09,3.434400078992268e-15,6.076404241883556e-16,1.2562690841198382e-17,1.2449214398615583e-23,1.877648132554995e-32,2.433122069206929e-23,2.034866435513361e-15,5.905406385644531e-13,9.091923627316078e-18,1.4961044690404252e-28,1.5628657062071658e-28,3.1384369381765414e-14,1.208176866027866e-22,7.96223720090968e-15,2.419001442597266e-25,3.371652933210112e-19,1.3753343828022996e-21,1.2883784353992983e-21,2.8992957785569154e-26,2.518864978939719e-27,1.5711996612134423e-28,8.361759709918324e-23,1.5732725643458863e-28,2.090060346675302e-21,5.229064519716574e-37,3.76,0.0,0.9068317731197229,0.999739949515437,2.0772661457499585e-13,1.5556713537136175e-16,8.306997775685131e-06,8.306997973558133e-06,2.635907449280553e-14,3.8267192077070546e-18,0.00026004795858676174,1.4840272132182804e-17,8.375753316122712e-19,2.438738851711579e-09,3.850884965286286e-11,1.2842477168857405e-12,1.1739228488224984e-11,1.76118110773181e-07,1.0266755710201666e-16,3.276328131669606e-11,9.594484370814038e-14,9.27014063206665e-18,1.2697838096658724e-14,1.4511399751337363e-12,8.671235378854345e-24,2.763911446071305e-22,1.0655274459868944e-14,4.888720136660112e-26,5.906981530926771e-13,4.334176888031403e-13,5.338215561515279e-19,9.827984182727333e-24,2.1107349567890613e-22,1.011345706132202e-18,1.5931797087397677e-22,9.223192817554681e-30,4.739546432176094e-34
4.653219246967831e-09,0.6474742894875484,1.3321312353950505e-11,1.1216002739255865e-14,3.4739320930432375e-11,1.1805401595903815e-13,0.0,0.0,2.574853090119883e-09,3.664276048462533e-15,6.696040123425846e-16,1.3787955358636818e-17,1.4155709658473926e-23,2.0549907908755466e-32,2.5820288091425956e-23,2.1592489849143225e-15,6.298161714302263e-13,9.994422090924385e-18,1.6764468798340197e-28,1.7564649486941492e-28,3.348497068242403e-14,1.3304809679332133e-22,8.165003059459897e-15,2.842888820102919e-25,3.7095239490500654e-19,1.585137057349842e-21,1.4200287294619934e-21,3.409907940794836e-26,2.9597688203715065e-27,1.8460035838839746e-28,9.497721087761772e-23,1.8380890557697698e-28,2.3786345445720243e-21,6.55960515689655e-37,3.76,0.0,0.9068314966414468,0.9997399490002108,2.288921022069548e-13,1.7139277989094163e-16,8.580494184566311e-06,8.580494395058161e-06,2.764711898902944e-14,4.060107951723631e-18,0.0002600483895050208,1.590333489148864e-17,9.070517035363535e-19,2.5172537261100575e-09,4.101842741084885e-11,1.4135722825124286e-12,1.2519026883323334e-11,1.8191544190793823e-07,1.0952324521731146e-16,3.4956002696173e-11,1.0220765092181828e-13,9.89370416579663e-18,1.353805080195229e-14,1.5472688920146836e-12,9.874336227058873e-24,3.04572172272129e-22,1.102876304039937e-14,5.740007699003831e-26,6.29989718186244e-13,4.587380324180501e-13,5.881768026225725e-19,1.1184177741566885e-23,2.2689988927185084e-22,1.1140864672979348e-18,1.8074212474627715e-22,1.1175595530472855e-29,5.722472744691769e-34
4.8015375887087965e-09,0.6474743210677035,1.421490171052047e-11,1.2333367590031842e-14,3.6981727460245826e-11,1.2991780528430938e-13,0.0,0.0,2.656943090075243e-09,3.901598839972936e-15,7.356399028582722e-16,1.5086775303248267e-17,1.6031435753010067e-23,2.242281464087095e-32,2.734543341704441e-23,2.286609708932144e-15,6.703398526180245e-13,1.0953150864300241e-17,1.8725573460520986e-28,1.9685233970559198e-28,3.565361141510769e-14,1.4607052751092737e-22,8.364610085541008e-15,3.32411839119237e-25,4.0688311063214925e-19,1.8199216435147374e-21,1.5603680040330415e-21,3.9901619180659983e-26,3.4602192792114516e-27,2.1578767031865556e-28,1.0744242929358505e-22,2.1366679467466415e-28,2.6960679210688555e-21,8.170372485352549e-37,3.76,0.0,0.9068312201632526,0.9997399486270089,2.5144623681588034e-13,1.8825343830338788e-16,8.853990509772698e-06,8.85399073324642e-06,2.894521447261752e-14,4.299045996068334e-18,0.0002600486783257506,1.701016433534026e-17,9.8017691663408e-19,2.595658370316579e-09,4.360285476374393e-11,1.5511834171342457e-12,1.3323516223101729e-11,1.877127002611594e-07,1.1660029001617124e-16,3.7219731306689886e-11,1.086582997121714e-13,1.0537465481638713e-17,1.440453883403454e-14,1.6464155121441825e-12,1.1199223873629673e-23,3.3460966557806534e-22,1.1403786189929246e-14,6.706194274489483e-26,6.705304811843139e-13,4.845665794701861e-13,6.460935081013402e-19,1.2675876288180328e-23,2.43307918252502e-22,1.2235523595915778e-18,2.042209517655138e-22,1.3460708008818834e-29,6.868280027193531e-34
4.949855930449762e-09,0.6474743526478525,1.5139386574498313e-11,1.352358102374466e-14,3.9293789730469955e-11,1.4256502468300731e-13,0.0,0.0,2.7390345188272143e-09,4.14636854437219e-15,8.058773351768455e-16,1.6460874922758074e-17,1.808715496354429e-23,2.439695270986814e-32,2.890605643128941e-23,2.4168938765294445e-15,7.12110209046547e-13,1.1969623858038923e-17,2.0853696960279594e-28,2.200370585204782e-28,3.789029156536906e-14,1.5990899827542063e-22,8.561108777984654e-15,3.8683010758963845e-25,4.450183354167286e-19,2.0819090924742497e-21,1.7096757572623136e-21,4.646968206053e-26,4.026027138699075e-27,2.510429061703808e-28,1.210805429635636e-22,2.4720064258585937e-28,3.044216979493187e-21,1.0108914883989552e-36,3.76,0.0,0.9068309436851404,0.9997399483492844,2.7543284770923815e-13,2.0618146837770076e-16,9.127486751306027e-06,9.12748698812309e-06,3.025262842533814e-14,4.5434304406238485e-18,0.0002600488715963571,1.8161662243357446e-17,1.0570566363625812e-18,2.6739530532771275e-09,4.626174674453064e-11,1.6973241500831604e-12,1.4152661889622017e-11,1.9350988583371002e-07,1.238987536851639e-16,3.955446612872983e-11,1.1529589969186412e-13,1.1201424483141638e-17,1.5297243350329038e-14,1.7485739267886403e-12,1.2654016020114564e-23,3.665637293394861e-22,1.1780352197833107e-14,7.798605821957668e-26,7.123190019113322e-13,5.108888599718299e-13,7.076836362889621e-19,1.4311781502801138e-23,2.6029774686962778e-22,1.3399562706116487e-18,2.2987635036823317e-22,1.612242185407648e-29,8.19760139501548e-34
5.098174272190727e-09,0.6474743842279957,1.6094928781207443e-11,1.4789049008871527e-14,4.167546577392205e-11,1.5602237006103407e-13,0.0,0.0,2.8211273934875485e-09,4.398585254063265e-15,8.804455196588691e-16,1.791194674259315e-17,2.033395285793301e-23,2.6474011136953213e-32,3.0501569996468853e-23,2.5500476437128363e-15,7.551257704794426e-13,1.304534064489117e-17,2.3158538882420163e-28,2.4534057202718265e-28,4.019501111876138e-14,1.745874554220518e-22,8.754548826468004e-15,4.481399391843695e-25,4.854185353184884e-19,2.3734557056509515e-21,1.868231682690694e-21,5.387682198073055e-26,4.6633653180696545e-27,2.907494758754207e-28,1.3596056738762924e-22,2.8472558820632963e-28,3.424995327197822e-21,1.2429027084229985e-36,3.76,0.0,0.9068306672071098,0.9997399481353629,3.008957377676767e-13,2.252091896739981e-16,9.400982909167989e-06,9.400983159688354e-06,3.1568681709024467e-14,4.793160248189241e-18,0.00026004900099077527,1.935875857304862e-17,1.1377987566497102e-18,2.7521380431659903e-09,4.899472004881441e-11,1.8522362689605076e-12,1.5006429348686525e-11,1.9930699862645563e-07,1.3141870806261151e-16,4.196020614272156e-11,1.221195650046806e-13,1.1885581101035025e-17,1.6216105537669314e-14,1.853738237065426e-12,1.424712088681172e-23,4.004946220169823e-22,1.2158469358297991e-14,9.029304491693838e-26,7.553538430026108e-13,5.376907739636393e-13,7.730590565413328e-19,1.6100861351320525e-23,2.778695066052018e-22,1.4635111398738565e-18,2.578331255864153e-22,1.920884447563342e-29,9.73292792445652e-34
5.246492613931692e-09,0.647474415808133,1.7081688934635726e-11,1.6132185638739347e-14,4.4126713668316113e-11,1.7031667622204185e-13,0.0,0.0,2.903221731087499e-09,4.658249062996061e-15,9.594736380260826e-16,1.9441652080051915e-17,2.2783237588889864e-23,2.8655618688095844e-32,3.21313998916746e-23,2.6860180393038923e-15,7.993850695192281e-13,1.4181786682634936e-17,2.565017194091005e-28,2.7290998003933235e-28,4.2567770060838353e-14,1.9012977232448394e-22,8.944979124480759e-15,5.169737777412787e-25,5.281437501272024e-19,2.6970576434626797e-21,2.0363156723624953e-21,6.220118219443854e-26,5.378779325240904e-27,3.3531383321944974e-28,1.5215322159288684e-22,3.2657240147820943e-28,3.840373607061947e-21,1.519134649344891e-36,3.76,0.0,0.9068303907291608,0.9997399479639301,3.278786834733804e-13,2.45368883617288e-16,9.67447898336021e-06,9.674479247942391e-06,3.289274467697938e-14,5.0481362140652354e-18,0.0002600490878236077,2.0602411380948086e-17,1.2225134681194072e-18,2.830213607396686e-09,5.180139302806281e-11,2.0161603249863244e-12,1.588478414961694e-11,2.0510403864026184e-07,1.3916023463196388e-16,4.443695032905892e-11,1.2912841430286763e-13,1.2589935285314614e-17,1.7161066614277045e-14,1.9619025539302346e-12,1.5987241019030004e-23,4.364627641334129e-22,1.2538145970229108e-14,1.0411114423110982e-25,7.996335698982416e-13,5.64958582142448e-13,8.423315440162405e-19,1.8052349689869386e-23,2.9602330220283945e-22,1.5944299681746035e-18,2.8821894549960027e-22,2.2772564026282087e-29,1.149871224761003e-33
5.394810955672657e-09,0.6474744473882647,1.809982641338971e-11,1.7555413012662173e-14,4.664749153616458e-11,1.8547491580894994e-13,0.0,0.0,2.9853175485787873e-09,4.925360066660167e-15,1.0430908437963426e-15,2.1051621550178475e-17,2.5446739198201388e-23,3.094334574621271e-32,3.379498463235562e-23,2.8247529509392863e-15,8.448866416013487e-13,1.5380433533350423e-17,2.8339054211581927e-28,3.0289977287775486e-28,4.500856837715419e-14,2.0655974961708848e-22,9.132447782083367e-15,5.940012883708969e-25,5.732535959321742e-19,3.0553554523721467e-21,2.214207819900949e-21,7.152563560596972e-26,6.1791976673782185e-27,3.8516611092957276e-28,1.6973090695651305e-22,3.73087685463897e-28,4.292379429081783e-21,1.8463986480955015e-36,3.76,0.0,0.9068301142512937,0.9997399478209468,3.564254349383605e-13,2.6669279357108377e-16,9.947974973884265e-06,9.947975252885378e-06,3.422423357086179e-14,5.3082609358874895e-18,0.000260049146133836,2.18936067438301e-17,1.3113133262544209e-18,2.908180012632348e-09,5.468138568288063e-11,2.1893356383268433e-12,1.6787691925035965e-11,2.109010058759942e-07,1.4712342451506195e-16,4.69846976681148e-11,1.363215707245906e-13,1.3314486999624238e-17,1.8132067831717592e-14,2.0730609981647696e-12,1.7883377226241706e-23,4.745287466644739e-22,1.2919390337156086e-14,1.1957647885057483e-25,8.451567508371491e-13,5.926788967276207e-13,9.156127798206934e-19,2.0175745870555566e-23,3.147592167284325e-22,1.7329258269524877e-18,3.211642985738379e-22,2.687092312538423e-29,1.3521474696665601e-33
5.543129297413622e-09,0.6474744789683902,1.9149499376625907e-11,1.9061161117819032e-14,4.9237757544676675e-11,2.0152419825055414e-13,0.0,0.0,3.067414862834444e-09,5.199918362077687e-15,1.1314262627116518e-15,2.2743455563567557e-17,2.833650892670887e-23,3.333870614520891e-32,3.549177529254944e-23,2.966201111293906e-15,8.916290249883698e-13,1.6642739079196787e-17,3.12360417671094e-28,3.354720424046928e-28,4.75174060532636e-14,2.2390111541656725e-22,9.317002138462046e-15,6.79930383578463e-25,6.208072676769176e-19,3.4511386094441394e-21,2.4021884235473977e-21,8.193792507309452e-26,7.071942219941762e-27,4.40760752713946e-28,1.8876768620523865e-22,4.24634070005966e-28,4.783097302049741e-21,2.232320745524705e-36,3.76,0.0,0.9068298377735079,0.9997399476971467,3.865797159326799e-13,2.89213124910869e-16,1.022147088074169e-05,1.0221471174517496e-05,3.5562607177045264e-14,5.5734387837269e-18,0.0002600491851877624,2.3233358680002578e-17,1.4043133194570039e-18,2.98603752479575e-09,5.763431965631923e-11,2.3720003034004863e-12,1.77151183906516e-11,2.166979003345184e-07,1.5530837846530035e-16,4.960344714025126e-11,1.4369816187149998e-13,1.4059236217165328e-17,1.9129050476833282e-14,2.187207700364726e-12,1.994483265141267e-23,5.147533394038789e-22,1.3302210767139906e-14,1.3683331768093072e-25,8.919219568512785e-13,6.20838672557038e-13,9.930143511584417e-19,2.2480814348340788e-23,3.340773159252204e-22,1.879211867645812e-18,3.5680245186378666e-22,3.156630138742576e-29,1.5829911983083157e-33
5.839765980895552e-09,0.6474745421286243,2.1344078331288833e-11,2.2329978208240314e-14,5.462658687538337e-11,2.3640500707087704e-13,0.0,0.0,3.23161404874131e-09,5.771377223881453e-15,1.3227681065692e-15,2.6378970751109157e-17,3.484465961458596e-23,3.8458110202855e-32,3.898284041897905e-23,3.2570362534905183e-15,9.888303928293423e-13,1.936409064703867e-17,3.769982666700305e-28,4.0905164925576025e-28,5.27391994270842e-14,2.614125637378749e-22,9.677553523337815e-15,8.815223419343554e-25,7.234807782178324e-19,4.367090959051345e-21,2.8095372331083018e-21,1.064021747403994e-25,9.165726115867205e-27,5.711202212652859e-28,2.315229596924204e-22,5.443518798354104e-28,5.8892913209055026e-21,3.215157240164688e-36,3.76,0.0,0.9068292848181808,0.9997399474853094,4.5188563004856384e-13,3.3797168374956444e-16,1.0768462443462556e-05,1.076846276784985e-05,3.825803858815152e-14,6.118580023298634e-18,0.00026004922731349365,2.6062727581687373e-17,1.6033862363280907e-18,3.1414269299516746e-09,6.375750630368143e-11,2.766743969312164e-12,1.9643390669460814e-11,2.2829147092340467e-07,1.7234402969661738e-16,5.5053948405198944e-11,1.5899818093136395e-13,1.5609327086623512e-17,2.120072538523151e-14,2.4244424500441713e-12,2.4602451050280153e-23,6.019223787197402e-22,1.407261307062601e-14,1.7734093965880207e-25,9.891727421644346e-13,6.784260891033918e-13,1.1606243806196863e-18,2.767634918152527e-23,3.744602626622876e-22,2.1960075566219786e-18,4.367038776003822e-22,4.302460026341877e-29,2.1430156512055976e-33
6.1364026643774815e-09,0.6474746052888354,2.366666692377231e-11,2.5958229787624843e-14,6.02928678877361e-11,2.7517867112111856e-13,0.0,0.0,3.3958194222433873e-09,6.372626454945252e-15,1.5345316370340986e-15,3.036041662714961e-17,4.241049575344375e-23,4.4024882884427547e-32,4.2600447953834337e-23,3.558129680379889e-15,1.09097753545661e-12,2.235723942256012e-17,4.513687978158231e-28,4.951061680115961e-28,5.823315006674688e-14,3.028525008828263e-22,1.0026997074220275e-14,1.1282196483277308e-24,8.366295217917981e-19,5.470396117924645e-21,3.260608701109541e-21,1.3639900682296686e-25,1.1726994526015122e-26,7.305396417894953e-28,2.8104392470536397e-22,6.889547600747347e-28,7.176766922291056e-21,4.547966100833373e-36,3.76,0.0,0.9068287318631791,0.9997399472950176,5.241456902919782e-13,3.919014463702343e-16,1.1315453671534241e-05,1.1315454027940894e-05,4.097543994653515e-14,6.6828291405187655e-18,0.0002600492476018308,2.909918585096699e-17,1.820703557892133e-18,3.2963839358230228e-09,7.016795869234852e-11,3.2022717785466157e-12,2.1669328364772318e-11,2.3988475041384534e-07,1.9026818669797785e-16,6.078844596682432e-11,1.7502158065596012e-13,1.7240207772025347e-17,2.3375622417227794e-14,2.6735600435422876e-12,3.004074337539801e-23,6.98459957081455e-22,1.4849419432038038e-14,2.269621873884247e-25,1.0913745497251073e-12,7.376229746550063e-13,1.3460524580125782e-18,3.37223558893377e-23,4.171724457233947e-22,2.546524228860058e-18,5.290432824924562e-22,5.775944078425096e-29,2.857717657070015e-33
