Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64)
6.331027597493838e-10,0.6916947488665902,9.265499966681918e-14,6.671606912504623e-16,3.7777887880035644e-17,1.6369228760371555e-22,0.0,0.0,2.4037247320428435e-09,8.991050875721599e-16,4.012508915872271e-27,1.8081770686052348e-35,3.2689517019758556e-24,6.891677931334217e-42,3.693954086145843e-35,3.694608680993007e-32,6.193076570394022e-28,1.9224764351113356e-24,3.945445057637989e-28,2.2916775750052013e-27,7.436527273071259e-14,2.62377829777803e-22,1.1199825529766464e-35,5.039431784142729e-47,9.346330981868476e-35,4.388394600779836e-28,2.953938393279062e-21,1.1923340153196812e-33,9.62416218948727e-59,4.527420462314693e-49,2.5996928118205973e-34,3.93849628666197e-32,1.0210365518604518e-24,1.2906497140830955e-44,3.76,0.0,0.611513154928351,0.9994654265150237,2.9058407089349125e-20,1.7250244256421118e-32,8.492063866378871e-06,8.49206410393463e-06,8.877207924576603e-14,2.8965415061601494e-17,0.00053457108125058,2.2839104396509463e-17,1.32192897078322e-18,2.391025671817243e-09,1.2793527113698811e-11
6.5812302857829e-10,0.69169479208257,9.687349347654395e-14,6.948845132412438e-16,4.0957306068122876e-17,1.8470427851613411e-22,0.0,0.0,2.4986997240641336e-09,9.715663838379448e-16,4.8697517876275946e-27,2.1984206940268805e-35,3.8166913972741724e-24,8.082758534507583e-42,4.39483888140661e-35,4.320631363875144e-32,7.516794988177086e-28,2.244736599560276e-24,4.506980227255882e-28,2.5739672324758238e-27,8.03592500833172e-14,2.9469460120019814e-22,1.360580715851141e-35,6.688634779159984e-47,1.1711952222000584e-34,5.3263825348329025e-28,3.317957609945062e-21,1.4472204803224302e-33,1.4736859787184372e-58,5.9387694887844696e-49,3.155036086888202e-34,4.772048262238941e-32,1.1921433130658077e-24,1.690250635249196e-44,3.76,0.0,0.6115128192287835,0.9994574906484051,3.2725234866107745e-20,2.176503022358079e-32,8.827668441840128e-06,8.827668698012167e-06,9.539616434095175e-14,3.124802910791e-17,0.0005425068528941422,2.4677487458033913e-17,1.4395648663891777e-18,2.4849767519469805e-09,1.3821803652793981e-11
6.831432974071962e-10,0.6916948352985263,1.011343044741952e-13,7.227210904114334e-16,4.4275214406628e-17,2.0750685966983227e-22,0.0,0.0,2.5936738830095243e-09,1.0468350822861605e-15,5.8675817155358805e-27,2.6536339121339e-35,4.430504225166735e-24,9.424797784777943e-42,5.193104619509239e-35,5.023614733651679e-32,9.057708613994908e-28,2.6058974202123754e-24,5.120840134183368e-28,2.878512501548514e-27,8.658551844191863e-14,3.2955868201796847e-22,1.6409637690181584e-35,8.787452138625824e-47,1.4555985212939722e-34,6.418276475996883e-28,3.710699310248506e-21,1.743936971797091e-33,2.2210392126459886e-58,7.71160711352334e-49,3.801421563359124e-34,5.740365360037369e-32,1.3838952188893522e-24,2.191277631167161e-44,3.76,0.0,0.6115124835294011,0.999450060586392,3.669473323622095e-20,2.722415431159499e-32,9.16327283263375e-06,9.163273108086686e-06,1.0222012861026757e-13,3.361317744749985e-17,0.0005499368199329054,2.6586833610384585e-17,1.5626717843165064e-18,2.5788875310667527e-09,1.4889596120638595e-11
7.081635662361023e-10,0.6916948785144589,1.0543743108924072e-13,7.506714590750504e-16,4.7732719475733314e-17,2.321829930657985e-22,0.0,0.0,2.6886472553967775e-09,1.1249111455382482e-15,7.022613257937552e-27,3.181687907169957e-35,5.1154945094396115e-24,1.0930579155795685e-41,6.097594823188873e-35,5.809738212808514e-32,1.0841499787391342e-27,3.008968226449326e-24,5.789402725794655e-28,3.2061543878253213e-27,9.304407770759435e-14,3.6706626265797054e-22,1.965899378790592e-35,1.1435970128264322e-46,1.7952724747985116e-34,7.682275367065859e-28,4.133251441408506e-21,2.0874312913362347e-33,3.298132142935334e-58,9.9200007717182e-49,4.549599197426906e-34,6.858996158774789e-32,1.597887895566443e-24,2.81425213960181e-44,3.76,0.0,0.6115121478302038,0.9994431040905121,4.097985689660344e-20,3.377938825850184e-32,9.4988770387634e-06,9.49887733415829e-06,1.092404052195221e-13,3.606043592936242e-17,0.0005568932208394745,2.856712248031486e-17,1.6912810313517768e-18,2.672758080191017e-09,1.5996880020019566e-11
7.331838350650085e-10,0.6916949217303675,1.0978287177123474e-13,7.787366543822551e-16,5.133092662689386e-17,2.5881673098028276e-22,0.0,0.0,2.783619884776428e-09,1.2057945375477693e-15,8.352719510825845e-27,3.791080231493485e-35,5.8769555030816426e-24,1.261348380269637e-41,7.117541424333273e-35,6.685438096788192e-32,1.2895797667954387e-27,3.4570701977865585e-24,6.515033230079983e-28,3.5577335310540444e-27,9.973492778142458e-14,4.073134859825078e-22,2.3405268751756395e-35,1.4752100949514302e-46,2.198478240113345e-34,9.137957740992945e-28,4.586701657348744e-21,2.4830265375804925e-33,4.830888316778736e-58,1.2649741421086816e-48,5.411131507613647e-34,8.144610819118714e-32,1.8357761110070773e-24,3.582882114394671e-44,3.76,0.0,0.6115118121311912,0.9994365909786828,4.559366358432673e-20,4.160011584258084e-32,9.834481060232686e-06,9.834481376227077e-06,1.1645349098930747e-13,3.858938233455596e-17,0.0005634062376960556,3.061833371081224e-17,1.8254223714214e-18,2.766588467332989e-09,1.714363088775379e-11
7.582041038939147e-10,0.6916949649462526,1.141706249885151e-13,8.069177103659184e-16,5.507094014869228e-17,2.8749321591511635e-22,0.0,0.0,2.8785918119246686e-09,1.2894852235138135e-15,9.87707793242946e-27,4.490960877538773e-35,6.720369283027212e-24,1.4487499112693295e-41,8.262562278152323e-35,7.657409708961665e-32,1.5250249217099893e-27,3.953436335090287e-24,7.300084087782693e-28,3.934090205466519e-27,1.0665806856449202e-13,4.503964473122826e-22,2.770371958685922e-35,1.8873814631734716e-46,2.6743667816236573e-34,1.0806332025512886e-27,5.0721373187729385e-21,2.9364348132960334e-33,6.985701949890273e-58,1.5999597799559483e-48,6.39842296052316e-34,9.615036278228771e-32,2.0992737477355646e-24,4.524393404005621e-44,3.76,0.0,0.6115114764323637,0.9994304929915327,5.05493139662143e-20,5.0874611909331e-32,1.0170084897045151e-05,1.017008523429315e-05,1.238559452447444e-13,4.1199596372064887e-17,0.0005695041298740011,3.274044695731542e-17,1.9651241967410303e-18,2.8603787576987983e-09,1.8329824293429176e-11
7.832243727228208e-10,0.6916950081621139,1.1860068922700566e-13,8.352156599843166e-16,5.895386343801966e-17,3.182986805477509e-22,0.0,0.0,2.9735630750206662e-09,1.3759831698014038e-15,1.1616215915290759e-26,5.291158833061206e-35,7.651406643881325e-24,1.6567227181158887e-41,9.542658738341782e-35,8.732609609123871e-32,1.7936589798785892e-27,4.501411431009643e-24,8.146893892801275e-28,4.336064320237504e-27,1.138134999578819e-13,4.964111944498192e-22,3.261361571214778e-35,2.3961949831974912e-46,3.2330411424822247e-34,1.2709886578414666e-27,5.590645493244418e-21,3.4537708633658466e-33,9.981590122374817e-58,2.008281649928348e-48,7.524749160483054e-34,1.1289290463950984e-31,2.390153775478353e-24,5.669922312018974e-44,3.76,0.0,0.6115111407337208,0.9994247836695204,5.586007154572819e-20,6.181141929100988e-32,1.0505688549204275e-05,1.050568890835661e-05,1.3144438871096483e-13,4.389065967450777e-17,0.0005752133569150471,3.4933441883772575e-17,2.1104137040286587e-18,2.9541290138659493e-09,1.955543583824665e-11
8.08244641551727e-10,0.6916950513779517,1.2307306298910494e-13,8.636315351610929e-16,6.298079912253967e-17,3.513204476829329e-22,0.0,0.0,3.068533709811022e-09,1.4652883438676656e-15,1.3592056603746105e-26,6.202208705993222e-35,8.675926992787055e-24,1.8867893334614863e-41,1.096821302261887e-34,9.91825781008154e-32,2.09887141612933e-27,5.10445204125656e-24,9.057788104628585e-28,4.764495419734455e-27,1.212012218626819e-13,5.454537277023247e-22,3.819838811960498e-35,3.020291246703057e-46,3.88561882829021e-34,1.4872639992831437e-27,6.143312955260789e-21,4.041565785447998e-33,1.4102883060692502e-57,2.5028569544626607e-48,8.804286198567257e-34,1.3187616686464416e-31,2.7102482241368894e-24,7.05489479828713e-44,3.76,0.0,0.6115108050352629,0.9994194382389526,6.153930258855937e-20,7.464072681986653e-32,1.0841292016713482e-05,1.0841292398417565e-05,1.3921550240537495e-13,4.666215579380026e-17,0.0005805586925119907,3.719729815997144e-17,2.261317021275212e-18,3.0478392959488704e-09,2.0820441153945377e-11
8.332649103806332e-10,0.6916950945937657,1.275877447926513e-13,8.921663668223027e-16,6.715284920281676e-17,3.8664693020361953e-22,0.0,0.0,3.1635037497630124e-09,1.5574007141930386e-15,1.582796439351617e-26,7.235377858998319e-35,9.799978242950697e-24,2.1405354565389942e-41,1.2549985575457573e-34,1.1221840049336665e-31,2.4442746937177935e-27,5.766126454862678e-24,1.00350782528925e-27,5.22022268394868e-27,1.288212341799821e-13,5.976199999051683e-22,4.452578024504908e-35,3.781205769825827e-46,4.644298539461584e-34,1.7320191061824562e-27,6.7312261863339695e-21,4.706780652661177e-33,1.9717145356004023e-57,3.098368450255187e-48,1.025213976135923e-33,1.5331516972326755e-31,3.0614481562992387e-24,8.719475730800453e-44,3.76,0.0,0.6115104693369898,0.9994144335057902,6.76004760603716e-20,8.961585077383625e-32,1.1176895299576132e-05,1.1176895704476104e-05,1.4716602657754096e-13,4.951367019667681e-17,0.0005855633307041032,3.9531995458336016e-17,2.417859354134224e-18,3.1415096617531423e-09,2.212481590180078e-11
8.582851792095394e-10,0.6916951378095559,1.3214473316994076e-13,9.208211849319265e-16,7.147111514815396e-17,4.243676310234832e-22,0.0,0.0,3.2584732262099254e-09,1.6523202502160325e-15,1.834879072306347e-26,8.402693528119684e-35,1.102979670849166e-23,2.419610802673605e-41,1.429911268713786e-34,1.2651110058846549e-31,2.833711359437401e-27,6.4901146654254404e-24,1.1081063001456424e-27,5.704084928705711e-27,1.3667353681087498e-13,6.530059164447175e-22,5.166799900475467e-35,4.703689930690716e-46,5.522426261989418e-34,2.0079769062525463e-27,7.355471375064615e-21,5.456820221513085e-33,2.7294176864012493e-57,3.811428686524555e-48,1.1884374435081162e-33,1.774378575836697e-31,3.445703640200506e-24,1.0708995234614524e-43,3.76,0.0,0.6115101336389013,0.9994097477549242,7.40571635717806e-20,1.0701469967575003e-31,1.1512498397795527e-05,1.1512498826532342e-05,1.5529275963714672e-13,5.2444790260197796e-17,0.0005902489866006862,4.193751345193483e-17,2.5800650854035534e-18,3.235140166921788e-09,2.346853577167375e-11
8.833054480384455e-10,0.6916951810253226,1.3674402666680635e-13,9.495970185248893e-16,7.593669802329106e-17,4.645731430382854e-22,0.0,0.0,3.3534421684873227e-09,1.75004692227206e-15,2.1180919483393255e-26,9.71697049365348e-35,1.237180699767421e-23,2.725729942544246e-41,1.6227103763700401e-34,1.4214091893389925e-31,3.271261080770988e-27,7.280208341122837e-24,1.2198027280542506e-27,6.216920606107438e-27,1.4475812965645547e-13,7.117073352819274e-22,5.970186767608251e-35,5.8161116347810256e-46,6.534566032831997e-34,2.318028363036011e-27,8.01713441722308e-21,6.299546533708775e-33,3.7431825519570155e-57,4.660776542229069e-48,1.3718042725546807e-33,2.0448542428613076e-31,3.865023722127577e-24,1.307445500887252e-43,3.76,0.0,0.6115097979409976,0.9994053606557401,8.092303933635708e-20,1.2714135084301725e-31,1.1848101311374912e-05,1.1848101764586364e-05,1.6359255713276178e-13,5.545510526711858e-17,0.0005946359908156733,4.4413831811662787e-17,2.7479579054846764e-18,3.328730865072427e-09,2.485157648111863e-11
9.083257168673517e-10,0.6916952242410659,1.413856238417505e-13,9.784948957386357e-16,8.055069856045507e-17,5.0735514907913645e-22,0.0,0.0,3.4484106040614587e-09,1.8505807015357844e-15,2.435231279428872e-26,1.1191838689139468e-34,1.3832621907803622e-23,3.06067314920606e-41,1.8345839275895724e-34,1.5919082251974458e-31,3.761247739624847e-27,8.140310795971265e-24,1.3388243692254534e-27,6.759567804703749e-27,1.530750126178206e-13,7.738200669751266e-22,6.870897882106733e-35,7.15083236604892e-46,7.696569608491071e-34,2.665237503400951e-27,8.717300915823385e-21,7.243292624477078e-33,5.088362027571714e-57,5.667461536844213e-48,1.5771214325642072e-33,2.347126435434353e-31,4.321476399388633e-24,1.5873002449534973e-43,3.76,0.0,0.6115094622432786,0.9994012531731208,8.821188013102005e-20,1.503275991678653e-31,1.2183704040317485e-05,1.2183704518638288e-05,1.7206233071302484e-13,5.854420640125205e-17,0.0005987433784666032,4.696093020485471e-17,2.9215608874955236e-18,3.4222818079265385e-09,2.627391377454205e-11
9.333459856962579e-10,0.6916952674567848,1.4606952326514175e-13,1.0075158438420122e-15,8.531421727021705e-17,5.528064218643402e-22,0.0,0.0,3.5433785586481743e-09,1.953921559967751e-15,2.7892556326945956e-26,1.2841771452539123e-34,1.541904231819571e-23,3.426287233061942e-41,2.0667567800104013e-34,1.7774652866635838e-31,4.308246457119527e-27,9.074436959618001e-24,1.4653971613297499e-27,7.332864249940617e-27,1.6162418559606986e-13,8.3943987470370175e-22,7.877584936216234e-35,8.744678906521777e-46,9.025651500385893e-34,3.0528463962736236e-27,9.45705618120503e-21,8.296876104711944e-33,6.859524134507767e-57,6.855066108854801e-48,1.8063005046474015e-33,2.683881860318955e-31,4.8171885926206274e-24,1.916849894480958e-43,3.76,0.0,0.6115091265457442,0.9993974074850523,9.593756527603294e-20,1.7693463457098497e-31,1.2519306584626372e-05,1.2519307088688202e-05,1.806990471455778e-13,6.171168674268068e-17,0.0006025889715668988,4.957878829286244e-17,3.100896601393612e-18,3.51579304542912e-09,2.7735523422423542e-11
9.58366254525164e-10,0.6916953106724806,1.50795723518459e-13,1.0366608892629667e-15,9.022835448880189e-17,6.010208239534424e-22,0.0,0.0,3.6383460563246667e-09,2.06006947026421e-15,3.183290507781864e-26,1.4682113654735314e-34,1.713805708518358e-23,3.82448638656916e-41,2.3204904404435418e-34,1.9789652877665066e-31,4.917090687965159e-27,1.0086713348657598e-23,1.5997459021441986e-27,7.937647304283364e-27,1.704056484923048e-13,9.086624742908e-22,8.999407552600738e-35,1.0639383546103978e-45,1.05404623442747e-33,3.484280180648083e-27,1.0237485231106185e-20,9.469612873644065e-33,9.174379657706197e-57,8.249911431668553e-48,2.0613606055639955e-33,3.0579494322541706e-31,5.3543461187895554e-24,2.3032044532073957e-43,3.76,0.0,0.6115087908483945,0.999393806905158,1.041140766089417e-19,2.0735467779839216e-31,1.2854908944304659e-05,1.285490947473622e-05,1.894997273115729e-13,6.495714126297292e-17,0.0006061894564936232,5.2267385730298127e-17,3.2859871637701812e-18,3.609264625861208e-09,2.92363812205822e-11
9.833865233540702e-10,0.6916953538881523,1.555642231935914e-13,1.0659310576137866e-15,9.529421047748081e-17,6.52093307699403e-22,0.0,0.0,3.7333131196331665e-09,2.169024405810577e-15,3.6206328593597055e-26,1.6729110554476654e-34,1.8996842934779138e-23,4.2572530146773333e-41,2.597082742677365e-34,2.1973211283968248e-31,5.592879231299841e-27,1.1181378036167498e-23,1.742094146248997e-27,8.57475396768299e-27,1.7941940120762923e-13,9.815835342271286e-22,1.024604902165019e-34,1.2882136012518632e-45,1.2261168285371453e-33,3.963152034502941e-27,1.1059672790746472e-20,1.0771330678435327e-32,1.2178845890547483e-56,9.881307549787346e-48,2.3444312712210526e-33,3.4723033612018275e-31,5.935193663384885e-24,2.7542612683488573e-43,3.76,0.0,0.6115084551512294,0.9993904358108535,1.1275549848403472e-19,2.420127610794697e-31,1.3190511119355374e-05,1.3190511676782429e-05,1.9846144526443913e-13,6.828016682024555e-17,0.0006095604558308852,5.502670216289272e-17,3.476854340102051e-18,3.702696595944223e-09,3.077646298949592e-11
9.999999999999999e-10,0.6916953971038005,1.5875387801607646e-13,1.0854360974252827e-15,9.874229912441998e-17,6.876314887701607e-22,0.0,0.0,3.79637108897969e-09,2.242921287111786e-15,3.9366500308122115e-26,1.8210870251041648e-34,2.031189955849126e-23,4.564710654277626e-41,2.794021430528315e-34,2.3520820772082404e-31,6.081210175314396e-27,1.1955880711946594e-23,1.841142003182809e-27,9.016060842778455e-27,1.8553286774049158e-13,1.032093292330286e-21,1.1147768166946207e-34,1.458941996618173e-45,1.3528071042279053e-33,4.309189539555043e-27,1.1629207374334862e-20,1.1711984670747565e-32,1.4641339021003191e-56,1.111105539218482e-47,2.5489603422745623e-33,3.7712165167076983e-31,6.346140982546933e-24,3.0937601852119448e-43,3.76,0.0,0.6115082322481704,0.99938831696628,1.187572036546331e-19,2.6759102892231724e-31,1.3413351104956315e-05,1.3413351680652695e-05,2.0449958571275015e-13,7.052931530417208e-17,0.0006116792373463222,5.689794891281739e-17,3.606792099048169e-18,3.764713631401274e-09,3.182073578710233e-11
1.0084067921829764e-09,0.6916953971038005,1.603750208921737e-13,1.095327373715665e-15,1.0051288544905314e-16,7.061199152033146e-22,0.0,0.0,3.828279769679204e-09,2.2807863406373176e-15,4.1047556747926603e-26,1.8999936437777175e-34,2.1002764357818822e-23,4.726638577424722e-41,2.8978677515683987e-34,2.4334739369839764e-31,6.340983326492424e-27,1.236278062310361e-23,1.8926644238085783e-27,9.24502087765741e-27,1.8866544364314927e-13,1.0582986756935629e-21,1.1627731996519246e-34,1.552609303481981e-45,1.420952788237509e-33,4.4932682038793495e-27,1.1924703292899388e-20,1.2212382832525953e-32,1.605251540491342e-56,1.178178134983112e-47,2.65775537805395e-33,3.93006632973014e-31,6.5620347534605365e-24,3.2787626044002206e-43,3.76,0.0,0.611508119454249,0.9993872795752418,1.2187601775320513e-19,2.8136844733606323e-31,1.3526113109781487e-05,1.3526113694826937e-05,2.0758132725490015e-13,7.16803621542483e-17,0.0006127165964758763,5.78567172272678e-17,3.6735195732320234e-18,3.796089000938878e-09,3.2355744573655614e-11
1.0334270610118825e-09,0.6916954403194251,1.6522811522497085e-13,1.124850861620899e-15,1.0588547966128022e-16,7.6319777826673055e-22,0.0,0.0,3.923246026222732e-09,2.395355249379044e-15,4.6393124855761774e-26,2.1512724085881606e-34,2.316337350227421e-23,5.234764415620368e-41,3.2242154047380214e-34,2.688393321637751e-31,7.167053648024335e-27,1.3635382207544513e-23,2.0516781094581844e-27,9.94928430979257e-27,1.9814377569997283e-13,1.138903472585088e-21,1.3155234464885636e-34,1.8631019627076333e-45,1.6408975811755387e-33,5.07863296056173e-27,1.2833660877976263e-20,1.3803661748936578e-32,2.1015572453634794e-56,1.3987356371626486e-47,3.0036920160937336e-33,4.434512497607574e-31,7.237231729701137e-24,3.886366136742551e-43,3.76,0.0,0.6115077837574532,0.9993843245039611,1.3148992378248365e-19,3.259177138114518e-31,1.3861714915585927e-05,1.3861715528869848e-05,2.1685655082818435e-13,7.515732788128889e-17,0.0006156715727901136,6.075741054893236e-17,3.876004079363066e-18,3.889441884736916e-09,3.397420184096577e-11
1.0584473298407887e-09,0.6916954835350262,1.7012350481129276e-13,1.1545025446347364e-15,1.114130934237088e-16,8.2342511834702325e-22,0.0,0.0,4.018211907764602e-09,2.512731107235692e-15,5.228141946499977e-26,2.4286593922936003e-34,2.5486410068611236e-23,5.783822591636456e-41,3.5775314993736935e-34,2.963077617837364e-31,8.077027404566347e-27,1.500375535621876e-23,2.219355679541698e-27,1.0688380177778378e-26,2.0785439727921016e-13,1.2234934515332872e-21,1.4839905645713122e-34,2.226387440362872e-45,1.888470318783156e-33,5.723453633530848e-27,1.3787629394097658e-20,1.5556612667667735e-32,2.733627008409375e-56,1.6537803510090814e-47,3.384719408782078e-33,4.9890706223690105e-31,7.963205719528846e-24,4.587707663057187e-43,3.76,0.0,0.6115074480608418,0.9993815577752568,1.4161160843549025e-19,3.761947521073057e-31,1.4197316536771571e-05,1.4197317178911263e-05,2.2628434387732321e-13,7.87106664891954e-17,0.0006184382065284071,6.372876174255346e-17,4.084328856438525e-18,3.9827552899481365e-09,3.5631810682175103e-11
1.0834675986696949e-09,0.6916955267506032,1.7506118827845674e-13,1.1842834453347675e-15,1.1709682718816333e-16,8.86901246509768e-22,0.0,0.0,4.113177431626237e-09,2.6329138899367603e-15,5.875272334901631e-26,2.7341684123524074e-34,2.797980120172062e-23,6.376076710066236e-41,3.959257277709883e-34,3.2585541458299755e-31,9.077135316206612e-27,1.6472584073432265e-23,2.3959165459173822e-27,1.1463144033953207e-26,2.177973082819735e-13,1.3121640919304367e-21,1.6693682206803743e-34,2.649955063958392e-45,2.166374568762795e-33,6.432145554207934e-27,1.4787692397178714e-20,1.748324715968162e-32,3.5340237902763215e-56,1.947695274251775e-47,3.803437774808783e-33,5.597326979847532e-31,8.742436609030444e-24,5.394479088226658e-43,3.76,0.0,0.6115071123644148,0.9993789673847655,1.522555661078611e-19,4.3277395759929915e-31,1.4532917973341237e-05,1.4532918644951278e-05,2.3586198377880846e-13,8.233998233210951e-17,0.000621028502053799,6.67707504100128e-17,4.2985147769571844e-18,4.076029257980604e-09,3.7328547010351283e-11
1.108487867498601e-09,0.6916955699661568,1.8004116426127414e-13,1.2141945855903224e-15,1.2293778153572035e-16,9.537265633847562e-22,0.0,0.0,4.208142614025416e-09,2.755903573707281e-15,6.584926132830639e-26,3.069918027112519e-34,3.065166138657571e-23,7.013862757050014e-41,4.370869518214593e-34,3.5758794632523034e-31,1.0173908719128842e-26,1.8046663772788356e-23,2.5815793583150285e-27,1.2274411069286215e-26,2.2797250860937696e-13,1.405010825951841e-21,1.872910436632565e-34,3.1421544222633754e-45,2.4775067209829966e-33,7.209337091930939e-27,1.5834933150999208e-20,1.9596156867655815e-32,4.542054204860185e-56,2.2852967166785413e-47,4.2625722474068645e-33,6.263028431427729e-31,9.577463016158945e-24,6.319496302171223e-43,3.76,0.0,0.6115067766681727,0.9993765420929905,1.634363937092177e-19,4.962718086372033e-31,1.4868519225297706e-05,1.4868519926989998e-05,2.4558679647240143e-13,8.604488162533285e-17,0.000623453698863569,6.988335614118154e-17,4.518582576083782e-18,4.1692638291169285e-09,3.9064386760380896e-11
1.1335081363275072e-09,0.6916956131816864,1.8506343140158048e-13,1.244236986579355e-15,1.2893705726801875e-16,1.0240025591183119e-21,0.0,0.0,4.303107470145874e-09,2.881700135236585e-15,7.361524512540407e-26,3.4381346131709524e-34,3.351029233972875e-23,7.699589915553872e-41,4.81388004148248e-34,3.916139628926539e-31,1.1374186522773767e-26,1.9730901245754998e-23,2.7765617928853703e-27,1.3123016113977294e-26,2.3837999816253695e-13,1.5021290385801153e-21,2.0959332367358184e-34,3.7122805857278206e-45,2.8249652518660095e-33,8.059874585054426e-27,1.693043462729056e-20,2.190852697627032e-32,5.805004260589595e-56,2.6718689053572693e-47,4.764975723863124e-33,6.990085258891652e-31,1.0470882262502116e-23,7.376785171538743e-43,3.76,0.0,0.6115064409721149,0.9993742713770707,1.7516879071644417e-19,5.673489645573585e-31,1.5204120292643699e-05,1.5204121025027525e-05,2.5545615563521503e-13,8.9824972439995e-17,0.0006257243198183696,7.306655851193899e-17,4.744552945116741e-18,4.262459042584331e-09,4.083930588850948e-11
1.1585284051564134e-09,0.6916956563971923,1.9012798834778457e-13,1.2744116688057687e-15,1.3509575537444606e-16,1.0978318133299652e-21,0.0,0.0,4.398072014203928e-09,3.010303551648387e-15,8.209691923295254e-26,3.8411553816391332e-34,3.656418290535859e-23,8.43574140363208e-41,5.289835935221898e-34,4.2804504602335985e-31,1.2685122322632678e-26,2.153031463364316e-23,2.9810809054700405e-27,1.400979363737834e-26,2.490197768425715e-13,1.6036140676273237e-21,2.3398162783708897e-34,4.370649843606528e-45,3.212059409663503e-33,8.988827382228221e-27,1.807527950580421e-20,2.4434149970881748e-32,7.379473428213903e-56,3.1131937520113304e-47,5.313631785476248e-33,7.782574183184389e-31,1.1425350346610047e-23,8.58165452054946e-43,3.76,0.0,0.6115061052762417,0.9993721453846046,1.8746755914873156e-19,6.467122207788978e-31,1.5539721175381902e-05,1.5539721939063955e-05,2.6546748178562054e-13,9.367986469779291e-17,0.0006278502173198141,7.632033708545053e-17,4.9764464994143066e-18,4.3556149366216894e-09,4.2653280371900826e-11
1.1835486739853196e-09,0.6916956996126746,1.9523483375445723e-13,1.3047196521140893e-15,1.4141497712841832e-16,1.1753179950645606e-21,0.0,0.0,4.4930362595093685e-09,3.141713800473452e-15,9.134260561154415e-26,4.281431524728329e-34,3.982200894626487e-23,9.224875283905377e-41,5.800318949224293e-34,4.669957803437289e-31,1.4114191334359153e-26,2.3450033395759977e-23,3.1953528625156534e-27,1.4935577748663425e-26,2.5989184455060074e-13,1.7095612037594854e-21,2.6060045262461635e-34,5.128697263133428e-45,3.642318940108073e-33,1.0001492757241288e-26,1.9270550174400685e-20,2.718743906868015e-32,9.332994960524812e-56,3.6155891449402583e-47,5.911657533408023e-33,8.644741111810808e-31,1.2443581915580856e-23,9.950790677079018e-43,3.76,0.0,0.611505769580553,0.9993701548914496,2.0034760364164445e-19,7.3511671816261095e-31,1.5875321873514952e-05,1.5875322669099396e-05,2.756182414957107e-13,9.760917016554152e-17,0.0006298406155100783,7.964467141004042e-17,5.2142838767427324e-18,4.448731548540865e-09,4.450628620823342e-11
1.2085689428142257e-09,0.6916957428281335,2.0038396628193405e-13,1.3351619557050174e-15,1.478958240338141e-16,1.2565658627496376e-21,0.0,0.0,4.5880002185241e-09,3.2759308596232682e-15,1.0140274962510252e-25,4.761531281510587e-34,4.32926332404197e-23,1.0069625301256492e-40,6.346945889500363e-34,5.0858377956082185e-31,1.5669197517876748e-26,2.5495298281727576e-23,3.419593354302092e-27,1.5901202196677718e-26,2.709962011877465e-13,1.8200656905184724e-21,2.8960099032605266e-34,5.999062043978541e-45,4.1195030749045746e-33,1.1103400958366832e-26,2.0517328729115865e-20,3.0183442001102806e-32,1.1745782024262551e-55,4.1859410860762596e-47,6.5623065107892e-33,9.581004114449812e-31,1.3528350238553225e-23,1.1502335419686662e-42,3.76,0.0,0.6115054338850486,0.9993682912610855,2.1382393140951881e-19,8.333679702839904e-31,1.621092238704544e-05,1.621092321513394e-05,2.8590594651679735e-13,1.0161250244981408e-16,0.0006317041509102633,8.303954102099884e-17,5.45808568405968e-18,4.541808914785704e-09,4.639829941531154e-11
1.258609480472038e-09,0.6916958292589798,2.1080908736738023e-13,1.3964535973928287e-15,1.6134680100712886e-16,1.4307711363086218e-21,0.0,0.0,4.777927323598917e-09,3.552785322307911e-15,1.241790767674558e-25,5.852079171145262e-34,5.0908661621799865e-23,1.1936891968676003e-40,7.5552702088818275e-34,6.001573393641754e-31,1.9189922504788952e-26,2.9983985683605874e-23,3.898838660776804e-27,1.7955305300712214e-26,2.939017808538852e-13,2.055127454610855e-21,3.5538647582405724e-34,8.133997176301045e-45,5.230890787378954e-33,1.3598261150645125e-26,2.31697364224587e-20,3.6967033365736184e-32,1.834674647408393e-55,5.561153321230886e-47,8.035187500553237e-33,1.169436741977666e-30,1.5908883162559204e-23,1.52331167834737e-42,3.76,0.0,0.6115047624945935,0.9993649127663924,2.426259790400216e-19,1.0628986176787417e-30,1.688212286030884e-05,1.688212375520076e-05,3.0688246088965864e-13,1.0983971105957105e-16,0.0006350824556761105,9.004080416611785e-17,5.9636654139479386e-18,4.7278460519990994e-09,5.0299252111492474e-11
