Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944),S(1828),CHF(40)
0.0,0.8594960253965807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9786202875673511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1891330434848874e-22,0.8594960253965807,2.507401447845285e-25,2.086719230608325e-26,4.591634519925351e-36,6.794570634091578e-24,0.0,0.0,8.569238515818049e-21,5.811277265111877e-39,9.668022805778582e-53,3.375384816306234e-54,5.194951945857181e-54,1.582946854559316e-65,9.836453341618073e-45,8.766158837316191e-39,3.447733855213083e-36,1.3022476037082573e-53,2.1206307792209217e-62,6.608237452193501e-60,2.254193359126018e-36,3.806292482428013e-56,8.750788979649907e-25,1.484637834806701e-70,1.426168266180712e-54,5.318256905812956e-56,1.4859798279599818e-38,2.488626187586437e-38,6.688096841137171e-77,3.7891438286524303e-59,2.6933549557816163e-70,5.2802436357366724e-61,3.6094253418280526e-54,5.793511610316033e-70,3.76,0.0,0.978620287567351,0.9999999999999993,3.996946003837597e-51,4.009510759550291e-52,3.1646615654366234e-17,3.1646615654366234e-17,2.7248582981067144e-36,2.7381815235266725e-39,5.435938893457831e-16,4.1605581970813535e-40,3.049658256269683e-41,8.569489255962652e-21,4.0881817079229493e-35,2.566816068406778e-38,6.379147661253832e-35,1.6323471596960492e-18,1.626339313223976e-39,4.5864591642211005e-36,6.060115037299597e-22,2.8863875747863725e-40,1.9115076090443843e-36,2.808131133533522e-36,1.5967847700189467e-43,2.0148685570769638e-44,8.75078897965013e-25,5.978749742842429e-59,3.447626129474049e-36,2.2736117560752967e-38,1.9728162711320454e-52,1.929536827964638e-54,9.102724961661225e-68,1.6451424521139598e-54,1.4246861726843703e-71,8.869536642873581e-76,7.390271062352833e-80,1.151658120349218e-74,1.5095633525286835e-63,2.9443717307447354e-60,4.00175128589514e-80,8.06433577936237e-53,2.0582577159541996e-59,3.120817318009981e-53,4.260763293835121e-58,1.1758327214745851e-71,6.794570634090958e-24,2.301953936685749e-40,4.8800578696130385e-58,5.791056305286014e-53,1.5926690259554138e-40,5.748728603746951e-46,3.3343430124102354e-61,3.313718947425616e-20,2.427605751542233e-59,1.1776098143148537e-52,3.0274721908973444e-70,2.2662303470272972e-63,6.060115037299815e-22,5.3895641614145255e-77,4.481959082049598e-58,3.196626444096282e-56,4.070083777761426e-60,2.179098705899852e-78,4.246508408598285e-74,7.2137690429664715e-56,3.227544122202687e-56,4.967726169736707e-55,8.636286096259182e-67,6.237315540603553e-67,4.735154973791931e-61,4.76300735120244e-53,8.924408844761105e-41,5.208692460557466e-74,7.043787919001464e-76,4.714665943635796e-72,4.8069547696657e-39,5.822048429337175e-58,4.9081680633747e-75,4.186336095904506e-56,6.4866977444620905e-105,5.3873575826955404e-58,1.5953047534466036e-77,1.3660386453372366e-75,2.0710063088022433e-77,3.416173707236247e-73,3.313718947425615e-20
3.3295725217576844e-22,0.8594960253965807,7.020724056999776e-25,5.842813845703516e-26,2.7733472500349187e-35,1.9024797775456428e-23,0.0,0.0,2.3993867844290526e-20,3.5100114681275725e-38,1.1477876995498465e-51,4.0072568539385326e-53,6.167446950121691e-53,1.879274505733086e-64,5.941217818338143e-44,5.294759937738885e-38,2.0824312485486846e-35,1.5460283902028164e-52,2.5176128611032273e-61,7.845299503265397e-59,1.3615327889121148e-35,4.518830435138509e-55,2.450220914301953e-24,3.321075450949128e-69,1.6931469656097037e-53,6.3422726143479635e-55,8.975318160878373e-38,1.5031302173021416e-37,1.4961005110341935e-75,4.4984715533759655e-58,6.553797677181433e-69,7.979504182328286e-60,4.285109766944304e-53,1.2960266596565173e-68,3.76,0.0,0.978620287567351,0.9999999999999984,4.745174295913194e-50,4.760091173738074e-51,8.861052383222545e-17,8.861052383222545e-17,1.6458144120562566e-35,1.653861640210044e-38,1.5220628901676722e-15,2.5129771510374292e-39,1.8419935867875084e-40,2.3994569916695124e-20,2.4692617515853117e-34,1.5503569054376778e-37,3.853005187397272e-34,4.570572047148938e-18,9.823089451875151e-39,2.770221335189543e-35,1.6968322104437926e-21,1.7433780951715607e-39,1.1545505958626872e-35,1.6961112046542089e-35,9.644580010913593e-43,1.2169806084747716e-43,2.450220914302089e-24,7.097971694702012e-58,2.0823661822023078e-35,1.3732615006693566e-37,2.342127477087948e-51,2.2907461221596172e-53,1.8466402146328598e-66,2.2755045325944234e-53,3.6895071796394323e-70,1.9840798688640527e-74,1.6531740755637882e-78,2.5762131547432933e-73,1.7921536121215226e-62,3.4955581189900956e-59,8.951757556492727e-79,9.57397943725686e-52,2.443563560381214e-58,3.7050343199412085e-52,5.058378182440638e-57,2.630290764629765e-70,1.9024797775452678e-23,1.3903801777581772e-39,5.793604702805509e-57,6.875142045635187e-52,9.61972091677081e-40,3.4722320766653413e-45,4.455679858727409e-60,9.278413052791728e-20,2.8820535477874404e-58,1.398058371556052e-51,6.772334192155998e-69,2.6908382433215213e-62,1.696832210443924e-21,1.2056239446711763e-75,5.320982627445155e-57,3.7950349234478564e-55,4.832003461017331e-59,6.8514349871476415e-77,9.499269471258175e-73,8.564186607809641e-55,3.831740381888713e-55,5.897684508710257e-54,1.9319026545877552e-65,1.3952625371704302e-65,5.621575984886179e-60,5.654642327345379e-52,5.390342942237535e-40,1.6376962486786216e-72,1.5756685988391551e-74,1.0546519129272542e-70,2.903400680878051e-38,6.911935895310469e-57,1.0979375631048123e-73,4.970022368395146e-55,5.005426583685145e-103,6.395870922175479e-57,5.015893393596596e-76,3.0557762487348697e-74,6.5115751958835e-76,1.0738928855237046e-71,9.278413052791722e-20
7.610451478303279e-22,0.8594960253965807,1.6047369287440661e-24,1.3355003075894724e-25,1.3352473183943008e-34,4.348525205818615e-23,0.0,0.0,5.484312650123539e-20,1.689919428694531e-37,1.126904783749444e-50,3.934348541947838e-52,6.055235988091267e-52,1.8450828536751566e-63,2.860440631743773e-43,2.5491989898914084e-37,1.0026010050959377e-34,1.5178998566992612e-51,2.4718072362963124e-60,7.702561574340321e-58,6.55519428833846e-35,4.4366145175180034e-54,5.600504946975795e-24,6.561885441996956e-68,1.6623417310601194e-52,6.239342231808625e-54,4.3212293397077495e-37,7.236924953500357e-37,2.956042495664709e-74,4.4166260466766463e-57,1.3416810334797314e-67,8.583986473756105e-59,4.207146180033788e-52,2.5607667845377885e-67,3.76,0.0,0.9786202875673509,0.9999999999999964,4.658840262296338e-49,4.67348574133171e-50,2.0253834018794385e-16,2.0253834018794385e-16,7.923887930891346e-35,7.962631870414571e-38,3.479000891809368e-15,1.2098903237116863e-38,8.868406209241363e-40,5.484473123815887e-20,1.1888432406637686e-33,7.464301128726664e-37,1.8550561398925498e-33,1.0447021822054714e-17,4.729394722858753e-38,1.3337423249554925e-34,3.878473623871079e-21,8.39361506748747e-39,5.558664127099252e-35,8.166045336314904e-35,4.643450111213826e-42,5.859237763984092e-43,5.600504946976449e-24,6.96883070025551e-57,1.0025696784510268e-34,6.611662986665122e-37,2.2995146456314606e-50,2.249068126675578e-52,3.3502846120587024e-65,2.375373849274913e-52,7.774378852899906e-69,3.920207474821225e-73,3.266393389654812e-77,5.090163070997683e-72,1.7595470437057885e-61,3.431959690130645e-58,1.768716443145074e-77,9.399789784418126e-51,2.399105193717417e-57,3.6376246658716854e-51,4.966345695292926e-56,5.197011309005624e-69,4.348525205816808e-23,6.694082047881927e-39,5.688195452823578e-56,6.750055229440229e-51,4.631481527478506e-39,1.6717302779728858e-44,4.592460140107043e-59,2.1207801263523969e-19,2.829617262622657e-57,1.3726219995674265e-50,1.338099112778728e-67,2.6426637755702268e-61,3.87847362387171e-21,2.382109749737468e-74,5.224172651169042e-56,3.7259877965314886e-54,4.744089651534957e-58,1.5285174559449141e-75,1.876895573451758e-71,8.408369196481235e-54,3.7620254288694647e-54,5.790381623441503e-53,3.8171140920202214e-64,2.756803651600189e-64,5.51929663745311e-59,5.551761368554871e-51,2.5952180920592145e-39,3.65361024125714e-71,3.1132568808715124e-73,2.0838144558955516e-69,1.3978624470187373e-37,6.78617964923952e-56,2.1693396063923733e-72,4.879599253965351e-54,5.455158741423822e-101,6.279503998387847e-56,1.1190182237203579e-74,6.037701278366687e-73,1.452696606076415e-74,2.3956658725591005e-70,2.1207801263523935e-19
1.6172209391394468e-21,0.8594960253965808,3.4100659796850054e-24,2.837938153628044e-25,5.831375840305284e-34,9.240616062364567e-23,0.0,0.0,1.165416438151249e-19,7.380322126692051e-37,9.967345250129147e-50,3.4798867303477904e-51,5.355787658101208e-51,1.6319548891781843e-62,1.2492295743867726e-42,1.1133021723390123e-36,4.378621996120336e-34,1.3425652396924252e-50,2.186285508221026e-59,6.812828483845005e-57,2.8628255660900426e-34,3.924135297683797e-53,1.190107301232315e-23,1.1676524543838504e-66,1.470322435701417e-51,5.523576502176047e-53,1.8871943815093032e-36,3.1605552582337384e-36,5.260119681572497e-73,3.90645572158619e-56,2.4256604443123134e-66,7.89016246003536e-58,3.721173152021385e-51,4.556777501218673e-66,3.76,0.0,0.9786202875673506,0.9999999999999926,4.1206914523412456e-48,4.133645212665729e-49,4.3039397289938066e-16,4.3039397289938066e-16,3.460570038592448e-34,3.4774905348778478e-37,7.392876895084426e-15,5.283908910297708e-38,3.8730659854718476e-39,1.1654505388108154e-19,5.1919907690598195e-33,3.2598564087363526e-36,8.101517529791699e-33,2.2199921371866263e-17,2.0654509277979623e-37,5.824803138560761e-34,8.241756450724135e-21,3.665712219987603e-38,2.427614663484489e-34,3.5663265395869744e-34,2.0279166579227484e-41,2.558883067492168e-42,1.1901073012326002e-23,6.163851834877415e-56,4.378485184431767e-34,2.887486930213724e-36,2.0338946628861847e-49,1.989275288158414e-51,5.6769363149512965e-64,2.1570957836554435e-51,1.4227293629812275e-67,6.975799745559588e-72,5.812372514157023e-76,9.057673225813287e-71,1.5562994339195166e-60,3.035529481155014e-57,3.1473364084146346e-76,8.314007615077458e-50,2.121981374842667e-56,3.217437822173997e-50,4.392676525409546e-55,9.247803949126294e-68,9.240616062356676e-23,2.923481499590661e-38,5.031144461261596e-55,5.970347408495257e-50,2.0226896629635393e-38,7.300885326792439e-44,4.1484956752645944e-58,4.50665776849885e-19,2.502764422722444e-56,1.214068614168014e-49,2.38107587682811e-66,2.3387987726649112e-60,8.241756450726892e-21,4.2388370242986343e-73,4.620721691848839e-55,3.2955940131783307e-53,4.1960935718857065e-57,2.8627440306936823e-74,3.339835393519511e-70,7.437107332535691e-53,3.327468888289109e-53,5.1215269719441865e-52,6.792350579110483e-63,4.905584802561468e-63,4.8817553717831244e-58,4.910470058781608e-50,1.1333999232874103e-38,6.84280762899519e-70,5.539875302257222e-72,3.7080364864823235e-68,6.104832557474936e-37,6.002299048717956e-55,3.860223922206831e-71,4.315951003566281e-53,4.4626585622989075e-99,5.554150173451425e-55,2.0957972888819978e-73,1.074376874133771e-71,2.7207399701326837e-73,4.4867229059621413e-69,4.506657768498835e-19
3.3295725217576844e-21,0.859496025396581,7.020724100977935e-24,5.842813845706508e-25,2.4344846224645e-33,1.9024797775456504e-22,0.0,0.0,2.3993867844290287e-19,3.081139205962288e-36,8.378154282450394e-49,2.9250544758874485e-50,4.501862237049221e-50,1.3717564170145313e-61,5.2152875617373935e-42,4.647817415543751e-36,1.8279884900337247e-33,1.1285069820165544e-49,1.8377047033164054e-58,5.726592844508886e-56,1.1951733190086149e-33,3.2984721645920583e-52,2.4502209143016542e-23,1.969416531988612e-65,1.235894600779492e-50,4.644861060532713e-52,7.87866504784496e-36,1.3194696046573962e-35,8.871960682547377e-72,3.2836114156065445e-55,4.122328918710317e-65,6.750200101052541e-57,3.1278702518541223e-50,7.685695565225295e-65,3.76,0.0,0.9786202875673502,0.9999999999999847,3.463689455989492e-47,3.4745778720536856e-48,8.861052383222541e-16,8.861052383222541e-16,1.4447198696534089e-33,1.4517838437729181e-36,1.5220628901601218e-14,2.205927956096468e-37,1.6169288074825673e-38,2.3994569916690743e-19,2.1675539415386514e-32,1.3609258811430432e-35,3.382224089996179e-32,4.5705720471489345e-17,8.622851038744996e-37,2.431740648869995e-33,1.6968322104424184e-20,1.5303626921597195e-37,1.0134813343136413e-33,1.4888711269989335e-33,8.466152850628628e-41,1.0682833089661877e-41,2.450220914302845e-23,5.181088867145163e-55,1.8279313738468917e-33,1.2054689530694081e-35,1.709611015502494e-48,1.672105742524889e-50,9.331177272208702e-63,1.8354136132069654e-50,2.431095576090073e-66,1.1765705875201574e-70,9.803415799337122e-75,1.5277089806063913e-69,1.3081634482814482e-59,2.551545434866331e-56,5.308442877134606e-75,6.988424356997615e-49,1.783653204527036e-55,2.7044503547075063e-49,3.6923092982198987e-54,1.5597773047641537e-66,1.9024797775423562e-22,1.220495977230567e-37,4.228980068890301e-54,5.018436737255593e-49,8.44433117561706e-38,3.047975905737061e-43,3.521363202595287e-57,9.278413052791776e-19,2.1037242973555786e-55,1.0204978233298429e-48,4.016032491634612e-65,1.9682440106155521e-59,1.696832210443569e-20,7.149418203855957e-72,3.8839950632609166e-54,2.770145344959398e-52,3.527069481125226e-56,4.9446783989061655e-73,5.633120556709136e-69,6.251336832328197e-52,2.7969380957092396e-52,4.304952015061377e-51,1.145629204244731e-61,8.273985784844146e-62,4.103409537813213e-57,4.1275459624089e-49,4.731721569516981e-38,1.1819248493011039e-68,9.343810255369609e-71,6.254145512443548e-67,2.548647418876299e-36,5.0452940161040554e-54,6.510831866998667e-70,3.627817160767474e-52,3.211807778295222e-97,4.668597883434696e-54,3.6199686285659855e-72,1.8120937852104098e-70,4.699401698156921e-72,7.749625257124185e-68,9.278413052791717e-19
6.75427568699416e-21,0.859496025396581,1.4242040421208004e-23,1.1852565229868725e-24,9.945664035539783e-33,3.859316120164051e-22,0.0,0.0,4.867327476984548e-19,1.2587459007322683e-35,6.868917076313249e-48,2.3981363838858342e-49,3.6908986529934514e-49,1.1246487887031147e-60,2.1306151396175703e-41,1.8987850687969415e-35,7.467929439743608e-33,9.252182063576191e-49,1.5066613453394455e-57,4.695006800302631e-55,4.88267298360132e-33,2.7042867658265153e-51,4.970448140439807e-23,3.23477256757764e-64,1.0132610633253056e-49,3.80891856237725e-51,3.218691746555402e-35,5.390463867351826e-35,1.4572222076101718e-70,2.692103025957745e-54,6.796087401729893e-64,5.581195979666855e-56,2.5644170104619528e-49,1.2623797677861084e-63,3.76,0.0,0.9786202875673493,0.999999999999969,2.8397418833271413e-46,2.848668864662151e-47,1.797527769168e-15,1.797527769168e-15,5.902152068007606e-33,5.9310107072118935e-36,3.087613291450149e-14,9.011935477239336e-37,6.605681769481215e-38,4.867469897384817e-19,8.855165106611671e-32,5.559826290983061e-35,1.3817489000177133e-31,9.271731867073547e-17,3.5227160060422554e-36,9.934454008069198e-33,3.442145341180001e-20,6.252030942557741e-37,4.14040194148018e-33,6.0825243604743776e-33,3.4586996832418248e-40,4.3642858894046975e-41,4.97044814044467e-23,4.247769681484682e-54,7.467696101483857e-33,4.924734008114822e-35,1.401642400855713e-47,1.3708933120956822e-49,1.5125447658150096e-61,1.5136350041535245e-49,4.018217294584769e-65,1.9325207230187474e-69,1.6102139888175594e-73,2.5092665915837466e-68,1.0725114308021502e-58,2.091911107982275e-55,8.71913336589344e-74,5.729532510659875e-48,1.462346660862881e-54,2.2172717967948562e-48,3.027178242607972e-53,2.561938906792703e-65,3.8593161201505928e-22,4.986124305016961e-37,3.467173364698449e-53,4.1144176383750435e-48,3.4497848169816904e-37,1.2451976105117658e-42,2.900676696933448e-56,1.8821923621377716e-18,1.724760276029577e-54,8.366657714471422e-48,6.596345426890847e-64,1.617527210632638e-58,3.4421453411847016e-20,1.1742940871253523e-70,3.184333846542118e-53,2.2711325221958446e-51,2.891704657764298e-55,8.215657113852644e-72,9.252417442562342e-68,5.1252236250040455e-51,2.2930988348451786e-51,3.5294597561807483e-50,1.881699408063251e-60,1.3590046496751044e-60,3.364223056665346e-56,3.384011555783642e-48,1.9330626534314565e-37,1.9637858142948016e-67,1.534723707573977e-69,1.0272452784160482e-65,1.0412056309282838e-35,4.1364368582407232e-53,1.069406089237203e-68,2.9743038059731995e-51,2.177067894091807e-95,3.8275986096362587e-53,6.014632017571468e-71,2.976369605643167e-69,7.80812620698173e-71,1.2876060783966267e-66,1.8821923621377473e-18
1.360368201746711e-20,0.8594960253965812,2.8684673372244946e-23,2.38720679982143e-24,4.0201964206521573e-32,7.772988805400909e-22,0.0,0.0,9.803208862095418e-19,5.08805218691397e-35,5.562627140609998e-47,1.9420730198881336e-48,2.9889854222045487e-48,9.107697475851116e-60,8.612287050427047e-41,7.675192837685522e-35,3.018656481462342e-32,7.492656918224504e-48,1.2201334204820048e-56,3.802138233492737e-54,1.9736544871960663e-32,2.1900015363349705e-50,1.0010902592714004e-22,5.243705727852095e-63,8.205650796472957e-49,3.0848724911964533e-50,1.3010466664114985e-34,2.178911681282431e-34,2.362219999103497e-69,2.180134827901524e-53,1.1036991820156668e-62,4.5385358805820416e-55,2.0767313820855975e-48,2.0463735833626536e-62,3.76,0.0,0.9786202875673474,0.9999999999999377,2.2996966024004165e-45,2.3069259033306077e-46,3.620372830859489e-15,3.620372830859488e-15,2.3857442331714374e-32,2.3974093565542984e-35,6.218714093976879e-14,3.642768408365502e-36,2.6701221870186164e-37,9.8034957088132e-19,3.5793993179939157e-31,2.2473706867184087e-34,5.585249976511257e-31,1.8674051506922748e-16,1.4239381330364795e-35,4.01566514831523e-32,6.932771602645462e-20,2.5271708683844985e-36,1.6736166640718135e-32,2.4586535976992444e-32,1.398061711812311e-39,1.7641141354393508e-40,1.0010902592733662e-22,3.439954018923558e-53,3.018562162407005e-32,1.9906562257962744e-34,1.135086356245946e-46,1.1101849469443697e-48,2.4355852355472904e-60,1.2293120783847067e-48,6.533796116311814e-64,3.1326993699736592e-68,2.610226264688203e-72,4.067629287299572e-67,8.685475633912716e-58,1.6940838559081821e-54,1.413409091889461e-72,4.639923975258006e-47,1.1842462398707946e-53,1.7956041876937953e-47,2.4514874257529394e-52,4.1530133693516586e-64,7.772988805346506e-22,2.0154711653558207e-36,2.807806883286164e-52,3.331962077030772e-47,1.3944581803382155e-36,5.03328783176534e-42,2.3544885397325212e-55,3.790894475854993e-18,1.3967555814902335e-53,6.775536337425212e-47,1.0692960192779317e-62,1.3161380886959296e-57,6.932771602664464e-20,1.9035813199901354e-69,2.5787561341773873e-52,1.8392220045583726e-50,2.341777405295679e-54,1.3393594620857354e-70,1.4998567427614627e-66,4.150538971921479e-50,1.8570108892227447e-50,2.8582480179592377e-49,3.050315828344818e-59,2.2030051005835655e-59,2.7244350546672214e-55,2.740460294261622e-47,7.813748315383995e-37,3.2014665112474085e-66,2.487853319920587e-68,1.6652088632999056e-64,4.20871963466809e-35,3.349793812192797e-52,1.733553354497629e-67,2.4086683816255763e-50,1.433479260172741e-93,3.099688591267537e-52,9.805368203377302e-70,4.824823488751936e-68,1.27292163866699e-69,2.0991183090642984e-65,3.790894475854895e-18
2.7302494678413016e-20,0.8594960253965817,5.756994051662611e-23,4.791107353499001e-24,1.6165032992782502e-31,1.560033417587484e-21,0.0,0.0,1.9674971632316494e-18,2.045883406291531e-34,4.477286261788726e-46,1.5631493234761067e-47,2.4057955036462066e-47,7.330667280408907e-59,3.462962744794915e-40,3.0861612833052177e-34,1.2137884946617558e-31,6.030742136191275e-47,9.820695263229004e-56,3.0602916294067413e-53,7.935977888537505e-32,1.7627037622692836e-49,2.009181149725396e-22,8.44482642025179e-62,6.604621636476326e-48,2.4830981808220876e-49,5.231451423532656e-34,8.761308038392835e-34,3.804282500185859e-68,1.754762176933095e-52,1.7790979338177983e-61,3.6604936075624786e-54,1.671534087854913e-47,3.2956228379390095e-61,3.76,0.0,0.9786202875673436,0.9999999999998751,1.8509958946955322e-44,1.856814665017145e-45,7.266062954242452e-15,7.26606295424245e-15,9.592972632660066e-32,9.639877580784416e-35,1.2480915698817051e-13,1.464741155537425e-35,1.0736443877999586e-36,1.967554733165756e-18,1.4392607229892575e-30,9.036578736019941e-34,2.245804450731638e-30,3.747869078662105e-16,5.725592605954696e-35,1.6146812946005114e-31,1.3914024125537555e-19,1.016164291298786e-35,6.729538997849573e-32,9.886137980819572e-32,5.621544654175682e-39,7.093425350156648e-40,2.0091811497333001e-22,2.7687742636514553e-52,1.2137505693844445e-31,8.00434113163648e-34,9.136162497874632e-46,8.935734292083224e-48,3.909291712797937e-59,9.90867835232637e-48,1.0538544319943e-62,5.045115759566353e-67,4.203688930435508e-71,6.550791603102155e-66,6.990826409331872e-57,1.3635460759703441e-53,2.2762517694547536e-71,3.734614479492318e-46,9.531844009529361e-53,1.4452584642832243e-46,1.973170354820616e-51,6.688300001067464e-63,1.5600334175656085e-21,8.104120912247369e-36,2.259967253368503e-51,2.6818529537337042e-46,5.607055012645213e-36,2.0238629000354063e-41,1.8972723337574857e-54,7.608298703289569e-18,1.1242303949500755e-52,5.453541102693167e-46,1.722068274477146e-61,1.0693594957245998e-56,1.3914024125613962e-19,3.065659034898395e-68,2.07560731439803e-51,1.4803658858953938e-49,1.8848661873121565e-53,2.163069109036384e-69,2.415473058726655e-65,3.3407148533278946e-49,1.4946839202049729e-49,2.3005666667797384e-48,4.912439605365282e-58,3.547871799543691e-58,2.1928623524999475e-54,2.2057608594205033e-46,3.141873831572235e-36,5.170376967212431e-65,4.006611118980663e-67,2.681767538761914e-63,1.6923076544773132e-34,2.696205485563026e-51,2.7918342349697394e-66,1.9387058811270917e-49,9.304836384709641e-92,2.494899045046716e-51,1.5835695839909287e-68,7.77022956547854e-67,2.055771846589881e-68,3.390078026354774e-64,7.608298703289176e-18
5.470012000030482e-20,0.859496025396583,1.153404797746175e-22,9.598908460887964e-24,6.482901228879107e-31,3.1255024916823577e-21,0.0,0.0,3.9418497172755984e-18,8.204907502946527e-34,3.592740256005653e-45,1.2543288892438421e-46,1.9304993799694153e-46,5.8823988233427955e-58,1.3888029454833327e-39,1.2376887065394917e-33,4.867834743760695e-31,4.839290762755135e-46,7.880489467938956e-55,2.4556913030326836e-52,3.182682078589861e-31,1.414458758014464e-48,4.0253629306300153e-22,1.3555816651396912e-60,5.29979291871356e-47,1.9925796441598483e-48,2.098046003222904e-33,3.513676382453698e-33,6.106715981844184e-67,1.408086135918181e-51,2.857147839020211e-60,2.94030753196819e-53,1.3413008359665405e-46,5.290205541390555e-60,3.76,0.0,0.9786202875673362,0.9999999999997499,1.485307633844173e-43,1.4899768305715797e-44,1.4557443201008328e-14,1.455744320100832e-14,3.84721108182098e-31,3.86602206393614e-34,2.500531890764421e-13,5.874267155288322e-35,4.305794194457671e-36,3.9419650577296704e-18,5.772079224230727e-30,3.624072282249182e-33,9.006680308010786e-30,7.508796934601729e-16,2.2962187184477215e-34,6.475594175207295e-31,2.787652917116645e-19,4.0752732988773687e-35,2.698846124087151e-31,3.964783498624584e-31,2.254490836027305e-38,2.8447808267067935e-39,4.0253629306617147e-22,2.2217669752450295e-51,4.867682646436258e-31,3.210098796654166e-33,7.331195029120468e-45,7.170364016507042e-47,6.264728214537083e-58,7.95672851343324e-47,1.6929548262626674e-61,8.098528118588247e-66,6.747851709845508e-70,1.0515471412971891e-64,5.609697926389017e-56,1.0941598637002721e-52,3.653888203510628e-70,2.9967929218946806e-45,7.648704523248369e-52,1.1597288983779444e-45,1.583344943797049e-50,1.0736202736712309e-61,3.1255024915946267e-21,3.2501149514731015e-35,1.8134813930968122e-50,2.152018098155626e-45,2.2486798417388487e-35,8.116595424643191e-41,1.5233110019946691e-53,1.5243107158159265e-17,9.021240710955185e-52,4.376123282879628e-45,2.7643009610960767e-60,8.741697906992767e-56,2.7876529171472867e-19,4.921061702336328e-67,1.6655441979697871e-50,1.1879004059226127e-48,1.5124864129996748e-52,3.4770704184207037e-68,3.8773692458675995e-64,2.680713278916159e-48,1.1993897144803e-48,1.8460598654122135e-47,7.885553507275236e-57,5.695119973081217e-57,1.7596339362513998e-53,1.7699841756242472e-45,1.2600319302582155e-35,8.311229968122125e-64,6.431498211292501e-66,4.304830821460772e-62,6.786910597541641e-34,2.1635351011300377e-50,4.481512245218276e-65,1.555689381441717e-48,5.997211499381566e-90,2.0019993603671141e-50,2.5455418563344935e-67,1.2472939360733917e-65,3.304593202257969e-67,5.449448499974284e-63,1.5243107158157678e-17
