Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977)
1.9345593355896112e-10,0.4715207687098438,1.2035356934321848e-19,1.5057674983087361e-24,9.87693391084687e-18,5.014936653449356e-22,0.0,0.0,8.660442324925553e-14,2.6461031730835215e-22,9.448740722418883e-26,4.317406152336384e-27,5.88264014898267e-38,4.929996256207781e-47,1.6554204608954288e-34,4.64304191032467e-24,2.22855456904824e-21,7.132771924649732e-28,2.271868341125556e-44,6.067297688996451e-45,2.3254104887258492e-24,9.555052203160015e-37,3.390575541034247e-22,2.7871583671031575e-36,1.9048566744861162e-30,2.414223616449964e-37,1.4872407014361268e-36,5.532405906701844e-38,5.4160389824631376e-45,3.1837161972734256e-47,2.5498979061829837e-36,5.992466502955773e-45,7.705672960609131e-35,6.810003775111734e-41,3.76,0.0,0.8455728985323543,0.9999943975991179,1.519759712644499e-21,2.912552710658147e-27,1.1439507429149376e-10,1.1439507429154362e-10,5.827571273307357e-24,1.0636652570946905e-29,5.602400795473655e-06,3.988865643878262e-27,2.610331781209378e-29,8.65944913461567e-14,2.319658102660152e-18,8.600207488510077e-22,1.1206873222353444e-18,3.343198726753743e-13,5.1203666675430296e-26,9.87845255546596e-18,3.6744372833948615e-23,1.0888055244220015e-27,2.69567872758347e-24,2.77771429784216e-20,9.185363653623291e-34,1.4610817416009272e-33,3.438935326396695e-22,6.585251580559119e-37,2.228557544913418e-21,5.4616205100854144e-18,1.4573240046013238e-31,6.564028711819639e-38,2.8863525716704346e-36,4.113847628509178e-29,6.281542265162686e-34,1.5016117987559567e-41,4.4456664697812406e-46,4.865023024187724e-50,1.4813396785112183e-42,2.649969207067171e-37,4.1458538447046915e-46,3.1765977246275025e-26,1.9339673794531005e-32,5.669261812085502e-24,2.416392974549952e-31,6.937835563295991e-46,4.820894995475395e-22,5.441518923028592e-34
2.125417187637419e-10,0.47152076871079446,1.38061972085967e-19,1.807569782820658e-24,1.1921717983229451e-17,5.531134885949283e-22,0.0,0.0,9.514864948166257e-14,3.193973539554623e-22,1.2530037801983946e-25,6.0686614398833215e-27,7.968247759059033e-38,6.5295474420461e-47,1.9961006357891434e-34,5.594807264685437e-24,2.6899520643298943e-21,9.448478675206024e-28,3.2849756905451113e-44,8.045659992269084e-45,2.8068803109012005e-24,1.2669674325925289e-36,3.7200569314906273e-22,4.060706864834303e-36,2.5260230349710655e-30,3.6595298835953602e-37,1.9722121670851978e-36,8.060253832847486e-38,8.669199596046743e-45,5.096020653366663e-47,3.714686314599873e-36,9.589161165973344e-45,1.122670980274629e-34,1.090042994106635e-40,3.76,0.0,0.8455728985210433,0.9999939905941507,2.015373951090763e-21,3.8624061626360584e-27,1.2568095100813293e-10,1.2568095100819316e-10,7.026842720541301e-24,1.28374998141902e-29,6.009405754113425e-06,4.814095274156269e-27,3.2434735015118333e-29,9.513665471433915e-14,2.799815734814049e-18,1.1404617450997868e-21,1.3527135556872412e-18,3.673018031248331e-13,6.180028541396396e-26,1.1923731957383342e-17,4.435056555768608e-23,1.3268013448235211e-27,3.253705511576301e-24,3.3526158579219447e-20,1.107901088433078e-33,1.932477442083433e-33,3.778378605909095e-22,8.728023809716991e-37,2.689956010727185e-21,6.591832662304506e-18,1.9325432176088572e-31,9.563500553104025e-38,4.104024756703474e-36,5.455109634481503e-29,9.151292549020799e-34,2.1868030603958202e-41,6.463368298035668e-46,7.087882053588025e-50,1.95680699539024e-42,3.922598589133598e-37,5.9490498067237426e-46,4.1721383610820016e-26,2.727474978029379e-32,7.51771299582311e-24,3.1832854286464797e-31,1.0107915862247481e-45,5.291000554755501e-22,7.283120183084696e-34
2.316275039685227e-10,0.4715207687117451,1.5681839029643207e-19,2.1452226913632116e-24,1.415869270933904e-17,6.052350140113134e-22,0.0,0.0,1.0369289314052011e-13,3.7933548165163287e-22,1.6217438548537427e-25,8.291918471507354e-27,1.052931893447573e-37,8.440557009928573e-47,2.368232409332152e-34,6.633388502444849e-24,3.194724569548054e-21,1.221566376713995e-27,4.600459587501315e-44,1.0413178582369075e-44,3.3336175357597325e-24,1.639642847806492e-36,4.0486461843937697e-22,5.7276554861510504e-36,3.269367437720476e-30,5.363329428084707e-37,2.552568596875221e-36,1.1368905332756612e-37,1.3325968973041527e-44,7.833405113652275e-47,5.2391007879674754e-36,1.4735958117634003e-44,1.5835423166040307e-34,1.6755703586870221e-40,3.76,0.0,0.8455728985097324,0.9999936045366813,2.6084815769682073e-21,4.999119361691228e-27,1.3696682772462025e-10,1.3696682772469177e-10,8.336825652153193e-24,1.5244863369414585e-29,6.395463215025688e-06,5.716730168628768e-27,3.96106524889277e-29,1.0367864114530017e-13,3.3250833375712598e-18,1.476059907632753e-21,1.6065522071487927e-18,4.002835412857364e-13,7.339179669859834e-26,1.416129946450349e-17,5.267142844900365e-23,1.5901448191002816e-27,3.86416769490257e-24,3.9815083361842674e-20,1.3148448929570482e-33,2.4956976455844438e-33,4.117852129747863e-22,1.1290461095567425e-36,3.1947296774172323e-21,7.828137524584886e-18,2.5012306145914355e-31,1.3489583978382464e-37,5.6503027219380856e-36,7.060091048995106e-29,1.2907256220028017e-33,3.0831698220679e-41,9.09740227666962e-46,9.997323729978076e-50,2.5228786980013006e-42,5.616279912911469e-37,8.265773727455767e-46,5.348399791628056e-26,3.738568940602068e-32,9.729631534856539e-24,4.0930022313862075e-31,1.4257208112445735e-45,5.760124962911363e-22,9.509765996540359e-34
2.507132891733035e-10,0.47152076871269594,1.766228567881019e-19,2.5207842511414155e-24,1.6587848115348494e-17,6.578870816727074e-22,0.0,0.0,1.1223715440462139e-13,4.444247109445918e-22,2.0565345975438343e-25,1.1060842569317185e-26,1.362591556912522e-37,1.069013318000152e-46,2.771717386494474e-34,7.75833414759541e-24,3.742871194009587e-21,1.5473777066247177e-27,6.271760745630056e-44,1.3204825748592932e-44,3.905622163300975e-24,2.0790117107245794e-36,4.376345728207635e-22,7.861715321575466e-36,4.145854262818125e-30,7.636676367930593e-37,3.236868648625166e-36,1.5604640022133668e-37,1.9798253144329187e-44,1.1637997897091957e-46,7.190457766200178e-36,2.1886913486339322e-44,2.173561968710798e-34,2.4893737024161105e-40,3.76,0.0,0.8455728984984214,0.9999932383486005,3.3078345191650908e-21,6.339469808494733e-27,1.4825270444095563e-10,1.4825270444103948e-10,9.757173294657428e-24,1.7858673536283798e-29,6.761651287240011e-06,6.696739613746942e-27,4.767053759233427e-29,1.1222045085252839e-13,3.895455060753187e-18,1.8717642739206238e-21,1.8822028544693112e-18,4.332650871593083e-13,8.597796160001458e-26,1.659115385232253e-17,6.170688278755778e-23,1.87918102467138e-27,4.527060149656474e-24,4.664381279815378e-20,1.5393306889662014e-33,3.158912024859022e-33,4.457355907750903e-22,1.4309751424931202e-36,3.742877671437449e-21,9.17050611442507e-18,3.1717732349737715e-31,1.8515924535074411e-37,7.57120127774495e-36,8.952433487325361e-29,1.771538865308251e-33,4.2301028010291466e-41,1.2460696381612912e-45,1.3721975679130818e-49,3.186927865929121e-42,7.818497369952817e-37,1.1177659833090525e-45,6.717846014841591e-26,5.002312689937483e-32,1.2337606614486269e-23,5.156311988053243e-31,1.9569175967479602e-45,6.228270267794567e-22,1.2160774119570336e-33
2.6979907437808426e-10,0.4715207687136466,1.9747540438917097e-19,2.9363123094036915e-24,1.9209174236909402e-17,7.110985325404016e-22,0.0,0.0,1.207814334437889e-13,5.146650524871188e-22,2.562815924671334e-25,1.4453351662916895e-26,1.7320917697447557e-37,1.3305244549518308e-46,3.2064574468588472e-34,8.969194475987831e-24,4.334391048078931e-21,1.9262091339362065e-27,8.356276267900485e-44,1.6455591734023068e-44,4.522894193524446e-24,2.590551538318745e-36,4.70315798473536e-22,1.0542928287618262e-35,5.166446751293999e-30,1.0605150612426845e-36,4.0336698748867626e-36,2.0926296129699123e-37,2.857165640197413e-44,1.679524843429535e-46,9.64183822171565e-36,3.1577024343852476e-44,2.914861277730798e-34,3.5925106315030157e-40,3.76,0.0,0.8455728984871105,0.9999928910072821,4.122184252580169e-21,7.900234659389386e-27,1.5953858115713914e-10,1.5953858115723626e-10,1.1287539960740984e-23,2.067886062745936e-29,7.108992597156775e-06,7.75409304112941e-27,5.665323590664116e-29,1.2076208404052298e-13,4.510925055925646e-18,2.3325232334257706e-21,2.1796650769950767e-18,4.662464407467637e-13,9.955854132954681e-26,1.921329390536112e-17,7.145684986195772e-23,2.194224802980234e-27,5.2423777484411915e-24,5.401224239316708e-20,1.7813217612654908e-33,3.9302900719798205e-33,4.7968899497558825e-22,1.7823004279893148e-36,4.3343991202994474e-21,1.0618909464216104e-17,3.952557101159537e-31,2.4831088615728964e-37,9.913511216450215e-36,1.1155772228630074e-28,2.3755875029981914e-33,5.670331326893202e-41,1.6675236189338356e-45,1.840151104635502e-49,3.9562099942562715e-42,1.06257938377303e-36,1.4770227026212452e-45,8.292412564105801e-26,6.556018630984886e-32,1.5374219295393385e-23,6.3836773472828385e-31,2.6243037514425042e-45,6.695438512982645e-22,1.5275875693965436e-33
2.8888485958286505e-10,0.4715207687145973,2.193760659412911e-19,3.393864535851984e-24,2.2022661118496428e-17,7.648982084588035e-22,0.0,0.0,1.293257304193359e-13,5.900565170317815e-22,3.146027369312939e-25,1.85514338404243e-26,2.168001280012012e-37,1.6312720609932519e-46,3.6723547437506173e-34,1.0265521509110608e-23,4.969283243133655e-21,2.3619702946895414e-27,1.0915299345351064e-43,2.0200487818233546e-44,5.1854336264296516e-24,3.17973712113882e-36,5.029085369139125e-22,1.3857666475969113e-35,6.342107006235252e-30,1.4409200342827413e-36,4.951528723190428e-36,2.7505268421920835e-37,4.0211547408891063e-44,2.363749290665425e-46,1.2672084366373206e-35,4.442881747777517e-44,3.831322120482624e-34,5.056067817479646e-40,3.76,0.0,0.8455728984757995,0.9999925615427288,5.060281798535777e-21,9.698190726780464e-27,1.708244578731708e-10,1.708244578732821e-10,1.292758104585581e-23,2.3705354968632796e-29,7.43845714184989e-06,8.888760027224385e-27,6.659701553412254e-29,1.2930354090525574e-13,5.171487476352078e-18,2.8632845281274376e-21,2.498938455476207e-18,4.992276020493091e-13,1.1413329723573086e-25,2.2027718416509193e-17,8.192125096975922e-23,2.535562956173442e-27,6.0101153643684385e-24,6.192026768448175e-20,2.0407817691579283e-33,4.8180011000896774e-33,5.136454265600226e-22,2.1867251435568264e-36,4.969293152528133e-21,1.2173318620766198e-17,4.851967219667495e-31,3.263856302356114e-37,1.2724511936368946e-35,1.36937362576906e-28,3.1223125278647393e-33,7.44991626425508e-41,2.1871967164514544e-45,2.4186647825829917e-49,4.83786480221524e-42,1.4143852221009657e-36,1.9132549000473823e-45,1.0083525154970344e-25,8.439182401380312e-32,1.8872042518352618e-23,7.785262046826578e-31,3.449376322636193e-45,7.161631737788028e-22,1.889515725347623e-33
3.0797064478764583e-10,0.471520768715548,2.423248742983851e-19,3.895498424891947e-24,2.502829881279591e-17,8.193149521558985e-22,0.0,0.0,1.3787004548450326e-13,6.705991154259453e-22,3.811608082809049e-25,2.3440971447993855e-26,2.6771685177158415e-37,1.973925226075761e-46,4.169311703380431e-34,1.1646869007917796e-23,5.647546891522368e-21,2.858553253103928e-27,1.4013964859649514e-43,2.4474549397637313e-44,5.893240462016092e-24,3.852040524669144e-36,5.354130289959793e-22,1.7898631559695306e-35,7.683795993819489e-30,1.9204417744845457e-36,5.999000536295635e-36,3.552550623996366e-37,5.536912504714242e-44,3.254751971279073e-46,1.6365796412112645e-35,6.115892657648041e-44,4.948576783377362e-34,6.9619236351322125e-40,3.76,0.0,0.8455728984644886,0.9999922490348686,6.130877725172515e-21,1.1750114479534812e-26,1.8211033458905057e-10,1.8211033458917705e-10,1.4676953024831335e-23,2.693808689855783e-29,7.750964993636469e-06,1.0100710292991312e-26,7.753960841648545e-29,1.3784482163460882e-13,5.8771364769492355e-18,3.4689952530113034e-21,2.8400225719794743e-18,5.322085710681432e-13,1.297019908010856e-25,2.503442618641496e-17,9.310000741745886e-23,2.903456295816284e-27,6.830267871058073e-24,7.036778424174481e-20,2.317674746173653e-33,5.8302142450763824e-33,5.476048865121129e-22,2.647944775609851e-36,5.647558897619601e-21,1.3833704644855658e-17,5.878387582213741e-31,4.215675467199273e-37,1.6051717765887637e-35,1.6589948303923729e-28,4.032576916554282e-33,9.61824303811543e-41,2.819069809355906e-45,3.1239148462097576e-49,5.838918015264347e-42,1.848755518915235e-36,2.435695111246626e-45,1.2102117675157593e-25,1.069341868003531e-31,2.286364110867064e-23,9.3709377974658e-31,4.455207405736295e-45,7.626851977266917e-22,2.30590084912046e-33
3.270564299924266e-10,0.47152076871649873,2.6632186232551743e-19,4.443271297736141e-24,2.822607738013428e-17,8.74377607243676e-22,0.0,0.0,1.464143787848753e-13,7.562928586070375e-22,4.564996836330855e-25,2.9211571234399645e-26,3.2667205361340167e-37,2.361139232149298e-46,4.6972310239967054e-34,1.311279246668829e-23,6.369181106524726e-21,3.419832570130576e-27,1.772120018789845e-43,2.9312839065368355e-44,6.646314700283273e-24,4.612931090677984e-36,5.678295149136406e-22,2.2764854213322438e-35,9.202473544266637e-30,2.516175823903087e-36,7.184639552436894e-36,4.518351156290108e-37,7.47874874950482e-44,4.39621368141316e-46,2.0813329344171268e-35,8.25846619448419e-44,6.2940078401319596e-34,9.403511203469892e-40,3.76,0.0,0.8455728984531776,0.9999919526109844,7.342722147814748e-21,1.4072782043359945e-26,1.9339621130477843e-10,1.933962113049211e-10,1.6535313448497983e-23,3.03769867690825e-29,8.047388869085918e-06,1.1389913703599189e-26,8.951824896130517e-29,1.4638592640879068e-13,6.627866214245077e-18,4.15460185652256e-21,3.202917009806485e-18,5.651893478044581e-13,1.4626438363910286e-25,2.8233416022913674e-17,1.0499304052048908e-22,3.2981415579411574e-27,7.702830142637729e-24,7.935468766614122e-20,2.6119650998003324e-33,6.975098467165324e-33,5.815673758155547e-22,3.169647198994895e-36,6.3691954860011396e-21,1.5600038610819116e-17,7.040201166737381e-31,5.361899031730446e-37,1.9942653854681208e-35,1.9868024877925544e-28,5.128665143969079e-33,1.2228014733587531e-40,3.57800055104614e-45,3.9731819646230004e-49,6.966283123369483e-42,2.3781026863861874e-36,3.0538730910914874e-45,1.4358649568534474e-25,1.3362398432658145e-31,2.738157178037146e-23,1.1150291018224643e-30,5.666443957235227e-45,8.0911012622281655e-22,2.7808075123072614e-33
3.461422151972074e-10,0.47152076871744947,2.9136706289781917e-19,5.039240304368077e-24,3.1615986887944195e-17,9.301150182184957e-22,0.0,0.0,1.5495873045877365e-13,8.471377575980463e-22,5.411632022423737e-25,3.5956400385758903e-26,3.944061955893821e-37,2.795555604226325e-46,5.25601567504613e-34,1.4662849106907962e-23,7.13418500231344e-21,4.049665371820519e-27,2.2109680788228245e-43,3.4750449689669944e-44,7.444656341230702e-24,5.4678754385709625e-36,6.001582342025548e-22,2.8561693510907905e-35,1.0909098352713565e-29,3.2467709350450095e-36,8.516998905565507e-36,5.668833702631632e-37,9.93077023157547e-44,5.8375739656202374e-46,2.6110789674978544e-35,1.0963057038009489e-43,7.896748023354623e-34,1.2486581558194082e-39,3.76,0.0,0.8455728984418667,0.9999916714432768,8.70456472930475e-21,1.668296920115376e-26,2.046820880203544e-10,2.0468208802051424e-10,1.8502320940316693e-23,3.402198494518114e-29,8.328556568222974e-06,1.275634026813994e-26,1.02569710128145e-28,1.5492685540073124e-13,7.423670846338808e-18,4.9250501409851024e-21,3.587621353416938e-18,5.981699322594384e-13,1.6382023749143493e-25,3.162468674049413e-17,1.1760027160321323e-22,3.719833191960084e-27,8.627797053742492e-24,8.888087358990938e-20,2.9236176112128778e-33,8.260822552430446e-33,6.155328954540201e-22,3.755512756473459e-36,7.13420204899325e-21,1.747229160615372e-17,8.345789938372694e-31,6.727351623952623e-37,2.444465915891188e-35,2.355157630570398e-28,6.434282694731666e-33,1.5335245253045829e-40,4.479713908609028e-45,4.984851224487539e-49,8.226763115884358e-42,3.0157658737838894e-36,3.777590069037969e-45,1.6863122629011964e-25,1.6491787573703058e-31,3.245838314016807e-23,1.313262942533026e-30,7.109307602265778e-45,8.554381619242138e-22,3.3183216452556595e-33
3.652280004019882e-10,0.47152076871840015,3.174605088994665e-19,5.6854624253740876e-24,3.5198017410266644e-17,9.86556030461414e-22,0.0,0.0,1.6350310063763148e-13,9.431338235032526e-22,6.356951656530224e-25,4.377202840745649e-26,4.716873912563437e-37,3.279802161282364e-46,5.8455688963425074e-34,1.629659787117846e-23,7.942557693918272e-21,4.7518914174607776e-27,2.7255790272803136e-43,4.082250748943847e-44,8.288265384857888e-24,6.422337466748879e-36,6.323994257420601e-22,3.5400836308519744e-35,1.2814627980021642e-29,4.132441400379139e-36,1.0004630625591568e-35,7.026158390944182e-37,1.2987487489579801e-43,7.634387810109282e-46,3.2360032185816697e-35,1.4333498218116256e-43,9.78768009176231e-34,1.632996661477723e-39,3.76,0.0,0.8455728984305557,0.9999914047465492,1.0225154680311872e-20,1.959745139333605e-26,2.159679647357785e-10,2.1596796473595641e-10,2.057763519301691e-23,3.7873011804986195e-29,8.595253287322488e-06,1.4199960139356288e-26,1.1673033707786074e-28,1.6346760877645606e-13,8.264544532862993e-18,5.7852852629912296e-21,3.994135188356769e-18,6.311503244342627e-13,1.8236931422527005e-25,3.5208237159801017e-17,1.309216219989212e-22,4.168725028581176e-27,9.605163479514583e-24,9.894623767588203e-20,3.2525974350029284e-33,9.695555114232415e-33,6.4950144641115735e-22,4.409214338118913e-36,7.942577718773614e-21,1.945043473115212e-17,9.803534850374647e-31,8.338349788621902e-37,2.960471466251831e-35,2.766420676070615e-28,7.97455557321613e-33,1.8999252537748937e-40,5.540792803562617e-45,6.17841213754366e-49,9.62705219218092e-42,3.77601216051333e-36,4.6168950912844354e-45,1.9625097208397897e-25,2.012918706106269e-31,3.8126615691245085e-23,1.5326988473049304e-30,8.811594438342176e-45,9.016695070649564e-22,3.922546734440514e-33
3.84313785606769e-10,0.4715207687193509,3.4460223322271e-19,6.383994473651683e-24,3.897215902728723e-17,1.0437294902384925e-21,0.0,0.0,1.7204748944634785e-13,1.044281067504188e-21,7.406393378495591e-25,5.275827468950327e-26,5.593113008724675e-37,3.8164930669491024e-46,6.465794197244348e-34,1.8013599417157674e-23,8.794298297191893e-21,5.530333167423076e-27,3.3239584625277125e-43,4.756417510689571e-44,9.177141831164331e-24,7.481778353964499e-36,6.645533277570838e-22,4.340029663174522e-35,1.4930018853525414e-29,5.194975388624608e-36,1.165608563862808e-35,8.613740013185056e-37,1.6754421523731298e-43,9.848682237322817e-46,3.966865667515762e-35,1.848565452363729e-43,1.1999436698735052e-33,2.1066341915741356e-39,3.76,0.0,0.8455728984192448,0.9999911517760168,1.1913240759622325e-20,2.2833003718171892e-26,2.2725384145105068e-10,2.272538414512477e-10,2.276091696524656e-23,4.192999773981983e-29,8.848223811072384e-06,1.572074361338379e-26,1.3203607852599375e-28,1.7200818669544145e-13,9.150481434947628e-18,6.740251733765129e-21,4.422458101190913e-18,6.641305243301047e-13,2.0191137583088682e-25,3.8984066107171595e-17,1.4495701304982528e-22,4.644991833726395e-27,1.0634924295603079e-23,1.095506756170508e-19,3.598870098909315e-33,1.1287464594593595e-32,6.834730296705918e-22,5.1344174606040276e-36,8.794321628342975e-21,2.1534439098559014e-17,1.1421815845002998e-30,1.0222701952773818e-36,3.546929463702872e-35,3.22295142937674e-28,9.776029816675377e-33,2.328265186519002e-40,6.778668857141631e-45,7.574458666439046e-49,1.1173737447852346e-41,4.6740365440202226e-36,5.582063295314465e-45,2.2653707854250917e-25,2.4324074405481333e-31,4.441880183686193e-23,1.7742137648012986e-30,1.0802674840422281e-44,9.478043634570366e-22,4.597600425910311e-33
4.0339957081154976e-10,0.4715207687203016,3.727922687669524e-19,7.136893096003477e-24,4.29384018249039e-17,1.1016642447010919e-21,0.0,0.0,1.8059189700362373e-13,1.150579500855797e-21,8.565394454056885e-25,6.301806149246636e-26,6.581010270517011e-37,4.408228880001683e-46,7.1165953558408256e-34,1.9813416111531316e-23,9.68940592877749e-21,6.38879585072798e-27,4.0144760167877985e-43,5.501065467807565e-44,1.0111285680149528e-23,8.65165656067584e-36,6.966201778200398e-22,5.268441507361551e-35,1.7266226267726444e-29,6.457739893805174e-36,1.347991376723568e-35,1.045624782702859e-36,2.1348710444451294e-43,1.2549312880655312e-45,4.815000471800473e-35,2.3548074771293815e-43,1.4566400263706436e-33,2.6842989331187153e-39,3.76,0.0,0.8455728984079338,0.9999909118252277,1.3777571274410348e-20,2.6406400932086604e-26,2.38539718166171e-10,2.385397181663881e-10,2.5051828078234098e-23,4.619287315422564e-29,9.088174591688205e-06,1.7318661129506054e-26,1.48522515970077e-28,1.805485893109509e-13,1.0081475715186122e-17,7.794893419501762e-21,4.8725896794403615e-18,6.971105319481319e-13,2.2244618441937328e-25,4.2952172414203596e-17,1.5970636610705652e-22,5.148790756882907e-27,1.1717074378163657e-23,1.2069408313615335e-19,3.962401503549758e-33,1.3044719265515073e-32,7.174476462159247e-22,5.934780346392803e-36,9.689432911492727e-21,2.3724275833249545e-17,1.3209011854367297e-30,1.2409708393691875e-36,4.2084238506411966e-35,3.7271090861132658e-28,1.186667101246048e-32,2.8251349223235527e-40,8.211613237533835e-45,9.194689269809283e-49,1.2873300537209437e-41,5.72596092308371e-36,6.683575937221382e-45,2.595767840403725e-25,2.9127746544580197e-31,5.1367465883784224e-23,2.0386586622188626e-30,1.3113493268622713e-44,9.938429324912474e-22,5.3476114957576785e-33
4.2248535601633055e-10,0.47152076872125226,4.02030648437871e-19,7.94621477462459e-24,4.7096735894323886e-17,1.160389141886136e-21,0.0,0.0,1.8913632342228103e-13,1.2620291348827989e-21,9.839391776315098e-25,7.465727211865737e-26,7.689070108147195e-37,5.057596604665559e-46,7.797876418145233e-34,2.1695612024011883e-23,1.0627879706078072e-20,7.331067532356943e-27,4.805862491659429e-43,6.319719090144436e-44,1.1090696931812989e-23,9.9374278303977e-36,7.28600212852712e-22,6.338385819480926e-35,1.9834204384935e-29,7.945682817584041e-36,1.5484663730666483e-35,1.2579605357946616e-36,2.689971614663571e-43,1.581232057234863e-45,5.792315642852026e-35,2.9662643004041797e-43,1.7524702844146407e-33,3.382255978725513e-39,3.76,0.0,0.8455728983966229,0.9999906842240891,1.582689408048988e-20,3.0334417449967346e-26,2.4982559488113945e-10,2.4982559488137757e-10,2.745003141246106e-23,5.066156846599998e-29,9.315775721743438e-06,1.8993683269922032e-26,1.6622489094335202e-28,1.890888167703548e-13,1.1057521537602957e-17,8.954153541682512e-21,5.344529511523199e-18,7.300903472895072e-13,2.439735022204988e-25,4.7112554917352465e-17,1.7516960253066126e-22,5.6802626814593435e-27,1.2851608603858379e-23,1.3237635598528166e-19,4.3431579221533245e-33,1.4975487230238308e-32,7.514252970307341e-22,6.813954002857719e-36,1.0627910702774218e-20,2.6019916071927992e-17,1.5173500801234608e-30,1.4930161207414031e-36,4.94946411540494e-35,4.281252235069042e-28,1.4275863817338262e-32,3.397453475573318e-40,9.858727605638011e-45,1.1061906965190882e-48,1.473211931282297e-41,6.948832249417172e-36,7.932102015691707e-45,2.9545336559310103e-25,3.459326403612285e-31,5.900512404555799e-23,2.326859126929494e-30,1.5776568076557674e-44,1.0397854151380606e-21,6.176717152563681e-33
4.4157114122111134e-10,0.47152076872220294,4.3231740514658276e-19,8.81401582849012e-24,5.1447151331688246e-17,1.2199330307163516e-21,0.0,0.0,1.9768076880956517e-13,1.3786299809762352e-21,1.1233821867191037e-24,8.778461410234123e-26,8.926069280140343e-37,5.767169740755053e-46,8.5095416972954e-34,2.3659752921363332e-23,1.1609718747227297e-20,8.360919180327357e-27,5.707207303122676e-43,7.215907410445735e-44,1.2115375586154216e-23,1.1344545191053387e-35,7.604936691281272e-22,7.563561791997776e-35,2.2644906235863543e-29,9.685332594489745e-36,1.7678883145107098e-35,1.5010990200475458e-36,3.3549630965830583e-43,1.9721287918872147e-45,6.911292722048925e-35,3.698522857344834e-43,2.0912226006433873e-33,4.218383596902082e-39,3.76,0.0,0.8455728983853119,0.9999904683369965,1.8069956582547385e-20,3.463382734545082e-26,2.61111471595956e-10,2.6111147159621614e-10,2.995519090434415e-23,5.533601410622333e-29,9.531662805878888e-06,2.0745780759524586e-26,1.851781304160879e-28,1.9762886921543302e-13,1.2078613067623067e-17,1.0222974677369537e-20,5.838277186699406e-18,7.630699703553895e-13,2.664930915807307e-25,5.14652124575561e-17,1.9134664368959803e-22,6.2395334831641275e-27,1.403852184985547e-23,1.4459738994551035e-19,4.741106000293263e-33,1.7087936424454827e-32,7.854059830985747e-22,7.775582301327704e-36,1.1609754137469577e-20,2.842133096284557e-17,1.7323659599802496e-30,1.7816344276321215e-36,5.774475992534088e-35,4.887738860653416e-28,1.7034411477442465e-32,4.0524676276722824e-40,1.1739935158255139e-44,1.320001940875636e-48,1.675646944241923e-41,8.360619985038726e-36,9.338481372048523e-45,3.342462795662308e-25,4.0775396544120585e-31,6.736428444564277e-23,2.6396159547436098e-30,1.8825991318772163e-44,1.0856320119485043e-21,7.08906064334615e-33
