Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977)
3.7105907503180565e-05,0.47152261713669674,2.9601981433445827e-11,6.147928314186158e-13,7.26845394725682e-10,1.3144884124589609e-09,0.0,0.0,8.516456906770114e-08,4.443134638454064e-11,1.4598722043900585e-10,6.30021487151123e-16,3.8490720357744116e-20,-1.1530902534442662e-32,1.813289824967221e-27,6.050702698035458e-20,3.3821084105168536e-11,4.11904995362401e-13,1.773097430360857e-24,6.3261744277924165e-27,8.554972943394156e-14,2.0880149809315858e-23,1.6902825189303597e-20,8.23777262458346e-17,1.1908876253105445e-16,2.6861038134851083e-15,1.2857600547121813e-22,1.5332626732171799e-19,3.936314870651881e-19,6.598841953009124e-22,1.4045520185530905e-19,1.8051717341949514e-24,7.349638253200268e-17,2.781714344636303e-17,3.76,0.0,0.8455508492640456,0.9999863455499354,5.7928280493081606e-08,1.2118915830988065e-11,2.1941314508776216e-05,2.1941461813926698e-05,7.103731495518286e-17,1.1378133612081963e-21,1.3510408580307787e-05,7.532920128269963e-16,2.289944175133491e-13,5.389500239753398e-09,2.615133779290639e-10,4.7126736580885326e-08,2.290842273490403e-08,5.657332640412657e-09,3.84819513396666e-16,5.8323033824535255e-08,1.621546943991683e-14,5.774094974449147e-17,5.559946956029524e-15,2.9903154457409847e-12,5.406972424628654e-18,9.964951655521461e-17,9.601144993594685e-14,2.5323189849127017e-16,4.545198410087454e-11,2.6645389471115657e-10,5.630277638164623e-16,7.599896431191234e-16,4.2932876130979325e-24,7.89010163035855e-14,5.77272920954893e-15,1.8851329500452126e-16,6.268999164072772e-23,7.957945259309979e-23,1.3845178824577279e-23,6.694559035141509e-18,3.625297035880748e-24,2.4927937363337562e-20,8.109515791154699e-23,3.277489778864137e-12,1.484775086266074e-24,3.091392702614155e-25,5.1325536758976296e-18,1.3481022691763059e-15
3.81057768774332e-05,0.47152266694629175,2.9616760190059416e-11,6.152165546288134e-13,7.268496020644734e-10,1.3571673452134271e-09,0.0,0.0,8.779270484282365e-08,4.7167255154819733e-11,1.5465655819953732e-10,6.773508545969327e-16,4.044425008762605e-20,1.900205004419163e-32,1.8547071705052134e-27,6.176920843889346e-20,3.459546996307558e-11,4.3504793934508126e-13,1.8763436403693987e-24,6.672452720454916e-27,9.022233948360824e-14,2.202179123920944e-23,1.700309901493985e-20,8.731133040031775e-17,1.2236459516386501e-16,2.8412548264244813e-15,1.34095264618355e-22,1.621765366185394e-19,4.2661130668676913e-19,6.962605245350024e-22,1.4431199484915173e-19,1.863937276289153e-24,7.56932470723677e-17,2.95205932917864e-17,3.76,0.0,0.8455502549384445,0.9999863411880926,5.96622920771535e-08,1.281213471165735e-11,2.2532545249345315e-05,2.2532701296477057e-05,7.295180060183261e-17,1.168517300894093e-21,1.3510408521376703e-05,7.73685606192047e-16,2.40017801575738e-13,5.389873313827255e-09,2.61532027791191e-10,4.862937033008539e-08,2.363475876284304e-08,5.65734745735865e-09,3.9535151290329294e-16,6.00423313319974e-08,1.6698529080002124e-14,6.091186580184162e-17,5.797906587365493e-15,2.9905332284470313e-12,5.589910487372452e-18,1.0341117007677024e-16,9.915458371254027e-14,2.648644095980916e-16,4.6893088728566335e-11,2.664723963812925e-10,5.975143943362078e-16,8.280022915467609e-16,4.528221499051777e-24,8.325785241358508e-14,6.093629624219115e-15,1.9777805838079915e-16,6.574564576978885e-23,8.332793427578254e-23,1.4479315253965757e-23,7.120137984091781e-18,3.8006140057457316e-24,2.6024541601643053e-20,8.2850114473532e-23,3.2777341182715804e-12,1.5168726154609771e-24,3.324583505204713e-25,5.29460412941655e-18,1.4778591525756008e-15
3.910564625168584e-05,0.47152271675587487,2.9631414098465765e-11,6.156375329212295e-13,7.268531169421247e-10,1.3998674573354237e-09,0.0,0.0,9.042088792837831e-08,4.9986452244334025e-11,1.6357783936051578e-10,7.267186096860291e-16,4.242556182495606e-20,2.3184489504986045e-33,1.895387017065157e-27,6.303071934733237e-20,3.535520577716354e-11,4.587000529318173e-13,1.9825165981861446e-24,7.027943450765998e-27,9.501918419495511e-14,2.3193817834586383e-23,1.710162373304112e-20,9.237232720258924e-17,1.2561149267498558e-16,3.000670180239124e-15,1.3972209288560348e-22,1.7129121055495834e-19,4.610865134074283e-19,7.329420014122494e-22,1.4813412901788035e-19,1.9230170019593685e-24,7.788975109210545e-17,3.127420517645494e-17,3.76,0.0,0.8455496606131283,0.9999863368261129,6.139631209181243e-08,1.3520896724502232e-11,2.312377557232506e-05,2.3123940615247904e-05,7.486628489627116e-17,1.1992212188946214e-21,1.3510408462443772e-05,7.940821209251325e-16,2.5121526965735923e-13,5.390226754351048e-09,2.61549673969573e-10,5.0132108132458407e-08,2.436114364665011e-08,5.65735757552432e-09,4.058904982197359e-16,6.176138225697795e-08,1.718449008141497e-14,6.416733491536088e-17,6.040474162634802e-15,2.9907389756822742e-12,5.77291052051653e-18,1.0717534029451192e-16,1.0229793825625706e-13,2.7656795852347045e-16,4.8334288719899924e-11,2.6648990554628467e-10,6.330409060603627e-16,8.996544342165977e-16,4.769408294830622e-24,8.772774523163047e-14,6.422910833987879e-15,2.071105004925093e-16,6.882318676858705e-23,8.710083558313656e-23,1.5117297517705458e-23,7.559051578503855e-18,3.977162729034576e-24,2.712816863254374e-20,8.460387219887123e-23,3.2779637717744004e-12,1.5489483563422508e-24,3.567170680190241e-25,5.45666548842261e-18,1.6157250561896847e-15
4.0105515625938475e-05,0.47152276656544634,2.964597499820353e-11,6.160564662672442e-13,7.268561266420016e-10,1.4425885914202426e-09,0.0,0.0,9.30491110397616e-08,5.288894709498849e-11,1.7275103226113262e-10,7.781372512337085e-16,4.443375860579721e-20,1.1175436733280659e-33,1.9353101614110217e-27,6.42916378991462e-20,3.6100590233511925e-11,4.828518536958759e-13,2.091623772146578e-24,7.392628592359937e-27,9.994026349826257e-14,2.4396229333620814e-23,1.719843617951811e-20,9.755930328483734e-17,1.288298588458232e-16,3.1643544817950773e-15,1.454565525885673e-22,1.8067188290760762e-19,4.970610638385717e-19,7.698860081497487e-22,1.5192209863277454e-19,1.982415226471608e-24,8.008597004184485e-17,3.307797166546214e-17,3.76,0.0,0.8455490662880989,0.9999863324640051,6.313033910314001e-08,1.4244908038339356e-11,2.3715005477715506e-05,2.371517977020325e-05,7.678076783849873e-17,1.2299251152098168e-21,1.351040840350911e-05,8.144817091811078e-16,2.6258261678774253e-13,5.390565527298266e-09,2.615665706690812e-10,5.163494493566643e-08,2.5087575068915818e-08,5.657364247843265e-09,4.164365460259997e-16,6.348018538723058e-08,1.7673354396288363e-14,6.750736831544019e-17,6.287651108227418e-15,2.9909357759344655e-12,5.955968438231398e-18,1.1094177125485672e-16,1.054415013755458e-13,2.8833648168341124e-16,4.977557942364525e-11,2.6650667338659643e-10,6.696074986235662e-16,9.750118692904982e-16,5.01684828193246e-24,9.231054443483941e-14,6.7605616742643194e-15,2.1650483749774318e-16,7.192074440010601e-23,9.089614234131304e-23,1.5758797913215032e-23,8.011299328547963e-18,4.1548379646498165e-24,2.823821977958102e-20,8.635657903307087e-23,3.278182513134477e-12,1.5810049944394647e-24,3.8191863392234296e-25,5.618737234518822e-18,1.7619460623554127e-15
4.110538500019111e-05,0.471522816375006,2.966046625456118e-11,6.164738686083912e-13,7.26858767367477e-10,1.485330631132626e-09,0.0,0.0,9.567736876410653e-08,5.5874748939235394e-11,1.8217610497896366e-10,8.316182146360728e-16,4.646799698314108e-20,1.843511747020496e-33,1.9744958705035962e-27,6.555203328296322e-20,3.683191701231338e-11,5.074940525929371e-13,2.203672657651732e-24,7.766609343397977e-27,1.0498557732381091e-13,2.562902570457613e-23,1.7293572343781183e-20,1.0287086884640206e-16,1.3202009812076212e-16,3.332312458666915e-15,1.5129869534916396e-22,1.9032014013746051e-19,5.345376715433575e-19,8.070522906673149e-22,1.556763981191706e-19,2.0421358121775306e-24,8.228196435443651e-17,3.4931886903840453e-17,3.76,0.0,0.8455484719633577,0.999986328101775,6.486437207646418e-08,1.4983880832093988e-11,2.430623496551668e-05,2.4306418761306953e-05,7.869524942851536e-17,1.2606289898397053e-21,1.3510408344572793e-05,8.348844882670546e-16,2.7411574445073473e-13,5.390893276046779e-09,2.6158290440481383e-10,5.313787699543667e-08,2.581405131121644e-08,5.657368385214544e-09,4.269897152422221e-16,6.519873985260307e-08,1.816512351097588e-14,7.093197750242582e-17,6.539438525689447e-15,2.9911258955619584e-12,6.139080933879971e-18,1.147102558044035e-16,1.0858526407894183e-13,3.0016444809747755e-16,5.1216957377167385e-11,2.665228841905374e-10,7.072143709023906e-16,1.054139323756672e-15,5.270541748388605e-24,9.700610081360533e-14,7.106571067036841e-15,2.2595578800896314e-16,7.503661108110327e-23,9.471201078205464e-23,1.6403517520082377e-23,8.476880704845304e-18,4.3335436345353934e-24,2.9354148391458306e-20,8.810836166495595e-23,3.2783931120626177e-12,1.6130448310362688e-24,4.0806595415121527e-25,5.780818983310101e-18,1.9167682606462417e-15
4.210525437444375e-05,0.4715228661845537,2.967490525461207e-11,6.168901226052302e-13,7.268611395958575e-10,1.528093489087516e-09,0.0,0.0,9.830565700782892e-08,5.89438668590202e-11,1.9185302538229798e-10,8.871719791140078e-16,4.852748237004541e-20,-1.4367334275404665e-32,2.0129718452083188e-27,6.68119659976586e-20,3.754947455945519e-11,5.326175500343303e-13,2.31867075773096e-24,8.149842133156533e-27,1.1015512560188024e-13,2.6892207073818366e-23,1.7387067361934557e-20,1.0830565736205009e-16,1.3518261424858293e-16,3.504548925264659e-15,1.5724856326566529e-22,2.0023756137171983e-19,5.735178926906255e-19,8.444028361160646e-22,1.593975204457867e-19,2.1021822461818096e-24,8.447778265823671e-17,3.683594625424456e-17,3.76,0.0,0.8455478776389058,0.9999863237394275,6.659841025637079e-08,1.573753317371901e-11,2.489746403572862e-05,2.489765758852276e-05,8.060972966632118e-17,1.2913328427843068e-21,1.351040828563489e-05,8.552905434198632e-16,2.85810656679883e-13,5.391212711316308e-09,2.615988139527897e-10,5.46409014894843e-08,2.6540571077308447e-08,5.657370659354298e-09,4.3755004900160775e-16,6.691704502213788e-08,1.8659798534979555e-14,7.444117417017114e-17,6.7958372413985606e-15,2.991311020998401e-12,6.322245276243928e-18,1.1848062487460367e-16,1.1172921962663462e-13,3.120468071822085e-16,5.265841995558135e-11,2.6653867507344793e-10,7.458617212350666e-16,1.1371005627913107e-15,5.530488986889126e-24,1.0181426604115259e-13,7.4609280029129e-15,2.354585252310133e-16,7.816922634237921e-23,9.85467504840105e-23,1.7051183373994553e-23,8.955795149790279e-18,4.513191945668448e-24,3.047545481352688e-20,8.985933019359469e-23,3.278597629816935e-12,1.6450698663367618e-24,4.351616649282161e-25,5.942910444849405e-18,2.080437751953979e-15
4.4104993122949014e-05,0.4715229658036135,2.970367361431077e-11,6.177202238268157e-13,7.268653480984653e-10,1.6136814185960548e-09,0.0,0.0,1.0356231361856738e-07,6.533208667766145e-11,2.1196227983426786e-10,1.0045354786327048e-15,5.2719241275043804e-20,-1.7858482740210654e-33,2.0878128699503868e-27,6.933066068601933e-20,3.8944409121032656e-11,5.842729704135033e-13,2.5575447527734883e-24,8.944000212333419e-27,1.2086692523670173e-13,2.9509724467963114e-23,1.7569270693374493e-20,1.1953955199077483e-16,1.4142608392940531e-16,3.861876924613834e-15,1.6947161425750564e-22,2.2088617657469267e-19,6.559899800455946e-19,9.1951532169659e-22,1.6674219321059398e-19,2.2232650022961813e-24,8.886903761120245e-17,4.07944836636304e-17,3.76,0.0,0.8455466889908732,0.9999863150143924,7.006650024905278e-08,1.728777762688891e-11,2.6079920923384947e-05,2.6080134751145336e-05,8.443868608530095e-17,1.3527404836177141e-21,1.3510408167754495e-05,8.961127328447492e-16,3.0967034769294625e-13,5.391833988829004e-09,2.6162973663863964e-10,5.7647219943319385e-08,2.7993737576487803e-08,5.6573714187946394e-09,4.586923360988862e-16,7.035290583579328e-08,1.9657869498966327e-14,8.171337747953919e-17,7.322470995906709e-15,2.991670860610664e-12,6.688721095792968e-18,1.2602649617020353e-16,1.1801769070724037e-13,3.359566920013276e-16,5.5541591623979156e-11,2.665693687268871e-10,8.262786474481141e-16,1.3147750835144425e-15,6.0691459688897875e-24,1.1176783349018862e-13,8.194640755378828e-15,2.5460212942913415e-16,8.447913270235596e-23,1.0626679486278893e-22,1.8354380373969585e-23,9.95362090819266e-18,4.875003156647824e-24,3.2732418008062737e-20,9.335919961257625e-23,3.278994009443803e-12,1.7090823480116498e-24,4.922075925231044e-25,6.267121699987816e-18,2.435303084641621e-15
4.5782723784337595e-05,0.47152304938147005,2.972773668409241e-11,6.184150625417582e-13,7.268685549876483e-10,1.6855513271368032e-09,0.0,0.0,1.0797258904229811e-07,7.094881127918977e-11,2.2961027867545846e-10,1.109475247043581e-15,5.630761085023738e-20,5.702888922589539e-33,2.1485099586948355e-27,7.144281445096433e-20,4.007471440889504e-11,6.290178028123521e-13,2.7671218780544792e-24,9.638808926575638e-27,1.302372070869751e-13,3.179951483409671e-23,1.7717370709357702e-20,1.2933295082305697e-16,1.4658221979965936e-16,4.174912326551632e-15,1.8005914197204846e-22,2.3905437597820897e-19,7.298167619945532e-19,9.827994589247156e-22,1.7280616163005238e-19,2.3258817292053544e-24,9.255292881564697e-17,4.42703014219207e-17,3.76,0.0,0.8455456917458812,0.9999863076939683,7.297615317165139e-08,1.863127690078396e-11,2.7071971310414036e-05,2.7072202930885902e-05,8.765108032733986e-17,1.4042598874076171e-21,1.3510408068851228e-05,9.303721144563023e-16,3.3015334027890253e-13,5.392343354074654e-09,2.616550766077475e-10,6.016971605352222e-08,2.9213035268116473e-08,5.657369676838506e-09,4.764525326747589e-16,7.323473463427992e-08,2.0504198851664702e-14,8.807569259754489e-17,7.778537273048615e-15,2.991965920079251e-12,6.996328677386891e-18,1.3236209359714734e-16,1.2329412017752257e-13,3.561467406900099e-16,5.7960747393557185e-11,2.6659452128751157e-10,8.96958807463169e-16,1.4762237223488163e-15,6.540365648223425e-24,1.2046479323332687e-13,8.835868103185024e-15,2.7078696224965002e-16,8.981304001297628e-23,1.1278930693951984e-22,1.945478989080266e-23,1.0831908349283015e-17,5.180808347772143e-24,3.4638826355564667e-20,9.629376681790516e-23,3.2793182760666248e-12,1.7627556751608126e-24,5.43013581010143e-25,6.5391552487905465e-18,2.762523289948956e-15
4.746045444572618e-05,0.47152313295929293,2.9751759199493295e-11,6.191090186076602e-13,7.268716123443134e-10,1.757479290876678e-09,0.0,0.0,1.1238292345413328e-07,7.680022997092282e-11,2.479669297467457e-10,1.2203592597981878e-15,5.995816604161956e-20,-4.6285626745368704e-32,2.2074056352284306e-27,7.355430555547734e-20,4.1169847936500945e-11,6.750047652075612e-13,2.9851023535158355e-24,1.0359663106378605e-26,1.3995727206826598e-13,3.4174854568080874e-23,1.7861284724055673e-20,1.3945614400620218e-16,1.5166553035128195e-16,4.5000592092221225e-15,1.9095035790116094e-22,2.580009463270307e-19,8.07859197402494e-19,1.0461782920593153e-21,1.7878308865991958e-19,2.429451559154303e-24,9.623667644575871e-17,4.7887268806056486e-17,3.76,0.0,0.8455446945017124,0.9999863003732433,7.588581640932665e-08,2.0012607131799698e-11,2.8064020521714486e-05,2.8064270648718133e-05,9.08634707622092e-17,1.4557792301424063e-21,1.351040796994388e-05,9.646413107979926e-16,3.510428495220647e-13,5.392845934556181e-09,2.616800731264304e-10,6.269245409460332e-08,3.043244706128602e-08,5.65736673809203e-09,4.942331979655738e-16,7.611585802264011e-08,2.1358717316203623e-14,9.467632338245643e-17,8.247592530112772e-15,2.9922572573396827e-12,7.304061364917364e-18,1.3870171116612895e-16,1.2857104968630488e-13,3.764384530131471e-16,6.038012398311652e-11,2.666193322875278e-10,9.705710512697731e-16,1.6492763764857258e-15,7.029196877228382e-24,1.2947687541419141e-13,9.500454929623425e-15,2.870683122856055e-16,9.517817134648261e-23,1.193476130020388e-22,2.0560712303880143e-23,1.1747727313465406e-17,5.48837138874925e-24,3.6555277653847474e-20,9.922710543866093e-23,3.279638055978135e-12,1.8164066906643693e-24,5.965163334503347e-25,6.811214256306045e-18,3.117895129026039e-15
4.913818510711476e-05,0.47152321653708246,2.9775755690678665e-11,6.19802414285248e-13,7.268746004239026e-10,1.8294652244264671e-09,0.0,0.0,1.1679331243827386e-07,8.288638379243158e-11,2.6703207753132865e-10,1.337217051183685e-15,6.366822333764787e-20,-1.2304655178735396e-33,2.264482766876633e-27,7.566532201367047e-20,4.223102034277454e-11,7.221959056107974e-13,3.2115222831526556e-24,1.1106614816486793e-26,1.5002711985119247e-13,3.663574306405193e-23,1.8001158326306232e-20,1.4990330793247268e-16,1.5667784329941215e-16,4.8373414003153554e-15,2.0214536110793962e-22,2.7773316011612204e-19,8.900980882100122e-19,1.1095263689184214e-21,1.8467519523201104e-19,2.533984483641347e-24,9.992034095647303e-17,5.164538093393434e-17,3.76,0.0,0.8455436972583682,0.9999862930522218,7.879548947767212e-08,2.1430592973955165e-11,2.905606855728642e-05,2.9056337904469702e-05,9.407585738990974e-17,1.5072985118221077e-21,1.3510407871032546e-05,9.98920408182584e-16,3.723226382244781e-13,5.3933440007806165e-09,2.617048423490702e-10,6.521543116230711e-08,3.1651971607899186e-08,5.657363136634111e-09,5.120343749819018e-16,7.899627565787353e-08,2.2221426000362757e-14,1.0151532750193718e-16,8.729637675681106e-15,2.992546283048971e-12,7.611915170992185e-18,1.4504511062866463e-16,1.3384847272321014e-13,3.9681808114230077e-16,6.279971846852295e-11,2.6664391653816534e-10,1.0471163097468415e-15,1.83421424720925e-15,7.53564109560909e-24,1.3880339502740672e-13,1.018835042457465e-14,3.034329948374796e-16,1.0057026568395595e-22,1.2593705637232169e-22,2.1671404581143308e-23,1.2701074827687121e-17,5.7974526364227874e-24,3.8480409762167487e-20,1.0215950994833505e-22,3.2799550714108876e-12,1.8700407631798066e-24,6.5272290778086125e-25,7.083298421139569e-18,3.5025817354307858e-15
5.081591576850334e-05,0.47152330011483834,2.979973358782557e-11,6.204954157089245e-13,7.268775585510701e-10,1.9015090771687043e-09,0.0,0.0,1.2120375316644706e-07,8.920731353944947e-11,2.8680556576051607e-10,1.4600741731283673e-15,6.743532569294725e-20,2.0794772729526053e-32,2.3198558794948638e-27,7.777603600886e-20,4.3259401409335255e-11,7.705545773693535e-13,3.446417936217126e-24,1.1879636345656343e-26,1.6044675010637112e-13,3.9182180687723356e-23,1.8137131898384338e-20,1.6066878626903408e-16,1.6162095704324133e-16,5.186782843483247e-15,2.1364423840990113e-22,2.982582457052214e-19,9.765084032221939e-19,1.1727308731218098e-21,1.9048466438083997e-19,2.6394893730346395e-24,1.0360396090133191e-16,5.554463507900088e-17,3.76,0.0,0.84554270001585,0.999986285730907,8.170517221276318e-08,2.288409965084317e-11,3.0048115417129952e-05,3.004840469796824e-05,9.728824021044162e-17,1.5588177324467399e-21,1.3510407772117248e-05,1.0332094547207807e-15,3.9397713763654833e-13,5.393838717199094e-09,2.61729443790283e-10,6.773864546153175e-08,3.287160806813051e-08,5.657359132768446e-09,5.298560875458041e-16,8.187598747017731e-08,2.3092325508718548e-14,1.085927628891608e-16,9.22467323686194e-15,2.9928337193554964e-12,7.91988731557135e-18,1.513921298540846e-16,1.391263854549463e-13,4.172739068863883e-16,6.521952893418699e-11,2.6666833289717577e-10,1.126595512856639e-15,2.031314546448127e-15,8.05969974892401e-24,1.4844367023528838e-13,1.0899504017331215e-14,3.198697636657035e-16,1.0598568873768522e-22,1.3255365319814007e-22,2.278623337629049e-23,1.3691947877337514e-17,6.107847710234224e-24,4.0413061768050844e-20,1.050912427424186e-22,3.280270202637965e-12,1.9236626799164695e-24,7.116393321462267e-25,7.355407555599749e-18,3.9177463973646414e-15
5.249364642989192e-05,0.4715233836925607,2.9823697070052396e-11,6.211881174334706e-13,7.268805079772913e-10,1.973610814692137e-09,0.0,0.0,1.25614243552327e-07,9.576305985539456e-11,3.072872375141721e-10,1.5889527964345798e-15,7.125721490787891e-20,-1.1626864423486549e-32,2.3736092533285705e-27,7.988660908283093e-20,4.4256120918486696e-11,8.200453956730142e-13,3.689825759895157e-24,1.267869710874096e-26,1.712161625044171e-13,4.18141675179173e-23,1.8269340902506222e-20,1.717470858804408e-16,1.664966379896329e-16,5.548407536371513e-15,2.254470704452547e-22,3.195833909105619e-19,1.0670599124974984e-18,1.2356905775538457e-21,1.962136382917871e-19,2.7459742151206866e-24,1.0728756105991886e-16,5.958502982916497e-17,3.76,0.0,0.8455417027741591,0.9999862784093007,8.461486459253629e-08,2.437203159977716e-11,3.1040161101245185e-05,3.104047102904137e-05,1.0050061922380503e-16,1.6103368920163149e-21,1.3510407673197998e-05,1.0675084786537441e-15,4.159914186655346e-13,5.3943307424902784e-09,2.6175391105447423e-10,7.026209571534837e-08,3.409135583987885e-08,5.657354866040391e-09,5.476983497655615e-16,8.475499350988042e-08,2.3971416206811292e-14,1.1590868760562304e-16,9.73269955669717e-15,2.9931199732534106e-12,8.22797581687547e-18,1.5774265635961177e-16,1.4440478528214716e-13,4.3779594119340936e-16,6.763955393620165e-11,2.666926146320073e-10,1.2090095898896936e-15,2.2408511025542708e-15,8.601374285229462e-24,1.583970219536827e-13,1.163386534335022e-14,3.3636902704838947e-16,1.1142134104884803e-22,1.391939995477745e-22,2.3904658797175797e-23,1.4720343423749216e-17,6.419382315784624e-24,4.235224460482377e-20,1.0802254470276691e-22,3.2805839441833827e-12,1.9772768380865836e-24,7.732707807631481e-25,7.627541525172392e-18,4.364552564422133e-15
5.4171377091280504e-05,0.4715234672702495,2.9847649184262875e-11,6.218805890177929e-13,7.268834641022343e-10,2.04577040862138e-09,0.0,0.0,1.3002478178863953e-07,1.0255366328227808e-10,3.2847693528851417e-10,1.7238722761634938e-15,7.513180531284424e-20,-1.1270834725673898e-34,2.4257492370393156e-27,8.19971971408501e-20,4.522226986947332e-11,8.706341905833285e-13,3.9417824093222075e-24,1.3503865451778452e-26,1.8233535671594407e-13,4.4531703220106997e-23,1.8397916158156118e-20,1.831328723384153e-16,1.713066201589607e-16,5.922239497585268e-15,2.375539365770748e-22,3.4171574721002705e-19,1.1617178343086046e-18,1.2983148084658513e-21,2.0186421796649614e-19,2.8534462829212698e-24,1.1097115850337927e-16,6.376656449998609e-17,3.76,0.0,0.8455407055332962,0.9999862710874049,8.75245666412853e-08,2.5893331006398033e-11,3.2032205609632247e-05,3.2032536897516694e-05,1.0371299443000061e-16,1.6618559905308446e-21,1.3510407574274844e-05,1.101817505411698e-15,4.383511623160127e-13,5.394820559561456e-09,2.6177826873652943e-10,7.278578084145808e-08,3.5311214410689615e-08,5.657350437005137e-09,5.655611740154497e-16,8.763329386566393e-08,2.485869840216577e-14,1.234631597701625e-16,1.025371693666932e-14,2.9934053420496775e-12,8.536179223138541e-18,1.6409660840673266e-16,1.49683670053305e-13,4.583756405594687e-16,7.005979220850478e-11,2.66716786114704e-10,1.2943594696375548e-15,2.4630949284949645e-15,9.16066615335165e-24,1.686627736357292e-13,1.239138422656727e-14,3.5292257827249234e-16,1.1687457080768834e-22,1.4585518366589554e-22,2.5026219091873477e-23,1.5786258413963e-17,6.731907337254457e-24,4.429711321171381e-20,1.1095364354936886e-22,3.280896656129323e-12,2.030887396919823e-24,8.376217344443913e-25,7.89970021539247e-18,4.84416385049378e-15
5.5849107752669085e-05,0.47152355084790487,2.987159235675929e-11,6.225728862558739e-13,7.268864390952095e-10,2.1179878342025565e-09,0.0,0.0,1.3443536623750754e-07,1.095791642740569e-10,3.5037450103008847e-10,1.8648495856549695e-15,7.905716314338569e-20,1.132520305303784e-32,2.476343590253856e-27,8.410794870237697e-20,4.615890179065042e-11,9.222879641171263e-13,4.2023247131902834e-24,1.4355126314390194e-26,1.938043324115642e-13,4.73347878460117e-23,1.8522983928081575e-20,1.948209657354175e-16,1.760526054935251e-16,6.30830275453411e-15,2.499649138828722e-22,3.646624335988235e-19,1.2604433856696945e-18,1.3605225760498085e-21,2.0743846376388919e-19,2.9619122456517423e-24,1.1465476552451737e-16,6.808923886211514e-17,3.76,0.0,0.8455397082932627,0.9999862637652212,9.043427840917215e-08,2.7446976465059838e-11,3.3024248942291234e-05,3.302460230322191e-05,1.0692536582902866e-16,1.7133750279903405e-21,1.3510407475347807e-05,1.136136553066935e-15,4.61042633668878e-13,5.395308554738355e-09,2.6180253648397085e-10,7.530969987553237e-08,3.6531183322698364e-08,5.657345924723178e-09,5.83444569118716e-16,9.051088864708242e-08,2.5754172320718312e-14,1.3125623753342726e-16,1.078772560736737e-14,2.9936900628650762e-12,8.844496416808986e-18,1.704539252456473e-16,1.5496303788229895e-13,4.790056876897625e-16,7.248024259331591e-11,2.667408668308834e-10,1.3826460804103552e-15,2.698314657400988e-15,9.737576802279726e-24,1.7924025119361003e-13,1.3172010673976905e-14,3.695233865338278e-16,1.2234310623598271e-22,1.5253471008355857e-22,2.6150518786312775e-23,1.688968978326174e-17,7.045295032238593e-24,4.6246944602828904e-20,1.1388475678307598e-22,3.281208624878575e-12,2.0844983287325417e-24,9.046960992377252e-25,8.171883524000965e-18,5.357744034366545e-15
