Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435)
0.0002764761629195267,0.5819940260817604,1.2605526932733761e-05,8.089943945216846e-07,9.555392371709563e-06,0.005206125805095043,0.0,0.0,0.0015533271265733757,0.000319483697348271,0.0005034295528216665,1.1683844508667638e-06,3.784558480091818e-08,1.6931785250264465e-17,6.3216010961124e-13,3.060454274106812e-09,4.533931236990462e-06,1.2848236541606768e-05,6.946887914464853e-10,2.389625139561241e-14,1.5783064331444097e-06,4.533819205550054e-14,4.5216006920982146e-11,6.662028139746986e-08,5.84151331650558e-09,4.06339968898468e-05,8.268523866131223e-12,3.522124150494779e-08,2.0840347634684906e-08,8.485089700622102e-12,1.0945559657831116e-10,3.0070454329303483e-13,2.4286808501405928e-09,3.784368475288837e-11,3.76,0.0,0.6438282949383841,0.9957656642374417,0.003255834168631185,5.1839493032454696e-05,0.057681222258646074,0.05830085250258987,5.021296643836062e-11,8.838817994544124e-15,0.0001264167886214129,9.213091393637462e-08,7.027795851106909e-06,1.8278989944929558e-05,7.3651926957519295e-06,0.007575298956262436,0.0013757318035490583,3.4909209453082436e-05,7.087828931095512e-08,0.0005516695955437099,1.1993523390729796e-06,4.4296338692035245e-08,1.2986351466716941e-06,1.3960555030017622e-06,4.819441583256965e-08,2.8071615832856773e-08,8.723019427965663e-06,4.526825910039619e-06,4.954950105430706e-05,3.129561814924339e-08,6.502283570322918e-07,3.6140658707984435e-05,4.176309799356783e-13,4.518384712193297e-05
0.00027740381484867265,0.5820188379618424,1.2679476374594768e-05,8.15140325545821e-07,9.62692667419415e-06,0.00524183256891531,0.0,0.0,0.0015600322940248729,0.0003224913610757121,0.0005075582802761232,1.1836214096411057e-06,3.839964131759299e-08,1.733309696784026e-17,6.427063966698376e-13,3.0936039374214244e-09,4.55857724755787e-06,1.2983143727641875e-05,7.079857413908554e-10,2.421879761996028e-14,1.5888428721800161e-06,4.5657496826413935e-14,4.571653289623542e-11,6.747579071704071e-08,5.898154713728062e-09,4.113192990235262e-05,8.359749055787264e-12,3.580352459022604e-08,2.1068712335964123e-08,8.612175074868386e-12,1.1109870848270046e-10,3.054461010527853e-13,2.4549601277215706e-09,3.862283229846663e-11,3.76,0.0,0.6435769580307815,0.9957388188323182,0.0032822950042699413,5.219168586140569e-05,0.05786288809894352,0.05848797691017195,5.037111343288078e-11,8.868265074458682e-15,0.00012641338006084098,9.309132923893363e-08,7.100998422121631e-06,1.8393078146053344e-05,7.412685395047719e-06,0.007630175857436551,0.0013854159142919057,3.5030528395456026e-05,7.159345442500372e-08,0.000553484677891226,1.210006248336659e-06,4.48373186751944e-08,1.310174595479271e-06,1.4099640038525971e-06,4.889501525882135e-08,2.846670318048028e-08,8.805531412775283e-06,4.5929180988371675e-06,4.9865184052618515e-05,3.148876535707704e-08,6.56997981002486e-07,3.6594692853582025e-05,4.2277708682845554e-13,4.571440794668762e-05
0.0002783314667778186,0.5820436744227335,1.2753815600394387e-05,8.213331545699552e-07,9.698984160994412e-06,0.005277735119048298,0.0,0.0,0.0015667543674513116,0.00032551984155040057,0.0005117154908213302,1.1990377176855597e-06,3.8961429036033114e-08,1.7735230360483064e-17,6.53418802340289e-13,3.1270785118491115e-09,4.583350592168278e-06,1.3119265172601602e-05,7.21522970793104e-10,2.4545116904444716e-14,1.5994145352748681e-06,4.597818574110474e-14,4.622215308364812e-11,6.834228582523546e-08,5.955291456907126e-09,4.163518196846335e-05,8.451877995241311e-12,3.6394694410831994e-08,2.1299516826957287e-08,8.741247187558198e-12,1.1276650407483365e-10,3.10255691470637e-13,2.4814943135111623e-09,3.941733848307688e-11,3.76,0.0,0.6433252891168955,0.995711808862152,0.0033089548995543583,5.2545835206641314e-05,0.05804445380632043,0.05867504219252913,5.052917327190285e-11,8.897727241798061e-15,0.00012640995101233406,9.406056683538987e-08,7.174869065425474e-06,1.8507842941890833e-05,7.460477480141917e-06,0.007685391297151017,0.0013951559761358567,3.515301153300124e-05,7.231491531863288e-08,0.0005553067056663687,1.2207364115065787e-06,4.538407133377486e-08,1.3217965246157187e-06,1.4240127861878482e-06,4.96053549838728e-08,2.8867058930988343e-08,8.888896556309284e-06,4.6599310896922865e-06,5.0183095972059e-05,3.1683037372740735e-08,6.638278355844963e-07,3.7053571608636725e-05,4.279786295374495e-13,4.6250282876627015e-05
0.0002792591187069645,0.5820685356324711,1.282854613625285e-05,8.275732373244385e-07,9.771568288855722e-06,0.00531383437368435,0.0,0.0,0.001573493414189401,0.00032856926240286736,0.0005159014269070228,1.2146353819041138e-06,3.953105108281885e-08,1.8099738439382156e-17,6.642995248076978e-13,3.160881059976682e-09,4.608251823740017e-06,1.3256610539001957e-05,7.353046104530498e-10,2.4875247761232334e-14,1.6100214398201242e-06,4.6300264747672356e-14,4.6732903322115516e-11,6.921990481687945e-08,6.01292757493204e-09,4.214380411627898e-05,8.54491948155719e-12,3.699487551694556e-08,2.1532786235613682e-08,8.872337737610605e-12,1.1445937131937642e-10,3.151342192341637e-13,2.5082856530876085e-09,4.022749607427601e-11,3.76,0.0,0.6430732859537379,0.995684633130477,0.0033358153311077053,5.290195168595657e-05,0.05822591903045725,0.058862048336478824,5.0687145650907146e-11,8.92720486221324e-15,0.00012640650166661756,9.503869839757568e-08,7.249413138547324e-06,1.8623287728552353e-05,7.5085706701962526e-06,0.007740947232202035,0.001404952268635865,3.5276667836915854e-05,7.304272101891763e-08,0.0005571357874533713,1.2315432505126669e-06,4.5936652249384775e-08,1.3335013900392659e-06,1.438203244193603e-06,5.0325564667872406e-08,2.9272749550533163e-08,8.973125381275802e-06,4.72787716080393e-06,5.0503260092992514e-05,3.187843962259992e-08,6.707184433043974e-07,3.751734518578233e-05,4.332361513613921e-13,4.6791518187842895e-05
0.00028018677063611046,0.5820934217636283,1.290366950395797e-05,8.33860932434436e-07,9.844682539932861e-06,0.005350131253207164,0.0,0.0,0.0015802495013378368,0.0003316397479399697,0.0005201163332589698,1.2304164301368767e-06,4.0108611805311456e-08,1.8517901895041306e-17,6.753520794134882e-13,3.195014527649898e-09,4.633281499232937e-06,1.3395189551056227e-05,7.493348658368938e-10,2.5209229060354975e-14,1.6206636036196984e-06,4.662374010195797e-14,4.7248881000950436e-11,7.010878730835429e-08,6.071067127006645e-09,4.265784779164502e-05,8.63888244901206e-12,3.76041939133845e-08,2.1768545910352834e-08,9.005479003303124e-12,1.1617766583604126e-10,3.2008258746673073e-13,2.535336412643985e-09,4.1053602819929504e-11,3.76,0.0,0.6428209462887785,0.9956572904357718,0.003362877784820203,5.32600459642047e-05,0.05840728341855004,0.05904899532909992,5.084503026181662e-11,8.95669833586793e-15,0.00012640302997054924,9.602579606275685e-08,7.3246360358704124e-06,1.873941591399388e-05,7.556966693342182e-06,0.007796845627757411,0.001414805072060443,3.5401506329854104e-05,7.377692088740896e-08,0.0005589720324077343,1.242427191798747e-06,4.649511746277288e-08,1.345289652516894e-06,1.4525367870843357e-06,5.105577560512288e-08,2.968384234625659e-08,9.058228540612769e-06,4.79676873586793e-06,5.0825699905682966e-05,3.207497741689409e-08,6.776703313330126e-07,3.7986064342212146e-05,4.3855016989082094e-13,4.733816048253487e-05
0.0002811144225652564,0.5821183329855342,1.2979187241000359e-05,8.401966021316905e-07,9.9183304165656e-06,0.005386626680747574,0.0,0.0,0.001587022695723774,0.0003347314232980495,0.0005243604574221615,1.2463829161455881e-06,4.0694217011445255e-08,1.9002755782271733e-17,6.865788435972576e-13,3.2294819062853783e-09,4.6584401808743e-06,1.3535012008792418e-05,7.636180062750892e-10,2.5547100198172383e-14,1.6313410449899212e-06,4.694861819138435e-14,4.777013267124801e-11,7.100907479508229e-08,6.129714223119855e-09,4.317736495766434e-05,8.733775943755596e-12,3.8222777401934547e-08,2.2006821471383678e-08,9.140703725471716e-12,1.1792176217917132e-10,3.251017312921535e-13,2.562648876009713e-09,4.189596263547262e-11,3.76,0.0,0.6425682678576652,0.9956297795651462,0.0033901437580211914,5.362012876451436e-05,0.0585885466147512,0.05923588315779644,5.100282679523189e-11,8.986208045424357e-15,0.00012639953622145807,9.702193310215661e-08,7.400543190059712e-06,1.8856230928720045e-05,7.6056672907554064e-06,0.007853088459348984,0.0014247146675649997,3.552753609772211e-05,7.451756480663854e-08,0.000560815550391399,1.2533886590300034e-06,4.705952358316051e-08,1.357161769909865e-06,1.4670148361190008e-06,5.179612105123702e-08,3.010040537293426e-08,9.144216848413643e-06,4.866618412633249e-06,5.115043916929133e-05,3.227265623932997e-08,6.84684032591659e-07,3.845978050520999e-05,4.43921236955046e-13,4.7890256763540955e-05
0.0002820420744944023,0.5821432694722266,1.3055100876945541e-05,8.465806108450139e-07,9.992515441921848e-06,0.005423321581407554,0.0,0.0,0.001593813063956739,0.00033784441424022314,0.0005286340490936208,1.2625369137074057e-06,4.12879736901697e-08,1.9407471609983516e-17,6.979811000024958e-13,3.2642864222382476e-09,4.683728434274246e-06,1.3676087770168657e-05,7.781583731775461e-10,2.5888900927379724e-14,1.6420537826460816e-06,4.727490519277638e-14,4.8296638327593264e-11,7.192091022072132e-08,6.188873008959808e-09,4.3702407973713605e-05,8.829609110226567e-12,3.8850755164555314e-08,2.2247638748154565e-08,9.278045206216287e-12,1.196920878085812e-10,3.3019261106998296e-13,2.5902253448443295e-09,4.275488427131525e-11,3.76,0.0,0.6423152483871737,0.9956020992965413,0.003417614756767588,5.398221085438794e-05,0.05876970826087485,0.05942271181022432,5.116053494119042e-11,9.015734349669838e-15,0.00012639602300650962,9.802718320989851e-08,7.477140068763343e-06,1.897373620503624e-05,7.654674210106042e-06,0.007909677710296808,0.0014346813369514703,3.565476627450631e-05,7.526470301104581e-08,0.000562666451803722,1.264428080168241e-06,4.7629927655584585e-08,1.3691182047370033e-06,1.4816388278221546e-06,5.2546735968498e-08,3.0522507485386155e-08,9.231101243738404e-06,4.937438928308093e-06,5.1477501839546795e-05,3.2471481701048425e-08,6.917600844364596e-07,3.8938545624219666e-05,4.4934994120261856e-13,4.844785434067586e-05
0.00028296972642354826,0.5821682313949567,1.3131411955817222e-05,8.530133265529203e-07,1.0067241164215732e-05,0.005460216882934282,0.0,0.0,0.0016006206723859447,0.0003409788473196365,0.0005329373606951154,1.278880521790082e-06,4.188999024194183e-08,1.9757586349936606e-17,7.095622378844819e-13,3.2994312123753545e-09,4.709146830271727e-06,1.3818426766112577e-05,7.92960377699193e-10,2.6234671071032258e-14,1.652801835806243e-06,4.76026074216558e-14,4.8828478926068195e-11,7.28444383554272e-08,6.248547630616367e-09,4.423302969751226e-05,8.926391135612433e-12,3.948825813507159e-08,2.2491023833107547e-08,9.417537253606315e-12,1.214890414045983e-10,3.353561610925682e-13,2.618068139815341e-09,4.3630682548631944e-11,3.76,0.0,0.6420618855927026,0.9955742484036041,0.0034452922981279372,5.434630305759608e-05,0.058950767995803274,0.05960948127435521,5.131815438464427e-11,9.045277653771702e-15,0.00012639248851747768,9.904161979441025e-08,7.554432177790489e-06,1.9091935209259678e-05,7.703989213474565e-06,0.007966615373872332,0.001444705362867898,3.5783206053957506e-05,7.601838579924076e-08,0.0005645248477242679,1.2755458827369006e-06,4.8206387272882195e-08,1.3811594189742168e-06,1.4964102108043871e-06,5.330775664976237e-08,3.0950218346475915e-08,9.318892822966645e-06,5.009243189790516e-06,5.180691213340724e-05,3.267145921820174e-08,6.988990298116875e-07,3.942241230106922e-05,4.548368208112448e-13,4.901100090962389e-05
0.0002838973783526942,0.5821932189289714,1.3208122009679576e-05,8.594951201072206e-07,1.0142511153773456e-05,0.0054973135150891755,0.0,0.0,0.0016074455871239318,0.0003441348497510217,0.0005372706469487085,1.2954158609697859e-06,4.2500376339342804e-08,2.0266656718827335e-17,7.213263697207031e-13,3.3349191808762696e-09,4.734695943282868e-06,1.3962038989325396e-05,8.080285076646055e-10,2.6584451002016785e-14,1.6635852241217864e-06,4.7931731660431656e-14,4.936580093538662e-11,7.377980553104395e-08,6.308742281793517e-09,4.476928341187449e-05,9.02413139340766e-12,4.013541872829528e-08,2.273700304294697e-08,9.559214265560607e-12,1.2331297122696854e-10,3.4059332277060635e-13,2.6461796023405377e-09,4.452367755275883e-11,3.76,0.0,0.6418081771803079,0.9955462256544882,0.0034731779084664067,5.471241624521086e-05,0.05913172545592513,0.05979619153843423,5.147568480710372e-11,9.074838395803717e-15,0.0001263889291127596,1.0006531727225282e-07,7.632425061548248e-06,1.9210831405411162e-05,7.753614067273706e-06,0.008023903451553568,0.0014547870286275295,3.5912864681029995e-05,7.677866398999689e-08,0.0005663908498048135,1.2867424988228359e-06,4.878896049539293e-08,1.3932858794948584e-06,1.5113304490375937e-06,5.407932127544921e-08,3.138360850218289e-08,9.40760281746627e-06,5.082044255164592e-06,5.213869447673921e-05,3.2872594094477025e-08,7.061014164284346e-07,3.991143370074558e-05,4.603823895283583e-13,4.957974449344226e-05
0.00028482503028184013,0.5822182322473184,1.3285232597564665e-05,8.660263651598562e-07,1.0218329000950779e-05,0.005534612410339919,0.0,0.0,0.0016142878740277183,0.0003473125495474236,0.0005416341653631919,1.3121450777227428e-06,4.311924311954849e-08,2.0834173575048645e-17,7.332746081844367e-13,3.370753505282596e-09,4.760376353365522e-06,1.4106934506600753e-05,8.233673209667101e-10,2.6938281679845074e-14,1.6744039677662456e-06,4.826228463292629e-14,4.990858253299303e-11,7.472715995637902e-08,6.369461219284942e-09,4.5311222908872554e-05,9.122839348855688e-12,4.0792371161005235e-08,2.298560296370572e-08,9.703111151566217e-12,1.251642956218143e-10,3.4590510422857974e-13,2.6745620913494913e-09,4.5434195680446304e-11,3.76,0.0,0.6415541208444417,0.995518029801349,0.0035012731253762554,5.508056134581671e-05,0.05931258027465135,0.059982842591031586,5.163312589165882e-11,9.104416953633019e-15,0.00012638534828228362,1.0109835138163776e-07,7.711124300632915e-06,1.9330428290350467e-05,7.803550556133975e-06,0.008081543954956817,0.00146492661840264,3.604375146082365e-05,7.754558887592618e-08,0.0005682645703903745,1.2980183561226624e-06,4.9377705943388936e-08,1.4054980486295789e-06,1.5264010188902719e-06,5.4861570059121775e-08,3.182274925360629e-08,9.497242620950754e-06,5.155855356479683e-06,5.247287356348929e-05,3.307489208286203e-08,7.133677977491468e-07,4.040566366000195e-05,4.659872592899083e-13,5.0154133507556343e-05
0.00028575268221098606,0.5822432715264347,1.3362745263752178e-05,8.726074383068002e-07,1.0294698322896511e-05,0.005572114503423693,0.0,0.0,0.0016211475987095256,0.00035051207544537004,0.0005460281759923822,1.3290703423684122e-06,4.374670311037208e-08,2.1170723796532606e-17,7.454087416344531e-13,3.40693771952365e-09,4.786188644625537e-06,1.4253123452549431e-05,8.389814512583245e-10,2.7296204167338697e-14,1.6852580873957705e-06,4.859427262413931e-14,5.045677254216566e-11,7.568665156612397e-08,6.43070870564302e-09,4.585890244832951e-05,9.222524532547975e-12,4.145925129479439e-08,2.3236850429039052e-08,9.849263404594943e-12,1.2704350463356903e-10,3.512925081361046e-13,2.7032179849058355e-09,4.636256920025462e-11,3.76,0.0,0.6412997142691961,0.9954896595887,0.003529579496701227,5.545074934036134e-05,0.0594933320826445,0.06016943442101935,5.1790477319098157e-11,9.134013697317028e-15,0.00012638174906309444,1.0214079744130269e-07,7.79053551566434e-06,1.9450729366389257e-05,7.853800472120892e-06,0.00813953890478014,0.0014751244171053927,3.617587575411257e-05,7.83192119605422e-08,0.000570146122457192,1.30937389036629e-06,4.99726827517268e-08,1.4177963972423198e-06,1.5416234132170214e-06,5.56546447920238e-08,3.2267712758919844e-08,9.587823777095552e-06,5.230689890903512e-06,5.2809474323983176e-05,3.327835891559247e-08,7.206987325249729e-07,4.090515663846887e-05,4.71652051141672e-13,5.07342167275412e-05
0.000286680334140132,0.5822683369419286,1.3440661554355266e-05,8.792387199107228e-07,1.0371622756822679e-05,0.005609820731192142,0.0,0.0,0.001628024826524481,0.0003537335568908678,0.000550452941413375,1.3461938492521665e-06,4.438287022118407e-08,2.1643275618593116e-17,7.577337798798582e-13,3.4434747515671278e-09,4.812133404725002e-06,1.440061602911493e-05,8.548756097272623e-10,2.7658259828962195e-14,1.6961476041516878e-06,4.892770268423952e-14,5.101059514728019e-11,7.665843201816067e-08,6.492489023903241e-09,4.641237675543094e-05,9.323196611192211e-12,4.213619662701631e-08,2.3490772518811034e-08,9.997707100917901e-12,1.2895094566973586e-10,3.567564886747535e-13,2.7321496815506867e-09,4.730913629846954e-11,3.76,0.0,0.6410449551285823,0.9954611137629863,0.0035580985804149405,5.5822991261458884e-05,0.05967398050786716,0.06035596701757305,5.1947738761730365e-11,9.163629105167954e-15,0.00012637812457374882,1.0319273114859027e-07,7.870664367614883e-06,1.957173814473538e-05,7.904365611306696e-06,0.008197890330564424,0.0014853807103464912,3.630924697725695e-05,7.909958503488712e-08,0.0005720356196051282,1.3208095356505964e-06,5.0573950567268345e-08,1.4301813944505433e-06,1.5569991379202547e-06,5.645868889559845e-08,3.271857206052776e-08,9.679357979599013e-06,5.306561421791989e-06,5.3148521920107054e-05,3.3482999800163205e-08,7.280947847784475e-07,4.140996771888557e-05,4.773772504334169e-13,5.13200432854836e-05
0.00028760798606927793,0.5822934286706528,1.3518983028502834e-05,8.859205925673795e-07,1.0449105961334458e-05,0.005647732032946037,0.0,0.0,0.0016349196225706123,0.00035697712408898314,0.0005549087269161676,1.3635178182678553e-06,4.502785982588321e-08,2.2193135066314913e-17,7.702516817062803e-13,3.4803678024427084e-09,4.838211226332063e-06,1.4549422509890104e-05,8.710545831972196e-10,2.8024490629655635e-14,1.707072539697406e-06,4.9262581822832164e-14,5.157005378400914e-11,7.764265481960792e-08,6.5548065180433215e-09,4.697170105260384e-05,9.424865370708328e-12,4.282334642083528e-08,2.374739657644661e-08,1.014847887347724e-11,1.3088704305531528e-10,3.622980800566509e-13,2.7613595986920917e-09,4.827424151349117e-11,3.76,0.0,0.6407898410855879,0.9954323910526869,0.003586831945358555,5.6197298197401455e-05,0.059854525175390895,0.06054244037019149,5.2104909894828525e-11,9.193263583073646e-15,0.00012637447731791027,1.0425422943971357e-07,7.951516554869444e-06,1.969345816155319e-05,7.955247785609923e-06,0.008256600271481736,0.001495695784521786,3.644387460495414e-05,7.988676031637477e-08,0.0005739331761041577,1.3323257250903477e-06,5.118156958383309e-08,1.4426535083824204e-06,1.5725297120941219e-06,5.727384777968452e-08,3.3175401017069166e-08,9.771857083172189e-06,5.383483686482962e-06,5.349004177052802e-05,3.368882047064878e-08,7.355565241922059e-07,4.1920152649816946e-05,4.831634728705778e-13,5.191166269404448e-05
0.00028853563799842387,0.5823185468903609,1.3597711248608927e-05,8.926534421944115e-07,1.0527151620262368e-05,0.005685849350462398,0.0,0.0,0.0016418320517007274,0.00036024290800510696,0.000559395800531005,1.3810444951823943e-06,4.568178877851167e-08,2.2604781628403996e-17,7.829643432092296e-13,3.517620341933792e-09,4.864422707247549e-06,1.4699553240644956e-05,8.875232365202691e-10,2.839493888647582e-14,1.7180329162272313e-06,4.959891689636319e-14,5.213511276921989e-11,7.86394753477569e-08,6.617665562707592e-09,4.7536931063821744e-05,9.527540693555181e-12,4.3520841725478024e-08,2.4006750211637244e-08,1.0301615941023307e-11,1.3285227309215374e-10,3.679183295122555e-13,2.790850172666508e-09,4.9258235856078143e-11,3.76,0.0,0.6405343697920788,0.9954034901769484,0.0036157811713318816,5.657368129276544e-05,0.060034965707365086,0.060728854468700855,5.226199039169121e-11,9.222917527282932e-15,0.00012637081046471633,1.0532536968482336e-07,8.03309781367597e-06,1.981589297236602e-05,8.006448820501939e-06,0.008315670776421149,0.0015060699268177474,3.6579768169833464e-05,8.068079040793547e-08,0.0005758389068996874,1.343922895683829e-06,5.1795600547085075e-08,1.4552132113143795e-06,1.5882166702761338e-06,5.810026874163065e-08,3.363827434059116e-08,9.86533310596013e-06,5.4614705980605396e-06,5.3834059554393914e-05,3.389582673848078e-08,7.43084526185765e-07,4.2435767854663306e-05,4.890113533874285e-13,5.25091248493184e-05
0.0002894632899275698,0.5823436917797089,1.3676847778521935e-05,8.994376590344841e-07,1.0605763441739767e-05,0.0057241736278258225,0.0,0.0,0.0016487621785140573,0.0003635310403437604,0.0005639144329649226,1.3987761512051756e-06,4.634477539558909e-08,2.305083135222616e-17,7.958761827180877e-13,3.555235636982925e-09,4.890768449861519e-06,1.485101863786223e-05,9.042865158709488e-10,2.876964712429287e-14,1.7290287564587103e-06,4.993671494507276e-14,5.2705934878887566e-11,7.964905081740602e-08,6.681070549468354e-09,4.810812300550384e-05,9.631232576166481e-12,4.4228825341188013e-08,2.426886129511647e-08,1.045715614078236e-11,1.3484706119300247e-10,3.736182368771526e-13,2.8206238607259932e-09,5.026147672435593e-11,3.76,0.0,0.6402785388892045,0.9953744098549625,0.003644947848825096,5.6952151746917975e-05,0.06021530172308444,0.0609152093032511,5.241897991820854e-11,9.252591406143083e-15,0.00012636711868982542,1.0640622927025015e-07,8.115413921062887e-06,1.9939046145880042e-05,8.057970549899533e-06,0.008375103903648113,0.0015165034251665315,3.671693726170539e-05,8.148172825433443e-08,0.0005777529275956889,1.35560148706775e-06,5.2416104744514106e-08,1.467860978344385e-06,1.6040615624819005e-06,5.893810087084638e-08,3.410726765062961e-08,9.959798226703602e-06,5.5405362443509125e-06,5.4180601201398384e-05,3.410402400333655e-08,7.506793718020435e-07,4.2956870420895035e-05,4.949214180414286e-13,5.3112480022592614e-05
0.00029039094185671574,0.5823688635179193,1.3756394187718135e-05,9.062736358114697e-07,1.0684945156224071e-05,0.0057627058114572876,0.0,0.0,0.0016557100673715145,0.0003668416535533927,0.0005684648976500165,1.4167150836104582e-06,4.70169394789017e-08,2.3751774417686735e-17,8.089904693283447e-13,3.5932167788863517e-09,4.917249061551206e-06,1.5003829189583805e-05,9.213494485868085e-10,2.9148658362714877e-14,1.7400600836471442e-06,5.027598336849239e-14,5.3282645775292346e-11,8.067154031988433e-08,6.7450259173122435e-09,4.868533359486184e-05,9.735951160809871e-12,4.4947441849963897e-08,2.4533757963332862e-08,1.0615137921731194e-11,1.3687180537646082e-10,3.793988425714517e-13,2.850683139880268e-09,5.128432809170958e-11,3.76,0.0,0.640022346007235,0.995345148794172,0.0036743335791893815,5.733272081505047e-05,0.060395532838955726,0.061101504864323315,5.2575878139338755e-11,9.282285682553314e-15,0.00012636339981913618,1.0749688643397206e-07,8.198470693154927e-06,2.006292126426523e-05,8.109814816331176e-06,0.008434901720940564,0.0015269965682526425,3.685539152744938e-05,8.228962712764056e-08,0.000579675354464597,1.3673619379620235e-06,5.304314401469234e-08,1.480597283701658e-06,1.620065953146639e-06,5.97874950975503e-08,3.458245745235705e-08,1.0055264788624911e-05,5.620694890685273e-06,5.452969289802344e-05,3.431341781826065e-08,7.583416478321587e-07,4.34835181146189e-05,5.008942331220727e-13,5.3721778865558904e-05
0.00029131859378586167,0.5823940622853274,1.3836352044859662e-05,9.131617669735887e-07,1.076470051813171e-05,0.005801446850024185,0.0,0.0,0.0016626757823794444,0.0003701748808196707,0.0005730474707329569,1.4348636157551448e-06,4.769840233769691e-08,2.4349931463801656e-17,8.223077888333105e-13,3.63156732104591e-09,4.943865153685996e-06,1.5157995455015775e-05,9.387171438901334e-10,2.9532016212679006e-14,1.7511269215861574e-06,5.061672949010735e-14,5.386510524103591e-11,8.170710481656877e-08,6.8095361605800326e-09,4.926862004637462e-05,9.841706693300619e-12,4.5676837614829066e-08,2.4801468618142955e-08,1.0775600349374006e-11,1.3892699846218558e-10,3.852612749457408e-13,2.881030506995264e-09,5.23271605445365e-11,3.76,0.0,0.6397657887657138,0.9953157056825247,0.0037039399745748052,5.771539980775599e-05,0.06057565866851005,0.06128774114272838,5.2732684723954515e-11,9.312000739822594e-15,0.00012635966263945352,1.0859742055348851e-07,8.282273984943512e-06,2.0187521924749037e-05,8.161983474392345e-06,0.008495066305450327,0.0015375496454894104,3.699514067145091e-05,8.310454068233854e-08,0.0005816063044430964,1.3792046887482049e-06,5.3676780743769845e-08,1.4934226034175842e-06,1.6362314214939096e-06,6.064860434380485e-08,3.5063921127577694e-08,1.0151745299662396e-05,5.701960981072341e-06,5.4881361084173465e-05,3.4524014303526484e-08,7.660719468153487e-07,4.401576938196568e-05,5.069305218196803e-13,5.433707240862233e-05
0.0002922462457150076,0.5824192882628331,1.3916722920442252e-05,9.201024519165219e-07,1.0845033303200035e-05,0.005840397694493527,0.0,0.0,0.0016696593873927602,0.0003735308560723781,0.0005776624311223482,1.4532240974719502e-06,4.838928680441272e-08,2.469223307243366e-17,8.358323451050215e-13,3.670290934521054e-09,4.970617342160926e-06,1.531352806556392e-05,9.563947943303735e-10,2.9919764410708785e-14,1.7622292946214744e-06,5.0958960421365896e-14,5.445337998199705e-11,8.275590717746551e-08,6.8746057757046975e-09,4.9858040081546815e-05,9.948509492672709e-12,4.641716081611106e-08,2.5072021931195466e-08,1.093858310843794e-11,1.4101315413586704e-10,3.912065867288858e-13,2.91166847954664e-09,5.3390351446118866e-11,3.76,0.0,0.6395088647732775,0.9952860792108952,0.003733768658095895,5.810020009202971e-05,0.06075567882235695,0.061473918129614995,5.2889399332102385e-11,9.34173703216963e-15,0.00012635590433566788,1.0970791087923388e-07,8.366829691963405e-06,2.031285174154357e-05,8.214478390030773e-06,0.008555599743854728,0.0015481629470306194,3.713619445567854e-05,8.392652296771236e-08,0.000583545895142503,1.391130181933206e-06,5.431707787609066e-08,1.5063374156616358e-06,1.6525595611273516e-06,6.152158350478491e-08,3.555173695854873e-08,1.0249252435999306e-05,5.784349140923582e-06,5.5235632459398827e-05,3.4735819078923743e-08,7.738708671529764e-07,4.455368336230232e-05,5.130308679081229e-13,5.4958412066355265e-05
