Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906)
6.801358557354323e-06,0.8977065515106015,0.002236558712556332,0.0008516025231017993,0.0009642087367678291,0.08850070074990922,0.0,0.0,0.00220204445745674,7.412153573185203e-05,0.07368996448551968,0.00422938874265422,0.00023663559644313052,1.833006753573211e-09,3.613975662370323e-07,9.105702500407343e-06,0.004960665682589517,0.006068265729742242,0.0002947098954758926,1.1827611225700787e-05,0.006079670923250623,9.757492304419664e-08,2.474462034435757e-06,7.0725724653429e-05,1.0788076349346313e-06,0.03127994155137836,1.3243553350620046e-06,0.00034805269962711563,7.739530747697345e-05,8.871508660609882e-07,2.4286609370013165e-06,5.137016308365067e-09,4.475107776172087e-07,2.5198824149941754e-06,3.76,0.0,0.047878554065430894,0.8974234129517709,0.062420901409439865,0.00401988323637396,0.3363674382621348,0.4910722483884454,2.2737537107400853e-07,6.441272665457993e-10,0.0016404626339262143,0.0004699401150508931,0.002443721586096516,5.828517846326025e-05,7.591112247791135e-06,0.03744403042236049,0.04261644875968915,0.0281750332135872,0.00041463895066666664,0.00876929946270337,1.994922271708503e-05,6.19857901911044e-06,1.4392670740929277e-05,8.792605238886327e-06,0.0003920429131575314,8.508318272387647e-05,0.015195733380038512,0.00015569576793420805,0.010948143096995292,1.6637428458047709e-09,0.0145910968088032,0.001219502495729141,1.3986161845668623e-07,0.00019925026631737187,1.9958126747905588e-08,6.07465717821499e-08,1.8838595792030365e-12,1.3650434091659492e-08,1.0420516105497163e-08,4.993479964819829e-07,3.3855508052684337e-13,3.2908598846974864e-07,1.0326136242934899e-11,1.8044192942323869e-09,5.719469304760034e-12,3.112448634711266e-07,4.994272843484513e-07,5.397897663485386e-05,1.4187923925585977e-08,0.0001252538011760866,0.0034495622145316934,1.489076532808286e-07,3.412151909586675e-10,0.009552061682517963,6.0302647785576e-11,2.519442538592671e-06,6.877731576650786e-11,0.0008278402075282883,5.725880282370367e-06,2.3389924158514427e-05,5.124936228666484e-07,1.9033921723233883e-05,0.0006358070978259215,2.1658380971270683e-05,3.335064933624064e-10,2.18958894258249e-05,1.3916413692305208e-06,3.810853053973009e-08,1.473062921990104e-08,4.4728237785020356e-08
6.855188962906224e-06,0.8979548799255325,0.002200302389927348,0.0008389238564404822,0.000948764928088391,0.08878983556529671,0.0,0.0,0.0021989841904277844,7.425080647707647e-05,0.07442946266428027,0.00427044487003025,0.0002340455413072916,1.7678645296504348e-09,3.54092650983356e-07,8.987365570838677e-06,0.00495533535810977,0.006094043579117348,0.0002938474626453061,1.1764457005007365e-05,0.0061235246724728794,9.813029973809663e-08,2.4325471058226525e-06,7.119512508359296e-05,1.0758748945703519e-06,0.03147393305451984,1.3152185258216437e-06,0.00035155411108070276,7.869726191180292e-05,8.873718211299786e-07,2.4006379355837683e-06,5.077076184937626e-09,4.420091190575455e-07,2.5470558572292495e-06,3.76,0.0,0.046963569949833396,0.8967352529549635,0.06279045555118272,0.004074449699353533,0.3363310742021391,0.49221998225144215,2.27350762972971e-07,6.440150084889085e-10,0.0016392045592858498,0.00046292719514739143,0.002402922315068659,5.666327481762339e-05,7.432262348264861e-06,0.03751296759262017,0.0425518238103226,0.02817178129293729,0.0004083994074832928,0.008798721059640994,1.96182156131852e-05,6.246622372080481e-06,1.4154155748517873e-05,8.651031375662037e-06,0.00038633605857655754,8.374241797012125e-05,0.015306226920353279,0.00015324526972839783,0.011028171354653287,1.6158605016012771e-09,0.014748697052966704,0.0012418803033207918,1.4069642986466637e-07,0.00019593152625973698,1.9605052493145463e-08,5.972716882012454e-08,1.852257056934928e-12,1.3210770902622275e-08,1.0135738322687948e-08,4.987244870671511e-07,3.328770908617775e-13,3.244805518279696e-07,1.018049908283777e-11,1.7748021066674579e-09,5.6391641184159395e-12,3.146635692030132e-07,4.986736264368835e-07,5.498100661179645e-05,1.4138300976762385e-08,0.00012384550284674968,0.0034778468523278066,1.4997277570050193e-07,3.3647317968874127e-10,0.009650263224676861,6.069631860229431e-11,2.50990289076719e-06,6.844589537778857e-11,0.0008344377778800868,5.639477304681825e-06,2.3306167585602805e-05,5.119628996916898e-07,1.9028923070968194e-05,0.0006381069368318949,2.1929258610996177e-05,3.3307100921377493e-10,2.1853956319407245e-05,1.401009866539646e-06,3.836218221830895e-08,1.4515270366615958e-08,4.406539996531469e-08
6.909019368458125e-06,0.8981990589336526,0.0021653092171903055,0.000826655687530219,0.0009338750289587572,0.08907181238000333,0.0,0.0,0.002195587460806629,7.435091165181237e-05,0.07516069370509389,0.004310950204922146,0.00023151954885570212,1.7061584248983194e-09,3.4705968890382377e-07,8.872509814462587e-06,0.004949535095911747,0.006119018727283106,0.00029295243921319313,1.170195136012886e-05,0.006166788077345488,9.86880511331473e-08,2.391885190318055e-06,7.165352094873542e-05,1.0727083048636299e-06,0.03166356712258791,1.3063411013940486e-06,0.00035502204841385374,7.998872657328016e-05,8.87430292816361e-07,2.3733458128350664e-06,5.018686253671441e-09,4.366775378463034e-07,2.57387694950811e-06,3.76,0.0,0.04606908556046035,0.8960571105160634,0.06315410525125931,0.0041288001027673755,0.3362925739497226,0.49335074614485297,2.2732471442779836e-07,6.439008000244698e-10,0.0016379648011094563,0.00045615064298685923,0.002363405298189097,5.510759010846072e-05,7.27983270239246e-06,0.037579707793695974,0.04248500734238963,0.028166645937648168,0.0004023701316735395,0.008826792455342907,1.9298638365401424e-05,6.293967231714821e-06,1.3923905541127936e-05,8.514229929047253e-06,0.0003808016645101546,8.244312273923013e-05,0.015414359043474367,0.00015086680935727165,0.011106803487677435,1.569981259849983e-09,0.01490482862971991,0.001264260302220342,1.4151272456879645e-07,0.00019272374160610886,1.926408296750369e-08,5.873877765254354e-08,1.8216161816428596e-12,1.2791582890783849e-08,9.863225449935027e-09,4.979886034484709e-07,3.2737191115019885e-13,3.2001378210736733e-07,1.0039250733742045e-11,1.7461911910395337e-09,5.5612878885595865e-12,3.180499769128668e-07,4.978942405861458e-07,5.5979466585354406e-05,1.408662033522372e-08,0.0001224319668994077,0.0035054535280614326,1.5100856043030011e-07,3.31884405888309e-10,0.00974744251273644,6.107553953171537e-11,2.5005336233084404e-06,6.812075498166936e-11,0.0008409535173432625,5.556204675793175e-06,2.3222608992298846e-05,5.114392104385022e-07,1.9023806818494414e-05,0.0006401285903529382,2.219763055730074e-05,3.3263908156485443e-10,2.1809185733222948e-05,1.4101852818561571e-06,3.861062500976221e-08,1.4306934702477306e-08,4.3424117593983456e-08
6.9628497740100255e-06,0.8984392085582023,0.0021315381752662205,0.0008147872358245956,0.0009195191085436559,0.08934691242108449,0.0,0.0,0.002191874494173671,7.442309662430134e-05,0.0758838926861995,0.004350921323687697,0.00022905754240135933,1.6476993773712723e-09,3.4029007004767274e-07,8.761082552226732e-06,0.004943296750846455,0.0061432172400092975,0.000292029386182547,1.1640219553293764e-05,0.006209481062542304,9.924802068965985e-08,2.352458673008459e-06,7.210126708307575e-05,1.069324339801545e-06,0.03184898767109038,1.2977231819415288e-06,0.0003584572315155722,8.126942926856478e-05,8.873372256786118e-07,2.346778414817403e-06,4.9618276621280184e-09,4.3151232625105045e-07,2.6003544516608417e-06,3.76,0.0,0.045194496175625966,0.8953886492162164,0.06351205715054319,0.0041829313585356655,0.33625185969236615,0.49446494757608644,2.272971726625319e-07,6.437843791157799e-10,0.00163674274429135,0.00044960323696455624,0.0023251422527057635,5.361507230001869e-05,7.133542839299868e-06,0.03764435466029623,0.04241612540280461,0.02815970561280661,0.00039654472179390614,0.008853557906067205,1.899010934791045e-05,6.340636092056703e-06,1.3701643857673784e-05,8.382058463996106e-06,0.0003754360802245915,8.118427873462147e-05,0.015520202019367114,0.00014855910902146225,0.011184078447567634,1.5260097321287535e-09,0.015059529831048754,0.0012866411983610882,1.4231112829437166e-07,0.00018962368602771072,1.8934835981995588e-08,5.7780741442371374e-08,1.7919165454127673e-12,1.239193579781272e-08,9.602465203722132e-09,4.971473496777183e-07,3.220358689356222e-13,3.156830868044112e-07,9.902310445939552e-12,1.7185544254209758e-09,5.485794665953993e-12,3.21404923530235e-07,4.9709060603483e-07,5.6974184508878486e-05,1.4033038703970682e-08,0.00012101528722866138,0.003532397707899376,1.5201574219290905e-07,3.2744485741298146e-10,0.009843622107381279,6.144074340613245e-11,2.491336478096819e-06,6.780187973295016e-11,0.0008473912240215441,5.475948824585994e-06,2.3139537673980388e-05,5.109238804867896e-07,1.9018610696285896e-05,0.0006418835065166443,2.2463591622170753e-05,3.3221119528476275e-10,2.1761726445727822e-05,1.419173295813484e-06,3.885401240742339e-08,1.4105430105204607e-08,4.280380811190163e-08
7.016680179561926e-06,0.898675444745616,0.0020989487788816027,0.0008033075783077777,0.0009056777188967893,0.08961540490379051,0.0,0.0,0.0021878647557991714,7.446859073461764e-05,0.07659929121030203,0.004390374499523074,0.0002266592404392869,1.5923073937485094e-09,3.3377517477104295e-07,8.653025241992785e-06,0.004936650835641858,0.0061666642911478,0.0002910825888284353,1.1579372562949128e-05,0.006251622858267733,9.981004943168465e-08,2.314247461747688e-06,7.253870738202937e-05,1.0657388257152087e-06,0.0320303341676342,1.2893640259314876e-06,0.0003618603680067582,8.253912058465851e-05,8.871030758073733e-07,2.320927913894198e-06,4.906478740879615e-09,4.265096484506482e-07,2.626497093702906e-06,3.76,0.0,0.04433922104456049,0.894729543005539,0.06386451065981863,0.004236840709537622,0.33620885693556957,0.49556298199389515,2.2726808714819362e-07,6.436654956072853e-10,0.0016355377926808466,0.00044327780419189814,0.002288103893462067,5.2182802465069853e-05,6.993123138928379e-06,0.037707006179185876,0.04234529650004498,0.028151036212913535,0.00039091681435075973,0.008879060387621726,1.869225281422954e-05,6.386650817373343e-06,1.3487098671139557e-05,8.254374820714098e-06,0.0003702354817548356,7.996484156717434e-05,0.015623826481545483,0.0001463207862629834,0.011260034225875735,1.4838549458535656e-09,0.015212838147031046,0.0013090218066545045,1.4309224559392466e-07,0.00018662812964804993,1.861693229219819e-08,5.68523698228185e-08,1.7631367055331923e-12,1.2010921970390844e-08,9.352956314548288e-09,4.962074732977089e-07,3.1686510641572157e-13,3.1148569201722117e-07,9.769591543935642e-12,1.6918599902968993e-09,5.41263538190495e-12,3.2472922968153656e-07,4.96264113570792e-07,5.796500055161562e-05,1.3977705089627024e-08,0.0001195974114048299,0.003558694614902345,1.5299504001258168e-07,3.231504580749642e-10,0.009938824269058523,6.179235646862998e-11,2.482312598803049e-06,6.748924045407452e-11,0.0008537545076330852,5.398598988375754e-06,2.305721399313709e-05,5.104180554519052e-07,1.901336860622262e-05,0.0006433830377248948,2.272723568668312e-05,3.3178777145248686e-10,2.171172037490483e-05,1.427979438021733e-06,3.909249375624984e-08,1.3910562763805188e-08,4.22038827247255e-08
7.070510585113827e-06,0.8989078794897548,0.002067501175031119,0.0007922057094133094,0.000892331916296602,0.08987754748144082,0.0,0.0,0.0021835769598550054,7.448860440014787e-05,0.07730711702507326,0.004429325680213965,0.00022432418074011442,1.539811417689363e-09,3.275064202117819e-07,8.548274394996191e-06,0.004929626554004445,0.006189384184098138,0.00029011606452605365,1.1519508032965559e-05,0.006293232011463935,1.0037397764061632e-07,2.2772293783876243e-06,7.296617487764147e-05,1.06196694330932e-06,0.032207741655599455,1.281262128985242e-06,0.0003652321526792735,8.379757305788834e-05,8.867378184784573e-07,2.295785036165676e-06,4.852615406988987e-09,4.216655693217773e-07,2.652313550986725e-06,3.76,0.0,0.04350270228196583,0.8940794761262669,0.06421165811362547,0.004290525714991916,0.336163494706712,0.49664523313363035,2.2723740974102443e-07,6.435439114658994e-10,0.0016343493689422485,0.00043716724274616255,0.0022522601500609817,5.08079911626329e-05,6.8583146729124865e-06,0.03776775499536017,0.04227263207329036,0.02814071111758053,0.0003854801042381682,0.008903341601220584,1.8404699715680716e-05,6.4320326383900735e-06,1.3280002785938147e-05,8.131037683627353e-06,0.0003651959087209296,7.878374841128556e-05,0.015725301365869804,0.000144150372221915,0.011334707840558619,1.4434301947849444e-09,0.01536479022470641,0.0013314010426830952,1.4385666018812967e-07,0.0001837338522827126,1.8309996793620266e-08,5.595294593496884e-08,1.735254402883087e-12,1.1647662658707717e-08,9.114210203683328e-09,4.951754658396108e-07,3.1185561975203353e-13,3.074186756727909e-07,9.64100248948504e-12,1.6660764680020247e-09,5.341758423834225e-12,3.2802369862769055e-07,4.954160710335258e-07,5.8951766541525924e-05,1.3920761058125126e-08,0.00011818014780418833,0.003584359215440574,1.5394715698012494e-07,3.189970918980384e-10,0.010033070913990326,6.213079776057384e-11,2.473462594311053e-06,6.718279538556205e-11,0.0008600467966657202,5.324047314280246e-06,2.2975871114863125e-05,5.099227180186523e-07,1.900811094143365e-05,0.000644638406277588,2.298865543586121e-05,3.3136917330760693e-10,2.16593028745602e-05,1.4366090855922308e-06,3.9326214222692605e-08,1.3722138249977678e-08,4.16237498352225e-08
7.124340990665728e-06,0.899136620956303,0.002037156226383492,0.0007814705940981536,0.0008794632773819756,0.09013358668959859,0.0,0.0,0.0021790290804687717,7.448432659224474e-05,0.07800759370042575,0.004467790469869787,0.0002220517425328177,1.4900491373258249e-09,3.2147529982894634e-07,8.446762407714857e-06,0.004922251834886354,0.006211400374337109,0.00028913357112709344,1.1460711197389479e-05,0.006334326398673185,1.0093964628003448e-07,2.2413805123119185e-06,7.33839918542669e-05,1.0580232326561433e-06,0.032381340793101,1.273415315059355e-06,0.00036857326704823294,8.50445803436626e-05,8.862509573701002e-07,2.2713392684589795e-06,4.800211534969955e-09,4.169760803733298e-07,2.677812422400882e-06,3.76,0.0,0.04268440380922614,0.8934381430043642,0.064553684934704,0.004343984236198096,0.33611570571215305,0.49771207336149087,2.2720509478900942e-07,6.434194009209247e-10,0.0016331769143570912,0.00043126454090589787,0.0022175803631810462,4.948797461683975e-05,6.728868999700186e-06,0.037826688704308165,0.042198236934481645,0.028128801248466364,0.0003802283624304718,0.00892644198364183,1.8127088390364927e-05,6.4768021515083225e-06,1.3080094340737223e-05,8.01190707023893e-06,0.0003603132972445413,7.763992478411045e-05,0.01582469386293003,0.00014204632808623746,0.011408135328088907,1.4046528893274103e-09,0.015515421835651988,0.001353777914996467,1.4460493533573744e-07,0.0001809376550310341,1.8013659553694068e-08,5.508173270242161e-08,1.7082467559715278e-12,1.1301309251185148e-08,8.885752088992494e-09,4.940575643747211e-07,3.070032938519285e-13,3.0347899697859074e-07,9.516447835801381e-12,1.6411729298902861e-09,5.27311014820202e-12,3.31289115407811e-07,4.945477084990134e-07,5.9934345423072414e-05,1.3862341002043455e-08,0.00011676517259168737,0.00360940620841603,1.548727800982037e-07,3.1498062430680127e-10,0.010126383576943536,6.245647864080942e-11,2.464786597052208e-06,6.688249178399766e-11,0.0008662713456626066,5.252188934949964e-06,2.2895716717873815e-05,5.094387032131996e-07,1.900286488477557e-05,0.0006456606740459261,2.324794212706755e-05,3.3095571168476076e-10,2.1604603024865057e-05,1.4450674625295784e-06,3.955531478623734e-08,1.3539962382296557e-08,4.106281784546441e-08
7.178171396217628e-06,0.8993617736063384,0.0020078755811896347,0.0007710912146658506,0.0008670539107034748,0.0903837583829404,0.0,0.0,0.002174238364362111,7.445692265687528e-05,0.07870094035745129,0.004505784114235504,0.00021984116687813699,1.442866750614624e-09,3.156734165912848e-07,8.348418319627858e-06,0.004914553367652859,0.00623273549273782,0.00028813861577102755,1.1403055775669354e-05,0.0063749232402617075,1.0150689818245457e-07,2.206675537557862e-06,7.379246999829507e-05,1.0539216009003943e-06,0.03255125790507531,1.2658208203209435e-06,0.0003718843790050541,8.627995638944808e-05,8.856515350730398e-07,2.2475790460814535e-06,4.749239293862926e-09,4.124371230309424e-07,2.7030022113638962e-06,3.76,0.0,0.041883810341563715,0.8928052481140374,0.06489076980681506,0.00439721442264526,0.336065426453028,0.49876386401633593,2.27171099210308e-07,6.432917504794053e-10,0.001632019888576828,0.0004255627936618591,0.002184033461460361,4.822021068954684e-05,6.604547949865852e-06,0.03788389013054503,0.0421222096844651,0.028115375127156162,0.0003751554511952084,0.008948400721099491,1.7859065119122513e-05,6.520979320638216e-06,1.2887117211755344e-05,7.896844750743354e-06,0.0003555835092812468,7.653229052582678e-05,0.01592206938264852,0.0001400070598676486,0.01148035174060269,1.3674444041697792e-09,0.015664767851301782,0.0013761515179734518,1.4533761427342166e-07,0.00017823637036790184,1.7727556664209173e-08,5.4237978397618724e-08,1.6820904323641741e-12,1.0971043980019934e-08,8.667121685573495e-09,4.928597539856921e-07,3.0230393298267856e-13,2.9966352271347813e-07,9.395829081128762e-12,1.6171190058137601e-09,5.2066353391460925e-12,3.345262461664728e-07,4.936601831607819e-07,6.091261073064579e-05,1.3802572408149612e-08,0.00011535403652972808,0.003633850016950696,1.557725802484787e-07,3.1109692099134316e-10,0.010218783380113238,6.276980227911347e-11,2.4562843164716232e-06,6.658826735774305e-11,0.0008724312425561096,5.1829220222332335e-06,2.2816934670220313e-05,5.089667128337727e-07,1.8997654686342442e-05,0.0006464607159263167,2.350518538929777e-05,3.3054765007094685e-10,2.1547743915903066e-05,1.4533596398750343e-06,3.9779932252706696e-08,1.3363842053983594e-08,4.052049770955228e-08
7.232001801769529e-06,0.899583438318501,0.0019796217310168343,0.0007610566118794707,0.0008550864642383689,0.09062828816356465,0.0,0.0,0.0021692213448461354,7.440753245332673e-05,0.07938737144435513,0.0045433214892231,0.00021769157533386364,1.3981186989358993e-09,3.100925106895368e-07,8.253168493564542e-06,0.004906556637917882,0.006253411369449265,0.00028713446403265424,1.134660483398766e-05,0.006415039115754955,1.0207557902748531e-07,2.173087997780236e-06,7.419191057655247e-05,1.0496753315308466e-06,0.03271761504661672,1.258475370050385e-06,0.0003751661425601283,8.750353461354218e-05,8.84948144777033e-07,2.224491922761285e-06,4.699669449008367e-09,4.0804460944509843e-07,2.7278913093771235e-06,3.76,0.0,0.04110042642017878,0.8921805058190213,0.06522308485404395,0.0044502146984927654,0.3360125973044516,0.4998009557478953,2.271353825470028e-07,6.431607588885145e-10,0.0016308777693330096,0.0004200552167588387,0.0021515881203090334,4.700227472447421e-05,6.485123379299638e-06,0.037939437592705474,0.042044643104359763,0.02810049893372673,0.00037025533706293567,0.008969255766315933,1.760028458200546e-05,6.564583481321549e-06,1.2700821346984532e-05,7.785714609600385e-06,0.00035100235866243867,7.545976504986932e-05,0.016017491529864838,0.00013803093163026426,0.011551391147448105,1.3317299214193513e-09,0.01581286222515913,0.0013985210252148122,1.4605522067294682e-07,0.00017562687087202696,1.745133098109306e-08,5.3420921622296575e-08,1.6567618035721721e-12,1.0656080881573016e-08,8.457874057013857e-09,4.915877710374313e-07,2.977532887336833e-13,2.959690515941224e-07,9.279045438290333e-12,1.5938849418208123e-09,5.142277628083087e-12,3.377358376447405e-07,4.927545839207831e-07,6.188644607808662e-05,1.3741576113340965e-08,0.00011394817159370218,0.0036577047822430857,1.566472122288286e-07,3.0734186465682373e-10,0.0103102910075344,6.307116329983098e-11,2.447955087935462e-06,6.630005158464932e-11,0.00087852941598492,5.1161478201723545e-06,2.273968665886604e-05,5.085073288956013e-07,1.899250192096508e-05,0.0006470491968134218,2.3760473050917238e-05,3.301452093156365e-10,2.1488842923251135e-05,1.4614905365047258e-06,4.0000199282923015e-08,1.3193585956936199e-08,3.999620525877151e-08
7.28583220732143e-06,0.8998017125093982,0.0019523580575280383,0.0007513559208512648,0.0008435441293743355,0.09086739179973091,0.0,0.0,0.002163993856971499,7.43372687861709e-05,0.08006709655506453,0.004580417092331762,0.00021560198700733198,1.3556673716329013e-09,3.047244825342257e-07,8.160937222987484e-06,0.004898285963838791,0.006273449058138512,0.0002861241493171822,1.1291411610746783e-05,0.006454689980064561,1.026455381376005e-07,2.1405905617172512e-06,7.45826046386342e-05,1.0452970953308935e-06,0.032880530075899785,1.2513752489736375e-06,0.00037841919766511703,8.871516709193841e-05,8.841489429223817e-07,2.2020647241056064e-06,4.651471637967907e-09,4.0379444100294175e-07,2.7524879819166504e-06,3.76,0.0,0.04033377548825497,0.8915636401940968,0.0655507958249299,0.004502983749426754,0.3359571625624047,0.5008236888504082,2.2709790699695904e-07,6.430262370489714e-10,0.001629750052111253,0.00041473515850297524,0.002120212903944966,4.583185535187021e-05,6.370376886645227e-06,0.03799340515553051,0.04196562452328137,0.028084236565771536,0.0003655221017657964,0.00898904385833392,1.735041022776328e-05,6.607633346853987e-06,1.252096303748721e-05,7.678382949376831e-06,0.00034656563412031617,7.442127192750272e-05,0.016111022089764445,0.00013611627729189445,0.011621286640567982,1.2974382771838638e-09,0.01595973798113046,0.0014208856834325547,1.4675825909485007e-07,0.00017310607671656923,1.7184632755931913e-08,5.2629795708324076e-08,1.6322370812657799e-12,1.0355665912202508e-08,8.257580048762688e-09,4.902471071394336e-07,2.933470844408077e-13,2.923923354250687e-07,9.16599452390123e-12,1.5714416518955075e-09,5.079979862125745e-12,3.409186168172042e-07,4.918319357029726e-07,6.285574466459189e-05,1.36794665654361e-08,0.00011254889738004989,0.00368098435932686,1.5749731482128574e-07,3.037113692664848e-10,0.010400926684481986,6.336094756838004e-11,2.4397979174245353e-06,6.601776691259336e-11,0.0008845686425417688,5.051770659924512e-06,2.2664113765562673e-05,5.080610256233558e-07,1.8987425726916464e-05,0.0006474365518384112,2.401389099352161e-05,3.297485718736091e-10,2.1428011974922724e-05,1.4694649204932424e-06,4.021624443431144e-08,1.302900510510512e-08,3.948936297422294e-08
7.3396626128733305e-06,0.900016690252134,0.0019260488695017682,0.0007419784021644004,0.0008324106418249033,0.0911012756341846,0.0,0.0,0.002158571053646386,7.424721610657329e-05,0.08074032028643403,0.004617085036639329,0.00021357133408899865,1.3153827919405348e-09,2.9956141130003326e-07,8.071647279861013e-06,0.004889764532681533,0.006292868860419257,0.00028511048242124264,1.1237520305256327e-05,0.006493891180407766,1.0321662911370919e-07,2.109155249957126e-06,7.4964833238857e-05,1.0407989632851858e-06,0.03304011673516629,1.2445163654342993e-06,0.00038164417010588255,8.991472375538197e-05,8.832616625496005e-07,2.1802836857060334e-06,4.604614620214895e-09,3.996825247343138e-07,2.7768003564552915e-06,3.76,0.0,0.039583399009615,0.8909543848300321,0.06587406227992944,0.00455552050989537,0.3358990704623095,0.5018323935908456,2.270586374263484e-07,6.428880078312857e-10,0.0016286362497948854,0.0004095961095569602,0.002089876391891961,4.470675024681783e-05,6.260099539128674e-06,0.038045862869095934,0.04188523616360047,0.02806664969767887,0.0003609499513424996,0.009007800544644602,1.7109114543430244e-05,6.650147016137255e-06,1.234730511181133e-05,7.574718742269249e-06,0.00034226911955424863,7.34157428687665e-05,0.01620272102208414,0.0001342614111114109,0.011690070343196891,1.2645018111741288e-09,0.01610542720726235,0.0014432448068028541,1.4744721550236025e-07,0.000170670962039283,1.6927120120462486e-08,5.1863832553386754e-08,1.6084924347165636e-12,1.0069076569043092e-08,8.065826269253296e-09,4.888430136993341e-07,2.8908103602556046e-13,2.8893009730467385e-07,9.056572964624301e-12,1.5497607562902615e-09,5.019684423528145e-12,3.4407529065845483e-07,4.908932035033378e-07,6.382040879720736e-05,1.3616352085659419e-08,0.00011115742729552804,0.0037037023144880304,1.5832351094782233e-07,3.0020139253562285e-10,0.010490710161352714,6.363953188526335e-11,2.431811522260419e-06,6.574132982133384e-11,0.0008905515539071331,4.9896979598375756e-06,2.2590337984452527e-05,5.076281806270712e-07,1.898244302647442e-05,0.0006476329696246633,2.4265523029697852e-05,3.293578857180036e-10,2.1365357809201264e-05,1.4772874109565879e-06,4.0428192217888914e-08,1.286991335356324e-08,3.899940154010618e-08
7.393493018425231e-06,0.9002284623925868,0.0019006594311600257,0.0007329134686653253,0.0008216702798915453,0.09133013698137434,0.0,0.0,0.0021529674225486714,7.413842945996527e-05,0.08140724213020697,0.004653339047075508,0.00021159847596292873,1.2771422961002784e-09,2.945955695406679e-07,7.985220405220429e-06,0.004881014437484883,0.006311690350312338,0.0002840960611857498,1.1184966828230014e-05,0.006532657473740377,1.037887103312945e-07,2.0787536357622614e-06,7.533886767395102e-05,1.036192420558966e-06,0.03319648473838547,1.2378943097719226e-06,0.0003848416714575705,9.11020915985015e-05,8.822936271800437e-07,2.15913457701788e-06,4.559066496249037e-09,3.9570478778971283e-07,2.8008364124166846e-06,3.76,0.0,0.038848855628733366,0.8903524826248598,0.0661930377808796,0.0046078241507245595,0.33583827317290277,0.5028273905309952,2.270175413655627e-07,6.42745905858974e-10,0.0016275358922835873,0.00040463171093152466,0.0020605472911267553,4.36248618591595e-05,6.154091585935587e-06,0.03809687699570586,0.04180355546488211,0.028047797839974437,0.0003565332235977928,0.009025560205243201,1.6876079252264364e-05,6.692141983012545e-06,1.217961708193637e-05,7.474593839622008e-06,0.00033810861178401125,7.244212115797429e-05,0.016292646463095754,0.00013246463697030205,0.01175777342139361,1.2328562137076616e-09,0.016249961054218495,0.0014655977717509372,1.481225577828578e-07,0.00016831856030097937,1.6678459490786483e-08,5.112226601125971e-08,1.585504096614819e-12,9.795622034755374e-09,7.882215409062017e-09,4.873805069751935e-07,2.849508712060996e-13,2.8557904896100185e-07,8.950676932354554e-12,1.5288146090205893e-09,4.961333524750961e-12,3.4720654602349565e-07,4.89939296190289e-07,6.478034943002668e-05,1.3552335115626425e-08,0.00010977487451935421,0.003725871924118633,1.5912640788057573e-07,2.968079470152019e-10,0.010579660701552631,6.39072838065827e-11,2.423994368125351e-06,6.547065179222917e-11,0.0008964806438318146,4.929840212097771e-06,2.2518463677634367e-05,5.072090854291668e-07,1.8977568729249304e-05,0.000647648378320682,2.4515450802564896e-05,3.2897326800666837e-10,2.1300982222959416e-05,1.4849624803035703e-06,4.0636163164442516e-08,1.2716127877270287e-08,3.8525761360663886e-08
