Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59)
1.923522042213241e-18,0.5319248006298811,1.1153935276974463e-25,1.0581177530743253e-29,3.6615361776500516e-38,3.428183766663007e-37,0.0,0.0,2.6347586005873466e-20,3.875257003086939e-36,4.4673284225208915e-73,2.4749821778427688e-88,1.4049197012428391e-65,4.991127012291146e-89,1.5042480181096234e-81,5.538866067483492e-77,3.005506223543334e-79,3.84089951030768e-66,1.442090763615579e-63,1.6590268816976227e-62,1.5451190998660045e-36,2.3527798139578785e-55,6.625564285769712e-89,7.552917859667228e-119,8.737804066113129e-89,1.7764328244049882e-76,5.676621193878244e-55,2.8805717619207676e-86,1.9093001039481104e-138,4.496387210541833e-107,3.9122436719083315e-87,1.92780418504771e-83,1.2534885533464135e-66,9.132980981863925e-109,3.76,0.0,0.71612800264279,0.9999999999996777,1.056951953852744e-49,1.4298391398569301e-92,5.89599255523076e-17,5.89599255523076e-17,3.082644495874975e-36,4.24173494041933e-41,3.2227998807247897e-13,1.3883470995639568e-39,1.3356040779501465e-41,2.6347697545157428e-20,5.37167822998727e-32,2.710108082344521e-43,7.554233281105674e-33
3.848715259093914e-18,0.5319248006298811,2.2317562043608945e-25,2.1171548164367316e-29,1.465568741811386e-37,1.3721669615206585e-36,0.0,0.0,5.271806305084382e-20,1.5511127223561192e-35,7.155270011959158e-72,7.929466806706004e-87,2.249867999390775e-64,7.99509699161838e-88,2.408756947027718e-80,8.872499149927597e-76,9.628401640557388e-78,6.152103554740076e-65,1.1545495760772496e-62,1.3282302646908233e-61,6.184503096049281e-36,1.8836544419714162e-54,2.1227301534609736e-87,9.68289201382361e-117,2.7992312649416453e-87,2.849489319343316e-75,4.545893470960983e-54,9.231612238822486e-85,4.897398469921384e-136,2.8820599261668306e-105,1.2533208417317068e-85,6.175889050214201e-82,2.0077575136026477e-65,5.854138215200623e-107,3.76,0.0,0.7161280026427899,0.9999999999993552,8.462042604051087e-49,9.161394501131477e-91,1.1797107606165458e-16,1.1797107606165458e-16,1.2338611582900687e-35,1.697799404103884e-40,6.448399738505732e-13,5.557006535097472e-39,5.345897021794475e-41,5.2718286226188816e-20,2.150071191726684e-31,2.1697343275958393e-42,3.0236620024450295e-32
7.699101692855258e-18,0.5319248006298812,4.464481810444347e-25,4.235228965035092e-29,5.864184334132522e-37,5.490455531490083e-36,0.0,0.0,1.0545901714077059e-19,6.20647130730749e-35,1.1458610276998118e-70,2.538954278637216e-85,3.6013868155561017e-63,1.2799595678887355e-86,3.8555805363028714e-79,1.4204254862713273e-74,3.082814656147692e-76,9.848700196488478e-64,9.239907317374864e-62,1.0629878879884947e-60,2.4746068072528954e-35,1.5074960345423784e-53,6.796818714643624e-86,1.2403811411985407e-114,8.962560958007619e-86,4.575797824949797e-74,3.638554281103349e-53,2.9563230171689342e-83,1.2549630311244382e-133,1.845918663943186e-103,4.0128726507369577e-84,1.977391677667513e-80,3.214153678085124e-64,3.74954464917086e-105,3.76,0.0,0.7161280026427898,0.99999999999871,6.772206275226401e-48,5.866630270898831e-89,2.359933770803485e-16,2.359933770803485e-16,4.937051808539331e-35,6.793409101813403e-40,1.2899599385517198e-12,2.2235264475642225e-38,2.1390551643088964e-40,1.0545946358784951e-19,8.60308536419617e-31,1.7364468886080817e-41,1.209858651186992e-31
1.539987456037795e-17,0.5319248006298811,8.929934033637484e-25,8.471377349726024e-29,2.34605588661174e-36,2.1965400137726432e-35,0.0,0.0,2.1094092532056833e-19,2.482992664063118e-34,1.8355168958084502e-69,8.127094493107933e-84,5.763497651565024e-62,2.0485309353709258e-85,6.170186449575166e-78,2.2733415117258715e-73,9.867769558064561e-75,1.576218913671991e-62,7.393332594462947e-61,8.505518153255402e-60,9.90003859619408e-35,1.2062258688706663e-52,2.1756353912506797e-84,1.5883095873846381e-112,2.8688253415303643e-84,7.369308955958242e-73,2.911579406189452e-52,9.463766524389916e-82,3.214279454674041e-131,1.1818362422684022e-101,1.284478710925927e-82,6.329425400286806e-79,5.144039609812117e-63,2.400640718474524e-103,3.76,0.0,0.7161280026427895,0.9999999999974198,5.418794602301857e-47,3.755711805219313e-87,4.720379791177362e-16,4.720379791177362e-16,1.9751422023576707e-34,2.7178060003703137e-39,2.5801998405338474e-12,8.895553662961006e-38,8.557613688396984e-40,2.1094181830956243e-19,3.441794344850623e-30,1.3894213378408094e-40,4.840222417345116e-31
3.0801420295423324e-17,0.5319248006298811,1.7860842524128673e-24,1.6943674469084896e-28,9.384989708289039e-36,8.786877413742645e-35,0.0,0.0,4.2190474167994064e-19,9.932778996092126e-34,2.942778145053517e-68,2.6010609012389628e-82,9.222619371951308e-61,3.278126691538156e-84,9.873310091171953e-77,3.6378751545393525e-72,3.1581283545913046e-73,2.5222918162133893e-61,5.915232283141815e-60,6.8050606102658965e-59,3.960337734865745e-34,9.650723212371805e-52,6.963078991584384e-83,2.0334343277082632e-110,9.181544989076394e-83,1.1940488529352965e-71,2.3295579533370265e-51,3.02897066756388e-80,8.230570851127223e-129,7.565186818383162e-100,4.110907102231987e-81,2.025699696535519e-77,8.23157852290726e-62,1.53671474171218e-101,3.76,0.0,0.7161280026427891,0.9999999999948394,4.33544833541803e-46,2.403997509873049e-85,9.441271831925115e-16,9.441271831925115e-16,7.901211797710585e-34,1.0872108780239118e-38,5.160679534817443e-12,3.5585110598879874e-37,3.423324198698469e-39,4.219065277465544e-19,1.3768297856914514e-29,1.1116426122803803e-39,1.9362465406520003e-30
6.160451176551408e-17,0.5319248006298812,3.572267568153074e-24,3.38882701077119e-28,3.7541505623511165e-35,3.514895806620341e-34,0.0,0.0,8.438323743977924e-19,3.9732732721574353e-33,4.7267728912331724e-67,8.324020427030993e-81,1.475700954744547e-59,5.245386463312732e-83,1.5798123448586562e-75,5.82102346970113e-71,1.0106718162660164e-71,4.0359401686439675e-60,4.732417843705888e-59,5.444306935329111e-58,1.5841995555190806e-33,7.720945091765418e-51,2.228352682004184e-81,2.6030508754735774e-108,2.938312228714367e-81,1.958019486570229e-70,1.8637641411122868e-50,9.693610840106653e-79,2.107284153917895e-126,4.84217877194569e-98,1.3155823156061618e-79,6.482692773541311e-76,1.3171417844939482e-60,9.836030452211892e-100,3.76,0.0,0.7161280026427881,0.9999999999896784,3.468524981371661e-45,1.5386678434751285e-83,1.8883055913420604e-15,1.8883055913420604e-15,3.160613309003734e-33,4.34902047131608e-38,1.0321638484662035e-11,1.4234623445901042e-36,1.3693855039456422e-38,8.438359465948031e-19,5.507543245747738e-29,8.893563088048858e-39,7.74530132104329e-30
1.2321069470569558e-16,0.5319248006298816,7.144640670201368e-24,6.777746698461306e-28,1.5016923142739567e-34,1.4059883828224685e-33,0.0,0.0,1.687687639829924e-18,1.589341644179727e-32,7.620913174767035e-66,2.663786901030015e-79,2.361187012422983e-58,8.392931662260712e-82,2.527771645244403e-74,9.313976780705717e-70,3.234263017876226e-70,6.45772288708113e-59,3.786035919704519e-58,4.3555489270678285e-57,6.336927147517041e-33,6.17690268244227e-50,7.1309969004566e-80,3.3320686752550346e-106,9.403006512095492e-80,3.28470033008309e-69,1.4910584255499637e-49,3.1021002290084316e-77,5.394977719528233e-124,3.0991413685330028e-96,4.210010681047971e-78,2.0745342897557954e-74,2.107498243025489e-59,6.29550116124059e-98,3.76,0.0,0.7161280026427862,0.9999999999793564,2.7748885005711275e-44,9.847824450314706e-82,3.776662407641153e-15,3.776662407641153e-15,1.2642710321908804e-32,1.7396435787350556e-37,2.064355462946111e-11,5.6939652187477576e-36,5.477654289213975e-38,1.6876947841883593e-18,2.20306211929364e-28,7.115019349633077e-38,3.0981835610553935e-29
2.464230605860586e-16,0.5319248006298818,1.4289412756569525e-23,1.3555588313708474e-27,6.00684266016689e-34,5.624022383671339e-33,0.0,0.0,3.375398170679902e-18,6.357431247904019e-32,1.237884793842662e-64,8.52428089736177e-78,3.7779516038251603e-57,1.3428970042382036e-80,4.044510411162943e-73,1.4902637143350453e-68,1.0349822912263175e-68,1.0332531514032835e-57,3.028883530873772e-57,3.484480489243894e-56,2.534796644324472e-32,4.9415807845370164e-49,2.2819623620148873e-78,4.2651543682188773e-104,3.0090649208335427e-78,5.741292469793387e-68,1.192865585545224e-48,9.926952354929796e-76,1.3811565749633436e-121,1.9834975024452186e-94,1.3472269797562987e-76,6.638625894985776e-73,3.372054327741819e-58,4.029402118111799e-96,3.76,0.0,0.7161280026427824,0.9999999999587126,2.219941388598341e-43,6.302719804771676e-80,7.553376040239318e-15,7.553376040239318e-15,5.057135467580861e-32,6.9586450778632194e-37,4.128737989950123e-11,2.2776092534269906e-35,2.191084668582133e-37,3.375412458963707e-18,8.812338116763449e-28,5.692083030305102e-37,1.2392860309251012e-28
4.928477923467846e-16,0.5319248006298826,2.8579060458392546e-23,2.7111280503735083e-27,2.402759123823509e-33,2.249629709214632e-32,0.0,0.0,6.750819232322717e-18,2.5429854334369625e-31,2.0399028162353077e-63,2.7277971474651446e-76,6.044764458351147e-56,2.148664781496018e-79,6.47133572338009e-72,2.38444461729359e-67,3.3119723805515336e-67,1.653219033238994e-56,2.4231513615982116e-56,2.787600923366477e-55,1.013923814816268e-31,3.9532880739206193e-48,7.302351048589352e-77,5.459468778394373e-102,9.629413279425074e-77,1.074036815164461e-66,9.543000061418557e-48,3.176661813020295e-74,3.5358149509083926e-119,1.2694534499489638e-92,4.311164021657408e-75,2.1243788746921282e-71,5.395332724285802e-57,2.5790797088572184e-94,3.76,0.0,0.7161280026427749,0.9999999999174249,1.7759704367658745e-42,4.0337766232445644e-78,1.5106803305435573e-14,1.5106803305435573e-14,2.0228643917861373e-31,2.783472169293431e-36,8.257500236136847e-11,9.11048332692348e-35,8.764388564413379e-37,6.7508478068673446e-18,3.5249531721444514e-27,4.553693441494485e-36,4.957169335723433e-28
9.856972558682368e-16,0.531924800629884,5.715876997838859e-23,5.42227007224337e-27,9.61113964756768e-33,8.99861623015309e-32,0.0,0.0,1.3501661355379773e-17,1.017196760220228e-30,3.453534052585721e-62,8.729002411147263e-75,9.671656598420154e-55,3.4379113246044747e-78,1.0354419424653116e-70,3.8151319560926787e-66,1.0598358436802378e-65,2.645161643764869e-55,1.9385750940175193e-55,2.2300873400239438e-54,4.055705573460954e-31,3.1626398228060143e-47,2.336765181057251e-75,6.988174040328901e-100,3.0816313701333776e-75,2.215821512796039e-65,7.634430193770064e-47,1.0165377093761022e-72,9.051755554993344e-117,8.124550230871853e-91,1.3795785085742847e-73,6.798042148601667e-70,8.63256928172733e-56,1.6509169529180827e-92,3.76,0.0,0.7161280026427598,0.9999999998348498,1.4207914246781604e-41,2.5816286246999436e-76,3.021365783582776e-14,3.021365783582776e-14,8.091477472254265e-31,1.1133916837537311e-35,1.6515013497240352e-10,3.6442025783559323e-34,3.5057685910743446e-36,1.3501718496086385e-17,1.4099848519067755e-26,3.6429655550607197e-35,1.9828727758291393e-27
1.971396182911141e-15,0.531924800629887,1.1431984548380664e-22,1.0844568451854318e-26,3.8445237156527057e-32,3.5995106761270514e-31,0.0,0.0,2.7003345600579624e-17,4.0687922144544774e-30,6.13263756605742e-61,2.7932940942185975e-73,1.5474677173211471e-53,5.500773194501693e-77,1.6567895338553828e-69,6.1042353661478035e-65,3.391482409456e-64,4.2322675752703217e-54,1.5509395808756547e-54,1.7840724941880879e-53,1.622284292225829e-30,2.5301155799137535e-46,7.477678153077304e-74,8.944918957581336e-98,9.862558084397544e-74,5.1368641944198184e-64,6.1075562028092166e-46,3.252930154593055e-71,2.31725829399044e-114,5.199727551131082e-89,4.41466080951628e-72,2.1753782527267834e-68,1.38121412940472e-54,1.0569689070563987e-90,3.76,0.0,0.7161280026427296,0.9999999996697,1.136652201686174e-40,1.6522461329438648e-74,6.042736689661084e-14,6.042736689661084e-14,3.236594566373409e-30,4.453572274297378e-35,3.302999509448985e-10,1.4576828687999942e-33,1.4023126193072517e-35,2.7003459848171538e-17,5.639946557358683e-26,2.914376756688075e-34,7.931501179398836e-27
2.957095109954045e-15,0.5319248006298899,1.7148257745467662e-22,1.626688116774954e-26,8.169708435866993e-32,7.649050595390094e-31,0.0,0.0,4.050502984486522e-17,8.646186689062507e-30,2.3679642426571877e-60,1.3109930327856877e-72,5.73882879883106e-53,2.097183357079152e-76,6.098248930755809e-69,2.3272422240324268e-64,1.581958679828145e-63,1.6008740684972523e-53,4.434866181397157e-54,5.101334191422093e-53,3.4473554102563386e-30,7.23455194059176e-46,3.509546311106261e-73,5.907748317721568e-97,4.6004768027621674e-73,2.213292693349638e-63,1.8127514540861477e-45,1.556039142408606e-70,1.7784426588244634e-113,2.968398647429365e-88,2.059148020775316e-71,1.0147062508645775e-67,5.22473886890853e-54,6.001300356625624e-90,3.76,0.0,0.7161280026426994,0.9999999995045507,3.2501446802907353e-40,9.238736353090171e-74,9.064107595739266e-14,9.064107595739268e-14,6.8777652354654e-30,9.463844440538906e-35,4.954493176690401e-10,3.097577231030973e-33,2.979920817126565e-35,4.050520117390377e-17,1.1984890884550248e-25,8.333299195850218e-34,1.6854446295783195e-26
3.942794036996949e-15,0.5319248006298929,2.2864696589102444e-22,2.16892082203421e-26,1.3936709448571667e-31,1.3048520498032295e-30,0.0,0.0,5.4006714088236545e-17,1.474938018393691e-29,6.263519793339482e-60,4.0867566374271314e-72,1.4661148464899185e-52,5.642694477707826e-76,1.5466914308292748e-68,6.261625746003472e-64,4.81709326537402e-63,4.1663972898250967e-53,9.354757934766919e-54,1.0760193436853327e-52,5.8807839114376066e-30,1.5259768413281476e-45,1.0940325417349775e-72,2.5903034419671084e-96,1.4007298326369424e-72,6.410894398376854e-63,3.9491076040311157e-45,5.149135761325789e-70,9.097344432261287e-113,1.1070558147090633e-87,6.269289058037482e-71,3.08979908833571e-67,1.3600411454134589e-53,2.3082119876944635e-89,3.76,0.0,0.7161280026426692,0.9999999993394018,6.855552504899755e-40,3.2339738555790814e-73,1.208547850181732e-13,1.2085478501817326e-13,1.1732659401391153e-29,1.6144208101281327e-34,6.605982351460506e-10,5.284103333963427e-33,5.083404076903076e-35,5.400694247328309e-17,2.0444817819153876e-25,1.7577345145088644e-33,2.8751708118740776e-26
5.914191891082757e-15,0.5319248006298988,3.4297963038686073e-22,3.2533895974159426e-26,2.8854694225058177e-31,2.701578466877283e-30,0.0,0.0,8.101008257283352e-17,3.0536724057652066e-29,2.346023245562144e-59,2.013585073303601e-71,5.1986357900270426e-52,2.282350552667891e-75,5.409184639980367e-68,2.532629288946106e-63,2.19519909959704e-62,1.5285697270936853e-52,2.5552794362835325e-53,2.938943143735848e-52,1.217541844568452e-29,4.167916874998747e-45,5.390433442720441e-72,2.5024194819221926e-95,6.380745317002831e-72,2.7613363403519973e-62,1.1458978132293235e-44,3.003313765555212e-69,1.303351662495415e-111,7.578075848913722e-87,2.8556162817410424e-70,1.4080532368526603e-66,4.992745913774437e-53,1.7577641636521312e-88,3.76,0.0,0.7161280026426087,0.999999999009105,1.872489264484508e-39,1.8001724772587523e-72,1.8128220313973127e-13,1.8128220313973135e-13,2.4290981375347657e-29,3.342453765798375e-34,9.90895015748351e-10,1.0940066735195714e-32,1.0524576595317818e-34,8.101042501019306e-17,4.232840633478144e-25,4.800919124050695e-33,5.952677095424324e-26
7.885589745168565e-15,0.5319248006299047,4.573183862972643e-22,4.337863645255741e-26,4.907509502012315e-31,4.594754780081503e-30,0.0,0.0,1.0801345105406851e-16,5.193497511481886e-29,6.1886022708692385e-59,6.318096218271047e-71,1.3133353644402894e-51,6.182385128429602e-75,1.3516804061679773e-67,6.860210364376687e-63,6.594338522172394e-62,3.96285679647307e-52,5.346888023927556e-53,6.1492528301101204e-52,2.0707200052664495e-29,8.720677267808968e-45,1.691380018414809e-71,1.0517040454744998e-94,1.91634088499384e-71,8.003095628363901e-62,2.505336919167857e-44,9.99033889073881e-69,6.555346105382695e-111,2.875996525931074e-86,8.575791246750322e-70,4.2297663581369143e-66,1.2947601350767e-52,6.639020036884935e-88,3.76,0.0,0.7161280026425482,0.9999999986788098,3.9179204976226425e-39,6.153961097578915e-72,2.4170962126128466e-13,2.4170962126128477e-13,4.131259459676198e-29,5.6846388615191114e-34,1.3211901443188745e-09,1.8606189919158448e-32,1.7899603636169206e-34,1.0801390745019401e-16,7.1989540102085445e-25,1.004512993110706e-32,1.0123945707797731e-25
