Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71)
8.957115696594334e-12,0.5857265522227936,3.7036804484963054e-18,4.57046234059154e-22,4.932538606733707e-24,6.084792459457378e-23,0.0,0.0,4.603035874133462e-13,4.8228464813206885e-22,2.019805798092433e-33,9.530960903763487e-41,6.77436013613838e-38,1.0090825102698703e-51,3.319129065071937e-39,1.0085072632441149e-35,8.220127145230313e-42,3.11119344552481e-38,6.230909591683382e-42,5.770876541460372e-41,4.2165357609469193e-22,4.212952968854094e-34,2.9805884938836354e-41,1.7158729780532858e-69,1.8670824740458117e-51,6.242132878834577e-45,2.3648441548340357e-33,3.460196426317287e-51,3.2835535921539468e-83,3.6380022882202826e-65,2.890348927348117e-52,5.6016045204512404e-49,1.0966947691976404e-38,6.817771859814509e-67,3.76,0.0,1.0002538251931063,0.9999977182683323,5.396460028839677e-29,1.3499993251797277e-48,1.2328296822832821e-09,1.2328296822849123e-09,7.840533567901683e-22,1.9175406217269688e-26,2.2817312075414297e-06,2.9538998976710835e-25,3.656670798875015e-27,4.603004858621999e-13,5.250765024400997e-18,9.122192645695375e-23,7.7768614205090505e-19,1.4234839032116193e-11,2.741125879712259e-24
1e-11,0.585726552260462,4.2127532681371045e-18,5.10975432844667e-22,6.2281167019545615e-24,7.68480718654988e-23,0.0,0.0,5.138970656455722e-13,6.011281170240815e-22,2.8138427505121643e-33,1.47570669717021e-40,1.0489703806320434e-37,1.4041560800954033e-51,4.137065217351055e-39,1.403380741364263e-35,1.2729959838054914e-41,4.817521078629274e-38,8.893783909517695e-42,8.030345415801881e-41,5.255565080791449e-22,5.862451025982756e-34,4.615190737251742e-41,3.756995191496561e-69,3.2048554270671716e-51,1.0713650113694724e-44,3.290769375933925e-33,5.962797998791494e-51,8.05366718662194e-83,6.937552431057873e-65,4.960792063487886e-52,9.614324571724476e-49,1.6982596629084284e-38,1.4229646600338342e-66,3.76,0.0,1.0002538250486845,0.9999974562405994,7.583359192832808e-29,2.317288771738275e-48,1.3763690499865771e-09,1.3763690499886093e-09,9.771398441334479e-22,2.3900025711572296e-26,2.5437588868272927e-06,3.681773197412879e-25,4.564766726934995e-27,5.138927962368894e-13,6.544625039462375e-18,1.269384558662731e-22,9.693207128322149e-19,1.589221297710925e-11,3.4165869171547834e-24
1.1633143843770656e-11,0.585726552260462,5.042582032531638e-18,5.9576652301516605e-22,8.598295506423709e-24,1.0613081659145173e-22,0.0,0.0,5.978237673014955e-13,8.135068149617589e-22,4.43776094118014e-33,2.691660639251542e-40,1.9134663719497245e-37,2.210529629082071e-51,5.5987845709327544e-39,2.2093709738408193e-35,2.322569375019731e-41,8.787874173246036e-38,1.4550384089974232e-41,1.2642152847429651e-40,7.11235806926646e-22,9.229247843700595e-34,8.418520460857229e-41,1.0880423303339639e-68,6.744892215840686e-51,2.254480624429994e-44,5.180696308042889e-33,1.2608442981684126e-50,2.670233528561953e-82,1.6868166384466445e-64,1.04387606194325e-51,2.0231373923599332e-48,3.098120905181407e-38,3.898296654628835e-66,3.76,0.0,1.0002538248225221,0.999997047416004,1.2120975812937838e-28,4.876961354137186e-48,1.6011499138794818e-09,1.6011499138822316e-09,1.3221132793034394e-21,3.234276616752191e-26,2.952583398320193e-06,4.982502342537484e-25,6.192365717121516e-27,5.978173309699445e-13,8.856797232855337e-18,1.9983999670123115e-22,1.3117797081521278e-18,1.8487639953764985e-11,4.6236659968627235e-24
1.4309171990946979e-11,0.5857265522981306,6.488410914261086e-18,7.356439592063536e-22,1.343002732517892e-23,1.6586079591063506e-22,0.0,0.0,7.353438870725788e-13,1.2308239487004632e-21,8.282988580968482e-33,6.141975355360004e-40,4.3666648413475414e-37,4.113691829501166e-51,8.471110554739833e-39,4.1117260446026894e-35,5.301957169701156e-41,2.005474358429919e-37,2.87581406536674e-41,2.3526977054692866e-40,1.0760895707493901e-21,1.7175597092440352e-33,1.921081696703737e-40,4.633296808968054e-68,1.877418934206897e-50,6.274056249470553e-44,9.641389408004132e-33,3.525981873325844e-50,1.3347342356845576e-81,5.717095351668544e-64,2.9048502797698036e-51,5.630074971666512e-48,7.071109171683601e-38,1.5454820805958103e-65,3.76,0.0,1.000253824451938,0.999996381484758,2.3118202369294635e-28,1.3574995133227286e-47,1.969470145339007e-09,1.969470145343167e-09,1.999717841572069e-21,4.8931297675765227e-26,3.6185145069667954e-06,7.538348914597273e-25,9.405702168746211e-27,7.353330080498574e-13,1.3400092776381059e-17,3.719045181841459e-22,1.9846980455636107e-18,2.2740440873838157e-11,6.995534677918216e-24
1.6985200138123303e-11,0.5857265523357992,8.041173689839478e-18,8.767668277676036e-22,1.9516082431247522e-23,2.41147372060364e-22,0.0,0.0,8.728639474063902e-13,1.7342360105560966e-21,1.389396535870584e-32,1.2177391253726559e-39,8.658093748872986e-37,6.87992257980872e-51,1.1936155080440023e-38,6.876955139466406e-35,1.0515928547583083e-40,3.976434160562984e-37,5.090672980301629e-41,3.93484532312092e-40,1.516214867546845e-21,2.8725911631253976e-33,3.8088968108781665e-40,1.54078289634078e-67,4.395919312280885e-50,1.4687911453189631e-43,1.612529189465797e-32,8.276183679145912e-50,5.031103067880454e-81,1.5756249514659862e-63,6.799885210294322e-51,1.3179706868973385e-47,1.4022325963184283e-37,4.855579024511355e-65,3.76,0.0,1.0002538240813537,0.9999957204384976,3.960845883168531e-28,3.1785742499305005e-47,2.337790376661859e-09,2.337790376667719e-09,2.816737111738519e-21,6.894040424505614e-26,4.279560629816433e-06,1.062141746881296e-24,1.3304250483026117e-26,8.728475177878755e-13,1.8880627669975322e-17,6.220094119900253e-22,2.7964399335221004e-18,2.69932417923357e-11,9.85673075844825e-24
1.9661228285299625e-11,0.5857265523734678,9.700876955634957e-18,1.0192234163857425e-21,2.69448159250996e-23,3.3310012078758378e-22,0.0,0.0,1.0103839489777995e-12,2.32374296215806e-21,2.1612896714519223e-32,2.1850298972395626e-39,1.5536119896289354e-36,1.0670550399653717e-50,1.5993966144314912e-38,1.0666446101912518e-34,1.8875891505672274e-40,7.135400308992088e-37,8.330120457043931e-41,6.102962617149407e-40,2.031611697302274e-21,4.4554061590261e-33,6.834399201047639e-40,4.319827844058158e-67,9.102338602064877e-50,3.0408181358309858e-43,2.501077018299626e-32,1.71579783208347e-49,1.5729517592337134e-80,3.7528870073698926e-63,1.4076472263249359e-50,2.7284225291372773e-47,2.516520445050457e-37,1.2985168935099753e-64,3.76,0.0,1.0002538237107694,0.9999950642413902,6.2900714230044225e-28,6.581726086864175e-47,2.706110607848036e-09,2.7061106078558865e-09,3.773041278633279e-21,9.236948946162374e-26,4.935757599520558e-06,1.4231685869476109e-24,1.7895525040886962e-26,1.0103608608650038e-12,2.529837793372584e-17,9.647481911829028e-22,3.7470041524147244e-18,3.124604270925763e-11,1.3207253081111568e-23
2.501328457965227e-11,0.5857265524488049,1.3341131344388097e-17,1.3084909174490596e-21,4.618377229779207e-23,5.714427718261863e-22,0.0,0.0,1.2854237785085594e-12,3.761041383195659e-21,4.476186640028608e-32,5.721357983040625e-39,4.0682025103966206e-36,2.1970186725707836e-50,2.588807953384793e-38,2.1963791144293257e-34,4.945987555013691e-40,1.8684739859302323e-36,1.8928043031041137e-40,1.2566294737140186e-39,3.2882199556120144e-21,9.173914530029094e-33,1.789456512966807e-39,2.4892183670609635e-66,3.0347439430356566e-49,1.0134718819872108e-42,5.149991024363372e-32,5.7250641432575434e-49,1.129898478160571e-79,1.6007311552067747e-62,4.690555776142673e-50,9.092241348789278e-47,6.591482081568967e-37,6.885876052913828e-64,3.76,0.0,1.0002538229696012,0.9999937662526075,1.3557049628675188e-27,2.1944102067891473e-46,3.4427510698103684e-09,3.442751069823071e-09,6.102985660373474e-21,1.494852105964606e-25,6.23374610734774e-06,2.3033733713279327e-24,2.91860351420282e-26,1.2853840497362526e-12,4.094542867713332e-17,1.9864994403155725e-21,6.064594710215165e-18,3.97516445383746e-11,2.1376271858323373e-23
3.0365340874004915e-11,0.585726552524142,1.740922685571899e-17,1.6041528168027634e-21,7.185387394241005e-23,8.89766703456507e-22,0.0,0.0,1.5604633809665294e-12,5.5427189131738276e-21,8.054120941492187e-32,1.2423855390621943e-38,8.834182696248174e-36,3.9302731857743567e-50,3.815383334101259e-38,3.929497081239452e-34,1.0747340482233191e-39,4.05750936531501e-36,3.700552645116102e-40,2.24810133419167e-39,4.8459143455297456e-21,1.641210049855893e-32,3.885491249134712e-39,1.0004120490691882e-65,7.999268016640257e-49,2.6705538035084898e-42,9.21357075758473e-32,1.5090168230625056e-48,5.2559733241286536e-79,5.112882966635961e-62,1.2357204078265024e-49,2.395491774778167e-46,1.4317548764595851e-36,2.60192717696575e-63,3.76,0.0,1.000253822228433,0.999992487236957,2.5337584892822946e-27,5.784351926352973e-46,4.1793915312260065e-09,4.179391531244721e-09,8.988514908854672e-21,2.20273691425528e-25,7.512761482687389e-06,3.39443155439523e-24,4.3336247562704563e-26,1.5604025800142406e-12,6.034105326753819e-17,3.5538984822156606e-21,8.937459984722833e-18,4.8257246361189096e-11,3.150258189019524e-23
4.1069453462710205e-11,0.5857265526748161,2.6829152363598617e-17,2.2174854474521886e-21,1.4531597864874022e-22,1.8018757178871824e-21,0.0,0.0,2.1105419254897292e-12,1.0139210138077926e-20,2.015248625683401e-31,4.1568974639938447e-38,2.9557967648166595e-35,9.722508927434582e-50,6.980178727408626e-38,9.722411360754066e-34,3.600753870638841e-39,1.3576427939127485e-35,1.0682451766388434e-39,5.5617429549760965e-39,8.864561519592887e-21,4.060325050766859e-32,1.2997920126874472e-38,9.47482415495728e-65,3.6479225781668104e-48,1.2170373653580605e-41,2.279547608787374e-31,6.876105777120029e-48,6.532733887501899e-78,3.2183697935556244e-61,5.628701574713874e-49,1.0912971201800123e-45,4.793215670744539e-36,2.208077055989639e-62,3.76,0.0,1.0002538207460963,0.9999899850196478,6.805129847453026e-27,2.637965004936282e-45,5.652672452417201e-09,5.652672452451414e-09,1.6422193326665757e-20,4.0284986014656513e-25,1.001497824176867e-05,6.2090374273982416e-24,8.044756591243099e-26,2.1104256858114395e-12,1.103772574255439e-16,8.792570333214911e-21,1.6348975835411837e-17,6.526844998791057e-11,5.762703978244846e-23
5.0172079957768376e-11,0.5857265528029475,3.618665805749071e-17,2.7656265371672035e-21,2.3448135386816676e-22,2.910280653182383e-21,0.0,0.0,2.5783203000050172e-12,1.5131788944469698e-20,3.708775565882935e-31,9.258208434387928e-38,6.58294335322958e-35,1.7723568349318172e-49,1.0418198573662173e-37,1.772621763394078e-33,8.028239019518558e-39,3.023748923804125e-35,2.1795853746064242e-39,1.0139518862502572e-38,1.3229505847997666e-20,7.402331637552566e-32,2.894364678474344e-38,3.953718925966214e-64,9.910891388440495e-48,3.3048399429875095e-41,4.156012659007533e-31,1.866705837810077e-47,3.068644250566322e-77,1.0584066542982285e-60,1.52787166550827e-48,2.9625638785373736e-45,1.068017849420584e-35,8.630223277032617e-62,3.76,0.0,1.0002538194855382,0.9999879143854661,1.32386046578199e-26,7.16721838783943e-45,6.905529783498815e-09,6.905529783549849e-09,2.4482739900830843e-20,6.010958770066959e-25,1.208561195567519e-05,9.265950793773069e-24,1.21529181493827e-25,2.57814297009253e-12,1.6472266918275596e-16,1.603007924885414e-20,2.4399032229709523e-17,7.973453779760942e-11,8.600258974074264e-23
5.927470645282654e-11,0.5857265529310786,4.6782465319736214e-17,3.3418706428228516e-21,3.518671494625282e-22,4.370803028352199e-21,0.0,0.0,3.0460980868168504e-12,2.112052348283075e-20,6.172317921861893e-31,1.8036444549577233e-37,1.2824130841217855e-34,2.922242951081916e-49,1.4542761034322338e-37,2.9231462147294826e-33,1.5656940742570308e-38,5.890716653861009e-35,3.9694074121267977e-39,1.6719227840011655e-38,1.8465379375084202e-20,1.2205867435367512e-31,5.637612638395195e-38,1.3193802366902243e-63,2.277678566777534e-47,7.59123761407224e-41,6.853263526316836e-31,4.2865247230939547e-47,1.1203608262066756e-76,2.852622845650261e-60,3.508164239869556e-48,6.803095504192646e-45,2.0815710418112863e-35,2.7031787493094084e-61,3.76,0.0,1.00025381822498,0.9999858949646944,2.3202074109221053e-26,1.6471941089969213e-44,8.158387112999061e-09,8.158387113070256e-09,3.413637231977573e-20,8.388272532463447e-25,1.4105032259715132e-05,1.293254393462773e-23,1.7165225509441625e-25,3.045846848606382e-12,2.299086943480463e-16,2.6433086066802238e-20,3.405515834502076e-17,9.42006255890775e-11,1.2003972904496496e-22
6.83773329478847e-11,0.58572655305921,5.861683388050811e-17,3.949694118086288e-21,5.009547868033143e-22,6.227152302803192e-21,0.0,0.0,3.5138753098033533e-12,2.810541247309038e-20,9.560883612961155e-31,3.1939026298907526e-37,2.270806274940938e-34,4.485261429527208e-49,1.935405113901697e-37,4.487364242028443e-33,2.7754683296006544e-38,1.0431213120566398e-34,6.658403485402949e-39,2.566382964778884e-38,2.457218210013025e-20,1.8735922395059124e-31,9.98117637745561e-38,3.729335427960155e-63,4.646797217061162e-47,1.5479602402198508e-40,1.0520207890053229e-30,8.738028895330613e-47,3.4194184545392024e-76,6.666741210887935e-60,7.150865724131852e-48,1.3868534631992687e-44,3.6876324135808384e-35,7.217658802575078e-61,3.76,0.0,1.000253816964422,0.9999839254907082,3.772250314924356e-26,3.3606271103792747e-44,9.411244440917942e-09,9.411244441012636e-09,4.537805053773712e-20,1.1160205629586002e-24,1.6074505778032207e-05,1.7208730233011068e-23,2.3108263269123965e-25,3.5135373454692374e-12,3.0593439190189357e-16,4.057573516514595e-20,4.531730680222596e-17,1.0866671336231482e-10,1.5973841593699015e-22
7.747995944294287e-11,0.585726553187341,7.169002349220153e-17,4.592573685328429e-21,6.8522661930598125e-22,8.523047103229517e-21,0.0,0.0,3.981651992258188e-12,3.608645468534611e-20,1.4033912853711322e-30,5.265422577990702e-37,3.743444572219172e-34,6.524731108438476e-49,2.4852253022429175e-37,6.528832954507107e-33,4.5804155642387274e-38,1.7196524614167094e-34,1.0493611627047171e-38,3.7336209075366424e-38,3.154991402241191e-20,2.7257433245282804e-31,1.64515709554599e-37,9.312176565666396e-63,8.674170832714503e-47,2.888158516343296e-40,1.5305751597041772e-30,1.6297909137094351e-46,9.108514519658726e-76,1.402171364113236e-59,1.3336772189219784e-47,2.586830253108696e-44,6.081955294751886e-35,1.7101194945932782e-60,3.76,0.0,1.0002538157038638,0.9999820047281776,5.7946208154351e-26,6.27348417580864e-44,1.0664101767255463e-08,1.0664101767376989e-08,5.820275045245794e-20,1.432652391306159e-24,1.7995267840975086e-05,2.209442318102384e-23,3.0007979829916716e-25,3.981214484212147e-12,3.9279882143235807e-16,5.903211994998584e-20,5.818543035650715e-17,1.2313280111732133e-10,2.0509860946596395e-22
8.658258593800104e-11,0.5857265533154723,8.600229392798932e-17,5.273986436386681e-21,9.08165933393704e-22,1.1302215222988446e-20,0.0,0.0,4.44942815690435e-12,4.506364893869219e-20,1.9755177372301494e-30,8.21111810063429e-37,5.837395127094721e-34,9.103937439865408e-49,3.103754992693439e-37,9.111116820739459e-33,7.150398096356609e-38,2.681655165919908e-34,1.5747142057072248e-38,5.209917642092769e-38,3.939857514120494e-20,3.8035283499770955e-31,2.5650114712446754e-37,2.1108157713624437e-62,1.5111817175986803e-46,5.0291779461311456e-40,2.1358798661213057e-30,2.837021893982762e-46,2.1835936745719015e-75,2.7174929527568487e-59,2.3214365511625865e-47,4.503180177790563e-44,9.488451846496503e-35,3.691890844895382e-60,3.76,0.0,1.0002538144433057,0.999980131472327,8.513888200512357e-26,1.0929788529326869e-43,1.1916959092011626e-08,1.1916959092163314e-08,7.260546385642632e-20,1.7886993345253244e-24,1.986852322368711e-05,2.758953637705328e-23,3.78897075338667e-25,4.448878287794776e-12,4.90501043122237e-16,8.237628293256378e-20,7.265948189378808e-17,1.37598888854097e-10,2.5612026946290477e-22
9.56852124330592e-11,0.5857265534436036,1.0155390498031095e-16,5.997409833514681e-21,1.1732569496933218e-21,1.4608393623659026e-20,0.0,0.0,4.9172038259086545e-12,5.50369940999878e-20,2.6892675389334044e-30,1.2247992603502913e-36,8.706818506470324e-34,1.228613245126431e-48,3.791012420538367e-37,1.2297787673852164e-32,1.0676988271538432e-37,3.999980852648441e-34,2.2714848653014127e-38,7.031546801418872e-38,4.811816545578503e-20,5.133430347235578e-31,3.825285718919694e-37,4.426940493661139e-62,2.491270039255604e-46,8.286824459452899e-40,2.882825126894599e-30,4.6731193262290726e-46,4.808417967754549e-75,4.933484107810238e-59,3.823641301001225e-47,7.417970455221268e-44,1.4159255880608944e-34,7.396432915355929e-60,3.76,0.0,1.0002538131827476,0.9999783045481612,1.2068562837422055e-25,1.801897707813573e-43,1.3169816415186448e-08,1.3169816415371609e-08,8.858119838531544e-20,2.18413799992998e-24,2.1695446921967582e-05,3.369398352286741e-23,4.6778183805390405e-25,4.916528778619921e-12,5.990401177355284e-16,1.1118221582936077e-19,8.873941442699277e-17,1.5206497657264183e-10,3.1280335651403213e-22
9.999999999999999e-11,0.585726553699866,1.0935865479704225e-16,6.356002369592088e-21,1.3146441233325166e-21,1.6372289734090506e-20,0.0,0.0,5.138936654622078e-12,6.01125242079341e-20,3.0820165116357046e-30,1.4611288582698993e-36,1.0386574467794903e-33,1.4023413454318787e-48,4.140798698899674e-37,1.4037781150722306e-32,1.2743489379940137e-37,4.77174993379739e-34,2.67074328927549e-38,8.02611922900207e-38,5.2555649825398e-20,5.8595310934411945e-31,4.562947801694005e-37,6.148356755949982e-62,3.1063270372165984e-46,1.0330311175831899e-39,3.2906613253419275e-30,5.824544633241133e-46,6.821953308385546e-75,6.419960795212715e-59,4.765638754451913e-47,9.245931599126125e-44,1.6894694496796933e-34,1.0058777896543169e-59,3.76,0.0,1.0002538125852234,0.9999774544123919,1.408828017945427e-25,2.2467941041916776e-43,1.3763690413981356e-08,1.3763690414183547e-08,9.67020525412783e-20,2.385337012398308e-24,2.2545582469377972e-05,3.6800435070757483e-23,5.135015377586431e-25,5.138197793281986e-12,6.542749589921062e-16,1.269101218008215e-19,9.692256062180277e-17,1.5892212878098133e-10,3.416498546377434e-22
1.1389046542317554e-10,0.585726553699866,1.363761881927835e-16,7.584200271560941e-21,1.84383564818619e-21,2.2976774959677442e-20,0.0,0.0,5.852753762953345e-12,7.797213284628987e-20,4.610895922063209e-30,2.4583755482803337e-36,1.7474175794204385e-33,2.0712329285827447e-48,5.371782986289974e-37,2.0738614519263948e-32,2.1475462093723642e-37,8.028313166092773e-34,4.30882782627557e-38,1.1855860218713194e-37,6.817013366941037e-20,8.655490789251755e-31,7.674840055207574e-37,1.6261170264378788e-61,5.955499859721579e-46,1.9790598456554582e-39,4.86119727413794e-30,1.1152711235803517e-45,1.917743814498168e-74,1.3965120818294152e-58,9.12439873795774e-47,1.7705306641797158e-43,2.8443768287326865e-34,2.4954368454627036e-59,3.76,0.0,1.0002538106616314,0.9999747851397655,2.2297898744218995e-25,4.30780581532236e-43,1.5675531056792057e-08,1.5675531057054118e-08,1.2523184029897599e-19,3.0930969819614022e-24,2.5214854382074647e-05,4.7730534972978166e-23,6.767146523680973e-25,5.851789908899943e-12,8.486250716240915e-16,1.8747510473089858e-19,1.257167351485796e-16,1.8099715195503902e-10,4.431536577633804e-22
1.3027519311428025e-10,0.5857265539305022,1.7195739457600315e-16,9.190881588750313e-21,2.6264881627661105e-21,3.274965026528336e-20,0.0,0.0,6.694747222655443e-12,1.020205833937393e-19,7.001569062424753e-30,4.20880687215044e-36,2.991332398915753e-33,3.0991986378496834e-48,7.029706481806786e-37,3.104026573746229e-32,3.683596421256504e-37,1.37441720096762e-33,7.069970007905916e-38,1.7742526547634164e-37,8.919548290400341e-20,1.2953154118986612e-30,1.313465224481423e-36,4.4660359549542005e-61,1.1674445450069723e-45,3.8760756306893345e-39,7.275517846210554e-30,2.1829505226012874e-45,5.583185022302447e-74,3.1210033864096867e-58,1.7857739027170418e-46,3.465836869156611e-43,4.873309346654452e-34,6.3976897000277035e-59,3.76,0.0,1.000253808392627,0.9999717649237244,3.5995528832443107e-25,8.445005086236702e-43,1.793067422882894e-08,1.7930674229171526e-08,1.6354738952546713e-19,4.045645307181242e-24,2.8235069581136656e-05,6.24464896669266e-23,9.015515507634513e-25,6.693479610332113e-12,1.1103041561701503e-15,2.8057520571484703e-19,1.6448796791023798e-16,2.070361097368469e-10,5.798306286295627e-22
1.4665992080538497e-10,0.5857265541611384,2.1155810558226694e-16,1.0987775906075051e-20,3.599941597294833e-21,4.4910655233617063e-20,0.0,0.0,7.536739397204127e-12,1.2929654732371881e-19,1.0130686900651917e-29,6.760396081343377e-36,4.804344963348997e-33,4.420749056294041e-48,8.910587404319785e-37,4.428913698765124e-32,5.927941600487e-37,2.207569748669947e-33,1.09427393528359e-37,2.5311864614496646e-37,1.130426427216909e-19,1.8479297511592664e-30,2.108964116699364e-36,1.0910959731897125e-60,2.1137766683010365e-45,7.011810498423081e-39,1.0380318177580865e-29,3.946487928299627e-45,1.429803324317614e-73,6.344467196452416e-58,3.228140274917502e-46,6.266378914128737e-43,7.833624654131305e-34,1.468689156391516e-58,3.76,0.0,1.0002538061236224,0.9999688778344796,5.510010783141037e-25,1.529144412121753e-42,2.0185817395742337e-08,2.0185817396176114e-08,2.0688260483336055e-19,5.125459515952749e-24,3.112215798386274e-05,7.913534869536072e-23,1.162602577293411e-24,7.535126502796276e-12,1.4070800624392086e-15,4.002958476618175e-19,2.084615297993522e-16,2.330750674595868e-10,7.348500421539483e-22
1.6304464849648966e-10,0.5857265543917747,2.551798368372764e-16,1.2995177277237897e-20,4.784549834623644e-21,5.971519542476346e-20,0.0,0.0,8.378730397492468e-12,1.5980001960802699e-19,1.411028700329726e-29,1.0326839925567093e-35,7.338127954329216e-33,6.072651394858522e-48,1.1014528920974124e-36,6.085624603047267e-32,9.072301908517819e-37,3.3720336139540686e-33,1.6170531349387774e-37,3.477516127438913e-37,1.3971161311825146e-19,2.5388177792783248e-30,3.220336996061257e-36,2.433602712368965e-60,3.5947021978758536e-45,1.1913759596237768e-38,1.4262431456590375e-29,6.701276797302631e-45,3.3182022073565684e-73,1.1967541859041815e-57,5.480981345694717e-46,1.0641560848637296e-42,1.197521227285224e-33,3.092321443827272e-58,3.76,0.0,1.0002538038546178,0.9999661180037714,8.08516244500025e-25,2.600626928213228e-42,2.2440960557532262e-08,2.24409605580679e-08,2.552089370852641e-19,6.332403583199759e-24,3.3881987850267735e-05,9.779661216604449e-23,1.4611199873756174e-24,8.376730698538898e-12,1.7389473322104542e-15,5.499827242795189e-19,2.576371509377831e-16,2.591140251232584e-10,9.082116926682615e-22
1.7942937618759435e-10,0.585726554622411,3.028241040651137e-16,1.5233383699109563e-20,6.2006766355652835e-21,7.741877268268342e-20,0.0,0.0,9.220720329568657e-12,1.9353099563538108e-19,1.9056151686436858e-29,1.5147144887748646e-35,1.0762273293781662e-32,8.091637463392355e-48,1.3341633286269359e-36,8.111268824791449e-32,1.3332088738976277e-36,4.9458050764539586e-33,2.301331061840039e-37,4.634362957965728e-37,1.6920239408946266e-19,3.383399602678261e-30,4.721729589631097e-36,5.046099701858427e-60,5.810809494726831e-45,1.9241410141141097e-38,1.9008688975345093e-29,1.0816155540666451e-44,7.120792888081754e-73,2.124840570999851e-57,8.845713141041486e-46,1.7177612343071742e-42,1.7578068120038025e-33,6.0737873465094255e-58,3.76,0.0,1.0002538015856133,0.9999634798227445,1.1461567412232298e-24,4.2041433329661493e-42,2.4696103714198754e-08,2.469610371484688e-08,3.084979995550548e-19,7.666341600444353e-24,3.652016803528184e-05,1.184297810792791e-22,1.7983076172715514e-24,9.218292304955585e-12,2.105900512437e-15,7.329810019952297e-19,3.120145625278617e-16,2.8515298272786194e-10,1.0999153806615384e-21
2.0209575380789097e-10,0.5857265549414694,3.7536868718809126e-16,1.874792866291513e-20,8.579280075920857e-21,1.0716412474483291e-19,0.0,0.0,1.0385514541348831e-11,2.4551465684982437e-19,2.7713694619057236e-29,2.437850765290953e-35,1.7318815398569542e-32,1.1558055288102572e-47,1.6929000807736155e-36,1.159073703706857e-31,2.1513149201458404e-36,7.959533923339501e-33,3.5655055319799023e-37,6.621033747854828e-37,2.1465143014699334e-19,4.833814151529359e-30,7.595401959066767e-36,1.2562719011610834e-59,1.0554875957100897e-44,3.4907507279330425e-38,2.7160625808185737e-29,1.9605429341708492e-44,1.8465688049743276e-72,4.337449202001152e-57,1.6031705537464554e-45,3.1140439136904865e-42,2.8320163749329714e-33,1.4091536121627137e-57,3.76,0.0,1.0002537984467075,0.999960020825177,1.7732858605145494e-24,7.637120334138504e-42,2.7815833697028513e-08,2.7815833697849715e-08,3.903462118634521e-19,9.720796496892701e-24,3.9979164437949664e-05,1.5022328142241492e-22,2.330664783883308e-24,1.0382425529769017e-11,2.6713692369207367e-15,1.0472725212524285e-18,3.958144387632138e-16,3.2117487185756344e-10,1.395353029043489e-21
2.247621314281876e-10,0.5857265552605281,4.55618322843693e-16,2.2796791902976007e-20,1.1493913944815941e-20,1.436236705678196e-19,0.0,0.0,1.1550307157068392e-11,3.0367494362412064e-19,3.877622600338954e-29,3.7298655732851386e-35,2.6493642497380067e-32,1.589424270789341e-47,2.0943906091404918e-36,1.594557777645649e-31,3.300032502902921e-36,1.2177204695361717e-32,5.268321959664674e-37,9.106864048409375e-37,2.6550071338480612e-19,6.648651096095677e-30,1.1614747257539385e-35,2.8471613290528154e-59,1.7996752239054498e-44,5.944635953105975e-38,3.7362361650473294e-29,3.3358292602620226e-44,4.3283276505899584e-72,8.207834817106823e-57,2.727411357246623e-45,5.299206214067971e-42,4.337399257381977e-33,2.9938400767275287e-57,3.76,0.0,1.0002537953078017,0.9999567709512313,2.6259252864029958e-24,1.3022854839053642e-41,3.093556367005341e-08,3.0935563671067884e-08,4.815636496076811e-19,1.201766740042611e-23,4.322903721868584e-05,1.8578825132907683e-22,2.942173358482336e-24,1.1546477703486526e-11,3.303958877969772e-15,1.4405676896825229e-18,4.895680365666573e-16,3.571967608742227e-10,1.7258919324000128e-21
2.4516187128645457e-10,0.5857265555476807,5.344341318046262e-16,2.694205617075192e-20,1.4620025608086262e-20,1.8273771271692695e-19,0.0,0.0,1.2598619344887744e-11,3.613002093921676e-19,5.106861393694162e-29,5.279984669097212e-35,3.7499422687264077e-32,2.062056240903128e-47,2.4923082399336174e-36,2.069463842271431e-31,4.682437355509098e-36,1.723706625742811e-32,7.242735046745939e-37,1.1817053147594503e-36,3.1588227962874305e-19,8.627283408745975e-30,1.643405240529274e-35,5.562053143858985e-59,2.783993936360614e-44,9.18584460067907e-38,4.8486484938178335e-29,5.150588363146067e-44,8.67187187199566e-72,1.3822491043182e-56,4.2106861514641776e-45,8.183076558090619e-42,6.1456973877960684e-33,5.544928267401632e-57,3.76,0.0,1.0002537924827866,0.9999540143991691,3.625734939628257e-24,2.014708627156381e-41,3.3743320637392725e-08,3.374332063859837e-08,5.716091591623639e-19,1.4291820419898015e-23,4.5985588232807754e-05,2.2102024505486506e-22,3.562516246236162e-24,1.2594055562355864e-11,3.930666043191425e-15,1.8693970304989848e-18,5.824561257901239e-16,3.896164608925648e-10,2.0533881230505054e-21
