grid,velocity,T,density,Y_N2,Y_Ne,Y_propane(1),Y_C3H2F4(2),Y_OH(3),Y_O2(4),Y_H2O(5),Y_H(6),Y_O(7),Y_H2(8),Y_Ar(9),Y_He(10),Y_HO2(11),Y_H2O2(12),Y_CO(13),Y_CO2(14),Y_HCO(15),Y_C(T)(16),Y_CH(17),Y_CH2(T)(18),Y_CH3(19),Y_CH2O(20),Y_HCCO(21),Y_C2H(22),Y_C2H2(23),Y_H2CC(24),Y_CH2(S)(25),Y_CH3OH(26),Y_CH3O(27),Y_CH2CO(28),Y_C2H3(29),Y_C2H4(30),Y_CH4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_HF(39),Y_CH3F(40),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CH2F(47),Y_CHFO(48),Y_CF2O(50),Y_CHFCF2(56),Y_CH2CHF(57),Y_C2HF(59),Y_CF3COF(78),Y_CH2CFO(80),Y_C3HF4(85),Y_C3HF4O(86),Y_C3H3F4(87),Y_C3H7(125),Y_C3H7(126),Y_S(132),Y_S(141),Y_O2(146),Y_S(147),Y_S(149),Y_S(150),Y_CHO2(180),Y_CH2O2(186),Y_COO(205),Y_S(216),Y_S(222),Y_S(224),Y_C3H6(373),Y_C3H6(385),Y_CH3O2(390),Y_C1OO1(688),Y_S(843),Y_S(849),Y_S(854),Y_CF3O2(855),Y_S(978),Y_C3H5(979),Y_C3H6(981),Y_S(1217),Y_S(1835),Y_S(1865),Y_S(1882),Y_S(2107),Y_C3H4(3327),Y_C3H3(4196),Y_S(4695),Y_S(6137),Y_S(6138),Y_S(6195),Y_S(7781)
0.0,0.1562137982998267,298.0,1.2632487564509585,0.6811394920947078,0.0,0.043870115712101684,0.06807350994154218,1.993868599675738e-15,0.20691688225078583,0.0,0.0,5.2682299778305036e-14,7.464350434455803e-14,4.394781880252226e-84,0.0,3.1564768368201477e-16,1.801566354040673e-15,7.744636244394454e-17,4.2947544135343215e-16,6.924309888800525e-24,0.0,0.0,3.1739104789269076e-24,2.0895978438922924e-15,1.3595476748557726e-19,0.0,0.0,9.638307856634913e-14,2.6460334657791917e-14,9.839134213283318e-14,0.0,1.5362512386023175e-24,0.0,0.0,0.0,0.0,0.0,1.0501129784791514e-15,3.091349232994279e-33,4.090056956211067e-32,0.0,1.6658783709310328e-16,7.850046821638658e-14,0.0,0.0,1.2436104644657364e-13,0.0,0.0,0.0,1.2851391993859641e-14,5.744788729125027e-14,3.3181878010008038e-15,0.0,3.396513414830372e-15,1.6083839681927414e-14,8.451529015680515e-16,3.060404685968229e-26,9.596223589706392e-14,0.0,0.0,0.0,1.8152064023989787e-30,5.274322172955052e-14,0.0,6.719231981061606e-27,5.885076433536978e-17,6.3140911406959466e-24,3.9049021419556416e-28,0.0,1.7069110314263399e-18,8.117799945237628e-17,1.5931218894707863e-21,9.690838620936338e-41,2.5935691795237104e-14,8.523742742151659e-18,9.594086543277493e-15,1.453805842134087e-14,8.718171659211218e-17,6.598610854933189e-25,0.0,1.1388617414656418e-16,1.2457466704998561e-16,7.17028496684821e-39,2.2984372587332727e-19,8.076691572783228e-17,7.632881848960661e-19,1.2567368273870946e-34,2.7287058771132795e-35,0.0,1.0398871994123324e-14,2.3349494385895043e-39,1.6100293747952005e-42,1.8052472866614655e-24,5.849714857894082e-40,4.836243000829902e-17
0.064,0.1562137983020323,298.000000004345,1.263248756433045,0.6811394920947794,0.0,0.043870115711937566,0.06807350994141206,1.3628644463434647e-19,0.20691688225031313,0.0,2.568910652993835e-22,8.782410847984084e-17,7.487953706343e-14,4.394782204926782e-84,0.0,1.5046499873510256e-13,1.4832194243463577e-15,2.3837090159847566e-14,2.9591622627414416e-13,3.4162143977554325e-21,0.0,0.0,1.4616202050776493e-21,1.2217621491376518e-20,0.0,0.0,0.0,9.638719196457773e-14,5.212976217171548e-22,5.720831574262008e-22,0.0,1.0757491509897391e-21,0.0,0.0,0.0,0.0,0.0,5.640576542700378e-22,4.727973126184182e-31,0.0,0.0,1.665883159256792e-16,7.850045679630412e-14,0.0,0.0,1.2437181614880909e-13,0.0,0.0,0.0,1.2837187828877764e-14,5.744788729381332e-14,3.3182246830888772e-15,0.0,3.438795869527047e-15,1.2338283805773062e-17,5.105434473713122e-21,3.6160177489645384e-23,2.901943247844284e-21,3.838355527956967e-21,5.731658533383954e-20,0.0,2.983239416235971e-27,6.092789323357981e-18,0.0,1.0520161342388062e-23,7.751839363206608e-14,4.781341786622938e-21,4.892329066456219e-25,0.0,1.4502304564077688e-15,1.296544104784665e-13,2.4285324121731073e-18,0.0,2.599234408811224e-14,6.5537761121414525e-15,9.596941019888613e-15,1.4538058414751415e-14,1.206684202052046e-13,9.122840393520084e-22,0.0,1.64866691469108e-13,2.1539172314248866e-22,0.0,2.2197188688826178e-16,8.076691563985914e-17,1.2191730225030366e-15,1.764581266236453e-31,3.6386692642367886e-32,0.0,1.2405790319838594e-14,2.6915627472764678e-36,1.4925767110699027e-39,1.8052334515959353e-24,7.161408459181999e-37,7.032959153745657e-14
0.128,0.15621379830210974,298.00000000450206,1.263248756432409,0.681139492094784,0.0,0.04387011571191594,0.06807350994135207,2.6068516469333573e-20,0.2069168822502968,0.0,1.6512772526706163e-28,2.2821115309754356e-19,7.488277555784887e-14,4.39478408099779e-84,0.0,1.3506440054074022e-13,1.2304845301501068e-15,2.383709556938921e-14,2.959162684035632e-13,2.357024919578808e-28,0.0,0.0,1.808842429748e-28,7.145074228967556e-26,0.0,0.0,3.7382415208291745e-44,9.63871919322268e-14,9.234163087660823e-30,3.326724433761891e-30,0.0,1.0782242191037198e-21,0.0,0.0,0.0,0.0,0.0,3.030105063616869e-28,0.0,0.0,0.0,1.6658831663507138e-16,7.850045680216518e-14,0.0,0.0,1.243921557415129e-13,9.639724029662143e-24,0.0,0.0,1.281034769378188e-14,5.744788729750375e-14,3.3182246567871408e-15,0.0,3.447887853928199e-15,2.3298360600834567e-20,1.2861049493157986e-23,9.109207517609696e-26,9.423816017189875e-26,7.365817288786386e-22,1.0166961260180697e-21,0.0,2.9832371067016015e-27,6.092734296228087e-18,2.844606139441237e-28,1.0520164886201905e-23,1.4127368105128257e-13,6.701817063805467e-28,4.878193184967578e-25,0.0,1.4502312341413392e-15,1.353026345158419e-13,2.1801081930415736e-18,0.0,2.6001960564410603e-14,6.5511572971434394e-15,9.596941015498507e-15,1.453805840600028e-14,1.2293469921132956e-13,1.7246375795237774e-23,0.0,1.99920877422475e-13,1.3737286054855143e-23,0.0,2.219712070569534e-16,8.076691553705375e-17,1.2221762060556037e-15,4.500039829602808e-34,9.216562986718145e-35,0.0,1.4202343942397244e-14,2.691542127616042e-36,1.492565307110633e-39,1.805219616693006e-24,7.1613536028524484e-37,7.046746539983986e-14
0.16,0.15621379830214596,298.0000000045758,1.2632487564321075,0.6811394920947861,0.0,0.04387011571190583,0.06807350994132365,2.4438463738887027e-20,0.20691688225028923,0.0,9.162464629030302e-31,1.8572525482886305e-21,7.50510220502629e-14,4.3947860696260655e-84,0.0,1.2771963259652152e-13,1.1185449287642517e-15,2.38370973716139e-14,2.959162684842871e-13,0.0,0.0,0.0,1.2261763960158542e-30,0.0,0.0,0.0,0.0,9.638719186379089e-14,2.5703269767109465e-37,2.0474472510493343e-37,0.0,1.0780230428235858e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6658831784485167e-16,7.850045681828307e-14,0.0,0.0,1.2440445902666412e-13,7.845487822779047e-26,7.71776367639953e-38,0.0,1.2794111373411758e-14,5.744788730488932e-14,3.3182246042307897e-15,0.0,3.452390930711525e-15,2.5828525213261044e-22,1.2028265661115964e-23,8.519241058257804e-26,8.902044311125179e-26,6.905245637540265e-22,8.240160719136969e-22,0.0,2.983237106731122e-27,6.092734296285347e-18,2.315033206136926e-30,1.0520164886322293e-23,1.7158060653243203e-13,4.0991019125410535e-30,4.878193181539882e-25,0.0,1.4502312336365252e-15,1.3798933285962081e-13,2.06155454123045e-18,1.843434354099699e-47,2.6006483643719908e-14,6.549853413952957e-15,9.596941010078698e-15,1.4538058388474843e-14,1.2386684720313734e-13,1.4190032102320147e-23,0.0,2.1646039463928357e-13,1.3736605558104167e-23,7.343252286527948e-46,2.2197053905251202e-16,8.076691533097356e-17,1.2235896960211014e-15,4.2122140721633065e-34,8.622913754380122e-35,0.0,1.505113097750338e-14,2.6915318159365003e-36,1.492559589380289e-39,1.8052126995611273e-24,7.161326166911337e-37,7.046799792806618e-14
0.176,0.15621379830217322,298.0000000046117,1.2632487564318828,0.6811394920947826,0.0,0.04387011571190116,0.06807350994131033,2.3748399314210634e-20,0.20691688225028496,0.0,3.3552491842807447e-31,6.714892484551391e-22,7.944827288550822e-14,4.394787748748123e-84,0.0,1.241350147374249e-13,1.065963345806368e-15,2.3837099537098466e-14,2.959162684646844e-13,0.0,9.136596614726147e-38,0.0,4.433003064603207e-31,0.0,0.0,0.0,0.0,9.638719180391175e-14,3.567413424636886e-45,6.000182033084245e-38,0.0,1.0779193615633255e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6658831894724564e-16,7.850045725350456e-14,0.0,0.0,1.24411112946291e-13,2.836462203966813e-26,1.6591139240229521e-37,0.0,1.2785330867191658e-14,5.744788731504503e-14,3.3182245539993643e-15,0.0,3.454642356578553e-15,1.430580053574792e-22,1.1688622160814016e-23,8.278682310893522e-26,8.652193811482761e-26,6.71026828676118e-22,8.000586133613921e-22,0.0,2.9832371067456406e-27,6.092734296313312e-18,8.370001513190772e-31,1.0520164886358651e-23,1.8635373828110202e-13,1.535652182411132e-30,4.878193179881786e-25,0.0,1.4502312331393206e-15,1.3929896842216178e-13,2.003694362278355e-18,0.0,2.6008688031734133e-14,6.549206375302574e-15,9.596941005562203e-15,1.4538058362137365e-14,1.2432078549894745e-13,1.3813141413078205e-23,0.0,2.2452131076840453e-13,1.3736361036558955e-23,0.0,2.2197016748129246e-16,8.076691497890351e-17,1.2242785961273458e-15,4.094858416081221e-34,8.38087986225202e-35,0.0,1.5463495283386728e-14,2.6915266607990467e-36,1.492556730946732e-39,1.8052092413738474e-24,7.161312450827072e-37,7.046809216176335e-14
0.192,0.15621379830253126,298.0000000046467,1.2632487564289834,0.6811394920946229,0.0,0.043870115711905355,0.06807350994131534,2.307606353208779e-20,0.20691688225026,0.0,3.209888729655871e-31,6.407634965146162e-22,2.3412765254698815e-13,4.3947909749454705e-84,0.0,1.2063639421606712e-13,1.0165715065590526e-15,2.3837159762767465e-14,2.9591626917655866e-13,0.0,0.0,0.0,4.230137802325366e-31,0.0,0.0,0.0,0.0,9.638719170208842e-14,9.740699065400333e-49,5.725600628235443e-38,0.0,1.0778161364714625e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.665883213275958e-16,7.850051114591884e-14,0.0,0.0,1.2441823399142844e-13,2.70667051588351e-26,1.6108149214376016e-37,0.0,1.2775932966304309e-14,5.744788733014603e-14,3.318224453970898e-15,0.0,3.456893779507989e-15,1.402611713238963e-22,1.1357708444481622e-23,8.044306600937733e-26,8.40834114695318e-26,6.520300152702227e-22,7.774012374243663e-22,0.0,2.983237106753681e-27,6.092734296339889e-18,7.987010564697073e-31,1.0520164886373367e-23,2.0075472272653382e-13,1.4669169558841856e-30,4.878193175060514e-25,0.0,1.450231232254855e-15,1.405756027544993e-13,1.9472222868442904e-18,0.0,2.601083674220769e-14,6.5485630134609374e-15,9.596940994612791e-15,1.4538058326723013e-14,1.24763231722396e-13,1.3456825028888853e-23,0.0,2.323782227655371e-13,1.3736118361658192e-23,0.0,2.2196975800456168e-16,8.076691456319602e-17,1.2249500583224022e-15,3.980519142350787e-34,8.145066935338294e-35,0.0,1.5864258147538066e-14,2.691521506129765e-36,1.4925538728136388e-39,1.805205783414639e-24,7.1612987360116615e-37,7.046818229146136e-14
0.2,0.1562137983070815,298.0000000046641,1.2632487563921844,0.6811394920924818,0.0,0.04387011571202287,0.06807350994155531,2.2744031192709188e-20,0.20691688224997382,0.0,3.2275489644057635e-31,6.314219673921267e-22,2.2938521763138512e-12,4.394795944981619e-84,0.0,1.1890846345797894e-13,9.926497582492497e-16,2.3839916451894345e-14,2.9591631980393343e-13,0.0,0.0,0.0,4.168459924664633e-31,0.0,0.0,0.0,0.0,9.638719374899586e-14,9.761150944002864e-49,5.64211877253014e-38,0.0,1.0777646316587206e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6658832908929469e-16,7.850307980606488e-14,0.0,0.0,1.2442190858620887e-13,2.667210670465369e-26,1.586958151394124e-37,0.0,1.2771084489220325e-14,5.744788737163813e-14,3.318224762371844e-15,0.0,3.4580194904268327e-15,1.3944459653112233e-22,1.1194287058668753e-23,7.928560406683591e-26,8.287905018722839e-26,6.426484582262565e-22,7.662154657438903e-22,0.0,2.9832371066811294e-27,6.092734296345061e-18,7.870570115164244e-31,1.0520164886109013e-23,2.0786302238483466e-13,1.4455688379556894e-30,4.878193164444458e-25,0.0,1.450231230623853e-15,1.4120574558591536e-13,1.9193313400406423e-18,0.0,2.6011897505206795e-14,6.5482421516637034e-15,9.596940972949343e-15,1.453805825686585e-14,1.2498160921776605e-13,1.328091392798694e-23,0.0,2.3625614561872615e-13,1.373599681456432e-23,0.0,2.2196953970212437e-16,8.076691373969791e-17,1.225281471699948e-15,3.924052805205519e-34,8.028610964456467e-35,0.0,1.606177541849973e-14,2.691518930607075e-36,1.492552444762845e-39,1.805204055632487e-24,7.161291883433149e-37,7.046822671438228e-14
0.20400000000000001,0.1562137983384629,298.0000000046759,1.263248756138412,0.6811394920776866,0.0,0.04387011571284981,0.06807350994325573,2.2579053246059398e-20,0.20691688224800767,0.0,3.2314464873107137e-31,6.268393527032648e-22,1.652252543686634e-11,4.394800642477207e-84,0.0,1.1804987246100171e-13,9.80882586432393e-16,2.3907460651971452e-14,2.959179771829298e-13,0.0,7.780240577453091e-39,0.0,4.138203019120699e-31,0.0,0.0,0.0,0.0,9.6387264121102e-14,9.761158078842212e-49,5.601165637908497e-38,0.0,1.0777390860677515e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66588455149695e-16,7.856496194392243e-14,0.0,0.0,1.2442380180456626e-13,2.647853114736954e-26,1.574708252452731e-37,0.0,1.2768623624081794e-14,5.744788790245537e-14,3.3182446274921023e-15,0.0,3.4585823490457874e-15,1.3904456373775516e-22,1.1113087363365413e-23,7.871049232998152e-26,8.228061544145627e-26,6.379870146392881e-22,7.606575922662594e-22,0.0,2.9832371061328184e-27,6.092734296296335e-18,7.8134486596270635e-31,1.0520164884171948e-23,2.1139415796418477e-13,1.4350888411445876e-30,4.878193155655679e-25,0.0,1.4502312312281536e-15,1.4151877750535265e-13,1.905472614498491e-18,0.0,2.601242511476131e-14,6.548083020203052e-15,9.596940955252826e-15,1.4538058217630315e-14,1.2509008766712557e-13,1.319350875350018e-23,0.0,2.3818249299480957e-13,1.3735935970550167e-23,0.0,2.2196942598870224e-16,8.076691317034865e-17,1.2254461033227714e-15,3.8959961964758235e-34,7.970747117337371e-35,0.0,1.6159815369796547e-14,2.6915176451523287e-36,1.4925517320306424e-39,1.8052031932811483e-24,7.161288463274829e-37,7.046824874384328e-14
0.208,0.15621379863797352,298.00000000479076,1.2632487537163624,0.681139491936471,0.0,0.04387011572075249,0.0680735099595133,2.241513742812957e-20,0.20691688222924515,9.101547336127426e-15,3.4497479539024437e-31,6.222886569609482e-22,1.5232192710767392e-10,4.394806581075167e-84,0.0,1.1719678167079134e-13,9.693450517158127e-16,2.61419868550779e-14,2.959906374989695e-13,0.0,0.0,0.0,4.108156893635853e-31,0.0,0.0,0.0,0.0,9.639014740264388e-14,9.761450070085836e-49,5.560497676922487e-38,0.0,1.0777223353644505e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6659472410954148e-16,8.057337879793085e-14,0.0,0.0,1.244268659050693e-13,2.628630390318001e-26,1.5592769715947996e-37,0.0,1.2766153319979643e-14,5.744791623366125e-14,3.319282680548266e-15,0.0,3.4591454595908276e-15,1.386473397055297e-22,1.1032410435878397e-23,7.813908319291111e-26,8.168601581857213e-26,6.333555818054415e-22,7.551355021505973e-22,0.0,2.9832371009045823e-27,6.092734295833299e-18,7.7567250475394425e-31,1.0520164865691433e-23,2.1490248903600376e-13,1.4246815396987002e-30,4.878193147752959e-25,0.0,1.4502313599477358e-15,1.4182978739762182e-13,1.8917026626244934e-18,0.0,2.6012983536217393e-14,6.547977472633606e-15,9.59694093917036e-15,1.453806247224219e-14,1.2519786229392256e-13,1.3106666236211523e-23,0.0,2.400963415692727e-13,1.3735875670864757e-23,0.0,2.2196931385050917e-16,8.076697288454283e-17,1.225609667294626e-15,3.868120205500729e-34,7.913255776035644e-35,0.0,1.6257155291894053e-14,2.69151636133726e-36,1.492551020322315e-39,1.8052023319943524e-24,7.161285047491399e-37,7.046827064409034e-14
0.21199999999999997,0.1562138014978314,298.0000000083224,1.2632487305896134,0.6811394905885061,0.0,0.043870115796196256,0.06807351011471972,2.225351670568393e-20,0.20691688205002354,3.186039789358309e-13,5.505542340059464e-31,6.178027392780384e-22,1.4484009962866942e-09,4.39481849794111e-84,0.0,1.163556597064316e-13,9.599804251587677e-16,1.0007283239727535e-13,2.991757742093744e-13,0.0,0.0,0.0,4.078487930625538e-31,0.0,2.6720652593895022e-17,0.0,0.0,9.650790051114666e-14,9.7733749747361e-49,5.520344794043167e-38,0.0,1.0781295834337934e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6691690724013709e-16,1.4575766712092074e-13,0.0,0.0,1.244773111689335e-13,2.6096813111470655e-26,1.5106911512397775e-37,0.0,1.276541494682099e-14,5.744955131206529e-14,3.3730064486016756e-15,0.0,3.4597265451834896e-15,1.3825576704019744e-22,1.0952863132998266e-23,7.757567485126545e-26,8.109977135715026e-26,6.28789005564912e-22,7.496907340990167e-22,0.0,2.983237052031257e-27,6.092734293304514e-18,7.7008087037780295e-31,1.0520164691954463e-23,2.1838844446074088e-13,1.414405679185798e-30,4.87819313855361e-25,0.0,1.4502384749985585e-15,1.42138811733265e-13,1.878125784835748e-18,0.0,2.6015556108623062e-14,6.5504533592110665e-15,9.596940916628748e-15,1.4538350551167794e-14,1.2530494696006345e-13,1.3021046579265669e-23,0.0,2.419979261620893e-13,1.3735835562025596e-23,0.0,2.2196950921169911e-16,8.077141458918257e-17,1.225772187312325e-15,3.840634481388769e-34,7.856569254072271e-35,0.0,1.6354067222480593e-14,2.6915151542732208e-36,1.4925503525404056e-39,1.8052015212694866e-24,7.161281836107525e-37,7.046829248438725e-14
