Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459)
8.492767074189214e-05,0.8338192030608399,7.821196032425375e-05,2.5997685921527617e-05,4.640366815643988e-05,0.005505994836858348,0.0,0.0,0.0005062354702665007,1.791166659444946e-05,0.022947444488941635,0.0007483164027558843,1.2745420219730269e-06,5.1976832408123606e-14,2.9768838273376467e-10,2.477229899922016e-07,0.0015351075380762459,0.0010457051797108478,2.242854362692243e-06,1.421648984294076e-08,0.0009975034008283695,8.373152388154329e-10,1.791409455023737e-08,1.2229727872798142e-05,1.9088667304857182e-07,0.01078642913124294,2.884486559270626e-08,0.00014954283590838704,0.00020397623977078493,2.0864096667183697e-07,5.0265713623181475e-08,2.7122307072645994e-10,8.359435518356867e-08,1.3444227726351762e-07,3.76,0.0,0.0025438440385251297,0.9721631378953971,0.00941210407007606,0.0012099348705874654,0.9948809560884118,0.9440823988193267,3.446447545573766e-08,1.6776013961408068e-11,0.00047099147727461016,3.1463819319198356e-05,2.2542796737712132e-10,1.7621285093998764e-10,5.9886634042961024e-09,0.007320260081206672,4.955441099410681e-10,2.0370267865536755e-05,2.202766102197971e-05,0.0003637939774533959,0.004458288889807389,1.2405450121456895e-05,1.3830282989820796e-05,1.8180648364154634e-12,3.573694976070994e-13,9.046455774836057e-09,2.2858156936520383e-09,0.00010562101393587036,3.4521344163111536e-06,0.0014908252688218293,5.52452679879149e-12,3.847958735542195e-07,4.0410122784899274e-05,5.5996695142982815e-08,9.051421717689373e-08,0.003277902597939369,0.0010499603728375178,5.708612185421056e-07,1.8068288563018455e-10,1.0357915495105565e-09,2.71948640907698e-07,0.00014392412324867572,2.045069455885728e-10,4.779327547951562e-07,3.945831228044668e-08,2.108533061232854e-06,9.805615220111213e-05,4.22113214615815e-05,5.881402065098881e-09,6.267661465000423e-14,8.857536328929704e-09,3.846787813956596e-08,8.429058348932588e-12,1.195620059972409e-05,7.730341278803766e-11,4.817208281046967e-13,4.015466077369512e-08,6.916594737055817e-09,9.869683346746045e-15,3.3174614944067616e-05,3.757711309315299e-10,5.002331734470492e-07,4.854748831753786e-12,1.061371971055374e-12,8.986185240026279e-12
8.555023220627844e-05,0.8338826882856969,7.855638671236832e-05,2.6144669453905182e-05,4.668291498755785e-05,0.0055630449923723185,0.0,0.0,0.0005077419648744024,1.8004098290725896e-05,0.023360872107393654,0.0007610838149690413,1.3004233283702345e-06,5.2971549379392775e-14,3.018765948395216e-10,2.49396391090796e-07,0.001545802398183199,0.0010645915731129281,2.293049889958644e-06,1.4460491512039292e-08,0.0010085184299678024,8.50868886398821e-10,1.811105998125481e-08,1.2562818376578194e-05,1.9271479398072707e-07,0.010963363739157893,2.9279922518051723e-08,0.00015323830472890407,0.00020996920388742946,2.1316638018700872e-07,5.126501984289341e-08,2.738041664242012e-10,8.434267504013527e-08,1.3902073412228096e-07,3.76,0.0,0.0024336333921585033,0.9717268944285964,0.009555961325021206,0.0012345740796990403,0.9953002876557929,0.9436584076888402,3.39664740611638e-08,1.6763136825649504e-11,0.00047078012772663994,3.1557053974650713e-05,2.2648694708236262e-10,1.7710699169530408e-10,6.021514775054833e-09,0.0074061716146420235,4.95061600978297e-10,2.0488041778358297e-05,2.2167905709626353e-05,0.00036533667683325894,0.004485733760854075,1.2453362167881608e-05,1.3883578421050715e-05,1.829402274100987e-12,3.5959635946903027e-13,9.103102683329831e-09,2.3231260060603503e-09,0.00010626027319324933,3.471586338548637e-06,0.0015255807010489306,5.55399312611421e-12,3.8727781502712874e-07,4.167674486035339e-05,5.6306108819906806e-08,9.12404367317619e-08,0.0032808245761255603,0.0010720033322091612,5.603801413319293e-07,1.8132760013917554e-10,1.0163967304400074e-09,2.7592579474464884e-07,0.00014724276221407675,2.0923687629755155e-10,4.814135049780333e-07,3.974093515424699e-08,2.123609298283809e-06,9.872462370583013e-05,4.360799042437207e-05,5.920377200653008e-09,6.309184215926658e-14,9.092353094618189e-09,3.872248214664821e-08,8.745078058481536e-12,1.2313588767317498e-05,7.931261850330303e-11,4.920182928005045e-13,4.05718834628596e-08,6.971218417338905e-09,9.935056925267204e-15,3.3758595973019095e-05,3.873445725789127e-10,5.036557941299354e-07,4.937616445784752e-12,1.0802366734111924e-12,9.036020159885721e-12
8.617279367066473e-05,0.8339459556237984,7.88961665332225e-05,2.6289378101598508e-05,4.6957634787740145e-05,0.005620341113218879,0.0,0.0,0.0005092566857687811,1.8097254960613118e-05,0.023777660624765332,0.0007739440853670342,1.3264915366594532e-06,5.39695370045049e-14,3.0605836227344e-10,2.510478980147216e-07,0.0015562484123364593,0.001083585794388972,2.3436881192100924e-06,1.4705763656932488e-08,0.0010195730209550658,8.645554909747061e-10,1.8305546949321966e-08,1.2899863970599542e-05,1.9452154882585956e-07,0.011141212952886859,2.972073462877316e-08,0.00015698367877111613,0.000216033359829497,2.1770571567928064e-07,5.2269242773955094e-08,2.763790306181652e-10,8.508832780789736e-08,1.437172955729354e-07,3.76,0.0,0.002328193139505731,0.9712882123969208,0.009700622852777781,0.0012595317384948713,0.9957176051302408,0.9432270372351221,3.348939629268824e-08,1.675036809585766e-11,0.0004705675967368177,3.1649744723848095e-05,2.2752688531335206e-10,1.77982746189026e-10,6.053700163116324e-09,0.007491588699234821,4.945743833130769e-10,2.060390164032898e-05,2.2306094143913015e-05,0.00036684553121284756,0.004512691347003764,1.2500395346900283e-05,1.3935895390071162e-05,1.8405622632093785e-12,3.617883478085271e-13,9.158866192404864e-09,2.360627630097874e-09,0.0001068886580085275,3.490631258150295e-06,0.0015606676452221426,5.58292111239e-12,3.8969372455608295e-07,4.296041549693161e-05,5.6609284429207296e-08,9.200040654773385e-08,0.003283651373693995,0.001094284305923734,5.502873342855347e-07,1.8196527490284478e-10,9.9771856717316e-10,2.7987956665880825e-07,0.00015059785193858598,2.1401906766879978e-10,4.84830335977326e-07,4.001829005901562e-08,2.13837476664392e-06,9.939785716472014e-05,4.5038744278561055e-05,5.9584288828026526e-09,6.349723042622883e-14,9.329823513652561e-09,3.8990775118132535e-08,9.068377370745948e-12,1.2680802081363065e-05,8.135257526772157e-11,5.024172650527198e-13,4.099031114033983e-08,7.0261120061726935e-09,9.998881298634462e-15,3.433986986947662e-05,3.9906310488098695e-10,5.070998934698321e-07,5.019987734999708e-12,1.0992293697355239e-12,9.08537561839098e-12
8.679535513505102e-05,0.8340090267560974,7.923127532425432e-05,2.6431816517938625e-05,4.722785151110065e-05,0.005677880485395049,0.0,0.0,0.0005107794645441923,1.8191149257490423e-05,0.02419778038915656,0.000786896204163681,1.352740910842255e-06,5.497044535750192e-14,3.1023259496011666e-10,2.5267748219512403e-07,0.0015664481209121354,0.0011026841531407167,2.394759022964623e-06,1.4952268914665242e-08,0.0010306665824321322,8.783744281997679e-10,1.849752333707799e-08,1.3240793948349583e-05,1.963070080478445e-07,0.011319953202494749,3.0167267144079256e-08,0.00016077865587990327,0.00022216690059477276,2.222576829013302e-07,5.327818844331114e-08,2.789474704630796e-10,8.583129671987771e-08,1.4853327585070686e-07,3.76,0.0,0.0022273179154963887,0.9708471353886566,0.009846076095803069,0.001284806785493638,0.9961330836210979,0.9427885418013789,3.303233982848018e-08,1.673770190154366e-11,0.00047035390542268633,3.174192601392599e-05,2.2854790968676e-10,1.7884022656171148e-10,6.085224255801384e-09,0.007576495513244783,4.940826072143061e-10,2.0717855815027456e-05,2.244222438024295e-05,0.00036832088106400685,0.004539163921162171,1.2546548845606915e-05,1.3987233026924823e-05,1.8515447959927873e-12,3.63945462002746e-13,9.213746381308239e-09,2.398315613734769e-09,0.00010750616020970111,3.5092714512261814e-06,0.0015960796940732028,5.611312926230086e-12,3.9204432465862394e-07,4.4260621790758963e-05,5.6906225637672226e-08,9.279401730865244e-08,0.0032863882065969907,0.0011168007800554114,5.405716786032536e-07,1.8259592608746017e-10,9.797360933567264e-10,2.838086961478698e-07,0.00015398894962877864,2.188528896082234e-10,4.881840994081027e-07,4.0290450756207004e-08,2.152833194715177e-06,0.0001000759345193238,4.6503886033006376e-05,5.995568695712484e-09,6.389290296077185e-14,9.56988403971456e-09,3.927266712287531e-08,9.398942503057443e-12,1.305793426384427e-05,8.342326977616593e-11,5.129162471895811e-13,4.140995738715369e-08,7.081280385133272e-09,1.0061175922083172e-14,3.491821762712124e-05,4.109216469984799e-10,5.105658998369332e-07,5.101830869971233e-12,1.118347817782677e-12,9.134258607135891e-12
8.741791659943731e-05,0.8340719222604009,7.95616932004503e-05,2.6571990753408798e-05,4.749359121300814e-05,0.005735660348563119,0.0,0.0,0.0005123101072643759,1.828579177483044e-05,0.02462120145973015,0.0007999391577245413,1.3791657076157545e-06,5.5973929021052855e-14,3.143982356383223e-10,2.542851320644311e-07,0.0015764042435758923,0.0011218829758310787,2.4462525330444445e-06,1.519997015536105e-08,0.0010417985142796916,8.923250427195748e-10,1.868696097371633e-08,1.3585536862470278e-05,1.9807125481665008e-07,0.011499560967287225,3.0619483176803116e-08,0.0001646229214398819,0.00022836800594588452,2.268210296787914e-07,5.429166600008304e-08,2.8150930557878013e-10,8.65715666179174e-08,1.5346996030840363e-07,3.76,0.0,0.0021308111329744563,0.9704037068462745,0.009992308530366168,0.0013103980573219343,0.9965468892707536,0.9423431668191845,3.2594440963105004e-08,1.6725132658324096e-11,0.000470139074831154,3.183362943419426e-05,2.2955015365815892e-10,1.796795534244705e-10,6.1160920147301465e-09,0.007660876766394108,4.935864186333885e-10,2.0829913654384283e-05,2.2576295954189587e-05,0.0003697630764161021,0.004565153997424397,1.2591822554681733e-05,1.4037591243236286e-05,1.8623499952234387e-12,3.660677270511305e-13,9.26774397922672e-09,2.4361850156817034e-09,0.00010811277946091516,3.527509387683655e-06,0.0016318103792936688,5.639171029906918e-12,3.9433038302880036e-07,4.5576837553581996e-05,5.7196940437396994e-08,9.362114778654691e-08,0.00328904018067338,0.0011395501885195065,5.312222289272523e-07,1.83219568029587e-10,9.624286871826953e-10,2.8771197847377475e-07,0.00015741560530604733,2.2373770152711509e-10,4.914756926269989e-07,4.055749462509631e-08,2.1669885436214226e-06,0.00010075893863045438,4.8003704536152516e-05,6.031808872225361e-09,6.427899018018317e-14,9.812470121595803e-09,3.9568065124608696e-08,9.736754483223999e-12,1.3445071281579178e-05,8.552468207952432e-11,5.235137262697533e-13,4.1830837298308345e-08,7.136728499150731e-09,1.0121961338008957e-14,3.549342864982593e-05,4.2291500444028493e-10,5.14054240152066e-07,5.183115335387621e-12,1.1375897878753129e-12,9.182675815540065e-12
8.80404780638236e-05,0.8341346616592599,7.988740473364257e-05,2.670990820352475e-05,4.7754881953341796e-05,0.005793677900015769,0.0,0.0,0.0005138483964351861,1.8381191109414544e-05,0.02504789362799307,0.0008130719294134954,1.4057601834037078e-06,5.697964758040752e-14,3.1855426052099366e-10,2.558708525415195e-07,0.0015861196663605327,0.0011411786087170226,2.4981585532216037e-06,1.5448830512461117e-08,0.0010529682083362435,9.064066497758199e-10,1.8873835529146278e-08,1.3934020635085824e-05,1.9981438424246427e-07,0.011680012791580182,3.1077343839030466e-08,0.00016851614907027054,0.00023463484564194308,2.3139454228317253e-07,5.530948779731136e-08,2.840643679510732e-10,8.730912391680586e-08,1.5852860517316527e-07,3.76,0.0,0.0020384846107527033,0.9699579700412148,0.010139307673467202,0.0013363042926185847,0.9969591796465384,0.9418911491513061,3.2174872970342516e-08,1.6712655055252053e-11,0.00046992312592627746,3.192488381422932e-05,2.3053375624736746e-10,1.8050085545979437e-10,6.146308661523604e-09,0.00774471769864955,4.930859593483883e-10,2.0940085456489964e-05,2.2708309834848502e-05,0.0003711724761821311,0.00459066432099219,1.2636217048015026e-05,1.4086970709544969e-05,1.8729781099811164e-12,3.6815519274674646e-13,9.320860343937134e-09,2.474230908692395e-09,0.0001087085230233953,3.5453477226432418e-06,0.001667853178452625,5.666498167198421e-12,3.965527091367889e-07,4.690852445306869e-05,5.74814410042475e-08,9.448166467577767e-08,0.003291612292435556,0.0011625299169798176,5.222282203364479e-07,1.838362135140021e-10,9.457760835433751e-10,2.9158826450705884e-07,0.0001608773624104827,2.2867285320904036e-10,4.947060553142595e-07,4.081950238076495e-08,2.1808449907037216e-06,0.00010144695325569597,4.953847432752017e-05,6.067162245505549e-09,6.465562889396629e-14,1.005751631079353e-08,3.987687293586358e-08,1.0081789283106466e-11,1.384229120119366e-05,8.765678576896662e-11,5.34208176413105e-13,4.2252967476962447e-08,7.192461360961518e-09,1.0181259094854446e-14,3.6065300778968885e-05,4.3503788013096905e-10,5.175653403843591e-07,5.263811931412039e-12,1.1569530652230372e-12,9.230633636176635e-12
8.866303952820989e-05,0.8341972634658917,8.020839882566335e-05,2.684557755620909e-05,4.801175370053262e-05,0.00585193029854442,0.0,0.0,0.0005153940929191908,1.847735392632319e-05,0.025477826438714293,0.0008262935004160414,1.4325186011439694e-06,5.798726608552903e-14,3.2269967984408023e-10,2.574346645010327e-07,0.0015955974290080418,0.0011605674206415033,2.5504669714587138e-06,1.5698813411599352e-08,0.0010641750491095568,9.206185368058111e-10,1.9058126402667454e-08,1.4286172664812066e-05,2.0153650264410988e-07,0.011861285299902515,3.1540808347903447e-08,0.00017245800131393215,0.00024096558255283802,2.3597704567702425e-07,5.6331469463642016e-08,2.8661250180797867e-10,8.804395656854719e-08,1.63710437348554e-07,3.76,0.0,0.0019501582172856166,0.969509968049692,0.010287061089489357,0.0013625241359731968,0.9973701041165557,0.9414327174200199,3.177284453475395e-08,1.6700264042673468e-11,0.00046970607957754016,3.201571532373203e-05,2.3149886176421837e-10,1.813042690239787e-10,6.175879663682416e-09,0.00782800407845294,4.925813671020396e-10,2.1048382423377964e-05,2.2838268377087647e-05,0.00037254944749726425,0.004615697858108766,1.2679733561351404e-05,1.4135372831550854e-05,1.8834295113291633e-12,3.7020793282583335e-13,9.373097439926376e-09,2.5124483827467254e-09,0.00010929340550963486,3.5627892878831778e-06,0.0017042015217730384,5.693297351168735e-12,3.98712150902589e-07,4.825513315847708e-05,5.7759743552972645e-08,9.537542245959175e-08,0.0032941094299336862,0.0011857373066832444,5.135790745891165e-07,1.8444587403689838e-10,9.297583847977503e-10,2.954364604425791e-07,0.00016437375839389157,2.3365768566153477e-10,4.978761661367857e-07,4.107655779925957e-08,2.1944069133545194e-06,0.00010214006301847234,5.110845551629282e-05,6.101642201740237e-09,6.502296179993678e-14,1.0304956367523097e-08,4.0198991179996694e-08,1.0434017962075065e-11,1.424966406294069e-05,8.981954816143756e-11,5.449980610673861e-13,4.267636602221722e-08,7.2484840544648375e-09,1.0239091667774232e-14,3.6633640298845527e-05,4.472848854934669e-10,5.210996259692088e-07,5.343892771749608e-12,1.1764354521134366e-12,9.278138170746479e-12
8.928560099259618e-05,0.8342597452282097,8.052466857617999e-05,2.6979008738825802e-05,4.826423823653151e-05,0.005910414668206845,0.0,0.0,0.0005169469377893556,1.8574285025405816e-05,0.02591096921045999,0.0008396028505384335,1.459435236824345e-06,5.899645548025764e-14,3.268335383069907e-10,2.5897660422920073e-07,0.001604840712602033,0.001180045805685277,2.6031676717297287e-06,1.5949882597987376e-08,0.0010754184144789452,9.349599650304028e-10,1.923981660689264e-08,1.4641919930315993e-05,2.032377268504081e-07,0.01204335521162415,3.200983413132468e-08,0.0001764481303190214,0.00024735837565195674,2.405674036389683e-07,5.735742996548408e-08,2.891535634728756e-10,8.877605402681759e-08,1.6901665426059014e-07,3.76,0.0,0.0018656595293094146,0.9690597437295257,0.010435556396583445,0.0013890561418866256,0.9977798042100824,0.9409680923215781,3.1387598249131376e-08,1.6687954820587897e-11,0.0004694879565486259,3.2106147573722096e-05,2.3244561953542005e-10,1.8208993775194964e-10,6.204810720660843e-09,0.007910722200423154,4.920727757339402e-10,2.1154816618881153e-05,2.296617527289743e-05,0.0003738943650707132,0.004640257786029898,1.2722373970093509e-05,1.4182799725427607e-05,1.8937046878983305e-12,3.7222604409932817e-13,9.424457816075153e-09,2.550832548112795e-09,0.00010986744863189709,3.5798370833284522e-06,0.0017408487987583948,5.719571851923048e-12,4.0080959145039685e-07,4.961610448757783e-05,5.803186818955565e-08,9.630226331009273e-08,0.003296536373691494,0.0012091696582156395,5.052644056416392e-07,1.8504856005437272e-10,9.143560702047191e-10,2.9925552739502183e-07,0.0001679043253010859,2.3869153195134587e-10,5.009870394975418e-07,4.132874745033066e-08,2.20767887322181e-06,0.00010283835336913161,5.271389368661542e-05,6.135262633987879e-09,6.538113699254759e-14,1.0554723364923926e-08,4.053431726193138e-08,1.0793406819525053e-11,1.4667251773449977e-05,9.201293048593149e-11,5.558818352084721e-13,4.3101052510791135e-08,7.304801737030933e-09,1.0295482381226308e-14,3.7198261921423026e-05,4.596505515079628e-10,5.246575221501248e-07,5.423331278617953e-12,1.1960347699751985e-12,9.32519523662857e-12
8.990816245698247e-05,0.834322123571039,8.083621114600767e-05,2.7110212865011723e-05,4.851236906284742e-05,0.005969128101990541,0.0,0.0,0.0005185066541196907,1.8671987408947986e-05,0.026347291055728708,0.0008529989589819178,1.4865043857601164e-06,6.000689299880314e-14,3.30954915408076e-10,2.6049672286830094e-07,0.0016138528275136308,0.0011996101856796976,2.6562505454072644e-06,1.6202002162271514e-08,0.0010866976763869046,9.494301710266887e-10,1.9418892647618798e-08,1.5001189090314071e-05,2.0491818353313112e-07,0.012226199355003301,3.248437693331571e-08,0.00018048617851177797,0.0002538113828838952,2.4516451877638827e-07,5.838719166013372e-08,2.9168742119581245e-10,8.950540721155005e-08,1.7444842374627303e-07,3.76,0.0,0.0017848235048239201,0.9686073396979915,0.010584781272785187,0.0014158987787416416,0.998188413963159,0.9404974869274576,3.101840917507822e-08,1.6675722827493668e-11,0.00046926877748668886,3.219620171866161e-05,2.3337418363293563e-10,1.828580121652961e-10,6.2331077501535685e-09,0.0079928588825525,4.915603153072177e-10,2.1259400926656198e-05,2.3092035502004936e-05,0.0003752076105517948,0.004664347483049195,1.27641407664012e-05,1.422925419235434e-05,1.9038042413944193e-12,3.742096455695454e-13,9.474944582987159e-09,2.589378538286684e-09,0.00011043068094609472,3.596494268599347e-06,0.0017777883646620132,5.745325184366012e-12,4.0284594594948957e-07,5.099087055085669e-05,5.82978387613974e-08,9.726201702223885e-08,0.0032988977977082305,0.0012328242351735046,4.972740244700096e-07,1.8564428121617262e-10,8.99550004073084e-10,3.030444808825665e-07,0.00017146859033865308,2.4377371802206697e-10,5.040397223761191e-07,4.157616043811117e-08,2.2206656008106587e-06,0.00010354191053850668,5.435501982914519e-05,6.168037897250259e-09,6.573030748426121e-14,1.0806749791187299e-08,4.088274534803455e-08,1.1159917555591853e-11,1.5095108017414607e-05,9.423688807012217e-11,5.668579474698717e-13,4.352704797284951e-08,7.361419640810448e-09,1.035045533361864e-14,3.7758988751688875e-05,4.721293397094353e-10,5.282394542480856e-07,5.5021021748171315e-12,1.2157488613136543e-12,9.37181037393982e-12
9.053072392136876e-05,0.8343844142365893,8.114302761663832e-05,2.723920218146364e-05,4.875618130778986e-05,0.006028067665368976,0.0,0.0,0.0005200729487111456,1.8770462350267123e-05,0.026786760900670895,0.000866480805091426,1.5137203686069222e-06,6.101826252999072e-14,3.3506292568017767e-10,2.6199508585209704e-07,0.0016226372016809928,0.0012192570125819236,2.7097055022054744e-06,1.6455136564963582e-08,0.0010980122015187962,9.640283682819595e-10,1.9595344400313348e-08,1.5363906579917506e-05,2.0657800857017442e-07,0.012409794680648784,3.296439091871671e-08,0.00018457177925912746,0.0002603227639044922,2.497673324335849e-07,5.9420580340204204e-08,2.9421395496447476e-10,9.023200847353791e-08,1.800068839830737e-07,3.76,0.0,0.001707492169817571,0.9681527983107011,0.010734723461866047,0.001443050432772718,0.9985960602499551,0.9400211069729942,3.06645834640864e-08,1.666356372969827e-11,0.0004690485629121203,3.228589655912344e-05,2.342847126044537e-10,1.8360864928426888e-10,6.260776874612554e-09,0.008074401462920613,4.9104411222997e-10,2.136214900847375e-05,2.3215855281937077e-05,0.00037648957191091493,0.004687970518594704,1.2805037035711949e-05,1.4274739692405764e-05,1.9137288820472807e-12,3.761588775354728e-13,9.524561390051411e-09,2.6280815128090977e-09,0.0001109831375920401,3.6127641546338366e-06,0.0018150135467922407,5.770561095996613e-12,4.048221585467059e-07,5.2378855889181406e-05,5.855768270589055e-08,9.82545009822438e-08,0.003301198270521638,0.0012566982677467003,4.895979432228303e-07,1.862330465848247e-10,8.853214426811646e-10,3.068023902069951e-07,0.00017506607643049665,2.4890356349311536e-10,5.070352912645871e-07,4.1818888150043876e-08,2.23337198050581e-06,0.00010425082148442442,5.603205029832493e-05,6.199982764834478e-09,6.607063074067394e-14,1.1060967649390199e-08,4.1244166355419626e-08,1.153350743918017e-11,1.5533278188146427e-05,9.649137052694424e-11,5.779248421978878e-13,4.395437486227409e-08,7.4183430730952094e-09,1.0404035324121864e-14,3.831565223484466e-05,4.847156530880239e-10,5.318458478620792e-07,5.580181473094588e-12,1.2355755915192701e-12,9.417988853040385e-12
9.115328538575505e-05,0.8344466321232588,8.144512284669434e-05,2.736599001483654e-05,4.899571163503785e-05,0.006087230399748215,0.0,0.0,0.0005216455137514586,1.8869709462981864e-05,0.0272293475043788,0.0008800473690781989,1.541077537104381e-06,6.203025494898705e-14,3.391567188308108e-10,2.634717723345047e-07,0.0016311973692399021,0.0012389827707142357,2.763522480669969e-06,1.6709250659435082e-08,0.0011093613519693516,9.787537487258361e-10,1.9769164983864032e-08,1.572999870325125e-05,2.0821734643758043e-07,0.012594118274394927,3.344982877694583e-08,0.00018870455751986303,0.00026689068269125063,2.5437482450298367e-07,6.045742526978368e-08,2.9673305629643105e-10,9.095585155903473e-08,1.8569314345784286e-07,3.76,0.0,0.0016335143181624343,0.9676961616414996,0.01088537077891894,0.0014705094120245087,0.9990028631004733,0.939539151133974,3.032545703658806e-08,1.6651473411075392e-11,0.00046882733320880945,3.237524864464282e-05,2.3517736920658203e-10,1.843420122444349e-10,6.287824408009032e-09,0.008155337795948696,4.905242893717364e-10,2.1463075262863915e-05,2.3337642017721156e-05,0.00037774064283610585,0.004711130643413159,1.2845066432801e-05,1.4319260317932478e-05,1.9234794240191216e-12,3.780739006901659e-13,9.5733124023245e-09,2.666936659958404e-09,0.00011152486003099434,3.6286501953974172e-06,0.0018525176506474744,5.795283554773252e-12,4.0673919939487586e-07,5.377947860128993e-05,5.881143089789831e-08,9.927952017056805e-08,0.0033034422563269564,0.001280788956207942,4.822263787361068e-07,1.8681486484036783e-10,8.716520400233287e-10,3.1052837773843295e-07,0.00017869630275951348,2.540803824391202e-10,5.099748492020093e-07,4.205702401430401e-08,2.2458030360359525e-06,0.00010496517383164577,5.774518679478347e-05,6.231112386061762e-09,6.640226822999716e-14,1.131730855487194e-08,4.161846795093873e-08,1.191412948244845e-11,1.5981799336859156e-05,9.877632194074603e-11,5.890809614306704e-13,4.4383057021669395e-08,7.47557741578159e-09,1.0456247781743184e-14,3.886809208659038e-05,4.974038468581387e-10,5.354771290045344e-07,5.657546462999029e-12,1.2555128505501492e-12,9.463735682423748e-12
9.177584685014134e-05,0.8345087913228346,8.174250532599511e-05,2.749059071888192e-05,4.9230998153649274e-05,0.0061466133258019475,0.0,0.0,0.0005232240284080248,1.8969726770713995e-05,0.027675019477734555,0.0008936976327159225,1.5685702795474715e-06,6.304256841682493e-14,3.432354797910615e-10,2.649268746134777e-07,0.0016395369595202307,0.001258783978869424,2.817691458208313e-06,1.6964309713408707e-08,0.00112074448589491,9.936054842377509e-10,1.9940350632211092e-08,1.6099391722291427e-05,2.0983634962906744e-07,0.012779147369588411,3.39406418246039e-08,0.00019288413048329663,0.00027351331002289036,2.589860131468159e-07,6.149755921279707e-08,2.992446280141265e-10,9.167693157435722e-08,1.9150828097354074e-07,3.76,0.0,0.0015627452241301159,0.9672374714633782,0.011036711115680607,0.0014982739502892274,0.9994089360051427,0.9390518112917312,3.000039431656562e-08,1.6639447963251026e-11,0.00046860510861489505,3.2464272376414324e-05,2.360523201412392e-10,1.850582699186374e-10,6.314256842854533e-09,0.008235656248217009,4.900009661752649e-10,2.1562194784197223e-05,2.3457404251383876e-05,0.0003789612221456964,0.004733831779857314,1.2884233157496915e-05,1.436282076655991e-05,1.9330567807876313e-12,3.7995489521328595e-13,9.621202277309642e-09,2.705939199319988e-09,0.00011205589578141858,3.6441559796931663e-06,0.0018902939658757328,5.819496737077154e-12,4.0859806178085495e-07,5.5192151457639266e-05,5.905911749663673e-08,1.0033686719943247e-07,0.0033056341161471978,0.0013050934743054003,4.7514975543963384e-07,1.8738974447092043e-10,8.585238524399299e-10,3.142216181127444e-07,0.00018235878529484944,2.5930348414889395e-10,5.128595229103655e-07,4.229066326590918e-08,2.2579639163971456e-06,0.00010568505580572487,5.9494616372208634e-05,6.261442245371101e-09,6.672538498740651e-14,1.157570382998106e-08,4.2005534560043404e-08,1.2301732620901071e-11,1.6440700140469362e-05,1.0109168105265698e-10,6.003247467994922e-13,4.4813119642413445e-08,7.533128123988243e-09,1.0507118696741904e-14,3.941615620773213e-05,5.101882390641223e-10,5.391337241753478e-07,5.734175695414978e-12,1.275558554490233e-12,9.509055616934813e-12
