Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459)
3.9568648431094914e-09,0.7097749477818612,1.3448108642125902e-10,5.949436079930695e-13,1.4608590678665298e-13,9.06292175382494e-13,0.0,0.0,3.2268426839818497e-09,3.949078462472953e-14,1.0797874371820662e-14,5.2537210360906224e-14,8.066808387240515e-13,5.337048195378086e-29,2.785676514959996e-20,5.547273077839543e-13,1.8612300452069705e-11,3.0472007859146896e-12,1.5773107184923494e-23,1.6316057163626596e-23,6.318644887292115e-12,7.738284583921288e-20,3.058521505335451e-12,7.329896890098772e-21,2.623259630353836e-17,1.025612716671126e-15,1.2666298731298124e-10,1.0572792982410772e-13,2.289514884465984e-24,1.3388497266562017e-23,1.0906009647903042e-20,7.176429975459936e-20,3.9931597906783243e-13,5.2604327521109e-17,3.76,0.0,0.9835169935871225,0.9995157662989161,3.6798209844381414e-15,4.66930627359942e-09,0.00026948945854222533,0.0002654775167072552,4.011749783140043e-06,1.7487669165560653e-11,0.00048423046907982765,2.604438132926795e-15,5.335334243143244e-17,1.894455293481919e-18,8.705556547982848e-19,2.2321959906970363e-12,1.539470459860212e-13,1.956734438048426e-12,1.2001338535111023e-12,4.453150518197971e-14,4.9676259079391616e-17,6.67079125710716e-13,5.1551954035488265e-14,7.223997019627514e-20,2.5348709926700855e-19,1.937393617384257e-14,1.1536981523367693e-19,9.917325567695913e-15,1.3519948884181325e-21,3.691764140851932e-12,5.22491278757132e-23,3.090690343836901e-16,1.7147848786490036e-11,1.1376476249091825e-18,5.604109890191963e-10,1.400162779456845e-10,2.105896117876458e-18,2.5392534917505494e-09,2.5251390819668423e-18,1.245856997871227e-12,1.0036023346991437e-10,9.580675595948352e-17,9.270669968252773e-25,4.772228927350771e-21,3.873039020911537e-24,2.5088580553898168e-23,4.670765595992272e-09,1.1786524623457882e-15,3.91451741422941e-27,1.6688686976981923e-31,1.2369016321883858e-28,6.067609087973891e-12,1.0203611215729721e-22,4.342336032499339e-18,1.5858218939604823e-27,1.885416957263358e-21,4.637563180488622e-22,1.5349280432324267e-20,6.766159616510123e-32,2.027859708336345e-21,1.1963434890455283e-16,3.1176168843824673e-18,2.6935562797868055e-28,4.6969900475314775e-28,4.1757969808889393e-22
4.071319055340226e-09,0.7097759108818704,1.4216305662962324e-10,6.411838582166875e-13,1.5892748276332127e-13,9.86043772664129e-13,0.0,0.0,3.3204101119469983e-09,4.180994449768666e-14,1.1905609846367123e-14,5.740546181120465e-14,8.671270452407506e-13,5.783817476265605e-29,2.93404115792921e-20,5.830079074018061e-13,1.9193418588806646e-11,3.2448683815002974e-12,1.7459491363879352e-23,1.8457362245270133e-23,6.7014718382373495e-12,8.45003004929259e-20,3.1305670652232425e-12,7.981349072132665e-21,2.7757370959316816e-17,1.1369425356496528e-15,1.3191021389107434e-10,1.1367942020197852e-13,2.5026131603677974e-24,1.4836725294983887e-23,1.1865810668578109e-20,7.8923696334182e-20,4.2926343601551685e-13,5.831193823684436e-17,3.76,0.0,0.9835091993442274,0.9995157628271555,4.104898298133631e-15,4.804349676618725e-09,0.0002772834729196372,0.00027324724242698117,4.036029495516993e-06,1.807275644541865e-11,0.0004842338469488004,2.7600840575628144e-15,5.550565923463826e-17,2.0023827119380023e-18,9.277038425444864e-19,2.3685576536264184e-12,1.588686219646691e-13,2.0373780761252868e-12,1.2504198131554772e-12,4.7871340655759624e-14,5.5069086669924574e-17,7.022043322483171e-13,5.45942830831183e-14,7.95235501337541e-20,2.7161962426849484e-19,2.0503192933950195e-14,1.232641218476716e-19,1.0665885483004144e-14,1.5430883528841995e-21,3.798591501733606e-12,5.687163830705155e-23,3.2735811144289853e-16,1.7643694733709255e-11,1.2559015876992065e-18,5.753218858480312e-10,1.4808805560213064e-10,2.276479659514368e-18,2.610964586465576e-09,2.646359480928392e-18,1.3121752800361699e-12,1.0377348362437077e-10,1.0307225409636123e-16,1.0281028271149015e-24,5.236188722146413e-21,4.363990287798615e-24,2.8182070083083476e-23,4.805893871571269e-09,1.2497550827672275e-15,4.5118827956542564e-27,1.9088926185056556e-31,1.4207322949346142e-28,6.410518523253817e-12,1.0951936020809382e-22,4.725432108892691e-18,1.7594649564555293e-27,2.041973897367014e-21,5.194582607344648e-22,1.6735684782883794e-20,7.656962871894468e-32,2.2471758184241986e-21,1.2471810591804324e-16,3.3933711948116884e-18,3.0047719563290613e-28,5.440903122225629e-28,4.515829607902936e-22
4.185773267570961e-09,0.7097768739742776,1.5004819925224975e-10,6.894706409801525e-13,1.7249024494793695e-13,1.0702823366384398e-12,0.0,0.0,3.413990473618334e-09,4.4195365570992826e-14,1.309001993409017e-14,6.255067848498417e-14,9.300083702075818e-13,6.253363129232379e-29,3.0855311606538477e-20,6.117670321137522e-13,1.977690510764312e-11,3.449105197078182e-12,1.9269109686704676e-23,2.0800151857019773e-23,7.095881741633249e-12,9.204821505542525e-20,3.2018128333781502e-12,8.670113960218912e-21,2.932438201564807e-17,1.256490782142104e-15,1.37182987686257e-10,1.2195438572132324e-13,2.729044592702349e-24,1.6391481930566972e-23,1.2879470317165298e-20,8.65334721854395e-20,4.604201400683563e-13,6.444050107343125e-17,3.76,0.0,0.9835014051630311,0.9995157602429071,4.565541852818746e-15,4.93939204000411e-09,0.00028507742560341607,0.0002810186295845701,4.058585960416232e-06,1.865122935137607e-11,0.00048423633728209524,2.920293585083999e-15,5.76661040180858e-17,2.112993959557305e-18,9.86589108634178e-19,2.508993176644992e-12,1.6379153029100954e-13,2.1183810412135517e-12,1.3009988546093775e-12,5.134614262204705e-14,6.086021362078715e-17,7.381239297060306e-13,5.772463513477065e-14,8.728596931865578e-20,2.9038233611973997e-19,2.1656281302437312e-14,1.3143463453142022e-19,1.1445212531273182e-14,1.7543818170875767e-21,3.905421186375288e-12,6.179680706191128e-23,3.461809481929249e-16,1.813953147446854e-11,1.382201851582075e-18,5.901665044518547e-10,1.563783971300694e-10,2.455613524750109e-18,2.6825821807457693e-09,2.7691618057513814e-18,1.3798573669880504e-12,1.0715226454009397e-10,1.1063990459628405e-16,1.1366531973771763e-24,5.7311444048235094e-21,4.901541898955779e-24,3.156223990129486e-23,4.941023464644805e-09,1.3229967161928293e-15,5.1810236946076566e-27,2.17550891637216e-31,1.6247354741555295e-28,6.762153612351655e-12,1.1728584258326775e-22,5.130419260668425e-18,1.9460879252680765e-27,2.205383868095941e-21,5.800150625055462e-22,1.82040408560593e-20,8.636334609477685e-32,2.4838843515650468e-21,1.2983461754446088e-16,3.684780613541392e-18,3.3423340487845544e-28,6.275013756394631e-28,4.87107345749709e-22
4.300227479801696e-09,0.7097778370590827,1.581357780943358e-10,7.398262781114942e-13,1.8679275307675266e-13,1.1591246685813399e-12,0.0,0.0,3.5075837520801276e-09,4.6647055333124565e-14,1.4353896163863417e-14,6.797851285042845e-14,9.953342211531568e-13,6.746111084087937e-29,3.240100967517383e-20,6.409903268920203e-13,2.0362757228178557e-11,3.659923766161457e-12,2.1207020460236383e-23,2.3355901775427836e-23,7.501885216662297e-12,1.00039713084691e-19,3.2722678695835827e-12,9.397210331422966e-21,3.0933563112697514e-17,1.3845841634465553e-15,1.4247905527019546e-10,1.3055432383574435e-13,2.9692706679111927e-24,1.8056988501249194e-23,1.3948364282556594e-20,9.460461058987094e-20,4.927909816465412e-13,7.100670603249677e-17,3.76,0.0,0.9834936110435339,0.9995157583130349,5.063653278716682e-15,5.074433363833483e-09,0.00029287131659337597,0.0002887915560488257,4.0795413120709725e-06,1.9222833851060906e-11,0.0004842381732157684,3.085069640506461e-15,5.983399996319877e-17,2.226264393869867e-18,1.0471996006984803e-18,2.653503441445287e-12,1.6871567308875195e-13,2.1997081344431697e-12,1.3518504615852227e-12,5.495646990711396e-14,6.706550434480204e-17,7.748305698499798e-13,6.094308108713833e-14,9.554137614324682e-20,3.0976925049921594e-19,2.2832525400005458e-14,1.3988201227505098e-19,1.2255475980305086e-14,1.9873159613170445e-21,4.012253194538784e-12,6.703782452490337e-23,3.6553816136829576e-16,1.863535900889404e-11,1.5168024004730288e-18,6.049449326938276e-10,1.6488671034917963e-10,2.6434697595842293e-18,2.7541062965015535e-09,2.8934917827905738e-18,1.4488794022493608e-12,1.1049503534970025e-10,1.1851163157461195e-16,1.2530228195505919e-24,6.2582614339270655e-21,5.488719675465492e-24,3.5247408889307216e-23,5.076154371973295e-09,1.3983795338075765e-15,5.928382288764155e-27,2.4708351119500594e-31,1.8503415098020592e-28,7.1224610324687205e-12,1.2533517476992698e-22,5.557905628676809e-18,2.14622393323127e-27,2.375630604807784e-21,6.456984544315503e-22,1.9756794756884438e-20,9.710408466236967e-32,2.73891234986164e-21,1.3498168267763858e-16,3.9922621736512785e-18,3.7077389770668464e-28,7.207028954443222e-28,5.241623151073016e-22
4.414681692032431e-09,0.7097788001362856,1.6642506079177755e-10,7.922724226939175e-13,2.018534737610236e-13,1.2526871415094292e-12,0.0,0.0,3.601189930356118e-09,4.916502126033292e-14,1.57000344762137e-14,7.36944558309019e-14,1.0631129699155407e-12,7.262479074494324e-29,3.3977058416810756e-20,6.706637012997949e-13,2.0950972168925682e-11,3.877335530471097e-12,2.3278336274926552e-23,2.613627913800649e-23,7.919491970597157e-12,1.08487931122653e-19,3.3419411288659013e-12,1.0163655369992417e-20,3.258484807939972e-17,1.5215506984304464e-15,1.4779632329693564e-10,1.3948059838181628e-13,3.2237577820282413e-24,1.9837483876528795e-23,1.5073860936625915e-20,1.031477608020814e-19,5.263803402222964e-13,7.802730647293364e-17,3.76,0.0,0.9834858169857363,0.9995157568649803,5.601180809276074e-15,5.2094736481838465e-09,0.00030066514588930333,0.0002965659083435364,4.099009029535603e-06,1.9787348894763425e-11,0.00048423952730859856,3.25441504197055e-15,6.200872773402893e-17,2.342169574991425e-18,1.1095235833510387e-18,2.802089268437158e-12,1.7364095949631681e-13,2.2813266628699978e-12,1.402955587980002e-12,5.870282460948768e-14,7.370088978562476e-17,8.123169692635369e-13,6.424969348687502e-14,1.0430366429236097e-19,3.297739812693506e-19,2.403126105190612e-14,1.4860685899840693e-19,1.3096832991785954e-14,2.2433851705286104e-21,4.119087525981122e-12,7.260806150030447e-23,3.854303627641318e-16,1.9131177337109982e-11,1.6599539729472894e-18,6.196572410098866e-10,1.7361240361268938e-10,2.840218330916495e-18,2.8255369434527447e-09,3.019297580189174e-18,1.5192178929042852e-12,1.1380044090752125e-10,1.266892436821135e-16,1.3775180958295999e-24,6.818713042661386e-21,6.128658613567457e-24,3.925655802974087e-23,5.211286590315551e-09,1.4759055594261386e-15,6.76079356938841e-27,2.797094001953016e-31,2.0990231003488034e-28,7.491387590260243e-12,1.3366682949602661e-22,6.0084993524434724e-18,2.3604096450045985e-27,2.5526905431262157e-21,7.16787305427704e-22,2.1396399308572425e-20,1.0885566241837163e-31,3.0132145413288163e-21,1.4015724757571058e-16,4.316231743145788e-18,4.102530951260156e-28,8.245042249383691e-28,5.627565444291068e-22
4.529135904263166e-09,0.7097797632058855,1.749153184678116e-10,8.468301010320751e-13,2.176907804218289e-13,1.3510857023444354e-12,0.0,0.0,3.694808991412075e-09,5.1749270816596175e-14,1.7131234256044592e-14,7.970383962964595e-14,1.133352026373516e-12,7.802876822901917e-29,3.5583018418634185e-20,7.007733253078714e-13,2.1541547146654898e-11,4.101350916071056e-12,2.5488223303547416e-23,2.9153131317373954e-23,8.348710863407741e-12,1.1740601705606672e-19,3.410841462729669e-12,1.0970464671836411e-20,3.427817093213553e-17,1.6677195864227091e-15,1.5313284718725163e-10,1.487344490504825e-13,3.492977253118193e-24,2.173722286543743e-23,1.6257321362912308e-20,1.1217324055174021e-19,5.611921206454273e-13,8.551911233892042e-17,3.76,0.0,0.9834780229896377,0.9995157557720143,6.18011905647888e-15,5.344512893131528e-09,0.0003084589134909597,0.00030434158103559075,4.117094548584158e-06,2.034458377412124e-11,0.00048424052628951,3.4283325072104145e-15,6.418972045167645e-17,2.460685269181096e-18,1.1735494550152362e-18,2.954751419978952e-12,1.7856730512959613e-13,2.3632062624840144e-12,1.4542965531907945e-12,6.258565613428331e-14,8.078236110428663e-17,8.505759098764967e-13,6.764454660933597e-14,1.1358646495754622e-19,3.5038977571519522e-19,2.5251835724639866e-14,1.5760972814952433e-19,1.3969429487263182e-14,2.524137554484407e-21,4.225924180455918e-12,7.852106134195526e-23,4.0585815925198936e-16,1.962698645923918e-11,1.811903971121923e-18,6.343034845877597e-10,1.825548856816263e-10,3.0460271752341465e-18,2.896874120561206e-09,3.14652969611102e-18,1.5908497036932636e-12,1.1706729719338754e-10,1.351744422643873e-16,1.5104470038612727e-24,7.413679593622389e-21,6.82460345828399e-24,4.360933451134173e-23,5.3464201164284996e-09,1.5555766793397257e-15,7.685498193166035e-27,3.156615668374948e-31,2.372294072420336e-28,7.868880212075704e-12,1.4228014779279715e-22,6.482808570137388e-18,2.589185060785288e-27,2.7365332743783752e-21,7.935676021473113e-22,2.3125313945441164e-20,1.21684405005708e-31,3.307773528484378e-21,1.4535939601679035e-16,4.657104026012255e-18,4.5283023449581785e-28,9.39753865263411e-28,6.028979789378055e-22
4.643590116493901e-09,0.7097807262678829,1.8360582542033244e-10,9.035197517357124e-13,2.3432295323878534e-13,1.454435873894914e-12,0.0,0.0,3.788440918157862e-09,5.4399811453574273e-14,1.8650297437448566e-14,8.60118405321456e-14,1.206057907108498e-12,8.367706221687929e-29,3.721845800604064e-20,7.313056251716739e-13,2.213447937581187e-11,4.331979404455935e-12,2.7841900687325586e-23,3.241847510761303e-23,8.789549967926774e-12,1.268071285760975e-19,3.478977620378284e-12,1.1818652248973055e-20,3.601346587335466e-17,1.8234210852003227e-15,1.5848682059096258e-10,1.5831700020729145e-13,3.777405333598033e-24,2.3760474731430062e-23,1.7500099385483835e-20,1.2169103925898987e-19,5.972297869714059e-13,9.349898385640851e-17,3.76,0.0,0.9834702290552388,0.9995157549412327,6.8025087857720286e-15,5.479551098752386e-09,0.0003162526193980856,0.00031211847616516346,4.133895831537355e-06,2.0894375668620407e-11,0.0004842412630625916,3.606824659800908e-15,6.637645911279951e-17,2.58178745191467e-18,1.2392657621561744e-18,3.1114906035707336e-12,1.8349463158088003e-13,2.44531873338315e-12,1.505856944658149e-12,6.660536495043345e-14,8.832596380305146e-17,8.896002394053984e-13,7.112771653065878e-14,1.2340313991422194e-19,3.716095476583655e-19,2.649360844224824e-14,1.6689112693760412e-19,1.4873400954142342e-14,2.831174945813306e-21,4.332763157714598e-12,8.479053274482254e-23,4.2682215279493503e-16,2.0122786375403558e-11,1.9728963826626383e-18,6.488837053732207e-10,1.9171356561458102e-10,3.2610622465136364e-18,2.968117817352813e-09,3.2751408526802487e-18,1.6637520512392426e-12,1.2029457774728994e-10,1.4396882895732173e-16,1.652118989826145e-24,8.044347956000788e-21,7.579909217812737e-24,4.8326055481776504e-23,5.4815549470669295e-09,1.637394651522331e-15,8.710155335070764e-27,3.551839434584416e-31,2.6717081481654365e-28,8.254885935407075e-12,1.5117434932440957e-22,6.981441418538817e-18,2.8330933339653727e-27,2.9271219806612785e-21,8.763324288694266e-22,2.4946004605513348e-20,1.3565917042928594e-31,3.623599972312219e-21,1.505863400947988e-16,5.0152925630630226e-18,4.986694056327334e-28,1.067339932229049e-27,6.445938858851615e-22
4.758044328724636e-09,0.7097816893222771,1.9249585883781196e-10,9.623612621005308e-13,2.517681791122822e-13,1.5628527566702897e-12,0.0,0.0,3.8820856934490725e-09,5.711665061056459e-14,2.0260027676046827e-14,9.262348168321449e-14,1.2812362993124023e-12,8.957361510701737e-29,3.888295303899484e-20,7.622472793680591e-13,2.272976606800329e-11,4.5692295989000595e-12,3.0344640003697147e-23,3.5944486232692405e-23,9.242016625850114e-12,1.3670443173099692e-19,3.5463582499200923e-12,1.2709230533943563e-20,3.779066729015065e-17,1.9889863975038077e-15,1.6385656557882847e-10,1.6822926910197523e-13,4.077523222441715e-24,2.59115218168482e-23,1.8803541597959265e-20,1.31710821883659e-19,6.344963939473355e-13,1.0198382566893376e-16,3.76,0.0,0.9834624351825397,0.9995157543040517,7.470436690658119e-15,5.614588265121974e-09,0.00032404626361040264,0.00031989650271535525,4.149503897635126e-06,2.1436587368109124e-11,0.0004842418062117084,3.789894035207242e-15,6.85684684187587e-17,2.7054523105105346e-18,1.3066612112583798e-18,3.272307475006832e-12,1.884228659607376e-13,2.5276378863560556e-12,1.557621527186225e-12,7.076230608804649e-14,9.634779225936562e-17,9.293828717110122e-13,7.469928119357808e-14,1.3376677541261533e-19,3.9342590855328354e-19,2.7755949685568667e-14,1.7645152027227443e-19,1.580887319545153e-14,3.166152877456182e-21,4.4396044575074516e-12,9.143034314680803e-23,4.483229404619183e-16,2.0618577085724525e-11,2.143171714953823e-18,6.63397933914784e-10,2.010878526718619e-10,3.4854875633541146e-18,3.039268015135857e-09,3.4050858954012594e-18,1.7379024984009734e-12,1.2348140107030166e-10,1.5307391275379746e-16,1.802844868910106e-24,8.711910905377783e-21,8.398041620547522e-24,5.342771146011328e-23,5.616691078983286e-09,1.7213611142339575e-15,9.842855534566933e-27,3.985315768006591e-31,2.998857715520845e-28,8.649351901456472e-12,1.6034854202799235e-22,7.5050060330073e-18,3.092680601915574e-27,3.124413850157533e-21,9.653819473790013e-22,2.6860943622902034e-20,1.5085137249581537e-31,3.961732772082985e-21,1.5583641161787408e-16,5.391209732587132e-18,5.479395858044891e-28,1.2081905955685278e-27,6.878509033073346e-22
4.872498540955371e-09,0.7097826523690679,2.0158469854254797e-10,1.0233740018950962e-12,2.7004455163908664e-13,1.6764510305368639e-12,0.0,0.0,3.975743300088072e-09,5.989979571445988e-14,2.196322958608857e-14,9.954363583804889e-14,1.3588921201320892e-12,9.572229451312109e-29,4.057608672140852e-20,7.935852145920393e-13,2.332740443154753e-11,4.813109286248596e-12,3.300176481206274e-23,3.9743489185088416e-23,9.706117499738807e-12,1.4711109956848502e-19,3.6129918995599676e-12,1.3643210384192244e-20,3.9609709752792145e-17,2.16474756573981e-15,1.692405235347709e-10,1.7847217349186e-13,4.393817077267052e-24,2.819465827250726e-23,2.0168987392671766e-20,1.4224193335671488e-19,6.729946162497087e-13,1.1099058139513532e-16,3.76,0.0,0.9834546413715403,0.9995157538095631,8.186035166971271e-15,5.7496243923156985e-09,0.0003318398461276167,0.0003276755761197037,4.164003315536641e-06,2.1971105164171464e-11,0.00048424220664525583,3.977543086655307e-15,7.076531299703352e-17,2.8316562463252975e-18,1.3757246786834537e-18,3.4372026414800593e-12,1.9335194049552184e-13,2.6101394004163942e-12,1.6095761587668015e-12,7.505679238631136e-14,1.0486398465344362e-16,9.699167870767242e-13,7.835932046720913e-14,1.446901768522498e-19,4.158311966290468e-19,2.90382412751192e-14,1.8629133439203918e-19,1.677596302564077e-14,3.530780540395847e-21,4.546448079584552e-12,9.84545127111302e-23,4.703611144414949e-16,2.1114358590323377e-11,2.3229669408309283e-18,6.778461910536478e-10,2.106771562333401e-10,3.719465255348914e-18,3.1103246881201023e-09,3.536321697963293e-18,1.8132789487511165e-12,1.2662701895262623e-10,1.6249111656292576e-16,1.9629367328689725e-24,9.417566546269443e-21,9.282577515817327e-24,5.893596941506994e-23,5.7518285089274815e-09,1.8074775940434564e-15,1.1092133528709261e-26,4.4597081287945525e-31,3.355372605099817e-28,9.052225348767836e-12,1.6980173108997802e-22,8.054110547449673e-18,3.3684958290090585e-27,3.3283604731199722e-21,1.0610233768375198e-21,2.887260962006254e-20,1.6733500299272402e-31,4.323239241331765e-21,1.6110805408674566e-16,5.785266750828696e-18,6.008146736846464e-28,1.3632744908323304e-27,7.32675085310282e-22
4.986952753186106e-09,0.7097836154082553,2.108716267593675e-10,1.0865768547165691e-12,2.891700711009665e-13,1.7953449562293287e-12,0.0,0.0,4.069413720824649e-09,6.27492541797074e-14,2.3762708038181296e-14,1.0677702808436113e-13,1.4390295717359525e-12,1.0212689497123925e-28,4.22974494225701e-20,8.253066018128665e-13,2.3927391671085697e-11,5.063625494400824e-12,3.5818650272937474e-23,4.382794739998364e-23,1.0181858621273068e-11,1.5804031086265805e-19,3.678887018776433e-12,1.4621601086411197e-20,4.147052801321793e-17,2.3510373743586097e-15,1.7463724670460075e-10,1.8904653871578357e-13,4.726778026305179e-24,3.06141888857611e-23,2.1597768989954055e-20,1.5329340352378663e-19,7.127267756146369e-13,1.2053622858159434e-16,3.76,0.0,0.9834468476222411,0.9995157534201318,8.951482086872415e-15,5.884659480408953e-09,0.0003396333669494201,0.0003354556178051961,4.177472660317511e-06,2.249783689967585e-11,0.00048424250199800514,4.169774190774944e-15,7.296659397798935e-17,2.9603758765577616e-18,1.4464452187056765e-18,3.606176664605501e-12,1.9828179217037658e-13,2.692800690603486e-12,1.6617077124990392e-12,7.948909750755066e-14,1.1389071826484202e-16,1.0111950324132625e-12,8.210791620115938e-14,1.5618586419455707e-19,4.388175041759165e-19,3.0339876240920535e-14,1.9641096018606016e-19,1.7774778915808903e-14,3.9268207229961554e-21,4.653294023696555e-12,1.0587720883647017e-22,4.929372620549782e-16,2.161013088932158e-11,2.512515455008573e-18,6.922284894690344e-10,2.2048088572897185e-10,3.963155608710631e-18,3.181287804443028e-09,3.668807071990814e-18,1.8898596411749857e-12,1.2973080567027153e-10,1.7222178329369526e-16,2.132707864239368e-24,1.0162517757355213e-20,1.0237205220212927e-23,6.487317551998329e-23,5.886967233646743e-09,1.8957455133052622e-15,1.2466981064884106e-26,4.977794764427535e-31,3.7429188776841362e-28,9.463453607842878e-12,1.7953282729803987e-22,8.629363094288143e-18,3.661090661132297e-27,3.538908219102705e-21,1.1635709736417568e-21,3.0983487400009556e-20,1.851866526373332e-31,4.70921528036713e-21,1.6639981521887524e-16,6.1978736723147384e-18,6.574735223709981e-28,1.5336011044781561e-27,7.790719441004536e-22
5.101406965416841e-09,0.7097845784398392,2.2035592790742655e-10,1.151988247121929e-12,3.0916264446580247e-13,1.919648376734447e-12,0.0,0.0,4.163096938356559e-09,6.566503340826931e-14,2.5661267512419684e-14,1.143282385316715e-13,1.5216521924652865e-12,1.0879113961589726e-28,4.404663850942283e-20,8.573988523882885e-13,2.4529724987247157e-11,5.3207845458126006e-12,3.8800722834761605e-23,4.821045376758411e-23,1.066924543607587e-11,1.6950524891877295e-19,3.744051959484593e-12,1.5645410360848984e-20,4.3373057003504425e-17,2.5481892592559872e-15,1.8004539034559973e-10,1.99953104265103e-13,5.076902180254219e-24,3.3174427998612773e-23,2.309121146752108e-20,1.6487395251655594e-19,7.536948660392209e-13,1.3063777401747763e-16,3.76,0.0,0.9834390539346418,0.9995157531081474,9.769000572605069e-15,6.019693529477223e-09,0.0003474268260754942,0.0003432365547677763,4.189984937973826e-06,2.3016710162945604e-11,0.00048424271988083156,4.366589652961174e-15,7.517194588038006e-17,3.091588035712604e-18,1.518812070126004e-18,3.779230063332637e-12,2.0321236239885157e-13,2.775600785179047e-12,1.7140040040869193e-12,8.405945873723712e-14,1.23444205106721e-16,1.0532107213966265e-12,8.594515227442622e-14,1.682660680555634e-19,4.623767031052969e-19,3.166025868405035e-14,2.068107562610467e-19,1.8805421592664576e-14,4.356089733618147e-21,4.760142289595376e-12,1.1371274112834879e-22,5.160519657691202e-16,2.2105893982841072e-11,2.7120470401254277e-18,7.065448350917807e-10,2.304984505807329e-10,4.216717111174169e-18,3.2521573271116044e-09,3.8025026811724486e-18,1.967623144584068e-12,1.3279224797612461e-10,1.822671815034865e-16,2.312472656629314e-24,1.0947971659104272e-20,1.126572481207712e-23,7.12623575999669e-23,6.022107249885478e-09,1.9861661971338474e-15,1.397685968533412e-26,5.542470450695291e-31,4.163197626492782e-28,9.882984096641788e-12,1.8954065481877669e-22,9.231371804428453e-18,3.971019291044529e-27,3.75599859620308e-21,1.2733460112680861e-21,3.319606783861125e-20,2.0448553084189546e-31,5.1207855457543024e-21,1.7171033997465934e-16,6.629439390059658e-18,7.180999715897671e-28,1.7202211330331765e-27,8.270464890331602e-22
5.215861177647576e-09,0.709785541463819,2.3003688841302198e-10,1.2196261757180072e-12,3.300400854007119e-13,2.049474718561558e-12,0.0,0.0,4.256792935330119e-09,6.864714078958364e-14,2.7661711502273453e-14,1.2220170496538788e-13,1.6067629043921382e-12,1.1571868182704387e-28,4.58232581886314e-20,8.898496142358694e-13,2.5134401576364435e-11,5.584592107313648e-12,4.195345998302989e-23,5.290372148445168e-23,1.1168282845387994e-11,1.815191004499797e-19,3.808494977185111e-12,1.671564436558268e-20,4.531723183431269e-17,2.7565372236224096e-15,1.8546370542759084e-10,2.1119252989311237e-13,5.444690644018602e-24,3.587969850839368e-23,2.4650632789928704e-20,1.7699199647912035e-19,7.959005772125376e-13,1.4131224938125935e-16,3.76,0.0,0.9834312603087431,0.999515752853353,1.0640858770050114e-14,6.154726539596188e-09,0.00035522022350551114,0.0003510183191776717,4.201607980102711e-06,2.3527670614532534e-11,0.00048424288055014735,4.5679917124249134e-15,7.738103376821665e-17,3.225269776763952e-18,1.5928146617594376e-18,3.956363316723532e-12,2.081435967112061e-13,2.8585202114481328e-12,1.766453724454812e-12,8.876807958755168e-14,1.3354068787002918e-16,1.0959570345452723e-12,8.987111463948848e-14,1.8094272642633811e-19,4.865004688994709e-19,3.2998803633105146e-14,2.174910517611621e-19,1.9867984595040464e-14,4.8204573079931066e-21,4.866992877034777e-12,1.219755567781437e-22,5.397058032083982e-16,2.260164787100447e-11,2.9217878414524663e-18,7.207952283975397e-10,2.4072926015484875e-10,4.480306496199832e-18,3.3229332148669316e-09,3.937370959344338e-18,2.0465483527390744e-12,1.358109358195968e-10,1.9262851064734018e-16,2.502546540586136e-24,1.17751391034587e-20,1.2372048376619183e-23,7.812722728569863e-23,6.157248554385176e-09,2.0787408799149207e-15,1.563171347617026e-26,6.156748179613233e-31,4.617943797834154e-28,1.0310764316880917e-11,1.9982395844585232e-22,9.860744807228165e-18,4.29883833367405e-27,3.979568593091931e-21,1.3906767601003131e-21,3.551284777705842e-20,2.2531348433894453e-31,5.559103617156252e-21,1.7703836404673352e-16,7.080371635670054e-18,7.828828791880032e-28,1.9242268171465756e-27,8.766032629220376e-22
