Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615)
5.669635612445798e-09,0.8530281148840404,7.395737503929776e-08,1.5373537562083135e-09,2.4286556820005144e-10,1.2248613205680617e-09,0.0,0.0,7.473063080499759e-08,5.460425938913771e-12,6.048585270472623e-11,2.849212633141407e-11,1.892915852966733e-09,3.8166708028581994e-23,4.011660376646675e-16,2.102064544861649e-10,3.0812551232388964e-09,3.0846811665096847e-09,1.7361528466655133e-17,5.768360208308597e-16,3.53667103652671e-08,1.1145121980465276e-14,9.819385874222434e-10,2.3393312278346958e-17,2.191847694358381e-14,2.9642392830813284e-11,2.598722352089008e-07,7.803151588101364e-10,2.767412445576934e-20,4.5270215451028905e-18,3.5798378516297054e-17,1.2874023729881778e-15,1.2722481658499209e-09,9.569124461369791e-13,3.76,0.0,0.9073300450463004,0.998167650462644,1.0193727498646232e-11,6.590279103097285e-07,0.01560493614733309,0.01549504160225839,0.00010945444587411241,8.184558271238818e-09,0.0018322700328070858,1.045604295804346e-11,8.693152172676485e-13,9.910478080864492e-15,1.7877672000871143e-15,1.1624206889958486e-09,5.282439714400819e-11,8.666339265611737e-10,1.1542681987167749e-09,2.6806961306843394e-11,1.7209107499570086e-13,8.780351473348191e-10,1.3414791311990686e-10,1.5826806936083988e-17,7.062041500768786e-17,7.286754898474575e-12,7.122310197041646e-15,7.768048070422193e-12,2.503077089378933e-18,1.2318161272627215e-09,2.4026667259065235e-17,2.6711925350877613e-14,2.2461196374901923e-09,4.690739744401927e-16,4.047107529628193e-08,6.35535297854598e-08,1.5942552664944723e-14,7.311273276407033e-08,5.865253077216808e-14,9.748171824171161e-12,1.7092965831127086e-07,4.728187211392287e-13,3.20805565249299e-19,1.4750894656925029e-15,6.7690784174180485e-18,5.2582597857833146e-18,6.598291103258493e-07,3.6942561070991634e-13,4.934761741772872e-22,2.495667005392153e-26,3.383043511668266e-21,2.503525126659535e-09,2.288335400176561e-17,4.61875401213197e-14,2.632783075109616e-22,3.2257225687482363e-18,3.028819367309456e-18,4.526384825437776e-16,8.804299283553681e-27,1.9952679790415575e-16,2.2757864629803946e-14
5.7746400467463536e-09,0.8530710060180171,7.707134670768028e-08,1.605595217026045e-09,2.5783297712399456e-10,1.3006948703408743e-09,0.0,0.0,7.611031965456981e-08,5.663439932123728e-12,6.428414590837443e-11,3.009937315266112e-11,1.9726936491211256e-09,4.106531799984151e-23,4.1815885812702913e-16,2.1676455363828944e-10,3.1577839754902938e-09,3.2108117858223453e-09,1.8573338719906776e-17,6.20111587081355e-16,3.673928353079716e-08,1.1837892503205905e-14,9.959879308125723e-10,2.471508985443119e-17,2.2749993476469124e-14,3.1511507818066194e-11,2.6533368415397077e-07,8.133591873743565e-10,2.9546411305592474e-20,4.810433936788002e-18,3.784647782230122e-17,1.3566778622597228e-15,1.3250153982769737e-09,1.0167449792611947e-12,3.76,0.0,0.9070435214245569,0.9981676485679468,1.101748292676411e-11,6.711285783591489e-07,0.01589144705093239,0.0157815446890318,0.00010945029607945469,8.2520181342877e-09,0.0018322703469331228,1.0853500102192808e-11,8.928728473060365e-13,1.0178372389087686e-14,1.855373303652955e-15,1.2069267580194847e-09,5.385835551823772e-11,8.862044772013298e-10,1.1965503750051193e-09,2.797457652356837e-11,1.837125859187952e-13,8.999805666465096e-10,1.3857052135274174e-10,1.6722850348943705e-17,7.348309947303278e-17,7.539373401637612e-12,7.424788213795436e-15,8.18376647554726e-12,2.713173440635966e-18,1.2544620150852097e-09,2.553951486826169e-17,2.775934827252369e-14,2.2873306059659657e-09,4.985399544306074e-16,4.1342693710701254e-08,6.627857074106478e-08,1.6905286619326042e-14,7.468890347961909e-08,6.031720639133799e-14,1.0050689942898985e-11,1.7317690157416637e-07,5.003146460813853e-13,3.4535078205760156e-19,1.5918357581085816e-15,7.449447972225776e-18,5.780518161703177e-18,6.719630179601074e-07,3.835822045132822e-13,5.509125461430497e-22,2.773572379545265e-26,3.702093934024704e-21,2.6088087541410426e-09,2.3659942775172122e-17,4.8782307442704426e-14,2.835509963624378e-22,3.3689395923920874e-18,3.2756739409697975e-18,4.807753703483892e-16,9.736350131488969e-27,2.143654517283468e-16,2.32119660700092e-14
5.8796444810469094e-09,0.8531138836207018,8.024901544105537e-08,1.6754510694526883e-09,2.734121164921007e-10,1.3796684481219648e-09,0.0,0.0,7.748990102313068e-08,5.870121510342453e-12,6.82387605863985e-11,3.1761438120699524e-11,2.054087340191116e-09,4.412364060445911e-23,4.3553117238751656e-16,2.2338072394019971e-10,3.2351077959414207e-09,3.3394662820783796e-09,1.984677148967479e-17,6.656205597892195e-16,3.8138022864457984e-08,1.2560196595917189e-14,1.0099109886421499e-09,2.608613189740125e-17,2.3597954363024254e-14,3.345794095984201e-11,2.707832604746773e-07,8.47082765195295e-10,3.1513642931044655e-20,5.105459414333504e-18,3.997083765243037e-17,1.428060144314224e-15,1.378798016891405e-09,1.0790102491952906e-12,3.76,0.0,0.9067570882307138,0.998167646742008,1.1890970377759432e-11,6.832254558230547e-07,0.01617786754432766,0.016067960435575387,0.00010944299325708395,8.316825199592646e-09,0.0018322705880710229,1.1258407661919904e-11,9.1651890134929e-13,1.044716294510684e-14,1.9245269312852677e-15,1.2522643772758666e-09,5.489190024620449e-11,9.058158439192982e-10,1.2397083589996197e-09,2.916888776657862e-11,1.9588969382837257e-13,9.21989413809335e-10,1.4305838716214622e-10,1.76497011407788e-17,7.639188053651763e-17,7.794728974384704e-12,7.733736549487086e-15,8.614447322748136e-12,2.9365920045761493e-18,1.2771018103017723e-09,2.7118053549407305e-17,2.882916675470158e-14,2.3285275503403117e-09,5.292739078703915e-16,4.220555770084596e-08,6.906150633748409e-08,1.7909854162922434e-14,7.626529808258079e-08,6.199123364135171e-14,1.0355613643454342e-11,1.753760446284979e-07,5.288874137325359e-13,3.7129585066017044e-19,1.715074050458715e-15,8.182497274662346e-18,6.342987985252305e-18,6.840938607363173e-07,3.980043577582637e-13,6.137337083515322e-22,3.0760486843395925e-26,4.0440914273836765e-21,2.716053467050689e-09,2.4444668130926752e-17,5.147206273900213e-14,3.0499079380636437e-22,3.514785883938303e-18,3.537635303779966e-18,5.100831970429127e-16,1.0745717694793479e-26,2.2998991476561373e-16,2.366586768346873e-14
5.984648915347465e-09,0.8531567476962841,8.348990762917097e-08,1.7469264116803308e-09,2.8961463052899047e-10,1.461844228772288e-09,0.0,0.0,7.886937574273957e-08,6.0804687455056465e-12,7.235272375962676e-11,3.3478899635504836e-11,2.1370915634467955e-09,4.7347102659646266e-23,4.532829823229697e-16,2.3005331929942292e-10,3.3132276703887326e-09,3.4706404625453724e-09,2.118392478201312e-17,7.134243815995881e-16,3.9562906665068073e-08,1.331273171993712e-14,1.0237088878619344e-09,2.7507381680852634e-17,2.4462419618695638e-14,3.548320444120513e-11,2.762208228774016e-07,8.814841101331715e-10,3.357918085393091e-20,5.412323585518934e-18,4.2172813006143765e-17,1.5015607350878357e-15,1.433590330029981e-09,1.1437531520412754e-12,3.76,0.0,0.9064707454372247,0.9981676449680502,1.2816173493989357e-11,6.953185439380017e-07,0.016464197655003017,0.01635428854032624,0.00010943286760005969,8.379073223516427e-09,0.0018322707729923884,1.1670765201300993e-11,9.402490145493957e-13,1.0716819118951322e-14,1.9952766061808484e-15,1.2984332086624072e-09,5.592502979360104e-11,9.254690491875004e-10,1.2837461910805727e-09,3.038999289448947e-11,2.086388350504034e-13,9.440599379761487e-10,1.4761196099157838e-10,1.860765755043011e-17,7.934587665978621e-17,8.052749866678772e-12,8.049155994096899e-15,9.060392344029251e-12,3.1739152846525676e-18,1.2997355139952864e-09,2.876384727317527e-17,2.992150958108065e-14,2.369710475562833e-09,5.613071220309586e-16,4.305940317372206e-08,7.19019515411951e-08,1.8957436765576473e-14,7.784158736121862e-08,6.367430969670041e-14,1.0662839996902493e-11,1.7752798862232044e-07,5.585584130376673e-13,3.9869400622092203e-19,1.8450024678031633e-15,8.971064906133624e-18,6.947843979838169e-18,6.962216394306226e-07,4.126919725270203e-13,6.823202849325627e-22,3.404691362255988e-26,4.410176188968736e-21,2.8252270645119885e-09,2.5237338562297776e-17,5.425848378110192e-14,3.2764289850228154e-22,3.663212370897694e-18,3.815319395962414e-18,5.405850421001454e-16,1.1837001676234376e-26,2.4642509205501465e-16,2.4119569487183185e-14
6.089653349648021e-09,0.853199598248952,8.679353491635844e-08,1.82002622423087e-09,3.0645205133065634e-10,1.5472838594114993e-09,0.0,0.0,8.024874458733123e-08,6.29447971258477e-12,7.662904863668596e-11,3.52523208012371e-11,2.2217009208575355e-09,5.074119550301727e-23,4.714142475929617e-16,2.367807196396811e-10,3.392144512538213e-09,3.604330092905728e-09,2.258694032327047e-17,7.635844935394843e-16,4.101391301231925e-08,1.4096198170271076e-14,1.0373827449842026e-09,2.897978513019175e-17,2.5343448757223588e-14,3.7588804093898174e-11,2.8164624765528346e-07,9.165614245187336e-10,3.5746459214392316e-20,5.731251417512533e-18,4.445375676652766e-17,1.5771907435201693e-15,1.4893866349026758e-09,1.211018273309071e-12,3.76,0.0,0.9061844930165315,0.998167643233153,1.3795111960657328e-11,7.074078439421324e-07,0.016750437410454237,0.016640528736158438,0.00010942021484091873,8.438853383106937e-09,0.0018322709146134275,1.20905721746496e-11,9.64059016800413e-13,1.0987312901047734e-14,2.0676725748211217e-15,1.3454329135447873e-09,5.695774280328699e-11,9.451651787642891e-10,1.328667671551617e-09,3.163799214772572e-11,2.219766795046996e-13,9.66190549477616e-10,1.5223172196296668e-10,1.9597005330400056e-17,8.234420720366962e-17,8.313365443265807e-12,8.371047166675782e-15,9.521904449053021e-12,3.425740432985073e-18,1.322363127268906e-09,3.0478464872881207e-17,3.1036504779741766e-14,2.410879386574584e-09,5.946711210087667e-16,4.390399079062981e-08,7.479950624083757e-08,2.0049233988368214e-14,7.941745336595035e-08,6.536614398807823e-14,1.097226730540971e-11,1.7963363151014006e-07,5.893489442624342e-13,4.2759946698658056e-19,1.9818189230145556e-15,9.818070291877069e-18,7.597324710814353e-18,7.083463546576336e-07,4.2764495096102495e-13,7.570705285402338e-22,3.761159479244357e-26,4.801518909664594e-21,2.9362968341814042e-09,2.603776682340879e-17,5.714324677835215e-14,3.515533917899298e-22,3.8141698676147366e-18,4.109353772702171e-18,5.723037525885725e-16,1.301495987373317e-26,2.6369614556583033e-16,2.457307151607339e-14
6.194657783948577e-09,0.8532424352828928,9.015939543482113e-08,1.8947553714300253e-09,3.239357966892396e-10,1.6360484457591772e-09,0.0,0.0,8.162800827557544e-08,6.512152489436282e-12,8.10707345802975e-11,3.7082249664513667e-11,2.307909984300627e-09,5.43114742126803e-23,4.899248902124495e-16,2.435613305557888e-10,3.471859070979272e-09,3.740530902538137e-09,2.4058004146917607e-17,8.161623186606822e-16,4.2491019793931223e-08,1.4911298948947755e-14,1.050933666181872e-09,3.050429078893091e-17,2.6241100736292446e-14,3.9776239386315225e-11,2.870594268567509e-07,9.523128972630048e-10,3.801898530067505e-20,6.0624672514443705e-18,4.6815019706136634e-17,1.6549608995701158e-15,1.5461812212149798e-09,1.2808498879003414e-12,3.76,0.0,0.9058983309410646,0.9981676415273676,1.4829841102551662e-11,7.194933570750203e-07,0.017036586838188678,0.0169266807867886,0.0001094052998479763,8.496254261866671e-09,0.0018322710228773106,1.2517827931798647e-11,9.879449241411292e-13,1.1258618732813316e-14,2.1417667478291584e-15,1.3932631528602503e-09,5.799003807787127e-11,9.649053756402735e-10,1.3744763672737092e-09,3.2912988229923606e-11,2.359201320168333e-13,9.88379809094723e-10,1.5691817604637414e-10,2.0618017884088205e-17,8.538599321965017e-17,8.576506170064719e-12,8.69941053357605e-15,9.999287640143169e-12,3.692679378611395e-18,1.3449846512445812e-09,3.2263479834634393e-17,3.217427956083923e-14,2.4520342883082396e-09,6.293976586104062e-16,4.4739104772127595e-08,7.77537564389433e-08,2.1186463561087213e-14,8.099258921010339e-08,6.706645771662942e-14,1.1283795158769168e-11,1.8169386636544787e-07,6.212802137467559e-13,4.580674271775716e-19,2.1257209959195878e-15,1.0726513292716936e-17,8.293732428204305e-18,7.204680068772451e-07,4.4286319526521093e-13,8.38400636012447e-22,4.147176339168521e-26,5.219320761345299e-21,3.0492296173271104e-09,2.6845769835588505e-17,6.012802637898287e-14,3.767692336992755e-22,3.967609138109282e-18,4.420377467451449e-18,6.052619373422104e-16,1.428450870181573e-26,2.818284915927389e-16,2.5026373819350826e-14
6.40466665254969e-09,0.8533280688113357,9.707574799379989e-08,2.049120553343803e-09,3.6088734964669313e-10,1.8237941309276855e-09,0.0,0.0,8.438622279740655e-08,6.958475797472721e-12,9.046211777251715e-11,4.091374878413317e-11,2.4851053926239123e-09,6.200312409649453e-23,5.280838324446611e-16,2.572759328195231e-10,3.633683545504886e-09,4.020448822302663e-09,2.7213245827583755e-17,9.288166229120848e-16,4.552344538841069e-08,1.6639228286998978e-14,1.0776710743854737e-09,3.371341576882949e-17,2.8086505970991737e-14,4.440258292947947e-11,2.978486862493113e-07,1.0258310170235793e-09,4.2894178608239546e-20,6.762657247230201e-18,5.178389567560324e-17,1.8169628325233114e-15,1.6627423776849368e-09,1.4283881449588042e-12,3.76,0.0,0.9053262777154765,0.9981676381746177,1.707506843293517e-11,7.436530276916387e-07,0.0176086148205936,0.017498719643372213,0.00010936960647154542,8.604259571175092e-09,0.0018322711678309437,1.3394682703712101e-11,1.035929400910741e-12,1.180357564266729e-14,2.2952653354371354e-15,1.4914138769329663e-09,6.00533713410349e-11,1.004522798596578e-09,1.4687685450139865e-09,3.554439443059865e-11,2.656926625127141e-13,1.0329292096729041e-09,1.6649331119288145e-10,2.2756070051354362e-17,9.159642850630408e-17,9.110090362212393e-12,9.375555041955229e-15,1.1002888266450431e-11,4.274421031279156e-18,1.3902094358756823e-09,3.6051017808679926e-17,3.451867227887649e-14,2.5343020836310565e-09,7.030664692598889e-16,4.6380159656424346e-08,8.383062455415961e-08,2.360218196029992e-14,8.413949691233411e-08,7.049146440672964e-14,1.1912757595101617e-11,1.856816517558101e-07,6.886492950555981e-13,5.239164576568935e-19,2.4355699792904455e-15,1.2740110822279771e-17,9.836854940672396e-18,7.447021233993606e-07,4.740950906395435e-13,1.0225567341454003e-21,5.0150739234808435e-26,6.139258778214526e-21,3.280549716183778e-09,2.848378809063999e-17,6.640432618014827e-14,4.313091710819516e-22,4.281736135237044e-18,5.096005490639423e-18,6.749859438206936e-16,1.711883907937204e-26,3.2077998388667894e-16,2.5932379501923622e-14
6.593674634290691e-09,0.8534050927948675,1.0350803190029546e-07,2.1936680041485586e-09,3.964663152496179e-10,2.004738109734589e-09,0.0,0.0,8.686826240483489e-08,7.372670935342177e-12,9.950970293574704e-11,4.4560552282133537e-11,2.649997338275044e-09,6.958517385387151e-23,5.63722945472649e-16,2.697855735929629e-10,3.782058126824346e-09,4.28091975393841e-09,3.030854663651572e-17,1.0390893864970748e-15,4.8341666954418246e-08,1.8309657633502763e-14,1.1013251898004342e-09,3.678938583870156e-17,2.980479913847648e-14,4.88610822860807e-11,3.075163250499914e-07,1.0942845654083435e-09,4.7678500627982597e-20,7.43709149932431e-18,5.654408346480575e-17,1.9701846605306245e-15,1.771004208863615e-09,1.5703877977690546e-12,3.76,0.0,0.9048117385163185,0.9981676351966249,1.930791126058932e-11,7.653837926065389e-07,0.01812313136015197,0.01801325131208671,0.00010933187758608113,8.694162946363168e-09,0.0018322712442442454,1.4209318349691598e-11,1.079338586796207e-12,1.2296602420954593e-14,2.4397747929001885e-15,1.582586549263159e-09,6.19089333546803e-11,1.040341646499341e-09,1.5566970213410574e-09,3.8006072384229395e-11,2.9473356221210503e-13,1.0732125456197261e-09,1.7534458723638785e-10,2.4791105604755924e-17,9.732567954524427e-17,9.598276648043671e-12,1.0006222085264212e-14,1.1963477203749796e-11,4.8561236561552835e-18,1.4308909282371991e-09,3.971643411346921e-17,3.670778930945977e-14,2.608295237009432e-09,7.743512778289894e-16,4.782298658098368e-08,8.948930600370589e-08,2.594429801131731e-14,8.696635702030703e-08,7.360039809274973e-14,1.2485028447461104e-11,1.8912417484766278e-07,7.533934464887138e-13,5.890977590008865e-19,2.740638240821497e-15,1.4794189334838533e-17,1.1410547833982869e-17,7.665023544599631e-07,5.031100260800326e-13,1.21535352669305e-21,5.91586082706114e-26,7.070366430798155e-21,3.494769634135338e-09,2.9982155642857015e-17,7.241182090717361e-14,4.853483480203009e-22,4.5724450748542456e-18,5.76881498872728e-18,7.421983097027327e-16,2.0035557575058942e-26,3.590420476191053e-16,2.6747102249846578e-14
6.7826826160316925e-09,0.8534820730427839,1.1013364730271314e-07,2.343564961153812e-09,4.3431153082535437e-10,2.1973793225823594e-09,0.0,0.0,8.934997023407123e-08,7.798700561152325e-12,1.0913906948672187e-10,4.8398300294069425e-11,2.8199869825186373e-09,7.78273008283618e-23,6.005887396545017e-16,2.8244395815604786e-10,3.933022100136862e-09,4.549459281845191e-09,3.3660408081701855e-17,1.1581484617003285e-15,5.124410358303109e-08,2.0093625913691236e-14,1.1245977337629634e-09,4.0049034301770165e-17,3.1577836732620987e-14,5.360775785349078e-11,3.1714317295569347e-07,1.1648937875785731e-09,5.2861767388881676e-20,8.154800760478298e-18,6.158541632117906e-17,2.130492749400966e-15,1.882411630374674e-09,1.7213772846518826e-12,3.76,0.0,0.9042974916064357,0.9981676322359586,2.1755065372188717e-11,7.871023073870096e-07,0.01863735566621397,0.018527494818403163,0.00010928983472099192,8.777617443563874e-09,0.0018322712895101887,1.5048073674377572e-11,1.1229394230024706e-12,1.2791958902170279e-14,2.5906639960443598e-15,1.6764448695960867e-09,6.376312906353082e-11,1.0763231418413969e-09,1.6475455856342073e-09,4.055693700534848e-11,3.2601040204126483e-13,1.1136693918354703e-09,1.844208628795466e-10,2.6932438090506754e-17,1.0318220546436734e-16,1.0093611920328668e-11,1.0657860829690944e-14,1.2980257780895314e-11,5.497000632566366e-18,1.4715527094421176e-09,4.363459954648241e-17,3.897264728230079e-14,2.6822430766744557e-09,8.505542623468882e-16,4.9232720834045595e-08,9.532472249027892e-08,2.845339108529e-14,8.978656171299792e-08,7.673295984242477e-14,1.3062607396741967e-11,1.9243310645825888e-07,8.221586161666491e-13,6.602437455377458e-19,3.0717098937072246e-15,1.70976020441813e-17,1.3174974953168153e-17,7.882926621377948e-07,5.329829052356934e-13,1.4367927994430058e-21,6.942177320988115e-26,8.107272004677913e-21,3.7144958139066898e-09,3.1502399115318336e-17,7.876934224904054e-14,5.443868742024127e-22,4.870432573142303e-18,6.507117751664047e-18,8.137667892475187e-16,2.3332771617241925e-26,4.0050135416515546e-16,2.756117905216442e-14
6.971690597772694e-09,0.8535590095794595,1.1694932113403432e-07,2.498835733604829e-09,4.744852374254306e-10,2.402053180710712e-09,0.0,0.0,9.183134881332537e-08,8.23655355198082e-12,1.1936720762361172e-10,5.242967490513522e-11,2.9950420936974812e-09,8.67641237014478e-23,6.386799150540258e-16,2.952426721930801e-10,4.086574709191833e-09,4.826041708453841e-09,3.728325827545556e-17,1.2863496295179452e-15,5.423062205272179e-08,2.1995314729589897e-14,1.1474947963813164e-09,4.349798227233761e-17,3.3405936460209234e-14,5.865112459642689e-11,3.267289893796985e-07,1.2376478439760577e-09,5.846714385652283e-20,8.917072666492493e-18,6.691569566215462e-17,2.297939111690783e-15,1.9969314233668474e-09,1.8816036335803987e-12,3.76,0.0,0.9037835368246593,0.998167629280642,2.442975098952038e-11,8.088085792963779e-07,0.019151287899596876,0.019041449545129163,0.00010924426116775772,8.855047855243677e-09,0.0018322713155839864,1.591094171640723e-11,1.1667144026564624e-12,1.3289565720883076e-14,2.7482888091263363e-15,1.7729868556781306e-09,6.561595549128909e-11,1.1124754145565954e-09,1.741327479964972e-09,4.319768460749342e-11,3.5963042226094124e-13,1.154295599185197e-09,1.9372583826041026e-10,2.918123520124709e-17,1.0916102510442806e-16,1.0595728688015926e-11,1.1330470213605512e-14,1.4055032139918884e-11,6.2011719008725864e-18,1.5121947865488052e-09,4.781483185201909e-17,4.131395147135382e-14,2.7561456311126522e-09,9.318679305334757e-16,5.060881094236223e-08,1.013340956033012e-07,3.11372292421155e-14,9.259869255941119e-08,7.988789191534662e-14,1.3644961311698754e-11,1.956133260847711e-07,8.950645142874285e-13,7.377105814011561e-19,3.4299113348645706e-15,1.967068091791633e-17,1.514583180732965e-17,8.100730443500682e-07,5.637131603954217e-13,1.6899879570454314e-21,8.106460204137479e-26,9.258077733817847e-21,3.939526138273179e-09,3.3043589817494587e-17,8.548660035867912e-14,6.087297974058481e-22,5.175416267518685e-18,7.315036760235489e-18,8.898140378022789e-16,2.70449191232469e-26,4.453150373168697e-16,2.8374610439642245e-14
7.160698579513695e-09,0.8536359024292517,1.2395171821437216e-07,2.6595034856080707e-09,5.170483684746269e-10,2.6190887047728275e-09,0.0,0.0,9.431240028043957e-08,8.6862188055244e-12,1.3021096212423488e-10,5.665721812684899e-11,3.175130388359706e-09,9.643088605925247e-23,6.779950616213659e-16,3.081735447682301e-10,4.242713953731022e-09,5.1106412236779135e-09,4.119203695495476e-17,1.4240475128655435e-15,5.730108850617809e-08,2.4018924494179894e-14,1.1700223668390208e-09,4.714187474645615e-17,3.5289406901292145e-14,6.39996311612375e-11,3.362736060556518e-07,1.3125358611992647e-09,6.451860113492199e-20,9.725189423018014e-18,7.254270053078233e-17,2.4725735094720166e-15,2.114530472142479e-09,2.051310654106283e-12,3.76,0.0,0.9032698740097214,0.9981676263234788,2.7345528614725002e-11,8.305026156033688e-07,0.019664928221222195,0.01955511501638056,0.00010919579877154823,8.926853848603673e-09,0.0018322713296417107,1.679791475862818e-11,1.2106474062722325e-12,1.3789358808941507e-14,2.9130185343161397e-15,1.8722105263558907e-09,6.746741041644684e-11,1.148806880798162e-09,1.838054023930483e-09,4.5929041701734594e-11,3.957034192232827e-13,1.195087940017024e-09,2.032633682424767e-10,3.1538547362703344e-17,1.1525721966513045e-16,1.1104269947927276e-11,1.2024048454501018e-14,1.518960796015396e-11,6.972922701163903e-18,1.5528171667233674e-09,5.226648143263458e-17,4.373239467770123e-14,2.8300029287359725e-09,1.0184865951253667e-15,5.1950869588553876e-08,1.0751457864981861e-07,3.400377659164231e-14,9.540142945858209e-08,8.306402748243135e-14,1.423157365397707e-11,1.9866958826158488e-07,9.722295591652962e-13,8.218640367292442e-19,3.816357770466017e-15,2.253455356914654e-17,1.733945787299369e-17,8.318434978683096e-07,5.95300224672229e-13,1.9782618462204987e-21,9.42185350357527e-26,1.0531201704335037e-20,4.169657912201775e-09,3.4604835982284714e-17,9.257328903135015e-14,6.786910092386597e-22,5.487116771422106e-18,8.19680381960695e-18,9.704599119700156e-16,3.1208109030705854e-26,4.936427410977674e-16,2.9187396970979954e-14
7.349706561254697e-09,0.8537127516165077,1.3113745600403212e-07,2.82559024913173e-09,5.620605378383693e-10,2.8488084367562632e-09,0.0,0.0,9.679312641953423e-08,9.14768523831498e-12,1.4168703276269513e-10,6.108333591006855e-11,3.3602195683014224e-09,1.0686344987896823e-22,7.185327095511166e-16,3.2122864248536825e-10,4.401436689175096e-09,5.4032319427488545e-09,4.540220635443901e-17,1.5715954179201554e-15,6.045536864446808e-08,2.6168672297299404e-14,1.1921863351222208e-09,5.0986379573367915e-17,3.7228546957790444e-14,6.966166019795917e-11,3.457769139232019e-07,1.3895469470322936e-09,7.104092459268942e-20,1.0580428057091185e-17,7.847418739834857e-17,2.6544437567881673e-15,2.235175789221636e-09,2.2307389545187468e-12,3.76,0.0,0.9027565030002584,0.9981676233600993,3.0516290769747394e-11,8.521844235804413e-07,0.02017827679211036,0.020068490871916877,0.00010914497360783972,8.993410903733966e-09,0.0018322713360348713,1.7708984391978627e-11,1.254723592891118e-12,1.4291287550204512e-14,3.0852351072798405e-15,1.97411390240933e-09,6.931749223804529e-11,1.1853261969467325e-09,1.937734733114472e-09,4.875176564782965e-11,4.34341763276347e-13,1.2360439923656425e-09,2.1303743704907508e-10,3.4005310884127116e-17,1.2146593964915953e-16,1.161888893911714e-11,1.27385931656609e-14,1.6385797259558838e-11,7.816705956782802e-18,1.5934198572243771e-09,5.699892765629008e-17,4.622865654834365e-14,2.903814997884877e-09,1.1106062278043792e-15,5.3258657071354956e-08,1.1386327108076283e-07,3.7061194340604487e-14,9.819354630517712e-08,8.626028421022171e-14,1.4821944890528635e-11,2.0160651508966916e-07,1.0537708289717545e-12,9.13079323189466e-19,4.232151844222924e-15,2.5711128487304607e-17,1.9772828334552596e-17,8.536040184158634e-07,6.277435320209466e-13,2.305150699008022e-21,1.0902212519104296e-25,1.1935376302108324e-20,4.404688597926557e-09,3.618528130557403e-17,1.0003908571111942e-13,7.5459314341252165e-22,5.805258213995238e-18,9.156756677179454e-18,1.0558214338237195e-15,3.586011493580728e-26,5.456465918216185e-16,2.9999539222539264e-14
