Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615)
8.542930278894918e-06,0.9899190877219093,2.4849062179748487e-05,1.2865808955693956e-05,8.636679133508907e-06,0.0006040647713965573,0.0,0.0,2.3644374888745243e-05,2.534634962723736e-07,0.0018209739789866515,7.452111084276938e-05,6.732799142807353e-07,1.40183726484773e-14,2.7537843029973946e-10,1.7925770822197205e-07,7.160433426347863e-05,0.00018918159339936035,7.214572154745772e-07,2.1829165663050002e-07,0.005170424088667692,4.2945140143141894e-08,7.863719563378737e-09,4.933854617715333e-09,1.7631184143475504e-09,0.000723148024571488,3.5747143177550455e-07,4.121658142097642e-06,1.7172608870934154e-08,1.3819832611192248e-10,4.125807394563762e-10,9.704651566212564e-11,2.7445432923032486e-08,1.4431276851122656e-08,3.76,0.0,1.235159091584402e-06,0.9962696495705978,0.00046807659721209585,5.118658340387141e-05,0.9288652249806524,0.9147571981229811,6.248421545069611e-07,1.7740543998935072e-09,0.0018287848605216784,3.623750652903204e-07,2.0268346797067084e-10,1.1075140944524972e-11,6.007584617356063e-10,0.0002665885541996385,2.843723379112431e-09,1.5152352842343356e-05,1.489283180179467e-05,0.00010769297340041966,0.0013781216522659244,3.9289978994526077e-07,5.400044002032141e-07,1.6521926771865412e-13,9.211062442073545e-14,6.185826443087716e-09,4.223231765072612e-09,6.7994566721993766e-06,1.3422377916375954e-07,1.3465423179991196e-05,1.1902587609971567e-11,2.9085733603414106e-09,9.891770347647307e-08,6.819828612210087e-10,6.554013258041658e-09,0.0001380130251933276,5.330271163197218e-05,7.126185406992078e-10,9.818569940553287e-11,1.4272416198164036e-13,2.1295135388057336e-07,1.2012409060214685e-05,2.586347635016404e-10,1.1729088021990671e-08,1.5290464740006673e-09,4.254415278100981e-09,4.2833783622385034e-05,8.49151934167504e-08,1.6535102841275964e-12,4.7016318895036664e-17,1.9512647393623523e-09,1.9157659062876482e-08,5.656727482118917e-15,1.4684811497542227e-07,1.4865146421428274e-11,1.7188686669732458e-14,1.09125816467296e-09,3.401636643684813e-10,1.0272273951150781e-17,1.3466846654452092e-07,9.382500824748986e-13
8.641322942973025e-06,0.9899334190895599,2.5118085650504507e-05,1.3011938928118004e-05,8.74961065454174e-06,0.0006122511053898905,0.0,0.0,2.391832936432821e-05,2.5637482345226444e-07,0.0018530825598986334,7.578020345242815e-05,6.84533748677083e-07,1.4519843396396787e-14,2.8216704831150916e-10,1.8139970523059105e-07,7.271360556730196e-05,0.00019137105914324759,7.392621840946306e-07,2.234057375468465e-07,0.005232004459360156,4.346235718041674e-08,7.966212591015141e-09,5.09680314320145e-09,1.7919522403053902e-09,0.0007350900218921242,3.5754374778813557e-07,4.168053936852375e-06,1.7807532797543866e-08,1.4252473684857991e-10,4.2399328941774134e-10,9.814545827357766e-11,2.7510680837984082e-08,1.4456449683371959e-08,3.76,0.0,1.2351042790132078e-06,0.9962385048894503,0.00047615043300168995,5.146700121866092e-05,0.9289434305050532,0.9146498278021326,6.247688167926777e-07,1.7738462026922988e-09,0.0018287276826681924,3.6500541821243985e-07,2.0412611292531469e-10,1.1208356780741551e-11,6.085319179846772e-10,0.000270011577824808,2.8432595525339456e-09,1.5330029079321908e-05,1.5063443122267791e-05,0.00010890990667884426,0.001399311250851041,3.970910105282676e-07,5.457749254495333e-07,1.6718620119753313e-13,9.320704949168897e-14,6.259624029704846e-09,4.288243114096969e-09,6.877015470574975e-06,1.3628240608679594e-07,1.3898032657808512e-05,1.2039349695832766e-11,2.9535194185374192e-09,1.0042593013843805e-07,6.897305051306974e-10,6.5545426695012664e-09,0.00013824334659700646,5.4612412522738135e-05,7.163155864731782e-10,9.924408519839901e-11,1.4347989782744206e-13,2.1495559234946704e-07,1.2235719121529508e-05,2.634509400742132e-10,1.1897761638845002e-08,1.5510248935640294e-09,4.3155557002998515e-09,4.284569829402121e-05,8.625700916187641e-08,1.6771978960581047e-12,4.7689841315686866e-17,2.0094406627159397e-09,1.9159191241267443e-08,5.776887110868202e-15,1.4696577681673466e-07,1.527231242459006e-11,1.759736747125936e-14,1.1083892397873917e-09,3.454108471852714e-10,1.0419424396564168e-17,1.3817274227238345e-07,9.525084889936881e-13
8.739715607051132e-06,0.9899478080086621,2.5390095639844086e-05,1.3159621289420524e-05,8.863792626864555e-06,0.0006205253922671055,0.0,0.0,2.4196061428707427e-05,2.5932823822925777e-07,0.0018855711093209346,7.70543483813239e-05,6.959406772515831e-07,1.503740860990939e-14,2.8908657382211096e-10,1.8356531793519754e-07,7.383555012665861e-05,0.000193560082376009,7.573892026262774e-07,2.2860543400070445e-07,0.005293577279306011,4.397961189705312e-08,8.069971517544161e-09,5.264397864533252e-09,1.8211663254343791e-09,0.0007471707271123792,3.576175390318589e-07,4.214807053906245e-06,1.846161795121268e-08,1.469687333356205e-10,4.3568600322301924e-10,9.925599352116209e-11,2.7576696127124728e-08,1.4481802776840985e-08,3.76,0.0,1.2350495447509453e-06,0.9962070109825139,0.0004843288708102058,5.175192325304546e-05,0.9290218288336634,0.9145419651346217,6.246951428776963e-07,1.773637051096488e-09,0.0018286698637959879,3.6767168392192996e-07,2.0558405607718078e-10,1.134302856120543e-11,6.163898802429536e-10,0.00027345645650137863,2.842793068096576e-09,1.550962678597438e-05,1.5235895146981439e-05,0.00011013984099049154,0.0014207128504300235,4.013279871697717e-07,5.516084408441226e-07,1.6917467314257356e-13,9.431547155658072e-14,6.334230503964635e-09,4.35386744106042e-09,6.955412136936156e-06,1.383614452577014e-07,1.434218686286699e-05,1.2177547153915884e-11,2.9989752037460694e-09,1.0202621854879431e-07,6.975611942705111e-10,6.55509205315223e-09,0.0001384736731574759,5.594319097507461e-05,7.200593600416484e-10,1.0031551418143165e-10,1.4424522722325753e-13,2.1698301759050498e-07,1.2462335048166007e-05,2.683383063020036e-10,1.2068537059040723e-08,1.5732768170333476e-09,4.377458229130815e-09,4.285767085750777e-05,8.761834235032038e-08,1.7011788883184221e-12,4.8371705003418743e-17,2.0691708028403083e-09,1.9160777666369032e-08,5.902678732778593e-15,1.470805074458325e-07,1.568701418915755e-11,1.8015505622045983e-14,1.1256987774087865e-09,3.5071214960611545e-10,1.0568397136699722e-17,1.417518855933671e-07,9.67638163188603e-13
8.838108271129239e-06,0.9899622550677172,2.5665104324711124e-05,1.3308862438553722e-05,8.979233735974928e-06,0.0006288885734468261,0.0,0.0,2.4477604757763317e-05,2.623242104629043e-07,0.001918443539538107,7.834371104352523e-05,7.075024507349309e-07,1.5571527748685137e-14,2.9613898757529273e-10,1.8575467380867436e-07,7.497029810334554e-05,0.00019574869032346057,7.758424800602588e-07,2.3389177633677355e-07,0.005355142511284512,4.449690531310345e-08,8.175006800220984e-09,5.436756601044957e-09,1.8507658562031826e-09,0.0007593916753516372,3.576928185967265e-07,4.261922566754815e-06,1.913536811836153e-08,1.5153318482453079e-10,4.476651474546103e-10,1.0037816865314716e-10,2.7643484219364097e-08,1.4507339902147053e-08,3.76,0.0,1.2349947794113495e-06,0.996175164119583,0.0004926130504828651,5.2041405692915614e-05,0.9291004218297589,0.9144336048679483,6.246211291618445e-07,1.773426934922752e-09,0.0018286113970579622,3.703741449316281e-07,2.0705735572160826e-10,1.1479164335500323e-11,6.243328994241018e-10,0.00027692362637877745,2.84232389783664e-09,1.569115508389977e-05,1.5410196115177107e-05,0.00011138277358461665,0.0014423285125142432,4.056108829216586e-07,5.575051704991587e-07,1.7118479377777472e-13,9.54359525475603e-14,6.40965009692573e-09,4.420111530280534e-09,7.0346497380303544e-06,1.4046109185100563e-07,1.4798154474998163e-05,1.2317186020153522e-11,3.044945870054853e-09,1.0372181157269693e-07,7.054752114623778e-10,6.5556615810004486e-09,0.00013870400758137603,5.729530565281382e-05,7.238501952153776e-10,1.0140007540233728e-10,1.4502021896994517e-13,2.190337753626702e-07,1.2692317225263835e-05,2.732981632067613e-10,1.2241431042006859e-08,1.5958043927494114e-09,4.440128594372558e-09,4.286970188994547e-05,8.899986249416739e-08,1.7254554080992822e-12,4.9061971028268584e-17,2.1304943717030635e-09,1.9162418679107985e-08,6.034341280210189e-15,1.4719254362496528e-07,1.6109362864345104e-11,1.8443303278011648e-14,1.14318865875514e-09,3.560681313662443e-10,1.071920551707215e-17,1.4540738335741144e-07,9.836697086768175e-13
9.034893599285452e-06,0.9899913259694993,2.622417195423255e-05,1.3612049190519067e-05,9.2139292891407e-06,0.000645885402567969,0.0,0.0,2.505226100587425e-05,2.6844569508746097e-07,0.001985355766431753,8.096875583605249e-05,7.310976450150673e-07,1.6691331029678887e-14,3.106506075134976e-10,1.902051597420125e-07,7.727872744157002e-05,0.00020012477195181376,8.137450387854369e-07,2.4472858895803355e-07,0.005478250058712411,4.553161237688911e-08,8.388950200734388e-09,5.796250741219907e-09,1.9111422945224393e-09,0.0007842604870840766,3.5784789723590994e-07,4.3572613505639625e-06,2.054393805523214e-08,1.6103524269074032e-10,4.725084523161426e-10,1.0265764622083785e-10,2.777940134885476e-08,1.4558981659976053e-08,3.76,0.0,1.234884853861126e-06,0.9961103965004088,0.0005095032332629196,5.263428000907162e-05,0.9292581993493044,0.9142153704034888,6.244720678588934e-07,1.7730037678707017e-09,0.0018284924924042423,3.758887957206468e-07,2.100502814030568e-10,1.1755861814408133e-11,6.404763902317225e-10,0.00028392657827868947,2.84137738735448e-09,1.6060042675962674e-05,1.5764380569790617e-05,0.00011390765898520955,0.0014862102075120147,4.143151681694349e-07,5.694892850137877e-07,1.752704540907961e-13,9.771335664887384e-14,6.562946741295148e-09,4.554486335336942e-09,7.195661467121419e-06,1.4472298117084697e-07,1.5746631126531605e-05,1.2600814293199118e-11,3.1384525469805575e-09,1.0741248341225124e-07,7.215545054169579e-10,6.556861807201989e-09,0.0001391647110982763,6.006459485431572e-05,7.315744574371846e-10,1.036089601145941e-10,1.4659947886826412e-13,2.2320590568559627e-07,1.3162627086419896e-05,2.8344066525440485e-10,1.2593644034040046e-08,1.6416953988589368e-09,4.567796673721079e-09,4.289394177687211e-05,9.182624254166536e-08,1.774903969744782e-12,5.046796433130898e-17,2.2580838546526036e-09,1.9165865942557043e-08,6.316288482084183e-15,1.4740942410081666e-07,1.6977455669515994e-11,1.932870828863023e-14,1.1787169387077307e-09,3.669463587686365e-10,1.102638475510557e-17,1.529535357513376e-07,1.0185664795866379e-12
9.231678927441666e-06,0.9900206365459651,2.6795406470335702e-05,1.3921559716639173e-05,9.453771268863831e-06,0.0006632492015984905,0.0,0.0,2.564257210567505e-05,2.747429994202683e-07,0.0020538508622503344,8.365668026135281e-05,7.553337669111645e-07,1.788319452539649e-14,3.2571857021543643e-10,1.9475231381132658e-07,7.963994526150098e-05,0.0002044995327281545,8.530050838568248e-07,2.559246891245587e-07,0.005601326789203663,4.656648675023034e-08,8.608133884783996e-09,6.176282266299057e-09,1.9731242475120463e-09,0.0008097089279741937,3.5800909679293276e-07,4.454112010981253e-06,2.2037513936876308e-08,1.7105513391769591e-10,4.985760020094915e-10,1.0498433884367388e-10,2.7918478765425736e-08,1.4611406460744701e-08,3.76,0.0,1.2347740583224618e-06,0.9960441717595903,0.0005268302568954272,5.32460876524297e-05,0.9294167782636958,0.9139950818739986,6.243216037832114e-07,1.7725766190789134e-09,0.0018283709131397619,3.8155168313177465e-07,2.131054450788887e-10,1.2038520188032496e-11,6.56967091428719e-10,0.00029102389940604417,2.8404197947121445e-09,1.6436775080983685e-05,1.6126072625888015e-05,0.0001164846764834631,0.001530972597948135,4.232054860558788e-07,5.817294962367676e-07,1.7944418452745804e-13,1.0003982347233061e-13,6.719552241572255e-09,4.6914226449776e-09,7.360080637368444e-06,1.490696101519111e-07,1.674571939492963e-05,1.2890290932383729e-11,3.2340810380690823e-09,1.1152634440453041e-07,7.379711879933801e-10,6.558144917665359e-09,0.00013962547982927098,6.292241589012002e-05,7.394913160665341e-10,1.0587148773320202e-10,1.482182816164574e-13,2.2747327857972586e-07,1.3647152960618765e-05,2.9388930972304053e-10,1.2954543457243586e-08,1.6887162585451107e-09,4.698609274922816e-09,4.2918422993278646e-05,9.474191852329186e-08,1.825562089290323e-12,5.190834758034743e-17,2.392543955502278e-09,1.9169536182819935e-08,6.624860834947408e-15,1.476181012321381e-07,1.7877521018663364e-11,2.025529063595518e-14,1.2149889947618366e-09,3.7804996106456406e-10,1.1341077124967085e-17,1.608236833785478e-07,1.0574667413470049e-12
9.42846425559788e-06,0.9900501915908314,2.737893940902259e-05,1.4237460692249466e-05,9.698836661013622e-06,0.0006809876512908365,0.0,0.0,2.6248816167027188e-05,2.812198368525051e-07,0.00212396075625989,8.640884345475534e-05,7.802255750334328e-07,1.9151282109597255e-14,3.4136018546391716e-10,1.9939737457898863e-07,8.205501244224938e-05,0.00020887321043221483,8.936590508329238e-07,2.6748879706169883e-07,0.005724372379205242,4.760153699746664e-08,8.832654239593054e-09,6.5778930887266814e-09,2.03675542284211e-09,0.0008357496357634462,3.581765362645062e-07,4.552517240580282e-06,2.3620568246935325e-08,1.8161814111061896e-10,5.259228013576211e-10,1.073587403722368e-10,2.806076513196287e-08,1.466464693236549e-08,3.76,0.0,1.2346621321829552e-06,0.9959764592538957,0.0005446035285717207,5.387730354023979e-05,0.9295761740216932,0.9137726962909325,6.241697075465849e-07,1.7721454052142086e-09,0.0018282466030165154,3.873651638076174e-07,2.1622345990777193e-10,1.2327214788066056e-11,6.738099003029373e-10,0.00029821903890594553,2.839450891182123e-09,1.6821442280033296e-05,1.6495355145198125e-05,0.00011911402759555134,0.0015766318040330613,4.3228366386823297e-07,5.942283171830534e-07,1.8370706786866804e-13,1.0241595883669129e-13,6.87950783152381e-09,4.830976313128596e-09,7.527940796688695e-06,1.5350249875334644e-07,1.7797765310761564e-05,1.3185677689030082e-11,3.3318732516921173e-09,1.160938930202581e-07,7.547284113489794e-10,6.559512625022414e-09,0.00014008633732450954,6.587095868391492e-05,7.476039017620497e-10,1.0818843238857506e-10,1.4987726831895335e-13,2.318372772012478e-07,1.4146416789962528e-05,3.0465534063985753e-10,1.3324278260226923e-08,1.7368861242005703e-09,4.832618148738251e-09,4.294315090347022e-05,9.77530146238453e-08,1.877449188247674e-12,5.338367306785363e-17,2.534227196872148e-09,1.9173432845657883e-08,6.962382769068234e-15,1.4782011386524923e-07,1.8810523069118633e-11,2.1224832910642725e-14,1.2520196762777162e-09,3.8938334538805293e-10,1.166340330274432e-17,1.690307928850854e-07,1.1006581867085366e-12
9.625249583754094e-06,0.9900799959414656,2.7974913705301595e-05,1.4559823887574931e-05,9.949205048447974e-06,0.000699108511992988,0.0,0.0,2.6871275732617132e-05,2.87879928528522e-07,0.0021957177230213674,8.922662237053403e-05,8.057881335787891e-07,2.0499990474537684e-14,3.575934077613671e-10,2.0414165501258383e-07,8.452499971744864e-05,0.00021324605228219702,9.357445622973729e-07,2.7942983116093883e-07,0.00584738649454204,4.8636771878767073e-08,9.06261244576917e-09,7.0021721893749005e-09,2.102080591836478e-09,0.0008623954269896307,3.5835033994462447e-07,4.652520755977559e-06,2.5297782866518986e-08,1.9275064833871288e-10,5.546061360486033e-10,1.0978138282829305e-10,2.8206310948264466e-08,1.4718736877504805e-08,3.76,0.0,1.2345489257656135e-06,0.9959072279486852,0.0005628325920446341,5.452841425760086e-05,0.9297364023314538,0.9135481701795082,6.240163494422578e-07,1.7717100420035818e-09,0.0018281195050680909,3.933316397604939e-07,2.1940498687491497e-10,1.262202459548886e-11,6.910098795362039e-10,0.00030551543070372216,2.8384704455164703e-09,1.7214139867630134e-05,1.6872316560294485e-05,0.00012179598560930414,0.0016232038349973759,4.4155170115903653e-07,6.069884980964482e-07,1.8806025462681302e-13,1.0484240575080677e-13,7.042857236091928e-09,4.973203984196632e-09,7.699278441110233e-06,1.580231537743387e-07,1.890520739522916e-05,1.3487040725535362e-11,3.4318714409223807e-09,1.2114786416720153e-07,7.718296161084523e-10,6.5609667770465405e-09,0.00014054730804559582,6.891246833321166e-05,7.559155099101308e-10,1.1056059143821703e-10,1.5157711256277265e-13,2.3629936045601453e-07,1.4660958907992097e-05,3.15750397876363e-10,1.3703002781879397e-08,1.7862248574658273e-09,4.969877156617771e-09,4.296813118874743e-05,1.0086603482737459e-07,1.9305854816262256e-12,5.489451562353634e-17,2.6835045475949586e-09,1.91775596373223e-08,7.33138738395706e-15,1.4801687773640525e-07,1.9777461140463947e-11,2.2239194064975922e-14,1.2898237986166878e-09,4.009509037034715e-10,1.1993488884277468e-17,1.775883250291558e-07,1.1484495410438649e-12
9.822034911910307e-06,0.9901100544921971,2.858348183807193e-05,1.4888725284498284e-05,1.0204958240097016e-05,0.0007176196299943781,0.0,0.0,2.7510238020036937e-05,2.9472701721600957e-07,0.002269154413317928,9.211141272269669e-05,8.320367961956558e-07,2.1933959628709063e-14,3.7443683451437944e-10,2.089865312054294e-07,8.705098817861336e-05,0.0002176183153037028,9.79300405708771e-07,2.9175689999311944e-07,0.005970368790833024,4.9672200359625547e-08,9.298114063081753e-09,7.450257531997617e-09,2.169145635206329e-09,0.0008896593071895241,3.585306369026686e-07,4.754167348363702e-06,2.7074057620334303e-08,2.0448018475588956e-10,5.846856479956983e-10,1.1225282983323025e-10,2.8355168307005443e-08,1.4773711324964099e-08,3.76,0.0,1.2344343563688349e-06,0.9958364464009412,0.0005815271317842316,5.5199918305004905e-05,0.929897479169357,0.9133214595521005,6.2386149942143e-07,1.771270444181978e-09,0.001827989561578512,3.994535591087603e-07,2.2265072616693347e-10,1.2923031636356376e-11,7.085722307844603e-10,0.0003129164947696075,2.837478223810336e-09,1.7614968086082433e-05,1.725704990201947e-05,0.000124530882047956,0.0016707046129772118,4.510117401099578e-07,6.200129856229827e-07,1.9250495237033963e-13,1.0731983854752952e-13,7.209646279897723e-09,5.11816313772658e-09,7.874132491991771e-06,1.6263307114498887e-07,2.007057993285348e-05,1.3794449837552334e-11,3.534118222306336e-09,1.26723374014699e-07,7.892784785083149e-10,6.5625093510136045e-09,0.0001410084174080348,7.204924617181087e-05,7.644295807966512e-10,1.1298878327910143e-10,1.5331851651805832e-13,2.408610527751615e-07,1.5191338742466175e-05,3.271865324116241e-10,1.40908761460439e-08,1.8367529476963622e-09,5.1104420144046524e-09,4.2993369840441536e-05,1.0408788930908582e-07,1.9849918766795453e-12,5.644146973895989e-17,2.8407662291604463e-09,1.918192049668995e-08,7.734634108169457e-15,1.4820970446212907e-07,2.0779370944387775e-11,2.3300311325890254e-14,1.3284161686646205e-09,4.127570202912972e-10,1.2331463757556303e-17,1.8651024647024489e-07,1.201171917228773e-12
9.999999999999997e-06,0.9901403721900092,2.9144825831566947e-05,1.51918673796273e-05,1.0440958291643844e-05,0.0007347030457374779,0.0,0.0,2.8102545101024234e-05,3.0108343439230157e-07,0.002337041716524083,9.477919031657673e-05,8.563789161467367e-07,2.330828072095087e-14,3.9021086596418583e-10,2.1345586646913552e-07,8.938452856845411e-05,0.00022157214606670993,1.0199900306654604e-06,3.032451902836079e-07,0.006081561558248891,5.0608776445042236e-08,9.515957482557455e-09,7.876978734498689e-09,2.231334102520906e-09,0.0009148589618937073,3.586993931356534e-07,4.847545752944243e-06,2.877002369082584e-08,2.1562595533877483e-10,6.131423737997017e-10,1.1453042895597152e-10,2.849268535744893e-08,1.4824220003047224e-08,3.76,0.0,1.2343295291652869e-06,0.9957710727946327,0.0005988427749269206,5.58251872590422e-05,0.9300438950952119,0.9131145129466135,6.237201489567279e-07,1.7708691703922144e-09,0.00182786954659375,4.0512592113410035e-07,2.2564195196165852e-10,1.320065781221774e-11,7.24771421609005e-10,0.0003197027082042502,2.836570558848825e-09,1.7984549821549908e-05,1.7611761107184785e-05,0.00012705011792222382,0.001714475467288232,4.597342529946365e-07,6.32022018471295e-07,1.9660441354907657e-13,1.0960482193345826e-13,7.363485450803392e-09,5.251659376826686e-09,8.035325870601774e-06,1.6688020812242068e-07,2.1176576197187218e-05,1.4077725801983323e-11,3.628558414604973e-09,1.32246090928583e-07,8.053611526765878e-10,6.563982288187822e-09,0.00014142556837869218,7.497002961336025e-05,7.723066961013968e-10,1.1523369520208881e-10,1.5492976911023642e-13,2.4507356410045755e-07,1.5685114462034245e-05,3.3783303318790534e-10,1.444966825514109e-08,1.8834903205239782e-09,5.240457970049451e-09,4.301642243325515e-05,1.0710144321904963e-07,2.035306557110404e-12,5.787208144492471e-17,2.99020473770018e-09,1.918606930426748e-08,8.131301294330346e-15,1.483817217761071e-07,2.1716468440279586e-11,2.430188785342457e-14,1.3640087510957843e-09,4.23643098273793e-10,1.264402018024586e-17,1.949047355156052e-07,1.2533935845630468e-12
1.0018820240066521e-05,0.9901403721900092,2.9204804238339472e-05,1.522424431634871e-05,1.0466179947545257e-05,0.0007365289428328412,0.0,0.0,2.816599510258937e-05,3.017648791327377e-07,0.0023443038798651524,9.506462979086086e-05,8.589871908718923e-07,2.3458084037866232e-14,3.9190970582066457e-10,2.1393343269722876e-07,8.963406965855769e-05,0.00022199026670861093,1.0243665140414641e-06,3.0447929500381617e-07,0.006093318913854092,5.070783161984642e-08,9.539268684873368e-09,7.92333803286952e-09,2.2379975862682137e-09,0.0009175544797581809,3.587175605363668e-07,4.857502931380085e-06,2.8954519116866386e-08,2.1683546915849438e-10,6.162234135e-10,1.1477367095025129e-10,2.8507390681753424e-08,1.4829606581931267e-08,3.76,0.0,1.2343183745444028e-06,0.9957640827450653,0.0006006969765268208,5.58923263560425e-05,0.9300594207874315,0.9130925198862095,6.23705127074121e-07,1.7708265254490769e-09,0.001827856714056152,4.0573341640808086e-07,2.2596140972405853e-10,1.3230320456933866e-11,7.265022715543938e-10,0.0003204256381727389,2.836473989390084e-09,1.802403099186009e-05,1.7649651960523518e-05,0.00012731909509907998,0.0017191499914777188,4.60666040037732e-07,6.333048876915278e-07,1.9704241654418605e-13,1.0984895784049456e-13,7.379922550607964e-09,5.265912127182279e-09,8.052543846378876e-06,1.6733373768330588e-07,2.129651627647423e-05,1.4107977782982639e-11,3.6386565896643047e-09,1.3285807300468267e-07,8.070788648792402e-10,6.564142450286459e-09,0.00014146969182357745,7.528365087267148e-05,7.731496833265688e-10,1.1547384538730742e-10,1.5510220771329008e-13,2.455239353326463e-07,1.573813551917943e-05,3.389762216064695e-10,1.4488061739738291e-08,1.888491441661104e-09,5.254370071573551e-09,4.301887315459652e-05,1.0742592242027383e-07,2.040689885484349e-12,5.802514708482719e-17,3.0064225611100957e-09,1.918651957219637e-08,8.175127894735969e-15,1.4839981889128937e-07,2.1817325858641214e-11,2.4410202385579517e-14,1.3678116055779863e-09,4.2480607779286056e-10,1.2677461560798968e-17,1.9581104187273618e-07,1.2591802462968047e-12
1.0215605568222735e-05,0.9901709540421024,2.9839047922717715e-05,1.5566463213206876e-05,1.0732955501696138e-05,0.000755844483689437,0.0,0.0,2.883884403569574e-05,3.089973339772619e-07,0.0024211995984627687,9.808770910758497e-05,8.866552054429986e-07,2.5077524189270554e-14,4.100319053314963e-10,2.1898383413896531e-07,9.227534700769686e-05,0.0002263621842839378,1.0709839487675707e-06,3.176064834348579e-07,0.006216236499858248,5.17436750621405e-08,9.786189649196885e-09,8.422655586717719e-09,2.308684672682033e-09,0.0009460943536272446,3.5891124818403607e-07,4.9625745867662485e-06,3.094452988798999e-08,2.2984645579936417e-10,6.492840231565976e-10,1.1734451682589019e-10,2.8663032742306383e-08,1.4886460287248582e-08,3.76,0.0,1.2342009443161593e-06,0.9956901046811333,0.0006203521022823808,5.66061615248109e-05,0.9302222437195512,0.9128613061064582,6.235472016144709e-07,1.7703781984340634e-09,0.0018277209032121682,4.1217375262368404e-07,2.2933779481986775e-10,1.3543977667856155e-11,7.448054149177225e-10,0.00032804625593979466,2.8354575027234596e-09,1.8441435734918215e-05,1.8050222560644175e-05,0.00013016103973027368,0.001768555769098439,4.705169555126273e-07,6.468674433692933e-07,2.0167394256787113e-13,1.1243048617850918e-13,7.55373510871776e-09,5.4165102135502044e-09,8.234554989985256e-06,1.7212663238292436e-07,2.2585752183834666e-05,1.4427699704267723e-11,3.7455299234178446e-09,1.3959230745092881e-07,8.252347924531659e-10,6.565868302541647e-09,0.00014193115874259527,7.861809958722119e-05,7.820795007262272e-10,1.1801663255121035e-10,1.5692893621783265e-13,2.5028963849347706e-07,1.6301948968274528e-05,3.511323845235619e-10,1.4894726762348922e-08,1.9414618828247876e-09,5.401720120825858e-09,4.304464772821138e-05,1.1088794235745123e-07,2.0977015493981517e-12,5.964617436562003e-17,3.1809048448100727e-09,1.9191361202904836e-08,8.656139909838472e-15,1.485883750138417e-07,2.2892438245308162e-11,2.5570967560131236e-14,1.408024957388675e-09,4.371024620042685e-10,1.3031619214170188e-17,2.055057262732182e-07,1.322854787729025e-12
