Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047)
0.0008857414607666904,0.7896269154149174,0.00022580854045213642,7.140639701396297e-05,0.00014064046167554505,0.06725764152486866,0.0,0.0,0.0008050360182237263,4.366838828793195e-05,0.6325535099865287,0.035454685552449926,2.1021539011296467e-05,3.6341904274176003e-12,3.937203163120568e-09,4.23699977892457e-07,0.0025308177987088064,0.00619800306721952,3.626074621848833e-05,2.8832405743163076e-07,0.005201981907920344,4.452364014261229e-08,7.631973528489501e-08,0.0005239880458508578,4.988343042848881e-07,0.030649982947546988,2.6594213445826264e-06,0.01024567167209965,0.003159560812201011,3.4675014160712654e-06,7.658022233498232e-07,3.4445761373092285e-09,9.130629358762622e-07,0.00010474382279232061,3.76,0.0,1.4642192610035126e-06,0.5120725296890405,0.21916525782509716,0.03579856225611772,0.8986752855741813,0.09672029603062254,2.576419071514152e-09,1.905902236257165e-12,0.0002557570634877029,5.800556220622535e-06,6.340553443108209e-11,5.144292333359581e-11,1.9434812790745908e-09,0.00496673519163837,2.946220765032473e-11,1.156841168525231e-05,9.836059172121091e-06,0.00011359557583249929,0.0026522516146956668,3.708041782026029e-06,4.152192640938877e-06,1.6589167921215663e-12,3.3326734724188114e-13,8.91480944653891e-09,6.952944444094502e-09,2.540199441667718e-05,1.0926809643650595e-06,0.0032280977136211466,2.1835826296754374e-12,3.394941566319722e-07,0.0001918229022464208,7.230349425683301e-09,8.856737813205476e-07,0.012098979650276193,0.01012665231488316,2.9343774057433636e-06,4.199257234935451e-11,2.8449998605723935e-09,1.6093574878257257e-07,0.0034330492366013566,5.22148722342513e-09,6.554188095748014e-06,5.484589984968736e-07,1.652664156267726e-05,0.0016683295935491864,0.008138572745163344,2.7110665182678424e-08,5.661174502976466e-13,1.893360589915532e-07,3.70626881267823e-07,2.4987477980079985e-09,0.0001596167734400322,1.537748031059926e-08
0.0008889719433483914,0.7898065585526184,0.00022731979432164285,7.17133724352059e-05,0.00014113766024084518,0.0674800930607214,0.0,0.0,0.0008039207259818944,4.355078133395752e-05,0.6343818613044594,0.03564120161593249,2.10714472275377e-05,3.69817792795883e-12,3.9697405699966125e-09,4.2525967769125e-07,0.0025325328231236696,0.006177112891508628,3.629292449943156e-05,2.9021052708098054e-07,0.00520993992326658,4.4731867528316466e-08,7.668155699932417e-08,0.0005244078767159849,4.98415690804043e-07,0.03042756417479837,2.6783612837840572e-06,0.010263362236800909,0.0031548461275447107,3.4766375839300235e-06,7.66726095323846e-07,3.4581738744142294e-09,9.168990771575306e-07,0.00010506897392448336,3.76,0.0,1.4640543506509835e-06,0.5107021953598766,0.21993305100870106,0.03585482736687006,0.8994933484210506,0.09590434913038745,2.554773406377838e-09,1.8899081815452634e-12,0.00025507264365001297,5.746311433220384e-06,6.3083531618334e-11,5.1178601395804616e-11,1.9334616042021455e-09,0.004945433030697296,2.9128855870491155e-11,1.154930644850645e-05,9.816439845003707e-06,0.00011309459229309133,0.0026471766107985404,3.700512969722011e-06,4.143762788340443e-06,1.6601886245803733e-12,3.335229615346377e-13,8.921045475685797e-09,6.9030067024197435e-09,2.5278101476017545e-05,1.0874242657423013e-06,0.003209482935011497,2.1756835994878358e-12,3.387380342559477e-07,0.00019195554610582438,7.174198194886006e-09,8.884138992591151e-07,0.012097784634568964,0.010095427161482698,2.9520310124530437e-06,4.169887259984963e-11,2.8536036774833365e-09,1.6142224510054455e-07,0.0034422956747260074,5.2355547848375015e-09,6.583409914951455e-06,5.509125512927726e-07,1.655333764266543e-05,0.0016720269048956437,0.0081775395718452,2.7075632075521258e-08,5.653858948615965e-13,1.9012393630557735e-07,3.7179547463984983e-07,2.526096684272224e-09,0.00015989817296690423,1.5459480390194618e-08
0.0008922024259300923,0.7899857310590406,0.0002288528899112043,7.202500771827796e-05,0.00014164220037894416,0.06770260469456828,0.0,0.0,0.0008028117768033286,4.3433819202734615e-05,0.636205518575493,0.03582827697876088,2.1121886819755878e-05,3.763773716939383e-12,4.002840022237645e-09,4.2684496634119635e-07,0.002534255023816235,0.006156144958769985,3.6325348081574e-05,2.9211846912534786e-07,0.005217850010651047,4.4940290175458306e-08,7.704886253768738e-08,0.0005248207431947811,4.980024104112881e-07,0.030204999999837483,2.697466234169187e-06,0.010280731118296364,0.0031500407298391316,3.485851120613158e-06,7.676646012926574e-07,3.471823182791265e-09,9.207636698005025e-07,0.00010539077043581342,3.76,0.0,1.463949693270507e-06,0.5093336360474604,0.22070092653008408,0.03590987703887366,0.9003083972819431,0.09509217175615951,2.5332281521441524e-09,1.8739887319024493e-12,0.00025438911035457096,5.692472926282148e-06,6.276397210660844e-11,5.0916060114091326e-11,1.9235077033759385e-09,0.004924244690972472,2.8798244445618036e-11,1.1530392908989508e-05,9.796995673354468e-06,0.00011259690919236569,0.0026421230143870095,3.693070143680451e-06,4.135429171164528e-06,1.6615335562395695e-12,3.3379326314046347e-13,8.927660895576806e-09,6.8530370548406134e-09,2.5155087449527893e-05,1.0821943283441232e-06,0.003190956168667095,2.1678616224163286e-12,3.379833614397999e-07,0.00019209491270847005,7.118538960404781e-09,8.911990028045326e-07,0.012096193610300236,0.010063904690866684,2.9698448887424283e-06,4.1407384256062e-11,2.862276059016051e-09,1.6191706329950354e-07,0.0034515102531083217,5.2495738845937624e-09,6.612774892149653e-06,5.533780361634047e-07,1.658005307415826e-05,0.0016757109794012187,0.00821653589310508,2.7040522450869067e-08,5.646527419616621e-13,1.9092179289005503e-07,3.7298126782443436e-07,2.5538358663402204e-09,0.00016018035397492928,1.5541441464717647e-08
0.0008954329085117933,0.7901644368991849,0.00023040826935357577,7.23413978543833e-05,0.00014215423382360278,0.06792518472159384,0.0,0.0,0.0008017092808036388,4.33175130435461e-05,0.6380245118785108,0.036015920218177136,2.1172872531365664e-05,3.831030993231975e-12,4.036516437874324e-09,4.2845641389529506e-07,0.0025359845657740537,0.006135100148348136,3.635803505189236e-05,2.9404833079251663e-07,0.005225712088845488,4.5148920702569e-08,7.742177494653212e-08,0.0005252266956774598,4.975945684901501e-07,0.029982302543210774,2.7167394513067697e-06,0.01029777607894321,0.003145143937264743,3.495143515751053e-06,7.686183519766433e-07,3.4855255628643004e-09,9.246573879491902e-07,0.00010570918653035682,3.76,0.0,1.463905935642826e-06,0.5079668092410189,0.22146890852799103,0.035963704770274225,0.9011204559746683,0.09428373685604721,2.5117825954603552e-09,1.8581433679940697e-12,0.00025370644236921404,5.6390376998306575e-06,6.244684251602409e-11,5.0655290301189817e-11,1.913619267854688e-09,0.004903169709143329,2.8470348454496837e-11,1.1511672468783456e-05,9.777727461436834e-06,0.00011210251153702786,0.0026370907749721363,3.6857131693520218e-06,4.127191638381807e-06,1.6629528642098994e-12,3.340785083469121e-13,8.934662435887021e-09,6.803038255912247e-09,2.5032947257384724e-05,1.0769909163149869e-06,0.003172517066342159,2.160117083291618e-12,3.3723012253723883e-07,0.00019224105869537547,7.0633667847256794e-09,8.940298946596731e-07,0.012094207082433134,0.0100320864048139,2.987822491066472e-06,4.1118092454467594e-11,2.8710189583656667e-09,1.624203673464187e-07,0.0034606929738783226,5.263544526097669e-09,6.642287951650065e-06,5.558558634387387e-07,1.660679660950786e-05,0.0016793820819568446,0.008255562330976652,2.7005348366803463e-08,5.639182433832332e-13,1.9172982873060932e-07,3.7418457876204184e-07,2.5819737211313018e-09,0.0001604633250583629,1.5623361676928985e-08
0.0008986633910934942,0.7903426800559558,0.00023198638648528125,7.26626402634894e-05,0.00014267391606427097,0.0681478415181839,0.0,0.0,0.0008006133469265714,4.3201873877119344e-05,0.6398388714839907,0.036204140106675796,2.12244193864468e-05,3.900005094157342e-12,4.070785210361375e-09,4.3009460513380207e-07,0.0025377216144356375,0.0061139793251711125,3.639100373383873e-05,2.960005697752173e-07,0.005233526063091958,4.535777230406377e-08,7.780042051648809e-08,0.0005256257842782897,4.971922702679719e-07,0.02975948382230908,2.736184262721692e-06,0.010314494825840197,0.00314015505183011,3.5045162778848065e-06,7.695879697953122e-07,3.499282547376601e-09,9.285809175939389e-07,0.00010602419600021324,3.76,0.0,1.4639237425872929e-06,0.5066016719938647,0.22223702153078945,0.03601630393579185,0.9019295483129849,0.09347901750794813,2.490436026517785e-09,1.842371573582823e-12,0.0002530246182440468,5.586002751922431e-06,6.213213030567073e-11,5.039628172662508e-11,1.903795967393137e-09,0.004882207618073071,2.8145143224169964e-11,1.1493146542110784e-05,9.758636018620292e-06,0.00011161138430091867,0.0026320798370127827,3.6784418614533286e-06,4.1190499824091535e-06,1.6644478596982835e-12,3.3437896099486217e-13,8.942057034485565e-09,6.753013037796641e-09,2.491167582480658e-05,1.071813792031586e-06,0.00315416526097937,2.152450407450676e-12,3.3647830147083706e-07,0.00019239404119379523,7.00867692592968e-09,8.969073953100458e-07,0.01209182551557021,0.009999973760513328,3.0059673527611517e-06,4.0830982694285434e-11,2.8798343607517206e-09,1.6293232410085177e-07,0.0034698438374142744,5.2774667101066124e-09,6.671954123534277e-06,5.583464521390145e-07,1.6633577094112462e-05,0.0016830404812543803,0.008294619525927454,2.6970121766852003e-08,5.631826485301284e-13,1.925482643670198e-07,3.754057319407978e-07,2.610518859365443e-09,0.00016074709541724356,1.5705239167168157e-08
0.0009018938736751952,0.790520464531236,0.00023358770708189713,7.298883486207517e-05,0.0001432014064478943,0.06837058354314943,0.0,0.0,0.0007995240829791065,4.308691259807799e-05,0.6416486278548401,0.03639294561653057,2.127654268907989e-05,3.97075359672361e-12,4.10566222893731e-09,4.3176014001492353e-07,0.0025394663355944053,0.006092783339726747,3.642427268978679e-05,2.979756546511087e-07,0.005241291824777316,4.5566858778727934e-08,7.818492886082209e-08,0.0005260180588348034,4.967956206251949e-07,0.02953655575361421,2.755804070225039e-06,0.010330885009338932,0.003135073359161985,3.5139709343407516e-06,7.705740891487294e-07,3.51309569516114e-09,9.325349571338535e-07,0.0001063357722073748,3.76,0.0,1.4640037976903966e-06,0.5052381809131162,0.2230052904645018,0.03606766778326592,0.902735698108188,0.09267798691922295,2.469187739074371e-09,1.8266728350627208e-12,0.00025234361630633613,5.533365079042307e-06,6.181982201281291e-11,5.013902540085126e-11,1.894037494769663e-09,0.004861357946754876,2.7822604323116565e-11,1.1474816549719857e-05,9.73972216149901e-06,0.00011112351240520923,0.0026270901397268064,3.6712560994681255e-06,4.111004067766196e-06,1.6660198818830148e-12,3.3469488971430515e-13,8.949851736019742e-09,6.702964110734421e-09,2.479126808469005e-05,1.0666627165915616e-06,0.0031359003668148867,2.1448620062415036e-12,3.35727881572189e-07,0.0001925539178106502,6.954464493107151e-09,8.998323405429869e-07,0.01208904933308709,0.009967568170286609,3.0242830824315987e-06,4.0546040068960135e-11,2.8887242759818738e-09,1.6345310624983503e-07,0.0034789628422927767,5.291340434629257e-09,6.701778546442637e-06,5.608502305074314e-07,1.66604034692877e-05,0.0016866864498418172,0.008333708137124205,2.693485461856609e-08,5.624462073060928e-13,1.9337730121455083e-07,3.7664505841217904e-07,2.6394801242055907e-09,0.00016103167486118957,1.578707207301462e-08
0.0009051243562568962,0.7906977943458021,0.00023521271011068355,7.332008435321968e-05,0.0001437368685925631,0.06859341934994656,0.0,0.0,0.0007984415956152096,4.297263996654905e-05,0.6434538116725382,0.03658234594996201,2.13292580830974e-05,4.043336458207763e-12,4.141163914159321e-09,4.334536353012995e-07,0.0025412188960305627,0.006071513026109006,3.645786078663274e-05,2.999740658253908e-07,0.005249009249329971,4.577619454380139e-08,7.857543325913931e-08,0.0005264035688735627,4.964047244710177e-07,0.029313530142588463,2.7756023560812985e-06,0.010346944214289123,0.0031298981262069116,3.5235090375864973e-06,7.715773583639448e-07,3.526966601821959e-09,9.365202192706837e-07,0.0001066438880094331,3.76,0.0,1.4641468059347586e-06,0.5038762920913772,0.22377374071196288,0.03611778941385292,0.9035389291711684,0.09188061844156363,2.4480370308390953e-09,1.8110466423098375e-12,0.0002516634146263571,5.481121676795306e-06,6.150990534877985e-11,4.9883511100465497e-11,1.884343521537778e-09,0.004840620219915706,2.7502707563515355e-11,1.1456683952002003e-05,9.720986731836884e-06,0.00011063888090401025,0.0026221216165667116,3.664155715257784e-06,4.1030537061728635e-06,1.6676703104596575e-12,3.3502657216553515e-13,8.958053835830793e-09,6.652894160905221e-09,2.467171900680051e-05,1.0615374488861572e-06,0.0031177219771804095,2.137352343730715e-12,3.3497884577122285e-07,0.00019272074670131472,6.900724827273506e-09,9.028055872750004e-07,0.012085878911004499,0.009934870995681681,3.042773377852536e-06,4.026325018054099e-11,2.897690758182116e-09,1.639828890976135e-07,0.0034880499849107654,5.30516569438751e-09,6.731766479380731e-06,5.633676367273798e-07,1.668728479232632e-05,0.0016903202646732646,0.00837282884505993,2.689955879854997e-08,5.617091677110035e-13,1.94217177273479e-07,3.7790289696560235e-07,2.668866614818245e-09,0.00016131707389052308,1.5868858528533788e-08
0.000908031790580427,0.7908570057860945,0.00023669586603829033,7.362261748188933e-05,0.00014422573840518915,0.06879405888340374,0.0,0.0,0.0007974732382554205,4.287039220849377e-05,0.6450745930582006,0.036753322564556386,2.137722126342009e-05,4.11028087073468e-12,4.173663491038625e-09,4.3500220797450026e-07,0.0025428030406001462,0.0060523068734256134,3.648837865369392e-05,3.0179298478781706e-07,0.005255913490854876,4.596482231210824e-08,7.893212649463588e-08,0.000526744785001812,4.96057923511443e-07,0.02911273338996037,2.793576343030825e-06,0.010361112477400314,0.0031251598229655535,3.5321659644837914e-06,7.724955072946853e-07,3.539501138406321e-09,9.401342460910399e-07,0.00010691821084902401,3.76,0.0,1.464329933396056e-06,0.5026519254929477,0.22446552220337965,0.03616183099770462,0.9042593612922012,0.09116609597501837,2.4290842454978865e-09,1.7970446755482033e-12,0.0002510518990595662,5.434437232426161e-06,6.123301411543369e-11,4.965502984644485e-11,1.875673828030333e-09,0.004822051582894744,2.7217039718444772e-11,1.144053455385831e-05,9.704278065384472e-06,0.00011020547048491255,0.002617667990987013,3.6578382463735466e-06,4.0959799426208715e-06,1.6692238910468948e-12,3.353387881528352e-13,8.965790141712313e-09,6.607815438562109e-09,2.4564854798808343e-05,1.0569465736501546e-06,0.0031014350399395747,2.130661335455404e-12,3.343058823324095e-07,0.0001928768852345793,6.85275939160232e-09,9.055235244577011e-07,0.012082688739391325,0.009905195330106498,3.0595670011520762e-06,4.001056757109398e-11,2.905827757441172e-09,1.6446753845322995e-07,0.003496201166770268,5.3175669844699216e-09,6.758899841672574e-06,5.656453226164132e-07,1.6711532503669665e-05,0.0016935805380156477,0.008408065499714018,2.6867777821973006e-08,5.610455246014396e-13,1.949825129593556e-07,3.790510635104163e-07,2.695685731931115e-09,0.00016157464283614523,1.594242507900237e-08
0.0009109392249039578,0.7910158551660903,0.00023819896775179508,7.39294084015791e-05,0.00014472132538786625,0.06899478770596203,0.0,0.0,0.0007965105314677613,4.276871858059097e-05,0.6466917182641747,0.03692479555016138,2.142568865209187e-05,4.178808658787525e-12,4.20669543930402e-09,4.3657441028726377e-07,0.002544393791091004,0.006033041771210122,3.651918448676977e-05,3.0363156028360137e-07,0.0052627783596408545,4.615367562220589e-08,7.929388888850936e-08,0.0005270805975660509,4.957159433869028e-07,0.028911875615551162,2.8117004093865933e-06,0.01037500881590197,0.003120344591933689,3.540892895827376e-06,7.734285701068287e-07,3.5520849713478495e-09,9.437746819358316e-07,0.00010718968808270291,3.76,0.0,1.4645651749210018e-06,0.5014287882537909,0.22515749041743943,0.03620485551111044,0.9049774658879782,0.09045449905322211,2.410209425279302e-09,1.783100691092643e-12,0.0002504409975036753,5.388067521529518e-06,6.09580400113432e-11,4.942794494160141e-11,1.8670558868772166e-09,0.004803572881764085,2.6933475319751513e-11,1.1424547256399866e-05,9.68771518976329e-06,0.00010977466131766031,0.0026132314030204093,3.6515897180600276e-06,4.0889833352470155e-06,1.670843164405665e-12,3.356642032650207e-13,8.973867940406468e-09,6.56272378285054e-09,2.4458678306167387e-05,1.0523762289117088e-06,0.0030852175103522855,2.1240348160165097e-12,3.3363401238987455e-07,0.00019303874546281713,6.80516961007327e-09,9.082819356727145e-07,0.0120791797299649,0.00987528549016459,3.07650786282761e-06,3.975960599865448e-11,2.914029973014862e-09,1.6495975902183684e-07,0.00350432653076973,5.329929004060502e-09,6.786173962499842e-06,5.679347400536679e-07,1.6735838830284938e-05,0.0016968314006225171,0.008443329236828941,2.6835991779909166e-08,5.603817759939135e-13,1.9575697207927146e-07,3.80214758996952e-07,2.7228638110389815e-09,0.00016183289298254136,1.6015951126144964e-08
0.0009138466592274886,0.7911743454834955,0.00023972239227791219,7.424053771403832e-05,0.00014522375772195822,0.06919561222433875,0.0,0.0,0.0007955535502855037,4.266762667870793e-05,0.6483052100449621,0.03709677204156957,2.1474672276297526e-05,4.248969096152007e-12,4.240272910700656e-09,4.3817072668524367e-07,0.0025459912684316884,0.006013718298693522,3.6550292521740236e-05,3.0549016766388747e-07,0.005269603735180645,4.634276646479204e-08,7.966082528016296e-08,0.0005274110421133238,4.953788596629586e-07,0.028710965237962276,2.829977267922303e-06,0.01038863134675099,0.0031154518648501043,3.549691008456008e-06,7.743770460825377e-07,3.5647193313570996e-09,9.474420746107107e-07,0.00010745829895322959,3.76,0.0,1.4648530840424285e-06,0.5002068474135851,0.22584966470012602,0.03624685765088385,0.9056932603211831,0.08974580850903272,2.3914120653369567e-09,1.7692143228154079e-12,0.00024983069349652625,5.342010351705428e-06,6.068497328412431e-11,4.9202249096865035e-11,1.858489454817345e-09,0.004785183761804835,2.665199721848624e-11,1.1408723090907546e-05,9.671298686411824e-06,0.0001093464420476433,0.0026088117919710794,3.645410000605831e-06,4.082063738609591e-06,1.67252920332424e-12,3.360030330104498e-13,8.98229287967964e-09,6.51762111172443e-09,2.4353185798413844e-05,1.0478262355553492e-06,0.0030690690551172344,2.117473134033386e-12,3.329632221971284e-07,0.00019320637065521818,6.757952059269475e-09,9.110814854705861e-07,0.012075352069417055,0.00984514237742238,3.0935988396927747e-06,3.951035463204281e-11,2.9222989695093958e-09,1.6545968900840684e-07,0.00351242607006971,5.342251742916196e-09,6.813592925859535e-06,5.702362293287641e-07,1.6760210584815386e-05,0.0017000730623887208,0.008478620591383053,2.6804209260214653e-08,5.59718101219197e-13,1.9654072838774707e-07,3.8139424621512874e-07,2.750408044582595e-09,0.00016209183321941976,1.6089435302102495e-08
0.0009167540935510195,0.7913324797129677,0.00024126652544540324,7.455608792627089e-05,0.0001457331664806591,0.06939653890550745,0.0,0.0,0.0007946023691963321,4.2567124024159494e-05,0.6499150912884617,0.03726925932392744,2.1524184419285347e-05,4.320813056563691e-12,4.274409411051367e-09,4.39791653250915e-07,0.0025475955942837972,0.005994337025035484,3.658171723580232e-05,3.0736918986641174e-07,0.0052763894864876265,4.6532107260420174e-08,8.003304302910826e-08,0.0005277361539956392,4.950467480385488e-07,0.02851001061473292,2.848409679976844e-06,0.010401978143568946,0.003110481061551136,3.5585614901275928e-06,7.753414452632113e-07,3.577405467182258e-09,9.511369806028721e-07,0.00010772402235186297,3.76,0.0,1.4651942289747937e-06,0.4989860696753618,0.2265420646934654,0.036287832016447315,0.906406761958516,0.0890400052619187,2.3726916632442937e-09,1.7553852065812036e-12,0.00024922097040782135,5.296263530726121e-06,6.041380497707816e-11,4.8977935450086774e-11,1.849974303742563e-09,0.004766883865517648,2.637258844440212e-11,1.1393063148746719e-05,9.655029185575894e-06,0.00010892080155280291,0.0026044090927983413,3.639299019055781e-06,4.075221068504481e-06,1.6742831114468993e-12,3.3635549923513957e-13,8.99107077419917e-09,6.47250932999172e-09,2.4248373597208307e-05,1.0432964127607077e-06,0.0030529893285038976,2.1109766736923127e-12,3.3229349769854294e-07,0.00019337980439241735,6.711103375956999e-09,9.139228492942234e-07,0.012071205913770864,0.009814766862145337,3.1108428583211743e-06,3.9262802962688117e-11,2.9306363295801245e-09,1.659674696258152e-07,0.003520499776280816,5.354535188440611e-09,6.841160895221072e-06,5.725501375580995e-07,1.6784654673069083e-05,0.0017033057360268445,0.008513940111850207,2.677243884921918e-08,5.590546795735379e-13,1.9733395922846924e-07,3.8258979235389606e-07,2.7783257844029328e-09,0.0001623514728572465,1.6162876236007484e-08
0.0009196615278745503,0.791490260849352,0.00024283176165195412,7.487614334989325e-05,0.00014624968548596447,0.0695975742752971,0.0,0.0,0.0007936570620774491,4.246721807133398e-05,0.6515213850131024,0.037442264830254327,2.1574237538307604e-05,4.394393175959438e-12,4.309118838835935e-09,4.414376972345769e-07,0.002549206891124113,0.005974898509725439,3.6613473316025896e-05,3.0926901760278485e-07,0.005283135472238219,4.6721710865703817e-08,8.041065198767816e-08,0.0005280559683822231,4.947196842235948e-07,0.028309020046008822,2.8670004538499646e-06,0.01041504723729539,0.0031054315903771847,3.5675055370967903e-06,7.763222862438528e-07,3.59014464968592e-09,9.548599637309872e-07,0.00010798683681982168,3.76,0.0,1.4655891919232848e-06,0.49776642141046185,0.22723471033008663,0.03632777311143349,0.9071179881721255,0.08833707031350159,2.354047718822962e-09,1.7416129801431402e-12,0.00024861181144159906,5.250824867087963e-06,6.014452557488244e-11,4.875499684728386e-11,1.841510195301249e-09,0.004748672832803777,2.6095232161836565e-11,1.1377568542013347e-05,9.638907333227343e-06,0.00010849772886891965,0.0026000232367474952,3.633256667755835e-06,4.068455206480287e-06,1.6761060109327809e-12,3.3672182731986826e-13,9.000207525093576e-09,6.427390330216112e-09,2.4144238069875907e-05,1.0387865787910611e-06,0.0030369779728751656,2.10454581369621e-12,3.316248245126596e-07,0.0001935590905720535,6.664620197204953e-09,9.168067140019853e-07,0.0120667413890107,0.009784159784402346,3.1282428968269516e-06,3.901694025934129e-11,2.939043655733458e-09,1.6648324525304607e-07,0.003528547639476252,5.366779325702475e-09,6.868882104052674e-06,5.748768175949995e-07,1.680917806351339e-05,0.0017065296370041688,0.008549288359870337,2.67406891033235e-08,5.583916897286284e-13,1.981368447632666e-07,3.8380166901683256e-07,2.8066245636695415e-09,0.0001626118216198602,1.62362725538526e-08
0.0009225689621980811,0.791647691916913,0.0002444185053669797,7.52007902675002e-05,0.00014677345172471373,0.0697987249145264,0.0,0.0,0.0007927177019106485,4.236791620880167e-05,0.6531241143581082,0.037615796134963256,2.1624844284704664e-05,4.469764467829288e-12,4.3444155347490055e-09,4.431093779704117e-07,0.0025508252807377825,0.00595540330342862,3.664557554686508e-05,3.111900503193947e-07,0.0052898415411965225,4.6911590740282786e-08,8.079376469535474e-08,0.0005283705202686871,4.943977436262089e-07,0.02810800178018867,2.8857524623966216e-06,0.010427836617858162,0.0031003028488292236,3.5765243598031748e-06,7.773200959298487e-07,3.6029381724578244e-09,9.586115967583197e-07,0.00010824672055727752,3.76,0.0,1.4660385683030055e-06,0.4965478686743747,0.2279276218192926,0.0363666753475947,0.9078269563395901,0.08763698474449011,2.3354797340782545e-09,1.7278972830034944e-12,0.00024800319964414475,5.205692169522053e-06,5.987712566012563e-11,4.8533426136190486e-11,1.8330968892032704e-09,0.00473055030085607,2.581991169711647e-11,1.1362240306469541e-05,9.62293371084436e-06,0.00010807721258728137,0.0025956541510430233,3.6272828371338196e-06,4.06176602954552e-06,1.6779990485627084e-12,3.371022477696616e-13,9.009709169294868e-09,6.382265993974073e-09,2.4040775506263587e-05,1.0342965506519483e-06,0.00302103461949995,2.0981809478224515e-12,3.3095718781435956e-07,0.00019374427330731415,6.6184991853911065e-09,9.197337808226884e-07,0.012061958592460422,0.009753321955900831,3.145801997175247e-06,3.8772755832821364e-11,2.9475225685731356e-09,1.6700716345091697e-07,0.003536569648202939,5.3789841374610136e-09,6.896760874399839e-06,5.772166296626985e-07,1.6833787784573567e-05,0.0017097449833787088,0.008584665909582527,2.670896853226342e-08,5.577293093804632e-13,1.9894956896693466e-07,3.8503015344520404e-07,2.835312118840595e-09,0.00016287288961679017,1.6309622878476346e-08
0.0009254763965216119,0.7918047759122252,0.00024602717070246996,7.553011706576957e-05,0.00014730460534566055,0.06999999746935731,0.0,0.0,0.0007917843608926196,4.22692257489475e-05,0.6547233026055111,0.037789860979377185,2.1676017600727483e-05,4.546983551832518e-12,4.380314218053824e-09,4.448072276176141e-07,0.0025524508854467298,0.005935851946283418,3.667803898089454e-05,3.1313269569610283e-07,0.005296507530423123,4.710176078773226e-08,8.118249646993635e-08,0.0005286798444506916,4.940810016097552e-07,0.02790696400588287,2.9046686289849943e-06,0.010440344226815603,0.0030950942217071215,3.585619182157089e-06,7.783354138366299e-07,3.6157873497166513e-09,9.623924622421922e-07,0.0001085036513595057,3.76,0.0,1.466542969276239e-06,0.4953303771484519,0.22862081969702194,0.036404533028311266,0.9085336838466177,0.08693972972463082,2.3169872134977358e-09,1.7142377567687974e-12,0.0002473951178748799,5.160863247801396e-06,5.961159623157485e-11,4.831321647010943e-11,1.8247341569843452e-09,0.004712515903943427,2.554661053134824e-11,1.1347079580104476e-05,9.607108981732587e-06,0.00010765924159683478,0.0025913017582702416,3.621377461450947e-06,4.055153463848799e-06,1.6799634026098917e-12,3.3749699730238485e-13,9.019581901719465e-09,6.337138190081665e-09,2.3937982258821292e-05,1.0298261436719438e-06,0.003005158886692422,2.091882495140373e-12,3.3029057241582143e-07,0.0001939353970447319,6.572737029594522e-09,9.22704763676096e-07,0.012056857587762615,0.009722254155227346,3.1635232582194935e-06,3.853023916425546e-11,2.9560747162362087e-09,1.675393754787823e-07,0.003544565789198739,5.39114960372479e-09,6.9248016126435905e-06,5.795699411604043e-07,1.6858490951801382e-05,0.001712951996243024,0.008620073349786098,2.6677285642258814e-08,5.570677161560711e-13,1.997723195727028e-07,3.862755279463855e-07,2.8643963630418877e-09,0.000163134687410649,1.6382925828862388e-08
