Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047)
3.8790689064356276e-08,0.6569726821567079,5.9555184939227355e-09,1.1587303756566572e-10,7.075037686025377e-11,2.5433122231584603e-10,0.0,0.0,2.02825311971721e-08,1.4680588957269115e-12,1.1065513469733592e-11,1.1122884779415618e-11,8.075223025322577e-11,1.2823236709298266e-26,6.494217426657406e-19,4.9986385644924125e-12,1.832861455714451e-10,2.4499326693571484e-10,3.360703640969179e-20,4.8274482375842745e-20,4.2648992812335874e-10,5.047537462817559e-17,5.416539756491996e-12,2.5722721167948568e-18,1.515279070377568e-15,1.3427167267624701e-12,1.012447774179366e-09,6.466906282655275e-12,1.9557829944424887e-21,6.41119750557388e-21,4.918782879539371e-18,2.2923447813613292e-17,4.124566605910087e-11,3.9373589727626326e-14,3.76,0.0,0.5324082258083503,0.9995007739311118,9.864769785993368e-12,2.768932201903679e-08,0.0015611751759682171,0.0015586212301345176,2.5508716888374524e-06,3.034571573705381e-11,0.0004992053801670215,1.8509541888266027e-13,5.417344920177941e-16,4.129300561804233e-17,4.140007067348358e-17,1.552374905313317e-10,1.1042450470697093e-12,1.5154381150697583e-11,1.1271106758986386e-11,4.8320136767658135e-12,6.673728271239461e-14,1.1260860875477094e-11,2.3101380384495853e-12,1.8755314099333676e-17,6.784944735055989e-18,2.369403356003337e-13,1.1640335300141193e-17,1.1813449404498787e-12,1.727186672520045e-17,2.2386504600979348e-11,5.126595025439168e-20,2.1119371840394467e-14,1.0148043796484295e-10,6.03164540868422e-16,1.6470191951354661e-09,6.617204508791905e-09,4.391641670845782e-16,1.2447695176908759e-08,4.2094843872995335e-17,2.3519734788922887e-11,3.177134780033237e-10,1.2791672708381258e-14,1.448031356827814e-21,4.558647322847321e-18,3.586830656675355e-20,2.351397758966323e-19,2.776914484954434e-08,6.750075901014777e-14,2.89730420662915e-22,8.783431227238201e-27,9.947236728288383e-25,1.971612328848829e-10,1.2641770372718846e-23,1.538807903622643e-15,2.7808151373427756e-24
4.065702615337608e-08,0.6569819867304171,6.4354477390040224e-09,1.293600465020111e-10,8.013266700906283e-11,2.8904736600460537e-10,0.0,0.0,2.1277080548873546e-08,1.6135338991686503e-12,1.2679401343049064e-11,1.2062133176236035e-11,8.805134492381852e-11,1.4265035463872616e-26,6.890611643636348e-19,5.068007633436856e-12,1.9559785414036812e-10,2.6897493946831553e-10,4.0279612559673046e-20,5.626105020076142e-20,4.68393314744927e-10,5.777680486004935e-17,5.4347979750105e-12,2.9465824680562096e-18,1.6534722780732976e-15,1.5443286373317202e-12,1.0537112568942194e-09,7.0872746372226584e-12,2.3259621064121926e-21,7.42586525986641e-21,5.559815072588667e-18,2.532442666162676e-17,4.503168496885029e-11,4.523560582026701e-14,3.76,0.0,0.5323332258330357,0.9995007728960529,1.1738020490968339e-11,2.9019545949616858e-08,0.0016361728582850613,0.0016336190597577027,2.5505141445853163e-06,3.035208685748085e-11,0.0004992053796254773,2.0357836948935525e-13,5.6888547149412e-16,4.4349743561310504e-17,4.65429472688026e-17,1.7060194570828642e-10,1.1578248690164545e-12,1.5724111358898064e-11,1.185467370077851e-11,5.2817436358066754e-12,7.684132331920888e-14,1.2073957453758e-11,2.5732791155360885e-12,2.0053027125073826e-17,6.98284224421789e-18,2.405045883369286e-13,1.2808967580918749e-17,1.3030082954871186e-12,2.065414672981646e-17,2.346528114610417e-11,6.003507062601683e-20,2.3237412604466088e-14,1.0634880075925446e-10,6.735004803643253e-16,1.6704023726579333e-09,7.172344223930247e-09,5.08913472156411e-16,1.290041426895499e-08,4.477975074312686e-17,2.4631096740775448e-11,3.1904969870237366e-10,1.4151726745289203e-14,1.6759621915118438e-21,5.232645745376321e-18,4.311208865797825e-20,2.8349501928697723e-19,2.9106521792445952e-08,7.414744517092592e-14,3.617380656746823e-22,1.0826085739548798e-26,1.1866929803429631e-24,2.0979783823987785e-10,1.542825903361125e-23,1.7714280328272846e-15,3.2276217911601297e-24
4.2523363242395885e-08,0.6569912899954118,6.9263074139939e-09,1.4366775163483722e-10,9.019919908873272e-11,3.264784626236863e-10,0.0,0.0,2.2273069407089612e-08,1.7659450225187913e-12,1.4433164750213179e-11,1.3014429649027727e-11,9.557692632874163e-11,1.5796407214883635e-26,7.29042311395997e-19,5.127835554069344e-12,2.0818138983724522e-10,2.940214412795893e-10,4.795793811096948e-20,6.510802950520116e-20,5.122201934513259e-10,6.570618424249333e-17,5.449902033577517e-12,3.354115412132028e-18,1.7967155566211992e-15,1.7642735861129938e-12,1.0941901229416849e-09,7.7321247221533e-12,2.7463841072520937e-21,8.544509019802108e-21,6.245442446749021e-18,2.78374970771238e-17,4.894325903919061e-11,5.1619838056939156e-14,3.76,0.0,0.5322582364196784,0.9995007718575267,1.3852029221010763e-11,3.034958799870283e-08,0.0017111599774043745,0.0017086063217901502,2.5501566482772928e-06,3.035576707861162e-11,0.0004992053790822007,2.2295956026760082e-13,5.960647910968474e-16,4.748203469380117e-17,5.215643409311611e-17,1.8669026490984959e-10,1.2113956238050816e-12,1.6280700534284295e-11,1.2440171389185008e-11,5.747736558303626e-12,8.788227168794718e-14,1.2904859840091549e-11,2.8540794105630467e-12,2.132125334214464e-17,7.16654439893071e-18,2.4360631387746883e-13,1.4033044976438143e-17,1.4307125516514517e-12,2.4480286456912903e-17,2.4544212213102727e-11,6.978891337513252e-20,2.5454391176295717e-14,1.1121586544656975e-10,7.478485078285142e-16,1.6917488470544792e-09,7.743007910870235e-09,5.86979210383306e-16,1.334280563224895e-08,4.75214432747653e-17,2.5717631633146163e-11,3.2015721001506863e-10,1.558451503984326e-14,1.926596941396136e-21,5.966531085072108e-18,5.1357938627843687e-20,3.3876419391299676e-19,3.044396445160619e-08,8.110572759618762e-14,4.467094003610697e-22,1.3208343008968934e-26,1.4051754975303358e-24,2.223769733158098e-10,1.8643223826891145e-23,2.026376749819821e-15,3.7207550756308256e-24
4.438970033141569e-08,0.6570005919518146,7.427532746447679e-09,1.58800722737505e-10,1.0095864036035235e-10,3.666834521612054e-10,0.0,0.0,2.3270470285871287e-08,1.9252993674584864e-12,1.63309887126276e-11,1.3978074682214279e-11,1.0331912931447651e-10,1.7419869316387996e-26,7.69366213785031e-19,5.179341428249645e-12,2.2103163777875373e-10,3.2012616704703926e-10,5.67526666345457e-20,7.486989927546412e-20,5.579657316863949e-10,7.428163359901329e-17,5.4623846927911725e-12,3.7960479123741266e-18,1.9449033090110665e-15,2.0031948450832243e-12,1.1338991709648222e-09,8.400985629979596e-12,3.2214366163014083e-21,9.772659722685772e-21,6.975938411943927e-18,3.046195799506064e-17,5.2975781124778943e-11,5.85428737391626e-14,3.76,0.0,0.5321832575667456,0.9995007708155556,1.6223789735066794e-11,3.167944829495618e-08,0.0017861365347748952,0.0017835830177133402,2.5497992049431163e-06,3.0357546488645383e-11,0.0004992053785372039,2.432415228032561e-13,6.232742840785517e-16,5.069069255581985e-17,5.826946883027819e-17,2.0350230653320398e-10,1.2649573131978241e-12,1.682473884880158e-11,1.302763369507857e-11,6.2296283513833e-12,9.989599640970106e-14,1.375361371191579e-11,3.1529631609200484e-12,2.255685421655121e-17,7.337223005453228e-18,2.4630466558509993e-13,1.5312504260144233e-17,1.5644683346892223e-12,2.878137296174106e-17,2.5623297668850302e-11,8.058334761280268e-20,2.776951952877258e-14,1.1608163236580195e-10,8.262156896391214e-16,1.7112766551903533e-09,8.328683820026383e-09,6.740973289949297e-16,1.377523182300849e-08,5.032074952992225e-17,2.6779811878283938e-11,3.2107507070723364e-10,1.7090508877202774e-14,2.20099275532579e-21,6.762474799773639e-18,6.068551464156262e-20,4.0153975268479934e-19,3.178146702700103e-08,8.837554606600624e-14,5.461492759079431e-22,1.5965854970883338e-26,1.6527012237903756e-24,2.3488013930272373e-10,2.2324999824372057e-23,2.304675778756367e-15,4.262634856047628e-24
4.625603742043549e-08,0.6570098925997534,7.938595728996996e-09,1.747626896047285e-10,1.1241863357200574e-10,4.097182002093245e-10,0.0,0.0,2.4269256890052638e-08,2.0916038430298602e-12,1.8376887980827494e-11,1.4951588570607388e-11,1.1126837907685523e-10,1.9137985099566944e-26,8.100341164453573e-19,5.2236105369368674e-12,2.341436731597835e-10,3.472826367816391e-10,6.67825901102232e-20,8.560388473693107e-20,6.0562518449878e-10,8.35204264868824e-17,5.472687426241154e-12,4.273532490884535e-18,2.0979331143450194e-15,2.2617192374702483e-12,1.1728529220401693e-09,9.0933954145681e-12,3.75569557520061e-21,1.1115909809608145e-20,7.751500859798161e-18,3.3197176034323887e-17,5.712475613521893e-11,6.602067428805749e-14,3.76,0.0,0.5321082892727012,0.9995007697701602,1.887049278274251e-11,3.3009126965048164e-08,0.0018611025318518242,0.0018585491490146163,2.549441813727471e-06,3.035798463691425e-11,0.0004992053779905005,2.6442679754152666e-13,6.505157827148889e-16,5.3976676027039526e-17,6.491120351998302e-17,2.210379303231084e-10,1.3185099389620245e-12,1.7356801763246935e-11,1.3617100519957851e-11,6.727074797923632e-12,1.1291783195724861e-13,1.4620301742496756e-11,3.4703364598219817e-12,2.375741747974859e-17,7.495965639544228e-18,2.486523748369392e-13,1.6647282912523436e-17,1.7042867033503894e-12,3.358870577046028e-17,2.6702537380278754e-11,9.247418000306509e-20,3.0181965926741236e-14,1.209461018559199e-10,9.086090955728329e-16,1.7291818087844136e-09,8.928893870404662e-09,7.710442709835595e-16,1.4198044734605554e-08,5.317849590256477e-17,2.78181841606537e-11,3.218356668554186e-10,1.8670174446819666e-14,2.5002026594196466e-21,7.622654752033023e-18,7.117648176634436e-20,4.724345649381607e-19,3.3119023935046147e-08,9.595684050036569e-14,6.6164534426621555e-22,1.9135976756459782e-26,1.931973776936705e-24,2.472913953264979e-10,2.651275122756519e-23,2.6073465968104293e-15,4.855696443549458e-24
4.81223745094553e-08,0.6570191919393594,8.459002213224021e-09,1.9155660519048096e-10,1.2458586862440553e-10,4.55635696309727e-10,0.0,0.0,2.5269404053886273e-08,2.2648651738804493e-12,2.0574711014968788e-11,1.5933686824284597e-11,1.1941536478449571e-10,2.0953348067779573e-26,8.510473367715883e-19,5.261604005220264e-12,2.4751275408503534e-10,3.754844931257821e-10,7.817491789998346e-20,9.737010860699311e-20,6.551938928972108e-10,9.343901447420317e-17,5.4811762034813105e-12,4.787698008743546e-18,2.2557056877613328e-15,2.5404576362977593e-12,1.2110656243822008e-09,9.808900922058585e-12,4.353925168465665e-21,1.2579910875958418e-20,8.572258716132077e-18,3.604258162020739e-17,6.138579864370434e-11,7.406859067852808e-14,3.76,0.0,0.5320333315360057,0.9995007687213617,2.1809501424935928e-11,3.4338624133733056e-08,0.0019360579700956947,0.0019335047171834753,2.5490844715474386e-06,3.035747473206642e-11,0.0004992053774421002,2.8651793366756327e-13,6.777911163144604e-16,5.734105467647236e-17,7.211094006271139e-17,2.3929699737492084e-10,1.3720535028667562e-12,1.7877450363012056e-11,1.4208617402136485e-11,7.2397510930177345e-12,1.2698261009129708e-13,1.550503476715517e-11,3.806587233431377e-12,2.4921160854075612e-17,7.643774711620275e-18,2.5069618994694354e-13,1.8037319137981636e-17,1.8501792110979265e-12,3.893375053468289e-17,2.778193121437702e-11,1.0551709745634119e-19,3.269086055834328e-14,1.2580927425584545e-10,9.950358902008874e-16,1.7456402726067112e-09,9.543190974115298e-09,8.786368520307561e-16,1.4611585631845374e-08,5.609550633671508e-17,2.8833347555528236e-11,3.224658449759495e-10,2.0323974181394725e-14,2.8252755263320762e-21,8.549259450225917e-18,8.29144881500774e-20,5.52081964517881e-19,3.445662980080066e-08,1.0384955095797159e-13,7.948676192467708e-22,2.275775985461798e-26,2.245878584848963e-24,2.5959708346863304e-10,3.124637247286153e-23,2.93541042783967e-15,5.502390448248359e-24
4.99887115984751e-08,0.6570284899707671,8.98828924000344e-09,2.09184703753482e-10,1.3746614882240402e-10,5.04486236772577e-10,0.0,0.0,2.6270887682948383e-08,2.4450899080851238e-12,2.292814392515099e-11,1.6923257606577425e-11,1.2775103333899347e-10,2.2868568600323868e-26,8.924071688677926e-19,5.294168954227416e-12,2.6113431459348963e-10,4.0472549872776263e-10,9.106554879228622e-20,1.1023172598642992e-19,7.066672822350486e-10,1.0405305251856539e-16,5.48815461205972e-12,5.339650434296777e-18,2.4181248335658835e-15,2.840005448067434e-12,1.2485512580304563e-09,1.0547057624720617e-11,5.021077696508504e-21,1.4170371118897166e-20,9.438278063639574e-18,3.899766539221617e-17,6.575463054253488e-11,8.270137854211936e-14,3.76,0.0,0.5319583843551184,0.9995007676691788,2.5058328065579357e-11,3.5667939923918574e-08,0.0020110028509714205,0.0020084497237062814,2.548727178332122e-06,3.035629330048739e-11,0.0004992053768920107,3.095174889879661e-13,7.051021094168106e-16,6.078498015716947e-17,7.989807340148246e-17,2.5827937013580687e-10,1.425588006678013e-12,1.8387231691252677e-11,1.4802235105895388e-11,7.767351389057596e-12,1.421246906593964e-13,1.640794451620662e-11,4.162085370800377e-12,2.604684481146058e-17,7.781568904505591e-18,2.5247734670461764e-13,1.9482551880737004e-17,2.0021579630737896e-12,4.484809758924915e-17,2.886147903819183e-11,1.197676155532416e-19,3.529530073759915e-14,1.3067114990445118e-10,1.085503412617077e-15,1.7608098110861603e-09,1.0171156578358726e-08,9.977320955659154e-16,1.5016185241369893e-08,5.907260155385417e-17,2.9825936230539355e-11,3.22987859260962e-10,2.2052367979185187e-14,3.1772560679742295e-21,9.544491574757939e-18,9.598514771704092e-20,6.41135835048465e-19,3.5794279450376374e-08,1.1205361763505452e-13,9.475681113555854e-22,2.6871947498883964e-26,2.5974909333858386e-24,2.7178557975005317e-10,3.6566394775414265e-23,3.2898882363316728e-15,6.2051826744904586e-24
5.1855048687494906e-08,0.6570377866941141,9.526022590361739e-09,2.276485544183091e-10,1.5106445214649894e-10,5.563175932432035e-10,0.0,0.0,2.7273684699233713e-08,2.6322844245690937e-12,2.5440714370880632e-11,1.7919341134868735e-11,1.3626658326822172e-10,2.4886262831064256e-26,9.341148227890189e-19,5.322048820913057e-12,2.75003957890425e-10,4.3499953368957923e-10,1.0559933610671254e-19,1.2425504424907729e-19,7.600408606227963e-10,1.1537742432881055e-16,5.4938747296055585e-12,5.9304735981129095e-18,2.585097392595138e-15,3.1609430821707227e-12,1.2853235396682784e-09,1.1307429457630331e-11,5.762293409363909e-21,1.5893052617503858e-20,1.0349567856884825e-17,4.20619748342279e-17,7.022707874418116e-11,9.193321294504105e-14,3.76,0.0,0.5318834477284968,0.9995007666136309,2.8634613069733057e-11,3.6997074456733745e-08,0.002085937175947511,0.00208338417006728,2.5483699359824196e-06,3.035463660584072e-11,0.0004992053763402429,3.334280298131466e-13,7.324505801874795e-16,6.430966271336543e-17,8.830204126024397e-17,2.7798491240423536e-10,1.479113452159629e-12,1.8886679081345104e-11,1.539800920916145e-11,8.309588349443958e-12,1.5837799179150342e-13,1.7329177672216764e-11,4.5371829763521894e-12,2.7133693881941144e-17,7.910186362917957e-18,2.540320534565556e-13,2.098292083969119e-17,2.1602356683777233e-12,5.1363425071449546e-17,2.9941180718828035e-11,1.3528103175006485e-19,3.799435570480119e-14,1.3553172914055733e-10,1.1800192439268673e-15,1.7748317044233629e-09,1.0812398410371181e-08,1.1292270323449257e-15,1.5412163887343e-08,6.211059840766479e-17,3.079660594765573e-11,3.2342016122376997e-10,2.385581431726076e-14,3.5571848493663934e-21,1.061057088884204e-17,1.104760282335035e-19,7.402707259919193e-19,3.71319679035662e-08,1.2056898086416755e-13,1.1215805403245806e-21,3.1520972142245875e-26,2.990083878909323e-24,2.8384706903940434e-10,4.2513898065589435e-23,3.671800721620728e-15,6.966554054500195e-24
5.372138577651471e-08,0.6570470821095415,1.0071794542392204e-08,2.4694911048651334e-10,1.653849878975687e-10,6.111751680633287e-10,0.0,0.0,2.827777298933225e-08,2.8264549401520153e-12,2.8115795416439567e-11,1.892111091088619e-11,1.4495345875144788e-10,2.7009043419392793e-26,9.761713948655958e-19,5.34589370615077e-12,2.8911744979396083e-10,4.663005930857779e-10,1.2193034582829803e-19,1.3950962888406948e-19,8.15310217368741e-10,1.2742626761901948e-16,5.498546034055722e-12,6.561229933501501e-18,2.7565331846615156e-15,3.503836406473142e-12,1.321395927490559e-09,1.2089588658192095e-11,6.5829003077854895e-21,1.7753768473202126e-20,1.1306085247975698e-17,4.523511110458917e-17,7.479907292761499e-11,1.0177770284582106e-13,3.76,0.0,0.5318085216545981,0.9995007655547359,3.2556104868204126e-11,3.832602785159388e-08,0.002160860946495409,0.0021583080577519775,2.54801274497022e-06,3.035264452228056e-11,0.000499205375786806,3.5825213084067634e-13,7.598383389717374e-16,6.791635212382069e-17,9.735227960230534e-17,2.984134893279293e-10,1.5326298410763639e-12,1.937631248679054e-11,1.5995999694221488e-11,8.866192711013097e-12,1.7577601949327351e-13,1.8268891077112017e-11,4.932214722522658e-12,2.818132584296127e-17,8.0303892895865e-18,2.5539198298066997e-13,2.2538366482270852e-17,2.3244256878990984e-12,5.851146632275232e-17,3.1021036123448755e-11,1.52112382913916e-19,4.0787071046818616e-14,1.4039101230292921e-10,1.2785912622458256e-15,1.7878323380515931e-09,1.1466548412183986e-08,1.2740584682245809e-15,1.579983166478043e-08,6.521030936182948e-17,3.1746023856131306e-11,3.237780517850431e-10,2.573477126334999e-14,3.9660983216858094e-21,1.1749736605094076e-17,1.2647664389482896e-19,8.501819947372863e-19,3.846969036669905e-08,1.2939558111297974e-13,1.3188201259436212e-21,3.674895488641321e-26,3.427136030640596e-24,2.9577334212122475e-10,4.913042821103172e-23,4.082168312369047e-15,7.78900061729073e-24
5.5587722865534514e-08,0.6570563762171922,1.0625221820723424e-08,2.670867548416848e-10,1.80431249080685e-10,6.691021374931625e-10,0.0,0.0,2.9283131355610762e-08,3.0276075162335024e-12,3.095660934388428e-11,1.9927856789083038e-11,1.5380334377533288e-10,2.923951199270193e-26,1.018577856315966e-18,5.3662704180090925e-12,3.034707124064987e-10,4.986227845540804e-10,1.4022210777253136e-19,1.5606839689391476e-19,8.724710214484464e-10,1.4021299916742263e-16,5.502342694601291e-12,7.232961201582518e-18,2.9323449469011817e-15,3.869237189559567e-12,1.3567816259768859e-09,1.2893115608582384e-11,7.488413918440877e-21,1.97583798382357e-20,1.2307740543267464e-17,4.851672607132166e-17,7.946664332987985e-11,1.1224790523821809e-13,3.76,0.0,0.5317336061318793,0.9995007644925119,3.684064144336988e-11,3.965480022626324e-08,0.0022357741640889653,0.002233221388247233,2.5476556042349814e-06,3.035041596007944e-11,0.000499205375231709,3.839923750397998e-13,7.872671869722445e-16,7.16063223483532e-17,1.0707818322628572e-16,3.1956496740046436e-10,1.586137175193996e-12,1.9856638805829395e-11,1.6596270548601354e-11,9.436912855279285e-12,1.943518966417811e-13,1.9227247896594845e-11,5.347498281527263e-12,2.918968864663129e-17,8.14286937359622e-18,2.5658475360370763e-13,2.4148830057366855e-17,2.494742077799128e-12,6.632398127233287e-17,3.2101045119275696e-11,1.7031640702123916e-19,4.367247276075578e-14,1.452489997302736e-10,1.3812276887571544e-15,1.7999246670521186e-09,1.2133260852773742e-08,1.4332027248409473e-15,1.6179488641925758e-08,6.837254201007697e-17,3.267486085258473e-11,3.2407421842073347e-10,2.7689697393088263e-14,4.405028872590956e-21,1.296424929705573e-17,1.44078451591513e-19,9.715859700161724e-19,3.9807442225731245e-08,1.3853335898306776e-13,1.5412834583878854e-21,4.260170674843717e-26,3.91233921999907e-24,3.0755761320226423e-10,5.645791940191511e-23,4.522011161304621e-15,8.675033489749144e-24
5.745405995455432e-08,0.6570656690172118,1.1185943724540237e-08,2.8806134180334696e-10,1.9620606090699683e-10,7.301395838949481e-10,0.0,0.0,3.028973947031225e-08,3.2357480651416355e-12,3.3966231426308643e-11,2.093896990500275e-11,1.6280815641840344e-10,3.158025303419927e-26,1.0613350459991742e-18,5.383671858836897e-12,3.1805981802035285e-10,5.319603259576385e-10,1.60647859819873e-19,1.740076995682391e-19,9.315190200029209e-10,1.5375033959779724e-16,5.505409591190343e-12,7.946689200023662e-18,3.112448268835962e-15,4.257683530184865e-12,1.3914935905604413e-09,1.371759868111585e-11,8.484537049920648e-21,2.191279285971938e-20,1.3354401813265391e-17,5.190651954451405e-17,8.4225918582234e-11,1.2335633898645154e-13,3.76,0.0,0.531658701158797,0.9995007634269761,4.150613308611239e-11,4.098339169691519e-08,0.0023106768302039848,0.002308124163039191,2.5472985132439334e-06,3.0348020245048306e-11,0.00049920537467496,4.1065135353717293e-13,8.14738915047006e-16,7.53808591413608e-17,1.1750907084982657e-16,3.4143921445664427e-10,1.639635456277433e-12,2.03281522002856e-11,1.719888938571591e-11,1.002151438849447e-11,2.1413839139153893e-13,2.0204414548256157e-11,5.783334815840802e-12,3.015900499480306e-17,8.248253450794787e-18,2.5763438106046446e-13,2.5814253607464996e-17,2.6711996286987187e-12,7.483273148447002e-17,3.318120757358974e-11,1.8994750857103218e-19,4.664957098590892e-14,1.5010569176123683e-10,1.4879371286324327e-15,1.8112095574887755e-09,1.2812210604686903e-08,1.6076753583267298e-15,1.6551425083061537e-08,7.159809860772158e-17,3.358378576218109e-11,3.243191803740776e-10,2.972105261933704e-14,4.875004891876436e-21,1.4256392448997402e-17,1.6337485004389882e-19,1.1052201321259971e-18,4.1145219039583315e-08,1.4798225520870778e-13,1.791048448742824e-21,4.9126731641750477e-26,4.4496060783632485e-24,3.191943560811112e-10,6.453862155043068e-23,4.992349140206644e-15,9.62717892674608e-24
5.932039704357412e-08,0.6570749605097485,1.1753620419602015e-08,3.0987223575479193e-10,2.1271162575973113e-10,7.943266178946337e-10,0.0,0.0,3.129757783243882e-08,3.450882356165652e-12,3.7147593660074886e-11,2.195392936223421e-11,1.71960043260801e-10,3.4033828987417614e-26,1.104443662541687e-18,5.398525616441848e-12,3.328809832594392e-10,5.663075431159434e-10,1.833907852669677e-19,1.934073957522294e-19,9.924500368646434e-10,1.6805033781611343e-16,5.507867317147263e-12,8.703416454767951e-18,3.2967615248898317e-15,4.669700274438045e-12,1.4255445322553987e-09,1.456263408646874e-11,9.57715953545999e-21,2.42229555628497e-20,1.4445899176714087e-17,5.5404236679265785e-17,8.90731235897916e-11,1.3511499835970572e-13,3.76,0.0,0.5315838067338086,0.999500762358145,4.657054632415411e-11,4.231180237818998e-08,0.002385568946317858,0.002383016383612749,2.5469414725156743e-06,3.034550614879206e-11,0.0004992053741165678,4.3823166550382344e-13,8.422553026293845e-16,7.924125005639217e-17,1.286741539967072e-16,3.640360996667517e-10,1.6931246860902242e-12,2.0791334409372607e-11,1.7803927090209543e-11,1.0619779730452934e-11,2.3516794499840494e-13,2.1200558243929757e-11,6.240009510172628e-12,3.108972404093749e-17,8.347109071842598e-18,2.58561693408167e-13,2.7534579979959813e-17,2.8538139007665195e-12,8.406945857819916e-17,3.426152335373134e-11,2.1105972722478964e-19,4.9717363427575135e-14,1.5496108873440133e-10,1.5987286079323787e-15,1.82177700997e-09,1.350309157179602e-08,1.798530859562552e-15,1.691592168536203e-08,7.48877756456351e-17,3.447346086364462e-11,3.245216595061739e-10,3.182929894067204e-14,5.3770508506560806e-21,1.562847370718478e-17,1.8446118116263316e-19,1.2518433063613927e-18,4.248301653372406e-08,1.577422106556684e-13,2.070274357998025e-21,5.637323093343141e-26,5.043077534160848e-24,3.3067915724735387e-10,7.341503251327917e-23,5.494201835129512e-15,1.0647978367332773e-23
6.118673413259392e-08,0.6570842506949524,1.2327931380225428e-08,3.325183468233937e-10,2.2994956491922108e-10,8.617004913984572e-10,0.0,0.0,3.230662772725224e-08,3.67301602129213e-12,4.050348845172536e-11,2.297229048975041e-11,1.8125137391664196e-10,3.660277637306208e-26,1.1479042580842451e-18,5.411201795729848e-12,3.4793056345256944e-10,6.016588676003429e-10,2.086442433352948e-19,2.1435091612987608e-19,1.0552599711108802e-09,1.8312439505192108e-16,5.509816325210543e-12,9.504126894283532e-18,3.485205804991447e-15,5.1057994210520156e-12,1.4589469222484175e-09,1.542782572470962e-11,1.0772357967271465e-20,2.6694854692161714e-20,1.5582028777537735e-17,5.900966552625601e-17,9.400457745378883e-11,1.4753536627197403e-13,3.76,0.0,0.5315089228553722,0.9995007612860344,5.205188893774576e-11,4.3640032383250317e-08,0.002460450513909252,0.002457898051452696,2.5465844824802636e-06,3.0342908392955556e-11,0.0004992053735565403,4.667359180433623e-13,8.698181167562518e-16,8.318877644820848e-17,1.406025092125035e-16,3.8735549352977237e-10,1.7466048663955974e-12,2.1246655058300852e-11,1.8411457487273673e-11,1.1231507711967301e-11,2.574726990675893e-13,2.2215845044562967e-11,6.717792131990101e-12,3.198247940729278e-17,8.439949898927168e-18,2.5938471037824376e-13,2.9309752837660217e-17,3.0426012550238406e-12,9.40658657682115e-17,3.5341992327100686e-11,2.337067094289679e-19,5.287483849356285e-14,1.5981519098828332e-10,1.7136116059878514e-15,1.8317072732304804e-09,1.420561525537646e-08,2.006862337849999e-15,1.727324982570931e-08,7.824236348808184e-17,3.534453852544541e-11,3.246888884733447e-10,3.4014901116179067e-14,5.912187392508448e-21,1.7082825868613046e-17,2.0743473316480662e-19,1.4122358669969775e-18,4.382083059399682e-08,1.6781316632000716e-13,2.3812019006463153e-21,6.43921094375253e-26,5.697130231557382e-24,3.4200858432641436e-10,8.312983491651751e-23,6.028588541857158e-15,1.1739988514461002e-23
