Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79)
3.955506031351312e-06,0.7071164530886473,4.3751170437510496e-09,5.595716790862562e-09,2.5045716095015936e-09,2.1163719133710644e-09,0.0,0.0,1.2179772459088434e-08,7.45944122514688e-12,7.108144632196608e-08,7.733251310916891e-10,4.713020030592129e-11,8.819019863177281e-26,9.839356925321926e-18,1.4915469402556772e-10,1.658471614048234e-09,1.8053716265717056e-06,1.6278528830034408e-13,1.2477485351776772e-16,4.3699948428111274e-06,2.0198971867171142e-12,3.204482692073849e-12,2.6999399492950533e-17,2.2590161873340967e-14,8.33835465080548e-09,3.797673724150715e-14,2.7412222054204908e-17,7.421317807987142e-18,1.4526577028288161e-19,3.7933210721226526e-16,5.33247641640071e-19,7.322989175152826e-13,3.658917857322156e-16,3.76,0.0,0.5862159260922012,0.999512190056591,3.480551552261083e-09,2.1251760303807365e-12,0.18683242318552018,0.1868191341076978,2.62386556796145e-06,3.3506001254340494e-11,0.0004859658483308264,2.0357535618777338e-09,4.401058276245692e-13,1.783218466868644e-15,7.504211218649549e-14,1.7399972878742029e-06,1.1946560001224563e-10,6.357788971065343e-10,3.0521881732239314e-09,2.3576236061245797e-08
4.055042198819045e-06,0.7076192339763977,4.543632043452551e-09,5.693609011068492e-09,2.5718908802080956e-09,2.290068518665615e-09,0.0,0.0,1.2799408063574512e-08,8.189185839240963e-12,7.637377256327111e-08,8.294898755178814e-10,4.949075730578108e-11,9.904826254627686e-26,1.0643092022846117e-17,1.5528867687993729e-10,1.7947591380801082e-09,1.8922199633753554e-06,1.753962124060757e-13,1.3523152068040114e-16,4.58472684500214e-06,2.121728801928416e-12,3.336654892466142e-12,3.0964775218423183e-17,2.4440196429224186e-14,8.923774521802496e-09,4.042800364780791e-14,3.1715134560342415e-17,8.949010976104118e-18,1.7076645434404302e-19,4.119413962315002e-16,5.658061547104033e-19,7.706103854930048e-13,4.0592640000767397e-16,3.76,0.0,0.5821491434711329,0.9995121010646951,3.766277022740212e-09,2.4169727718764468e-12,0.19089942630161713,0.19088563065733308,2.605785819949164e-06,3.336986368287334e-11,0.00048596580390464054,2.134142304448702e-09,4.5059420505062073e-13,1.8697911875975594e-15,7.868146206745056e-14,1.821984420908461e-06,1.219795177272817e-10,6.584754577482895e-10,3.148143198256025e-09,2.5025823107600208e-08
4.154578366286779e-06,0.708118527617591,4.713383841010092e-09,5.7896538278350335e-09,2.6376383058316153e-09,2.4731405618310363e-09,0.0,0.0,1.343434575865557e-08,8.968869180625432e-12,8.191188316549273e-08,8.87884699435269e-10,5.190297963349194e-11,1.1085284290107773e-25,1.1484614651168393e-17,1.6146608058771164e-10,1.9374705395548563e-09,1.980867935937158e-06,1.8855784404810238e-13,1.462335263914465e-16,4.804211535293859e-06,2.22593046866783e-12,3.469768780016082e-12,3.5359798900189886e-17,2.637631535969057e-14,9.531597858418616e-09,4.296080631035668e-14,3.654303134928185e-17,1.0732264688137392e-17,1.997186283403783e-19,4.463101358199821e-16,5.992015940757045e-19,8.092661859674246e-13,4.488837652753657e-16,3.76,0.0,0.5781105742387553,0.9995120102037601,4.065508965949479e-09,2.738893137672157e-12,0.19493822104478,0.19492390704945928,2.587831654414457e-06,3.323467218568479e-11,0.0004859657585793886,2.2345955574389415e-09,4.610330062318128e-13,1.9568959895056704e-15,8.234277506274994e-14,1.9055444306281603e-06,1.244724556773576e-10,6.813778320935936e-10,3.244601436298303e-09,2.652725907188411e-08
4.254114533754512e-06,0.708614358207636,4.884244640004781e-09,5.8839038738445365e-09,2.701812365097109e-09,2.66581338433253e-09,0.0,0.0,1.4084554693235077e-08,9.800446909103383e-12,8.770039990497693e-08,9.485222344796888e-10,5.436646511534602e-11,1.2364860320910692e-25,1.23641349367907e-17,1.676841110276622e-10,2.0866359021371597e-09,2.0713004661976735e-06,2.0227487895771624e-13,1.5779005124600815e-16,5.028421754892347e-06,2.332492014625518e-12,3.603764154893834e-12,4.0213345956276343e-17,2.8398801608274314e-14,1.016194036388247e-08,4.5574399249813895e-14,4.194148782335612e-17,1.28038773273077e-17,2.324447311129896e-19,4.824724483391289e-16,6.334240595592019e-19,8.482190242197071e-13,4.94859028328044e-16,3.76,0.0,0.5741000226554668,0.9995119174884907,4.378321299486233e-09,3.0929906802978746e-12,0.19894900313211247,0.1989341590662729,2.5700021976346667e-06,3.31004201707423e-11,0.00048596571236212717,2.3370968150318387e-09,4.714217125802615e-13,2.044440429172709e-15,8.602214792488108e-14,1.990657812133198e-06,1.2694461561914462e-10,7.044726810091071e-10,3.3415269697291836e-09,2.8080891322248507e-08
4.3536507012222455e-06,0.7091067497740461,5.05609133400534e-09,5.976405825723135e-09,2.764419740827733e-09,2.868307996982364e-09,0.0,0.0,1.4750002103821148e-08,1.0685888170892794e-11,9.374388665854552e-08,1.0114140848435642e-09,5.6880814976110294e-11,1.37479680051177e-25,1.3281807389400248e-17,1.7393996093066577e-10,2.2422785535319762e-09,2.16350262058223e-06,2.1655161240964278e-13,1.6990992907585627e-16,5.257330440721089e-06,2.4414032384978847e-12,3.738580510525432e-12,4.5554820155644084e-17,3.050784528488769e-14,1.0814907443032796e-08,4.826797270596961e-14,4.795831979760372e-17,1.519952332299611e-17,2.6928225016191604e-19,5.204615985484152e-16,6.684654021022409e-19,8.874251107933606e-13,5.439448187547915e-16,3.76,0.0,0.5701172943398108,0.9995118229334786,4.704774300354945e-09,3.4813787827478364e-12,0.20293196692260215,0.20291658113162542,2.5522965819909556e-06,3.296710109223189e-11,0.00048596566525986026,2.4416297082190017e-09,4.817598011469215e-13,2.1323398285215085e-15,8.971600516828488e-14,2.0773052522226972e-06,1.2939619695996767e-10,7.277472462053719e-10,3.438884619172588e-09,2.9687039344553894e-08
4.453186868689979e-06,0.7095957261776057,5.228805231312972e-09,6.067201540671085e-09,2.825474011270108e-09,3.0808409465333913e-09,0.0,0.0,1.5430653399716697e-08,1.1627174335977631e-11,1.0004684996613552e-07,1.076570827876108e-09,5.944563380147765e-11,1.5238953849845817e-25,1.423773179158499e-17,1.8023082292821558e-10,2.4044156315218076e-09,2.257459608311748e-06,2.3139193648833705e-13,1.8260165035183805e-16,5.490910626322444e-06,2.552653911664036e-12,3.874157316440574e-12,5.1414105084132965e-17,3.270355183870514e-14,1.1490594264169072e-08,5.1040656078165865e-14,5.4643584722769787e-17,1.795787500228283e-17,3.1058344522756e-19,5.603100637122485e-16,7.043191490238168e-19,9.26844050816527e-13,5.962312472855087e-16,3.76,0.0,0.5661621962590495,0.9995117265532061,5.044915738331838e-09,3.906228885678245e-12,0.20688730542654807,0.20687136632044759,2.5347139459251757e-06,3.2834708450228554e-11,0.0004859656172795363,2.5481780030656736e-09,4.920467499095605e-13,2.2205167491630886e-15,9.342107648710597e-14,2.1654676277353155e-06,1.318273967915473e-10,7.511893435244101e-10,3.5366400477828986e-09,3.1345995690706634e-08
4.552723036157712e-06,0.7100813111135268,5.402271847682198e-09,6.156329037638122e-09,2.8849944420948824e-09,3.3036241949399392e-09,0.0,0.0,1.6126472243610732e-08,1.262629776245929e-11,1.0661373959270286e-07,1.1440020195859083e-09,6.206052950118367e-11,1.684208357800654e-25,1.523195455971494e-17,1.8655390340022126e-10,2.573058613625659e-09,2.3531567797401736e-06,2.4679934138249644e-13,1.9587336399362135e-16,5.729135442724291e-06,2.66623377982964e-12,4.010434308251088e-12,5.782151803562486e-17,3.498594969803444e-14,1.2189085873185215e-08,5.389152107439997e-14,6.204957927771974e-17,2.1120721826083112e-17,3.5671504846640997e-19,6.02049599641259e-16,7.409804050129586e-19,9.664386899319842e-13,6.518059188633383e-16,3.76,0.0,0.5622345367198038,0.9995116283620433,5.398781937087342e-09,4.369768714836501e-12,0.21081521031492292,0.21079870636810977,2.517253433897131e-06,3.270323579036919e-11,0.00048596556842805277,2.656725599124824e-09,5.0228204544526e-13,2.3089003241416425e-15,9.713436848598958e-14,2.255126003894457e-06,1.3423840992284263e-10,7.747873481136211e-10,3.6347598390868163e-09,3.305802695203217e-08
4.6522592036254456e-06,0.7105635281125985,5.5763807568449414e-09,6.243823326357738e-09,2.943004891291605e-09,3.536865012018436e-09,0.0,0.0,1.6837420628751983e-08,1.368526058793039e-11,1.1344894908939865e-07,1.2137162050665793e-09,6.472511327289581e-11,1.8561529060452432e-25,1.6264470421991235e-17,1.9290643625936896e-10,2.7482138079027466e-09,2.4505796247180994e-06,2.627769204511834e-13,2.097328781821333e-16,5.97197811927267e-06,2.782132564638547e-12,4.147351786024741e-12,6.480776623768173e-17,3.735499734346549e-14,1.2910457356476224e-08,5.6819585104851236e-14,7.023083363330744e-17,2.473308687654904e-17,4.0805794563486557e-19,6.457113022811907e-16,7.784457381813966e-19,1.0061749288172299e-12,7.107539569376236e-16,3.76,0.0,0.5583341253587578,0.9995115283742506,5.766398758066813e-09,4.874280514915602e-12,0.2147158719286696,0.21469879167971617,2.4999141963420372e-06,3.257267670352823e-11,0.0004859655187122561,2.76725652799606e-09,5.124651876395699e-13,2.3974259779912492e-15,1.0085315357244758e-13,2.3462616326547133e-06,1.366294289125622e-10,7.985301736132007e-10,3.733211551288318e-09,3.48233747448344e-08
4.751795371093179e-06,0.7110424005423283,5.751025488320744e-09,6.329717093700453e-09,2.9995328322371636e-09,3.780765882071495e-09,0.0,0.0,1.756345895356007e-08,1.4806073547909813e-11,1.205568163538456e-07,1.28572093365144e-09,6.743899956701838e-11,2.0401356316625698e-25,1.7335224368831633e-17,1.9928569583109028e-10,2.9298828041300684e-09,2.549713770982077e-06,2.79327378522985e-13,2.2418766092771016e-16,6.219411984431164e-06,2.9003399652524178e-12,4.284850902149541e-12,7.240390533909024e-17,3.9810589806686446e-14,1.365477404698343e-08,5.982381495115029e-14,7.924410270519694e-17,2.884334046155485e-17,4.650068406965026e-19,6.91325664580354e-16,8.16713054488482e-19,1.046021517869382e-12,7.731580358123225e-16,3.76,0.0,0.5544607731334278,0.9995114266039784,6.1477825054425846e-09,5.422099294617252e-12,0.21858947928793399,0.2185718113393348,2.482695389628304e-06,3.2443024825495065e-11,0.0004859654681389361,2.8797549520142613e-09,5.225956928505263e-13,2.486034869067125e-15,1.0457494583183506e-13,2.4388559510470358e-06,1.3900064410127865e-10,8.224072473354716e-10,3.831963751118637e-09,3.6642256696388714e-08
4.851331538560912e-06,0.7115179516080758,5.926103463295136e-09,6.414041256905986e-09,3.0546084972560583e-09,4.035524424715967e-09,0.0,0.0,1.8304546094383973e-08,1.59907548213668e-11,1.2794162418924961e-07,1.3600227784877635e-09,7.020180605249827e-11,2.2365515099296823e-25,1.8444113864065142e-17,2.0568900838446818e-10,3.1180628853095453e-09,2.650544982569008e-06,2.964530430121498e-13,2.392448405472855e-16,6.4714104665478855e-06,3.020845659899003e-12,4.4228739072319496e-12,8.064130003667505e-17,4.235256459241055e-14,1.4422091768248748e-08,6.290313068612622e-14,8.914835467424501e-17,3.35033107258189e-17,5.279699060948837e-19,7.389226284981031e-16,8.557814661726939e-19,1.0859498415730363e-12,8.390984184179878e-16,3.76,0.0,0.5506142923129961,0.9995113230652665,6.542940751973116e-09,6.015611087003404e-12,0.22243622010123293,0.22241795311916343,2.4655961760157483e-06,3.231427383665436e-11,0.0004859654167148327,2.994205163051693e-09,5.326730994943874e-13,2.574673110179228e-15,1.082974678493313e-13,2.5328905795209458e-06,1.413522436425573e-10,8.464084828889512e-10,3.930986030254076e-09,3.8514867421979306e-08
4.950867706028646e-06,0.7119902043541774,6.101515958165136e-09,6.496825399028884e-09,3.1082641387687818e-09,4.30133333001425e-09,0.0,0.0,1.9060639476978558e-08,1.724132890339032e-11,1.3560760086185855e-07,1.4366273599711147e-09,7.301315358370024e-11,2.4457829371553384e-25,1.9590991274784763e-17,2.121137619927218e-10,3.3127474008010886e-09,2.7530591582549483e-06,3.1415587727478873e-13,2.549112063796114e-16,6.727947094590821e-06,3.1436393073897126e-12,4.561364361069482e-12,8.955158671938158e-17,4.498070704103508e-14,1.5212457109565347e-08,6.605640980180671e-14,1.0000475705447525e-16,3.876839116755349e-17,5.973684202486523e-19,7.885316323554105e-16,8.956511626109812e-19,1.1259337008326738e-12,9.086529973239972e-16,3.76,0.0,0.5467944964692071,0.9995112177720467,6.9518730883425e-09,6.657251227764171e-12,0.22625628077455878,0.22623740348863172,2.4486157236139753e-06,3.2186417461668816e-11,0.0004859653644466359,3.1105915814208896e-09,5.426969715288004e-13,2.663291563363389e-15,1.1201864325503943e-13,2.628347320283094e-06,1.436844135337855e-10,8.705242516097405e-10,4.030249007398658e-09,4.04413794845545e-08
5.050403873496379e-06,0.7124591816650652,6.277168086029649e-09,6.578098103188104e-09,3.1605334020829494e-09,4.578380307798113e-09,0.0,0.0,1.983169514713795e-08,1.855982550507277e-11,1.435589206561905e-07,1.5155393723764655e-09,7.587266616835332e-11,2.66819885604709e-25,2.07756664043597e-17,2.1855741463107177e-10,3.5139261032337183e-09,2.8572423300176314e-06,3.3243749568037617e-13,2.7119321005559427e-16,6.988995498852281e-06,3.268710548606962e-12,4.700267319705953e-12,9.916663798232156e-17,4.769475516543793e-14,1.6025907725283516e-08,6.928249148592811e-14,1.1187666053395585e-16,4.4697644978657106e-17,6.736363940375891e-19,8.401816537330933e-16,9.36323283650029e-19,1.165949099555426e-12,9.818973373532576e-16,3.76,0.0,0.5430012004673284,0.9995111107381409,7.374571800125428e-09,7.34950265307789e-12,0.23004984642042112,0.23003034762344066,2.4317532063410536e-06,3.205944946916393e-11,0.00048596531134097913,3.2288987548621646e-09,5.526668989937763e-13,2.751845421652546e-15,1.1573657828847264e-13,2.725208155632284e-06,1.45997337646785e-10,8.947453539191762e-10,4.129724318969587e-09,4.242194433037079e-08
5.149940040964112e-06,0.7129249062663756,6.452968787343876e-09,6.657887203331038e-09,3.2114508009986915e-09,4.8668480509194354e-09,0.0,0.0,2.061766784074258e-08,1.9948278480684125e-11,1.517997044274183e-07,1.5967626129832176e-09,7.877997093655698e-11,2.904154029279966e-25,2.199790909214873e-17,2.250175005120846e-10,3.7215854519815773e-09,2.9630806615220104e-06,3.512991798302232e-13,2.8809696766041643e-16,7.25452941162316e-06,3.3960490079616555e-12,4.839529474666102e-12,1.0951852888176315e-16,5.0494404002113564e-14,1.6862472651185914e-08,7.258018099295516e-14,1.2482958079947932e-16,5.135390613292512e-17,7.572201875685458e-19,8.939012482021461e-16,9.777997970832566e-19,1.2059740404132266e-12,1.058904718557646e-15,3.76,0.0,0.5392342204571728,0.9995110019772632,7.811022477866346e-09,8.094894217980576e-12,0.23381710086682508,0.23379696941453873,2.4150078038826467e-06,3.193336367141513e-11,0.0004859652574044454,3.3491113575939418e-09,5.625825006909589e-13,2.840293402122897e-15,1.194495269914365e-13,2.823455246291785e-06,1.4829119775732937e-10,9.190629915117316e-10,4.229384601103268e-09,4.445669319549564e-08
5.249476208431846e-06,0.7133874007260524,6.628830823170051e-09,6.736219966830086e-09,3.2610512865036397e-09,5.166914211957572e-09,0.0,0.0,2.1418511053323567e-08,2.140872478220002e-11,1.603340201503622e-07,1.6803000130569664e-09,8.173469811080473e-11,3.1539884540178555e-25,2.325745186612085e-17,2.314916347576096e-10,3.9357088860807286e-09,3.070560446628176e-06,3.707418954675421e-13,3.0562826283105156e-16,7.5245226678377044e-06,3.52564429482131e-12,4.979099247550854e-12,1.206395048090389e-16,5.337930951657084e-14,1.7722172632040272e-08,7.594825404661905e-14,1.3893117851980756e-16,5.880387715619086e-17,8.485781183277621e-19,9.49718584235225e-16,1.0200833871115071e-18,1.245988333145158e-12,1.1397461787034865e-15,3.76,0.0,0.5354933738641845,0.999510891503019,8.261204566067454e-09,8.895999035880232e-12,0.2375582266661876,0.23753745147703623,2.3983787016513195e-06,3.180815392403772e-11,0.00048596520264357037,3.47121418941383e-09,5.724434264413381e-13,2.928597676224787e-15,1.2315589018919878e-13,2.9230709297400213e-06,1.5056617357435145e-10,9.4346874093608e-10,4.3292034653402e-09,4.65457379800065e-08
5.349012375899579e-06,0.7138466874554416,6.804670766017817e-09,6.813123222645366e-09,3.309369898192059e-09,5.478751392774879e-09,0.0,0.0,2.2234177109135622e-08,2.2943203441229885e-11,1.691658834645967e-07,1.7661536701083956e-09,8.47364809769781e-11,3.418026834745396e-25,2.4553992600851558e-17,2.3797751653202125e-10,4.156277069652227e-09,3.179668107920976e-06,3.90766309674767e-13,3.2379255079695744e-16,7.798949205689488e-06,3.657486004909354e-12,5.118926867201815e-12,1.3256195088494224e-16,5.634909210761643e-14,1.8605020455223322e-08,7.938546121253198e-14,1.5425123765148853e-16,6.711822351783742e-17,9.481800616167827e-19,1.007661474678809e-15,1.0631773518427361e-18,1.2859734176615523e-12,1.2244905546884629e-15,3.76,0.0,0.5317784793805851,0.9995107793289066,8.725091857088735e-09,9.755432839625159e-12,0.2412734051041918,0.24125197515905736,2.381865090746057e-06,3.1683814125678674e-11,0.0004859651470648332,3.5951921748407307e-09,5.82249355850675e-13,3.0167236871576596e-15,1.268542068843346e-13,3.024037718541182e-06,1.5282244276917656e-10,9.679545289563554e-10,4.429155470016037e-09,4.8689172088058586e-08
5.4485485433673125e-06,0.7143027887103769,6.980408984743117e-09,6.888623446628725e-09,3.3564414881887423e-09,5.802527146194482e-09,0.0,0.0,2.3064617229668267e-08,2.455375457836774e-11,1.7829925821524643e-07,1.854324880921698e-09,8.778495585623885e-11,3.6965781457782065e-25,2.5887197122605016e-17,2.4447293086881236e-10,4.383268112804958e-09,3.290390195260789e-06,4.113728080591371e-13,3.4259496335105835e-16,8.077783067219274e-06,3.791563721676067e-12,5.258964417007272e-12,1.4531836278597814e-16,5.940333975452167e-14,1.951102128631701e-08,8.289053218170817e-14,1.7086164220762012e-16,7.637166459430588e-17,1.0565070444380368e-18,1.0677574051126981e-15,1.1070855075283017e-18,1.3259122030931985e-12,1.3132045225764622e-15,3.76,0.0,0.5280893569565833,0.9995106654683178,9.202652935832275e-09,1.0675852364435005e-11,0.24496281620857996,0.24494072055053145,2.365466167912303e-06,3.156033821771048e-11,0.00048596509067466145,3.721030362283332e-09,5.919999985343418e-13,3.1046393163881242e-15,1.3054311748995962e-13,3.1263382986773695e-06,1.5506018100353426e-10,9.925126099333346e-10,4.529216089049082e-09,5.088707123320217e-08
5.548084710835046e-06,0.7147557265922618,7.155969620870113e-09,6.962746814443754e-09,3.4023005074387206e-09,6.138403989023675e-09,0.0,0.0,2.39097816014814e-08,2.6242418439963042e-11,1.877380569891004e-07,1.944814174906515e-09,9.087976207774382e-11,3.9899353401913792e-25,2.725670176228473e-17,2.5097574940475787e-10,4.61665777085032e-09,3.402713384354849e-06,4.3256151166685524e-13,3.620403147762758e-16,8.360998398875436e-06,3.9278670176415905e-12,5.399165841631845e-12,1.589413189309616e-16,6.254161084760107e-14,2.0440173003120928e-08,8.646217991988425e-14,1.8883635162607876e-16,8.664306116212645e-17,1.1740508338253271e-18,1.1300335594559695e-15,1.1518121059021252e-18,1.3657889231800772e-12,1.4059526361205128e-15,3.76,0.0,0.5244258277916444,0.9995105499345368,9.69385158099144e-09,1.1659953752834521e-11,0.24862663875788474,0.2486038664919224,2.349181135502179e-06,3.1437720183927996e-11,0.00048596503347943845,3.8487139232263565e-09,6.016950956041489e-13,3.1923149267611043e-15,1.3422136853663326e-13,3.2299555278839413e-06,1.572795619571836e-10,1.0171355453681284e-09,4.629361679525069e-09,5.313949420908546e-08
