Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79)
8.679972021888943e-09,0.6840774008508974,7.557257184596854e-12,3.0113956714839145e-13,2.318558760195933e-14,1.7624029050574046e-17,0.0,0.0,6.00135815421524e-14,2.206478088237843e-22,7.768290516544011e-16,2.1941832077560918e-20,4.7688301463702255e-18,5.396610373657626e-37,5.336365787930494e-29,2.628493575705163e-18,6.195381795866707e-20,9.314470434041161e-12,7.161291697195429e-23,2.1924599887851337e-24,2.2248343888244976e-11,5.629045171818872e-19,1.1416367597711437e-20,1.501438014142039e-35,8.212296232185073e-26,1.5977477643366612e-18,3.99141299360894e-21,7.6566322909617355e-34,1.7957370083211175e-41,2.8311499340022802e-42,6.274147080481441e-26,5.189116014903959e-29,2.2755452801822866e-22,4.191493461709944e-31,3.76,0.0,0.7725747452771702,0.9995140331907127,1.3157077388361145e-19,3.599849714294777e-28,0.0004691561420398394,0.00046571652049187396,3.439531409177868e-06,2.8379664360325377e-11,0.0004859667993159702,1.0398970205934119e-14,3.597743393914906e-16,3.0948304288644767e-23,1.451592710565832e-21,9.313710809840484e-12,2.959405129269238e-13,4.623741465921011e-12,2.750615220370037e-12,2.6612072174362413e-13
8.85485240690711e-09,0.6840785690315865,7.741308930204334e-12,3.1509181286887647e-13,2.428268343480555e-14,1.8797838519759272e-17,0.0,0.0,6.250103804573797e-14,2.3920292197934487e-22,8.256627323308992e-16,2.3757584259426407e-20,5.067676781606513e-18,5.863208615755255e-37,5.848470222545297e-29,2.7899920425887343e-18,6.764860279861889e-20,9.701472708052081e-12,7.659934924632429e-23,2.3270395216913743e-24,2.3158237188914275e-11,5.972393467436569e-19,1.2327989355660612e-20,1.7541601739620017e-35,9.124606210242557e-26,1.742317842554607e-18,4.261055526461521e-21,8.624853677556591e-34,2.186776329809375e-41,3.422046926025643e-42,6.807229529222045e-26,5.738486327143664e-29,2.4831174610416866e-22,4.765084786552867e-31,3.76,0.0,0.772565295845946,0.9995140331902862,1.4358086193021855e-19,4.095097843185381e-28,0.00047860557417395513,0.0004751646085585714,3.440872724129198e-06,2.8730969587315122e-11,0.00048596679933284097,1.0826585436146674e-14,3.723523319204302e-16,3.3287971891407486e-23,1.557718387773356e-21,9.700665332852522e-12,3.0218563628546057e-13,4.730981307919248e-12,2.8186030297364752e-12,2.7853082969497265e-13
9.029732791925278e-09,0.6840797371979892,7.925399108784694e-12,3.293627131003079e-13,2.540611322334826e-14,2.0022993441995632e-17,0.0,0.0,6.503940911351234e-14,2.5890699784629346e-22,8.765045920876149e-16,2.568377287950393e-20,5.37873537460775e-18,6.358878621421044e-37,6.397739681819608e-29,2.9580199886496103e-18,7.37315594353282e-20,1.0096371798054077e-11,8.181575343639866e-23,2.4669795173154978e-24,2.4086405937415293e-11,6.329241432540844e-19,1.3291721149941466e-20,2.0427472826861336e-35,1.011640889297902e-25,1.8965454904786134e-18,4.542580487639073e-21,9.692550915538733e-34,2.652122502256992e-41,4.120814917689696e-42,7.373362239778155e-26,6.332135268291447e-29,2.704695468012865e-22,5.4029707800707075e-31,3.76,0.0,0.7725558465303025,0.9995140331898602,1.5640345934624316e-19,4.646209356692771e-28,0.00048805489074567424,0.00048461272817815047,3.442066889770909e-06,2.907173192014866e-11,0.0004859667993409908,1.1262887232448874e-14,3.850737258557575e-16,3.5745218001723574e-23,1.6689906623205026e-21,1.0095514708491927e-11,3.084307857795474e-13,4.83799038892921e-12,2.8866531785904476e-12,2.912251074084893e-13
9.204613176943445e-09,0.6840809053501058,8.109520168550985e-12,3.439516536500975e-13,2.6555881780494176e-14,2.13005928669055e-17,0.0,0.0,6.762869594215068e-14,2.7980663515532357e-22,9.29395199404209e-16,2.772482043396827e-20,5.7022478829482034e-18,6.8847406777520155e-37,6.98603230045476e-29,3.132714526257482e-18,8.022015915706441e-20,1.0499167709445283e-11,8.72673663714981e-23,2.61238150776427e-24,2.503285024162764e-11,6.699834406627495e-19,1.430939422940136e-20,2.371374299333772e-35,1.1192770111600955e-25,2.0608520140404587e-18,4.836236533580859e-21,1.0867695981656863e-33,3.2039113744159056e-41,4.94441885733419e-42,7.973856058575633e-26,6.972523260782713e-29,2.9408999641124958e-22,6.110820228127097e-31,3.76,0.0,0.7725463973302382,0.9995140331894302,1.7007484010485382e-19,5.25814830320657e-28,0.0004975040917564158,0.0004940608636990302,3.4431295588303616e-06,2.9402231458804404e-11,0.00048596679934465227,1.1707878246767709e-14,3.97935596621245e-16,3.832299537680574e-23,1.7855338223392855e-21,1.0498258902523582e-11,3.1467594823321523e-13,4.944764537282192e-12,2.9547629117950174e-12,3.0420293741785137e-13
9.379493561961612e-09,0.6840820734879361,8.293665357404426e-12,3.5885800894039596e-13,2.7731992909382876e-14,2.263173523324898e-17,0.0,0.0,7.026889943313468e-14,3.0194936055282546e-22,9.843751229598966e-16,2.988524154834511e-20,6.038456072806283e-18,7.441931353271382e-37,7.61525886347731e-29,3.3142134879422534e-18,8.713226205847274e-20,1.0909860433851374e-11,9.295941688708504e-23,2.7633468373843272e-24,2.5997570180798127e-11,7.084416881052718e-19,1.5382864733213228e-20,2.7445990682384856e-35,1.235896125219669e-25,2.235667404193159e-18,5.14227170292387e-21,1.2158729159082034e-33,3.8559483263490857e-41,5.912076310194105e-42,8.61004498575891e-26,7.662184852432378e-29,3.1923649495651315e-22,6.894670266562544e-31,3.76,0.0,0.7725369482457517,0.999514033188994,1.846320787443222e-19,5.936204703588509e-28,0.0005069531772075984,0.0005035090011346439,3.444074719022285e-06,2.9722744863883194e-11,0.00048596679934641594,1.2161561063557253e-14,4.1093507867868725e-16,4.102425533783641e-23,1.907472095339788e-21,1.0908897866941431e-11,3.2092111187220884e-13,5.051300105443919e-12,3.022929758801927e-12,3.1746369191693904e-13
9.55437394697978e-09,0.684083241611481,8.47782863800666e-12,3.7408114342979827e-13,2.893444951031775e-14,2.401751839704965e-17,0.0,0.0,7.296002022406855e-14,3.2538362848202744e-22,1.0414849315667066e-15,3.216964346420312e-20,6.3876015183268295e-18,8.031603278355522e-37,8.287383256857101e-29,3.502655439992738e-18,9.448611685839551e-20,1.1328449950591229e-11,9.88971257448788e-23,2.9199766631717166e-24,2.6980565808586264e-11,7.483232501542943e-19,1.6514013506779153e-20,3.167388251727319e-35,1.3620462746026022e-25,2.4214303078093707e-18,5.460933426486353e-21,1.3574577222834178e-33,4.623896420158514e-41,7.045503010812372e-42,9.283286053627955e-26,8.403728876693239e-29,3.459737740011328e-22,7.760941999543292e-31,3.76,0.0,0.7725274992768418,0.9995140331885509,2.0011305006818627e-19,6.6860086056338335e-28,0.0005164021471006402,0.000512957127986338,3.4449148701516437e-06,3.00335448969282e-11,0.0004859667993469031,1.2623938202303507e-14,4.240693643903705e-16,4.3851947774217664e-23,2.034929648896448e-21,1.132743154143421e-11,3.271662661749253e-13,5.157593914115404e-12,3.0911515034478967e-12,3.310067340732335e-13
9.729254331997947e-09,0.68408440972074,8.662004611880896e-12,3.8962041288345996e-13,3.0163253676341726e-14,2.545903965835266e-17,0.0,0.0,7.570205871666807e-14,3.50158821066421e-22,1.1007651941098756e-15,3.458272653482545e-20,6.749925601029804e-18,8.65492492959715e-37,9.004422920220672e-29,3.698179695662343e-18,1.0230036072165831e-19,1.1754936227986573e-11,1.0508570557516871e-22,3.0823719552011097e-24,2.7981837155785888e-11,7.89652407074201e-19,1.770474592606296e-20,3.645144413521354e-35,1.4982967522343253e-25,2.6185879987820193e-18,5.7924685367865875e-21,1.5124672010932003e-33,5.525481226169603e-41,8.369179502602396e-42,9.994959206256257e-26,9.199838594630854e-29,3.7436789449124575e-22,8.716456434377332e-31,3.76,0.0,0.7725180504235069,0.9995140331881007,2.1655642885505787e-19,7.513544435006608e-28,0.0005258510014369589,0.0005224052330851062,3.445661182379664e-06,3.033490003549349e-11,0.0004859667993460163,1.3095012119857903e-14,4.373357028976257e-16,4.680902115431371e-23,2.1680305914994296e-21,1.1753859854695173e-11,3.334114017391747e-13,5.263643202277152e-12,3.1594261569618564e-12,3.4483141920112794e-13
9.904134717016115e-09,0.6840855778157137,8.846188451578916e-12,4.054751655077875e-13,3.141840677866818e-14,2.695739578659226e-17,0.0,0.0,7.84950151017777e-14,3.7632524799535437e-22,1.162256479494605e-15,3.7129284729598596e-20,7.125669509260615e-18,9.313080417944042e-37,9.768449301825329e-29,3.900926327988443e-18,1.1059401908486082e-19,1.2189319224531884e-11,1.1153036083891e-22,3.2506334970722633e-24,2.9001384232757355e-11,8.324533550790608e-19,1.895699173005541e-20,4.1837342776516434e-35,1.6452384424174076e-25,2.827596349326678e-18,6.1371232770919285e-21,1.6818969384557315e-33,6.580713413424663e-41,9.910640199589952e-42,1.074646718024049e-25,1.0053271819874956e-28,4.044862446150127e-22,9.76845073220295e-31,3.76,0.0,0.7725086016857454,0.9995140331876435,2.34001689578027e-19,8.425165642501212e-28,0.0005352997402179721,0.0005318533064501508,3.4463236376622786e-06,3.062707415417533e-11,0.0004859667993440006,1.3574785212615302e-14,4.507313990158542e-16,4.989842254120571e-23,2.3068989735272502e-21,1.2188182725592057e-11,3.3965651016308935e-13,5.36944558254283e-12,3.2277519338406327e-12,3.5893709581008587e-13
9.999999999999999e-09,0.684086745896402,8.947155430702926e-12,4.142999992580851e-13,3.21176330748891e-14,2.780327137863037e-17,0.0,0.0,8.004765395081894e-14,3.9127784464564866e-22,1.1969173854944718e-15,3.858364395358529e-20,7.337424810642396e-18,9.68907866398239e-37,1.020797266115312e-28,4.0151826802947786e-18,1.1535082066642684e-19,1.243078854039701e-11,1.1517370358015494e-22,3.345396018442244e-24,2.9568030842663774e-11,8.56549049831402e-19,1.9670248872794703e-20,4.5070619561144793e-35,1.7305450424795429e-25,2.947365495017791e-18,6.331710547274387e-21,1.7812695057480615e-33,7.232378153312309e-41,1.085903781938211e-41,1.1175842261969997e-25,1.05464460244868e-28,4.2175277683560627e-22,1.0388815378553077e-30,3.76,0.0,0.7725034221606498,0.9995140331873895,2.4400438678161965e-19,8.962987597402401e-28,0.0005404792658802068,0.0005370324996609571,3.446654451014717e-06,3.07834347984476e-11,0.00048596679934261554,1.3841477678038355e-14,4.581285394493453e-16,5.164917257483688e-23,2.3855153595159837e-21,1.2429618150509547e-11,3.4307991635675125e-13,5.427338415509093e-12,3.2652276143279795e-12,3.6678849177123e-13
1.0079015102034282e-08,0.684086745896402,9.030375840058118e-12,4.2164474296406984e-13,3.269990954304342e-14,2.851368304456593e-17,0.0,0.0,8.133888938173112e-14,4.0393414641167e-22,1.225999356598507e-15,3.981420614686269e-20,7.515074237677836e-18,1.0007269280465647e-36,1.0581588315942112e-28,4.111036182231987e-18,1.193865054861566e-19,1.2631598889939705e-11,1.1823628780745395e-22,3.4248618863715596e-24,3.003920703160114e-11,8.767502065933534e-19,2.0272704861082942e-20,4.7895181876718346e-35,1.8034841587463582e-25,3.048919801484063e-18,6.4951433099993684e-21,1.8667968580556533e-33,7.812130239787762e-41,1.1700786260423614e-41,1.1539235386536512e-25,1.0966861027722874e-28,4.363975376816561e-22,1.0924594773966294e-30,3.76,0.0,0.7724991530635562,0.9995140331871785,2.5248910613352186e-19,9.427609647491555e-28,0.0005447483634450968,0.0005413013391624869,3.4469111561468613e-06,3.091032626382322e-11,0.00048596679934144747,1.406325981855154e-14,4.642538121464118e-16,5.312309761227417e-23,2.4516587883051602e-21,1.2630400064212444e-11,3.4590158393870426e-13,5.4749990012590055e-12,3.296127230288744e-12,3.7332310654092553e-13
1.025389548705245e-08,0.6840879139628054,9.214562916504325e-12,4.381284812738805e-13,3.4007762118001365e-14,3.012899721102778e-17,0.0,0.0,8.423368139033633e-14,4.330376808012597e-22,1.292034394229139e-15,4.2642473534970143e-20,7.918380586774544e-18,1.073870627561096e-36,1.1446020802780688e-28,4.328650887943767e-18,1.2869762139896361e-19,1.3081775166074903e-11,1.2520867455799692e-22,3.605157535146676e-24,3.109530552810017e-11,9.225669905150738e-19,2.1653863312677996e-20,5.469380790931731e-35,1.9736689784008428e-25,3.2830313388200518e-18,6.866773725553614e-21,2.0682731959628957e-33,9.245057124356952e-41,1.3774223720854874e-41,1.237471179333986e-25,1.1943513449491794e-28,4.701718100191069e-22,1.2193008041111525e-30,3.76,0.0,0.7724897045569378,0.9995140331867054,2.7205975157941055e-19,1.0528013077434967e-27,0.0005541968711197496,0.0005507493232519927,3.4474317091219007e-06,3.118491030200652e-11,0.00048596679933879156,1.456043821913422e-14,4.779003552056578e-16,5.648599068162698e-23,2.602433973219798e-21,1.3080511772798109e-11,3.521466163568759e-13,5.580301702847868e-12,3.3645506049504972e-12,3.8798878900208376e-13
1.0428775872070617e-08,0.6840890820149239,9.39874622791534e-12,4.549257116277486e-13,3.534196413587192e-14,3.180443360192665e-17,0.0,0.0,8.717939081073811e-14,4.636889428844132e-22,1.3604021610860749e-15,4.5619164821305053e-20,8.335829162429911e-18,1.1508621181832464e-36,1.2363982991076206e-28,4.553912870663716e-18,1.385475560695149e-19,1.3539847987789832e-11,1.3245270098302882e-22,3.7916206703926576e-24,3.2169679683455467e-11,9.699276524808617e-19,2.3102468984735737e-20,6.2307629726543e-35,2.1564505728582314e-25,3.530412458319941e-18,7.252259048912581e-21,2.287490515357397e-33,1.0907890533220875e-40,1.6169628388056078e-41,1.3254366809972491e-25,1.298621115314433e-28,5.058804188896842e-22,1.3582276810409981e-30,3.76,0.0,0.7724802561658887,0.9995140331862239,2.9275549788207333e-19,1.1733927303299606e-27,0.0005636452632433474,0.0005601972515964779,3.4478924199489473e-06,3.145107496855232e-11,0.0004859667993360963,1.50663226411184e-14,4.916684935713608e-16,5.999004472453204e-23,2.759348410865406e-21,1.3538517746580194e-11,3.583916014223217e-13,5.685352197942041e-12,3.4330207616907745e-12,4.0293347651648805e-13
1.0603656257088785e-08,0.6840902500527574,9.582922685831525e-12,4.720357611074015e-13,3.6702514767314684e-14,3.354108709032494e-17,0.0,0.0,9.017601719138373e-14,4.95941951508832e-22,1.4311432257270482e-15,4.8749453649019064e-20,8.767660375488039e-18,1.2318258599462592e-36,1.333776696344672e-28,4.786965363259523e-18,1.489568863581308e-19,1.4005817283670612e-11,1.39973538812242e-22,3.9843513345478284e-24,3.326232944583726e-11,1.0188560551328351e-18,2.462054754568875e-20,7.081695064536316e-35,2.3525095350659303e-25,3.791553142473072e-18,7.651843247573446e-21,2.5256737614991243e-33,1.2832403458894538e-40,1.8930139058378163e-41,1.4179693171741453e-25,1.4098011111143801e-28,5.435960404231587e-22,1.5101471662357237e-30,3.76,0.0,0.7724708078904075,0.9995140331857343,3.1461901567213216e-19,1.305333427078547e-27,0.0005730935398173061,0.0005696451178314895,3.448299654257375e-06,3.170906360063747e-11,0.00048596679933325595,1.5580915258237405e-14,5.055557440465557e-16,6.363820140314218e-23,2.922525930201336e-21,1.4004417874525554e-11,3.64636533777688e-13,5.790149234907465e-12,3.5015365342062666e-12,4.1815649878855533e-13
1.0953417027125118e-08,0.684092586085571,9.951244292310684e-12,5.071916088572258e-13,3.950265651972496e-14,3.720242274648665e-17,0.0,0.0,9.632201843406953e-14,5.6547391878196415e-22,1.5799075217127353e-15,5.549200037066428e-20,9.675431379710965e-18,1.406175232192236e-36,1.5462250680363745e-28,5.277018910850448e-18,1.7153797837938872e-19,1.4961444984697104e-11,1.558662950201659e-22,4.389014499612996e-24,3.5502455527011136e-11,1.1215111197047033e-18,2.7873344086988744e-20,9.087489205219414e-35,2.7872984717527133e-25,4.357115396394055e-18,8.494281392342983e-21,3.0641524423461214e-33,1.7612505734694858e-40,2.574399600816556e-41,1.6173441820340349e-25,1.6541520499838502e-28,6.253456080787037e-22,1.856845148419173e-30,3.76,0.0,0.7724519116861431,0.9995140331847312,3.6202404016349484e-19,1.6066804889172446e-27,0.0005919897463219698,0.0005885406418501443,3.4489758209941476e-06,3.2201458860329944e-11,0.00048596679932705973,1.6636233516969943e-14,5.336778996137332e-16,7.137858290750118e-23,3.268165268208462e-21,1.4959900121206374e-11,3.771262217363046e-13,5.998978973283515e-12,3.638700833067572e-12,4.4943485168294713e-13
1.1268201720157818e-08,0.6840946884662511,1.0282685499336706e-11,5.398948997445791e-13,4.2112880196995243e-14,4.0717962644999515e-17,0.0,0.0,1.0202754874118006e-13,6.340915582598503e-22,1.7223190463882624e-15,6.213947712652415e-20,1.054402169823878e-17,1.57795301376758e-36,1.7589350899610181e-28,5.746164469700538e-18,1.9398845202306572e-19,1.584851503461967e-11,1.7116818764858413e-22,4.7756461620940725e-24,3.758107083522753e-11,1.2195000512375263e-18,3.1059261915280035e-20,1.1292843764026528e-34,3.2313254916813655e-25,4.918267399304565e-18,9.30313017302555e-21,3.6272466886628465e-33,2.3209650618882705e-40,3.3664965068150805e-41,1.8139439819558654e-25,1.9009211571775404e-28,7.065402200579608e-22,2.2234629640154432e-30,3.76,0.0,0.7724349054975331,0.9995140331838003,4.091267564450186e-19,1.925654118583229e-27,0.0006089959370106047,0.0006055463500503331,3.4494524954647783e-06,3.2618981360374746e-11,0.00048596679932127107,1.7615822753020594e-14,5.5937130888504975e-16,7.886724207421508e-23,3.6019016055200005e-21,1.584683093038972e-11,3.883667177003345e-13,6.186050379552799e-12,3.7622952105537845e-12,4.7853049537552e-13
1.1582986413190517e-08,0.6840967908006516,1.061406945097753e-11,5.736011329134657e-13,4.480844402337758e-14,4.4448855011229616e-17,0.0,0.0,1.0789803817874099e-13,7.087813215630022e-22,1.8730509687375746e-15,6.936950346729313e-20,1.1462941677485354e-17,1.764602206909539e-36,1.9935562838177181e-28,6.2428168617188214e-18,2.1858907887748558e-19,1.676116832725537e-11,1.8744701134672317e-22,5.184132097013148e-24,3.971889784046063e-11,1.3229358095606668e-18,3.450284827716447e-20,1.3943962437277035e-34,3.730037257252446e-25,5.532005521369385e-18,1.0161428682376138e-20,4.273826712808027e-33,3.034076999015152e-40,4.3692048014789657e-41,2.0277636442056326e-25,2.175176432699022e-28,7.954278767053352e-22,2.648688747239233e-30,3.76,0.0,0.7724178996833413,0.9995140331828425,4.607131452750781e-19,2.2959546003767393e-27,0.000626001753340424,0.0006225517849991586,3.4498279412036598e-06,3.301354620424163e-11,0.0004859667993157089,1.86236580836565e-14,5.854142673213663e-16,8.686848527910553e-23,3.9578537828495485e-21,1.6759336849411854e-11,3.9960698226585193e-13,6.372289560010482e-12,3.886023870042982e-12,5.085174104933106e-13
1.1897771106223217e-08,0.6840988930887727,1.0945387073386727e-11,6.083063060149122e-13,4.758933181994649e-14,4.840147131567076e-17,0.0,0.0,1.1393348080916074e-13,7.898917564652518e-22,2.0323398761504253e-15,7.721578637035819e-20,1.2433586293707386e-17,1.966899755599743e-36,2.2516335934478095e-28,6.767841980525468e-18,2.454738590082961e-19,1.769940429269395e-11,2.047326388730956e-22,5.615049146505472e-24,4.191593592133156e-11,1.43195459622643e-18,3.821676048365722e-20,1.7113856310712885e-34,4.288273651702834e-25,6.2014905491488506e-18,1.1070580380986598e-20,5.013505589373748e-33,3.9362991271387574e-40,5.63018642118373e-41,2.2597529747503725e-25,2.4789720446158034e-28,8.924798466603456e-22,3.1398058144214926e-30,3.76,0.0,0.7724008942435593,0.9995140331818575,5.17060910849687e-19,2.724013365579821e-27,0.0006430071953196797,0.0006395569281348977,3.4501207269777935e-06,3.338637286956816e-11,0.0004859667993102959,1.965975046062396e-14,6.11794022208342e-16,9.539942428200566e-23,4.336742177459874e-21,1.7697417077377934e-11,4.108469998103684e-13,6.5576950187538035e-12,4.009883195033312e-12,5.393916222896667e-13
1.2212555799255917e-08,0.6841009953306163,1.1276630941176381e-11,6.440064097975966e-13,5.045552530950341e-14,5.2582179565115433e-17,0.0,0.0,1.2013387008516402e-13,8.777811352716485e-22,2.200422352831956e-15,8.571308284408363e-20,1.345734844908912e-17,2.185636685540328e-36,2.5347744142812487e-28,7.322114980702252e-18,2.747808499601514e-19,1.8663222332793613e-11,2.230548620827226e-22,6.06897225699993e-24,4.4172184397724034e-11,1.546691763156173e-18,4.221389652327706e-20,2.0884845168440124e-34,4.911140092855061e-25,6.9299701807028924e-18,1.2031983318092989e-20,5.856708606845902e-33,5.0702727769840384e-40,7.206106439530124e-41,2.510884328660351e-25,2.814440979268882e-28,9.98181083852017e-22,3.704756420544816e-30,3.76,0.0,0.7723838891781787,0.9995140331808463,5.784561245384304e-19,3.2168504316129962e-27,0.0006600122629566227,0.0006565617643113047,3.450346006129822e-06,3.3738623743489384e-11,0.00048596679930476056,2.0724110386363044e-14,6.384982840845438e-16,1.0447715909916232e-22,4.739286687301514e-21,1.8661070785184498e-11,4.2208675758678417e-13,6.742266322014015e-12,4.133870157186138e-12,5.711491514779213e-13
1.2527340492288617e-08,0.6841030975261831,1.1607794974073884e-11,6.806974331178275e-13,5.340700449990047e-14,5.699734450287163e-17,0.0,0.0,1.2649919896192222e-13,9.72817452989793e-22,2.377534979569047e-15,9.489721118066377e-20,1.4535618966634505e-17,2.4216177781176194e-36,2.844649526203682e-28,7.906520436104102e-18,3.0665216424852826e-19,1.9652621826406606e-11,2.4244339355486544e-22,6.5464744893864735e-24,4.648764254164636e-11,1.6672818177853389e-18,4.650739343747037e-20,2.534942207141205e-34,5.604013148619911e-25,7.720778526300529e-18,1.3047030209792049e-20,6.814719213310805e-33,6.486654539460223e-40,9.164009723131209e-41,2.7821524070527677e-25,3.1837950171546395e-28,1.1130301907565866e-21,4.352180106514317e-30,3.76,0.0,0.7723668844871915,0.9995140331798082,6.451932214077503e-19,3.782109316626062e-27,0.0006770169562595018,0.0006735662811659825,3.4505161482076907e-06,3.407140530178239e-11,0.00048596679929903896,2.1816747934384652e-14,6.655152100939314e-16,1.1411877840627013e-22,5.1662067465026805e-21,1.9650297120745433e-11,4.3332624519162686e-13,6.9260038985810355e-12,4.25798220843262e-12,6.037860188527728e-13
1.2842125185321316e-08,0.684105199675474,1.1938874189230857e-11,7.183753670144891e-13,5.6443747997292375e-14,6.165332778075448e-17,0.0,0.0,1.3302945998866258e-13,1.075378425521953e-21,2.563914333540654e-15,1.0480506239607703e-19,1.5669786585397143e-17,2.6756612526748142e-36,3.1829940379693217e-28,8.521952487883179e-18,3.4123396692592815e-19,2.066760213364456e-11,2.6292786834496336e-22,7.04812702920801e-24,4.886230958609802e-11,1.793858428204229e-18,5.1110625855529606e-20,3.061117068168377e-34,6.3725460436538645e-25,8.57733561416835e-18,1.4117108507977542e-20,7.899726475708571e-33,8.245337294998188e-40,1.1582863608622529e-40,3.0745740565278585e-25,3.5893246881093346e-28,1.2375393820180765e-21,5.091453109133581e-30,3.76,0.0,0.7723498801705894,0.9995140331787437,7.175749969190897e-19,4.428092970919247e-27,0.0006940212752365656,0.0006905704686048034,3.450641254541793e-06,3.438576958671946e-11,0.000485966799293272,2.2937672768164446e-14,6.928333879098078e-16,1.2434135990444012e-22,5.618221339759134e-21,2.0665095213257712e-11,4.445654541309925e-13,7.1089088768618515e-12,4.382217192872126e-12,6.372982490475731e-13
1.3156909878354016e-08,0.6841073017784899,1.2269864499357973e-11,7.570362080139698e-13,5.956573326167648e-14,6.655648810849953e-17,0.0,0.0,1.3972464538337794e-13,1.1858514878786947e-21,2.759796988164397e-15,1.154746118412522e-19,1.6861237955997984e-17,2.9485984572237058e-36,3.55160834340974e-28,9.169314982780675e-18,3.786764732101766e-19,2.17081625993532e-11,2.845378458364419e-22,7.57449919688159e-24,5.129618473229284e-11,1.926554428290276e-18,5.603720467398445e-20,3.678573579971482e-34,7.222674061704153e-25,9.503146900858718e-18,1.5243600461831016e-20,9.124874043124088e-33,1.0416815504547997e-39,1.4555278471144502e-40,3.389188071187199e-25,4.0333992085856814e-28,1.3722344483812109e-21,5.932728806467008e-30,3.76,0.0,0.7723328762283639,0.9995140331776521,7.959126037741374e-19,5.163800701788678e-27,0.0007110252198960607,0.0007075743183818857,3.450729578268176e-06,3.468271590768792e-11,0.00048596679928756637,2.4086894158748083e-14,7.204418202040163e-16,1.3516197065559846e-22,6.096049015307636e-21,2.17054641766764e-11,4.558043774669373e-13,7.290982952104404e-12,4.506573274967958e-12,6.716818735800202e-13
1.3471694571386716e-08,0.6841094038352322,1.2600762550570156e-11,7.966759607677522e-13,6.277293681241191e-14,7.171318138162035e-17,0.0,0.0,1.4658474709288917e-13,1.3046337924088771e-21,2.965419512974552e-15,1.269449309780758e-19,1.8111357636401383e-17,3.241273567280445e-36,3.952359089595688e-28,9.849521601777536e-18,4.1913394617038835e-19,2.277430255590218e-11,3.0730281167679234e-22,8.126158457920409e-24,5.3789267155458437e-11,2.0655018228280534e-18,6.130097587391364e-20,4.400184954022278e-34,8.16061984307559e-25,1.050180278617817e-17,1.6427883172216665e-20,1.0504310665784927e-32,1.3083708751613473e-39,1.8189423064436041e-40,3.727054997130634e-25,4.518466402545972e-28,1.5176547209191228e-21,6.886979218879405e-30,3.76,0.0,0.7723158726605068,0.9995140331765339,8.805255488971456e-19,5.99896611332448e-27,0.0007280287902462332,0.0007245778237623619,3.450787861557118e-06,3.496319271226132e-11,0.0004859667992818924,2.5264421001173365e-14,7.483299096614894e-16,1.465976673880235e-22,6.600407896406004e-21,2.277140311250473e-11,4.670430095335743e-13,7.472228279761377e-12,4.631048881865584e-12,7.069329332811451e-13
1.3786479264419416e-08,0.6841115058457016,1.2931565590199761e-11,8.372906401862732e-13,6.606533439597201e-14,7.71297607925738e-17,0.0,0.0,1.5360975684185114e-13,1.4321322070438367e-21,3.181018473523769e-15,1.3925619930519094e-19,1.9421528087900604e-17,3.554543292706589e-36,4.387180157039752e-28,1.056349597959926e-17,4.627646944587157e-19,2.3866021325458016e-11,3.3125217977371244e-22,8.703670433147709e-24,5.634155600956147e-11,2.2108317926126e-18,6.691601946198758e-20,5.2402414033960265e-34,9.19289858096478e-25,1.1576978132300748e-17,1.7671328640562842e-20,1.2053242272427667e-32,1.634245575814462e-39,2.2611149243241383e-40,4.08925693942764e-25,5.047052608606189e-28,1.6743530355084855e-21,7.966037547097714e-30,3.76,0.0,0.7722988694670104,0.9995140331753889,9.717416905278147e-19,6.94409604601865e-27,0.000745031986295329,0.0007415809792476203,3.4508216103712654e-06,3.522809955120436e-11,0.00048596679927617894,2.6470261829898737e-14,7.764874445176771e-16,1.586654967640736e-22,7.132015691179543e-21,2.3862911112067327e-11,4.782813457057635e-13,7.652647388580803e-12,4.755642656368644e-12,7.430474802587941e-13
