Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596),S(3113),S(1075),S(6101),S(6880),S(2986),S(1341),S(6104),S(1340),S(9415),S(7364),C3H4(6730),S(4338)
0.00011427882162677137,1.0268580330285075,0.0007200045680388608,0.00020533814403152036,0.000306456618452131,0.0884570273055374,0.0,0.0,0.0007855518006294128,1.6087671275791352e-05,0.4533388182354876,0.027372194200825213,7.458238666019079e-05,5.057481840443065e-10,1.9537694904381526e-07,6.670914968432814e-06,0.005371891227768099,0.005390284431192226,0.00038232209920234777,2.681844857335449e-05,0.04433668968898364,8.841777084708673e-07,1.411218256114128e-06,9.934753836668334e-05,4.0415811928648856e-07,0.06681253823796533,2.2517561656680704e-06,0.0023302663753993302,0.00036234726427422756,1.164931702480665e-06,1.4346313497389207e-06,3.6772851371090866e-09,2.717463169134571e-07,1.1672878175237755e-05,3.76,0.0,6.500646749828823e-07,0.6302766066445298,0.1433223458773726,0.03304176876485855,1.1072351905340208,0.3599961078531455,2.3787492727313552e-07,6.665364102293998e-10,0.0011413619778710214,3.0354511073616515e-06,8.351639967686286e-10,1.2201482616566508e-10,8.121120545675577e-09,0.003765208822569862,6.68943323137573e-10,0.00022988161454670338,0.0001908621735248595,0.0006863165313371792,0.0238364632646607,4.402268729878602e-06,6.041945980164662e-06,1.887189141091605e-13,3.8642706212794116e-13,1.424051661154259e-07,2.9267429091700913e-07,5.4460496520350744e-05,1.4456645841874292e-06,0.018144480868712447,1.241999699505578e-10,1.3556462078788951e-07,0.0021131463967004713,3.382792410613826e-09,1.1700866667998443e-06,0.016752727176271562,0.038992487986138524,1.0523090610907698e-06,9.065924749251461e-10,1.359735855001453e-10,4.583161134917185e-06,0.020334732024546016,4.290848536732176e-07,4.009598914767318e-05,5.161456426994503e-06,8.722834513613117e-06,0.006728490422156924,0.0063009342350563435,2.1068990643960884e-09,5.939698403937613e-14,9.00629757968347e-06,3.752138680175857e-07,3.5171071857767576e-09,0.00011414880798157306,3.883332326949276e-07,2.895770939227336e-10,1.5288535352899233e-06,3.822771094860795e-07,1.2925423373994628e-14,3.900909007059048e-05,2.4297092339480908e-08,1.1593883138696127e-05,1.8215386371848987e-12,8.641699604054529e-11,7.270394611782442e-11,3.235566732354855e-11,0.0006244556941192518,0.0008652716475885464,1.995562134118511e-08,0.00037381848119143885,1.0165503638325193e-11,0.0015055913666658918,3.4477147339245114e-10,3.351396859284794e-12,8.818641633201869e-13,2.8537475846036015e-07,4.207262078806865e-06,0.0006616816740491519,1.0847728831609368e-05,3.4875574686650754e-11,2.6838904313575364e-05,1.2866453780210366e-07,1.5798588149133566e-05,9.007944581275278e-10,1.3090462930706527e-10,0.0006625782313116602,1.6085465503762689e-09
0.00011508544164938164,1.0274477760611815,0.0007232324298337404,0.00020472119371567487,0.0003071612179945338,0.08921768249292465,0.0,0.0,0.0007810157953127815,1.5970018280968025e-05,0.45779277845774274,0.027697130493720898,7.469418094124189e-05,5.132847254462689e-10,1.9643835123654632e-07,6.693113620368373e-06,0.005398657504348044,0.0053949723453867535,0.00038346395520166685,2.6811091486426492e-05,0.04448359630420068,8.94279028322575e-07,1.419272725559681e-06,0.0001004997842556859,4.037237819359032e-07,0.06654683893237774,2.2761523807042905e-06,0.002361983202528792,0.0003663147173560308,1.1751874500793075e-06,1.440284644974395e-06,3.7000585448861437e-09,2.7225682561053304e-07,1.1892559344316465e-05,3.76,0.0,6.460111857930496e-07,0.6270801479865797,0.1448322549044323,0.03347620830651236,1.109410537385536,0.35685092292535014,2.3579893269244223e-07,6.607282234503434e-10,0.0011355735319411421,2.9907300509829817e-06,8.247073254551813e-10,1.2103178362013572e-10,8.06403418283941e-09,0.0037395398354549752,6.593573521804335e-10,0.00022931324312856828,0.00019014922708162965,0.0006802561522092504,0.02378510058249337,4.380812126352222e-06,6.01251093253978e-06,1.8827881761445086e-13,3.855254678385595e-13,1.4207136968842242e-07,2.915219572841718e-07,5.3942913417053216e-05,1.434409886375224e-06,0.018078569188123644,1.232108525989464e-10,1.3547148928963803e-07,0.002112569790315625,3.3317367166980387e-09,1.16946851952632e-06,0.016939573371692655,0.03914635781627162,1.0681157992147561e-06,8.93613192395133e-10,1.372154581761631e-10,4.568960852578313e-06,0.02058660679529307,4.3440353410247397e-07,4.0663342696980975e-05,5.233593885549092e-06,8.79676539451718e-06,0.0068214980884224495,0.006391871270767755,2.11277025227505e-09,5.95624699652061e-14,9.032199140927428e-06,3.760873805788441e-07,3.558414678761948e-09,0.00011394608865730441,3.9305638518327174e-07,2.906394815733188e-10,1.546374584459973e-06,3.867300848620364e-07,1.2961429351139403e-14,3.874021750289121e-05,2.4153763597566517e-08,1.173054866149658e-05,1.7987762394547677e-12,8.754842817941661e-11,7.204547012175312e-11,3.2796373451618086e-11,0.0006276941467206354,0.0008760725583547286,2.0204677833351076e-08,0.0003736428953321934,1.0103404328367035e-11,0.0015207016395653353,3.5024354622148225e-10,3.3309206981047787e-12,8.938211729124451e-13,2.8690956622930196e-07,4.16738501011937e-06,0.000678545854827084,1.1124604689738107e-05,3.5138291013423154e-11,2.73924329752851e-05,1.3116360666626973e-07,1.6103770867202395e-05,9.182616943871066e-10,1.328506310685284e-10,0.0006768232718462908,1.6221523779879827e-09
0.00011589206167199192,1.0280344718335408,0.0007264568862348481,0.00020409857400920705,0.0003078529062435674,0.08997386466407449,0.0,0.0,0.0007764500852244481,1.5851278173362055e-05,0.4622259499557878,0.028021713512497468,7.47978530879093e-05,5.208645076040233e-10,1.9748507566685393e-07,6.71491778566687e-06,0.005425110222793123,0.0053990577181351595,0.0003845547438583415,2.680191898467281e-05,0.04462913223922326,9.044104587920653e-07,1.4271802495662452e-06,0.00010164410026224495,4.032351544558501e-07,0.0662728351939331,2.3005635002114844e-06,0.0023936603004957764,0.00037025599047792667,1.1853282977018519e-06,1.445731155375396e-06,3.722664099449069e-09,2.7274406537254417e-07,1.2112891142575346e-05,3.76,0.0,6.419825783325248e-07,0.6239008071669897,0.14633829278736135,0.033908344448166795,1.1115730748193753,0.35373453058685883,2.3374192963797816e-07,6.549732440555765e-10,0.0011298160846304605,2.9464825303866227e-06,8.143560612268506e-10,1.200529337648615e-10,8.007027383059428e-09,0.003713948340944772,6.499142477771305e-10,0.00022873893035432296,0.00018943462120599603,0.000674235773078532,0.023733500335411276,4.359383605291148e-06,5.983114556080894e-06,1.8782753046177355e-13,3.846009741199438e-13,1.4172898733539605e-07,2.9033373716738576e-07,5.342925956721508e-05,1.4232286734968781e-06,0.01801149156341382,1.2222295385217626e-10,1.353679095761563e-07,0.002111881894032245,3.281406373729816e-09,1.1686875136708565e-06,0.017123428872040214,0.03929437051465249,1.0838220159066374e-06,8.807718920460474e-10,1.3842597770910123e-10,4.554724231743486e-06,0.020838222548314297,4.397167762301769e-07,4.122488938580382e-05,5.304982681409954e-06,8.868375441556742e-06,0.006913989007975386,0.0064828114974575975,2.1179638588558014e-09,5.970885447472941e-14,9.057259756322578e-06,3.7691227090941696e-07,3.5997842577860036e-09,0.00011374274781480205,3.9767417241126767e-07,2.9170551929597114e-10,1.563679899516983e-06,3.9113131976322275e-07,1.2993278775846546e-14,3.847139601119172e-05,2.4010132186597673e-08,1.1865700041204465e-05,1.7762235123474384e-12,8.868066378210674e-11,7.139143468903545e-11,3.3236556036950515e-11,0.0006308150579409592,0.0008868741973711217,2.0453750417192885e-08,0.00037343844121932407,1.0040953261512237e-11,0.0015356844794971395,3.5572610050423676e-10,3.310328720948111e-12,9.057646921465939e-13,2.883467598651223e-07,4.127481908968617e-06,0.0006956363025791502,1.1405224087275466e-05,3.5391311175219486e-11,2.7950904263024426e-05,1.3368064065069892e-07,1.641109502198805e-05,9.358535783677186e-10,1.3479498093991914e-10,0.0006911736428992592,1.6353295279026006e-09
0.00011669868169460219,1.0286181072444032,0.0007296785852297418,0.00020347064270378074,0.0003085320297039811,0.09072558677198636,0.0,0.0,0.0007718574302172819,1.573155158232835e-05,0.46663810769191777,0.028345921749993543,7.489356646823358e-05,5.284882302695902e-10,1.9851740201583928e-07,6.736335663384773e-06,0.005451251448241791,0.005402551844554194,0.0003855953783860132,2.679099567209555e-05,0.044773324722507134,9.145711495805746e-07,1.434942817534114e-06,0.00010278033016749232,4.0269387218834866e-07,0.06599082972194471,2.324988395758484e-06,0.0024252929168227556,0.00037417060944038586,1.1953542647233021e-06,1.4509744694345702e-06,3.745102942940767e-09,2.732084666207362e-07,1.2333824787209203e-05,3.76,0.0,6.37978951007907e-07,0.6207385994407523,0.14784037646482368,0.03433810018609905,1.113722840945046,0.3506467311634153,2.3170378677794215e-07,6.492711021286502e-10,0.0011240896635646717,2.9027149167768915e-06,8.041109296111883e-10,1.1907849523955937e-10,7.950117264599182e-09,0.003688439729740505,6.40612061387831e-10,0.0002281590371988091,0.00018871864186528826,0.0006682562225092539,0.023681671544901528,4.337989636960163e-06,5.953765719707508e-06,1.8736552180001866e-13,3.8365454135222104e-13,1.4137837758172193e-07,2.8911093942376375e-07,5.2919596961253595e-05,1.4121212747466166e-06,0.01794332849720853,1.2123656981633526e-10,1.3525412879844628e-07,0.002111089085096908,3.231797318473115e-09,1.1677506963642576e-06,0.017304275873620815,0.03943659914813052,1.0994251659645572e-06,8.68070150800207e-10,1.396052715401241e-10,4.5404595985973126e-06,0.02108955265672592,4.4502401735038557e-07,4.17805228073605e-05,5.375609789893795e-06,8.937675560482422e-06,0.007005948525639127,0.006573747718717128,2.122493633126569e-09,5.983652518432492e-14,9.081494662614975e-06,3.776901326302671e-07,3.6412204097208563e-09,0.00011353910934369942,4.021848944848736e-07,2.9277585730152075e-10,1.5807672441837902e-06,3.9548022432972437e-07,1.3021055999271864e-14,3.820272856502545e-05,2.386628893354676e-08,1.199931872514014e-05,1.7538836325896047e-12,8.98136099231273e-11,7.0741928871671e-11,3.3676149758018555e-11,0.0006338199678485031,0.0008976755514622855,2.0702815743757883e-08,0.00037320619962463866,9.978191177293501e-12,0.0015505407721481917,3.6121861497847625e-10,3.2896343532897644e-12,9.176938186738254e-13,2.8968762906302695e-07,4.08757437404405e-06,0.0007129519396408104,1.1689569963433795e-05,3.563470542385308e-11,2.851427418160031e-05,1.362153726748147e-07,1.6720527057805642e-05,9.535682290683223e-10,1.3673735044778489e-10,0.0007056269344209164,1.6480800323671517e-09
0.00011750530171721246,1.02919867051066,0.0007328981537142109,0.00020283774464741844,0.0003091989274171955,0.09147286356024517,0.0,0.0,0.0007672404891442243,1.561093551771384e-05,0.47102904001336215,0.028669734515554046,7.49814829258889e-05,5.361566022617093e-10,1.9953560599935546e-07,6.757375351444684e-06,0.005477083240749597,0.005405465922275711,0.00038658676843018793,2.6778384393279858e-05,0.04491620052529971,9.247602514216979e-07,1.4425624279741778e-06,0.00010390832435010539,4.021015440689619e-07,0.06570111938154674,2.3494259738788284e-06,0.0024568763848189716,0.000378058114849648,1.2052654155484976e-06,1.456018184894697e-06,3.767376205435596e-09,2.736504536330819e-07,1.2555312063513483e-05,3.76,0.0,6.340003849320242e-07,0.6175935340110906,0.14933842630240143,0.034765401241438273,1.1158598769813515,0.34758732104341167,2.2968437017143936e-07,6.436214205189163e-10,0.0011183942854102959,2.8594328013372686e-06,7.939725344494213e-10,1.1810867282637117e-10,7.893320100585976e-09,0.0036630190986641953,6.314488522585673e-10,0.0002275739105368593,0.0001880015614023175,0.0006623182583196054,0.023629622922081296,4.3166363085677e-06,5.9244727670054835e-06,1.8689324806387185e-13,3.8268710389261185e-13,1.4101988933453902e-07,2.8785484761661794e-07,5.2413981272087445e-05,1.4010879716868661e-06,0.017874157451994773,1.2025198285618763e-10,1.3513038946310547e-07,0.0021101974972740144,3.1829050477247886e-09,1.1666649172254491e-06,0.017482099244207284,0.03957311735821663,1.1149228632092264e-06,8.555093367541002e-10,1.4075348980691347e-10,4.526174866845363e-06,0.021340570914944998,4.5032470365026887e-07,4.233014465030416e-05,5.4454632073170045e-06,9.004678503018976e-06,0.007097362649495962,0.006664672954912573,2.1263735518563954e-09,5.994587613019643e-14,9.104918797031546e-06,3.784225225248667e-07,3.6827275769879175e-09,0.00011333547353668111,4.0658699860083213e-07,2.9385112105697077e-10,1.5976345633221869e-06,3.997762529972553e-07,1.3044846769307841e-14,3.7934312940451364e-05,2.3722319780720976e-08,1.2131387474161204e-05,1.7317594191603813e-12,9.094717620874524e-11,7.009703383634007e-11,3.411509047846444e-11,0.0006367104557038159,0.0009084756108158637,2.095185054160648e-08,0.0003729472218237749,9.915157104847634e-12,0.0015652714750055531,3.66720580150398e-10,3.2688504568629528e-12,9.296076994129275e-13,2.909335295248972e-07,4.0476830473778625e-06,0.0007304916260892377,1.1977624219037712e-05,3.5868550896774643e-11,2.9082498513251516e-05,1.3876753560687772e-07,1.7032033423370973e-05,9.714037653775789e-10,1.386774177847826e-10,0.0007201807238768873,1.6604062645096443e-09
0.00011831192173982273,1.0297761512928179,0.0007361161980789291,0.00020220021213635425,0.000309853931076851,0.09221571145997474,0.0,0.0,0.0007626018225660683,1.548952344005902e-05,0.47539854821617855,0.028993131914111587,7.506176270877444e-05,5.438703420994972e-10,2.0053995932536762e-07,6.778044839599554e-06,0.005502607655179827,0.005407811049159122,0.00038752981937466,2.676414626340792e-05,0.0450577859676958,9.349769163841725e-07,1.450041086081322e-06,0.00010502793964618619,4.014597522191796e-07,0.06540399521110611,2.373875174443183e-06,0.002488406122671798,0.0003819180618199647,1.2150618573933056e-06,1.4608659046035718e-06,3.789485003519932e-09,2.7407044443579463e-07,1.27773053376909e-05,3.76,0.0,6.300469448231738e-07,0.6144656143049398,0.15083236599776978,0.035190176007344275,1.1179842270720515,0.34455609303475565,2.2768354350362803e-07,6.380238154999547e-10,0.0011127299563735479,2.816641036104303e-06,7.839413646672483e-10,1.1714365805651244e-10,7.836651349860385e-09,0.0036376912631770762,6.224226887815492e-10,0.00022698388360192328,0.0001872836390631247,0.000656422570962656,0.02357736288364417,4.295329341353625e-06,5.8952435396730214e-06,1.8641115337330574e-13,3.816995708772915e-13,1.4065386217097242e-07,2.865667200521321e-07,5.1912462179563705e-05,1.390129000925007e-06,0.017804052923514092,1.192694621078468e-10,1.3499692950013088e-07,0.002109213028071595,3.1347246538631137e-09,1.1654368292321588e-06,0.017656886411264266,0.0397039992670181,1.1303128747245004e-06,8.430906204517522e-10,1.418708038376522e-10,4.511877555212576e-06,0.021591251540447706,4.556182902475718e-07,4.287366443060686e-05,5.514531916416196e-06,9.069398752852204e-06,0.007188218035897418,0.006755580437302604,2.1296177817556027e-09,6.00373067015092e-14,9.127546804812725e-06,3.791109602814056e-07,3.7243101545785725e-09,0.00011313211831045987,4.1087907608302693e-07,2.9493191197986136e-10,1.6142799775314882e-06,4.0401890321574605e-07,1.306473799840595e-14,3.766624192594771e-05,2.3578305987566098e-08,1.2261890325665177e-05,1.709853353004002e-12,9.208127473461354e-11,6.945682325826735e-11,3.4553315234280575e-11,0.0006394881357168355,0.00091927336899241,2.1200831617027723e-08,0.0003726625299912338,9.851888412992763e-12,0.001579877612436778,3.7223149807104395e-10,3.2479893461792053e-12,9.415055291833003e-13,2.9208587713389965e-07,4.007827639832775e-06,0.0007482541603954969,1.2269367727066796e-05,3.609293113432676e-11,2.96555328373134e-05,1.4133686236900034e-07,1.7345580584927286e-05,9.89358306810312e-10,1.4061486776764958e-10,0.0007348325769919259,1.6723109172584744e-09
0.000119118541762433,1.0303505404984667,0.000739333304710825,0.00020155836529814718,0.00031049736512279004,0.09295414849388996,0.0,0.0,0.0007579438953349412,1.5367405330796397e-05,0.4797464461322466,0.029316094826199842,7.513456441707596e-05,5.516301786882406e-10,2.0153072970277392e-07,6.7983520138955886e-06,0.005527826741148663,0.005409598221238626,0.00038842543172658994,2.6748340701320463e-05,0.04519810692466183,9.452202980356806e-07,1.4573808012587702e-06,0.00010613903921421488,4.007700516061806e-07,0.06509974243847116,2.3983349689864975e-06,0.002519877632546973,0.0003857500197006768,1.224743738167253e-06,1.4655212325302612e-06,3.811430439034983e-09,2.744688507246018e-07,1.299975756791438e-05,3.76,0.0,6.261186798408201e-07,0.6113548382296348,0.1523221224904599,0.03561235549728376,1.1200959381155207,0.34155283669206093,2.2570116830128815e-07,6.32477897373115e-10,0.001107096672665174,2.7743437719896207e-06,7.740178006227245e-10,1.161836297823063e-10,7.780125686740946e-09,0.0036124607689410784,6.135316496545708e-10,0.00022638927643691437,0.00018656512150613068,0.0006505697867116833,0.023524899565948054,4.27407410645891e-06,5.866085399290838e-06,1.8591966967370221e-13,3.806928265097941e-13,1.4028062644098044e-07,2.852477898538897e-07,5.141508368027846e-05,1.3792445564951222e-06,0.0177330865128743,1.1828926396655078e-10,1.3485398233295178e-07,0.002108141345636237,3.087250857463303e-09,1.1640728900386022e-06,0.017828627255924753,0.039829319391603904,1.1455931151388353e-06,8.308149853573434e-10,1.4295740475263382e-10,4.4975748029034155e-06,0.021841569175187366,4.6090424122085387e-07,4.341099923113208e-05,5.5828058528957e-06,9.131852417412644e-06,0.007278501974888741,0.006846463602528409,2.132240645153575e-09,6.011122067305813e-14,9.149393046954775e-06,3.7975692838506677e-07,3.76597248718233e-09,0.00011292930033482841,4.150598593406258e-07,2.960188080902923e-10,1.6307017779301067e-06,4.0820771420633833e-07,1.3080817553119796e-14,3.7398603523339685e-05,2.3434324319022635e-08,1.2390812557474408e-05,1.6881675954400573e-12,9.321582004359312e-11,6.882136369109142e-11,3.4990762221078734e-11,0.0006421546531402377,0.0009300678229502282,2.1449735854602e-08,0.0003723531176106251,9.78842085905075e-12,0.001594360271129413,3.7775088212798986e-10,3.2270628046078078e-12,9.533865492308837e-13,2.9314614253808243e-07,3.968026955943157e-06,0.0007662382800793386,1.256478034325522e-05,3.6307935631030594e-11,3.0233332548518613e-05,1.4392308603752423e-07,1.766113503880725e-05,1.0074299742117512e-09,1.4254939179340122e-10,0.0007495800484609048,1.6837969833343054e-09
0.00012073178180765353,1.0314900140012444,0.000745766953187033,0.0002002629504641196,0.0003117507864689517,0.0944178694893691,0.0,0.0,0.0007485796546214777,1.5121393967386513e-05,0.4883767268022195,0.02996064447814286,7.525835947970988e-05,5.672911011108548e-10,2.034725722266049e-07,6.83791044654582e-06,0.005577357099909817,0.005411542165294516,0.0003900779149278477,2.671225666633193e-05,0.045475056692237045,9.657838343303782e-07,1.4716514485622953e-06,0.00010833517463783674,3.9925300627668874e-07,0.06447096310548402,2.4472823746929226e-06,0.0025826283916100504,0.00039332831530468354,1.2437645996693198e-06,1.4742691126929377e-06,3.854835549947371e-09,2.7520252443133467e-07,1.3445853742776553e-05,3.76,0.0,6.183377988056191e-07,0.6051846824058132,0.15528880932705344,0.03644866550290855,1.1242816435060714,0.3356293827037674,2.217912087596484e-07,6.21539536362778e-10,0.0010959231786397447,2.6912460611985647e-06,7.544945042653487e-10,1.142791879829219e-10,7.667558566346284e-09,0.003562308700746922,5.961473170672884e-10,0.00022518753814011505,0.00018512722727176707,0.000638995130013593,0.02341939430880245,4.231738657697775e-06,5.8080095485779e-06,1.8491020381483754e-13,3.7862511928490725e-13,1.3951380577220605e-07,2.825223288524625e-07,5.043289780146966e-05,1.3576998230001159e-06,0.01758884039857893,1.1633680019549541e-10,1.3454053794901235e-07,0.0021057579054691825,2.9944002653504534e-09,1.1609623218979638e-06,0.01816294117781366,0.04006357387822403,1.1758166469782395e-06,8.066960171881409e-10,1.4503932270484875e-10,4.4689797275237736e-06,0.022341016168458364,4.71451137539667e-07,4.446681855833375e-05,5.7169337227978716e-06,9.250031918226005e-06,0.007457307754802907,0.00702813172451312,2.135680145969171e-09,6.020813037764571e-14,9.19079629416718e-06,3.809271995366805e-07,3.849553527537909e-09,0.00011252620287581536,4.2308315948738104e-07,2.982131148501093e-10,1.6628685236314773e-06,4.1642217693973506e-07,1.3101896686459157e-14,3.686495375847721e-05,2.314674302217178e-08,1.2643862264215393e-05,1.645464157479794e-12,9.548592118671713e-11,6.756493031339805e-11,3.586308139300043e-11,0.000647160915454577,0.0009516428232920998,2.1947221751938384e-08,0.00037166396418750837,9.661024424193995e-12,0.0016229597858672313,3.8881315774988586e-10,3.1850580014131272e-12,9.770953490838984e-13,2.949965523680268e-07,3.888660590418507e-06,0.0008028659248749615,1.3166527301178e-05,3.6710202579952524e-11,3.140304888975874e-05,1.491451577480498e-07,1.8298132031842104e-05,1.0439171810075297e-09,1.4640846011228652e-10,0.0007793520141332725,1.7055267105003713e-09
0.00012234502185287408,1.032617042509075,0.000752203409419582,0.00019895383169994395,0.00031296164605833037,0.09586419913799638,0.0,0.0,0.0007391656682824581,1.4873554454011759e-05,0.49691862830527084,0.030603245288953015,7.535410210681828e-05,5.831453701011072e-10,2.0536319407399929e-07,6.8761116593689745e-06,0.005625690608803296,0.0054113836164797246,0.00039155130323150324,2.667057498460614e-05,0.04574724815909384,9.864441262877225e-07,1.4853904482546048e-06,0.00011049575727429609,3.975622949891803e-07,0.06381694804832087,2.4962605375313307e-06,0.002645094324137802,0.00040078983160933383,1.2623299225826639e-06,1.48229054528393e-06,3.89760002168108e-09,2.758546394418742e-07,1.3893236442735486e-05,3.76,0.0,6.106578542647416e-07,0.5990829485753999,0.15823796384270913,0.03727382979801914,1.1284174174143293,0.32981522186343626,2.1795334811654457e-07,6.10803121506404e-10,0.0010848735897150052,2.6101602416822974e-06,7.354037437346508e-10,1.1239654529270263e-10,7.55572152002463e-09,0.0035125942738692484,5.792807302161439e-10,0.00022397100837448202,0.00018368961841262917,0.0006275981316900866,0.023313167107884444,4.189666503402e-06,5.750295292567575e-06,1.838680727219695e-13,3.764905780739248e-13,1.3872189308899344e-07,2.79687830651754e-07,4.946767315966915e-05,1.3364545557840438e-06,0.01744193678604574,1.1439640565564918e-10,1.341918362183957e-07,0.002103088187384905,2.9043047603363764e-09,1.1573810376182496e-06,0.018485005256644996,0.04027648189605429,1.2055795189107258e-06,7.831569356828714e-10,1.47001118009768e-10,4.4404397489607866e-06,0.022838717557563677,4.819612852581007e-07,4.549708083772913e-05,5.847784103779163e-06,9.359374381541837e-06,0.007633690430815494,0.007209628722576764,2.136808528538271e-09,6.023988885361513e-14,9.229238001941784e-06,3.8194445277418985e-07,3.933504355209122e-09,0.00011212785037689915,4.306494571622654e-07,3.004382225596376e-10,1.6941243425996799e-06,4.2441674337010975e-07,1.3108798719764145e-14,3.633397918461385e-05,2.2860106987632705e-08,1.2890442261030227e-05,1.6036606625920322e-12,9.775684335239832e-11,6.632813719592706e-11,3.6731576260766146e-11,0.0006517428885534818,0.0009731926571618282,2.2444124914929936e-08,0.0003708871521164752,9.533223458630164e-12,0.0016510797972873717,3.999037332124961e-10,3.142920294665138e-12,1.0007289056593263e-12,2.9649742189676824e-07,3.809717206174964e-06,0.0008403632676750046,1.3782684016447683e-05,3.7076170516077967e-11,3.259128766531655e-05,1.5443162214008924e-07,1.8942757439620396e-05,1.080850405133e-09,1.5025228349651512e-10,0.0008094768643388118,1.7256246517887763e-09
0.00012395826189809462,1.0337315946128904,0.000758646695909086,0.00019763316876510078,0.00031413228957849845,0.09729332988521563,0.0,0.0,0.0007297184678378559,1.4624488893714165e-05,0.5053710724568217,0.03124377025242687,7.542299710312116e-05,5.991991078946856e-10,2.0720459042927437e-07,6.913015005828699e-06,0.005672843476534441,0.005409206696597364,0.0003928525704041953,2.662371337239054e-05,0.04601487293365829,1.0071944754770704e-06,1.4986138166985846e-06,0.00011261990642899953,3.9570935798762245e-07,0.06313977308217852,2.5452622165261127e-06,0.0027072423766273356,0.00040813161079744653,1.2804421603444928e-06,1.4896140554628672e-06,3.939732047659216e-09,2.764282566023071e-07,1.4341551528960947e-05,3.76,0.0,6.030787590356281e-07,0.593049445512492,0.16116910940069856,0.038087385502322706,1.1325037183550066,0.32410858340968063,2.141864206090094e-07,6.002653753973517e-10,0.001073947559602088,2.5310979244809765e-06,7.167452458852526e-10,1.1053673030917959e-10,7.444706547090002e-09,0.003463345222110718,5.629169920464341e-10,0.00022274181557136165,0.00018225386299832732,0.0006163817977424773,0.02320627419003657,4.1478895185247395e-06,5.692986310311078e-06,1.8279632004610158e-13,3.7429543305169264e-13,1.3790721849116814e-07,2.767532677664111e-07,4.851958638007665e-05,1.3155089923795044e-06,0.01729285171679645,1.124697195469268e-10,1.3380958948731753e-07,0.0021001699528674137,2.8169117204391685e-09,1.153373872500479e-06,0.018794816569625894,0.04046864607426599,1.2348698047841153e-06,7.601998605025858e-10,1.4884489999601502e-10,4.4119998496899745e-06,0.023334485845930168,4.924307214554621e-07,4.650136889048873e-05,5.975307419050521e-06,9.46005672592041e-06,0.007807569650052817,0.007390908955730848,2.1357428358127304e-09,6.020979572420523e-14,9.264823527612221e-06,3.828192158451369e-07,4.017857685437023e-09,0.00011173563872920836,4.377533544835201e-07,3.0269797992077274e-10,1.7244611777550291e-06,4.3218910577475106e-07,1.3102241684909131e-14,3.5806230607303085e-05,2.2574886607372723e-08,1.3130475788041797e-05,1.562764615030614e-12,1.0002798670485552e-10,6.511129570965314e-11,3.759579280943214e-11,0.0006559144927492534,0.0009947094276649157,2.2940263355924644e-08,0.000370029641672751,9.405250876592643e-12,0.0016787308160171037,4.110191031703541e-10,3.100726435711582e-12,1.0242826822913393e-12,2.9766196990769377e-07,3.7313171541042286e-06,0.0008787180856530793,1.441305387088147e-05,3.7406727121632574e-11,3.379768714381882e-05,1.5978035916222835e-07,1.959474554260817e-05,1.1182147298816222e-09,1.5407862456557955e-10,0.0008399347105487023,1.7441236194667557e-09
