Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596),S(3113),S(1075),S(6101),S(6880),S(2986),S(1341),S(6104),S(1340),S(9415),S(7364)
0.0011991040362030704,0.7879499377977879,0.00036682952976760483,0.00010309413952736672,0.00019442558770081992,0.07546184462542899,0.0,0.0,0.0007336837693289547,3.6404909296972054e-05,0.7208164176687071,0.0520308895128747,2.3288085684440054e-05,1.1498450916083175e-11,6.28180854411e-09,4.812155764823489e-07,0.0023271739463535304,0.004574808600265755,3.0351929279566225e-05,3.6961387965161263e-07,0.004548927352170236,4.398038445004785e-08,9.631477686018943e-08,0.0004972247603937978,4.3288148830323784e-07,0.013652685816699511,3.4946271209099756e-06,0.008716775264320034,0.0022211417885842437,3.506574891978175e-06,7.531817782900515e-07,3.822977280323459e-09,1.053066242710772e-06,9.976469060274231e-05,3.76,0.0,1.4650569176668907e-06,0.4326577734043941,0.2710784582436774,0.039207657476174426,0.9033510534170271,0.04014273710146621,9.950665921078072e-10,9.301027798274404e-13,0.00020943236533057155,2.45345944144809e-06,3.576777287587361e-11,3.0213560996640405e-11,1.1280981731088516e-09,0.002616445538885661,9.911434383950617e-12,7.967284921927523e-06,6.719173214992151e-06,6.95973553383009e-05,0.0017484577283761343,2.632642831771959e-06,2.933961954468079e-06,2.9591979925643486e-14,2.353887777621665e-14,8.784359006613037e-09,2.911247810400943e-09,1.548781231443867e-05,6.386116504459151e-07,0.002068256225694812,1.3808930663906258e-12,2.7513255568814154e-07,0.00019572820988535754,3.87117213645794e-09,1.0079282685858429e-06,0.009535630647785471,0.006546665898644946,3.96123297492158e-06,2.0309372616546283e-11,3.4334826338765778e-09,3.5963868054169577e-07,0.002571793410884123,3.669348720474334e-09,7.309938955984133e-06,6.52028147353853e-07,1.6778184610149773e-05,0.0022805514181818234,0.014850061154475165,2.2071020887926185e-08,2.3502040260021017e-13,1.7890390744823735e-07,4.3316363808151597e-07,7.376818094140043e-09,0.00022015819121136174,1.4015525795202809e-07,1.741425803833871e-10,4.03689934359334e-07,8.005524295556139e-08,3.7000099524484385e-14,1.5599480723351247e-05,8.776188482819373e-10,6.029319950220888e-06,1.0754941009048427e-12,6.249114365180245e-11,1.776908738475769e-12,2.0032427981493658e-12,0.000270788658429619,9.709011957910975e-05,1.4870407187482383e-10,1.1816729134816292e-05,7.899682836398454e-13,0.00013774252865975955,1.00767825658441e-09,5.445381312402954e-14,1.293753261824912e-12,9.903294678422408e-07,6.830414273232239e-07,0.0006884744248138656,6.291637468836067e-06,7.480804212242328e-12,0.00020781734088845343,2.2689521369371752e-07,0.00011842937822696205,1.1235098686333047e-09,3.1986416515759136e-09
0.0012029551558358049,0.7880978377654504,0.0003716190519235845,0.00010419285887509897,0.00019622558986070004,0.07570052056078097,0.0,0.0,0.0007333237825868091,3.635777542466112e-05,0.7223223617218276,0.05231027456141535,2.3422250876539012e-05,1.1900956736835744e-11,6.399178287899829e-09,4.859198926112555e-07,0.002329833511371189,0.004548744427943098,3.042198159487834e-05,3.737955933307999e-07,0.004550523572491322,4.4211706372206465e-08,9.741192477094812e-08,0.0004974490223360214,4.332113474566078e-07,0.013453819097030716,3.530396933351612e-06,0.008705822753256856,0.002209086411081057,3.5236146813005085e-06,7.571124197599813e-07,3.843325713561181e-09,1.0606223100528605e-06,9.979054157713956e-05,3.76,0.0,1.4696893271355761e-06,0.431261846577262,0.2719806864037138,0.03912050915580869,0.9039700970337888,0.03957322957196282,9.81124362757377e-10,9.226058267009603e-13,0.00020875665328626215,2.421990626962238e-06,3.5598922329298815e-11,3.005582512809058e-11,1.1221801904765898e-09,0.0026024439032968608,9.737468063238118e-12,7.958484902740703e-06,6.707758066389395e-06,6.92868700021514e-05,0.0017435374439762916,2.6286780760144313e-06,2.9295393785745484e-06,2.9779480942084476e-14,2.3687900312378475e-14,8.836820304357256e-09,2.8698127148397088e-09,1.5409373290388723e-05,6.346409767382556e-07,0.0020512804999882972,1.3796511609508726e-12,2.745067829458684e-07,0.0001962373861562863,3.8384192111799786e-09,1.01414108376004e-06,0.00949245465932112,0.006492271232149514,3.9924013898093814e-06,2.0155541140229457e-11,3.448536334690788e-09,3.6109301522133097e-07,0.002573822691299937,3.6722461686356116e-09,7.350087629660967e-06,6.555307712710749e-07,1.6817384348914456e-05,0.002286223428019806,0.014913138911414917,2.2047069216905495e-08,2.3476536692206743e-13,1.803693407325417e-07,4.3585832087501096e-07,7.50221903818091e-09,0.00022070950919345571,1.394926218147374e-07,1.7719127005133323e-10,4.0346665793567293e-07,8.000731395202692e-08,3.695994910165291e-14,1.556736134904522e-05,8.772646600693196e-10,6.025616358599006e-06,1.0696160530171833e-12,6.285750596225725e-11,1.765138854647367e-12,2.0109705943411005e-12,0.00026914888868038295,9.622887001341709e-05,1.4738628144918938e-10,1.1816415708608035e-05,7.872523769764935e-13,0.00013913516947075587,1.0124910950921166e-09,5.4266510048138996e-14,1.312492609654314e-12,9.870679323754929e-07,6.796545618357884e-07,0.0006892970397007515,6.299170255448561e-06,7.524833826800938e-12,0.00020987389037292222,2.2906124709455467e-07,0.00011955646346171453,1.1342218086560683e-09,3.2192685160801046e-09
0.0012068062754685394,0.7882455419017357,0.00037653105860996485,0.00010532044393988388,0.00019807185578159464,0.07593999173647285,0.0,0.0,0.0007329774159692066,3.631210899400024e-05,0.723825568171971,0.052592027173163566,2.3559507835620086e-05,1.232349838661509e-11,6.520737191098946e-09,4.907564218424463e-07,0.0023325141984399493,0.004522604757801436,3.0494500700426985e-05,3.780709535500035e-07,0.004551996980354778,4.44471137166558e-08,9.853937150295745e-08,0.0004976714185215953,4.335561831303923e-07,0.013255693048981654,3.5668112899065036e-06,0.008694156252108697,0.0021968402664508118,3.540892920889309e-06,7.611749653153721e-07,3.863960332220091e-09,1.0683083999520884e-06,9.980906991892278e-05,3.76,0.0,1.474464842067151e-06,0.42986238648372804,0.27288694682330683,0.03903066896998179,0.904587565754389,0.03900623274785792,9.672446154827888e-10,9.15211719664523e-13,0.00020807923093697504,2.390740839787608e-06,3.543151937877037e-11,2.989909040989052e-11,1.1163009989226989e-09,0.0025884782376259523,9.565013468961617e-12,7.949919479760553e-06,6.696537791288401e-06,6.897823801815665e-05,0.0017385990051109858,2.62476337248348e-06,2.9251724839990764e-06,2.997288827556612e-14,2.384161688408869e-14,8.890957728901887e-09,2.8285388464877323e-09,1.5331459793471095e-05,6.306717783751869e-07,0.0020343163008752566,1.3785731429483532e-12,2.7387951512993803e-07,0.0001967521101391237,3.805905171005286e-09,1.0204843158289975e-06,0.009448671354828716,0.006437587624989065,4.0241066260656165e-06,2.000287128818463e-11,3.463842820961075e-09,3.6260490735564705e-07,0.0025758250940613506,3.6751052982783736e-09,7.390937503128974e-06,6.590948801615762e-07,1.6857486716232796e-05,0.002291933477699355,0.01497644907631518,2.2023797564518165e-08,2.3451757260505505e-13,1.8187158318564484e-07,4.386043674019838e-07,7.630967430450305e-09,0.00022126511480580994,1.3881968928449844e-07,1.803269497852549e-10,4.0323629244626354e-07,7.995744537564366e-08,3.692093873207984e-14,1.5536305462936976e-05,8.769229329325913e-10,6.021750142143223e-06,1.0638188360852218e-12,6.322697851867299e-11,1.753474580166425e-12,2.0188984539251664e-12,0.0002674951083563054,9.53596647730222e-05,1.4605632868229092e-10,1.1816491022617806e-05,7.845572146296145e-13,0.00014055859102798262,1.0173234005726644e-09,5.408063486808731e-14,1.331724718940536e-12,9.83791927946603e-07,6.763260987843595e-07,0.0006900545046946767,6.3061027873067e-06,7.569714699849939e-12,0.00021195792578749073,2.3125658057804567e-07,0.00012069875228789313,1.1450785689189473e-09,3.2400777953793045e-09
0.001210657395101274,0.788393057534274,0.0003815700706565359,0.0001064779603461641,0.00019996606792487334,0.07618027324789849,0.0,0.0,0.0007326445951703817,3.6267915378701356e-05,0.7253260981213451,0.052876210793973234,2.3699955727881436e-05,1.2767343473112735e-11,6.646688363527024e-09,4.95730131511605e-07,0.0023352159592029977,0.004496388274867141,3.056956320010185e-05,3.824429661810066e-07,0.004553343625587707,4.4686843724521524e-08,9.9698280561798e-08,0.0004978920192192553,4.339161106284178e-07,0.01305831612134005,3.6038885880730587e-06,0.00868176124330371,0.0021844003833546236,3.5584138305482845e-06,7.653744471214305e-07,3.88488953020082e-09,1.076127961453484e-06,9.982011852609714e-05,3.76,0.0,1.479386643637746e-06,0.4284592290448818,0.27379736601001486,0.038938097518918,0.9052034931271955,0.03844172745078523,9.534268983264723e-10,9.079219935032382e-13,0.0002074000188589256,2.3597068677221287e-06,3.526554716400735e-11,2.974333943665098e-11,1.1104599976027196e-09,0.00257454652865081,9.39405866768064e-12,7.941589757330917e-06,6.685512294644816e-06,6.867142051781041e-05,0.0017336405378518885,2.6208977613235416e-06,2.9208601992818125e-06,3.0172403614327035e-14,2.400018770771034e-14,8.946828277365292e-09,2.787428261011655e-09,1.525406159573151e-05,6.267032370688295e-07,0.0020173602797189044,1.377663844812287e-12,2.732506079034873e-07,0.00019727213938494187,3.773625049199632e-09,1.0269614866239155e-06,0.009404273321636725,0.006382611981871779,4.05636387608022e-06,1.9851347444517652e-11,3.4794083925919698e-09,3.64176171501655e-07,0.0025778003603325475,3.677925742307528e-09,7.432511744238232e-06,6.627224927601893e-07,1.689852080797217e-05,0.00229768281496656,0.015039997647639601,2.200122195969553e-08,2.3427719034006125e-13,1.834118885509105e-07,4.4140318722018774e-07,7.763191773376075e-09,0.0002218250847560758,1.3813637844615428e-07,1.8355309586282138e-10,4.029985244024503e-07,7.99055724380101e-08,3.688309528883454e-14,1.5506325443328797e-05,8.76592343207855e-10,6.017716356143455e-06,1.0581021710942524e-12,6.359964332170978e-11,1.7419147962758565e-12,2.0270386243864055e-12,0.0002658271885041143,9.448257811607947e-05,1.4471432782900817e-10,1.1816950998322629e-05,7.818819558078184e-13,0.0001420137432418413,1.0221756611254342e-09,5.389612953697351e-14,1.3514689742792627e-12,9.805010974986257e-07,6.73056675607459e-07,0.0006907453789597706,6.312421686498678e-06,7.615472166691043e-12,0.0002140699693597152,2.33481793921695e-07,0.00012185654442841374,1.1560830136850724e-09,3.261071189933746e-09
0.0012145085147340084,0.7885403920899146,0.0003867408257573173,0.00010766653084879508,0.00020190999054289517,0.07642138025403514,0.0,0.0,0.0007323252351659286,3.622519966884705e-05,0.7268240134970733,0.05316289117881547,2.3843697936679105e-05,1.3233860198474464e-11,6.777247648580767e-09,5.008462299452866e-07,0.002337938719829612,0.00447009357658973,3.0647248698862834e-05,3.8691477990268284e-07,0.004554559379702071,4.49311479408952e-08,1.008898735912984e-07,0.0004981108933089303,4.3429124253771246e-07,0.012861696776541922,3.641647872502482e-06,0.008668622711332803,0.0021717637088166744,3.576181674183306e-06,7.697161410329315e-07,3.906122002142812e-09,1.084084570376674e-06,9.982352451385491e-05,3.76,0.0,1.4844580258237254e-06,0.4270522053784673,0.27471207446957824,0.03884275413004423,0.905817913080823,0.03787969478127051,9.396707667822429e-10,9.007382629411667e-13,0.00020671893530323275,2.3288855131965562e-06,3.5100986311834096e-11,2.9588554603098545e-11,1.1046565776161249e-09,0.00256064671078522,9.224591947951094e-12,7.93349685387957e-06,6.674681495539929e-06,6.836637748585795e-05,0.0017286600879545054,2.6170803125479584e-06,2.9166014862156748e-06,3.0378238041462404e-14,2.4163780460387693e-14,9.004491594726115e-09,2.7464830334348285e-09,1.5177168470035408e-05,6.227345110275562e-07,0.0020004089992884926,1.3769283021769292e-12,2.7261991035950445e-07,0.00019779721181680104,3.741573887639275e-09,1.0335762533904888e-06,0.009359252864173783,0.00632734107082282,4.089188891943537e-06,1.970095299219512e-11,3.495239556175325e-09,3.658087116395796e-07,0.002579748204867322,3.6807070960753685e-09,7.474834437197401e-06,6.664157072619436e-07,1.694051679813822e-05,0.0023034727130722176,0.015103790802133593,2.1979358944450275e-08,2.340443962806174e-13,1.8499156825289766e-07,4.4425624313513893e-07,7.899026833970723e-09,0.0002223894965658499,1.3744260485389912e-07,1.8687336107030866e-10,4.0275302011500026e-07,7.98516263886194e-08,3.6846446504888604e-14,1.5477434406383597e-05,8.762715002717073e-10,6.013509759702749e-06,1.0524658065305488e-12,6.397558540526685e-11,1.7304583898329989e-12,2.0354040752899873e-12,0.0002641449933915415,9.359768602565747e-05,1.433603958115838e-10,1.181779109903078e-05,7.792257236970162e-13,0.00014350161368650445,1.027048381068523e-09,5.371293352088315e-14,1.371745752765151e-12,9.771950625690543e-07,6.698469669630985e-07,0.0006913681846038147,6.318113226311127e-06,7.662132606026015e-12,0.00021621055434766593,2.3573748029939344e-07,0.0001230301464854811,1.1672380733625641e-09,3.2822503535078757e-09
0.001218359634366743,0.7886875530986432,0.0003920482985494963,0.00010888733626865434,0.00020390547702437784,0.07666332796434387,0.0,0.0,0.0007320192393856207,3.618396664547705e-05,0.728319377090677,0.053452136505150856,2.3990842277670216e-05,1.3724528439951603e-11,6.912644823383571e-09,5.061102054600778e-07,0.0023406823783898812,0.004443719171235317,3.072764002761671e-05,3.914896825854929e-07,0.004555639925636688,4.51802942934713e-08,1.0211543595106309e-07,0.0004983281081366053,4.346816884678403e-07,0.012665843486282854,3.6801089134810065e-06,0.008654725120460258,0.0021589271055008053,3.594200771924049e-06,7.742055799159798e-07,3.9276667782814864e-09,1.0921819315055056e-06,9.981911895797182e-05,3.76,0.0,1.4896823992959884e-06,0.425641141571096,0.27563120689122095,0.03874459680531088,0.9064308599430917,0.03732011612912145,9.259757840517805e-10,8.936622266259145e-13,0.00020603589608565774,2.298273588702134e-06,3.493781836048015e-11,2.943471767449917e-11,1.0988901065558763e-09,0.002546776662816925,9.056601821346782e-12,7.92564179240699e-06,6.664045219370982e-06,6.806306699361227e-05,0.001723655615186792,2.613310018198206e-06,2.912395219725434e-06,3.0590613380110616e-14,2.4332571348761562e-14,9.064010350134419e-09,2.705705258728152e-09,1.5100769993911159e-05,6.187647337177474e-07,0.0019834589302383933,1.376371879064816e-12,2.719872646794748e-07,0.00019832704433588803,3.709746715953534e-09,1.0403324161277926e-06,0.009313601993204891,0.006271771519360919,4.122598014404146e-06,1.955167174261588e-11,3.511343024624343e-09,3.6750452877806227e-07,0.0025816683143903545,3.6834489150915072e-09,7.517930663546647e-06,6.701767077575139e-07,1.6983505958446106e-05,0.002309304471580686,0.015167834902624844,2.195822555890051e-08,2.3381937188450556e-13,1.866120044842771e-07,4.4716505296951984e-07,8.038614297919455e-09,0.00022295842850993182,1.3673828156806707e-07,1.9029159265220483e-10,4.024994243672228e-07,7.979553429114656e-08,3.6811020948288056e-14,1.5449646243427956e-05,8.759589435467813e-10,6.009124800219396e-06,1.0469095188279702e-12,6.43548929873005e-11,1.7191042463827885e-12,2.0440085922290056e-12,0.0002624483802640631,9.270506624081797e-05,1.4199465226616877e-10,1.1819006310245876e-05,7.765876036516236e-13,0.0001450232294669684,1.0319420816772497e-09,5.353098367322531e-14,1.3925765140902583e-12,9.738734230020703e-07,6.666976869826627e-07,0.0006919214056291151,6.323163319872638e-06,7.709723593414126e-12,0.00021838022505908018,2.3802424658256415e-07,0.0001242198720747365,1.1785467459471504e-09,3.3036168860135823e-09
0.0012222107539994775,0.7888345481971466,0.00039749772362847574,0.00011014161103162336,0.00020595447430372512,0.07690613162604965,0.0,0.0,0.0007317264983419535,3.614422074277673e-05,0.7298122525909864,0.05374401749495553,2.4141501253358893e-05,1.4240936143879563e-11,7.053123450861938e-09,5.115278281913593e-07,0.002343446798439906,0.004417263473213309,3.0810822652405105e-05,3.9617107664538666e-07,0.004556580748247435,4.543456880921203e-08,1.0337631951741576e-07,0.0004985437293170746,4.350875536475536e-07,0.01247076474339099,3.7192922717707883e-06,0.008640052392123156,0.0021458873485831064,3.6124755088417236e-06,7.788485834194672e-07,3.949533240699227e-09,1.100423859626061e-06,9.980672660560336e-05,3.76,0.0,1.4950632959511143e-06,0.42422585843493865,0.2765549023459843,0.038643582165762164,0.907042368471701,0.036762973168548395,9.123415209842291e-10,8.866956720787899e-13,0.00020535081446882886,2.2678679248074757e-06,3.477602796960704e-11,2.9281810344717826e-11,1.0931599538966836e-09,0.0025329342051921416,8.890077022256566e-12,7.918025687451101e-06,6.653603320468461e-06,6.77614475553681e-05,0.00171862498795831,2.6095857697416522e-06,2.908240162517043e-06,3.0809762655332574e-14,2.4506745473528636e-14,9.125450366979716e-09,2.665097054655683e-09,1.5024855493059963e-05,6.147930123407045e-07,0.001966506447352985,1.3760003375164352e-12,2.7135250545676504e-07,0.00019886133130160685,3.6781385244314385e-09,1.0472339372380557e-06,0.009267312414364428,0.006215899810408697,4.156608253152913e-06,1.9403488852397168e-11,3.5277257510026633e-09,3.6926572756765563e-07,0.0025835603459048143,3.6861507125934207e-09,7.561826603179989e-06,6.740077735321818e-07,1.702752076020372e-05,0.0023151794170992376,0.015232136506311864,2.193783937797596e-08,2.3360230430652355e-13,1.8827462609907602e-07,4.501311971029528e-07,8.182103429254213e-09,0.00022353195956681214,1.3602331910131268e-07,1.9381185039053797e-10,4.022373588646432e-07,7.973721872331484e-08,3.677684808417935e-14,1.542297567933398e-05,8.756531388997618e-10,6.004555590897265e-06,1.0414331139955792e-12,6.473765763258614e-11,1.7078512956303812e-12,2.052866856514085e-12,0.0002607371991062545,9.180479832773929e-05,1.4061721964701006e-10,1.1820591081954102e-05,7.739666403332673e-13,0.00014657965922677043,1.0368573021017438e-09,5.335021403667625e-14,1.4139838503604225e-12,9.705357564700173e-07,6.636095916838489e-07,0.0006924034863371035,6.327557506715483e-06,7.758273704725582e-12,0.0002205795372638335,2.403427137923261e-07,0.0001254260420350336,1.1900120991871244e-09,3.3251723283343885e-09
0.001226061873632212,0.7889813851344128,0.00040309459791926277,0.00011143065506351474,0.00020805902630053116,0.07714980651726552,0.0,0.0,0.0007314468890806783,3.610596600553493e-05,0.7313027046270709,0.05403860754230009,2.4295792371625623e-05,1.4784795007687405e-11,7.198942102912573e-09,5.171051396552795e-07,0.0023462318086931353,0.004390724795431864,3.089688509552126e-05,4.009625191259931e-07,0.004557377124811184,4.569427507324019e-08,1.0467394495555322e-07,0.0004987578204585294,4.355089387580881e-07,0.012276469065115383,3.7592192530586805e-06,0.008624587881951242,0.002132641122483171,3.6310103082092694e-06,7.836512715360126e-07,3.971731112769634e-09,1.108814303529359e-06,9.978616556677522e-05,3.76,0.0,1.5006043762867508e-06,0.42280617124574543,0.2774833044965299,0.03853966539406376,0.9076524738833952,0.03620824785397009,8.987675560126511e-10,8.798404800870743e-13,0.00020466360103542857,2.2376653724688793e-06,3.461559664433659e-11,2.912981456367538e-11,1.0874655003601255e-09,0.0025191170977250927,8.725006507009333e-12,7.910649893192229e-06,6.643355828250578e-06,6.746147770028721e-05,0.0017135659809893785,2.605906534323412e-06,2.9041351614716074e-06,3.103592976740939e-14,2.4686496569626744e-14,9.188880533969865e-09,2.624660563771437e-09,1.4949414304272777e-05,6.108184267679576e-07,0.0019495478255361453,1.3758196747570812e-12,2.707154592955218e-07,0.00019939974322715685,3.646744293231561e-09,1.05428494466404e-06,0.009220375516622284,0.006159722277774204,4.191237300392044e-06,1.9256388205515504e-11,3.5443949457112488e-09,3.7109451976775596e-07,0.0025854239249727446,3.6888119571101807e-09,7.606549537752768e-06,6.779112799149585e-07,1.707259497673012e-05,0.002321098903849663,0.015296702373402863,2.1918218597623776e-08,2.3339338731499267e-13,1.899809495683545e-07,4.531563213482417e-07,8.329651045216257e-09,0.00022411016940481008,1.3529762509274808e-07,1.9743840791847045e-10,4.0196642132772285e-07,7.967659755814547e-08,3.674395841895072e-14,1.5397438314727628e-05,8.753524735367616e-10,5.9997958931464155e-06,1.0360364292375882e-12,6.512397442006705e-11,1.696698497811628e-12,2.061994434231835e-12,0.00025901129236393554,9.089696370159596e-05,1.3922822326779332e-10,1.1822539276891063e-05,7.713618346654321e-13,0.00014817201520883738,1.0417946002245617e-09,5.3170555634411056e-14,1.435991534426464e-12,9.671816175396482e-07,6.60583481598893e-07,0.0006928128296917553,6.331280937850269e-06,7.807812564892344e-12,0.00022280905857444084,2.4269351748321457e-07,0.00012664898465437175,1.2016372725633591e-09,3.346918157632483e-09
0.0012295278813016731,0.7891134096504376,0.0004082626178257335,0.00011262166033208081,0.0002100023976287912,0.07736987146133585,0.0,0.0,0.0007312063557069385,3.6072814691249334e-05,0.7326420936125602,0.05430611774852693,2.4437861223673112e-05,1.5299280894529066e-11,7.334973186537513e-09,5.222665170839092e-07,0.002348755754030324,0.004366767559710916,3.097688012629021e-05,4.0537200802650113e-07,0.004557966281834481,4.5932921142875926e-08,1.0587445825869902e-07,0.0004989492450916805,4.359015350834787e-07,0.012102279519951381,3.7958075708382317e-06,0.00860997861620998,0.002120540171986529,3.6479176595594094e-06,7.881155188085579e-07,3.992000891997913e-09,1.1164960844152272e-06,9.976052048975017e-05,3.76,0.0,1.505731439442406e-06,0.4215245299592233,0.27832301326708825,0.03844362072734962,0.9082003985776405,0.03571104748608172,8.866022004699577e-10,8.737676536507815e-13,0.0002040432100751833,2.21065413766761e-06,3.4472351869408666e-11,2.899378203030309e-11,1.0823704692904576e-09,0.0025067014717523265,8.577677508506927e-12,7.904218104466658e-06,6.634299231761644e-06,6.719287800442783e-05,0.0017089866906465757,2.6026328720136657e-06,2.9004825246215622e-06,3.124569192293892e-14,2.4853208867321455e-14,9.247728993886496e-09,2.5884163270574816e-09,1.4881913051967334e-05,6.072380673591509e-07,0.0019342766546716628,1.375825444473765e-12,2.701400124757067e-07,0.00019988754802485395,3.6186682780505368e-09,1.0607622024413346e-06,0.009177571469129018,0.006108897865361546,4.222947676257389e-06,1.9124908283276845e-11,3.559648305384315e-09,3.7280014540091356e-07,0.002587076483021262,3.691171927020428e-09,7.647530712434819e-06,6.814884135804833e-07,1.7114096538926348e-05,0.002326465666772578,0.015355043357184689,2.1901229868381336e-08,2.3321249642365206e-13,1.9155530620334606e-07,4.5593077169752123e-07,8.466049933722756e-09,0.0002246346249615759,1.346352462862902e-07,2.007969106017226e-10,4.017146391040995e-07,7.961999538260579e-08,3.671548093457831e-14,1.537543718724922e-05,8.750848690267295e-10,5.995343846250263e-06,1.0312474640559966e-12,6.547477816448917e-11,1.686745720852791e-12,2.070453153165021e-12,0.0002574452493840603,9.007351176503157e-05,1.379683453740963e-10,1.1824597824085348e-05,7.690304611999466e-13,0.00014963680863832484,1.0462575217640092e-09,5.300975358437801e-14,1.4563324521787211e-12,9.641484214180614e-07,6.579136795664027e-07,0.0006931176942455472,6.334045933847447e-06,7.853268613396215e-12,0.0002248419350536978,2.4483742567307296e-07,0.00012776425106364561,1.212239228323455e-09,3.3666533480064016e-09
0.0012329938889711343,0.7892453182458438,0.00041355917080110034,0.00011384299179114835,0.00021199415600603512,0.07759066563468087,0.0,0.0,0.00073097623804223,3.604087648228475e-05,0.7339796212850143,0.054575941567024264,2.4583064778748004e-05,1.5838969503542863e-11,7.475767436298418e-09,5.275673037742118e-07,0.0023512960335978937,0.004342740282982544,3.105935287858581e-05,4.098764946342223e-07,0.004558430672331079,4.617647965086982e-08,1.0710709236976915e-07,0.0004991395232292366,4.3630684809347286e-07,0.01192873738655403,3.833032862416311e-06,0.008594701060182381,0.002108266668368955,3.665042568572697e-06,7.927192278092e-07,4.012554948994046e-09,1.1243045837285716e-06,9.972796325334356e-05,3.76,0.0,1.5109941851249632e-06,0.4202390240242681,0.2791667663857606,0.03834515298880943,0.9087472420206021,0.03521577830657185,8.744850555068535e-10,8.677881415338733e-13,0.00020342094840128193,2.1838025944891175e-06,3.43301808914662e-11,2.885845853998383e-11,1.0773033442584596e-09,0.0024943027858751647,8.431509981001e-12,7.897982748247578e-06,6.625399900354081e-06,6.692554533156995e-05,0.0017043807615687767,2.5993938979935195e-06,2.896868455192684e-06,3.1461542987827673e-14,2.5024759779892568e-14,9.308303688497627e-09,2.552314529965505e-09,1.4814778418259329e-05,6.036539072518044e-07,0.0019189945450114702,1.3759959316375546e-12,2.695624279717157e-07,0.00020037812935446448,3.5907578273676497e-09,1.0673672659369716e-06,0.009134229101995628,0.006057819749582217,4.2551880333098265e-06,1.8994280871244562e-11,3.5751453230863133e-09,3.745641882304316e-07,0.0025887053430313153,3.6934981240511696e-09,7.689226372835352e-06,6.851281064337797e-07,1.7156511160561774e-05,0.0023318706559445736,0.01541360927568412,2.18848905116279e-08,2.330385205637992e-13,1.9316755060932573e-07,4.58755670950624e-07,8.605996254831323e-09,0.00022516299424887707,1.3396402641111155e-07,2.0424862317300325e-10,4.0145499384347424e-07,7.956138810276025e-08,3.668809212782508e-14,1.5354380018146568e-05,8.748187603189357e-10,5.990727070872583e-06,1.026522892723328e-12,6.582861378995427e-11,1.6768724580000273e-12,2.079156234220692e-12,0.00025586701861663163,8.924406021786291e-05,1.3669930008382244e-10,1.1826939951567484e-05,7.667105355657883e-13,0.00015113251716968734,1.050739228829986e-09,5.2849738417254773e-14,1.4771991997466452e-12,9.611011447254548e-07,6.552954244202583e-07,0.000693361088909039,6.336243866078418e-06,7.899574469060496e-12,0.00022690018037853078,2.4700853756159843e-07,0.00012889362545279797,1.2229756330400873e-09,3.386544856235413e-09
