Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596),S(3113),S(1075),S(6101),S(6880),S(2986),S(1341),S(6104),S(1340),S(9415),S(7364)
2.0925603107388053e-05,0.6991103518897229,3.505511465265979e-05,8.250616250166596e-06,9.562386017923312e-06,0.0005218356537461189,0.0,0.0,0.00016914619117064725,1.8909428640257282e-06,0.000413437893608911,1.9606488005025213e-05,2.3584899691534817e-08,8.907914968816578e-16,1.2034430873799385e-11,2.7757308963646806e-08,6.195193824835217e-05,2.847863219739227e-05,1.5681002573944788e-08,2.748777260558818e-10,5.818229943258831e-05,2.8599079614962775e-11,7.963702611106954e-10,2.176417148643991e-08,3.6427257852497875e-09,0.00027472466580658083,2.955952491265427e-09,7.737110578553349e-07,6.329379425365644e-08,2.713851897382253e-10,3.392560296711214e-10,3.267696208089545e-11,7.405354005879913e-09,1.6921370720760706e-09,3.76,0.0,0.11933698377918134,0.9985994225522766,0.00046871906784467165,2.7921820043177002e-05,0.38885830633205776,0.38758308611641723,5.365231438244696e-07,1.2789237799134604e-11,0.0004833819720246028,2.5007292535593473e-06,3.179102711099798e-11,2.3467775516658367e-11,6.07659378574897e-10,0.00017960208654328462,2.489376360234931e-10,2.064297639998391e-06,2.301603694627826e-06,5.372296735322396e-05,0.00028055394155153456,2.719470427134412e-06,3.0346537355091053e-06,4.4311866086798996e-15,3.5290064116786554e-15,1.2447267454737896e-09,5.923395435759367e-11,1.2744595894792664e-05,2.655897644833599e-07,2.342245676468125e-06,8.44663738624484e-13,1.896804413127651e-08,5.2310990139886824e-08,8.283324600062225e-09,1.3121405690274333e-07,0.0008437413125381986,1.1161598919094107e-05,3.6956510639299237e-06,2.8791463130187743e-11,8.296513449155828e-09,1.2306237076898797e-08,1.0131226704973275e-06,1.410996875292825e-12,1.8970090381469155e-08,1.6202013415372895e-09,9.126144245918415e-08,2.1568181537020592e-05,1.8522108069172812e-07,3.115219174061742e-10,3.3201754507990935e-15,4.600608001901629e-11,4.313860473151132e-08,1.1010025736372021e-14,1.4616979158580132e-07,1.5052414020345177e-10,3.8104167438769694e-13,1.3785043106110393e-09,3.695685074542493e-10,5.230100765358222e-16,1.0865373779962204e-07,5.95881409892292e-13,3.073578589290118e-08,1.94855097044223e-14,1.301287374103319e-14,7.897347551268581e-13,1.7878111098806726e-16,3.649841043616024e-06,1.4260933728116048e-09,2.1846172718840835e-15,1.4975125417104477e-07,2.593177132320194e-14,7.411162093500847e-09,5.069695418315355e-15,1.7949942248014224e-15,2.703051994469184e-17,2.612573514183658e-07,1.2072728059224578e-08,8.08290019424618e-11,7.046960846400678e-13,6.11873675049125e-14,4.66019509966808e-10,7.85288085503276e-13,4.159187107669705e-10,3.92430398639957e-15,1.8656015059235945e-14
2.1128626940369734e-05,0.6993185760504038,3.5259487372974514e-05,8.333675275801686e-06,9.707710371405757e-06,0.0005300788420626213,0.0,0.0,0.00017179384544457728,1.937518293753094e-06,0.0004260606290648803,2.0148910661885904e-05,2.4174639423079554e-08,9.150580532875408e-16,1.2287332762927607e-11,2.8162404882508723e-08,6.364285780048983e-05,2.9034031049009626e-05,1.626089964992276e-08,2.821075864058154e-10,5.912203956635834e-05,2.9087689287566138e-11,8.10918539614071e-10,2.292422935571154e-08,3.785986323214112e-09,0.0002823225128778778,2.9708677890672066e-09,7.987517161730226e-07,6.749572498628167e-08,2.8635638164101827e-10,3.534852994884715e-10,3.3141435043384165e-11,7.535469247300985e-09,1.7211207029414143e-09,3.76,0.0,0.11766269143425269,0.9985773386760013,0.00047863728679120685,2.8557478238003412e-05,0.3905295259188664,0.38922026360926315,5.291685613902967e-07,1.2734103478042925e-11,0.00048337128188589767,2.5708170739459283e-06,3.228464690398617e-11,2.3830326786341272e-11,6.192632515721354e-10,0.00018524072140756987,2.4990923460738097e-10,2.0971323586853908e-06,2.3354559441682675e-06,5.457616335034277e-05,0.00028786574448728773,2.74619185420313e-06,3.0644805976508473e-06,4.494432300591976e-15,3.5793652483739586e-15,1.2625713015689256e-09,6.08522622771655e-11,1.294097362203185e-05,2.724397082009072e-07,2.474065737927869e-06,8.565492403907512e-13,1.9480431248529497e-08,5.4101428819194376e-08,8.408314394501305e-09,1.3118722267046812e-07,0.0008560778013403126,1.1518862103403699e-05,3.6860679391830976e-06,2.929215910697286e-11,8.272390804961636e-09,1.254008741399705e-08,1.044636973874974e-06,1.4552564088026537e-12,1.9534677622510045e-08,1.6684949991398031e-09,9.411050877308036e-08,2.182880863603029e-05,1.9283332789226354e-07,3.2115519086102515e-10,3.4228047719274908e-15,4.787423245960921e-11,4.311148492680549e-08,1.1521244959582697e-14,1.5013460189808595e-07,1.5633503615481327e-10,3.8934818495885675e-13,1.423506088230667e-09,3.8095199883078204e-10,5.391725375882412e-16,1.1327252390970059e-07,6.160791020847788e-13,3.166871946234105e-08,2.0307334489689324e-14,1.3436786677792278e-14,8.056569739159977e-13,1.8373813978038573e-16,3.7067634415075774e-06,1.5042407985865061e-09,2.3043272105347193e-15,1.5462233005598996e-07,2.6767670795469293e-14,7.782167775957397e-09,5.3103866954018226e-15,1.852789704853465e-15,2.819239277459212e-17,2.626137364221809e-07,1.2435917541076403e-08,8.546830230162281e-11,7.461325708996206e-13,6.265842606537513e-14,4.869792189237828e-10,8.187710537364929e-13,4.3361540409965387e-10,4.091444696138786e-15,1.9488891022061453e-14
2.1331650773351416e-05,0.6995239432388856,3.546159903696346e-05,8.416752347752972e-06,9.854042679660259e-06,0.0005383222771612816,0.0,0.0,0.0001744354799816957,1.98454701319218e-06,0.000438899319582883,2.0699164881463276e-05,2.4774067890688475e-08,9.396441690659237e-16,1.2542204455031642e-11,2.856845953026387e-08,6.536167685933335e-05,2.9596624156389407e-05,1.6855488492437405e-08,2.8944814421355584e-10,6.006632980722962e-05,2.957946858247942e-11,8.256268861095177e-10,2.4133021641229486e-08,3.933139503836929e-09,0.00029003016667643674,2.9858063890323665e-09,8.243506282734805e-07,7.1927179237945e-08,3.019872491911726e-10,3.6815401700706904e-10,3.3606828687587013e-11,7.666725780912738e-09,1.750362018613861e-09,3.76,0.0,0.11601174808241842,0.9985549838271495,0.0004886462787323548,2.9201915763589062e-05,0.3921775775976734,0.3908337774200714,5.219165455317264e-07,1.2679724017111355e-11,0.00048336046056915205,2.6416980409546876e-06,3.2779939389460316e-11,2.419450066872914e-11,6.309658108222933e-10,0.00019098906337181243,2.5086597565341017e-10,2.13011800589178e-06,2.3693969770930094e-06,5.543085167247049e-05,0.00029525081615389435,2.772698512667687e-06,3.0940674214370652e-06,4.557807717983176e-15,3.62982723174854e-15,1.28045477027835e-09,6.249366217621726e-11,1.3137658498620972e-05,2.793560045680113e-07,2.611302689686121e-06,8.68453377411365e-13,2.0001129950779372e-08,5.5951490044952674e-08,8.533455780290755e-09,1.3114921202397236e-07,0.0008683796862219927,1.1882340774980953e-05,3.67619458252636e-06,2.979357080049466e-11,8.247662626742905e-09,1.2776566739893361e-08,1.076788764173995e-06,1.5004164422586567e-12,2.0108803716741888e-08,1.7175998124491208e-09,9.700868757042535e-08,2.208902402785483e-05,2.006632632591434e-07,3.3095142074600736e-10,3.5271696591801895e-15,4.979576691312837e-11,4.308078089476529e-08,1.2050472504527126e-14,1.5415659204579317e-07,1.6228580479539906e-10,3.9777919586295445e-13,1.4694015851890975e-09,3.9254963172419803e-10,5.556082785181104e-16,1.180581420525789e-07,6.369450271965313e-13,3.261893415415459e-08,2.1158614415180314e-14,1.3868890181372919e-14,8.217438171055913e-13,1.8879664778670045e-16,3.7636558415699776e-06,1.5857681633972714e-09,2.429214631995782e-15,1.5960722566479908e-07,2.7622874472655484e-14,8.16732155925116e-09,5.559253729919981e-15,1.911918973116753e-15,2.9390546064293264e-17,2.6391883551992884e-07,1.2805080262523112e-08,9.032051305211062e-11,7.895217239882182e-13,6.414374974490547e-14,5.085866150912312e-10,8.532619890699646e-13,4.51843424650901e-10,4.263612185897655e-15,2.0347226056845996e-14
2.1534674606333097e-05,0.6997264936610531,3.566156562118201e-05,8.499869126406045e-06,1.0001394537665433e-05,0.000546565605379261,0.0,0.0,0.00017707075344209483,2.032020976849721e-06,0.00045195500028509083,2.1257272355613943e-05,2.5383322988481808e-08,9.645555601762685e-16,1.2799090786028973e-11,2.8975524443523013e-08,6.71086190591372e-05,3.0166514117671276e-05,1.746502467293137e-08,2.96900587888299e-10,6.1015121510157775e-05,3.0074407823692434e-11,8.404995658621923e-10,2.5392107443969905e-08,4.084241624474353e-09,0.00029784792799582077,3.000768977897196e-09,8.505159056568815e-07,7.659813363023692e-08,3.1830037006206524e-10,3.832717435199981e-10,3.4073206687942387e-11,7.799129286041914e-09,1.7798627511127076e-09,3.76,0.0,0.1143838295586745,0.9985323571746427,0.0004987461842153603,2.9855133648450557e-05,0.39380278735306634,0.3924239516116042,5.147656715002995e-07,1.2626088854285778e-11,0.0004833495077328634,2.713356026162136e-06,3.327693064184793e-11,2.4560328080883984e-11,6.427672303460758e-10,0.00019684770198532067,2.5180807628975173e-10,2.1632573290430286e-06,2.4034306303054016e-06,5.6287126999339205e-05,0.00030270837141639975,2.7989970412004376e-06,3.123421619198765e-06,4.621321395839184e-15,3.68039998219852e-15,1.2983797860610752e-09,6.415821657211372e-11,1.3334677784027159e-05,2.8633790381645635e-07,2.7540950487596965e-06,8.803772144027914e-13,2.0530205814528632e-08,5.786266331162399e-08,8.658767253430657e-09,1.3110050395688346e-07,0.0008806459794585715,1.2252042198689435e-05,3.666047235593192e-06,3.02956455001157e-11,8.222365223590569e-09,1.3015734076105864e-08,1.1095862974377226e-06,1.5464885887003281e-12,2.069253890712772e-08,1.7675216222056555e-09,9.995631950025863e-08,2.2348823580399747e-05,2.0871411877455684e-07,3.4091170782838804e-10,3.6332818287922526e-15,5.17718248382843e-11,4.304665858997485e-08,1.259814962726757e-14,1.5823562860753074e-07,1.6837776958815704e-10,4.0633715657698993e-13,1.5161917117704762e-09,4.043613089070095e-10,5.723191164678682e-16,1.2301553809083294e-07,6.584956998844131e-13,3.358641347862968e-08,2.2040216494480983e-14,1.4309241898819964e-14,8.379970454046907e-13,1.939582404780577e-16,3.820514051484679e-06,1.6707836327773167e-09,2.5594452297319217e-15,1.6470793808604328e-07,2.849771852062555e-14,8.56701768752602e-09,5.816449061051921e-15,1.9724051973880903e-15,3.0625762356780703e-17,2.651738452969211e-07,1.3180235446074802e-08,9.539313598432477e-11,8.349340098076779e-13,6.564337161228952e-14,5.30852196921161e-10,8.887796175905167e-13,4.706126109118234e-10,4.440899886830675e-15,2.1231424803841027e-14
2.1737698439314778e-05,0.6999262669721439,3.585949689812491e-05,8.583046063998111e-06,1.0149776609383317e-05,0.0005548085090888547,0.0,0.0,0.00017969933966238512,2.079932137585627e-06,0.00046522873159831766,2.1823255875817897e-05,2.6002544398251325e-08,9.897980327935444e-16,1.305803619076176e-11,2.938364902469592e-08,6.888390772876319e-05,3.074380553170944e-05,1.8089767603204148e-08,3.0446610606461035e-10,6.196836689625646e-05,3.057249788522868e-11,8.555408307613811e-10,2.6703083347933048e-08,4.239348958136539e-09,0.00030577611182821667,3.015756248616383e-09,8.772557720057612e-07,8.151889777415354e-08,3.3531890155645933e-10,3.9884817114042284e-10,3.454062900802907e-11,7.932684971474059e-09,1.809624800849267e-09,3.76,0.0,0.11277861615935413,0.998509457849589,0.0005089371624233706,3.051713295630916e-05,0.39540547667404785,0.3939911056986149,5.077145341696026e-07,1.2573187571595047e-11,0.000483338422815503,2.785774793689803e-06,3.377565063285728e-11,2.4927841567433508e-11,6.546683942250426e-10,0.00020281721564682485,2.527357538092444e-10,2.1965529055424505e-06,2.4375605558455688e-06,5.7145081273113425e-05,0.0003102376526502441,2.8250938164271505e-06,3.1525503076457114e-06,4.684981589907984e-15,3.7310881390536596e-15,1.3163481489711504e-09,6.584599038116331e-11,1.3532058056597543e-05,2.933846834329486e-07,2.9025829096512054e-06,8.923232339181599e-13,2.1067724337118278e-08,5.983647525724118e-08,8.784266825891954e-09,1.3104154727953404e-07,0.0008928757457428964,1.2627974205963126e-05,3.6556410900070113e-06,3.079833065752192e-11,8.196532540116717e-09,1.3257649266517057e-08,1.1430379772429618e-06,1.5934846723499127e-12,2.128595304287098e-08,1.8182662403799555e-09,1.0295374868392984e-07,2.260820407069149e-05,2.1698913453496133e-07,3.5103716528565105e-10,3.741153159475895e-15,5.380357297696011e-11,4.300927376808166e-08,1.3164725344191032e-14,1.6237157355903397e-07,1.7461225514799866e-10,4.150245316082388e-13,1.5638770045427287e-09,4.1638681301731536e-10,5.893069865085785e-16,1.2814975493566052e-07,6.807480474071962e-13,3.457113049406272e-08,2.2953023373985337e-14,1.4757900134118462e-14,8.544185866640101e-13,1.9922446310286217e-16,3.877334099143777e-06,1.759397690945046e-09,2.6951882596002864e-15,1.6992648840325415e-07,2.939254311698901e-14,8.98165916916195e-09,6.0821254506344675e-15,2.0342719658922686e-15,3.189883503116125e-17,2.6637995853601826e-07,1.3561402704822783e-08,1.0069387179382158e-10,8.824417695434306e-13,6.715732197709827e-14,5.537865088717654e-10,9.253429542508334e-13,4.899329533947458e-10,4.623402675803901e-15,2.2141892687500598e-14
2.194072227229646e-05,0.7001233022847546,3.605549671902015e-05,8.66630243774985e-06,1.0299198652185707e-05,0.000563050704546601,0.0,0.0,0.00018232092691321903,2.1282724506881036e-06,0.0004787215985162194,2.2397139286163453e-05,2.6631873485168467e-08,1.0153774418515893e-15,1.3319084711099118e-11,2.979288015368613e-08,7.068776560786992e-05,3.132860499428376e-05,1.8729980445525523e-08,3.121458864915286e-10,6.29260190444776e-05,3.107373018900647e-11,8.707549261061958e-10,2.8067583959369315e-08,4.398517715931779e-09,0.00031381504670831875,3.0307688976438463e-09,9.04578563466744e-07,8.670012202869198e-08,3.530665885543679e-10,4.1489312120587893e-10,3.5009154858470096e-11,8.067397572482153e-09,1.83965023753602e-09,3.76,0.0,0.11119579258582102,0.9984862849467654,0.0005192193900229983,3.1187914821938964e-05,0.39698596261277047,0.3955355547093442,5.007617477972292e-07,1.2521009893197358e-11,0.00048332720570506315,2.8589380144103005e-06,3.427611181242273e-11,2.5297063536563642e-11,6.666683912803536e-10,0.00020889817175824262,2.5364921339824396e-10,2.2300071420268625e-06,2.4717902214691294e-06,5.800480335978976e-05,0.00031783792865237235,2.850994923063941e-06,3.181460283825817e-06,4.748795940210266e-15,3.7819022677874816e-15,1.334363236991966e-09,6.755705271530521e-11,1.3729825142501815e-05,3.0049564704794525e-07,3.0569079561863777e-06,9.042903835703029e-13,2.161375084804717e-08,6.187449076708816e-08,8.909971984458409e-09,1.3097276410082705e-07,0.0009050680990288484,1.3010145254403146e-05,3.644990350995694e-06,3.1301576097483884e-11,8.170196182341344e-09,1.3502371703549874e-08,1.1771523539072347e-06,1.6414167275644544e-12,2.1889115455634135e-08,1.8698394383207553e-09,1.060013217327727e-07,2.2867163132407454e-05,2.2549155947223226e-07,3.6132891530013143e-10,3.8507955535150815e-15,5.58922032915432e-11,4.2968772340669166e-08,1.3750656450032462e-14,1.6656428470234615e-07,1.8099058723406125e-10,4.2384376933947745e-13,1.6124576287336742e-09,4.286258068444913e-10,6.065736125352804e-16,1.3346593263474887e-07,7.037194218465074e-13,3.557304782350836e-08,2.389793718163263e-14,1.5214923844236675e-14,8.710096292172696e-13,2.0459705398922789e-16,3.934112220373842e-06,1.8517231655620626e-09,2.83661654473878e-15,1.75264920805168e-07,3.0307692339871436e-14,9.411657926080194e-09,6.356435895436503e-15,2.097542797630425e-15,3.321056828595828e-17,2.6753836205425014e-07,1.3948602001033586e-08,1.0623062437739389e-10,9.32119256577005e-13,6.868563949234044e-14,5.774001464336359e-10,9.62971315606616e-13,5.09814601122177e-10,4.811216954160574e-15,2.3079039220977412e-14
2.2092452376053868e-05,0.7002687921934126,3.620077513789112e-05,8.728586942133607e-06,1.041155377544026e-05,0.0005692099048632882,0.0,0.0,0.00018427542463401655,2.16467504640153e-06,0.0004889492538022726,2.2831204737644212e-05,2.710888847526581e-08,1.0347177911247752e-15,1.3515578791484425e-11,3.009946899928401e-08,7.205466769699176e-05,3.177062274986899e-05,1.9218704654503827e-08,3.1796069494751125e-10,6.364457130139401e-05,3.145037362948112e-11,8.822405708602618e-10,2.912329269132004e-08,4.520158125273604e-09,0.0003198954720329953,3.0420056068922022e-09,9.253839485953283e-07,9.074894525641084e-08,3.6682097179900276e-10,4.2719619605641903e-10,3.5360060220073234e-11,8.168833159282387e-09,1.862263092987175e-09,3.76,0.0,0.11002730067121705,0.998468787459995,0.0005269635205050478,3.1694959692801124e-05,0.39815283026212467,0.39667516130358155,4.956289742274822e-07,1.2482481249383002e-11,0.00048331873562295084,2.9140929112831428e-06,3.465129268751774e-11,2.5574138960276622e-11,6.757026890626456e-10,0.0002135158802725727,2.543227363357547e-10,2.255114145235788e-06,2.4974388963299452e-06,5.864852319754139e-05,0.00032356393649004823,2.8702278933918878e-06,3.202927294638498e-06,4.796592967017141e-15,3.8199590147987995e-15,1.3478572470357756e-09,6.885106444941314e-11,1.3877894160082193e-05,3.0585154031311063e-07,3.176139927230131e-06,9.13251402295297e-13,2.2027418561614767e-08,6.344048309519244e-08,9.004062254777163e-09,1.3091517976916486e-07,0.0009141551363460056,1.3299840418805971e-05,3.636878776373614e-06,3.167801162436017e-11,8.150202593761722e-09,1.3687134334068661e-08,1.2030856714380655e-06,1.6778572549949494e-12,2.23462957614242e-08,1.9089271664235845e-09,1.083118782893455e-07,2.3060420364116582e-05,2.3199629006849064e-07,3.691297207167737e-10,3.933900566390154e-15,5.749101128058828e-11,4.2936550824608264e-08,1.4201468447449371e-14,1.6973469030684345e-07,1.8585215821883048e-10,4.305224250002766e-13,1.6493489082283458e-09,4.379117613872486e-10,6.196611706596924e-16,1.3756092232682203e-07,7.213672096775348e-13,3.633303456747262e-08,2.4625629183626068e-14,1.556197884945881e-14,8.835210601826332e-13,2.0868255070610043e-16,3.976515900481863e-06,1.923214852819407e-09,2.946130687643263e-15,1.7933411552263813e-07,3.100510880208315e-14,9.743296813856804e-09,6.567171298378298e-15,2.145759717441596e-15,3.421662362864043e-17,2.6837364975219354e-07,1.4241926567393924e-08,1.1052747081672578e-10,9.707079848656905e-13,6.983722419260077e-14,5.954977541959783e-10,9.91800042012589e-13,5.250458353784442e-10,4.955106786743264e-15,2.379707986380996e-14
2.2244182479811276e-05,0.700412790306098,3.634506859277303e-05,8.790933131193363e-06,1.0524498123112985e-05,0.0005753684738443816,0.0,0.0,0.000186225726789921,2.201309497071127e-06,0.0004993003938995929,2.3269707135877957e-05,2.7591688956573425e-08,1.054252119577388e-15,1.3713289650451504e-11,3.040671881125207e-08,7.34377427843104e-05,3.22169406659383e-05,1.9716330976201897e-08,3.238404779376462e-10,6.43655402094462e-05,3.1828764467086395e-11,8.938268666047938e-10,3.021054318846322e-08,4.644121724091954e-09,0.00032603809301632854,3.0532571719972212e-09,9.465232017112314e-07,9.495410160568724e-08,3.8100657478909495e-10,4.3977070912658695e-10,3.571163433535684e-11,8.270918913653024e-09,1.885025304158094e-09,3.76,0.0,0.10887101223328707,0.998451136243867,0.0005347588104577098,3.2206911182017665e-05,0.3993076002432279,0.3978023879799791,4.905498057227998e-07,1.2444346919185987e-11,0.000483310191217069,2.9696475748012554e-06,3.5027466485286805e-11,2.5852194561393096e-11,6.847925884681494e-10,0.00021819637265424422,2.549885204424258e-10,2.280311889491095e-06,2.523146417247376e-06,5.929331251706213e-05,0.0003293289168232134,2.889357180079288e-06,3.2242784018331777e-06,4.844483216496961e-15,3.858091265475976e-15,1.3613792106892938e-09,7.015815354659279e-11,1.4026203318628565e-05,3.1124263563381755e-07,3.2987725572066963e-06,9.222257528568253e-13,2.244590166480338e-08,6.504391492298612e-08,9.098283644829142e-09,1.308524841334632e-07,0.000923220472295197,1.359302947912118e-05,3.628643245600457e-06,3.2054710828453676e-11,8.129955847243694e-09,1.3873523775989686e-08,1.2293976647817043e-06,1.7148325749798239e-12,2.2808987560513675e-08,1.9484832439931464e-09,1.1065078189426965e-07,2.3253440948163883e-05,2.386312200763602e-07,3.7702450783881217e-10,4.018006518235029e-15,5.912278640226286e-11,4.2902719262087436e-08,1.466354761116945e-14,1.7293665818879516e-07,1.90795367743083e-10,4.3727714106641677e-13,1.686739935574855e-09,4.473164703581668e-10,6.329062896737226e-16,1.4176268812852865e-07,7.394341149016606e-13,3.7102578050666145e-08,2.5372154553327512e-14,1.5913764646741885e-14,8.961286586699249e-13,2.1282904003776985e-16,4.018892743650618e-06,1.9968927416614364e-09,3.0589937267527887e-15,1.8347229247900747e-07,3.171421788168363e-14,1.0083927296084762e-08,6.7828787613109595e-15,2.194784396400946e-15,3.524507107031636e-17,2.691834367452151e-07,1.4538640157695674e-08,1.1496413010869568e-10,1.0105836348270216e-12,7.099686421109344e-14,6.139852049304421e-10,1.0212428913638607e-12,5.406007029237057e-10,5.102059441715808e-15,2.4530422306401162e-14
2.2380739573192946e-05,0.7005411261406447,3.647412139605783e-05,8.847103091798483e-06,1.0626654414162025e-05,0.0005809105751696152,0.0,0.0,0.00018797731573426605,2.234475972143201e-06,0.0005087223947067678,2.3668161985470706e-05,2.8031206100746437e-08,1.0720009227999258e-15,1.3892284375745948e-11,3.068382286511167e-08,7.469641412414474e-05,3.2622341988310873e-05,2.0171899988317743e-08,3.2918824245612924e-10,6.501646303195774e-05,3.217080777501008e-11,9.043420402656028e-10,3.121663581705629e-08,4.7576945862964005e-09,0.00033161975364808227,3.063396522815445e-09,9.658369640045562e-07,9.887640055693864e-08,3.9415104164920014e-10,4.5132335187157713e-10,3.60286403384927e-11,8.363353190883529e-09,1.9056398611850676e-09,3.76,0.0,0.10784068169440329,0.9984351183698511,0.0005418183875462581,3.267186319679779e-05,0.40033665521753875,0.3988064119180965,4.860239252984048e-07,1.2410359739783531e-11,0.00048330243751154665,3.0199828786889823e-06,3.536687759963537e-11,2.6103289785561842e-11,6.930211889317231e-10,0.00022246268212951884,2.5558117981675876e-10,2.303068120776687e-06,2.5463345290156014e-06,5.9874564663617286e-05,0.0003345504903315562,2.9064867495517227e-06,3.2433973795280938e-06,4.88766651986847e-15,3.8924762799165594e-15,1.3735734463713986e-09,7.134574064426644e-11,1.4159895001984525e-05,3.161245006513127e-07,3.412099812677102e-06,9.303146838102082e-13,2.2826675859533415e-08,6.65195904342268e-08,9.183200490448097e-09,1.3079181132926188e-07,0.0009313604533927063,1.3859890492101438e-05,3.621129393551886e-06,3.239394857653516e-11,8.111526421388427e-09,1.4042685795292685e-08,1.2534053069769982e-06,1.7485719494864002e-12,2.3230145737690576e-08,1.984486087778412e-09,1.127801521444112e-07,2.3426957007435903e-05,2.447151075954671e-07,3.842105605312248e-10,4.094561830762291e-15,6.062000469015207e-11,4.287093680984461e-08,1.5089217208180438e-14,1.7584536294230199e-07,1.9531451566581964e-10,4.434222676317875e-13,1.7208188720128524e-09,4.5588202008838935e-10,6.449622796876116e-16,1.4563743156479574e-07,7.560590635254197e-13,3.780331597351088e-08,2.6060455424925665e-14,1.6234437607335958e-14,9.07558220932076e-13,2.166135897933783e-16,4.057007824963618e-06,2.065113114468669e-09,3.163496685237863e-15,1.872563560581608e-07,3.236253515238531e-14,1.0398332907809172e-08,6.981319604508507e-15,2.2396056780853168e-15,3.619010595082984e-17,2.698908425063891e-07,1.4808587202584745e-08,1.1907958010174193e-10,1.04759943484149e-12,7.204743889790116e-14,6.309609360844812e-10,1.0482734864542423e-12,5.548804448876252e-10,5.236970261249251e-15,2.5203656277400205e-14
2.2517296666574615e-05,0.7006682777456116,3.66024326343013e-05,8.903333303889967e-06,1.0729292619920369e-05,0.0005864520389807104,0.0,0.0,0.00018972533059204353,2.2678251016851023e-06,0.0005182451589887266,2.4070227911727222e-05,2.847550311744682e-08,1.089910686787955e-15,1.4072291713292412e-11,3.0961488146758303e-08,7.596832647620348e-05,3.30312986863344e-05,2.0634855549806918e-08,3.345893923439135e-10,6.566931479304304e-05,3.2514261995918436e-11,9.149414367036595e-10,3.2249401541819724e-08,4.873185131220017e-09,0.00033725202704213065,3.073548354393702e-09,9.854267287914827e-07,1.0293284799872767e-07,4.076611920580456e-10,4.631024068254767e-10,3.6346219420262175e-11,8.456316242585608e-09,1.9263770511769316e-09,3.76,0.0,0.10682004155081692,0.9984189753339461,0.0005489195461277747,3.314079057537443e-05,0.40135610657666904,0.39980060223454345,4.815406105187719e-07,1.2376685615975969e-11,0.0004832946231526428,3.0706313810703098e-06,3.5707106646320326e-11,2.635519463788766e-11,7.012954482332569e-10,0.00022678019075739967,2.5616770265086705e-10,2.3258990774865704e-06,2.5695721825680246e-06,6.045673312220755e-05,0.0003398032078104365,2.923535751273209e-06,3.2624262886060923e-06,4.9309296953598065e-15,3.926923941962859e-15,1.3857910322464413e-09,7.254396865242022e-11,1.4293796108178772e-05,3.21034477386475e-07,3.5282756744093636e-06,9.384161917881802e-13,2.3211391834410853e-08,6.802667412490031e-08,9.26823361476563e-09,1.3072722284633196e-07,0.0009394823687200627,1.4129588406483398e-05,3.6135226102792086e-06,3.2733367980048506e-11,8.092908505154152e-09,1.4213204161961405e-08,1.2777254446609e-06,1.7827526314660173e-12,2.365581127129084e-08,2.020871880394363e-09,1.1493270731438704e-07,2.360028128862819e-05,2.5090656334982804e-07,3.9147346401277144e-10,4.171935649065133e-15,6.214473968758536e-11,4.283792773829803e-08,1.5524322215204392e-14,1.78779535547536e-07,1.9990064458702132e-10,4.4963059345205247e-13,1.7553020154536946e-09,4.6454331848684133e-10,6.571471791195988e-16,1.4960215008996668e-07,7.730354981616544e-13,3.8511751163920216e-08,2.6764620709979913e-14,1.655898159719047e-14,9.19066700560369e-13,2.2044855851448893e-16,4.095099098188152e-06,2.1351813309964453e-09,3.2708302439772883e-15,1.910976487879554e-07,3.3020551185997576e-14,1.0720303813403977e-08,7.183886597969002e-15,2.285097066523946e-15,3.715381505996833e-17,2.7057833574894725e-07,1.5081292815984718e-08,1.2331375860239707e-10,1.085709115327645e-12,7.310455688582762e-14,6.482593634319382e-10,1.0758145502849928e-12,5.694291759430025e-10,5.3744269990253495e-15,2.5889550636482156e-14
