Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377)
8.578336264944797e-18,0.46006772625213255,2.818304125069198e-69,1.8688729639217941e-32,2.2846013904959558e-73,1.8107098896730128e-91,0.0,0.0,3.085681430149184e-66,4.314778322086331e-143,4.490896387677592e-76,3.629312689713084e-91,1.111138229205172e-67,2.1357829273781607e-117,1.3381424519190491e-92,1.6859162018145424e-80,2.5194876922622363e-117,1.5779606881706343e-91,2.2846015289868882e-73,3.0884997338251664e-66,1.6784608913328028e-38,4.9666288199851696e-58,5.604853041833903e-92,8.468593849725978e-188,1.4258422135921543e-133,7.338615898953355e-60,1.6558568568878012e-103,1.5521789605546023e-159,3.683336616646386e-245,5.345026547050272e-236,1.2133185332552268e-143,1.7561143396556596e-121,2.0915373534371373e-104,2.811011657063746e-189,3.76,0.0,0.7226833206611593,0.9999999999996877,5.128372236546659e-92,1.9445825997585297e-171,1.5362709817229375e-17,1.5167880316823588e-17,1.9482950040578627e-19,1.8897414917688033e-36,3.12258466730557e-13,7.260532582197186e-42,1.3790761123897794e-44,3.588922621487173e-102
1.7164125471909528e-17,0.4600677262521325,2.2563569499510377e-68,3.739369624315377e-32,3.659616124231512e-72,5.800880923721514e-90,0.0,0.0,2.470421370561534e-65,5.534131890742519e-141,7.255072933979528e-75,1.16270480544605e-89,1.7792688734240506e-66,1.3685712903053031e-115,4.287205081820797e-91,2.700443584503659e-79,3.2302244516048184e-115,5.055233920462272e-90,3.6596163460092967e-72,2.4726777267859827e-65,6.71821776072274e-38,3.9763229784884225e-57,1.7955988010797132e-90,1.7390406721797867e-184,3.6561559836878354e-131,5.8768446007483875e-59,5.30530407341471e-102,7.967435882947135e-157,1.212852071641482e-240,4.3959635203973894e-232,3.119581520693993e-141,2.251506722135239e-119,1.34075832644413e-102,2.908441334369223e-186,3.76,0.0,0.7226833206611593,0.9999999999993752,1.6429510241477057e-90,1.9966147636599803e-168,3.07387669062374e-17,3.034893863602287e-17,3.898282702145338e-19,7.563890768821019e-36,6.247882167545631e-13,2.906105209454853e-41,5.519898455478545e-44,1.1602063883075484e-100
3.433570388583899e-17,0.4600677262521325,1.8057713139289977e-67,7.480362949470488e-32,5.8587910334288424e-71,1.8573400500445347e-88,0.0,0.0,1.977087908002922e-64,7.09087570948035e-139,1.1817044451127227e-73,3.722776354010442e-88,2.8479889400968395e-65,8.764204654009691e-114,1.3727300556071503e-89,4.323093273661295e-78,4.1380699261756073e-113,1.6185969935053582e-88,5.858791388253878e-71,1.978893678135154e-64,2.6881621927318117e-37,3.1822668678028254e-56,5.7491915567268165e-89,3.5663481029105096e-181,9.367446765427437e-129,4.703857599390148e-58,1.6987480191671835e-100,4.084527055088979e-154,3.98396569176509e-236,3.6082850134591863e-228,8.019808038173996e-139,2.8842863355782537e-117,8.587818109509984e-101,3.0261804192692276e-183,3.76,0.0,0.7226833206611593,0.9999999999987501,5.260440228884303e-89,2.0472835432675313e-165,6.149088108425345e-17,6.071105527551034e-17,7.798258087431183e-19,3.026541544554779e-35,1.249847687086887e-12,1.1628206432640727e-40,2.2086784061473617e-43,3.7811248748246764e-99
6.867886071369791e-17,0.4600677262521325,1.444891414168525e-66,1.4962349617252488e-31,9.376790363566866e-70,5.945181748142785e-87,0.0,0.0,1.58197071533504e-63,9.080923362065022e-137,1.9564700559373936e-72,1.1916279246609024e-86,4.557709527415358e-64,5.610802860298776e-112,4.3940555558387816e-88,6.918856637876391e-77,5.298895262195819e-111,5.180986272899305e-87,9.376790930716575e-70,1.583415604792751e-63,1.0754399197466409e-36,2.5462969906961417e-55,1.8402655249926806e-87,7.308792606096665e-178,2.399050767076258e-126,3.7640390839703e-57,5.437675435398272e-99,2.0926100872715417e-151,1.3070563361959254e-231,2.958823706539217e-224,2.065778011402328e-136,3.693396063003978e-115,5.498433212869462e-99,3.1901261761565273e-180,3.76,0.0,0.7226833206611591,0.9999999999975,1.6838205386896774e-87,2.0978274660807782e-162,1.2299510944028556e-16,1.214352885588409e-16,1.559820881444644e-18,1.2108136900738676e-34,2.499966508888793e-12,4.652039930406758e-40,8.836152020716145e-43,1.2526973995661071e-97
1.3736517436941576e-16,0.46006772625213266,1.1560228972021812e-65,2.9926323022703606e-31,1.5005043521979976e-68,1.9027291797358195e-85,0.0,0.0,1.2656967410140292e-62,1.1626528389060261e-134,3.339838099209706e-71,3.8137528087880786e-85,7.293077108582816e-63,3.591461442974572e-110,1.4063088051291007e-86,1.1071696785952295e-75,6.783971836845064e-109,1.6581517906220067e-85,1.5005044427187686e-68,1.2668527605714135e-62,4.302109789491223e-36,2.037231010424119e-54,5.889688563650123e-86,1.4973437788140746e-174,6.142829827710645e-124,3.011612522269318e-56,1.7403252853246946e-97,1.071757554394931e-148,4.285569632786645e-227,2.4250636359124756e-220,5.3476393712782735e-134,4.728512936510762e-113,3.5197106352346795e-97,3.45034449227686e-177,3.76,0.0,0.722683320661159,0.9999999999949998,5.388993319513212e-86,2.1488969310174806e-159,2.4600356615234977e-16,2.428837551429246e-16,3.1198110094251254e-18,4.843648907077754e-34,5.000203677041731e-12,1.860967558846811e-39,3.534748622687418e-42,4.280422838902268e-96
2.7473780168085148e-16,0.46006772625213255,9.248622549154588e-65,5.98542701131544e-31,2.4009809138539117e-67,6.089167063734903e-84,0.0,0.0,1.012605463839912e-61,1.4883842401430335e-132,6.013382955836722e-70,1.2204879714458448e-83,1.1669516882172314e-61,2.298710205275439e-108,4.500525144028255e-85,1.7715935944319225e-74,8.684369683970453e-107,5.306463672108316e-84,2.4009810579404178e-67,1.0135303200814774e-61,1.720913940602269e-35,1.6298621774167801e-53,1.8848345647492117e-84,3.067074817783112e-171,1.5727254735698557e-121,2.409442539987547e-55,5.569471749209203e-96,5.488272312047348e-146,1.404722502696707e-222,1.9871015944314202e-216,1.3985860291775486e-131,6.053113888660425e-111,2.2528427630612893e-95,3.908177961419661e-174,3.76,0.0,0.7226833206611588,0.9999999999899993,1.7246006934325434e-84,2.2008396566254518e-156,4.920204795764781e-16,4.857806883807823e-16,6.2397911956958065e-18,1.9375383743607472e-33,1.0000676111544828e-11,7.444174254972309e-39,1.41395710575594e-41,1.543404992123618e-94
5.494830563037229e-16,0.46006772625213255,7.399074701440999e-64,1.197101654122508e-30,3.841706901120451e-66,1.948602868658171e-82,0.0,0.0,8.101036028979791e-61,3.3352395179024293e-130,1.1763696478528175e-68,3.9057015613819755e-82,1.867170176800193e-60,1.4712298347744929e-106,1.4402213251062369e-83,2.8346474643790446e-73,1.1116558340542944e-104,1.6981288615783662e-82,3.841707129243295e-66,8.108434986044823e-61,6.883795816206799e-35,1.3039206868681052e-52,6.031685330319288e-83,9.979358699202538e-168,4.026382714554095e-119,1.9276150600423456e-54,1.7855566324757685e-94,6.9481734635930325e-143,9.989284515635479e-217,1.4404968894010513e-211,7.715593662986935e-129,7.748377395302801e-109,1.4418916778589352e-93,1.5696990229340762e-170,3.76,0.0,0.7226833206611584,0.9999999999799983,5.518918800121181e-83,3.55517823693548e-153,9.840543064247344e-16,9.715745551352584e-16,1.2479751289476054e-17,7.750310958238287e-33,2.0001613373345688e-11,2.97773117532937e-38,5.655944472450714e-41,6.04993835489887e-93
1.0989735655494656e-15,0.4600677262521327,5.919333331990307e-63,2.3942196048322757e-30,6.146836650228341e-65,6.235640326985438e-81,0.0,0.0,6.480905841465606e-60,4.283508677813596e-128,2.567676575083378e-67,1.2498473751164064e-80,2.987510243188044e-59,9.416041122323244e-105,4.608790243873899e-82,4.535514182967265e-72,1.4229544424843826e-102,5.434109217424881e-81,6.146837007474254e-65,6.486824918030901e-60,2.753546338845934e-34,1.0431489219972015e-51,1.930173631710577e-81,2.0442137747802163e-164,1.0307794158358722e-116,1.542116487341902e-53,5.714220206000211e-93,3.5617085128787712e-140,3.273545787994876e-212,1.1802338854871783e-207,2.0561588106468923e-126,9.918166582462013e-107,9.228331654012075e-92,2.3387255182847672e-167,3.76,0.0,0.7226833206611574,0.9999999999599966,1.7660854956603632e-81,3.6419306517878715e-150,1.9681219601212453e-15,1.9431622897592532e-15,2.4959670361992197e-17,3.100155743678242e-32,4.0003457468172384e-11,1.1911052995827521e-37,2.262401586281134e-40,2.64697558493282e-91
2.197954584040951e-15,0.4600677262521328,4.735505385246255e-62,4.7884556851635444e-30,9.835008684658433e-64,1.9954227476990404e-79,0.0,0.0,5.184755763917063e-59,5.483100379219235e-126,6.301798381018698e-66,3.999551188744525e-79,4.780046691004232e-58,6.026311813962086e-103,1.4748238521376382e-80,7.25688550476701e-71,1.8214014280154032e-100,1.7389304990868122e-79,9.835009231433202e-64,5.18949063912426e-59,1.1014241391194253e-33,8.345240776135891e-51,6.176610350902499e-80,4.1866175207145425e-161,2.638824042390478e-114,1.2337030100148863e-52,1.8285753053793142e-91,1.823626049454817e-137,1.072699285172051e-207,9.668674285945562e-204,5.657705688903447e-124,1.2695390210500078e-104,5.90619563506672e-90,3.915515737457068e-164,3.76,0.0,0.7226833206611554,0.999999999919993,5.6515241220234264e-80,3.729398117080439e-147,3.9362572675142625e-15,3.886337763467414e-15,4.991950404684785e-17,1.2400684639304983e-31,8.000702394309599e-11,4.764451134727267e-37,9.049658637574538e-40,1.3020565418048696e-89
4.395916621023922e-15,0.46006772625213316,3.788449519656439e-61,9.576928561476018e-30,1.5736023658810892e-62,6.385381721523092e-78,0.0,0.0,4.147817946412401e-58,7.018415367220078e-124,1.7102098560799943e-64,1.279864626447951e-77,7.648098734169691e-57,3.8568426268412077e-101,4.7194401245705074e-79,1.1611067760016852e-69,2.331399691984814e-98,5.564602807436107e-78,1.5736024454217436e-62,4.151604685725859e-58,4.40570777233255e-33,6.676212236745068e-50,1.9765239457485928e-78,8.574238034464492e-158,6.75540672914422e-112,9.869664070335219e-52,5.851520022622575e-90,9.337035267144189e-135,3.5150422822699904e-203,7.920652566070695e-200,1.6500160488437707e-121,1.6250138765035238e-102,3.779974466379825e-88,7.224406766639412e-161,3.76,0.0,0.7226833206611515,0.9999999998399863,1.8084959124139472e-78,3.818923787852419e-144,7.872527882300274e-15,7.772688728724417e-15,9.983915357585901e-17,4.960285343505116e-31,1.6001367003698672e-10,1.905789863067473e-36,3.6198776715888356e-39,7.078701844459798e-88
6.593878658006893e-15,0.4600677262521335,1.0832683379852498e-60,1.436540215344242e-29,5.999357857748085e-62,2.9829017197514427e-77,0.0,0.0,1.1860178312289245e-57,3.621243588623674e-123,7.537081464921875e-64,5.978832684740385e-77,2.815010162211037e-56,2.1675551290722086e-100,2.2150025392201076e-78,4.4004640341397644e-69,1.5531693359388442e-97,2.599478622881177e-77,5.999358148071198e-62,1.1871003458602606e-57,9.362136035873468e-33,1.9089808595111456e-49,9.233240162972032e-78,6.875692031208704e-157,5.158386406737544e-111,2.9300599748798864e-51,2.7354706148581918e-89,5.32362368529028e-134,1.8230528304703959e-202,4.288655272276697e-199,1.0279351362594118e-120,1.0825780054601563e-101,2.1570590832581684e-87,4.0892975524798245e-160,3.76,0.0,0.7226833206611476,0.9999999997599801,8.448305524350492e-78,2.828833963415775e-143,1.1808798497086266e-14,1.1659039711822089e-14,1.4975878526417642e-16,1.0540612584011375e-30,2.400198292778836e-10,4.049814184956241e-36,7.692255618530627e-39,3.9104914394292786e-87
8.791840694989865e-15,0.4600677262521338,2.2849456413427974e-60,1.9153876461066753e-29,1.61416864917188e-61,9.132366909576782e-77,0.0,0.0,2.5016566961050646e-57,1.9755170490267437e-122,2.196467148021126e-63,1.830463351509238e-76,7.139478082170254e-56,7.722176430495978e-100,6.904821786799678e-78,1.1542791827868448e-68,6.717484653502443e-97,7.958489681561974e-77,1.6141687244638892e-61,2.5039394452832728e-57,1.597070893732651e-32,4.0265951445278515e-49,2.826822335934778e-77,5.84488680573279e-156,2.4546772908036548e-110,6.38445076561171e-51,8.831501487638891e-89,4.40311619642667e-133,5.547773436819883e-201,8.70247598486493e-198,6.741961235196438e-120,4.682168011658295e-101,8.439002095077618e-87,5.41696352238222e-159,3.76,0.0,0.7226833206611437,0.9999999996799745,2.586509146503228e-77,2.2044912284645826e-142,1.5745069111872237e-14,1.5545390712760432e-14,1.9967839911180643e-16,1.798104944593191e-30,3.2002550166874904e-10,6.908522068818792e-36,1.3122105445983953e-38,1.4896193034539591e-86
1.3187764768955807e-14,0.46006772625213443,6.240999338548524e-60,2.873082675593642e-29,6.528747351302138e-61,4.239785967491343e-76,0.0,0.0,6.832806307661049e-57,2.743653422247868e-121,9.362653289205531e-63,8.498102149841218e-76,2.4967110993711765e-55,4.578449474741063e-99,3.402068161151446e-77,4.33783747165111e-68,6.353950785730809e-96,3.694802586057022e-76,6.528747638217263e-61,6.839037944360993e-57,3.306533707722672e-32,1.0997884621297828e-48,1.3123783384228642e-76,2.5450226455768817e-154,2.6177861735673823e-109,1.853210503884164e-50,4.8689721533437007e-88,1.306016052227974e-131,2.071886028292769e-198,1.369143571813419e-195,1.4993545454877883e-118,4.42877798596781e-100,7.067573088671508e-86,5.444398631048843e-157,3.76,0.0,0.7226833206611358,0.9999999995199643,1.2008108404659574e-76,8.346125834807319e-141,2.3617610341444135e-14,2.3318092756508045e-14,2.9951758493608523e-16,3.722748427295777e-30,4.800357038524537e-10,1.430327202718222e-35,2.7167734314075277e-38,1.1931941524658964e-85
1.758368884292175e-14,0.46006772625213505,1.3058483041823138e-59,3.8307779682575246e-29,1.768451442312203e-60,1.2875626127738996e-75,0.0,0.0,1.4296526621507252e-56,1.2612198710216845e-120,2.6863430184886e-62,2.5807539802145903e-75,6.238602684361973e-55,1.628482376246534e-98,1.067476832491991e-76,1.1375379777970603e-67,2.8413631360920984e-95,1.1220589218099555e-75,1.7684515155422322e-60,1.4309558241159413e-56,5.623549036259853e-32,2.301125867380032e-48,3.98550580079763e-76,1.8391369071837327e-153,1.2965288841928636e-108,4.0527641886673957e-50,1.5636746678796003e-87,7.681238937644498e-131,2.792506478050675e-197,1.3702894017547865e-194,8.471922424272162e-118,1.9804630767708954e-99,2.777623740275875e-85,4.757601022771642e-156,3.76,0.0,0.722683320661128,0.9999999993599559,3.646691495873789e-76,5.717418094084914e-140,3.149015157101594e-14,3.109079486586209e-14,3.9935670515384646e-16,6.33141994557088e-30,6.400441157395648e-10,2.432620796808746e-35,4.6205335114313807e-38,4.6142447030246446e-85
2.197961291688769e-14,0.4600677262521358,2.377295101800397e-59,4.7884735428994155e-29,3.972754966416941e-60,3.2375607944709833e-75,0.0,0.0,2.6026299333486444e-56,4.656450625815019e-120,6.445737146446181e-62,6.489278563988244e-75,1.3235877788633714e-54,4.70928603186287e-98,2.744178849858296e-76,2.5050515161932328e-67,9.908809056667979e-95,2.82140374246548e-75,3.9727551199353997e-60,2.605000782722997e-56,8.59151349259562e-32,4.1891123483734836e-48,1.0021505913305275e-75,1.1658145403442658e-152,4.989502126931691e-108,7.603539691024155e-50,4.088071963910546e-87,3.801866506039591e-130,3.726899082467939e-196,1.2960470622561034e-193,3.870555067060658e-117,6.9065536903072155e-99,8.722106258797706e-85,3.5100283737861534e-155,3.76,0.0,0.7226833206611201,0.9999999991999493,9.16956216298971e-76,3.297911938803549e-139,3.9362692800587667e-14,3.886349704550871e-14,4.991957550789529e-16,9.672978150511946e-30,8.000506094715563e-10,3.716508481723937e-35,7.059151734140024e-38,1.4313024412453383e-84
3.077146106481958e-14,0.4600677262521371,6.277245070146363e-59,6.703865555847599e-29,1.5405656805801674e-59,1.789426418936922e-74,0.0,0.0,6.871726804219557e-56,5.70847219144355e-119,3.2545223813619365e-61,3.586686168793061e-74,4.849215583015267e-54,3.933740329188752e-97,1.5481428330505945e-75,9.656555908781661e-67,1.425602329617331e-93,1.5594130012564089e-74,1.5405657241288817e-59,6.877971504118907e-56,1.652117866416833e-31,1.106049407192575e-47,5.538966777139213e-75,1.4907125832352011e-150,1.1628953027165709e-106,2.0804681434737124e-49,2.287128626134281e-86,1.2039752329768583e-128,3.509645043202108e-193,3.637634277547772e-191,9.192904073077818e-116,9.936610721065047e-98,7.939282118680547e-84,3.713463372962189e-153,3.76,0.0,0.7226833206611043,0.9999999988799423,5.068092254069713e-75,2.3765733196358906e-137,5.510777525973087e-14,5.4408901620094737e-14,6.988736396361141e-16,1.860078695289157e-29,1.120057722117019e-09,7.146772346537653e-35,1.3574585407106922e-37,1.2721789990451439e-83
